Orthogroup	Prba	Pras
OG0000562	Prba.g_01677	Pras.g_01516
OG0000563	Prba.g_01676	Pras.g_01517
OG0000564	Prba.g_01675	Pras.g_01518
OG0000565	Prba.g_01674	Pras.g_01519
OG0000566	Prba.g_01673	Pras.g_01520
OG0000567	Prba.g_01672	Pras.g_01521
OG0000568	Prba.g_01671	Pras.g_01522
OG0000569	Prba.g_01670	Pras.g_01523
OG0000570	Prba.g_01669	Pras.g_01524
OG0000571	Prba.g_01668	Pras.g_01525
OG0000572	Prba.g_01667	Pras.g_01526
OG0000573	Prba.g_01664	Pras.g_01529
OG0000574	Prba.g_01663	Pras.g_01530
OG0000575	Prba.g_01662	Pras.g_01531
OG0000576	Prba.g_01661	Pras.g_01532
OG0000577	Prba.g_01660	Pras.g_01533
OG0000578	Prba.g_01659	Pras.g_01534
OG0000579	Prba.g_01658	Pras.g_01535
OG0000580	Prba.g_01657	Pras.g_01536
OG0000581	Prba.g_01656	Pras.g_01537
OG0000582	Prba.g_01655	Pras.g_01538
OG0000583	Prba.g_01654	Pras.g_01539
OG0000584	Prba.g_01653	Pras.g_01540
OG0000585	Prba.g_01652	Pras.g_01541
OG0000586	Prba.g_01650	Pras.g_01543
OG0000587	Prba.g_01649	Pras.g_01544
OG0000588	Prba.g_01647	Pras.g_01546
OG0000589	Prba.g_01646	Pras.g_01547
OG0000590	Prba.g_01644	Pras.g_01549
OG0000591	Prba.g_01638	Pras.g_01555
OG0000592	Prba.g_01637	Pras.g_01556
OG0000593	Prba.g_01636	Pras.g_01557
OG0000594	Prba.g_01634	Pras.g_01559
OG0000595	Prba.g_01633	Pras.g_01560
OG0000596	Prba.g_01632	Pras.g_01561
OG0000597	Prba.g_01630	Pras.g_01563
OG0000598	Prba.g_01629	Pras.g_01564
OG0000599	Prba.g_01628	Pras.g_01565
OG0000600	Prba.g_01627	Pras.g_01566
OG0000601	Prba.g_01625	Pras.g_01568
OG0000602	Prba.g_01624	Pras.g_01569
OG0000603	Prba.g_01623	Pras.g_01570
OG0000604	Prba.g_01622	Pras.g_01571
OG0000605	Prba.g_01621	Pras.g_01572
OG0000606	Prba.g_01620	Pras.g_01573
OG0000607	Prba.g_01618	Pras.g_01575
OG0000608	Prba.g_01617	Pras.g_01576
OG0000609	Prba.g_01613	Pras.g_01580
OG0000610	Prba.g_01612	Pras.g_01581
OG0000611	Prba.g_01593	Pras.g_01607
OG0000612	Prba.g_01592	Pras.g_01608
OG0000613	Prba.g_01591	Pras.g_01609
OG0000614	Prba.g_01590	Pras.g_01610
OG0000615	Prba.g_01588	Pras.g_01612
OG0000616	Prba.g_01587	Pras.g_01613
OG0000617	Prba.g_01586	Pras.g_01614
OG0000618	Prba.g_01585	Pras.g_01615
OG0000619	Prba.g_01584	Pras.g_01616
OG0000620	Prba.g_01583	Pras.g_01617
OG0000621	Prba.g_01582	Pras.g_01618
OG0000622	Prba.g_01581	Pras.g_01619
OG0000623	Prba.g_01580	Pras.g_01620
OG0000624	Prba.g_01579	Pras.g_01621
OG0000625	Prba.g_01578	Pras.g_01622
OG0000626	Prba.g_01577	Pras.g_01623
OG0000627	Prba.g_01576	Pras.g_01624
OG0000628	Prba.g_01575	Pras.g_01625
OG0000629	Prba.g_01574	Pras.g_01626
OG0000630	Prba.g_01573	Pras.g_01627
OG0000631	Prba.g_01571	Pras.g_01629
OG0000632	Prba.g_01558	Pras.g_01645
OG0000633	Prba.g_01554	Pras.g_01649
OG0000634	Prba.g_01541	Pras.g_01664
OG0000635	Prba.g_01534	Pras.g_01665
OG0000636	Prba.g_01533	Pras.g_01666
OG0000637	Prba.g_01532	Pras.g_01667
OG0000638	Prba.g_01521	Pras.g_01679
OG0000639	Prba.g_01512	Pras.g_01688
OG0000640	Prba.g_01510	Pras.g_01690
OG0000641	Prba.g_01508	Pras.g_01692
OG0000642	Prba.g_01507	Pras.g_01693
OG0000643	Prba.g_01506	Pras.g_01694
OG0000644	Prba.g_01505	Pras.g_01695
OG0000645	Prba.g_01504	Pras.g_01696
OG0000646	Prba.g_01503	Pras.g_01697
OG0000647	Prba.g_01502	Pras.g_01698
OG0000648	Prba.g_01500	Pras.g_01700
OG0000649	Prba.g_01499	Pras.g_01701
OG0000650	Prba.g_01498	Pras.g_01702
OG0000651	Prba.g_01497	Pras.g_01703
OG0000652	Prba.g_01496	Pras.g_01704
OG0000653	Prba.g_01495	Pras.g_01705
OG0000654	Prba.g_01493	Pras.g_01707
OG0000655	Prba.g_01491	Pras.g_01709
OG0000656	Prba.g_01490	Pras.g_01710
OG0000657	Prba.g_01489	Pras.g_01711
OG0000658	Prba.g_01488	Pras.g_01712
OG0000659	Prba.g_01487	Pras.g_01713
OG0000660	Prba.g_01486	Pras.g_01714
OG0000661	Prba.g_01485	Pras.g_01715
OG0000662	Prba.g_01484	Pras.g_01716
OG0000663	Prba.g_01483	Pras.g_01717
OG0000664	Prba.g_01482	Pras.g_01718
OG0000665	Prba.g_01481	Pras.g_01719
OG0000666	Prba.g_01480	Pras.g_01720
OG0000667	Prba.g_01479	Pras.g_01721
OG0000668	Prba.g_01478	Pras.g_01722
OG0000669	Prba.g_01476	Pras.g_01724
OG0000670	Prba.g_01475	Pras.g_01725
OG0000671	Prba.g_01474	Pras.g_01726
OG0000672	Prba.g_01473	Pras.g_01727
OG0000673	Prba.g_01472	Pras.g_01728
OG0000674	Prba.g_01471	Pras.g_01729
OG0000675	Prba.g_01469	Pras.g_01731
OG0000676	Prba.g_01468	Pras.g_01732
OG0000677	Prba.g_01465	Pras.g_01734
OG0000678	Prba.g_01463	Pras.g_01736
OG0000679	Prba.g_01462	Pras.g_01737
OG0000680	Prba.g_01461	Pras.g_01738
OG0000681	Prba.g_01460	Pras.g_01739
OG0000682	Prba.g_01459	Pras.g_01740
OG0000683	Prba.g_01457	Pras.g_01742
OG0000684	Prba.g_01456	Pras.g_01743
OG0000685	Prba.g_01455	Pras.g_01744
OG0000686	Prba.g_01454	Pras.g_01745
OG0000687	Prba.g_01453	Pras.g_01746
OG0000688	Prba.g_01452	Pras.g_01747
OG0000689	Prba.g_01451	Pras.g_01748
OG0000690	Prba.g_01450	Pras.g_01749
OG0000691	Prba.g_01449	Pras.g_01750
OG0000692	Prba.g_01447	Pras.g_01752
OG0000693	Prba.g_01446	Pras.g_01753
OG0000694	Prba.g_01445	Pras.g_01754
OG0000695	Prba.g_01444	Pras.g_01755
OG0000696	Prba.g_01443	Pras.g_01756
OG0000697	Prba.g_01441	Pras.g_01758
OG0000698	Prba.g_01439	Pras.g_01760
OG0000699	Prba.g_01438	Pras.g_01761
OG0000700	Prba.g_01411	Pras.g_01788
OG0000701	Prba.g_01407	Pras.g_01791
OG0000702	Prba.g_01404	Pras.g_01792
OG0000703	Prba.g_01403	Pras.g_01793
OG0000704	Prba.g_01402	Pras.g_01794
OG0000705	Prba.g_01401	Pras.g_01795
OG0000706	Prba.g_01400	Pras.g_01796
OG0000707	Prba.g_01398	Pras.g_01798
OG0000708	Prba.g_01397	Pras.g_01799
OG0000709	Prba.g_01395	Pras.g_01801
OG0000710	Prba.g_01394	Pras.g_01802
OG0000711	Prba.g_01393	Pras.g_01803
OG0000712	Prba.g_01392	Pras.g_01804
OG0000713	Prba.g_01391	Pras.g_01805
OG0000714	Prba.g_01389	Pras.g_01807
OG0000715	Prba.g_01388	Pras.g_01808
OG0000716	Prba.g_01386	Pras.g_01810
OG0000717	Prba.g_01385	Pras.g_01811
OG0000718	Prba.g_01384	Pras.g_01812
OG0000719	Prba.g_01382	Pras.g_01814
OG0000720	Prba.g_01381	Pras.g_01815
OG0000721	Prba.g_01379	Pras.g_01818
OG0000722	Prba.g_01378	Pras.g_01819
OG0000723	Prba.g_01377	Pras.g_01820
OG0000724	Prba.g_01375	Pras.g_01821
OG0000725	Prba.g_01374	Pras.g_01822
OG0000726	Prba.g_01373	Pras.g_01823
OG0000727	Prba.g_01372	Pras.g_01824
OG0000728	Prba.g_01371	Pras.g_01825
OG0000729	Prba.g_01370	Pras.g_01826
OG0000730	Prba.g_01369	Pras.g_01827
OG0000731	Prba.g_01368	Pras.g_01828
OG0000732	Prba.g_01367	Pras.g_01829
OG0000733	Prba.g_01366	Pras.g_01830
OG0000734	Prba.g_01365	Pras.g_01831
OG0000735	Prba.g_01363	Pras.g_01833
OG0000736	Prba.g_01362	Pras.g_01834
OG0000737	Prba.g_01361	Pras.g_01835
OG0000738	Prba.g_01360	Pras.g_01836
OG0000739	Prba.g_01359	Pras.g_01837
OG0000740	Prba.g_01358	Pras.g_01838
OG0000741	Prba.g_01357	Pras.g_01839
OG0000742	Prba.g_01355	Pras.g_01841
OG0000743	Prba.g_01354	Pras.g_01842
OG0000744	Prba.g_01353	Pras.g_01843
OG0000745	Prba.g_01352	Pras.g_01844
OG0000746	Prba.g_01351	Pras.g_01845
OG0000747	Prba.g_01350	Pras.g_01846
OG0000748	Prba.g_01349	Pras.g_01847
OG0000749	Prba.g_01348	Pras.g_01848
OG0000750	Prba.g_01347	Pras.g_01849
OG0000751	Prba.g_01346	Pras.g_01850
OG0000752	Prba.g_01345	Pras.g_01851
OG0000753	Prba.g_01343	Pras.g_01853
OG0000754	Prba.g_01342	Pras.g_01854
OG0000755	Prba.g_01341	Pras.g_01855
OG0000756	Prba.g_01340	Pras.g_01856
OG0000757	Prba.g_01339	Pras.g_01857
OG0000758	Prba.g_01338	Pras.g_01858
OG0000759	Prba.g_01336	Pras.g_01860
OG0000760	Prba.g_01335	Pras.g_01861
OG0000761	Prba.g_01334	Pras.g_01862
OG0000762	Prba.g_01332	Pras.g_01864
OG0000763	Prba.g_01331	Pras.g_01865
OG0000764	Prba.g_01330	Pras.g_01866
OG0000765	Prba.g_01329	Pras.g_01867
OG0000766	Prba.g_01328	Pras.g_01868
OG0000767	Prba.g_01326	Pras.g_01870
OG0000768	Prba.g_01325	Pras.g_01871
OG0000769	Prba.g_01324	Pras.g_01872
OG0000770	Prba.g_01323	Pras.g_01873
OG0000771	Prba.g_01322	Pras.g_01874
OG0000772	Prba.g_01321	Pras.g_01875
OG0000773	Prba.g_01320	Pras.g_01876
OG0000774	Prba.g_01319	Pras.g_01877
OG0000775	Prba.g_01318	Pras.g_01878
OG0000776	Prba.g_01316	Pras.g_01881
OG0000777	Prba.g_01314	Pras.g_01883
OG0000778	Prba.g_01313	Pras.g_01884
OG0000779	Prba.g_01312	Pras.g_01885
OG0000780	Prba.g_01310	Pras.g_01887
OG0000781	Prba.g_01308	Pras.g_01889
OG0000782	Prba.g_01307	Pras.g_01890
OG0000783	Prba.g_01295	Pras.g_01903
OG0000784	Prba.g_01293	Pras.g_01905
OG0000785	Prba.g_01292	Pras.g_01906
OG0000786	Prba.g_01291	Pras.g_01907
OG0000787	Prba.g_01290	Pras.g_01908
OG0000788	Prba.g_01286	Pras.g_01912
OG0000789	Prba.g_01284	Pras.g_01914
OG0000790	Prba.g_01283	Pras.g_01915
OG0000791	Prba.g_01282	Pras.g_01916
OG0000792	Prba.g_01281	Pras.g_01917
OG0000793	Prba.g_01280	Pras.g_01918
OG0000794	Prba.g_01278	Pras.g_01920
OG0000795	Prba.g_01275	Pras.g_01923
OG0000796	Prba.g_01274	Pras.g_01924
OG0000797	Prba.g_01272	Pras.g_01926
OG0000798	Prba.g_01271	Pras.g_01927
OG0000799	Prba.g_01270	Pras.g_01928
OG0000800	Prba.g_01269	Pras.g_01929
OG0000801	Prba.g_01266	Pras.g_01932
OG0000802	Prba.g_01265	Pras.g_01933
OG0000803	Prba.g_01263	Pras.g_01935
OG0000804	Prba.g_01262	Pras.g_01936
OG0000805	Prba.g_01261	Pras.g_01937
OG0000806	Prba.g_01259	Pras.g_01939
OG0000807	Prba.g_01234	Pras.g_01964
OG0000808	Prba.g_01225	Pras.g_01973
OG0000809	Prba.g_01222	Pras.g_01976
OG0000810	Prba.g_01221	Pras.g_01977
OG0000811	Prba.g_01214	Pras.g_01984
OG0000812	Prba.g_00749	Pras.g_01988
OG0000813	Prba.g_00745	Pras.g_01992
OG0000814	Prba.g_00743	Pras.g_01994
OG0000815	Prba.g_00729	Pras.g_00009
OG0000816	Prba.g_00096	Pras.g_00024
OG0000817	Prba.g_00095	Pras.g_00025
OG0000818	Prba.g_00090	Pras.g_00030
OG0000819	Prba.g_00083	Pras.g_00037
OG0000820	Prba.g_00079	Pras.g_00041
OG0000821	Prba.g_00077	Pras.g_00043
OG0000822	Prba.g_00076	Pras.g_00044
OG0000823	Prba.g_00075	Pras.g_00045
OG0000824	Prba.g_00074	Pras.g_00046
OG0000825	Prba.g_00073	Pras.g_00047
OG0000826	Prba.g_00072	Pras.g_00048
OG0000827	Prba.g_00071	Pras.g_00049
OG0000828	Prba.g_00070	Pras.g_00050
OG0000829	Prba.g_00069	Pras.g_00051
OG0000830	Prba.g_00068	Pras.g_00052
OG0000831	Prba.g_00065	Pras.g_00055
OG0000832	Prba.g_00063	Pras.g_00057
OG0000833	Prba.g_00062	Pras.g_00058
OG0000834	Prba.g_00060	Pras.g_00059
OG0000835	Prba.g_00059	Pras.g_00060
OG0000836	Prba.g_00058	Pras.g_00061
OG0000837	Prba.g_00056	Pras.g_00063
OG0000838	Prba.g_00055	Pras.g_00064
OG0000839	Prba.g_00054	Pras.g_00065
OG0000840	Prba.g_00053	Pras.g_00066
OG0000841	Prba.g_00052	Pras.g_00067
OG0000842	Prba.g_00051	Pras.g_00068
OG0000843	Prba.g_00050	Pras.g_00069
OG0000844	Prba.g_00049	Pras.g_00070
OG0000845	Prba.g_00048	Pras.g_00071
OG0000846	Prba.g_00045	Pras.g_00074
OG0000847	Prba.g_00043	Pras.g_00076
OG0000848	Prba.g_00042	Pras.g_00077
OG0000849	Prba.g_00041	Pras.g_00078
OG0000850	Prba.g_00040	Pras.g_00079
OG0000851	Prba.g_00039	Pras.g_00080
OG0000852	Prba.g_00037	Pras.g_00082
OG0000853	Prba.g_00036	Pras.g_00083
OG0000854	Prba.g_00034	Pras.g_00085
OG0000855	Prba.g_00033	Pras.g_00086
OG0000856	Prba.g_00032	Pras.g_00087
OG0000857	Prba.g_00031	Pras.g_00088
OG0000858	Prba.g_00030	Pras.g_00089
OG0000859	Prba.g_00029	Pras.g_00090
OG0000860	Prba.g_00028	Pras.g_00091
OG0000861	Prba.g_00027	Pras.g_00092
OG0000862	Prba.g_00026	Pras.g_00093
OG0000863	Prba.g_00025	Pras.g_00094
OG0000864	Prba.g_00024	Pras.g_00095
OG0000865	Prba.g_00023	Pras.g_00097
OG0000866	Prba.g_00022	Pras.g_00098
OG0000867	Prba.g_00021	Pras.g_00099
OG0000868	Prba.g_00020	Pras.g_00100
OG0000869	Prba.g_00018	Pras.g_00102
OG0000870	Prba.g_00017	Pras.g_00103
OG0000871	Prba.g_00015	Pras.g_00105
OG0000872	Prba.g_00014	Pras.g_00106
OG0000873	Prba.g_00012	Pras.g_00108
OG0000874	Prba.g_00011	Pras.g_00109
OG0000875	Prba.g_00010	Pras.g_00110
OG0000876	Prba.g_00009	Pras.g_00111
OG0000877	Prba.g_00007	Pras.g_00113
OG0000878	Prba.g_01167	Pras.g_00178
OG0000879	Prba.g_01181	Pras.g_00197
OG0000880	Prba.g_01182	Pras.g_00198
OG0000881	Prba.g_01183	Pras.g_00199
OG0000882	Prba.g_01184	Pras.g_00200
OG0000883	Prba.g_01185	Pras.g_00201
OG0000884	Prba.g_01187	Pras.g_00204
OG0000885	Prba.g_01188	Pras.g_00205
OG0000886	Prba.g_01189	Pras.g_00206
OG0000887	Prba.g_01190	Pras.g_00207
OG0000888	Prba.g_01191	Pras.g_00208
OG0000889	Prba.g_01194	Pras.g_00211
OG0000890	Prba.g_01195	Pras.g_00212
OG0000891	Prba.g_01196	Pras.g_00213
OG0000892	Prba.g_01198	Pras.g_00214
OG0000893	Prba.g_01199	Pras.g_00216
OG0000894	Prba.g_01200	Pras.g_00217
OG0000895	Prba.g_01201	Pras.g_00218
OG0000896	Prba.g_01202	Pras.g_00219
OG0000897	Prba.g_01203	Pras.g_00220
OG0000898	Prba.g_01205	Pras.g_00223
OG0000899	Prba.g_01206	Pras.g_00224
OG0000900	Prba.g_00214	Pras.g_00232
OG0000901	Prba.g_00210	Pras.g_00236
OG0000902	Prba.g_00209	Pras.g_00237
OG0000903	Prba.g_00208	Pras.g_00238
OG0000904	Prba.g_00206	Pras.g_00240
OG0000905	Prba.g_00204	Pras.g_00242
OG0000906	Prba.g_00202	Pras.g_00244
OG0000907	Prba.g_00201	Pras.g_00245
OG0000908	Prba.g_00198	Pras.g_00248
OG0000909	Prba.g_00194	Pras.g_00252
OG0000910	Prba.g_00193	Pras.g_00253
OG0000911	Prba.g_00192	Pras.g_00254
OG0000912	Prba.g_00191	Pras.g_00255
OG0000913	Prba.g_00190	Pras.g_00256
OG0000914	Prba.g_00189	Pras.g_00257
OG0000915	Prba.g_00188	Pras.g_00258
OG0000916	Prba.g_00187	Pras.g_00259
OG0000917	Prba.g_00186	Pras.g_00260
OG0000918	Prba.g_00185	Pras.g_00261
OG0000919	Prba.g_00184	Pras.g_00262
OG0000920	Prba.g_00183	Pras.g_00263
OG0000921	Prba.g_00182	Pras.g_00264
OG0000922	Prba.g_00181	Pras.g_00265
OG0000923	Prba.g_00180	Pras.g_00266
OG0000924	Prba.g_00179	Pras.g_00267
OG0000925	Prba.g_00178	Pras.g_00268
OG0000926	Prba.g_00154	Pras.g_00289
OG0000927	Prba.g_00115	Pras.g_00332
OG0000928	Prba.g_00114	Pras.g_00333
OG0000929	Prba.g_00113	Pras.g_00334
OG0000930	Prba.g_00112	Pras.g_00335
OG0000931	Prba.g_00111	Pras.g_00336
OG0000932	Prba.g_00109	Pras.g_00338
OG0000933	Prba.g_00108	Pras.g_00339
OG0000934	Prba.g_00107	Pras.g_00340
OG0000935	Prba.g_00106	Pras.g_00341
OG0000936	Prba.g_00105	Pras.g_00342
OG0000937	Prba.g_00720	Pras.g_00343
OG0000938	Prba.g_00719	Pras.g_00344
OG0000939	Prba.g_00718	Pras.g_00345
OG0000940	Prba.g_00717	Pras.g_00346
OG0000941	Prba.g_00715	Pras.g_00348
OG0000942	Prba.g_00714	Pras.g_00349
OG0000943	Prba.g_00711	Pras.g_00352
OG0000944	Prba.g_00710	Pras.g_00353
OG0000945	Prba.g_00709	Pras.g_00354
OG0000946	Prba.g_00708	Pras.g_00355
OG0000947	Prba.g_00707	Pras.g_00356
OG0000948	Prba.g_00706	Pras.g_00357
OG0000949	Prba.g_00705	Pras.g_00358
OG0000950	Prba.g_00704	Pras.g_00359
OG0000951	Prba.g_00703	Pras.g_00360
OG0000952	Prba.g_00702	Pras.g_00361
OG0000953	Prba.g_00701	Pras.g_00362
OG0000954	Prba.g_00700	Pras.g_00363
OG0000955	Prba.g_00699	Pras.g_00364
OG0000956	Prba.g_00698	Pras.g_00365
OG0000957	Prba.g_00697	Pras.g_00366
OG0000958	Prba.g_00696	Pras.g_00367
OG0000959	Prba.g_00695	Pras.g_00368
OG0000960	Prba.g_00694	Pras.g_00369
OG0000961	Prba.g_00690	Pras.g_00373
OG0000962	Prba.g_00689	Pras.g_00374
OG0000963	Prba.g_00688	Pras.g_00375
OG0000964	Prba.g_00686	Pras.g_00377
OG0000965	Prba.g_00685	Pras.g_00378
OG0000966	Prba.g_00684	Pras.g_00379
OG0000967	Prba.g_00683	Pras.g_00380
OG0000968	Prba.g_00682	Pras.g_00381
OG0000969	Prba.g_00681	Pras.g_00382
OG0000970	Prba.g_00680	Pras.g_00384
OG0000971	Prba.g_00679	Pras.g_00385
OG0000972	Prba.g_00678	Pras.g_00386
OG0000973	Prba.g_00677	Pras.g_00387
OG0000974	Prba.g_00350	Pras.g_00389
OG0000975	Prba.g_00347	Pras.g_00392
OG0000976	Prba.g_00345	Pras.g_00394
OG0000977	Prba.g_00344	Pras.g_00395
OG0000978	Prba.g_00343	Pras.g_00396
OG0000979	Prba.g_00341	Pras.g_00399
OG0000980	Prba.g_00340	Pras.g_00400
OG0000981	Prba.g_00339	Pras.g_00401
OG0000982	Prba.g_00338	Pras.g_00402
OG0000983	Prba.g_00336	Pras.g_00405
OG0000984	Prba.g_00335	Pras.g_00406
OG0000985	Prba.g_00334	Pras.g_00407
OG0000986	Prba.g_00333	Pras.g_00408
OG0000987	Prba.g_00332	Pras.g_00409
OG0000988	Prba.g_00331	Pras.g_00410
OG0000989	Prba.g_00330	Pras.g_00411
OG0000990	Prba.g_00329	Pras.g_00412
OG0000991	Prba.g_00328	Pras.g_00413
OG0000992	Prba.g_00327	Pras.g_00414
OG0000993	Prba.g_00326	Pras.g_00415
OG0000994	Prba.g_00325	Pras.g_00416
OG0000995	Prba.g_00324	Pras.g_00417
OG0000996	Prba.g_00323	Pras.g_00418
OG0000997	Prba.g_00322	Pras.g_00419
OG0000998	Prba.g_00321	Pras.g_00420
OG0000999	Prba.g_00320	Pras.g_00421
OG0001000	Prba.g_00319	Pras.g_00422
OG0001001	Prba.g_00317	Pras.g_00424
OG0001002	Prba.g_00316	Pras.g_00425
OG0001003	Prba.g_00315	Pras.g_00426
OG0001004	Prba.g_00314	Pras.g_00427
OG0001005	Prba.g_00313	Pras.g_00428
OG0001006	Prba.g_00312	Pras.g_00429
OG0001007	Prba.g_00311	Pras.g_00430
OG0001008	Prba.g_00309	Pras.g_00432
OG0001009	Prba.g_00308	Pras.g_00433
OG0001010	Prba.g_00300	Pras.g_00441
OG0001011	Prba.g_00293	Pras.g_00448
OG0001012	Prba.g_00266	Pras.g_00473
OG0001013	Prba.g_00232	Pras.g_00544
OG0001014	Prba.g_00231	Pras.g_00545
OG0001015	Prba.g_00619	Pras.g_00551
OG0001016	Prba.g_00618	Pras.g_00552
OG0001017	Prba.g_00617	Pras.g_00553
OG0001018	Prba.g_00616	Pras.g_00554
OG0001019	Prba.g_00614	Pras.g_00556
OG0001020	Prba.g_00613	Pras.g_00557
OG0001021	Prba.g_00612	Pras.g_00558
OG0001022	Prba.g_00611	Pras.g_00559
OG0001023	Prba.g_00610	Pras.g_00560
OG0001024	Prba.g_00609	Pras.g_00561
OG0001025	Prba.g_00608	Pras.g_00562
OG0001026	Prba.g_00606	Pras.g_00564
OG0001027	Prba.g_00605	Pras.g_00565
OG0001028	Prba.g_00604	Pras.g_00566
OG0001029	Prba.g_00603	Pras.g_00567
OG0001030	Prba.g_00602	Pras.g_00568
OG0001031	Prba.g_00601	Pras.g_00569
OG0001032	Prba.g_00600	Pras.g_00570
OG0001033	Prba.g_00599	Pras.g_00571
OG0001034	Prba.g_00598	Pras.g_00572
OG0001035	Prba.g_00596	Pras.g_00574
OG0001036	Prba.g_00595	Pras.g_00575
OG0001037	Prba.g_00594	Pras.g_00576
OG0001038	Prba.g_00593	Pras.g_00577
OG0001039	Prba.g_00592	Pras.g_00578
OG0001040	Prba.g_00591	Pras.g_00579
OG0001041	Prba.g_00590	Pras.g_00580
OG0001042	Prba.g_00589	Pras.g_00581
OG0001043	Prba.g_00588	Pras.g_00582
OG0001044	Prba.g_00587	Pras.g_00583
OG0001045	Prba.g_00586	Pras.g_00584
OG0001046	Prba.g_00585	Pras.g_00585
OG0001047	Prba.g_00582	Pras.g_00588
OG0001048	Prba.g_00580	Pras.g_00590
OG0001049	Prba.g_00579	Pras.g_00591
OG0001050	Prba.g_00578	Pras.g_00592
OG0001051	Prba.g_00577	Pras.g_00593
OG0001052	Prba.g_00576	Pras.g_00594
OG0001053	Prba.g_00574	Pras.g_00596
OG0001054	Prba.g_00573	Pras.g_00598
OG0001055	Prba.g_00572	Pras.g_00599
OG0001056	Prba.g_00571	Pras.g_00600
OG0001057	Prba.g_00570	Pras.g_00601
OG0001058	Prba.g_00569	Pras.g_00602
OG0001059	Prba.g_00568	Pras.g_00603
OG0001060	Prba.g_00567	Pras.g_00604
OG0001061	Prba.g_00566	Pras.g_00605
OG0001062	Prba.g_00565	Pras.g_00606
OG0001063	Prba.g_00564	Pras.g_00607
OG0001064	Prba.g_00352	Pras.g_00609
OG0001065	Prba.g_00357	Pras.g_00613
OG0001066	Prba.g_00358	Pras.g_00614
OG0001067	Prba.g_00359	Pras.g_00615
OG0001068	Prba.g_00361	Pras.g_00617
OG0001069	Prba.g_00362	Pras.g_00618
OG0001070	Prba.g_00363	Pras.g_00619
OG0001071	Prba.g_00364	Pras.g_00620
OG0001072	Prba.g_00365	Pras.g_00621
OG0001073	Prba.g_00366	Pras.g_00622
OG0001074	Prba.g_00367	Pras.g_00623
OG0001075	Prba.g_00368	Pras.g_00624
OG0001076	Prba.g_00369	Pras.g_00625
OG0001077	Prba.g_00370	Pras.g_00626
OG0001078	Prba.g_00371	Pras.g_00627
OG0001079	Prba.g_00372	Pras.g_00628
OG0001080	Prba.g_00373	Pras.g_00629
OG0001081	Prba.g_00376	Pras.g_00632
OG0001082	Prba.g_00377	Pras.g_00633
OG0001083	Prba.g_00378	Pras.g_00634
OG0001084	Prba.g_00380	Pras.g_00636
OG0001085	Prba.g_00381	Pras.g_00637
OG0001086	Prba.g_00382	Pras.g_00638
OG0001087	Prba.g_00383	Pras.g_00639
OG0001088	Prba.g_00384	Pras.g_00640
OG0001089	Prba.g_00387	Pras.g_00645
OG0001090	Prba.g_00389	Pras.g_00647
OG0001091	Prba.g_00390	Pras.g_00648
OG0001092	Prba.g_00391	Pras.g_00649
OG0001093	Prba.g_00392	Pras.g_00650
OG0001094	Prba.g_00393	Pras.g_00651
OG0001095	Prba.g_00394	Pras.g_00652
OG0001096	Prba.g_00395	Pras.g_00653
OG0001097	Prba.g_00396	Pras.g_00654
OG0001098	Prba.g_00397	Pras.g_00655
OG0001099	Prba.g_00398	Pras.g_00656
OG0001100	Prba.g_00399	Pras.g_00657
OG0001101	Prba.g_00400	Pras.g_00658
OG0001102	Prba.g_00401	Pras.g_00659
OG0001103	Prba.g_00402	Pras.g_00660
OG0001104	Prba.g_00403	Pras.g_00661
OG0001105	Prba.g_00404	Pras.g_00662
OG0001106	Prba.g_00405	Pras.g_00663
OG0001107	Prba.g_00406	Pras.g_00664
OG0001108	Prba.g_00407	Pras.g_00665
OG0001109	Prba.g_00408	Pras.g_00666
OG0001110	Prba.g_00409	Pras.g_00667
OG0001111	Prba.g_00410	Pras.g_00668
OG0001112	Prba.g_00411	Pras.g_00669
OG0001113	Prba.g_00412	Pras.g_00670
OG0001114	Prba.g_00413	Pras.g_00671
OG0001115	Prba.g_00414	Pras.g_00672
OG0001116	Prba.g_00415	Pras.g_00673
OG0001117	Prba.g_00416	Pras.g_00674
OG0001118	Prba.g_00417	Pras.g_00675
OG0001119	Prba.g_00418	Pras.g_00676
OG0001120	Prba.g_00419	Pras.g_00677
OG0001121	Prba.g_00421	Pras.g_00679
OG0001122	Prba.g_00422	Pras.g_00680
OG0001123	Prba.g_00423	Pras.g_00681
OG0001124	Prba.g_00425	Pras.g_00683
OG0001125	Prba.g_00427	Pras.g_00685
OG0001126	Prba.g_00428	Pras.g_00686
OG0001127	Prba.g_00430	Pras.g_00688
OG0001128	Prba.g_00431	Pras.g_00689
OG0001129	Prba.g_00432	Pras.g_00690
OG0001130	Prba.g_00435	Pras.g_00693
OG0001131	Prba.g_00436	Pras.g_00694
OG0001132	Prba.g_00437	Pras.g_00695
OG0001133	Prba.g_00438	Pras.g_00696
OG0001134	Prba.g_01048	Pras.g_00697
OG0001135	Prba.g_01049	Pras.g_00698
OG0001136	Prba.g_01050	Pras.g_00699
OG0001137	Prba.g_01051	Pras.g_00700
OG0001138	Prba.g_01052	Pras.g_00701
OG0001139	Prba.g_01053	Pras.g_00702
OG0001140	Prba.g_01054	Pras.g_00703
OG0001141	Prba.g_01055	Pras.g_00704
OG0001142	Prba.g_01059	Pras.g_00707
OG0001143	Prba.g_01060	Pras.g_00708
