Orthogroup	Prba	Prbb
OG0000541	Prba.g_01702	Prbb.g_00616
OG0000542	Prba.g_01701	Prbb.g_00617
OG0000543	Prba.g_01700	Prbb.g_00618
OG0000544	Prba.g_01699	Prbb.g_00619
OG0000545	Prba.g_01696	Prbb.g_00622
OG0000546	Prba.g_01695	Prbb.g_00623
OG0000547	Prba.g_01693	Prbb.g_00624
OG0000548	Prba.g_01692	Prbb.g_00626
OG0000549	Prba.g_01691	Prbb.g_00627
OG0000550	Prba.g_01690	Prbb.g_00628
OG0000551	Prba.g_01689	Prbb.g_00629
OG0000552	Prba.g_01688	Prbb.g_00630
OG0000553	Prba.g_01687	Prbb.g_00631
OG0000554	Prba.g_01686	Prbb.g_00632
OG0000555	Prba.g_01685	Prbb.g_00633
OG0000556	Prba.g_01684	Prbb.g_00634
OG0000557	Prba.g_01683	Prbb.g_00635
OG0000558	Prba.g_01682	Prbb.g_00636
OG0000559	Prba.g_01681	Prbb.g_00637
OG0000560	Prba.g_01679	Prbb.g_00639
OG0000561	Prba.g_01678	Prbb.g_00640
OG0000562	Prba.g_01677	Prbb.g_00641
OG0000563	Prba.g_01676	Prbb.g_00642
OG0000564	Prba.g_01675	Prbb.g_00643
OG0000565	Prba.g_01674	Prbb.g_00644
OG0000566	Prba.g_01673	Prbb.g_00645
OG0000567	Prba.g_01672	Prbb.g_00646
OG0000568	Prba.g_01671	Prbb.g_00647
OG0000569	Prba.g_01670	Prbb.g_00648
OG0000570	Prba.g_01669	Prbb.g_00649
OG0000571	Prba.g_01668	Prbb.g_00650
OG0000572	Prba.g_01667	Prbb.g_00651
OG0000573	Prba.g_01664	Prbb.g_00654
OG0000574	Prba.g_01663	Prbb.g_00655
OG0000575	Prba.g_01662	Prbb.g_00656
OG0000576	Prba.g_01661	Prbb.g_00657
OG0000577	Prba.g_01660	Prbb.g_00658
OG0000578	Prba.g_01659	Prbb.g_00659
OG0000579	Prba.g_01658	Prbb.g_00660
OG0000580	Prba.g_01657	Prbb.g_00661
OG0000581	Prba.g_01656	Prbb.g_00662
OG0000582	Prba.g_01655	Prbb.g_00664
OG0000583	Prba.g_01654	Prbb.g_00665
OG0000584	Prba.g_01653	Prbb.g_00667
OG0000585	Prba.g_01652	Prbb.g_00668
OG0000586	Prba.g_01650	Prbb.g_00670
OG0000587	Prba.g_01649	Prbb.g_00671
OG0000588	Prba.g_01647	Prbb.g_00674
OG0000589	Prba.g_01646	Prbb.g_00675
OG0000590	Prba.g_01644	Prbb.g_00677
OG0000591	Prba.g_01638	Prbb.g_00684
OG0000592	Prba.g_01637	Prbb.g_00685
OG0000593	Prba.g_01636	Prbb.g_00686
OG0000594	Prba.g_01634	Prbb.g_00689
OG0000595	Prba.g_01633	Prbb.g_00690
OG0000596	Prba.g_01632	Prbb.g_00691
OG0000597	Prba.g_01630	Prbb.g_00693
OG0000598	Prba.g_01629	Prbb.g_00694
OG0000599	Prba.g_01628	Prbb.g_00695
OG0000600	Prba.g_01627	Prbb.g_00696
OG0000601	Prba.g_01625	Prbb.g_00700
OG0000602	Prba.g_01624	Prbb.g_00701
OG0000603	Prba.g_01623	Prbb.g_00702
OG0000604	Prba.g_01622	Prbb.g_01450
OG0000605	Prba.g_01621	Prbb.g_00703
OG0000606	Prba.g_01620	Prbb.g_00705
OG0000607	Prba.g_01618	Prbb.g_00707
OG0000608	Prba.g_01617	Prbb.g_00708
OG0000609	Prba.g_01613	Prbb.g_02176
OG0000610	Prba.g_01612	Prbb.g_01260
OG0000611	Prba.g_01593	Prbb.g_00714
OG0000612	Prba.g_01592	Prbb.g_00715
OG0000613	Prba.g_01591	Prbb.g_00716
OG0000614	Prba.g_01590	Prbb.g_00717
OG0000615	Prba.g_01588	Prbb.g_00719
OG0000616	Prba.g_01587	Prbb.g_00720
OG0000617	Prba.g_01586	Prbb.g_00721
OG0000618	Prba.g_01585	Prbb.g_00722
OG0000619	Prba.g_01584	Prbb.g_00723
OG0000620	Prba.g_01583	Prbb.g_00724
OG0000621	Prba.g_01582	Prbb.g_00725
OG0000622	Prba.g_01581	Prbb.g_00726
OG0000623	Prba.g_01580	Prbb.g_00727
OG0000624	Prba.g_01579	Prbb.g_00729
OG0000625	Prba.g_01578	Prbb.g_00730
OG0000626	Prba.g_01577	Prbb.g_00731
OG0000627	Prba.g_01576	Prbb.g_00733
OG0000628	Prba.g_01575	Prbb.g_00734
OG0000629	Prba.g_01574	Prbb.g_00735
OG0000630	Prba.g_01573	Prbb.g_00736
OG0000631	Prba.g_01571	Prbb.g_00738
OG0000632	Prba.g_01558	Prbb.g_01175
OG0000633	Prba.g_01554	Prbb.g_00108
OG0000634	Prba.g_01541	Prbb.g_01099
OG0000635	Prba.g_01534	Prbb.g_00983
OG0000636	Prba.g_01533	Prbb.g_00982
OG0000637	Prba.g_01532	Prbb.g_00981
OG0000638	Prba.g_01521	Prbb.g_00389
OG0000639	Prba.g_01512	Prbb.g_00958
OG0000640	Prba.g_01510	Prbb.g_00960
OG0000641	Prba.g_01508	Prbb.g_00962
OG0000642	Prba.g_01507	Prbb.g_00963
OG0000643	Prba.g_01506	Prbb.g_00964
OG0000644	Prba.g_01505	Prbb.g_00777
OG0000645	Prba.g_01504	Prbb.g_00778
OG0000646	Prba.g_01503	Prbb.g_00779
OG0000647	Prba.g_01502	Prbb.g_00780
OG0000648	Prba.g_01500	Prbb.g_00782
OG0000649	Prba.g_01499	Prbb.g_00783
OG0000650	Prba.g_01498	Prbb.g_00784
OG0000651	Prba.g_01497	Prbb.g_00785
OG0000652	Prba.g_01496	Prbb.g_00786
OG0000653	Prba.g_01495	Prbb.g_00787
OG0000654	Prba.g_01493	Prbb.g_00789
OG0000655	Prba.g_01491	Prbb.g_00791
OG0000656	Prba.g_01490	Prbb.g_00792
OG0000657	Prba.g_01489	Prbb.g_00793
OG0000658	Prba.g_01488	Prbb.g_00794
OG0000659	Prba.g_01487	Prbb.g_00795
OG0000660	Prba.g_01486	Prbb.g_00796
OG0000661	Prba.g_01485	Prbb.g_00798
OG0000662	Prba.g_01484	Prbb.g_00800
OG0000663	Prba.g_01483	Prbb.g_00801
OG0000664	Prba.g_01482	Prbb.g_00802
OG0000665	Prba.g_01481	Prbb.g_00803
OG0000666	Prba.g_01480	Prbb.g_00804
OG0000667	Prba.g_01479	Prbb.g_00805
OG0000668	Prba.g_01478	Prbb.g_00806
OG0000669	Prba.g_01476	Prbb.g_00808
OG0000670	Prba.g_01475	Prbb.g_00809
OG0000671	Prba.g_01474	Prbb.g_00810
OG0000672	Prba.g_01473	Prbb.g_00811
OG0000673	Prba.g_01472	Prbb.g_00812
OG0000674	Prba.g_01471	Prbb.g_00813
OG0000675	Prba.g_01469	Prbb.g_00814
OG0000676	Prba.g_01468	Prbb.g_00815
OG0000677	Prba.g_01465	Prbb.g_00817
OG0000678	Prba.g_01463	Prbb.g_00819
OG0000679	Prba.g_01462	Prbb.g_00821
OG0000680	Prba.g_01461	Prbb.g_00822
OG0000681	Prba.g_01460	Prbb.g_00823
OG0000682	Prba.g_01459	Prbb.g_00824
OG0000683	Prba.g_01457	Prbb.g_00827
OG0000684	Prba.g_01456	Prbb.g_00828
OG0000685	Prba.g_01455	Prbb.g_00829
OG0000686	Prba.g_01454	Prbb.g_00830
OG0000687	Prba.g_01453	Prbb.g_00831
OG0000688	Prba.g_01452	Prbb.g_00832
OG0000689	Prba.g_01451	Prbb.g_00833
OG0000690	Prba.g_01450	Prbb.g_00834
OG0000691	Prba.g_01449	Prbb.g_00835
OG0000692	Prba.g_01447	Prbb.g_00837
OG0000693	Prba.g_01446	Prbb.g_00838
OG0000694	Prba.g_01445	Prbb.g_00839
OG0000695	Prba.g_01444	Prbb.g_00840
OG0000696	Prba.g_01443	Prbb.g_00841
OG0000697	Prba.g_01441	Prbb.g_00843
OG0000698	Prba.g_01439	Prbb.g_00847
OG0000699	Prba.g_01438	Prbb.g_00848
OG0000700	Prba.g_01411	Prbb.g_00914
OG0000701	Prba.g_01407	Prbb.g_00917
OG0000702	Prba.g_01404	Prbb.g_00922
OG0000703	Prba.g_01403	Prbb.g_00924
OG0000704	Prba.g_01402	Prbb.g_00925
OG0000705	Prba.g_01401	Prbb.g_00926
OG0000706	Prba.g_01400	Prbb.g_00927
OG0000707	Prba.g_01398	Prbb.g_00929
OG0000708	Prba.g_01397	Prbb.g_00930
OG0000709	Prba.g_01395	Prbb.g_00932
OG0000710	Prba.g_01394	Prbb.g_00933
OG0000711	Prba.g_01393	Prbb.g_00934
OG0000712	Prba.g_01392	Prbb.g_00935
OG0000713	Prba.g_01391	Prbb.g_00936
OG0000714	Prba.g_01389	Prbb.g_00938
OG0000715	Prba.g_01388	Prbb.g_00939
OG0000716	Prba.g_01386	Prbb.g_00942
OG0000717	Prba.g_01385	Prbb.g_00943
OG0000718	Prba.g_01384	Prbb.g_00944
OG0000719	Prba.g_01382	Prbb.g_00946
OG0000720	Prba.g_01381	Prbb.g_00947
OG0000721	Prba.g_01379	Prbb.g_00950
OG0000722	Prba.g_01378	Prbb.g_00951
OG0000723	Prba.g_01377	Prbb.g_00952
OG0000724	Prba.g_01375	Prbb.g_00762
OG0000725	Prba.g_01374	Prbb.g_00763
OG0000726	Prba.g_01373	Prbb.g_00764
OG0000727	Prba.g_01372	Prbb.g_00765
OG0000728	Prba.g_01371	Prbb.g_00766
OG0000729	Prba.g_01370	Prbb.g_00767
OG0000730	Prba.g_01369	Prbb.g_00768
OG0000731	Prba.g_01368	Prbb.g_00769
OG0000732	Prba.g_01367	Prbb.g_00770
OG0000733	Prba.g_01366	Prbb.g_00771
OG0000734	Prba.g_01365	Prbb.g_00772
OG0000735	Prba.g_01363	Prbb.g_00774
OG0000736	Prba.g_01362	Prbb.g_00775
OG0000737	Prba.g_01361	Prbb.g_00776
OG0000738	Prba.g_01360	Prbb.g_00965
OG0000739	Prba.g_01359	Prbb.g_00966
OG0000740	Prba.g_01358	Prbb.g_00967
OG0000741	Prba.g_01357	Prbb.g_00968
OG0000742	Prba.g_01355	Prbb.g_00970
OG0000743	Prba.g_01354	Prbb.g_00971
OG0000744	Prba.g_01353	Prbb.g_00972
OG0000745	Prba.g_01352	Prbb.g_00973
OG0000746	Prba.g_01351	Prbb.g_00974
OG0000747	Prba.g_01350	Prbb.g_00975
OG0000748	Prba.g_01349	Prbb.g_00976
OG0000749	Prba.g_01348	Prbb.g_00977
OG0000750	Prba.g_01347	Prbb.g_00978
OG0000751	Prba.g_01346	Prbb.g_00979
OG0000752	Prba.g_01345	Prbb.g_00893
OG0000753	Prba.g_01343	Prbb.g_00984
OG0000754	Prba.g_01342	Prbb.g_00985
OG0000755	Prba.g_01341	Prbb.g_00986
OG0000756	Prba.g_01340	Prbb.g_00988
OG0000757	Prba.g_01339	Prbb.g_00989
OG0000758	Prba.g_01338	Prbb.g_00990
OG0000759	Prba.g_01336	Prbb.g_00992
OG0000760	Prba.g_01335	Prbb.g_00993
OG0000761	Prba.g_01334	Prbb.g_00994
OG0000762	Prba.g_01332	Prbb.g_00996
OG0000763	Prba.g_01331	Prbb.g_00997
OG0000764	Prba.g_01330	Prbb.g_00998
OG0000765	Prba.g_01329	Prbb.g_00999
OG0000766	Prba.g_01328	Prbb.g_01000
OG0000767	Prba.g_01326	Prbb.g_01002
OG0000768	Prba.g_01325	Prbb.g_01003
OG0000769	Prba.g_01324	Prbb.g_01004
OG0000770	Prba.g_01323	Prbb.g_01005
OG0000771	Prba.g_01322	Prbb.g_01006
OG0000772	Prba.g_01321	Prbb.g_00101
OG0000773	Prba.g_01320	Prbb.g_01007
OG0000774	Prba.g_01319	Prbb.g_01008
OG0000775	Prba.g_01318	Prbb.g_01009
OG0000776	Prba.g_01316	Prbb.g_01010
OG0000777	Prba.g_01314	Prbb.g_01012
OG0000778	Prba.g_01313	Prbb.g_01013
OG0000779	Prba.g_01312	Prbb.g_01014
OG0000780	Prba.g_01310	Prbb.g_01016
OG0000781	Prba.g_01308	Prbb.g_01017
OG0000782	Prba.g_01307	Prbb.g_01018
OG0000783	Prba.g_01295	Prbb.g_01036
OG0000784	Prba.g_01293	Prbb.g_01037
OG0000785	Prba.g_01292	Prbb.g_01038
OG0000786	Prba.g_01291	Prbb.g_01039
OG0000787	Prba.g_01290	Prbb.g_01040
OG0000788	Prba.g_01286	Prbb.g_01045
OG0000789	Prba.g_01284	Prbb.g_01048
OG0000790	Prba.g_01283	Prbb.g_00892
OG0000791	Prba.g_01282	Prbb.g_01049
OG0000792	Prba.g_01281	Prbb.g_01050
OG0000793	Prba.g_01280	Prbb.g_01051
OG0000794	Prba.g_01278	Prbb.g_01054
OG0000795	Prba.g_01275	Prbb.g_01058
OG0000796	Prba.g_01274	Prbb.g_01059
OG0000797	Prba.g_01272	Prbb.g_01062
OG0000798	Prba.g_01271	Prbb.g_01063
OG0000799	Prba.g_01270	Prbb.g_01064
OG0000800	Prba.g_01269	Prbb.g_01065
OG0000801	Prba.g_01266	Prbb.g_01068
OG0000802	Prba.g_01265	Prbb.g_01069
OG0000803	Prba.g_01263	Prbb.g_00891
OG0000804	Prba.g_01262	Prbb.g_00890
OG0000805	Prba.g_01261	Prbb.g_00889
OG0000806	Prba.g_01259	Prbb.g_00887
OG0000807	Prba.g_01234	Prbb.g_00897
OG0000808	Prba.g_01225	Prbb.g_01108
OG0000809	Prba.g_01222	Prbb.g_01090
OG0000810	Prba.g_01221	Prbb.g_01783
OG0000811	Prba.g_01214	Prbb.g_02071
OG0000812	Prba.g_00749	Prbb.g_00392
OG0000813	Prba.g_00745	Prbb.g_00400
OG0000814	Prba.g_00743	Prbb.g_01780
OG0000815	Prba.g_00729	Prbb.g_01085
OG0000816	Prba.g_00096	Prbb.g_01888
OG0000817	Prba.g_00095	Prbb.g_01889
OG0000818	Prba.g_00090	Prbb.g_01126
OG0000819	Prba.g_00083	Prbb.g_01539
OG0000820	Prba.g_00079	Prbb.g_01533
OG0000821	Prba.g_00077	Prbb.g_01531
OG0000822	Prba.g_00076	Prbb.g_01530
OG0000823	Prba.g_00075	Prbb.g_01529
OG0000824	Prba.g_00074	Prbb.g_01528
OG0000825	Prba.g_00073	Prbb.g_01527
OG0000826	Prba.g_00072	Prbb.g_01526
OG0000827	Prba.g_00071	Prbb.g_01525
OG0000828	Prba.g_00070	Prbb.g_01524
OG0000829	Prba.g_00069	Prbb.g_01523
OG0000830	Prba.g_00068	Prbb.g_01521
OG0000831	Prba.g_00065	Prbb.g_01518
OG0000832	Prba.g_00063	Prbb.g_01516
OG0000833	Prba.g_00062	Prbb.g_01515
OG0000834	Prba.g_00060	Prbb.g_01513
OG0000835	Prba.g_00059	Prbb.g_01512
OG0000836	Prba.g_00058	Prbb.g_01511
OG0000837	Prba.g_00056	Prbb.g_01508
OG0000838	Prba.g_00055	Prbb.g_01507
OG0000839	Prba.g_00054	Prbb.g_01506
OG0000840	Prba.g_00053	Prbb.g_01505
OG0000841	Prba.g_00052	Prbb.g_01504
OG0000842	Prba.g_00051	Prbb.g_01502
OG0000843	Prba.g_00050	Prbb.g_01501
OG0000844	Prba.g_00049	Prbb.g_01500
OG0000845	Prba.g_00048	Prbb.g_01499
OG0000846	Prba.g_00045	Prbb.g_01497
OG0000847	Prba.g_00043	Prbb.g_01495
OG0000848	Prba.g_00042	Prbb.g_01493
OG0000849	Prba.g_00041	Prbb.g_01491
OG0000850	Prba.g_00040	Prbb.g_01490
OG0000851	Prba.g_00039	Prbb.g_01488
OG0000852	Prba.g_00037	Prbb.g_01486
OG0000853	Prba.g_00036	Prbb.g_01484
OG0000854	Prba.g_00034	Prbb.g_01482
OG0000855	Prba.g_00033	Prbb.g_01481
OG0000856	Prba.g_00032	Prbb.g_01480
OG0000857	Prba.g_00031	Prbb.g_01479
OG0000858	Prba.g_00030	Prbb.g_01478
OG0000859	Prba.g_00029	Prbb.g_01477
OG0000860	Prba.g_00028	Prbb.g_01476
OG0000861	Prba.g_00027	Prbb.g_01475
OG0000862	Prba.g_00026	Prbb.g_01474
OG0000863	Prba.g_00025	Prbb.g_01473
OG0000864	Prba.g_00024	Prbb.g_01472
OG0000865	Prba.g_00023	Prbb.g_01471
OG0000866	Prba.g_00022	Prbb.g_01470
OG0000867	Prba.g_00021	Prbb.g_01469
OG0000868	Prba.g_00020	Prbb.g_01468
OG0000869	Prba.g_00018	Prbb.g_01465
OG0000870	Prba.g_00017	Prbb.g_01464
OG0000871	Prba.g_00015	Prbb.g_01463
OG0000872	Prba.g_00014	Prbb.g_01462
OG0000873	Prba.g_00012	Prbb.g_01461
OG0000874	Prba.g_00011	Prbb.g_01460
OG0000875	Prba.g_00010	Prbb.g_01459
OG0000876	Prba.g_00009	Prbb.g_01458
OG0000877	Prba.g_00007	Prbb.g_01457
OG0000878	Prba.g_01167	Prbb.g_01291
OG0000879	Prba.g_01181	Prbb.g_01575
OG0000880	Prba.g_01182	Prbb.g_01576
OG0000881	Prba.g_01183	Prbb.g_01577
OG0000882	Prba.g_01184	Prbb.g_01578
OG0000883	Prba.g_01185	Prbb.g_01580
OG0000884	Prba.g_01187	Prbb.g_01581
OG0000885	Prba.g_01188	Prbb.g_01582
OG0000886	Prba.g_01189	Prbb.g_01583
OG0000887	Prba.g_01190	Prbb.g_01584
OG0000888	Prba.g_01191	Prbb.g_01585
OG0000889	Prba.g_01194	Prbb.g_01588
OG0000890	Prba.g_01195	Prbb.g_01589
OG0000891	Prba.g_01196	Prbb.g_01590
OG0000892	Prba.g_01198	Prbb.g_01592
OG0000893	Prba.g_01199	Prbb.g_01593
OG0000894	Prba.g_01200	Prbb.g_01594
OG0000895	Prba.g_01201	Prbb.g_01595
OG0000896	Prba.g_01202	Prbb.g_01596
OG0000897	Prba.g_01203	Prbb.g_01597
OG0000898	Prba.g_01205	Prbb.g_01600
OG0000899	Prba.g_01206	Prbb.g_01601
OG0000900	Prba.g_00214	Prbb.g_01608
OG0000901	Prba.g_00210	Prbb.g_01612
OG0000902	Prba.g_00209	Prbb.g_00746
OG0000903	Prba.g_00208	Prbb.g_01541
OG0000904	Prba.g_00206	Prbb.g_01057
OG0000905	Prba.g_00204	Prbb.g_01789
OG0000906	Prba.g_00202	Prbb.g_01637
OG0000907	Prba.g_00201	Prbb.g_00845
OG0000908	Prba.g_00198	Prbb.g_01201
OG0000909	Prba.g_00194	Prbb.g_01641
OG0000910	Prba.g_00193	Prbb.g_01642
OG0000911	Prba.g_00192	Prbb.g_01643
OG0000912	Prba.g_00191	Prbb.g_01644
OG0000913	Prba.g_00190	Prbb.g_01645
OG0000914	Prba.g_00189	Prbb.g_01646
OG0000915	Prba.g_00188	Prbb.g_01647
OG0000916	Prba.g_00187	Prbb.g_01648
OG0000917	Prba.g_00186	Prbb.g_01649
OG0000918	Prba.g_00185	Prbb.g_01650
OG0000919	Prba.g_00184	Prbb.g_01651
OG0000920	Prba.g_00183	Prbb.g_01652
OG0000921	Prba.g_00182	Prbb.g_01653
OG0000922	Prba.g_00181	Prbb.g_01654
OG0000923	Prba.g_00180	Prbb.g_01655
OG0000924	Prba.g_00179	Prbb.g_01656
OG0000925	Prba.g_00178	Prbb.g_01657
OG0000926	Prba.g_00154	Prbb.g_02044
OG0000927	Prba.g_00115	Prbb.g_01668
OG0000928	Prba.g_00114	Prbb.g_01669
OG0000929	Prba.g_00113	Prbb.g_01670
OG0000930	Prba.g_00112	Prbb.g_01671
OG0000931	Prba.g_00111	Prbb.g_01672
OG0000932	Prba.g_00109	Prbb.g_01674
OG0000933	Prba.g_00108	Prbb.g_01675
OG0000934	Prba.g_00107	Prbb.g_01676
OG0000935	Prba.g_00106	Prbb.g_01677
OG0000936	Prba.g_00105	Prbb.g_01678
OG0000937	Prba.g_00720	Prbb.g_01679
OG0000938	Prba.g_00719	Prbb.g_01680
OG0000939	Prba.g_00718	Prbb.g_01681
OG0000940	Prba.g_00717	Prbb.g_01683
OG0000941	Prba.g_00715	Prbb.g_01684
OG0000942	Prba.g_00714	Prbb.g_01685
OG0000943	Prba.g_00711	Prbb.g_01688
OG0000944	Prba.g_00710	Prbb.g_01689
OG0000945	Prba.g_00709	Prbb.g_01690
OG0000946	Prba.g_00708	Prbb.g_01691
OG0000947	Prba.g_00707	Prbb.g_01692
OG0000948	Prba.g_00706	Prbb.g_01693
OG0000949	Prba.g_00705	Prbb.g_01694
OG0000950	Prba.g_00704	Prbb.g_01695
OG0000951	Prba.g_00703	Prbb.g_01696
OG0000952	Prba.g_00702	Prbb.g_01697
OG0000953	Prba.g_00701	Prbb.g_01698
OG0000954	Prba.g_00700	Prbb.g_01699
OG0000955	Prba.g_00699	Prbb.g_01700
OG0000956	Prba.g_00698	Prbb.g_01701
OG0000957	Prba.g_00697	Prbb.g_00465
OG0000958	Prba.g_00696	Prbb.g_01702
OG0000959	Prba.g_00695	Prbb.g_01703
OG0000960	Prba.g_00694	Prbb.g_01704
OG0000961	Prba.g_00690	Prbb.g_01707
OG0000962	Prba.g_00689	Prbb.g_01708
OG0000963	Prba.g_00688	Prbb.g_01709
OG0000964	Prba.g_00686	Prbb.g_01711
OG0000965	Prba.g_00685	Prbb.g_01712
OG0000966	Prba.g_00684	Prbb.g_01713
OG0000967	Prba.g_00683	Prbb.g_01714
OG0000968	Prba.g_00682	Prbb.g_01715
OG0000969	Prba.g_00681	Prbb.g_01716
OG0000970	Prba.g_00680	Prbb.g_01717
OG0000971	Prba.g_00679	Prbb.g_01718
OG0000972	Prba.g_00678	Prbb.g_01719
OG0000973	Prba.g_00677	Prbb.g_01720
OG0000974	Prba.g_00350	Prbb.g_01722
OG0000975	Prba.g_00347	Prbb.g_01728
OG0000976	Prba.g_00345	Prbb.g_01731
OG0000977	Prba.g_00344	Prbb.g_01732
OG0000978	Prba.g_00343	Prbb.g_01733
OG0000979	Prba.g_00341	Prbb.g_01735
OG0000980	Prba.g_00340	Prbb.g_01736
OG0000981	Prba.g_00339	Prbb.g_01737
OG0000982	Prba.g_00338	Prbb.g_01738
OG0000983	Prba.g_00336	Prbb.g_01740
OG0000984	Prba.g_00335	Prbb.g_01741
OG0000985	Prba.g_00334	Prbb.g_01742
OG0000986	Prba.g_00333	Prbb.g_01744
OG0000987	Prba.g_00332	Prbb.g_01745
OG0000988	Prba.g_00331	Prbb.g_01746
OG0000989	Prba.g_00330	Prbb.g_01747
OG0000990	Prba.g_00329	Prbb.g_01748
OG0000991	Prba.g_00328	Prbb.g_01749
OG0000992	Prba.g_00327	Prbb.g_01750
OG0000993	Prba.g_00326	Prbb.g_01751
OG0000994	Prba.g_00325	Prbb.g_01752
OG0000995	Prba.g_00324	Prbb.g_01753
OG0000996	Prba.g_00323	Prbb.g_01754
OG0000997	Prba.g_00322	Prbb.g_01755
OG0000998	Prba.g_00321	Prbb.g_01756
OG0000999	Prba.g_00320	Prbb.g_01757
OG0001000	Prba.g_00319	Prbb.g_01758
OG0001001	Prba.g_00317	Prbb.g_01760
OG0001002	Prba.g_00316	Prbb.g_01761
OG0001003	Prba.g_00315	Prbb.g_01762
OG0001004	Prba.g_00314	Prbb.g_01763
OG0001005	Prba.g_00313	Prbb.g_01765
OG0001006	Prba.g_00312	Prbb.g_01766
OG0001007	Prba.g_00311	Prbb.g_01767
OG0001008	Prba.g_00309	Prbb.g_01769
OG0001009	Prba.g_00308	Prbb.g_01770
OG0001010	Prba.g_00300	Prbb.g_01555
OG0001011	Prba.g_00293	Prbb.g_01659
OG0001012	Prba.g_00266	Prbb.g_00799
OG0001013	Prba.g_00232	Prbb.g_01817
OG0001014	Prba.g_00231	Prbb.g_01818
OG0001015	Prba.g_00619	Prbb.g_01824
OG0001016	Prba.g_00618	Prbb.g_01825
OG0001017	Prba.g_00617	Prbb.g_01826
OG0001018	Prba.g_00616	Prbb.g_01827
OG0001019	Prba.g_00614	Prbb.g_01828
OG0001020	Prba.g_00613	Prbb.g_01829
OG0001021	Prba.g_00612	Prbb.g_01830
OG0001022	Prba.g_00611	Prbb.g_01831
OG0001023	Prba.g_00610	Prbb.g_01832
OG0001024	Prba.g_00609	Prbb.g_01833
OG0001025	Prba.g_00608	Prbb.g_01834
OG0001026	Prba.g_00606	Prbb.g_01835
OG0001027	Prba.g_00605	Prbb.g_01836
OG0001028	Prba.g_00604	Prbb.g_01837
OG0001029	Prba.g_00603	Prbb.g_01838
OG0001030	Prba.g_00602	Prbb.g_01839
OG0001031	Prba.g_00601	Prbb.g_01840
OG0001032	Prba.g_00600	Prbb.g_01841
OG0001033	Prba.g_00599	Prbb.g_01842
OG0001034	Prba.g_00598	Prbb.g_01843
OG0001035	Prba.g_00596	Prbb.g_01845
OG0001036	Prba.g_00595	Prbb.g_01846
OG0001037	Prba.g_00594	Prbb.g_01847
OG0001038	Prba.g_00593	Prbb.g_01848
OG0001039	Prba.g_00592	Prbb.g_01849
OG0001040	Prba.g_00591	Prbb.g_01851
OG0001041	Prba.g_00590	Prbb.g_01852
OG0001042	Prba.g_00589	Prbb.g_01853
OG0001043	Prba.g_00588	Prbb.g_01854
OG0001044	Prba.g_00587	Prbb.g_01855
OG0001045	Prba.g_00586	Prbb.g_01856
OG0001046	Prba.g_00585	Prbb.g_01857
OG0001047	Prba.g_00582	Prbb.g_01859
OG0001048	Prba.g_00580	Prbb.g_01861
OG0001049	Prba.g_00579	Prbb.g_01862
OG0001050	Prba.g_00578	Prbb.g_01863
OG0001051	Prba.g_00577	Prbb.g_01864
OG0001052	Prba.g_00576	Prbb.g_01865
OG0001053	Prba.g_00574	Prbb.g_01867
OG0001054	Prba.g_00573	Prbb.g_01869
OG0001055	Prba.g_00572	Prbb.g_01870
OG0001056	Prba.g_00571	Prbb.g_01871
OG0001057	Prba.g_00570	Prbb.g_01872
OG0001058	Prba.g_00569	Prbb.g_01873
OG0001059	Prba.g_00568	Prbb.g_01874
OG0001060	Prba.g_00567	Prbb.g_01875
OG0001061	Prba.g_00566	Prbb.g_01876
OG0001062	Prba.g_00565	Prbb.g_01877
OG0001063	Prba.g_00564	Prbb.g_01878
OG0001064	Prba.g_00352	Prbb.g_01880
OG0001065	Prba.g_00357	Prbb.g_01922
OG0001066	Prba.g_00358	Prbb.g_01924
OG0001067	Prba.g_00359	Prbb.g_01925
OG0001068	Prba.g_00361	Prbb.g_01927
OG0001069	Prba.g_00362	Prbb.g_01928
OG0001070	Prba.g_00363	Prbb.g_01929
OG0001071	Prba.g_00364	Prbb.g_01930
OG0001072	Prba.g_00365	Prbb.g_01931
OG0001073	Prba.g_00366	Prbb.g_01932
OG0001074	Prba.g_00367	Prbb.g_01933
OG0001075	Prba.g_00368	Prbb.g_01934
OG0001076	Prba.g_00369	Prbb.g_01935
OG0001077	Prba.g_00370	Prbb.g_01936
OG0001078	Prba.g_00371	Prbb.g_01937
OG0001079	Prba.g_00372	Prbb.g_01938
OG0001080	Prba.g_00373	Prbb.g_01939
OG0001081	Prba.g_00376	Prbb.g_01948
OG0001082	Prba.g_00377	Prbb.g_01947
OG0001083	Prba.g_00378	Prbb.g_01943
OG0001084	Prba.g_00380	Prbb.g_01945
OG0001085	Prba.g_00381	Prbb.g_01946
OG0001086	Prba.g_00382	Prbb.g_01942
OG0001087	Prba.g_00383	Prbb.g_01941
OG0001088	Prba.g_00384	Prbb.g_01940
OG0001089	Prba.g_00387	Prbb.g_01958
OG0001090	Prba.g_00389	Prbb.g_01960
OG0001091	Prba.g_00390	Prbb.g_01961
OG0001092	Prba.g_00391	Prbb.g_01962
OG0001093	Prba.g_00392	Prbb.g_01963
OG0001094	Prba.g_00393	Prbb.g_01964
OG0001095	Prba.g_00394	Prbb.g_01965
OG0001096	Prba.g_00395	Prbb.g_01966
OG0001097	Prba.g_00396	Prbb.g_01967
OG0001098	Prba.g_00397	Prbb.g_01968
OG0001099	Prba.g_00398	Prbb.g_01969
