Orthogroup	Prba	Prbe
OG0000565	Prba.g_01674	Prbe.g_01476
OG0000566	Prba.g_01673	Prbe.g_01475
OG0000567	Prba.g_01672	Prbe.g_01474
OG0000568	Prba.g_01671	Prbe.g_01473
OG0000569	Prba.g_01670	Prbe.g_01472
OG0000570	Prba.g_01669	Prbe.g_01471
OG0000571	Prba.g_01668	Prbe.g_01470
OG0000572	Prba.g_01667	Prbe.g_01469
OG0000573	Prba.g_01664	Prbe.g_01466
OG0000574	Prba.g_01663	Prbe.g_01465
OG0000575	Prba.g_01662	Prbe.g_01464
OG0000576	Prba.g_01661	Prbe.g_01463
OG0000577	Prba.g_01660	Prbe.g_01462
OG0000578	Prba.g_01659	Prbe.g_01461
OG0000579	Prba.g_01658	Prbe.g_01460
OG0000580	Prba.g_01657	Prbe.g_01459
OG0000581	Prba.g_01656	Prbe.g_01458
OG0000582	Prba.g_01655	Prbe.g_01457
OG0000583	Prba.g_01654	Prbe.g_01456
OG0000584	Prba.g_01653	Prbe.g_01454
OG0000585	Prba.g_01652	Prbe.g_01453
OG0000586	Prba.g_01650	Prbe.g_01451
OG0000587	Prba.g_01649	Prbe.g_01450
OG0000588	Prba.g_01647	Prbe.g_00444
OG0000589	Prba.g_01646	Prbe.g_00445
OG0000590	Prba.g_01644	Prbe.g_00447
OG0000591	Prba.g_01638	Prbe.g_00453
OG0000592	Prba.g_01637	Prbe.g_00454
OG0000593	Prba.g_01636	Prbe.g_00455
OG0000594	Prba.g_01634	Prbe.g_00458
OG0000595	Prba.g_01633	Prbe.g_00459
OG0000596	Prba.g_01632	Prbe.g_00460
OG0000597	Prba.g_01630	Prbe.g_00462
OG0000598	Prba.g_01629	Prbe.g_00463
OG0000599	Prba.g_01628	Prbe.g_00464
OG0000600	Prba.g_01627	Prbe.g_00465
OG0000601	Prba.g_01625	Prbe.g_00468
OG0000602	Prba.g_01624	Prbe.g_01199
OG0000603	Prba.g_01623	Prbe.g_01200
OG0000604	Prba.g_01622	Prbe.g_01203
OG0000605	Prba.g_01621	Prbe.g_01204
OG0000606	Prba.g_01620	Prbe.g_01205
OG0000607	Prba.g_01618	Prbe.g_01207
OG0000608	Prba.g_01617	Prbe.g_01209
OG0000609	Prba.g_01613	Prbe.g_01197
OG0000610	Prba.g_01612	Prbe.g_00403
OG0000611	Prba.g_01593	Prbe.g_01215
OG0000612	Prba.g_01592	Prbe.g_01216
OG0000613	Prba.g_01591	Prbe.g_01437
OG0000614	Prba.g_01590	Prbe.g_01436
OG0000615	Prba.g_01588	Prbe.g_01434
OG0000616	Prba.g_01587	Prbe.g_01433
OG0000617	Prba.g_01586	Prbe.g_01432
OG0000618	Prba.g_01585	Prbe.g_01431
OG0000619	Prba.g_01584	Prbe.g_01430
OG0000620	Prba.g_01583	Prbe.g_01429
OG0000621	Prba.g_01582	Prbe.g_01428
OG0000622	Prba.g_01581	Prbe.g_01427
OG0000623	Prba.g_01580	Prbe.g_01426
OG0000624	Prba.g_01579	Prbe.g_01424
OG0000625	Prba.g_01578	Prbe.g_01423
OG0000626	Prba.g_01577	Prbe.g_01422
OG0000627	Prba.g_01576	Prbe.g_01421
OG0000628	Prba.g_01575	Prbe.g_01420
OG0000629	Prba.g_01574	Prbe.g_01419
OG0000630	Prba.g_01573	Prbe.g_01418
OG0000631	Prba.g_01571	Prbe.g_01416
OG0000632	Prba.g_01558	Prbe.g_01415
OG0000633	Prba.g_01554	Prbe.g_00055
OG0000634	Prba.g_01541	Prbe.g_00909
OG0000635	Prba.g_01534	Prbe.g_00487
OG0000636	Prba.g_01533	Prbe.g_00488
OG0000637	Prba.g_01532	Prbe.g_00489
OG0000638	Prba.g_01521	Prbe.g_01889
OG0000639	Prba.g_01512	Prbe.g_01317
OG0000640	Prba.g_01510	Prbe.g_01321
OG0000641	Prba.g_01508	Prbe.g_01323
OG0000642	Prba.g_01507	Prbe.g_01324
OG0000643	Prba.g_01506	Prbe.g_01325
OG0000644	Prba.g_01505	Prbe.g_01438
OG0000645	Prba.g_01504	Prbe.g_01217
OG0000646	Prba.g_01503	Prbe.g_01218
OG0000647	Prba.g_01502	Prbe.g_01219
OG0000648	Prba.g_01500	Prbe.g_01221
OG0000649	Prba.g_01499	Prbe.g_01222
OG0000650	Prba.g_01498	Prbe.g_01223
OG0000651	Prba.g_01497	Prbe.g_01224
OG0000652	Prba.g_01496	Prbe.g_01225
OG0000653	Prba.g_01495	Prbe.g_01226
OG0000654	Prba.g_01493	Prbe.g_01228
OG0000655	Prba.g_01491	Prbe.g_01230
OG0000656	Prba.g_01490	Prbe.g_01231
OG0000657	Prba.g_01489	Prbe.g_01232
OG0000658	Prba.g_01488	Prbe.g_01233
OG0000659	Prba.g_01487	Prbe.g_01234
OG0000660	Prba.g_01486	Prbe.g_01235
OG0000661	Prba.g_01485	Prbe.g_01236
OG0000662	Prba.g_01484	Prbe.g_01238
OG0000663	Prba.g_01483	Prbe.g_01239
OG0000664	Prba.g_01482	Prbe.g_01240
OG0000665	Prba.g_01481	Prbe.g_01241
OG0000666	Prba.g_01480	Prbe.g_01242
OG0000667	Prba.g_01479	Prbe.g_01243
OG0000668	Prba.g_01478	Prbe.g_01244
OG0000669	Prba.g_01476	Prbe.g_01246
OG0000670	Prba.g_01475	Prbe.g_01247
OG0000671	Prba.g_01474	Prbe.g_01248
OG0000672	Prba.g_01473	Prbe.g_01249
OG0000673	Prba.g_01472	Prbe.g_01250
OG0000674	Prba.g_01471	Prbe.g_01251
OG0000675	Prba.g_01469	Prbe.g_01253
OG0000676	Prba.g_01468	Prbe.g_01254
OG0000677	Prba.g_01465	Prbe.g_01257
OG0000678	Prba.g_01463	Prbe.g_01259
OG0000679	Prba.g_01462	Prbe.g_01261
OG0000680	Prba.g_01461	Prbe.g_01262
OG0000681	Prba.g_01460	Prbe.g_01263
OG0000682	Prba.g_01459	Prbe.g_01264
OG0000683	Prba.g_01457	Prbe.g_01266
OG0000684	Prba.g_01456	Prbe.g_01267
OG0000685	Prba.g_01455	Prbe.g_01268
OG0000686	Prba.g_01454	Prbe.g_01269
OG0000687	Prba.g_01453	Prbe.g_01270
OG0000688	Prba.g_01452	Prbe.g_01271
OG0000689	Prba.g_01451	Prbe.g_01272
OG0000690	Prba.g_01450	Prbe.g_01273
OG0000691	Prba.g_01449	Prbe.g_01274
OG0000692	Prba.g_01447	Prbe.g_01278
OG0000693	Prba.g_01446	Prbe.g_01279
OG0000694	Prba.g_01445	Prbe.g_01280
OG0000695	Prba.g_01444	Prbe.g_01281
OG0000696	Prba.g_01443	Prbe.g_01282
OG0000697	Prba.g_01441	Prbe.g_01284
OG0000698	Prba.g_01439	Prbe.g_01288
OG0000699	Prba.g_01438	Prbe.g_01289
OG0000700	Prba.g_01411	Prbe.g_00105
OG0000701	Prba.g_01407	Prbe.g_00110
OG0000702	Prba.g_01404	Prbe.g_00406
OG0000703	Prba.g_01403	Prbe.g_00408
OG0000704	Prba.g_01402	Prbe.g_00409
OG0000705	Prba.g_01401	Prbe.g_00411
OG0000706	Prba.g_01400	Prbe.g_00412
OG0000707	Prba.g_01398	Prbe.g_00414
OG0000708	Prba.g_01397	Prbe.g_00415
OG0000709	Prba.g_01395	Prbe.g_00417
OG0000710	Prba.g_01394	Prbe.g_00418
OG0000711	Prba.g_01393	Prbe.g_00419
OG0000712	Prba.g_01392	Prbe.g_00420
OG0000713	Prba.g_01391	Prbe.g_00421
OG0000714	Prba.g_01389	Prbe.g_00423
OG0000715	Prba.g_01388	Prbe.g_00424
OG0000716	Prba.g_01386	Prbe.g_00426
OG0000717	Prba.g_01385	Prbe.g_00427
OG0000718	Prba.g_01384	Prbe.g_00428
OG0000719	Prba.g_01382	Prbe.g_00430
OG0000720	Prba.g_01381	Prbe.g_00431
OG0000721	Prba.g_01379	Prbe.g_00434
OG0000722	Prba.g_01378	Prbe.g_00435
OG0000723	Prba.g_01377	Prbe.g_00436
OG0000724	Prba.g_01375	Prbe.g_00438
OG0000725	Prba.g_01374	Prbe.g_00439
OG0000726	Prba.g_01373	Prbe.g_00440
OG0000727	Prba.g_01372	Prbe.g_00441
OG0000728	Prba.g_01371	Prbe.g_00442
OG0000729	Prba.g_01370	Prbe.g_00443
OG0000730	Prba.g_01369	Prbe.g_01448
OG0000731	Prba.g_01368	Prbe.g_01446
OG0000732	Prba.g_01367	Prbe.g_01445
OG0000733	Prba.g_01366	Prbe.g_01444
OG0000734	Prba.g_01365	Prbe.g_01443
OG0000735	Prba.g_01363	Prbe.g_01441
OG0000736	Prba.g_01362	Prbe.g_01440
OG0000737	Prba.g_01361	Prbe.g_01439
OG0000738	Prba.g_01360	Prbe.g_01326
OG0000739	Prba.g_01359	Prbe.g_01327
OG0000740	Prba.g_01358	Prbe.g_01328
OG0000741	Prba.g_01357	Prbe.g_01329
OG0000742	Prba.g_01355	Prbe.g_01331
OG0000743	Prba.g_01354	Prbe.g_01332
OG0000744	Prba.g_01353	Prbe.g_01333
OG0000745	Prba.g_01352	Prbe.g_01334
OG0000746	Prba.g_01351	Prbe.g_01335
OG0000747	Prba.g_01350	Prbe.g_01336
OG0000748	Prba.g_01349	Prbe.g_01337
OG0000749	Prba.g_01348	Prbe.g_01338
OG0000750	Prba.g_01347	Prbe.g_01340
OG0000751	Prba.g_01346	Prbe.g_01341
OG0000752	Prba.g_01345	Prbe.g_01400
OG0000753	Prba.g_01343	Prbe.g_01343
OG0000754	Prba.g_01342	Prbe.g_01344
OG0000755	Prba.g_01341	Prbe.g_01345
OG0000756	Prba.g_01340	Prbe.g_01347
OG0000757	Prba.g_01339	Prbe.g_01348
OG0000758	Prba.g_01338	Prbe.g_01349
OG0000759	Prba.g_01336	Prbe.g_01351
OG0000760	Prba.g_01335	Prbe.g_01352
OG0000761	Prba.g_01334	Prbe.g_01353
OG0000762	Prba.g_01332	Prbe.g_01355
OG0000763	Prba.g_01331	Prbe.g_01356
OG0000764	Prba.g_01330	Prbe.g_01357
OG0000765	Prba.g_01329	Prbe.g_01358
OG0000766	Prba.g_01328	Prbe.g_01359
OG0000767	Prba.g_01326	Prbe.g_01361
OG0000768	Prba.g_01325	Prbe.g_01362
OG0000769	Prba.g_01324	Prbe.g_01363
OG0000770	Prba.g_01323	Prbe.g_01364
OG0000771	Prba.g_01322	Prbe.g_01365
OG0000772	Prba.g_01321	Prbe.g_01615
OG0000773	Prba.g_01320	Prbe.g_01367
OG0000774	Prba.g_01319	Prbe.g_01368
OG0000775	Prba.g_01318	Prbe.g_01369
OG0000776	Prba.g_01316	Prbe.g_01372
OG0000777	Prba.g_01314	Prbe.g_01373
OG0000778	Prba.g_01313	Prbe.g_01374
OG0000779	Prba.g_01312	Prbe.g_01375
OG0000780	Prba.g_01310	Prbe.g_01377
OG0000781	Prba.g_01308	Prbe.g_01379
OG0000782	Prba.g_01307	Prbe.g_01380
OG0000783	Prba.g_01295	Prbe.g_01384
OG0000784	Prba.g_01293	Prbe.g_01386
OG0000785	Prba.g_01292	Prbe.g_01387
OG0000786	Prba.g_01291	Prbe.g_01388
OG0000787	Prba.g_01290	Prbe.g_01389
OG0000788	Prba.g_01286	Prbe.g_01395
OG0000789	Prba.g_01284	Prbe.g_01398
OG0000790	Prba.g_01283	Prbe.g_01399
OG0000791	Prba.g_01282	Prbe.g_01402
OG0000792	Prba.g_01281	Prbe.g_01403
OG0000793	Prba.g_01280	Prbe.g_01404
OG0000794	Prba.g_01278	Prbe.g_01407
OG0000795	Prba.g_01275	Prbe.g_01308
OG0000796	Prba.g_01274	Prbe.g_01307
OG0000797	Prba.g_01272	Prbe.g_01305
OG0000798	Prba.g_01271	Prbe.g_01304
OG0000799	Prba.g_01270	Prbe.g_01303
OG0000800	Prba.g_01269	Prbe.g_01302
OG0000801	Prba.g_01266	Prbe.g_01299
OG0000802	Prba.g_01265	Prbe.g_01298
OG0000803	Prba.g_01263	Prbe.g_01296
OG0000804	Prba.g_01262	Prbe.g_01295
OG0000805	Prba.g_01261	Prbe.g_01294
OG0000806	Prba.g_01259	Prbe.g_01292
OG0000807	Prba.g_01234	Prbe.g_01919
OG0000808	Prba.g_01225	Prbe.g_00071
OG0000809	Prba.g_01222	Prbe.g_01597
OG0000810	Prba.g_01221	Prbe.g_00492
OG0000811	Prba.g_01214	Prbe.g_00915
OG0000812	Prba.g_00749	Prbe.g_01591
OG0000813	Prba.g_00745	Prbe.g_01898
OG0000814	Prba.g_00743	Prbe.g_01618
OG0000815	Prba.g_00729	Prbe.g_00374
OG0000816	Prba.g_00096	Prbe.g_00042
OG0000817	Prba.g_00095	Prbe.g_00043
OG0000818	Prba.g_00090	Prbe.g_00060
OG0000819	Prba.g_00083	Prbe.g_01571
OG0000820	Prba.g_00079	Prbe.g_01565
OG0000821	Prba.g_00077	Prbe.g_01563
OG0000822	Prba.g_00076	Prbe.g_01562
OG0000823	Prba.g_00075	Prbe.g_01561
OG0000824	Prba.g_00074	Prbe.g_01560
OG0000825	Prba.g_00073	Prbe.g_01559
OG0000826	Prba.g_00072	Prbe.g_01558
OG0000827	Prba.g_00071	Prbe.g_01557
OG0000828	Prba.g_00070	Prbe.g_01556
OG0000829	Prba.g_00069	Prbe.g_01555
OG0000830	Prba.g_00068	Prbe.g_01553
OG0000831	Prba.g_00065	Prbe.g_01550
OG0000832	Prba.g_00063	Prbe.g_01548
OG0000833	Prba.g_00062	Prbe.g_01547
OG0000834	Prba.g_00060	Prbe.g_01546
OG0000835	Prba.g_00059	Prbe.g_01545
OG0000836	Prba.g_00058	Prbe.g_01544
OG0000837	Prba.g_00056	Prbe.g_01541
OG0000838	Prba.g_00055	Prbe.g_01540
OG0000839	Prba.g_00054	Prbe.g_01539
OG0000840	Prba.g_00053	Prbe.g_01538
OG0000841	Prba.g_00052	Prbe.g_01537
OG0000842	Prba.g_00051	Prbe.g_01535
OG0000843	Prba.g_00050	Prbe.g_01534
OG0000844	Prba.g_00049	Prbe.g_01533
OG0000845	Prba.g_00048	Prbe.g_01532
OG0000846	Prba.g_00045	Prbe.g_01530
OG0000847	Prba.g_00043	Prbe.g_01528
OG0000848	Prba.g_00042	Prbe.g_01527
OG0000849	Prba.g_00041	Prbe.g_01524
OG0000850	Prba.g_00040	Prbe.g_01523
OG0000851	Prba.g_00039	Prbe.g_01521
OG0000852	Prba.g_00037	Prbe.g_01519
OG0000853	Prba.g_00036	Prbe.g_01517
OG0000854	Prba.g_00034	Prbe.g_01515
OG0000855	Prba.g_00033	Prbe.g_01514
OG0000856	Prba.g_00032	Prbe.g_01513
OG0000857	Prba.g_00031	Prbe.g_01512
OG0000858	Prba.g_00030	Prbe.g_01511
OG0000859	Prba.g_00029	Prbe.g_01510
OG0000860	Prba.g_00028	Prbe.g_01509
OG0000861	Prba.g_00027	Prbe.g_01508
OG0000862	Prba.g_00026	Prbe.g_01507
OG0000863	Prba.g_00025	Prbe.g_01506
OG0000864	Prba.g_00024	Prbe.g_01505
OG0000865	Prba.g_00023	Prbe.g_01504
OG0000866	Prba.g_00022	Prbe.g_01503
OG0000867	Prba.g_00021	Prbe.g_01502
OG0000868	Prba.g_00020	Prbe.g_01501
OG0000869	Prba.g_00018	Prbe.g_01499
OG0000870	Prba.g_00017	Prbe.g_01498
OG0000871	Prba.g_00015	Prbe.g_01497
OG0000872	Prba.g_00014	Prbe.g_01496
OG0000873	Prba.g_00012	Prbe.g_01494
OG0000874	Prba.g_00011	Prbe.g_01493
OG0000875	Prba.g_00010	Prbe.g_01492
OG0000876	Prba.g_00009	Prbe.g_01491
OG0000877	Prba.g_00007	Prbe.g_00502
OG0000878	Prba.g_01167	Prbe.g_01128
OG0000879	Prba.g_01181	Prbe.g_00904
OG0000880	Prba.g_01182	Prbe.g_00903
OG0000881	Prba.g_01183	Prbe.g_00902
OG0000882	Prba.g_01184	Prbe.g_00901
OG0000883	Prba.g_01185	Prbe.g_00900
OG0000884	Prba.g_01187	Prbe.g_00898
OG0000885	Prba.g_01188	Prbe.g_00897
OG0000886	Prba.g_01189	Prbe.g_00896
OG0000887	Prba.g_01190	Prbe.g_00895
OG0000888	Prba.g_01191	Prbe.g_00894
OG0000889	Prba.g_01194	Prbe.g_00891
OG0000890	Prba.g_01195	Prbe.g_00890
OG0000891	Prba.g_01196	Prbe.g_00889
OG0000892	Prba.g_01198	Prbe.g_00886
OG0000893	Prba.g_01199	Prbe.g_00885
OG0000894	Prba.g_01200	Prbe.g_00884
OG0000895	Prba.g_01201	Prbe.g_00883
OG0000896	Prba.g_01202	Prbe.g_00882
OG0000897	Prba.g_01203	Prbe.g_00881
OG0000898	Prba.g_01205	Prbe.g_00878
OG0000899	Prba.g_01206	Prbe.g_00877
OG0000900	Prba.g_00214	Prbe.g_00397
OG0000901	Prba.g_00210	Prbe.g_00869
OG0000902	Prba.g_00209	Prbe.g_00634
OG0000903	Prba.g_00208	Prbe.g_01614
OG0000904	Prba.g_00206	Prbe.g_00212
OG0000905	Prba.g_00204	Prbe.g_01592
OG0000906	Prba.g_00202	Prbe.g_01574
OG0000907	Prba.g_00201	Prbe.g_01286
OG0000908	Prba.g_00198	Prbe.g_01611
OG0000909	Prba.g_00194	Prbe.g_00371
OG0000910	Prba.g_00193	Prbe.g_00370
OG0000911	Prba.g_00192	Prbe.g_00369
OG0000912	Prba.g_00191	Prbe.g_00368
OG0000913	Prba.g_00190	Prbe.g_00367
OG0000914	Prba.g_00189	Prbe.g_00366
OG0000915	Prba.g_00188	Prbe.g_00365
OG0000916	Prba.g_00187	Prbe.g_00364
OG0000917	Prba.g_00186	Prbe.g_00363
OG0000918	Prba.g_00185	Prbe.g_00362
OG0000919	Prba.g_00184	Prbe.g_00361
OG0000920	Prba.g_00183	Prbe.g_00360
OG0000921	Prba.g_00182	Prbe.g_00359
OG0000922	Prba.g_00181	Prbe.g_00358
OG0000923	Prba.g_00180	Prbe.g_00357
OG0000924	Prba.g_00179	Prbe.g_00356
OG0000925	Prba.g_00178	Prbe.g_00355
OG0000926	Prba.g_00154	Prbe.g_00792
OG0000927	Prba.g_00115	Prbe.g_00328
OG0000928	Prba.g_00114	Prbe.g_00327
OG0000929	Prba.g_00113	Prbe.g_00326
OG0000930	Prba.g_00112	Prbe.g_00325
OG0000931	Prba.g_00111	Prbe.g_00324
OG0000932	Prba.g_00109	Prbe.g_00322
OG0000933	Prba.g_00108	Prbe.g_00321
OG0000934	Prba.g_00107	Prbe.g_00320
OG0000935	Prba.g_00106	Prbe.g_00319
OG0000936	Prba.g_00105	Prbe.g_00318
OG0000937	Prba.g_00720	Prbe.g_00317
OG0000938	Prba.g_00719	Prbe.g_00316
OG0000939	Prba.g_00718	Prbe.g_00315
OG0000940	Prba.g_00717	Prbe.g_00314
OG0000941	Prba.g_00715	Prbe.g_00313
OG0000942	Prba.g_00714	Prbe.g_00312
OG0000943	Prba.g_00711	Prbe.g_00309
OG0000944	Prba.g_00710	Prbe.g_00308
OG0000945	Prba.g_00709	Prbe.g_00307
OG0000946	Prba.g_00708	Prbe.g_00306
OG0000947	Prba.g_00707	Prbe.g_00305
OG0000948	Prba.g_00706	Prbe.g_00304
OG0000949	Prba.g_00705	Prbe.g_00303
OG0000950	Prba.g_00704	Prbe.g_00302
OG0000951	Prba.g_00703	Prbe.g_00301
OG0000952	Prba.g_00702	Prbe.g_00300
OG0000953	Prba.g_00701	Prbe.g_00299
OG0000954	Prba.g_00700	Prbe.g_00298
OG0000955	Prba.g_00699	Prbe.g_00297
OG0000956	Prba.g_00698	Prbe.g_00296
OG0000957	Prba.g_00697	Prbe.g_00295
OG0000958	Prba.g_00696	Prbe.g_00294
OG0000959	Prba.g_00695	Prbe.g_00293
OG0000960	Prba.g_00694	Prbe.g_00292
OG0000961	Prba.g_00690	Prbe.g_00288
OG0000962	Prba.g_00689	Prbe.g_00287
OG0000963	Prba.g_00688	Prbe.g_00286
OG0000964	Prba.g_00686	Prbe.g_00284
OG0000965	Prba.g_00685	Prbe.g_00283
OG0000966	Prba.g_00684	Prbe.g_00282
OG0000967	Prba.g_00683	Prbe.g_00281
OG0000968	Prba.g_00682	Prbe.g_00280
OG0000969	Prba.g_00681	Prbe.g_00279
OG0000970	Prba.g_00680	Prbe.g_00278
OG0000971	Prba.g_00679	Prbe.g_00277
OG0000972	Prba.g_00678	Prbe.g_00276
OG0000973	Prba.g_00677	Prbe.g_00275
OG0000974	Prba.g_00350	Prbe.g_00273
OG0000975	Prba.g_00347	Prbe.g_00267
OG0000976	Prba.g_00345	Prbe.g_00265
OG0000977	Prba.g_00344	Prbe.g_00263
OG0000978	Prba.g_00343	Prbe.g_00261
OG0000979	Prba.g_00341	Prbe.g_00259
OG0000980	Prba.g_00340	Prbe.g_00258
OG0000981	Prba.g_00339	Prbe.g_00257
OG0000982	Prba.g_00338	Prbe.g_00256
OG0000983	Prba.g_00336	Prbe.g_00254
OG0000984	Prba.g_00335	Prbe.g_00253
OG0000985	Prba.g_00334	Prbe.g_00252
OG0000986	Prba.g_00333	Prbe.g_00251
OG0000987	Prba.g_00332	Prbe.g_00250
OG0000988	Prba.g_00331	Prbe.g_00249
OG0000989	Prba.g_00330	Prbe.g_00248
OG0000990	Prba.g_00329	Prbe.g_00247
OG0000991	Prba.g_00328	Prbe.g_00246
OG0000992	Prba.g_00327	Prbe.g_00245
OG0000993	Prba.g_00326	Prbe.g_00244
OG0000994	Prba.g_00325	Prbe.g_00243
OG0000995	Prba.g_00324	Prbe.g_00242
OG0000996	Prba.g_00323	Prbe.g_00241
OG0000997	Prba.g_00322	Prbe.g_00240
OG0000998	Prba.g_00321	Prbe.g_00239
OG0000999	Prba.g_00320	Prbe.g_00238
OG0001000	Prba.g_00319	Prbe.g_00237
OG0001001	Prba.g_00317	Prbe.g_00235
OG0001002	Prba.g_00316	Prbe.g_00234
OG0001003	Prba.g_00315	Prbe.g_00233
OG0001004	Prba.g_00314	Prbe.g_00232
OG0001005	Prba.g_00313	Prbe.g_00229
OG0001006	Prba.g_00312	Prbe.g_00228
OG0001007	Prba.g_00311	Prbe.g_00227
OG0001008	Prba.g_00309	Prbe.g_00225
OG0001009	Prba.g_00308	Prbe.g_00224
OG0001010	Prba.g_00300	Prbe.g_01042
OG0001011	Prba.g_00293	Prbe.g_00505
OG0001012	Prba.g_00266	Prbe.g_01237
OG0001013	Prba.g_00232	Prbe.g_00992
OG0001014	Prba.g_00231	Prbe.g_00991
OG0001015	Prba.g_00619	Prbe.g_00984
OG0001016	Prba.g_00618	Prbe.g_00983
OG0001017	Prba.g_00617	Prbe.g_00982
OG0001018	Prba.g_00616	Prbe.g_00981
OG0001019	Prba.g_00614	Prbe.g_00979
OG0001020	Prba.g_00613	Prbe.g_00978
OG0001021	Prba.g_00612	Prbe.g_00977
OG0001022	Prba.g_00611	Prbe.g_00976
OG0001023	Prba.g_00610	Prbe.g_00975
OG0001024	Prba.g_00609	Prbe.g_00973
OG0001025	Prba.g_00608	Prbe.g_00972
OG0001026	Prba.g_00606	Prbe.g_00971
OG0001027	Prba.g_00605	Prbe.g_00970
OG0001028	Prba.g_00604	Prbe.g_00969
OG0001029	Prba.g_00603	Prbe.g_00968
OG0001030	Prba.g_00602	Prbe.g_00967
OG0001031	Prba.g_00601	Prbe.g_00966
OG0001032	Prba.g_00600	Prbe.g_00965
OG0001033	Prba.g_00599	Prbe.g_00964
OG0001034	Prba.g_00598	Prbe.g_00963
OG0001035	Prba.g_00596	Prbe.g_00961
OG0001036	Prba.g_00595	Prbe.g_00960
OG0001037	Prba.g_00594	Prbe.g_00959
OG0001038	Prba.g_00593	Prbe.g_00958
OG0001039	Prba.g_00592	Prbe.g_00957
OG0001040	Prba.g_00591	Prbe.g_00956
OG0001041	Prba.g_00590	Prbe.g_00955
OG0001042	Prba.g_00589	Prbe.g_00954
OG0001043	Prba.g_00588	Prbe.g_00953
OG0001044	Prba.g_00587	Prbe.g_00952
OG0001045	Prba.g_00586	Prbe.g_00951
OG0001046	Prba.g_00585	Prbe.g_00950
OG0001047	Prba.g_00582	Prbe.g_00947
OG0001048	Prba.g_00580	Prbe.g_00945
OG0001049	Prba.g_00579	Prbe.g_00944
OG0001050	Prba.g_00578	Prbe.g_00943
OG0001051	Prba.g_00577	Prbe.g_00942
OG0001052	Prba.g_00576	Prbe.g_00941
OG0001053	Prba.g_00574	Prbe.g_00939
OG0001054	Prba.g_00573	Prbe.g_00937
OG0001055	Prba.g_00572	Prbe.g_00936
OG0001056	Prba.g_00571	Prbe.g_00935
OG0001057	Prba.g_00570	Prbe.g_00934
OG0001058	Prba.g_00569	Prbe.g_00933
OG0001059	Prba.g_00568	Prbe.g_00932
OG0001060	Prba.g_00567	Prbe.g_00931
OG0001061	Prba.g_00566	Prbe.g_00930
OG0001062	Prba.g_00565	Prbe.g_00929
OG0001063	Prba.g_00564	Prbe.g_00928
OG0001064	Prba.g_00352	Prbe.g_00926
OG0001065	Prba.g_00357	Prbe.g_00922
OG0001066	Prba.g_00358	Prbe.g_00920
OG0001067	Prba.g_00359	Prbe.g_00919
OG0001068	Prba.g_00361	Prbe.g_01112
OG0001069	Prba.g_00362	Prbe.g_01111
OG0001070	Prba.g_00363	Prbe.g_01110
OG0001071	Prba.g_00364	Prbe.g_01109
OG0001072	Prba.g_00365	Prbe.g_01108
OG0001073	Prba.g_00366	Prbe.g_01107
OG0001074	Prba.g_00367	Prbe.g_01106
OG0001075	Prba.g_00368	Prbe.g_01105
OG0001076	Prba.g_00369	Prbe.g_01104
OG0001077	Prba.g_00370	Prbe.g_01103
OG0001078	Prba.g_00371	Prbe.g_01102
OG0001079	Prba.g_00372	Prbe.g_01101
OG0001080	Prba.g_00373	Prbe.g_01100
OG0001081	Prba.g_00376	Prbe.g_01096
OG0001082	Prba.g_00377	Prbe.g_01095
OG0001083	Prba.g_00378	Prbe.g_01092
OG0001084	Prba.g_00380	Prbe.g_01093
OG0001085	Prba.g_00381	Prbe.g_01094
OG0001086	Prba.g_00382	Prbe.g_01097
OG0001087	Prba.g_00383	Prbe.g_01098
OG0001088	Prba.g_00384	Prbe.g_01099
OG0001089	Prba.g_00387	Prbe.g_01089
OG0001090	Prba.g_00389	Prbe.g_01087
OG0001091	Prba.g_00390	Prbe.g_01086
OG0001092	Prba.g_00391	Prbe.g_01085
OG0001093	Prba.g_00392	Prbe.g_01084
OG0001094	Prba.g_00393	Prbe.g_01083
OG0001095	Prba.g_00394	Prbe.g_01082
OG0001096	Prba.g_00395	Prbe.g_01081
OG0001097	Prba.g_00396	Prbe.g_01080
OG0001098	Prba.g_00397	Prbe.g_01079
OG0001099	Prba.g_00398	Prbe.g_01078
OG0001100	Prba.g_00399	Prbe.g_00867
OG0001101	Prba.g_00400	Prbe.g_00866
OG0001102	Prba.g_00401	Prbe.g_00865
OG0001103	Prba.g_00402	Prbe.g_00864
OG0001104	Prba.g_00403	Prbe.g_00863
OG0001105	Prba.g_00404	Prbe.g_00862
OG0001106	Prba.g_00405	Prbe.g_00861
OG0001107	Prba.g_00406	Prbe.g_00860
OG0001108	Prba.g_00407	Prbe.g_00859
OG0001109	Prba.g_00408	Prbe.g_00858
OG0001110	Prba.g_00409	Prbe.g_00857
OG0001111	Prba.g_00410	Prbe.g_00856
OG0001112	Prba.g_00411	Prbe.g_00855
OG0001113	Prba.g_00412	Prbe.g_00854
OG0001114	Prba.g_00413	Prbe.g_00853
OG0001115	Prba.g_00414	Prbe.g_00852
OG0001116	Prba.g_00415	Prbe.g_00851
OG0001117	Prba.g_00416	Prbe.g_00850
OG0001118	Prba.g_00417	Prbe.g_00849
OG0001119	Prba.g_00418	Prbe.g_00848
OG0001120	Prba.g_00419	Prbe.g_00847
OG0001121	Prba.g_00421	Prbe.g_00845
OG0001122	Prba.g_00422	Prbe.g_00844
OG0001123	Prba.g_00423	Prbe.g_00843
