Orthogroup	Prba	Praf
OG0000587	Prba.g_01649	Praf.g_01745
OG0000588	Prba.g_01647	Praf.g_01749
OG0000589	Prba.g_01646	Praf.g_01751
OG0000590	Prba.g_01644	Praf.g_02344
OG0000591	Prba.g_01638	Praf.g_00371
OG0000592	Prba.g_01637	Praf.g_01127
OG0000593	Prba.g_01636	Praf.g_02570
OG0000594	Prba.g_01634	Praf.g_01572
OG0000595	Prba.g_01633	Praf.g_02180
OG0000596	Prba.g_01632	Praf.g_01210
OG0000597	Prba.g_01630	Praf.g_01230
OG0000598	Prba.g_01629	Praf.g_01225
OG0000599	Prba.g_01628	Praf.g_01221
OG0000600	Prba.g_01627	Praf.g_01220
OG0000601	Prba.g_01625	Praf.g_01207
OG0000602	Prba.g_01624	Praf.g_01206
OG0000603	Prba.g_01623	Praf.g_01205
OG0000604	Prba.g_01622	Praf.g_01121
OG0000605	Prba.g_01621	Praf.g_01122
OG0000606	Prba.g_01620	Praf.g_01124
OG0000607	Prba.g_01618	Praf.g_01126
OG0000608	Prba.g_01617	Praf.g_01489
OG0000609	Prba.g_01613	Praf.g_02767
OG0000610	Prba.g_01612	Praf.g_00817
OG0000611	Prba.g_01593	Praf.g_01303
OG0000612	Prba.g_01592	Praf.g_01304
OG0000613	Prba.g_01591	Praf.g_01305
OG0000614	Prba.g_01590	Praf.g_01307
OG0000615	Prba.g_01588	Praf.g_01308
OG0000616	Prba.g_01587	Praf.g_01309
OG0000617	Prba.g_01586	Praf.g_01310
OG0000618	Prba.g_01585	Praf.g_01311
OG0000619	Prba.g_01584	Praf.g_01313
OG0000620	Prba.g_01583	Praf.g_01314
OG0000621	Prba.g_01582	Praf.g_01315
OG0000622	Prba.g_01581	Praf.g_01316
OG0000623	Prba.g_01580	Praf.g_01317
OG0000624	Prba.g_01579	Praf.g_01318
OG0000625	Prba.g_01578	Praf.g_01319
OG0000626	Prba.g_01577	Praf.g_01320
OG0000627	Prba.g_01576	Praf.g_01441
OG0000628	Prba.g_01575	Praf.g_01440
OG0000629	Prba.g_01574	Praf.g_01437
OG0000630	Prba.g_01573	Praf.g_01436
OG0000631	Prba.g_01571	Praf.g_01433
OG0000632	Prba.g_01558	Praf.g_01139
OG0000633	Prba.g_01554	Praf.g_00710
OG0000634	Prba.g_01541	Praf.g_00617
OG0000635	Prba.g_01534	Praf.g_01400
OG0000636	Prba.g_01533	Praf.g_01401
OG0000637	Prba.g_01532	Praf.g_01402
OG0000638	Prba.g_01521	Praf.g_02063
OG0000639	Prba.g_01512	Praf.g_00360
OG0000640	Prba.g_01510	Praf.g_01432
OG0000641	Prba.g_01508	Praf.g_01429
OG0000642	Prba.g_01507	Praf.g_01428
OG0000643	Prba.g_01506	Praf.g_01427
OG0000644	Prba.g_01505	Praf.g_01524
OG0000645	Prba.g_01504	Praf.g_01525
OG0000646	Prba.g_01503	Praf.g_01526
OG0000647	Prba.g_01502	Praf.g_01527
OG0000648	Prba.g_01500	Praf.g_01529
OG0000649	Prba.g_01499	Praf.g_01530
OG0000650	Prba.g_01498	Praf.g_01531
OG0000651	Prba.g_01497	Praf.g_01532
OG0000652	Prba.g_01496	Praf.g_01533
OG0000653	Prba.g_01495	Praf.g_01534
OG0000654	Prba.g_01493	Praf.g_01536
OG0000655	Prba.g_01491	Praf.g_01538
OG0000656	Prba.g_01490	Praf.g_01539
OG0000657	Prba.g_01489	Praf.g_01540
OG0000658	Prba.g_01488	Praf.g_01541
OG0000659	Prba.g_01487	Praf.g_01542
OG0000660	Prba.g_01486	Praf.g_01543
OG0000661	Prba.g_01485	Praf.g_01545
OG0000662	Prba.g_01484	Praf.g_01547
OG0000663	Prba.g_01483	Praf.g_01548
OG0000664	Prba.g_01482	Praf.g_01549
OG0000665	Prba.g_01481	Praf.g_01550
OG0000666	Prba.g_01480	Praf.g_01551
OG0000667	Prba.g_01479	Praf.g_01552
OG0000668	Prba.g_01478	Praf.g_01553
OG0000669	Prba.g_01476	Praf.g_01557
OG0000670	Prba.g_01475	Praf.g_01558
OG0000671	Prba.g_01474	Praf.g_01559
OG0000672	Prba.g_01473	Praf.g_01560
OG0000673	Prba.g_01472	Praf.g_01561
OG0000674	Prba.g_01471	Praf.g_01562
OG0000675	Prba.g_01469	Praf.g_01585
OG0000676	Prba.g_01468	Praf.g_01586
OG0000677	Prba.g_01465	Praf.g_01590
OG0000678	Prba.g_01463	Praf.g_01592
OG0000679	Prba.g_01462	Praf.g_01594
OG0000680	Prba.g_01461	Praf.g_01595
OG0000681	Prba.g_01460	Praf.g_01596
OG0000682	Prba.g_01459	Praf.g_01597
OG0000683	Prba.g_01457	Praf.g_01599
OG0000684	Prba.g_01456	Praf.g_01600
OG0000685	Prba.g_01455	Praf.g_01601
OG0000686	Prba.g_01454	Praf.g_01602
OG0000687	Prba.g_01453	Praf.g_01603
OG0000688	Prba.g_01452	Praf.g_01604
OG0000689	Prba.g_01451	Praf.g_01606
OG0000690	Prba.g_01450	Praf.g_01607
OG0000691	Prba.g_01449	Praf.g_01608
OG0000692	Prba.g_01447	Praf.g_01619
OG0000693	Prba.g_01446	Praf.g_01620
OG0000694	Prba.g_01445	Praf.g_01622
OG0000695	Prba.g_01444	Praf.g_01625
OG0000696	Prba.g_01443	Praf.g_01627
OG0000697	Prba.g_01441	Praf.g_01629
OG0000698	Prba.g_01439	Praf.g_01444
OG0000699	Prba.g_01438	Praf.g_01323
OG0000700	Prba.g_01411	Praf.g_01339
OG0000701	Prba.g_01407	Praf.g_00222
OG0000702	Prba.g_01404	Praf.g_01638
OG0000703	Prba.g_01403	Praf.g_01454
OG0000704	Prba.g_01402	Praf.g_00961
OG0000705	Prba.g_01401	Praf.g_01455
OG0000706	Prba.g_01400	Praf.g_01456
OG0000707	Prba.g_01398	Praf.g_01458
OG0000708	Prba.g_01397	Praf.g_01459
OG0000709	Prba.g_01395	Praf.g_01461
OG0000710	Prba.g_01394	Praf.g_01462
OG0000711	Prba.g_01393	Praf.g_01463
OG0000712	Prba.g_01392	Praf.g_01464
OG0000713	Prba.g_01391	Praf.g_01465
OG0000714	Prba.g_01389	Praf.g_01467
OG0000715	Prba.g_01388	Praf.g_01469
OG0000716	Prba.g_01386	Praf.g_01475
OG0000717	Prba.g_01385	Praf.g_01478
OG0000718	Prba.g_01384	Praf.g_01480
OG0000719	Prba.g_01382	Praf.g_01494
OG0000720	Prba.g_01381	Praf.g_01495
OG0000721	Prba.g_01379	Praf.g_01497
OG0000722	Prba.g_01378	Praf.g_01498
OG0000723	Prba.g_01377	Praf.g_01499
OG0000724	Prba.g_01375	Praf.g_01512
OG0000725	Prba.g_01374	Praf.g_01511
OG0000726	Prba.g_01373	Praf.g_01510
OG0000727	Prba.g_01372	Praf.g_01509
OG0000728	Prba.g_01371	Praf.g_01508
OG0000729	Prba.g_01370	Praf.g_01506
OG0000730	Prba.g_01369	Praf.g_01503
OG0000731	Prba.g_01368	Praf.g_01515
OG0000732	Prba.g_01367	Praf.g_01516
OG0000733	Prba.g_01366	Praf.g_01517
OG0000734	Prba.g_01365	Praf.g_01519
OG0000735	Prba.g_01363	Praf.g_01520
OG0000736	Prba.g_01362	Praf.g_01522
OG0000737	Prba.g_01361	Praf.g_01523
OG0000738	Prba.g_01360	Praf.g_01426
OG0000739	Prba.g_01359	Praf.g_01425
OG0000740	Prba.g_01358	Praf.g_01424
OG0000741	Prba.g_01357	Praf.g_01422
OG0000742	Prba.g_01355	Praf.g_01420
OG0000743	Prba.g_01354	Praf.g_01419
OG0000744	Prba.g_01353	Praf.g_01417
OG0000745	Prba.g_01352	Praf.g_01416
OG0000746	Prba.g_01351	Praf.g_01415
OG0000747	Prba.g_01350	Praf.g_01006
OG0000748	Prba.g_01349	Praf.g_01408
OG0000749	Prba.g_01348	Praf.g_01407
OG0000750	Prba.g_01347	Praf.g_01405
OG0000751	Prba.g_01346	Praf.g_01404
OG0000752	Prba.g_01345	Praf.g_02684
OG0000753	Prba.g_01343	Praf.g_01399
OG0000754	Prba.g_01342	Praf.g_01398
OG0000755	Prba.g_01341	Praf.g_01397
OG0000756	Prba.g_01340	Praf.g_01395
OG0000757	Prba.g_01339	Praf.g_01394
OG0000758	Prba.g_01338	Praf.g_01393
OG0000759	Prba.g_01336	Praf.g_01388
OG0000760	Prba.g_01335	Praf.g_01387
OG0000761	Prba.g_01334	Praf.g_01385
OG0000762	Prba.g_01332	Praf.g_01382
OG0000763	Prba.g_01331	Praf.g_01380
OG0000764	Prba.g_01330	Praf.g_01378
OG0000765	Prba.g_01329	Praf.g_01377
OG0000766	Prba.g_01328	Praf.g_01376
OG0000767	Prba.g_01326	Praf.g_01374
OG0000768	Prba.g_01325	Praf.g_01372
OG0000769	Prba.g_01324	Praf.g_01371
OG0000770	Prba.g_01323	Praf.g_01370
OG0000771	Prba.g_01322	Praf.g_01369
OG0000772	Prba.g_01321	Praf.g_01073
OG0000773	Prba.g_01320	Praf.g_01366
OG0000774	Prba.g_01319	Praf.g_01364
OG0000775	Prba.g_01318	Praf.g_01362
OG0000776	Prba.g_01316	Praf.g_01360
OG0000777	Prba.g_01314	Praf.g_01359
OG0000778	Prba.g_01313	Praf.g_01358
OG0000779	Prba.g_01312	Praf.g_01355
OG0000780	Prba.g_01310	Praf.g_01353
OG0000781	Prba.g_01308	Praf.g_01349
OG0000782	Prba.g_01307	Praf.g_01348
OG0000783	Prba.g_01295	Praf.g_01343
OG0000784	Prba.g_01293	Praf.g_01341
OG0000785	Prba.g_01292	Praf.g_01340
OG0000786	Prba.g_01291	Praf.g_01338
OG0000787	Prba.g_01290	Praf.g_01337
OG0000788	Prba.g_01286	Praf.g_01331
OG0000789	Prba.g_01284	Praf.g_01328
OG0000790	Prba.g_01283	Praf.g_02685
OG0000791	Prba.g_01282	Praf.g_01327
OG0000792	Prba.g_01281	Praf.g_01326
OG0000793	Prba.g_01280	Praf.g_01325
OG0000794	Prba.g_01278	Praf.g_01322
OG0000795	Prba.g_01275	Praf.g_01287
OG0000796	Prba.g_01274	Praf.g_01286
OG0000797	Prba.g_01272	Praf.g_01283
OG0000798	Prba.g_01271	Praf.g_01281
OG0000799	Prba.g_01270	Praf.g_01280
OG0000800	Prba.g_01269	Praf.g_01279
OG0000801	Prba.g_01266	Praf.g_01276
OG0000802	Prba.g_01265	Praf.g_01275
OG0000803	Prba.g_01263	Praf.g_01270
OG0000804	Prba.g_01262	Praf.g_01269
OG0000805	Prba.g_01261	Praf.g_01268
OG0000806	Prba.g_01259	Praf.g_01267
OG0000807	Prba.g_01234	Praf.g_01296
OG0000808	Prba.g_01225	Praf.g_01652
OG0000809	Prba.g_01222	Praf.g_00558
OG0000810	Prba.g_01221	Praf.g_01008
OG0000811	Prba.g_01214	Praf.g_00162
OG0000812	Prba.g_00749	Praf.g_02056
OG0000813	Prba.g_00745	Praf.g_02047
OG0000814	Prba.g_00743	Praf.g_01825
OG0000815	Prba.g_00729	Praf.g_01671
OG0000816	Prba.g_00096	Praf.g_02698
OG0000817	Prba.g_00095	Praf.g_02691
OG0000818	Prba.g_00090	Praf.g_00359
OG0000819	Prba.g_00083	Praf.g_01832
OG0000820	Prba.g_00079	Praf.g_00233
OG0000821	Prba.g_00077	Praf.g_00822
OG0000822	Prba.g_00076	Praf.g_00823
OG0000823	Prba.g_00075	Praf.g_00824
OG0000824	Prba.g_00074	Praf.g_00825
OG0000825	Prba.g_00073	Praf.g_00826
OG0000826	Prba.g_00072	Praf.g_00827
OG0000827	Prba.g_00071	Praf.g_00830
OG0000828	Prba.g_00070	Praf.g_00832
OG0000829	Prba.g_00069	Praf.g_00833
OG0000830	Prba.g_00068	Praf.g_00836
OG0000831	Prba.g_00065	Praf.g_00853
OG0000832	Prba.g_00063	Praf.g_00855
OG0000833	Prba.g_00062	Praf.g_00856
OG0000834	Prba.g_00060	Praf.g_00858
OG0000835	Prba.g_00059	Praf.g_00859
OG0000836	Prba.g_00058	Praf.g_00860
OG0000837	Prba.g_00056	Praf.g_00870
OG0000838	Prba.g_00055	Praf.g_00872
OG0000839	Prba.g_00054	Praf.g_00873
OG0000840	Prba.g_00053	Praf.g_00874
OG0000841	Prba.g_00052	Praf.g_00875
OG0000842	Prba.g_00051	Praf.g_00879
OG0000843	Prba.g_00050	Praf.g_00880
OG0000844	Prba.g_00049	Praf.g_00881
OG0000845	Prba.g_00048	Praf.g_00882
OG0000846	Prba.g_00045	Praf.g_00885
OG0000847	Prba.g_00043	Praf.g_00886
OG0000848	Prba.g_00042	Praf.g_00914
OG0000849	Prba.g_00041	Praf.g_00917
OG0000850	Prba.g_00040	Praf.g_00918
OG0000851	Prba.g_00039	Praf.g_00921
OG0000852	Prba.g_00037	Praf.g_00923
OG0000853	Prba.g_00036	Praf.g_00925
OG0000854	Prba.g_00034	Praf.g_00927
OG0000855	Prba.g_00033	Praf.g_00928
OG0000856	Prba.g_00032	Praf.g_00929
OG0000857	Prba.g_00031	Praf.g_00930
OG0000858	Prba.g_00030	Praf.g_00931
OG0000859	Prba.g_00029	Praf.g_00932
OG0000860	Prba.g_00028	Praf.g_00933
OG0000861	Prba.g_00027	Praf.g_00913
OG0000862	Prba.g_00026	Praf.g_00912
OG0000863	Prba.g_00025	Praf.g_00911
OG0000864	Prba.g_00024	Praf.g_00910
OG0000865	Prba.g_00023	Praf.g_00908
OG0000866	Prba.g_00022	Praf.g_00905
OG0000867	Prba.g_00021	Praf.g_00904
OG0000868	Prba.g_00020	Praf.g_00902
OG0000869	Prba.g_00018	Praf.g_00899
OG0000870	Prba.g_00017	Praf.g_00898
OG0000871	Prba.g_00015	Praf.g_00895
OG0000872	Prba.g_00014	Praf.g_00894
OG0000873	Prba.g_00012	Praf.g_00892
OG0000874	Prba.g_00011	Praf.g_00891
OG0000875	Prba.g_00010	Praf.g_00888
OG0000876	Prba.g_00009	Praf.g_00887
OG0000877	Prba.g_00007	Praf.g_00937
OG0000878	Prba.g_01167	Praf.g_00548
OG0000879	Prba.g_01181	Praf.g_00810
OG0000880	Prba.g_01182	Praf.g_00809
OG0000881	Prba.g_01183	Praf.g_00808
OG0000882	Prba.g_01184	Praf.g_00806
OG0000883	Prba.g_01185	Praf.g_00804
OG0000884	Prba.g_01187	Praf.g_00802
OG0000885	Prba.g_01188	Praf.g_00801
OG0000886	Prba.g_01189	Praf.g_00800
OG0000887	Prba.g_01190	Praf.g_00799
OG0000888	Prba.g_01191	Praf.g_00798
OG0000889	Prba.g_01194	Praf.g_00794
OG0000890	Prba.g_01195	Praf.g_00791
OG0000891	Prba.g_01196	Praf.g_00790
OG0000892	Prba.g_01198	Praf.g_00787
OG0000893	Prba.g_01199	Praf.g_00786
OG0000894	Prba.g_01200	Praf.g_00785
OG0000895	Prba.g_01201	Praf.g_00784
OG0000896	Prba.g_01202	Praf.g_00783
OG0000897	Prba.g_01203	Praf.g_00782
OG0000898	Prba.g_01205	Praf.g_00777
OG0000899	Prba.g_01206	Praf.g_00776
OG0000900	Prba.g_00214	Praf.g_01886
OG0000901	Prba.g_00210	Praf.g_01897
OG0000902	Prba.g_00209	Praf.g_01996
OG0000903	Prba.g_00208	Praf.g_01623
OG0000904	Prba.g_00206	Praf.g_01001
OG0000905	Prba.g_00204	Praf.g_01271
OG0000906	Prba.g_00202	Praf.g_01294
OG0000907	Prba.g_00201	Praf.g_01635
OG0000908	Prba.g_00198	Praf.g_00494
OG0000909	Prba.g_00194	Praf.g_00582
OG0000910	Prba.g_00193	Praf.g_00581
OG0000911	Prba.g_00192	Praf.g_00580
OG0000912	Prba.g_00191	Praf.g_00579
OG0000913	Prba.g_00190	Praf.g_00578
OG0000914	Prba.g_00189	Praf.g_00577
OG0000915	Prba.g_00188	Praf.g_00576
OG0000916	Prba.g_00187	Praf.g_00575
OG0000917	Prba.g_00186	Praf.g_00573
OG0000918	Prba.g_00185	Praf.g_00572
OG0000919	Prba.g_00184	Praf.g_00571
OG0000920	Prba.g_00183	Praf.g_00570
OG0000921	Prba.g_00182	Praf.g_00569
OG0000922	Prba.g_00181	Praf.g_00568
OG0000923	Prba.g_00180	Praf.g_00567
OG0000924	Prba.g_00179	Praf.g_00566
OG0000925	Prba.g_00178	Praf.g_00565
OG0000926	Prba.g_00154	Praf.g_02394
OG0000927	Prba.g_00115	Praf.g_01765
OG0000928	Prba.g_00114	Praf.g_01766
OG0000929	Prba.g_00113	Praf.g_01767
OG0000930	Prba.g_00112	Praf.g_01772
OG0000931	Prba.g_00111	Praf.g_01773
OG0000932	Prba.g_00109	Praf.g_01779
OG0000933	Prba.g_00108	Praf.g_01781
OG0000934	Prba.g_00107	Praf.g_01782
OG0000935	Prba.g_00106	Praf.g_01783
OG0000936	Prba.g_00105	Praf.g_01784
OG0000937	Prba.g_00720	Praf.g_01785
OG0000938	Prba.g_00719	Praf.g_01787
OG0000939	Prba.g_00718	Praf.g_01788
OG0000940	Prba.g_00717	Praf.g_01790
OG0000941	Prba.g_00715	Praf.g_01792
OG0000942	Prba.g_00714	Praf.g_01793
OG0000943	Prba.g_00711	Praf.g_01796
OG0000944	Prba.g_00710	Praf.g_01801
OG0000945	Prba.g_00709	Praf.g_01802
OG0000946	Prba.g_00708	Praf.g_01803
OG0000947	Prba.g_00707	Praf.g_01804
OG0000948	Prba.g_00706	Praf.g_01805
OG0000949	Prba.g_00705	Praf.g_01806
OG0000950	Prba.g_00704	Praf.g_01807
OG0000951	Prba.g_00703	Praf.g_01808
OG0000952	Prba.g_00702	Praf.g_01809
OG0000953	Prba.g_00701	Praf.g_01810
OG0000954	Prba.g_00700	Praf.g_01817
OG0000955	Prba.g_00699	Praf.g_01818
OG0000956	Prba.g_00698	Praf.g_01819
OG0000957	Prba.g_00697	Praf.g_01820
OG0000958	Prba.g_00696	Praf.g_01822
OG0000959	Prba.g_00695	Praf.g_01823
OG0000960	Prba.g_00694	Praf.g_01824
OG0000961	Prba.g_00690	Praf.g_01831
OG0000962	Prba.g_00689	Praf.g_01833
OG0000963	Prba.g_00688	Praf.g_01834
OG0000964	Prba.g_00686	Praf.g_01837
OG0000965	Prba.g_00685	Praf.g_01838
OG0000966	Prba.g_00684	Praf.g_01839
OG0000967	Prba.g_00683	Praf.g_01840
OG0000968	Prba.g_00682	Praf.g_01841
OG0000969	Prba.g_00681	Praf.g_01842
OG0000970	Prba.g_00680	Praf.g_01843
OG0000971	Prba.g_00679	Praf.g_01844
OG0000972	Prba.g_00678	Praf.g_01845
OG0000973	Prba.g_00677	Praf.g_01846
OG0000974	Prba.g_00350	Praf.g_01849
OG0000975	Prba.g_00347	Praf.g_00956
OG0000976	Prba.g_00345	Praf.g_00554
OG0000977	Prba.g_00344	Praf.g_00542
OG0000978	Prba.g_00343	Praf.g_00540
OG0000979	Prba.g_00341	Praf.g_00538
OG0000980	Prba.g_00340	Praf.g_00537
OG0000981	Prba.g_00339	Praf.g_01653
OG0000982	Prba.g_00338	Praf.g_00536
OG0000983	Prba.g_00336	Praf.g_00534
OG0000984	Prba.g_00335	Praf.g_00533
OG0000985	Prba.g_00334	Praf.g_00532
OG0000986	Prba.g_00333	Praf.g_00530
OG0000987	Prba.g_00332	Praf.g_00529
OG0000988	Prba.g_00331	Praf.g_00526
OG0000989	Prba.g_00330	Praf.g_00525
OG0000990	Prba.g_00329	Praf.g_00524
OG0000991	Prba.g_00328	Praf.g_00523
OG0000992	Prba.g_00327	Praf.g_00522
OG0000993	Prba.g_00326	Praf.g_00521
OG0000994	Prba.g_00325	Praf.g_00520
OG0000995	Prba.g_00324	Praf.g_00518
OG0000996	Prba.g_00323	Praf.g_00517
OG0000997	Prba.g_00322	Praf.g_00516
OG0000998	Prba.g_00321	Praf.g_00515
OG0000999	Prba.g_00320	Praf.g_00513
OG0001000	Prba.g_00319	Praf.g_00512
OG0001001	Prba.g_00317	Praf.g_00511
OG0001002	Prba.g_00316	Praf.g_00508
OG0001003	Prba.g_00315	Praf.g_00507
OG0001004	Prba.g_00314	Praf.g_00370
OG0001005	Prba.g_00313	Praf.g_00504
OG0001006	Prba.g_00312	Praf.g_00503
OG0001007	Prba.g_00311	Praf.g_00502
OG0001008	Prba.g_00309	Praf.g_00500
OG0001009	Prba.g_00308	Praf.g_00499
OG0001010	Prba.g_00300	Praf.g_01650
OG0001011	Prba.g_00293	Praf.g_01677
OG0001012	Prba.g_00266	Praf.g_01546
OG0001013	Prba.g_00232	Praf.g_00490
OG0001014	Prba.g_00231	Praf.g_00489
OG0001015	Prba.g_00619	Praf.g_00479
OG0001016	Prba.g_00618	Praf.g_00478
OG0001017	Prba.g_00617	Praf.g_00477
OG0001018	Prba.g_00616	Praf.g_00475
OG0001019	Prba.g_00614	Praf.g_00472
OG0001020	Prba.g_00613	Praf.g_00471
OG0001021	Prba.g_00612	Praf.g_00470
OG0001022	Prba.g_00611	Praf.g_00469
OG0001023	Prba.g_00610	Praf.g_00468
OG0001024	Prba.g_00609	Praf.g_00466
OG0001025	Prba.g_00608	Praf.g_00465
OG0001026	Prba.g_00606	Praf.g_00464
OG0001027	Prba.g_00605	Praf.g_00463
OG0001028	Prba.g_00604	Praf.g_00462
OG0001029	Prba.g_00603	Praf.g_00461
OG0001030	Prba.g_00602	Praf.g_00460
OG0001031	Prba.g_00601	Praf.g_00459
OG0001032	Prba.g_00600	Praf.g_00458
OG0001033	Prba.g_00599	Praf.g_00457
OG0001034	Prba.g_00598	Praf.g_00455
OG0001035	Prba.g_00596	Praf.g_00453
OG0001036	Prba.g_00595	Praf.g_00452
OG0001037	Prba.g_00594	Praf.g_00450
OG0001038	Prba.g_00593	Praf.g_00449
OG0001039	Prba.g_00592	Praf.g_00448
OG0001040	Prba.g_00591	Praf.g_00447
OG0001041	Prba.g_00590	Praf.g_00446
OG0001042	Prba.g_00589	Praf.g_00444
OG0001043	Prba.g_00588	Praf.g_00443
OG0001044	Prba.g_00587	Praf.g_00442
OG0001045	Prba.g_00586	Praf.g_00441
OG0001046	Prba.g_00585	Praf.g_00440
OG0001047	Prba.g_00582	Praf.g_00435
OG0001048	Prba.g_00580	Praf.g_00433
OG0001049	Prba.g_00579	Praf.g_00432
OG0001050	Prba.g_00578	Praf.g_00431
OG0001051	Prba.g_00577	Praf.g_00430
OG0001052	Prba.g_00576	Praf.g_00429
OG0001053	Prba.g_00574	Praf.g_00427
OG0001054	Prba.g_00573	Praf.g_00425
OG0001055	Prba.g_00572	Praf.g_00424
OG0001056	Prba.g_00571	Praf.g_00423
OG0001057	Prba.g_00570	Praf.g_00422
OG0001058	Prba.g_00569	Praf.g_00421
OG0001059	Prba.g_00568	Praf.g_00420
OG0001060	Prba.g_00567	Praf.g_00419
OG0001061	Prba.g_00566	Praf.g_00418
OG0001062	Prba.g_00565	Praf.g_00405
OG0001063	Prba.g_00564	Praf.g_00404
OG0001064	Prba.g_00352	Praf.g_00402
OG0001065	Prba.g_00357	Praf.g_02202
OG0001066	Prba.g_00358	Praf.g_02200
OG0001067	Prba.g_00359	Praf.g_02199
OG0001068	Prba.g_00361	Praf.g_02196
OG0001069	Prba.g_00362	Praf.g_02195
OG0001070	Prba.g_00363	Praf.g_02194
OG0001071	Prba.g_00364	Praf.g_02193
OG0001072	Prba.g_00365	Praf.g_02192
OG0001073	Prba.g_00366	Praf.g_02191
OG0001074	Prba.g_00367	Praf.g_02190
OG0001075	Prba.g_00368	Praf.g_02189
OG0001076	Prba.g_00369	Praf.g_02188
OG0001077	Prba.g_00370	Praf.g_02187
OG0001078	Prba.g_00371	Praf.g_02185
OG0001079	Prba.g_00372	Praf.g_02184
OG0001080	Prba.g_00373	Praf.g_02183
OG0001081	Prba.g_00376	Praf.g_02170
OG0001082	Prba.g_00377	Praf.g_02171
OG0001083	Prba.g_00378	Praf.g_02175
OG0001084	Prba.g_00380	Praf.g_02173
OG0001085	Prba.g_00381	Praf.g_02172
OG0001086	Prba.g_00382	Praf.g_02176
OG0001087	Prba.g_00383	Praf.g_02177
OG0001088	Prba.g_00384	Praf.g_02179
OG0001089	Prba.g_00387	Praf.g_02163
OG0001090	Prba.g_00389	Praf.g_02161
OG0001091	Prba.g_00390	Praf.g_02160
OG0001092	Prba.g_00391	Praf.g_02159
OG0001093	Prba.g_00392	Praf.g_02158
OG0001094	Prba.g_00393	Praf.g_02157
OG0001095	Prba.g_00394	Praf.g_02156
OG0001096	Prba.g_00395	Praf.g_02155
OG0001097	Prba.g_00396	Praf.g_02154
OG0001098	Prba.g_00397	Praf.g_02153
OG0001099	Prba.g_00398	Praf.g_02152
OG0001100	Prba.g_00399	Praf.g_02151
OG0001101	Prba.g_00400	Praf.g_02150
OG0001102	Prba.g_00401	Praf.g_02149
OG0001103	Prba.g_00402	Praf.g_02148
OG0001104	Prba.g_00403	Praf.g_02147
OG0001105	Prba.g_00404	Praf.g_02146
OG0001106	Prba.g_00405	Praf.g_02145
OG0001107	Prba.g_00406	Praf.g_02144
OG0001108	Prba.g_00407	Praf.g_02143
OG0001109	Prba.g_00408	Praf.g_02142
OG0001110	Prba.g_00409	Praf.g_02141
OG0001111	Prba.g_00410	Praf.g_02140
OG0001112	Prba.g_00411	Praf.g_02139
OG0001113	Prba.g_00412	Praf.g_02138
OG0001114	Prba.g_00413	Praf.g_02137
OG0001115	Prba.g_00414	Praf.g_02136
OG0001116	Prba.g_00415	Praf.g_02135
OG0001117	Prba.g_00416	Praf.g_02134
OG0001118	Prba.g_00417	Praf.g_02133
OG0001119	Prba.g_00418	Praf.g_02132
OG0001120	Prba.g_00419	Praf.g_02131
OG0001121	Prba.g_00421	Praf.g_02128
OG0001122	Prba.g_00422	Praf.g_02127
OG0001123	Prba.g_00423	Praf.g_02126
OG0001124	Prba.g_00425	Praf.g_02124
OG0001125	Prba.g_00427	Praf.g_02122
OG0001126	Prba.g_00428	Praf.g_02121
OG0001127	Prba.g_00430	Praf.g_02118
OG0001128	Prba.g_00431	Praf.g_02117
OG0001129	Prba.g_00432	Praf.g_02112
OG0001130	Prba.g_00435	Praf.g_02109
OG0001131	Prba.g_00436	Praf.g_02108
OG0001132	Prba.g_00437	Praf.g_02107
OG0001133	Prba.g_00438	Praf.g_02106
OG0001134	Prba.g_01048	Praf.g_02105
OG0001135	Prba.g_01049	Praf.g_02104
OG0001136	Prba.g_01050	Praf.g_02103
OG0001137	Prba.g_01051	Praf.g_02102
OG0001138	Prba.g_01052	Praf.g_02101
OG0001139	Prba.g_01053	Praf.g_02099
OG0001140	Prba.g_01054	Praf.g_02097
OG0001141	Prba.g_01055	Praf.g_02096
OG0001142	Prba.g_01059	Praf.g_02082
OG0001143	Prba.g_01060	Praf.g_02081
OG0001144	Prba.g_01061	Praf.g_02079
OG0001145	Prba.g_01062	Praf.g_02078
OG0001146	Prba.g_01063	Praf.g_02077
OG0001147	Prba.g_01064	Praf.g_02076
OG0001148	Prba.g_01065	Praf.g_02075
OG0001149	Prba.g_01067	Praf.g_02372
OG0001150	Prba.g_01068	Praf.g_02375
OG0001151	Prba.g_01070	Praf.g_02383
OG0001152	Prba.g_01071	Praf.g_02384
OG0001153	Prba.g_01072	Praf.g_02386
OG0001154	Prba.g_01074	Praf.g_02388
OG0001155	Prba.g_01076	Praf.g_02391
OG0001156	Prba.g_01078	Praf.g_02393
OG0001157	Prba.g_01079	Praf.g_02395
OG0001158	Prba.g_00753	Praf.g_02397
OG0001159	Prba.g_00754	Praf.g_02398
OG0001160	Prba.g_00755	Praf.g_02399
OG0001161	Prba.g_00756	Praf.g_00196
OG0001162	Prba.g_00757	Praf.g_00195
OG0001163	Prba.g_00758	Praf.g_00194
OG0001164	Prba.g_00759	Praf.g_00193
OG0001165	Prba.g_00760	Praf.g_00192
OG0001166	Prba.g_00761	Praf.g_00191
OG0001167	Prba.g_00762	Praf.g_00184
OG0001168	Prba.g_00763	Praf.g_00183
