Orthogroup	Pras	Prak
OG0000579	Pras.g_01478	Prak.g_00563
OG0000580	Pras.g_01479	Prak.g_00564
OG0000581	Pras.g_01481	Prak.g_00567
OG0000582	Pras.g_01484	Prak.g_00570
OG0000583	Pras.g_01485	Prak.g_00571
OG0000584	Pras.g_01486	Prak.g_00572
OG0000585	Pras.g_01488	Prak.g_00574
OG0000586	Pras.g_01489	Prak.g_00575
OG0000587	Pras.g_01490	Prak.g_00576
OG0000588	Pras.g_01494	Prak.g_00580
OG0000589	Pras.g_01497	Prak.g_00582
OG0000590	Pras.g_01498	Prak.g_00583
OG0000591	Pras.g_01501	Prak.g_00587
OG0000592	Pras.g_01502	Prak.g_00588
OG0000593	Pras.g_01508	Prak.g_01111
OG0000594	Pras.g_01509	Prak.g_01110
OG0000595	Pras.g_01510	Prak.g_01109
OG0000596	Pras.g_01514	Prak.g_01105
OG0000597	Pras.g_01516	Prak.g_01102
OG0000598	Pras.g_01517	Prak.g_01101
OG0000599	Pras.g_01520	Prak.g_01098
OG0000600	Pras.g_01521	Prak.g_01097
OG0000601	Pras.g_01522	Prak.g_01096
OG0000602	Pras.g_01524	Prak.g_01094
OG0000603	Pras.g_01525	Prak.g_01093
OG0000604	Pras.g_01526	Prak.g_01092
OG0000605	Pras.g_01527	Prak.g_01091
OG0000606	Pras.g_01530	Prak.g_01088
OG0000607	Pras.g_01533	Prak.g_01085
OG0000608	Pras.g_01534	Prak.g_01084
OG0000609	Pras.g_01535	Prak.g_01083
OG0000610	Pras.g_01540	Prak.g_01077
OG0000611	Pras.g_01543	Prak.g_01074
OG0000612	Pras.g_01544	Prak.g_01073
OG0000613	Pras.g_01549	Prak.g_00800
OG0000614	Pras.g_01568	Prak.g_00821
OG0000615	Pras.g_01576	Prak.g_00832
OG0000616	Pras.g_01580	Prak.g_01934
OG0000617	Pras.g_01612	Prak.g_01057
OG0000618	Pras.g_01613	Prak.g_01056
OG0000619	Pras.g_01614	Prak.g_01055
OG0000620	Pras.g_01617	Prak.g_01052
OG0000621	Pras.g_01618	Prak.g_01051
OG0000622	Pras.g_01619	Prak.g_01050
OG0000623	Pras.g_01620	Prak.g_01049
OG0000624	Pras.g_01621	Prak.g_01047
OG0000625	Pras.g_01622	Prak.g_01046
OG0000626	Pras.g_01623	Prak.g_01045
OG0000627	Pras.g_01624	Prak.g_01044
OG0000628	Pras.g_01625	Prak.g_01043
OG0000629	Pras.g_01626	Prak.g_01042
OG0000630	Pras.g_01629	Prak.g_01039
OG0000631	Pras.g_01692	Prak.g_00946
OG0000632	Pras.g_01693	Prak.g_00947
OG0000633	Pras.g_01694	Prak.g_00948
OG0000634	Pras.g_01697	Prak.g_00841
OG0000635	Pras.g_01698	Prak.g_00842
OG0000636	Pras.g_01700	Prak.g_00844
OG0000637	Pras.g_01702	Prak.g_00846
OG0000638	Pras.g_01703	Prak.g_00847
OG0000639	Pras.g_01704	Prak.g_00848
OG0000640	Pras.g_01705	Prak.g_00849
OG0000641	Pras.g_01709	Prak.g_00853
OG0000642	Pras.g_01710	Prak.g_00854
OG0000643	Pras.g_01711	Prak.g_00855
OG0000644	Pras.g_01712	Prak.g_00856
OG0000645	Pras.g_01713	Prak.g_00857
OG0000646	Pras.g_01715	Prak.g_00859
OG0000647	Pras.g_01716	Prak.g_00861
OG0000648	Pras.g_01718	Prak.g_00863
OG0000649	Pras.g_01719	Prak.g_00864
OG0000650	Pras.g_01720	Prak.g_00865
OG0000651	Pras.g_01721	Prak.g_00866
OG0000652	Pras.g_01722	Prak.g_00867
OG0000653	Pras.g_01724	Prak.g_00869
OG0000654	Pras.g_01725	Prak.g_00870
OG0000655	Pras.g_01726	Prak.g_00871
OG0000656	Pras.g_01729	Prak.g_00874
OG0000657	Pras.g_01736	Prak.g_00882
OG0000658	Pras.g_01737	Prak.g_00884
OG0000659	Pras.g_01738	Prak.g_00885
OG0000660	Pras.g_01742	Prak.g_00889
OG0000661	Pras.g_01744	Prak.g_00891
OG0000662	Pras.g_01746	Prak.g_00893
OG0000663	Pras.g_01748	Prak.g_00895
OG0000664	Pras.g_01749	Prak.g_00896
OG0000665	Pras.g_01753	Prak.g_00902
OG0000666	Pras.g_01754	Prak.g_00903
OG0000667	Pras.g_01758	Prak.g_00907
OG0000668	Pras.g_01788	Prak.g_00748
OG0000669	Pras.g_01792	Prak.g_00759
OG0000670	Pras.g_01794	Prak.g_00762
OG0000671	Pras.g_01796	Prak.g_00765
OG0000672	Pras.g_01799	Prak.g_00768
OG0000673	Pras.g_01802	Prak.g_00771
OG0000674	Pras.g_01804	Prak.g_00773
OG0000675	Pras.g_01805	Prak.g_00774
OG0000676	Pras.g_01807	Prak.g_00776
OG0000677	Pras.g_01808	Prak.g_00777
OG0000678	Pras.g_01810	Prak.g_00779
OG0000679	Pras.g_01814	Prak.g_00783
OG0000680	Pras.g_01815	Prak.g_00784
OG0000681	Pras.g_01818	Prak.g_00787
OG0000682	Pras.g_01819	Prak.g_00788
OG0000683	Pras.g_01820	Prak.g_00789
OG0000684	Pras.g_01821	Prak.g_00791
OG0000685	Pras.g_01823	Prak.g_00793
OG0000686	Pras.g_01824	Prak.g_00794
OG0000687	Pras.g_01825	Prak.g_00795
OG0000688	Pras.g_01828	Prak.g_01069
OG0000689	Pras.g_01829	Prak.g_01068
OG0000690	Pras.g_01830	Prak.g_01067
OG0000691	Pras.g_01831	Prak.g_01066
OG0000692	Pras.g_01833	Prak.g_01064
OG0000693	Pras.g_01834	Prak.g_01063
OG0000694	Pras.g_01835	Prak.g_01062
OG0000695	Pras.g_01837	Prak.g_00950
OG0000696	Pras.g_01838	Prak.g_00951
OG0000697	Pras.g_01839	Prak.g_00952
OG0000698	Pras.g_01842	Prak.g_00955
OG0000699	Pras.g_01843	Prak.g_00956
OG0000700	Pras.g_01844	Prak.g_00957
OG0000701	Pras.g_01845	Prak.g_00958
OG0000702	Pras.g_01847	Prak.g_00960
OG0000703	Pras.g_01848	Prak.g_00961
OG0000704	Pras.g_01849	Prak.g_00963
OG0000705	Pras.g_01853	Prak.g_00966
OG0000706	Pras.g_01854	Prak.g_00967
OG0000707	Pras.g_01855	Prak.g_00968
OG0000708	Pras.g_01856	Prak.g_00970
OG0000709	Pras.g_01860	Prak.g_00974
OG0000710	Pras.g_01863	Prak.g_00977
OG0000711	Pras.g_01881	Prak.g_00995
OG0000712	Pras.g_01883	Prak.g_00996
OG0000713	Pras.g_01884	Prak.g_00997
OG0000714	Pras.g_01885	Prak.g_00998
OG0000715	Pras.g_01887	Prak.g_01000
OG0000716	Pras.g_01889	Prak.g_01002
OG0000717	Pras.g_01890	Prak.g_01003
OG0000718	Pras.g_01903	Prak.g_01007
OG0000719	Pras.g_01905	Prak.g_01009
OG0000720	Pras.g_01914	Prak.g_01021
OG0000721	Pras.g_01916	Prak.g_01025
OG0000722	Pras.g_01917	Prak.g_01026
OG0000723	Pras.g_01920	Prak.g_01030
OG0000724	Pras.g_01929	Prak.g_00925
OG0000725	Pras.g_01935	Prak.g_00919
OG0000726	Pras.g_01936	Prak.g_00918
OG0000727	Pras.g_01937	Prak.g_00917
OG0000728	Pras.g_01939	Prak.g_00915
OG0000729	Pras.g_01984	Prak.g_01255
OG0000730	Pras.g_01988	Prak.g_01214
OG0000731	Pras.g_01992	Prak.g_00362
OG0000732	Pras.g_00003	Prak.g_01885
OG0000733	Pras.g_00024	Prak.g_01551
OG0000734	Pras.g_00041	Prak.g_01188
OG0000735	Pras.g_00043	Prak.g_01186
OG0000736	Pras.g_00044	Prak.g_01185
OG0000737	Pras.g_00045	Prak.g_01184
OG0000738	Pras.g_00049	Prak.g_01180
OG0000739	Pras.g_00050	Prak.g_01179
OG0000740	Pras.g_00051	Prak.g_01178
OG0000741	Pras.g_00052	Prak.g_01176
OG0000742	Pras.g_00055	Prak.g_01173
OG0000743	Pras.g_00057	Prak.g_01171
OG0000744	Pras.g_00058	Prak.g_01170
OG0000745	Pras.g_00059	Prak.g_01169
OG0000746	Pras.g_00061	Prak.g_01167
OG0000747	Pras.g_00062	Prak.g_01166
OG0000748	Pras.g_00065	Prak.g_01162
OG0000749	Pras.g_00066	Prak.g_01161
OG0000750	Pras.g_00067	Prak.g_01160
OG0000751	Pras.g_00069	Prak.g_01157
OG0000752	Pras.g_00071	Prak.g_01155
OG0000753	Pras.g_00074	Prak.g_01153
OG0000754	Pras.g_00077	Prak.g_01150
OG0000755	Pras.g_00080	Prak.g_01144
OG0000756	Pras.g_00081	Prak.g_01143
OG0000757	Pras.g_00087	Prak.g_01136
OG0000758	Pras.g_00088	Prak.g_01135
OG0000759	Pras.g_00089	Prak.g_01134
OG0000760	Pras.g_00090	Prak.g_01133
OG0000761	Pras.g_00091	Prak.g_01132
OG0000762	Pras.g_00092	Prak.g_01131
OG0000763	Pras.g_00094	Prak.g_01129
OG0000764	Pras.g_00095	Prak.g_01128
OG0000765	Pras.g_00105	Prak.g_01120
OG0000766	Pras.g_00106	Prak.g_01119
OG0000767	Pras.g_00108	Prak.g_01117
OG0000768	Pras.g_00109	Prak.g_01116
OG0000769	Pras.g_00111	Prak.g_01114
OG0000770	Pras.g_00113	Prak.g_00593
OG0000771	Pras.g_00122	Prak.g_01487
OG0000772	Pras.g_00178	Prak.g_01571
OG0000773	Pras.g_00199	Prak.g_01268
OG0000774	Pras.g_00201	Prak.g_01270
OG0000775	Pras.g_00204	Prak.g_01272
OG0000776	Pras.g_00205	Prak.g_01273
OG0000777	Pras.g_00206	Prak.g_01274
OG0000778	Pras.g_00207	Prak.g_01275
OG0000779	Pras.g_00211	Prak.g_01279
OG0000780	Pras.g_00212	Prak.g_01280
OG0000781	Pras.g_00214	Prak.g_01284
OG0000782	Pras.g_00216	Prak.g_01285
OG0000783	Pras.g_00217	Prak.g_01286
OG0000784	Pras.g_00218	Prak.g_01287
OG0000785	Pras.g_00220	Prak.g_01289
OG0000786	Pras.g_00223	Prak.g_01292
OG0000787	Pras.g_00224	Prak.g_01293
OG0000788	Pras.g_00237	Prak.g_00460
OG0000789	Pras.g_00240	Prak.g_01490
OG0000790	Pras.g_00255	Prak.g_01334
OG0000791	Pras.g_00257	Prak.g_01336
OG0000792	Pras.g_00258	Prak.g_01337
OG0000793	Pras.g_00261	Prak.g_01340
OG0000794	Pras.g_00262	Prak.g_01341
OG0000795	Pras.g_00263	Prak.g_01342
OG0000796	Pras.g_00267	Prak.g_01346
OG0000797	Pras.g_00268	Prak.g_01347
OG0000799	Pras.g_00332	Prak.g_01374
OG0000800	Pras.g_00333	Prak.g_01375
OG0000801	Pras.g_00334	Prak.g_01376
OG0000802	Pras.g_00336	Prak.g_01378
OG0000803	Pras.g_00338	Prak.g_01380
OG0000804	Pras.g_00339	Prak.g_01381
OG0000805	Pras.g_00341	Prak.g_01383
OG0000806	Pras.g_00343	Prak.g_01385
OG0000807	Pras.g_00344	Prak.g_01386
OG0000808	Pras.g_00345	Prak.g_01387
OG0000809	Pras.g_00348	Prak.g_01389
OG0000810	Pras.g_00349	Prak.g_01390
OG0000811	Pras.g_00353	Prak.g_01394
OG0000812	Pras.g_00355	Prak.g_01396
OG0000813	Pras.g_00356	Prak.g_01397
OG0000814	Pras.g_00358	Prak.g_01399
OG0000815	Pras.g_00359	Prak.g_01400
OG0000816	Pras.g_00361	Prak.g_01402
OG0000817	Pras.g_00362	Prak.g_01403
OG0000818	Pras.g_00367	Prak.g_01408
OG0000819	Pras.g_00368	Prak.g_01409
OG0000820	Pras.g_00369	Prak.g_01410
OG0000821	Pras.g_00373	Prak.g_01414
OG0000822	Pras.g_00374	Prak.g_01415
OG0000823	Pras.g_00375	Prak.g_01416
OG0000824	Pras.g_00378	Prak.g_01419
OG0000825	Pras.g_00379	Prak.g_01420
OG0000826	Pras.g_00380	Prak.g_01421
OG0000827	Pras.g_00381	Prak.g_01422
OG0000828	Pras.g_00385	Prak.g_01425
OG0000829	Pras.g_00386	Prak.g_01426
OG0000830	Pras.g_00387	Prak.g_01427
OG0000831	Pras.g_00389	Prak.g_01429
OG0000832	Pras.g_00395	Prak.g_01439
OG0000833	Pras.g_00405	Prak.g_01448
OG0000834	Pras.g_00406	Prak.g_01449
OG0000835	Pras.g_00407	Prak.g_01450
OG0000836	Pras.g_00408	Prak.g_01451
OG0000837	Pras.g_00409	Prak.g_01452
OG0000838	Pras.g_00411	Prak.g_01454
OG0000839	Pras.g_00412	Prak.g_01455
OG0000840	Pras.g_00413	Prak.g_01456
OG0000841	Pras.g_00414	Prak.g_01457
OG0000842	Pras.g_00415	Prak.g_01458
OG0000843	Pras.g_00416	Prak.g_01459
OG0000844	Pras.g_00417	Prak.g_01460
OG0000845	Pras.g_00418	Prak.g_01461
OG0000846	Pras.g_00419	Prak.g_01462
OG0000847	Pras.g_00420	Prak.g_01463
OG0000848	Pras.g_00421	Prak.g_01464
OG0000849	Pras.g_00422	Prak.g_01465
OG0000850	Pras.g_00424	Prak.g_01467
OG0000851	Pras.g_00425	Prak.g_01468
OG0000852	Pras.g_00426	Prak.g_01469
OG0000853	Pras.g_00430	Prak.g_01475
OG0000854	Pras.g_00432	Prak.g_01477
OG0000855	Pras.g_00433	Prak.g_01478
OG0000856	Pras.g_00448	Prak.g_00590
OG0000857	Pras.g_00473	Prak.g_00860
OG0000858	Pras.g_00544	Prak.g_01638
OG0000859	Pras.g_00545	Prak.g_01639
OG0000860	Pras.g_00552	Prak.g_01647
OG0000861	Pras.g_00553	Prak.g_01648
OG0000862	Pras.g_00554	Prak.g_01649
OG0000863	Pras.g_00556	Prak.g_01651
OG0000864	Pras.g_00557	Prak.g_01652
OG0000865	Pras.g_00558	Prak.g_01653
OG0000866	Pras.g_00559	Prak.g_01654
OG0000867	Pras.g_00560	Prak.g_01655
OG0000868	Pras.g_00561	Prak.g_01657
OG0000869	Pras.g_00565	Prak.g_01660
OG0000870	Pras.g_00570	Prak.g_01665
OG0000871	Pras.g_00571	Prak.g_01666
OG0000872	Pras.g_00572	Prak.g_01667
OG0000873	Pras.g_00575	Prak.g_01670
OG0000874	Pras.g_00578	Prak.g_01673
OG0000875	Pras.g_00579	Prak.g_01674
OG0000876	Pras.g_00580	Prak.g_01675
OG0000877	Pras.g_00582	Prak.g_01677
OG0000878	Pras.g_00583	Prak.g_01678
OG0000879	Pras.g_00584	Prak.g_01679
OG0000880	Pras.g_00585	Prak.g_01680
OG0000881	Pras.g_00589	Prak.g_01684
OG0000882	Pras.g_00594	Prak.g_01689
OG0000883	Pras.g_00596	Prak.g_01691
OG0000884	Pras.g_00598	Prak.g_01693
OG0000885	Pras.g_00599	Prak.g_01694
OG0000886	Pras.g_00600	Prak.g_01695
OG0000887	Pras.g_00601	Prak.g_01696
OG0000888	Pras.g_00603	Prak.g_01698
OG0000889	Pras.g_00605	Prak.g_01700
OG0000890	Pras.g_00606	Prak.g_01701
OG0000891	Pras.g_00607	Prak.g_01702
OG0000892	Pras.g_00609	Prak.g_01704
OG0000893	Pras.g_00613	Prak.g_01708
OG0000894	Pras.g_00615	Prak.g_01711
OG0000895	Pras.g_00618	Prak.g_01715
OG0000896	Pras.g_00619	Prak.g_01716
OG0000897	Pras.g_00621	Prak.g_01718
OG0000898	Pras.g_00622	Prak.g_01719
OG0000899	Pras.g_00623	Prak.g_01720
OG0000900	Pras.g_00624	Prak.g_01721
OG0000901	Pras.g_00627	Prak.g_01724
OG0000902	Pras.g_00629	Prak.g_01726
OG0000903	Pras.g_00632	Prak.g_01730
OG0000904	Pras.g_00634	Prak.g_01734
OG0000905	Pras.g_00639	Prak.g_01728
OG0000906	Pras.g_00640	Prak.g_01727
OG0000907	Pras.g_00645	Prak.g_01737
OG0000908	Pras.g_00648	Prak.g_01740
OG0000909	Pras.g_00649	Prak.g_01741
OG0000910	Pras.g_00650	Prak.g_01742
OG0000911	Pras.g_00652	Prak.g_01744
OG0000912	Pras.g_00653	Prak.g_01745
OG0000913	Pras.g_00654	Prak.g_01746
OG0000914	Pras.g_00655	Prak.g_01747
OG0000915	Pras.g_00656	Prak.g_01748
OG0000916	Pras.g_00657	Prak.g_01749
OG0000917	Pras.g_00658	Prak.g_01750
OG0000918	Pras.g_00659	Prak.g_01751
OG0000919	Pras.g_00660	Prak.g_01752
OG0000920	Pras.g_00661	Prak.g_01753
OG0000921	Pras.g_00662	Prak.g_01754
OG0000922	Pras.g_00663	Prak.g_01755
OG0000923	Pras.g_00667	Prak.g_01759
OG0000924	Pras.g_00668	Prak.g_01760
OG0000925	Pras.g_00669	Prak.g_01761
OG0000926	Pras.g_00670	Prak.g_01762
OG0000927	Pras.g_00672	Prak.g_01764
OG0000928	Pras.g_00673	Prak.g_01765
OG0000929	Pras.g_00674	Prak.g_01766
OG0000930	Pras.g_00675	Prak.g_01767
OG0000931	Pras.g_00676	Prak.g_01768
OG0000932	Pras.g_00677	Prak.g_01769
OG0000933	Pras.g_00681	Prak.g_01773
OG0000934	Pras.g_00683	Prak.g_01775
OG0000935	Pras.g_00684	Prak.g_01776
OG0000936	Pras.g_00685	Prak.g_01777
OG0000937	Pras.g_00686	Prak.g_01778
OG0000938	Pras.g_00688	Prak.g_01781
OG0000939	Pras.g_00689	Prak.g_01782
OG0000940	Pras.g_00696	Prak.g_01789
OG0000941	Pras.g_00698	Prak.g_01791
OG0000942	Pras.g_00700	Prak.g_01793
OG0000943	Pras.g_00701	Prak.g_01794
OG0000944	Pras.g_00702	Prak.g_01796
OG0000945	Pras.g_00703	Prak.g_01797
OG0000946	Pras.g_00707	Prak.g_01802
OG0000947	Pras.g_00709	Prak.g_01804
OG0000948	Pras.g_00710	Prak.g_01805
OG0000949	Pras.g_00713	Prak.g_01808
OG0000950	Pras.g_00718	Prak.g_01815
OG0000951	Pras.g_00722	Prak.g_01819
OG0000952	Pras.g_00726	Prak.g_01823
OG0000953	Pras.g_00729	Prak.g_01827
OG0000954	Pras.g_00733	Prak.g_01831
OG0000955	Pras.g_00734	Prak.g_01832
OG0000956	Pras.g_00736	Prak.g_01834
OG0000957	Pras.g_00741	Prak.g_01840
OG0000958	Pras.g_00742	Prak.g_01841
OG0000959	Pras.g_00746	Prak.g_01845
OG0000960	Pras.g_00747	Prak.g_01846
OG0000961	Pras.g_00749	Prak.g_01849
OG0000962	Pras.g_00751	Prak.g_01851
OG0000963	Pras.g_00755	Prak.g_01855
OG0000964	Pras.g_00756	Prak.g_01856
OG0000965	Pras.g_00757	Prak.g_01857
OG0000966	Pras.g_00765	Prak.g_01863
OG0000967	Pras.g_00770	Prak.g_01867
OG0000968	Pras.g_00772	Prak.g_01869
OG0000969	Pras.g_00773	Prak.g_01870
OG0000970	Pras.g_00774	Prak.g_01871
OG0000971	Pras.g_00775	Prak.g_01872
OG0000972	Pras.g_00776	Prak.g_01873
OG0000973	Pras.g_00777	Prak.g_01874
OG0000974	Pras.g_00778	Prak.g_01875
OG0000975	Pras.g_00779	Prak.g_01876
OG0000976	Pras.g_00780	Prak.g_01877
OG0000977	Pras.g_00781	Prak.g_01878
OG0000978	Pras.g_00782	Prak.g_01879
OG0000979	Pras.g_00785	Prak.g_01882
OG0000980	Pras.g_00787	Prak.g_01884
OG0000981	Pras.g_00789	Prak.g_01887
OG0000982	Pras.g_00791	Prak.g_01889
OG0000983	Pras.g_00792	Prak.g_01890
OG0000984	Pras.g_00793	Prak.g_01891
OG0000985	Pras.g_00796	Prak.g_01894
OG0000986	Pras.g_00798	Prak.g_01896
OG0000987	Pras.g_00799	Prak.g_01897
OG0000988	Pras.g_00802	Prak.g_01900
OG0000989	Pras.g_00805	Prak.g_01904
OG0000990	Pras.g_00808	Prak.g_01908
OG0000991	Pras.g_00809	Prak.g_01909
OG0000992	Pras.g_00812	Prak.g_01912
OG0000993	Pras.g_00813	Prak.g_01913
OG0000994	Pras.g_00814	Prak.g_01914
OG0000995	Pras.g_00818	Prak.g_01918
OG0000996	Pras.g_00819	Prak.g_01919
OG0000997	Pras.g_00820	Prak.g_01922
OG0000998	Pras.g_00822	Prak.g_01924
OG0000999	Pras.g_00823	Prak.g_01925
OG0001000	Pras.g_00826	Prak.g_01928
OG0001001	Pras.g_00828	Prak.g_01931
OG0001002	Pras.g_00832	Prak.g_01936
OG0001003	Pras.g_00834	Prak.g_01937
OG0001004	Pras.g_00835	Prak.g_01938
OG0001005	Pras.g_00836	Prak.g_01939
OG0001006	Pras.g_00840	Prak.g_01943
OG0001007	Pras.g_00842	Prak.g_01945
OG0001008	Pras.g_01315	Prak.g_00399
OG0001009	Pras.g_00869	Prak.g_00027
OG0001010	Pras.g_00870	Prak.g_00028
OG0001011	Pras.g_00871	Prak.g_00030
OG0001012	Pras.g_00896	Prak.g_00044
OG0001013	Pras.g_00901	Prak.g_00051
OG0001014	Pras.g_00904	Prak.g_00054
OG0001015	Pras.g_00905	Prak.g_00056
OG0001016	Pras.g_00924	Prak.g_00078
OG0001017	Pras.g_00928	Prak.g_00082
OG0001018	Pras.g_00931	Prak.g_00084
OG0001019	Pras.g_00940	Prak.g_00093
OG0001020	Pras.g_00941	Prak.g_00094
OG0001021	Pras.g_00942	Prak.g_00095
OG0001022	Pras.g_00945	Prak.g_00098
OG0001023	Pras.g_00946	Prak.g_00099
OG0001024	Pras.g_00949	Prak.g_00103
OG0001025	Pras.g_00955	Prak.g_00110
OG0001026	Pras.g_00962	Prak.g_00119
OG0001027	Pras.g_00963	Prak.g_00120
OG0001028	Pras.g_00965	Prak.g_00122
OG0001029	Pras.g_00966	Prak.g_00123
OG0001030	Pras.g_00981	Prak.g_00139
OG0001031	Pras.g_01037	Prak.g_00199
OG0001032	Pras.g_01038	Prak.g_00200
OG0001033	Pras.g_01060	Prak.g_00221
OG0001034	Pras.g_01088	Prak.g_00252
OG0001035	Pras.g_01106	Prak.g_00272
OG0001036	Pras.g_01111	Prak.g_00276
OG0001037	Pras.g_01112	Prak.g_00277
OG0001038	Pras.g_01130	Prak.g_00296
OG0001039	Pras.g_01133	Prak.g_00299
OG0001040	Pras.g_01135	Prak.g_00301
OG0001041	Pras.g_01139	Prak.g_00306
OG0001042	Pras.g_01156	Prak.g_00323
OG0001043	Pras.g_01157	Prak.g_00324
OG0001044	Pras.g_01186	Prak.g_00355
OG0001045	Pras.g_01195	Prak.g_00364
OG0001046	Pras.g_01232	Prak.g_01597
OG0001047	Pras.g_01317	Prak.g_00401
OG0001048	Pras.g_01318	Prak.g_00402
OG0001049	Pras.g_01320	Prak.g_00404
OG0001050	Pras.g_01321	Prak.g_00405
OG0001051	Pras.g_01322	Prak.g_00406
OG0001052	Pras.g_01349	Prak.g_00432
OG0001053	Pras.g_01361	Prak.g_00444
OG0001054	Pras.g_01376	Prak.g_00459
OG0001055	Pras.g_01395	Prak.g_00478
OG0001056	Pras.g_01413	Prak.g_00495
OG0001057	Pras.g_01418	Prak.g_00500
OG0001058	Pras.g_01426	Prak.g_00509
OG0001059	Pras.g_01430	Prak.g_00513
OG0001060	Pras.g_01437	Prak.g_00519
OG0001061	Pras.g_01450	Prak.g_00534
OG0001062	Pras.g_01452	Prak.g_00536
OG0001063	Pras.g_01454	Prak.g_00538
OG0001064	Pras.g_01455	Prak.g_00539
OG0001065	Pras.g_01456	Prak.g_00540
OG0001066	Pras.g_01457	Prak.g_00541
OG0001067	Pras.g_01459	Prak.g_00542
OG0001068	Pras.g_01460	Prak.g_00543
OG0001069	Pras.g_01461	Prak.g_00544
OG0001070	Pras.g_01464	Prak.g_00548
OG0001071	Pras.g_01465	Prak.g_00549
OG0001072	Pras.g_01466	Prak.g_00551
OG0001073	Pras.g_01480	Prak.g_00565
OG0001074	Pras.g_01491	Prak.g_00577
OG0001075	Pras.g_01492	Prak.g_00578
OG0001076	Pras.g_01500	Prak.g_00585
OG0001077	Pras.g_01504	Prak.g_00591
OG0001078	Pras.g_01512	Prak.g_01107
OG0001079	Pras.g_01523	Prak.g_01095
OG0001080	Pras.g_01529	Prak.g_01089
OG0001081	Pras.g_01531	Prak.g_01087
OG0001082	Pras.g_01532	Prak.g_01086
OG0001083	Pras.g_01537	Prak.g_01081
OG0001084	Pras.g_01538	Prak.g_01080
OG0001085	Pras.g_01546	Prak.g_00797
OG0001086	Pras.g_01547	Prak.g_00798
OG0001087	Pras.g_01564	Prak.g_00816
OG0001088	Pras.g_01565	Prak.g_00817
OG0001089	Pras.g_01573	Prak.g_00828
OG0001090	Pras.g_01607	Prak.g_00838
OG0001091	Pras.g_01609	Prak.g_01060
OG0001092	Pras.g_01610	Prak.g_01059
OG0001093	Pras.g_01615	Prak.g_01054
OG0001094	Pras.g_01695	Prak.g_01061
OG0001095	Pras.g_01714	Prak.g_00858
OG0001096	Pras.g_01727	Prak.g_00872
OG0001097	Pras.g_01745	Prak.g_00892
OG0001098	Pras.g_01760	Prak.g_00911
OG0001099	Pras.g_01791	Prak.g_00753
OG0001100	Pras.g_01793	Prak.g_00761
OG0001101	Pras.g_01795	Prak.g_00764
OG0001102	Pras.g_01798	Prak.g_00767
OG0001103	Pras.g_01800	Prak.g_00769
OG0001104	Pras.g_01822	Prak.g_00792
OG0001105	Pras.g_01826	Prak.g_00796
OG0001106	Pras.g_01850	Prak.g_00964
OG0001107	Pras.g_01857	Prak.g_00971
OG0001108	Pras.g_01861	Prak.g_00975
OG0001109	Pras.g_01862	Prak.g_00976
OG0001110	Pras.g_01864	Prak.g_00978
OG0001111	Pras.g_01865	Prak.g_00979
OG0001112	Pras.g_01866	Prak.g_00980
OG0001113	Pras.g_01867	Prak.g_00981
OG0001114	Pras.g_01868	Prak.g_00982
OG0001115	Pras.g_01870	Prak.g_00984
OG0001116	Pras.g_01871	Prak.g_00985
OG0001117	Pras.g_01872	Prak.g_00986
OG0001118	Pras.g_01873	Prak.g_00987
OG0001119	Pras.g_01874	Prak.g_00988
OG0001120	Pras.g_01876	Prak.g_00990
OG0001122	Pras.g_01906	Prak.g_01010
OG0001123	Pras.g_01910	Prak.g_01016
OG0001124	Pras.g_01912	Prak.g_01018
OG0001125	Pras.g_01913	Prak.g_01020
OG0001126	Pras.g_01923	Prak.g_00931
OG0001127	Pras.g_01924	Prak.g_00930
OG0001128	Pras.g_01926	Prak.g_00928
OG0001129	Pras.g_01927	Prak.g_00927
OG0001130	Pras.g_01928	Prak.g_00926
OG0001131	Pras.g_01964	Prak.g_00383
OG0001132	Pras.g_01973	Prak.g_00712
OG0001133	Pras.g_00009	Prak.g_01328
OG0001134	Pras.g_00023	Prak.g_01550
OG0001135	Pras.g_00026	Prak.g_01553
OG0001136	Pras.g_00053	Prak.g_01175
OG0001137	Pras.g_00064	Prak.g_01163
OG0001138	Pras.g_00082	Prak.g_01142
OG0001139	Pras.g_00083	Prak.g_01140
OG0001140	Pras.g_00084	Prak.g_01139
OG0001141	Pras.g_00085	Prak.g_01138
OG0001142	Pras.g_00086	Prak.g_01137
OG0001143	Pras.g_00093	Prak.g_01130
OG0001144	Pras.g_00099	Prak.g_01125
OG0001145	Pras.g_00200	Prak.g_01269
OG0001146	Pras.g_00213	Prak.g_01281
OG0001147	Pras.g_00236	Prak.g_01301
OG0001148	Pras.g_00252	Prak.g_01331
OG0001149	Pras.g_00253	Prak.g_01332
OG0001150	Pras.g_00254	Prak.g_01333
OG0001151	Pras.g_00265	Prak.g_01344
OG0001152	Pras.g_00266	Prak.g_01345
OG0001153	Pras.g_00382	Prak.g_01423
OG0001154	Pras.g_00384	Prak.g_01424
OG0001155	Pras.g_00396, Pras.g_00397	Prak.g_01441
OG0001156	Pras.g_00400	Prak.g_01444
OG0001157	Pras.g_00401	Prak.g_01445
OG0001158	Pras.g_00402	Prak.g_01446
OG0001160	Pras.g_00428	Prak.g_01473
OG0001161	Pras.g_00441	Prak.g_01588
OG0001162	Pras.g_00452	Prak.g_01526
OG0001163	Pras.g_00542	Prak.g_01636
