Orthogroup	Pras	Syab
OG0000582	Pras.g_01484	Syab.g_01929
OG0000583	Pras.g_01485	Syab.g_01928
OG0000584	Pras.g_01486	Syab.g_01927
OG0000585	Pras.g_01488	Syab.g_01924
OG0000586	Pras.g_01489	Syab.g_01923
OG0000587	Pras.g_01490	Syab.g_01921
OG0000588	Pras.g_01494	Syab.g_01910
OG0000589	Pras.g_01497	Syab.g_01899
OG0000590	Pras.g_01498	Syab.g_01898
OG0000591	Pras.g_01501	Syab.g_01892
OG0000592	Pras.g_01502	Syab.g_01891
OG0000593	Pras.g_01508	Syab.g_01877
OG0000594	Pras.g_01509	Syab.g_01876
OG0000595	Pras.g_01510	Syab.g_01875
OG0000596	Pras.g_01514	Syab.g_01871
OG0000597	Pras.g_01516	Syab.g_01868
OG0000598	Pras.g_01517	Syab.g_01867
OG0000599	Pras.g_01520	Syab.g_01860
OG0000600	Pras.g_01521	Syab.g_01859
OG0000601	Pras.g_01522	Syab.g_01858
OG0000602	Pras.g_01524	Syab.g_01853
OG0000603	Pras.g_01525	Syab.g_01852
OG0000604	Pras.g_01526	Syab.g_01850
OG0000605	Pras.g_01527	Syab.g_01758
OG0000606	Pras.g_01530	Syab.g_01529
OG0000607	Pras.g_01533	Syab.g_01533
OG0000608	Pras.g_01534	Syab.g_01534
OG0000609	Pras.g_01535	Syab.g_01536
OG0000610	Pras.g_01540	Syab.g_01555
OG0000611	Pras.g_01543	Syab.g_01558
OG0000612	Pras.g_01544	Syab.g_01559
OG0000613	Pras.g_01549	Syab.g_00228
OG0000614	Pras.g_01568	Syab.g_01179
OG0000615	Pras.g_01576	Syab.g_01605
OG0000616	Pras.g_01580	Syab.g_02897
OG0000617	Pras.g_01612	Syab.g_01274
OG0000618	Pras.g_01613	Syab.g_01275
OG0000619	Pras.g_01614	Syab.g_01662
OG0000620	Pras.g_01617	Syab.g_01668
OG0000621	Pras.g_01618	Syab.g_01669
OG0000622	Pras.g_01619	Syab.g_01670
OG0000623	Pras.g_01620	Syab.g_01671
OG0000624	Pras.g_01621	Syab.g_01673
OG0000625	Pras.g_01622	Syab.g_01674
OG0000626	Pras.g_01623	Syab.g_01675
OG0000627	Pras.g_01624	Syab.g_01438
OG0000628	Pras.g_01625	Syab.g_01437
OG0000629	Pras.g_01626	Syab.g_01434
OG0000630	Pras.g_01629	Syab.g_01430
OG0000631	Pras.g_01692	Syab.g_01421
OG0000632	Pras.g_01693	Syab.g_01420
OG0000633	Pras.g_01694	Syab.g_01419
OG0000634	Pras.g_01697	Syab.g_01651
OG0000635	Pras.g_01698	Syab.g_01656
OG0000636	Pras.g_01700	Syab.g_01658
OG0000637	Pras.g_01702	Syab.g_01660
OG0000638	Pras.g_01703	Syab.g_01661
OG0000639	Pras.g_01704	Syab.g_01276
OG0000640	Pras.g_01705	Syab.g_01277
OG0000641	Pras.g_01709	Syab.g_01281
OG0000642	Pras.g_01710	Syab.g_01282
OG0000643	Pras.g_01711	Syab.g_01283
OG0000644	Pras.g_01712	Syab.g_01284
OG0000645	Pras.g_01713	Syab.g_01286
OG0000646	Pras.g_01715	Syab.g_01289
OG0000647	Pras.g_01716	Syab.g_01291
OG0000648	Pras.g_01718	Syab.g_01684
OG0000649	Pras.g_01719	Syab.g_01685
OG0000650	Pras.g_01720	Syab.g_01686
OG0000651	Pras.g_01721	Syab.g_01687
OG0000652	Pras.g_01722	Syab.g_01688
OG0000653	Pras.g_01724	Syab.g_01690
OG0000654	Pras.g_01725	Syab.g_01691
OG0000655	Pras.g_01726	Syab.g_01692
OG0000656	Pras.g_01729	Syab.g_01695
OG0000657	Pras.g_01736	Syab.g_01706
OG0000658	Pras.g_01737	Syab.g_01710
OG0000659	Pras.g_01738	Syab.g_01711
OG0000660	Pras.g_01742	Syab.g_01715
OG0000661	Pras.g_01744	Syab.g_01717
OG0000662	Pras.g_01746	Syab.g_01719
OG0000663	Pras.g_01748	Syab.g_01722
OG0000664	Pras.g_01749	Syab.g_01723
OG0000665	Pras.g_01753	Syab.g_01829
OG0000666	Pras.g_01754	Syab.g_01842
OG0000667	Pras.g_01758	Syab.g_01548
OG0000668	Pras.g_01788	Syab.g_01319
OG0000669	Pras.g_01792	Syab.g_01642
OG0000670	Pras.g_01794	Syab.g_02156
OG0000671	Pras.g_01796	Syab.g_01638
OG0000672	Pras.g_01799	Syab.g_01635
OG0000673	Pras.g_01802	Syab.g_01632
OG0000674	Pras.g_01804	Syab.g_01630
OG0000675	Pras.g_01805	Syab.g_01629
OG0000676	Pras.g_01807	Syab.g_01620
OG0000677	Pras.g_01808	Syab.g_01619
OG0000678	Pras.g_01810	Syab.g_01613
OG0000679	Pras.g_01814	Syab.g_01601
OG0000680	Pras.g_01815	Syab.g_01600
OG0000681	Pras.g_01818	Syab.g_01597
OG0000682	Pras.g_01819	Syab.g_01596
OG0000683	Pras.g_01820	Syab.g_01595
OG0000684	Pras.g_01821	Syab.g_01591
OG0000685	Pras.g_01823	Syab.g_01589
OG0000686	Pras.g_01824	Syab.g_01588
OG0000687	Pras.g_01825	Syab.g_01586
OG0000688	Pras.g_01828	Syab.g_01576
OG0000689	Pras.g_01829	Syab.g_01574
OG0000690	Pras.g_01830	Syab.g_01573
OG0000691	Pras.g_01831	Syab.g_01572
OG0000692	Pras.g_01833	Syab.g_01571
OG0000693	Pras.g_01834	Syab.g_01569
OG0000694	Pras.g_01835	Syab.g_01568
OG0000695	Pras.g_01837	Syab.g_01417
OG0000696	Pras.g_01838	Syab.g_01416
OG0000697	Pras.g_01839	Syab.g_01415
OG0000698	Pras.g_01842	Syab.g_01412
OG0000699	Pras.g_01843	Syab.g_01411
OG0000700	Pras.g_01844	Syab.g_01410
OG0000701	Pras.g_01845	Syab.g_01409
OG0000702	Pras.g_01847	Syab.g_01401
OG0000703	Pras.g_01848	Syab.g_01400
OG0000704	Pras.g_01849	Syab.g_01398
OG0000705	Pras.g_01853	Syab.g_01391
OG0000706	Pras.g_01854	Syab.g_01390
OG0000707	Pras.g_01855	Syab.g_01389
OG0000708	Pras.g_01856	Syab.g_01386
OG0000709	Pras.g_01860	Syab.g_01378
OG0000710	Pras.g_01863	Syab.g_01367
OG0000711	Pras.g_01881	Syab.g_01340
OG0000712	Pras.g_01883	Syab.g_01338
OG0000713	Pras.g_01884	Syab.g_01337
OG0000714	Pras.g_01885	Syab.g_01334
OG0000715	Pras.g_01887	Syab.g_01332
OG0000716	Pras.g_01889	Syab.g_01328
OG0000717	Pras.g_01890	Syab.g_01327
OG0000718	Pras.g_01903	Syab.g_01323
OG0000719	Pras.g_01905	Syab.g_01321
OG0000720	Pras.g_01914	Syab.g_01307
OG0000721	Pras.g_01916	Syab.g_01305
OG0000722	Pras.g_01917	Syab.g_01304
OG0000723	Pras.g_01920	Syab.g_01678
OG0000724	Pras.g_01929	Syab.g_01223
OG0000725	Pras.g_01935	Syab.g_01207
OG0000726	Pras.g_01936	Syab.g_01206
OG0000727	Pras.g_01937	Syab.g_01205
OG0000728	Pras.g_01939	Syab.g_01203
OG0000729	Pras.g_01984	Syab.g_00097
OG0000730	Pras.g_01988	Syab.g_00521
OG0000731	Pras.g_01992	Syab.g_00531
OG0000732	Pras.g_00003	Syab.g_00055
OG0000733	Pras.g_00024	Syab.g_02798
OG0000734	Pras.g_00041	Syab.g_02508
OG0000735	Pras.g_00043	Syab.g_00942
OG0000736	Pras.g_00044	Syab.g_00943
OG0000737	Pras.g_00045	Syab.g_00944
OG0000738	Pras.g_00049	Syab.g_00949
OG0000739	Pras.g_00050	Syab.g_00961
OG0000740	Pras.g_00051	Syab.g_00962
OG0000741	Pras.g_00052	Syab.g_00965
OG0000742	Pras.g_00055	Syab.g_00968
OG0000743	Pras.g_00057	Syab.g_00970
OG0000744	Pras.g_00058	Syab.g_00971
OG0000745	Pras.g_00059	Syab.g_00973
OG0000746	Pras.g_00061	Syab.g_00975
OG0000747	Pras.g_00062	Syab.g_00976
OG0000748	Pras.g_00065	Syab.g_00991
OG0000749	Pras.g_00066	Syab.g_00992
OG0000750	Pras.g_00067	Syab.g_00993
OG0000751	Pras.g_00069	Syab.g_01002
OG0000752	Pras.g_00071	Syab.g_01004
OG0000753	Pras.g_00074	Syab.g_01007
OG0000754	Pras.g_00077	Syab.g_01012
OG0000755	Pras.g_00080	Syab.g_01021
OG0000756	Pras.g_00081	Syab.g_01022
OG0000757	Pras.g_00087	Syab.g_01029
OG0000758	Pras.g_00088	Syab.g_01030
OG0000759	Pras.g_00089	Syab.g_01031
OG0000760	Pras.g_00090	Syab.g_01032
OG0000761	Pras.g_00091	Syab.g_01034
OG0000762	Pras.g_00092	Syab.g_01036
OG0000763	Pras.g_00094	Syab.g_01038
OG0000764	Pras.g_00095	Syab.g_01039
OG0000765	Pras.g_00105	Syab.g_01154
OG0000766	Pras.g_00106	Syab.g_01153
OG0000767	Pras.g_00108	Syab.g_01151
OG0000768	Pras.g_00109	Syab.g_01150
OG0000769	Pras.g_00111	Syab.g_01148
OG0000770	Pras.g_00113	Syab.g_01145
OG0000771	Pras.g_00122	Syab.g_01229
OG0000772	Pras.g_00178	Syab.g_00957
OG0000773	Pras.g_00199	Syab.g_00931
OG0000774	Pras.g_00201	Syab.g_00924
OG0000775	Pras.g_00204	Syab.g_00922
OG0000776	Pras.g_00205	Syab.g_00921
OG0000777	Pras.g_00206	Syab.g_00920
OG0000778	Pras.g_00207	Syab.g_00919
OG0000779	Pras.g_00211	Syab.g_00913
OG0000780	Pras.g_00212	Syab.g_00908
OG0000781	Pras.g_00214	Syab.g_00904
OG0000782	Pras.g_00216	Syab.g_00903
OG0000783	Pras.g_00217	Syab.g_00902
OG0000784	Pras.g_00218	Syab.g_00901
OG0000785	Pras.g_00220	Syab.g_00899
OG0000786	Pras.g_00223	Syab.g_00895
OG0000787	Pras.g_00224	Syab.g_00894
OG0000788	Pras.g_00237	Syab.g_01857
OG0000789	Pras.g_00240	Syab.g_01835
OG0000790	Pras.g_00255	Syab.g_02082
OG0000791	Pras.g_00257	Syab.g_02080
OG0000792	Pras.g_00258	Syab.g_02079
OG0000793	Pras.g_00261	Syab.g_02074
OG0000794	Pras.g_00262	Syab.g_02073
OG0000795	Pras.g_00263	Syab.g_02072
OG0000796	Pras.g_00267	Syab.g_02068
OG0000797	Pras.g_00268	Syab.g_02067
OG0000798	Pras.g_00286	Syab.g_00298
OG0000799	Pras.g_00332	Syab.g_00826
OG0000800	Pras.g_00333	Syab.g_00821
OG0000801	Pras.g_00334	Syab.g_00820
OG0000802	Pras.g_00336	Syab.g_00816
OG0000803	Pras.g_00338	Syab.g_00806
OG0000804	Pras.g_00339	Syab.g_00802
OG0000805	Pras.g_00341	Syab.g_00792
OG0000806	Pras.g_00343	Syab.g_00790
OG0000807	Pras.g_00344	Syab.g_00788
OG0000808	Pras.g_00345	Syab.g_00783
OG0000809	Pras.g_00348	Syab.g_00780
OG0000810	Pras.g_00349	Syab.g_00779
OG0000811	Pras.g_00353	Syab.g_00770
OG0000812	Pras.g_00355	Syab.g_00768
OG0000813	Pras.g_00356	Syab.g_00767
OG0000814	Pras.g_00358	Syab.g_00765
OG0000815	Pras.g_00359	Syab.g_00760
OG0000816	Pras.g_00361	Syab.g_00758
OG0000817	Pras.g_00362	Syab.g_00757
OG0000818	Pras.g_00367	Syab.g_00751
OG0000819	Pras.g_00368	Syab.g_00750
OG0000820	Pras.g_00369	Syab.g_00749
OG0000821	Pras.g_00373	Syab.g_00743
OG0000822	Pras.g_00374	Syab.g_00741
OG0000823	Pras.g_00375	Syab.g_00740
OG0000824	Pras.g_00378	Syab.g_00735
OG0000825	Pras.g_00379	Syab.g_00734
OG0000826	Pras.g_00380	Syab.g_00733
OG0000827	Pras.g_00381	Syab.g_00732
OG0000828	Pras.g_00385	Syab.g_00729
OG0000829	Pras.g_00386	Syab.g_00728
OG0000830	Pras.g_00387	Syab.g_00727
OG0000831	Pras.g_00389	Syab.g_00725
OG0000832	Pras.g_00395	Syab.g_02169
OG0000833	Pras.g_00405	Syab.g_02178
OG0000834	Pras.g_00406	Syab.g_02181
OG0000835	Pras.g_00407	Syab.g_02182
OG0000836	Pras.g_00408	Syab.g_02185
OG0000837	Pras.g_00409	Syab.g_02186
OG0000838	Pras.g_00411	Syab.g_02190
OG0000839	Pras.g_00412	Syab.g_02191
OG0000840	Pras.g_00413	Syab.g_02192
OG0000841	Pras.g_00414	Syab.g_02193
OG0000842	Pras.g_00415	Syab.g_02194
OG0000843	Pras.g_00416	Syab.g_02195
OG0000844	Pras.g_00417	Syab.g_02197
OG0000845	Pras.g_00418	Syab.g_02198
OG0000846	Pras.g_00419	Syab.g_02199
OG0000847	Pras.g_00420	Syab.g_02200
OG0000848	Pras.g_00421	Syab.g_02202
OG0000849	Pras.g_00422	Syab.g_02203
OG0000850	Pras.g_00424	Syab.g_02212
OG0000851	Pras.g_00425	Syab.g_02226
OG0000852	Pras.g_00426	Syab.g_02227
OG0000853	Pras.g_00430	Syab.g_02233
OG0000854	Pras.g_00432	Syab.g_02235
OG0000855	Pras.g_00433	Syab.g_02236
OG0000856	Pras.g_00448	Syab.g_01889
OG0000857	Pras.g_00473	Syab.g_01290
OG0000858	Pras.g_00544	Syab.g_02244
OG0000859	Pras.g_00545	Syab.g_02245
OG0000860	Pras.g_00552	Syab.g_02258
OG0000861	Pras.g_00553	Syab.g_02259
OG0000862	Pras.g_00554	Syab.g_02261
OG0000863	Pras.g_00556	Syab.g_02265
OG0000864	Pras.g_00557	Syab.g_02266
OG0000865	Pras.g_00558	Syab.g_02267
OG0000866	Pras.g_00559	Syab.g_02268
OG0000867	Pras.g_00560	Syab.g_02269
OG0000868	Pras.g_00561	Syab.g_02287
OG0000869	Pras.g_00565	Syab.g_02292
OG0000870	Pras.g_00570	Syab.g_02297
OG0000871	Pras.g_00571	Syab.g_02298
OG0000872	Pras.g_00572	Syab.g_02305
OG0000873	Pras.g_00575	Syab.g_02308
OG0000874	Pras.g_00578	Syab.g_02311
OG0000875	Pras.g_00579	Syab.g_02313
OG0000876	Pras.g_00580	Syab.g_02315
OG0000877	Pras.g_00582	Syab.g_02317
OG0000878	Pras.g_00583	Syab.g_02318
OG0000879	Pras.g_00584	Syab.g_02319
OG0000880	Pras.g_00585	Syab.g_02320
OG0000881	Pras.g_00589	Syab.g_02325
OG0000882	Pras.g_00594	Syab.g_02330
OG0000883	Pras.g_00596	Syab.g_02332
OG0000884	Pras.g_00598	Syab.g_02334
OG0000885	Pras.g_00599	Syab.g_02335
OG0000886	Pras.g_00600	Syab.g_02336
OG0000887	Pras.g_00601	Syab.g_02338
OG0000888	Pras.g_00603	Syab.g_02340
OG0000889	Pras.g_00605	Syab.g_02342
OG0000890	Pras.g_00606	Syab.g_02348
OG0000891	Pras.g_00607	Syab.g_02349
OG0000892	Pras.g_00609	Syab.g_02353
OG0000893	Pras.g_00613	Syab.g_00366
OG0000894	Pras.g_00615	Syab.g_00369
OG0000895	Pras.g_00618	Syab.g_00373
OG0000896	Pras.g_00619	Syab.g_00374
OG0000897	Pras.g_00621	Syab.g_00376
OG0000898	Pras.g_00622	Syab.g_00377
OG0000899	Pras.g_00623	Syab.g_00378
OG0000900	Pras.g_00624	Syab.g_00379
OG0000901	Pras.g_00627	Syab.g_00384
OG0000902	Pras.g_00629	Syab.g_00386
OG0000903	Pras.g_00632	Syab.g_00399
OG0000904	Pras.g_00634	Syab.g_00395
OG0000905	Pras.g_00639	Syab.g_00390
OG0000906	Pras.g_00640	Syab.g_00388
OG0000907	Pras.g_00645	Syab.g_00401
OG0000908	Pras.g_00648	Syab.g_00404
OG0000909	Pras.g_00649	Syab.g_00405
OG0000910	Pras.g_00650	Syab.g_00406
OG0000911	Pras.g_00652	Syab.g_00408
OG0000912	Pras.g_00653	Syab.g_00409
OG0000913	Pras.g_00654	Syab.g_00410
OG0000914	Pras.g_00655	Syab.g_00411
OG0000915	Pras.g_00656	Syab.g_00412
OG0000916	Pras.g_00657	Syab.g_00413
OG0000917	Pras.g_00658	Syab.g_00414
OG0000918	Pras.g_00659	Syab.g_00415
OG0000919	Pras.g_00660	Syab.g_00416
OG0000920	Pras.g_00661	Syab.g_00417
OG0000921	Pras.g_00662	Syab.g_00418
OG0000922	Pras.g_00663	Syab.g_00419
OG0000923	Pras.g_00667	Syab.g_00423
OG0000924	Pras.g_00668	Syab.g_00424
OG0000925	Pras.g_00669	Syab.g_00425
OG0000926	Pras.g_00670	Syab.g_00426
OG0000927	Pras.g_00672	Syab.g_00428
OG0000928	Pras.g_00673	Syab.g_00429
OG0000929	Pras.g_00674	Syab.g_00430
OG0000930	Pras.g_00675	Syab.g_00431
OG0000931	Pras.g_00676	Syab.g_00432
OG0000932	Pras.g_00677	Syab.g_00433
OG0000933	Pras.g_00681	Syab.g_00439
OG0000934	Pras.g_00683	Syab.g_00441
OG0000935	Pras.g_00684	Syab.g_00442
OG0000936	Pras.g_00685	Syab.g_00443
OG0000937	Pras.g_00686	Syab.g_00444
OG0000938	Pras.g_00688	Syab.g_00447
OG0000939	Pras.g_00689	Syab.g_00448
OG0000940	Pras.g_00696	Syab.g_00456
OG0000941	Pras.g_00698	Syab.g_00458
OG0000942	Pras.g_00700	Syab.g_00460
OG0000943	Pras.g_00701	Syab.g_00461
OG0000944	Pras.g_00702	Syab.g_00463
OG0000945	Pras.g_00703	Syab.g_00466
OG0000946	Pras.g_00707	Syab.g_00473
OG0000947	Pras.g_00709	Syab.g_00476
OG0000948	Pras.g_00710	Syab.g_00477
OG0000949	Pras.g_00713	Syab.g_00212
OG0000950	Pras.g_00718	Syab.g_00204
OG0000951	Pras.g_00722	Syab.g_00199
OG0000952	Pras.g_00726	Syab.g_00191
OG0000953	Pras.g_00729	Syab.g_00134
OG0000954	Pras.g_00733	Syab.g_00129
OG0000955	Pras.g_00734	Syab.g_00128
OG0000956	Pras.g_00736	Syab.g_00126
OG0000957	Pras.g_00741	Syab.g_00115
OG0000958	Pras.g_00742	Syab.g_00114
OG0000959	Pras.g_00746	Syab.g_00110
OG0000960	Pras.g_00747	Syab.g_00109
OG0000961	Pras.g_00749	Syab.g_00100
OG0000962	Pras.g_00751	Syab.g_00098
OG0000963	Pras.g_00755	Syab.g_00093
OG0000964	Pras.g_00756	Syab.g_00092
OG0000965	Pras.g_00757	Syab.g_00091
OG0000966	Pras.g_00765	Syab.g_00082
OG0000967	Pras.g_00770	Syab.g_00078
OG0000968	Pras.g_00772	Syab.g_00075
OG0000969	Pras.g_00773	Syab.g_00073
OG0000970	Pras.g_00774	Syab.g_00072
OG0000971	Pras.g_00775	Syab.g_00070
OG0000972	Pras.g_00776	Syab.g_00069
OG0000973	Pras.g_00777	Syab.g_00068
OG0000974	Pras.g_00778	Syab.g_00067
OG0000975	Pras.g_00779	Syab.g_00066
OG0000976	Pras.g_00780	Syab.g_00065
OG0000977	Pras.g_00781	Syab.g_00063
OG0000978	Pras.g_00782	Syab.g_00062
OG0000979	Pras.g_00785	Syab.g_00059
OG0000980	Pras.g_00787	Syab.g_00056
OG0000981	Pras.g_00789	Syab.g_00053
OG0000982	Pras.g_00791	Syab.g_02756
OG0000983	Pras.g_00792	Syab.g_02757
OG0000984	Pras.g_00793	Syab.g_02758
OG0000985	Pras.g_00796	Syab.g_02762
OG0000986	Pras.g_00798	Syab.g_02764
OG0000987	Pras.g_00799	Syab.g_02768
OG0000988	Pras.g_00802	Syab.g_02774
OG0000989	Pras.g_00805	Syab.g_02792
OG0000990	Pras.g_00808	Syab.g_02811
OG0000991	Pras.g_00809	Syab.g_02818
OG0000992	Pras.g_00812	Syab.g_02821
OG0000993	Pras.g_00813	Syab.g_02822
OG0000994	Pras.g_00814	Syab.g_02826
OG0000995	Pras.g_00818	Syab.g_02835
OG0000996	Pras.g_00819	Syab.g_02866
OG0000997	Pras.g_00820	Syab.g_02875
OG0000998	Pras.g_00822	Syab.g_02877
OG0000999	Pras.g_00823	Syab.g_02878
OG0001000	Pras.g_00826	Syab.g_02881
OG0001001	Pras.g_00828	Syab.g_02888
OG0001002	Pras.g_00832	Syab.g_02900
OG0001003	Pras.g_00834	Syab.g_02902
OG0001004	Pras.g_00835	Syab.g_02903
OG0001005	Pras.g_00836	Syab.g_02905
OG0001006	Pras.g_00840	Syab.g_02912
OG0001007	Pras.g_00842	Syab.g_02914
OG0001008	Pras.g_01315	Syab.g_00584
OG0001009	Pras.g_00869	Syab.g_00033
OG0001010	Pras.g_00870	Syab.g_00034
OG0001011	Pras.g_00871	Syab.g_00035
OG0001012	Pras.g_00896	Syab.g_02752
OG0001013	Pras.g_00901	Syab.g_02716
OG0001014	Pras.g_00904	Syab.g_02712
OG0001015	Pras.g_00905	Syab.g_02711
OG0001016	Pras.g_00924	Syab.g_02439
OG0001017	Pras.g_00928	Syab.g_02445
OG0001018	Pras.g_00931	Syab.g_02447
OG0001019	Pras.g_00940	Syab.g_02469
OG0001020	Pras.g_00941	Syab.g_02477
OG0001021	Pras.g_00942	Syab.g_02481
OG0001022	Pras.g_00945	Syab.g_02485
OG0001023	Pras.g_00946	Syab.g_02486
OG0001024	Pras.g_00949	Syab.g_02490
OG0001025	Pras.g_00955	Syab.g_02497
OG0001026	Pras.g_00962	Syab.g_02510
OG0001027	Pras.g_00963	Syab.g_02515
OG0001028	Pras.g_00965	Syab.g_02517
OG0001029	Pras.g_00966	Syab.g_02519
OG0001030	Pras.g_00981	Syab.g_02540
OG0001031	Pras.g_01037	Syab.g_02615
OG0001032	Pras.g_01038	Syab.g_02617
OG0001033	Pras.g_01060	Syab.g_02675
OG0001034	Pras.g_01088	Syab.g_02370
OG0001035	Pras.g_01106	Syab.g_00335
OG0001036	Pras.g_01111	Syab.g_00327
OG0001037	Pras.g_01112	Syab.g_00325
OG0001038	Pras.g_01130	Syab.g_00297
OG0001039	Pras.g_01133	Syab.g_00294
OG0001040	Pras.g_01135	Syab.g_00291
OG0001041	Pras.g_01139	Syab.g_00286
OG0001042	Pras.g_01156	Syab.g_00254
OG0001043	Pras.g_01157	Syab.g_00250
OG0001044	Pras.g_01186	Syab.g_00522
OG0001045	Pras.g_01195	Syab.g_00534
OG0001046	Pras.g_01232	Syab.g_01352
OG0001047	Pras.g_01317	Syab.g_00586
OG0001048	Pras.g_01318	Syab.g_00587
OG0001049	Pras.g_01320	Syab.g_00590
OG0001050	Pras.g_01321	Syab.g_00591
OG0001051	Pras.g_01322	Syab.g_00592
OG0001052	Pras.g_01349	Syab.g_00693
OG0001053	Pras.g_01361	Syab.g_02099
OG0001054	Pras.g_01376	Syab.g_02118
OG0001055	Pras.g_01395	Syab.g_02139
OG0001056	Pras.g_01413	Syab.g_02036
OG0001057	Pras.g_01418	Syab.g_00882
OG0001058	Pras.g_01426	Syab.g_02014
OG0001059	Pras.g_01430	Syab.g_02010
OG0001060	Pras.g_01437	Syab.g_02003
OG0001061	Pras.g_01450	Syab.g_01985
OG0001062	Pras.g_01452	Syab.g_01983
OG0001063	Pras.g_01454	Syab.g_01979
OG0001064	Pras.g_01455	Syab.g_01978
OG0001065	Pras.g_01456	Syab.g_01976
OG0001066	Pras.g_01457	Syab.g_01975
OG0001067	Pras.g_01459	Syab.g_01974
OG0001068	Pras.g_01460	Syab.g_01973
OG0001069	Pras.g_01461	Syab.g_01972
OG0001070	Pras.g_01464	Syab.g_01968
OG0001071	Pras.g_01465	Syab.g_01967
OG0001072	Pras.g_01466	Syab.g_01962
OG0001073	Pras.g_01480	Syab.g_01947
OG0001074	Pras.g_01491	Syab.g_01815
OG0001075	Pras.g_01492	Syab.g_01919
OG0001076	Pras.g_01500	Syab.g_01897
OG0001077	Pras.g_01504	Syab.g_01887
OG0001079	Pras.g_01523	Syab.g_01856
OG0001080	Pras.g_01529	Syab.g_01756
OG0001081	Pras.g_01531	Syab.g_01530
OG0001082	Pras.g_01532	Syab.g_01531
OG0001083	Pras.g_01537	Syab.g_01540
OG0001084	Pras.g_01538	Syab.g_01543
OG0001085	Pras.g_01546	Syab.g_01563
OG0001086	Pras.g_01547	Syab.g_01565
OG0001087	Pras.g_01564	Syab.g_01167
OG0001088	Pras.g_01565	Syab.g_01170
OG0001089	Pras.g_01573	Syab.g_01198
OG0001090	Pras.g_01607	Syab.g_01267
OG0001091	Pras.g_01609	Syab.g_01270
OG0001092	Pras.g_01610	Syab.g_01272
OG0001093	Pras.g_01615	Syab.g_01664
OG0001094	Pras.g_01695	Syab.g_01567
OG0001095	Pras.g_01714	Syab.g_01287
OG0001096	Pras.g_01727	Syab.g_01693
OG0001097	Pras.g_01745	Syab.g_01718
OG0001098	Pras.g_01760	Syab.g_01497
OG0001099	Pras.g_01791	Syab.g_02518
OG0001100	Pras.g_01793	Syab.g_01640
OG0001101	Pras.g_01795	Syab.g_01639
OG0001102	Pras.g_01798	Syab.g_01636
OG0001103	Pras.g_01800	Syab.g_01634
OG0001104	Pras.g_01822	Syab.g_01590
OG0001105	Pras.g_01826	Syab.g_01585
OG0001106	Pras.g_01850	Syab.g_01397
OG0001107	Pras.g_01857	Syab.g_01385
OG0001108	Pras.g_01861	Syab.g_01377
OG0001109	Pras.g_01862	Syab.g_01368
OG0001110	Pras.g_01864	Syab.g_01366
OG0001111	Pras.g_01865	Syab.g_01364
OG0001112	Pras.g_01866	Syab.g_01362
OG0001113	Pras.g_01867	Syab.g_01593
OG0001114	Pras.g_01868	Syab.g_01361
OG0001115	Pras.g_01870	Syab.g_01357
OG0001116	Pras.g_01871	Syab.g_01355
OG0001117	Pras.g_01872	Syab.g_01354
OG0001118	Pras.g_01873	Syab.g_01353
OG0001119	Pras.g_01874	Syab.g_01351
OG0001120	Pras.g_01876	Syab.g_01347
OG0001121	Pras.g_00021, Pras.g_01880	Syab.g_02159
OG0001122	Pras.g_01906	Syab.g_01320
OG0001123	Pras.g_01910	Syab.g_01312
OG0001124	Pras.g_01912	Syab.g_01310
OG0001125	Pras.g_01913	Syab.g_01308
OG0001126	Pras.g_01923	Syab.g_01231
OG0001127	Pras.g_01924	Syab.g_01230
OG0001128	Pras.g_01926	Syab.g_01227
OG0001129	Pras.g_01927	Syab.g_01225
OG0001130	Pras.g_01928	Syab.g_01224
OG0001131	Pras.g_01964	Syab.g_01609
OG0001132	Pras.g_01973	Syab.g_01790
OG0001133	Pras.g_00009	Syab.g_01895
OG0001134	Pras.g_00023	Syab.g_01748
OG0001136	Pras.g_00053	Syab.g_00966
OG0001137	Pras.g_00064	Syab.g_00990
OG0001138	Pras.g_00082	Syab.g_01023
OG0001139	Pras.g_00083	Syab.g_01025
OG0001140	Pras.g_00084	Syab.g_01026
OG0001141	Pras.g_00085	Syab.g_01027
OG0001142	Pras.g_00086	Syab.g_01028
OG0001143	Pras.g_00093	Syab.g_01037
OG0001144	Pras.g_00099	Syab.g_01052
OG0001145	Pras.g_00200	Syab.g_00928
OG0001146	Pras.g_00213	Syab.g_00907
OG0001147	Pras.g_00236	Syab.g_00716
OG0001148	Pras.g_00252	Syab.g_02085
OG0001149	Pras.g_00253	Syab.g_02084
OG0001150	Pras.g_00254	Syab.g_02083
OG0001151	Pras.g_00265	Syab.g_02070
OG0001152	Pras.g_00266	Syab.g_02069
OG0001153	Pras.g_00382	Syab.g_00731
OG0001154	Pras.g_00384	Syab.g_00730
OG0001155	Pras.g_00396, Pras.g_00397	Syab.g_02171
OG0001156	Pras.g_00400	Syab.g_02174
OG0001157	Pras.g_00401	Syab.g_02175
OG0001158	Pras.g_00402	Syab.g_02176
OG0001160	Pras.g_00428	Syab.g_02231
OG0001161	Pras.g_00441	Syab.g_02797
OG0001162	Pras.g_00452	Syab.g_00893
OG0001163	Pras.g_00542	Syab.g_02241
OG0001164	Pras.g_00546	Syab.g_02247
OG0001165	Pras.g_00549	Syab.g_02252
