Orthogroup	Pras	Prbf
OG0000557	Pras.g_01422	Prbf.g_01826
OG0000558	Pras.g_01424	Prbf.g_01828
OG0000559	Pras.g_01428	Prbf.g_01832
OG0000560	Pras.g_01431	Prbf.g_01835
OG0000561	Pras.g_01432	Prbf.g_01836
OG0000562	Pras.g_01433	Prbf.g_01837
OG0000563	Pras.g_01434	Prbf.g_01838
OG0000564	Pras.g_01435	Prbf.g_01839
OG0000565	Pras.g_01438	Prbf.g_01841
OG0000566	Pras.g_01440	Prbf.g_01845
OG0000567	Pras.g_01444	Prbf.g_01849
OG0000568	Pras.g_01445	Prbf.g_01850
OG0000569	Pras.g_01446	Prbf.g_01851
OG0000570	Pras.g_01447	Prbf.g_01852
OG0000571	Pras.g_01449	Prbf.g_01854
OG0000572	Pras.g_01463	Prbf.g_01868
OG0000573	Pras.g_01468	Prbf.g_01874
OG0000574	Pras.g_01469	Prbf.g_01875
OG0000575	Pras.g_01473	Prbf.g_01879
OG0000576	Pras.g_01475	Prbf.g_01881
OG0000577	Pras.g_01476	Prbf.g_01882
OG0000578	Pras.g_01477	Prbf.g_01883
OG0000579	Pras.g_01478	Prbf.g_01884
OG0000580	Pras.g_01479	Prbf.g_01885
OG0000581	Pras.g_01481	Prbf.g_01888
OG0000582	Pras.g_01484	Prbf.g_01891
OG0000583	Pras.g_01485	Prbf.g_01892
OG0000584	Pras.g_01486	Prbf.g_01893
OG0000585	Pras.g_01488	Prbf.g_01895
OG0000586	Pras.g_01489	Prbf.g_01896
OG0000587	Pras.g_01490	Prbf.g_01897
OG0000588	Pras.g_01494	Prbf.g_01901
OG0000589	Pras.g_01497	Prbf.g_01903
OG0000590	Pras.g_01498	Prbf.g_01904
OG0000591	Pras.g_01501	Prbf.g_01908
OG0000592	Pras.g_01502	Prbf.g_01909
OG0000593	Pras.g_01508	Prbf.g_00979
OG0000594	Pras.g_01509	Prbf.g_00980
OG0000595	Pras.g_01510	Prbf.g_00981
OG0000596	Pras.g_01514	Prbf.g_00985
OG0000597	Pras.g_01516	Prbf.g_00988
OG0000598	Pras.g_01517	Prbf.g_00989
OG0000599	Pras.g_01520	Prbf.g_00992
OG0000600	Pras.g_01521	Prbf.g_00993
OG0000601	Pras.g_01522	Prbf.g_00994
OG0000602	Pras.g_01524	Prbf.g_00996
OG0000603	Pras.g_01525	Prbf.g_00997
OG0000604	Pras.g_01526	Prbf.g_00998
OG0000605	Pras.g_01527	Prbf.g_00999
OG0000606	Pras.g_01530	Prbf.g_01002
OG0000607	Pras.g_01533	Prbf.g_01005
OG0000608	Pras.g_01534	Prbf.g_01006
OG0000609	Pras.g_01535	Prbf.g_01007
OG0000610	Pras.g_01540	Prbf.g_01013
OG0000611	Pras.g_01543	Prbf.g_01016
OG0000612	Pras.g_01544	Prbf.g_01017
OG0000613	Pras.g_01549	Prbf.g_01290
OG0000614	Pras.g_01568	Prbf.g_01269
OG0000615	Pras.g_01576	Prbf.g_01258
OG0000616	Pras.g_01580	Prbf.g_00404
OG0000617	Pras.g_01612	Prbf.g_01033
OG0000618	Pras.g_01613	Prbf.g_01034
OG0000619	Pras.g_01614	Prbf.g_01035
OG0000620	Pras.g_01617	Prbf.g_01038
OG0000621	Pras.g_01618	Prbf.g_01039
OG0000622	Pras.g_01619	Prbf.g_01040
OG0000623	Pras.g_01620	Prbf.g_01041
OG0000624	Pras.g_01621	Prbf.g_01043
OG0000625	Pras.g_01622	Prbf.g_01044
OG0000626	Pras.g_01623	Prbf.g_01045
OG0000627	Pras.g_01624	Prbf.g_01046
OG0000628	Pras.g_01625	Prbf.g_01047
OG0000629	Pras.g_01626	Prbf.g_01048
OG0000630	Pras.g_01629	Prbf.g_01051
OG0000631	Pras.g_01692	Prbf.g_01144
OG0000632	Pras.g_01693	Prbf.g_01143
OG0000633	Pras.g_01694	Prbf.g_01142
OG0000634	Pras.g_01697	Prbf.g_01249
OG0000635	Pras.g_01698	Prbf.g_01248
OG0000636	Pras.g_01700	Prbf.g_01246
OG0000637	Pras.g_01702	Prbf.g_01244
OG0000638	Pras.g_01703	Prbf.g_01243
OG0000639	Pras.g_01704	Prbf.g_01242
OG0000640	Pras.g_01705	Prbf.g_01241
OG0000641	Pras.g_01709	Prbf.g_01237
OG0000642	Pras.g_01710	Prbf.g_01236
OG0000643	Pras.g_01711	Prbf.g_01235
OG0000644	Pras.g_01712	Prbf.g_01234
OG0000645	Pras.g_01713	Prbf.g_01233
OG0000646	Pras.g_01715	Prbf.g_01231
OG0000647	Pras.g_01716	Prbf.g_01229
OG0000648	Pras.g_01718	Prbf.g_01227
OG0000649	Pras.g_01719	Prbf.g_01226
OG0000650	Pras.g_01720	Prbf.g_01225
OG0000651	Pras.g_01721	Prbf.g_01224
OG0000652	Pras.g_01722	Prbf.g_01223
OG0000653	Pras.g_01724	Prbf.g_01221
OG0000654	Pras.g_01725	Prbf.g_01220
OG0000655	Pras.g_01726	Prbf.g_01219
OG0000656	Pras.g_01729	Prbf.g_01216
OG0000657	Pras.g_01736	Prbf.g_01208
OG0000658	Pras.g_01737	Prbf.g_01206
OG0000659	Pras.g_01738	Prbf.g_01205
OG0000660	Pras.g_01742	Prbf.g_01201
OG0000661	Pras.g_01744	Prbf.g_01199
OG0000662	Pras.g_01746	Prbf.g_01197
OG0000663	Pras.g_01748	Prbf.g_01195
OG0000664	Pras.g_01749	Prbf.g_01194
OG0000665	Pras.g_01753	Prbf.g_01188
OG0000666	Pras.g_01754	Prbf.g_01187
OG0000667	Pras.g_01758	Prbf.g_01183
OG0000668	Pras.g_01788	Prbf.g_00838
OG0000669	Pras.g_01792	Prbf.g_01331
OG0000670	Pras.g_01794	Prbf.g_01328
OG0000671	Pras.g_01796	Prbf.g_01325
OG0000672	Pras.g_01799	Prbf.g_01322
OG0000673	Pras.g_01802	Prbf.g_01319
OG0000674	Pras.g_01804	Prbf.g_01317
OG0000675	Pras.g_01805	Prbf.g_01316
OG0000676	Pras.g_01807	Prbf.g_01314
OG0000677	Pras.g_01808	Prbf.g_01313
OG0000678	Pras.g_01810	Prbf.g_01311
OG0000679	Pras.g_01814	Prbf.g_01307
OG0000680	Pras.g_01815	Prbf.g_01306
OG0000681	Pras.g_01818	Prbf.g_01303
OG0000682	Pras.g_01819	Prbf.g_01302
OG0000683	Pras.g_01820	Prbf.g_01301
OG0000684	Pras.g_01821	Prbf.g_01299
OG0000685	Pras.g_01823	Prbf.g_01297
OG0000686	Pras.g_01824	Prbf.g_01296
OG0000687	Pras.g_01825	Prbf.g_01295
OG0000688	Pras.g_01828	Prbf.g_01021
OG0000689	Pras.g_01829	Prbf.g_01022
OG0000690	Pras.g_01830	Prbf.g_01023
OG0000691	Pras.g_01831	Prbf.g_01024
OG0000692	Pras.g_01833	Prbf.g_01026
OG0000693	Pras.g_01834	Prbf.g_01027
OG0000694	Pras.g_01835	Prbf.g_01028
OG0000695	Pras.g_01837	Prbf.g_01140
OG0000696	Pras.g_01838	Prbf.g_01139
OG0000697	Pras.g_01839	Prbf.g_01138
OG0000698	Pras.g_01842	Prbf.g_01135
OG0000699	Pras.g_01843	Prbf.g_01134
OG0000700	Pras.g_01844	Prbf.g_01133
OG0000701	Pras.g_01845	Prbf.g_01132
OG0000702	Pras.g_01847	Prbf.g_01130
OG0000703	Pras.g_01848	Prbf.g_01129
OG0000704	Pras.g_01849	Prbf.g_01127
OG0000705	Pras.g_01853	Prbf.g_01124
OG0000706	Pras.g_01854	Prbf.g_01123
OG0000707	Pras.g_01855	Prbf.g_01122
OG0000708	Pras.g_01856	Prbf.g_01120
OG0000709	Pras.g_01860	Prbf.g_01116
OG0000710	Pras.g_01863	Prbf.g_01113
OG0000711	Pras.g_01881	Prbf.g_01095
OG0000712	Pras.g_01883	Prbf.g_01094
OG0000713	Pras.g_01884	Prbf.g_01093
OG0000714	Pras.g_01885	Prbf.g_01092
OG0000715	Pras.g_01887	Prbf.g_01090
OG0000716	Pras.g_01889	Prbf.g_01088
OG0000717	Pras.g_01890	Prbf.g_01087
OG0000718	Pras.g_01903	Prbf.g_01083
OG0000719	Pras.g_01905	Prbf.g_01081
OG0000720	Pras.g_01914	Prbf.g_01069
OG0000721	Pras.g_01916	Prbf.g_01065
OG0000722	Pras.g_01917	Prbf.g_01064
OG0000723	Pras.g_01920	Prbf.g_01060
OG0000724	Pras.g_01929	Prbf.g_01165
OG0000725	Pras.g_01935	Prbf.g_01171
OG0000726	Pras.g_01936	Prbf.g_01172
OG0000727	Pras.g_01937	Prbf.g_01173
OG0000728	Pras.g_01939	Prbf.g_01175
OG0000729	Pras.g_01984	Prbf.g_00048
OG0000730	Pras.g_01988	Prbf.g_00876
OG0000731	Pras.g_01992	Prbf.g_01684
OG0000732	Pras.g_00003	Prbf.g_00453
OG0000733	Pras.g_00024	Prbf.g_00787
OG0000734	Pras.g_00041	Prbf.g_00902
OG0000735	Pras.g_00043	Prbf.g_00904
OG0000736	Pras.g_00044	Prbf.g_00905
OG0000737	Pras.g_00045	Prbf.g_00906
OG0000738	Pras.g_00049	Prbf.g_00910
OG0000739	Pras.g_00050	Prbf.g_00911
OG0000740	Pras.g_00051	Prbf.g_00912
OG0000741	Pras.g_00052	Prbf.g_00914
OG0000742	Pras.g_00055	Prbf.g_00917
OG0000743	Pras.g_00057	Prbf.g_00919
OG0000744	Pras.g_00058	Prbf.g_00920
OG0000745	Pras.g_00059	Prbf.g_00921
OG0000746	Pras.g_00061	Prbf.g_00923
OG0000747	Pras.g_00062	Prbf.g_00924
OG0000748	Pras.g_00065	Prbf.g_00928
OG0000749	Pras.g_00066	Prbf.g_00929
OG0000750	Pras.g_00067	Prbf.g_00930
OG0000751	Pras.g_00069	Prbf.g_00933
OG0000752	Pras.g_00071	Prbf.g_00935
OG0000753	Pras.g_00074	Prbf.g_00937
OG0000754	Pras.g_00077	Prbf.g_00940
OG0000755	Pras.g_00080	Prbf.g_00946
OG0000756	Pras.g_00081	Prbf.g_00947
OG0000757	Pras.g_00087	Prbf.g_00954
OG0000758	Pras.g_00088	Prbf.g_00955
OG0000759	Pras.g_00089	Prbf.g_00956
OG0000760	Pras.g_00090	Prbf.g_00957
OG0000761	Pras.g_00091	Prbf.g_00958
OG0000762	Pras.g_00092	Prbf.g_00959
OG0000763	Pras.g_00094	Prbf.g_00961
OG0000764	Pras.g_00095	Prbf.g_00962
OG0000765	Pras.g_00105	Prbf.g_00970
OG0000766	Pras.g_00106	Prbf.g_00971
OG0000767	Pras.g_00108	Prbf.g_00973
OG0000768	Pras.g_00109	Prbf.g_00974
OG0000769	Pras.g_00111	Prbf.g_00976
OG0000770	Pras.g_00113	Prbf.g_01914
OG0000771	Pras.g_00122	Prbf.g_00253
OG0000772	Pras.g_00178	Prbf.g_00767
OG0000773	Pras.g_00199	Prbf.g_00035
OG0000774	Pras.g_00201	Prbf.g_00033
OG0000775	Pras.g_00204	Prbf.g_00031
OG0000776	Pras.g_00205	Prbf.g_00030
OG0000777	Pras.g_00206	Prbf.g_00029
OG0000778	Pras.g_00207	Prbf.g_00028
OG0000779	Pras.g_00211	Prbf.g_00024
OG0000780	Pras.g_00212	Prbf.g_00023
OG0000781	Pras.g_00214	Prbf.g_00019
OG0000782	Pras.g_00216	Prbf.g_00018
OG0000783	Pras.g_00217	Prbf.g_00017
OG0000784	Pras.g_00218	Prbf.g_00016
OG0000785	Pras.g_00220	Prbf.g_00014
OG0000786	Pras.g_00223	Prbf.g_00011
OG0000787	Pras.g_00224	Prbf.g_00010
OG0000788	Pras.g_00237	Prbf.g_01782
OG0000789	Pras.g_00240	Prbf.g_00256
OG0000790	Pras.g_00255	Prbf.g_00100
OG0000791	Pras.g_00257	Prbf.g_00102
OG0000792	Pras.g_00258	Prbf.g_00103
OG0000793	Pras.g_00261	Prbf.g_00106
OG0000794	Pras.g_00262	Prbf.g_00107
OG0000795	Pras.g_00263	Prbf.g_00108
OG0000796	Pras.g_00267	Prbf.g_00112
OG0000797	Pras.g_00268	Prbf.g_00113
OG0000799	Pras.g_00332	Prbf.g_00140
OG0000800	Pras.g_00333	Prbf.g_00141
OG0000801	Pras.g_00334	Prbf.g_00142
OG0000802	Pras.g_00336	Prbf.g_00144
OG0000803	Pras.g_00338	Prbf.g_00146
OG0000804	Pras.g_00339	Prbf.g_00147
OG0000805	Pras.g_00341	Prbf.g_00149
OG0000806	Pras.g_00343	Prbf.g_00151
OG0000807	Pras.g_00344	Prbf.g_00152
OG0000808	Pras.g_00345	Prbf.g_00153
OG0000809	Pras.g_00348	Prbf.g_00155
OG0000810	Pras.g_00349	Prbf.g_00156
OG0000811	Pras.g_00353	Prbf.g_00160
OG0000812	Pras.g_00355	Prbf.g_00162
OG0000813	Pras.g_00356	Prbf.g_00163
OG0000814	Pras.g_00358	Prbf.g_00165
OG0000815	Pras.g_00359	Prbf.g_00166
OG0000816	Pras.g_00361	Prbf.g_00168
OG0000817	Pras.g_00362	Prbf.g_00169
OG0000818	Pras.g_00367	Prbf.g_00174
OG0000819	Pras.g_00368	Prbf.g_00175
OG0000820	Pras.g_00369	Prbf.g_00176
OG0000821	Pras.g_00373	Prbf.g_00180
OG0000822	Pras.g_00374	Prbf.g_00181
OG0000823	Pras.g_00375	Prbf.g_00182
OG0000824	Pras.g_00378	Prbf.g_00185
OG0000825	Pras.g_00379	Prbf.g_00186
OG0000826	Pras.g_00380	Prbf.g_00187
OG0000827	Pras.g_00381	Prbf.g_00188
OG0000828	Pras.g_00385	Prbf.g_00191
OG0000829	Pras.g_00386	Prbf.g_00192
OG0000830	Pras.g_00387	Prbf.g_00193
OG0000831	Pras.g_00389	Prbf.g_00195
OG0000832	Pras.g_00395	Prbf.g_00205
OG0000833	Pras.g_00405	Prbf.g_00214
OG0000834	Pras.g_00406	Prbf.g_00215
OG0000835	Pras.g_00407	Prbf.g_00216
OG0000836	Pras.g_00408	Prbf.g_00217
OG0000837	Pras.g_00409	Prbf.g_00218
OG0000838	Pras.g_00411	Prbf.g_00220
OG0000839	Pras.g_00412	Prbf.g_00221
OG0000840	Pras.g_00413	Prbf.g_00222
OG0000841	Pras.g_00414	Prbf.g_00223
OG0000842	Pras.g_00415	Prbf.g_00224
OG0000843	Pras.g_00416	Prbf.g_00225
OG0000844	Pras.g_00417	Prbf.g_00226
OG0000845	Pras.g_00418	Prbf.g_00227
OG0000846	Pras.g_00419	Prbf.g_00228
OG0000847	Pras.g_00420	Prbf.g_00229
OG0000848	Pras.g_00421	Prbf.g_00230
OG0000849	Pras.g_00422	Prbf.g_00231
OG0000850	Pras.g_00424	Prbf.g_00233
OG0000851	Pras.g_00425	Prbf.g_00234
OG0000852	Pras.g_00426	Prbf.g_00235
OG0000853	Pras.g_00430	Prbf.g_00241
OG0000854	Pras.g_00432	Prbf.g_00243
OG0000855	Pras.g_00433	Prbf.g_00244
OG0000856	Pras.g_00448	Prbf.g_01911
OG0000857	Pras.g_00473	Prbf.g_01230
OG0000858	Pras.g_00544	Prbf.g_00700
OG0000859	Pras.g_00545	Prbf.g_00699
OG0000860	Pras.g_00552	Prbf.g_00691
OG0000861	Pras.g_00553	Prbf.g_00690
OG0000862	Pras.g_00554	Prbf.g_00689
OG0000863	Pras.g_00556	Prbf.g_00687
OG0000864	Pras.g_00557	Prbf.g_00686
OG0000865	Pras.g_00558	Prbf.g_00685
OG0000866	Pras.g_00559	Prbf.g_00684
OG0000867	Pras.g_00560	Prbf.g_00683
OG0000868	Pras.g_00561	Prbf.g_00681
OG0000869	Pras.g_00565	Prbf.g_00678
OG0000870	Pras.g_00570	Prbf.g_00673
OG0000871	Pras.g_00571	Prbf.g_00672
OG0000872	Pras.g_00572	Prbf.g_00671
OG0000873	Pras.g_00575	Prbf.g_00668
OG0000874	Pras.g_00578	Prbf.g_00665
OG0000875	Pras.g_00579	Prbf.g_00664
OG0000876	Pras.g_00580	Prbf.g_00663
OG0000877	Pras.g_00582	Prbf.g_00661
OG0000878	Pras.g_00583	Prbf.g_00660
OG0000879	Pras.g_00584	Prbf.g_00659
OG0000880	Pras.g_00585	Prbf.g_00658
OG0000881	Pras.g_00589	Prbf.g_00654
OG0000882	Pras.g_00594	Prbf.g_00649
OG0000883	Pras.g_00596	Prbf.g_00647
OG0000884	Pras.g_00598	Prbf.g_00645
OG0000885	Pras.g_00599	Prbf.g_00644
OG0000886	Pras.g_00600	Prbf.g_00643
OG0000887	Pras.g_00601	Prbf.g_00642
OG0000888	Pras.g_00603	Prbf.g_00640
OG0000889	Pras.g_00605	Prbf.g_00638
OG0000890	Pras.g_00606	Prbf.g_00637
OG0000891	Pras.g_00607	Prbf.g_00636
OG0000892	Pras.g_00609	Prbf.g_00634
OG0000893	Pras.g_00613	Prbf.g_00630
OG0000894	Pras.g_00615	Prbf.g_00627
OG0000895	Pras.g_00618	Prbf.g_00623
OG0000896	Pras.g_00619	Prbf.g_00622
OG0000897	Pras.g_00621	Prbf.g_00620
OG0000898	Pras.g_00622	Prbf.g_00619
OG0000899	Pras.g_00623	Prbf.g_00618
OG0000900	Pras.g_00624	Prbf.g_00617
OG0000901	Pras.g_00627	Prbf.g_00614
OG0000902	Pras.g_00629	Prbf.g_00612
OG0000903	Pras.g_00632	Prbf.g_00608
OG0000904	Pras.g_00634	Prbf.g_00604
OG0000905	Pras.g_00639	Prbf.g_00610
OG0000906	Pras.g_00640	Prbf.g_00611
OG0000907	Pras.g_00645	Prbf.g_00601
OG0000908	Pras.g_00648	Prbf.g_00598
OG0000909	Pras.g_00649	Prbf.g_00597
OG0000910	Pras.g_00650	Prbf.g_00596
OG0000911	Pras.g_00652	Prbf.g_00594
OG0000912	Pras.g_00653	Prbf.g_00593
OG0000913	Pras.g_00654	Prbf.g_00592
OG0000914	Pras.g_00655	Prbf.g_00591
OG0000915	Pras.g_00656	Prbf.g_00590
OG0000916	Pras.g_00657	Prbf.g_00589
OG0000917	Pras.g_00658	Prbf.g_00588
OG0000918	Pras.g_00659	Prbf.g_00587
OG0000919	Pras.g_00660	Prbf.g_00586
OG0000920	Pras.g_00661	Prbf.g_00585
OG0000921	Pras.g_00662	Prbf.g_00584
OG0000922	Pras.g_00663	Prbf.g_00583
OG0000923	Pras.g_00667	Prbf.g_00579
OG0000924	Pras.g_00668	Prbf.g_00578
OG0000925	Pras.g_00669	Prbf.g_00577
OG0000926	Pras.g_00670	Prbf.g_00576
OG0000927	Pras.g_00672	Prbf.g_00574
OG0000928	Pras.g_00673	Prbf.g_00573
OG0000929	Pras.g_00674	Prbf.g_00572
OG0000930	Pras.g_00675	Prbf.g_00571
OG0000931	Pras.g_00676	Prbf.g_00570
OG0000932	Pras.g_00677	Prbf.g_00569
OG0000933	Pras.g_00681	Prbf.g_00565
OG0000934	Pras.g_00683	Prbf.g_00563
OG0000935	Pras.g_00684	Prbf.g_00562
OG0000936	Pras.g_00685	Prbf.g_00561
OG0000937	Pras.g_00686	Prbf.g_00560
OG0000938	Pras.g_00688	Prbf.g_00557
OG0000939	Pras.g_00689	Prbf.g_00556
OG0000940	Pras.g_00696	Prbf.g_00549
OG0000941	Pras.g_00698	Prbf.g_00547
OG0000942	Pras.g_00700	Prbf.g_00545
OG0000943	Pras.g_00701	Prbf.g_00544
OG0000944	Pras.g_00702	Prbf.g_00542
OG0000945	Pras.g_00703	Prbf.g_00541
OG0000946	Pras.g_00707	Prbf.g_00536
OG0000947	Pras.g_00709	Prbf.g_00534
OG0000948	Pras.g_00710	Prbf.g_00533
OG0000949	Pras.g_00713	Prbf.g_00530
OG0000950	Pras.g_00718	Prbf.g_00523
OG0000951	Pras.g_00722	Prbf.g_00519
OG0000952	Pras.g_00726	Prbf.g_00515
OG0000953	Pras.g_00729	Prbf.g_00511
OG0000954	Pras.g_00733	Prbf.g_00507
OG0000955	Pras.g_00734	Prbf.g_00506
OG0000956	Pras.g_00736	Prbf.g_00504
OG0000957	Pras.g_00741	Prbf.g_00498
OG0000958	Pras.g_00742	Prbf.g_00497
OG0000959	Pras.g_00746	Prbf.g_00493
OG0000960	Pras.g_00747	Prbf.g_00492
OG0000961	Pras.g_00749	Prbf.g_00488
OG0000962	Pras.g_00751	Prbf.g_00486
OG0000963	Pras.g_00755	Prbf.g_00482
OG0000964	Pras.g_00756	Prbf.g_00481
OG0000965	Pras.g_00757	Prbf.g_00480
OG0000966	Pras.g_00765	Prbf.g_00474
OG0000967	Pras.g_00770	Prbf.g_00470
OG0000968	Pras.g_00772	Prbf.g_00468
OG0000969	Pras.g_00773	Prbf.g_00467
OG0000970	Pras.g_00774	Prbf.g_00466
OG0000971	Pras.g_00775	Prbf.g_00465
OG0000972	Pras.g_00776	Prbf.g_00464
OG0000973	Pras.g_00777	Prbf.g_00463
OG0000974	Pras.g_00778	Prbf.g_00462
OG0000975	Pras.g_00779	Prbf.g_00461
OG0000976	Pras.g_00780	Prbf.g_00460
OG0000977	Pras.g_00781	Prbf.g_00459
OG0000978	Pras.g_00782	Prbf.g_00458
OG0000979	Pras.g_00785	Prbf.g_00456
OG0000980	Pras.g_00787	Prbf.g_00454
OG0000981	Pras.g_00789	Prbf.g_00451
OG0000982	Pras.g_00791	Prbf.g_00449
OG0000983	Pras.g_00792	Prbf.g_00448
OG0000984	Pras.g_00793	Prbf.g_00447
OG0000985	Pras.g_00796	Prbf.g_00444
OG0000986	Pras.g_00798	Prbf.g_00442
OG0000987	Pras.g_00799	Prbf.g_00441
OG0000988	Pras.g_00802	Prbf.g_00438
OG0000989	Pras.g_00805	Prbf.g_00434
OG0000990	Pras.g_00808	Prbf.g_00430
OG0000991	Pras.g_00809	Prbf.g_00429
OG0000992	Pras.g_00812	Prbf.g_00426
OG0000993	Pras.g_00813	Prbf.g_00425
OG0000994	Pras.g_00814	Prbf.g_00424
OG0000995	Pras.g_00818	Prbf.g_00420
OG0000996	Pras.g_00819	Prbf.g_00419
OG0000997	Pras.g_00820	Prbf.g_00416
OG0000998	Pras.g_00822	Prbf.g_00414
OG0000999	Pras.g_00823	Prbf.g_00413
OG0001000	Pras.g_00826	Prbf.g_00410
OG0001001	Pras.g_00828	Prbf.g_00407
OG0001002	Pras.g_00832	Prbf.g_00402
OG0001003	Pras.g_00834	Prbf.g_00401
OG0001004	Pras.g_00835	Prbf.g_00400
OG0001005	Pras.g_00836	Prbf.g_00399
OG0001006	Pras.g_00840	Prbf.g_00395
OG0001007	Pras.g_00842	Prbf.g_00393
OG0001008	Pras.g_01315	Prbf.g_01721
OG0001009	Pras.g_00869	Prbf.g_01349
OG0001010	Pras.g_00870	Prbf.g_01350
OG0001011	Pras.g_00871	Prbf.g_01352
OG0001012	Pras.g_00896	Prbf.g_01366
OG0001013	Pras.g_00901	Prbf.g_01373
OG0001014	Pras.g_00904	Prbf.g_01376
OG0001015	Pras.g_00905	Prbf.g_01378
OG0001016	Pras.g_00924	Prbf.g_01400
OG0001017	Pras.g_00928	Prbf.g_01404
OG0001018	Pras.g_00931	Prbf.g_01406
OG0001019	Pras.g_00940	Prbf.g_01415
OG0001020	Pras.g_00941	Prbf.g_01416
OG0001021	Pras.g_00942	Prbf.g_01417
OG0001022	Pras.g_00945	Prbf.g_01420
OG0001023	Pras.g_00946	Prbf.g_01421
OG0001024	Pras.g_00949	Prbf.g_01425
OG0001025	Pras.g_00955	Prbf.g_01432
OG0001026	Pras.g_00962	Prbf.g_01441
OG0001027	Pras.g_00963	Prbf.g_01442
OG0001028	Pras.g_00965	Prbf.g_01444
OG0001029	Pras.g_00966	Prbf.g_01445
OG0001030	Pras.g_00981	Prbf.g_01461
OG0001031	Pras.g_01037	Prbf.g_01521
OG0001032	Pras.g_01038	Prbf.g_01522
OG0001033	Pras.g_01060	Prbf.g_01543
OG0001034	Pras.g_01088	Prbf.g_01574
OG0001035	Pras.g_01106	Prbf.g_01594
OG0001036	Pras.g_01111	Prbf.g_01598
OG0001037	Pras.g_01112	Prbf.g_01599
OG0001038	Pras.g_01130	Prbf.g_01618
OG0001039	Pras.g_01133	Prbf.g_01621
OG0001040	Pras.g_01135	Prbf.g_01623
OG0001041	Pras.g_01139	Prbf.g_01628
OG0001042	Pras.g_01156	Prbf.g_01645
OG0001043	Pras.g_01157	Prbf.g_01646
OG0001044	Pras.g_01186	Prbf.g_01677
OG0001045	Pras.g_01195	Prbf.g_01686
OG0001046	Pras.g_01232	Prbf.g_00741
OG0001047	Pras.g_01317	Prbf.g_01723
OG0001048	Pras.g_01318	Prbf.g_01724
OG0001049	Pras.g_01320	Prbf.g_01726
OG0001050	Pras.g_01321	Prbf.g_01727
OG0001051	Pras.g_01322	Prbf.g_01728
OG0001052	Pras.g_01349	Prbf.g_01754
OG0001053	Pras.g_01361	Prbf.g_01766
OG0001054	Pras.g_01376	Prbf.g_01781
OG0001055	Pras.g_01395	Prbf.g_01800
OG0001056	Pras.g_01413	Prbf.g_01817
OG0001057	Pras.g_01418	Prbf.g_01822
OG0001058	Pras.g_01426	Prbf.g_01830
OG0001059	Pras.g_01430	Prbf.g_01834
OG0001060	Pras.g_01437	Prbf.g_01840
OG0001061	Pras.g_01450	Prbf.g_01855
OG0001062	Pras.g_01452	Prbf.g_01857
OG0001063	Pras.g_01454	Prbf.g_01859
OG0001064	Pras.g_01455	Prbf.g_01860
OG0001065	Pras.g_01456	Prbf.g_01861
OG0001066	Pras.g_01457	Prbf.g_01862
OG0001067	Pras.g_01459	Prbf.g_01863
OG0001068	Pras.g_01460	Prbf.g_01864
OG0001069	Pras.g_01461	Prbf.g_01865
OG0001070	Pras.g_01464	Prbf.g_01869
OG0001071	Pras.g_01465	Prbf.g_01870
OG0001072	Pras.g_01466	Prbf.g_01872
OG0001073	Pras.g_01480	Prbf.g_01886
OG0001074	Pras.g_01491	Prbf.g_01898
OG0001075	Pras.g_01492	Prbf.g_01899
OG0001076	Pras.g_01500	Prbf.g_01906
OG0001077	Pras.g_01504	Prbf.g_01912
OG0001078	Pras.g_01512	Prbf.g_00983
OG0001079	Pras.g_01523	Prbf.g_00995
OG0001080	Pras.g_01529	Prbf.g_01001
OG0001081	Pras.g_01531	Prbf.g_01003
OG0001082	Pras.g_01532	Prbf.g_01004
OG0001083	Pras.g_01537	Prbf.g_01009
OG0001084	Pras.g_01538	Prbf.g_01010
OG0001085	Pras.g_01546	Prbf.g_01293
OG0001086	Pras.g_01547	Prbf.g_01292
OG0001087	Pras.g_01564	Prbf.g_01274
OG0001088	Pras.g_01565	Prbf.g_01273
OG0001089	Pras.g_01573	Prbf.g_01262
OG0001090	Pras.g_01607	Prbf.g_01252
OG0001091	Pras.g_01609	Prbf.g_01030
OG0001092	Pras.g_01610	Prbf.g_01031
OG0001093	Pras.g_01615	Prbf.g_01036
OG0001094	Pras.g_01695	Prbf.g_01029
OG0001095	Pras.g_01714	Prbf.g_01232
OG0001096	Pras.g_01727	Prbf.g_01218
OG0001097	Pras.g_01745	Prbf.g_01198
OG0001098	Pras.g_01760	Prbf.g_01179
OG0001099	Pras.g_01791	Prbf.g_00833
OG0001100	Pras.g_01793	Prbf.g_01329
OG0001101	Pras.g_01795	Prbf.g_01326
OG0001102	Pras.g_01798	Prbf.g_01323
OG0001103	Pras.g_01800	Prbf.g_01321
OG0001104	Pras.g_01822	Prbf.g_01298
OG0001105	Pras.g_01826	Prbf.g_01294
OG0001106	Pras.g_01850	Prbf.g_01126
OG0001107	Pras.g_01857	Prbf.g_01119
OG0001108	Pras.g_01861	Prbf.g_01115
OG0001109	Pras.g_01862	Prbf.g_01114
OG0001110	Pras.g_01864	Prbf.g_01112
OG0001111	Pras.g_01865	Prbf.g_01111
OG0001112	Pras.g_01866	Prbf.g_01110
OG0001113	Pras.g_01867	Prbf.g_01109
OG0001114	Pras.g_01868	Prbf.g_01108
OG0001115	Pras.g_01870	Prbf.g_01106
OG0001116	Pras.g_01871	Prbf.g_01105
