Orthogroup	Pras	Prbm
OG0000540	Pras.g_01380	Prbm.g_00536
OG0000541	Pras.g_01381	Prbm.g_00537
OG0000542	Pras.g_01383	Prbm.g_00539
OG0000543	Pras.g_01385	Prbm.g_00541
OG0000544	Pras.g_01386	Prbm.g_00542
OG0000545	Pras.g_01388	Prbm.g_00544
OG0000546	Pras.g_01391	Prbm.g_00547
OG0000547	Pras.g_01393	Prbm.g_00549
OG0000548	Pras.g_01394	Prbm.g_00550
OG0000549	Pras.g_01396	Prbm.g_00553
OG0000550	Pras.g_01401	Prbm.g_00557
OG0000551	Pras.g_01404	Prbm.g_00560
OG0000552	Pras.g_01405	Prbm.g_00561
OG0000553	Pras.g_01406	Prbm.g_00562
OG0000554	Pras.g_01411	Prbm.g_00567
OG0000555	Pras.g_01419	Prbm.g_00575
OG0000556	Pras.g_01421	Prbm.g_00577
OG0000557	Pras.g_01422	Prbm.g_00578
OG0000558	Pras.g_01424	Prbm.g_00580
OG0000559	Pras.g_01428	Prbm.g_00584
OG0000560	Pras.g_01431	Prbm.g_00587
OG0000561	Pras.g_01432	Prbm.g_00588
OG0000562	Pras.g_01433	Prbm.g_00589
OG0000563	Pras.g_01434	Prbm.g_00590
OG0000564	Pras.g_01435	Prbm.g_00591
OG0000565	Pras.g_01438	Prbm.g_00594
OG0000566	Pras.g_01440	Prbm.g_00596
OG0000567	Pras.g_01444	Prbm.g_00600
OG0000568	Pras.g_01445	Prbm.g_00601
OG0000569	Pras.g_01446	Prbm.g_00602
OG0000570	Pras.g_01447	Prbm.g_00603
OG0000571	Pras.g_01449	Prbm.g_00605
OG0000572	Pras.g_01463	Prbm.g_00616
OG0000573	Pras.g_01468	Prbm.g_00621
OG0000574	Pras.g_01469	Prbm.g_00624
OG0000575	Pras.g_01473	Prbm.g_00627
OG0000576	Pras.g_01475	Prbm.g_00629
OG0000577	Pras.g_01476	Prbm.g_00630
OG0000578	Pras.g_01477	Prbm.g_00631
OG0000579	Pras.g_01478	Prbm.g_00632
OG0000580	Pras.g_01479	Prbm.g_00633
OG0000581	Pras.g_01481	Prbm.g_00636
OG0000582	Pras.g_01484	Prbm.g_00639
OG0000583	Pras.g_01485	Prbm.g_00640
OG0000584	Pras.g_01486	Prbm.g_00641
OG0000585	Pras.g_01488	Prbm.g_00643
OG0000586	Pras.g_01489	Prbm.g_00644
OG0000587	Pras.g_01490	Prbm.g_00645
OG0000588	Pras.g_01494	Prbm.g_00649
OG0000589	Pras.g_01497	Prbm.g_00652
OG0000590	Pras.g_01498	Prbm.g_00653
OG0000591	Pras.g_01501	Prbm.g_00656
OG0000592	Pras.g_01502	Prbm.g_00657
OG0000593	Pras.g_01508	Prbm.g_00663
OG0000594	Pras.g_01509	Prbm.g_00664
OG0000595	Pras.g_01510	Prbm.g_00665
OG0000596	Pras.g_01514	Prbm.g_00669
OG0000597	Pras.g_01516	Prbm.g_00671
OG0000598	Pras.g_01517	Prbm.g_00672
OG0000599	Pras.g_01520	Prbm.g_00675
OG0000600	Pras.g_01521	Prbm.g_00676
OG0000601	Pras.g_01522	Prbm.g_00677
OG0000602	Pras.g_01524	Prbm.g_00679
OG0000603	Pras.g_01525	Prbm.g_00680
OG0000604	Pras.g_01526	Prbm.g_00681
OG0000605	Pras.g_01527	Prbm.g_00682
OG0000606	Pras.g_01530	Prbm.g_00685
OG0000607	Pras.g_01533	Prbm.g_00688
OG0000608	Pras.g_01534	Prbm.g_00689
OG0000609	Pras.g_01535	Prbm.g_00690
OG0000610	Pras.g_01540	Prbm.g_00696
OG0000611	Pras.g_01543	Prbm.g_00699
OG0000612	Pras.g_01544	Prbm.g_00700
OG0000613	Pras.g_01549	Prbm.g_00706
OG0000614	Pras.g_01568	Prbm.g_00730
OG0000615	Pras.g_01576	Prbm.g_00737
OG0000616	Pras.g_01580	Prbm.g_02220
OG0000617	Pras.g_01612	Prbm.g_00748
OG0000618	Pras.g_01613	Prbm.g_00749
OG0000619	Pras.g_01614	Prbm.g_00750
OG0000620	Pras.g_01617	Prbm.g_00753
OG0000621	Pras.g_01618	Prbm.g_00754
OG0000622	Pras.g_01619	Prbm.g_00755
OG0000623	Pras.g_01620	Prbm.g_00756
OG0000624	Pras.g_01621	Prbm.g_00758
OG0000625	Pras.g_01622	Prbm.g_00759
OG0000626	Pras.g_01623	Prbm.g_00760
OG0000627	Pras.g_01624	Prbm.g_00762
OG0000628	Pras.g_01625	Prbm.g_00763
OG0000629	Pras.g_01626	Prbm.g_00764
OG0000630	Pras.g_01629	Prbm.g_00767
OG0000631	Pras.g_01692	Prbm.g_00959
OG0000632	Pras.g_01693	Prbm.g_00960
OG0000633	Pras.g_01694	Prbm.g_00961
OG0000634	Pras.g_01697	Prbm.g_00810
OG0000635	Pras.g_01698	Prbm.g_00811
OG0000636	Pras.g_01700	Prbm.g_00813
OG0000637	Pras.g_01702	Prbm.g_00815
OG0000638	Pras.g_01703	Prbm.g_00816
OG0000639	Pras.g_01704	Prbm.g_00817
OG0000640	Pras.g_01705	Prbm.g_00818
OG0000641	Pras.g_01709	Prbm.g_00822
OG0000642	Pras.g_01710	Prbm.g_00823
OG0000643	Pras.g_01711	Prbm.g_00824
OG0000644	Pras.g_01712	Prbm.g_00825
OG0000645	Pras.g_01713	Prbm.g_00826
OG0000646	Pras.g_01715	Prbm.g_00829
OG0000647	Pras.g_01716	Prbm.g_00831
OG0000648	Pras.g_01718	Prbm.g_00833
OG0000649	Pras.g_01719	Prbm.g_00834
OG0000650	Pras.g_01720	Prbm.g_00835
OG0000651	Pras.g_01721	Prbm.g_00836
OG0000652	Pras.g_01722	Prbm.g_00837
OG0000653	Pras.g_01724	Prbm.g_00839
OG0000654	Pras.g_01725	Prbm.g_00840
OG0000655	Pras.g_01726	Prbm.g_00841
OG0000656	Pras.g_01729	Prbm.g_00844
OG0000657	Pras.g_01736	Prbm.g_00850
OG0000658	Pras.g_01737	Prbm.g_00852
OG0000659	Pras.g_01738	Prbm.g_00853
OG0000660	Pras.g_01742	Prbm.g_00857
OG0000661	Pras.g_01744	Prbm.g_00859
OG0000662	Pras.g_01746	Prbm.g_00861
OG0000663	Pras.g_01748	Prbm.g_00863
OG0000664	Pras.g_01749	Prbm.g_00864
OG0000665	Pras.g_01753	Prbm.g_00868
OG0000666	Pras.g_01754	Prbm.g_00869
OG0000667	Pras.g_01758	Prbm.g_00873
OG0000668	Pras.g_01788	Prbm.g_00911
OG0000669	Pras.g_01792	Prbm.g_00919
OG0000670	Pras.g_01794	Prbm.g_00922
OG0000671	Pras.g_01796	Prbm.g_00924
OG0000672	Pras.g_01799	Prbm.g_00927
OG0000673	Pras.g_01802	Prbm.g_00930
OG0000674	Pras.g_01804	Prbm.g_00932
OG0000675	Pras.g_01805	Prbm.g_00933
OG0000676	Pras.g_01807	Prbm.g_00935
OG0000677	Pras.g_01808	Prbm.g_00936
OG0000678	Pras.g_01810	Prbm.g_00939
OG0000679	Pras.g_01814	Prbm.g_00943
OG0000680	Pras.g_01815	Prbm.g_00944
OG0000681	Pras.g_01818	Prbm.g_00946
OG0000682	Pras.g_01819	Prbm.g_00947
OG0000683	Pras.g_01820	Prbm.g_00948
OG0000684	Pras.g_01821	Prbm.g_00793
OG0000685	Pras.g_01823	Prbm.g_00795
OG0000686	Pras.g_01824	Prbm.g_00796
OG0000687	Pras.g_01825	Prbm.g_00797
OG0000688	Pras.g_01828	Prbm.g_00800
OG0000689	Pras.g_01829	Prbm.g_00801
OG0000690	Pras.g_01830	Prbm.g_00802
OG0000691	Pras.g_01831	Prbm.g_00803
OG0000692	Pras.g_01833	Prbm.g_00805
OG0000693	Pras.g_01834	Prbm.g_00806
OG0000694	Pras.g_01835	Prbm.g_00807
OG0000695	Pras.g_01837	Prbm.g_00963
OG0000696	Pras.g_01838	Prbm.g_00964
OG0000697	Pras.g_01839	Prbm.g_00965
OG0000698	Pras.g_01842	Prbm.g_00968
OG0000699	Pras.g_01843	Prbm.g_00969
OG0000700	Pras.g_01844	Prbm.g_00970
OG0000701	Pras.g_01845	Prbm.g_00971
OG0000702	Pras.g_01847	Prbm.g_00973
OG0000703	Pras.g_01848	Prbm.g_00974
OG0000704	Pras.g_01849	Prbm.g_00975
OG0000705	Pras.g_01853	Prbm.g_00981
OG0000706	Pras.g_01854	Prbm.g_00982
OG0000707	Pras.g_01855	Prbm.g_00983
OG0000708	Pras.g_01856	Prbm.g_00985
OG0000709	Pras.g_01860	Prbm.g_00989
OG0000710	Pras.g_01863	Prbm.g_00992
OG0000711	Pras.g_01881	Prbm.g_01007
OG0000712	Pras.g_01883	Prbm.g_01009
OG0000713	Pras.g_01884	Prbm.g_01010
OG0000714	Pras.g_01885	Prbm.g_01011
OG0000715	Pras.g_01887	Prbm.g_01013
OG0000716	Pras.g_01889	Prbm.g_01014
OG0000717	Pras.g_01890	Prbm.g_01015
OG0000718	Pras.g_01903	Prbm.g_01031
OG0000719	Pras.g_01905	Prbm.g_01032
OG0000720	Pras.g_01914	Prbm.g_01042
OG0000721	Pras.g_01916	Prbm.g_01043
OG0000722	Pras.g_01917	Prbm.g_01044
OG0000723	Pras.g_01920	Prbm.g_01048
OG0000724	Pras.g_01929	Prbm.g_01059
OG0000725	Pras.g_01935	Prbm.g_00887
OG0000726	Pras.g_01936	Prbm.g_00886
OG0000727	Pras.g_01937	Prbm.g_00885
OG0000728	Pras.g_01939	Prbm.g_00883
OG0000729	Pras.g_01984	Prbm.g_02104
OG0000730	Pras.g_01988	Prbm.g_00398
OG0000731	Pras.g_01992	Prbm.g_00406
OG0000732	Pras.g_00003	Prbm.g_02166
OG0000733	Pras.g_00024	Prbm.g_01911
OG0000734	Pras.g_00041	Prbm.g_01565
OG0000735	Pras.g_00043	Prbm.g_01563
OG0000736	Pras.g_00044	Prbm.g_01562
OG0000737	Pras.g_00045	Prbm.g_01561
OG0000738	Pras.g_00049	Prbm.g_01557
OG0000739	Pras.g_00050	Prbm.g_01556
OG0000740	Pras.g_00051	Prbm.g_01555
OG0000741	Pras.g_00052	Prbm.g_01553
OG0000742	Pras.g_00055	Prbm.g_01550
OG0000743	Pras.g_00057	Prbm.g_01548
OG0000744	Pras.g_00058	Prbm.g_01547
OG0000745	Pras.g_00059	Prbm.g_01545
OG0000746	Pras.g_00061	Prbm.g_01543
OG0000747	Pras.g_00062	Prbm.g_01542
OG0000748	Pras.g_00065	Prbm.g_01538
OG0000749	Pras.g_00066	Prbm.g_01537
OG0000750	Pras.g_00067	Prbm.g_01536
OG0000751	Pras.g_00069	Prbm.g_01533
OG0000752	Pras.g_00071	Prbm.g_01531
OG0000753	Pras.g_00074	Prbm.g_01529
OG0000754	Pras.g_00077	Prbm.g_01525
OG0000755	Pras.g_00080	Prbm.g_01520
OG0000756	Pras.g_00081	Prbm.g_01519
OG0000757	Pras.g_00087	Prbm.g_01512
OG0000758	Pras.g_00088	Prbm.g_01511
OG0000759	Pras.g_00089	Prbm.g_01510
OG0000760	Pras.g_00090	Prbm.g_01509
OG0000761	Pras.g_00091	Prbm.g_01508
OG0000762	Pras.g_00092	Prbm.g_01507
OG0000763	Pras.g_00094	Prbm.g_01505
OG0000764	Pras.g_00095	Prbm.g_01504
OG0000765	Pras.g_00105	Prbm.g_01496
OG0000766	Pras.g_00106	Prbm.g_01495
OG0000767	Pras.g_00108	Prbm.g_01494
OG0000768	Pras.g_00109	Prbm.g_01493
OG0000769	Pras.g_00111	Prbm.g_01491
OG0000770	Pras.g_00113	Prbm.g_01490
OG0000771	Pras.g_00122	Prbm.g_01054
OG0000772	Pras.g_00178	Prbm.g_01356
OG0000773	Pras.g_00199	Prbm.g_01602
OG0000774	Pras.g_00201	Prbm.g_01605
OG0000775	Pras.g_00204	Prbm.g_01606
OG0000776	Pras.g_00205	Prbm.g_01607
OG0000777	Pras.g_00206	Prbm.g_01608
OG0000778	Pras.g_00207	Prbm.g_01609
OG0000779	Pras.g_00211	Prbm.g_01613
OG0000780	Pras.g_00212	Prbm.g_01614
OG0000781	Pras.g_00214	Prbm.g_01616
OG0000782	Pras.g_00216	Prbm.g_01617
OG0000783	Pras.g_00217	Prbm.g_01618
OG0000784	Pras.g_00218	Prbm.g_01619
OG0000785	Pras.g_00220	Prbm.g_01621
OG0000786	Pras.g_00223	Prbm.g_01624
OG0000787	Pras.g_00224	Prbm.g_01625
OG0000788	Pras.g_00237	Prbm.g_00777
OG0000789	Pras.g_00240	Prbm.g_01051
OG0000790	Pras.g_00255	Prbm.g_01665
OG0000791	Pras.g_00257	Prbm.g_01667
OG0000792	Pras.g_00258	Prbm.g_01668
OG0000793	Pras.g_00261	Prbm.g_01671
OG0000794	Pras.g_00262	Prbm.g_01672
OG0000795	Pras.g_00263	Prbm.g_01673
OG0000796	Pras.g_00267	Prbm.g_01677
OG0000797	Pras.g_00268	Prbm.g_01678
OG0000799	Pras.g_00332	Prbm.g_01691
OG0000800	Pras.g_00333	Prbm.g_01692
OG0000801	Pras.g_00334	Prbm.g_01693
OG0000802	Pras.g_00336	Prbm.g_01695
OG0000803	Pras.g_00338	Prbm.g_01697
OG0000804	Pras.g_00339	Prbm.g_01698
OG0000805	Pras.g_00341	Prbm.g_01700
OG0000806	Pras.g_00343	Prbm.g_01702
OG0000807	Pras.g_00344	Prbm.g_01703
OG0000808	Pras.g_00345	Prbm.g_01704
OG0000809	Pras.g_00348	Prbm.g_01708
OG0000810	Pras.g_00349	Prbm.g_01709
OG0000811	Pras.g_00353	Prbm.g_01713
OG0000812	Pras.g_00355	Prbm.g_01715
OG0000813	Pras.g_00356	Prbm.g_01716
OG0000814	Pras.g_00358	Prbm.g_01718
OG0000815	Pras.g_00359	Prbm.g_01719
OG0000816	Pras.g_00361	Prbm.g_01721
OG0000817	Pras.g_00362	Prbm.g_01722
OG0000818	Pras.g_00367	Prbm.g_01726
OG0000819	Pras.g_00368	Prbm.g_01727
OG0000820	Pras.g_00369	Prbm.g_01728
OG0000821	Pras.g_00373	Prbm.g_01731
OG0000822	Pras.g_00374	Prbm.g_01732
OG0000823	Pras.g_00375	Prbm.g_01733
OG0000824	Pras.g_00378	Prbm.g_01736
OG0000825	Pras.g_00379	Prbm.g_01737
OG0000826	Pras.g_00380	Prbm.g_01738
OG0000827	Pras.g_00381	Prbm.g_01739
OG0000828	Pras.g_00385	Prbm.g_01742
OG0000829	Pras.g_00386	Prbm.g_01743
OG0000830	Pras.g_00387	Prbm.g_01744
OG0000831	Pras.g_00389	Prbm.g_01746
OG0000832	Pras.g_00395	Prbm.g_01756
OG0000833	Pras.g_00405	Prbm.g_01764
OG0000834	Pras.g_00406	Prbm.g_01765
OG0000835	Pras.g_00407	Prbm.g_01766
OG0000836	Pras.g_00408	Prbm.g_01768
OG0000837	Pras.g_00409	Prbm.g_01769
OG0000838	Pras.g_00411	Prbm.g_01771
OG0000839	Pras.g_00412	Prbm.g_01772
OG0000840	Pras.g_00413	Prbm.g_01773
OG0000841	Pras.g_00414	Prbm.g_01774
OG0000842	Pras.g_00415	Prbm.g_01775
OG0000843	Pras.g_00416	Prbm.g_01776
OG0000844	Pras.g_00417	Prbm.g_01777
OG0000845	Pras.g_00418	Prbm.g_01778
OG0000846	Pras.g_00419	Prbm.g_01779
OG0000847	Pras.g_00420	Prbm.g_01780
OG0000848	Pras.g_00421	Prbm.g_01781
OG0000849	Pras.g_00422	Prbm.g_01782
OG0000850	Pras.g_00424	Prbm.g_01784
OG0000851	Pras.g_00425	Prbm.g_01785
OG0000852	Pras.g_00426	Prbm.g_01786
OG0000853	Pras.g_00430	Prbm.g_01791
OG0000854	Pras.g_00432	Prbm.g_01793
OG0000855	Pras.g_00433	Prbm.g_01794
OG0000856	Pras.g_00448	Prbm.g_01685
OG0000857	Pras.g_00473	Prbm.g_00830
OG0000858	Pras.g_00544	Prbm.g_01835
OG0000859	Pras.g_00545	Prbm.g_01836
OG0000860	Pras.g_00552	Prbm.g_01843
OG0000861	Pras.g_00553	Prbm.g_01844
OG0000862	Pras.g_00554	Prbm.g_01845
OG0000863	Pras.g_00556	Prbm.g_01846
OG0000864	Pras.g_00557	Prbm.g_01847
OG0000865	Pras.g_00558	Prbm.g_01848
OG0000866	Pras.g_00559	Prbm.g_01849
OG0000867	Pras.g_00560	Prbm.g_01850
OG0000868	Pras.g_00561	Prbm.g_01851
OG0000869	Pras.g_00565	Prbm.g_01854
OG0000870	Pras.g_00570	Prbm.g_01859
OG0000871	Pras.g_00571	Prbm.g_01860
OG0000872	Pras.g_00572	Prbm.g_01861
OG0000873	Pras.g_00575	Prbm.g_01864
OG0000874	Pras.g_00578	Prbm.g_01867
OG0000875	Pras.g_00579	Prbm.g_01869
OG0000876	Pras.g_00580	Prbm.g_01870
OG0000877	Pras.g_00582	Prbm.g_01872
OG0000878	Pras.g_00583	Prbm.g_01873
OG0000879	Pras.g_00584	Prbm.g_01874
OG0000880	Pras.g_00585	Prbm.g_01875
OG0000881	Pras.g_00589	Prbm.g_01878
OG0000882	Pras.g_00594	Prbm.g_01883
OG0000883	Pras.g_00596	Prbm.g_01885
OG0000884	Pras.g_00598	Prbm.g_01887
OG0000885	Pras.g_00599	Prbm.g_01888
OG0000886	Pras.g_00600	Prbm.g_01889
OG0000887	Pras.g_00601	Prbm.g_01890
OG0000888	Pras.g_00603	Prbm.g_01892
OG0000889	Pras.g_00605	Prbm.g_01894
OG0000890	Pras.g_00606	Prbm.g_01895
OG0000891	Pras.g_00607	Prbm.g_01896
OG0000892	Pras.g_00609	Prbm.g_01898
OG0000893	Pras.g_00613	Prbm.g_01948
OG0000894	Pras.g_00615	Prbm.g_01951
OG0000895	Pras.g_00618	Prbm.g_01954
OG0000896	Pras.g_00619	Prbm.g_01955
OG0000897	Pras.g_00621	Prbm.g_01957
OG0000898	Pras.g_00622	Prbm.g_01958
OG0000899	Pras.g_00623	Prbm.g_01959
OG0000900	Pras.g_00624	Prbm.g_01960
OG0000901	Pras.g_00627	Prbm.g_01963
OG0000902	Pras.g_00629	Prbm.g_01965
OG0000903	Pras.g_00632	Prbm.g_01975
OG0000904	Pras.g_00634	Prbm.g_01970
OG0000905	Pras.g_00639	Prbm.g_01967
OG0000906	Pras.g_00640	Prbm.g_01966
OG0000907	Pras.g_00645	Prbm.g_01990
OG0000908	Pras.g_00648	Prbm.g_01993
OG0000909	Pras.g_00649	Prbm.g_01994
OG0000910	Pras.g_00650	Prbm.g_01995
OG0000911	Pras.g_00652	Prbm.g_01997
OG0000912	Pras.g_00653	Prbm.g_01998
OG0000913	Pras.g_00654	Prbm.g_01999
OG0000914	Pras.g_00655	Prbm.g_02000
OG0000915	Pras.g_00656	Prbm.g_02001
OG0000916	Pras.g_00657	Prbm.g_02002
OG0000917	Pras.g_00658	Prbm.g_02003
OG0000918	Pras.g_00659	Prbm.g_02004
OG0000919	Pras.g_00660	Prbm.g_02005
OG0000920	Pras.g_00661	Prbm.g_02006
OG0000921	Pras.g_00662	Prbm.g_02007
OG0000922	Pras.g_00663	Prbm.g_02008
OG0000923	Pras.g_00667	Prbm.g_02012
OG0000924	Pras.g_00668	Prbm.g_02013
OG0000925	Pras.g_00669	Prbm.g_02014
OG0000926	Pras.g_00670	Prbm.g_02015
OG0000927	Pras.g_00672	Prbm.g_02017
OG0000928	Pras.g_00673	Prbm.g_02018
OG0000929	Pras.g_00674	Prbm.g_02019
OG0000930	Pras.g_00675	Prbm.g_02020
OG0000931	Pras.g_00676	Prbm.g_02021
OG0000932	Pras.g_00677	Prbm.g_02022
OG0000933	Pras.g_00681	Prbm.g_02026
OG0000934	Pras.g_00683	Prbm.g_02028
OG0000935	Pras.g_00684	Prbm.g_02029
OG0000936	Pras.g_00685	Prbm.g_02030
OG0000937	Pras.g_00686	Prbm.g_02031
OG0000938	Pras.g_00688	Prbm.g_02034
OG0000939	Pras.g_00689	Prbm.g_02035
OG0000940	Pras.g_00696	Prbm.g_02042
OG0000941	Pras.g_00698	Prbm.g_02044
OG0000942	Pras.g_00700	Prbm.g_02046
OG0000943	Pras.g_00701	Prbm.g_02048
OG0000944	Pras.g_00702	Prbm.g_02050
OG0000945	Pras.g_00703	Prbm.g_02051
OG0000946	Pras.g_00707	Prbm.g_02057
OG0000947	Pras.g_00709	Prbm.g_02059
OG0000948	Pras.g_00710	Prbm.g_02060
OG0000949	Pras.g_00713	Prbm.g_02063
OG0000950	Pras.g_00718	Prbm.g_02068
OG0000951	Pras.g_00722	Prbm.g_02072
OG0000952	Pras.g_00726	Prbm.g_02076
OG0000953	Pras.g_00729	Prbm.g_02080
OG0000954	Pras.g_00733	Prbm.g_02084
OG0000955	Pras.g_00734	Prbm.g_02085
OG0000956	Pras.g_00736	Prbm.g_02087
OG0000957	Pras.g_00741	Prbm.g_02092
OG0000958	Pras.g_00742	Prbm.g_02093
OG0000959	Pras.g_00746	Prbm.g_02097
OG0000960	Pras.g_00747	Prbm.g_02098
OG0000961	Pras.g_00749	Prbm.g_02101
OG0000962	Pras.g_00751	Prbm.g_02103
OG0000963	Pras.g_00755	Prbm.g_02107
OG0000964	Pras.g_00756	Prbm.g_02108
OG0000965	Pras.g_00757	Prbm.g_02109
OG0000966	Pras.g_00765	Prbm.g_02144
OG0000967	Pras.g_00770	Prbm.g_02148
OG0000968	Pras.g_00772	Prbm.g_02150
OG0000969	Pras.g_00773	Prbm.g_02151
OG0000970	Pras.g_00774	Prbm.g_02152
OG0000971	Pras.g_00775	Prbm.g_02153
OG0000972	Pras.g_00776	Prbm.g_02154
OG0000973	Pras.g_00777	Prbm.g_02155
OG0000974	Pras.g_00778	Prbm.g_02156
OG0000975	Pras.g_00779	Prbm.g_02157
OG0000976	Pras.g_00780	Prbm.g_02158
OG0000977	Pras.g_00781	Prbm.g_02159
OG0000978	Pras.g_00782	Prbm.g_02160
OG0000979	Pras.g_00785	Prbm.g_02163
OG0000980	Pras.g_00787	Prbm.g_02165
OG0000981	Pras.g_00789	Prbm.g_02168
OG0000982	Pras.g_00791	Prbm.g_02170
OG0000983	Pras.g_00792	Prbm.g_02171
OG0000984	Pras.g_00793	Prbm.g_02172
OG0000985	Pras.g_00796	Prbm.g_02175
OG0000986	Pras.g_00798	Prbm.g_02177
OG0000987	Pras.g_00799	Prbm.g_02178
OG0000988	Pras.g_00802	Prbm.g_02181
OG0000989	Pras.g_00805	Prbm.g_02185
OG0000990	Pras.g_00808	Prbm.g_02190
OG0000991	Pras.g_00809	Prbm.g_02191
OG0000992	Pras.g_00812	Prbm.g_02194
OG0000993	Pras.g_00813	Prbm.g_02195
OG0000994	Pras.g_00814	Prbm.g_02196
OG0000995	Pras.g_00818	Prbm.g_02200
OG0000996	Pras.g_00819	Prbm.g_02201
OG0000997	Pras.g_00820	Prbm.g_02208
OG0000998	Pras.g_00822	Prbm.g_02210
OG0000999	Pras.g_00823	Prbm.g_02211
OG0001000	Pras.g_00826	Prbm.g_02214
OG0001001	Pras.g_00828	Prbm.g_02217
OG0001002	Pras.g_00832	Prbm.g_02222
OG0001003	Pras.g_00834	Prbm.g_02225
OG0001004	Pras.g_00835	Prbm.g_02226
OG0001005	Pras.g_00836	Prbm.g_02227
OG0001006	Pras.g_00840	Prbm.g_02231
OG0001007	Pras.g_00842	Prbm.g_02233
OG0001008	Pras.g_01315	Prbm.g_00447
OG0001009	Pras.g_00869	Prbm.g_00027
OG0001010	Pras.g_00870	Prbm.g_00028
OG0001011	Pras.g_00871	Prbm.g_00029
OG0001012	Pras.g_00896	Prbm.g_00052
OG0001013	Pras.g_00901	Prbm.g_00057
OG0001014	Pras.g_00904	Prbm.g_00060
OG0001015	Pras.g_00905	Prbm.g_00061
OG0001016	Pras.g_00924	Prbm.g_00130
OG0001017	Pras.g_00928	Prbm.g_00134
OG0001018	Pras.g_00931	Prbm.g_00137
OG0001019	Pras.g_00940	Prbm.g_00146
OG0001020	Pras.g_00941	Prbm.g_00147
OG0001021	Pras.g_00942	Prbm.g_00148
OG0001022	Pras.g_00945	Prbm.g_00151
OG0001023	Pras.g_00946	Prbm.g_00152
OG0001024	Pras.g_00949	Prbm.g_00155
OG0001025	Pras.g_00955	Prbm.g_00162
OG0001026	Pras.g_00962	Prbm.g_00170
OG0001027	Pras.g_00963	Prbm.g_00171
OG0001028	Pras.g_00965	Prbm.g_00173
OG0001029	Pras.g_00966	Prbm.g_00175
OG0001030	Pras.g_00981	Prbm.g_00191
OG0001031	Pras.g_01037	Prbm.g_00246
OG0001032	Pras.g_01038	Prbm.g_00247
OG0001033	Pras.g_01060	Prbm.g_00267
OG0001034	Pras.g_01088	Prbm.g_00296
OG0001035	Pras.g_01106	Prbm.g_00313
OG0001036	Pras.g_01111	Prbm.g_00318
OG0001037	Pras.g_01112	Prbm.g_00319
OG0001038	Pras.g_01130	Prbm.g_00335
OG0001039	Pras.g_01133	Prbm.g_00337
OG0001040	Pras.g_01135	Prbm.g_00340
OG0001041	Pras.g_01139	Prbm.g_00344
OG0001042	Pras.g_01156	Prbm.g_00360
OG0001043	Pras.g_01157	Prbm.g_00361
OG0001044	Pras.g_01186	Prbm.g_00399
OG0001045	Pras.g_01195	Prbm.g_00408
OG0001046	Pras.g_01232	Prbm.g_01121
OG0001047	Pras.g_01317	Prbm.g_00449
OG0001048	Pras.g_01318	Prbm.g_00450
OG0001049	Pras.g_01320	Prbm.g_00452
OG0001050	Pras.g_01321	Prbm.g_00453
OG0001051	Pras.g_01322	Prbm.g_00454
OG0001052	Pras.g_01349	Prbm.g_00497
OG0001053	Pras.g_01361	Prbm.g_00509
OG0001054	Pras.g_01376	Prbm.g_00523
OG0001055	Pras.g_01395	Prbm.g_00551
OG0001056	Pras.g_01413	Prbm.g_00569
OG0001057	Pras.g_01418	Prbm.g_00574
OG0001058	Pras.g_01426	Prbm.g_00582
OG0001059	Pras.g_01430	Prbm.g_00586
OG0001060	Pras.g_01437	Prbm.g_00593
OG0001061	Pras.g_01450	Prbm.g_00606
OG0001062	Pras.g_01452	Prbm.g_00608
OG0001063	Pras.g_01454	Prbm.g_00609
OG0001064	Pras.g_01455	Prbm.g_00610
OG0001065	Pras.g_01456	Prbm.g_00611
OG0001066	Pras.g_01457	Prbm.g_00612
OG0001067	Pras.g_01459	Prbm.g_00613
OG0001068	Pras.g_01460	Prbm.g_00614
OG0001069	Pras.g_01461	Prbm.g_00615
OG0001070	Pras.g_01464	Prbm.g_00617
OG0001071	Pras.g_01465	Prbm.g_00618
OG0001072	Pras.g_01466	Prbm.g_00619
OG0001073	Pras.g_01480	Prbm.g_00634
OG0001074	Pras.g_01491	Prbm.g_00646
OG0001075	Pras.g_01492	Prbm.g_00647
OG0001076	Pras.g_01500	Prbm.g_00654
OG0001077	Pras.g_01504	Prbm.g_00659
OG0001078	Pras.g_01512	Prbm.g_00667
OG0001079	Pras.g_01523	Prbm.g_00678
OG0001080	Pras.g_01529	Prbm.g_00684
OG0001081	Pras.g_01531	Prbm.g_00686
OG0001082	Pras.g_01532	Prbm.g_00687
OG0001083	Pras.g_01537	Prbm.g_00692
OG0001084	Pras.g_01538	Prbm.g_00693
OG0001085	Pras.g_01546	Prbm.g_00703
OG0001086	Pras.g_01547	Prbm.g_00704
OG0001087	Pras.g_01564	Prbm.g_00725
OG0001088	Pras.g_01565	Prbm.g_00726
OG0001089	Pras.g_01573	Prbm.g_00734
OG0001090	Pras.g_01607	Prbm.g_00743
OG0001091	Pras.g_01609	Prbm.g_00745
OG0001092	Pras.g_01610	Prbm.g_00746
OG0001093	Pras.g_01615	Prbm.g_00751
OG0001094	Pras.g_01695	Prbm.g_00808
OG0001095	Pras.g_01714	Prbm.g_00827
OG0001096	Pras.g_01727	Prbm.g_00842
OG0001097	Pras.g_01745	Prbm.g_00860
OG0001098	Pras.g_01760	Prbm.g_00877
OG0001099	Pras.g_01791	Prbm.g_00914
