Orthogroup	Pras	Syao
OG0000596	Pras.g_01514	Syao.g_00897
OG0000597	Pras.g_01516	Syao.g_00900
OG0000598	Pras.g_01517	Syao.g_00901
OG0000599	Pras.g_01520	Syao.g_00908
OG0000600	Pras.g_01521	Syao.g_00909
OG0000601	Pras.g_01522	Syao.g_00910
OG0000602	Pras.g_01524	Syao.g_00914
OG0000603	Pras.g_01525	Syao.g_00915
OG0000604	Pras.g_01526	Syao.g_00918
OG0000606	Pras.g_01530	Syao.g_00924
OG0000607	Pras.g_01533	Syao.g_00927
OG0000608	Pras.g_01534	Syao.g_00928
OG0000609	Pras.g_01535	Syao.g_00930
OG0000610	Pras.g_01540	Syao.g_00940
OG0000611	Pras.g_01543	Syao.g_00943
OG0000612	Pras.g_01544	Syao.g_00944
OG0000613	Pras.g_01549	Syao.g_01979
OG0000614	Pras.g_01568	Syao.g_00375
OG0000615	Pras.g_01576	Syao.g_00978
OG0000616	Pras.g_01580	Syao.g_02342
OG0000617	Pras.g_01612	Syao.g_00486
OG0000618	Pras.g_01613	Syao.g_00485
OG0000619	Pras.g_01614	Syao.g_00484
OG0000620	Pras.g_01617	Syao.g_00479
OG0000621	Pras.g_01618	Syao.g_00478
OG0000622	Pras.g_01619	Syao.g_00476
OG0000623	Pras.g_01620	Syao.g_00475
OG0000624	Pras.g_01621	Syao.g_00473
OG0000625	Pras.g_01622	Syao.g_00472
OG0000626	Pras.g_01623	Syao.g_00471
OG0000627	Pras.g_01624	Syao.g_00567
OG0000628	Pras.g_01625	Syao.g_00566
OG0000629	Pras.g_01626	Syao.g_00590
OG0000630	Pras.g_01629	Syao.g_00585
OG0000631	Pras.g_01692	Syao.g_00644
OG0000632	Pras.g_01693	Syao.g_00643
OG0000633	Pras.g_01694	Syao.g_00642
OG0000634	Pras.g_01697	Syao.g_00752
OG0000635	Pras.g_01698	Syao.g_00753
OG0000636	Pras.g_01700	Syao.g_00755
OG0000637	Pras.g_01702	Syao.g_00757
OG0000638	Pras.g_01703	Syao.g_00758
OG0000639	Pras.g_01704	Syao.g_00759
OG0000640	Pras.g_01705	Syao.g_00760
OG0000641	Pras.g_01709	Syao.g_00764
OG0000642	Pras.g_01710	Syao.g_00765
OG0000643	Pras.g_01711	Syao.g_00767
OG0000644	Pras.g_01712	Syao.g_00768
OG0000645	Pras.g_01713	Syao.g_00770
OG0000646	Pras.g_01715	Syao.g_00773
OG0000647	Pras.g_01716	Syao.g_00775
OG0000648	Pras.g_01718	Syao.g_00777
OG0000649	Pras.g_01719	Syao.g_00778
OG0000650	Pras.g_01720	Syao.g_00779
OG0000651	Pras.g_01721	Syao.g_00780
OG0000652	Pras.g_01722	Syao.g_00781
OG0000653	Pras.g_01724	Syao.g_00783
OG0000654	Pras.g_01725	Syao.g_00784
OG0000655	Pras.g_01726	Syao.g_00785
OG0000656	Pras.g_01729	Syao.g_00789
OG0000657	Pras.g_01736	Syao.g_00435
OG0000658	Pras.g_01737	Syao.g_00560
OG0000659	Pras.g_01738	Syao.g_00559
OG0000660	Pras.g_01742	Syao.g_00555
OG0000661	Pras.g_01744	Syao.g_00553
OG0000662	Pras.g_01746	Syao.g_00535
OG0000663	Pras.g_01748	Syao.g_00532
OG0000664	Pras.g_01749	Syao.g_00530
OG0000665	Pras.g_01753	Syao.g_01436
OG0000666	Pras.g_01754	Syao.g_02120
OG0000667	Pras.g_01758	Syao.g_01375
OG0000668	Pras.g_01788	Syao.g_02678
OG0000669	Pras.g_01792	Syao.g_00955
OG0000670	Pras.g_01794	Syao.g_00958
OG0000671	Pras.g_01796	Syao.g_00960
OG0000672	Pras.g_01799	Syao.g_00963
OG0000673	Pras.g_01802	Syao.g_00966
OG0000674	Pras.g_01804	Syao.g_00968
OG0000675	Pras.g_01805	Syao.g_00969
OG0000676	Pras.g_01807	Syao.g_00971
OG0000677	Pras.g_01808	Syao.g_00972
OG0000678	Pras.g_01810	Syao.g_00974
OG0000679	Pras.g_01814	Syao.g_00981
OG0000680	Pras.g_01815	Syao.g_00982
OG0000681	Pras.g_01818	Syao.g_00985
OG0000682	Pras.g_01819	Syao.g_00986
OG0000683	Pras.g_01820	Syao.g_00987
OG0000684	Pras.g_01821	Syao.g_00990
OG0000685	Pras.g_01823	Syao.g_00733
OG0000686	Pras.g_01824	Syao.g_00734
OG0000687	Pras.g_01825	Syao.g_00735
OG0000688	Pras.g_01828	Syao.g_00741
OG0000689	Pras.g_01829	Syao.g_00743
OG0000690	Pras.g_01830	Syao.g_00744
OG0000691	Pras.g_01831	Syao.g_00745
OG0000692	Pras.g_01833	Syao.g_00747
OG0000693	Pras.g_01834	Syao.g_00748
OG0000694	Pras.g_01835	Syao.g_00749
OG0000695	Pras.g_01837	Syao.g_00639
OG0000696	Pras.g_01838	Syao.g_00638
OG0000697	Pras.g_01839	Syao.g_00636
OG0000698	Pras.g_01842	Syao.g_00633
OG0000699	Pras.g_01843	Syao.g_00631
OG0000700	Pras.g_01844	Syao.g_00630
OG0000701	Pras.g_01845	Syao.g_00629
OG0000702	Pras.g_01847	Syao.g_00705
OG0000703	Pras.g_01848	Syao.g_00693
OG0000704	Pras.g_01849	Syao.g_00689
OG0000705	Pras.g_01853	Syao.g_00682
OG0000706	Pras.g_01854	Syao.g_00681
OG0000707	Pras.g_01855	Syao.g_00680
OG0000708	Pras.g_01856	Syao.g_00677
OG0000709	Pras.g_01860	Syao.g_00670
OG0000710	Pras.g_01863	Syao.g_00666
OG0000711	Pras.g_01881	Syao.g_00815
OG0000712	Pras.g_01883	Syao.g_00813
OG0000713	Pras.g_01884	Syao.g_00812
OG0000714	Pras.g_01885	Syao.g_00810
OG0000715	Pras.g_01887	Syao.g_00808
OG0000716	Pras.g_01889	Syao.g_00804
OG0000717	Pras.g_01890	Syao.g_00803
OG0000718	Pras.g_01903	Syao.g_00794
OG0000719	Pras.g_01905	Syao.g_00444
OG0000720	Pras.g_01914	Syao.g_00457
OG0000721	Pras.g_01916	Syao.g_00459
OG0000722	Pras.g_01917	Syao.g_00460
OG0000723	Pras.g_01920	Syao.g_00469
OG0000724	Pras.g_01929	Syao.g_00513
OG0000725	Pras.g_01935	Syao.g_00385
OG0000726	Pras.g_01936	Syao.g_00384
OG0000727	Pras.g_01937	Syao.g_00383
OG0000728	Pras.g_01939	Syao.g_00381
OG0000729	Pras.g_01984	Syao.g_02190
OG0000730	Pras.g_01988	Syao.g_01880
OG0000731	Pras.g_01992	Syao.g_01868
OG0000732	Pras.g_00003	Syao.g_02218
OG0000733	Pras.g_00024	Syao.g_01427
OG0000734	Pras.g_00041	Syao.g_02592
OG0000735	Pras.g_00043	Syao.g_00140
OG0000736	Pras.g_00044	Syao.g_00139
OG0000737	Pras.g_00045	Syao.g_00138
OG0000738	Pras.g_00049	Syao.g_00132
OG0000739	Pras.g_00050	Syao.g_00131
OG0000740	Pras.g_00051	Syao.g_00130
OG0000741	Pras.g_00052	Syao.g_00127
OG0000742	Pras.g_00055	Syao.g_00124
OG0000743	Pras.g_00057	Syao.g_00217
OG0000744	Pras.g_00058	Syao.g_00216
OG0000745	Pras.g_00059	Syao.g_00213
OG0000746	Pras.g_00061	Syao.g_00210
OG0000747	Pras.g_00062	Syao.g_00208
OG0000748	Pras.g_00065	Syao.g_00193
OG0000749	Pras.g_00066	Syao.g_00192
OG0000750	Pras.g_00067	Syao.g_00191
OG0000751	Pras.g_00069	Syao.g_00185
OG0000752	Pras.g_00071	Syao.g_00183
OG0000753	Pras.g_00074	Syao.g_00180
OG0000754	Pras.g_00077	Syao.g_00175
OG0000755	Pras.g_00080	Syao.g_00021
OG0000756	Pras.g_00081	Syao.g_00229
OG0000757	Pras.g_00087	Syao.g_00252
OG0000758	Pras.g_00088	Syao.g_00251
OG0000759	Pras.g_00089	Syao.g_00250
OG0000760	Pras.g_00090	Syao.g_00249
OG0000761	Pras.g_00091	Syao.g_00248
OG0000762	Pras.g_00092	Syao.g_00246
OG0000763	Pras.g_00094	Syao.g_00242
OG0000764	Pras.g_00095	Syao.g_00241
OG0000765	Pras.g_00105	Syao.g_00267
OG0000766	Pras.g_00106	Syao.g_00266
OG0000767	Pras.g_00108	Syao.g_00264
OG0000768	Pras.g_00109	Syao.g_00263
OG0000769	Pras.g_00111	Syao.g_00261
OG0000770	Pras.g_00113	Syao.g_00257
OG0000771	Pras.g_00122	Syao.g_00506
OG0000772	Pras.g_00178	Syao.g_01523
OG0000773	Pras.g_00199	Syao.g_01447
OG0000774	Pras.g_00201	Syao.g_01442
OG0000775	Pras.g_00204	Syao.g_01440
OG0000776	Pras.g_00205	Syao.g_01439
OG0000777	Pras.g_00206	Syao.g_01438
OG0000778	Pras.g_00207	Syao.g_01437
OG0000779	Pras.g_00211	Syao.g_01469
OG0000780	Pras.g_00212	Syao.g_01456
OG0000781	Pras.g_00214	Syao.g_01452
OG0000782	Pras.g_00216	Syao.g_01451
OG0000783	Pras.g_00217	Syao.g_01450
OG0000784	Pras.g_00218	Syao.g_01449
OG0000785	Pras.g_00220	Syao.g_01481
OG0000786	Pras.g_00223	Syao.g_01473
OG0000787	Pras.g_00224	Syao.g_01472
OG0000788	Pras.g_00237	Syao.g_00870
OG0000789	Pras.g_00240	Syao.g_00623
OG0000790	Pras.g_00255	Syao.g_00041, Syao.g_00315
OG0000791	Pras.g_00257	Syao.g_00043
OG0000792	Pras.g_00258	Syao.g_00044
OG0000793	Pras.g_00261	Syao.g_02700
OG0000794	Pras.g_00262	Syao.g_02703
OG0000795	Pras.g_00263	Syao.g_02704
OG0000796	Pras.g_00267	Syao.g_02708
OG0000797	Pras.g_00268	Syao.g_02709
OG0000798	Pras.g_00286	Syao.g_02066
OG0000799	Pras.g_00332	Syao.g_01525
OG0000800	Pras.g_00333	Syao.g_01526
OG0000801	Pras.g_00334	Syao.g_01527
OG0000802	Pras.g_00336	Syao.g_01531
OG0000803	Pras.g_00338	Syao.g_01534
OG0000804	Pras.g_00339	Syao.g_01537
OG0000805	Pras.g_00341	Syao.g_01502
OG0000806	Pras.g_00343	Syao.g_01504
OG0000807	Pras.g_00344	Syao.g_01506
OG0000808	Pras.g_00345	Syao.g_01507
OG0000809	Pras.g_00348	Syao.g_01511
OG0000810	Pras.g_00349	Syao.g_01482
OG0000811	Pras.g_00353	Syao.g_01490
OG0000812	Pras.g_00355	Syao.g_01492
OG0000813	Pras.g_00356	Syao.g_01493
OG0000814	Pras.g_00358	Syao.g_01495
OG0000815	Pras.g_00359	Syao.g_01499
OG0000816	Pras.g_00361	Syao.g_01471
OG0000817	Pras.g_00362	Syao.g_01519
OG0000818	Pras.g_00367	Syao.g_00062
OG0000819	Pras.g_00368	Syao.g_00063
OG0000820	Pras.g_00369	Syao.g_00064
OG0000821	Pras.g_00373	Syao.g_00070
OG0000822	Pras.g_00374	Syao.g_00072
OG0000823	Pras.g_00375	Syao.g_00073
OG0000824	Pras.g_00378	Syao.g_00079
OG0000825	Pras.g_00379	Syao.g_00080
OG0000826	Pras.g_00380	Syao.g_00081
OG0000827	Pras.g_00381	Syao.g_00082
OG0000828	Pras.g_00385	Syao.g_00085
OG0000829	Pras.g_00386	Syao.g_00086
OG0000830	Pras.g_00387	Syao.g_00087
OG0000831	Pras.g_00389	Syao.g_00089
OG0000832	Pras.g_00395	Syao.g_01696
OG0000833	Pras.g_00405	Syao.g_01612
OG0000834	Pras.g_00406	Syao.g_01610
OG0000835	Pras.g_00407	Syao.g_01609
OG0000836	Pras.g_00408	Syao.g_01606
OG0000837	Pras.g_00409	Syao.g_01605
OG0000838	Pras.g_00411	Syao.g_01601
OG0000839	Pras.g_00412	Syao.g_01600
OG0000840	Pras.g_00413	Syao.g_01599
OG0000841	Pras.g_00414	Syao.g_01598
OG0000842	Pras.g_00415	Syao.g_01597
OG0000843	Pras.g_00416	Syao.g_01596
OG0000844	Pras.g_00417	Syao.g_01594
OG0000845	Pras.g_00418	Syao.g_01593
OG0000846	Pras.g_00419	Syao.g_01592
OG0000847	Pras.g_00420	Syao.g_01591
OG0000848	Pras.g_00421	Syao.g_01589
OG0000849	Pras.g_00422	Syao.g_01588
OG0000850	Pras.g_00424	Syao.g_01585
OG0000851	Pras.g_00425	Syao.g_01582
OG0000852	Pras.g_00426	Syao.g_01581
OG0000853	Pras.g_00430	Syao.g_01577
OG0000854	Pras.g_00432	Syao.g_01575
OG0000855	Pras.g_00433	Syao.g_01574
OG0000856	Pras.g_00448	Syao.g_01327
OG0000857	Pras.g_00473	Syao.g_00774
OG0000858	Pras.g_00544	Syao.g_01567
OG0000859	Pras.g_00545	Syao.g_01566
OG0000860	Pras.g_00552	Syao.g_01552
OG0000861	Pras.g_00553	Syao.g_01551
OG0000862	Pras.g_00554	Syao.g_01542
OG0000863	Pras.g_00556	Syao.g_01540
OG0000864	Pras.g_00557	Syao.g_01017
OG0000866	Pras.g_00559	Syao.g_01686
OG0000867	Pras.g_00560	Syao.g_01685
OG0000868	Pras.g_00561	Syao.g_01682
OG0000869	Pras.g_00565	Syao.g_01677
OG0000870	Pras.g_00570	Syao.g_01672
OG0000871	Pras.g_00571	Syao.g_01671
OG0000872	Pras.g_00572	Syao.g_01665
OG0000873	Pras.g_00575	Syao.g_01662
OG0000874	Pras.g_00578	Syao.g_01660
OG0000875	Pras.g_00579	Syao.g_01658
OG0000876	Pras.g_00580	Syao.g_00536
OG0000877	Pras.g_00582	Syao.g_01654
OG0000878	Pras.g_00583	Syao.g_01653
OG0000879	Pras.g_00584	Syao.g_01652
OG0000880	Pras.g_00585	Syao.g_01651
OG0000881	Pras.g_00589	Syao.g_01647
OG0000882	Pras.g_00594	Syao.g_01642
OG0000883	Pras.g_00596	Syao.g_01638
OG0000884	Pras.g_00598	Syao.g_01636
OG0000885	Pras.g_00599	Syao.g_01635
OG0000886	Pras.g_00600	Syao.g_01634
OG0000887	Pras.g_00601	Syao.g_01633
OG0000888	Pras.g_00603	Syao.g_01631
OG0000889	Pras.g_00605	Syao.g_01629
OG0000890	Pras.g_00606	Syao.g_01626
OG0000891	Pras.g_00607	Syao.g_01625
OG0000892	Pras.g_00609	Syao.g_01695
OG0000893	Pras.g_00613	Syao.g_01934
OG0000894	Pras.g_00615	Syao.g_01937
OG0000895	Pras.g_00618	Syao.g_01916
OG0000896	Pras.g_00619	Syao.g_01917
OG0000897	Pras.g_00621	Syao.g_01919
OG0000898	Pras.g_00622	Syao.g_01920
OG0000899	Pras.g_00623	Syao.g_01921
OG0000900	Pras.g_00624	Syao.g_01922
OG0000901	Pras.g_00627	Syao.g_01927
OG0000902	Pras.g_00629	Syao.g_01929
OG0000903	Pras.g_00632	Syao.g_01798
OG0000904	Pras.g_00634	Syao.g_01804
OG0000905	Pras.g_00639	Syao.g_01862
OG0000906	Pras.g_00640	Syao.g_01931
OG0000907	Pras.g_00645	Syao.g_01796
OG0000908	Pras.g_00648	Syao.g_01793
OG0000909	Pras.g_00649	Syao.g_01792
OG0000910	Pras.g_00650	Syao.g_01791
OG0000911	Pras.g_00652	Syao.g_01789
OG0000912	Pras.g_00653	Syao.g_01788
OG0000913	Pras.g_00654	Syao.g_01787
OG0000914	Pras.g_00655	Syao.g_01786
OG0000915	Pras.g_00656	Syao.g_01784
OG0000916	Pras.g_00657	Syao.g_01783
OG0000917	Pras.g_00658	Syao.g_01782
OG0000918	Pras.g_00659	Syao.g_01781
OG0000919	Pras.g_00660	Syao.g_01780
OG0000920	Pras.g_00661	Syao.g_01779
OG0000921	Pras.g_00662	Syao.g_01778
OG0000922	Pras.g_00663	Syao.g_01777
OG0000923	Pras.g_00667	Syao.g_01772
OG0000924	Pras.g_00668	Syao.g_01771
OG0000925	Pras.g_00669	Syao.g_01770
OG0000926	Pras.g_00670	Syao.g_01769
OG0000927	Pras.g_00672	Syao.g_01767
OG0000928	Pras.g_00673	Syao.g_01766
OG0000929	Pras.g_00674	Syao.g_01765
OG0000930	Pras.g_00675	Syao.g_01764
OG0000931	Pras.g_00676	Syao.g_01763
OG0000932	Pras.g_00677	Syao.g_01762
OG0000933	Pras.g_00681	Syao.g_01811
OG0000934	Pras.g_00683	Syao.g_01809
OG0000935	Pras.g_00684	Syao.g_01808
OG0000936	Pras.g_00685	Syao.g_01843
OG0000937	Pras.g_00686	Syao.g_01842
OG0000938	Pras.g_00688	Syao.g_01839
OG0000939	Pras.g_00689	Syao.g_01838
OG0000940	Pras.g_00696	Syao.g_01830
OG0000941	Pras.g_00698	Syao.g_01828
OG0000942	Pras.g_00700	Syao.g_01826
OG0000943	Pras.g_00701	Syao.g_01824
OG0000944	Pras.g_00702	Syao.g_01822
OG0000945	Pras.g_00703	Syao.g_01821
OG0000946	Pras.g_00707	Syao.g_01852
OG0000947	Pras.g_00709	Syao.g_01849
OG0000948	Pras.g_00710	Syao.g_01848
OG0000949	Pras.g_00713	Syao.g_01970
OG0000950	Pras.g_00718	Syao.g_01957
OG0000951	Pras.g_00722	Syao.g_02262
OG0000952	Pras.g_00726	Syao.g_02266
OG0000953	Pras.g_00729	Syao.g_02130
OG0000954	Pras.g_00733	Syao.g_02135
OG0000955	Pras.g_00734	Syao.g_02136
OG0000956	Pras.g_00736	Syao.g_02138
OG0000957	Pras.g_00741	Syao.g_01951
OG0000958	Pras.g_00742	Syao.g_01950
OG0000959	Pras.g_00746	Syao.g_01947
OG0000960	Pras.g_00747	Syao.g_01946
OG0000961	Pras.g_00749	Syao.g_02496
OG0000962	Pras.g_00751	Syao.g_02191
OG0000963	Pras.g_00755	Syao.g_02186
OG0000964	Pras.g_00756	Syao.g_02185
OG0000965	Pras.g_00757	Syao.g_02184
OG0000966	Pras.g_00765	Syao.g_02172
OG0000967	Pras.g_00770	Syao.g_02167
OG0000968	Pras.g_00772	Syao.g_02199
OG0000969	Pras.g_00773	Syao.g_02200
OG0000970	Pras.g_00774	Syao.g_02201
OG0000971	Pras.g_00775	Syao.g_02203
OG0000972	Pras.g_00776	Syao.g_02204
OG0000973	Pras.g_00777	Syao.g_02205
OG0000974	Pras.g_00778	Syao.g_02206
OG0000975	Pras.g_00779	Syao.g_02207
OG0000976	Pras.g_00780	Syao.g_02208
OG0000977	Pras.g_00781	Syao.g_02210
OG0000978	Pras.g_00782	Syao.g_02211
OG0000979	Pras.g_00785	Syao.g_02214
OG0000980	Pras.g_00787	Syao.g_02217
OG0000981	Pras.g_00789	Syao.g_02220
OG0000982	Pras.g_00791	Syao.g_02437
OG0000983	Pras.g_00792	Syao.g_02438
OG0000984	Pras.g_00793	Syao.g_02439
OG0000985	Pras.g_00796	Syao.g_02443
OG0000986	Pras.g_00798	Syao.g_02445
OG0000987	Pras.g_00799	Syao.g_02447
OG0000988	Pras.g_00802	Syao.g_02452
OG0000989	Pras.g_00805	Syao.g_02368
OG0000990	Pras.g_00808	Syao.g_02362
OG0000991	Pras.g_00809	Syao.g_02354
OG0000992	Pras.g_00812	Syao.g_02279
OG0000993	Pras.g_00813	Syao.g_02280
OG0000994	Pras.g_00814	Syao.g_02283
OG0000995	Pras.g_00818	Syao.g_02287
OG0000996	Pras.g_00819	Syao.g_02305
OG0000997	Pras.g_00820	Syao.g_02326
OG0000998	Pras.g_00822	Syao.g_02328
OG0000999	Pras.g_00823	Syao.g_02329
OG0001000	Pras.g_00826	Syao.g_02333
OG0001001	Pras.g_00828	Syao.g_02338
OG0001002	Pras.g_00832	Syao.g_02345
OG0001003	Pras.g_00834	Syao.g_02347
OG0001004	Pras.g_00835	Syao.g_02348
OG0001005	Pras.g_00836	Syao.g_02194
OG0001006	Pras.g_00840	Syao.g_02159
OG0001007	Pras.g_00842	Syao.g_02161
OG0001008	Pras.g_01315	Syao.g_01737
OG0001009	Pras.g_00869	Syao.g_02239
OG0001010	Pras.g_00870	Syao.g_02238
OG0001011	Pras.g_00871	Syao.g_02236
OG0001012	Pras.g_00896	Syao.g_00322
OG0001013	Pras.g_00901	Syao.g_02413
OG0001014	Pras.g_00904	Syao.g_02407
OG0001015	Pras.g_00905	Syao.g_02406
OG0001016	Pras.g_00924	Syao.g_02622
OG0001017	Pras.g_00928	Syao.g_02628
OG0001018	Pras.g_00931	Syao.g_02630
OG0001019	Pras.g_00940	Syao.g_02654
OG0001020	Pras.g_00941	Syao.g_02663
OG0001021	Pras.g_00942	Syao.g_02666
OG0001022	Pras.g_00945	Syao.g_02670
OG0001023	Pras.g_00946	Syao.g_02671
OG0001024	Pras.g_00949	Syao.g_01018
OG0001025	Pras.g_00955	Syao.g_02597
OG0001026	Pras.g_00962	Syao.g_02594
OG0001027	Pras.g_00963	Syao.g_02564
OG0001028	Pras.g_00965	Syao.g_02568
OG0001029	Pras.g_00966	Syao.g_02570
OG0001030	Pras.g_00981	Syao.g_02545
OG0001031	Pras.g_01037	Syao.g_02528
OG0001032	Pras.g_01038	Syao.g_02530
OG0001033	Pras.g_01060	Syao.g_01016
OG0001034	Pras.g_01088	Syao.g_01704
OG0001035	Pras.g_01106	Syao.g_02101
OG0001036	Pras.g_01111	Syao.g_02096
OG0001037	Pras.g_01112	Syao.g_02094
OG0001038	Pras.g_01130	Syao.g_02065
OG0001039	Pras.g_01133	Syao.g_02062
OG0001040	Pras.g_01135	Syao.g_02059
OG0001041	Pras.g_01139	Syao.g_02055
OG0001042	Pras.g_01156	Syao.g_02032
OG0001043	Pras.g_01157	Syao.g_02028
OG0001044	Pras.g_01186	Syao.g_01878
OG0001045	Pras.g_01195	Syao.g_01865
OG0001046	Pras.g_01232	Syao.g_00827
OG0001047	Pras.g_01317	Syao.g_01739
OG0001048	Pras.g_01318	Syao.g_01740
OG0001049	Pras.g_01320	Syao.g_01616
OG0001050	Pras.g_01321	Syao.g_01618
OG0001051	Pras.g_01322	Syao.g_01619
OG0001052	Pras.g_01349	Syao.g_02686
OG0001053	Pras.g_01361	Syao.g_00025
OG0001054	Pras.g_01376	Syao.g_00104
OG0001055	Pras.g_01395	Syao.g_00156
OG0001056	Pras.g_01413	Syao.g_01417
OG0001057	Pras.g_01418	Syao.g_00879
OG0001058	Pras.g_01426	Syao.g_00862
OG0001059	Pras.g_01430	Syao.g_00858
OG0001060	Pras.g_01437	Syao.g_00852
OG0001062	Pras.g_01452	Syao.g_01050
OG0001063	Pras.g_01454	Syao.g_01042
OG0001064	Pras.g_01455	Syao.g_01041
OG0001065	Pras.g_01456	Syao.g_01040
OG0001066	Pras.g_01457	Syao.g_01039
OG0001067	Pras.g_01459	Syao.g_01038
OG0001068	Pras.g_01460	Syao.g_01037
OG0001069	Pras.g_01461	Syao.g_01036
OG0001070	Pras.g_01464	Syao.g_01032
OG0001071	Pras.g_01465	Syao.g_01031
OG0001072	Pras.g_01466	Syao.g_01027
OG0001073	Pras.g_01480	Syao.g_00991
OG0001074	Pras.g_01491	Syao.g_00392
OG0001075	Pras.g_01492	Syao.g_00391
OG0001076	Pras.g_01500	Syao.g_01339
OG0001077	Pras.g_01504	Syao.g_01323
OG0001078	Pras.g_01512	Syao.g_00895
OG0001079	Pras.g_01523	Syao.g_00911
OG0001081	Pras.g_01531	Syao.g_00925
OG0001082	Pras.g_01532	Syao.g_00926
OG0001083	Pras.g_01537	Syao.g_00934
OG0001084	Pras.g_01538	Syao.g_00935
OG0001085	Pras.g_01546	Syao.g_00947
OG0001086	Pras.g_01547	Syao.g_00949
OG0001087	Pras.g_01564	Syao.g_01419
OG0001088	Pras.g_01565	Syao.g_00211
OG0001089	Pras.g_01573	Syao.g_00376
OG0001090	Pras.g_01607	Syao.g_00494
OG0001091	Pras.g_01609	Syao.g_00491
OG0001092	Pras.g_01610	Syao.g_00489
OG0001093	Pras.g_01615	Syao.g_00482
OG0001094	Pras.g_01695	Syao.g_00750
OG0001095	Pras.g_01714	Syao.g_00771
OG0001096	Pras.g_01727	Syao.g_00786
OG0001097	Pras.g_01745	Syao.g_00552
OG0001098	Pras.g_01760	Syao.g_00731
OG0001099	Pras.g_01791	Syao.g_02569
OG0001100	Pras.g_01793	Syao.g_00957
OG0001101	Pras.g_01795	Syao.g_00959
OG0001102	Pras.g_01798	Syao.g_00962
OG0001103	Pras.g_01800	Syao.g_00964
OG0001105	Pras.g_01826	Syao.g_00736
OG0001106	Pras.g_01850	Syao.g_00688
OG0001107	Pras.g_01857	Syao.g_00676
OG0001108	Pras.g_01861	Syao.g_00669
OG0001109	Pras.g_01862	Syao.g_00667
OG0001110	Pras.g_01864	Syao.g_00665
OG0001111	Pras.g_01865	Syao.g_00663
OG0001112	Pras.g_01866	Syao.g_00661
OG0001113	Pras.g_01867	Syao.g_00660
OG0001114	Pras.g_01868	Syao.g_00659
OG0001115	Pras.g_01870	Syao.g_00832
OG0001116	Pras.g_01871	Syao.g_00830
OG0001117	Pras.g_01872	Syao.g_00829
OG0001118	Pras.g_01873	Syao.g_00828
OG0001119	Pras.g_01874	Syao.g_00826
OG0001120	Pras.g_01876	Syao.g_00822
OG0001121	Pras.g_00021, Pras.g_01880	Syao.g_01294
OG0001122	Pras.g_01906	Syao.g_00445
OG0001123	Pras.g_01910	Syao.g_00451
OG0001124	Pras.g_01912	Syao.g_00453
OG0001125	Pras.g_01913	Syao.g_00456
OG0001126	Pras.g_01923	Syao.g_00504
OG0001127	Pras.g_01924	Syao.g_00505
OG0001128	Pras.g_01926	Syao.g_00508
OG0001129	Pras.g_01927	Syao.g_00510
OG0001130	Pras.g_01928	Syao.g_00511
OG0001131	Pras.g_01964	Syao.g_01387
OG0001132	Pras.g_01973	Syao.g_01221
OG0001133	Pras.g_00009	Syao.g_01333
OG0001134	Pras.g_00023	Syao.g_01428
OG0001135	Pras.g_00026	Syao.g_01424
OG0001136	Pras.g_00053	Syao.g_00126
OG0001137	Pras.g_00064	Syao.g_00194
OG0001138	Pras.g_00082	Syao.g_00227
OG0001139	Pras.g_00083	Syao.g_00225
OG0001140	Pras.g_00084	Syao.g_00224
OG0001141	Pras.g_00085	Syao.g_00254
OG0001142	Pras.g_00086	Syao.g_00253
OG0001143	Pras.g_00093	Syao.g_00243
OG0001144	Pras.g_00099	Syao.g_00276
OG0001145	Pras.g_00200	Syao.g_01446
OG0001146	Pras.g_00213	Syao.g_01455
OG0001147	Pras.g_00236	Syao.g_00095
OG0001148	Pras.g_00252	Syao.g_00038
OG0001149	Pras.g_00253	Syao.g_00039
OG0001150	Pras.g_00254	Syao.g_00040
OG0001151	Pras.g_00265	Syao.g_02706
OG0001152	Pras.g_00266	Syao.g_02707
OG0001153	Pras.g_00382	Syao.g_00083
OG0001154	Pras.g_00384	Syao.g_00084
OG0001155	Pras.g_00396, Pras.g_00397	Syao.g_01747
OG0001156	Pras.g_00400	Syao.g_01744
OG0001157	Pras.g_00401	Syao.g_01743
OG0001158	Pras.g_00402	Syao.g_01742
OG0001160	Pras.g_00428	Syao.g_01579
OG0001161	Pras.g_00441	Syao.g_02373
OG0001162	Pras.g_00452	Syao.g_02650
OG0001163	Pras.g_00542	Syao.g_01571
OG0001164	Pras.g_00546	Syao.g_01564
OG0001165	Pras.g_00549	Syao.g_01559
OG0001166	Pras.g_00569	Syao.g_01673
OG0001167	Pras.g_00586	Syao.g_01006
OG0001168	Pras.g_00588	Syao.g_01648
OG0001169	Pras.g_00590	Syao.g_01646
OG0001170	Pras.g_00592	Syao.g_01644
OG0001171	Pras.g_00602	Syao.g_01632
OG0001172	Pras.g_00616	Syao.g_01914
OG0001173	Pras.g_00617	Syao.g_01915
OG0001174	Pras.g_00625	Syao.g_01923
OG0001175	Pras.g_00626	Syao.g_01924
OG0001176	Pras.g_00633	Syao.g_01799
OG0001177	Pras.g_00636	Syao.g_01802
OG0001178	Pras.g_00641	Syao.g_01541
OG0001179	Pras.g_00671	Syao.g_01768
OG0001180	Pras.g_00693	Syao.g_01833
OG0001181	Pras.g_00697	Syao.g_01829
OG0001182	Pras.g_00704	Syao.g_01820
