Orthogroup	Pras	Syap
OG0000603	Pras.g_01525	Syap.g_00641
OG0000604	Pras.g_01526	Syap.g_02769
OG0000605	Pras.g_01527	Syap.g_02501, Syap.g_02771
OG0000606	Pras.g_01530	Syap.g_02506
OG0000607	Pras.g_01533	Syap.g_00093
OG0000608	Pras.g_01534	Syap.g_00094
OG0000609	Pras.g_01535	Syap.g_00096
OG0000610	Pras.g_01540	Syap.g_01963
OG0000611	Pras.g_01543	Syap.g_01958
OG0000612	Pras.g_01544	Syap.g_01957
OG0000613	Pras.g_01549	Syap.g_02480
OG0000615	Pras.g_01576	Syap.g_00154
OG0000616	Pras.g_01580	Syap.g_00127
OG0000617	Pras.g_01612	Syap.g_00513
OG0000618	Pras.g_01613	Syap.g_00514
OG0000619	Pras.g_01614	Syap.g_00515
OG0000620	Pras.g_01617	Syap.g_00520
OG0000621	Pras.g_01618	Syap.g_00521
OG0000622	Pras.g_01619	Syap.g_00523
OG0000623	Pras.g_01620	Syap.g_00526
OG0000624	Pras.g_01621	Syap.g_00527
OG0000625	Pras.g_01622	Syap.g_00528
OG0000626	Pras.g_01623	Syap.g_00529
OG0000627	Pras.g_01624	Syap.g_00848
OG0000628	Pras.g_01625	Syap.g_00850
OG0000629	Pras.g_01626	Syap.g_02334
OG0000630	Pras.g_01629	Syap.g_02793
OG0000631	Pras.g_01692	Syap.g_01724
OG0000632	Pras.g_01693	Syap.g_01725
OG0000633	Pras.g_01694	Syap.g_01726
OG0000634	Pras.g_01697	Syap.g_00190
OG0000635	Pras.g_01698	Syap.g_00191
OG0000636	Pras.g_01700	Syap.g_00193
OG0000637	Pras.g_01702	Syap.g_00195
OG0000638	Pras.g_01703	Syap.g_00196
OG0000639	Pras.g_01704	Syap.g_00197
OG0000640	Pras.g_01705	Syap.g_00198
OG0000641	Pras.g_01709	Syap.g_00203
OG0000642	Pras.g_01710	Syap.g_02732
OG0000643	Pras.g_01711	Syap.g_02731
OG0000644	Pras.g_01712	Syap.g_02730
OG0000645	Pras.g_01713	Syap.g_02726
OG0000646	Pras.g_01715	Syap.g_02723
OG0000647	Pras.g_01716	Syap.g_02721
OG0000648	Pras.g_01718	Syap.g_02719
OG0000649	Pras.g_01719	Syap.g_02718
OG0000650	Pras.g_01720	Syap.g_02717
OG0000651	Pras.g_01721	Syap.g_02716
OG0000652	Pras.g_01722	Syap.g_02715
OG0000653	Pras.g_01724	Syap.g_02713
OG0000654	Pras.g_01725	Syap.g_02711
OG0000655	Pras.g_01726	Syap.g_02710
OG0000656	Pras.g_01729	Syap.g_02706
OG0000657	Pras.g_01736	Syap.g_01845
OG0000658	Pras.g_01737	Syap.g_01841
OG0000659	Pras.g_01738	Syap.g_01840
OG0000660	Pras.g_01742	Syap.g_01835
OG0000662	Pras.g_01746	Syap.g_00823
OG0000663	Pras.g_01748	Syap.g_00826
OG0000664	Pras.g_01749	Syap.g_00828
OG0000665	Pras.g_01753	Syap.g_02331
OG0000666	Pras.g_01754	Syap.g_01573
OG0000667	Pras.g_01758	Syap.g_01979
OG0000668	Pras.g_01788	Syap.g_02765
OG0000669	Pras.g_01792	Syap.g_02371
OG0000670	Pras.g_01794	Syap.g_02368
OG0000671	Pras.g_01796	Syap.g_01260
OG0000672	Pras.g_01799	Syap.g_01257
OG0000673	Pras.g_01802	Syap.g_01253
OG0000674	Pras.g_01804	Syap.g_01251
OG0000675	Pras.g_01805	Syap.g_01250
OG0000676	Pras.g_01807	Syap.g_01248
OG0000677	Pras.g_01808	Syap.g_01246
OG0000678	Pras.g_01810	Syap.g_01239
OG0000679	Pras.g_01814	Syap.g_00157
OG0000680	Pras.g_01815	Syap.g_00158
OG0000681	Pras.g_01818	Syap.g_00163
OG0000682	Pras.g_01819	Syap.g_00165
OG0000683	Pras.g_01820	Syap.g_00166
OG0000684	Pras.g_01821	Syap.g_00169
OG0000685	Pras.g_01823	Syap.g_00172
OG0000686	Pras.g_01824	Syap.g_00173
OG0000687	Pras.g_01825	Syap.g_00174
OG0000688	Pras.g_01828	Syap.g_00178
OG0000689	Pras.g_01829	Syap.g_00180
OG0000690	Pras.g_01830	Syap.g_00181
OG0000691	Pras.g_01831	Syap.g_00182
OG0000692	Pras.g_01833	Syap.g_00184
OG0000693	Pras.g_01834	Syap.g_00185
OG0000694	Pras.g_01835	Syap.g_00186
OG0000695	Pras.g_01837	Syap.g_01729
OG0000696	Pras.g_01838	Syap.g_01730
OG0000697	Pras.g_01839	Syap.g_01734
OG0000698	Pras.g_01842	Syap.g_01737
OG0000699	Pras.g_01843	Syap.g_01738
OG0000700	Pras.g_01844	Syap.g_01739
OG0000701	Pras.g_01845	Syap.g_01740
OG0000702	Pras.g_01847	Syap.g_01747
OG0000703	Pras.g_01848	Syap.g_01750
OG0000704	Pras.g_01849	Syap.g_01753
OG0000705	Pras.g_01853	Syap.g_02022
OG0000706	Pras.g_01854	Syap.g_02020
OG0000707	Pras.g_01855	Syap.g_02019
OG0000708	Pras.g_01856	Syap.g_02016
OG0000709	Pras.g_01860	Syap.g_00121
OG0000711	Pras.g_01881	Syap.g_02686
OG0000712	Pras.g_01883	Syap.g_02688
OG0000713	Pras.g_01884	Syap.g_02689
OG0000714	Pras.g_01885	Syap.g_02691
OG0000715	Pras.g_01887	Syap.g_02693
OG0000716	Pras.g_01889	Syap.g_02696
OG0000717	Pras.g_01890	Syap.g_02697
OG0000718	Pras.g_01903	Syap.g_02701
OG0000719	Pras.g_01905	Syap.g_02767
OG0000720	Pras.g_01914	Syap.g_02780
OG0000721	Pras.g_01916	Syap.g_02782
OG0000722	Pras.g_01917	Syap.g_02783
OG0000723	Pras.g_01920	Syap.g_00532
OG0000725	Pras.g_01935	Syap.g_01559
OG0000726	Pras.g_01936	Syap.g_01560
OG0000727	Pras.g_01937	Syap.g_01561
OG0000728	Pras.g_01939	Syap.g_01564
OG0000729	Pras.g_01984	Syap.g_01122
OG0000730	Pras.g_01988	Syap.g_00572
OG0000731	Pras.g_01992	Syap.g_00560
OG0000732	Pras.g_00003	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Pras.g_00024	Syap.g_01971
OG0000734	Pras.g_00041	Syap.g_02628
OG0000735	Pras.g_00043	Syap.g_00244
OG0000736	Pras.g_00044	Syap.g_00243
OG0000737	Pras.g_00045	Syap.g_00242
OG0000738	Pras.g_00049	Syap.g_00236
OG0000739	Pras.g_00050	Syap.g_00235
OG0000740	Pras.g_00051	Syap.g_00234
OG0000741	Pras.g_00052	Syap.g_00231
OG0000742	Pras.g_00055	Syap.g_00229
OG0000743	Pras.g_00057	Syap.g_00226
OG0000744	Pras.g_00058	Syap.g_00225
OG0000745	Pras.g_00059	Syap.g_00222
OG0000746	Pras.g_00061	Syap.g_00220
OG0000747	Pras.g_00062	Syap.g_00219
OG0000748	Pras.g_00065	Syap.g_00212
OG0000749	Pras.g_00066	Syap.g_00211
OG0000750	Pras.g_00067	Syap.g_00210
OG0000751	Pras.g_00069	Syap.g_00205
OG0000752	Pras.g_00071	Syap.g_01793
OG0000753	Pras.g_00074	Syap.g_02775
OG0000754	Pras.g_00077	Syap.g_01883
OG0000755	Pras.g_00080	Syap.g_01893
OG0000757	Pras.g_00087	Syap.g_00427
OG0000758	Pras.g_00088	Syap.g_00428
OG0000759	Pras.g_00089	Syap.g_00429
OG0000760	Pras.g_00090	Syap.g_00430
OG0000761	Pras.g_00091	Syap.g_00431
OG0000762	Pras.g_00092	Syap.g_00434
OG0000763	Pras.g_00094	Syap.g_02624
OG0000764	Pras.g_00095	Syap.g_02623
OG0000765	Pras.g_00105	Syap.g_02440
OG0000766	Pras.g_00106	Syap.g_02439
OG0000767	Pras.g_00108	Syap.g_02437
OG0000768	Pras.g_00109	Syap.g_02436
OG0000769	Pras.g_00111	Syap.g_02434
OG0000770	Pras.g_00113	Syap.g_02431
OG0000772	Pras.g_00178	Syap.g_02295
OG0000773	Pras.g_00199	Syap.g_00885
OG0000774	Pras.g_00201	Syap.g_01473
OG0000775	Pras.g_00204	Syap.g_01475
OG0000776	Pras.g_00205	Syap.g_01476
OG0000777	Pras.g_00206	Syap.g_01478
OG0000778	Pras.g_00207	Syap.g_01479
OG0000779	Pras.g_00211	Syap.g_01494
OG0000780	Pras.g_00212	Syap.g_01496
OG0000781	Pras.g_00214	Syap.g_02609
OG0000782	Pras.g_00216	Syap.g_02611
OG0000783	Pras.g_00217	Syap.g_02612
OG0000784	Pras.g_00218	Syap.g_02613
OG0000785	Pras.g_00220	Syap.g_02281
OG0000786	Pras.g_00223	Syap.g_02287
OG0000787	Pras.g_00224	Syap.g_02288
OG0000788	Pras.g_00237	Syap.g_01932
OG0000789	Pras.g_00240	Syap.g_00372
OG0000791	Pras.g_00257	Syap.g_02520
OG0000792	Pras.g_00258	Syap.g_02519
OG0000793	Pras.g_00261	Syap.g_02141
OG0000794	Pras.g_00262	Syap.g_02200
OG0000795	Pras.g_00263	Syap.g_02199
OG0000796	Pras.g_00267	Syap.g_02448
OG0000797	Pras.g_00268	Syap.g_02449
OG0000798	Pras.g_00286	Syap.g_01363
OG0000799	Pras.g_00332	Syap.g_02488
OG0000800	Pras.g_00333	Syap.g_02487
OG0000801	Pras.g_00334	Syap.g_02486
OG0000802	Pras.g_00336	Syap.g_02659
OG0000803	Pras.g_00338	Syap.g_02109
OG0000804	Pras.g_00339	Syap.g_02113
OG0000805	Pras.g_00341	Syap.g_02115
OG0000806	Pras.g_00343	Syap.g_02117
OG0000807	Pras.g_00344	Syap.g_02118
OG0000808	Pras.g_00345	Syap.g_02119
OG0000809	Pras.g_00348	Syap.g_02122
OG0000810	Pras.g_00349	Syap.g_02124
OG0000811	Pras.g_00353	Syap.g_02472
OG0000812	Pras.g_00355	Syap.g_02474
OG0000813	Pras.g_00356	Syap.g_02475
OG0000814	Pras.g_00358	Syap.g_02753
OG0000815	Pras.g_00359	Syap.g_02752
OG0000816	Pras.g_00361	Syap.g_02289
OG0000817	Pras.g_00362	Syap.g_02527
OG0000818	Pras.g_00367	Syap.g_02001
OG0000819	Pras.g_00368	Syap.g_02002
OG0000820	Pras.g_00369	Syap.g_02003
OG0000821	Pras.g_00373	Syap.g_02009
OG0000822	Pras.g_00374	Syap.g_02011
OG0000824	Pras.g_00378	Syap.g_00008
OG0000825	Pras.g_00379	Syap.g_00009
OG0000826	Pras.g_00380	Syap.g_00010
OG0000827	Pras.g_00381	Syap.g_00011
OG0000828	Pras.g_00385	Syap.g_00014
OG0000829	Pras.g_00386	Syap.g_00015
OG0000830	Pras.g_00387	Syap.g_00016
OG0000831	Pras.g_00389	Syap.g_00019
OG0000832	Pras.g_00395	Syap.g_00752
OG0000833	Pras.g_00405	Syap.g_00021
OG0000834	Pras.g_00406	Syap.g_00023
OG0000835	Pras.g_00407	Syap.g_00024
OG0000836	Pras.g_00408	Syap.g_00026
OG0000837	Pras.g_00409	Syap.g_00027
OG0000838	Pras.g_00411	Syap.g_00031
OG0000839	Pras.g_00412	Syap.g_00032
OG0000840	Pras.g_00413	Syap.g_00033
OG0000841	Pras.g_00414	Syap.g_00034
OG0000842	Pras.g_00415	Syap.g_00035
OG0000843	Pras.g_00416	Syap.g_00036
OG0000844	Pras.g_00417	Syap.g_00039
OG0000845	Pras.g_00418	Syap.g_00040
OG0000846	Pras.g_00419	Syap.g_00042
OG0000847	Pras.g_00420	Syap.g_00043
OG0000848	Pras.g_00421	Syap.g_00045
OG0000849	Pras.g_00422	Syap.g_00046
OG0000850	Pras.g_00424	Syap.g_00310
OG0000851	Pras.g_00425	Syap.g_01214
OG0000852	Pras.g_00426	Syap.g_01215
OG0000853	Pras.g_00430	Syap.g_01219
OG0000854	Pras.g_00432	Syap.g_01222
OG0000855	Pras.g_00433	Syap.g_01223
OG0000856	Pras.g_00448	Syap.g_01286
OG0000857	Pras.g_00473	Syap.g_02722
OG0000858	Pras.g_00544	Syap.g_00612
OG0000859	Pras.g_00545	Syap.g_00613
OG0000860	Pras.g_00552	Syap.g_00623
OG0000861	Pras.g_00553	Syap.g_02789
OG0000862	Pras.g_00554	Syap.g_01789
OG0000863	Pras.g_00556	Syap.g_01784
OG0000864	Pras.g_00557	Syap.g_01783
OG0000865	Pras.g_00558	Syap.g_01781, Syap.g_01782
OG0000866	Pras.g_00559	Syap.g_01780
OG0000867	Pras.g_00560	Syap.g_01779
OG0000868	Pras.g_00561	Syap.g_01775
OG0000869	Pras.g_00565	Syap.g_01770
OG0000870	Pras.g_00570	Syap.g_01401
OG0000871	Pras.g_00571	Syap.g_01400
OG0000872	Pras.g_00572	Syap.g_01394
OG0000873	Pras.g_00575	Syap.g_01390
OG0000874	Pras.g_00578	Syap.g_01388
OG0000875	Pras.g_00579	Syap.g_01386
OG0000876	Pras.g_00580	Syap.g_00822
OG0000877	Pras.g_00582	Syap.g_01380
OG0000878	Pras.g_00583	Syap.g_01378
OG0000879	Pras.g_00584	Syap.g_01377
OG0000880	Pras.g_00585	Syap.g_01376
OG0000882	Pras.g_00594	Syap.g_01516
OG0000883	Pras.g_00596	Syap.g_01511
OG0000884	Pras.g_00598	Syap.g_01509
OG0000885	Pras.g_00599	Syap.g_01508
OG0000886	Pras.g_00600	Syap.g_01507
OG0000887	Pras.g_00601	Syap.g_01506
OG0000888	Pras.g_00603	Syap.g_01504
OG0000889	Pras.g_00605	Syap.g_01502
OG0000890	Pras.g_00606	Syap.g_01499
OG0000891	Pras.g_00607	Syap.g_01498
OG0000892	Pras.g_00609	Syap.g_02671
OG0000893	Pras.g_00613	Syap.g_02497
OG0000894	Pras.g_00615	Syap.g_02679
OG0000895	Pras.g_00618	Syap.g_00546
OG0000896	Pras.g_00619	Syap.g_00545
OG0000897	Pras.g_00621	Syap.g_00543
OG0000898	Pras.g_00622	Syap.g_00542
OG0000899	Pras.g_00623	Syap.g_00541
OG0000900	Pras.g_00624	Syap.g_00540
OG0000901	Pras.g_00627	Syap.g_01930
OG0000902	Pras.g_00629	Syap.g_01929
OG0000903	Pras.g_00632	Syap.g_01916
OG0000904	Pras.g_00634	Syap.g_01922
OG0000905	Pras.g_00639	Syap.g_01925
OG0000906	Pras.g_00640	Syap.g_01927
OG0000907	Pras.g_00645	Syap.g_01914
OG0000908	Pras.g_00648	Syap.g_01235
OG0000909	Pras.g_00649	Syap.g_01236
OG0000910	Pras.g_00650	Syap.g_01237
OG0000911	Pras.g_00652	Syap.g_00511
OG0000912	Pras.g_00653	Syap.g_00510
OG0000913	Pras.g_00654	Syap.g_00509
OG0000914	Pras.g_00655	Syap.g_00508
OG0000915	Pras.g_00656	Syap.g_00506
OG0000916	Pras.g_00657	Syap.g_00505
OG0000917	Pras.g_00658	Syap.g_00504
OG0000918	Pras.g_00659	Syap.g_00503
OG0000919	Pras.g_00660	Syap.g_00502
OG0000920	Pras.g_00661	Syap.g_00501
OG0000921	Pras.g_00662	Syap.g_00500
OG0000922	Pras.g_00663	Syap.g_00499
OG0000923	Pras.g_00667	Syap.g_00495
OG0000924	Pras.g_00668	Syap.g_00494
OG0000925	Pras.g_00669	Syap.g_00493
OG0000926	Pras.g_00670	Syap.g_00492
OG0000927	Pras.g_00672	Syap.g_00490
OG0000928	Pras.g_00673	Syap.g_00489
OG0000929	Pras.g_00674	Syap.g_00488
OG0000930	Pras.g_00675	Syap.g_00487
OG0000931	Pras.g_00676	Syap.g_00486
OG0000932	Pras.g_00677	Syap.g_00485
OG0000933	Pras.g_00681	Syap.g_00479
OG0000934	Pras.g_00683	Syap.g_00477
OG0000935	Pras.g_00684	Syap.g_00476
OG0000936	Pras.g_00685	Syap.g_00475
OG0000937	Pras.g_00686	Syap.g_00474
OG0000938	Pras.g_00688	Syap.g_00471
OG0000939	Pras.g_00689	Syap.g_00469
OG0000940	Pras.g_00696	Syap.g_00460
OG0000941	Pras.g_00698	Syap.g_00458
OG0000942	Pras.g_00700	Syap.g_00606
OG0000943	Pras.g_00701	Syap.g_00604
OG0000944	Pras.g_00702	Syap.g_00602
OG0000945	Pras.g_00703	Syap.g_00601
OG0000946	Pras.g_00707	Syap.g_00595
OG0000947	Pras.g_00709	Syap.g_00591
OG0000948	Pras.g_00710	Syap.g_00590
OG0000949	Pras.g_00713	Syap.g_01051
OG0000950	Pras.g_00718	Syap.g_01061
OG0000951	Pras.g_00722	Syap.g_01070
OG0000952	Pras.g_00726	Syap.g_01074
OG0000953	Pras.g_00729	Syap.g_01078
OG0000954	Pras.g_00733	Syap.g_01089
OG0000955	Pras.g_00734	Syap.g_01090
OG0000956	Pras.g_00736	Syap.g_01092
OG0000957	Pras.g_00741	Syap.g_01109
OG0000958	Pras.g_00742	Syap.g_01110
OG0000959	Pras.g_00746	Syap.g_01114
OG0000960	Pras.g_00747	Syap.g_01115
OG0000961	Pras.g_00749	Syap.g_02170
OG0000962	Pras.g_00751	Syap.g_01121
OG0000963	Pras.g_00755	Syap.g_01124
OG0000964	Pras.g_00756	Syap.g_01125
OG0000965	Pras.g_00757	Syap.g_01126
OG0000966	Pras.g_00765	Syap.g_01141
OG0000967	Pras.g_00770	Syap.g_00633
OG0000968	Pras.g_00772	Syap.g_00998
OG0000969	Pras.g_00773	Syap.g_00996
OG0000970	Pras.g_00774	Syap.g_00995
OG0000971	Pras.g_00775	Syap.g_00993
OG0000972	Pras.g_00776	Syap.g_00992
OG0000973	Pras.g_00777	Syap.g_00991
OG0000974	Pras.g_00778	Syap.g_00990
OG0000975	Pras.g_00779	Syap.g_00989
OG0000976	Pras.g_00780	Syap.g_00988
OG0000977	Pras.g_00781	Syap.g_00986
OG0000978	Pras.g_00782	Syap.g_00985
OG0000979	Pras.g_00785	Syap.g_00980
OG0000980	Pras.g_00787	Syap.g_00977
OG0000981	Pras.g_00789	Syap.g_01812
OG0000982	Pras.g_00791	Syap.g_00132
OG0000983	Pras.g_00792	Syap.g_00134
OG0000984	Pras.g_00793	Syap.g_00135
OG0000985	Pras.g_00796	Syap.g_00140
OG0000986	Pras.g_00798	Syap.g_01044
OG0000987	Pras.g_00799	Syap.g_01033
OG0000988	Pras.g_00802	Syap.g_01027
OG0000989	Pras.g_00805	Syap.g_01011
OG0000990	Pras.g_00808	Syap.g_02087
OG0000991	Pras.g_00809	Syap.g_02091
OG0000992	Pras.g_00812	Syap.g_02095
OG0000993	Pras.g_00813	Syap.g_02097
OG0000994	Pras.g_00814	Syap.g_02101
OG0000996	Pras.g_00819	Syap.g_01817
OG0000997	Pras.g_00820	Syap.g_02590
OG0000998	Pras.g_00822	Syap.g_02591
OG0000999	Pras.g_00823	Syap.g_02592
OG0001001	Pras.g_00828	Syap.g_02605
OG0001002	Pras.g_00832	Syap.g_00124
OG0001003	Pras.g_00834	Syap.g_02310
OG0001004	Pras.g_00835	Syap.g_02311
OG0001005	Pras.g_00836	Syap.g_02312
OG0001006	Pras.g_00840	Syap.g_00053
OG0001007	Pras.g_00842	Syap.g_00055
OG0001008	Pras.g_01315	Syap.g_02060
OG0001012	Pras.g_00896	Syap.g_00371
OG0001013	Pras.g_00901	Syap.g_01325
OG0001016	Pras.g_00924	Syap.g_01695
OG0001033	Pras.g_01060	Syap.g_00105
OG0001035	Pras.g_01106	Syap.g_01594
OG0001038	Pras.g_01130	Syap.g_01362
OG0001039	Pras.g_01133	Syap.g_01359
OG0001040	Pras.g_01135	Syap.g_01356
OG0001041	Pras.g_01139	Syap.g_01352
OG0001043	Pras.g_01157	Syap.g_01676
OG0001044	Pras.g_01186	Syap.g_00571
OG0001053	Pras.g_01361	Syap.g_02253
OG0001054	Pras.g_01376	Syap.g_00274
OG0001055	Pras.g_01395	Syap.g_00252
OG0001059	Pras.g_01430	Syap.g_00306
OG0001060	Pras.g_01437	Syap.g_00299
OG0001061	Pras.g_01450	Syap.g_01309
OG0001062	Pras.g_01452	Syap.g_01314
OG0001072	Pras.g_01466	Syap.g_00441
OG0001073	Pras.g_01480	Syap.g_00122, Syap.g_00455
OG0001078	Pras.g_01512	Syap.g_00896
OG0001080	Pras.g_01529	Syap.g_02505
OG0001085	Pras.g_01546	Syap.g_01953
OG0001094	Pras.g_01695	Syap.g_00187
OG0001095	Pras.g_01714	Syap.g_02725
OG0001096	Pras.g_01727	Syap.g_02709
OG0001100	Pras.g_01793	Syap.g_02369
OG0001102	Pras.g_01798	Syap.g_01258
OG0001103	Pras.g_01800	Syap.g_01256
OG0001104	Pras.g_01822	Syap.g_00171
OG0001105	Pras.g_01826	Syap.g_00175
OG0001107	Pras.g_01857	Syap.g_02015
OG0001108	Pras.g_01861	Syap.g_00119
OG0001122	Pras.g_01906	Syap.g_02766
OG0001123	Pras.g_01910	Syap.g_01872
OG0001133	Pras.g_00009	Syap.g_01292
OG0001136	Pras.g_00053	Syap.g_00230
OG0001137	Pras.g_00064	Syap.g_00213
OG0001140	Pras.g_00084	Syap.g_02134
OG0001152	Pras.g_00266	Syap.g_02447
OG0001154	Pras.g_00384	Syap.g_00013
OG0001155	Pras.g_00396, Pras.g_00397	Syap.g_00750
OG0001160	Pras.g_00428	Syap.g_01217
OG0001162	Pras.g_00452	Syap.g_02366
OG0001163	Pras.g_00542	Syap.g_00609
OG0001164	Pras.g_00546	Syap.g_00614
OG0001165	Pras.g_00549	Syap.g_00619
OG0001168	Pras.g_00588	Syap.g_01372
OG0001171	Pras.g_00602	Syap.g_01505
OG0001172	Pras.g_00616	Syap.g_00547
OG0001177	Pras.g_00636	Syap.g_01920
OG0001178	Pras.g_00641	Syap.g_01786, Syap.g_01787
OG0001179	Pras.g_00671	Syap.g_00491
OG0001180	Pras.g_00693	Syap.g_00097, Syap.g_00465
OG0001181	Pras.g_00697	Syap.g_00459
OG0001183	Pras.g_00708	Syap.g_00594
OG0001185	Pras.g_00738	Syap.g_01104
OG0001186	Pras.g_00762	Syap.g_01140
OG0001187	Pras.g_00766	Syap.g_01142
OG0001188	Pras.g_00769	Syap.g_00634
OG0001189	Pras.g_00786	Syap.g_00979
OG0001191	Pras.g_00800	Syap.g_01030
OG0001192	Pras.g_00804	Syap.g_01021
OG0001197	Pras.g_00831	Syap.g_00126
OG0001198	Pras.g_00839	Syap.g_00052
OG0001199	Pras.g_00925	Syap.g_01696
OG0001200	Pras.g_00927	Syap.g_01698
OG0001202	Pras.g_01050	Syap.g_01613
OG0001203	Pras.g_01090	Syap.g_01154
OG0001204	Pras.g_01095	Syap.g_01577
OG0001214	Pras.g_01513	Syap.g_00897
OG0001217	Pras.g_01649	Syap.g_01464
OG0001218	Pras.g_01657	Syap.g_00020
OG0001219	Pras.g_01690	Syap.g_02794
OG0001221	Pras.g_01812	Syap.g_01777
OG0001222	Pras.g_01851	Syap.g_02027
OG0001224	Pras.g_01930	Syap.g_01551
OG0001225	Pras.g_01932	Syap.g_01553
OG0001226	Pras.g_01958	Syap.g_02551
OG0001228	Pras.g_00102	Syap.g_01063
OG0001229	Pras.g_00248	Syap.g_00827
OG0001230	Pras.g_00342	Syap.g_02116
OG0001231	Pras.g_00450	Syap.g_00073
OG0001232	Pras.g_00573	Syap.g_01393
OG0001235	Pras.g_00638	Syap.g_01924
OG0001236	Pras.g_00721	Syap.g_01069
OG0001237	Pras.g_00725	Syap.g_01073
OG0001238	Pras.g_00801	Syap.g_01028
OG0001242	Pras.g_00970	Syap.g_02227, Syap.g_02229
OG0001243	Pras.g_00976	Syap.g_02219
OG0001244	Pras.g_00992	Syap.g_02192
OG0001246	Pras.g_01382	Syap.g_00267, Syap.g_01165
OG0001248	Pras.g_01561	Syap.g_00423
OG0001249	Pras.g_01679	Syap.g_00575
OG0001250	Pras.g_01741	Syap.g_01836
OG0001251	Pras.g_01789	Syap.g_01549, Syap.g_01727
OG0001253	Pras.g_01977	Syap.g_01969
OG0001255	Pras.g_00040	Syap.g_02523
OG0001256	Pras.g_00443	Syap.g_01225
OG0001257	Pras.g_00449	Syap.g_00374, Syap.g_00373
OG0001258	Pras.g_00547	Syap.g_00617
OG0001260	Pras.g_00608	Syap.g_01497
OG0001261	Pras.g_00679	Syap.g_00482
OG0001262	Pras.g_00784	Syap.g_00981
OG0001263	Pras.g_00979	Syap.g_02216
OG0001265	Pras.g_00969	Syap.g_02231
OG0001266	Pras.g_01054	Syap.g_01618
OG0001267	Pras.g_01132	Syap.g_01360
OG0001268	Pras.g_01192	Syap.g_00563
OG0001270	Pras.g_01312	Syap.g_02056
OG0001271	Pras.g_01350	Syap.g_02759
OG0001272	Pras.g_01364	Syap.g_02250
OG0001274	Pras.g_01579	Syap.g_01897
OG0001275	Pras.g_01888	Syap.g_02694
OG0001276	Pras.g_01909	Syap.g_01873
OG0001277	Pras.g_01966	Syap.g_01293
OG0001278	Pras.g_00107	Syap.g_02438
OG0001279	Pras.g_00152	Syap.g_02663
OG0001282	Pras.g_00251	Syap.g_01701
OG0001284	Pras.g_00423	Syap.g_00047
OG0001286	Pras.g_00691	Syap.g_00467
OG0001287	Pras.g_00745	Syap.g_00418
OG0001288	Pras.g_00754	Syap.g_01123
OG0001289	Pras.g_00938	Syap.g_02365
OG0001291	Pras.g_00986	Syap.g_02207
OG0001292	Pras.g_01100	Syap.g_01583
OG0001297	Pras.g_01392	Syap.g_00255
OG0001299	Pras.g_01542	Syap.g_01959
OG0001303	Pras.g_01892	Syap.g_02795
OG0001304	Pras.g_01919	Syap.g_00536
OG0001305	Pras.g_01938	Syap.g_01562
OG0001306	Pras.g_00042	Syap.g_00245
OG0001307	Pras.g_00233	Syap.g_00403
OG0001308	Pras.g_00360	Syap.g_02751, Syap.g_02750
OG0001310	Pras.g_00562	Syap.g_01774
OG0001311	Pras.g_01911	Syap.g_01871
OG0001314	Pras.g_01639	Syap.g_00330, Syap.g_00391
OG0001315	Pras.g_00913	Syap.g_00596
OG0001318	Pras.g_01108	Syap.g_01596, Syap.g_01597
OG0001319	Pras.g_01124	Syap.g_02338
OG0001323	Pras.g_01397	Syap.g_00757
OG0001326	Pras.g_01777	Syap.g_02646
OG0001332	Pras.g_00394	Syap.g_01548
OG0001333	Pras.g_00587	Syap.g_01373
OG0001336	Pras.g_00827	Syap.g_02602
OG0001345	Pras.g_00075	Syap.g_01877, Syap.g_02776
OG0001346	Pras.g_00210	Syap.g_01484
OG0001349	Pras.g_00292	Syap.g_01264, Syap.g_00851
OG0001358	Pras.g_01496	Syap.g_00942
OG0001360	Pras.g_01978	Syap.g_01881, Syap.g_02778
OG0001361	Pras.g_00072	Syap.g_01792
OG0001364	Pras.g_00714	Syap.g_01052
OG0001365	Pras.g_00794	Syap.g_00138
OG0001371	Pras.g_01555	Syap.g_02545, Syap.g_02544
OG0001373	Pras.g_01776	Syap.g_02647
OG0001374	Pras.g_01784	Syap.g_01829, Syap.g_01830
OG0001376	Pras.g_01944	Syap.g_01991
OG0001377	Pras.g_01945	Syap.g_01992
OG0001378	Pras.g_01987	Syap.g_02055
OG0001382	Pras.g_00462	Syap.g_00677
OG0001385	Pras.g_01773	Syap.g_02650
OG0001386	Pras.g_01774	Syap.g_02649
OG0001387	Pras.g_01775	Syap.g_02648
OG0001388	Pras.g_01778	Syap.g_02645
OG0001389	Pras.g_01779	Syap.g_02644
OG0001390	Pras.g_01780	Syap.g_02643
OG0001391	Pras.g_01781	Syap.g_01833
OG0001392	Pras.g_01782	Syap.g_01832
OG0001393	Pras.g_01783	Syap.g_01831
OG0001394	Pras.g_01816	Syap.g_00159
OG0001395	Pras.g_01921	Syap.g_00531
OG0001406	Pras.g_01943	Syap.g_01989
OG0001408	Pras.g_01961	Syap.g_01862
OG0001415	Pras.g_01083	Syap.g_00447, Syap.g_00446
OG0001418	Pras.g_01560	Syap.g_00221
OG0001420	Pras.g_01996	Syap.g_02736
OG0001422	Pras.g_00467	Syap.g_01682
OG0001428	Pras.g_01023	Syap.g_01196
OG0001432	Pras.g_00436	Syap.g_01967
