Orthogroup	Pras	Syad
OG0000586	Pras.g_01489	Syad.g_02201
OG0000587	Pras.g_01490	Syad.g_02199
OG0000588	Pras.g_01494	Syad.g_02183
OG0000589	Pras.g_01497	Syad.g_02178
OG0000590	Pras.g_01498	Syad.g_02177
OG0000591	Pras.g_01501	Syad.g_02169
OG0000592	Pras.g_01502	Syad.g_02168
OG0000593	Pras.g_01508	Syad.g_02156
OG0000594	Pras.g_01509	Syad.g_02155
OG0000595	Pras.g_01510	Syad.g_02154
OG0000596	Pras.g_01514	Syad.g_02149
OG0000597	Pras.g_01516	Syad.g_02146
OG0000598	Pras.g_01517	Syad.g_02145
OG0000599	Pras.g_01520	Syad.g_02142
OG0000600	Pras.g_01521	Syad.g_02141
OG0000601	Pras.g_01522	Syad.g_02140
OG0000602	Pras.g_01524	Syad.g_02135
OG0000603	Pras.g_01525	Syad.g_02134
OG0000604	Pras.g_01526	Syad.g_02131
OG0000605	Pras.g_01527	Syad.g_02026
OG0000606	Pras.g_01530	Syad.g_01567
OG0000607	Pras.g_01533	Syad.g_01571
OG0000608	Pras.g_01534	Syad.g_01572
OG0000609	Pras.g_01535	Syad.g_01574
OG0000610	Pras.g_01540	Syad.g_01589
OG0000611	Pras.g_01543	Syad.g_01592
OG0000612	Pras.g_01544	Syad.g_01593
OG0000613	Pras.g_01549	Syad.g_00457
OG0000614	Pras.g_01568	Syad.g_01340
OG0000615	Pras.g_01576	Syad.g_01948
OG0000616	Pras.g_01580	Syad.g_00145
OG0000617	Pras.g_01612	Syad.g_01810
OG0000618	Pras.g_01613	Syad.g_01809
OG0000619	Pras.g_01614	Syad.g_01808
OG0000620	Pras.g_01617	Syad.g_01803
OG0000621	Pras.g_01618	Syad.g_01802
OG0000622	Pras.g_01619	Syad.g_01801
OG0000623	Pras.g_01620	Syad.g_01800
OG0000624	Pras.g_01621	Syad.g_01798
OG0000625	Pras.g_01622	Syad.g_01797
OG0000626	Pras.g_01623	Syad.g_01796
OG0000627	Pras.g_01624	Syad.g_01640
OG0000628	Pras.g_01625	Syad.g_01641
OG0000629	Pras.g_01626	Syad.g_01644
OG0000630	Pras.g_01629	Syad.g_01648
OG0000631	Pras.g_01692	Syad.g_01658
OG0000632	Pras.g_01693	Syad.g_01659
OG0000633	Pras.g_01694	Syad.g_01660
OG0000634	Pras.g_01697	Syad.g_01893
OG0000635	Pras.g_01698	Syad.g_01892
OG0000636	Pras.g_01700	Syad.g_01890
OG0000637	Pras.g_01702	Syad.g_01888
OG0000638	Pras.g_01703	Syad.g_01887
OG0000639	Pras.g_01704	Syad.g_01886
OG0000640	Pras.g_01705	Syad.g_01885
OG0000641	Pras.g_01709	Syad.g_01881
OG0000642	Pras.g_01710	Syad.g_01880
OG0000643	Pras.g_01711	Syad.g_01878
OG0000644	Pras.g_01712	Syad.g_01877
OG0000645	Pras.g_01713	Syad.g_01875
OG0000646	Pras.g_01715	Syad.g_01872
OG0000647	Pras.g_01716	Syad.g_01870
OG0000648	Pras.g_01718	Syad.g_01860
OG0000649	Pras.g_01719	Syad.g_01859
OG0000650	Pras.g_01720	Syad.g_01858
OG0000651	Pras.g_01721	Syad.g_01857
OG0000652	Pras.g_01722	Syad.g_01856
OG0000653	Pras.g_01724	Syad.g_01850
OG0000654	Pras.g_01725	Syad.g_01849
OG0000655	Pras.g_01726	Syad.g_01848
OG0000656	Pras.g_01729	Syad.g_01845
OG0000657	Pras.g_01736	Syad.g_01240
OG0000658	Pras.g_01737	Syad.g_01231
OG0000659	Pras.g_01738	Syad.g_01230
OG0000660	Pras.g_01742	Syad.g_01226
OG0000661	Pras.g_01744	Syad.g_01224
OG0000662	Pras.g_01746	Syad.g_01222
OG0000663	Pras.g_01748	Syad.g_01219
OG0000664	Pras.g_01749	Syad.g_01209
OG0000665	Pras.g_01753	Syad.g_02115
OG0000666	Pras.g_01754	Syad.g_02027
OG0000667	Pras.g_01758	Syad.g_00612
OG0000668	Pras.g_01788	Syad.g_01688
OG0000669	Pras.g_01792	Syad.g_01606
OG0000670	Pras.g_01794	Syad.g_01609
OG0000671	Pras.g_01796	Syad.g_01611
OG0000672	Pras.g_01799	Syad.g_01615
OG0000673	Pras.g_01802	Syad.g_01618
OG0000674	Pras.g_01804	Syad.g_01620
OG0000675	Pras.g_01805	Syad.g_01633
OG0000676	Pras.g_01807	Syad.g_01635
OG0000677	Pras.g_01808	Syad.g_01636
OG0000678	Pras.g_01810	Syad.g_01957
OG0000679	Pras.g_01814	Syad.g_01922
OG0000680	Pras.g_01815	Syad.g_01921
OG0000681	Pras.g_01818	Syad.g_01919
OG0000682	Pras.g_01819	Syad.g_01918
OG0000683	Pras.g_01820	Syad.g_01917
OG0000684	Pras.g_01821	Syad.g_01912
OG0000685	Pras.g_01823	Syad.g_01910
OG0000686	Pras.g_01824	Syad.g_01909
OG0000687	Pras.g_01825	Syad.g_01908
OG0000688	Pras.g_01828	Syad.g_01904
OG0000689	Pras.g_01829	Syad.g_01902
OG0000690	Pras.g_01830	Syad.g_01901
OG0000691	Pras.g_01831	Syad.g_01900
OG0000692	Pras.g_01833	Syad.g_01899
OG0000693	Pras.g_01834	Syad.g_01897
OG0000694	Pras.g_01835	Syad.g_01896
OG0000695	Pras.g_01837	Syad.g_01662
OG0000696	Pras.g_01838	Syad.g_01663
OG0000697	Pras.g_01839	Syad.g_01789
OG0000698	Pras.g_01842	Syad.g_01786
OG0000699	Pras.g_01843	Syad.g_01785
OG0000700	Pras.g_01844	Syad.g_01784
OG0000701	Pras.g_01845	Syad.g_01783
OG0000702	Pras.g_01847	Syad.g_01775
OG0000703	Pras.g_01848	Syad.g_01774
OG0000704	Pras.g_01849	Syad.g_01772
OG0000705	Pras.g_01853	Syad.g_01765
OG0000706	Pras.g_01854	Syad.g_01764
OG0000707	Pras.g_01855	Syad.g_01763
OG0000708	Pras.g_01856	Syad.g_01760
OG0000709	Pras.g_01860	Syad.g_01745
OG0000710	Pras.g_01863	Syad.g_01738
OG0000711	Pras.g_01881	Syad.g_01710
OG0000712	Pras.g_01883	Syad.g_01708
OG0000713	Pras.g_01884	Syad.g_01707
OG0000714	Pras.g_01885	Syad.g_01705
OG0000715	Pras.g_01887	Syad.g_01703
OG0000716	Pras.g_01889	Syad.g_01697
OG0000717	Pras.g_01890	Syad.g_01696
OG0000718	Pras.g_01903	Syad.g_01692
OG0000719	Pras.g_01905	Syad.g_01690
OG0000720	Pras.g_01914	Syad.g_01677
OG0000721	Pras.g_01916	Syad.g_01675
OG0000722	Pras.g_01917	Syad.g_01674
OG0000723	Pras.g_01920	Syad.g_01791
OG0000724	Pras.g_01929	Syad.g_01284
OG0000725	Pras.g_01935	Syad.g_01293
OG0000726	Pras.g_01936	Syad.g_01294
OG0000727	Pras.g_01937	Syad.g_01295
OG0000728	Pras.g_01939	Syad.g_01297
OG0000729	Pras.g_01984	Syad.g_00331
OG0000730	Pras.g_01988	Syad.g_00758
OG0000731	Pras.g_01992	Syad.g_00770
OG0000732	Pras.g_00003	Syad.g_00214
OG0000733	Pras.g_00024	Syad.g_00028
OG0000734	Pras.g_00041	Syad.g_02809
OG0000735	Pras.g_00043	Syad.g_01120
OG0000736	Pras.g_00044	Syad.g_01121
OG0000737	Pras.g_00045	Syad.g_01122
OG0000738	Pras.g_00049	Syad.g_01127
OG0000739	Pras.g_00050	Syad.g_01145
OG0000740	Pras.g_00051	Syad.g_01146
OG0000741	Pras.g_00052	Syad.g_01149
OG0000742	Pras.g_00055	Syad.g_01151
OG0000743	Pras.g_00057	Syad.g_01153
OG0000744	Pras.g_00058	Syad.g_01154
OG0000745	Pras.g_00059	Syad.g_01156
OG0000746	Pras.g_00061	Syad.g_01158
OG0000747	Pras.g_00062	Syad.g_01159
OG0000748	Pras.g_00065	Syad.g_01170
OG0000749	Pras.g_00066	Syad.g_01173
OG0000750	Pras.g_00067	Syad.g_01174
OG0000751	Pras.g_00069	Syad.g_01182
OG0000752	Pras.g_00071	Syad.g_01184
OG0000753	Pras.g_00074	Syad.g_01187
OG0000754	Pras.g_00077	Syad.g_01516
OG0000755	Pras.g_00080	Syad.g_01504
OG0000756	Pras.g_00081	Syad.g_01498
OG0000757	Pras.g_00087	Syad.g_01487
OG0000758	Pras.g_00088	Syad.g_01486
OG0000759	Pras.g_00089	Syad.g_01485
OG0000760	Pras.g_00090	Syad.g_01484
OG0000761	Pras.g_00091	Syad.g_01480
OG0000762	Pras.g_00092	Syad.g_01474
OG0000763	Pras.g_00094	Syad.g_01468
OG0000764	Pras.g_00095	Syad.g_01467
OG0000765	Pras.g_00105	Syad.g_01447
OG0000766	Pras.g_00106	Syad.g_01446
OG0000767	Pras.g_00108	Syad.g_01444
OG0000768	Pras.g_00109	Syad.g_01443
OG0000769	Pras.g_00111	Syad.g_01441
OG0000770	Pras.g_00113	Syad.g_01437
OG0000771	Pras.g_00122	Syad.g_01278
OG0000772	Pras.g_00178	Syad.g_02078
OG0000773	Pras.g_00199	Syad.g_01114
OG0000774	Pras.g_00201	Syad.g_02396
OG0000775	Pras.g_00204	Syad.g_02398
OG0000776	Pras.g_00205	Syad.g_02399
OG0000777	Pras.g_00206	Syad.g_02400
OG0000778	Pras.g_00207	Syad.g_02401
OG0000779	Pras.g_00211	Syad.g_02407
OG0000780	Pras.g_00212	Syad.g_02411
OG0000781	Pras.g_00214	Syad.g_02415
OG0000782	Pras.g_00216	Syad.g_02416
OG0000783	Pras.g_00217	Syad.g_02418
OG0000784	Pras.g_00218	Syad.g_02419
OG0000785	Pras.g_00220	Syad.g_02421
OG0000786	Pras.g_00223	Syad.g_01101
OG0000787	Pras.g_00224	Syad.g_01100
OG0000788	Pras.g_00237	Syad.g_02139
OG0000789	Pras.g_00240	Syad.g_01982
OG0000790	Pras.g_00255	Syad.g_00886
OG0000791	Pras.g_00257	Syad.g_00885
OG0000792	Pras.g_00258	Syad.g_00884
OG0000793	Pras.g_00261	Syad.g_00879
OG0000794	Pras.g_00262	Syad.g_00878
OG0000795	Pras.g_00263	Syad.g_00877
OG0000796	Pras.g_00267	Syad.g_00871
OG0000797	Pras.g_00268	Syad.g_00870
OG0000798	Pras.g_00286	Syad.g_00525
OG0000799	Pras.g_00332	Syad.g_02243
OG0000800	Pras.g_00333	Syad.g_02245
OG0000801	Pras.g_00334	Syad.g_02246
OG0000802	Pras.g_00336	Syad.g_02251
OG0000803	Pras.g_00338	Syad.g_02255
OG0000804	Pras.g_00339	Syad.g_02260
OG0000805	Pras.g_00341	Syad.g_02266
OG0000806	Pras.g_00343	Syad.g_02267
OG0000807	Pras.g_00344	Syad.g_02269
OG0000808	Pras.g_00345	Syad.g_02270
OG0000809	Pras.g_00348	Syad.g_02273
OG0000810	Pras.g_00349	Syad.g_02274
OG0000811	Pras.g_00353	Syad.g_02283
OG0000812	Pras.g_00355	Syad.g_02285
OG0000813	Pras.g_00356	Syad.g_02286
OG0000814	Pras.g_00358	Syad.g_02288
OG0000815	Pras.g_00359	Syad.g_02289
OG0000816	Pras.g_00361	Syad.g_02290
OG0000817	Pras.g_00362	Syad.g_02291
OG0000818	Pras.g_00367	Syad.g_02297
OG0000819	Pras.g_00368	Syad.g_02298
OG0000820	Pras.g_00369	Syad.g_02299
OG0000821	Pras.g_00373	Syad.g_02305
OG0000822	Pras.g_00374	Syad.g_02307
OG0000823	Pras.g_00375	Syad.g_02308
OG0000824	Pras.g_00378	Syad.g_02314
OG0000825	Pras.g_00379	Syad.g_02315
OG0000826	Pras.g_00380	Syad.g_02316
OG0000827	Pras.g_00381	Syad.g_02317
OG0000828	Pras.g_00385	Syad.g_02320
OG0000829	Pras.g_00386	Syad.g_02321
OG0000830	Pras.g_00387	Syad.g_02322
OG0000831	Pras.g_00389	Syad.g_02325
OG0000832	Pras.g_00395	Syad.g_02538
OG0000833	Pras.g_00405	Syad.g_02550
OG0000834	Pras.g_00406	Syad.g_02552
OG0000835	Pras.g_00407	Syad.g_02553
OG0000836	Pras.g_00408	Syad.g_02557
OG0000837	Pras.g_00409	Syad.g_02561
OG0000838	Pras.g_00411	Syad.g_02565
OG0000839	Pras.g_00412	Syad.g_02566
OG0000840	Pras.g_00413	Syad.g_02567
OG0000841	Pras.g_00414	Syad.g_02568
OG0000842	Pras.g_00415	Syad.g_02569
OG0000843	Pras.g_00416	Syad.g_02570
OG0000844	Pras.g_00417	Syad.g_02577
OG0000845	Pras.g_00418	Syad.g_02578
OG0000846	Pras.g_00419	Syad.g_02579
OG0000847	Pras.g_00420	Syad.g_02580
OG0000848	Pras.g_00421	Syad.g_02582
OG0000849	Pras.g_00422	Syad.g_02583
OG0000850	Pras.g_00424	Syad.g_02586
OG0000851	Pras.g_00425	Syad.g_02592
OG0000852	Pras.g_00426	Syad.g_02593
OG0000853	Pras.g_00430	Syad.g_02597
OG0000854	Pras.g_00432	Syad.g_02606
OG0000855	Pras.g_00433	Syad.g_02607
OG0000856	Pras.g_00448	Syad.g_02166
OG0000857	Pras.g_00473	Syad.g_01871
OG0000858	Pras.g_00544	Syad.g_02613
OG0000859	Pras.g_00545	Syad.g_02614
OG0000860	Pras.g_00552	Syad.g_02625
OG0000861	Pras.g_00553	Syad.g_02626
OG0000862	Pras.g_00554	Syad.g_02628
OG0000863	Pras.g_00556	Syad.g_02631
OG0000864	Pras.g_00557	Syad.g_02632
OG0000865	Pras.g_00558	Syad.g_02633
OG0000866	Pras.g_00559	Syad.g_02634
OG0000867	Pras.g_00560	Syad.g_02635
OG0000868	Pras.g_00561	Syad.g_02637
OG0000869	Pras.g_00565	Syad.g_02643
OG0000870	Pras.g_00570	Syad.g_02648
OG0000871	Pras.g_00571	Syad.g_02649
OG0000872	Pras.g_00572	Syad.g_02657
OG0000873	Pras.g_00575	Syad.g_02660
OG0000874	Pras.g_00578	Syad.g_02655
OG0000875	Pras.g_00579	Syad.g_02662
OG0000876	Pras.g_00580	Syad.g_03003
OG0000877	Pras.g_00582	Syad.g_02480
OG0000878	Pras.g_00583	Syad.g_02481
OG0000879	Pras.g_00584	Syad.g_02482
OG0000880	Pras.g_00585	Syad.g_02483
OG0000881	Pras.g_00589	Syad.g_02489
OG0000882	Pras.g_00594	Syad.g_02494
OG0000883	Pras.g_00596	Syad.g_02497
OG0000884	Pras.g_00598	Syad.g_02499
OG0000885	Pras.g_00599	Syad.g_02500
OG0000886	Pras.g_00600	Syad.g_02501
OG0000887	Pras.g_00601	Syad.g_02502
OG0000888	Pras.g_00603	Syad.g_02504
OG0000889	Pras.g_00605	Syad.g_02506
OG0000890	Pras.g_00606	Syad.g_02512
OG0000891	Pras.g_00607	Syad.g_02513
OG0000892	Pras.g_00609	Syad.g_02517
OG0000893	Pras.g_00613	Syad.g_00589
OG0000894	Pras.g_00615	Syad.g_00592
OG0000895	Pras.g_00618	Syad.g_00596
OG0000896	Pras.g_00619	Syad.g_00597
OG0000897	Pras.g_00621	Syad.g_00599
OG0000898	Pras.g_00622	Syad.g_00600
OG0000899	Pras.g_00623	Syad.g_00601
OG0000900	Pras.g_00624	Syad.g_00602
OG0000901	Pras.g_00627	Syad.g_00607
OG0000902	Pras.g_00629	Syad.g_00609
OG0000903	Pras.g_00632	Syad.g_00645
OG0000904	Pras.g_00634	Syad.g_00640
OG0000905	Pras.g_00639	Syad.g_00632
OG0000906	Pras.g_00640	Syad.g_00630
OG0000907	Pras.g_00645	Syad.g_00648
OG0000908	Pras.g_00648	Syad.g_00651
OG0000909	Pras.g_00649	Syad.g_00652
OG0000910	Pras.g_00650	Syad.g_00653
OG0000911	Pras.g_00652	Syad.g_00655
OG0000912	Pras.g_00653	Syad.g_00656
OG0000913	Pras.g_00654	Syad.g_00657
OG0000914	Pras.g_00655	Syad.g_00658
OG0000915	Pras.g_00656	Syad.g_00660
OG0000916	Pras.g_00657	Syad.g_00661
OG0000917	Pras.g_00658	Syad.g_00662
OG0000918	Pras.g_00659	Syad.g_00663
OG0000919	Pras.g_00660	Syad.g_00664
OG0000920	Pras.g_00661	Syad.g_00665
OG0000921	Pras.g_00662	Syad.g_00666
OG0000922	Pras.g_00663	Syad.g_00667
OG0000923	Pras.g_00667	Syad.g_00671
OG0000924	Pras.g_00668	Syad.g_00672
OG0000925	Pras.g_00669	Syad.g_00673
OG0000926	Pras.g_00670	Syad.g_00674
OG0000927	Pras.g_00672	Syad.g_00676
OG0000928	Pras.g_00673	Syad.g_00677
OG0000929	Pras.g_00674	Syad.g_00678
OG0000930	Pras.g_00675	Syad.g_00679
OG0000931	Pras.g_00676	Syad.g_00680
OG0000932	Pras.g_00677	Syad.g_00681
OG0000933	Pras.g_00681	Syad.g_00687
OG0000934	Pras.g_00683	Syad.g_00689
OG0000935	Pras.g_00684	Syad.g_00690
OG0000936	Pras.g_00685	Syad.g_00691
OG0000937	Pras.g_00686	Syad.g_00692
OG0000938	Pras.g_00688	Syad.g_00695
OG0000939	Pras.g_00689	Syad.g_00696
OG0000940	Pras.g_00696	Syad.g_00703
OG0000941	Pras.g_00698	Syad.g_00705
OG0000942	Pras.g_00700	Syad.g_00707
OG0000943	Pras.g_00701	Syad.g_00708
OG0000944	Pras.g_00702	Syad.g_00710
OG0000945	Pras.g_00703	Syad.g_00711
OG0000946	Pras.g_00707	Syad.g_00716
OG0000947	Pras.g_00709	Syad.g_00719
OG0000948	Pras.g_00710	Syad.g_00720
OG0000949	Pras.g_00713	Syad.g_00432
OG0000950	Pras.g_00718	Syad.g_00418
OG0000951	Pras.g_00722	Syad.g_00411
OG0000952	Pras.g_00726	Syad.g_00375
OG0000953	Pras.g_00729	Syad.g_00369
OG0000954	Pras.g_00733	Syad.g_00364
OG0000955	Pras.g_00734	Syad.g_00363
OG0000956	Pras.g_00736	Syad.g_00361
OG0000957	Pras.g_00741	Syad.g_00350
OG0000958	Pras.g_00742	Syad.g_00349
OG0000959	Pras.g_00746	Syad.g_00345
OG0000960	Pras.g_00747	Syad.g_00344
OG0000961	Pras.g_00749	Syad.g_00335
OG0000962	Pras.g_00751	Syad.g_00332
OG0000963	Pras.g_00755	Syad.g_00325
OG0000964	Pras.g_00756	Syad.g_00324
OG0000965	Pras.g_00757	Syad.g_00323
OG0000966	Pras.g_00765	Syad.g_00246
OG0000967	Pras.g_00770	Syad.g_00234
OG0000968	Pras.g_00772	Syad.g_00243
OG0000969	Pras.g_00773	Syad.g_00240
OG0000970	Pras.g_00774	Syad.g_00239
OG0000971	Pras.g_00775	Syad.g_00229
OG0000972	Pras.g_00776	Syad.g_00228
OG0000973	Pras.g_00777	Syad.g_00227
OG0000974	Pras.g_00778	Syad.g_00226
OG0000975	Pras.g_00779	Syad.g_00225
OG0000976	Pras.g_00780	Syad.g_00224
OG0000977	Pras.g_00781	Syad.g_00222
OG0000978	Pras.g_00782	Syad.g_00221
OG0000979	Pras.g_00785	Syad.g_00218
OG0000980	Pras.g_00787	Syad.g_00215
OG0000981	Pras.g_00789	Syad.g_00212
OG0000982	Pras.g_00791	Syad.g_03035
OG0000983	Pras.g_00792	Syad.g_03036
OG0000984	Pras.g_00793	Syad.g_03037
OG0000985	Pras.g_00796	Syad.g_03039
OG0000986	Pras.g_00798	Syad.g_03049
OG0000987	Pras.g_00799	Syad.g_00002
OG0000988	Pras.g_00802	Syad.g_00008
OG0000989	Pras.g_00805	Syad.g_00020
OG0000990	Pras.g_00808	Syad.g_00061
OG0000991	Pras.g_00809	Syad.g_00064
OG0000992	Pras.g_00812	Syad.g_00067
OG0000993	Pras.g_00813	Syad.g_00069
OG0000994	Pras.g_00814	Syad.g_00071
OG0000995	Pras.g_00818	Syad.g_00077
OG0000996	Pras.g_00819	Syad.g_00121
OG0000997	Pras.g_00820	Syad.g_00128
OG0000998	Pras.g_00822	Syad.g_00130
OG0000999	Pras.g_00823	Syad.g_00131
OG0001000	Pras.g_00826	Syad.g_00136
OG0001001	Pras.g_00828	Syad.g_00141
OG0001002	Pras.g_00832	Syad.g_00148
OG0001003	Pras.g_00834	Syad.g_00150
OG0001004	Pras.g_00835	Syad.g_00151
OG0001005	Pras.g_00836	Syad.g_00152
OG0001006	Pras.g_00840	Syad.g_00160
OG0001007	Pras.g_00842	Syad.g_00162
OG0001008	Pras.g_01315	Syad.g_02449
OG0001009	Pras.g_00869	Syad.g_00194
OG0001010	Pras.g_00870	Syad.g_00195
OG0001011	Pras.g_00871	Syad.g_00196
OG0001012	Pras.g_00896	Syad.g_03030
OG0001013	Pras.g_00901	Syad.g_03011
OG0001014	Pras.g_00904	Syad.g_03002
OG0001015	Pras.g_00905	Syad.g_03001
OG0001016	Pras.g_00924	Syad.g_02734
OG0001017	Pras.g_00928	Syad.g_02740
OG0001018	Pras.g_00931	Syad.g_02742
OG0001019	Pras.g_00940	Syad.g_02771
OG0001020	Pras.g_00941	Syad.g_02777
OG0001021	Pras.g_00942	Syad.g_02781
OG0001022	Pras.g_00945	Syad.g_02786
OG0001023	Pras.g_00946	Syad.g_02787
OG0001024	Pras.g_00949	Syad.g_02791
OG0001025	Pras.g_00955	Syad.g_02798
OG0001026	Pras.g_00962	Syad.g_02811
OG0001027	Pras.g_00963	Syad.g_02817
OG0001028	Pras.g_00965	Syad.g_02819
OG0001029	Pras.g_00966	Syad.g_02821
OG0001030	Pras.g_00981	Syad.g_02848
OG0001031	Pras.g_01037	Syad.g_02925
OG0001032	Pras.g_01038	Syad.g_02928
OG0001033	Pras.g_01060	Syad.g_02956
OG0001034	Pras.g_01088	Syad.g_00819
OG0001035	Pras.g_01106	Syad.g_00559
OG0001036	Pras.g_01111	Syad.g_00554
OG0001037	Pras.g_01112	Syad.g_00552
OG0001039	Pras.g_01133	Syad.g_00522
OG0001040	Pras.g_01135	Syad.g_00519
OG0001041	Pras.g_01139	Syad.g_00514
OG0001042	Pras.g_01156	Syad.g_00485
OG0001043	Pras.g_01157	Syad.g_00481
OG0001044	Pras.g_01186	Syad.g_00760
OG0001045	Pras.g_01195	Syad.g_00773
OG0001046	Pras.g_01232	Syad.g_01722
OG0001047	Pras.g_01317	Syad.g_02447
OG0001048	Pras.g_01318	Syad.g_02446
OG0001049	Pras.g_01320	Syad.g_02443
OG0001050	Pras.g_01321	Syad.g_02442
OG0001051	Pras.g_01322	Syad.g_02441
OG0001052	Pras.g_01349	Syad.g_02357
OG0001054	Pras.g_01376	Syad.g_00925
OG0001055	Pras.g_01395	Syad.g_00946
OG0001056	Pras.g_01413	Syad.g_00982
OG0001057	Pras.g_01418	Syad.g_00996
OG0001058	Pras.g_01426	Syad.g_01015
OG0001059	Pras.g_01430	Syad.g_01018
OG0001060	Pras.g_01437	Syad.g_01025
OG0001061	Pras.g_01450	Syad.g_01047
OG0001062	Pras.g_01452	Syad.g_01049
OG0001063	Pras.g_01454	Syad.g_01056
OG0001064	Pras.g_01455	Syad.g_01057
OG0001065	Pras.g_01456	Syad.g_01058
OG0001066	Pras.g_01457	Syad.g_01059
OG0001067	Pras.g_01459	Syad.g_01060
OG0001068	Pras.g_01460	Syad.g_01061
OG0001069	Pras.g_01461	Syad.g_01062
OG0001070	Pras.g_01464	Syad.g_01065
OG0001071	Pras.g_01465	Syad.g_01066
OG0001072	Pras.g_01466	Syad.g_01070
OG0001073	Pras.g_01480	Syad.g_01090
OG0001074	Pras.g_01491	Syad.g_02197
OG0001075	Pras.g_01492	Syad.g_02196
OG0001076	Pras.g_01500	Syad.g_02175
OG0001077	Pras.g_01504	Syad.g_02164
OG0001078	Pras.g_01512	Syad.g_02151
OG0001079	Pras.g_01523	Syad.g_02138
OG0001080	Pras.g_01529	Syad.g_02008
OG0001081	Pras.g_01531	Syad.g_01568
OG0001082	Pras.g_01532	Syad.g_01569
OG0001083	Pras.g_01537	Syad.g_01578
OG0001084	Pras.g_01538	Syad.g_01586
OG0001085	Pras.g_01546	Syad.g_01596
OG0001086	Pras.g_01547	Syad.g_01598
OG0001087	Pras.g_01564	Syad.g_01372
OG0001088	Pras.g_01565	Syad.g_01368
OG0001089	Pras.g_01573	Syad.g_01302
OG0001090	Pras.g_01607	Syad.g_01817
OG0001091	Pras.g_01609	Syad.g_01815
OG0001092	Pras.g_01610	Syad.g_01812
OG0001093	Pras.g_01615	Syad.g_01806
OG0001094	Pras.g_01695	Syad.g_01895
OG0001095	Pras.g_01714	Syad.g_01874
OG0001096	Pras.g_01727	Syad.g_01847
OG0001097	Pras.g_01745	Syad.g_01223
OG0001098	Pras.g_01760	Syad.g_02005, Syad.g_01995
OG0001099	Pras.g_01791	Syad.g_02820
OG0001100	Pras.g_01793	Syad.g_01608
OG0001101	Pras.g_01795	Syad.g_01610
OG0001102	Pras.g_01798	Syad.g_01613
OG0001103	Pras.g_01800	Syad.g_01616
OG0001104	Pras.g_01822	Syad.g_01911
OG0001105	Pras.g_01826	Syad.g_01907
OG0001106	Pras.g_01850	Syad.g_01771
OG0001107	Pras.g_01857	Syad.g_01759
OG0001108	Pras.g_01861	Syad.g_01744
OG0001109	Pras.g_01862	Syad.g_01739
OG0001110	Pras.g_01864	Syad.g_01737
OG0001111	Pras.g_01865	Syad.g_01735
OG0001112	Pras.g_01866	Syad.g_01733
OG0001113	Pras.g_01867	Syad.g_01732
OG0001114	Pras.g_01868	Syad.g_01731
OG0001115	Pras.g_01870	Syad.g_01727
OG0001116	Pras.g_01871	Syad.g_01725
OG0001117	Pras.g_01872	Syad.g_01724
OG0001118	Pras.g_01873	Syad.g_01723
OG0001119	Pras.g_01874	Syad.g_01721
OG0001120	Pras.g_01876	Syad.g_01717
OG0001121	Pras.g_00021, Pras.g_01880	Syad.g_01503
OG0001122	Pras.g_01906	Syad.g_01689
OG0001123	Pras.g_01910	Syad.g_01682
OG0001124	Pras.g_01912	Syad.g_01680
OG0001125	Pras.g_01913	Syad.g_01678
OG0001126	Pras.g_01923	Syad.g_01276
OG0001127	Pras.g_01924	Syad.g_01277
OG0001128	Pras.g_01926	Syad.g_01280
OG0001129	Pras.g_01927	Syad.g_01282
OG0001130	Pras.g_01928	Syad.g_01283
OG0001131	Pras.g_01964	Syad.g_01953
OG0001132	Pras.g_01973	Syad.g_02038
OG0001133	Pras.g_00009	Syad.g_02172
OG0001134	Pras.g_00023	Syad.g_01527
OG0001136	Pras.g_00053	Syad.g_01150
OG0001137	Pras.g_00064	Syad.g_01169
OG0001138	Pras.g_00082	Syad.g_01493
OG0001139	Pras.g_00083	Syad.g_01491
OG0001140	Pras.g_00084	Syad.g_01490
OG0001141	Pras.g_00085	Syad.g_01489
OG0001142	Pras.g_00086	Syad.g_01488
OG0001143	Pras.g_00093	Syad.g_01473
OG0001144	Pras.g_00099	Syad.g_01457
OG0001145	Pras.g_00200	Syad.g_01112
OG0001146	Pras.g_00213	Syad.g_02412
OG0001147	Pras.g_00236	Syad.g_02349
OG0001148	Pras.g_00252	Syad.g_00889
OG0001149	Pras.g_00253	Syad.g_00888
OG0001150	Pras.g_00254	Syad.g_00887
OG0001151	Pras.g_00265	Syad.g_00875
OG0001152	Pras.g_00266	Syad.g_00872
OG0001153	Pras.g_00382	Syad.g_02318
OG0001154	Pras.g_00384	Syad.g_02319
OG0001155	Pras.g_00396, Pras.g_00397	Syad.g_02540
OG0001156	Pras.g_00400	Syad.g_02543
OG0001157	Pras.g_00401	Syad.g_02544
OG0001158	Pras.g_00402	Syad.g_02546
OG0001160	Pras.g_00428	Syad.g_02595
OG0001161	Pras.g_00441	Syad.g_00026
OG0001162	Pras.g_00452	Syad.g_01844
OG0001163	Pras.g_00542	Syad.g_02610
OG0001164	Pras.g_00546	Syad.g_02616
OG0001165	Pras.g_00549	Syad.g_02621
OG0001166	Pras.g_00569	Syad.g_02647
OG0001167	Pras.g_00586	Syad.g_02486
OG0001168	Pras.g_00588	Syad.g_02488
OG0001169	Pras.g_00590	Syad.g_02490
OG0001170	Pras.g_00592	Syad.g_02492
