Orthogroup	Syag	Pras
OG0000579	Syag.g_00340	Pras.g_01478
OG0000580	Syag.g_00341	Pras.g_01479
OG0000581	Syag.g_00348	Pras.g_01481
OG0000582	Syag.g_00353	Pras.g_01484
OG0000583	Syag.g_00354	Pras.g_01485
OG0000584	Syag.g_00355	Pras.g_01486
OG0000585	Syag.g_00357	Pras.g_01488
OG0000586	Syag.g_00358	Pras.g_01489
OG0000587	Syag.g_00360	Pras.g_01490
OG0000588	Syag.g_00371	Pras.g_01494
OG0000589	Syag.g_00375	Pras.g_01497
OG0000590	Syag.g_00376	Pras.g_01498
OG0000591	Syag.g_00383	Pras.g_01501
OG0000592	Syag.g_00384	Pras.g_01502
OG0000593	Syag.g_00406	Pras.g_01508
OG0000594	Syag.g_00407	Pras.g_01509
OG0000595	Syag.g_00408	Pras.g_01510
OG0000596	Syag.g_00413	Pras.g_01514
OG0000597	Syag.g_00416	Pras.g_01516
OG0000598	Syag.g_00417	Pras.g_01517
OG0000599	Syag.g_00424	Pras.g_01520
OG0000600	Syag.g_00425	Pras.g_01521
OG0000601	Syag.g_00426	Pras.g_01522
OG0000602	Syag.g_00431	Pras.g_01524
OG0000603	Syag.g_00432	Pras.g_01525
OG0000604	Syag.g_00434	Pras.g_01526
OG0000605	Syag.g_00522	Pras.g_01527
OG0000606	Syag.g_00550	Pras.g_01530
OG0000607	Syag.g_00553	Pras.g_01533
OG0000608	Syag.g_00554	Pras.g_01534
OG0000609	Syag.g_00556	Pras.g_01535
OG0000610	Syag.g_00580	Pras.g_01540
OG0000611	Syag.g_00583	Pras.g_01543
OG0000612	Syag.g_00584	Pras.g_01544
OG0000613	Syag.g_02533	Pras.g_01549
OG0000614	Syag.g_01004	Pras.g_01568
OG0000615	Syag.g_00630	Pras.g_01576
OG0000616	Syag.g_02255	Pras.g_01580
OG0000617	Syag.g_00915	Pras.g_01612
OG0000618	Syag.g_00914	Pras.g_01613
OG0000619	Syag.g_00913	Pras.g_01614
OG0000620	Syag.g_00906	Pras.g_01617
OG0000621	Syag.g_00905	Pras.g_01618
OG0000622	Syag.g_00904	Pras.g_01619
OG0000623	Syag.g_00903	Pras.g_01620
OG0000624	Syag.g_00901	Pras.g_01621
OG0000625	Syag.g_00900	Pras.g_01622
OG0000626	Syag.g_00899	Pras.g_01623
OG0000627	Syag.g_00756	Pras.g_01624
OG0000628	Syag.g_00757	Pras.g_01625
OG0000629	Syag.g_00761	Pras.g_01626
OG0000630	Syag.g_00765	Pras.g_01629
OG0000631	Syag.g_00772	Pras.g_01692
OG0000632	Syag.g_00773	Pras.g_01693
OG0000633	Syag.g_00774	Pras.g_01694
OG0000634	Syag.g_00663	Pras.g_01697
OG0000635	Syag.g_00664	Pras.g_01698
OG0000636	Syag.g_00666	Pras.g_01700
OG0000637	Syag.g_00668	Pras.g_01702
OG0000638	Syag.g_00669	Pras.g_01703
OG0000639	Syag.g_00670	Pras.g_01704
OG0000640	Syag.g_00671	Pras.g_01705
OG0000641	Syag.g_00675	Pras.g_01709
OG0000642	Syag.g_00676	Pras.g_01710
OG0000643	Syag.g_00677	Pras.g_01711
OG0000644	Syag.g_00678	Pras.g_01712
OG0000645	Syag.g_00680	Pras.g_01713
OG0000646	Syag.g_00683	Pras.g_01715
OG0000647	Syag.g_00685	Pras.g_01716
OG0000648	Syag.g_00694	Pras.g_01718
OG0000649	Syag.g_00695	Pras.g_01719
OG0000650	Syag.g_00696	Pras.g_01720
OG0000651	Syag.g_00697	Pras.g_01721
OG0000652	Syag.g_00698	Pras.g_01722
OG0000653	Syag.g_00700	Pras.g_01724
OG0000654	Syag.g_00701	Pras.g_01725
OG0000655	Syag.g_00702	Pras.g_01726
OG0000656	Syag.g_00705	Pras.g_01729
OG0000657	Syag.g_00719	Pras.g_01736
OG0000658	Syag.g_00721	Pras.g_01737
OG0000659	Syag.g_00722	Pras.g_01738
OG0000660	Syag.g_00726	Pras.g_01742
OG0000661	Syag.g_00728	Pras.g_01744
OG0000662	Syag.g_00730	Pras.g_01746
OG0000663	Syag.g_00733	Pras.g_01748
OG0000664	Syag.g_00734	Pras.g_01749
OG0000665	Syag.g_00456	Pras.g_01753
OG0000666	Syag.g_00445	Pras.g_01754
OG0000667	Syag.g_00574	Pras.g_01758
OG0000668	Syag.g_00868	Pras.g_01788
OG0000669	Syag.g_00600	Pras.g_01792
OG0000670	Syag.g_00399	Pras.g_01794
OG0000671	Syag.g_00604	Pras.g_01796
OG0000672	Syag.g_00607	Pras.g_01799
OG0000673	Syag.g_00610	Pras.g_01802
OG0000674	Syag.g_00612	Pras.g_01804
OG0000675	Syag.g_00613	Pras.g_01805
OG0000676	Syag.g_00615	Pras.g_01807
OG0000677	Syag.g_00616	Pras.g_01808
OG0000678	Syag.g_00622	Pras.g_01810
OG0000679	Syag.g_00633	Pras.g_01814
OG0000680	Syag.g_00634	Pras.g_01815
OG0000681	Syag.g_00637	Pras.g_01818
OG0000682	Syag.g_00638	Pras.g_01819
OG0000683	Syag.g_00639	Pras.g_01820
OG0000684	Syag.g_00641	Pras.g_01821
OG0000685	Syag.g_00643	Pras.g_01823
OG0000686	Syag.g_00644	Pras.g_01824
OG0000687	Syag.g_00645	Pras.g_01825
OG0000688	Syag.g_00651	Pras.g_01828
OG0000689	Syag.g_00653	Pras.g_01829
OG0000690	Syag.g_00654	Pras.g_01830
OG0000691	Syag.g_00655	Pras.g_01831
OG0000692	Syag.g_00656	Pras.g_01833
OG0000693	Syag.g_00658	Pras.g_01834
OG0000694	Syag.g_00659	Pras.g_01835
OG0000695	Syag.g_00776	Pras.g_01837
OG0000696	Syag.g_00777	Pras.g_01838
OG0000697	Syag.g_00778	Pras.g_01839
OG0000698	Syag.g_00781	Pras.g_01842
OG0000699	Syag.g_00782	Pras.g_01843
OG0000700	Syag.g_00783	Pras.g_01844
OG0000701	Syag.g_00784	Pras.g_01845
OG0000702	Syag.g_00792	Pras.g_01847
OG0000703	Syag.g_00793	Pras.g_01848
OG0000704	Syag.g_00795	Pras.g_01849
OG0000705	Syag.g_00802	Pras.g_01853
OG0000706	Syag.g_00803	Pras.g_01854
OG0000707	Syag.g_00804	Pras.g_01855
OG0000708	Syag.g_00807	Pras.g_01856
OG0000709	Syag.g_00816	Pras.g_01860
OG0000710	Syag.g_00820	Pras.g_01863
OG0000711	Syag.g_00848	Pras.g_01881
OG0000712	Syag.g_00850	Pras.g_01883
OG0000713	Syag.g_00851	Pras.g_01884
OG0000714	Syag.g_00853	Pras.g_01885
OG0000715	Syag.g_00855	Pras.g_01887
OG0000716	Syag.g_00859	Pras.g_01889
OG0000717	Syag.g_00860	Pras.g_01890
OG0000718	Syag.g_00864	Pras.g_01903
OG0000719	Syag.g_00866	Pras.g_01905
OG0000720	Syag.g_00880	Pras.g_01914
OG0000721	Syag.g_00882	Pras.g_01916
OG0000722	Syag.g_00883	Pras.g_01917
OG0000723	Syag.g_00897	Pras.g_01920
OG0000724	Syag.g_00967	Pras.g_01929
OG0000725	Syag.g_00978	Pras.g_01935
OG0000726	Syag.g_00979	Pras.g_01936
OG0000727	Syag.g_00980	Pras.g_01937
OG0000728	Syag.g_00982	Pras.g_01939
OG0000729	Syag.g_02376	Pras.g_01984
OG0000730	Syag.g_02840	Pras.g_01988
OG0000731	Syag.g_02853	Pras.g_01992
OG0000732	Syag.g_02331	Pras.g_00003
OG0000733	Syag.g_00145	Pras.g_00024
OG0000734	Syag.g_01892	Pras.g_00041
OG0000735	Syag.g_01159	Pras.g_00043
OG0000736	Syag.g_01158	Pras.g_00044
OG0000737	Syag.g_01157	Pras.g_00045
OG0000738	Syag.g_01152	Pras.g_00049
OG0000739	Syag.g_01149	Pras.g_00050
OG0000740	Syag.g_01148	Pras.g_00051
OG0000741	Syag.g_01145	Pras.g_00052
OG0000742	Syag.g_01142	Pras.g_00055
OG0000743	Syag.g_01140	Pras.g_00057
OG0000744	Syag.g_01139	Pras.g_00058
OG0000745	Syag.g_01137	Pras.g_00059
OG0000746	Syag.g_01135	Pras.g_00061
OG0000747	Syag.g_01134	Pras.g_00062
OG0000748	Syag.g_01122	Pras.g_00065
OG0000749	Syag.g_01121	Pras.g_00066
OG0000750	Syag.g_01120	Pras.g_00067
OG0000751	Syag.g_01114	Pras.g_00069
OG0000752	Syag.g_01112	Pras.g_00071
OG0000753	Syag.g_01109	Pras.g_00074
OG0000754	Syag.g_01103	Pras.g_00077
OG0000755	Syag.g_01092	Pras.g_00080
OG0000756	Syag.g_01091	Pras.g_00081
OG0000757	Syag.g_01084	Pras.g_00087
OG0000758	Syag.g_01083	Pras.g_00088
OG0000759	Syag.g_01082	Pras.g_00089
OG0000760	Syag.g_01081	Pras.g_00090
OG0000761	Syag.g_01080	Pras.g_00091
OG0000762	Syag.g_01078	Pras.g_00092
OG0000763	Syag.g_01076	Pras.g_00094
OG0000764	Syag.g_01075	Pras.g_00095
OG0000765	Syag.g_01056	Pras.g_00105
OG0000766	Syag.g_01055	Pras.g_00106
OG0000767	Syag.g_01053	Pras.g_00108
OG0000768	Syag.g_01052	Pras.g_00109
OG0000769	Syag.g_01047	Pras.g_00111
OG0000770	Syag.g_01043	Pras.g_00113
OG0000771	Syag.g_00959	Pras.g_00122
OG0000772	Syag.g_02043	Pras.g_00178
OG0000773	Syag.g_01168	Pras.g_00199
OG0000774	Syag.g_01182	Pras.g_00201
OG0000775	Syag.g_01185	Pras.g_00204
OG0000776	Syag.g_01186	Pras.g_00205
OG0000777	Syag.g_01187	Pras.g_00206
OG0000778	Syag.g_01188	Pras.g_00207
OG0000779	Syag.g_01194	Pras.g_00211
OG0000780	Syag.g_01217	Pras.g_00212
OG0000781	Syag.g_01221	Pras.g_00214
OG0000782	Syag.g_01222	Pras.g_00216
OG0000783	Syag.g_01223	Pras.g_00217
OG0000784	Syag.g_01224	Pras.g_00218
OG0000785	Syag.g_01226	Pras.g_00220
OG0000786	Syag.g_01235	Pras.g_00223
OG0000787	Syag.g_01236	Pras.g_00224
OG0000788	Syag.g_00427	Pras.g_00237
OG0000789	Syag.g_00453	Pras.g_00240
OG0000790	Syag.g_01542	Pras.g_00255
OG0000791	Syag.g_01544	Pras.g_00257
OG0000792	Syag.g_01545	Pras.g_00258
OG0000793	Syag.g_01550	Pras.g_00261
OG0000794	Syag.g_01551	Pras.g_00262
OG0000795	Syag.g_01552	Pras.g_00263
OG0000796	Syag.g_01556	Pras.g_00267
OG0000797	Syag.g_01557	Pras.g_00268
OG0000798	Syag.g_02601	Pras.g_00286
OG0000799	Syag.g_01278	Pras.g_00332
OG0000800	Syag.g_01280	Pras.g_00333
OG0000801	Syag.g_01285	Pras.g_00334
OG0000802	Syag.g_01293	Pras.g_00336
OG0000803	Syag.g_01321	Pras.g_00338
OG0000804	Syag.g_01438	Pras.g_00339
OG0000805	Syag.g_01433	Pras.g_00341
OG0000806	Syag.g_01429	Pras.g_00343
OG0000807	Syag.g_01428	Pras.g_00344
OG0000808	Syag.g_01427	Pras.g_00345
OG0000809	Syag.g_01423	Pras.g_00348
OG0000810	Syag.g_01422	Pras.g_00349
OG0000811	Syag.g_01413	Pras.g_00353
OG0000812	Syag.g_01411	Pras.g_00355
OG0000813	Syag.g_01410	Pras.g_00356
OG0000814	Syag.g_01408	Pras.g_00358
OG0000815	Syag.g_01407	Pras.g_00359
OG0000816	Syag.g_01405	Pras.g_00361
OG0000817	Syag.g_01404	Pras.g_00362
OG0000818	Syag.g_01400	Pras.g_00367
OG0000819	Syag.g_01399	Pras.g_00368
OG0000820	Syag.g_01398	Pras.g_00369
OG0000821	Syag.g_01388	Pras.g_00373
OG0000822	Syag.g_01386	Pras.g_00374
OG0000823	Syag.g_01385	Pras.g_00375
OG0000824	Syag.g_01379	Pras.g_00378
OG0000825	Syag.g_01378	Pras.g_00379
OG0000826	Syag.g_01377	Pras.g_00380
OG0000827	Syag.g_01376	Pras.g_00381
OG0000828	Syag.g_01373	Pras.g_00385
OG0000829	Syag.g_01372	Pras.g_00386
OG0000830	Syag.g_01371	Pras.g_00387
OG0000831	Syag.g_01367	Pras.g_00389
OG0000832	Syag.g_01614	Pras.g_00395
OG0000833	Syag.g_01628	Pras.g_00405
OG0000834	Syag.g_01632	Pras.g_00406
OG0000835	Syag.g_01633	Pras.g_00407
OG0000836	Syag.g_01637	Pras.g_00408
OG0000837	Syag.g_01638	Pras.g_00409
OG0000838	Syag.g_01642	Pras.g_00411
OG0000839	Syag.g_01643	Pras.g_00412
OG0000840	Syag.g_01644	Pras.g_00413
OG0000841	Syag.g_01645	Pras.g_00414
OG0000842	Syag.g_01646	Pras.g_00415
OG0000843	Syag.g_01647	Pras.g_00416
OG0000844	Syag.g_01649	Pras.g_00417
OG0000845	Syag.g_01650	Pras.g_00418
OG0000846	Syag.g_01651	Pras.g_00419
OG0000847	Syag.g_01652	Pras.g_00420
OG0000848	Syag.g_01654	Pras.g_00421
OG0000849	Syag.g_01655	Pras.g_00422
OG0000850	Syag.g_01657	Pras.g_00424
OG0000851	Syag.g_01663	Pras.g_00425
OG0000852	Syag.g_01664	Pras.g_00426
OG0000853	Syag.g_01668	Pras.g_00430
OG0000854	Syag.g_01670	Pras.g_00432
OG0000855	Syag.g_01671	Pras.g_00433
OG0000856	Syag.g_00386	Pras.g_00448
OG0000857	Syag.g_00684	Pras.g_00473
OG0000858	Syag.g_01677	Pras.g_00544
OG0000859	Syag.g_01678	Pras.g_00545
OG0000860	Syag.g_01689	Pras.g_00552
OG0000861	Syag.g_01690	Pras.g_00553
OG0000862	Syag.g_01693	Pras.g_00554
OG0000863	Syag.g_01695	Pras.g_00556
OG0000864	Syag.g_01696	Pras.g_00557
OG0000865	Syag.g_01697	Pras.g_00558
OG0000866	Syag.g_01698	Pras.g_00559
OG0000867	Syag.g_01699	Pras.g_00560
OG0000868	Syag.g_01707	Pras.g_00561
OG0000869	Syag.g_01711	Pras.g_00565
OG0000870	Syag.g_01716	Pras.g_00570
OG0000871	Syag.g_01717	Pras.g_00571
OG0000872	Syag.g_01723	Pras.g_00572
OG0000873	Syag.g_01726	Pras.g_00575
OG0000874	Syag.g_01729	Pras.g_00578
OG0000875	Syag.g_01731	Pras.g_00579
OG0000876	Syag.g_01732	Pras.g_00580
OG0000877	Syag.g_01734	Pras.g_00582
OG0000878	Syag.g_01735	Pras.g_00583
OG0000879	Syag.g_02356	Pras.g_00584
OG0000880	Syag.g_01736	Pras.g_00585
OG0000881	Syag.g_01741	Pras.g_00589
OG0000882	Syag.g_01746	Pras.g_00594
OG0000883	Syag.g_01749	Pras.g_00596
OG0000884	Syag.g_01751	Pras.g_00598
OG0000885	Syag.g_01752	Pras.g_00599
OG0000886	Syag.g_01753	Pras.g_00600
OG0000887	Syag.g_01754	Pras.g_00601
OG0000888	Syag.g_01756	Pras.g_00603
OG0000889	Syag.g_01758	Pras.g_00605
OG0000890	Syag.g_01761	Pras.g_00606
OG0000891	Syag.g_01762	Pras.g_00607
OG0000892	Syag.g_01765	Pras.g_00609
OG0000893	Syag.g_02688	Pras.g_00613
OG0000894	Syag.g_02691	Pras.g_00615
OG0000895	Syag.g_02695	Pras.g_00618
OG0000896	Syag.g_02696	Pras.g_00619
OG0000897	Syag.g_02699	Pras.g_00621
OG0000898	Syag.g_02700	Pras.g_00622
OG0000899	Syag.g_02701	Pras.g_00623
OG0000900	Syag.g_02702	Pras.g_00624
OG0000901	Syag.g_02707	Pras.g_00627
OG0000902	Syag.g_02709	Pras.g_00629
OG0000903	Syag.g_02724	Pras.g_00632
OG0000904	Syag.g_02718	Pras.g_00634
OG0000905	Syag.g_02714	Pras.g_00639
OG0000906	Syag.g_02711	Pras.g_00640
OG0000907	Syag.g_02727	Pras.g_00645
OG0000908	Syag.g_02730	Pras.g_00648
OG0000909	Syag.g_02731	Pras.g_00649
OG0000910	Syag.g_02732	Pras.g_00650
OG0000911	Syag.g_02734	Pras.g_00652
OG0000912	Syag.g_02735	Pras.g_00653
OG0000913	Syag.g_02736	Pras.g_00654
OG0000914	Syag.g_02737	Pras.g_00655
OG0000915	Syag.g_02739	Pras.g_00656
OG0000916	Syag.g_02740	Pras.g_00657
OG0000917	Syag.g_02741	Pras.g_00658
OG0000918	Syag.g_02742	Pras.g_00659
OG0000919	Syag.g_02743	Pras.g_00660
OG0000920	Syag.g_02744	Pras.g_00661
OG0000921	Syag.g_02745	Pras.g_00662
OG0000922	Syag.g_02746	Pras.g_00663
OG0000923	Syag.g_02750	Pras.g_00667
OG0000924	Syag.g_02751	Pras.g_00668
OG0000925	Syag.g_02752	Pras.g_00669
OG0000926	Syag.g_02753	Pras.g_00670
OG0000927	Syag.g_02755	Pras.g_00672
OG0000928	Syag.g_02756	Pras.g_00673
OG0000929	Syag.g_02757	Pras.g_00674
OG0000930	Syag.g_02758	Pras.g_00675
OG0000931	Syag.g_02759	Pras.g_00676
OG0000932	Syag.g_02760	Pras.g_00677
OG0000933	Syag.g_02766	Pras.g_00681
OG0000934	Syag.g_02768	Pras.g_00683
OG0000935	Syag.g_02769	Pras.g_00684
OG0000936	Syag.g_02770	Pras.g_00685
OG0000937	Syag.g_02771	Pras.g_00686
OG0000938	Syag.g_02774	Pras.g_00688
OG0000939	Syag.g_02775	Pras.g_00689
OG0000940	Syag.g_02783	Pras.g_00696
OG0000941	Syag.g_02785	Pras.g_00698
OG0000942	Syag.g_02787	Pras.g_00700
OG0000943	Syag.g_02788	Pras.g_00701
OG0000944	Syag.g_02790	Pras.g_00702
OG0000945	Syag.g_02792	Pras.g_00703
OG0000946	Syag.g_02797	Pras.g_00707
OG0000947	Syag.g_02801	Pras.g_00709
OG0000948	Syag.g_02802	Pras.g_00710
OG0000949	Syag.g_02449	Pras.g_00713
OG0000950	Syag.g_02436	Pras.g_00718
OG0000951	Syag.g_02431	Pras.g_00722
OG0000952	Syag.g_02423	Pras.g_00726
OG0000953	Syag.g_02415	Pras.g_00729
OG0000954	Syag.g_02409	Pras.g_00733
OG0000955	Syag.g_02408	Pras.g_00734
OG0000956	Syag.g_02406	Pras.g_00736
OG0000957	Syag.g_02395	Pras.g_00741
OG0000958	Syag.g_02394	Pras.g_00742
OG0000959	Syag.g_02389	Pras.g_00746
OG0000960	Syag.g_02388	Pras.g_00747
OG0000961	Syag.g_02379	Pras.g_00749
OG0000962	Syag.g_02377	Pras.g_00751
OG0000963	Syag.g_02372	Pras.g_00755
OG0000964	Syag.g_02371	Pras.g_00756
OG0000965	Syag.g_02370	Pras.g_00757
OG0000966	Syag.g_02362	Pras.g_00765
OG0000967	Syag.g_02358	Pras.g_00770
OG0000968	Syag.g_02355	Pras.g_00772
OG0000969	Syag.g_02354	Pras.g_00773
OG0000970	Syag.g_02353	Pras.g_00774
OG0000971	Syag.g_02348	Pras.g_00775
OG0000972	Syag.g_02347	Pras.g_00776
OG0000973	Syag.g_02346	Pras.g_00777
OG0000974	Syag.g_02345	Pras.g_00778
OG0000975	Syag.g_02344	Pras.g_00779
OG0000976	Syag.g_02343	Pras.g_00780
OG0000977	Syag.g_02340	Pras.g_00781
OG0000978	Syag.g_02338	Pras.g_00782
OG0000979	Syag.g_02335	Pras.g_00785
OG0000980	Syag.g_02332	Pras.g_00787
OG0000981	Syag.g_02329	Pras.g_00789
OG0000982	Syag.g_02127	Pras.g_00791
OG0000983	Syag.g_02128	Pras.g_00792
OG0000984	Syag.g_02129	Pras.g_00793
OG0000985	Syag.g_02133	Pras.g_00796
OG0000986	Syag.g_02138	Pras.g_00798
OG0000987	Syag.g_02140	Pras.g_00799
OG0000988	Syag.g_02145	Pras.g_00802
OG0000989	Syag.g_02156	Pras.g_00805
OG0000990	Syag.g_02169	Pras.g_00808
OG0000991	Syag.g_02174	Pras.g_00809
OG0000992	Syag.g_02177	Pras.g_00812
OG0000993	Syag.g_02178	Pras.g_00813
OG0000994	Syag.g_02181	Pras.g_00814
OG0000995	Syag.g_02187	Pras.g_00818
OG0000996	Syag.g_02229	Pras.g_00819
OG0000997	Syag.g_02239	Pras.g_00820
OG0000998	Syag.g_02241	Pras.g_00822
OG0000999	Syag.g_02242	Pras.g_00823
OG0001000	Syag.g_02246	Pras.g_00826
OG0001001	Syag.g_02251	Pras.g_00828
OG0001002	Syag.g_02258	Pras.g_00832
OG0001003	Syag.g_02260	Pras.g_00834
OG0001004	Syag.g_02261	Pras.g_00835
OG0001005	Syag.g_02263	Pras.g_00836
OG0001006	Syag.g_02270	Pras.g_00840
OG0001007	Syag.g_02272	Pras.g_00842
OG0001008	Syag.g_00034	Pras.g_01315
OG0001009	Syag.g_02304	Pras.g_00869
OG0001010	Syag.g_02305	Pras.g_00870
OG0001011	Syag.g_02307	Pras.g_00871
OG0001012	Syag.g_02123	Pras.g_00896
OG0001013	Syag.g_02098	Pras.g_00901
OG0001014	Syag.g_02084	Pras.g_00904
OG0001015	Syag.g_02083	Pras.g_00905
OG0001016	Syag.g_01824	Pras.g_00924
OG0001017	Syag.g_01830	Pras.g_00928
OG0001018	Syag.g_01832	Pras.g_00931
OG0001019	Syag.g_01854	Pras.g_00940
OG0001020	Syag.g_01861	Pras.g_00941
OG0001021	Syag.g_01865	Pras.g_00942
OG0001022	Syag.g_01870	Pras.g_00945
OG0001023	Syag.g_01871	Pras.g_00946
OG0001024	Syag.g_01875	Pras.g_00949
OG0001025	Syag.g_01882	Pras.g_00955
OG0001026	Syag.g_01894	Pras.g_00962
OG0001027	Syag.g_01902	Pras.g_00963
OG0001028	Syag.g_01904	Pras.g_00965
OG0001029	Syag.g_01906	Pras.g_00966
OG0001030	Syag.g_01927	Pras.g_00981
OG0001031	Syag.g_02000	Pras.g_01037
OG0001032	Syag.g_02005	Pras.g_01038
OG0001033	Syag.g_02048	Pras.g_01060
OG0001034	Syag.g_01784	Pras.g_01088
OG0001035	Syag.g_02635	Pras.g_01106
OG0001036	Syag.g_02630	Pras.g_01111
OG0001037	Syag.g_02628	Pras.g_01112
OG0001038	Syag.g_02600	Pras.g_01130
OG0001039	Syag.g_02597	Pras.g_01133
OG0001040	Syag.g_02594	Pras.g_01135
OG0001041	Syag.g_02589	Pras.g_01139
OG0001042	Syag.g_02564	Pras.g_01156
OG0001043	Syag.g_02560	Pras.g_01157
OG0001044	Syag.g_02842	Pras.g_01186
OG0001045	Syag.g_02856	Pras.g_01195
OG0001046	Syag.g_00836	Pras.g_01232
OG0001047	Syag.g_00036	Pras.g_01317
OG0001048	Syag.g_00037	Pras.g_01318
OG0001049	Syag.g_00040	Pras.g_01320
OG0001050	Syag.g_00041	Pras.g_01321
OG0001051	Syag.g_00042	Pras.g_01322
OG0001052	Syag.g_01352	Pras.g_01349
OG0001053	Syag.g_01525	Pras.g_01361
OG0001054	Syag.g_01506	Pras.g_01376
OG0001055	Syag.g_01485	Pras.g_01395
OG0001056	Syag.g_01449	Pras.g_01413
OG0001057	Syag.g_01241	Pras.g_01418
OG0001058	Syag.g_00271	Pras.g_01426
OG0001059	Syag.g_00275	Pras.g_01430
OG0001060	Syag.g_00282	Pras.g_01437
OG0001061	Syag.g_00302	Pras.g_01450
OG0001062	Syag.g_00304	Pras.g_01452
OG0001063	Syag.g_00310	Pras.g_01454
OG0001064	Syag.g_00311	Pras.g_01455
OG0001065	Syag.g_00312	Pras.g_01456
OG0001066	Syag.g_00313	Pras.g_01457
OG0001067	Syag.g_00314	Pras.g_01459
OG0001068	Syag.g_00315	Pras.g_01460
OG0001069	Syag.g_00317	Pras.g_01461
OG0001070	Syag.g_00321	Pras.g_01464
OG0001071	Syag.g_00322	Pras.g_01465
OG0001072	Syag.g_00327	Pras.g_01466
OG0001073	Syag.g_00342	Pras.g_01480
OG0001074	Syag.g_00467	Pras.g_01491
OG0001075	Syag.g_00362	Pras.g_01492
OG0001076	Syag.g_00378	Pras.g_01500
OG0001077	Syag.g_00388	Pras.g_01504
OG0001078	Syag.g_00411	Pras.g_01512
OG0001079	Syag.g_00428	Pras.g_01523
OG0001080	Syag.g_00495	Pras.g_01529
OG0001081	Syag.g_00551	Pras.g_01531
OG0001082	Syag.g_00552	Pras.g_01532
OG0001083	Syag.g_00565	Pras.g_01537
OG0001084	Syag.g_00569	Pras.g_01538
OG0001085	Syag.g_00592	Pras.g_01546
OG0001086	Syag.g_00594	Pras.g_01547
OG0001087	Syag.g_01018	Pras.g_01564
OG0001088	Syag.g_01016	Pras.g_01565
OG0001089	Syag.g_00986	Pras.g_01573
OG0001090	Syag.g_00922	Pras.g_01607
OG0001091	Syag.g_00919	Pras.g_01609
OG0001092	Syag.g_00917	Pras.g_01610
OG0001093	Syag.g_00910	Pras.g_01615
OG0001094	Syag.g_00661	Pras.g_01695
OG0001095	Syag.g_00681	Pras.g_01714
OG0001096	Syag.g_00703	Pras.g_01727
OG0001097	Syag.g_00729	Pras.g_01745
OG0001098	Syag.g_00744	Pras.g_01760
OG0001099	Syag.g_01905	Pras.g_01791
OG0001101	Syag.g_00603	Pras.g_01795
OG0001102	Syag.g_00606	Pras.g_01798
OG0001103	Syag.g_00608	Pras.g_01800
OG0001104	Syag.g_00642	Pras.g_01822
OG0001105	Syag.g_00646	Pras.g_01826
OG0001106	Syag.g_00796	Pras.g_01850
OG0001107	Syag.g_00808	Pras.g_01857
OG0001108	Syag.g_00817	Pras.g_01861
OG0001109	Syag.g_00819	Pras.g_01862
OG0001110	Syag.g_00821	Pras.g_01864
OG0001111	Syag.g_00823	Pras.g_01865
OG0001112	Syag.g_00825	Pras.g_01866
OG0001113	Syag.g_00826	Pras.g_01867
OG0001114	Syag.g_00827	Pras.g_01868
OG0001115	Syag.g_00831	Pras.g_01870
OG0001116	Syag.g_00833	Pras.g_01871
OG0001117	Syag.g_00834	Pras.g_01872
OG0001118	Syag.g_00835	Pras.g_01873
OG0001119	Syag.g_00837	Pras.g_01874
OG0001120	Syag.g_00841	Pras.g_01876
OG0001121	Syag.g_01584	Pras.g_00021, Pras.g_01880
OG0001122	Syag.g_00867	Pras.g_01906
OG0001123	Syag.g_00875	Pras.g_01910
OG0001124	Syag.g_00877	Pras.g_01912
OG0001125	Syag.g_00879	Pras.g_01913
OG0001126	Syag.g_00957	Pras.g_01923
OG0001127	Syag.g_00958	Pras.g_01924
OG0001128	Syag.g_00961	Pras.g_01926
OG0001129	Syag.g_00963	Pras.g_01927
OG0001130	Syag.g_00964	Pras.g_01928
OG0001131	Syag.g_00624	Pras.g_01964
OG0001132	Syag.g_00096	Pras.g_01973
OG0001133	Syag.g_00380	Pras.g_00009
OG0001134	Syag.g_02164	Pras.g_00023
OG0001135	Syag.g_00147	Pras.g_00026
OG0001136	Syag.g_01144	Pras.g_00053
OG0001137	Syag.g_01123	Pras.g_00064
OG0001138	Syag.g_01090	Pras.g_00082
OG0001139	Syag.g_01088	Pras.g_00083
OG0001140	Syag.g_01087	Pras.g_00084
OG0001141	Syag.g_01086	Pras.g_00085
OG0001142	Syag.g_01085	Pras.g_00086
OG0001143	Syag.g_01077	Pras.g_00093
OG0001144	Syag.g_01064	Pras.g_00099
OG0001145	Syag.g_01169	Pras.g_00200
OG0001146	Syag.g_01218	Pras.g_00213
OG0001147	Syag.g_01360	Pras.g_00236
OG0001148	Syag.g_01539	Pras.g_00252
OG0001149	Syag.g_01540	Pras.g_00253
OG0001150	Syag.g_01541	Pras.g_00254
OG0001151	Syag.g_01554	Pras.g_00265
OG0001152	Syag.g_01555	Pras.g_00266
OG0001153	Syag.g_01375	Pras.g_00382
OG0001154	Syag.g_01374	Pras.g_00384
OG0001155	Syag.g_01616	Pras.g_00396, Pras.g_00397
OG0001156	Syag.g_01619	Pras.g_00400
OG0001157	Syag.g_01620	Pras.g_00401
OG0001158	Syag.g_01621	Pras.g_00402
OG0001160	Syag.g_01666	Pras.g_00428
OG0001161	Syag.g_02163	Pras.g_00441
