Orthogroup	Syag	Prar
OG0000583	Syag.g_00354	Prar.g_01439
OG0000584	Syag.g_00355	Prar.g_01440
OG0000585	Syag.g_00357	Prar.g_01442
OG0000586	Syag.g_00358	Prar.g_01443
OG0000587	Syag.g_00360	Prar.g_01444
OG0000588	Syag.g_00371	Prar.g_01448
OG0000589	Syag.g_00375	Prar.g_01451
OG0000590	Syag.g_00376	Prar.g_01452
OG0000591	Syag.g_00383	Prar.g_01455
OG0000592	Syag.g_00384	Prar.g_01456
OG0000593	Syag.g_00406	Prar.g_01462
OG0000594	Syag.g_00407	Prar.g_01463
OG0000595	Syag.g_00408	Prar.g_01464
OG0000596	Syag.g_00413	Prar.g_01468
OG0000597	Syag.g_00416	Prar.g_01470
OG0000598	Syag.g_00417	Prar.g_01471
OG0000599	Syag.g_00424	Prar.g_01474
OG0000600	Syag.g_00425	Prar.g_01475
OG0000601	Syag.g_00426	Prar.g_01476
OG0000602	Syag.g_00431	Prar.g_01478
OG0000603	Syag.g_00432	Prar.g_01479
OG0000604	Syag.g_00434	Prar.g_01480
OG0000605	Syag.g_00522	Prar.g_01481
OG0000606	Syag.g_00550	Prar.g_01484
OG0000607	Syag.g_00553	Prar.g_01487
OG0000608	Syag.g_00554	Prar.g_01488
OG0000609	Syag.g_00556	Prar.g_01489
OG0000610	Syag.g_00580	Prar.g_01494
OG0000611	Syag.g_00583	Prar.g_01497
OG0000612	Syag.g_00584	Prar.g_01498
OG0000613	Syag.g_02533	Prar.g_01503
OG0000614	Syag.g_01004	Prar.g_01522
OG0000615	Syag.g_00630	Prar.g_01530
OG0000616	Syag.g_02255	Prar.g_01534
OG0000617	Syag.g_00915	Prar.g_01605
OG0000618	Syag.g_00914	Prar.g_01606
OG0000619	Syag.g_00913	Prar.g_01607
OG0000620	Syag.g_00906	Prar.g_01610
OG0000621	Syag.g_00905	Prar.g_01611
OG0000622	Syag.g_00904	Prar.g_01612
OG0000623	Syag.g_00903	Prar.g_01613
OG0000624	Syag.g_00901	Prar.g_01614
OG0000625	Syag.g_00900	Prar.g_01615
OG0000626	Syag.g_00899	Prar.g_01616
OG0000627	Syag.g_00756	Prar.g_01617
OG0000628	Syag.g_00757	Prar.g_01618
OG0000629	Syag.g_00761	Prar.g_01619
OG0000630	Syag.g_00765	Prar.g_01622
OG0000631	Syag.g_00772	Prar.g_01675
OG0000632	Syag.g_00773	Prar.g_01676
OG0000633	Syag.g_00774	Prar.g_01677
OG0000634	Syag.g_00663	Prar.g_01680
OG0000635	Syag.g_00664	Prar.g_01681
OG0000636	Syag.g_00666	Prar.g_01683
OG0000637	Syag.g_00668	Prar.g_01685
OG0000638	Syag.g_00669	Prar.g_01686
OG0000639	Syag.g_00670	Prar.g_01687
OG0000640	Syag.g_00671	Prar.g_01688
OG0000641	Syag.g_00675	Prar.g_01692
OG0000642	Syag.g_00676	Prar.g_01693
OG0000643	Syag.g_00677	Prar.g_01694
OG0000644	Syag.g_00678	Prar.g_01695
OG0000645	Syag.g_00680	Prar.g_01696
OG0000646	Syag.g_00683	Prar.g_01698
OG0000647	Syag.g_00685	Prar.g_01699
OG0000648	Syag.g_00694	Prar.g_01701
OG0000649	Syag.g_00695	Prar.g_01702
OG0000650	Syag.g_00696	Prar.g_01703
OG0000651	Syag.g_00697	Prar.g_01704
OG0000652	Syag.g_00698	Prar.g_01705
OG0000653	Syag.g_00700	Prar.g_01707
OG0000654	Syag.g_00701	Prar.g_01708
OG0000655	Syag.g_00702	Prar.g_01709
OG0000656	Syag.g_00705	Prar.g_01712
OG0000657	Syag.g_00719	Prar.g_01719
OG0000658	Syag.g_00721	Prar.g_01720
OG0000659	Syag.g_00722	Prar.g_01721
OG0000660	Syag.g_00726	Prar.g_01725
OG0000661	Syag.g_00728	Prar.g_01727
OG0000662	Syag.g_00730	Prar.g_01729
OG0000663	Syag.g_00733	Prar.g_01731
OG0000664	Syag.g_00734	Prar.g_01732
OG0000665	Syag.g_00456	Prar.g_01736
OG0000666	Syag.g_00445	Prar.g_01737
OG0000667	Syag.g_00574	Prar.g_01742
OG0000668	Syag.g_00868	Prar.g_01759
OG0000669	Syag.g_00600	Prar.g_01767
OG0000670	Syag.g_00399	Prar.g_01769
OG0000671	Syag.g_00604	Prar.g_01771
OG0000672	Syag.g_00607	Prar.g_01774
OG0000673	Syag.g_00610	Prar.g_01777
OG0000674	Syag.g_00612	Prar.g_01779
OG0000675	Syag.g_00613	Prar.g_01780
OG0000676	Syag.g_00615	Prar.g_01782
OG0000677	Syag.g_00616	Prar.g_01783
OG0000678	Syag.g_00622	Prar.g_01785
OG0000679	Syag.g_00633	Prar.g_01789
OG0000680	Syag.g_00634	Prar.g_01790
OG0000681	Syag.g_00637	Prar.g_01792
OG0000682	Syag.g_00638	Prar.g_01793
OG0000683	Syag.g_00639	Prar.g_01794
OG0000684	Syag.g_00641	Prar.g_01795
OG0000685	Syag.g_00643	Prar.g_01797
OG0000686	Syag.g_00644	Prar.g_01798
OG0000687	Syag.g_00645	Prar.g_01799
OG0000688	Syag.g_00651	Prar.g_01802
OG0000689	Syag.g_00653	Prar.g_01803
OG0000690	Syag.g_00654	Prar.g_01804
OG0000691	Syag.g_00655	Prar.g_01805
OG0000692	Syag.g_00656	Prar.g_01807
OG0000693	Syag.g_00658	Prar.g_01808
OG0000694	Syag.g_00659	Prar.g_01809
OG0000695	Syag.g_00776	Prar.g_01811
OG0000696	Syag.g_00777	Prar.g_01812
OG0000697	Syag.g_00778	Prar.g_01813
OG0000698	Syag.g_00781	Prar.g_01816
OG0000699	Syag.g_00782	Prar.g_01817
OG0000700	Syag.g_00783	Prar.g_01818
OG0000701	Syag.g_00784	Prar.g_01819
OG0000702	Syag.g_00792	Prar.g_01821
OG0000703	Syag.g_00793	Prar.g_01822
OG0000704	Syag.g_00795	Prar.g_01823
OG0000705	Syag.g_00802	Prar.g_01827
OG0000706	Syag.g_00803	Prar.g_01828
OG0000707	Syag.g_00804	Prar.g_01829
OG0000708	Syag.g_00807	Prar.g_01830
OG0000709	Syag.g_00816	Prar.g_01834
OG0000710	Syag.g_00820	Prar.g_01837
OG0000711	Syag.g_00848	Prar.g_01853
OG0000712	Syag.g_00850	Prar.g_01855
OG0000713	Syag.g_00851	Prar.g_01856
OG0000714	Syag.g_00853	Prar.g_01857
OG0000715	Syag.g_00855	Prar.g_01859
OG0000716	Syag.g_00859	Prar.g_01861
OG0000717	Syag.g_00860	Prar.g_01862
OG0000718	Syag.g_00864	Prar.g_01873
OG0000719	Syag.g_00866	Prar.g_01875
OG0000720	Syag.g_00880	Prar.g_01884
OG0000721	Syag.g_00882	Prar.g_01886
OG0000722	Syag.g_00883	Prar.g_01887
OG0000723	Syag.g_00897	Prar.g_01890
OG0000724	Syag.g_00967	Prar.g_01899
OG0000725	Syag.g_00978	Prar.g_01905
OG0000726	Syag.g_00979	Prar.g_01906
OG0000727	Syag.g_00980	Prar.g_01907
OG0000728	Syag.g_00982	Prar.g_01909
OG0000729	Syag.g_02376	Prar.g_01955
OG0000730	Syag.g_02840	Prar.g_01324
OG0000731	Syag.g_02853	Prar.g_01320
OG0000732	Syag.g_02331	Prar.g_01314
OG0000733	Syag.g_00145	Prar.g_01295
OG0000734	Syag.g_01892	Prar.g_01278
OG0000735	Syag.g_01159	Prar.g_01276
OG0000736	Syag.g_01158	Prar.g_01275
OG0000737	Syag.g_01157	Prar.g_01274
OG0000738	Syag.g_01152	Prar.g_01270
OG0000739	Syag.g_01149	Prar.g_01269
OG0000740	Syag.g_01148	Prar.g_01268
OG0000741	Syag.g_01145	Prar.g_01267
OG0000742	Syag.g_01142	Prar.g_01264
OG0000743	Syag.g_01140	Prar.g_01262
OG0000744	Syag.g_01139	Prar.g_01261
OG0000745	Syag.g_01137	Prar.g_01260
OG0000746	Syag.g_01135	Prar.g_01258
OG0000747	Syag.g_01134	Prar.g_01257
OG0000748	Syag.g_01122	Prar.g_01254
OG0000749	Syag.g_01121	Prar.g_01253
OG0000750	Syag.g_01120	Prar.g_01252
OG0000751	Syag.g_01114	Prar.g_01250
OG0000752	Syag.g_01112	Prar.g_01248
OG0000753	Syag.g_01109	Prar.g_01245
OG0000754	Syag.g_01103	Prar.g_01242
OG0000755	Syag.g_01092	Prar.g_01239
OG0000756	Syag.g_01091	Prar.g_01238
OG0000757	Syag.g_01084	Prar.g_01232
OG0000758	Syag.g_01083	Prar.g_01231
OG0000759	Syag.g_01082	Prar.g_01230
OG0000760	Syag.g_01081	Prar.g_01229
OG0000761	Syag.g_01080	Prar.g_01228
OG0000762	Syag.g_01078	Prar.g_01227
OG0000763	Syag.g_01076	Prar.g_01225
OG0000764	Syag.g_01075	Prar.g_01224
OG0000765	Syag.g_01056	Prar.g_01215
OG0000766	Syag.g_01055	Prar.g_01214
OG0000767	Syag.g_01053	Prar.g_01212
OG0000768	Syag.g_01052	Prar.g_01211
OG0000769	Syag.g_01047	Prar.g_01209
OG0000770	Syag.g_01043	Prar.g_01207
OG0000771	Syag.g_00959	Prar.g_00376
OG0000772	Syag.g_02043	Prar.g_00976
OG0000773	Syag.g_01168	Prar.g_00964
OG0000774	Syag.g_01182	Prar.g_00962
OG0000775	Syag.g_01185	Prar.g_00960
OG0000776	Syag.g_01186	Prar.g_00959
OG0000777	Syag.g_01187	Prar.g_00958
OG0000778	Syag.g_01188	Prar.g_00957
OG0000779	Syag.g_01194	Prar.g_00953
OG0000780	Syag.g_01217	Prar.g_00952
OG0000781	Syag.g_01221	Prar.g_00949
OG0000782	Syag.g_01222	Prar.g_00948
OG0000783	Syag.g_01223	Prar.g_00947
OG0000784	Syag.g_01224	Prar.g_00946
OG0000785	Syag.g_01226	Prar.g_00944
OG0000786	Syag.g_01235	Prar.g_00942
OG0000787	Syag.g_01236	Prar.g_00941
OG0000788	Syag.g_00427	Prar.g_00924
OG0000789	Syag.g_00453	Prar.g_00921
OG0000790	Syag.g_01542	Prar.g_00906
OG0000791	Syag.g_01544	Prar.g_00904
OG0000792	Syag.g_01545	Prar.g_00903
OG0000793	Syag.g_01550	Prar.g_00900
OG0000794	Syag.g_01551	Prar.g_00899
OG0000795	Syag.g_01552	Prar.g_00898
OG0000796	Syag.g_01556	Prar.g_00894
OG0000797	Syag.g_01557	Prar.g_00893
OG0000798	Syag.g_02601	Prar.g_00866
OG0000799	Syag.g_01278	Prar.g_00357
OG0000800	Syag.g_01280	Prar.g_00356
OG0000801	Syag.g_01285	Prar.g_00355
OG0000802	Syag.g_01293	Prar.g_00353
OG0000803	Syag.g_01321	Prar.g_00351
OG0000804	Syag.g_01438	Prar.g_00350
OG0000805	Syag.g_01433	Prar.g_00348
OG0000806	Syag.g_01429	Prar.g_00346
OG0000807	Syag.g_01428	Prar.g_00345
OG0000808	Syag.g_01427	Prar.g_00344
OG0000809	Syag.g_01423	Prar.g_00341
OG0000810	Syag.g_01422	Prar.g_00340
OG0000811	Syag.g_01413	Prar.g_00336
OG0000812	Syag.g_01411	Prar.g_00842
OG0000813	Syag.g_01410	Prar.g_00841
OG0000814	Syag.g_01408	Prar.g_00839
OG0000815	Syag.g_01407	Prar.g_00838
OG0000816	Syag.g_01405	Prar.g_00836
OG0000817	Syag.g_01404	Prar.g_00835
OG0000818	Syag.g_01400	Prar.g_00830
OG0000819	Syag.g_01399	Prar.g_00829
OG0000820	Syag.g_01398	Prar.g_00828
OG0000821	Syag.g_01388	Prar.g_00824
OG0000822	Syag.g_01386	Prar.g_00823
OG0000823	Syag.g_01385	Prar.g_00822
OG0000824	Syag.g_01379	Prar.g_00819
OG0000825	Syag.g_01378	Prar.g_00818
OG0000826	Syag.g_01377	Prar.g_00817
OG0000827	Syag.g_01376	Prar.g_00816
OG0000828	Syag.g_01373	Prar.g_00813
OG0000829	Syag.g_01372	Prar.g_00812
OG0000830	Syag.g_01371	Prar.g_00811
OG0000831	Syag.g_01367	Prar.g_00809
OG0000832	Syag.g_01614	Prar.g_00803
OG0000833	Syag.g_01628	Prar.g_00795
OG0000834	Syag.g_01632	Prar.g_00794
OG0000835	Syag.g_01633	Prar.g_00793
OG0000836	Syag.g_01637	Prar.g_00792
OG0000837	Syag.g_01638	Prar.g_00791
OG0000838	Syag.g_01642	Prar.g_00789
OG0000839	Syag.g_01643	Prar.g_00788
OG0000840	Syag.g_01644	Prar.g_00787
OG0000841	Syag.g_01645	Prar.g_00786
OG0000842	Syag.g_01646	Prar.g_00785
OG0000843	Syag.g_01647	Prar.g_00784
OG0000844	Syag.g_01649	Prar.g_00783
OG0000845	Syag.g_01650	Prar.g_00782
OG0000846	Syag.g_01651	Prar.g_00781
OG0000847	Syag.g_01652	Prar.g_00780
OG0000848	Syag.g_01654	Prar.g_00779
OG0000849	Syag.g_01655	Prar.g_00778
OG0000850	Syag.g_01657	Prar.g_00776
OG0000851	Syag.g_01663	Prar.g_00775
OG0000852	Syag.g_01664	Prar.g_00774
OG0000853	Syag.g_01668	Prar.g_00770
OG0000854	Syag.g_01670	Prar.g_00768
OG0000855	Syag.g_01671	Prar.g_00767
OG0000856	Syag.g_00386	Prar.g_00753
OG0000857	Syag.g_00684	Prar.g_00725
OG0000858	Syag.g_01677	Prar.g_01149
OG0000859	Syag.g_01678	Prar.g_01148
OG0000860	Syag.g_01689	Prar.g_01141
OG0000861	Syag.g_01690	Prar.g_01140
OG0000862	Syag.g_01693	Prar.g_01139
OG0000863	Syag.g_01695	Prar.g_01137
OG0000864	Syag.g_01696	Prar.g_01136
OG0000865	Syag.g_01697	Prar.g_01135
OG0000866	Syag.g_01698	Prar.g_01134
OG0000867	Syag.g_01699	Prar.g_01133
OG0000868	Syag.g_01707	Prar.g_01132
OG0000869	Syag.g_01711	Prar.g_01128
OG0000870	Syag.g_01716	Prar.g_01123
OG0000871	Syag.g_01717	Prar.g_01122
OG0000872	Syag.g_01723	Prar.g_01121
OG0000873	Syag.g_01726	Prar.g_01965
OG0000874	Syag.g_01729	Prar.g_01968
OG0000875	Syag.g_01731	Prar.g_01969
OG0000876	Syag.g_01732	Prar.g_01970
OG0000877	Syag.g_01734	Prar.g_01963
OG0000878	Syag.g_01735	Prar.g_01962
OG0000879	Syag.g_02356	Prar.g_01961
OG0000880	Syag.g_01736	Prar.g_01960
OG0000881	Syag.g_01741	Prar.g_00595, Prar.g_01956
OG0000882	Syag.g_01746	Prar.g_00600
OG0000883	Syag.g_01749	Prar.g_00601
OG0000884	Syag.g_01751	Prar.g_00603
OG0000885	Syag.g_01752	Prar.g_00604
OG0000886	Syag.g_01753	Prar.g_00605
OG0000887	Syag.g_01754	Prar.g_00606
OG0000888	Syag.g_01756	Prar.g_00608
OG0000889	Syag.g_01758	Prar.g_00610
OG0000890	Syag.g_01761	Prar.g_00611
OG0000891	Syag.g_01762	Prar.g_00612
OG0000892	Syag.g_01765	Prar.g_01119
OG0000893	Syag.g_02688	Prar.g_01114
OG0000894	Syag.g_02691	Prar.g_01112
OG0000895	Syag.g_02695	Prar.g_01109
OG0000896	Syag.g_02696	Prar.g_01108
OG0000897	Syag.g_02699	Prar.g_01106
OG0000898	Syag.g_02700	Prar.g_01105
OG0000899	Syag.g_02701	Prar.g_01104
OG0000900	Syag.g_02702	Prar.g_01103
OG0000901	Syag.g_02707	Prar.g_01100
OG0000902	Syag.g_02709	Prar.g_01098
OG0000903	Syag.g_02724	Prar.g_01095
OG0000904	Syag.g_02718	Prar.g_01093
OG0000905	Syag.g_02714	Prar.g_01088
OG0000906	Syag.g_02711	Prar.g_01087
OG0000907	Syag.g_02727	Prar.g_01069
OG0000908	Syag.g_02730	Prar.g_01066
OG0000909	Syag.g_02731	Prar.g_01065
OG0000910	Syag.g_02732	Prar.g_01064
OG0000911	Syag.g_02734	Prar.g_01062
OG0000912	Syag.g_02735	Prar.g_01061
OG0000913	Syag.g_02736	Prar.g_01060
OG0000914	Syag.g_02737	Prar.g_01059
OG0000915	Syag.g_02739	Prar.g_01058
OG0000916	Syag.g_02740	Prar.g_01057
OG0000917	Syag.g_02741	Prar.g_01056
OG0000918	Syag.g_02742	Prar.g_01055
OG0000919	Syag.g_02743	Prar.g_01054
OG0000920	Syag.g_02744	Prar.g_01053
OG0000921	Syag.g_02745	Prar.g_01052
OG0000922	Syag.g_02746	Prar.g_01051
OG0000923	Syag.g_02750	Prar.g_01047
OG0000924	Syag.g_02751	Prar.g_01046
OG0000925	Syag.g_02752	Prar.g_01045
OG0000926	Syag.g_02753	Prar.g_01044
OG0000927	Syag.g_02755	Prar.g_01042
OG0000928	Syag.g_02756	Prar.g_01041
OG0000929	Syag.g_02757	Prar.g_01040
OG0000930	Syag.g_02758	Prar.g_01039
OG0000931	Syag.g_02759	Prar.g_01038
OG0000932	Syag.g_02760	Prar.g_01037
OG0000933	Syag.g_02766	Prar.g_01033
OG0000934	Syag.g_02768	Prar.g_01031
OG0000935	Syag.g_02769	Prar.g_01030
OG0000936	Syag.g_02770	Prar.g_01029
OG0000937	Syag.g_02771	Prar.g_01028
OG0000938	Syag.g_02774	Prar.g_01026
OG0000939	Syag.g_02775	Prar.g_01025
OG0000940	Syag.g_02783	Prar.g_01019
OG0000941	Syag.g_02785	Prar.g_01017
OG0000942	Syag.g_02787	Prar.g_01015
OG0000943	Syag.g_02788	Prar.g_01014
OG0000944	Syag.g_02790	Prar.g_01013
OG0000945	Syag.g_02792	Prar.g_01012
OG0000946	Syag.g_02797	Prar.g_00617
OG0000947	Syag.g_02801	Prar.g_00619
OG0000948	Syag.g_02802	Prar.g_00620
OG0000949	Syag.g_02449	Prar.g_00623
OG0000950	Syag.g_02436	Prar.g_00628
OG0000951	Syag.g_02431	Prar.g_00632
OG0000952	Syag.g_02423	Prar.g_00636
OG0000953	Syag.g_02415	Prar.g_00639
OG0000954	Syag.g_02409	Prar.g_00643
OG0000955	Syag.g_02408	Prar.g_00644
OG0000956	Syag.g_02406	Prar.g_00646
OG0000957	Syag.g_02395	Prar.g_00651
OG0000958	Syag.g_02394	Prar.g_00652
OG0000959	Syag.g_02389	Prar.g_00656
OG0000960	Syag.g_02388	Prar.g_00657
OG0000961	Syag.g_02379	Prar.g_00659
OG0000962	Syag.g_02377	Prar.g_00661
OG0000963	Syag.g_02372	Prar.g_00664
OG0000964	Syag.g_02371	Prar.g_00665
OG0000965	Syag.g_02370	Prar.g_00666
OG0000966	Syag.g_02362	Prar.g_00673
OG0000967	Syag.g_02358	Prar.g_00677
OG0000968	Syag.g_02355	Prar.g_00679
OG0000969	Syag.g_02354	Prar.g_00680
OG0000970	Syag.g_02353	Prar.g_00681
OG0000971	Syag.g_02348	Prar.g_00682
OG0000972	Syag.g_02347	Prar.g_00683
OG0000973	Syag.g_02346	Prar.g_00684
OG0000974	Syag.g_02345	Prar.g_00685
OG0000975	Syag.g_02344	Prar.g_00686
OG0000976	Syag.g_02343	Prar.g_00687
OG0000977	Syag.g_02340	Prar.g_00688
OG0000978	Syag.g_02338	Prar.g_00689
OG0000979	Syag.g_02335	Prar.g_00692
OG0000980	Syag.g_02332	Prar.g_00694
OG0000981	Syag.g_02329	Prar.g_00696
OG0000982	Syag.g_02127	Prar.g_00698
OG0000983	Syag.g_02128	Prar.g_00699
OG0000984	Syag.g_02129	Prar.g_00700
OG0000985	Syag.g_02133	Prar.g_00703
OG0000986	Syag.g_02138	Prar.g_00705
OG0000987	Syag.g_02140	Prar.g_00706
OG0000988	Syag.g_02145	Prar.g_00709
OG0000989	Syag.g_02156	Prar.g_00073
OG0000990	Syag.g_02169	Prar.g_00070
OG0000991	Syag.g_02174	Prar.g_00069
OG0000992	Syag.g_02177	Prar.g_00067
OG0000993	Syag.g_02178	Prar.g_00066
OG0000994	Syag.g_02181	Prar.g_00065
OG0000995	Syag.g_02187	Prar.g_00061
OG0000996	Syag.g_02229	Prar.g_00060
OG0000997	Syag.g_02239	Prar.g_00059
OG0000998	Syag.g_02241	Prar.g_00057
OG0000999	Syag.g_02242	Prar.g_00056
OG0001000	Syag.g_02246	Prar.g_00053
OG0001001	Syag.g_02251	Prar.g_00051
OG0001002	Syag.g_02258	Prar.g_00047
OG0001003	Syag.g_02260	Prar.g_00046
OG0001004	Syag.g_02261	Prar.g_00045
OG0001005	Syag.g_02263	Prar.g_00044
OG0001006	Syag.g_02270	Prar.g_00040
OG0001007	Syag.g_02272	Prar.g_00038
OG0001008	Syag.g_00034	Prar.g_00485
OG0001009	Syag.g_02304	Prar.g_00011
OG0001010	Syag.g_02305	Prar.g_00010
OG0001011	Syag.g_02307	Prar.g_00009
OG0001012	Syag.g_02123	Prar.g_00577
OG0001013	Syag.g_02098	Prar.g_00571
OG0001014	Syag.g_02084	Prar.g_00568
OG0001015	Syag.g_02083	Prar.g_00567
OG0001016	Syag.g_01824	Prar.g_00255
OG0001017	Syag.g_01830	Prar.g_00251
OG0001018	Syag.g_01832	Prar.g_00248
OG0001019	Syag.g_01854	Prar.g_00239
OG0001020	Syag.g_01861	Prar.g_00238
OG0001021	Syag.g_01865	Prar.g_00237
OG0001022	Syag.g_01870	Prar.g_00234
OG0001023	Syag.g_01871	Prar.g_00233
OG0001024	Syag.g_01875	Prar.g_00230
OG0001025	Syag.g_01882	Prar.g_00224
OG0001026	Syag.g_01894	Prar.g_00217
OG0001027	Syag.g_01902	Prar.g_00216
OG0001028	Syag.g_01904	Prar.g_00214
OG0001029	Syag.g_01906	Prar.g_00213
OG0001030	Syag.g_01927	Prar.g_00198
OG0001031	Syag.g_02000	Prar.g_00141
OG0001032	Syag.g_02005	Prar.g_00140
OG0001033	Syag.g_02048	Prar.g_00119
OG0001034	Syag.g_01784	Prar.g_00091
OG0001035	Syag.g_02635	Prar.g_00333
OG0001036	Syag.g_02630	Prar.g_00328
OG0001037	Syag.g_02628	Prar.g_00327
OG0001038	Syag.g_02600	Prar.g_00309
OG0001039	Syag.g_02597	Prar.g_00306
OG0001040	Syag.g_02594	Prar.g_00304
OG0001041	Syag.g_02589	Prar.g_00300
OG0001042	Syag.g_02564	Prar.g_00283
OG0001043	Syag.g_02560	Prar.g_00282
OG0001044	Syag.g_02842	Prar.g_00393
OG0001045	Syag.g_02856	Prar.g_00402
OG0001046	Syag.g_00836	Prar.g_00440
OG0001047	Syag.g_00036	Prar.g_00487
OG0001048	Syag.g_00037	Prar.g_00488
OG0001049	Syag.g_00040	Prar.g_00490
OG0001050	Syag.g_00041	Prar.g_00491
OG0001051	Syag.g_00042	Prar.g_00492
OG0001052	Syag.g_01352	Prar.g_00521
OG0001053	Syag.g_01525	Prar.g_00533
OG0001054	Syag.g_01506	Prar.g_01329
OG0001055	Syag.g_01485	Prar.g_01347
OG0001056	Syag.g_01449	Prar.g_01366
OG0001057	Syag.g_01241	Prar.g_01371
OG0001058	Syag.g_00271	Prar.g_01379
OG0001059	Syag.g_00275	Prar.g_01383
OG0001060	Syag.g_00282	Prar.g_01390
OG0001061	Syag.g_00302	Prar.g_01403
OG0001062	Syag.g_00304	Prar.g_01405
OG0001063	Syag.g_00310	Prar.g_01407
OG0001064	Syag.g_00311	Prar.g_01408
OG0001065	Syag.g_00312	Prar.g_01409
OG0001066	Syag.g_00313	Prar.g_01410
OG0001067	Syag.g_00314	Prar.g_01411
OG0001068	Syag.g_00315	Prar.g_01412
OG0001069	Syag.g_00317	Prar.g_01413
OG0001070	Syag.g_00321	Prar.g_01416
OG0001071	Syag.g_00322	Prar.g_01417
OG0001072	Syag.g_00327	Prar.g_01419
OG0001073	Syag.g_00342	Prar.g_01434
OG0001074	Syag.g_00467	Prar.g_01445
OG0001075	Syag.g_00362	Prar.g_01446
OG0001076	Syag.g_00378	Prar.g_01454
OG0001077	Syag.g_00388	Prar.g_01458
OG0001078	Syag.g_00411	Prar.g_01466
OG0001079	Syag.g_00428	Prar.g_01477
OG0001080	Syag.g_00495	Prar.g_01483
OG0001081	Syag.g_00551	Prar.g_01485
OG0001082	Syag.g_00552	Prar.g_01486
OG0001083	Syag.g_00565	Prar.g_01491
OG0001084	Syag.g_00569	Prar.g_01492
OG0001085	Syag.g_00592	Prar.g_01500
OG0001086	Syag.g_00594	Prar.g_01501
OG0001087	Syag.g_01018	Prar.g_01518
OG0001088	Syag.g_01016	Prar.g_01519
OG0001089	Syag.g_00986	Prar.g_01527
OG0001090	Syag.g_00922	Prar.g_01600
OG0001091	Syag.g_00919	Prar.g_01602
OG0001092	Syag.g_00917	Prar.g_01603
OG0001093	Syag.g_00910	Prar.g_01608
OG0001094	Syag.g_00661	Prar.g_01678
OG0001095	Syag.g_00681	Prar.g_01697
OG0001096	Syag.g_00703	Prar.g_01710
OG0001097	Syag.g_00729	Prar.g_01728
OG0001098	Syag.g_00744	Prar.g_01744
OG0001099	Syag.g_01905	Prar.g_01764
OG0001101	Syag.g_00603	Prar.g_01770
OG0001102	Syag.g_00606	Prar.g_01773
OG0001103	Syag.g_00608	Prar.g_01775
OG0001104	Syag.g_00642	Prar.g_01796
OG0001105	Syag.g_00646	Prar.g_01800
OG0001106	Syag.g_00796	Prar.g_01824
OG0001107	Syag.g_00808	Prar.g_01831
OG0001108	Syag.g_00817	Prar.g_01835
OG0001109	Syag.g_00819	Prar.g_01836
OG0001110	Syag.g_00821	Prar.g_01838
OG0001111	Syag.g_00823	Prar.g_01839
OG0001112	Syag.g_00825	Prar.g_01840
OG0001113	Syag.g_00826	Prar.g_01841
OG0001114	Syag.g_00827	Prar.g_01842
OG0001115	Syag.g_00831	Prar.g_01844
OG0001116	Syag.g_00833	Prar.g_01845
OG0001117	Syag.g_00834	Prar.g_01846
OG0001118	Syag.g_00835	Prar.g_01847
OG0001119	Syag.g_00837	Prar.g_01848
OG0001120	Syag.g_00841	Prar.g_01850
OG0001121	Syag.g_01584	Prar.g_01298
OG0001122	Syag.g_00867	Prar.g_01876
OG0001123	Syag.g_00875	Prar.g_01880
OG0001124	Syag.g_00877	Prar.g_01882
OG0001125	Syag.g_00879	Prar.g_01883
OG0001126	Syag.g_00957	Prar.g_01893
OG0001127	Syag.g_00958	Prar.g_01894
OG0001128	Syag.g_00961	Prar.g_01896
OG0001129	Syag.g_00963	Prar.g_01897
OG0001130	Syag.g_00964	Prar.g_01898
OG0001131	Syag.g_00624	Prar.g_01935
OG0001132	Syag.g_00096	Prar.g_01944
OG0001133	Syag.g_00380	Prar.g_01309
OG0001134	Syag.g_02164	Prar.g_01296
OG0001135	Syag.g_00147	Prar.g_01293
OG0001136	Syag.g_01144	Prar.g_01266
OG0001137	Syag.g_01123	Prar.g_01255
OG0001138	Syag.g_01090	Prar.g_01237
OG0001139	Syag.g_01088	Prar.g_01236
OG0001140	Syag.g_01087	Prar.g_01235
OG0001141	Syag.g_01086	Prar.g_01234
OG0001142	Syag.g_01085	Prar.g_01233
OG0001143	Syag.g_01077	Prar.g_01226
OG0001144	Syag.g_01064	Prar.g_01221
OG0001145	Syag.g_01169	Prar.g_00963
OG0001146	Syag.g_01218	Prar.g_00951
OG0001147	Syag.g_01360	Prar.g_00925
OG0001148	Syag.g_01539	Prar.g_00909
OG0001149	Syag.g_01540	Prar.g_00908
OG0001150	Syag.g_01541	Prar.g_00907
OG0001151	Syag.g_01554	Prar.g_00896
OG0001152	Syag.g_01555	Prar.g_00895
OG0001153	Syag.g_01375	Prar.g_00815
OG0001154	Syag.g_01374	Prar.g_00814
OG0001155	Syag.g_01616	Prar.g_00802
OG0001156	Syag.g_01619	Prar.g_00799
OG0001157	Syag.g_01620	Prar.g_00798
OG0001158	Syag.g_01621	Prar.g_00797
OG0001159	Syag.g_01622, Syag.g_01625	Prar.g_00796
OG0001160	Syag.g_01666	Prar.g_00772
OG0001161	Syag.g_02163	Prar.g_00760
OG0001162	Syag.g_01238	Prar.g_00749
OG0001163	Syag.g_01674	Prar.g_01151
OG0001164	Syag.g_01680	Prar.g_01147
