Orthogroup	Syag	Prau
OG0000576	Syag.g_00337	Prau.g_00637
OG0000577	Syag.g_00338	Prau.g_00638
OG0000578	Syag.g_00339	Prau.g_00639
OG0000579	Syag.g_00340	Prau.g_00640
OG0000580	Syag.g_00341	Prau.g_00641
OG0000581	Syag.g_00348	Prau.g_00643
OG0000582	Syag.g_00353	Prau.g_00646
OG0000583	Syag.g_00354	Prau.g_00647
OG0000584	Syag.g_00355	Prau.g_00648
OG0000585	Syag.g_00357	Prau.g_00650
OG0000586	Syag.g_00358	Prau.g_00651
OG0000587	Syag.g_00360	Prau.g_00652
OG0000588	Syag.g_00371	Prau.g_00656
OG0000589	Syag.g_00375	Prau.g_00661
OG0000590	Syag.g_00376	Prau.g_00662
OG0000591	Syag.g_00383	Prau.g_00665
OG0000592	Syag.g_00384	Prau.g_00666
OG0000593	Syag.g_00406	Prau.g_00672
OG0000594	Syag.g_00407	Prau.g_00673
OG0000595	Syag.g_00408	Prau.g_00674
OG0000596	Syag.g_00413	Prau.g_00678
OG0000597	Syag.g_00416	Prau.g_00680
OG0000598	Syag.g_00417	Prau.g_00681
OG0000599	Syag.g_00424	Prau.g_00684
OG0000600	Syag.g_00425	Prau.g_00685
OG0000601	Syag.g_00426	Prau.g_00686
OG0000602	Syag.g_00431	Prau.g_00688
OG0000603	Syag.g_00432	Prau.g_00689
OG0000604	Syag.g_00434	Prau.g_00690
OG0000605	Syag.g_00522	Prau.g_00691
OG0000606	Syag.g_00550	Prau.g_00694
OG0000607	Syag.g_00553	Prau.g_00697
OG0000608	Syag.g_00554	Prau.g_00698
OG0000609	Syag.g_00556	Prau.g_00699
OG0000610	Syag.g_00580	Prau.g_00704
OG0000611	Syag.g_00583	Prau.g_00707
OG0000612	Syag.g_00584	Prau.g_00708
OG0000613	Syag.g_02533	Prau.g_00713
OG0000614	Syag.g_01004	Prau.g_00732
OG0000615	Syag.g_00630	Prau.g_00740
OG0000616	Syag.g_02255	Prau.g_00744
OG0000617	Syag.g_00915	Prau.g_00761
OG0000618	Syag.g_00914	Prau.g_00762
OG0000619	Syag.g_00913	Prau.g_00763
OG0000620	Syag.g_00906	Prau.g_00766
OG0000621	Syag.g_00905	Prau.g_00767
OG0000622	Syag.g_00904	Prau.g_00768
OG0000623	Syag.g_00903	Prau.g_00769
OG0000624	Syag.g_00901	Prau.g_00770
OG0000625	Syag.g_00900	Prau.g_00771
OG0000626	Syag.g_00899	Prau.g_00772
OG0000627	Syag.g_00756	Prau.g_00773
OG0000628	Syag.g_00757	Prau.g_00774
OG0000629	Syag.g_00761	Prau.g_00775
OG0000630	Syag.g_00765	Prau.g_00778
OG0000631	Syag.g_00772	Prau.g_00845
OG0000632	Syag.g_00773	Prau.g_00846
OG0000633	Syag.g_00774	Prau.g_00847
OG0000634	Syag.g_00663	Prau.g_00850
OG0000635	Syag.g_00664	Prau.g_00851
OG0000636	Syag.g_00666	Prau.g_00853
OG0000637	Syag.g_00668	Prau.g_00855
OG0000638	Syag.g_00669	Prau.g_00856
OG0000639	Syag.g_00670	Prau.g_00857
OG0000640	Syag.g_00671	Prau.g_00858
OG0000641	Syag.g_00675	Prau.g_00862
OG0000642	Syag.g_00676	Prau.g_00863
OG0000643	Syag.g_00677	Prau.g_00864
OG0000644	Syag.g_00678	Prau.g_00865
OG0000645	Syag.g_00680	Prau.g_00866
OG0000646	Syag.g_00683	Prau.g_00868
OG0000647	Syag.g_00685	Prau.g_00869
OG0000648	Syag.g_00694	Prau.g_00871
OG0000649	Syag.g_00695	Prau.g_00872
OG0000650	Syag.g_00696	Prau.g_00873
OG0000651	Syag.g_00697	Prau.g_00874
OG0000652	Syag.g_00698	Prau.g_00875
OG0000653	Syag.g_00700	Prau.g_00877
OG0000654	Syag.g_00701	Prau.g_00878
OG0000655	Syag.g_00702	Prau.g_00879
OG0000656	Syag.g_00705	Prau.g_00882
OG0000657	Syag.g_00719	Prau.g_00889
OG0000658	Syag.g_00721	Prau.g_00890
OG0000659	Syag.g_00722	Prau.g_00891
OG0000660	Syag.g_00726	Prau.g_00895
OG0000661	Syag.g_00728	Prau.g_00897
OG0000662	Syag.g_00730	Prau.g_00899
OG0000663	Syag.g_00733	Prau.g_00902
OG0000664	Syag.g_00734	Prau.g_00903
OG0000665	Syag.g_00456	Prau.g_00907
OG0000666	Syag.g_00445	Prau.g_00908
OG0000667	Syag.g_00574	Prau.g_00912
OG0000668	Syag.g_00868	Prau.g_00942
OG0000669	Syag.g_00600	Prau.g_00949
OG0000670	Syag.g_00399	Prau.g_00951
OG0000671	Syag.g_00604	Prau.g_00953
OG0000672	Syag.g_00607	Prau.g_00955
OG0000673	Syag.g_00610	Prau.g_00957
OG0000674	Syag.g_00612	Prau.g_00959
OG0000675	Syag.g_00613	Prau.g_00960
OG0000676	Syag.g_00615	Prau.g_00962
OG0000677	Syag.g_00616	Prau.g_00963
OG0000678	Syag.g_00622	Prau.g_00965
OG0000679	Syag.g_00633	Prau.g_00969
OG0000680	Syag.g_00634	Prau.g_00970
OG0000681	Syag.g_00637	Prau.g_00973
OG0000682	Syag.g_00638	Prau.g_00974
OG0000683	Syag.g_00639	Prau.g_00975
OG0000684	Syag.g_00641	Prau.g_00977
OG0000685	Syag.g_00643	Prau.g_00979
OG0000686	Syag.g_00644	Prau.g_00980
OG0000687	Syag.g_00645	Prau.g_00981
OG0000688	Syag.g_00651	Prau.g_00984
OG0000689	Syag.g_00653	Prau.g_00985
OG0000690	Syag.g_00654	Prau.g_00986
OG0000691	Syag.g_00655	Prau.g_00987
OG0000692	Syag.g_00656	Prau.g_00989
OG0000693	Syag.g_00658	Prau.g_00990
OG0000694	Syag.g_00659	Prau.g_00991
OG0000695	Syag.g_00776	Prau.g_00993
OG0000696	Syag.g_00777	Prau.g_00994
OG0000697	Syag.g_00778	Prau.g_00995
OG0000698	Syag.g_00781	Prau.g_00998
OG0000699	Syag.g_00782	Prau.g_00999
OG0000700	Syag.g_00783	Prau.g_01000
OG0000701	Syag.g_00784	Prau.g_01001
OG0000702	Syag.g_00792	Prau.g_01003
OG0000703	Syag.g_00793	Prau.g_01004
OG0000704	Syag.g_00795	Prau.g_01005
OG0000705	Syag.g_00802	Prau.g_01009
OG0000706	Syag.g_00803	Prau.g_01010
OG0000707	Syag.g_00804	Prau.g_01011
OG0000708	Syag.g_00807	Prau.g_01012
OG0000709	Syag.g_00816	Prau.g_01016
OG0000710	Syag.g_00820	Prau.g_01019
OG0000711	Syag.g_00848	Prau.g_01036
OG0000712	Syag.g_00850	Prau.g_01038
OG0000713	Syag.g_00851	Prau.g_01039
OG0000714	Syag.g_00853	Prau.g_01040
OG0000715	Syag.g_00855	Prau.g_01042
OG0000716	Syag.g_00859	Prau.g_01044
OG0000717	Syag.g_00860	Prau.g_01045
OG0000718	Syag.g_00864	Prau.g_01058
OG0000719	Syag.g_00866	Prau.g_01060
OG0000720	Syag.g_00880	Prau.g_01069
OG0000721	Syag.g_00882	Prau.g_01071
OG0000722	Syag.g_00883	Prau.g_01072
OG0000723	Syag.g_00897	Prau.g_01075
OG0000724	Syag.g_00967	Prau.g_01084
OG0000725	Syag.g_00978	Prau.g_01090
OG0000726	Syag.g_00979	Prau.g_01091
OG0000727	Syag.g_00980	Prau.g_01092
OG0000728	Syag.g_00982	Prau.g_01094
OG0000729	Syag.g_02376	Prau.g_01138
OG0000730	Syag.g_02840	Prau.g_01142
OG0000731	Syag.g_02853	Prau.g_01146
OG0000732	Syag.g_02331	Prau.g_01155
OG0000733	Syag.g_00145	Prau.g_01175
OG0000734	Syag.g_01892	Prau.g_01192
OG0000735	Syag.g_01159	Prau.g_01194
OG0000736	Syag.g_01158	Prau.g_01195
OG0000737	Syag.g_01157	Prau.g_01196
OG0000738	Syag.g_01152	Prau.g_01200
OG0000739	Syag.g_01149	Prau.g_01201
OG0000740	Syag.g_01148	Prau.g_01202
OG0000741	Syag.g_01145	Prau.g_01203
OG0000742	Syag.g_01142	Prau.g_01205
OG0000743	Syag.g_01140	Prau.g_01207
OG0000744	Syag.g_01139	Prau.g_01208
OG0000745	Syag.g_01137	Prau.g_01209
OG0000746	Syag.g_01135	Prau.g_01211
OG0000747	Syag.g_01134	Prau.g_01212
OG0000748	Syag.g_01122	Prau.g_01215
OG0000749	Syag.g_01121	Prau.g_01216
OG0000750	Syag.g_01120	Prau.g_01217
OG0000751	Syag.g_01114	Prau.g_01219
OG0000752	Syag.g_01112	Prau.g_01221
OG0000753	Syag.g_01109	Prau.g_01224
OG0000754	Syag.g_01103	Prau.g_01227
OG0000755	Syag.g_01092	Prau.g_01230
OG0000756	Syag.g_01091	Prau.g_01231
OG0000757	Syag.g_01084	Prau.g_01237
OG0000758	Syag.g_01083	Prau.g_01238
OG0000759	Syag.g_01082	Prau.g_01239
OG0000760	Syag.g_01081	Prau.g_01240
OG0000761	Syag.g_01080	Prau.g_01241
OG0000762	Syag.g_01078	Prau.g_01242
OG0000763	Syag.g_01076	Prau.g_01244
OG0000764	Syag.g_01075	Prau.g_01245
OG0000765	Syag.g_01056	Prau.g_01254
OG0000766	Syag.g_01055	Prau.g_01255
OG0000767	Syag.g_01053	Prau.g_01257
OG0000768	Syag.g_01052	Prau.g_01258
OG0000769	Syag.g_01047	Prau.g_01260
OG0000770	Syag.g_01043	Prau.g_01262
OG0000771	Syag.g_00959	Prau.g_01271, Prau.g_01496
OG0000772	Syag.g_02043	Prau.g_01346
OG0000773	Syag.g_01168	Prau.g_01361
OG0000774	Syag.g_01182	Prau.g_01363
OG0000775	Syag.g_01185	Prau.g_01366
OG0000776	Syag.g_01186	Prau.g_01367
OG0000777	Syag.g_01187	Prau.g_01368
OG0000778	Syag.g_01188	Prau.g_01369
OG0000779	Syag.g_01194	Prau.g_01373
OG0000780	Syag.g_01217	Prau.g_01374
OG0000781	Syag.g_01221	Prau.g_01377
OG0000782	Syag.g_01222	Prau.g_01378
OG0000783	Syag.g_01223	Prau.g_01379
OG0000784	Syag.g_01224	Prau.g_01380
OG0000785	Syag.g_01226	Prau.g_01382
OG0000786	Syag.g_01235	Prau.g_01384
OG0000787	Syag.g_01236	Prau.g_01385
OG0000788	Syag.g_00427	Prau.g_01396
OG0000789	Syag.g_00453	Prau.g_01399
OG0000790	Syag.g_01542	Prau.g_01414
OG0000791	Syag.g_01544	Prau.g_01416
OG0000792	Syag.g_01545	Prau.g_01417
OG0000793	Syag.g_01550	Prau.g_01420
OG0000794	Syag.g_01551	Prau.g_01421
OG0000795	Syag.g_01552	Prau.g_01422
OG0000796	Syag.g_01556	Prau.g_01426
OG0000797	Syag.g_01557	Prau.g_01427
OG0000799	Syag.g_01278	Prau.g_01510
OG0000800	Syag.g_01280	Prau.g_01511
OG0000801	Syag.g_01285	Prau.g_01512
OG0000802	Syag.g_01293	Prau.g_01514
OG0000803	Syag.g_01321	Prau.g_01516
OG0000804	Syag.g_01438	Prau.g_01517
OG0000805	Syag.g_01433	Prau.g_01519
OG0000806	Syag.g_01429	Prau.g_01521
OG0000807	Syag.g_01428	Prau.g_01522
OG0000808	Syag.g_01427	Prau.g_01523
OG0000809	Syag.g_01423	Prau.g_01526
OG0000810	Syag.g_01422	Prau.g_01527
OG0000811	Syag.g_01413	Prau.g_01534
OG0000812	Syag.g_01411	Prau.g_01536
OG0000813	Syag.g_01410	Prau.g_01537
OG0000814	Syag.g_01408	Prau.g_01539
OG0000815	Syag.g_01407	Prau.g_01540
OG0000816	Syag.g_01405	Prau.g_01542
OG0000817	Syag.g_01404	Prau.g_01543
OG0000818	Syag.g_01400	Prau.g_01548
OG0000819	Syag.g_01399	Prau.g_01549
OG0000820	Syag.g_01398	Prau.g_01550
OG0000821	Syag.g_01388	Prau.g_01554
OG0000822	Syag.g_01386	Prau.g_01555
OG0000823	Syag.g_01385	Prau.g_01556
OG0000824	Syag.g_01379	Prau.g_01559
OG0000825	Syag.g_01378	Prau.g_01560
OG0000826	Syag.g_01377	Prau.g_01561
OG0000827	Syag.g_01376	Prau.g_01562
OG0000828	Syag.g_01373	Prau.g_01565
OG0000829	Syag.g_01372	Prau.g_01566
OG0000830	Syag.g_01371	Prau.g_01567
OG0000831	Syag.g_01367	Prau.g_01569
OG0000832	Syag.g_01614	Prau.g_01575
OG0000833	Syag.g_01628	Prau.g_01583
OG0000834	Syag.g_01632	Prau.g_01584
OG0000835	Syag.g_01633	Prau.g_01585
OG0000836	Syag.g_01637	Prau.g_01586
OG0000837	Syag.g_01638	Prau.g_01587
OG0000838	Syag.g_01642	Prau.g_01589
OG0000839	Syag.g_01643	Prau.g_01590
OG0000840	Syag.g_01644	Prau.g_01591
OG0000841	Syag.g_01645	Prau.g_01592
OG0000842	Syag.g_01646	Prau.g_01593
OG0000843	Syag.g_01647	Prau.g_01594
OG0000844	Syag.g_01649	Prau.g_01595
OG0000845	Syag.g_01650	Prau.g_01596
OG0000846	Syag.g_01651	Prau.g_01597
OG0000847	Syag.g_01652	Prau.g_01598
OG0000848	Syag.g_01654	Prau.g_01599
OG0000849	Syag.g_01655	Prau.g_01600
OG0000850	Syag.g_01657	Prau.g_01602
OG0000851	Syag.g_01663	Prau.g_01603
OG0000852	Syag.g_01664	Prau.g_01604
OG0000853	Syag.g_01668	Prau.g_01608
OG0000854	Syag.g_01670	Prau.g_01610
OG0000855	Syag.g_01671	Prau.g_01611
OG0000856	Syag.g_00386	Prau.g_01626
OG0000857	Syag.g_00684	Prau.g_01652
OG0000858	Syag.g_01677	Prau.g_01726
OG0000859	Syag.g_01678	Prau.g_01727
OG0000860	Syag.g_01689	Prau.g_01734
OG0000861	Syag.g_01690	Prau.g_01735
OG0000862	Syag.g_01693	Prau.g_01736
OG0000863	Syag.g_01695	Prau.g_01738
OG0000864	Syag.g_01696	Prau.g_01739
OG0000865	Syag.g_01697	Prau.g_01740
OG0000866	Syag.g_01698	Prau.g_01741
OG0000867	Syag.g_01699	Prau.g_01742
OG0000868	Syag.g_01707	Prau.g_01743
OG0000869	Syag.g_01711	Prau.g_01747
OG0000870	Syag.g_01716	Prau.g_01752
OG0000871	Syag.g_01717	Prau.g_01753
OG0000872	Syag.g_01723	Prau.g_01754
OG0000873	Syag.g_01726	Prau.g_01757
OG0000874	Syag.g_01729	Prau.g_01760
OG0000875	Syag.g_01731	Prau.g_01761
OG0000876	Syag.g_01732	Prau.g_01762
OG0000877	Syag.g_01734	Prau.g_01764
OG0000878	Syag.g_01735	Prau.g_01765
OG0000879	Syag.g_02356	Prau.g_01766
OG0000880	Syag.g_01736	Prau.g_01767
OG0000881	Syag.g_01741	Prau.g_01771
OG0000882	Syag.g_01746	Prau.g_01776
OG0000883	Syag.g_01749	Prau.g_01777
OG0000884	Syag.g_01751	Prau.g_01779
OG0000885	Syag.g_01752	Prau.g_01780
OG0000886	Syag.g_01753	Prau.g_01781
OG0000887	Syag.g_01754	Prau.g_01782
OG0000888	Syag.g_01756	Prau.g_01784
OG0000889	Syag.g_01758	Prau.g_01786
OG0000890	Syag.g_01761	Prau.g_01787
OG0000891	Syag.g_01762	Prau.g_01788
OG0000892	Syag.g_01765	Prau.g_01790
OG0000893	Syag.g_02688	Prau.g_01794
OG0000894	Syag.g_02691	Prau.g_01796
OG0000895	Syag.g_02695	Prau.g_01799
OG0000896	Syag.g_02696	Prau.g_01800
OG0000897	Syag.g_02699	Prau.g_01802
OG0000898	Syag.g_02700	Prau.g_01803
OG0000899	Syag.g_02701	Prau.g_01804
OG0000900	Syag.g_02702	Prau.g_01805
OG0000901	Syag.g_02707	Prau.g_01808
OG0000902	Syag.g_02709	Prau.g_01810
OG0000903	Syag.g_02724	Prau.g_01813
OG0000904	Syag.g_02718	Prau.g_01815
OG0000905	Syag.g_02714	Prau.g_01820
OG0000906	Syag.g_02711	Prau.g_01821
OG0000907	Syag.g_02727	Prau.g_01827
OG0000908	Syag.g_02730	Prau.g_01830
OG0000909	Syag.g_02731	Prau.g_01831
OG0000910	Syag.g_02732	Prau.g_01832
OG0000911	Syag.g_02734	Prau.g_01834
OG0000912	Syag.g_02735	Prau.g_01835
OG0000913	Syag.g_02736	Prau.g_01836
OG0000914	Syag.g_02737	Prau.g_01837
OG0000915	Syag.g_02739	Prau.g_01838
OG0000916	Syag.g_02740	Prau.g_01839
OG0000917	Syag.g_02741	Prau.g_01840
OG0000918	Syag.g_02742	Prau.g_01841
OG0000919	Syag.g_02743	Prau.g_01842
OG0000920	Syag.g_02744	Prau.g_01843
OG0000921	Syag.g_02745	Prau.g_01844
OG0000922	Syag.g_02746	Prau.g_01845
OG0000923	Syag.g_02750	Prau.g_01849
OG0000924	Syag.g_02751	Prau.g_01850
OG0000925	Syag.g_02752	Prau.g_01851
OG0000926	Syag.g_02753	Prau.g_01852
OG0000927	Syag.g_02755	Prau.g_01854
OG0000928	Syag.g_02756	Prau.g_01855
OG0000929	Syag.g_02757	Prau.g_01856
OG0000930	Syag.g_02758	Prau.g_01857
OG0000931	Syag.g_02759	Prau.g_01858
OG0000932	Syag.g_02760	Prau.g_01859
OG0000933	Syag.g_02766	Prau.g_01863
OG0000934	Syag.g_02768	Prau.g_01865
OG0000935	Syag.g_02769	Prau.g_01866
OG0000936	Syag.g_02770	Prau.g_01867
OG0000937	Syag.g_02771	Prau.g_01868
OG0000938	Syag.g_02774	Prau.g_01870
OG0000939	Syag.g_02775	Prau.g_01871
OG0000940	Syag.g_02783	Prau.g_01878
OG0000941	Syag.g_02785	Prau.g_01880
OG0000942	Syag.g_02787	Prau.g_01882
OG0000943	Syag.g_02788	Prau.g_01883
OG0000944	Syag.g_02790	Prau.g_01884
OG0000945	Syag.g_02792	Prau.g_01885
OG0000946	Syag.g_02797	Prau.g_01889
OG0000947	Syag.g_02801	Prau.g_01891
OG0000948	Syag.g_02802	Prau.g_01892
OG0000949	Syag.g_02449	Prau.g_01895
OG0000950	Syag.g_02436	Prau.g_01900
OG0000951	Syag.g_02431	Prau.g_01904
OG0000952	Syag.g_02423	Prau.g_01908
OG0000953	Syag.g_02415	Prau.g_01911
OG0000954	Syag.g_02409	Prau.g_01915
OG0000955	Syag.g_02408	Prau.g_01916
OG0000956	Syag.g_02406	Prau.g_01918
OG0000957	Syag.g_02395	Prau.g_01923
OG0000958	Syag.g_02394	Prau.g_01924
OG0000959	Syag.g_02389	Prau.g_01928
OG0000960	Syag.g_02388	Prau.g_01929
OG0000961	Syag.g_02379	Prau.g_01931
OG0000962	Syag.g_02377	Prau.g_01933
OG0000963	Syag.g_02372	Prau.g_01937
OG0000964	Syag.g_02371	Prau.g_01938
OG0000965	Syag.g_02370	Prau.g_01939
OG0000966	Syag.g_02362	Prau.g_01946
OG0000967	Syag.g_02358	Prau.g_01951
OG0000968	Syag.g_02355	Prau.g_01953
OG0000969	Syag.g_02354	Prau.g_01954
OG0000970	Syag.g_02353	Prau.g_01955
OG0000971	Syag.g_02348	Prau.g_01956
OG0000972	Syag.g_02347	Prau.g_01957
OG0000973	Syag.g_02346	Prau.g_01958
OG0000974	Syag.g_02345	Prau.g_01959
OG0000975	Syag.g_02344	Prau.g_01960
OG0000976	Syag.g_02343	Prau.g_01961
OG0000977	Syag.g_02340	Prau.g_01962
OG0000978	Syag.g_02338	Prau.g_01963
OG0000979	Syag.g_02335	Prau.g_01966
OG0000980	Syag.g_02332	Prau.g_01968
OG0000981	Syag.g_02329	Prau.g_01970
OG0000982	Syag.g_02127	Prau.g_01972
OG0000983	Syag.g_02128	Prau.g_01973
OG0000984	Syag.g_02129	Prau.g_01974
OG0000985	Syag.g_02133	Prau.g_01977
OG0000986	Syag.g_02138	Prau.g_01979
OG0000987	Syag.g_02140	Prau.g_01980
OG0000988	Syag.g_02145	Prau.g_01983
OG0000989	Syag.g_02156	Prau.g_01986
OG0000990	Syag.g_02169	Prau.g_01989
OG0000991	Syag.g_02174	Prau.g_01990
OG0000992	Syag.g_02177	Prau.g_01992
OG0000993	Syag.g_02178	Prau.g_01993
OG0000994	Syag.g_02181	Prau.g_01994
OG0000995	Syag.g_02187	Prau.g_01998
OG0000996	Syag.g_02229	Prau.g_01999
OG0000997	Syag.g_02239	Prau.g_02000
OG0000998	Syag.g_02241	Prau.g_02002
OG0000999	Syag.g_02242	Prau.g_02003
OG0001000	Syag.g_02246	Prau.g_02006
OG0001001	Syag.g_02251	Prau.g_02008
OG0001002	Syag.g_02258	Prau.g_02012
OG0001003	Syag.g_02260	Prau.g_02014
OG0001004	Syag.g_02261	Prau.g_02015
OG0001005	Syag.g_02263	Prau.g_02016
OG0001006	Syag.g_02270	Prau.g_02020
OG0001007	Syag.g_02272	Prau.g_02022
OG0001008	Syag.g_00034	Prau.g_00478
OG0001009	Syag.g_02304	Prau.g_00027
OG0001010	Syag.g_02305	Prau.g_00028
OG0001011	Syag.g_02307	Prau.g_00029
OG0001012	Syag.g_02123	Prau.g_00050
OG0001013	Syag.g_02098	Prau.g_00056
OG0001014	Syag.g_02084	Prau.g_00059
OG0001015	Syag.g_02083	Prau.g_00060
OG0001016	Syag.g_01824	Prau.g_00074
OG0001017	Syag.g_01830	Prau.g_00078
OG0001018	Syag.g_01832	Prau.g_00081
OG0001019	Syag.g_01854	Prau.g_00090
OG0001020	Syag.g_01861	Prau.g_00091
OG0001021	Syag.g_01865	Prau.g_00092
OG0001022	Syag.g_01870	Prau.g_00095
OG0001023	Syag.g_01871	Prau.g_00096
OG0001024	Syag.g_01875	Prau.g_00099
OG0001025	Syag.g_01882	Prau.g_00105
OG0001026	Syag.g_01894	Prau.g_00112
OG0001027	Syag.g_01902	Prau.g_00113
OG0001028	Syag.g_01904	Prau.g_00115
OG0001029	Syag.g_01906	Prau.g_00116
OG0001030	Syag.g_01927	Prau.g_00131
OG0001031	Syag.g_02000	Prau.g_00187
OG0001032	Syag.g_02005	Prau.g_00188
OG0001033	Syag.g_02048	Prau.g_00209
OG0001034	Syag.g_01784	Prau.g_00237
OG0001035	Syag.g_02635	Prau.g_00256
OG0001036	Syag.g_02630	Prau.g_00261
OG0001037	Syag.g_02628	Prau.g_00262
OG0001038	Syag.g_02600	Prau.g_00280
OG0001039	Syag.g_02597	Prau.g_00283
OG0001040	Syag.g_02594	Prau.g_00285
OG0001041	Syag.g_02589	Prau.g_00289
OG0001042	Syag.g_02564	Prau.g_00306
OG0001043	Syag.g_02560	Prau.g_00307
OG0001044	Syag.g_02842	Prau.g_00335
OG0001045	Syag.g_02856	Prau.g_00344
OG0001046	Syag.g_00836	Prau.g_00382
OG0001047	Syag.g_00036	Prau.g_00480
OG0001048	Syag.g_00037	Prau.g_00481
OG0001049	Syag.g_00040	Prau.g_00483
OG0001050	Syag.g_00041	Prau.g_00484
OG0001051	Syag.g_00042	Prau.g_00485
OG0001052	Syag.g_01352	Prau.g_00512
OG0001053	Syag.g_01525	Prau.g_00524
OG0001054	Syag.g_01506	Prau.g_00539
OG0001055	Syag.g_01485	Prau.g_00558
OG0001056	Syag.g_01449	Prau.g_00576
OG0001057	Syag.g_01241	Prau.g_00581
OG0001058	Syag.g_00271	Prau.g_00589
OG0001059	Syag.g_00275	Prau.g_00593
OG0001060	Syag.g_00282	Prau.g_00600
OG0001061	Syag.g_00302	Prau.g_00613
OG0001062	Syag.g_00304	Prau.g_00615
OG0001063	Syag.g_00310	Prau.g_00617
OG0001064	Syag.g_00311	Prau.g_00618
OG0001065	Syag.g_00312	Prau.g_00619
OG0001066	Syag.g_00313	Prau.g_00620
OG0001067	Syag.g_00314	Prau.g_00621
OG0001068	Syag.g_00315	Prau.g_00622
OG0001069	Syag.g_00317	Prau.g_00623
OG0001070	Syag.g_00321	Prau.g_00626
OG0001071	Syag.g_00322	Prau.g_00627
OG0001072	Syag.g_00327	Prau.g_00628
OG0001073	Syag.g_00342	Prau.g_00642
OG0001074	Syag.g_00467	Prau.g_00653
OG0001075	Syag.g_00362	Prau.g_00654
OG0001076	Syag.g_00378	Prau.g_00664
OG0001077	Syag.g_00388	Prau.g_00668
OG0001078	Syag.g_00411	Prau.g_00676
OG0001079	Syag.g_00428	Prau.g_00687
OG0001080	Syag.g_00495	Prau.g_00693
OG0001081	Syag.g_00551	Prau.g_00695
OG0001082	Syag.g_00552	Prau.g_00696
OG0001083	Syag.g_00565	Prau.g_00701
OG0001084	Syag.g_00569	Prau.g_00702
OG0001085	Syag.g_00592	Prau.g_00710
OG0001086	Syag.g_00594	Prau.g_00711
OG0001087	Syag.g_01018	Prau.g_00728
OG0001088	Syag.g_01016	Prau.g_00729
OG0001089	Syag.g_00986	Prau.g_00737
OG0001090	Syag.g_00922	Prau.g_00756
OG0001091	Syag.g_00919	Prau.g_00758
OG0001092	Syag.g_00917	Prau.g_00759
OG0001093	Syag.g_00910	Prau.g_00764
OG0001094	Syag.g_00661	Prau.g_00848
OG0001095	Syag.g_00681	Prau.g_00867
OG0001096	Syag.g_00703	Prau.g_00880
OG0001097	Syag.g_00729	Prau.g_00898
OG0001098	Syag.g_00744	Prau.g_00914
OG0001099	Syag.g_01905	Prau.g_00946
OG0001101	Syag.g_00603	Prau.g_00952
OG0001102	Syag.g_00606	Prau.g_00954
OG0001104	Syag.g_00642	Prau.g_00978
OG0001105	Syag.g_00646	Prau.g_00982
OG0001106	Syag.g_00796	Prau.g_01006
OG0001107	Syag.g_00808	Prau.g_01013
OG0001108	Syag.g_00817	Prau.g_01017
OG0001109	Syag.g_00819	Prau.g_01018
OG0001110	Syag.g_00821	Prau.g_01020
OG0001111	Syag.g_00823	Prau.g_01021
OG0001112	Syag.g_00825	Prau.g_01022
OG0001113	Syag.g_00826	Prau.g_01023
OG0001114	Syag.g_00827	Prau.g_01024
OG0001115	Syag.g_00831	Prau.g_01026
OG0001116	Syag.g_00833	Prau.g_01027
OG0001117	Syag.g_00834	Prau.g_01028
OG0001118	Syag.g_00835	Prau.g_01029
OG0001119	Syag.g_00837	Prau.g_01030
OG0001120	Syag.g_00841	Prau.g_01032
OG0001121	Syag.g_01584	Prau.g_01172, Prau.g_01035
OG0001122	Syag.g_00867	Prau.g_01061
OG0001123	Syag.g_00875	Prau.g_01065
OG0001124	Syag.g_00877	Prau.g_01067
OG0001125	Syag.g_00879	Prau.g_01068
OG0001126	Syag.g_00957	Prau.g_01078
OG0001127	Syag.g_00958	Prau.g_01079
OG0001128	Syag.g_00961	Prau.g_01081
OG0001129	Syag.g_00963	Prau.g_01082
OG0001130	Syag.g_00964	Prau.g_01083
OG0001131	Syag.g_00624	Prau.g_01118
OG0001132	Syag.g_00096	Prau.g_01127
OG0001133	Syag.g_00380	Prau.g_01160
OG0001134	Syag.g_02164	Prau.g_01174
OG0001135	Syag.g_00147	Prau.g_01177
OG0001136	Syag.g_01144	Prau.g_01204
OG0001137	Syag.g_01123	Prau.g_01214
OG0001138	Syag.g_01090	Prau.g_01232
OG0001139	Syag.g_01088	Prau.g_01233
OG0001140	Syag.g_01087	Prau.g_01234
OG0001141	Syag.g_01086	Prau.g_01235
OG0001142	Syag.g_01085	Prau.g_01236
OG0001143	Syag.g_01077	Prau.g_01243
OG0001144	Syag.g_01064	Prau.g_01248
OG0001145	Syag.g_01169	Prau.g_01362
OG0001146	Syag.g_01218	Prau.g_01375
OG0001147	Syag.g_01360	Prau.g_01395
OG0001148	Syag.g_01539	Prau.g_01411
OG0001149	Syag.g_01540	Prau.g_01412
OG0001150	Syag.g_01541	Prau.g_01413
OG0001151	Syag.g_01554	Prau.g_01424
OG0001152	Syag.g_01555	Prau.g_01425
OG0001153	Syag.g_01375	Prau.g_01563
OG0001154	Syag.g_01374	Prau.g_01564
OG0001155	Syag.g_01616	Prau.g_01576
OG0001156	Syag.g_01619	Prau.g_01579
OG0001157	Syag.g_01620	Prau.g_01580
OG0001158	Syag.g_01621	Prau.g_01581
OG0001159	Syag.g_01622, Syag.g_01625	Prau.g_01582
