Orthogroup	Syag	Prbi
OG0000558	Syag.g_00269	Prbi.g_00550
OG0000559	Syag.g_00273	Prbi.g_00554
OG0000560	Syag.g_00276	Prbi.g_00557
OG0000561	Syag.g_00277	Prbi.g_00558
OG0000562	Syag.g_00278	Prbi.g_00559
OG0000563	Syag.g_00279	Prbi.g_00560
OG0000564	Syag.g_00280	Prbi.g_00561
OG0000565	Syag.g_00284	Prbi.g_00564
OG0000566	Syag.g_00288	Prbi.g_00566
OG0000567	Syag.g_00292	Prbi.g_00570
OG0000568	Syag.g_00295	Prbi.g_00571
OG0000569	Syag.g_00296	Prbi.g_00572
OG0000570	Syag.g_00297	Prbi.g_00573
OG0000571	Syag.g_00301	Prbi.g_00575
OG0000572	Syag.g_00320, Syag.g_00251	Prbi.g_00588
OG0000573	Syag.g_00329	Prbi.g_00594
OG0000574	Syag.g_00330	Prbi.g_00595
OG0000575	Syag.g_00335	Prbi.g_00599
OG0000576	Syag.g_00337	Prbi.g_00601
OG0000577	Syag.g_00338	Prbi.g_00602
OG0000578	Syag.g_00339	Prbi.g_00603
OG0000579	Syag.g_00340	Prbi.g_00604
OG0000580	Syag.g_00341	Prbi.g_00605
OG0000581	Syag.g_00348	Prbi.g_00607
OG0000582	Syag.g_00353	Prbi.g_00610
OG0000583	Syag.g_00354	Prbi.g_00611
OG0000584	Syag.g_00355	Prbi.g_00612
OG0000585	Syag.g_00357	Prbi.g_00614
OG0000586	Syag.g_00358	Prbi.g_00615
OG0000587	Syag.g_00360	Prbi.g_00616
OG0000588	Syag.g_00371	Prbi.g_00620
OG0000589	Syag.g_00375	Prbi.g_00623
OG0000590	Syag.g_00376	Prbi.g_00624
OG0000591	Syag.g_00383	Prbi.g_00627
OG0000592	Syag.g_00384	Prbi.g_00628
OG0000593	Syag.g_00406	Prbi.g_00635
OG0000594	Syag.g_00407	Prbi.g_00636
OG0000595	Syag.g_00408	Prbi.g_00637
OG0000596	Syag.g_00413	Prbi.g_00641
OG0000597	Syag.g_00416	Prbi.g_00643
OG0000598	Syag.g_00417	Prbi.g_00644
OG0000599	Syag.g_00424	Prbi.g_00647
OG0000600	Syag.g_00425	Prbi.g_00648
OG0000601	Syag.g_00426	Prbi.g_00649
OG0000602	Syag.g_00431	Prbi.g_00651
OG0000603	Syag.g_00432	Prbi.g_00652
OG0000604	Syag.g_00434	Prbi.g_00653
OG0000605	Syag.g_00522	Prbi.g_00654
OG0000606	Syag.g_00550	Prbi.g_00657
OG0000607	Syag.g_00553	Prbi.g_00660
OG0000608	Syag.g_00554	Prbi.g_00661
OG0000609	Syag.g_00556	Prbi.g_00662
OG0000610	Syag.g_00580	Prbi.g_00667
OG0000611	Syag.g_00583	Prbi.g_00670
OG0000612	Syag.g_00584	Prbi.g_00671
OG0000613	Syag.g_02533	Prbi.g_00676
OG0000614	Syag.g_01004	Prbi.g_00695
OG0000615	Syag.g_00630	Prbi.g_00704
OG0000616	Syag.g_02255	Prbi.g_00708
OG0000617	Syag.g_00915	Prbi.g_00751
OG0000618	Syag.g_00914	Prbi.g_00752
OG0000619	Syag.g_00913	Prbi.g_00753
OG0000620	Syag.g_00906	Prbi.g_00756
OG0000621	Syag.g_00905	Prbi.g_00757
OG0000622	Syag.g_00904	Prbi.g_00758
OG0000623	Syag.g_00903	Prbi.g_00759
OG0000624	Syag.g_00901	Prbi.g_00760
OG0000625	Syag.g_00900	Prbi.g_00761
OG0000626	Syag.g_00899	Prbi.g_00762
OG0000627	Syag.g_00756	Prbi.g_00763
OG0000628	Syag.g_00757	Prbi.g_00764
OG0000629	Syag.g_00761	Prbi.g_00765
OG0000630	Syag.g_00765	Prbi.g_00768
OG0000631	Syag.g_00772	Prbi.g_00838
OG0000632	Syag.g_00773	Prbi.g_00839
OG0000633	Syag.g_00774	Prbi.g_00840
OG0000634	Syag.g_00663	Prbi.g_00843
OG0000635	Syag.g_00664	Prbi.g_00844
OG0000636	Syag.g_00666	Prbi.g_00846
OG0000637	Syag.g_00668	Prbi.g_00848
OG0000638	Syag.g_00669	Prbi.g_00849
OG0000639	Syag.g_00670	Prbi.g_00850
OG0000640	Syag.g_00671	Prbi.g_00851
OG0000641	Syag.g_00675	Prbi.g_00855
OG0000642	Syag.g_00676	Prbi.g_00856
OG0000643	Syag.g_00677	Prbi.g_00857
OG0000644	Syag.g_00678	Prbi.g_00858
OG0000645	Syag.g_00680	Prbi.g_00859
OG0000646	Syag.g_00683	Prbi.g_00861
OG0000647	Syag.g_00685	Prbi.g_00862
OG0000648	Syag.g_00694	Prbi.g_00864
OG0000649	Syag.g_00695	Prbi.g_00865
OG0000650	Syag.g_00696	Prbi.g_00866
OG0000651	Syag.g_00697	Prbi.g_00867
OG0000652	Syag.g_00698	Prbi.g_00868
OG0000653	Syag.g_00700	Prbi.g_00870
OG0000654	Syag.g_00701	Prbi.g_00871
OG0000655	Syag.g_00702	Prbi.g_00872
OG0000656	Syag.g_00705	Prbi.g_00875
OG0000657	Syag.g_00719	Prbi.g_00883
OG0000658	Syag.g_00721	Prbi.g_00884
OG0000659	Syag.g_00722	Prbi.g_00885
OG0000660	Syag.g_00726	Prbi.g_00889
OG0000661	Syag.g_00728	Prbi.g_00891
OG0000662	Syag.g_00730	Prbi.g_00893
OG0000663	Syag.g_00733	Prbi.g_00895
OG0000664	Syag.g_00734	Prbi.g_00896
OG0000665	Syag.g_00456	Prbi.g_00900
OG0000666	Syag.g_00445	Prbi.g_00901
OG0000667	Syag.g_00574	Prbi.g_00905
OG0000668	Syag.g_00868	Prbi.g_00934
OG0000669	Syag.g_00600	Prbi.g_00942
OG0000670	Syag.g_00399	Prbi.g_00944
OG0000671	Syag.g_00604	Prbi.g_00946
OG0000672	Syag.g_00607	Prbi.g_00949
OG0000673	Syag.g_00610	Prbi.g_00952
OG0000674	Syag.g_00612	Prbi.g_00954
OG0000675	Syag.g_00613	Prbi.g_00955
OG0000676	Syag.g_00615	Prbi.g_00957
OG0000677	Syag.g_00616	Prbi.g_00958
OG0000678	Syag.g_00622	Prbi.g_00960
OG0000679	Syag.g_00633	Prbi.g_00964
OG0000680	Syag.g_00634	Prbi.g_00965
OG0000681	Syag.g_00637	Prbi.g_00968
OG0000682	Syag.g_00638	Prbi.g_00969
OG0000683	Syag.g_00639	Prbi.g_00970
OG0000684	Syag.g_00641	Prbi.g_00971
OG0000685	Syag.g_00643	Prbi.g_00973
OG0000686	Syag.g_00644	Prbi.g_00974
OG0000687	Syag.g_00645	Prbi.g_00975
OG0000688	Syag.g_00651	Prbi.g_00978
OG0000689	Syag.g_00653	Prbi.g_00979
OG0000690	Syag.g_00654	Prbi.g_00980
OG0000691	Syag.g_00655	Prbi.g_00981
OG0000692	Syag.g_00656	Prbi.g_00983
OG0000693	Syag.g_00658	Prbi.g_00984
OG0000694	Syag.g_00659	Prbi.g_00985
OG0000695	Syag.g_00776	Prbi.g_00987
OG0000696	Syag.g_00777	Prbi.g_00988
OG0000697	Syag.g_00778	Prbi.g_00989
OG0000698	Syag.g_00781	Prbi.g_00992
OG0000699	Syag.g_00782	Prbi.g_00993
OG0000700	Syag.g_00783	Prbi.g_00994
OG0000701	Syag.g_00784	Prbi.g_00995
OG0000702	Syag.g_00792	Prbi.g_00997
OG0000703	Syag.g_00793	Prbi.g_00998
OG0000704	Syag.g_00795	Prbi.g_00999
OG0000705	Syag.g_00802	Prbi.g_01003
OG0000706	Syag.g_00803	Prbi.g_01004
OG0000707	Syag.g_00804	Prbi.g_01005
OG0000708	Syag.g_00807	Prbi.g_01006
OG0000709	Syag.g_00816	Prbi.g_01010
OG0000710	Syag.g_00820	Prbi.g_01013
OG0000711	Syag.g_00848	Prbi.g_01030
OG0000712	Syag.g_00850	Prbi.g_01032
OG0000713	Syag.g_00851	Prbi.g_01033
OG0000714	Syag.g_00853	Prbi.g_01034
OG0000715	Syag.g_00855	Prbi.g_01036
OG0000716	Syag.g_00859	Prbi.g_01038
OG0000717	Syag.g_00860	Prbi.g_01039
OG0000718	Syag.g_00864	Prbi.g_01055
OG0000719	Syag.g_00866	Prbi.g_01057
OG0000720	Syag.g_00880	Prbi.g_01066
OG0000721	Syag.g_00882	Prbi.g_01068
OG0000722	Syag.g_00883	Prbi.g_01069
OG0000723	Syag.g_00897	Prbi.g_01072
OG0000724	Syag.g_00967	Prbi.g_01081
OG0000725	Syag.g_00978	Prbi.g_01087
OG0000726	Syag.g_00979	Prbi.g_01088
OG0000727	Syag.g_00980	Prbi.g_01089
OG0000728	Syag.g_00982	Prbi.g_01091
OG0000729	Syag.g_02376	Prbi.g_01138
OG0000730	Syag.g_02840	Prbi.g_01142
OG0000731	Syag.g_02853	Prbi.g_01146
OG0000732	Syag.g_02331	Prbi.g_01155
OG0000733	Syag.g_00145	Prbi.g_01175
OG0000734	Syag.g_01892	Prbi.g_01192
OG0000735	Syag.g_01159	Prbi.g_01194
OG0000736	Syag.g_01158	Prbi.g_01195
OG0000737	Syag.g_01157	Prbi.g_01196
OG0000738	Syag.g_01152	Prbi.g_01200
OG0000739	Syag.g_01149	Prbi.g_01201
OG0000740	Syag.g_01148	Prbi.g_01202
OG0000741	Syag.g_01145	Prbi.g_01203
OG0000742	Syag.g_01142	Prbi.g_01206
OG0000743	Syag.g_01140	Prbi.g_01208
OG0000744	Syag.g_01139	Prbi.g_01209
OG0000745	Syag.g_01137	Prbi.g_01210
OG0000746	Syag.g_01135	Prbi.g_01212
OG0000747	Syag.g_01134	Prbi.g_01213
OG0000748	Syag.g_01122	Prbi.g_01216
OG0000749	Syag.g_01121	Prbi.g_01217
OG0000750	Syag.g_01120	Prbi.g_01218
OG0000751	Syag.g_01114	Prbi.g_01220
OG0000752	Syag.g_01112	Prbi.g_01222
OG0000753	Syag.g_01109	Prbi.g_01225
OG0000754	Syag.g_01103	Prbi.g_01228
OG0000755	Syag.g_01092	Prbi.g_01231
OG0000756	Syag.g_01091	Prbi.g_01232
OG0000757	Syag.g_01084	Prbi.g_01238
OG0000758	Syag.g_01083	Prbi.g_01239
OG0000759	Syag.g_01082	Prbi.g_01240
OG0000760	Syag.g_01081	Prbi.g_01241
OG0000761	Syag.g_01080	Prbi.g_01242
OG0000762	Syag.g_01078	Prbi.g_01243
OG0000763	Syag.g_01076	Prbi.g_01245
OG0000764	Syag.g_01075	Prbi.g_01246
OG0000765	Syag.g_01056	Prbi.g_01255
OG0000766	Syag.g_01055	Prbi.g_01256
OG0000767	Syag.g_01053	Prbi.g_01258
OG0000768	Syag.g_01052	Prbi.g_01259
OG0000769	Syag.g_01047	Prbi.g_01261
OG0000770	Syag.g_01043	Prbi.g_01263
OG0000771	Syag.g_00959	Prbi.g_01277
OG0000772	Syag.g_02043	Prbi.g_01363
OG0000773	Syag.g_01168	Prbi.g_01382
OG0000774	Syag.g_01182	Prbi.g_01384
OG0000775	Syag.g_01185	Prbi.g_01386
OG0000776	Syag.g_01186	Prbi.g_01387
OG0000777	Syag.g_01187	Prbi.g_01388
OG0000778	Syag.g_01188	Prbi.g_01389
OG0000779	Syag.g_01194	Prbi.g_01393
OG0000780	Syag.g_01217	Prbi.g_01394
OG0000781	Syag.g_01221	Prbi.g_01397
OG0000782	Syag.g_01222	Prbi.g_01398
OG0000783	Syag.g_01223	Prbi.g_01399
OG0000784	Syag.g_01224	Prbi.g_01400
OG0000785	Syag.g_01226	Prbi.g_01402
OG0000786	Syag.g_01235	Prbi.g_01404
OG0000787	Syag.g_01236	Prbi.g_01405
OG0000788	Syag.g_00427	Prbi.g_01426
OG0000789	Syag.g_00453	Prbi.g_01429
OG0000790	Syag.g_01542	Prbi.g_01444
OG0000791	Syag.g_01544	Prbi.g_01446
OG0000792	Syag.g_01545	Prbi.g_01447
OG0000793	Syag.g_01550	Prbi.g_01450
OG0000794	Syag.g_01551	Prbi.g_01451
OG0000795	Syag.g_01552	Prbi.g_01452
OG0000796	Syag.g_01556	Prbi.g_01456
OG0000797	Syag.g_01557	Prbi.g_01457
OG0000799	Syag.g_01278	Prbi.g_01571
OG0000800	Syag.g_01280	Prbi.g_01572
OG0000801	Syag.g_01285	Prbi.g_01573
OG0000802	Syag.g_01293	Prbi.g_01575
OG0000803	Syag.g_01321	Prbi.g_01577
OG0000804	Syag.g_01438	Prbi.g_01578
OG0000805	Syag.g_01433	Prbi.g_01580
OG0000806	Syag.g_01429	Prbi.g_01582
OG0000807	Syag.g_01428	Prbi.g_01583
OG0000808	Syag.g_01427	Prbi.g_01584
OG0000809	Syag.g_01423	Prbi.g_01587
OG0000810	Syag.g_01422	Prbi.g_01588
OG0000811	Syag.g_01413	Prbi.g_01594
OG0000812	Syag.g_01411	Prbi.g_01596
OG0000813	Syag.g_01410	Prbi.g_01597
OG0000814	Syag.g_01408	Prbi.g_01599
OG0000815	Syag.g_01407	Prbi.g_01600
OG0000816	Syag.g_01405	Prbi.g_01602
OG0000817	Syag.g_01404	Prbi.g_01603
OG0000818	Syag.g_01400	Prbi.g_01608
OG0000819	Syag.g_01399	Prbi.g_01609
OG0000820	Syag.g_01398	Prbi.g_01610
OG0000821	Syag.g_01388	Prbi.g_01613
OG0000822	Syag.g_01386	Prbi.g_01614
OG0000823	Syag.g_01385	Prbi.g_01615
OG0000824	Syag.g_01379	Prbi.g_01618
OG0000825	Syag.g_01378	Prbi.g_01619
OG0000826	Syag.g_01377	Prbi.g_01620
OG0000827	Syag.g_01376	Prbi.g_01621
OG0000828	Syag.g_01373	Prbi.g_01624
OG0000829	Syag.g_01372	Prbi.g_01625
OG0000830	Syag.g_01371	Prbi.g_01626
OG0000831	Syag.g_01367	Prbi.g_01628
OG0000832	Syag.g_01614	Prbi.g_01634
OG0000833	Syag.g_01628	Prbi.g_01642
OG0000834	Syag.g_01632	Prbi.g_01643
OG0000835	Syag.g_01633	Prbi.g_01644
OG0000836	Syag.g_01637	Prbi.g_01645
OG0000837	Syag.g_01638	Prbi.g_01646
OG0000838	Syag.g_01642	Prbi.g_01648
OG0000839	Syag.g_01643	Prbi.g_01649
OG0000840	Syag.g_01644	Prbi.g_01650
OG0000841	Syag.g_01645	Prbi.g_01651
OG0000842	Syag.g_01646	Prbi.g_01652
OG0000843	Syag.g_01647	Prbi.g_01653
OG0000844	Syag.g_01649	Prbi.g_01654
OG0000845	Syag.g_01650	Prbi.g_01655
OG0000846	Syag.g_01651	Prbi.g_01656
OG0000847	Syag.g_01652	Prbi.g_01657
OG0000848	Syag.g_01654	Prbi.g_01658
OG0000849	Syag.g_01655	Prbi.g_01659
OG0000850	Syag.g_01657	Prbi.g_01661
OG0000851	Syag.g_01663	Prbi.g_01662
OG0000852	Syag.g_01664	Prbi.g_01663
OG0000853	Syag.g_01668	Prbi.g_01667
OG0000854	Syag.g_01670	Prbi.g_01669
OG0000855	Syag.g_01671	Prbi.g_01670
OG0000856	Syag.g_00386	Prbi.g_01685
OG0000857	Syag.g_00684	Prbi.g_01711
OG0000858	Syag.g_01677	Prbi.g_01781
OG0000859	Syag.g_01678	Prbi.g_01782
OG0000860	Syag.g_01689	Prbi.g_01789
OG0000861	Syag.g_01690	Prbi.g_01790
OG0000862	Syag.g_01693	Prbi.g_01791
OG0000863	Syag.g_01695	Prbi.g_01793
OG0000864	Syag.g_01696	Prbi.g_01794
OG0000865	Syag.g_01697	Prbi.g_01795
OG0000866	Syag.g_01698	Prbi.g_01796
OG0000867	Syag.g_01699	Prbi.g_01797
OG0000868	Syag.g_01707	Prbi.g_01798
OG0000869	Syag.g_01711	Prbi.g_01802
OG0000870	Syag.g_01716	Prbi.g_01807
OG0000871	Syag.g_01717	Prbi.g_01808
OG0000872	Syag.g_01723	Prbi.g_01809
OG0000873	Syag.g_01726	Prbi.g_01812
OG0000874	Syag.g_01729	Prbi.g_01815
OG0000875	Syag.g_01731	Prbi.g_01816
OG0000876	Syag.g_01732	Prbi.g_01817
OG0000877	Syag.g_01734	Prbi.g_01819
OG0000878	Syag.g_01735	Prbi.g_01820
OG0000879	Syag.g_02356	Prbi.g_01821
OG0000880	Syag.g_01736	Prbi.g_01822
OG0000881	Syag.g_01741	Prbi.g_01826
OG0000882	Syag.g_01746	Prbi.g_01831
OG0000883	Syag.g_01749	Prbi.g_01832
OG0000884	Syag.g_01751	Prbi.g_01834
OG0000885	Syag.g_01752	Prbi.g_01835
OG0000886	Syag.g_01753	Prbi.g_01836
OG0000887	Syag.g_01754	Prbi.g_01837
OG0000888	Syag.g_01756	Prbi.g_01839
OG0000889	Syag.g_01758	Prbi.g_01841
OG0000890	Syag.g_01761	Prbi.g_01842
OG0000891	Syag.g_01762	Prbi.g_01843
OG0000892	Syag.g_01765	Prbi.g_01845
OG0000893	Syag.g_02688	Prbi.g_01848
OG0000894	Syag.g_02691	Prbi.g_01850
OG0000895	Syag.g_02695	Prbi.g_01853
OG0000896	Syag.g_02696	Prbi.g_01854
OG0000897	Syag.g_02699	Prbi.g_01856
OG0000898	Syag.g_02700	Prbi.g_01857
OG0000899	Syag.g_02701	Prbi.g_01858
OG0000900	Syag.g_02702	Prbi.g_01859
OG0000901	Syag.g_02707	Prbi.g_01863
OG0000902	Syag.g_02709	Prbi.g_01865
OG0000903	Syag.g_02724	Prbi.g_01868
OG0000904	Syag.g_02718	Prbi.g_01870
OG0000905	Syag.g_02714	Prbi.g_01875
OG0000906	Syag.g_02711	Prbi.g_01876
OG0000907	Syag.g_02727	Prbi.g_01896
OG0000908	Syag.g_02730	Prbi.g_01899
OG0000909	Syag.g_02731	Prbi.g_01900
OG0000910	Syag.g_02732	Prbi.g_01901
OG0000911	Syag.g_02734	Prbi.g_01903
OG0000912	Syag.g_02735	Prbi.g_01904
OG0000913	Syag.g_02736	Prbi.g_01905
OG0000914	Syag.g_02737	Prbi.g_01906
OG0000915	Syag.g_02739	Prbi.g_01907
OG0000916	Syag.g_02740	Prbi.g_01908
OG0000917	Syag.g_02741	Prbi.g_01909
OG0000918	Syag.g_02742	Prbi.g_01910
OG0000919	Syag.g_02743	Prbi.g_01911
OG0000920	Syag.g_02744	Prbi.g_01912
OG0000921	Syag.g_02745	Prbi.g_01913
OG0000922	Syag.g_02746	Prbi.g_01914
OG0000923	Syag.g_02750	Prbi.g_01918
OG0000924	Syag.g_02751	Prbi.g_01919
OG0000925	Syag.g_02752	Prbi.g_01920
OG0000926	Syag.g_02753	Prbi.g_01921
OG0000927	Syag.g_02755	Prbi.g_01923
OG0000928	Syag.g_02756	Prbi.g_01924
OG0000929	Syag.g_02757	Prbi.g_01925
OG0000930	Syag.g_02758	Prbi.g_01926
OG0000931	Syag.g_02759	Prbi.g_01927
OG0000932	Syag.g_02760	Prbi.g_01928
OG0000933	Syag.g_02766	Prbi.g_01932
OG0000934	Syag.g_02768	Prbi.g_01934
OG0000935	Syag.g_02769	Prbi.g_01935
OG0000936	Syag.g_02770	Prbi.g_01936
OG0000937	Syag.g_02771	Prbi.g_01937
OG0000938	Syag.g_02774	Prbi.g_01939
OG0000939	Syag.g_02775	Prbi.g_01940
OG0000940	Syag.g_02783	Prbi.g_01947
OG0000941	Syag.g_02785	Prbi.g_01949
OG0000942	Syag.g_02787	Prbi.g_01951
OG0000943	Syag.g_02788	Prbi.g_01952
OG0000944	Syag.g_02790	Prbi.g_01953
OG0000945	Syag.g_02792	Prbi.g_01954
OG0000946	Syag.g_02797	Prbi.g_01958
OG0000947	Syag.g_02801	Prbi.g_01960
OG0000948	Syag.g_02802	Prbi.g_01961
OG0000949	Syag.g_02449	Prbi.g_01964
OG0000950	Syag.g_02436	Prbi.g_01969
OG0000951	Syag.g_02431	Prbi.g_01973
OG0000952	Syag.g_02423	Prbi.g_01977
OG0000953	Syag.g_02415	Prbi.g_01980
OG0000954	Syag.g_02409	Prbi.g_01984
OG0000955	Syag.g_02408	Prbi.g_01985
OG0000956	Syag.g_02406	Prbi.g_01987
OG0000957	Syag.g_02395	Prbi.g_01992
OG0000958	Syag.g_02394	Prbi.g_01993
OG0000959	Syag.g_02389	Prbi.g_01997
OG0000960	Syag.g_02388	Prbi.g_01998
OG0000961	Syag.g_02379	Prbi.g_02000
OG0000962	Syag.g_02377	Prbi.g_02002
OG0000963	Syag.g_02372	Prbi.g_02006
OG0000964	Syag.g_02371	Prbi.g_02007
OG0000965	Syag.g_02370	Prbi.g_02008
OG0000966	Syag.g_02362	Prbi.g_02027
OG0000967	Syag.g_02358	Prbi.g_02032
OG0000968	Syag.g_02355	Prbi.g_02034
OG0000969	Syag.g_02354	Prbi.g_02035
OG0000970	Syag.g_02353	Prbi.g_02036
OG0000971	Syag.g_02348	Prbi.g_02037
OG0000972	Syag.g_02347	Prbi.g_02038
OG0000973	Syag.g_02346	Prbi.g_02039
OG0000974	Syag.g_02345	Prbi.g_02040
OG0000975	Syag.g_02344	Prbi.g_02041
OG0000976	Syag.g_02343	Prbi.g_02042
OG0000977	Syag.g_02340	Prbi.g_02043
OG0000978	Syag.g_02338	Prbi.g_02044
OG0000979	Syag.g_02335	Prbi.g_02047
OG0000980	Syag.g_02332	Prbi.g_02049
OG0000981	Syag.g_02329	Prbi.g_02051
OG0000982	Syag.g_02127	Prbi.g_02053
OG0000983	Syag.g_02128	Prbi.g_02054
OG0000984	Syag.g_02129	Prbi.g_02055
OG0000985	Syag.g_02133	Prbi.g_02058
OG0000986	Syag.g_02138	Prbi.g_02060
OG0000987	Syag.g_02140	Prbi.g_02061
OG0000988	Syag.g_02145	Prbi.g_02064
OG0000989	Syag.g_02156	Prbi.g_02068
OG0000990	Syag.g_02169	Prbi.g_02071
OG0000991	Syag.g_02174	Prbi.g_02072
OG0000992	Syag.g_02177	Prbi.g_02074
OG0000993	Syag.g_02178	Prbi.g_02075
OG0000994	Syag.g_02181	Prbi.g_02076
OG0000995	Syag.g_02187	Prbi.g_02080
OG0000996	Syag.g_02229	Prbi.g_02081
OG0000997	Syag.g_02239	Prbi.g_02082
OG0000998	Syag.g_02241	Prbi.g_02084
OG0000999	Syag.g_02242	Prbi.g_02085
OG0001000	Syag.g_02246	Prbi.g_02088
OG0001001	Syag.g_02251	Prbi.g_02090
OG0001002	Syag.g_02258	Prbi.g_02094
OG0001003	Syag.g_02260	Prbi.g_02095
OG0001004	Syag.g_02261	Prbi.g_02096
OG0001005	Syag.g_02263	Prbi.g_02097
OG0001006	Syag.g_02270	Prbi.g_02101
OG0001007	Syag.g_02272	Prbi.g_02103
OG0001008	Syag.g_00034	Prbi.g_00438
OG0001009	Syag.g_02304	Prbi.g_00027
OG0001010	Syag.g_02305	Prbi.g_00028
OG0001011	Syag.g_02307	Prbi.g_00029
OG0001012	Syag.g_02123	Prbi.g_00052
OG0001013	Syag.g_02098	Prbi.g_00059
OG0001014	Syag.g_02084	Prbi.g_00062
OG0001015	Syag.g_02083	Prbi.g_00063
OG0001016	Syag.g_01824	Prbi.g_00080
OG0001017	Syag.g_01830	Prbi.g_00084
OG0001018	Syag.g_01832	Prbi.g_00087
OG0001019	Syag.g_01854	Prbi.g_00096
OG0001020	Syag.g_01861	Prbi.g_00097
OG0001021	Syag.g_01865	Prbi.g_00098
OG0001022	Syag.g_01870	Prbi.g_00101
OG0001023	Syag.g_01871	Prbi.g_00102
OG0001024	Syag.g_01875	Prbi.g_00105
OG0001025	Syag.g_01882	Prbi.g_00111
OG0001026	Syag.g_01894	Prbi.g_00118
OG0001027	Syag.g_01902	Prbi.g_00119
OG0001028	Syag.g_01904	Prbi.g_00121
OG0001029	Syag.g_01906	Prbi.g_00123
OG0001030	Syag.g_01927	Prbi.g_00138
OG0001031	Syag.g_02000	Prbi.g_00210
OG0001032	Syag.g_02005	Prbi.g_00211
OG0001033	Syag.g_02048	Prbi.g_00232
OG0001034	Syag.g_01784	Prbi.g_00260
OG0001035	Syag.g_02635	Prbi.g_00278
OG0001036	Syag.g_02630	Prbi.g_00283
OG0001037	Syag.g_02628	Prbi.g_00284
OG0001038	Syag.g_02600	Prbi.g_00302
OG0001039	Syag.g_02597	Prbi.g_00305
OG0001040	Syag.g_02594	Prbi.g_00307
OG0001041	Syag.g_02589	Prbi.g_00311
OG0001042	Syag.g_02564	Prbi.g_00328
OG0001043	Syag.g_02560	Prbi.g_00329
OG0001044	Syag.g_02842	Prbi.g_00357
OG0001045	Syag.g_02856	Prbi.g_00366
OG0001046	Syag.g_00836	Prbi.g_00403
OG0001047	Syag.g_00036	Prbi.g_00440
OG0001048	Syag.g_00037	Prbi.g_00441
OG0001049	Syag.g_00040	Prbi.g_00443
OG0001050	Syag.g_00041	Prbi.g_00444
OG0001051	Syag.g_00042	Prbi.g_00445
OG0001052	Syag.g_01352	Prbi.g_00474
OG0001053	Syag.g_01525	Prbi.g_00486
OG0001054	Syag.g_01506	Prbi.g_00501
OG0001055	Syag.g_01485	Prbi.g_00520
OG0001056	Syag.g_01449	Prbi.g_00539
OG0001057	Syag.g_01241	Prbi.g_00544
OG0001058	Syag.g_00271	Prbi.g_00552
OG0001059	Syag.g_00275	Prbi.g_00556
OG0001060	Syag.g_00282	Prbi.g_00563
OG0001061	Syag.g_00302	Prbi.g_00576
OG0001062	Syag.g_00304	Prbi.g_00578
OG0001063	Syag.g_00310	Prbi.g_00580
OG0001064	Syag.g_00311	Prbi.g_00581
OG0001065	Syag.g_00312	Prbi.g_00582
OG0001066	Syag.g_00313	Prbi.g_00583
OG0001067	Syag.g_00314	Prbi.g_00584
OG0001068	Syag.g_00315	Prbi.g_00585
OG0001069	Syag.g_00317	Prbi.g_00586
OG0001070	Syag.g_00321	Prbi.g_00589
OG0001071	Syag.g_00322	Prbi.g_00590
OG0001072	Syag.g_00327	Prbi.g_00592
OG0001073	Syag.g_00342	Prbi.g_00606
OG0001074	Syag.g_00467	Prbi.g_00617
OG0001075	Syag.g_00362	Prbi.g_00618
OG0001076	Syag.g_00378	Prbi.g_00626
OG0001077	Syag.g_00388	Prbi.g_00630
OG0001078	Syag.g_00411	Prbi.g_00639
OG0001079	Syag.g_00428	Prbi.g_00650
OG0001080	Syag.g_00495	Prbi.g_00656
OG0001081	Syag.g_00551	Prbi.g_00658
OG0001082	Syag.g_00552	Prbi.g_00659
OG0001083	Syag.g_00565	Prbi.g_00664
OG0001084	Syag.g_00569	Prbi.g_00665
OG0001085	Syag.g_00592	Prbi.g_00673
OG0001086	Syag.g_00594	Prbi.g_00674
OG0001087	Syag.g_01018	Prbi.g_00691
OG0001088	Syag.g_01016	Prbi.g_00692
OG0001089	Syag.g_00986	Prbi.g_00700
OG0001090	Syag.g_00922	Prbi.g_00746
OG0001091	Syag.g_00919	Prbi.g_00748
OG0001092	Syag.g_00917	Prbi.g_00749
OG0001093	Syag.g_00910	Prbi.g_00754
OG0001094	Syag.g_00661	Prbi.g_00841
OG0001095	Syag.g_00681	Prbi.g_00860
OG0001096	Syag.g_00703	Prbi.g_00873
OG0001097	Syag.g_00729	Prbi.g_00892
OG0001098	Syag.g_00744	Prbi.g_00907
OG0001099	Syag.g_01905	Prbi.g_00939
OG0001101	Syag.g_00603	Prbi.g_00945
OG0001102	Syag.g_00606	Prbi.g_00948
OG0001103	Syag.g_00608	Prbi.g_00950
OG0001104	Syag.g_00642	Prbi.g_00972
OG0001105	Syag.g_00646	Prbi.g_00976
OG0001106	Syag.g_00796	Prbi.g_01000
OG0001107	Syag.g_00808	Prbi.g_01007
OG0001108	Syag.g_00817	Prbi.g_01011
OG0001109	Syag.g_00819	Prbi.g_01012
OG0001110	Syag.g_00821	Prbi.g_01014
OG0001111	Syag.g_00823	Prbi.g_01015
OG0001112	Syag.g_00825	Prbi.g_01016
OG0001113	Syag.g_00826	Prbi.g_01017
OG0001114	Syag.g_00827	Prbi.g_01018
OG0001115	Syag.g_00831	Prbi.g_01020
OG0001116	Syag.g_00833	Prbi.g_01021
OG0001117	Syag.g_00834	Prbi.g_01022
OG0001118	Syag.g_00835	Prbi.g_01023
