Orthogroup	Syag	Syat
OG0000592	Syag.g_00384	Syat.g_03307
OG0000593	Syag.g_00406	Syat.g_00113
OG0000594	Syag.g_00407	Syat.g_00114
OG0000595	Syag.g_00408	Syat.g_00115
OG0000596	Syag.g_00413	Syat.g_00129
OG0000597	Syag.g_00416	Syat.g_00132
OG0000598	Syag.g_00417	Syat.g_00133
OG0000599	Syag.g_00424	Syat.g_00381
OG0000600	Syag.g_00425	Syat.g_00380
OG0000601	Syag.g_00426	Syat.g_00379
OG0000602	Syag.g_00431	Syat.g_00375
OG0000603	Syag.g_00432	Syat.g_00374
OG0000604	Syag.g_00434	Syat.g_00372
OG0000605	Syag.g_00522	Syat.g_00370
OG0000606	Syag.g_00550	Syat.g_00367
OG0000607	Syag.g_00553	Syat.g_00364
OG0000608	Syag.g_00554	Syat.g_00363
OG0000609	Syag.g_00556	Syat.g_00344
OG0000610	Syag.g_00580	Syat.g_00399
OG0000611	Syag.g_00583	Syat.g_00402
OG0000612	Syag.g_00584	Syat.g_00403
OG0000613	Syag.g_02533	Syat.g_02129
OG0000614	Syag.g_01004	Syat.g_01084
OG0000615	Syag.g_00630	Syat.g_00442
OG0000616	Syag.g_02255	Syat.g_02397
OG0000617	Syag.g_00915	Syat.g_00665
OG0000618	Syag.g_00914	Syat.g_00666
OG0000619	Syag.g_00913	Syat.g_00667
OG0000620	Syag.g_00906	Syat.g_02591
OG0000621	Syag.g_00905	Syat.g_02590
OG0000622	Syag.g_00904	Syat.g_02572
OG0000623	Syag.g_00903	Syat.g_00672
OG0000624	Syag.g_00901	Syat.g_00673
OG0000625	Syag.g_00900	Syat.g_00674
OG0000626	Syag.g_00899	Syat.g_00675
OG0000627	Syag.g_00756	Syat.g_00641
OG0000628	Syag.g_00757	Syat.g_00640
OG0000629	Syag.g_00761	Syat.g_00637
OG0000630	Syag.g_00765	Syat.g_00631
OG0000631	Syag.g_00772	Syat.g_00624
OG0000632	Syag.g_00773	Syat.g_00623
OG0000633	Syag.g_00774	Syat.g_00622
OG0000634	Syag.g_00663	Syat.g_00475
OG0000635	Syag.g_00664	Syat.g_00476
OG0000636	Syag.g_00666	Syat.g_00478
OG0000637	Syag.g_00668	Syat.g_00480
OG0000638	Syag.g_00669	Syat.g_00481
OG0000639	Syag.g_00670	Syat.g_00482
OG0000640	Syag.g_00671	Syat.g_00483
OG0000641	Syag.g_00675	Syat.g_00488
OG0000642	Syag.g_00676	Syat.g_00489
OG0000643	Syag.g_00677	Syat.g_00494
OG0000644	Syag.g_00678	Syat.g_00495
OG0000645	Syag.g_00680	Syat.g_00496
OG0000646	Syag.g_00683	Syat.g_00499
OG0000647	Syag.g_00685	Syat.g_00501
OG0000648	Syag.g_00694	Syat.g_00504
OG0000649	Syag.g_00695	Syat.g_00505
OG0000650	Syag.g_00696	Syat.g_00506
OG0000651	Syag.g_00697	Syat.g_00507
OG0000652	Syag.g_00698	Syat.g_00508
OG0000653	Syag.g_00700	Syat.g_00510
OG0000654	Syag.g_00701	Syat.g_00514
OG0000655	Syag.g_00702	Syat.g_00515
OG0000656	Syag.g_00705	Syat.g_00518
OG0000657	Syag.g_00719	Syat.g_00720
OG0000658	Syag.g_00721	Syat.g_00723
OG0000659	Syag.g_00722	Syat.g_00724
OG0000660	Syag.g_00726	Syat.g_00740
OG0000661	Syag.g_00728	Syat.g_00742
OG0000662	Syag.g_00730	Syat.g_00746
OG0000663	Syag.g_00733	Syat.g_00749
OG0000664	Syag.g_00734	Syat.g_00752
OG0000665	Syag.g_00456	Syat.g_03302
OG0000666	Syag.g_00445	Syat.g_01415
OG0000667	Syag.g_00574	Syat.g_00958, Syat.g_03278
OG0000668	Syag.g_00868	Syat.g_00710
OG0000669	Syag.g_00600	Syat.g_00416
OG0000670	Syag.g_00399	Syat.g_00419
OG0000671	Syag.g_00604	Syat.g_00421
OG0000672	Syag.g_00607	Syat.g_00424
OG0000673	Syag.g_00610	Syat.g_00430
OG0000674	Syag.g_00612	Syat.g_00432
OG0000675	Syag.g_00613	Syat.g_00433
OG0000676	Syag.g_00615	Syat.g_00436
OG0000677	Syag.g_00616	Syat.g_00437
OG0000678	Syag.g_00622	Syat.g_00439
OG0000679	Syag.g_00633	Syat.g_00448
OG0000680	Syag.g_00634	Syat.g_00449
OG0000681	Syag.g_00637	Syat.g_00452
OG0000682	Syag.g_00638	Syat.g_00453
OG0000683	Syag.g_00639	Syat.g_00454
OG0000684	Syag.g_00641	Syat.g_00457
OG0000685	Syag.g_00643	Syat.g_02571
OG0000686	Syag.g_00644	Syat.g_00459
OG0000687	Syag.g_00645	Syat.g_00460
OG0000688	Syag.g_00651	Syat.g_00463
OG0000689	Syag.g_00653	Syat.g_00465
OG0000690	Syag.g_00654	Syat.g_00466
OG0000691	Syag.g_00655	Syat.g_00467
OG0000692	Syag.g_00656	Syat.g_00469
OG0000693	Syag.g_00658	Syat.g_00471
OG0000694	Syag.g_00659	Syat.g_00472
OG0000695	Syag.g_00776	Syat.g_00619
OG0000696	Syag.g_00777	Syat.g_00618
OG0000697	Syag.g_00778	Syat.g_00616
OG0000698	Syag.g_00781	Syat.g_00613
OG0000699	Syag.g_00782	Syat.g_00611
OG0000700	Syag.g_00783	Syat.g_00610
OG0000701	Syag.g_00784	Syat.g_00609
OG0000702	Syag.g_00792	Syat.g_00606
OG0000703	Syag.g_00793	Syat.g_00601
OG0000704	Syag.g_00795	Syat.g_00599
OG0000705	Syag.g_00802	Syat.g_00592
OG0000706	Syag.g_00803	Syat.g_00591
OG0000707	Syag.g_00804	Syat.g_00590
OG0000708	Syag.g_00807	Syat.g_00587
OG0000709	Syag.g_00816	Syat.g_00573
OG0000710	Syag.g_00820	Syat.g_00567
OG0000711	Syag.g_00848	Syat.g_00539
OG0000712	Syag.g_00850	Syat.g_00537
OG0000713	Syag.g_00851	Syat.g_00536
OG0000714	Syag.g_00853	Syat.g_00532
OG0000715	Syag.g_00855	Syat.g_00530
OG0000716	Syag.g_00859	Syat.g_00527
OG0000717	Syag.g_00860	Syat.g_00526
OG0000718	Syag.g_00864	Syat.g_00522
OG0000719	Syag.g_00866	Syat.g_00712
OG0000720	Syag.g_00880	Syat.g_00699
OG0000721	Syag.g_00882	Syat.g_00697
OG0000722	Syag.g_00883	Syat.g_00696
OG0000723	Syag.g_00897	Syat.g_00686
OG0000724	Syag.g_00967	Syat.g_00782
OG0000725	Syag.g_00978	Syat.g_00810
OG0000726	Syag.g_00979	Syat.g_00811
OG0000727	Syag.g_00980	Syat.g_00812
OG0000728	Syag.g_00982	Syat.g_00814
OG0000729	Syag.g_02376	Syat.g_02224
OG0000730	Syag.g_02840	Syat.g_01617
OG0000731	Syag.g_02853	Syat.g_01605
OG0000732	Syag.g_02331	Syat.g_02290
OG0000733	Syag.g_00145	Syat.g_03285
OG0000734	Syag.g_01892	Syat.g_01579
OG0000735	Syag.g_01159	Syat.g_03235
OG0000736	Syag.g_01158	Syat.g_03236
OG0000737	Syag.g_01157	Syat.g_03237
OG0000738	Syag.g_01152	Syat.g_03251
OG0000739	Syag.g_01149	Syat.g_03252
OG0000740	Syag.g_01148	Syat.g_03253
OG0000741	Syag.g_01145	Syat.g_03256
OG0000742	Syag.g_01142	Syat.g_03259
OG0000743	Syag.g_01140	Syat.g_03262
OG0000744	Syag.g_01139	Syat.g_03263
OG0000745	Syag.g_01137	Syat.g_03266
OG0000746	Syag.g_01135	Syat.g_00314
OG0000747	Syag.g_01134	Syat.g_00313
OG0000748	Syag.g_01122	Syat.g_00305
OG0000749	Syag.g_01121	Syat.g_00303
OG0000750	Syag.g_01120	Syat.g_00302
OG0000751	Syag.g_01114	Syat.g_00296
OG0000752	Syag.g_01112	Syat.g_00294
OG0000753	Syag.g_01109	Syat.g_00291
OG0000754	Syag.g_01103	Syat.g_00250
OG0000755	Syag.g_01092	Syat.g_00217
OG0000756	Syag.g_01091	Syat.g_00216
OG0000757	Syag.g_01084	Syat.g_00205
OG0000758	Syag.g_01083	Syat.g_00204
OG0000759	Syag.g_01082	Syat.g_00203
OG0000760	Syag.g_01081	Syat.g_00202
OG0000761	Syag.g_01080	Syat.g_00201
OG0000762	Syag.g_01078	Syat.g_00199
OG0000763	Syag.g_01076	Syat.g_00924
OG0000764	Syag.g_01075	Syat.g_00923
OG0000765	Syag.g_01056	Syat.g_00897
OG0000766	Syag.g_01055	Syat.g_00896
OG0000767	Syag.g_01053	Syat.g_00894
OG0000768	Syag.g_01052	Syat.g_00893
OG0000769	Syag.g_01047	Syat.g_00891
OG0000770	Syag.g_01043	Syat.g_00886
OG0000771	Syag.g_00959	Syat.g_00788
OG0000772	Syag.g_02043	Syat.g_01768
OG0000773	Syag.g_01168	Syat.g_01114
OG0000774	Syag.g_01182	Syat.g_01146
OG0000775	Syag.g_01185	Syat.g_01148
OG0000776	Syag.g_01186	Syat.g_01149
OG0000777	Syag.g_01187	Syat.g_01150
OG0000778	Syag.g_01188	Syat.g_01151
OG0000779	Syag.g_01194	Syat.g_01154
OG0000780	Syag.g_01217	Syat.g_01157
OG0000781	Syag.g_01221	Syat.g_01161
OG0000782	Syag.g_01222	Syat.g_01162
OG0000783	Syag.g_01223	Syat.g_01163
OG0000784	Syag.g_01224	Syat.g_01164
OG0000785	Syag.g_01226	Syat.g_01166
OG0000786	Syag.g_01235	Syat.g_01170
OG0000787	Syag.g_01236	Syat.g_01171
OG0000788	Syag.g_00427	Syat.g_00087
OG0000789	Syag.g_00453	Syat.g_00845
OG0000790	Syag.g_01542	Syat.g_01300
OG0000791	Syag.g_01544	Syat.g_01302
OG0000792	Syag.g_01545	Syat.g_01303
OG0000793	Syag.g_01550	Syat.g_01412
OG0000794	Syag.g_01551	Syat.g_01414
OG0000795	Syag.g_01552	Syat.g_01416
OG0000796	Syag.g_01556	Syat.g_01422
OG0000797	Syag.g_01557	Syat.g_01423
OG0000798	Syag.g_02601	Syat.g_02057
OG0000799	Syag.g_01278	Syat.g_01256
OG0000800	Syag.g_01280	Syat.g_01255
OG0000801	Syag.g_01285	Syat.g_01253
OG0000802	Syag.g_01293	Syat.g_01245
OG0000803	Syag.g_01321	Syat.g_01241
OG0000804	Syag.g_01438	Syat.g_01238
OG0000805	Syag.g_01433	Syat.g_01236
OG0000806	Syag.g_01429	Syat.g_01234
OG0000807	Syag.g_01428	Syat.g_01233
OG0000808	Syag.g_01427	Syat.g_01232
OG0000809	Syag.g_01423	Syat.g_01229
OG0000810	Syag.g_01422	Syat.g_01228
OG0000811	Syag.g_01413	Syat.g_01186
OG0000812	Syag.g_01411	Syat.g_01182
OG0000813	Syag.g_01410	Syat.g_01181
OG0000814	Syag.g_01408	Syat.g_01179
OG0000815	Syag.g_01407	Syat.g_01177
OG0000816	Syag.g_01405	Syat.g_01175
OG0000817	Syag.g_01404	Syat.g_01279
OG0000818	Syag.g_01400	Syat.g_01325
OG0000819	Syag.g_01399	Syat.g_01326
OG0000820	Syag.g_01398	Syat.g_01327
OG0000821	Syag.g_01388	Syat.g_01333
OG0000822	Syag.g_01386	Syat.g_01335
OG0000823	Syag.g_01385	Syat.g_01336
OG0000824	Syag.g_01379	Syat.g_01342
OG0000825	Syag.g_01378	Syat.g_01343
OG0000826	Syag.g_01377	Syat.g_01344
OG0000827	Syag.g_01376	Syat.g_01345
OG0000828	Syag.g_01373	Syat.g_01348
OG0000829	Syag.g_01372	Syat.g_01349
OG0000830	Syag.g_01371	Syat.g_01350
OG0000831	Syag.g_01367	Syat.g_01353
OG0000832	Syag.g_01614	Syat.g_02982
OG0000833	Syag.g_01628	Syat.g_03072
OG0000834	Syag.g_01632	Syat.g_03073
OG0000835	Syag.g_01633	Syat.g_03075
OG0000836	Syag.g_01637	Syat.g_03078
OG0000837	Syag.g_01638	Syat.g_03079
OG0000838	Syag.g_01642	Syat.g_03083
OG0000839	Syag.g_01643	Syat.g_03084
OG0000840	Syag.g_01644	Syat.g_03085
OG0000841	Syag.g_01645	Syat.g_03086
OG0000842	Syag.g_01646	Syat.g_03087
OG0000843	Syag.g_01647	Syat.g_03088
OG0000844	Syag.g_01649	Syat.g_03090
OG0000845	Syag.g_01650	Syat.g_03091
OG0000846	Syag.g_01651	Syat.g_03092
OG0000847	Syag.g_01652	Syat.g_03093
OG0000848	Syag.g_01654	Syat.g_03095
OG0000849	Syag.g_01655	Syat.g_03096
OG0000850	Syag.g_01657	Syat.g_03098
OG0000851	Syag.g_01663	Syat.g_03101
OG0000852	Syag.g_01664	Syat.g_03102
OG0000853	Syag.g_01668	Syat.g_03106
OG0000854	Syag.g_01670	Syat.g_03108
OG0000855	Syag.g_01671	Syat.g_03109
OG0000856	Syag.g_00386	Syat.g_03305
OG0000857	Syag.g_00684	Syat.g_00500
OG0000858	Syag.g_01677	Syat.g_03114
OG0000859	Syag.g_01678	Syat.g_03115
OG0000860	Syag.g_01689	Syat.g_03126
OG0000861	Syag.g_01690	Syat.g_03127
OG0000862	Syag.g_01693	Syat.g_03136
OG0000863	Syag.g_01695	Syat.g_03138
OG0000864	Syag.g_01696	Syat.g_03139
OG0000865	Syag.g_01697	Syat.g_03140
OG0000866	Syag.g_01698	Syat.g_03141
OG0000867	Syag.g_01699	Syat.g_03142
OG0000868	Syag.g_01707	Syat.g_03067
OG0000869	Syag.g_01711	Syat.g_03054
OG0000870	Syag.g_01716	Syat.g_03049
OG0000871	Syag.g_01717	Syat.g_03048
OG0000872	Syag.g_01723	Syat.g_03042
OG0000873	Syag.g_01726	Syat.g_03039
OG0000874	Syag.g_01729	Syat.g_03037
OG0000875	Syag.g_01731	Syat.g_03035
OG0000876	Syag.g_01732	Syat.g_00745
OG0000877	Syag.g_01734	Syat.g_03024
OG0000878	Syag.g_01735	Syat.g_03023
OG0000879	Syag.g_02356	Syat.g_03022
OG0000880	Syag.g_01736	Syat.g_03021
OG0000881	Syag.g_01741	Syat.g_03016
OG0000882	Syag.g_01746	Syat.g_03011
OG0000883	Syag.g_01749	Syat.g_03007
OG0000884	Syag.g_01751	Syat.g_03005
OG0000885	Syag.g_01752	Syat.g_03004
OG0000886	Syag.g_01753	Syat.g_03003
OG0000887	Syag.g_01754	Syat.g_03002
OG0000888	Syag.g_01756	Syat.g_03000
OG0000889	Syag.g_01758	Syat.g_02997
OG0000890	Syag.g_01761	Syat.g_02994
OG0000891	Syag.g_01762	Syat.g_02993
OG0000892	Syag.g_01765	Syat.g_02992
OG0000893	Syag.g_02688	Syat.g_01864
OG0000894	Syag.g_02691	Syat.g_01860
OG0000895	Syag.g_02695	Syat.g_01856
OG0000896	Syag.g_02696	Syat.g_01855
OG0000897	Syag.g_02699	Syat.g_01853
OG0000898	Syag.g_02700	Syat.g_01852
OG0000899	Syag.g_02701	Syat.g_01851
OG0000900	Syag.g_02702	Syat.g_01850
OG0000901	Syag.g_02707	Syat.g_01845
OG0000902	Syag.g_02709	Syat.g_01843
OG0000903	Syag.g_02724	Syat.g_01830
OG0000904	Syag.g_02718	Syat.g_01834
OG0000905	Syag.g_02714	Syat.g_01839
OG0000906	Syag.g_02711	Syat.g_01841
OG0000907	Syag.g_02727	Syat.g_01828
OG0000908	Syag.g_02730	Syat.g_01825
OG0000909	Syag.g_02731	Syat.g_01824
OG0000910	Syag.g_02732	Syat.g_01823
OG0000911	Syag.g_02734	Syat.g_01821
OG0000912	Syag.g_02735	Syat.g_01820
OG0000913	Syag.g_02736	Syat.g_01819
OG0000914	Syag.g_02737	Syat.g_01818
OG0000915	Syag.g_02739	Syat.g_01816
OG0000916	Syag.g_02740	Syat.g_01815
OG0000917	Syag.g_02741	Syat.g_01814
OG0000918	Syag.g_02742	Syat.g_01813
OG0000919	Syag.g_02743	Syat.g_01812
OG0000920	Syag.g_02744	Syat.g_01811
OG0000921	Syag.g_02745	Syat.g_01810
OG0000922	Syag.g_02746	Syat.g_01809
OG0000923	Syag.g_02750	Syat.g_01805
OG0000924	Syag.g_02751	Syat.g_01804
OG0000925	Syag.g_02752	Syat.g_01803
OG0000926	Syag.g_02753	Syat.g_01802
OG0000927	Syag.g_02755	Syat.g_01800
OG0000928	Syag.g_02756	Syat.g_01799
OG0000929	Syag.g_02757	Syat.g_01798
OG0000930	Syag.g_02758	Syat.g_01797
OG0000931	Syag.g_02759	Syat.g_01796
OG0000932	Syag.g_02760	Syat.g_01794
OG0000933	Syag.g_02766	Syat.g_01788
OG0000934	Syag.g_02768	Syat.g_01786
OG0000935	Syag.g_02769	Syat.g_01665
OG0000936	Syag.g_02770	Syat.g_01664
OG0000937	Syag.g_02771	Syat.g_01663
OG0000938	Syag.g_02774	Syat.g_01659
OG0000939	Syag.g_02775	Syat.g_01658
OG0000940	Syag.g_02783	Syat.g_01651
OG0000941	Syag.g_02785	Syat.g_01649
OG0000942	Syag.g_02787	Syat.g_01647
OG0000943	Syag.g_02788	Syat.g_01646
OG0000944	Syag.g_02790	Syat.g_01644
OG0000945	Syag.g_02792	Syat.g_01643
OG0000946	Syag.g_02797	Syat.g_01633
OG0000947	Syag.g_02801	Syat.g_01630
OG0000948	Syag.g_02802	Syat.g_01629
OG0000949	Syag.g_02449	Syat.g_02142
OG0000950	Syag.g_02436	Syat.g_02152
OG0000951	Syag.g_02431	Syat.g_02157
OG0000952	Syag.g_02423	Syat.g_02162
OG0000953	Syag.g_02415	Syat.g_02166
OG0000954	Syag.g_02409	Syat.g_02187
OG0000955	Syag.g_02408	Syat.g_02188
OG0000956	Syag.g_02406	Syat.g_02191
OG0000957	Syag.g_02395	Syat.g_02204
OG0000958	Syag.g_02394	Syat.g_02205
OG0000959	Syag.g_02389	Syat.g_02212
OG0000960	Syag.g_02388	Syat.g_02213
OG0000961	Syag.g_02379	Syat.g_02873
OG0000962	Syag.g_02377	Syat.g_02223
OG0000963	Syag.g_02372	Syat.g_02226
OG0000964	Syag.g_02371	Syat.g_02227
OG0000965	Syag.g_02370	Syat.g_02228
OG0000966	Syag.g_02362	Syat.g_02259
OG0000967	Syag.g_02358	Syat.g_02263
OG0000968	Syag.g_02355	Syat.g_02269
OG0000969	Syag.g_02354	Syat.g_02271
OG0000970	Syag.g_02353	Syat.g_02272
OG0000971	Syag.g_02348	Syat.g_02274
OG0000972	Syag.g_02347	Syat.g_02275
OG0000973	Syag.g_02346	Syat.g_02276
OG0000974	Syag.g_02345	Syat.g_02277
OG0000975	Syag.g_02344	Syat.g_02278
OG0000976	Syag.g_02343	Syat.g_02279
OG0000977	Syag.g_02340	Syat.g_02281
OG0000978	Syag.g_02338	Syat.g_02283
OG0000979	Syag.g_02335	Syat.g_02286
OG0000980	Syag.g_02332	Syat.g_02289
OG0000981	Syag.g_02329	Syat.g_02292
OG0000982	Syag.g_02127	Syat.g_02691
OG0000983	Syag.g_02128	Syat.g_02690
OG0000984	Syag.g_02129	Syat.g_02689
OG0000985	Syag.g_02133	Syat.g_02685
OG0000986	Syag.g_02138	Syat.g_02680
OG0000987	Syag.g_02140	Syat.g_02678
OG0000988	Syag.g_02145	Syat.g_02672
OG0000989	Syag.g_02156	Syat.g_02657
OG0000990	Syag.g_02169	Syat.g_02500
OG0000991	Syag.g_02174	Syat.g_02503
OG0000992	Syag.g_02177	Syat.g_02507
OG0000993	Syag.g_02178	Syat.g_02508
OG0000994	Syag.g_02181	Syat.g_02512
OG0000995	Syag.g_02187	Syat.g_02517
OG0000996	Syag.g_02229	Syat.g_02446
OG0000997	Syag.g_02239	Syat.g_02417
OG0000998	Syag.g_02241	Syat.g_02415
OG0000999	Syag.g_02242	Syat.g_02414
OG0001001	Syag.g_02251	Syat.g_02400
OG0001002	Syag.g_02258	Syat.g_02394
OG0001003	Syag.g_02260	Syat.g_02392
OG0001004	Syag.g_02261	Syat.g_02391
OG0001005	Syag.g_02263	Syat.g_02390
OG0001006	Syag.g_02270	Syat.g_02378
OG0001007	Syag.g_02272	Syat.g_02376
OG0001008	Syag.g_00034	Syat.g_02971
OG0001009	Syag.g_02304	Syat.g_02311
OG0001010	Syag.g_02305	Syat.g_02310
OG0001011	Syag.g_02307	Syat.g_02308
OG0001012	Syag.g_02123	Syat.g_01004
OG0001013	Syag.g_02098	Syat.g_02716
OG0001014	Syag.g_02084	Syat.g_02721
OG0001015	Syag.g_02083	Syat.g_02722
OG0001016	Syag.g_01824	Syat.g_01474
OG0001017	Syag.g_01830	Syat.g_01480
OG0001018	Syag.g_01832	Syat.g_01482
OG0001019	Syag.g_01854	Syat.g_01532
OG0001020	Syag.g_01861	Syat.g_01539
OG0001021	Syag.g_01865	Syat.g_01552
OG0001022	Syag.g_01870	Syat.g_01555
OG0001023	Syag.g_01871	Syat.g_01556
OG0001024	Syag.g_01875	Syat.g_01560
OG0001025	Syag.g_01882	Syat.g_01566
OG0001026	Syag.g_01894	Syat.g_01582
OG0001027	Syag.g_01902	Syat.g_02947
OG0001028	Syag.g_01904	Syat.g_02944
OG0001029	Syag.g_01906	Syat.g_02942
OG0001030	Syag.g_01927	Syat.g_02922
OG0001031	Syag.g_02000	Syat.g_02836
OG0001032	Syag.g_02005	Syat.g_02834
OG0001033	Syag.g_02048	Syat.g_02784
OG0001034	Syag.g_01784	Syat.g_01448
OG0001035	Syag.g_02635	Syat.g_01885
OG0001036	Syag.g_02630	Syat.g_01939
OG0001037	Syag.g_02628	Syat.g_01941
OG0001038	Syag.g_02600	Syat.g_02058
OG0001039	Syag.g_02597	Syat.g_02061
OG0001040	Syag.g_02594	Syat.g_02064
OG0001041	Syag.g_02589	Syat.g_02070
OG0001042	Syag.g_02564	Syat.g_02100
OG0001043	Syag.g_02560	Syat.g_02103
OG0001044	Syag.g_02842	Syat.g_01615
OG0001045	Syag.g_02856	Syat.g_01602
OG0001046	Syag.g_00836	Syat.g_00552
OG0001047	Syag.g_00036	Syat.g_02973
OG0001048	Syag.g_00037	Syat.g_02974
OG0001049	Syag.g_00040	Syat.g_01290
OG0001050	Syag.g_00041	Syat.g_01289
OG0001051	Syag.g_00042	Syat.g_01288
OG0001052	Syag.g_01352	Syat.g_01375
OG0001053	Syag.g_01525	Syat.g_03173
OG0001054	Syag.g_01506	Syat.g_03192
OG0001055	Syag.g_01485	Syat.g_03224
OG0001056	Syag.g_01449	Syat.g_03275
OG0001057	Syag.g_01241	Syat.g_00102
OG0001058	Syag.g_00271	Syat.g_00079
OG0001059	Syag.g_00275	Syat.g_00075
OG0001061	Syag.g_00302	Syat.g_00051
OG0001062	Syag.g_00304	Syat.g_00048
OG0001063	Syag.g_00310	Syat.g_00042
OG0001064	Syag.g_00311	Syat.g_00041
OG0001065	Syag.g_00312	Syat.g_00040
OG0001066	Syag.g_00313	Syat.g_00039
OG0001067	Syag.g_00314	Syat.g_00038
OG0001068	Syag.g_00315	Syat.g_00037
OG0001069	Syag.g_00317	Syat.g_00036
OG0001070	Syag.g_00321	Syat.g_00032
OG0001071	Syag.g_00322	Syat.g_00031
OG0001072	Syag.g_00327	Syat.g_00028
OG0001073	Syag.g_00342	Syat.g_00009
OG0001074	Syag.g_00467	Syat.g_01015
OG0001075	Syag.g_00362	Syat.g_01037
OG0001076	Syag.g_00378	Syat.g_03315
OG0001077	Syag.g_00388	Syat.g_03290
OG0001078	Syag.g_00411	Syat.g_00118
OG0001079	Syag.g_00428	Syat.g_00378
OG0001080	Syag.g_00495	Syat.g_00368
OG0001081	Syag.g_00551	Syat.g_00366
OG0001082	Syag.g_00552	Syat.g_00365
OG0001083	Syag.g_00565	Syat.g_00390
OG0001084	Syag.g_00569	Syat.g_00391
OG0001085	Syag.g_00592	Syat.g_00408
OG0001086	Syag.g_00594	Syat.g_00410
OG0001087	Syag.g_01018	Syat.g_03277
OG0001088	Syag.g_01016	Syat.g_02496
OG0001089	Syag.g_00986	Syat.g_00818
OG0001090	Syag.g_00922	Syat.g_00659
OG0001091	Syag.g_00919	Syat.g_00661
OG0001092	Syag.g_00917	Syat.g_00663
OG0001093	Syag.g_00910	Syat.g_00669
OG0001094	Syag.g_00661	Syat.g_00473
OG0001095	Syag.g_00681	Syat.g_00497
OG0001096	Syag.g_00703	Syat.g_00516
OG0001097	Syag.g_00729	Syat.g_00743
OG0001098	Syag.g_00744	Syat.g_01672
OG0001099	Syag.g_01905	Syat.g_02943
OG0001101	Syag.g_00603	Syat.g_00420
OG0001102	Syag.g_00606	Syat.g_00423
OG0001103	Syag.g_00608	Syat.g_00425
OG0001104	Syag.g_00642	Syat.g_00458
OG0001105	Syag.g_00646	Syat.g_00461
OG0001106	Syag.g_00796	Syat.g_00598
OG0001107	Syag.g_00808	Syat.g_00580
OG0001108	Syag.g_00817	Syat.g_00570
OG0001109	Syag.g_00819	Syat.g_00568
OG0001110	Syag.g_00821	Syat.g_00566
OG0001111	Syag.g_00823	Syat.g_00564
OG0001112	Syag.g_00825	Syat.g_00562
OG0001113	Syag.g_00826	Syat.g_00561
OG0001114	Syag.g_00827	Syat.g_00560
OG0001115	Syag.g_00831	Syat.g_00557
OG0001116	Syag.g_00833	Syat.g_00555
OG0001117	Syag.g_00834	Syat.g_00554
OG0001118	Syag.g_00835	Syat.g_00553
OG0001119	Syag.g_00837	Syat.g_00551
OG0001120	Syag.g_00841	Syat.g_00546
OG0001122	Syag.g_00867	Syat.g_00711
OG0001123	Syag.g_00875	Syat.g_00704
OG0001124	Syag.g_00877	Syat.g_00702
OG0001125	Syag.g_00879	Syat.g_00700
OG0001126	Syag.g_00957	Syat.g_00790
OG0001127	Syag.g_00958	Syat.g_00789
OG0001128	Syag.g_00961	Syat.g_00786
OG0001129	Syag.g_00963	Syat.g_00784
OG0001130	Syag.g_00964	Syat.g_00783
OG0001131	Syag.g_00624	Syat.g_01674
OG0001132	Syag.g_00096	Syat.g_00965
OG0001133	Syag.g_00380	Syat.g_03311
OG0001136	Syag.g_01144	Syat.g_03257
OG0001137	Syag.g_01123	Syat.g_00306
OG0001138	Syag.g_01090	Syat.g_00214
OG0001139	Syag.g_01088	Syat.g_00209
OG0001140	Syag.g_01087	Syat.g_00208
OG0001141	Syag.g_01086	Syat.g_00207
OG0001142	Syag.g_01085	Syat.g_00206
OG0001143	Syag.g_01077	Syat.g_00925
OG0001144	Syag.g_01064	Syat.g_00906
OG0001145	Syag.g_01169	Syat.g_01117
OG0001146	Syag.g_01218	Syat.g_01158
OG0001147	Syag.g_01360	Syat.g_01368
OG0001148	Syag.g_01539	Syat.g_01297
OG0001149	Syag.g_01540	Syat.g_01298
OG0001150	Syag.g_01541	Syat.g_01299
OG0001151	Syag.g_01554	Syat.g_01420
OG0001152	Syag.g_01555	Syat.g_01421
OG0001153	Syag.g_01375	Syat.g_01346
OG0001154	Syag.g_01374	Syat.g_01347
OG0001155	Syag.g_01616	Syat.g_02774
OG0001156	Syag.g_01619	Syat.g_02978
OG0001157	Syag.g_01620	Syat.g_02977
OG0001158	Syag.g_01621	Syat.g_02976
OG0001159	Syag.g_01622, Syag.g_01625	Syat.g_02975
OG0001160	Syag.g_01666	Syat.g_03104
OG0001161	Syag.g_02163	Syat.g_02384
OG0001162	Syag.g_01238	Syat.g_01528
OG0001163	Syag.g_01674	Syat.g_03112
OG0001164	Syag.g_01680	Syat.g_03116
OG0001165	Syag.g_01685	Syat.g_03121
OG0001166	Syag.g_01715	Syat.g_03050
OG0001167	Syag.g_02383	Syat.g_03019
OG0001168	Syag.g_01740	Syat.g_03017
OG0001169	Syag.g_01742	Syat.g_03015
OG0001170	Syag.g_01744	Syat.g_03013
OG0001171	Syag.g_01755	Syat.g_03001
OG0001172	Syag.g_02693	Syat.g_01858
OG0001173	Syag.g_02694	Syat.g_01857
OG0001174	Syag.g_02703	Syat.g_01849
OG0001175	Syag.g_02704	Syat.g_01848
OG0001176	Syag.g_02723	Syat.g_01831
OG0001178	Syag.g_01694	Syat.g_03137
OG0001180	Syag.g_02780	Syat.g_01654
