Orthogroup	Syag	Prbf
OG0000560	Syag.g_00276	Prbf.g_01835
OG0000561	Syag.g_00277	Prbf.g_01836
OG0000562	Syag.g_00278	Prbf.g_01837
OG0000563	Syag.g_00279	Prbf.g_01838
OG0000564	Syag.g_00280	Prbf.g_01839
OG0000565	Syag.g_00284	Prbf.g_01841
OG0000566	Syag.g_00288	Prbf.g_01845
OG0000567	Syag.g_00292	Prbf.g_01849
OG0000568	Syag.g_00295	Prbf.g_01850
OG0000569	Syag.g_00296	Prbf.g_01851
OG0000570	Syag.g_00297	Prbf.g_01852
OG0000571	Syag.g_00301	Prbf.g_01854
OG0000572	Syag.g_00320, Syag.g_00251	Prbf.g_01868
OG0000573	Syag.g_00329	Prbf.g_01874
OG0000574	Syag.g_00330	Prbf.g_01875
OG0000575	Syag.g_00335	Prbf.g_01879
OG0000576	Syag.g_00337	Prbf.g_01881
OG0000577	Syag.g_00338	Prbf.g_01882
OG0000578	Syag.g_00339	Prbf.g_01883
OG0000579	Syag.g_00340	Prbf.g_01884
OG0000580	Syag.g_00341	Prbf.g_01885
OG0000581	Syag.g_00348	Prbf.g_01888
OG0000582	Syag.g_00353	Prbf.g_01891
OG0000583	Syag.g_00354	Prbf.g_01892
OG0000584	Syag.g_00355	Prbf.g_01893
OG0000585	Syag.g_00357	Prbf.g_01895
OG0000586	Syag.g_00358	Prbf.g_01896
OG0000587	Syag.g_00360	Prbf.g_01897
OG0000588	Syag.g_00371	Prbf.g_01901
OG0000589	Syag.g_00375	Prbf.g_01903
OG0000590	Syag.g_00376	Prbf.g_01904
OG0000591	Syag.g_00383	Prbf.g_01908
OG0000592	Syag.g_00384	Prbf.g_01909
OG0000593	Syag.g_00406	Prbf.g_00979
OG0000594	Syag.g_00407	Prbf.g_00980
OG0000595	Syag.g_00408	Prbf.g_00981
OG0000596	Syag.g_00413	Prbf.g_00985
OG0000597	Syag.g_00416	Prbf.g_00988
OG0000598	Syag.g_00417	Prbf.g_00989
OG0000599	Syag.g_00424	Prbf.g_00992
OG0000600	Syag.g_00425	Prbf.g_00993
OG0000601	Syag.g_00426	Prbf.g_00994
OG0000602	Syag.g_00431	Prbf.g_00996
OG0000603	Syag.g_00432	Prbf.g_00997
OG0000604	Syag.g_00434	Prbf.g_00998
OG0000605	Syag.g_00522	Prbf.g_00999
OG0000606	Syag.g_00550	Prbf.g_01002
OG0000607	Syag.g_00553	Prbf.g_01005
OG0000608	Syag.g_00554	Prbf.g_01006
OG0000609	Syag.g_00556	Prbf.g_01007
OG0000610	Syag.g_00580	Prbf.g_01013
OG0000611	Syag.g_00583	Prbf.g_01016
OG0000612	Syag.g_00584	Prbf.g_01017
OG0000613	Syag.g_02533	Prbf.g_01290
OG0000614	Syag.g_01004	Prbf.g_01269
OG0000615	Syag.g_00630	Prbf.g_01258
OG0000616	Syag.g_02255	Prbf.g_00404
OG0000617	Syag.g_00915	Prbf.g_01033
OG0000618	Syag.g_00914	Prbf.g_01034
OG0000619	Syag.g_00913	Prbf.g_01035
OG0000620	Syag.g_00906	Prbf.g_01038
OG0000621	Syag.g_00905	Prbf.g_01039
OG0000622	Syag.g_00904	Prbf.g_01040
OG0000623	Syag.g_00903	Prbf.g_01041
OG0000624	Syag.g_00901	Prbf.g_01043
OG0000625	Syag.g_00900	Prbf.g_01044
OG0000626	Syag.g_00899	Prbf.g_01045
OG0000627	Syag.g_00756	Prbf.g_01046
OG0000628	Syag.g_00757	Prbf.g_01047
OG0000629	Syag.g_00761	Prbf.g_01048
OG0000630	Syag.g_00765	Prbf.g_01051
OG0000631	Syag.g_00772	Prbf.g_01144
OG0000632	Syag.g_00773	Prbf.g_01143
OG0000633	Syag.g_00774	Prbf.g_01142
OG0000634	Syag.g_00663	Prbf.g_01249
OG0000635	Syag.g_00664	Prbf.g_01248
OG0000636	Syag.g_00666	Prbf.g_01246
OG0000637	Syag.g_00668	Prbf.g_01244
OG0000638	Syag.g_00669	Prbf.g_01243
OG0000639	Syag.g_00670	Prbf.g_01242
OG0000640	Syag.g_00671	Prbf.g_01241
OG0000641	Syag.g_00675	Prbf.g_01237
OG0000642	Syag.g_00676	Prbf.g_01236
OG0000643	Syag.g_00677	Prbf.g_01235
OG0000644	Syag.g_00678	Prbf.g_01234
OG0000645	Syag.g_00680	Prbf.g_01233
OG0000646	Syag.g_00683	Prbf.g_01231
OG0000647	Syag.g_00685	Prbf.g_01229
OG0000648	Syag.g_00694	Prbf.g_01227
OG0000649	Syag.g_00695	Prbf.g_01226
OG0000650	Syag.g_00696	Prbf.g_01225
OG0000651	Syag.g_00697	Prbf.g_01224
OG0000652	Syag.g_00698	Prbf.g_01223
OG0000653	Syag.g_00700	Prbf.g_01221
OG0000654	Syag.g_00701	Prbf.g_01220
OG0000655	Syag.g_00702	Prbf.g_01219
OG0000656	Syag.g_00705	Prbf.g_01216
OG0000657	Syag.g_00719	Prbf.g_01208
OG0000658	Syag.g_00721	Prbf.g_01206
OG0000659	Syag.g_00722	Prbf.g_01205
OG0000660	Syag.g_00726	Prbf.g_01201
OG0000661	Syag.g_00728	Prbf.g_01199
OG0000662	Syag.g_00730	Prbf.g_01197
OG0000663	Syag.g_00733	Prbf.g_01195
OG0000664	Syag.g_00734	Prbf.g_01194
OG0000665	Syag.g_00456	Prbf.g_01188
OG0000666	Syag.g_00445	Prbf.g_01187
OG0000667	Syag.g_00574	Prbf.g_01183
OG0000668	Syag.g_00868	Prbf.g_00838
OG0000669	Syag.g_00600	Prbf.g_01331
OG0000670	Syag.g_00399	Prbf.g_01328
OG0000671	Syag.g_00604	Prbf.g_01325
OG0000672	Syag.g_00607	Prbf.g_01322
OG0000673	Syag.g_00610	Prbf.g_01319
OG0000674	Syag.g_00612	Prbf.g_01317
OG0000675	Syag.g_00613	Prbf.g_01316
OG0000676	Syag.g_00615	Prbf.g_01314
OG0000677	Syag.g_00616	Prbf.g_01313
OG0000678	Syag.g_00622	Prbf.g_01311
OG0000679	Syag.g_00633	Prbf.g_01307
OG0000680	Syag.g_00634	Prbf.g_01306
OG0000681	Syag.g_00637	Prbf.g_01303
OG0000682	Syag.g_00638	Prbf.g_01302
OG0000683	Syag.g_00639	Prbf.g_01301
OG0000684	Syag.g_00641	Prbf.g_01299
OG0000685	Syag.g_00643	Prbf.g_01297
OG0000686	Syag.g_00644	Prbf.g_01296
OG0000687	Syag.g_00645	Prbf.g_01295
OG0000688	Syag.g_00651	Prbf.g_01021
OG0000689	Syag.g_00653	Prbf.g_01022
OG0000690	Syag.g_00654	Prbf.g_01023
OG0000691	Syag.g_00655	Prbf.g_01024
OG0000692	Syag.g_00656	Prbf.g_01026
OG0000693	Syag.g_00658	Prbf.g_01027
OG0000694	Syag.g_00659	Prbf.g_01028
OG0000695	Syag.g_00776	Prbf.g_01140
OG0000696	Syag.g_00777	Prbf.g_01139
OG0000697	Syag.g_00778	Prbf.g_01138
OG0000698	Syag.g_00781	Prbf.g_01135
OG0000699	Syag.g_00782	Prbf.g_01134
OG0000700	Syag.g_00783	Prbf.g_01133
OG0000701	Syag.g_00784	Prbf.g_01132
OG0000702	Syag.g_00792	Prbf.g_01130
OG0000703	Syag.g_00793	Prbf.g_01129
OG0000704	Syag.g_00795	Prbf.g_01127
OG0000705	Syag.g_00802	Prbf.g_01124
OG0000706	Syag.g_00803	Prbf.g_01123
OG0000707	Syag.g_00804	Prbf.g_01122
OG0000708	Syag.g_00807	Prbf.g_01120
OG0000709	Syag.g_00816	Prbf.g_01116
OG0000710	Syag.g_00820	Prbf.g_01113
OG0000711	Syag.g_00848	Prbf.g_01095
OG0000712	Syag.g_00850	Prbf.g_01094
OG0000713	Syag.g_00851	Prbf.g_01093
OG0000714	Syag.g_00853	Prbf.g_01092
OG0000715	Syag.g_00855	Prbf.g_01090
OG0000716	Syag.g_00859	Prbf.g_01088
OG0000717	Syag.g_00860	Prbf.g_01087
OG0000718	Syag.g_00864	Prbf.g_01083
OG0000719	Syag.g_00866	Prbf.g_01081
OG0000720	Syag.g_00880	Prbf.g_01069
OG0000721	Syag.g_00882	Prbf.g_01065
OG0000722	Syag.g_00883	Prbf.g_01064
OG0000723	Syag.g_00897	Prbf.g_01060
OG0000724	Syag.g_00967	Prbf.g_01165
OG0000725	Syag.g_00978	Prbf.g_01171
OG0000726	Syag.g_00979	Prbf.g_01172
OG0000727	Syag.g_00980	Prbf.g_01173
OG0000728	Syag.g_00982	Prbf.g_01175
OG0000729	Syag.g_02376	Prbf.g_00048
OG0000730	Syag.g_02840	Prbf.g_00876
OG0000731	Syag.g_02853	Prbf.g_01684
OG0000732	Syag.g_02331	Prbf.g_00453
OG0000733	Syag.g_00145	Prbf.g_00787
OG0000734	Syag.g_01892	Prbf.g_00902
OG0000735	Syag.g_01159	Prbf.g_00904
OG0000736	Syag.g_01158	Prbf.g_00905
OG0000737	Syag.g_01157	Prbf.g_00906
OG0000738	Syag.g_01152	Prbf.g_00910
OG0000739	Syag.g_01149	Prbf.g_00911
OG0000740	Syag.g_01148	Prbf.g_00912
OG0000741	Syag.g_01145	Prbf.g_00914
OG0000742	Syag.g_01142	Prbf.g_00917
OG0000743	Syag.g_01140	Prbf.g_00919
OG0000744	Syag.g_01139	Prbf.g_00920
OG0000745	Syag.g_01137	Prbf.g_00921
OG0000746	Syag.g_01135	Prbf.g_00923
OG0000747	Syag.g_01134	Prbf.g_00924
OG0000748	Syag.g_01122	Prbf.g_00928
OG0000749	Syag.g_01121	Prbf.g_00929
OG0000750	Syag.g_01120	Prbf.g_00930
OG0000751	Syag.g_01114	Prbf.g_00933
OG0000752	Syag.g_01112	Prbf.g_00935
OG0000753	Syag.g_01109	Prbf.g_00937
OG0000754	Syag.g_01103	Prbf.g_00940
OG0000755	Syag.g_01092	Prbf.g_00946
OG0000756	Syag.g_01091	Prbf.g_00947
OG0000757	Syag.g_01084	Prbf.g_00954
OG0000758	Syag.g_01083	Prbf.g_00955
OG0000759	Syag.g_01082	Prbf.g_00956
OG0000760	Syag.g_01081	Prbf.g_00957
OG0000761	Syag.g_01080	Prbf.g_00958
OG0000762	Syag.g_01078	Prbf.g_00959
OG0000763	Syag.g_01076	Prbf.g_00961
OG0000764	Syag.g_01075	Prbf.g_00962
OG0000765	Syag.g_01056	Prbf.g_00970
OG0000766	Syag.g_01055	Prbf.g_00971
OG0000767	Syag.g_01053	Prbf.g_00973
OG0000768	Syag.g_01052	Prbf.g_00974
OG0000769	Syag.g_01047	Prbf.g_00976
OG0000770	Syag.g_01043	Prbf.g_01914
OG0000771	Syag.g_00959	Prbf.g_00253
OG0000772	Syag.g_02043	Prbf.g_00767
OG0000773	Syag.g_01168	Prbf.g_00035
OG0000774	Syag.g_01182	Prbf.g_00033
OG0000775	Syag.g_01185	Prbf.g_00031
OG0000776	Syag.g_01186	Prbf.g_00030
OG0000777	Syag.g_01187	Prbf.g_00029
OG0000778	Syag.g_01188	Prbf.g_00028
OG0000779	Syag.g_01194	Prbf.g_00024
OG0000780	Syag.g_01217	Prbf.g_00023
OG0000781	Syag.g_01221	Prbf.g_00019
OG0000782	Syag.g_01222	Prbf.g_00018
OG0000783	Syag.g_01223	Prbf.g_00017
OG0000784	Syag.g_01224	Prbf.g_00016
OG0000785	Syag.g_01226	Prbf.g_00014
OG0000786	Syag.g_01235	Prbf.g_00011
OG0000787	Syag.g_01236	Prbf.g_00010
OG0000788	Syag.g_00427	Prbf.g_01782
OG0000789	Syag.g_00453	Prbf.g_00256
OG0000790	Syag.g_01542	Prbf.g_00100
OG0000791	Syag.g_01544	Prbf.g_00102
OG0000792	Syag.g_01545	Prbf.g_00103
OG0000793	Syag.g_01550	Prbf.g_00106
OG0000794	Syag.g_01551	Prbf.g_00107
OG0000795	Syag.g_01552	Prbf.g_00108
OG0000796	Syag.g_01556	Prbf.g_00112
OG0000797	Syag.g_01557	Prbf.g_00113
OG0000799	Syag.g_01278	Prbf.g_00140
OG0000800	Syag.g_01280	Prbf.g_00141
OG0000801	Syag.g_01285	Prbf.g_00142
OG0000802	Syag.g_01293	Prbf.g_00144
OG0000803	Syag.g_01321	Prbf.g_00146
OG0000804	Syag.g_01438	Prbf.g_00147
OG0000805	Syag.g_01433	Prbf.g_00149
OG0000806	Syag.g_01429	Prbf.g_00151
OG0000807	Syag.g_01428	Prbf.g_00152
OG0000808	Syag.g_01427	Prbf.g_00153
OG0000809	Syag.g_01423	Prbf.g_00155
OG0000810	Syag.g_01422	Prbf.g_00156
OG0000811	Syag.g_01413	Prbf.g_00160
OG0000812	Syag.g_01411	Prbf.g_00162
OG0000813	Syag.g_01410	Prbf.g_00163
OG0000814	Syag.g_01408	Prbf.g_00165
OG0000815	Syag.g_01407	Prbf.g_00166
OG0000816	Syag.g_01405	Prbf.g_00168
OG0000817	Syag.g_01404	Prbf.g_00169
OG0000818	Syag.g_01400	Prbf.g_00174
OG0000819	Syag.g_01399	Prbf.g_00175
OG0000820	Syag.g_01398	Prbf.g_00176
OG0000821	Syag.g_01388	Prbf.g_00180
OG0000822	Syag.g_01386	Prbf.g_00181
OG0000823	Syag.g_01385	Prbf.g_00182
OG0000824	Syag.g_01379	Prbf.g_00185
OG0000825	Syag.g_01378	Prbf.g_00186
OG0000826	Syag.g_01377	Prbf.g_00187
OG0000827	Syag.g_01376	Prbf.g_00188
OG0000828	Syag.g_01373	Prbf.g_00191
OG0000829	Syag.g_01372	Prbf.g_00192
OG0000830	Syag.g_01371	Prbf.g_00193
OG0000831	Syag.g_01367	Prbf.g_00195
OG0000832	Syag.g_01614	Prbf.g_00205
OG0000833	Syag.g_01628	Prbf.g_00214
OG0000834	Syag.g_01632	Prbf.g_00215
OG0000835	Syag.g_01633	Prbf.g_00216
OG0000836	Syag.g_01637	Prbf.g_00217
OG0000837	Syag.g_01638	Prbf.g_00218
OG0000838	Syag.g_01642	Prbf.g_00220
OG0000839	Syag.g_01643	Prbf.g_00221
OG0000840	Syag.g_01644	Prbf.g_00222
OG0000841	Syag.g_01645	Prbf.g_00223
OG0000842	Syag.g_01646	Prbf.g_00224
OG0000843	Syag.g_01647	Prbf.g_00225
OG0000844	Syag.g_01649	Prbf.g_00226
OG0000845	Syag.g_01650	Prbf.g_00227
OG0000846	Syag.g_01651	Prbf.g_00228
OG0000847	Syag.g_01652	Prbf.g_00229
OG0000848	Syag.g_01654	Prbf.g_00230
OG0000849	Syag.g_01655	Prbf.g_00231
OG0000850	Syag.g_01657	Prbf.g_00233
OG0000851	Syag.g_01663	Prbf.g_00234
OG0000852	Syag.g_01664	Prbf.g_00235
OG0000853	Syag.g_01668	Prbf.g_00241
OG0000854	Syag.g_01670	Prbf.g_00243
OG0000855	Syag.g_01671	Prbf.g_00244
OG0000856	Syag.g_00386	Prbf.g_01911
OG0000857	Syag.g_00684	Prbf.g_01230
OG0000858	Syag.g_01677	Prbf.g_00700
OG0000859	Syag.g_01678	Prbf.g_00699
OG0000860	Syag.g_01689	Prbf.g_00691
OG0000861	Syag.g_01690	Prbf.g_00690
OG0000862	Syag.g_01693	Prbf.g_00689
OG0000863	Syag.g_01695	Prbf.g_00687
OG0000864	Syag.g_01696	Prbf.g_00686
OG0000865	Syag.g_01697	Prbf.g_00685
OG0000866	Syag.g_01698	Prbf.g_00684
OG0000867	Syag.g_01699	Prbf.g_00683
OG0000868	Syag.g_01707	Prbf.g_00681
OG0000869	Syag.g_01711	Prbf.g_00678
OG0000870	Syag.g_01716	Prbf.g_00673
OG0000871	Syag.g_01717	Prbf.g_00672
OG0000872	Syag.g_01723	Prbf.g_00671
OG0000873	Syag.g_01726	Prbf.g_00668
OG0000874	Syag.g_01729	Prbf.g_00665
OG0000875	Syag.g_01731	Prbf.g_00664
OG0000876	Syag.g_01732	Prbf.g_00663
OG0000877	Syag.g_01734	Prbf.g_00661
OG0000878	Syag.g_01735	Prbf.g_00660
OG0000879	Syag.g_02356	Prbf.g_00659
OG0000880	Syag.g_01736	Prbf.g_00658
OG0000881	Syag.g_01741	Prbf.g_00654
OG0000882	Syag.g_01746	Prbf.g_00649
OG0000883	Syag.g_01749	Prbf.g_00647
OG0000884	Syag.g_01751	Prbf.g_00645
OG0000885	Syag.g_01752	Prbf.g_00644
OG0000886	Syag.g_01753	Prbf.g_00643
OG0000887	Syag.g_01754	Prbf.g_00642
OG0000888	Syag.g_01756	Prbf.g_00640
OG0000889	Syag.g_01758	Prbf.g_00638
OG0000890	Syag.g_01761	Prbf.g_00637
OG0000891	Syag.g_01762	Prbf.g_00636
OG0000892	Syag.g_01765	Prbf.g_00634
OG0000893	Syag.g_02688	Prbf.g_00630
OG0000894	Syag.g_02691	Prbf.g_00627
OG0000895	Syag.g_02695	Prbf.g_00623
OG0000896	Syag.g_02696	Prbf.g_00622
OG0000897	Syag.g_02699	Prbf.g_00620
OG0000898	Syag.g_02700	Prbf.g_00619
OG0000899	Syag.g_02701	Prbf.g_00618
OG0000900	Syag.g_02702	Prbf.g_00617
OG0000901	Syag.g_02707	Prbf.g_00614
OG0000902	Syag.g_02709	Prbf.g_00612
OG0000903	Syag.g_02724	Prbf.g_00608
OG0000904	Syag.g_02718	Prbf.g_00604
OG0000905	Syag.g_02714	Prbf.g_00610
OG0000906	Syag.g_02711	Prbf.g_00611
OG0000907	Syag.g_02727	Prbf.g_00601
OG0000908	Syag.g_02730	Prbf.g_00598
OG0000909	Syag.g_02731	Prbf.g_00597
OG0000910	Syag.g_02732	Prbf.g_00596
OG0000911	Syag.g_02734	Prbf.g_00594
OG0000912	Syag.g_02735	Prbf.g_00593
OG0000913	Syag.g_02736	Prbf.g_00592
OG0000914	Syag.g_02737	Prbf.g_00591
OG0000915	Syag.g_02739	Prbf.g_00590
OG0000916	Syag.g_02740	Prbf.g_00589
OG0000917	Syag.g_02741	Prbf.g_00588
OG0000918	Syag.g_02742	Prbf.g_00587
OG0000919	Syag.g_02743	Prbf.g_00586
OG0000920	Syag.g_02744	Prbf.g_00585
OG0000921	Syag.g_02745	Prbf.g_00584
OG0000922	Syag.g_02746	Prbf.g_00583
OG0000923	Syag.g_02750	Prbf.g_00579
OG0000924	Syag.g_02751	Prbf.g_00578
OG0000925	Syag.g_02752	Prbf.g_00577
OG0000926	Syag.g_02753	Prbf.g_00576
OG0000927	Syag.g_02755	Prbf.g_00574
OG0000928	Syag.g_02756	Prbf.g_00573
OG0000929	Syag.g_02757	Prbf.g_00572
OG0000930	Syag.g_02758	Prbf.g_00571
OG0000931	Syag.g_02759	Prbf.g_00570
OG0000932	Syag.g_02760	Prbf.g_00569
OG0000933	Syag.g_02766	Prbf.g_00565
OG0000934	Syag.g_02768	Prbf.g_00563
OG0000935	Syag.g_02769	Prbf.g_00562
OG0000936	Syag.g_02770	Prbf.g_00561
OG0000937	Syag.g_02771	Prbf.g_00560
OG0000938	Syag.g_02774	Prbf.g_00557
OG0000939	Syag.g_02775	Prbf.g_00556
OG0000940	Syag.g_02783	Prbf.g_00549
OG0000941	Syag.g_02785	Prbf.g_00547
OG0000942	Syag.g_02787	Prbf.g_00545
OG0000943	Syag.g_02788	Prbf.g_00544
OG0000944	Syag.g_02790	Prbf.g_00542
OG0000945	Syag.g_02792	Prbf.g_00541
OG0000946	Syag.g_02797	Prbf.g_00536
OG0000947	Syag.g_02801	Prbf.g_00534
OG0000948	Syag.g_02802	Prbf.g_00533
OG0000949	Syag.g_02449	Prbf.g_00530
OG0000950	Syag.g_02436	Prbf.g_00523
OG0000951	Syag.g_02431	Prbf.g_00519
OG0000952	Syag.g_02423	Prbf.g_00515
OG0000953	Syag.g_02415	Prbf.g_00511
OG0000954	Syag.g_02409	Prbf.g_00507
OG0000955	Syag.g_02408	Prbf.g_00506
OG0000956	Syag.g_02406	Prbf.g_00504
OG0000957	Syag.g_02395	Prbf.g_00498
OG0000958	Syag.g_02394	Prbf.g_00497
OG0000959	Syag.g_02389	Prbf.g_00493
OG0000960	Syag.g_02388	Prbf.g_00492
OG0000961	Syag.g_02379	Prbf.g_00488
OG0000962	Syag.g_02377	Prbf.g_00486
OG0000963	Syag.g_02372	Prbf.g_00482
OG0000964	Syag.g_02371	Prbf.g_00481
OG0000965	Syag.g_02370	Prbf.g_00480
OG0000966	Syag.g_02362	Prbf.g_00474
OG0000967	Syag.g_02358	Prbf.g_00470
OG0000968	Syag.g_02355	Prbf.g_00468
OG0000969	Syag.g_02354	Prbf.g_00467
OG0000970	Syag.g_02353	Prbf.g_00466
OG0000971	Syag.g_02348	Prbf.g_00465
OG0000972	Syag.g_02347	Prbf.g_00464
OG0000973	Syag.g_02346	Prbf.g_00463
OG0000974	Syag.g_02345	Prbf.g_00462
OG0000975	Syag.g_02344	Prbf.g_00461
OG0000976	Syag.g_02343	Prbf.g_00460
OG0000977	Syag.g_02340	Prbf.g_00459
OG0000978	Syag.g_02338	Prbf.g_00458
OG0000979	Syag.g_02335	Prbf.g_00456
OG0000980	Syag.g_02332	Prbf.g_00454
OG0000981	Syag.g_02329	Prbf.g_00451
OG0000982	Syag.g_02127	Prbf.g_00449
OG0000983	Syag.g_02128	Prbf.g_00448
OG0000984	Syag.g_02129	Prbf.g_00447
OG0000985	Syag.g_02133	Prbf.g_00444
OG0000986	Syag.g_02138	Prbf.g_00442
OG0000987	Syag.g_02140	Prbf.g_00441
OG0000988	Syag.g_02145	Prbf.g_00438
OG0000989	Syag.g_02156	Prbf.g_00434
OG0000990	Syag.g_02169	Prbf.g_00430
OG0000991	Syag.g_02174	Prbf.g_00429
OG0000992	Syag.g_02177	Prbf.g_00426
OG0000993	Syag.g_02178	Prbf.g_00425
OG0000994	Syag.g_02181	Prbf.g_00424
OG0000995	Syag.g_02187	Prbf.g_00420
OG0000996	Syag.g_02229	Prbf.g_00419
OG0000997	Syag.g_02239	Prbf.g_00416
OG0000998	Syag.g_02241	Prbf.g_00414
OG0000999	Syag.g_02242	Prbf.g_00413
OG0001000	Syag.g_02246	Prbf.g_00410
OG0001001	Syag.g_02251	Prbf.g_00407
OG0001002	Syag.g_02258	Prbf.g_00402
OG0001003	Syag.g_02260	Prbf.g_00401
OG0001004	Syag.g_02261	Prbf.g_00400
OG0001005	Syag.g_02263	Prbf.g_00399
OG0001006	Syag.g_02270	Prbf.g_00395
OG0001007	Syag.g_02272	Prbf.g_00393
OG0001008	Syag.g_00034	Prbf.g_01721
OG0001009	Syag.g_02304	Prbf.g_01349
OG0001010	Syag.g_02305	Prbf.g_01350
OG0001011	Syag.g_02307	Prbf.g_01352
OG0001012	Syag.g_02123	Prbf.g_01366
OG0001013	Syag.g_02098	Prbf.g_01373
OG0001014	Syag.g_02084	Prbf.g_01376
OG0001015	Syag.g_02083	Prbf.g_01378
OG0001016	Syag.g_01824	Prbf.g_01400
OG0001017	Syag.g_01830	Prbf.g_01404
OG0001018	Syag.g_01832	Prbf.g_01406
OG0001019	Syag.g_01854	Prbf.g_01415
OG0001020	Syag.g_01861	Prbf.g_01416
OG0001021	Syag.g_01865	Prbf.g_01417
OG0001022	Syag.g_01870	Prbf.g_01420
OG0001023	Syag.g_01871	Prbf.g_01421
OG0001024	Syag.g_01875	Prbf.g_01425
OG0001025	Syag.g_01882	Prbf.g_01432
OG0001026	Syag.g_01894	Prbf.g_01441
OG0001027	Syag.g_01902	Prbf.g_01442
OG0001028	Syag.g_01904	Prbf.g_01444
OG0001029	Syag.g_01906	Prbf.g_01445
OG0001030	Syag.g_01927	Prbf.g_01461
OG0001031	Syag.g_02000	Prbf.g_01521
OG0001032	Syag.g_02005	Prbf.g_01522
OG0001033	Syag.g_02048	Prbf.g_01543
OG0001034	Syag.g_01784	Prbf.g_01574
OG0001035	Syag.g_02635	Prbf.g_01594
OG0001036	Syag.g_02630	Prbf.g_01598
OG0001037	Syag.g_02628	Prbf.g_01599
OG0001038	Syag.g_02600	Prbf.g_01618
OG0001039	Syag.g_02597	Prbf.g_01621
OG0001040	Syag.g_02594	Prbf.g_01623
OG0001041	Syag.g_02589	Prbf.g_01628
OG0001042	Syag.g_02564	Prbf.g_01645
OG0001043	Syag.g_02560	Prbf.g_01646
OG0001044	Syag.g_02842	Prbf.g_01677
OG0001045	Syag.g_02856	Prbf.g_01686
OG0001046	Syag.g_00836	Prbf.g_00741
OG0001047	Syag.g_00036	Prbf.g_01723
OG0001048	Syag.g_00037	Prbf.g_01724
OG0001049	Syag.g_00040	Prbf.g_01726
OG0001050	Syag.g_00041	Prbf.g_01727
OG0001051	Syag.g_00042	Prbf.g_01728
OG0001052	Syag.g_01352	Prbf.g_01754
OG0001053	Syag.g_01525	Prbf.g_01766
OG0001054	Syag.g_01506	Prbf.g_01781
OG0001055	Syag.g_01485	Prbf.g_01800
OG0001056	Syag.g_01449	Prbf.g_01817
OG0001057	Syag.g_01241	Prbf.g_01822
OG0001058	Syag.g_00271	Prbf.g_01830
OG0001059	Syag.g_00275	Prbf.g_01834
OG0001060	Syag.g_00282	Prbf.g_01840
OG0001061	Syag.g_00302	Prbf.g_01855
OG0001062	Syag.g_00304	Prbf.g_01857
OG0001063	Syag.g_00310	Prbf.g_01859
OG0001064	Syag.g_00311	Prbf.g_01860
OG0001065	Syag.g_00312	Prbf.g_01861
OG0001066	Syag.g_00313	Prbf.g_01862
OG0001067	Syag.g_00314	Prbf.g_01863
OG0001068	Syag.g_00315	Prbf.g_01864
OG0001069	Syag.g_00317	Prbf.g_01865
OG0001070	Syag.g_00321	Prbf.g_01869
OG0001071	Syag.g_00322	Prbf.g_01870
OG0001072	Syag.g_00327	Prbf.g_01872
OG0001073	Syag.g_00342	Prbf.g_01886
OG0001074	Syag.g_00467	Prbf.g_01898
OG0001075	Syag.g_00362	Prbf.g_01899
OG0001076	Syag.g_00378	Prbf.g_01906
OG0001077	Syag.g_00388	Prbf.g_01912
OG0001078	Syag.g_00411	Prbf.g_00983
OG0001079	Syag.g_00428	Prbf.g_00995
OG0001080	Syag.g_00495	Prbf.g_01001
OG0001081	Syag.g_00551	Prbf.g_01003
OG0001082	Syag.g_00552	Prbf.g_01004
OG0001083	Syag.g_00565	Prbf.g_01009
OG0001084	Syag.g_00569	Prbf.g_01010
OG0001085	Syag.g_00592	Prbf.g_01293
OG0001086	Syag.g_00594	Prbf.g_01292
OG0001087	Syag.g_01018	Prbf.g_01274
OG0001088	Syag.g_01016	Prbf.g_01273
OG0001089	Syag.g_00986	Prbf.g_01262
OG0001090	Syag.g_00922	Prbf.g_01252
OG0001091	Syag.g_00919	Prbf.g_01030
OG0001092	Syag.g_00917	Prbf.g_01031
OG0001093	Syag.g_00910	Prbf.g_01036
OG0001094	Syag.g_00661	Prbf.g_01029
OG0001095	Syag.g_00681	Prbf.g_01232
OG0001096	Syag.g_00703	Prbf.g_01218
OG0001097	Syag.g_00729	Prbf.g_01198
OG0001098	Syag.g_00744	Prbf.g_01179
OG0001099	Syag.g_01905	Prbf.g_00833
OG0001101	Syag.g_00603	Prbf.g_01326
OG0001102	Syag.g_00606	Prbf.g_01323
OG0001103	Syag.g_00608	Prbf.g_01321
OG0001104	Syag.g_00642	Prbf.g_01298
OG0001105	Syag.g_00646	Prbf.g_01294
OG0001106	Syag.g_00796	Prbf.g_01126
OG0001107	Syag.g_00808	Prbf.g_01119
OG0001108	Syag.g_00817	Prbf.g_01115
OG0001109	Syag.g_00819	Prbf.g_01114
OG0001110	Syag.g_00821	Prbf.g_01112
OG0001111	Syag.g_00823	Prbf.g_01111
OG0001112	Syag.g_00825	Prbf.g_01110
OG0001113	Syag.g_00826	Prbf.g_01109
OG0001114	Syag.g_00827	Prbf.g_01108
OG0001115	Syag.g_00831	Prbf.g_01106
OG0001116	Syag.g_00833	Prbf.g_01105
OG0001117	Syag.g_00834	Prbf.g_01104
OG0001118	Syag.g_00835	Prbf.g_01103
OG0001119	Syag.g_00837	Prbf.g_01102
OG0001120	Syag.g_00841	Prbf.g_01100
