Orthogroup	Syag	Pral
OG0000582	Syag.g_00353	Pral.g_00480
OG0000583	Syag.g_00354	Pral.g_00479
OG0000584	Syag.g_00355	Pral.g_00478
OG0000585	Syag.g_00357	Pral.g_00476
OG0000586	Syag.g_00358	Pral.g_00475
OG0000587	Syag.g_00360	Pral.g_00474
OG0000588	Syag.g_00371	Pral.g_00469
OG0000589	Syag.g_00375	Pral.g_00466
OG0000590	Syag.g_00376	Pral.g_00465
OG0000591	Syag.g_00383	Pral.g_00462
OG0000592	Syag.g_00384	Pral.g_00461
OG0000593	Syag.g_00406	Pral.g_01433
OG0000594	Syag.g_00407	Pral.g_01434
OG0000595	Syag.g_00408	Pral.g_01435
OG0000596	Syag.g_00413	Pral.g_01439
OG0000597	Syag.g_00416	Pral.g_01441
OG0000598	Syag.g_00417	Pral.g_01442
OG0000599	Syag.g_00424	Pral.g_01445
OG0000600	Syag.g_00425	Pral.g_01446
OG0000601	Syag.g_00426	Pral.g_01447
OG0000602	Syag.g_00431	Pral.g_01449
OG0000603	Syag.g_00432	Pral.g_01450
OG0000604	Syag.g_00434	Pral.g_01451
OG0000605	Syag.g_00522	Pral.g_01452
OG0000606	Syag.g_00550	Pral.g_01455
OG0000607	Syag.g_00553	Pral.g_01458
OG0000608	Syag.g_00554	Pral.g_01459
OG0000609	Syag.g_00556	Pral.g_01460
OG0000610	Syag.g_00580	Pral.g_01466
OG0000611	Syag.g_00583	Pral.g_01469
OG0000612	Syag.g_00584	Pral.g_01470
OG0000613	Syag.g_02533	Pral.g_01769
OG0000614	Syag.g_01004	Pral.g_01748
OG0000615	Syag.g_00630	Pral.g_01737
OG0000616	Syag.g_02255	Pral.g_00399
OG0000617	Syag.g_00915	Pral.g_01723
OG0000618	Syag.g_00914	Pral.g_01722
OG0000619	Syag.g_00913	Pral.g_01721
OG0000620	Syag.g_00906	Pral.g_01718
OG0000621	Syag.g_00905	Pral.g_01717
OG0000622	Syag.g_00904	Pral.g_01716
OG0000623	Syag.g_00903	Pral.g_01715
OG0000624	Syag.g_00901	Pral.g_01713
OG0000625	Syag.g_00900	Pral.g_01712
OG0000626	Syag.g_00899	Pral.g_01711
OG0000627	Syag.g_00756	Pral.g_01709
OG0000628	Syag.g_00757	Pral.g_01708
OG0000629	Syag.g_00761	Pral.g_01707
OG0000630	Syag.g_00765	Pral.g_01704
OG0000631	Syag.g_00772	Pral.g_01658
OG0000632	Syag.g_00773	Pral.g_01657
OG0000633	Syag.g_00774	Pral.g_01656
OG0000634	Syag.g_00663	Pral.g_01484
OG0000635	Syag.g_00664	Pral.g_01485
OG0000636	Syag.g_00666	Pral.g_01487
OG0000637	Syag.g_00668	Pral.g_01489
OG0000638	Syag.g_00669	Pral.g_01490
OG0000639	Syag.g_00670	Pral.g_01491
OG0000640	Syag.g_00671	Pral.g_01492
OG0000641	Syag.g_00675	Pral.g_01496
OG0000642	Syag.g_00676	Pral.g_01497
OG0000643	Syag.g_00677	Pral.g_01498
OG0000644	Syag.g_00678	Pral.g_01499
OG0000645	Syag.g_00680	Pral.g_01500
OG0000646	Syag.g_00683	Pral.g_01502
OG0000647	Syag.g_00685	Pral.g_01504
OG0000648	Syag.g_00694	Pral.g_01506
OG0000649	Syag.g_00695	Pral.g_01507
OG0000650	Syag.g_00696	Pral.g_01508
OG0000651	Syag.g_00697	Pral.g_01509
OG0000652	Syag.g_00698	Pral.g_01510
OG0000653	Syag.g_00700	Pral.g_01512
OG0000654	Syag.g_00701	Pral.g_01513
OG0000655	Syag.g_00702	Pral.g_01514
OG0000656	Syag.g_00705	Pral.g_01517
OG0000657	Syag.g_00719	Pral.g_01524
OG0000658	Syag.g_00721	Pral.g_01525
OG0000659	Syag.g_00722	Pral.g_01526
OG0000660	Syag.g_00726	Pral.g_01530
OG0000661	Syag.g_00728	Pral.g_01532
OG0000662	Syag.g_00730	Pral.g_01534
OG0000663	Syag.g_00733	Pral.g_01536
OG0000664	Syag.g_00734	Pral.g_01537
OG0000665	Syag.g_00456	Pral.g_01543
OG0000666	Syag.g_00445	Pral.g_01544
OG0000667	Syag.g_00574	Pral.g_01548
OG0000668	Syag.g_00868	Pral.g_01820
OG0000669	Syag.g_00600	Pral.g_01809
OG0000670	Syag.g_00399	Pral.g_01806
OG0000671	Syag.g_00604	Pral.g_01804
OG0000672	Syag.g_00607	Pral.g_01801
OG0000673	Syag.g_00610	Pral.g_01798
OG0000674	Syag.g_00612	Pral.g_01796
OG0000675	Syag.g_00613	Pral.g_01795
OG0000676	Syag.g_00615	Pral.g_01793
OG0000677	Syag.g_00616	Pral.g_01792
OG0000678	Syag.g_00622	Pral.g_01790
OG0000679	Syag.g_00633	Pral.g_01786
OG0000680	Syag.g_00634	Pral.g_01785
OG0000681	Syag.g_00637	Pral.g_01782
OG0000682	Syag.g_00638	Pral.g_01781
OG0000683	Syag.g_00639	Pral.g_01780
OG0000684	Syag.g_00641	Pral.g_01778
OG0000685	Syag.g_00643	Pral.g_01776
OG0000686	Syag.g_00644	Pral.g_01775
OG0000687	Syag.g_00645	Pral.g_01774
OG0000688	Syag.g_00651	Pral.g_01474
OG0000689	Syag.g_00653	Pral.g_01475
OG0000690	Syag.g_00654	Pral.g_01476
OG0000691	Syag.g_00655	Pral.g_01477
OG0000692	Syag.g_00656	Pral.g_01479
OG0000693	Syag.g_00658	Pral.g_01480
OG0000694	Syag.g_00659	Pral.g_01481
OG0000695	Syag.g_00776	Pral.g_01654
OG0000696	Syag.g_00777	Pral.g_01653
OG0000697	Syag.g_00778	Pral.g_01652
OG0000698	Syag.g_00781	Pral.g_01649
OG0000699	Syag.g_00782	Pral.g_01647
OG0000700	Syag.g_00783	Pral.g_01646
OG0000701	Syag.g_00784	Pral.g_01645
OG0000702	Syag.g_00792	Pral.g_01643
OG0000703	Syag.g_00793	Pral.g_01642
OG0000704	Syag.g_00795	Pral.g_01640
OG0000705	Syag.g_00802	Pral.g_01634
OG0000706	Syag.g_00803	Pral.g_01633
OG0000707	Syag.g_00804	Pral.g_01632
OG0000708	Syag.g_00807	Pral.g_01630
OG0000709	Syag.g_00816	Pral.g_01626
OG0000710	Syag.g_00820	Pral.g_01623
OG0000711	Syag.g_00848	Pral.g_01579
OG0000712	Syag.g_00850	Pral.g_01580
OG0000713	Syag.g_00851	Pral.g_01581
OG0000714	Syag.g_00853	Pral.g_01582
OG0000715	Syag.g_00855	Pral.g_01584
OG0000716	Syag.g_00859	Pral.g_01586
OG0000717	Syag.g_00860	Pral.g_01587
OG0000718	Syag.g_00864	Pral.g_01590
OG0000719	Syag.g_00866	Pral.g_01592
OG0000720	Syag.g_00880	Pral.g_01603
OG0000721	Syag.g_00882	Pral.g_01607
OG0000722	Syag.g_00883	Pral.g_01608
OG0000723	Syag.g_00897	Pral.g_01575
OG0000724	Syag.g_00967	Pral.g_01566
OG0000725	Syag.g_00978	Pral.g_01560
OG0000726	Syag.g_00979	Pral.g_01559
OG0000727	Syag.g_00980	Pral.g_01558
OG0000728	Syag.g_00982	Pral.g_01556
OG0000729	Syag.g_02376	Pral.g_01311
OG0000730	Syag.g_02840	Pral.g_01324
OG0000731	Syag.g_02853	Pral.g_00692
OG0000732	Syag.g_02331	Pral.g_00348
OG0000733	Syag.g_00145	Pral.g_00077
OG0000734	Syag.g_01892	Pral.g_01351
OG0000735	Syag.g_01159	Pral.g_01353
OG0000736	Syag.g_01158	Pral.g_01354
OG0000737	Syag.g_01157	Pral.g_01355
OG0000738	Syag.g_01152	Pral.g_01359
OG0000739	Syag.g_01149	Pral.g_01360
OG0000740	Syag.g_01148	Pral.g_01361
OG0000741	Syag.g_01145	Pral.g_01363
OG0000742	Syag.g_01142	Pral.g_01366
OG0000743	Syag.g_01140	Pral.g_01368
OG0000744	Syag.g_01139	Pral.g_01369
OG0000745	Syag.g_01137	Pral.g_01370
OG0000746	Syag.g_01135	Pral.g_01372
OG0000747	Syag.g_01134	Pral.g_01373
OG0000748	Syag.g_01122	Pral.g_01378
OG0000749	Syag.g_01121	Pral.g_01379
OG0000750	Syag.g_01120	Pral.g_01380
OG0000751	Syag.g_01114	Pral.g_01383
OG0000752	Syag.g_01112	Pral.g_01385
OG0000753	Syag.g_01109	Pral.g_01388
OG0000754	Syag.g_01103	Pral.g_01391
OG0000755	Syag.g_01092	Pral.g_01399
OG0000756	Syag.g_01091	Pral.g_01400
OG0000757	Syag.g_01084	Pral.g_01406
OG0000758	Syag.g_01083	Pral.g_01407
OG0000759	Syag.g_01082	Pral.g_01408
OG0000760	Syag.g_01081	Pral.g_01409
OG0000761	Syag.g_01080	Pral.g_01410
OG0000762	Syag.g_01078	Pral.g_01411
OG0000763	Syag.g_01076	Pral.g_01413
OG0000764	Syag.g_01075	Pral.g_01414
OG0000765	Syag.g_01056	Pral.g_01423
OG0000766	Syag.g_01055	Pral.g_01424
OG0000767	Syag.g_01053	Pral.g_01426
OG0000768	Syag.g_01052	Pral.g_01427
OG0000769	Syag.g_01047	Pral.g_01429
OG0000770	Syag.g_01043	Pral.g_00456
OG0000771	Syag.g_00959	Pral.g_01064
OG0000772	Syag.g_02043	Pral.g_01893
OG0000773	Syag.g_01168	Pral.g_01290
OG0000774	Syag.g_01182	Pral.g_01288
OG0000775	Syag.g_01185	Pral.g_01286
OG0000776	Syag.g_01186	Pral.g_01285
OG0000777	Syag.g_01187	Pral.g_01284
OG0000778	Syag.g_01188	Pral.g_01283
OG0000779	Syag.g_01194	Pral.g_01279
OG0000780	Syag.g_01217	Pral.g_01278
OG0000781	Syag.g_01221	Pral.g_01275
OG0000782	Syag.g_01222	Pral.g_01274
OG0000783	Syag.g_01223	Pral.g_01273
OG0000784	Syag.g_01224	Pral.g_01272
OG0000785	Syag.g_01226	Pral.g_01270
OG0000786	Syag.g_01235	Pral.g_01267
OG0000787	Syag.g_01236	Pral.g_01266
OG0000788	Syag.g_00427	Pral.g_00440
OG0000789	Syag.g_00453	Pral.g_01060
OG0000790	Syag.g_01542	Pral.g_01217
OG0000791	Syag.g_01544	Pral.g_01215
OG0000792	Syag.g_01545	Pral.g_01214
OG0000793	Syag.g_01550	Pral.g_01211
OG0000794	Syag.g_01551	Pral.g_01210
OG0000795	Syag.g_01552	Pral.g_01209
OG0000796	Syag.g_01556	Pral.g_01205
OG0000797	Syag.g_01557	Pral.g_01204
OG0000799	Syag.g_01278	Pral.g_01184
OG0000800	Syag.g_01280	Pral.g_01183
OG0000801	Syag.g_01285	Pral.g_01182
OG0000802	Syag.g_01293	Pral.g_01180
OG0000803	Syag.g_01321	Pral.g_01178
OG0000804	Syag.g_01438	Pral.g_01177
OG0000805	Syag.g_01433	Pral.g_01175
OG0000806	Syag.g_01429	Pral.g_01173
OG0000807	Syag.g_01428	Pral.g_01172
OG0000808	Syag.g_01427	Pral.g_01171
OG0000809	Syag.g_01423	Pral.g_01167
OG0000810	Syag.g_01422	Pral.g_01166
OG0000811	Syag.g_01413	Pral.g_01158
OG0000812	Syag.g_01411	Pral.g_01156
OG0000813	Syag.g_01410	Pral.g_01155
OG0000814	Syag.g_01408	Pral.g_01153
OG0000815	Syag.g_01407	Pral.g_01152
OG0000816	Syag.g_01405	Pral.g_01150
OG0000817	Syag.g_01404	Pral.g_01149
OG0000818	Syag.g_01400	Pral.g_01144
OG0000819	Syag.g_01399	Pral.g_01143
OG0000820	Syag.g_01398	Pral.g_01142
OG0000821	Syag.g_01388	Pral.g_01137
OG0000822	Syag.g_01386	Pral.g_01136
OG0000823	Syag.g_01385	Pral.g_01135
OG0000824	Syag.g_01379	Pral.g_01132
OG0000825	Syag.g_01378	Pral.g_01131
OG0000826	Syag.g_01377	Pral.g_01130
OG0000827	Syag.g_01376	Pral.g_01129
OG0000828	Syag.g_01373	Pral.g_01126
OG0000829	Syag.g_01372	Pral.g_01125
OG0000830	Syag.g_01371	Pral.g_01124
OG0000831	Syag.g_01367	Pral.g_01122
OG0000832	Syag.g_01614	Pral.g_01110
OG0000833	Syag.g_01628	Pral.g_01101
OG0000834	Syag.g_01632	Pral.g_01100
OG0000835	Syag.g_01633	Pral.g_01099
OG0000836	Syag.g_01637	Pral.g_01098
OG0000837	Syag.g_01638	Pral.g_01097
OG0000838	Syag.g_01642	Pral.g_01094
OG0000839	Syag.g_01643	Pral.g_01093
OG0000840	Syag.g_01644	Pral.g_01092
OG0000841	Syag.g_01645	Pral.g_01091
OG0000842	Syag.g_01646	Pral.g_01090
OG0000843	Syag.g_01647	Pral.g_01089
OG0000844	Syag.g_01649	Pral.g_01088
OG0000845	Syag.g_01650	Pral.g_01087
OG0000846	Syag.g_01651	Pral.g_01086
OG0000847	Syag.g_01652	Pral.g_01085
OG0000848	Syag.g_01654	Pral.g_01084
OG0000849	Syag.g_01655	Pral.g_01083
OG0000850	Syag.g_01657	Pral.g_01081
OG0000851	Syag.g_01663	Pral.g_01080
OG0000852	Syag.g_01664	Pral.g_01079
OG0000853	Syag.g_01668	Pral.g_01074
OG0000854	Syag.g_01670	Pral.g_01072
OG0000855	Syag.g_01671	Pral.g_01071
OG0000856	Syag.g_00386	Pral.g_01058
OG0000857	Syag.g_00684	Pral.g_01503
OG0000858	Syag.g_01677	Pral.g_00100
OG0000859	Syag.g_01678	Pral.g_00101
OG0000860	Syag.g_01689	Pral.g_00109
OG0000861	Syag.g_01690	Pral.g_00110
OG0000862	Syag.g_01693	Pral.g_00111
OG0000863	Syag.g_01695	Pral.g_00113
OG0000864	Syag.g_01696	Pral.g_00114
OG0000865	Syag.g_01697	Pral.g_00115
OG0000866	Syag.g_01698	Pral.g_00116
OG0000867	Syag.g_01699	Pral.g_00117
OG0000868	Syag.g_01707	Pral.g_00119
OG0000869	Syag.g_01711	Pral.g_00122
OG0000870	Syag.g_01716	Pral.g_00127
OG0000871	Syag.g_01717	Pral.g_00128
OG0000872	Syag.g_01723	Pral.g_00129
OG0000873	Syag.g_01726	Pral.g_00132
OG0000874	Syag.g_01729	Pral.g_00135
OG0000875	Syag.g_01731	Pral.g_00136
OG0000876	Syag.g_01732	Pral.g_00137
OG0000877	Syag.g_01734	Pral.g_00139
OG0000878	Syag.g_01735	Pral.g_00140
OG0000879	Syag.g_02356	Pral.g_00141
OG0000880	Syag.g_01736	Pral.g_00142
OG0000881	Syag.g_01741	Pral.g_00146
OG0000882	Syag.g_01746	Pral.g_00151
OG0000883	Syag.g_01749	Pral.g_00154
OG0000884	Syag.g_01751	Pral.g_00156
OG0000885	Syag.g_01752	Pral.g_00157
OG0000886	Syag.g_01753	Pral.g_00158
OG0000887	Syag.g_01754	Pral.g_00159
OG0000888	Syag.g_01756	Pral.g_00161
OG0000889	Syag.g_01758	Pral.g_00163
OG0000890	Syag.g_01761	Pral.g_00164
OG0000891	Syag.g_01762	Pral.g_00165
OG0000892	Syag.g_01765	Pral.g_00167
OG0000893	Syag.g_02688	Pral.g_00170
OG0000894	Syag.g_02691	Pral.g_00173
OG0000895	Syag.g_02695	Pral.g_00177
OG0000896	Syag.g_02696	Pral.g_00178
OG0000897	Syag.g_02699	Pral.g_00180
OG0000898	Syag.g_02700	Pral.g_00181
OG0000899	Syag.g_02701	Pral.g_00182
OG0000900	Syag.g_02702	Pral.g_00183
OG0000901	Syag.g_02707	Pral.g_00187
OG0000902	Syag.g_02709	Pral.g_00189
OG0000903	Syag.g_02724	Pral.g_00193
OG0000904	Syag.g_02718	Pral.g_00198
OG0000905	Syag.g_02714	Pral.g_00191
OG0000906	Syag.g_02711	Pral.g_00190
OG0000907	Syag.g_02727	Pral.g_00200
OG0000908	Syag.g_02730	Pral.g_00203
OG0000909	Syag.g_02731	Pral.g_00204
OG0000910	Syag.g_02732	Pral.g_00205
OG0000911	Syag.g_02734	Pral.g_00207
OG0000912	Syag.g_02735	Pral.g_00208
OG0000913	Syag.g_02736	Pral.g_00209
OG0000914	Syag.g_02737	Pral.g_00210
OG0000915	Syag.g_02739	Pral.g_00211
OG0000916	Syag.g_02740	Pral.g_00212
OG0000917	Syag.g_02741	Pral.g_00213
OG0000918	Syag.g_02742	Pral.g_00214
OG0000919	Syag.g_02743	Pral.g_00215
OG0000920	Syag.g_02744	Pral.g_00216
OG0000921	Syag.g_02745	Pral.g_00217
OG0000922	Syag.g_02746	Pral.g_00218
OG0000923	Syag.g_02750	Pral.g_00222
OG0000924	Syag.g_02751	Pral.g_00223
OG0000925	Syag.g_02752	Pral.g_00224
OG0000926	Syag.g_02753	Pral.g_00225
OG0000927	Syag.g_02755	Pral.g_00227
OG0000928	Syag.g_02756	Pral.g_00228
OG0000929	Syag.g_02757	Pral.g_00229
OG0000930	Syag.g_02758	Pral.g_00230
OG0000931	Syag.g_02759	Pral.g_00232
OG0000932	Syag.g_02760	Pral.g_01190
OG0000933	Syag.g_02766	Pral.g_00236
OG0000934	Syag.g_02768	Pral.g_00238
OG0000935	Syag.g_02769	Pral.g_00239
OG0000936	Syag.g_02770	Pral.g_00240
OG0000937	Syag.g_02771	Pral.g_00241
OG0000938	Syag.g_02774	Pral.g_00244
OG0000939	Syag.g_02775	Pral.g_00245
OG0000940	Syag.g_02783	Pral.g_00252
OG0000941	Syag.g_02785	Pral.g_00254
OG0000942	Syag.g_02787	Pral.g_00256
OG0000943	Syag.g_02788	Pral.g_00257
OG0000944	Syag.g_02790	Pral.g_00259
OG0000945	Syag.g_02792	Pral.g_00260
OG0000946	Syag.g_02797	Pral.g_00266
OG0000947	Syag.g_02801	Pral.g_00268
OG0000948	Syag.g_02802	Pral.g_00269
OG0000949	Syag.g_02449	Pral.g_00272
OG0000950	Syag.g_02436	Pral.g_00278
OG0000951	Syag.g_02431	Pral.g_00282
OG0000952	Syag.g_02423	Pral.g_00286
OG0000953	Syag.g_02415	Pral.g_00290
OG0000954	Syag.g_02409	Pral.g_00294
OG0000955	Syag.g_02408	Pral.g_00295
OG0000956	Syag.g_02406	Pral.g_00297
OG0000957	Syag.g_02395	Pral.g_00303
OG0000958	Syag.g_02394	Pral.g_00304
OG0000959	Syag.g_02389	Pral.g_00308
OG0000960	Syag.g_02388	Pral.g_00309
OG0000961	Syag.g_02379	Pral.g_00312
OG0000962	Syag.g_02377	Pral.g_00314
OG0000963	Syag.g_02372	Pral.g_00318
OG0000964	Syag.g_02371	Pral.g_00319
OG0000965	Syag.g_02370	Pral.g_00320
OG0000966	Syag.g_02362	Pral.g_00326
OG0000967	Syag.g_02358	Pral.g_00330
OG0000968	Syag.g_02355	Pral.g_00332
OG0000969	Syag.g_02354	Pral.g_00333
OG0000970	Syag.g_02353	Pral.g_00334
OG0000971	Syag.g_02348	Pral.g_00335
OG0000972	Syag.g_02347	Pral.g_00336
OG0000973	Syag.g_02346	Pral.g_00337
OG0000974	Syag.g_02345	Pral.g_00338
OG0000975	Syag.g_02344	Pral.g_00339
OG0000976	Syag.g_02343	Pral.g_00340
OG0000977	Syag.g_02340	Pral.g_00341
OG0000978	Syag.g_02338	Pral.g_00342
OG0000979	Syag.g_02335	Pral.g_00345
OG0000980	Syag.g_02332	Pral.g_00347
OG0000981	Syag.g_02329	Pral.g_00350
OG0000982	Syag.g_02127	Pral.g_00352
OG0000983	Syag.g_02128	Pral.g_00353
OG0000984	Syag.g_02129	Pral.g_00354
OG0000985	Syag.g_02133	Pral.g_00357
OG0000986	Syag.g_02138	Pral.g_00359
OG0000987	Syag.g_02140	Pral.g_00360
OG0000988	Syag.g_02145	Pral.g_00363
OG0000989	Syag.g_02156	Pral.g_00367
OG0000990	Syag.g_02169	Pral.g_00373
OG0000991	Syag.g_02174	Pral.g_00374
OG0000992	Syag.g_02177	Pral.g_00377
OG0000993	Syag.g_02178	Pral.g_00378
OG0000994	Syag.g_02181	Pral.g_00379
OG0000995	Syag.g_02187	Pral.g_00383
OG0000996	Syag.g_02229	Pral.g_00384
OG0000997	Syag.g_02239	Pral.g_00386
OG0000998	Syag.g_02241	Pral.g_00388
OG0000999	Syag.g_02242	Pral.g_00389
OG0001000	Syag.g_02246	Pral.g_00392
OG0001001	Syag.g_02251	Pral.g_00396
OG0001002	Syag.g_02258	Pral.g_00401
OG0001003	Syag.g_02260	Pral.g_00402
OG0001004	Syag.g_02261	Pral.g_00403
OG0001005	Syag.g_02263	Pral.g_00404
OG0001006	Syag.g_02270	Pral.g_00408
OG0001007	Syag.g_02272	Pral.g_00410
OG0001008	Syag.g_00034	Pral.g_00657
OG0001009	Syag.g_02304	Pral.g_01017
OG0001010	Syag.g_02305	Pral.g_01016
OG0001011	Syag.g_02307	Pral.g_01014
OG0001012	Syag.g_02123	Pral.g_01001
OG0001013	Syag.g_02098	Pral.g_00994
OG0001014	Syag.g_02084	Pral.g_00991
OG0001015	Syag.g_02083	Pral.g_00990
OG0001016	Syag.g_01824	Pral.g_00974
OG0001017	Syag.g_01830	Pral.g_00970
OG0001018	Syag.g_01832	Pral.g_00968
OG0001019	Syag.g_01854	Pral.g_00958
OG0001020	Syag.g_01861	Pral.g_00957
OG0001021	Syag.g_01865	Pral.g_00956
OG0001022	Syag.g_01870	Pral.g_00953
OG0001023	Syag.g_01871	Pral.g_00952
OG0001024	Syag.g_01875	Pral.g_00949
OG0001025	Syag.g_01882	Pral.g_00942
OG0001026	Syag.g_01894	Pral.g_00934
OG0001027	Syag.g_01902	Pral.g_00933
OG0001028	Syag.g_01904	Pral.g_00931
OG0001029	Syag.g_01906	Pral.g_00930
OG0001030	Syag.g_01927	Pral.g_00914
OG0001031	Syag.g_02000	Pral.g_00857
OG0001032	Syag.g_02005	Pral.g_00856
OG0001033	Syag.g_02048	Pral.g_00836
OG0001034	Syag.g_01784	Pral.g_00804
OG0001035	Syag.g_02635	Pral.g_00784
OG0001036	Syag.g_02630	Pral.g_00780
OG0001037	Syag.g_02628	Pral.g_00779
OG0001038	Syag.g_02600	Pral.g_00761
OG0001039	Syag.g_02597	Pral.g_00758
OG0001040	Syag.g_02594	Pral.g_00755
OG0001041	Syag.g_02589	Pral.g_00751
OG0001042	Syag.g_02564	Pral.g_00734
OG0001043	Syag.g_02560	Pral.g_00733
OG0001044	Syag.g_02842	Pral.g_00699
OG0001045	Syag.g_02856	Pral.g_00690
OG0001046	Syag.g_00836	Pral.g_01039
OG0001047	Syag.g_00036	Pral.g_00655
OG0001048	Syag.g_00037	Pral.g_00654
OG0001049	Syag.g_00040	Pral.g_00651
OG0001050	Syag.g_00041	Pral.g_00650
OG0001051	Syag.g_00042	Pral.g_00649
OG0001052	Syag.g_01352	Pral.g_00621
OG0001053	Syag.g_01525	Pral.g_00608
OG0001055	Syag.g_01485	Pral.g_00573
OG0001056	Syag.g_01449	Pral.g_00554
OG0001057	Syag.g_01241	Pral.g_00549
OG0001058	Syag.g_00271	Pral.g_00541
OG0001059	Syag.g_00275	Pral.g_00537
OG0001060	Syag.g_00282	Pral.g_00530
OG0001061	Syag.g_00302	Pral.g_00514
OG0001062	Syag.g_00304	Pral.g_00512
OG0001063	Syag.g_00310	Pral.g_00510
OG0001064	Syag.g_00311	Pral.g_00509
OG0001065	Syag.g_00312	Pral.g_00508
OG0001066	Syag.g_00313	Pral.g_00507
OG0001067	Syag.g_00314	Pral.g_00506
OG0001068	Syag.g_00315	Pral.g_00505
OG0001069	Syag.g_00317	Pral.g_00504
OG0001070	Syag.g_00321	Pral.g_00502
OG0001071	Syag.g_00322	Pral.g_00501
OG0001072	Syag.g_00327	Pral.g_00499
OG0001073	Syag.g_00342	Pral.g_00485
OG0001074	Syag.g_00467	Pral.g_00472
OG0001075	Syag.g_00362	Pral.g_00471
OG0001076	Syag.g_00378	Pral.g_00464
OG0001077	Syag.g_00388	Pral.g_00459
OG0001078	Syag.g_00411	Pral.g_01437
OG0001079	Syag.g_00428	Pral.g_01448
OG0001080	Syag.g_00495	Pral.g_01454
OG0001081	Syag.g_00551	Pral.g_01456
OG0001082	Syag.g_00552	Pral.g_01457
OG0001083	Syag.g_00565	Pral.g_01462
OG0001084	Syag.g_00569	Pral.g_01463
OG0001085	Syag.g_00592	Pral.g_01772
OG0001086	Syag.g_00594	Pral.g_01771
OG0001087	Syag.g_01018	Pral.g_01753
OG0001088	Syag.g_01016	Pral.g_01752
OG0001089	Syag.g_00986	Pral.g_01741
OG0001090	Syag.g_00922	Pral.g_01728
OG0001091	Syag.g_00919	Pral.g_01726
OG0001092	Syag.g_00917	Pral.g_01725
OG0001093	Syag.g_00910	Pral.g_01720
OG0001094	Syag.g_00661	Pral.g_01482
OG0001095	Syag.g_00681	Pral.g_01501
OG0001096	Syag.g_00703	Pral.g_01515
OG0001097	Syag.g_00729	Pral.g_01533
OG0001098	Syag.g_00744	Pral.g_01552
OG0001099	Syag.g_01905	Pral.g_01815
OG0001101	Syag.g_00603	Pral.g_01805
OG0001102	Syag.g_00606	Pral.g_01802
OG0001103	Syag.g_00608	Pral.g_01800
OG0001104	Syag.g_00642	Pral.g_01777
OG0001105	Syag.g_00646	Pral.g_01773
OG0001106	Syag.g_00796	Pral.g_01639
OG0001107	Syag.g_00808	Pral.g_01629
OG0001108	Syag.g_00817	Pral.g_01625
OG0001109	Syag.g_00819	Pral.g_01624
OG0001110	Syag.g_00821	Pral.g_01622
OG0001111	Syag.g_00823	Pral.g_01621
OG0001112	Syag.g_00825	Pral.g_01620
OG0001113	Syag.g_00826	Pral.g_01619
OG0001114	Syag.g_00827	Pral.g_01618
OG0001115	Syag.g_00831	Pral.g_01616
OG0001116	Syag.g_00833	Pral.g_01615
OG0001117	Syag.g_00834	Pral.g_01614
OG0001118	Syag.g_00835	Pral.g_01613
OG0001119	Syag.g_00837	Pral.g_01612
OG0001120	Syag.g_00841	Pral.g_01611
OG0001122	Syag.g_00867	Pral.g_01593
OG0001123	Syag.g_00875	Pral.g_01598
OG0001124	Syag.g_00877	Pral.g_01600
OG0001125	Syag.g_00879	Pral.g_01602
OG0001126	Syag.g_00957	Pral.g_01571
OG0001127	Syag.g_00958	Pral.g_01570
OG0001128	Syag.g_00961	Pral.g_01569
OG0001129	Syag.g_00963	Pral.g_01568
OG0001130	Syag.g_00964	Pral.g_01567
OG0001131	Syag.g_00624	Pral.g_01321
OG0001132	Syag.g_00096	Pral.g_01033
OG0001133	Syag.g_00380	Pral.g_01314
OG0001134	Syag.g_02164	Pral.g_00056, Pral.g_00078
OG0001135	Syag.g_00147	Pral.g_00075
OG0001136	Syag.g_01144	Pral.g_01364
OG0001137	Syag.g_01123	Pral.g_01377
OG0001138	Syag.g_01090	Pral.g_01401
OG0001139	Syag.g_01088	Pral.g_01403
OG0001141	Syag.g_01086	Pral.g_01404
OG0001142	Syag.g_01085	Pral.g_01405
OG0001143	Syag.g_01077	Pral.g_01412
OG0001144	Syag.g_01064	Pral.g_01417
OG0001145	Syag.g_01169	Pral.g_01289
OG0001146	Syag.g_01218	Pral.g_01277
OG0001147	Syag.g_01360	Pral.g_01235
OG0001148	Syag.g_01539	Pral.g_01220
OG0001149	Syag.g_01540	Pral.g_01219
OG0001150	Syag.g_01541	Pral.g_01218
OG0001151	Syag.g_01554	Pral.g_01207
OG0001152	Syag.g_01555	Pral.g_01206
OG0001153	Syag.g_01375	Pral.g_01128
OG0001154	Syag.g_01374	Pral.g_01127
OG0001155	Syag.g_01616	Pral.g_01108
OG0001156	Syag.g_01619	Pral.g_01105
OG0001157	Syag.g_01620	Pral.g_01104
OG0001158	Syag.g_01621	Pral.g_01103
OG0001159	Syag.g_01622, Syag.g_01625	Pral.g_01102
OG0001160	Syag.g_01666	Pral.g_01076
OG0001161	Syag.g_02163	Pral.g_00045
OG0001163	Syag.g_01674	Pral.g_00098
OG0001164	Syag.g_01680	Pral.g_00102
OG0001165	Syag.g_01685	Pral.g_00105
OG0001166	Syag.g_01715	Pral.g_00126
OG0001167	Syag.g_02383	Pral.g_00143
OG0001168	Syag.g_01740	Pral.g_00145
