Orthogroup	Syag	Prbe
OG0000559	Syag.g_00273	Prbe.g_00584
OG0000560	Syag.g_00276	Prbe.g_00581
OG0000561	Syag.g_00277	Prbe.g_00580
OG0000562	Syag.g_00278	Prbe.g_00579
OG0000563	Syag.g_00279	Prbe.g_00578
OG0000564	Syag.g_00280	Prbe.g_00577
OG0000565	Syag.g_00284	Prbe.g_00575
OG0000566	Syag.g_00288	Prbe.g_00571
OG0000567	Syag.g_00292	Prbe.g_00567
OG0000568	Syag.g_00295	Prbe.g_00566
OG0000569	Syag.g_00296	Prbe.g_00565
OG0000570	Syag.g_00297	Prbe.g_00564
OG0000571	Syag.g_00301	Prbe.g_00562
OG0000572	Syag.g_00320, Syag.g_00251	Prbe.g_00548
OG0000573	Syag.g_00329	Prbe.g_00542
OG0000574	Syag.g_00330	Prbe.g_00541
OG0000575	Syag.g_00335	Prbe.g_00537
OG0000576	Syag.g_00337	Prbe.g_00535
OG0000577	Syag.g_00338	Prbe.g_00534
OG0000578	Syag.g_00339	Prbe.g_00533
OG0000579	Syag.g_00340	Prbe.g_00532
OG0000580	Syag.g_00341	Prbe.g_00531
OG0000581	Syag.g_00348	Prbe.g_00528
OG0000582	Syag.g_00353	Prbe.g_00525
OG0000583	Syag.g_00354	Prbe.g_00524
OG0000584	Syag.g_00355	Prbe.g_00523
OG0000585	Syag.g_00357	Prbe.g_00521
OG0000586	Syag.g_00358	Prbe.g_00520
OG0000587	Syag.g_00360	Prbe.g_00519
OG0000588	Syag.g_00371	Prbe.g_00515
OG0000589	Syag.g_00375	Prbe.g_00513
OG0000590	Syag.g_00376	Prbe.g_00512
OG0000591	Syag.g_00383	Prbe.g_00508
OG0000592	Syag.g_00384	Prbe.g_00507
OG0000593	Syag.g_00406	Prbe.g_01488
OG0000594	Syag.g_00407	Prbe.g_01487
OG0000595	Syag.g_00408	Prbe.g_01486
OG0000596	Syag.g_00413	Prbe.g_01482
OG0000597	Syag.g_00416	Prbe.g_01479
OG0000598	Syag.g_00417	Prbe.g_01478
OG0000599	Syag.g_00424	Prbe.g_01475
OG0000600	Syag.g_00425	Prbe.g_01474
OG0000601	Syag.g_00426	Prbe.g_01473
OG0000602	Syag.g_00431	Prbe.g_01471
OG0000603	Syag.g_00432	Prbe.g_01470
OG0000604	Syag.g_00434	Prbe.g_01469
OG0000605	Syag.g_00522	Prbe.g_01468
OG0000606	Syag.g_00550	Prbe.g_01465
OG0000607	Syag.g_00553	Prbe.g_01462
OG0000608	Syag.g_00554	Prbe.g_01461
OG0000609	Syag.g_00556	Prbe.g_01460
OG0000610	Syag.g_00580	Prbe.g_01454
OG0000611	Syag.g_00583	Prbe.g_01451
OG0000612	Syag.g_00584	Prbe.g_01450
OG0000613	Syag.g_02533	Prbe.g_00447
OG0000614	Syag.g_01004	Prbe.g_00468
OG0000615	Syag.g_00630	Prbe.g_01209
OG0000616	Syag.g_02255	Prbe.g_01197
OG0000617	Syag.g_00915	Prbe.g_01434
OG0000618	Syag.g_00914	Prbe.g_01433
OG0000619	Syag.g_00913	Prbe.g_01432
OG0000620	Syag.g_00906	Prbe.g_01429
OG0000621	Syag.g_00905	Prbe.g_01428
OG0000622	Syag.g_00904	Prbe.g_01427
OG0000623	Syag.g_00903	Prbe.g_01426
OG0000624	Syag.g_00901	Prbe.g_01424
OG0000625	Syag.g_00900	Prbe.g_01423
OG0000626	Syag.g_00899	Prbe.g_01422
OG0000627	Syag.g_00756	Prbe.g_01421
OG0000628	Syag.g_00757	Prbe.g_01420
OG0000629	Syag.g_00761	Prbe.g_01419
OG0000630	Syag.g_00765	Prbe.g_01416
OG0000631	Syag.g_00772	Prbe.g_01323
OG0000632	Syag.g_00773	Prbe.g_01324
OG0000633	Syag.g_00774	Prbe.g_01325
OG0000634	Syag.g_00663	Prbe.g_01218
OG0000635	Syag.g_00664	Prbe.g_01219
OG0000636	Syag.g_00666	Prbe.g_01221
OG0000637	Syag.g_00668	Prbe.g_01223
OG0000638	Syag.g_00669	Prbe.g_01224
OG0000639	Syag.g_00670	Prbe.g_01225
OG0000640	Syag.g_00671	Prbe.g_01226
OG0000641	Syag.g_00675	Prbe.g_01230
OG0000642	Syag.g_00676	Prbe.g_01231
OG0000643	Syag.g_00677	Prbe.g_01232
OG0000644	Syag.g_00678	Prbe.g_01233
OG0000645	Syag.g_00680	Prbe.g_01234
OG0000646	Syag.g_00683	Prbe.g_01236
OG0000647	Syag.g_00685	Prbe.g_01238
OG0000648	Syag.g_00694	Prbe.g_01240
OG0000649	Syag.g_00695	Prbe.g_01241
OG0000650	Syag.g_00696	Prbe.g_01242
OG0000651	Syag.g_00697	Prbe.g_01243
OG0000652	Syag.g_00698	Prbe.g_01244
OG0000653	Syag.g_00700	Prbe.g_01246
OG0000654	Syag.g_00701	Prbe.g_01247
OG0000655	Syag.g_00702	Prbe.g_01248
OG0000656	Syag.g_00705	Prbe.g_01251
OG0000657	Syag.g_00719	Prbe.g_01259
OG0000658	Syag.g_00721	Prbe.g_01261
OG0000659	Syag.g_00722	Prbe.g_01262
OG0000660	Syag.g_00726	Prbe.g_01266
OG0000661	Syag.g_00728	Prbe.g_01268
OG0000662	Syag.g_00730	Prbe.g_01270
OG0000663	Syag.g_00733	Prbe.g_01272
OG0000664	Syag.g_00734	Prbe.g_01273
OG0000665	Syag.g_00456	Prbe.g_01279
OG0000666	Syag.g_00445	Prbe.g_01280
OG0000667	Syag.g_00574	Prbe.g_01284
OG0000668	Syag.g_00868	Prbe.g_00105
OG0000669	Syag.g_00600	Prbe.g_00406
OG0000670	Syag.g_00399	Prbe.g_00409
OG0000671	Syag.g_00604	Prbe.g_00412
OG0000672	Syag.g_00607	Prbe.g_00415
OG0000673	Syag.g_00610	Prbe.g_00418
OG0000674	Syag.g_00612	Prbe.g_00420
OG0000675	Syag.g_00613	Prbe.g_00421
OG0000676	Syag.g_00615	Prbe.g_00423
OG0000677	Syag.g_00616	Prbe.g_00424
OG0000678	Syag.g_00622	Prbe.g_00426
OG0000679	Syag.g_00633	Prbe.g_00430
OG0000680	Syag.g_00634	Prbe.g_00431
OG0000681	Syag.g_00637	Prbe.g_00434
OG0000682	Syag.g_00638	Prbe.g_00435
OG0000683	Syag.g_00639	Prbe.g_00436
OG0000684	Syag.g_00641	Prbe.g_00438
OG0000685	Syag.g_00643	Prbe.g_00440
OG0000686	Syag.g_00644	Prbe.g_00441
OG0000687	Syag.g_00645	Prbe.g_00442
OG0000688	Syag.g_00651	Prbe.g_01446
OG0000689	Syag.g_00653	Prbe.g_01445
OG0000690	Syag.g_00654	Prbe.g_01444
OG0000691	Syag.g_00655	Prbe.g_01443
OG0000692	Syag.g_00656	Prbe.g_01441
OG0000693	Syag.g_00658	Prbe.g_01440
OG0000694	Syag.g_00659	Prbe.g_01439
OG0000695	Syag.g_00776	Prbe.g_01327
OG0000696	Syag.g_00777	Prbe.g_01328
OG0000697	Syag.g_00778	Prbe.g_01329
OG0000698	Syag.g_00781	Prbe.g_01332
OG0000699	Syag.g_00782	Prbe.g_01333
OG0000700	Syag.g_00783	Prbe.g_01334
OG0000701	Syag.g_00784	Prbe.g_01335
OG0000702	Syag.g_00792	Prbe.g_01337
OG0000703	Syag.g_00793	Prbe.g_01338
OG0000704	Syag.g_00795	Prbe.g_01340
OG0000705	Syag.g_00802	Prbe.g_01343
OG0000706	Syag.g_00803	Prbe.g_01344
OG0000707	Syag.g_00804	Prbe.g_01345
OG0000708	Syag.g_00807	Prbe.g_01347
OG0000709	Syag.g_00816	Prbe.g_01351
OG0000710	Syag.g_00820	Prbe.g_01354
OG0000711	Syag.g_00848	Prbe.g_01372
OG0000712	Syag.g_00850	Prbe.g_01373
OG0000713	Syag.g_00851	Prbe.g_01374
OG0000714	Syag.g_00853	Prbe.g_01375
OG0000715	Syag.g_00855	Prbe.g_01377
OG0000716	Syag.g_00859	Prbe.g_01379
OG0000717	Syag.g_00860	Prbe.g_01380
OG0000718	Syag.g_00864	Prbe.g_01384
OG0000719	Syag.g_00866	Prbe.g_01386
OG0000720	Syag.g_00880	Prbe.g_01398
OG0000721	Syag.g_00882	Prbe.g_01402
OG0000722	Syag.g_00883	Prbe.g_01403
OG0000723	Syag.g_00897	Prbe.g_01407
OG0000724	Syag.g_00967	Prbe.g_01302
OG0000725	Syag.g_00978	Prbe.g_01296
OG0000726	Syag.g_00979	Prbe.g_01295
OG0000727	Syag.g_00980	Prbe.g_01294
OG0000728	Syag.g_00982	Prbe.g_01292
OG0000729	Syag.g_02376	Prbe.g_00915
OG0000730	Syag.g_02840	Prbe.g_01591
OG0000731	Syag.g_02853	Prbe.g_01898
OG0000732	Syag.g_02331	Prbe.g_01148
OG0000733	Syag.g_00145	Prbe.g_00042
OG0000734	Syag.g_01892	Prbe.g_01565
OG0000735	Syag.g_01159	Prbe.g_01563
OG0000736	Syag.g_01158	Prbe.g_01562
OG0000737	Syag.g_01157	Prbe.g_01561
OG0000738	Syag.g_01152	Prbe.g_01557
OG0000739	Syag.g_01149	Prbe.g_01556
OG0000740	Syag.g_01148	Prbe.g_01555
OG0000741	Syag.g_01145	Prbe.g_01553
OG0000742	Syag.g_01142	Prbe.g_01550
OG0000743	Syag.g_01140	Prbe.g_01548
OG0000744	Syag.g_01139	Prbe.g_01547
OG0000745	Syag.g_01137	Prbe.g_01546
OG0000746	Syag.g_01135	Prbe.g_01544
OG0000747	Syag.g_01134	Prbe.g_01543
OG0000748	Syag.g_01122	Prbe.g_01539
OG0000749	Syag.g_01121	Prbe.g_01538
OG0000750	Syag.g_01120	Prbe.g_01537
OG0000751	Syag.g_01114	Prbe.g_01534
OG0000752	Syag.g_01112	Prbe.g_01532
OG0000753	Syag.g_01109	Prbe.g_01530
OG0000754	Syag.g_01103	Prbe.g_01527
OG0000755	Syag.g_01092	Prbe.g_01521
OG0000756	Syag.g_01091	Prbe.g_01520
OG0000757	Syag.g_01084	Prbe.g_01513
OG0000758	Syag.g_01083	Prbe.g_01512
OG0000759	Syag.g_01082	Prbe.g_01511
OG0000760	Syag.g_01081	Prbe.g_01510
OG0000761	Syag.g_01080	Prbe.g_01509
OG0000762	Syag.g_01078	Prbe.g_01508
OG0000763	Syag.g_01076	Prbe.g_01506
OG0000764	Syag.g_01075	Prbe.g_01505
OG0000765	Syag.g_01056	Prbe.g_01497
OG0000766	Syag.g_01055	Prbe.g_01496
OG0000767	Syag.g_01053	Prbe.g_01494
OG0000768	Syag.g_01052	Prbe.g_01493
OG0000769	Syag.g_01047	Prbe.g_01491
OG0000770	Syag.g_01043	Prbe.g_00502
OG0000771	Syag.g_00959	Prbe.g_00215
OG0000772	Syag.g_02043	Prbe.g_01128
OG0000773	Syag.g_01168	Prbe.g_00902
OG0000774	Syag.g_01182	Prbe.g_00900
OG0000775	Syag.g_01185	Prbe.g_00898
OG0000776	Syag.g_01186	Prbe.g_00897
OG0000777	Syag.g_01187	Prbe.g_00896
OG0000778	Syag.g_01188	Prbe.g_00895
OG0000779	Syag.g_01194	Prbe.g_00891
OG0000780	Syag.g_01217	Prbe.g_00890
OG0000781	Syag.g_01221	Prbe.g_00886
OG0000782	Syag.g_01222	Prbe.g_00885
OG0000783	Syag.g_01223	Prbe.g_00884
OG0000784	Syag.g_01224	Prbe.g_00883
OG0000785	Syag.g_01226	Prbe.g_00881
OG0000786	Syag.g_01235	Prbe.g_00878
OG0000787	Syag.g_01236	Prbe.g_00877
OG0000788	Syag.g_00427	Prbe.g_00634
OG0000789	Syag.g_00453	Prbe.g_00212
OG0000790	Syag.g_01542	Prbe.g_00368
OG0000791	Syag.g_01544	Prbe.g_00366
OG0000792	Syag.g_01545	Prbe.g_00365
OG0000793	Syag.g_01550	Prbe.g_00362
OG0000794	Syag.g_01551	Prbe.g_00361
OG0000795	Syag.g_01552	Prbe.g_00360
OG0000796	Syag.g_01556	Prbe.g_00356
OG0000797	Syag.g_01557	Prbe.g_00355
OG0000799	Syag.g_01278	Prbe.g_00328
OG0000800	Syag.g_01280	Prbe.g_00327
OG0000801	Syag.g_01285	Prbe.g_00326
OG0000802	Syag.g_01293	Prbe.g_00324
OG0000803	Syag.g_01321	Prbe.g_00322
OG0000804	Syag.g_01438	Prbe.g_00321
OG0000805	Syag.g_01433	Prbe.g_00319
OG0000806	Syag.g_01429	Prbe.g_00317
OG0000807	Syag.g_01428	Prbe.g_00316
OG0000808	Syag.g_01427	Prbe.g_00315
OG0000809	Syag.g_01423	Prbe.g_00313
OG0000810	Syag.g_01422	Prbe.g_00312
OG0000811	Syag.g_01413	Prbe.g_00308
OG0000812	Syag.g_01411	Prbe.g_00306
OG0000813	Syag.g_01410	Prbe.g_00305
OG0000814	Syag.g_01408	Prbe.g_00303
OG0000815	Syag.g_01407	Prbe.g_00302
OG0000816	Syag.g_01405	Prbe.g_00300
OG0000817	Syag.g_01404	Prbe.g_00299
OG0000818	Syag.g_01400	Prbe.g_00294
OG0000819	Syag.g_01399	Prbe.g_00293
OG0000820	Syag.g_01398	Prbe.g_00292
OG0000821	Syag.g_01388	Prbe.g_00288
OG0000822	Syag.g_01386	Prbe.g_00287
OG0000823	Syag.g_01385	Prbe.g_00286
OG0000824	Syag.g_01379	Prbe.g_00283
OG0000825	Syag.g_01378	Prbe.g_00282
OG0000826	Syag.g_01377	Prbe.g_00281
OG0000827	Syag.g_01376	Prbe.g_00280
OG0000828	Syag.g_01373	Prbe.g_00277
OG0000829	Syag.g_01372	Prbe.g_00276
OG0000830	Syag.g_01371	Prbe.g_00275
OG0000831	Syag.g_01367	Prbe.g_00273
OG0000832	Syag.g_01614	Prbe.g_00263
OG0000833	Syag.g_01628	Prbe.g_00254
OG0000834	Syag.g_01632	Prbe.g_00253
OG0000835	Syag.g_01633	Prbe.g_00252
OG0000836	Syag.g_01637	Prbe.g_00251
OG0000837	Syag.g_01638	Prbe.g_00250
OG0000838	Syag.g_01642	Prbe.g_00248
OG0000839	Syag.g_01643	Prbe.g_00247
OG0000840	Syag.g_01644	Prbe.g_00246
OG0000841	Syag.g_01645	Prbe.g_00245
OG0000842	Syag.g_01646	Prbe.g_00244
OG0000843	Syag.g_01647	Prbe.g_00243
OG0000844	Syag.g_01649	Prbe.g_00242
OG0000845	Syag.g_01650	Prbe.g_00241
OG0000846	Syag.g_01651	Prbe.g_00240
OG0000847	Syag.g_01652	Prbe.g_00239
OG0000848	Syag.g_01654	Prbe.g_00238
OG0000849	Syag.g_01655	Prbe.g_00237
OG0000850	Syag.g_01657	Prbe.g_00235
OG0000851	Syag.g_01663	Prbe.g_00234
OG0000852	Syag.g_01664	Prbe.g_00233
OG0000853	Syag.g_01668	Prbe.g_00227
OG0000854	Syag.g_01670	Prbe.g_00225
OG0000855	Syag.g_01671	Prbe.g_00224
OG0000856	Syag.g_00386	Prbe.g_00505
OG0000857	Syag.g_00684	Prbe.g_01237
OG0000858	Syag.g_01677	Prbe.g_00992
OG0000859	Syag.g_01678	Prbe.g_00991
OG0000860	Syag.g_01689	Prbe.g_00983
OG0000861	Syag.g_01690	Prbe.g_00982
OG0000862	Syag.g_01693	Prbe.g_00981
OG0000863	Syag.g_01695	Prbe.g_00979
OG0000864	Syag.g_01696	Prbe.g_00978
OG0000865	Syag.g_01697	Prbe.g_00977
OG0000866	Syag.g_01698	Prbe.g_00976
OG0000867	Syag.g_01699	Prbe.g_00975
OG0000868	Syag.g_01707	Prbe.g_00973
OG0000869	Syag.g_01711	Prbe.g_00970
OG0000870	Syag.g_01716	Prbe.g_00965
OG0000871	Syag.g_01717	Prbe.g_00964
OG0000872	Syag.g_01723	Prbe.g_00963
OG0000873	Syag.g_01726	Prbe.g_00960
OG0000874	Syag.g_01729	Prbe.g_00957
OG0000875	Syag.g_01731	Prbe.g_00956
OG0000876	Syag.g_01732	Prbe.g_00955
OG0000877	Syag.g_01734	Prbe.g_00953
OG0000878	Syag.g_01735	Prbe.g_00952
OG0000879	Syag.g_02356	Prbe.g_00951
OG0000880	Syag.g_01736	Prbe.g_00950
OG0000881	Syag.g_01741	Prbe.g_00946
OG0000882	Syag.g_01746	Prbe.g_00941
OG0000883	Syag.g_01749	Prbe.g_00939
OG0000884	Syag.g_01751	Prbe.g_00937
OG0000885	Syag.g_01752	Prbe.g_00936
OG0000886	Syag.g_01753	Prbe.g_00935
OG0000887	Syag.g_01754	Prbe.g_00934
OG0000888	Syag.g_01756	Prbe.g_00932
OG0000889	Syag.g_01758	Prbe.g_00930
OG0000890	Syag.g_01761	Prbe.g_00929
OG0000891	Syag.g_01762	Prbe.g_00928
OG0000892	Syag.g_01765	Prbe.g_00926
OG0000893	Syag.g_02688	Prbe.g_00922
OG0000894	Syag.g_02691	Prbe.g_00919
OG0000895	Syag.g_02695	Prbe.g_01111
OG0000896	Syag.g_02696	Prbe.g_01110
OG0000897	Syag.g_02699	Prbe.g_01108
OG0000898	Syag.g_02700	Prbe.g_01107
OG0000899	Syag.g_02701	Prbe.g_01106
OG0000900	Syag.g_02702	Prbe.g_01105
OG0000901	Syag.g_02707	Prbe.g_01102
OG0000902	Syag.g_02709	Prbe.g_01100
OG0000903	Syag.g_02724	Prbe.g_01096
OG0000904	Syag.g_02718	Prbe.g_01092
OG0000905	Syag.g_02714	Prbe.g_01098
OG0000906	Syag.g_02711	Prbe.g_01099
OG0000907	Syag.g_02727	Prbe.g_01089
OG0000908	Syag.g_02730	Prbe.g_01086
OG0000909	Syag.g_02731	Prbe.g_01085
OG0000910	Syag.g_02732	Prbe.g_01084
OG0000911	Syag.g_02734	Prbe.g_01082
OG0000912	Syag.g_02735	Prbe.g_01081
OG0000913	Syag.g_02736	Prbe.g_01080
OG0000914	Syag.g_02737	Prbe.g_01079
OG0000915	Syag.g_02739	Prbe.g_01078
OG0000916	Syag.g_02740	Prbe.g_00867
OG0000917	Syag.g_02741	Prbe.g_00866
OG0000918	Syag.g_02742	Prbe.g_00865
OG0000919	Syag.g_02743	Prbe.g_00864
OG0000920	Syag.g_02744	Prbe.g_00863
OG0000921	Syag.g_02745	Prbe.g_00862
OG0000922	Syag.g_02746	Prbe.g_00861
OG0000923	Syag.g_02750	Prbe.g_00857
OG0000924	Syag.g_02751	Prbe.g_00856
OG0000925	Syag.g_02752	Prbe.g_00855
OG0000926	Syag.g_02753	Prbe.g_00854
OG0000927	Syag.g_02755	Prbe.g_00852
OG0000928	Syag.g_02756	Prbe.g_00851
OG0000929	Syag.g_02757	Prbe.g_00850
OG0000930	Syag.g_02758	Prbe.g_00849
OG0000931	Syag.g_02759	Prbe.g_00848
OG0000932	Syag.g_02760	Prbe.g_00847
OG0000933	Syag.g_02766	Prbe.g_00843
OG0000934	Syag.g_02768	Prbe.g_00841
OG0000935	Syag.g_02769	Prbe.g_00840
OG0000936	Syag.g_02770	Prbe.g_00839
OG0000937	Syag.g_02771	Prbe.g_00838
OG0000938	Syag.g_02774	Prbe.g_00835
OG0000939	Syag.g_02775	Prbe.g_00834
OG0000940	Syag.g_02783	Prbe.g_00827
OG0000941	Syag.g_02785	Prbe.g_00825
OG0000942	Syag.g_02787	Prbe.g_00823
OG0000943	Syag.g_02788	Prbe.g_00822
OG0000944	Syag.g_02790	Prbe.g_00820
OG0000945	Syag.g_02792	Prbe.g_00819
OG0000946	Syag.g_02797	Prbe.g_00814
OG0000947	Syag.g_02801	Prbe.g_00812
OG0000948	Syag.g_02802	Prbe.g_00811
OG0000949	Syag.g_02449	Prbe.g_00808
OG0000950	Syag.g_02436	Prbe.g_00801
OG0000951	Syag.g_02431	Prbe.g_00797
OG0000952	Syag.g_02423	Prbe.g_00793
OG0000953	Syag.g_02415	Prbe.g_00789
OG0000954	Syag.g_02409	Prbe.g_00785
OG0000955	Syag.g_02408	Prbe.g_00784
OG0000956	Syag.g_02406	Prbe.g_00782
OG0000957	Syag.g_02395	Prbe.g_00776
OG0000958	Syag.g_02394	Prbe.g_00775
OG0000959	Syag.g_02389	Prbe.g_00771
OG0000960	Syag.g_02388	Prbe.g_00770
OG0000961	Syag.g_02379	Prbe.g_00767
OG0000962	Syag.g_02377	Prbe.g_00765
OG0000963	Syag.g_02372	Prbe.g_00761
OG0000964	Syag.g_02371	Prbe.g_00760
OG0000965	Syag.g_02370	Prbe.g_00759
OG0000966	Syag.g_02362	Prbe.g_00749
OG0000967	Syag.g_02358	Prbe.g_00753
OG0000968	Syag.g_02355	Prbe.g_00755
OG0000969	Syag.g_02354	Prbe.g_00756
OG0000970	Syag.g_02353	Prbe.g_01134
OG0000971	Syag.g_02348	Prbe.g_01135
OG0000972	Syag.g_02347	Prbe.g_01136
OG0000973	Syag.g_02346	Prbe.g_01137
OG0000974	Syag.g_02345	Prbe.g_01138
OG0000975	Syag.g_02344	Prbe.g_01139
OG0000976	Syag.g_02343	Prbe.g_01140
OG0000977	Syag.g_02340	Prbe.g_01141
OG0000978	Syag.g_02338	Prbe.g_01142
OG0000979	Syag.g_02335	Prbe.g_01145
OG0000980	Syag.g_02332	Prbe.g_01147
OG0000981	Syag.g_02329	Prbe.g_01150
OG0000982	Syag.g_02127	Prbe.g_01152
OG0000983	Syag.g_02128	Prbe.g_01153
OG0000984	Syag.g_02129	Prbe.g_01154
OG0000985	Syag.g_02133	Prbe.g_01157
OG0000986	Syag.g_02138	Prbe.g_01159
OG0000987	Syag.g_02140	Prbe.g_01160
OG0000988	Syag.g_02145	Prbe.g_01163
OG0000989	Syag.g_02156	Prbe.g_01167
OG0000990	Syag.g_02169	Prbe.g_01171
OG0000991	Syag.g_02174	Prbe.g_01172
OG0000992	Syag.g_02177	Prbe.g_01175
OG0000993	Syag.g_02178	Prbe.g_01176
OG0000994	Syag.g_02181	Prbe.g_01177
OG0000995	Syag.g_02187	Prbe.g_01181
OG0000996	Syag.g_02229	Prbe.g_01182
OG0000997	Syag.g_02239	Prbe.g_01185
OG0000998	Syag.g_02241	Prbe.g_01187
OG0000999	Syag.g_02242	Prbe.g_01188
OG0001000	Syag.g_02246	Prbe.g_01191
OG0001001	Syag.g_02251	Prbe.g_01194
OG0001002	Syag.g_02258	Prbe.g_01056
OG0001003	Syag.g_02260	Prbe.g_01057
OG0001004	Syag.g_02261	Prbe.g_01058
OG0001005	Syag.g_02263	Prbe.g_01059
OG0001006	Syag.g_02270	Prbe.g_01063
OG0001007	Syag.g_02272	Prbe.g_01065
OG0001008	Syag.g_00034	Prbe.g_01935
OG0001009	Syag.g_02304	Prbe.g_00127
OG0001010	Syag.g_02305	Prbe.g_00128
OG0001011	Syag.g_02307	Prbe.g_00130
OG0001012	Syag.g_02123	Prbe.g_00144
OG0001013	Syag.g_02098	Prbe.g_00151
OG0001014	Syag.g_02084	Prbe.g_00154
OG0001015	Syag.g_02083	Prbe.g_00156
OG0001016	Syag.g_01824	Prbe.g_00178
OG0001017	Syag.g_01830	Prbe.g_00182
OG0001018	Syag.g_01832	Prbe.g_00184
OG0001019	Syag.g_01854	Prbe.g_00193
OG0001020	Syag.g_01861	Prbe.g_01630
OG0001021	Syag.g_01865	Prbe.g_01631
OG0001022	Syag.g_01870	Prbe.g_01634
OG0001023	Syag.g_01871	Prbe.g_01635
OG0001024	Syag.g_01875	Prbe.g_01639
OG0001025	Syag.g_01882	Prbe.g_01646
OG0001026	Syag.g_01894	Prbe.g_01655
OG0001027	Syag.g_01902	Prbe.g_01656
OG0001028	Syag.g_01904	Prbe.g_01658
OG0001029	Syag.g_01906	Prbe.g_01659
OG0001030	Syag.g_01927	Prbe.g_01675
OG0001031	Syag.g_02000	Prbe.g_01735
OG0001032	Syag.g_02005	Prbe.g_01736
OG0001033	Syag.g_02048	Prbe.g_01757
OG0001034	Syag.g_01784	Prbe.g_01788
OG0001035	Syag.g_02635	Prbe.g_01808
OG0001036	Syag.g_02630	Prbe.g_01812
OG0001037	Syag.g_02628	Prbe.g_01813
OG0001038	Syag.g_02600	Prbe.g_01832
OG0001039	Syag.g_02597	Prbe.g_01835
OG0001040	Syag.g_02594	Prbe.g_01837
OG0001041	Syag.g_02589	Prbe.g_01842
OG0001042	Syag.g_02564	Prbe.g_01859
OG0001043	Syag.g_02560	Prbe.g_01860
OG0001044	Syag.g_02842	Prbe.g_01891
OG0001045	Syag.g_02856	Prbe.g_01900
OG0001046	Syag.g_00836	Prbe.g_01033
OG0001047	Syag.g_00036	Prbe.g_01937
OG0001048	Syag.g_00037	Prbe.g_01938
OG0001049	Syag.g_00040	Prbe.g_01940
OG0001050	Syag.g_00041	Prbe.g_01941
OG0001051	Syag.g_00042	Prbe.g_01942
OG0001052	Syag.g_01352	Prbe.g_00662
OG0001053	Syag.g_01525	Prbe.g_00650
OG0001054	Syag.g_01506	Prbe.g_00635
OG0001055	Syag.g_01485	Prbe.g_00616
OG0001056	Syag.g_01449	Prbe.g_00599
OG0001057	Syag.g_01241	Prbe.g_00594
OG0001058	Syag.g_00271	Prbe.g_00586
OG0001059	Syag.g_00275	Prbe.g_00582
OG0001060	Syag.g_00282	Prbe.g_00576
OG0001061	Syag.g_00302	Prbe.g_00561
OG0001062	Syag.g_00304	Prbe.g_00559
OG0001063	Syag.g_00310	Prbe.g_00557
OG0001064	Syag.g_00311	Prbe.g_00556
OG0001065	Syag.g_00312	Prbe.g_00555
OG0001066	Syag.g_00313	Prbe.g_00554
OG0001067	Syag.g_00314	Prbe.g_00553
OG0001068	Syag.g_00315	Prbe.g_00552
OG0001069	Syag.g_00317	Prbe.g_00551
OG0001070	Syag.g_00321	Prbe.g_00547
OG0001071	Syag.g_00322	Prbe.g_00546
OG0001072	Syag.g_00327	Prbe.g_00544
OG0001073	Syag.g_00342	Prbe.g_00530
OG0001074	Syag.g_00467	Prbe.g_00518
OG0001075	Syag.g_00362	Prbe.g_00517
OG0001076	Syag.g_00378	Prbe.g_00510
OG0001077	Syag.g_00388	Prbe.g_00504
OG0001078	Syag.g_00411	Prbe.g_01484
OG0001079	Syag.g_00428	Prbe.g_01472
OG0001080	Syag.g_00495	Prbe.g_01466
OG0001081	Syag.g_00551	Prbe.g_01464
OG0001082	Syag.g_00552	Prbe.g_01463
OG0001083	Syag.g_00565	Prbe.g_01458
OG0001084	Syag.g_00569	Prbe.g_01457
OG0001085	Syag.g_00592	Prbe.g_00444
OG0001086	Syag.g_00594	Prbe.g_00445
OG0001087	Syag.g_01018	Prbe.g_00463
OG0001088	Syag.g_01016	Prbe.g_00464
OG0001089	Syag.g_00986	Prbe.g_01205
OG0001090	Syag.g_00922	Prbe.g_01215
OG0001091	Syag.g_00919	Prbe.g_01437
OG0001092	Syag.g_00917	Prbe.g_01436
OG0001093	Syag.g_00910	Prbe.g_01431
OG0001094	Syag.g_00661	Prbe.g_01438
OG0001095	Syag.g_00681	Prbe.g_01235
OG0001096	Syag.g_00703	Prbe.g_01249
OG0001097	Syag.g_00729	Prbe.g_01269
OG0001098	Syag.g_00744	Prbe.g_01288
OG0001099	Syag.g_01905	Prbe.g_00110
OG0001101	Syag.g_00603	Prbe.g_00411
OG0001102	Syag.g_00606	Prbe.g_00414
OG0001103	Syag.g_00608	Prbe.g_00416
OG0001104	Syag.g_00642	Prbe.g_00439
OG0001105	Syag.g_00646	Prbe.g_00443
OG0001106	Syag.g_00796	Prbe.g_01341
OG0001107	Syag.g_00808	Prbe.g_01348
OG0001108	Syag.g_00817	Prbe.g_01352
OG0001109	Syag.g_00819	Prbe.g_01353
OG0001110	Syag.g_00821	Prbe.g_01355
OG0001111	Syag.g_00823	Prbe.g_01356
OG0001112	Syag.g_00825	Prbe.g_01357
OG0001113	Syag.g_00826	Prbe.g_01358
OG0001114	Syag.g_00827	Prbe.g_01359
OG0001115	Syag.g_00831	Prbe.g_01361
OG0001116	Syag.g_00833	Prbe.g_01362
OG0001117	Syag.g_00834	Prbe.g_01363
OG0001118	Syag.g_00835	Prbe.g_01364
OG0001119	Syag.g_00837	Prbe.g_01365
