Orthogroup	Syag	Prbd
OG0000560	Syag.g_00276	Prbd.g_00688
OG0000561	Syag.g_00277	Prbd.g_00687
OG0000562	Syag.g_00278	Prbd.g_00686
OG0000563	Syag.g_00279	Prbd.g_00685
OG0000564	Syag.g_00280	Prbd.g_00684
OG0000565	Syag.g_00284	Prbd.g_00681
OG0000566	Syag.g_00288	Prbd.g_00679
OG0000567	Syag.g_00292	Prbd.g_00675
OG0000568	Syag.g_00295	Prbd.g_00674
OG0000569	Syag.g_00296	Prbd.g_00673
OG0000570	Syag.g_00297	Prbd.g_00672
OG0000571	Syag.g_00301	Prbd.g_00670
OG0000572	Syag.g_00320, Syag.g_00251	Prbd.g_00657
OG0000573	Syag.g_00329	Prbd.g_00652
OG0000574	Syag.g_00330	Prbd.g_00651
OG0000575	Syag.g_00335	Prbd.g_00647
OG0000576	Syag.g_00337	Prbd.g_00645
OG0000577	Syag.g_00338	Prbd.g_00644
OG0000578	Syag.g_00339	Prbd.g_00643
OG0000579	Syag.g_00340	Prbd.g_00642
OG0000580	Syag.g_00341	Prbd.g_00641
OG0000581	Syag.g_00348	Prbd.g_00639
OG0000582	Syag.g_00353	Prbd.g_00636
OG0000583	Syag.g_00354	Prbd.g_00635
OG0000584	Syag.g_00355	Prbd.g_00634
OG0000585	Syag.g_00357	Prbd.g_00632
OG0000586	Syag.g_00358	Prbd.g_00631
OG0000587	Syag.g_00360	Prbd.g_00630
OG0000588	Syag.g_00371	Prbd.g_00626
OG0000589	Syag.g_00375	Prbd.g_00623
OG0000590	Syag.g_00376	Prbd.g_00622
OG0000591	Syag.g_00383	Prbd.g_00619
OG0000592	Syag.g_00384	Prbd.g_00618
OG0000593	Syag.g_00406	Prbd.g_00612
OG0000594	Syag.g_00407	Prbd.g_00611
OG0000595	Syag.g_00408	Prbd.g_00610
OG0000596	Syag.g_00413	Prbd.g_00606
OG0000597	Syag.g_00416	Prbd.g_00604
OG0000598	Syag.g_00417	Prbd.g_00603
OG0000599	Syag.g_00424	Prbd.g_00600
OG0000600	Syag.g_00425	Prbd.g_00599
OG0000601	Syag.g_00426	Prbd.g_00598
OG0000602	Syag.g_00431	Prbd.g_00596
OG0000603	Syag.g_00432	Prbd.g_00595
OG0000604	Syag.g_00434	Prbd.g_00594
OG0000605	Syag.g_00522	Prbd.g_00593
OG0000606	Syag.g_00550	Prbd.g_00590
OG0000607	Syag.g_00553	Prbd.g_00587
OG0000608	Syag.g_00554	Prbd.g_00586
OG0000609	Syag.g_00556	Prbd.g_00585
OG0000610	Syag.g_00580	Prbd.g_00580
OG0000611	Syag.g_00583	Prbd.g_00577
OG0000612	Syag.g_00584	Prbd.g_00576
OG0000613	Syag.g_02533	Prbd.g_00571
OG0000614	Syag.g_01004	Prbd.g_00552
OG0000615	Syag.g_00630	Prbd.g_00544
OG0000616	Syag.g_02255	Prbd.g_00540
OG0000617	Syag.g_00915	Prbd.g_00013
OG0000618	Syag.g_00914	Prbd.g_00014
OG0000619	Syag.g_00913	Prbd.g_00015
OG0000620	Syag.g_00906	Prbd.g_00018
OG0000621	Syag.g_00905	Prbd.g_00019
OG0000622	Syag.g_00904	Prbd.g_00020
OG0000623	Syag.g_00903	Prbd.g_00021
OG0000624	Syag.g_00901	Prbd.g_00022
OG0000625	Syag.g_00900	Prbd.g_00023
OG0000626	Syag.g_00899	Prbd.g_00024
OG0000627	Syag.g_00756	Prbd.g_00025
OG0000628	Syag.g_00757	Prbd.g_00026
OG0000629	Syag.g_00761	Prbd.g_00027
OG0000630	Syag.g_00765	Prbd.g_00030
OG0000631	Syag.g_00772	Prbd.g_00093
OG0000632	Syag.g_00773	Prbd.g_00094
OG0000633	Syag.g_00774	Prbd.g_00095
OG0000634	Syag.g_00663	Prbd.g_00098
OG0000635	Syag.g_00664	Prbd.g_00099
OG0000636	Syag.g_00666	Prbd.g_00101
OG0000637	Syag.g_00668	Prbd.g_00103
OG0000638	Syag.g_00669	Prbd.g_00104
OG0000639	Syag.g_00670	Prbd.g_00105
OG0000640	Syag.g_00671	Prbd.g_00106
OG0000641	Syag.g_00675	Prbd.g_00110
OG0000642	Syag.g_00676	Prbd.g_00111
OG0000643	Syag.g_00677	Prbd.g_00112
OG0000644	Syag.g_00678	Prbd.g_00113
OG0000645	Syag.g_00680	Prbd.g_00114
OG0000646	Syag.g_00683	Prbd.g_00116
OG0000647	Syag.g_00685	Prbd.g_00117
OG0000648	Syag.g_00694	Prbd.g_00119
OG0000649	Syag.g_00695	Prbd.g_00120
OG0000650	Syag.g_00696	Prbd.g_00121
OG0000651	Syag.g_00697	Prbd.g_00122
OG0000652	Syag.g_00698	Prbd.g_00123
OG0000653	Syag.g_00700	Prbd.g_00125
OG0000654	Syag.g_00701	Prbd.g_00126
OG0000655	Syag.g_00702	Prbd.g_00127
OG0000656	Syag.g_00705	Prbd.g_00130
OG0000657	Syag.g_00719	Prbd.g_00138
OG0000658	Syag.g_00721	Prbd.g_00139
OG0000659	Syag.g_00722	Prbd.g_00140
OG0000660	Syag.g_00726	Prbd.g_00144
OG0000661	Syag.g_00728	Prbd.g_00146
OG0000662	Syag.g_00730	Prbd.g_00148
OG0000663	Syag.g_00733	Prbd.g_00150
OG0000664	Syag.g_00734	Prbd.g_00151
OG0000665	Syag.g_00456	Prbd.g_00155
OG0000666	Syag.g_00445	Prbd.g_00156
OG0000667	Syag.g_00574	Prbd.g_00160
OG0000668	Syag.g_00868	Prbd.g_00190
OG0000669	Syag.g_00600	Prbd.g_00197
OG0000670	Syag.g_00399	Prbd.g_00199
OG0000671	Syag.g_00604	Prbd.g_00201
OG0000672	Syag.g_00607	Prbd.g_00204
OG0000673	Syag.g_00610	Prbd.g_00207
OG0000674	Syag.g_00612	Prbd.g_00209
OG0000675	Syag.g_00613	Prbd.g_00210
OG0000676	Syag.g_00615	Prbd.g_00212
OG0000677	Syag.g_00616	Prbd.g_00213
OG0000678	Syag.g_00622	Prbd.g_00215
OG0000679	Syag.g_00633	Prbd.g_00219
OG0000680	Syag.g_00634	Prbd.g_00220
OG0000681	Syag.g_00637	Prbd.g_00222
OG0000682	Syag.g_00638	Prbd.g_00223
OG0000683	Syag.g_00639	Prbd.g_00224
OG0000684	Syag.g_00641	Prbd.g_00226
OG0000685	Syag.g_00643	Prbd.g_00228
OG0000686	Syag.g_00644	Prbd.g_00229
OG0000687	Syag.g_00645	Prbd.g_00230
OG0000688	Syag.g_00651	Prbd.g_00233
OG0000689	Syag.g_00653	Prbd.g_00234
OG0000690	Syag.g_00654	Prbd.g_00235
OG0000691	Syag.g_00655	Prbd.g_00236
OG0000692	Syag.g_00656	Prbd.g_00238
OG0000693	Syag.g_00658	Prbd.g_00239
OG0000694	Syag.g_00659	Prbd.g_00240
OG0000695	Syag.g_00776	Prbd.g_00242
OG0000696	Syag.g_00777	Prbd.g_00243
OG0000697	Syag.g_00778	Prbd.g_00244
OG0000698	Syag.g_00781	Prbd.g_00247
OG0000699	Syag.g_00782	Prbd.g_00248
OG0000700	Syag.g_00783	Prbd.g_00249
OG0000701	Syag.g_00784	Prbd.g_00250
OG0000702	Syag.g_00792	Prbd.g_00252
OG0000703	Syag.g_00793	Prbd.g_00253
OG0000704	Syag.g_00795	Prbd.g_00254
OG0000705	Syag.g_00802	Prbd.g_00258
OG0000706	Syag.g_00803	Prbd.g_00259
OG0000707	Syag.g_00804	Prbd.g_00260
OG0000708	Syag.g_00807	Prbd.g_00261
OG0000709	Syag.g_00816	Prbd.g_00265
OG0000710	Syag.g_00820	Prbd.g_00268
OG0000711	Syag.g_00848	Prbd.g_00285
OG0000712	Syag.g_00850	Prbd.g_00287
OG0000713	Syag.g_00851	Prbd.g_00288
OG0000714	Syag.g_00853	Prbd.g_00289
OG0000715	Syag.g_00855	Prbd.g_00291
OG0000716	Syag.g_00859	Prbd.g_00293
OG0000717	Syag.g_00860	Prbd.g_00294
OG0000718	Syag.g_00864	Prbd.g_00309
OG0000719	Syag.g_00866	Prbd.g_00311
OG0000720	Syag.g_00880	Prbd.g_00320
OG0000721	Syag.g_00882	Prbd.g_00322
OG0000722	Syag.g_00883	Prbd.g_00323
OG0000723	Syag.g_00897	Prbd.g_00326
OG0000724	Syag.g_00967	Prbd.g_00335
OG0000725	Syag.g_00978	Prbd.g_00341
OG0000726	Syag.g_00979	Prbd.g_00342
OG0000727	Syag.g_00980	Prbd.g_00343
OG0000728	Syag.g_00982	Prbd.g_00345
OG0000729	Syag.g_02376	Prbd.g_00391
OG0000730	Syag.g_02840	Prbd.g_00395
OG0000731	Syag.g_02853	Prbd.g_00399
OG0000732	Syag.g_02331	Prbd.g_00408
OG0000733	Syag.g_00145	Prbd.g_00428
OG0000734	Syag.g_01892	Prbd.g_00453
OG0000735	Syag.g_01159	Prbd.g_00455
OG0000736	Syag.g_01158	Prbd.g_00456
OG0000737	Syag.g_01157	Prbd.g_00457
OG0000738	Syag.g_01152	Prbd.g_00461
OG0000739	Syag.g_01149	Prbd.g_00462
OG0000740	Syag.g_01148	Prbd.g_00463
OG0000741	Syag.g_01145	Prbd.g_00464
OG0000742	Syag.g_01142	Prbd.g_00467
OG0000743	Syag.g_01140	Prbd.g_00469
OG0000744	Syag.g_01139	Prbd.g_00470
OG0000745	Syag.g_01137	Prbd.g_00471
OG0000746	Syag.g_01135	Prbd.g_00473
OG0000747	Syag.g_01134	Prbd.g_00474
OG0000748	Syag.g_01122	Prbd.g_00477
OG0000749	Syag.g_01121	Prbd.g_00478
OG0000750	Syag.g_01120	Prbd.g_00479
OG0000751	Syag.g_01114	Prbd.g_00481
OG0000752	Syag.g_01112	Prbd.g_00483
OG0000753	Syag.g_01109	Prbd.g_00486
OG0000754	Syag.g_01103	Prbd.g_00489
OG0000755	Syag.g_01092	Prbd.g_00492
OG0000756	Syag.g_01091	Prbd.g_00493
OG0000757	Syag.g_01084	Prbd.g_00499
OG0000758	Syag.g_01083	Prbd.g_00500
OG0000759	Syag.g_01082	Prbd.g_00501
OG0000760	Syag.g_01081	Prbd.g_00502
OG0000761	Syag.g_01080	Prbd.g_00503
OG0000762	Syag.g_01078	Prbd.g_00504
OG0000763	Syag.g_01076	Prbd.g_00506
OG0000764	Syag.g_01075	Prbd.g_00507
OG0000765	Syag.g_01056	Prbd.g_00516
OG0000766	Syag.g_01055	Prbd.g_00517
OG0000767	Syag.g_01053	Prbd.g_00519
OG0000768	Syag.g_01052	Prbd.g_00520
OG0000769	Syag.g_01047	Prbd.g_00522
OG0000770	Syag.g_01043	Prbd.g_00524
OG0000771	Syag.g_00959	Prbd.g_01921
OG0000772	Syag.g_02043	Prbd.g_01858
OG0000773	Syag.g_01168	Prbd.g_01810
OG0000774	Syag.g_01182	Prbd.g_01808
OG0000775	Syag.g_01185	Prbd.g_01806
OG0000776	Syag.g_01186	Prbd.g_01805
OG0000777	Syag.g_01187	Prbd.g_01804
OG0000778	Syag.g_01188	Prbd.g_01803
OG0000779	Syag.g_01194	Prbd.g_01799
OG0000780	Syag.g_01217	Prbd.g_01798
OG0000781	Syag.g_01221	Prbd.g_01795
OG0000782	Syag.g_01222	Prbd.g_01794
OG0000783	Syag.g_01223	Prbd.g_01793
OG0000784	Syag.g_01224	Prbd.g_01792
OG0000785	Syag.g_01226	Prbd.g_01790
OG0000786	Syag.g_01235	Prbd.g_01788
OG0000787	Syag.g_01236	Prbd.g_01787
OG0000788	Syag.g_00427	Prbd.g_01777
OG0000789	Syag.g_00453	Prbd.g_01774
OG0000790	Syag.g_01542	Prbd.g_01759
OG0000791	Syag.g_01544	Prbd.g_01757
OG0000792	Syag.g_01545	Prbd.g_01756
OG0000793	Syag.g_01550	Prbd.g_01753
OG0000794	Syag.g_01551	Prbd.g_01752
OG0000795	Syag.g_01552	Prbd.g_01751
OG0000796	Syag.g_01556	Prbd.g_01747
OG0000797	Syag.g_01557	Prbd.g_01746
OG0000799	Syag.g_01278	Prbd.g_01707
OG0000800	Syag.g_01280	Prbd.g_01706
OG0000801	Syag.g_01285	Prbd.g_01705
OG0000802	Syag.g_01293	Prbd.g_01703
OG0000803	Syag.g_01321	Prbd.g_01701
OG0000804	Syag.g_01438	Prbd.g_01700
OG0000805	Syag.g_01433	Prbd.g_01698
OG0000806	Syag.g_01429	Prbd.g_01696
OG0000807	Syag.g_01428	Prbd.g_01695
OG0000808	Syag.g_01427	Prbd.g_01694
OG0000809	Syag.g_01423	Prbd.g_01691
OG0000810	Syag.g_01422	Prbd.g_01690
OG0000811	Syag.g_01413	Prbd.g_01686
OG0000812	Syag.g_01411	Prbd.g_01684
OG0000813	Syag.g_01410	Prbd.g_01683
OG0000814	Syag.g_01408	Prbd.g_01681
OG0000815	Syag.g_01407	Prbd.g_01680
OG0000816	Syag.g_01405	Prbd.g_01678
OG0000817	Syag.g_01404	Prbd.g_01677
OG0000818	Syag.g_01400	Prbd.g_01672
OG0000819	Syag.g_01399	Prbd.g_01671
OG0000820	Syag.g_01398	Prbd.g_01670
OG0000821	Syag.g_01388	Prbd.g_01666
OG0000822	Syag.g_01386	Prbd.g_01665
OG0000823	Syag.g_01385	Prbd.g_01664
OG0000824	Syag.g_01379	Prbd.g_01661
OG0000825	Syag.g_01378	Prbd.g_01660
OG0000826	Syag.g_01377	Prbd.g_01659
OG0000827	Syag.g_01376	Prbd.g_01658
OG0000828	Syag.g_01373	Prbd.g_01655
OG0000829	Syag.g_01372	Prbd.g_01654
OG0000830	Syag.g_01371	Prbd.g_01653
OG0000831	Syag.g_01367	Prbd.g_01651
OG0000832	Syag.g_01614	Prbd.g_01645
OG0000833	Syag.g_01628	Prbd.g_01637
OG0000834	Syag.g_01632	Prbd.g_01636
OG0000835	Syag.g_01633	Prbd.g_01635
OG0000836	Syag.g_01637	Prbd.g_01634
OG0000837	Syag.g_01638	Prbd.g_01633
OG0000838	Syag.g_01642	Prbd.g_01631
OG0000839	Syag.g_01643	Prbd.g_01630
OG0000840	Syag.g_01644	Prbd.g_01629
OG0000841	Syag.g_01645	Prbd.g_01628
OG0000842	Syag.g_01646	Prbd.g_01627
OG0000843	Syag.g_01647	Prbd.g_01626
OG0000844	Syag.g_01649	Prbd.g_01625
OG0000845	Syag.g_01650	Prbd.g_01624
OG0000846	Syag.g_01651	Prbd.g_01623
OG0000847	Syag.g_01652	Prbd.g_01622
OG0000848	Syag.g_01654	Prbd.g_01621
OG0000849	Syag.g_01655	Prbd.g_01620
OG0000850	Syag.g_01657	Prbd.g_01617
OG0000851	Syag.g_01663	Prbd.g_01616
OG0000852	Syag.g_01664	Prbd.g_01615
OG0000853	Syag.g_01668	Prbd.g_01611
OG0000854	Syag.g_01670	Prbd.g_01609
OG0000855	Syag.g_01671	Prbd.g_01608
OG0000856	Syag.g_00386	Prbd.g_01593
OG0000857	Syag.g_00684	Prbd.g_01566
OG0000858	Syag.g_01677	Prbd.g_01531
OG0000859	Syag.g_01678	Prbd.g_01530
OG0000860	Syag.g_01689	Prbd.g_01523
OG0000861	Syag.g_01690	Prbd.g_01522
OG0000862	Syag.g_01693	Prbd.g_01521
OG0000863	Syag.g_01695	Prbd.g_01519
OG0000864	Syag.g_01696	Prbd.g_01518
OG0000865	Syag.g_01697	Prbd.g_01517
OG0000866	Syag.g_01698	Prbd.g_01516
OG0000867	Syag.g_01699	Prbd.g_01515
OG0000868	Syag.g_01707	Prbd.g_01514
OG0000869	Syag.g_01711	Prbd.g_01510
OG0000870	Syag.g_01716	Prbd.g_01505
OG0000871	Syag.g_01717	Prbd.g_01504
OG0000872	Syag.g_01723	Prbd.g_01503
OG0000873	Syag.g_01726	Prbd.g_01500
OG0000874	Syag.g_01729	Prbd.g_01497
OG0000875	Syag.g_01731	Prbd.g_01496
OG0000876	Syag.g_01732	Prbd.g_01495
OG0000877	Syag.g_01734	Prbd.g_01493
OG0000878	Syag.g_01735	Prbd.g_01492
OG0000879	Syag.g_02356	Prbd.g_01491
OG0000880	Syag.g_01736	Prbd.g_01490
OG0000881	Syag.g_01741	Prbd.g_01486
OG0000882	Syag.g_01746	Prbd.g_01481
OG0000883	Syag.g_01749	Prbd.g_01479
OG0000884	Syag.g_01751	Prbd.g_01477
OG0000885	Syag.g_01752	Prbd.g_01476
OG0000886	Syag.g_01753	Prbd.g_01475
OG0000887	Syag.g_01754	Prbd.g_01474
OG0000888	Syag.g_01756	Prbd.g_01472
OG0000889	Syag.g_01758	Prbd.g_01470
OG0000890	Syag.g_01761	Prbd.g_01469
OG0000891	Syag.g_01762	Prbd.g_01468
OG0000892	Syag.g_01765	Prbd.g_01466
OG0000893	Syag.g_02688	Prbd.g_01463
OG0000894	Syag.g_02691	Prbd.g_01461
OG0000895	Syag.g_02695	Prbd.g_01458
OG0000896	Syag.g_02696	Prbd.g_01457
OG0000897	Syag.g_02699	Prbd.g_01455
OG0000898	Syag.g_02700	Prbd.g_01454
OG0000899	Syag.g_02701	Prbd.g_01453
OG0000900	Syag.g_02702	Prbd.g_01452
OG0000901	Syag.g_02707	Prbd.g_01449
OG0000902	Syag.g_02709	Prbd.g_01447
OG0000903	Syag.g_02724	Prbd.g_01444
OG0000904	Syag.g_02718	Prbd.g_01442
OG0000905	Syag.g_02714	Prbd.g_01437
OG0000906	Syag.g_02711	Prbd.g_01436
OG0000907	Syag.g_02727	Prbd.g_01433
OG0000908	Syag.g_02730	Prbd.g_01430
OG0000909	Syag.g_02731	Prbd.g_01429
OG0000910	Syag.g_02732	Prbd.g_01428
OG0000911	Syag.g_02734	Prbd.g_01426
OG0000912	Syag.g_02735	Prbd.g_01425
OG0000913	Syag.g_02736	Prbd.g_01424
OG0000914	Syag.g_02737	Prbd.g_01423
OG0000915	Syag.g_02739	Prbd.g_01422
OG0000916	Syag.g_02740	Prbd.g_01421
OG0000917	Syag.g_02741	Prbd.g_01420
OG0000918	Syag.g_02742	Prbd.g_01419
OG0000919	Syag.g_02743	Prbd.g_01418
OG0000920	Syag.g_02744	Prbd.g_01417
OG0000921	Syag.g_02745	Prbd.g_01416
OG0000922	Syag.g_02746	Prbd.g_01415
OG0000923	Syag.g_02750	Prbd.g_01411
OG0000924	Syag.g_02751	Prbd.g_01410
OG0000925	Syag.g_02752	Prbd.g_01409
OG0000926	Syag.g_02753	Prbd.g_01408
OG0000927	Syag.g_02755	Prbd.g_01406
OG0000928	Syag.g_02756	Prbd.g_01405
OG0000929	Syag.g_02757	Prbd.g_01404
OG0000930	Syag.g_02758	Prbd.g_01403
OG0000931	Syag.g_02759	Prbd.g_01402
OG0000932	Syag.g_02760	Prbd.g_01401
OG0000933	Syag.g_02766	Prbd.g_01397
OG0000934	Syag.g_02768	Prbd.g_01395
OG0000935	Syag.g_02769	Prbd.g_01394
OG0000936	Syag.g_02770	Prbd.g_01393
OG0000937	Syag.g_02771	Prbd.g_01392
OG0000938	Syag.g_02774	Prbd.g_01390
OG0000939	Syag.g_02775	Prbd.g_01389
OG0000940	Syag.g_02783	Prbd.g_01382
OG0000941	Syag.g_02785	Prbd.g_01380
OG0000942	Syag.g_02787	Prbd.g_01378
OG0000943	Syag.g_02788	Prbd.g_01377
OG0000944	Syag.g_02790	Prbd.g_01376
OG0000945	Syag.g_02792	Prbd.g_01375
OG0000946	Syag.g_02797	Prbd.g_01371
OG0000947	Syag.g_02801	Prbd.g_01369
OG0000948	Syag.g_02802	Prbd.g_01368
OG0000949	Syag.g_02449	Prbd.g_01365
OG0000950	Syag.g_02436	Prbd.g_01360
OG0000951	Syag.g_02431	Prbd.g_01356
OG0000952	Syag.g_02423	Prbd.g_01352
OG0000953	Syag.g_02415	Prbd.g_01349
OG0000954	Syag.g_02409	Prbd.g_01345
OG0000955	Syag.g_02408	Prbd.g_01344
OG0000956	Syag.g_02406	Prbd.g_01342
OG0000957	Syag.g_02395	Prbd.g_01337
OG0000958	Syag.g_02394	Prbd.g_01336
OG0000959	Syag.g_02389	Prbd.g_01332
OG0000960	Syag.g_02388	Prbd.g_01331
OG0000961	Syag.g_02379	Prbd.g_01329
OG0000962	Syag.g_02377	Prbd.g_01327
OG0000963	Syag.g_02372	Prbd.g_01323
OG0000964	Syag.g_02371	Prbd.g_01321
OG0000965	Syag.g_02370	Prbd.g_01320
OG0000966	Syag.g_02362	Prbd.g_01312
OG0000967	Syag.g_02358	Prbd.g_01308
OG0000968	Syag.g_02355	Prbd.g_01306
OG0000969	Syag.g_02354	Prbd.g_01305
OG0000970	Syag.g_02353	Prbd.g_01304
OG0000971	Syag.g_02348	Prbd.g_01303
OG0000972	Syag.g_02347	Prbd.g_01302
OG0000973	Syag.g_02346	Prbd.g_01301
OG0000974	Syag.g_02345	Prbd.g_01300
OG0000975	Syag.g_02344	Prbd.g_01299
OG0000976	Syag.g_02343	Prbd.g_01298
OG0000977	Syag.g_02340	Prbd.g_01297
OG0000978	Syag.g_02338	Prbd.g_01296
OG0000979	Syag.g_02335	Prbd.g_01293
OG0000980	Syag.g_02332	Prbd.g_01291
OG0000981	Syag.g_02329	Prbd.g_01289
OG0000982	Syag.g_02127	Prbd.g_01287
OG0000983	Syag.g_02128	Prbd.g_01286
OG0000984	Syag.g_02129	Prbd.g_01285
OG0000985	Syag.g_02133	Prbd.g_01282
OG0000986	Syag.g_02138	Prbd.g_01280
OG0000987	Syag.g_02140	Prbd.g_01279
OG0000988	Syag.g_02145	Prbd.g_01276
OG0000989	Syag.g_02156	Prbd.g_01273
OG0000990	Syag.g_02169	Prbd.g_01270
OG0000991	Syag.g_02174	Prbd.g_01269
OG0000992	Syag.g_02177	Prbd.g_01267
OG0000993	Syag.g_02178	Prbd.g_01266
OG0000994	Syag.g_02181	Prbd.g_01265
OG0000995	Syag.g_02187	Prbd.g_01261
OG0000996	Syag.g_02229	Prbd.g_01260
OG0000997	Syag.g_02239	Prbd.g_01259
OG0000998	Syag.g_02241	Prbd.g_01257
OG0000999	Syag.g_02242	Prbd.g_01256
OG0001000	Syag.g_02246	Prbd.g_01253
OG0001001	Syag.g_02251	Prbd.g_01251
OG0001002	Syag.g_02258	Prbd.g_01247
OG0001003	Syag.g_02260	Prbd.g_01245
OG0001004	Syag.g_02261	Prbd.g_01244
OG0001005	Syag.g_02263	Prbd.g_01243
OG0001006	Syag.g_02270	Prbd.g_01239
OG0001007	Syag.g_02272	Prbd.g_01237
OG0001008	Syag.g_00034	Prbd.g_00805
OG0001009	Syag.g_02304	Prbd.g_01210
OG0001010	Syag.g_02305	Prbd.g_01209
OG0001011	Syag.g_02307	Prbd.g_01208
OG0001012	Syag.g_02123	Prbd.g_01195
OG0001013	Syag.g_02098	Prbd.g_01189
OG0001014	Syag.g_02084	Prbd.g_01186
OG0001015	Syag.g_02083	Prbd.g_01185
OG0001016	Syag.g_01824	Prbd.g_01171
OG0001017	Syag.g_01830	Prbd.g_01167
OG0001018	Syag.g_01832	Prbd.g_01164
OG0001019	Syag.g_01854	Prbd.g_01155
OG0001020	Syag.g_01861	Prbd.g_01154
OG0001021	Syag.g_01865	Prbd.g_01153
OG0001022	Syag.g_01870	Prbd.g_01150
OG0001023	Syag.g_01871	Prbd.g_01149
OG0001024	Syag.g_01875	Prbd.g_01146
OG0001025	Syag.g_01882	Prbd.g_01140
OG0001026	Syag.g_01894	Prbd.g_01133
OG0001027	Syag.g_01902	Prbd.g_01132
OG0001028	Syag.g_01904	Prbd.g_01130
OG0001029	Syag.g_01906	Prbd.g_01128
OG0001030	Syag.g_01927	Prbd.g_01113
OG0001031	Syag.g_02000	Prbd.g_01054
OG0001032	Syag.g_02005	Prbd.g_01053
OG0001033	Syag.g_02048	Prbd.g_01032
OG0001034	Syag.g_01784	Prbd.g_01003
OG0001035	Syag.g_02635	Prbd.g_00985
OG0001036	Syag.g_02630	Prbd.g_00980
OG0001037	Syag.g_02628	Prbd.g_00979
OG0001038	Syag.g_02600	Prbd.g_00961
OG0001039	Syag.g_02597	Prbd.g_00958
OG0001040	Syag.g_02594	Prbd.g_00956
OG0001041	Syag.g_02589	Prbd.g_00952
OG0001042	Syag.g_02564	Prbd.g_00935
OG0001043	Syag.g_02560	Prbd.g_00934
OG0001044	Syag.g_02842	Prbd.g_00906
OG0001045	Syag.g_02856	Prbd.g_00897
OG0001046	Syag.g_00836	Prbd.g_00859
OG0001047	Syag.g_00036	Prbd.g_00803
OG0001048	Syag.g_00037	Prbd.g_00802
OG0001049	Syag.g_00040	Prbd.g_00800
OG0001050	Syag.g_00041	Prbd.g_00799
OG0001051	Syag.g_00042	Prbd.g_00798
OG0001052	Syag.g_01352	Prbd.g_00771
OG0001053	Syag.g_01525	Prbd.g_00759
OG0001054	Syag.g_01506	Prbd.g_00744
OG0001055	Syag.g_01485	Prbd.g_00725
OG0001056	Syag.g_01449	Prbd.g_00706
OG0001057	Syag.g_01241	Prbd.g_00701
OG0001058	Syag.g_00271	Prbd.g_00693
OG0001059	Syag.g_00275	Prbd.g_00689
OG0001060	Syag.g_00282	Prbd.g_00682
OG0001061	Syag.g_00302	Prbd.g_00669
OG0001062	Syag.g_00304	Prbd.g_00667
OG0001063	Syag.g_00310	Prbd.g_00665
OG0001064	Syag.g_00311	Prbd.g_00664
OG0001065	Syag.g_00312	Prbd.g_00663
OG0001066	Syag.g_00313	Prbd.g_00662
OG0001067	Syag.g_00314	Prbd.g_00661
OG0001068	Syag.g_00315	Prbd.g_00660
OG0001069	Syag.g_00317	Prbd.g_00659
OG0001070	Syag.g_00321	Prbd.g_00656
OG0001071	Syag.g_00322	Prbd.g_00655
OG0001072	Syag.g_00327	Prbd.g_00654
OG0001073	Syag.g_00342	Prbd.g_00640
OG0001074	Syag.g_00467	Prbd.g_00629
OG0001075	Syag.g_00362	Prbd.g_00628
OG0001076	Syag.g_00378	Prbd.g_00620
OG0001077	Syag.g_00388	Prbd.g_00616
OG0001078	Syag.g_00411	Prbd.g_00608
OG0001079	Syag.g_00428	Prbd.g_00597
OG0001080	Syag.g_00495	Prbd.g_00591
OG0001081	Syag.g_00551	Prbd.g_00589
OG0001082	Syag.g_00552	Prbd.g_00588
OG0001083	Syag.g_00565	Prbd.g_00583
OG0001084	Syag.g_00569	Prbd.g_00582
OG0001085	Syag.g_00592	Prbd.g_00574
OG0001086	Syag.g_00594	Prbd.g_00573
OG0001087	Syag.g_01018	Prbd.g_00556
OG0001088	Syag.g_01016	Prbd.g_00555
OG0001089	Syag.g_00986	Prbd.g_00547
OG0001090	Syag.g_00922	Prbd.g_00008
OG0001091	Syag.g_00919	Prbd.g_00010
OG0001092	Syag.g_00917	Prbd.g_00011
OG0001093	Syag.g_00910	Prbd.g_00016
OG0001094	Syag.g_00661	Prbd.g_00096
OG0001095	Syag.g_00681	Prbd.g_00115
OG0001096	Syag.g_00703	Prbd.g_00128
OG0001097	Syag.g_00729	Prbd.g_00147
OG0001098	Syag.g_00744	Prbd.g_00162
OG0001099	Syag.g_01905	Prbd.g_00194
OG0001101	Syag.g_00603	Prbd.g_00200
OG0001102	Syag.g_00606	Prbd.g_00203
OG0001103	Syag.g_00608	Prbd.g_00205
OG0001104	Syag.g_00642	Prbd.g_00227
OG0001105	Syag.g_00646	Prbd.g_00231
OG0001106	Syag.g_00796	Prbd.g_00255
OG0001107	Syag.g_00808	Prbd.g_00262
OG0001108	Syag.g_00817	Prbd.g_00266
OG0001109	Syag.g_00819	Prbd.g_00267
OG0001110	Syag.g_00821	Prbd.g_00269
OG0001111	Syag.g_00823	Prbd.g_00270
OG0001112	Syag.g_00825	Prbd.g_00271
OG0001113	Syag.g_00826	Prbd.g_00272
OG0001114	Syag.g_00827	Prbd.g_00273
OG0001115	Syag.g_00831	Prbd.g_00275
OG0001116	Syag.g_00833	Prbd.g_00276
OG0001117	Syag.g_00834	Prbd.g_00277
OG0001118	Syag.g_00835	Prbd.g_00278
OG0001119	Syag.g_00837	Prbd.g_00279
OG0001120	Syag.g_00841	Prbd.g_00281
