Orthogroup	Prav	Prbl
OG0000572	Prav.g_01248	Prbl.g_01664
OG0000573	Prav.g_01251	Prbl.g_01041
OG0000574	Prav.g_01252	Prbl.g_01032
OG0000575	Prav.g_01253	Prbl.g_01031
OG0000576	Prav.g_01254	Prbl.g_01030
OG0000577	Prav.g_01255	Prbl.g_01412
OG0000578	Prav.g_01256	Prbl.g_01411
OG0000579	Prav.g_01257	Prbl.g_01409
OG0000580	Prav.g_01258	Prbl.g_01406
OG0000581	Prav.g_01259	Prbl.g_01405
OG0000582	Prav.g_01260	Prbl.g_01404
OG0000583	Prav.g_01261	Prbl.g_01403
OG0000584	Prav.g_01262	Prbl.g_01401
OG0000585	Prav.g_01263	Prbl.g_01400
OG0000586	Prav.g_01265	Prbl.g_01398
OG0000587	Prav.g_01266	Prbl.g_01397
OG0000588	Prav.g_01268	Prbl.g_01394
OG0000589	Prav.g_01269	Prbl.g_01392
OG0000590	Prav.g_01271	Prbl.g_00891
OG0000591	Prav.g_01277	Prbl.g_01915
OG0000592	Prav.g_01278	Prbl.g_00027
OG0000593	Prav.g_01279	Prbl.g_01242
OG0000594	Prav.g_01281	Prbl.g_02295
OG0000595	Prav.g_01282	Prbl.g_01046
OG0000596	Prav.g_01283	Prbl.g_01869
OG0000597	Prav.g_01285	Prbl.g_01847
OG0000598	Prav.g_01286	Prbl.g_01853
OG0000599	Prav.g_01287	Prbl.g_01857
OG0000600	Prav.g_01288	Prbl.g_01858
OG0000601	Prav.g_01290	Prbl.g_01872
OG0000602	Prav.g_01291	Prbl.g_01873
OG0000603	Prav.g_01292	Prbl.g_01874
OG0000604	Prav.g_01293	Prbl.g_00021
OG0000605	Prav.g_01294	Prbl.g_00022
OG0000606	Prav.g_01295	Prbl.g_00024
OG0000607	Prav.g_01297	Prbl.g_00026
OG0000608	Prav.g_01298	Prbl.g_02373
OG0000609	Prav.g_01312	Prbl.g_02137
OG0000610	Prav.g_01313	Prbl.g_00120
OG0000611	Prav.g_00307	Prbl.g_02565
OG0000612	Prav.g_00308	Prbl.g_02564
OG0000613	Prav.g_00309	Prbl.g_02563
OG0000614	Prav.g_00310	Prbl.g_02562
OG0000615	Prav.g_00312	Prbl.g_02561
OG0000616	Prav.g_00313	Prbl.g_02560
OG0000617	Prav.g_00314	Prbl.g_02559
OG0000618	Prav.g_00315	Prbl.g_02558
OG0000619	Prav.g_00316	Prbl.g_02556
OG0000620	Prav.g_00317	Prbl.g_02555
OG0000621	Prav.g_00318	Prbl.g_02554
OG0000622	Prav.g_00319	Prbl.g_02553
OG0000623	Prav.g_00320	Prbl.g_02552
OG0000624	Prav.g_00321	Prbl.g_02551
OG0000625	Prav.g_00322	Prbl.g_02550
OG0000626	Prav.g_00323	Prbl.g_02549
OG0000627	Prav.g_00324	Prbl.g_02426
OG0000628	Prav.g_00325	Prbl.g_02427
OG0000629	Prav.g_00326	Prbl.g_02430
OG0000630	Prav.g_00327	Prbl.g_02431
OG0000631	Prav.g_00329	Prbl.g_02434
OG0000632	Prav.g_00343	Prbl.g_00040
OG0000633	Prav.g_00346	Prbl.g_01904
OG0000634	Prav.g_00362	Prbl.g_00534
OG0000635	Prav.g_00364	Prbl.g_02470
OG0000636	Prav.g_00365	Prbl.g_02469
OG0000637	Prav.g_00366	Prbl.g_02468
OG0000638	Prav.g_00373	Prbl.g_01195
OG0000639	Prav.g_00383	Prbl.g_01930
OG0000640	Prav.g_00385	Prbl.g_02435
OG0000641	Prav.g_00388	Prbl.g_02440
OG0000642	Prav.g_00389	Prbl.g_02441
OG0000643	Prav.g_00390	Prbl.g_02442
OG0000644	Prav.g_00391	Prbl.g_02341
OG0000645	Prav.g_00392	Prbl.g_02340
OG0000646	Prav.g_00393	Prbl.g_02339
OG0000647	Prav.g_00394	Prbl.g_02338
OG0000648	Prav.g_00396	Prbl.g_02336
OG0000649	Prav.g_00397	Prbl.g_02335
OG0000650	Prav.g_00398	Prbl.g_02334
OG0000651	Prav.g_00399	Prbl.g_02333
OG0000652	Prav.g_00400	Prbl.g_02332
OG0000653	Prav.g_00401	Prbl.g_02331
OG0000654	Prav.g_00403	Prbl.g_02329
OG0000655	Prav.g_00405	Prbl.g_02327
OG0000656	Prav.g_00406	Prbl.g_02326
OG0000657	Prav.g_00407	Prbl.g_02325
OG0000658	Prav.g_00408	Prbl.g_02324
OG0000659	Prav.g_00409	Prbl.g_02323
OG0000660	Prav.g_00410	Prbl.g_02322
OG0000661	Prav.g_00411	Prbl.g_02320
OG0000662	Prav.g_00412	Prbl.g_02317
OG0000663	Prav.g_00413	Prbl.g_02316
OG0000664	Prav.g_00414	Prbl.g_02315
OG0000665	Prav.g_00415	Prbl.g_02314
OG0000666	Prav.g_00416	Prbl.g_02313
OG0000667	Prav.g_00417	Prbl.g_02312
OG0000668	Prav.g_00418	Prbl.g_02311
OG0000669	Prav.g_00420	Prbl.g_02309
OG0000670	Prav.g_00421	Prbl.g_02308
OG0000671	Prav.g_00422	Prbl.g_02307
OG0000672	Prav.g_00423	Prbl.g_02306
OG0000673	Prav.g_00424	Prbl.g_02305
OG0000674	Prav.g_00425	Prbl.g_02304
OG0000675	Prav.g_00427	Prbl.g_01534
OG0000676	Prav.g_00428	Prbl.g_01535
OG0000677	Prav.g_00430	Prbl.g_01538
OG0000678	Prav.g_00432	Prbl.g_01540
OG0000679	Prav.g_00433	Prbl.g_01542
OG0000680	Prav.g_00434	Prbl.g_01543
OG0000681	Prav.g_00435	Prbl.g_01544
OG0000682	Prav.g_00436	Prbl.g_01545
OG0000683	Prav.g_00438	Prbl.g_01547
OG0000684	Prav.g_00439	Prbl.g_01548
OG0000685	Prav.g_00440	Prbl.g_01549
OG0000686	Prav.g_00441	Prbl.g_01550
OG0000687	Prav.g_00442	Prbl.g_01551
OG0000688	Prav.g_00443	Prbl.g_01552
OG0000689	Prav.g_00444	Prbl.g_01554
OG0000690	Prav.g_00445	Prbl.g_01555
OG0000691	Prav.g_00446	Prbl.g_01556
OG0000692	Prav.g_00448	Prbl.g_01567
OG0000693	Prav.g_00449	Prbl.g_01568
OG0000694	Prav.g_00450	Prbl.g_01571
OG0000695	Prav.g_00451	Prbl.g_01576
OG0000696	Prav.g_00452	Prbl.g_01577
OG0000697	Prav.g_00454	Prbl.g_01579
OG0000698	Prav.g_00456	Prbl.g_02423
OG0000699	Prav.g_00457	Prbl.g_02546
OG0000700	Prav.g_00483	Prbl.g_02530
OG0000701	Prav.g_00487	Prbl.g_01329
OG0000702	Prav.g_00490	Prbl.g_01588
OG0000703	Prav.g_00491	Prbl.g_02414
OG0000704	Prav.g_00492	Prbl.g_01078
OG0000705	Prav.g_00493	Prbl.g_02413
OG0000706	Prav.g_00494	Prbl.g_02412
OG0000707	Prav.g_00496	Prbl.g_02410
OG0000708	Prav.g_00497	Prbl.g_02409
OG0000709	Prav.g_00499	Prbl.g_02407
OG0000710	Prav.g_00500	Prbl.g_02406
OG0000711	Prav.g_00501	Prbl.g_02405
OG0000712	Prav.g_00502	Prbl.g_02404
OG0000713	Prav.g_00503	Prbl.g_02403
OG0000714	Prav.g_00505	Prbl.g_02395
OG0000715	Prav.g_00506	Prbl.g_02393
OG0000716	Prav.g_00508	Prbl.g_02388
OG0000717	Prav.g_00509	Prbl.g_02386
OG0000718	Prav.g_00510	Prbl.g_02383
OG0000719	Prav.g_00512	Prbl.g_02368
OG0000720	Prav.g_00513	Prbl.g_02367
OG0000721	Prav.g_00515	Prbl.g_02365
OG0000722	Prav.g_00516	Prbl.g_02364
OG0000723	Prav.g_00517	Prbl.g_02363
OG0000724	Prav.g_00519	Prbl.g_02350
OG0000725	Prav.g_00520	Prbl.g_02351
OG0000726	Prav.g_00521	Prbl.g_02352
OG0000727	Prav.g_00522	Prbl.g_02353
OG0000728	Prav.g_00523	Prbl.g_02354
OG0000729	Prav.g_00524	Prbl.g_02356
OG0000730	Prav.g_00525	Prbl.g_02359
OG0000731	Prav.g_00526	Prbl.g_02348
OG0000732	Prav.g_00527	Prbl.g_02347
OG0000733	Prav.g_00528	Prbl.g_02346
OG0000734	Prav.g_00529	Prbl.g_02345
OG0000735	Prav.g_00530	Prbl.g_02344
OG0000736	Prav.g_00531	Prbl.g_02343
OG0000737	Prav.g_00532	Prbl.g_02342
OG0000738	Prav.g_00533	Prbl.g_02443
OG0000739	Prav.g_00534	Prbl.g_02444
OG0000740	Prav.g_00535	Prbl.g_02445
OG0000741	Prav.g_00536	Prbl.g_02447
OG0000742	Prav.g_00538	Prbl.g_02449
OG0000743	Prav.g_00539	Prbl.g_02450
OG0000744	Prav.g_00540	Prbl.g_02452
OG0000745	Prav.g_00541	Prbl.g_02453
OG0000746	Prav.g_00542	Prbl.g_02454
OG0000747	Prav.g_00543	Prbl.g_01688
OG0000748	Prav.g_00544	Prbl.g_02462
OG0000749	Prav.g_00545	Prbl.g_02463
OG0000750	Prav.g_00546	Prbl.g_02465
OG0000751	Prav.g_00547	Prbl.g_02466
OG0000752	Prav.g_00548	Prbl.g_02210
OG0000753	Prav.g_00550	Prbl.g_02471
OG0000754	Prav.g_00551	Prbl.g_02472
OG0000755	Prav.g_00552	Prbl.g_02473
OG0000756	Prav.g_00553	Prbl.g_02475
OG0000757	Prav.g_00554	Prbl.g_02476
OG0000758	Prav.g_00555	Prbl.g_02477
OG0000759	Prav.g_00557	Prbl.g_02482
OG0000760	Prav.g_00558	Prbl.g_02483
OG0000761	Prav.g_00559	Prbl.g_02485
OG0000762	Prav.g_00561	Prbl.g_02487
OG0000763	Prav.g_00562	Prbl.g_02489
OG0000764	Prav.g_00563	Prbl.g_02491
OG0000765	Prav.g_00564	Prbl.g_02492
OG0000766	Prav.g_00565	Prbl.g_02493
OG0000767	Prav.g_00567	Prbl.g_02495
OG0000768	Prav.g_00568	Prbl.g_02496
OG0000769	Prav.g_00569	Prbl.g_02497
OG0000770	Prav.g_00570	Prbl.g_02498
OG0000771	Prav.g_00571	Prbl.g_02499
OG0000772	Prav.g_00572	Prbl.g_02608
OG0000773	Prav.g_00573	Prbl.g_02501
OG0000774	Prav.g_00574	Prbl.g_02503
OG0000775	Prav.g_00575	Prbl.g_02505
OG0000776	Prav.g_00577	Prbl.g_02508
OG0000777	Prav.g_00579	Prbl.g_02509
OG0000778	Prav.g_00580	Prbl.g_02510
OG0000779	Prav.g_00581	Prbl.g_02514
OG0000780	Prav.g_00583	Prbl.g_02516
OG0000781	Prav.g_00585	Prbl.g_02520
OG0000782	Prav.g_00586	Prbl.g_02521
OG0000783	Prav.g_00902	Prbl.g_02526
OG0000784	Prav.g_00904	Prbl.g_02528
OG0000785	Prav.g_00905	Prbl.g_02529
OG0000786	Prav.g_00906	Prbl.g_02531
OG0000787	Prav.g_00907	Prbl.g_02532
OG0000788	Prav.g_00911	Prbl.g_02538
OG0000789	Prav.g_00913	Prbl.g_02541
OG0000790	Prav.g_00914	Prbl.g_02209
OG0000791	Prav.g_00915	Prbl.g_02542
OG0000792	Prav.g_00916	Prbl.g_02543
OG0000793	Prav.g_00917	Prbl.g_02544
OG0000794	Prav.g_00919	Prbl.g_02547
OG0000795	Prav.g_00922	Prbl.g_00939
OG0000796	Prav.g_00923	Prbl.g_00938
OG0000797	Prav.g_00925	Prbl.g_00935
OG0000798	Prav.g_00926	Prbl.g_00934
OG0000799	Prav.g_00927	Prbl.g_00933
OG0000800	Prav.g_00928	Prbl.g_00932
OG0000801	Prav.g_00931	Prbl.g_00929
OG0000802	Prav.g_00932	Prbl.g_00928
OG0000803	Prav.g_00934	Prbl.g_00925
OG0000804	Prav.g_00935	Prbl.g_00924
OG0000805	Prav.g_00936	Prbl.g_00923
OG0000806	Prav.g_00938	Prbl.g_00922
OG0000807	Prav.g_00242	Prbl.g_02575
OG0000808	Prav.g_00252	Prbl.g_01603
OG0000809	Prav.g_00255	Prbl.g_00472
OG0000810	Prav.g_00256	Prbl.g_01686
OG0000811	Prav.g_00263	Prbl.g_02062
OG0000812	Prav.g_00004	Prbl.g_01199
OG0000813	Prav.g_00008	Prbl.g_01208
OG0000814	Prav.g_00010	Prbl.g_00687
OG0000815	Prav.g_00019	Prbl.g_01621
OG0000816	Prav.g_00034	Prbl.g_02197
OG0000817	Prav.g_00035	Prbl.g_02203
OG0000818	Prav.g_00039	Prbl.g_01931
OG0000819	Prav.g_00046	Prbl.g_00694
OG0000820	Prav.g_00050	Prbl.g_00545
OG0000821	Prav.g_00052	Prbl.g_02066
OG0000822	Prav.g_00053	Prbl.g_02067
OG0000823	Prav.g_00054	Prbl.g_02068
OG0000824	Prav.g_00055	Prbl.g_02069
OG0000825	Prav.g_00056	Prbl.g_02071
OG0000826	Prav.g_00057	Prbl.g_02072
OG0000827	Prav.g_00058	Prbl.g_02075
OG0000828	Prav.g_00059	Prbl.g_02077
OG0000829	Prav.g_00060	Prbl.g_02078
OG0000830	Prav.g_00061	Prbl.g_02081
OG0000831	Prav.g_00064	Prbl.g_02083
OG0000832	Prav.g_00066	Prbl.g_02085
OG0000833	Prav.g_00067	Prbl.g_02086
OG0000834	Prav.g_00068	Prbl.g_02088
OG0000835	Prav.g_00069	Prbl.g_02089
OG0000836	Prav.g_00070	Prbl.g_02090
OG0000837	Prav.g_00072	Prbl.g_02100
OG0000838	Prav.g_00073	Prbl.g_02102
OG0000839	Prav.g_00074	Prbl.g_02103
OG0000840	Prav.g_00075	Prbl.g_02104
OG0000841	Prav.g_00076	Prbl.g_02105
OG0000842	Prav.g_00077	Prbl.g_00178
OG0000843	Prav.g_01868	Prbl.g_00179
OG0000844	Prav.g_01867	Prbl.g_00180
OG0000845	Prav.g_01866	Prbl.g_00181
OG0000846	Prav.g_01863	Prbl.g_00184
OG0000847	Prav.g_01861	Prbl.g_00185
OG0000848	Prav.g_01860	Prbl.g_01379
OG0000849	Prav.g_01859	Prbl.g_01382
OG0000850	Prav.g_01858	Prbl.g_01383
OG0000851	Prav.g_01857	Prbl.g_01120
OG0000852	Prav.g_01855	Prbl.g_01118
OG0000853	Prav.g_01854	Prbl.g_01116
OG0000854	Prav.g_01852	Prbl.g_01114
OG0000855	Prav.g_01851	Prbl.g_01113
OG0000856	Prav.g_01850	Prbl.g_01112
OG0000857	Prav.g_01849	Prbl.g_01111
OG0000858	Prav.g_01848	Prbl.g_01110
OG0000859	Prav.g_01847	Prbl.g_01109
OG0000860	Prav.g_01846	Prbl.g_01108
OG0000861	Prav.g_01845	Prbl.g_01377
OG0000862	Prav.g_01844	Prbl.g_01376
OG0000863	Prav.g_01843	Prbl.g_01375
OG0000864	Prav.g_01842	Prbl.g_01374
OG0000865	Prav.g_01841	Prbl.g_01372
OG0000866	Prav.g_01840	Prbl.g_02579
OG0000867	Prav.g_01839	Prbl.g_02580
OG0000868	Prav.g_01838	Prbl.g_02582
OG0000869	Prav.g_01836	Prbl.g_02585
OG0000870	Prav.g_01835	Prbl.g_02586
OG0000871	Prav.g_01833	Prbl.g_02590
OG0000872	Prav.g_01832	Prbl.g_02591
OG0000873	Prav.g_01830	Prbl.g_02593
OG0000874	Prav.g_01829	Prbl.g_02594
OG0000875	Prav.g_01828	Prbl.g_00187
OG0000876	Prav.g_01827	Prbl.g_00186
OG0000877	Prav.g_01825	Prbl.g_01103
OG0000878	Prav.g_01409	Prbl.g_00461
OG0000879	Prav.g_01427	Prbl.g_00115
OG0000880	Prav.g_01428	Prbl.g_00114
OG0000881	Prav.g_01429	Prbl.g_00113
OG0000882	Prav.g_01430	Prbl.g_01711
OG0000883	Prav.g_01431	Prbl.g_01713
OG0000884	Prav.g_01433	Prbl.g_01715
OG0000885	Prav.g_01434	Prbl.g_01716
OG0000886	Prav.g_01435	Prbl.g_01717
OG0000887	Prav.g_01436	Prbl.g_01718
OG0000888	Prav.g_01437	Prbl.g_01719
OG0000889	Prav.g_01440	Prbl.g_01723
OG0000890	Prav.g_01441	Prbl.g_01726
OG0000891	Prav.g_01442	Prbl.g_01727
OG0000892	Prav.g_01444	Prbl.g_01730
OG0000893	Prav.g_01445	Prbl.g_01731
OG0000894	Prav.g_01446	Prbl.g_01732
OG0000895	Prav.g_01447	Prbl.g_01733
OG0000896	Prav.g_01448	Prbl.g_01734
OG0000897	Prav.g_01449	Prbl.g_01735
OG0000898	Prav.g_01451	Prbl.g_01738
OG0000899	Prav.g_01452	Prbl.g_01739
OG0000900	Prav.g_01455	Prbl.g_00722
OG0000901	Prav.g_01459	Prbl.g_01333
OG0000902	Prav.g_01460	Prbl.g_00658
OG0000903	Prav.g_01461	Prbl.g_01572
OG0000904	Prav.g_01463	Prbl.g_01695
OG0000905	Prav.g_01465	Prbl.g_00926
OG0000906	Prav.g_01467	Prbl.g_02577
OG0000907	Prav.g_01468	Prbl.g_01586
OG0000908	Prav.g_01471	Prbl.g_00409
OG0000909	Prav.g_01475	Prbl.g_00501
OG0000910	Prav.g_01476	Prbl.g_00500
OG0000911	Prav.g_01477	Prbl.g_00499
OG0000912	Prav.g_01478	Prbl.g_00498
OG0000913	Prav.g_01479	Prbl.g_00497
OG0000914	Prav.g_01480	Prbl.g_00496
OG0000915	Prav.g_01481	Prbl.g_00495
OG0000916	Prav.g_01482	Prbl.g_00494
OG0000917	Prav.g_01483	Prbl.g_00492
OG0000918	Prav.g_01484	Prbl.g_00491
OG0000919	Prav.g_01485	Prbl.g_00490
OG0000920	Prav.g_01486	Prbl.g_00489
OG0000921	Prav.g_01487	Prbl.g_00488
OG0000922	Prav.g_01488	Prbl.g_00487
OG0000923	Prav.g_01489	Prbl.g_00486
OG0000924	Prav.g_01490	Prbl.g_00485
OG0000925	Prav.g_01491	Prbl.g_00484
OG0000926	Prav.g_01505	Prbl.g_00843
OG0000927	Prav.g_01560	Prbl.g_00152
OG0000928	Prav.g_01561	Prbl.g_00153
OG0000929	Prav.g_01562	Prbl.g_00154
OG0000930	Prav.g_01563	Prbl.g_00160
OG0000931	Prav.g_01564	Prbl.g_00161
OG0000932	Prav.g_01566	Prbl.g_00257
OG0000933	Prav.g_01567	Prbl.g_00255
OG0000934	Prav.g_01568	Prbl.g_00254
OG0000935	Prav.g_01569	Prbl.g_00253
OG0000936	Prav.g_01570	Prbl.g_00252
OG0000937	Prav.g_01571	Prbl.g_00251
OG0000938	Prav.g_01572	Prbl.g_00249
OG0000939	Prav.g_01573	Prbl.g_00248
OG0000940	Prav.g_01574	Prbl.g_00246
OG0000941	Prav.g_01576	Prbl.g_00244
OG0000942	Prav.g_01577	Prbl.g_00243
OG0000943	Prav.g_01580	Prbl.g_00240
OG0000944	Prav.g_01581	Prbl.g_00231
OG0000945	Prav.g_01582	Prbl.g_00230
OG0000946	Prav.g_01583	Prbl.g_00229
OG0000947	Prav.g_01584	Prbl.g_00228
OG0000948	Prav.g_01585	Prbl.g_00227
OG0000949	Prav.g_01586	Prbl.g_00226
OG0000950	Prav.g_01587	Prbl.g_00225
OG0000951	Prav.g_01588	Prbl.g_00224
OG0000952	Prav.g_01589	Prbl.g_00223
OG0000953	Prav.g_01590	Prbl.g_00222
OG0000954	Prav.g_01591	Prbl.g_00221
OG0000955	Prav.g_01592	Prbl.g_00220
OG0000956	Prav.g_01593	Prbl.g_00219
OG0000957	Prav.g_01594	Prbl.g_00218
OG0000958	Prav.g_01595	Prbl.g_00684
OG0000959	Prav.g_01596	Prbl.g_00685
OG0000960	Prav.g_01597	Prbl.g_00686
OG0000961	Prav.g_01601	Prbl.g_00693
OG0000962	Prav.g_01602	Prbl.g_00695
OG0000963	Prav.g_01603	Prbl.g_00696
OG0000964	Prav.g_01605	Prbl.g_00699
OG0000965	Prav.g_01606	Prbl.g_00700
OG0000966	Prav.g_01607	Prbl.g_00701
OG0000967	Prav.g_01608	Prbl.g_00702
OG0000968	Prav.g_01609	Prbl.g_00703
OG0000969	Prav.g_01610	Prbl.g_00704
OG0000970	Prav.g_01611	Prbl.g_00705
OG0000971	Prav.g_01612	Prbl.g_00706
OG0000972	Prav.g_01613	Prbl.g_00707
OG0000973	Prav.g_01614	Prbl.g_00708
OG0000974	Prav.g_01616	Prbl.g_00710
OG0000975	Prav.g_01619	Prbl.g_01086
OG0000976	Prav.g_01621	Prbl.g_00466
OG0000977	Prav.g_01622	Prbl.g_00456
OG0000978	Prav.g_01623	Prbl.g_00454
OG0000979	Prav.g_01625	Prbl.g_00452
OG0000980	Prav.g_01626	Prbl.g_00451
OG0000981	Prav.g_01627	Prbl.g_01604
OG0000982	Prav.g_01628	Prbl.g_00450
OG0000983	Prav.g_01630	Prbl.g_00448
OG0000984	Prav.g_01631	Prbl.g_00447
OG0000985	Prav.g_01632	Prbl.g_00446
OG0000986	Prav.g_01633	Prbl.g_00444
OG0000987	Prav.g_01634	Prbl.g_00443
OG0000988	Prav.g_01635	Prbl.g_00441
OG0000989	Prav.g_01636	Prbl.g_00440
OG0000990	Prav.g_01637	Prbl.g_00439
OG0000991	Prav.g_01638	Prbl.g_00438
OG0000992	Prav.g_01639	Prbl.g_00437
OG0000993	Prav.g_01640	Prbl.g_00436
OG0000994	Prav.g_01641	Prbl.g_00435
OG0000995	Prav.g_01642	Prbl.g_00433
OG0000996	Prav.g_01643	Prbl.g_00432
OG0000997	Prav.g_01644	Prbl.g_00431
OG0000998	Prav.g_01645	Prbl.g_00430
OG0000999	Prav.g_01646	Prbl.g_00429
OG0001000	Prav.g_01647	Prbl.g_00428
OG0001001	Prav.g_01649	Prbl.g_00427
OG0001002	Prav.g_01650	Prbl.g_00423
OG0001003	Prav.g_01651	Prbl.g_00422
OG0001004	Prav.g_01652	Prbl.g_01914
OG0001005	Prav.g_01653	Prbl.g_00420
OG0001006	Prav.g_01654	Prbl.g_00419
OG0001007	Prav.g_01655	Prbl.g_00418
OG0001008	Prav.g_01657	Prbl.g_00416
OG0001009	Prav.g_01658	Prbl.g_00415
OG0001010	Prav.g_01664	Prbl.g_01601
OG0001011	Prav.g_01671	Prbl.g_01627
OG0001012	Prav.g_01699	Prbl.g_02318
OG0001013	Prav.g_01755	Prbl.g_00404
OG0001014	Prav.g_01756	Prbl.g_00403
OG0001015	Prav.g_01762	Prbl.g_00393
OG0001016	Prav.g_01763	Prbl.g_00392
OG0001017	Prav.g_01764	Prbl.g_00391
OG0001018	Prav.g_01765	Prbl.g_00389
OG0001019	Prav.g_01767	Prbl.g_00385
OG0001020	Prav.g_01768	Prbl.g_00383
OG0001021	Prav.g_01769	Prbl.g_00382
OG0001022	Prav.g_01770	Prbl.g_00381
OG0001023	Prav.g_01771	Prbl.g_00380
OG0001024	Prav.g_01772	Prbl.g_00378
OG0001025	Prav.g_01773	Prbl.g_00377
OG0001026	Prav.g_01775	Prbl.g_00376
OG0001027	Prav.g_01776	Prbl.g_00375
OG0001028	Prav.g_01777	Prbl.g_00374
OG0001029	Prav.g_01778	Prbl.g_00373
OG0001030	Prav.g_01779	Prbl.g_00372
OG0001031	Prav.g_01780	Prbl.g_00371
OG0001032	Prav.g_01781	Prbl.g_00370
OG0001033	Prav.g_01782	Prbl.g_00369
OG0001034	Prav.g_01783	Prbl.g_00367
OG0001035	Prav.g_01785	Prbl.g_00365
OG0001036	Prav.g_01786	Prbl.g_00364
OG0001037	Prav.g_01787	Prbl.g_00362
OG0001038	Prav.g_01788	Prbl.g_00361
OG0001039	Prav.g_01789	Prbl.g_00360
OG0001040	Prav.g_01790	Prbl.g_00359
OG0001041	Prav.g_01791	Prbl.g_00358
OG0001042	Prav.g_01792	Prbl.g_00356
OG0001043	Prav.g_01793	Prbl.g_00355
OG0001044	Prav.g_01794	Prbl.g_00354
OG0001045	Prav.g_01795	Prbl.g_00353
OG0001046	Prav.g_01796	Prbl.g_00352
OG0001047	Prav.g_01799	Prbl.g_00348
OG0001048	Prav.g_01801	Prbl.g_00346
OG0001049	Prav.g_01802	Prbl.g_00345
OG0001050	Prav.g_01803	Prbl.g_00344
OG0001051	Prav.g_01804	Prbl.g_00343
OG0001052	Prav.g_01805	Prbl.g_00342
OG0001053	Prav.g_01807	Prbl.g_00340
OG0001054	Prav.g_01809	Prbl.g_00338
OG0001055	Prav.g_01810	Prbl.g_00337
OG0001056	Prav.g_01811	Prbl.g_00336
OG0001057	Prav.g_01812	Prbl.g_00335
OG0001058	Prav.g_01813	Prbl.g_00334
OG0001059	Prav.g_01814	Prbl.g_00333
OG0001060	Prav.g_01815	Prbl.g_00332
OG0001061	Prav.g_01816	Prbl.g_00331
OG0001062	Prav.g_01817	Prbl.g_00317
OG0001063	Prav.g_01818	Prbl.g_00316
OG0001064	Prav.g_00264	Prbl.g_02620
OG0001065	Prav.g_00268	Prbl.g_02680
OG0001066	Prav.g_00269	Prbl.g_02683
OG0001067	Prav.g_00270	Prbl.g_02684
OG0001068	Prav.g_00272	Prbl.g_01062
OG0001069	Prav.g_00273	Prbl.g_01061
OG0001070	Prav.g_00274	Prbl.g_01060
OG0001071	Prav.g_00275	Prbl.g_01059
OG0001072	Prav.g_00276	Prbl.g_01058
OG0001073	Prav.g_00277	Prbl.g_01057
OG0001074	Prav.g_00278	Prbl.g_01056
OG0001075	Prav.g_00279	Prbl.g_01055
OG0001076	Prav.g_00280	Prbl.g_01054
OG0001077	Prav.g_00281	Prbl.g_01053
OG0001078	Prav.g_00282	Prbl.g_01051
OG0001079	Prav.g_00283	Prbl.g_01050
OG0001080	Prav.g_00284	Prbl.g_01049
OG0001081	Prav.g_00287	Prbl.g_00954
OG0001082	Prav.g_00288	Prbl.g_00953
OG0001083	Prav.g_00289	Prbl.g_00949
OG0001084	Prav.g_00291	Prbl.g_00951
OG0001085	Prav.g_00292	Prbl.g_00952
OG0001086	Prav.g_00293	Prbl.g_00948
OG0001087	Prav.g_00294	Prbl.g_00947
OG0001088	Prav.g_00295	Prbl.g_01045
OG0001089	Prav.g_00590	Prbl.g_00956
OG0001090	Prav.g_00592	Prbl.g_00958
OG0001091	Prav.g_00593	Prbl.g_00959
OG0001092	Prav.g_00594	Prbl.g_00960
OG0001093	Prav.g_00595	Prbl.g_00961
OG0001094	Prav.g_00596	Prbl.g_00962
OG0001095	Prav.g_00597	Prbl.g_00963
OG0001096	Prav.g_00598	Prbl.g_00964
OG0001097	Prav.g_00599	Prbl.g_00965
OG0001098	Prav.g_00600	Prbl.g_00966
OG0001099	Prav.g_00601	Prbl.g_00967
OG0001100	Prav.g_00602	Prbl.g_00968
OG0001101	Prav.g_00603	Prbl.g_00969
OG0001102	Prav.g_00604	Prbl.g_00970
OG0001103	Prav.g_00605	Prbl.g_00971
OG0001104	Prav.g_00606	Prbl.g_00972
OG0001105	Prav.g_00607	Prbl.g_00973
OG0001106	Prav.g_00608	Prbl.g_00974
OG0001107	Prav.g_00609	Prbl.g_00975
OG0001108	Prav.g_00610	Prbl.g_00976
OG0001109	Prav.g_00611	Prbl.g_00977
OG0001110	Prav.g_00612	Prbl.g_00978
OG0001111	Prav.g_00613	Prbl.g_00979
OG0001112	Prav.g_00614	Prbl.g_00980
OG0001113	Prav.g_00615	Prbl.g_00981
OG0001114	Prav.g_00616	Prbl.g_00982
OG0001115	Prav.g_00617	Prbl.g_00983
OG0001116	Prav.g_00618	Prbl.g_00984
OG0001117	Prav.g_00619	Prbl.g_00985
OG0001118	Prav.g_00620	Prbl.g_00986
OG0001119	Prav.g_00621	Prbl.g_00987
OG0001120	Prav.g_00622	Prbl.g_00988
OG0001121	Prav.g_00624	Prbl.g_00991
OG0001122	Prav.g_00625	Prbl.g_00992
OG0001123	Prav.g_00626	Prbl.g_00993
OG0001124	Prav.g_00628	Prbl.g_00995
OG0001125	Prav.g_00630	Prbl.g_00997
OG0001126	Prav.g_00631	Prbl.g_00998
OG0001127	Prav.g_00633	Prbl.g_01127
OG0001128	Prav.g_00634	Prbl.g_01128
OG0001129	Prav.g_00635	Prbl.g_01131
OG0001130	Prav.g_00638	Prbl.g_01134
