Orthogroup	Prav	Prap
OG0000585	Prav.g_01263	Prap.g_00360
OG0000586	Prav.g_01265	Prap.g_00358
OG0000587	Prav.g_01266	Prap.g_00357
OG0000588	Prav.g_01268	Prap.g_00831
OG0000589	Prav.g_01269	Prap.g_00830
OG0000590	Prav.g_01271	Prap.g_00828
OG0000591	Prav.g_01277	Prap.g_00822
OG0000592	Prav.g_01278	Prap.g_00821
OG0000593	Prav.g_01279	Prap.g_00820
OG0000594	Prav.g_01281	Prap.g_00817
OG0000595	Prav.g_01282	Prap.g_00816
OG0000596	Prav.g_01283	Prap.g_00815
OG0000597	Prav.g_01285	Prap.g_00813
OG0000598	Prav.g_01286	Prap.g_00812
OG0000599	Prav.g_01287	Prap.g_00811
OG0000600	Prav.g_01288	Prap.g_00810
OG0000601	Prav.g_01290	Prap.g_00807
OG0000602	Prav.g_01291	Prap.g_00806
OG0000603	Prav.g_01292	Prap.g_00805
OG0000604	Prav.g_01293	Prap.g_00802
OG0000605	Prav.g_01294	Prap.g_00801
OG0000606	Prav.g_01295	Prap.g_00800
OG0000607	Prav.g_01297	Prap.g_00798
OG0000608	Prav.g_01298	Prap.g_00796
OG0000609	Prav.g_01312	Prap.g_01489
OG0000610	Prav.g_01313	Prap.g_00872
OG0000611	Prav.g_00307	Prap.g_00790
OG0000612	Prav.g_00308	Prap.g_00789
OG0000613	Prav.g_00309	Prap.g_00344
OG0000614	Prav.g_00310	Prap.g_00343
OG0000615	Prav.g_00312	Prap.g_00341
OG0000616	Prav.g_00313	Prap.g_00340
OG0000617	Prav.g_00314	Prap.g_00339
OG0000618	Prav.g_00315	Prap.g_00338
OG0000619	Prav.g_00316	Prap.g_00337
OG0000620	Prav.g_00317	Prap.g_00336
OG0000621	Prav.g_00318	Prap.g_00335
OG0000622	Prav.g_00319	Prap.g_00334
OG0000623	Prav.g_00320	Prap.g_00333
OG0000624	Prav.g_00321	Prap.g_00331
OG0000625	Prav.g_00322	Prap.g_00330
OG0000626	Prav.g_00323	Prap.g_00329
OG0000627	Prav.g_00324	Prap.g_00328
OG0000628	Prav.g_00325	Prap.g_00327
OG0000629	Prav.g_00326	Prap.g_00326
OG0000630	Prav.g_00327	Prap.g_00325
OG0000631	Prav.g_00329	Prap.g_00323
OG0000632	Prav.g_00343	Prap.g_00322
OG0000633	Prav.g_00346	Prap.g_00036
OG0000634	Prav.g_00362	Prap.g_00545
OG0000635	Prav.g_00364	Prap.g_01121
OG0000636	Prav.g_00365	Prap.g_01122
OG0000637	Prav.g_00366	Prap.g_01123
OG0000638	Prav.g_00373	Prap.g_01375
OG0000639	Prav.g_00383	Prap.g_00688
OG0000640	Prav.g_00385	Prap.g_00685
OG0000641	Prav.g_00388	Prap.g_00683
OG0000642	Prav.g_00389	Prap.g_00682
OG0000643	Prav.g_00390	Prap.g_00681
OG0000644	Prav.g_00391	Prap.g_00345
OG0000645	Prav.g_00392	Prap.g_00788
OG0000646	Prav.g_00393	Prap.g_00787
OG0000647	Prav.g_00394	Prap.g_00786
OG0000648	Prav.g_00396	Prap.g_00784
OG0000649	Prav.g_00397	Prap.g_00783
OG0000650	Prav.g_00398	Prap.g_00782
OG0000651	Prav.g_00399	Prap.g_00781
OG0000652	Prav.g_00400	Prap.g_00780
OG0000653	Prav.g_00401	Prap.g_00779
OG0000654	Prav.g_00403	Prap.g_00777
OG0000655	Prav.g_00405	Prap.g_00775
OG0000656	Prav.g_00406	Prap.g_00774
OG0000657	Prav.g_00407	Prap.g_00773
OG0000658	Prav.g_00408	Prap.g_00772
OG0000659	Prav.g_00409	Prap.g_00771
OG0000660	Prav.g_00410	Prap.g_00770
OG0000661	Prav.g_00411	Prap.g_00769
OG0000662	Prav.g_00412	Prap.g_00767
OG0000663	Prav.g_00413	Prap.g_00766
OG0000664	Prav.g_00414	Prap.g_00765
OG0000665	Prav.g_00415	Prap.g_00764
OG0000666	Prav.g_00416	Prap.g_00763
OG0000667	Prav.g_00417	Prap.g_00762
OG0000668	Prav.g_00418	Prap.g_00761
OG0000669	Prav.g_00420	Prap.g_00759
OG0000670	Prav.g_00421	Prap.g_00758
OG0000671	Prav.g_00422	Prap.g_00757
OG0000672	Prav.g_00423	Prap.g_00756
OG0000673	Prav.g_00424	Prap.g_00755
OG0000674	Prav.g_00425	Prap.g_00754
OG0000675	Prav.g_00427	Prap.g_00752
OG0000676	Prav.g_00428	Prap.g_00751
OG0000677	Prav.g_00430	Prap.g_00748
OG0000678	Prav.g_00432	Prap.g_00746
OG0000679	Prav.g_00433	Prap.g_00744
OG0000680	Prav.g_00434	Prap.g_00743
OG0000681	Prav.g_00435	Prap.g_00742
OG0000682	Prav.g_00436	Prap.g_00741
OG0000683	Prav.g_00438	Prap.g_00739
OG0000684	Prav.g_00439	Prap.g_00738
OG0000685	Prav.g_00440	Prap.g_00737
OG0000686	Prav.g_00441	Prap.g_00736
OG0000687	Prav.g_00442	Prap.g_00735
OG0000688	Prav.g_00443	Prap.g_00734
OG0000689	Prav.g_00444	Prap.g_00733
OG0000690	Prav.g_00445	Prap.g_00732
OG0000691	Prav.g_00446	Prap.g_00731
OG0000692	Prav.g_00448	Prap.g_00727
OG0000693	Prav.g_00449	Prap.g_00726
OG0000694	Prav.g_00450	Prap.g_00725
OG0000695	Prav.g_00451	Prap.g_00724
OG0000696	Prav.g_00452	Prap.g_00723
OG0000697	Prav.g_00454	Prap.g_00721
OG0000698	Prav.g_00456	Prap.g_00717
OG0000699	Prav.g_00457	Prap.g_00716
OG0000700	Prav.g_00483	Prap.g_00660
OG0000701	Prav.g_00487	Prap.g_00655
OG0000702	Prav.g_00490	Prap.g_00869
OG0000703	Prav.g_00491	Prap.g_00867
OG0000704	Prav.g_00492	Prap.g_00866
OG0000705	Prav.g_00493	Prap.g_00864
OG0000706	Prav.g_00494	Prap.g_00863
OG0000707	Prav.g_00496	Prap.g_00861
OG0000708	Prav.g_00497	Prap.g_00860
OG0000709	Prav.g_00499	Prap.g_00858
OG0000710	Prav.g_00500	Prap.g_00857
OG0000711	Prav.g_00501	Prap.g_00856
OG0000712	Prav.g_00502	Prap.g_00855
OG0000713	Prav.g_00503	Prap.g_00854
OG0000714	Prav.g_00505	Prap.g_00852
OG0000715	Prav.g_00506	Prap.g_00851
OG0000716	Prav.g_00508	Prap.g_00849
OG0000717	Prav.g_00509	Prap.g_00848
OG0000718	Prav.g_00510	Prap.g_00847
OG0000719	Prav.g_00512	Prap.g_00845
OG0000720	Prav.g_00513	Prap.g_00844
OG0000721	Prav.g_00515	Prap.g_00841
OG0000722	Prav.g_00516	Prap.g_00840
OG0000723	Prav.g_00517	Prap.g_00839
OG0000724	Prav.g_00519	Prap.g_00837
OG0000725	Prav.g_00520	Prap.g_00836
OG0000726	Prav.g_00521	Prap.g_00835
OG0000727	Prav.g_00522	Prap.g_00834
OG0000728	Prav.g_00523	Prap.g_00833
OG0000729	Prav.g_00524	Prap.g_00832
OG0000730	Prav.g_00525	Prap.g_00355
OG0000731	Prav.g_00526	Prap.g_00353
OG0000732	Prav.g_00527	Prap.g_00352
OG0000733	Prav.g_00528	Prap.g_00351
OG0000734	Prav.g_00529	Prap.g_00350
OG0000735	Prav.g_00530	Prap.g_00348
OG0000736	Prav.g_00531	Prap.g_00347
OG0000737	Prav.g_00532	Prap.g_00346
OG0000738	Prav.g_00533	Prap.g_00680
OG0000739	Prav.g_00534	Prap.g_00679
OG0000740	Prav.g_00535	Prap.g_00678
OG0000741	Prav.g_00536	Prap.g_00677
OG0000742	Prav.g_00538	Prap.g_00675
OG0000743	Prav.g_00539	Prap.g_00239
OG0000744	Prav.g_00540	Prap.g_00240
OG0000745	Prav.g_00541	Prap.g_00241
OG0000746	Prav.g_00542	Prap.g_00242
OG0000747	Prav.g_00543	Prap.g_00243
OG0000748	Prav.g_00544	Prap.g_00244
OG0000749	Prav.g_00545	Prap.g_00245
OG0000750	Prav.g_00546	Prap.g_00247
OG0000751	Prav.g_00547	Prap.g_00248
OG0000752	Prav.g_00548	Prap.g_00307
OG0000753	Prav.g_00550	Prap.g_00250
OG0000754	Prav.g_00551	Prap.g_00251
OG0000755	Prav.g_00552	Prap.g_00252
OG0000756	Prav.g_00553	Prap.g_00254
OG0000757	Prav.g_00554	Prap.g_00255
OG0000758	Prav.g_00555	Prap.g_00256
OG0000759	Prav.g_00557	Prap.g_00258
OG0000760	Prav.g_00558	Prap.g_00259
OG0000761	Prav.g_00559	Prap.g_00260
OG0000762	Prav.g_00561	Prap.g_00262
OG0000763	Prav.g_00562	Prap.g_00263
OG0000764	Prav.g_00563	Prap.g_00264
OG0000765	Prav.g_00564	Prap.g_00265
OG0000766	Prav.g_00565	Prap.g_00266
OG0000767	Prav.g_00567	Prap.g_00268
OG0000768	Prav.g_00568	Prap.g_00269
OG0000769	Prav.g_00569	Prap.g_00270
OG0000770	Prav.g_00570	Prap.g_00271
OG0000771	Prav.g_00571	Prap.g_00272
OG0000772	Prav.g_00572	Prap.g_00522
OG0000773	Prav.g_00573	Prap.g_00274
OG0000774	Prav.g_00574	Prap.g_00275
OG0000775	Prav.g_00575	Prap.g_00276
OG0000776	Prav.g_00577	Prap.g_00279
OG0000777	Prav.g_00579	Prap.g_00280
OG0000778	Prav.g_00580	Prap.g_00281
OG0000779	Prav.g_00581	Prap.g_00282
OG0000780	Prav.g_00583	Prap.g_00284
OG0000781	Prav.g_00585	Prap.g_00286
OG0000782	Prav.g_00586	Prap.g_00287
OG0000783	Prav.g_00902	Prap.g_00291
OG0000784	Prav.g_00904	Prap.g_00293
OG0000785	Prav.g_00905	Prap.g_00294
OG0000786	Prav.g_00906	Prap.g_00295
OG0000787	Prav.g_00907	Prap.g_00296
OG0000788	Prav.g_00911	Prap.g_00302
OG0000789	Prav.g_00913	Prap.g_00305
OG0000790	Prav.g_00914	Prap.g_00306
OG0000791	Prav.g_00915	Prap.g_00309
OG0000792	Prav.g_00916	Prap.g_00310
OG0000793	Prav.g_00917	Prap.g_00311
OG0000794	Prav.g_00919	Prap.g_00314
OG0000795	Prav.g_00922	Prap.g_00697
OG0000796	Prav.g_00923	Prap.g_00698
OG0000797	Prav.g_00925	Prap.g_00700
OG0000798	Prav.g_00926	Prap.g_00701
OG0000799	Prav.g_00927	Prap.g_00702
OG0000800	Prav.g_00928	Prap.g_00703
OG0000801	Prav.g_00931	Prap.g_00706
OG0000802	Prav.g_00932	Prap.g_00707
OG0000803	Prav.g_00934	Prap.g_00709
OG0000804	Prav.g_00935	Prap.g_00710
OG0000805	Prav.g_00936	Prap.g_00711
OG0000806	Prav.g_00938	Prap.g_00713
OG0000807	Prav.g_00242	Prap.g_01345
OG0000808	Prav.g_00252	Prap.g_00020
OG0000809	Prav.g_00255	Prap.g_00504
OG0000810	Prav.g_00256	Prap.g_01126
OG0000811	Prav.g_00263	Prap.g_00539
OG0000812	Prav.g_00004	Prap.g_00498
OG0000813	Prav.g_00008	Prap.g_01366
OG0000814	Prav.g_00010	Prap.g_00525
OG0000815	Prav.g_00019	Prap.g_00058
OG0000816	Prav.g_00034	Prap.g_01882
OG0000817	Prav.g_00035	Prap.g_01881
OG0000818	Prav.g_00039	Prap.g_00031
OG0000819	Prav.g_00046	Prap.g_00478
OG0000820	Prav.g_00050	Prap.g_00472
OG0000821	Prav.g_00052	Prap.g_00470
OG0000822	Prav.g_00053	Prap.g_00469
OG0000823	Prav.g_00054	Prap.g_00468
OG0000824	Prav.g_00055	Prap.g_00467
OG0000825	Prav.g_00056	Prap.g_00466
OG0000826	Prav.g_00057	Prap.g_00465
OG0000827	Prav.g_00058	Prap.g_00464
OG0000828	Prav.g_00059	Prap.g_00463
OG0000829	Prav.g_00060	Prap.g_00462
OG0000830	Prav.g_00061	Prap.g_00460
OG0000831	Prav.g_00064	Prap.g_00457
OG0000832	Prav.g_00066	Prap.g_00455
OG0000833	Prav.g_00067	Prap.g_00454
OG0000834	Prav.g_00068	Prap.g_00453
OG0000835	Prav.g_00069	Prap.g_00452
OG0000836	Prav.g_00070	Prap.g_00451
OG0000837	Prav.g_00072	Prap.g_00448
OG0000838	Prav.g_00073	Prap.g_00447
OG0000839	Prav.g_00074	Prap.g_00446
OG0000840	Prav.g_00075	Prap.g_00445
OG0000841	Prav.g_00076	Prap.g_00444
OG0000842	Prav.g_00077	Prap.g_00442
OG0000843	Prav.g_01868	Prap.g_00441
OG0000844	Prav.g_01867	Prap.g_00440
OG0000845	Prav.g_01866	Prap.g_00439
OG0000846	Prav.g_01863	Prap.g_00437
OG0000847	Prav.g_01861	Prap.g_00435
OG0000848	Prav.g_01860	Prap.g_00434
OG0000849	Prav.g_01859	Prap.g_00431
OG0000850	Prav.g_01858	Prap.g_00430
OG0000851	Prav.g_01857	Prap.g_00428
OG0000852	Prav.g_01855	Prap.g_00426
OG0000853	Prav.g_01854	Prap.g_00424
OG0000854	Prav.g_01852	Prap.g_00422
OG0000855	Prav.g_01851	Prap.g_00421
OG0000856	Prav.g_01850	Prap.g_00420
OG0000857	Prav.g_01849	Prap.g_00419
OG0000858	Prav.g_01848	Prap.g_00418
OG0000859	Prav.g_01847	Prap.g_00417
OG0000860	Prav.g_01846	Prap.g_00416
OG0000861	Prav.g_01845	Prap.g_00415
OG0000862	Prav.g_01844	Prap.g_00414
OG0000863	Prav.g_01843	Prap.g_00413
OG0000864	Prav.g_01842	Prap.g_00412
OG0000865	Prav.g_01841	Prap.g_00411
OG0000866	Prav.g_01840	Prap.g_00410
OG0000867	Prav.g_01839	Prap.g_00409
OG0000868	Prav.g_01838	Prap.g_00408
OG0000869	Prav.g_01836	Prap.g_00406
OG0000870	Prav.g_01835	Prap.g_00405
OG0000871	Prav.g_01833	Prap.g_00404
OG0000872	Prav.g_01832	Prap.g_00403
OG0000873	Prav.g_01830	Prap.g_00401
OG0000874	Prav.g_01829	Prap.g_00400
OG0000875	Prav.g_01828	Prap.g_00399
OG0000876	Prav.g_01827	Prap.g_00398
OG0000877	Prav.g_01825	Prap.g_01136
OG0000878	Prav.g_01409	Prap.g_01853
OG0000879	Prav.g_01427	Prap.g_00550
OG0000880	Prav.g_01428	Prap.g_00551
OG0000881	Prav.g_01429	Prap.g_00552
OG0000882	Prav.g_01430	Prap.g_00553
OG0000883	Prav.g_01431	Prap.g_00554
OG0000884	Prav.g_01433	Prap.g_00556
OG0000885	Prav.g_01434	Prap.g_00557
OG0000886	Prav.g_01435	Prap.g_00558
OG0000887	Prav.g_01436	Prap.g_00559
OG0000888	Prav.g_01437	Prap.g_00560
OG0000889	Prav.g_01440	Prap.g_00563
OG0000890	Prav.g_01441	Prap.g_00564
OG0000891	Prav.g_01442	Prap.g_00565
OG0000892	Prav.g_01444	Prap.g_00568
OG0000893	Prav.g_01445	Prap.g_00569
OG0000894	Prav.g_01446	Prap.g_00570
OG0000895	Prav.g_01447	Prap.g_00571
OG0000896	Prav.g_01448	Prap.g_00572
OG0000897	Prav.g_01449	Prap.g_00573
OG0000898	Prav.g_01451	Prap.g_00576
OG0000899	Prav.g_01452	Prap.g_00577
OG0000900	Prav.g_01455	Prap.g_01928
OG0000901	Prav.g_01459	Prap.g_00585
OG0000902	Prav.g_01460	Prap.g_01268
OG0000903	Prav.g_01461	Prap.g_00521
OG0000904	Prav.g_01463	Prap.g_00220
OG0000905	Prav.g_01465	Prap.g_00499
OG0000906	Prav.g_01467	Prap.g_00481
OG0000907	Prav.g_01468	Prap.g_00719
OG0000908	Prav.g_01471	Prap.g_00518
OG0000909	Prav.g_01475	Prap.g_00061
OG0000910	Prav.g_01476	Prap.g_00062
OG0000911	Prav.g_01477	Prap.g_00063
OG0000912	Prav.g_01478	Prap.g_00064
OG0000913	Prav.g_01479	Prap.g_00065
OG0000914	Prav.g_01480	Prap.g_00066
OG0000915	Prav.g_01481	Prap.g_00067
OG0000916	Prav.g_01482	Prap.g_00068
OG0000917	Prav.g_01483	Prap.g_00069
OG0000918	Prav.g_01484	Prap.g_00070
OG0000919	Prav.g_01485	Prap.g_00071
OG0000920	Prav.g_01486	Prap.g_00072
OG0000921	Prav.g_01487	Prap.g_00073
OG0000922	Prav.g_01488	Prap.g_00074
OG0000923	Prav.g_01489	Prap.g_00075
OG0000924	Prav.g_01490	Prap.g_00076
OG0000925	Prav.g_01491	Prap.g_00077
OG0000926	Prav.g_01505	Prap.g_01598
OG0000927	Prav.g_01560	Prap.g_00104
OG0000928	Prav.g_01561	Prap.g_00105
OG0000929	Prav.g_01562	Prap.g_00106
OG0000930	Prav.g_01563	Prap.g_00107
OG0000931	Prav.g_01564	Prap.g_00108
OG0000932	Prav.g_01566	Prap.g_00110
OG0000933	Prav.g_01567	Prap.g_00111
OG0000934	Prav.g_01568	Prap.g_00112
OG0000935	Prav.g_01569	Prap.g_00113
OG0000936	Prav.g_01570	Prap.g_00114
OG0000937	Prav.g_01571	Prap.g_00115
OG0000938	Prav.g_01572	Prap.g_00116
OG0000939	Prav.g_01573	Prap.g_00117
OG0000940	Prav.g_01574	Prap.g_00118
OG0000941	Prav.g_01576	Prap.g_00119
OG0000942	Prav.g_01577	Prap.g_00120
OG0000943	Prav.g_01580	Prap.g_00123
OG0000944	Prav.g_01581	Prap.g_00124
OG0000945	Prav.g_01582	Prap.g_00125
OG0000946	Prav.g_01583	Prap.g_00126
OG0000947	Prav.g_01584	Prap.g_00127
OG0000948	Prav.g_01585	Prap.g_00128
OG0000949	Prav.g_01586	Prap.g_00129
OG0000950	Prav.g_01587	Prap.g_00130
OG0000951	Prav.g_01588	Prap.g_00131
OG0000952	Prav.g_01589	Prap.g_00132
OG0000953	Prav.g_01590	Prap.g_00133
OG0000954	Prav.g_01591	Prap.g_00134
OG0000955	Prav.g_01592	Prap.g_00135
OG0000956	Prav.g_01593	Prap.g_00136
OG0000957	Prav.g_01594	Prap.g_00137
OG0000958	Prav.g_01595	Prap.g_00138
OG0000959	Prav.g_01596	Prap.g_00139
OG0000960	Prav.g_01597	Prap.g_00140
OG0000961	Prav.g_01601	Prap.g_00144
OG0000962	Prav.g_01602	Prap.g_00145
OG0000963	Prav.g_01603	Prap.g_00146
OG0000964	Prav.g_01605	Prap.g_00148
OG0000965	Prav.g_01606	Prap.g_00149
OG0000966	Prav.g_01607	Prap.g_00150
OG0000967	Prav.g_01608	Prap.g_00151
OG0000968	Prav.g_01609	Prap.g_00152
OG0000969	Prav.g_01610	Prap.g_00153
OG0000970	Prav.g_01611	Prap.g_00154
OG0000971	Prav.g_01612	Prap.g_00155
OG0000972	Prav.g_01613	Prap.g_00156
OG0000973	Prav.g_01614	Prap.g_00157
OG0000974	Prav.g_01616	Prap.g_00159
OG0000975	Prav.g_01619	Prap.g_00165
OG0000976	Prav.g_01621	Prap.g_00167
OG0000977	Prav.g_01622	Prap.g_00169
OG0000978	Prav.g_01623	Prap.g_00171
OG0000979	Prav.g_01625	Prap.g_00173
OG0000980	Prav.g_01626	Prap.g_00174
OG0000981	Prav.g_01627	Prap.g_00175
OG0000982	Prav.g_01628	Prap.g_00176
OG0000983	Prav.g_01630	Prap.g_00178
OG0000984	Prav.g_01631	Prap.g_00179
OG0000985	Prav.g_01632	Prap.g_00180
OG0000986	Prav.g_01633	Prap.g_00181
OG0000987	Prav.g_01634	Prap.g_00182
OG0000988	Prav.g_01635	Prap.g_00183
OG0000989	Prav.g_01636	Prap.g_00184
OG0000990	Prav.g_01637	Prap.g_00185
OG0000991	Prav.g_01638	Prap.g_00186
OG0000992	Prav.g_01639	Prap.g_00187
OG0000993	Prav.g_01640	Prap.g_00188
OG0000994	Prav.g_01641	Prap.g_00189
OG0000995	Prav.g_01642	Prap.g_00190
OG0000996	Prav.g_01643	Prap.g_00191
OG0000997	Prav.g_01644	Prap.g_00192
OG0000998	Prav.g_01645	Prap.g_00193
OG0000999	Prav.g_01646	Prap.g_00194
OG0001000	Prav.g_01647	Prap.g_00195
OG0001001	Prav.g_01649	Prap.g_00197
OG0001002	Prav.g_01650	Prap.g_00198
OG0001003	Prav.g_01651	Prap.g_00199
OG0001004	Prav.g_01652	Prap.g_00200
OG0001005	Prav.g_01653	Prap.g_00203
OG0001006	Prav.g_01654	Prap.g_00204
OG0001007	Prav.g_01655	Prap.g_00205
OG0001008	Prav.g_01657	Prap.g_00207
OG0001009	Prav.g_01658	Prap.g_00208
OG0001010	Prav.g_01664	Prap.g_01836
OG0001011	Prav.g_01671	Prap.g_01139
OG0001012	Prav.g_01699	Prap.g_00768
OG0001013	Prav.g_01755	Prap.g_01786
OG0001014	Prav.g_01756	Prap.g_01785
OG0001015	Prav.g_01762	Prap.g_01778
OG0001016	Prav.g_01763	Prap.g_01777
OG0001017	Prav.g_01764	Prap.g_01776
OG0001018	Prav.g_01765	Prap.g_01775
OG0001019	Prav.g_01767	Prap.g_01773
OG0001020	Prav.g_01768	Prap.g_01772
OG0001021	Prav.g_01769	Prap.g_01771
OG0001022	Prav.g_01770	Prap.g_01770
OG0001023	Prav.g_01771	Prap.g_01769
OG0001024	Prav.g_01772	Prap.g_01767
OG0001025	Prav.g_01773	Prap.g_01766
OG0001026	Prav.g_01775	Prap.g_01765
OG0001027	Prav.g_01776	Prap.g_01764
OG0001028	Prav.g_01777	Prap.g_01763
OG0001029	Prav.g_01778	Prap.g_01762
OG0001030	Prav.g_01779	Prap.g_01761
OG0001031	Prav.g_01780	Prap.g_01760
OG0001032	Prav.g_01781	Prap.g_01759
OG0001033	Prav.g_01782	Prap.g_01758
OG0001034	Prav.g_01783	Prap.g_01757
OG0001035	Prav.g_01785	Prap.g_01754
OG0001036	Prav.g_01786	Prap.g_01753
OG0001037	Prav.g_01787	Prap.g_01752
OG0001038	Prav.g_01788	Prap.g_01751
OG0001039	Prav.g_01789	Prap.g_01750
OG0001040	Prav.g_01790	Prap.g_01749
OG0001041	Prav.g_01791	Prap.g_01748
OG0001042	Prav.g_01792	Prap.g_01747
OG0001043	Prav.g_01793	Prap.g_01746
OG0001044	Prav.g_01794	Prap.g_01745
OG0001045	Prav.g_01795	Prap.g_01744
OG0001046	Prav.g_01796	Prap.g_01743
OG0001047	Prav.g_01799	Prap.g_01740
OG0001048	Prav.g_01801	Prap.g_01738
OG0001049	Prav.g_01802	Prap.g_01737
OG0001050	Prav.g_01803	Prap.g_01736
OG0001051	Prav.g_01804	Prap.g_01735
OG0001052	Prav.g_01805	Prap.g_01734
OG0001053	Prav.g_01807	Prap.g_01732
OG0001054	Prav.g_01809	Prap.g_01730
OG0001055	Prav.g_01810	Prap.g_01729
OG0001056	Prav.g_01811	Prap.g_01728
OG0001057	Prav.g_01812	Prap.g_01727
OG0001058	Prav.g_01813	Prap.g_01726
OG0001059	Prav.g_01814	Prap.g_01725
OG0001060	Prav.g_01815	Prap.g_01724
OG0001061	Prav.g_01816	Prap.g_01723
OG0001062	Prav.g_01817	Prap.g_01722
OG0001063	Prav.g_01818	Prap.g_01721
OG0001064	Prav.g_00264	Prap.g_01719
OG0001065	Prav.g_00268	Prap.g_01715
OG0001066	Prav.g_00269	Prap.g_01713
OG0001067	Prav.g_00270	Prap.g_01712
OG0001068	Prav.g_00272	Prap.g_01709
OG0001069	Prav.g_00273	Prap.g_01708
OG0001070	Prav.g_00274	Prap.g_01707
OG0001071	Prav.g_00275	Prap.g_01706
OG0001072	Prav.g_00276	Prap.g_01705
OG0001073	Prav.g_00277	Prap.g_01704
OG0001074	Prav.g_00278	Prap.g_01703
OG0001075	Prav.g_00279	Prap.g_01702
OG0001076	Prav.g_00280	Prap.g_01701
OG0001077	Prav.g_00281	Prap.g_01700
OG0001078	Prav.g_00282	Prap.g_01699
OG0001079	Prav.g_00283	Prap.g_01698
OG0001080	Prav.g_00284	Prap.g_01697
OG0001081	Prav.g_00287	Prap.g_01693
OG0001082	Prav.g_00288	Prap.g_01692
OG0001083	Prav.g_00289	Prap.g_01689
OG0001084	Prav.g_00291	Prap.g_01690
OG0001085	Prav.g_00292	Prap.g_01691
OG0001086	Prav.g_00293	Prap.g_01694
OG0001087	Prav.g_00294	Prap.g_01695
OG0001088	Prav.g_00295	Prap.g_01696
OG0001089	Prav.g_00590	Prap.g_01686
OG0001090	Prav.g_00592	Prap.g_01684
OG0001091	Prav.g_00593	Prap.g_01683
OG0001092	Prav.g_00594	Prap.g_01682
OG0001093	Prav.g_00595	Prap.g_01681
OG0001094	Prav.g_00596	Prap.g_01680
OG0001095	Prav.g_00597	Prap.g_01679
OG0001096	Prav.g_00598	Prap.g_01678
OG0001097	Prav.g_00599	Prap.g_01677
OG0001098	Prav.g_00600	Prap.g_01676
OG0001099	Prav.g_00601	Prap.g_01675
OG0001100	Prav.g_00602	Prap.g_01674
OG0001101	Prav.g_00603	Prap.g_01673
OG0001102	Prav.g_00604	Prap.g_01672
OG0001103	Prav.g_00605	Prap.g_01671
OG0001104	Prav.g_00606	Prap.g_01670
OG0001105	Prav.g_00607	Prap.g_01669
OG0001106	Prav.g_00608	Prap.g_01668
OG0001107	Prav.g_00609	Prap.g_01667
OG0001108	Prav.g_00610	Prap.g_01666
OG0001109	Prav.g_00611	Prap.g_01665
OG0001110	Prav.g_00612	Prap.g_01664
OG0001111	Prav.g_00613	Prap.g_01663
OG0001112	Prav.g_00614	Prap.g_01662
OG0001113	Prav.g_00615	Prap.g_01661
OG0001114	Prav.g_00616	Prap.g_01660
OG0001115	Prav.g_00617	Prap.g_01659
OG0001116	Prav.g_00618	Prap.g_01658
OG0001117	Prav.g_00619	Prap.g_01657
OG0001118	Prav.g_00620	Prap.g_01656
OG0001119	Prav.g_00621	Prap.g_01655
OG0001120	Prav.g_00622	Prap.g_01654
OG0001121	Prav.g_00624	Prap.g_01652
OG0001122	Prav.g_00625	Prap.g_01651
OG0001123	Prav.g_00626	Prap.g_01650
OG0001124	Prav.g_00628	Prap.g_01647
OG0001125	Prav.g_00630	Prap.g_01645
OG0001126	Prav.g_00631	Prap.g_01644
OG0001127	Prav.g_00633	Prap.g_01641
OG0001128	Prav.g_00634	Prap.g_01640
OG0001129	Prav.g_00635	Prap.g_01639
OG0001130	Prav.g_00638	Prap.g_01636
OG0001131	Prav.g_00639	Prap.g_01635
OG0001132	Prav.g_00640	Prap.g_01634
OG0001133	Prav.g_00641	Prap.g_01633
OG0001134	Prav.g_00642	Prap.g_01632
OG0001135	Prav.g_00643	Prap.g_01631
OG0001136	Prav.g_00644	Prap.g_01630
OG0001137	Prav.g_00645	Prap.g_01629
OG0001138	Prav.g_00646	Prap.g_01628
OG0001139	Prav.g_00647	Prap.g_01626
OG0001140	Prav.g_00648	Prap.g_01625
OG0001141	Prav.g_00649	Prap.g_01624
OG0001142	Prav.g_00653	Prap.g_01620
OG0001143	Prav.g_00654	Prap.g_01619
OG0001144	Prav.g_00655	Prap.g_01618
OG0001145	Prav.g_00656	Prap.g_01617
OG0001146	Prav.g_00657	Prap.g_01616
OG0001147	Prav.g_00658	Prap.g_01615
OG0001148	Prav.g_00659	Prap.g_01614
OG0001149	Prav.g_00661	Prap.g_01612
OG0001150	Prav.g_00662	Prap.g_01611
OG0001151	Prav.g_00664	Prap.g_01607
OG0001152	Prav.g_00665	Prap.g_01606
OG0001153	Prav.g_00666	Prap.g_01605
OG0001154	Prav.g_00668	Prap.g_01603
OG0001155	Prav.g_00670	Prap.g_01601
OG0001156	Prav.g_00672	Prap.g_01599
OG0001157	Prav.g_00673	Prap.g_01597
OG0001158	Prav.g_00675	Prap.g_01595
OG0001159	Prav.g_00676	Prap.g_01594
OG0001160	Prav.g_00677	Prap.g_01593
OG0001161	Prav.g_00678	Prap.g_01592
OG0001162	Prav.g_00679	Prap.g_01591
OG0001163	Prav.g_00680	Prap.g_01590
OG0001164	Prav.g_00681	Prap.g_01589
OG0001165	Prav.g_00682	Prap.g_01588
OG0001166	Prav.g_00683	Prap.g_01587
