Orthogroup	Prad	Prbf
OG0000563	Prad.g_01430	Prbf.g_00989
OG0000564	Prad.g_01431	Prbf.g_00990
OG0000565	Prad.g_01432	Prbf.g_00991
OG0000566	Prad.g_01433	Prbf.g_00992
OG0000567	Prad.g_01219	Prbf.g_00993
OG0000568	Prad.g_01220	Prbf.g_00994
OG0000569	Prad.g_01221	Prbf.g_00995
OG0000570	Prad.g_01222	Prbf.g_00996
OG0000571	Prad.g_01223	Prbf.g_00997
OG0000572	Prad.g_01224	Prbf.g_00998
OG0000573	Prad.g_01227	Prbf.g_01001
OG0000574	Prad.g_01228	Prbf.g_01002
OG0000575	Prad.g_01229	Prbf.g_01003
OG0000576	Prad.g_01230	Prbf.g_01004
OG0000577	Prad.g_01231	Prbf.g_01005
OG0000578	Prad.g_01232	Prbf.g_01006
OG0000579	Prad.g_01233	Prbf.g_01007
OG0000580	Prad.g_01234	Prbf.g_01008
OG0000581	Prad.g_01235	Prbf.g_01009
OG0000582	Prad.g_01236	Prbf.g_01010
OG0000583	Prad.g_01237	Prbf.g_01011
OG0000584	Prad.g_01238	Prbf.g_01013
OG0000585	Prad.g_01239	Prbf.g_01014
OG0000586	Prad.g_01241	Prbf.g_01016
OG0000587	Prad.g_01242	Prbf.g_01017
OG0000588	Prad.g_01244	Prbf.g_01293
OG0000589	Prad.g_01245	Prbf.g_01292
OG0000590	Prad.g_01247	Prbf.g_01290
OG0000591	Prad.g_01253	Prbf.g_01284
OG0000592	Prad.g_01254	Prbf.g_01283
OG0000593	Prad.g_01255	Prbf.g_01282
OG0000594	Prad.g_01257	Prbf.g_01279
OG0000595	Prad.g_01258	Prbf.g_01278
OG0000596	Prad.g_01259	Prbf.g_01277
OG0000597	Prad.g_01261	Prbf.g_01275
OG0000598	Prad.g_01262	Prbf.g_01274
OG0000599	Prad.g_01263	Prbf.g_01273
OG0000600	Prad.g_01264	Prbf.g_01272
OG0000601	Prad.g_01266	Prbf.g_01269
OG0000602	Prad.g_01267	Prbf.g_01268
OG0000603	Prad.g_01268	Prbf.g_01267
OG0000604	Prad.g_01269	Prbf.g_01264
OG0000605	Prad.g_01270	Prbf.g_01263
OG0000606	Prad.g_01271	Prbf.g_01262
OG0000607	Prad.g_01273	Prbf.g_01260
OG0000608	Prad.g_01274	Prbf.g_01258
OG0000609	Prad.g_01278	Prbf.g_00404
OG0000610	Prad.g_01279	Prbf.g_01334
OG0000611	Prad.g_01050	Prbf.g_01252
OG0000612	Prad.g_01051	Prbf.g_01251
OG0000613	Prad.g_01052	Prbf.g_01030
OG0000614	Prad.g_01053	Prbf.g_01031
OG0000615	Prad.g_01055	Prbf.g_01033
OG0000616	Prad.g_01056	Prbf.g_01034
OG0000617	Prad.g_01057	Prbf.g_01035
OG0000618	Prad.g_01058	Prbf.g_01036
OG0000619	Prad.g_01059	Prbf.g_01037
OG0000620	Prad.g_01060	Prbf.g_01038
OG0000621	Prad.g_01061	Prbf.g_01039
OG0000622	Prad.g_01062	Prbf.g_01040
OG0000623	Prad.g_01063	Prbf.g_01041
OG0000624	Prad.g_01064	Prbf.g_01043
OG0000625	Prad.g_01065	Prbf.g_01044
OG0000626	Prad.g_01066	Prbf.g_01045
OG0000627	Prad.g_01067	Prbf.g_01046
OG0000628	Prad.g_01068	Prbf.g_01047
OG0000629	Prad.g_01069	Prbf.g_01048
OG0000630	Prad.g_01070	Prbf.g_01049
OG0000631	Prad.g_01072	Prbf.g_01051
OG0000632	Prad.g_01088	Prbf.g_01052
OG0000633	Prad.g_01092	Prbf.g_00280
OG0000634	Prad.g_01107	Prbf.g_00042
OG0000635	Prad.g_01109	Prbf.g_01929
OG0000636	Prad.g_01110	Prbf.g_01928
OG0000637	Prad.g_01111	Prbf.g_01927
OG0000638	Prad.g_01123	Prbf.g_01675
OG0000639	Prad.g_01132	Prbf.g_01150
OG0000640	Prad.g_01134	Prbf.g_01146
OG0000641	Prad.g_01137	Prbf.g_01144
OG0000642	Prad.g_01138	Prbf.g_01143
OG0000643	Prad.g_01139	Prbf.g_01142
OG0000644	Prad.g_01140	Prbf.g_01029
OG0000645	Prad.g_01141	Prbf.g_01250
OG0000646	Prad.g_01142	Prbf.g_01249
OG0000647	Prad.g_01143	Prbf.g_01248
OG0000648	Prad.g_01145	Prbf.g_01246
OG0000649	Prad.g_01146	Prbf.g_01245
OG0000650	Prad.g_01147	Prbf.g_01244
OG0000651	Prad.g_01148	Prbf.g_01243
OG0000652	Prad.g_01149	Prbf.g_01242
OG0000653	Prad.g_01150	Prbf.g_01241
OG0000654	Prad.g_01152	Prbf.g_01239
OG0000655	Prad.g_01154	Prbf.g_01237
OG0000656	Prad.g_01155	Prbf.g_01236
OG0000657	Prad.g_01156	Prbf.g_01235
OG0000658	Prad.g_01157	Prbf.g_01234
OG0000659	Prad.g_01158	Prbf.g_01233
OG0000660	Prad.g_01159	Prbf.g_01232
OG0000661	Prad.g_01160	Prbf.g_01231
OG0000662	Prad.g_01161	Prbf.g_01229
OG0000663	Prad.g_01162	Prbf.g_01228
OG0000664	Prad.g_01163	Prbf.g_01227
OG0000665	Prad.g_01164	Prbf.g_01226
OG0000666	Prad.g_01165	Prbf.g_01225
OG0000667	Prad.g_01166	Prbf.g_01224
OG0000668	Prad.g_01167	Prbf.g_01223
OG0000669	Prad.g_01169	Prbf.g_01221
OG0000670	Prad.g_01170	Prbf.g_01220
OG0000671	Prad.g_01171	Prbf.g_01219
OG0000672	Prad.g_01172	Prbf.g_01218
OG0000673	Prad.g_01173	Prbf.g_01217
OG0000674	Prad.g_01174	Prbf.g_01216
OG0000675	Prad.g_01176	Prbf.g_01214
OG0000676	Prad.g_01177	Prbf.g_01213
OG0000677	Prad.g_01180	Prbf.g_01210
OG0000678	Prad.g_01182	Prbf.g_01208
OG0000679	Prad.g_01183	Prbf.g_01206
OG0000680	Prad.g_01184	Prbf.g_01205
OG0000681	Prad.g_01185	Prbf.g_01204
OG0000682	Prad.g_00308	Prbf.g_01203
OG0000683	Prad.g_00306	Prbf.g_01201
OG0000684	Prad.g_00305	Prbf.g_01200
OG0000685	Prad.g_00304	Prbf.g_01199
OG0000686	Prad.g_00303	Prbf.g_01198
OG0000687	Prad.g_00302	Prbf.g_01197
OG0000688	Prad.g_00301	Prbf.g_01196
OG0000689	Prad.g_00300	Prbf.g_01195
OG0000690	Prad.g_00299	Prbf.g_01194
OG0000691	Prad.g_00298	Prbf.g_01193
OG0000692	Prad.g_00296	Prbf.g_01189
OG0000693	Prad.g_00295	Prbf.g_01188
OG0000694	Prad.g_00294	Prbf.g_01187
OG0000695	Prad.g_00293	Prbf.g_01186
OG0000696	Prad.g_00292	Prbf.g_01185
OG0000697	Prad.g_00290	Prbf.g_01183
OG0000698	Prad.g_00288	Prbf.g_01179
OG0000699	Prad.g_00287	Prbf.g_01178
OG0000700	Prad.g_00260	Prbf.g_00838
OG0000701	Prad.g_00256	Prbf.g_00833
OG0000702	Prad.g_00253	Prbf.g_01331
OG0000703	Prad.g_00252	Prbf.g_01329
OG0000704	Prad.g_00251	Prbf.g_01328
OG0000705	Prad.g_00250	Prbf.g_01326
OG0000706	Prad.g_00249	Prbf.g_01325
OG0000707	Prad.g_00248	Prbf.g_01323
OG0000708	Prad.g_00247	Prbf.g_01322
OG0000709	Prad.g_00245	Prbf.g_01320
OG0000710	Prad.g_00244	Prbf.g_01319
OG0000711	Prad.g_00243	Prbf.g_01318
OG0000712	Prad.g_00242	Prbf.g_01317
OG0000713	Prad.g_00241	Prbf.g_01316
OG0000714	Prad.g_00239	Prbf.g_01314
OG0000715	Prad.g_00238	Prbf.g_01313
OG0000716	Prad.g_00236	Prbf.g_01311
OG0000717	Prad.g_00235	Prbf.g_01310
OG0000718	Prad.g_00234	Prbf.g_01309
OG0000719	Prad.g_00232	Prbf.g_01307
OG0000720	Prad.g_00231	Prbf.g_01306
OG0000721	Prad.g_00228	Prbf.g_01303
OG0000722	Prad.g_00227	Prbf.g_01302
OG0000723	Prad.g_00226	Prbf.g_01301
OG0000724	Prad.g_00224	Prbf.g_01299
OG0000725	Prad.g_00223	Prbf.g_01298
OG0000726	Prad.g_00222	Prbf.g_01297
OG0000727	Prad.g_00221	Prbf.g_01296
OG0000728	Prad.g_00220	Prbf.g_01295
OG0000729	Prad.g_00219	Prbf.g_01294
OG0000730	Prad.g_00218	Prbf.g_01019
OG0000731	Prad.g_00217	Prbf.g_01021
OG0000732	Prad.g_00216	Prbf.g_01022
OG0000733	Prad.g_00215	Prbf.g_01023
OG0000734	Prad.g_00214	Prbf.g_01024
OG0000735	Prad.g_00212	Prbf.g_01026
OG0000736	Prad.g_00211	Prbf.g_01027
OG0000737	Prad.g_00210	Prbf.g_01028
OG0000738	Prad.g_00209	Prbf.g_01141
OG0000739	Prad.g_00208	Prbf.g_01140
OG0000740	Prad.g_00207	Prbf.g_01139
OG0000741	Prad.g_00206	Prbf.g_01138
OG0000742	Prad.g_00204	Prbf.g_01136
OG0000743	Prad.g_00203	Prbf.g_01135
OG0000744	Prad.g_00202	Prbf.g_01134
OG0000745	Prad.g_00201	Prbf.g_01133
OG0000746	Prad.g_00200	Prbf.g_01132
OG0000747	Prad.g_00199	Prbf.g_01131
OG0000748	Prad.g_00198	Prbf.g_01130
OG0000749	Prad.g_00197	Prbf.g_01129
OG0000750	Prad.g_00196	Prbf.g_01127
OG0000751	Prad.g_00195	Prbf.g_01126
OG0000752	Prad.g_00194	Prbf.g_01067
OG0000753	Prad.g_00192	Prbf.g_01124
OG0000754	Prad.g_00191	Prbf.g_01123
OG0000755	Prad.g_00190	Prbf.g_01122
OG0000756	Prad.g_00189	Prbf.g_01120
OG0000757	Prad.g_00188	Prbf.g_01119
OG0000758	Prad.g_00187	Prbf.g_01118
OG0000759	Prad.g_00185	Prbf.g_01116
OG0000760	Prad.g_00184	Prbf.g_01115
OG0000761	Prad.g_00183	Prbf.g_01114
OG0000762	Prad.g_00181	Prbf.g_01112
OG0000763	Prad.g_00180	Prbf.g_01111
OG0000764	Prad.g_00179	Prbf.g_01110
OG0000765	Prad.g_00178	Prbf.g_01109
OG0000766	Prad.g_00177	Prbf.g_01108
OG0000767	Prad.g_00175	Prbf.g_01106
OG0000768	Prad.g_00174	Prbf.g_01105
OG0000769	Prad.g_00173	Prbf.g_01104
OG0000770	Prad.g_00172	Prbf.g_01103
OG0000771	Prad.g_00171	Prbf.g_01102
OG0000772	Prad.g_00170	Prbf.g_00065
OG0000773	Prad.g_00169	Prbf.g_01100
OG0000774	Prad.g_00168	Prbf.g_01099
OG0000775	Prad.g_00167	Prbf.g_01098
OG0000776	Prad.g_00165	Prbf.g_01095
OG0000777	Prad.g_00163	Prbf.g_01094
OG0000778	Prad.g_00162	Prbf.g_01093
OG0000779	Prad.g_00161	Prbf.g_01092
OG0000780	Prad.g_00159	Prbf.g_01090
OG0000781	Prad.g_00157	Prbf.g_01088
OG0000782	Prad.g_00156	Prbf.g_01087
OG0000783	Prad.g_00144	Prbf.g_01083
OG0000784	Prad.g_00142	Prbf.g_01081
OG0000785	Prad.g_00141	Prbf.g_01080
OG0000786	Prad.g_00140	Prbf.g_01079
OG0000787	Prad.g_00139	Prbf.g_01078
OG0000788	Prad.g_00135	Prbf.g_01072
OG0000789	Prad.g_01039	Prbf.g_01069
OG0000790	Prad.g_01038	Prbf.g_01068
OG0000791	Prad.g_01037	Prbf.g_01065
OG0000792	Prad.g_01036	Prbf.g_01064
OG0000793	Prad.g_01035	Prbf.g_01063
OG0000794	Prad.g_01033	Prbf.g_01060
OG0000795	Prad.g_01030	Prbf.g_01159
OG0000796	Prad.g_01029	Prbf.g_01160
OG0000797	Prad.g_01026	Prbf.g_01162
OG0000798	Prad.g_01025	Prbf.g_01163
OG0000799	Prad.g_01024	Prbf.g_01164
OG0000800	Prad.g_01023	Prbf.g_01165
OG0000801	Prad.g_01020	Prbf.g_01168
OG0000802	Prad.g_01019	Prbf.g_01169
OG0000803	Prad.g_01017	Prbf.g_01171
OG0000804	Prad.g_01016	Prbf.g_01172
OG0000805	Prad.g_01015	Prbf.g_01173
OG0000806	Prad.g_01013	Prbf.g_01175
OG0000807	Prad.g_00990	Prbf.g_01705
OG0000808	Prad.g_00981	Prbf.g_00296
OG0000809	Prad.g_00978	Prbf.g_00870
OG0000810	Prad.g_00977	Prbf.g_01924
OG0000811	Prad.g_00970	Prbf.g_00048
OG0000812	Prad.g_00635	Prbf.g_00876
OG0000813	Prad.g_00639	Prbf.g_01684
OG0000814	Prad.g_00641	Prbf.g_00062
OG0000815	Prad.g_00655	Prbf.g_00094
OG0000816	Prad.g_01988	Prbf.g_00787
OG0000817	Prad.g_01987	Prbf.g_00786
OG0000818	Prad.g_01522	Prbf.g_00285
OG0000819	Prad.g_01515	Prbf.g_00896
OG0000820	Prad.g_01511	Prbf.g_00902
OG0000821	Prad.g_01509	Prbf.g_00904
OG0000822	Prad.g_01508	Prbf.g_00905
OG0000823	Prad.g_01507	Prbf.g_00906
OG0000824	Prad.g_01506	Prbf.g_00907
OG0000825	Prad.g_01505	Prbf.g_00908
OG0000826	Prad.g_01504	Prbf.g_00909
OG0000827	Prad.g_01503	Prbf.g_00910
OG0000828	Prad.g_01502	Prbf.g_00911
OG0000829	Prad.g_01501	Prbf.g_00912
OG0000830	Prad.g_01500	Prbf.g_00914
OG0000831	Prad.g_01497	Prbf.g_00917
OG0000832	Prad.g_01495	Prbf.g_00919
OG0000833	Prad.g_01494	Prbf.g_00920
OG0000834	Prad.g_01493	Prbf.g_00921
OG0000835	Prad.g_01492	Prbf.g_00922
OG0000836	Prad.g_01491	Prbf.g_00923
OG0000837	Prad.g_01489	Prbf.g_00926
OG0000838	Prad.g_01488	Prbf.g_00927
OG0000839	Prad.g_01487	Prbf.g_00928
OG0000840	Prad.g_01486	Prbf.g_00929
OG0000841	Prad.g_01485	Prbf.g_00930
OG0000842	Prad.g_01484	Prbf.g_00932
OG0000843	Prad.g_01483	Prbf.g_00933
OG0000844	Prad.g_01482	Prbf.g_00934
OG0000845	Prad.g_01481	Prbf.g_00935
OG0000846	Prad.g_01478	Prbf.g_00937
OG0000847	Prad.g_01476	Prbf.g_00939
OG0000848	Prad.g_01475	Prbf.g_00940
OG0000849	Prad.g_01474	Prbf.g_00943
OG0000850	Prad.g_01473	Prbf.g_00944
OG0000851	Prad.g_01472	Prbf.g_00946
OG0000852	Prad.g_01469	Prbf.g_00948
OG0000853	Prad.g_01468	Prbf.g_00950
OG0000854	Prad.g_01466	Prbf.g_00952
OG0000855	Prad.g_01465	Prbf.g_00953
OG0000856	Prad.g_01464	Prbf.g_00954
OG0000857	Prad.g_01463	Prbf.g_00955
OG0000858	Prad.g_01462	Prbf.g_00956
OG0000859	Prad.g_01461	Prbf.g_00957
OG0000860	Prad.g_01460	Prbf.g_00958
OG0000861	Prad.g_01459	Prbf.g_00959
OG0000862	Prad.g_01458	Prbf.g_00960
OG0000863	Prad.g_01457	Prbf.g_00961
OG0000864	Prad.g_01456	Prbf.g_00962
OG0000865	Prad.g_01455	Prbf.g_00963
OG0000866	Prad.g_01454	Prbf.g_00964
OG0000867	Prad.g_01453	Prbf.g_00965
OG0000868	Prad.g_01452	Prbf.g_00966
OG0000869	Prad.g_01450	Prbf.g_00968
OG0000870	Prad.g_01449	Prbf.g_00969
OG0000871	Prad.g_01447	Prbf.g_00970
OG0000872	Prad.g_01446	Prbf.g_00971
OG0000873	Prad.g_01444	Prbf.g_00973
OG0000874	Prad.g_01443	Prbf.g_00974
OG0000875	Prad.g_01442	Prbf.g_00975
OG0000876	Prad.g_01441	Prbf.g_00976
OG0000877	Prad.g_01439	Prbf.g_01914
OG0000878	Prad.g_00341	Prbf.g_00767
OG0000879	Prad.g_00359	Prbf.g_00037
OG0000880	Prad.g_00360	Prbf.g_00036
OG0000881	Prad.g_00361	Prbf.g_00035
OG0000882	Prad.g_00362	Prbf.g_00034
OG0000883	Prad.g_00363	Prbf.g_00033
OG0000884	Prad.g_00365	Prbf.g_00031
OG0000885	Prad.g_00366	Prbf.g_00030
OG0000886	Prad.g_00631	Prbf.g_00029
OG0000887	Prad.g_00630	Prbf.g_00028
OG0000888	Prad.g_00629	Prbf.g_00027
OG0000889	Prad.g_00626	Prbf.g_00024
OG0000890	Prad.g_00625	Prbf.g_00023
OG0000891	Prad.g_00624	Prbf.g_00022
OG0000892	Prad.g_00622	Prbf.g_00019
OG0000893	Prad.g_00621	Prbf.g_00018
OG0000894	Prad.g_00620	Prbf.g_00017
OG0000895	Prad.g_00619	Prbf.g_00016
OG0000896	Prad.g_00618	Prbf.g_00015
OG0000897	Prad.g_00617	Prbf.g_00014
OG0000898	Prad.g_00615	Prbf.g_00011
OG0000899	Prad.g_00614	Prbf.g_00010
OG0000900	Prad.g_00612	Prbf.g_00071
OG0000901	Prad.g_00608	Prbf.g_00002
OG0000902	Prad.g_00607	Prbf.g_01782
OG0000903	Prad.g_00606	Prbf.g_00853, Prbf.g_00066
OG0000904	Prad.g_00604	Prbf.g_00256
OG0000905	Prad.g_00602	Prbf.g_00875
OG0000906	Prad.g_00600	Prbf.g_00893
OG0000907	Prad.g_00599	Prbf.g_01181
OG0000908	Prad.g_00596	Prbf.g_00856
OG0000909	Prad.g_00592	Prbf.g_00097
OG0000910	Prad.g_00591	Prbf.g_00098
OG0000911	Prad.g_00590	Prbf.g_00099
OG0000912	Prad.g_00589	Prbf.g_00100
OG0000913	Prad.g_00588	Prbf.g_00101
OG0000914	Prad.g_00587	Prbf.g_00102
OG0000915	Prad.g_00586	Prbf.g_00103
OG0000916	Prad.g_00585	Prbf.g_00104
OG0000917	Prad.g_00584	Prbf.g_00105
OG0000918	Prad.g_00583	Prbf.g_00106
OG0000919	Prad.g_00582	Prbf.g_00107
OG0000920	Prad.g_00581	Prbf.g_00108
OG0000921	Prad.g_00580	Prbf.g_00109
OG0000922	Prad.g_00579	Prbf.g_00110
OG0000923	Prad.g_00578	Prbf.g_00111
OG0000924	Prad.g_00577	Prbf.g_00112
OG0000925	Prad.g_00576	Prbf.g_00113
OG0000926	Prad.g_00567	Prbf.g_00514
OG0000927	Prad.g_00533	Prbf.g_00140
OG0000928	Prad.g_00532	Prbf.g_00141
OG0000929	Prad.g_00531	Prbf.g_00142
OG0000930	Prad.g_00530	Prbf.g_00143
OG0000931	Prad.g_00529	Prbf.g_00144
OG0000932	Prad.g_00527	Prbf.g_00146
OG0000933	Prad.g_00526	Prbf.g_00147
OG0000934	Prad.g_00525	Prbf.g_00148
OG0000935	Prad.g_00524	Prbf.g_00149
OG0000936	Prad.g_00523	Prbf.g_00150
OG0000937	Prad.g_00522	Prbf.g_00151
OG0000938	Prad.g_00521	Prbf.g_00152
OG0000939	Prad.g_00520	Prbf.g_00153
OG0000940	Prad.g_00519	Prbf.g_00154
OG0000941	Prad.g_00517	Prbf.g_00155
OG0000942	Prad.g_00516	Prbf.g_00156
OG0000943	Prad.g_00513	Prbf.g_00159
OG0000944	Prad.g_00512	Prbf.g_00160
OG0000945	Prad.g_00511	Prbf.g_00161
OG0000946	Prad.g_00510	Prbf.g_00162
OG0000947	Prad.g_00509	Prbf.g_00163
OG0000948	Prad.g_00508	Prbf.g_00164
OG0000949	Prad.g_00507	Prbf.g_00165
OG0000950	Prad.g_00506	Prbf.g_00166
OG0000951	Prad.g_00505	Prbf.g_00167
OG0000952	Prad.g_00504	Prbf.g_00168
OG0000953	Prad.g_00503	Prbf.g_00169
OG0000954	Prad.g_00502	Prbf.g_00170
OG0000955	Prad.g_00501	Prbf.g_00171
OG0000956	Prad.g_00500	Prbf.g_00172
OG0000957	Prad.g_00499	Prbf.g_00173
OG0000958	Prad.g_00498	Prbf.g_00174
OG0000959	Prad.g_00497	Prbf.g_00175
OG0000960	Prad.g_00496	Prbf.g_00176
OG0000961	Prad.g_00491	Prbf.g_00180
OG0000962	Prad.g_00490	Prbf.g_00181
OG0000963	Prad.g_00489	Prbf.g_00182
OG0000964	Prad.g_00487	Prbf.g_00184
OG0000965	Prad.g_00486	Prbf.g_00185
OG0000966	Prad.g_00485	Prbf.g_00186
OG0000967	Prad.g_00484	Prbf.g_00187
OG0000968	Prad.g_00483	Prbf.g_00188
OG0000969	Prad.g_00482	Prbf.g_00189
OG0000970	Prad.g_00481	Prbf.g_00190
OG0000971	Prad.g_00480	Prbf.g_00191
OG0000972	Prad.g_00479	Prbf.g_00192
OG0000973	Prad.g_00478	Prbf.g_00193
OG0000974	Prad.g_00476	Prbf.g_00195
OG0000975	Prad.g_00473	Prbf.g_00201
OG0000976	Prad.g_00471	Prbf.g_00203
OG0000977	Prad.g_00470	Prbf.g_00205
OG0000978	Prad.g_00469	Prbf.g_00207
OG0000979	Prad.g_00467	Prbf.g_00209
OG0000980	Prad.g_00466	Prbf.g_00210
OG0000981	Prad.g_00465	Prbf.g_00211
OG0000982	Prad.g_00464	Prbf.g_00212
OG0000983	Prad.g_00462	Prbf.g_00214
OG0000984	Prad.g_00461	Prbf.g_00215
OG0000985	Prad.g_00460	Prbf.g_00216
OG0000986	Prad.g_00459	Prbf.g_00217
OG0000987	Prad.g_00458	Prbf.g_00218
OG0000988	Prad.g_00457	Prbf.g_00219
OG0000989	Prad.g_00456	Prbf.g_00220
OG0000990	Prad.g_00455	Prbf.g_00221
OG0000991	Prad.g_00454	Prbf.g_00222
OG0000992	Prad.g_00453	Prbf.g_00223
OG0000993	Prad.g_00452	Prbf.g_00224
OG0000994	Prad.g_00451	Prbf.g_00225
OG0000995	Prad.g_00450	Prbf.g_00226
OG0000996	Prad.g_00449	Prbf.g_00227
OG0000997	Prad.g_00448	Prbf.g_00228
OG0000998	Prad.g_00447	Prbf.g_00229
OG0000999	Prad.g_00446	Prbf.g_00230
OG0001000	Prad.g_00445	Prbf.g_00231
OG0001001	Prad.g_00443	Prbf.g_00233
OG0001002	Prad.g_00442	Prbf.g_00234
OG0001003	Prad.g_00441	Prbf.g_00235
OG0001004	Prad.g_00440	Prbf.g_00236
OG0001005	Prad.g_00439	Prbf.g_00239
OG0001006	Prad.g_00438	Prbf.g_00240
OG0001007	Prad.g_00437	Prbf.g_00241
OG0001008	Prad.g_00435	Prbf.g_00243
OG0001009	Prad.g_00434	Prbf.g_00244
OG0001010	Prad.g_00426	Prbf.g_00750
OG0001011	Prad.g_00419	Prbf.g_01911
OG0001012	Prad.g_00388	Prbf.g_01230
OG0001013	Prad.g_00947	Prbf.g_00700
OG0001014	Prad.g_00946	Prbf.g_00699
OG0001015	Prad.g_00940	Prbf.g_00692
OG0001016	Prad.g_00939	Prbf.g_00691
OG0001017	Prad.g_00938	Prbf.g_00690
OG0001018	Prad.g_00937	Prbf.g_00689
OG0001019	Prad.g_00935	Prbf.g_00687
OG0001020	Prad.g_00934	Prbf.g_00686
OG0001021	Prad.g_00933	Prbf.g_00685
OG0001022	Prad.g_00932	Prbf.g_00684
OG0001023	Prad.g_00931	Prbf.g_00683
OG0001024	Prad.g_00930	Prbf.g_00681
OG0001025	Prad.g_00929	Prbf.g_00680
OG0001026	Prad.g_00927	Prbf.g_00679
OG0001027	Prad.g_00926	Prbf.g_00678
OG0001028	Prad.g_00925	Prbf.g_00677
OG0001029	Prad.g_00924	Prbf.g_00676
OG0001030	Prad.g_00923	Prbf.g_00675
OG0001031	Prad.g_00922	Prbf.g_00674
OG0001032	Prad.g_00921	Prbf.g_00673
OG0001033	Prad.g_00920	Prbf.g_00672
OG0001034	Prad.g_00919	Prbf.g_00671
OG0001035	Prad.g_00917	Prbf.g_00669
OG0001036	Prad.g_00916	Prbf.g_00668
OG0001037	Prad.g_00915	Prbf.g_00667
OG0001038	Prad.g_00914	Prbf.g_00666
OG0001039	Prad.g_00913	Prbf.g_00665
OG0001040	Prad.g_00912	Prbf.g_00664
OG0001041	Prad.g_00911	Prbf.g_00663
OG0001042	Prad.g_00910	Prbf.g_00662
OG0001043	Prad.g_00909	Prbf.g_00661
OG0001044	Prad.g_00908	Prbf.g_00660
OG0001045	Prad.g_00907	Prbf.g_00659
OG0001046	Prad.g_00906	Prbf.g_00658
OG0001047	Prad.g_00903	Prbf.g_00655
OG0001048	Prad.g_00901	Prbf.g_00653
OG0001049	Prad.g_00900	Prbf.g_00652
OG0001050	Prad.g_00899	Prbf.g_00651
OG0001051	Prad.g_00898	Prbf.g_00650
OG0001052	Prad.g_00897	Prbf.g_00649
OG0001053	Prad.g_00895	Prbf.g_00647
OG0001054	Prad.g_00893	Prbf.g_00645
OG0001055	Prad.g_00892	Prbf.g_00644
OG0001056	Prad.g_00891	Prbf.g_00643
OG0001057	Prad.g_00890	Prbf.g_00642
OG0001058	Prad.g_00889	Prbf.g_00641
OG0001059	Prad.g_00888	Prbf.g_00640
OG0001060	Prad.g_00887	Prbf.g_00639
OG0001061	Prad.g_00886	Prbf.g_00638
OG0001062	Prad.g_00885	Prbf.g_00637
OG0001063	Prad.g_00884	Prbf.g_00636
OG0001064	Prad.g_00882	Prbf.g_00634
OG0001065	Prad.g_00879	Prbf.g_00630
OG0001066	Prad.g_00878	Prbf.g_00628
OG0001067	Prad.g_00877	Prbf.g_00627
OG0001068	Prad.g_00875	Prbf.g_00624
OG0001069	Prad.g_00874	Prbf.g_00623
OG0001070	Prad.g_00873	Prbf.g_00622
OG0001071	Prad.g_00872	Prbf.g_00621
OG0001072	Prad.g_00871	Prbf.g_00620
OG0001073	Prad.g_00870	Prbf.g_00619
OG0001074	Prad.g_00869	Prbf.g_00618
OG0001075	Prad.g_00868	Prbf.g_00617
OG0001076	Prad.g_00867	Prbf.g_00616
OG0001077	Prad.g_00866	Prbf.g_00615
OG0001078	Prad.g_00865	Prbf.g_00614
OG0001079	Prad.g_00864	Prbf.g_00613
OG0001080	Prad.g_00863	Prbf.g_00612
OG0001081	Prad.g_00860	Prbf.g_00608
OG0001082	Prad.g_00859	Prbf.g_00607
OG0001083	Prad.g_00858	Prbf.g_00604
OG0001084	Prad.g_00856	Prbf.g_00605
OG0001085	Prad.g_00855	Prbf.g_00606
OG0001086	Prad.g_00854	Prbf.g_00609
OG0001087	Prad.g_00853	Prbf.g_00610
OG0001088	Prad.g_00852	Prbf.g_00611
OG0001089	Prad.g_00849	Prbf.g_00601
OG0001090	Prad.g_00847	Prbf.g_00599
OG0001091	Prad.g_00846	Prbf.g_00598
OG0001092	Prad.g_00845	Prbf.g_00597
OG0001093	Prad.g_00844	Prbf.g_00596
OG0001094	Prad.g_00843	Prbf.g_00595
OG0001095	Prad.g_00842	Prbf.g_00594
OG0001096	Prad.g_00841	Prbf.g_00593
OG0001097	Prad.g_00840	Prbf.g_00592
OG0001098	Prad.g_00839	Prbf.g_00591
OG0001099	Prad.g_00838	Prbf.g_00590
OG0001100	Prad.g_00837	Prbf.g_00589
OG0001101	Prad.g_00836	Prbf.g_00588
OG0001102	Prad.g_00835	Prbf.g_00587
OG0001103	Prad.g_00834	Prbf.g_00586
OG0001104	Prad.g_00833	Prbf.g_00585
OG0001105	Prad.g_00832	Prbf.g_00584
OG0001106	Prad.g_00831	Prbf.g_00583
OG0001107	Prad.g_00830	Prbf.g_00582
OG0001108	Prad.g_00829	Prbf.g_00581
OG0001109	Prad.g_00828	Prbf.g_00580
OG0001110	Prad.g_00827	Prbf.g_00579
OG0001111	Prad.g_00826	Prbf.g_00578
OG0001112	Prad.g_00825	Prbf.g_00577
OG0001113	Prad.g_00824	Prbf.g_00576
OG0001114	Prad.g_00823	Prbf.g_00575
OG0001115	Prad.g_00822	Prbf.g_00574
OG0001116	Prad.g_00821	Prbf.g_00573
OG0001117	Prad.g_00820	Prbf.g_00572
OG0001118	Prad.g_00819	Prbf.g_00571
OG0001119	Prad.g_00818	Prbf.g_00570
OG0001120	Prad.g_00817	Prbf.g_00569
