Orthogroup	Prad	Pram
OG0000583	Prad.g_01237	Pram.g_01047
OG0000584	Prad.g_01238	Pram.g_01045
OG0000585	Prad.g_01239	Pram.g_01044
OG0000586	Prad.g_01241	Pram.g_01042
OG0000587	Prad.g_01242	Pram.g_01041
OG0000588	Prad.g_01244	Pram.g_00760
OG0000589	Prad.g_01245	Pram.g_00761
OG0000590	Prad.g_01247	Pram.g_00763
OG0000591	Prad.g_01253	Pram.g_00769
OG0000592	Prad.g_01254	Pram.g_00770
OG0000593	Prad.g_01255	Pram.g_00771
OG0000594	Prad.g_01257	Pram.g_00774
OG0000595	Prad.g_01258	Pram.g_00775
OG0000596	Prad.g_01259	Pram.g_00776
OG0000597	Prad.g_01261	Pram.g_00778
OG0000598	Prad.g_01262	Pram.g_00779
OG0000599	Prad.g_01263	Pram.g_00780
OG0000600	Prad.g_01264	Pram.g_00781
OG0000601	Prad.g_01266	Pram.g_00784
OG0000602	Prad.g_01267	Pram.g_00785
OG0000603	Prad.g_01268	Pram.g_00786
OG0000604	Prad.g_01269	Pram.g_00789
OG0000605	Prad.g_01270	Pram.g_00790
OG0000606	Prad.g_01271	Pram.g_00791
OG0000607	Prad.g_01273	Pram.g_00793
OG0000608	Prad.g_01274	Pram.g_00795
OG0000609	Prad.g_01278	Pram.g_01927
OG0000610	Prad.g_01279	Pram.g_00720
OG0000611	Prad.g_01050	Pram.g_00802
OG0000612	Prad.g_01051	Pram.g_00803
OG0000613	Prad.g_01052	Pram.g_01027
OG0000614	Prad.g_01053	Pram.g_01026
OG0000615	Prad.g_01055	Pram.g_01024
OG0000616	Prad.g_01056	Pram.g_01023
OG0000617	Prad.g_01057	Pram.g_01022
OG0000618	Prad.g_01058	Pram.g_01021
OG0000619	Prad.g_01059	Pram.g_01020
OG0000620	Prad.g_01060	Pram.g_01019
OG0000621	Prad.g_01061	Pram.g_01018
OG0000622	Prad.g_01062	Pram.g_01017
OG0000623	Prad.g_01063	Pram.g_01016
OG0000624	Prad.g_01064	Pram.g_01014
OG0000625	Prad.g_01065	Pram.g_01013
OG0000626	Prad.g_01066	Pram.g_01012
OG0000627	Prad.g_01067	Pram.g_01011
OG0000628	Prad.g_01068	Pram.g_01010
OG0000629	Prad.g_01069	Pram.g_01008
OG0000630	Prad.g_01070	Pram.g_01007
OG0000631	Prad.g_01072	Pram.g_01005
OG0000632	Prad.g_01088	Pram.g_01004
OG0000633	Prad.g_01092	Pram.g_01539
OG0000634	Prad.g_01107	Pram.g_01534
OG0000635	Prad.g_01109	Pram.g_00935
OG0000636	Prad.g_01110	Pram.g_00934
OG0000637	Prad.g_01111	Pram.g_00933
OG0000638	Prad.g_01123	Pram.g_00325
OG0000639	Prad.g_01132	Pram.g_00908
OG0000640	Prad.g_01134	Pram.g_00911
OG0000641	Prad.g_01137	Pram.g_00913
OG0000642	Prad.g_01138	Pram.g_00914
OG0000643	Prad.g_01139	Pram.g_00915
OG0000644	Prad.g_01140	Pram.g_01028
OG0000645	Prad.g_01141	Pram.g_00804
OG0000646	Prad.g_01142	Pram.g_00805
OG0000647	Prad.g_01143	Pram.g_00806
OG0000648	Prad.g_01145	Pram.g_00808
OG0000649	Prad.g_01146	Pram.g_00809
OG0000650	Prad.g_01147	Pram.g_00810
OG0000651	Prad.g_01148	Pram.g_00811
OG0000652	Prad.g_01149	Pram.g_00812
OG0000653	Prad.g_01150	Pram.g_00813
OG0000654	Prad.g_01152	Pram.g_00815
OG0000655	Prad.g_01154	Pram.g_00817
OG0000656	Prad.g_01155	Pram.g_00818
OG0000657	Prad.g_01156	Pram.g_00819
OG0000658	Prad.g_01157	Pram.g_00820
OG0000659	Prad.g_01158	Pram.g_00821
OG0000660	Prad.g_01159	Pram.g_00822
OG0000661	Prad.g_01160	Pram.g_00823
OG0000662	Prad.g_01161	Pram.g_00825
OG0000663	Prad.g_01162	Pram.g_00826
OG0000664	Prad.g_01163	Pram.g_00827
OG0000665	Prad.g_01164	Pram.g_00828
OG0000666	Prad.g_01165	Pram.g_00829
OG0000667	Prad.g_01166	Pram.g_00830
OG0000668	Prad.g_01167	Pram.g_00831
OG0000669	Prad.g_01169	Pram.g_00833
OG0000670	Prad.g_01170	Pram.g_00834
OG0000671	Prad.g_01171	Pram.g_00835
OG0000672	Prad.g_01172	Pram.g_00836
OG0000673	Prad.g_01173	Pram.g_00837
OG0000674	Prad.g_01174	Pram.g_00838
OG0000675	Prad.g_01176	Pram.g_00839
OG0000676	Prad.g_01177	Pram.g_00840
OG0000677	Prad.g_01180	Pram.g_00843
OG0000678	Prad.g_01182	Pram.g_00845
OG0000679	Prad.g_01183	Pram.g_00847
OG0000680	Prad.g_01184	Pram.g_00848
OG0000681	Prad.g_01185	Pram.g_00849
OG0000682	Prad.g_00308	Pram.g_00850
OG0000683	Prad.g_00306	Pram.g_00852
OG0000684	Prad.g_00305	Pram.g_00853
OG0000685	Prad.g_00304	Pram.g_00854
OG0000686	Prad.g_00303	Pram.g_00855
OG0000687	Prad.g_00302	Pram.g_00857
OG0000688	Prad.g_00301	Pram.g_00858
OG0000689	Prad.g_00300	Pram.g_00859
OG0000690	Prad.g_00299	Pram.g_00860
OG0000691	Prad.g_00298	Pram.g_00861
OG0000692	Prad.g_00296	Pram.g_00865
OG0000693	Prad.g_00295	Pram.g_00866
OG0000694	Prad.g_00294	Pram.g_00867
OG0000695	Prad.g_00293	Pram.g_00868
OG0000696	Prad.g_00292	Pram.g_00870
OG0000697	Prad.g_00290	Pram.g_00872
OG0000698	Prad.g_00288	Pram.g_00876
OG0000699	Prad.g_00287	Pram.g_00877
OG0000700	Prad.g_00260	Pram.g_00713
OG0000701	Prad.g_00256	Pram.g_00717
OG0000702	Prad.g_00253	Pram.g_00724
OG0000703	Prad.g_00252	Pram.g_00726
OG0000704	Prad.g_00251	Pram.g_00727
OG0000705	Prad.g_00250	Pram.g_00728
OG0000706	Prad.g_00249	Pram.g_00729
OG0000707	Prad.g_00248	Pram.g_00731
OG0000708	Prad.g_00247	Pram.g_00732
OG0000709	Prad.g_00245	Pram.g_00734
OG0000710	Prad.g_00244	Pram.g_00735
OG0000711	Prad.g_00243	Pram.g_00736
OG0000712	Prad.g_00242	Pram.g_00737
OG0000713	Prad.g_00241	Pram.g_00738
OG0000714	Prad.g_00239	Pram.g_00740
OG0000715	Prad.g_00238	Pram.g_00741
OG0000716	Prad.g_00236	Pram.g_00743
OG0000717	Prad.g_00235	Pram.g_00744
OG0000718	Prad.g_00234	Pram.g_00745
OG0000719	Prad.g_00232	Pram.g_00747
OG0000720	Prad.g_00231	Pram.g_00748
OG0000721	Prad.g_00228	Pram.g_00751
OG0000722	Prad.g_00227	Pram.g_00752
OG0000723	Prad.g_00226	Pram.g_00753
OG0000724	Prad.g_00224	Pram.g_00754
OG0000725	Prad.g_00223	Pram.g_00755
OG0000726	Prad.g_00222	Pram.g_00756
OG0000727	Prad.g_00221	Pram.g_00757
OG0000728	Prad.g_00220	Pram.g_00758
OG0000729	Prad.g_00219	Pram.g_00759
OG0000730	Prad.g_00218	Pram.g_01038
OG0000731	Prad.g_00217	Pram.g_01036
OG0000732	Prad.g_00216	Pram.g_01035
OG0000733	Prad.g_00215	Pram.g_01034
OG0000734	Prad.g_00214	Pram.g_01033
OG0000735	Prad.g_00212	Pram.g_01031
OG0000736	Prad.g_00211	Pram.g_01030
OG0000737	Prad.g_00210	Pram.g_01029
OG0000738	Prad.g_00209	Pram.g_00916
OG0000739	Prad.g_00208	Pram.g_00917
OG0000740	Prad.g_00207	Pram.g_00918
OG0000741	Prad.g_00206	Pram.g_00919
OG0000742	Prad.g_00204	Pram.g_00921
OG0000743	Prad.g_00203	Pram.g_00922
OG0000744	Prad.g_00202	Pram.g_00923
OG0000745	Prad.g_00201	Pram.g_00924
OG0000746	Prad.g_00200	Pram.g_00925
OG0000747	Prad.g_00199	Pram.g_00926
OG0000748	Prad.g_00198	Pram.g_00927
OG0000749	Prad.g_00197	Pram.g_00928
OG0000750	Prad.g_00196	Pram.g_00930
OG0000751	Prad.g_00195	Pram.g_00931
OG0000752	Prad.g_00194	Pram.g_00988
OG0000753	Prad.g_00192	Pram.g_00936
OG0000754	Prad.g_00191	Pram.g_00937
OG0000755	Prad.g_00190	Pram.g_00938
OG0000756	Prad.g_00189	Pram.g_00940
OG0000757	Prad.g_00188	Pram.g_00941
OG0000758	Prad.g_00187	Pram.g_00942
OG0000759	Prad.g_00185	Pram.g_00944
OG0000760	Prad.g_00184	Pram.g_00945
OG0000761	Prad.g_00183	Pram.g_00946
OG0000762	Prad.g_00181	Pram.g_00948
OG0000763	Prad.g_00180	Pram.g_00949
OG0000764	Prad.g_00179	Pram.g_00950
OG0000765	Prad.g_00178	Pram.g_00951
OG0000766	Prad.g_00177	Pram.g_00952
OG0000767	Prad.g_00175	Pram.g_00954
OG0000768	Prad.g_00174	Pram.g_00955
OG0000769	Prad.g_00173	Pram.g_00956
OG0000770	Prad.g_00172	Pram.g_00957
OG0000771	Prad.g_00171	Pram.g_00958
OG0000772	Prad.g_00170	Pram.g_01199
OG0000773	Prad.g_00169	Pram.g_00959
OG0000774	Prad.g_00168	Pram.g_00960
OG0000775	Prad.g_00167	Pram.g_00961
OG0000776	Prad.g_00165	Pram.g_00963
OG0000777	Prad.g_00163	Pram.g_00964
OG0000778	Prad.g_00162	Pram.g_00965
OG0000779	Prad.g_00161	Pram.g_00966
OG0000780	Prad.g_00159	Pram.g_00968
OG0000781	Prad.g_00157	Pram.g_00970
OG0000782	Prad.g_00156	Pram.g_00971
OG0000783	Prad.g_00144	Pram.g_00973
OG0000784	Prad.g_00142	Pram.g_00975
OG0000785	Prad.g_00141	Pram.g_00976
OG0000786	Prad.g_00140	Pram.g_00977
OG0000787	Prad.g_00139	Pram.g_00978
OG0000788	Prad.g_00135	Pram.g_00983
OG0000789	Prad.g_01039	Pram.g_00986
OG0000790	Prad.g_01038	Pram.g_00987
OG0000791	Prad.g_01037	Pram.g_00990
OG0000792	Prad.g_01036	Pram.g_00991
OG0000793	Prad.g_01035	Pram.g_00992
OG0000794	Prad.g_01033	Pram.g_00995
OG0000795	Prad.g_01030	Pram.g_00899
OG0000796	Prad.g_01029	Pram.g_00898
OG0000797	Prad.g_01026	Pram.g_00896
OG0000798	Prad.g_01025	Pram.g_00895
OG0000799	Prad.g_01024	Pram.g_00894
OG0000800	Prad.g_01023	Pram.g_00893
OG0000801	Prad.g_01020	Pram.g_00890
OG0000802	Prad.g_01019	Pram.g_00889
OG0000803	Prad.g_01017	Pram.g_00887
OG0000804	Prad.g_01016	Pram.g_00886
OG0000805	Prad.g_01015	Pram.g_00885
OG0000806	Prad.g_01013	Pram.g_00883
OG0000807	Prad.g_00990	Pram.g_00356
OG0000808	Prad.g_00981	Pram.g_00683
OG0000809	Prad.g_00978	Pram.g_01188
OG0000810	Prad.g_00977	Pram.g_00579
OG0000811	Prad.g_00970	Pram.g_01208
OG0000812	Prad.g_00635	Pram.g_01182
OG0000813	Prad.g_00639	Pram.g_00335
OG0000814	Prad.g_00641	Pram.g_01201
OG0000815	Prad.g_00655	Pram.g_01469
OG0000816	Prad.g_01988	Pram.g_01547
OG0000817	Prad.g_01987	Pram.g_01548
OG0000818	Prad.g_01522	Pram.g_00690
OG0000819	Prad.g_01515	Pram.g_01162
OG0000820	Prad.g_01511	Pram.g_01156
OG0000821	Prad.g_01509	Pram.g_01154
OG0000822	Prad.g_01508	Pram.g_01153
OG0000823	Prad.g_01507	Pram.g_01152
OG0000824	Prad.g_01506	Pram.g_01151
OG0000825	Prad.g_01505	Pram.g_01150
OG0000826	Prad.g_01504	Pram.g_01149
OG0000827	Prad.g_01503	Pram.g_01148
OG0000828	Prad.g_01502	Pram.g_01147
OG0000829	Prad.g_01501	Pram.g_01146
OG0000830	Prad.g_01500	Pram.g_01144
OG0000831	Prad.g_01497	Pram.g_01141
OG0000832	Prad.g_01495	Pram.g_01139
OG0000833	Prad.g_01494	Pram.g_01137
OG0000834	Prad.g_01493	Pram.g_01136
OG0000835	Prad.g_01492	Pram.g_01135
OG0000836	Prad.g_01491	Pram.g_01134
OG0000837	Prad.g_01489	Pram.g_01131
OG0000838	Prad.g_01488	Pram.g_01130
OG0000839	Prad.g_01487	Pram.g_01129
OG0000840	Prad.g_01486	Pram.g_01128
OG0000841	Prad.g_01485	Pram.g_01127
OG0000842	Prad.g_01484	Pram.g_01125
OG0000843	Prad.g_01483	Pram.g_01124
OG0000844	Prad.g_01482	Pram.g_01123
OG0000845	Prad.g_01481	Pram.g_01122
OG0000846	Prad.g_01478	Pram.g_01119
OG0000847	Prad.g_01476	Pram.g_01118
OG0000848	Prad.g_01475	Pram.g_01117
OG0000849	Prad.g_01474	Pram.g_01114
OG0000850	Prad.g_01473	Pram.g_01113
OG0000851	Prad.g_01472	Pram.g_01111
OG0000852	Prad.g_01469	Pram.g_01109
OG0000853	Prad.g_01468	Pram.g_01107
OG0000854	Prad.g_01466	Pram.g_01105
OG0000855	Prad.g_01465	Pram.g_01104
OG0000856	Prad.g_01464	Pram.g_01103
OG0000857	Prad.g_01463	Pram.g_01102
OG0000858	Prad.g_01462	Pram.g_01101
OG0000859	Prad.g_01461	Pram.g_01100
OG0000860	Prad.g_01460	Pram.g_01099
OG0000861	Prad.g_01459	Pram.g_01098
OG0000862	Prad.g_01458	Pram.g_01097
OG0000863	Prad.g_01457	Pram.g_01096
OG0000864	Prad.g_01456	Pram.g_01095
OG0000865	Prad.g_01455	Pram.g_01094
OG0000866	Prad.g_01454	Pram.g_01093
OG0000867	Prad.g_01453	Pram.g_01092
OG0000868	Prad.g_01452	Pram.g_01091
OG0000869	Prad.g_01450	Pram.g_01089
OG0000870	Prad.g_01449	Pram.g_01088
OG0000871	Prad.g_01447	Pram.g_01087
OG0000872	Prad.g_01446	Pram.g_01086
OG0000873	Prad.g_01444	Pram.g_01084
OG0000874	Prad.g_01443	Pram.g_01083
OG0000875	Prad.g_01442	Pram.g_01082
OG0000876	Prad.g_01441	Pram.g_01081
OG0000877	Prad.g_01439	Pram.g_00570
OG0000878	Prad.g_00341	Pram.g_01569
OG0000879	Prad.g_00359	Pram.g_01219
OG0000880	Prad.g_00360	Pram.g_01220
OG0000881	Prad.g_00361	Pram.g_01221
OG0000882	Prad.g_00362	Pram.g_01222
OG0000883	Prad.g_00363	Pram.g_01223
OG0000884	Prad.g_00365	Pram.g_01225
OG0000885	Prad.g_00366	Pram.g_01226
OG0000886	Prad.g_00631	Pram.g_01227
OG0000887	Prad.g_00630	Pram.g_01228
OG0000888	Prad.g_00629	Pram.g_01229
OG0000889	Prad.g_00626	Pram.g_01232
OG0000890	Prad.g_00625	Pram.g_01233
OG0000891	Prad.g_00624	Pram.g_01234
OG0000892	Prad.g_00622	Pram.g_01236
OG0000893	Prad.g_00621	Pram.g_01237
OG0000894	Prad.g_00620	Pram.g_01238
OG0000895	Prad.g_00619	Pram.g_01239
OG0000896	Prad.g_00618	Pram.g_01240
OG0000897	Prad.g_00617	Pram.g_01241
OG0000898	Prad.g_00615	Pram.g_01244
OG0000899	Prad.g_00614	Pram.g_01245
OG0000900	Prad.g_00612	Pram.g_01478
OG0000901	Prad.g_00608	Pram.g_01475
OG0000902	Prad.g_00607	Pram.g_01271
OG0000903	Prad.g_00606	Pram.g_01198
OG0000904	Prad.g_00604	Pram.g_01281
OG0000905	Prad.g_00602	Pram.g_01183
OG0000906	Prad.g_00600	Pram.g_01165
OG0000907	Prad.g_00599	Pram.g_00874
OG0000908	Prad.g_00596	Pram.g_01542
OG0000909	Prad.g_00592	Pram.g_01466
OG0000910	Prad.g_00591	Pram.g_01465
OG0000911	Prad.g_00590	Pram.g_01464
OG0000912	Prad.g_00589	Pram.g_01463
OG0000913	Prad.g_00588	Pram.g_01462
OG0000914	Prad.g_00587	Pram.g_01461
OG0000915	Prad.g_00586	Pram.g_01460
OG0000916	Prad.g_00585	Pram.g_01458
OG0000917	Prad.g_00584	Pram.g_01457
OG0000918	Prad.g_00583	Pram.g_01456
OG0000919	Prad.g_00582	Pram.g_01455
OG0000920	Prad.g_00581	Pram.g_01454
OG0000921	Prad.g_00580	Pram.g_01453
OG0000922	Prad.g_00579	Pram.g_01452
OG0000923	Prad.g_00578	Pram.g_01451
OG0000924	Prad.g_00577	Pram.g_01450
OG0000925	Prad.g_00576	Pram.g_01449
OG0000926	Prad.g_00567	Pram.g_01815
OG0000927	Prad.g_00533	Pram.g_01398
OG0000928	Prad.g_00532	Pram.g_01397
OG0000929	Prad.g_00531	Pram.g_01396
OG0000930	Prad.g_00530	Pram.g_01395
OG0000931	Prad.g_00529	Pram.g_01394
OG0000932	Prad.g_00527	Pram.g_01392
OG0000933	Prad.g_00526	Pram.g_01391
OG0000934	Prad.g_00525	Pram.g_01390
OG0000935	Prad.g_00524	Pram.g_01389
OG0000936	Prad.g_00523	Pram.g_01388
OG0000937	Prad.g_00522	Pram.g_01387
OG0000938	Prad.g_00521	Pram.g_01386
OG0000939	Prad.g_00520	Pram.g_01385
OG0000940	Prad.g_00519	Pram.g_01384
OG0000941	Prad.g_00517	Pram.g_01383
OG0000942	Prad.g_00516	Pram.g_01382
OG0000943	Prad.g_00513	Pram.g_01376
OG0000944	Prad.g_00512	Pram.g_01375
OG0000945	Prad.g_00511	Pram.g_01374
OG0000946	Prad.g_00510	Pram.g_01373
OG0000947	Prad.g_00509	Pram.g_01372
OG0000948	Prad.g_00508	Pram.g_01371
OG0000949	Prad.g_00507	Pram.g_01370
OG0000950	Prad.g_00506	Pram.g_01369
OG0000951	Prad.g_00505	Pram.g_01368
OG0000952	Prad.g_00504	Pram.g_01367
OG0000953	Prad.g_00503	Pram.g_01366
OG0000954	Prad.g_00502	Pram.g_01365
OG0000955	Prad.g_00501	Pram.g_01364
OG0000956	Prad.g_00500	Pram.g_01363
OG0000957	Prad.g_00499	Pram.g_01362
OG0000958	Prad.g_00498	Pram.g_01361
OG0000959	Prad.g_00497	Pram.g_01360
OG0000960	Prad.g_00496	Pram.g_01359
OG0000961	Prad.g_00491	Pram.g_01355
OG0000962	Prad.g_00490	Pram.g_01354
OG0000963	Prad.g_00489	Pram.g_01353
OG0000964	Prad.g_00487	Pram.g_01351
OG0000965	Prad.g_00486	Pram.g_01350
OG0000966	Prad.g_00485	Pram.g_01349
OG0000967	Prad.g_00484	Pram.g_01348
OG0000968	Prad.g_00483	Pram.g_01347
OG0000969	Prad.g_00482	Pram.g_01346
OG0000970	Prad.g_00481	Pram.g_01345
OG0000971	Prad.g_00480	Pram.g_01344
OG0000972	Prad.g_00479	Pram.g_01343
OG0000973	Prad.g_00478	Pram.g_01342
OG0000974	Prad.g_00476	Pram.g_01340
OG0000975	Prad.g_00473	Pram.g_01333
OG0000976	Prad.g_00471	Pram.g_01331
OG0000977	Prad.g_00470	Pram.g_01330
OG0000978	Prad.g_00469	Pram.g_01328
OG0000979	Prad.g_00467	Pram.g_01326
OG0000980	Prad.g_00466	Pram.g_01325
OG0000981	Prad.g_00465	Pram.g_01324
OG0000982	Prad.g_00464	Pram.g_01323
OG0000983	Prad.g_00462	Pram.g_01321
OG0000984	Prad.g_00461	Pram.g_01320
OG0000985	Prad.g_00460	Pram.g_01319
OG0000986	Prad.g_00459	Pram.g_01318
OG0000987	Prad.g_00458	Pram.g_01317
OG0000988	Prad.g_00457	Pram.g_01315
OG0000989	Prad.g_00456	Pram.g_01314
OG0000990	Prad.g_00455	Pram.g_01313
OG0000991	Prad.g_00454	Pram.g_01312
OG0000992	Prad.g_00453	Pram.g_01311
OG0000993	Prad.g_00452	Pram.g_01310
OG0000994	Prad.g_00451	Pram.g_01309
OG0000995	Prad.g_00450	Pram.g_01308
OG0000996	Prad.g_00449	Pram.g_01307
OG0000997	Prad.g_00448	Pram.g_01306
OG0000998	Prad.g_00447	Pram.g_01305
OG0000999	Prad.g_00446	Pram.g_01304
OG0001000	Prad.g_00445	Pram.g_01303
OG0001001	Prad.g_00443	Pram.g_01301
OG0001002	Prad.g_00442	Pram.g_01300
OG0001003	Prad.g_00441	Pram.g_01299
OG0001004	Prad.g_00440	Pram.g_01298
OG0001005	Prad.g_00439	Pram.g_01296
OG0001006	Prad.g_00438	Pram.g_01295
OG0001007	Prad.g_00437	Pram.g_01294
OG0001008	Prad.g_00435	Pram.g_01292
OG0001009	Prad.g_00434	Pram.g_01291
OG0001010	Prad.g_00426	Pram.g_01577
OG0001011	Prad.g_00419	Pram.g_00567
OG0001012	Prad.g_00388	Pram.g_00824
OG0001013	Prad.g_00947	Pram.g_01625
OG0001014	Prad.g_00946	Pram.g_01626
OG0001015	Prad.g_00940	Pram.g_01633
OG0001016	Prad.g_00939	Pram.g_01634
OG0001017	Prad.g_00938	Pram.g_01635
OG0001018	Prad.g_00937	Pram.g_01636
OG0001019	Prad.g_00935	Pram.g_01638
OG0001020	Prad.g_00934	Pram.g_01639
OG0001021	Prad.g_00933	Pram.g_01640
OG0001022	Prad.g_00932	Pram.g_01641
OG0001023	Prad.g_00931	Pram.g_01642
OG0001024	Prad.g_00930	Pram.g_01644
OG0001025	Prad.g_00929	Pram.g_01645
OG0001026	Prad.g_00927	Pram.g_01646
OG0001027	Prad.g_00926	Pram.g_01647
OG0001028	Prad.g_00925	Pram.g_01648
OG0001029	Prad.g_00924	Pram.g_01649
OG0001030	Prad.g_00923	Pram.g_01650
OG0001031	Prad.g_00922	Pram.g_01651
OG0001032	Prad.g_00921	Pram.g_01652
OG0001033	Prad.g_00920	Pram.g_01653
OG0001034	Prad.g_00919	Pram.g_01654
OG0001035	Prad.g_00917	Pram.g_01656
OG0001036	Prad.g_00916	Pram.g_01657
OG0001037	Prad.g_00915	Pram.g_01658
OG0001038	Prad.g_00914	Pram.g_01659
OG0001039	Prad.g_00913	Pram.g_01660
OG0001040	Prad.g_00912	Pram.g_01662
OG0001041	Prad.g_00911	Pram.g_01663
OG0001042	Prad.g_00910	Pram.g_01664
OG0001043	Prad.g_00909	Pram.g_01665
OG0001044	Prad.g_00908	Pram.g_01666
OG0001045	Prad.g_00907	Pram.g_01667
OG0001046	Prad.g_00906	Pram.g_01668
OG0001047	Prad.g_00903	Pram.g_01671
OG0001048	Prad.g_00901	Pram.g_01673
OG0001049	Prad.g_00900	Pram.g_01674
OG0001050	Prad.g_00899	Pram.g_01675
OG0001051	Prad.g_00898	Pram.g_01676
OG0001052	Prad.g_00897	Pram.g_01677
OG0001053	Prad.g_00895	Pram.g_01679
OG0001054	Prad.g_00893	Pram.g_01681
OG0001055	Prad.g_00892	Pram.g_01682
OG0001056	Prad.g_00891	Pram.g_01683
OG0001057	Prad.g_00890	Pram.g_01684
OG0001058	Prad.g_00889	Pram.g_01685
OG0001059	Prad.g_00888	Pram.g_01686
OG0001060	Prad.g_00887	Pram.g_01687
OG0001061	Prad.g_00886	Pram.g_01688
OG0001062	Prad.g_00885	Pram.g_01689
OG0001063	Prad.g_00884	Pram.g_01690
OG0001064	Prad.g_00882	Pram.g_01691
OG0001065	Prad.g_00879	Pram.g_01695
OG0001066	Prad.g_00878	Pram.g_01697
OG0001067	Prad.g_00877	Pram.g_01698
OG0001068	Prad.g_00875	Pram.g_01701
OG0001069	Prad.g_00874	Pram.g_01702
OG0001070	Prad.g_00873	Pram.g_01703
OG0001071	Prad.g_00872	Pram.g_01704
OG0001072	Prad.g_00871	Pram.g_01705
OG0001073	Prad.g_00870	Pram.g_01706
OG0001074	Prad.g_00869	Pram.g_01707
OG0001075	Prad.g_00868	Pram.g_01708
OG0001076	Prad.g_00867	Pram.g_01709
OG0001077	Prad.g_00866	Pram.g_01710
OG0001078	Prad.g_00865	Pram.g_01711
OG0001079	Prad.g_00864	Pram.g_01712
OG0001080	Prad.g_00863	Pram.g_01713
OG0001081	Prad.g_00860	Pram.g_01717
OG0001082	Prad.g_00859	Pram.g_01718
OG0001083	Prad.g_00858	Pram.g_01722
OG0001084	Prad.g_00856	Pram.g_01720
OG0001085	Prad.g_00855	Pram.g_01719
OG0001086	Prad.g_00854	Pram.g_01716
OG0001087	Prad.g_00853	Pram.g_01715
OG0001088	Prad.g_00852	Pram.g_01714
OG0001089	Prad.g_00849	Pram.g_01727
OG0001090	Prad.g_00847	Pram.g_01729
OG0001091	Prad.g_00846	Pram.g_01730
OG0001092	Prad.g_00845	Pram.g_01731
OG0001093	Prad.g_00844	Pram.g_01732
OG0001094	Prad.g_00843	Pram.g_01733
OG0001095	Prad.g_00842	Pram.g_01734
OG0001096	Prad.g_00841	Pram.g_01735
OG0001097	Prad.g_00840	Pram.g_01736
OG0001098	Prad.g_00839	Pram.g_01737
OG0001099	Prad.g_00838	Pram.g_01738
OG0001100	Prad.g_00837	Pram.g_01739
OG0001101	Prad.g_00836	Pram.g_01740
OG0001102	Prad.g_00835	Pram.g_01741
OG0001103	Prad.g_00834	Pram.g_01742
OG0001104	Prad.g_00833	Pram.g_01743
OG0001105	Prad.g_00832	Pram.g_01744
OG0001106	Prad.g_00831	Pram.g_01745
OG0001107	Prad.g_00830	Pram.g_01746
OG0001108	Prad.g_00829	Pram.g_01747
OG0001109	Prad.g_00828	Pram.g_01748
OG0001110	Prad.g_00827	Pram.g_01749
OG0001111	Prad.g_00826	Pram.g_01750
OG0001112	Prad.g_00825	Pram.g_01751
OG0001113	Prad.g_00824	Pram.g_01752
OG0001114	Prad.g_00823	Pram.g_01753
OG0001115	Prad.g_00822	Pram.g_01754
OG0001116	Prad.g_00821	Pram.g_01755
OG0001117	Prad.g_00820	Pram.g_01756
OG0001118	Prad.g_00819	Pram.g_01757
OG0001119	Prad.g_00818	Pram.g_01758
OG0001120	Prad.g_00817	Pram.g_01759
OG0001121	Prad.g_00815	Pram.g_01761
OG0001122	Prad.g_00814	Pram.g_01762
OG0001123	Prad.g_00813	Pram.g_01763
OG0001124	Prad.g_00811	Pram.g_01765
OG0001125	Prad.g_00809	Pram.g_01767
OG0001126	Prad.g_00808	Pram.g_01768
OG0001127	Prad.g_00806	Pram.g_01771
OG0001128	Prad.g_00805	Pram.g_01772
OG0001129	Prad.g_00804	Pram.g_01773
OG0001130	Prad.g_00801	Pram.g_01776
OG0001131	Prad.g_00800	Pram.g_01777
OG0001132	Prad.g_00799	Pram.g_01778
OG0001133	Prad.g_00798	Pram.g_01779
OG0001134	Prad.g_00797	Pram.g_01780
OG0001135	Prad.g_00796	Pram.g_01781
OG0001136	Prad.g_00795	Pram.g_01782
OG0001137	Prad.g_00794	Pram.g_01783
OG0001138	Prad.g_00793	Pram.g_01784
OG0001139	Prad.g_00792	Pram.g_01786
OG0001140	Prad.g_00791	Pram.g_01787
OG0001141	Prad.g_00790	Pram.g_01788
OG0001142	Prad.g_00787	Pram.g_01793
OG0001143	Prad.g_00786	Pram.g_01794
OG0001144	Prad.g_00785	Pram.g_01795
OG0001145	Prad.g_00784	Pram.g_01796
OG0001146	Prad.g_00783	Pram.g_01797
OG0001147	Prad.g_00782	Pram.g_01798
OG0001148	Prad.g_00781	Pram.g_01799
OG0001149	Prad.g_00779	Pram.g_01801
OG0001150	Prad.g_00778	Pram.g_01802
OG0001151	Prad.g_00776	Pram.g_01806
OG0001152	Prad.g_00775	Pram.g_01807
OG0001153	Prad.g_00774	Pram.g_01808
OG0001154	Prad.g_00772	Pram.g_01810
OG0001155	Prad.g_00770	Pram.g_01812
OG0001156	Prad.g_00768	Pram.g_01814
OG0001157	Prad.g_00767	Pram.g_01816
OG0001158	Prad.g_00765	Pram.g_01818
OG0001159	Prad.g_00764	Pram.g_01819
OG0001160	Prad.g_00763	Pram.g_01820
OG0001161	Prad.g_00762	Pram.g_01821
OG0001162	Prad.g_01641	Pram.g_01822
OG0001163	Prad.g_01640	Pram.g_01823
OG0001164	Prad.g_01639	Pram.g_01824
