Orthogroup	Prad	Prae
OG0000571	Prad.g_01223	Prae.g_00623
OG0000572	Prad.g_01224	Prae.g_00624
OG0000573	Prad.g_01227	Prae.g_00627
OG0000574	Prad.g_01228	Prae.g_00628
OG0000575	Prad.g_01229	Prae.g_00629
OG0000576	Prad.g_01230	Prae.g_00630
OG0000577	Prad.g_01231	Prae.g_00631
OG0000578	Prad.g_01232	Prae.g_00632
OG0000579	Prad.g_01233	Prae.g_00633
OG0000580	Prad.g_01234	Prae.g_00634
OG0000581	Prad.g_01235	Prae.g_00635
OG0000582	Prad.g_01236	Prae.g_00636
OG0000583	Prad.g_01237	Prae.g_00637
OG0000584	Prad.g_01238	Prae.g_00638
OG0000585	Prad.g_01239	Prae.g_00639
OG0000586	Prad.g_01241	Prae.g_00641
OG0000587	Prad.g_01242	Prae.g_00642
OG0000588	Prad.g_01244	Prae.g_00644
OG0000589	Prad.g_01245	Prae.g_00645
OG0000590	Prad.g_01247	Prae.g_00647
OG0000591	Prad.g_01253	Prae.g_00653
OG0000592	Prad.g_01254	Prae.g_00654
OG0000593	Prad.g_01255	Prae.g_00655
OG0000594	Prad.g_01257	Prae.g_00657
OG0000595	Prad.g_01258	Prae.g_00658
OG0000596	Prad.g_01259	Prae.g_00659
OG0000597	Prad.g_01261	Prae.g_00661
OG0000598	Prad.g_01262	Prae.g_00662
OG0000599	Prad.g_01263	Prae.g_00663
OG0000600	Prad.g_01264	Prae.g_00664
OG0000601	Prad.g_01266	Prae.g_00666
OG0000602	Prad.g_01267	Prae.g_00667
OG0000603	Prad.g_01268	Prae.g_00668
OG0000604	Prad.g_01269	Prae.g_00669
OG0000605	Prad.g_01270	Prae.g_00670
OG0000606	Prad.g_01271	Prae.g_00671
OG0000607	Prad.g_01273	Prae.g_00673
OG0000608	Prad.g_01274	Prae.g_00674
OG0000609	Prad.g_01278	Prae.g_00678
OG0000610	Prad.g_01279	Prae.g_00679
OG0000611	Prad.g_01050	Prae.g_00712
OG0000612	Prad.g_01051	Prae.g_00713
OG0000613	Prad.g_01052	Prae.g_00714
OG0000614	Prad.g_01053	Prae.g_00715
OG0000615	Prad.g_01055	Prae.g_00717
OG0000616	Prad.g_01056	Prae.g_00718
OG0000617	Prad.g_01057	Prae.g_00719
OG0000618	Prad.g_01058	Prae.g_00720
OG0000619	Prad.g_01059	Prae.g_00721
OG0000620	Prad.g_01060	Prae.g_00722
OG0000621	Prad.g_01061	Prae.g_00723
OG0000622	Prad.g_01062	Prae.g_00724
OG0000623	Prad.g_01063	Prae.g_00725
OG0000624	Prad.g_01064	Prae.g_00726
OG0000625	Prad.g_01065	Prae.g_00727
OG0000626	Prad.g_01066	Prae.g_00728
OG0000627	Prad.g_01067	Prae.g_00729
OG0000628	Prad.g_01068	Prae.g_00730
OG0000629	Prad.g_01069	Prae.g_00731
OG0000630	Prad.g_01070	Prae.g_00732
OG0000631	Prad.g_01072	Prae.g_00734
OG0000632	Prad.g_01088	Prae.g_00748
OG0000633	Prad.g_01092	Prae.g_00752
OG0000634	Prad.g_01107	Prae.g_00766
OG0000635	Prad.g_01109	Prae.g_00770
OG0000636	Prad.g_01110	Prae.g_00771
OG0000637	Prad.g_01111	Prae.g_00772
OG0000638	Prad.g_01123	Prae.g_00784
OG0000639	Prad.g_01132	Prae.g_00793
OG0000640	Prad.g_01134	Prae.g_00794
OG0000641	Prad.g_01137	Prae.g_00797
OG0000642	Prad.g_01138	Prae.g_00798
OG0000643	Prad.g_01139	Prae.g_00799
OG0000644	Prad.g_01140	Prae.g_00800
OG0000645	Prad.g_01141	Prae.g_00801
OG0000646	Prad.g_01142	Prae.g_00802
OG0000647	Prad.g_01143	Prae.g_00803
OG0000648	Prad.g_01145	Prae.g_00805
OG0000649	Prad.g_01146	Prae.g_00806
OG0000650	Prad.g_01147	Prae.g_00807
OG0000651	Prad.g_01148	Prae.g_00808
OG0000652	Prad.g_01149	Prae.g_00809
OG0000653	Prad.g_01150	Prae.g_00810
OG0000654	Prad.g_01152	Prae.g_00812
OG0000655	Prad.g_01154	Prae.g_00814
OG0000656	Prad.g_01155	Prae.g_00815
OG0000657	Prad.g_01156	Prae.g_00816
OG0000658	Prad.g_01157	Prae.g_00817
OG0000659	Prad.g_01158	Prae.g_00818
OG0000660	Prad.g_01159	Prae.g_00819
OG0000661	Prad.g_01160	Prae.g_00820
OG0000662	Prad.g_01161	Prae.g_00821
OG0000663	Prad.g_01162	Prae.g_00822
OG0000664	Prad.g_01163	Prae.g_00823
OG0000665	Prad.g_01164	Prae.g_00824
OG0000666	Prad.g_01165	Prae.g_00825
OG0000667	Prad.g_01166	Prae.g_00826
OG0000668	Prad.g_01167	Prae.g_00827
OG0000669	Prad.g_01169	Prae.g_00829
OG0000670	Prad.g_01170	Prae.g_00830
OG0000671	Prad.g_01171	Prae.g_00831
OG0000672	Prad.g_01172	Prae.g_00832
OG0000673	Prad.g_01173	Prae.g_00833
OG0000674	Prad.g_01174	Prae.g_00834
OG0000675	Prad.g_01176	Prae.g_00836
OG0000676	Prad.g_01177	Prae.g_00837
OG0000677	Prad.g_01180	Prae.g_00839
OG0000678	Prad.g_01182	Prae.g_00841
OG0000679	Prad.g_01183	Prae.g_00842
OG0000680	Prad.g_01184	Prae.g_00843
OG0000681	Prad.g_01185	Prae.g_00844
OG0000682	Prad.g_00308	Prae.g_00845
OG0000683	Prad.g_00306	Prae.g_00847
OG0000684	Prad.g_00305	Prae.g_00848
OG0000685	Prad.g_00304	Prae.g_00849
OG0000686	Prad.g_00303	Prae.g_00850
OG0000687	Prad.g_00302	Prae.g_00851
OG0000688	Prad.g_00301	Prae.g_00852
OG0000689	Prad.g_00300	Prae.g_00853
OG0000690	Prad.g_00299	Prae.g_00854
OG0000691	Prad.g_00298	Prae.g_00855
OG0000692	Prad.g_00296	Prae.g_00857
OG0000693	Prad.g_00295	Prae.g_00858
OG0000694	Prad.g_00294	Prae.g_00859
OG0000695	Prad.g_00293	Prae.g_00860
OG0000696	Prad.g_00292	Prae.g_00861
OG0000697	Prad.g_00290	Prae.g_00863
OG0000698	Prad.g_00288	Prae.g_00865
OG0000699	Prad.g_00287	Prae.g_00866
OG0000700	Prad.g_00260	Prae.g_00892
OG0000701	Prad.g_00256	Prae.g_00897
OG0000702	Prad.g_00253	Prae.g_00900
OG0000703	Prad.g_00252	Prae.g_00901
OG0000704	Prad.g_00251	Prae.g_00902
OG0000705	Prad.g_00250	Prae.g_00903
OG0000706	Prad.g_00249	Prae.g_00904
OG0000707	Prad.g_00248	Prae.g_00905
OG0000708	Prad.g_00247	Prae.g_00906
OG0000709	Prad.g_00245	Prae.g_00908
OG0000710	Prad.g_00244	Prae.g_00909
OG0000711	Prad.g_00243	Prae.g_00910
OG0000712	Prad.g_00242	Prae.g_00911
OG0000713	Prad.g_00241	Prae.g_00912
OG0000714	Prad.g_00239	Prae.g_00914
OG0000715	Prad.g_00238	Prae.g_00915
OG0000716	Prad.g_00236	Prae.g_00917
OG0000717	Prad.g_00235	Prae.g_00918
OG0000718	Prad.g_00234	Prae.g_00919
OG0000719	Prad.g_00232	Prae.g_00921
OG0000720	Prad.g_00231	Prae.g_00922
OG0000721	Prad.g_00228	Prae.g_00924
OG0000722	Prad.g_00227	Prae.g_00925
OG0000723	Prad.g_00226	Prae.g_00926
OG0000724	Prad.g_00224	Prae.g_00927
OG0000725	Prad.g_00223	Prae.g_00928
OG0000726	Prad.g_00222	Prae.g_00929
OG0000727	Prad.g_00221	Prae.g_00930
OG0000728	Prad.g_00220	Prae.g_00931
OG0000729	Prad.g_00219	Prae.g_00932
OG0000730	Prad.g_00218	Prae.g_00933
OG0000731	Prad.g_00217	Prae.g_00934
OG0000732	Prad.g_00216	Prae.g_00935
OG0000733	Prad.g_00215	Prae.g_00936
OG0000734	Prad.g_00214	Prae.g_00937
OG0000735	Prad.g_00212	Prae.g_00938
OG0000736	Prad.g_00211	Prae.g_00939
OG0000737	Prad.g_00210	Prae.g_00940
OG0000738	Prad.g_00209	Prae.g_00941
OG0000739	Prad.g_00208	Prae.g_00942
OG0000740	Prad.g_00207	Prae.g_00943
OG0000741	Prad.g_00206	Prae.g_00944
OG0000742	Prad.g_00204	Prae.g_00946
OG0000743	Prad.g_00203	Prae.g_00947
OG0000744	Prad.g_00202	Prae.g_00948
OG0000745	Prad.g_00201	Prae.g_00949
OG0000746	Prad.g_00200	Prae.g_00950
OG0000747	Prad.g_00199	Prae.g_00951
OG0000748	Prad.g_00198	Prae.g_00952
OG0000749	Prad.g_00197	Prae.g_00953
OG0000750	Prad.g_00196	Prae.g_00954
OG0000751	Prad.g_00195	Prae.g_00955
OG0000752	Prad.g_00194	Prae.g_00956
OG0000753	Prad.g_00192	Prae.g_00958
OG0000754	Prad.g_00191	Prae.g_00959
OG0000755	Prad.g_00190	Prae.g_00960
OG0000756	Prad.g_00189	Prae.g_00961
OG0000757	Prad.g_00188	Prae.g_00962
OG0000758	Prad.g_00187	Prae.g_00963
OG0000759	Prad.g_00185	Prae.g_00965
OG0000760	Prad.g_00184	Prae.g_00966
OG0000761	Prad.g_00183	Prae.g_00967
OG0000762	Prad.g_00181	Prae.g_00969
OG0000763	Prad.g_00180	Prae.g_00970
OG0000764	Prad.g_00179	Prae.g_00971
OG0000765	Prad.g_00178	Prae.g_00972
OG0000766	Prad.g_00177	Prae.g_00973
OG0000767	Prad.g_00175	Prae.g_00975
OG0000768	Prad.g_00174	Prae.g_00976
OG0000769	Prad.g_00173	Prae.g_00977
OG0000770	Prad.g_00172	Prae.g_00978
OG0000771	Prad.g_00171	Prae.g_00979
OG0000772	Prad.g_00170	Prae.g_00980
OG0000773	Prad.g_00169	Prae.g_00981
OG0000774	Prad.g_00168	Prae.g_00982
OG0000775	Prad.g_00167	Prae.g_00983
OG0000776	Prad.g_00165	Prae.g_00985
OG0000777	Prad.g_00163	Prae.g_00987
OG0000778	Prad.g_00162	Prae.g_00988
OG0000779	Prad.g_00161	Prae.g_00989
OG0000780	Prad.g_00159	Prae.g_00991
OG0000781	Prad.g_00157	Prae.g_00993
OG0000782	Prad.g_00156	Prae.g_00994
OG0000783	Prad.g_00144	Prae.g_01009
OG0000784	Prad.g_00142	Prae.g_01011
OG0000785	Prad.g_00141	Prae.g_01012
OG0000786	Prad.g_00140	Prae.g_01013
OG0000787	Prad.g_00139	Prae.g_01014
OG0000788	Prad.g_00135	Prae.g_01018
OG0000789	Prad.g_01039	Prae.g_01020
OG0000790	Prad.g_01038	Prae.g_01021
OG0000791	Prad.g_01037	Prae.g_01022
OG0000792	Prad.g_01036	Prae.g_01023
OG0000793	Prad.g_01035	Prae.g_01024
OG0000794	Prad.g_01033	Prae.g_01026
OG0000795	Prad.g_01030	Prae.g_01029
OG0000796	Prad.g_01029	Prae.g_01030
OG0000797	Prad.g_01026	Prae.g_01032
OG0000798	Prad.g_01025	Prae.g_01033
OG0000799	Prad.g_01024	Prae.g_01034
OG0000800	Prad.g_01023	Prae.g_01035
OG0000801	Prad.g_01020	Prae.g_01038
OG0000802	Prad.g_01019	Prae.g_01039
OG0000803	Prad.g_01017	Prae.g_01041
OG0000804	Prad.g_01016	Prae.g_01042
OG0000805	Prad.g_01015	Prae.g_01043
OG0000806	Prad.g_01013	Prae.g_01045
OG0000807	Prad.g_00990	Prae.g_01072
OG0000808	Prad.g_00981	Prae.g_01081
OG0000809	Prad.g_00978	Prae.g_01084
OG0000810	Prad.g_00977	Prae.g_01085
OG0000811	Prad.g_00970	Prae.g_01092
OG0000812	Prad.g_00635	Prae.g_01096
OG0000813	Prad.g_00639	Prae.g_01100
OG0000814	Prad.g_00641	Prae.g_01102
OG0000815	Prad.g_00655	Prae.g_01115
OG0000816	Prad.g_01988	Prae.g_01131
OG0000817	Prad.g_01987	Prae.g_01132
OG0000818	Prad.g_01522	Prae.g_01137
OG0000819	Prad.g_01515	Prae.g_01144
OG0000820	Prad.g_01511	Prae.g_01148
OG0000821	Prad.g_01509	Prae.g_01150
OG0000822	Prad.g_01508	Prae.g_01151
OG0000823	Prad.g_01507	Prae.g_01152
OG0000824	Prad.g_01506	Prae.g_01153
OG0000825	Prad.g_01505	Prae.g_01154
OG0000826	Prad.g_01504	Prae.g_01155
OG0000827	Prad.g_01503	Prae.g_01156
OG0000828	Prad.g_01502	Prae.g_01157
OG0000829	Prad.g_01501	Prae.g_01158
OG0000830	Prad.g_01500	Prae.g_01159
OG0000831	Prad.g_01497	Prae.g_01162
OG0000832	Prad.g_01495	Prae.g_01164
OG0000833	Prad.g_01494	Prae.g_01165
OG0000834	Prad.g_01493	Prae.g_01166
OG0000835	Prad.g_01492	Prae.g_01167
OG0000836	Prad.g_01491	Prae.g_01168
OG0000837	Prad.g_01489	Prae.g_01170
OG0000838	Prad.g_01488	Prae.g_01171
OG0000839	Prad.g_01487	Prae.g_01172
OG0000840	Prad.g_01486	Prae.g_01173
OG0000841	Prad.g_01485	Prae.g_01174
OG0000842	Prad.g_01484	Prae.g_01175
OG0000843	Prad.g_01483	Prae.g_01176
OG0000844	Prad.g_01482	Prae.g_01177
OG0000845	Prad.g_01481	Prae.g_01178
OG0000846	Prad.g_01478	Prae.g_01181
OG0000847	Prad.g_01476	Prae.g_01183
OG0000848	Prad.g_01475	Prae.g_01184
OG0000849	Prad.g_01474	Prae.g_01185
OG0000850	Prad.g_01473	Prae.g_01186
OG0000851	Prad.g_01472	Prae.g_01187
OG0000852	Prad.g_01469	Prae.g_01189
OG0000853	Prad.g_01468	Prae.g_01190
OG0000854	Prad.g_01466	Prae.g_01192
OG0000855	Prad.g_01465	Prae.g_01193
OG0000856	Prad.g_01464	Prae.g_01194
OG0000857	Prad.g_01463	Prae.g_01195
OG0000858	Prad.g_01462	Prae.g_01196
OG0000859	Prad.g_01461	Prae.g_01197
OG0000860	Prad.g_01460	Prae.g_01198
OG0000861	Prad.g_01459	Prae.g_01199
OG0000862	Prad.g_01458	Prae.g_01200
OG0000863	Prad.g_01457	Prae.g_01201
OG0000864	Prad.g_01456	Prae.g_01202
OG0000865	Prad.g_01455	Prae.g_01203
OG0000866	Prad.g_01454	Prae.g_01204
OG0000867	Prad.g_01453	Prae.g_01205
OG0000868	Prad.g_01452	Prae.g_01206
OG0000869	Prad.g_01450	Prae.g_01208
OG0000870	Prad.g_01449	Prae.g_01209
OG0000871	Prad.g_01447	Prae.g_01211
OG0000872	Prad.g_01446	Prae.g_01212
OG0000873	Prad.g_01444	Prae.g_01214
OG0000874	Prad.g_01443	Prae.g_01215
OG0000875	Prad.g_01442	Prae.g_01216
OG0000876	Prad.g_01441	Prae.g_01217
OG0000877	Prad.g_01439	Prae.g_01219
OG0000878	Prad.g_00341	Prae.g_01293
OG0000879	Prad.g_00359	Prae.g_01317
OG0000880	Prad.g_00360	Prae.g_01318
OG0000881	Prad.g_00361	Prae.g_01319
OG0000882	Prad.g_00362	Prae.g_01320
OG0000883	Prad.g_00363	Prae.g_01321
OG0000884	Prad.g_00365	Prae.g_01324
OG0000885	Prad.g_00366	Prae.g_01325
OG0000886	Prad.g_00631	Prae.g_01326
OG0000887	Prad.g_00630	Prae.g_01327
OG0000888	Prad.g_00629	Prae.g_01328
OG0000889	Prad.g_00626	Prae.g_01331
OG0000890	Prad.g_00625	Prae.g_01332
OG0000891	Prad.g_00624	Prae.g_01333
OG0000892	Prad.g_00622	Prae.g_01335
OG0000893	Prad.g_00621	Prae.g_01336
OG0000894	Prad.g_00620	Prae.g_01337
OG0000895	Prad.g_00619	Prae.g_01338
OG0000896	Prad.g_00618	Prae.g_01339
OG0000897	Prad.g_00617	Prae.g_01340
OG0000898	Prad.g_00615	Prae.g_01342
OG0000899	Prad.g_00614	Prae.g_01343
OG0000900	Prad.g_00612	Prae.g_01350
OG0000901	Prad.g_00608	Prae.g_01354
OG0000902	Prad.g_00607	Prae.g_01355
OG0000903	Prad.g_00606	Prae.g_01356
OG0000904	Prad.g_00604	Prae.g_01358
OG0000905	Prad.g_00602	Prae.g_01360
OG0000906	Prad.g_00600	Prae.g_01362
OG0000907	Prad.g_00599	Prae.g_01363
OG0000908	Prad.g_00596	Prae.g_01366
OG0000909	Prad.g_00592	Prae.g_01370
OG0000910	Prad.g_00591	Prae.g_01371
OG0000911	Prad.g_00590	Prae.g_01372
OG0000912	Prad.g_00589	Prae.g_01373
OG0000913	Prad.g_00588	Prae.g_01374
OG0000914	Prad.g_00587	Prae.g_01375
OG0000915	Prad.g_00586	Prae.g_01376
OG0000916	Prad.g_00585	Prae.g_01377
OG0000917	Prad.g_00584	Prae.g_01378
OG0000918	Prad.g_00583	Prae.g_01379
OG0000919	Prad.g_00582	Prae.g_01380
OG0000920	Prad.g_00581	Prae.g_01381
OG0000921	Prad.g_00580	Prae.g_01382
OG0000922	Prad.g_00579	Prae.g_01383
OG0000923	Prad.g_00578	Prae.g_01384
OG0000924	Prad.g_00577	Prae.g_01385
OG0000925	Prad.g_00576	Prae.g_01386
OG0000926	Prad.g_00567	Prae.g_01426
OG0000927	Prad.g_00533	Prae.g_01441
OG0000928	Prad.g_00532	Prae.g_01442
OG0000929	Prad.g_00531	Prae.g_01443
OG0000930	Prad.g_00530	Prae.g_01444
OG0000931	Prad.g_00529	Prae.g_01445
OG0000932	Prad.g_00527	Prae.g_01447
OG0000933	Prad.g_00526	Prae.g_01448
OG0000934	Prad.g_00525	Prae.g_01449
OG0000935	Prad.g_00524	Prae.g_01450
OG0000936	Prad.g_00523	Prae.g_01451
OG0000937	Prad.g_00522	Prae.g_01452
OG0000938	Prad.g_00521	Prae.g_01453
OG0000939	Prad.g_00520	Prae.g_01454
OG0000940	Prad.g_00519	Prae.g_01455
OG0000941	Prad.g_00517	Prae.g_01457
OG0000942	Prad.g_00516	Prae.g_01458
OG0000943	Prad.g_00513	Prae.g_01461
OG0000944	Prad.g_00512	Prae.g_01462
OG0000945	Prad.g_00511	Prae.g_01463
OG0000946	Prad.g_00510	Prae.g_01464
OG0000947	Prad.g_00509	Prae.g_01465
OG0000948	Prad.g_00508	Prae.g_01466
OG0000949	Prad.g_00507	Prae.g_01467
OG0000950	Prad.g_00506	Prae.g_01468
OG0000951	Prad.g_00505	Prae.g_01469
OG0000952	Prad.g_00504	Prae.g_01470
OG0000953	Prad.g_00503	Prae.g_01471
OG0000954	Prad.g_00502	Prae.g_01472
OG0000955	Prad.g_00501	Prae.g_01473
OG0000956	Prad.g_00500	Prae.g_01474
OG0000957	Prad.g_00499	Prae.g_01475
OG0000958	Prad.g_00498	Prae.g_01476
OG0000959	Prad.g_00497	Prae.g_01477
OG0000960	Prad.g_00496	Prae.g_01478
OG0000961	Prad.g_00491	Prae.g_01482
OG0000962	Prad.g_00490	Prae.g_01483
OG0000963	Prad.g_00489	Prae.g_01484
OG0000964	Prad.g_00487	Prae.g_01486
OG0000965	Prad.g_00486	Prae.g_01487
OG0000966	Prad.g_00485	Prae.g_01488
OG0000967	Prad.g_00484	Prae.g_01489
OG0000968	Prad.g_00483	Prae.g_01490
OG0000969	Prad.g_00482	Prae.g_01491
OG0000970	Prad.g_00481	Prae.g_01492
OG0000971	Prad.g_00480	Prae.g_01493
OG0000972	Prad.g_00479	Prae.g_01494
OG0000973	Prad.g_00478	Prae.g_01495
OG0000974	Prad.g_00476	Prae.g_01497
OG0000975	Prad.g_00473	Prae.g_01500
OG0000976	Prad.g_00471	Prae.g_01502
OG0000977	Prad.g_00470	Prae.g_01503
OG0000978	Prad.g_00469	Prae.g_01504
OG0000979	Prad.g_00467	Prae.g_01506
OG0000980	Prad.g_00466	Prae.g_01507
OG0000981	Prad.g_00465	Prae.g_01508
OG0000982	Prad.g_00464	Prae.g_01509
OG0000983	Prad.g_00462	Prae.g_01511
OG0000984	Prad.g_00461	Prae.g_01512
OG0000985	Prad.g_00460	Prae.g_01513
OG0000986	Prad.g_00459	Prae.g_01514
OG0000987	Prad.g_00458	Prae.g_01515
OG0000988	Prad.g_00457	Prae.g_01516
OG0000989	Prad.g_00456	Prae.g_01517
OG0000990	Prad.g_00455	Prae.g_01518
OG0000991	Prad.g_00454	Prae.g_01519
OG0000992	Prad.g_00453	Prae.g_01520
OG0000993	Prad.g_00452	Prae.g_01521
OG0000994	Prad.g_00451	Prae.g_01522
OG0000995	Prad.g_00450	Prae.g_01523
OG0000996	Prad.g_00449	Prae.g_01524
OG0000997	Prad.g_00448	Prae.g_01525
OG0000998	Prad.g_00447	Prae.g_01526
OG0000999	Prad.g_00446	Prae.g_01527
OG0001000	Prad.g_00445	Prae.g_01528
OG0001001	Prad.g_00443	Prae.g_01530
OG0001002	Prad.g_00442	Prae.g_01531
OG0001003	Prad.g_00441	Prae.g_01532
OG0001004	Prad.g_00440	Prae.g_01533
OG0001005	Prad.g_00439	Prae.g_01534
OG0001006	Prad.g_00438	Prae.g_01535
OG0001007	Prad.g_00437	Prae.g_01536
OG0001008	Prad.g_00435	Prae.g_01538
OG0001009	Prad.g_00434	Prae.g_01539
OG0001010	Prad.g_00426	Prae.g_01547
OG0001011	Prad.g_00419	Prae.g_01554
OG0001012	Prad.g_00388	Prae.g_01582
OG0001013	Prad.g_00947	Prae.g_01617
OG0001014	Prad.g_00946	Prae.g_01618
OG0001015	Prad.g_00940	Prae.g_01624
OG0001016	Prad.g_00939	Prae.g_01625
OG0001017	Prad.g_00938	Prae.g_01626
OG0001018	Prad.g_00937	Prae.g_01627
OG0001019	Prad.g_00935	Prae.g_01629
OG0001020	Prad.g_00934	Prae.g_01630
OG0001021	Prad.g_00933	Prae.g_01631
OG0001022	Prad.g_00932	Prae.g_01632
OG0001023	Prad.g_00931	Prae.g_01633
OG0001024	Prad.g_00930	Prae.g_01634
OG0001025	Prad.g_00929	Prae.g_01635
OG0001026	Prad.g_00927	Prae.g_01637
OG0001027	Prad.g_00926	Prae.g_01638
OG0001028	Prad.g_00925	Prae.g_01639
OG0001029	Prad.g_00924	Prae.g_01640
OG0001030	Prad.g_00923	Prae.g_01641
OG0001031	Prad.g_00922	Prae.g_01642
OG0001032	Prad.g_00921	Prae.g_01643
OG0001033	Prad.g_00920	Prae.g_01644
OG0001034	Prad.g_00919	Prae.g_01645
OG0001035	Prad.g_00917	Prae.g_01647
OG0001036	Prad.g_00916	Prae.g_01648
OG0001037	Prad.g_00915	Prae.g_01649
OG0001038	Prad.g_00914	Prae.g_01650
OG0001039	Prad.g_00913	Prae.g_01651
OG0001040	Prad.g_00912	Prae.g_01652
OG0001041	Prad.g_00911	Prae.g_01653
OG0001042	Prad.g_00910	Prae.g_01654
OG0001043	Prad.g_00909	Prae.g_01655
OG0001044	Prad.g_00908	Prae.g_01656
OG0001045	Prad.g_00907	Prae.g_01657
OG0001046	Prad.g_00906	Prae.g_01658
OG0001047	Prad.g_00903	Prae.g_01661
OG0001048	Prad.g_00901	Prae.g_01663
OG0001049	Prad.g_00900	Prae.g_01664
OG0001050	Prad.g_00899	Prae.g_01665
OG0001051	Prad.g_00898	Prae.g_01666
OG0001052	Prad.g_00897	Prae.g_01667
OG0001053	Prad.g_00895	Prae.g_01668
OG0001054	Prad.g_00893	Prae.g_01670
OG0001055	Prad.g_00892	Prae.g_01671
OG0001056	Prad.g_00891	Prae.g_01672
OG0001057	Prad.g_00890	Prae.g_01673
OG0001058	Prad.g_00889	Prae.g_01674
OG0001059	Prad.g_00888	Prae.g_01675
OG0001060	Prad.g_00887	Prae.g_01676
OG0001061	Prad.g_00886	Prae.g_01677
OG0001062	Prad.g_00885	Prae.g_01678
OG0001063	Prad.g_00884	Prae.g_01679
OG0001064	Prad.g_00882	Prae.g_01681
OG0001065	Prad.g_00879	Prae.g_01686
OG0001066	Prad.g_00878	Prae.g_01687
OG0001067	Prad.g_00877	Prae.g_01688
OG0001068	Prad.g_00875	Prae.g_01690
OG0001069	Prad.g_00874	Prae.g_01691
OG0001070	Prad.g_00873	Prae.g_01692
OG0001071	Prad.g_00872	Prae.g_01693
OG0001072	Prad.g_00871	Prae.g_01694
OG0001073	Prad.g_00870	Prae.g_01695
OG0001074	Prad.g_00869	Prae.g_01696
OG0001075	Prad.g_00868	Prae.g_01697
OG0001076	Prad.g_00867	Prae.g_01698
OG0001077	Prad.g_00866	Prae.g_01699
OG0001078	Prad.g_00865	Prae.g_01700
OG0001079	Prad.g_00864	Prae.g_01701
OG0001080	Prad.g_00863	Prae.g_01702
OG0001081	Prad.g_00860	Prae.g_01705
OG0001082	Prad.g_00859	Prae.g_01706
OG0001083	Prad.g_00858	Prae.g_01707
OG0001084	Prad.g_00856	Prae.g_01709
OG0001085	Prad.g_00855	Prae.g_01710
OG0001086	Prad.g_00854	Prae.g_01711
OG0001087	Prad.g_00853	Prae.g_01712
OG0001088	Prad.g_00852	Prae.g_01713
OG0001089	Prad.g_00849	Prae.g_01716
OG0001090	Prad.g_00847	Prae.g_01718
OG0001091	Prad.g_00846	Prae.g_01719
OG0001092	Prad.g_00845	Prae.g_01720
OG0001093	Prad.g_00844	Prae.g_01721
OG0001094	Prad.g_00843	Prae.g_01722
OG0001095	Prad.g_00842	Prae.g_01723
OG0001096	Prad.g_00841	Prae.g_01724
OG0001097	Prad.g_00840	Prae.g_01725
OG0001098	Prad.g_00839	Prae.g_01726
OG0001099	Prad.g_00838	Prae.g_01727
OG0001100	Prad.g_00837	Prae.g_01728
OG0001101	Prad.g_00836	Prae.g_01729
OG0001102	Prad.g_00835	Prae.g_01730
OG0001103	Prad.g_00834	Prae.g_01731
OG0001104	Prad.g_00833	Prae.g_01732
OG0001105	Prad.g_00832	Prae.g_01733
OG0001106	Prad.g_00831	Prae.g_01734
OG0001107	Prad.g_00830	Prae.g_01735
OG0001108	Prad.g_00829	Prae.g_01736
OG0001109	Prad.g_00828	Prae.g_01737
OG0001110	Prad.g_00827	Prae.g_01738
OG0001111	Prad.g_00826	Prae.g_01739
OG0001112	Prad.g_00825	Prae.g_01740
OG0001113	Prad.g_00824	Prae.g_01741
OG0001114	Prad.g_00823	Prae.g_01742
OG0001115	Prad.g_00822	Prae.g_01743
OG0001116	Prad.g_00821	Prae.g_01744
OG0001117	Prad.g_00820	Prae.g_01745
OG0001118	Prad.g_00819	Prae.g_01746
OG0001119	Prad.g_00818	Prae.g_01747
OG0001120	Prad.g_00817	Prae.g_01748
OG0001121	Prad.g_00815	Prae.g_01750
OG0001122	Prad.g_00814	Prae.g_01751
OG0001123	Prad.g_00813	Prae.g_01752
OG0001124	Prad.g_00811	Prae.g_01754
OG0001125	Prad.g_00809	Prae.g_01756
OG0001126	Prad.g_00808	Prae.g_01757
OG0001127	Prad.g_00806	Prae.g_01759
OG0001128	Prad.g_00805	Prae.g_01760
OG0001129	Prad.g_00804	Prae.g_01761
OG0001130	Prad.g_00801	Prae.g_01765
OG0001131	Prad.g_00800	Prae.g_01766
OG0001132	Prad.g_00799	Prae.g_01767
OG0001133	Prad.g_00798	Prae.g_01768
OG0001134	Prad.g_00797	Prae.g_01769
OG0001135	Prad.g_00796	Prae.g_01770
OG0001136	Prad.g_00795	Prae.g_01771
OG0001137	Prad.g_00794	Prae.g_01772
OG0001138	Prad.g_00793	Prae.g_01773
OG0001139	Prad.g_00792	Prae.g_01774
OG0001140	Prad.g_00791	Prae.g_01775
OG0001141	Prad.g_00790	Prae.g_01776
OG0001142	Prad.g_00787	Prae.g_01779
OG0001143	Prad.g_00786	Prae.g_01780
OG0001144	Prad.g_00785	Prae.g_01781
OG0001145	Prad.g_00784	Prae.g_01782
OG0001146	Prad.g_00783	Prae.g_01783
OG0001147	Prad.g_00782	Prae.g_01784
OG0001148	Prad.g_00781	Prae.g_01785
OG0001149	Prad.g_00779	Prae.g_01787
OG0001150	Prad.g_00778	Prae.g_01788
OG0001151	Prad.g_00776	Prae.g_01790
OG0001152	Prad.g_00775	Prae.g_01791
