Orthogroup	Prad	Praj
OG0000564	Prad.g_01431	Praj.g_00630
OG0000565	Prad.g_01432	Praj.g_00631
OG0000566	Prad.g_01433	Praj.g_00632
OG0000567	Prad.g_01219	Praj.g_00633
OG0000568	Prad.g_01220	Praj.g_00634
OG0000569	Prad.g_01221	Praj.g_00635
OG0000570	Prad.g_01222	Praj.g_00636
OG0000571	Prad.g_01223	Praj.g_00637
OG0000572	Prad.g_01224	Praj.g_00638
OG0000573	Prad.g_01227	Praj.g_00641
OG0000574	Prad.g_01228	Praj.g_00642
OG0000575	Prad.g_01229	Praj.g_00643
OG0000576	Prad.g_01230	Praj.g_00644
OG0000577	Prad.g_01231	Praj.g_00645
OG0000578	Prad.g_01232	Praj.g_00646
OG0000579	Prad.g_01233	Praj.g_00647
OG0000580	Prad.g_01234	Praj.g_00648
OG0000581	Prad.g_01235	Praj.g_00649
OG0000582	Prad.g_01236	Praj.g_00650
OG0000583	Prad.g_01237	Praj.g_00651
OG0000584	Prad.g_01238	Praj.g_00653
OG0000585	Prad.g_01239	Praj.g_00654
OG0000586	Prad.g_01241	Praj.g_00656
OG0000587	Prad.g_01242	Praj.g_00657
OG0000588	Prad.g_01244	Praj.g_00660
OG0000589	Prad.g_01245	Praj.g_00661
OG0000590	Prad.g_01247	Praj.g_00663
OG0000591	Prad.g_01253	Praj.g_00671
OG0000592	Prad.g_01254	Praj.g_00672
OG0000593	Prad.g_01255	Praj.g_00673
OG0000594	Prad.g_01257	Praj.g_00676
OG0000595	Prad.g_01258	Praj.g_00677
OG0000596	Prad.g_01259	Praj.g_00678
OG0000597	Prad.g_01261	Praj.g_00680
OG0000598	Prad.g_01262	Praj.g_00681
OG0000599	Prad.g_01263	Praj.g_00682
OG0000600	Prad.g_01264	Praj.g_00683
OG0000601	Prad.g_01266	Praj.g_00686
OG0000602	Prad.g_01267	Praj.g_00687
OG0000603	Prad.g_01268	Praj.g_00688
OG0000604	Prad.g_01269	Praj.g_01396
OG0000605	Prad.g_01270	Praj.g_00689
OG0000606	Prad.g_01271	Praj.g_00690
OG0000607	Prad.g_01273	Praj.g_00692
OG0000608	Prad.g_01274	Praj.g_00693
OG0000609	Prad.g_01278	Praj.g_02137
OG0000610	Prad.g_01279	Praj.g_01218
OG0000611	Prad.g_01050	Praj.g_00699
OG0000612	Prad.g_01051	Praj.g_00700
OG0000613	Prad.g_01052	Praj.g_00701
OG0000614	Prad.g_01053	Praj.g_00702
OG0000615	Prad.g_01055	Praj.g_00704
OG0000616	Prad.g_01056	Praj.g_00705
OG0000617	Prad.g_01057	Praj.g_00706
OG0000618	Prad.g_01058	Praj.g_00707
OG0000619	Prad.g_01059	Praj.g_00708
OG0000620	Prad.g_01060	Praj.g_00709
OG0000621	Prad.g_01061	Praj.g_00710
OG0000622	Prad.g_01062	Praj.g_00711
OG0000623	Prad.g_01063	Praj.g_00712
OG0000624	Prad.g_01064	Praj.g_00714
OG0000625	Prad.g_01065	Praj.g_00715
OG0000626	Prad.g_01066	Praj.g_00716
OG0000627	Prad.g_01067	Praj.g_00718
OG0000628	Prad.g_01068	Praj.g_00719
OG0000629	Prad.g_01069	Praj.g_00720
OG0000630	Prad.g_01070	Praj.g_00721
OG0000631	Prad.g_01072	Praj.g_00723
OG0000632	Prad.g_01088	Praj.g_01134
OG0000633	Prad.g_01092	Praj.g_00091
OG0000634	Prad.g_01107	Praj.g_01054
OG0000635	Prad.g_01109	Praj.g_00938
OG0000636	Prad.g_01110	Praj.g_00937
OG0000637	Prad.g_01111	Praj.g_00936
OG0000638	Prad.g_01123	Praj.g_00373
OG0000639	Prad.g_01132	Praj.g_00913
OG0000640	Prad.g_01134	Praj.g_00915
OG0000641	Prad.g_01137	Praj.g_00917
OG0000642	Prad.g_01138	Praj.g_00918
OG0000643	Prad.g_01139	Praj.g_00919
OG0000644	Prad.g_01140	Praj.g_00763
OG0000645	Prad.g_01141	Praj.g_00764
OG0000646	Prad.g_01142	Praj.g_00765
OG0000647	Prad.g_01143	Praj.g_00766
OG0000648	Prad.g_01145	Praj.g_00768
OG0000649	Prad.g_01146	Praj.g_00769
OG0000650	Prad.g_01147	Praj.g_00770
OG0000651	Prad.g_01148	Praj.g_00771
OG0000652	Prad.g_01149	Praj.g_00772
OG0000653	Prad.g_01150	Praj.g_00773
OG0000654	Prad.g_01152	Praj.g_00775
OG0000655	Prad.g_01154	Praj.g_00777
OG0000656	Prad.g_01155	Praj.g_00778
OG0000657	Prad.g_01156	Praj.g_00779
OG0000658	Prad.g_01157	Praj.g_00780
OG0000659	Prad.g_01158	Praj.g_00781
OG0000660	Prad.g_01159	Praj.g_00782
OG0000661	Prad.g_01160	Praj.g_00784
OG0000662	Prad.g_01161	Praj.g_00786
OG0000663	Prad.g_01162	Praj.g_00787
OG0000664	Prad.g_01163	Praj.g_00788
OG0000665	Prad.g_01164	Praj.g_00789
OG0000666	Prad.g_01165	Praj.g_00790
OG0000667	Prad.g_01166	Praj.g_00791
OG0000668	Prad.g_01167	Praj.g_00792
OG0000669	Prad.g_01169	Praj.g_00794
OG0000670	Prad.g_01170	Praj.g_00795
OG0000671	Prad.g_01171	Praj.g_00796
OG0000672	Prad.g_01172	Praj.g_00797
OG0000673	Prad.g_01173	Praj.g_00798
OG0000674	Prad.g_01174	Praj.g_00799
OG0000675	Prad.g_01176	Praj.g_00801
OG0000676	Prad.g_01177	Praj.g_00802
OG0000677	Prad.g_01180	Praj.g_00804
OG0000678	Prad.g_01182	Praj.g_00806
OG0000679	Prad.g_01183	Praj.g_00808
OG0000680	Prad.g_01184	Praj.g_00809
OG0000681	Prad.g_01185	Praj.g_00810
OG0000682	Prad.g_00308	Praj.g_00811
OG0000683	Prad.g_00306	Praj.g_00814
OG0000684	Prad.g_00305	Praj.g_00815
OG0000685	Prad.g_00304	Praj.g_00816
OG0000686	Prad.g_00303	Praj.g_00817
OG0000687	Prad.g_00302	Praj.g_00818
OG0000688	Prad.g_00301	Praj.g_00819
OG0000689	Prad.g_00300	Praj.g_00820
OG0000690	Prad.g_00299	Praj.g_00821
OG0000691	Prad.g_00298	Praj.g_00822
OG0000692	Prad.g_00296	Praj.g_00825
OG0000693	Prad.g_00295	Praj.g_00826
OG0000694	Prad.g_00294	Praj.g_00827
OG0000695	Prad.g_00293	Praj.g_00828
OG0000696	Prad.g_00292	Praj.g_00829
OG0000697	Prad.g_00290	Praj.g_00831
OG0000698	Prad.g_00288	Praj.g_00835
OG0000699	Prad.g_00287	Praj.g_00836
OG0000700	Prad.g_00260	Praj.g_00869
OG0000701	Prad.g_00256	Praj.g_00872
OG0000702	Prad.g_00253	Praj.g_00877
OG0000703	Prad.g_00252	Praj.g_00879
OG0000704	Prad.g_00251	Praj.g_00880
OG0000705	Prad.g_00250	Praj.g_00881
OG0000706	Prad.g_00249	Praj.g_00882
OG0000707	Prad.g_00248	Praj.g_00884
OG0000708	Prad.g_00247	Praj.g_00885
OG0000709	Prad.g_00245	Praj.g_00887
OG0000710	Prad.g_00244	Praj.g_00888
OG0000711	Prad.g_00243	Praj.g_00889
OG0000712	Prad.g_00242	Praj.g_00890
OG0000713	Prad.g_00241	Praj.g_00891
OG0000714	Prad.g_00239	Praj.g_00893
OG0000715	Prad.g_00238	Praj.g_00894
OG0000716	Prad.g_00236	Praj.g_00897
OG0000717	Prad.g_00235	Praj.g_00898
OG0000718	Prad.g_00234	Praj.g_00899
OG0000719	Prad.g_00232	Praj.g_00901
OG0000720	Prad.g_00231	Praj.g_00902
OG0000721	Prad.g_00228	Praj.g_00905
OG0000722	Prad.g_00227	Praj.g_00906
OG0000723	Prad.g_00226	Praj.g_00907
OG0000724	Prad.g_00224	Praj.g_00748
OG0000725	Prad.g_00223	Praj.g_00749
OG0000726	Prad.g_00222	Praj.g_00750
OG0000727	Prad.g_00221	Praj.g_00751
OG0000728	Prad.g_00220	Praj.g_00752
OG0000729	Prad.g_00219	Praj.g_00753
OG0000730	Prad.g_00218	Praj.g_00754
OG0000731	Prad.g_00217	Praj.g_00755
OG0000732	Prad.g_00216	Praj.g_00756
OG0000733	Prad.g_00215	Praj.g_00757
OG0000734	Prad.g_00214	Praj.g_00758
OG0000735	Prad.g_00212	Praj.g_00760
OG0000736	Prad.g_00211	Praj.g_00761
OG0000737	Prad.g_00210	Praj.g_00762
OG0000738	Prad.g_00209	Praj.g_00920
OG0000739	Prad.g_00208	Praj.g_00921
OG0000740	Prad.g_00207	Praj.g_00922
OG0000741	Prad.g_00206	Praj.g_00923
OG0000742	Prad.g_00204	Praj.g_00925
OG0000743	Prad.g_00203	Praj.g_00926
OG0000744	Prad.g_00202	Praj.g_00927
OG0000745	Prad.g_00201	Praj.g_00928
OG0000746	Prad.g_00200	Praj.g_00929
OG0000747	Prad.g_00199	Praj.g_00930
OG0000748	Prad.g_00198	Praj.g_00931
OG0000749	Prad.g_00197	Praj.g_00932
OG0000750	Prad.g_00196	Praj.g_00933
OG0000751	Prad.g_00195	Praj.g_00934
OG0000752	Prad.g_00194	Praj.g_00847
OG0000753	Prad.g_00192	Praj.g_00939
OG0000754	Prad.g_00191	Praj.g_00940
OG0000755	Prad.g_00190	Praj.g_00941
OG0000756	Prad.g_00189	Praj.g_00943
OG0000757	Prad.g_00188	Praj.g_00944
OG0000758	Prad.g_00187	Praj.g_00945
OG0000759	Prad.g_00185	Praj.g_00947
OG0000760	Prad.g_00184	Praj.g_00948
OG0000761	Prad.g_00183	Praj.g_00949
OG0000762	Prad.g_00181	Praj.g_00951
OG0000763	Prad.g_00180	Praj.g_00952
OG0000764	Prad.g_00179	Praj.g_00953
OG0000765	Prad.g_00178	Praj.g_00954
OG0000766	Prad.g_00177	Praj.g_00955
OG0000767	Prad.g_00175	Praj.g_00957
OG0000768	Prad.g_00174	Praj.g_00958
OG0000769	Prad.g_00173	Praj.g_00959
OG0000770	Prad.g_00172	Praj.g_00960
OG0000771	Prad.g_00171	Praj.g_00961
OG0000772	Prad.g_00170	Praj.g_00085
OG0000773	Prad.g_00169	Praj.g_00963
OG0000774	Prad.g_00168	Praj.g_00964
OG0000775	Prad.g_00167	Praj.g_00965
OG0000776	Prad.g_00165	Praj.g_00966
OG0000777	Prad.g_00163	Praj.g_00968
OG0000778	Prad.g_00162	Praj.g_00969
OG0000779	Prad.g_00161	Praj.g_00970
OG0000780	Prad.g_00159	Praj.g_00972
OG0000781	Prad.g_00157	Praj.g_00973
OG0000782	Prad.g_00156	Praj.g_00974
OG0000783	Prad.g_00144	Praj.g_00991
OG0000784	Prad.g_00142	Praj.g_00992
OG0000785	Prad.g_00141	Praj.g_00993
OG0000786	Prad.g_00140	Praj.g_00994
OG0000787	Prad.g_00139	Praj.g_00995
OG0000788	Prad.g_00135	Praj.g_00999
OG0000789	Prad.g_01039	Praj.g_01002
OG0000790	Prad.g_01038	Praj.g_00846
OG0000791	Prad.g_01037	Praj.g_01003
OG0000792	Prad.g_01036	Praj.g_01004
OG0000793	Prad.g_01035	Praj.g_01005
OG0000794	Prad.g_01033	Praj.g_01008
OG0000795	Prad.g_01030	Praj.g_01012
OG0000796	Prad.g_01029	Praj.g_01013
OG0000797	Prad.g_01026	Praj.g_01016
OG0000798	Prad.g_01025	Praj.g_01017
OG0000799	Prad.g_01024	Praj.g_01018
OG0000800	Prad.g_01023	Praj.g_01019
OG0000801	Prad.g_01020	Praj.g_01022
OG0000802	Prad.g_01019	Praj.g_01023
OG0000803	Prad.g_01017	Praj.g_00845
OG0000804	Prad.g_01016	Praj.g_00844
OG0000805	Prad.g_01015	Praj.g_00843
OG0000806	Prad.g_01013	Praj.g_00841
OG0000807	Prad.g_00990	Praj.g_00852
OG0000808	Prad.g_00981	Praj.g_01063
OG0000809	Prad.g_00978	Praj.g_01045
OG0000810	Prad.g_00977	Praj.g_01728
OG0000811	Prad.g_00970	Praj.g_02022
OG0000812	Prad.g_00635	Praj.g_00378
OG0000813	Prad.g_00639	Praj.g_00386
OG0000814	Prad.g_00641	Praj.g_01725
OG0000815	Prad.g_00655	Praj.g_01040
OG0000816	Prad.g_01988	Praj.g_01833
OG0000817	Prad.g_01987	Praj.g_01834
OG0000818	Prad.g_01522	Praj.g_01083
OG0000819	Prad.g_01515	Praj.g_01482
OG0000820	Prad.g_01511	Praj.g_01476
OG0000821	Prad.g_01509	Praj.g_01474
OG0000822	Prad.g_01508	Praj.g_01473
OG0000823	Prad.g_01507	Praj.g_01472
OG0000824	Prad.g_01506	Praj.g_01471
OG0000825	Prad.g_01505	Praj.g_01470
OG0000826	Prad.g_01504	Praj.g_01469
OG0000827	Prad.g_01503	Praj.g_01468
OG0000828	Prad.g_01502	Praj.g_01467
OG0000829	Prad.g_01501	Praj.g_01466
OG0000830	Prad.g_01500	Praj.g_01464
OG0000831	Prad.g_01497	Praj.g_01462
OG0000832	Prad.g_01495	Praj.g_01460
OG0000833	Prad.g_01494	Praj.g_01459
OG0000834	Prad.g_01493	Praj.g_01458
OG0000835	Prad.g_01492	Praj.g_01457
OG0000836	Prad.g_01491	Praj.g_01456
OG0000837	Prad.g_01489	Praj.g_01453
OG0000838	Prad.g_01488	Praj.g_01452
OG0000839	Prad.g_01487	Praj.g_01451
OG0000840	Prad.g_01486	Praj.g_01450
OG0000841	Prad.g_01485	Praj.g_01449
OG0000842	Prad.g_01484	Praj.g_01447
OG0000843	Prad.g_01483	Praj.g_01446
OG0000844	Prad.g_01482	Praj.g_01445
OG0000845	Prad.g_01481	Praj.g_01444
OG0000846	Prad.g_01478	Praj.g_01442
OG0000847	Prad.g_01476	Praj.g_01440
OG0000848	Prad.g_01475	Praj.g_01438
OG0000849	Prad.g_01474	Praj.g_01437
OG0000850	Prad.g_01473	Praj.g_01436
OG0000851	Prad.g_01472	Praj.g_01434
OG0000852	Prad.g_01469	Praj.g_01432
OG0000853	Prad.g_01468	Praj.g_01430
OG0000854	Prad.g_01466	Praj.g_01428
OG0000855	Prad.g_01465	Praj.g_01427
OG0000856	Prad.g_01464	Praj.g_01426
OG0000857	Prad.g_01463	Praj.g_01425
OG0000858	Prad.g_01462	Praj.g_01424
OG0000859	Prad.g_01461	Praj.g_01423
OG0000860	Prad.g_01460	Praj.g_01422
OG0000861	Prad.g_01459	Praj.g_01421
OG0000862	Prad.g_01458	Praj.g_01420
OG0000863	Prad.g_01457	Praj.g_01419
OG0000864	Prad.g_01456	Praj.g_01418
OG0000865	Prad.g_01455	Praj.g_01417
OG0000866	Prad.g_01454	Praj.g_01416
OG0000867	Prad.g_01453	Praj.g_01415
OG0000868	Prad.g_01452	Praj.g_01414
OG0000869	Prad.g_01450	Praj.g_01411
OG0000870	Prad.g_01449	Praj.g_01410
OG0000871	Prad.g_01447	Praj.g_01409
OG0000872	Prad.g_01446	Praj.g_01408
OG0000873	Prad.g_01444	Praj.g_01407
OG0000874	Prad.g_01443	Praj.g_01406
OG0000875	Prad.g_01442	Praj.g_01405
OG0000876	Prad.g_01441	Praj.g_01404
OG0000877	Prad.g_01439	Praj.g_01403
OG0000878	Prad.g_00341	Praj.g_01246
OG0000879	Prad.g_00359	Praj.g_01517
OG0000880	Prad.g_00360	Praj.g_01518
OG0000881	Prad.g_00361	Praj.g_01519
OG0000882	Prad.g_00362	Praj.g_01520
OG0000883	Prad.g_00363	Praj.g_01522
OG0000884	Prad.g_00365	Praj.g_01523
OG0000885	Prad.g_00366	Praj.g_01524
OG0000886	Prad.g_00631	Praj.g_01525
OG0000887	Prad.g_00630	Praj.g_01526
OG0000888	Prad.g_00629	Praj.g_01527
OG0000889	Prad.g_00626	Praj.g_01530
OG0000890	Prad.g_00625	Praj.g_01531
OG0000891	Prad.g_00624	Praj.g_01532
OG0000892	Prad.g_00622	Praj.g_01534
OG0000893	Prad.g_00621	Praj.g_01535
OG0000894	Prad.g_00620	Praj.g_01536
OG0000895	Prad.g_00619	Praj.g_01537
OG0000896	Prad.g_00618	Praj.g_01538
OG0000897	Prad.g_00617	Praj.g_01539
OG0000898	Prad.g_00615	Praj.g_01542
OG0000899	Prad.g_00614	Praj.g_01543
OG0000900	Prad.g_00612	Praj.g_01546
OG0000901	Prad.g_00608	Praj.g_01550
OG0000902	Prad.g_00607	Praj.g_00732
OG0000903	Prad.g_00606	Praj.g_01484
OG0000904	Prad.g_00604	Praj.g_01011
OG0000905	Prad.g_00602	Praj.g_01734
OG0000906	Prad.g_00600	Praj.g_01573
OG0000907	Prad.g_00599	Praj.g_00833
OG0000908	Prad.g_00596	Praj.g_01160
OG0000909	Prad.g_00592	Praj.g_01577
OG0000910	Prad.g_00591	Praj.g_01578
OG0000911	Prad.g_00590	Praj.g_01579
OG0000912	Prad.g_00589	Praj.g_01580
OG0000913	Prad.g_00588	Praj.g_01581
OG0000914	Prad.g_00587	Praj.g_01582
OG0000915	Prad.g_00586	Praj.g_01583
OG0000916	Prad.g_00585	Praj.g_01584
OG0000917	Prad.g_00584	Praj.g_01585
OG0000918	Prad.g_00583	Praj.g_01586
OG0000919	Prad.g_00582	Praj.g_01587
OG0000920	Prad.g_00581	Praj.g_01588
OG0000921	Prad.g_00580	Praj.g_01589
OG0000922	Prad.g_00579	Praj.g_01590
OG0000923	Prad.g_00578	Praj.g_01591
OG0000924	Prad.g_00577	Praj.g_01592
OG0000925	Prad.g_00576	Praj.g_01593
OG0000926	Prad.g_00567	Praj.g_01995
OG0000927	Prad.g_00533	Praj.g_01613
OG0000928	Prad.g_00532	Praj.g_01614
OG0000929	Prad.g_00531	Praj.g_01615
OG0000930	Prad.g_00530	Praj.g_01616
OG0000931	Prad.g_00529	Praj.g_01617
OG0000932	Prad.g_00527	Praj.g_01619
OG0000933	Prad.g_00526	Praj.g_01620
OG0000934	Prad.g_00525	Praj.g_01621
OG0000935	Prad.g_00524	Praj.g_01622
OG0000936	Prad.g_00523	Praj.g_01623
OG0000937	Prad.g_00522	Praj.g_01624
OG0000938	Prad.g_00521	Praj.g_01625
OG0000939	Prad.g_00520	Praj.g_01626
OG0000940	Prad.g_00519	Praj.g_01628
OG0000941	Prad.g_00517	Praj.g_01630
OG0000942	Prad.g_00516	Praj.g_01631
OG0000943	Prad.g_00513	Praj.g_01634
OG0000944	Prad.g_00512	Praj.g_01635
OG0000945	Prad.g_00511	Praj.g_01636
OG0000946	Prad.g_00510	Praj.g_01637
OG0000947	Prad.g_00509	Praj.g_01638
OG0000948	Prad.g_00508	Praj.g_01639
OG0000949	Prad.g_00507	Praj.g_01640
OG0000950	Prad.g_00506	Praj.g_01641
OG0000951	Prad.g_00505	Praj.g_01642
OG0000952	Prad.g_00504	Praj.g_01643
OG0000953	Prad.g_00503	Praj.g_01644
OG0000954	Prad.g_00502	Praj.g_01645
OG0000955	Prad.g_00501	Praj.g_01646
OG0000956	Prad.g_00500	Praj.g_01647
OG0000957	Prad.g_00499	Praj.g_00454
OG0000958	Prad.g_00498	Praj.g_01648
OG0000959	Prad.g_00497	Praj.g_01649
OG0000960	Prad.g_00496	Praj.g_01650
OG0000961	Prad.g_00491	Praj.g_01653
OG0000962	Prad.g_00490	Praj.g_01654
OG0000963	Prad.g_00489	Praj.g_01655
OG0000964	Prad.g_00487	Praj.g_01657
OG0000965	Prad.g_00486	Praj.g_01658
OG0000966	Prad.g_00485	Praj.g_01659
OG0000967	Prad.g_00484	Praj.g_01660
OG0000968	Prad.g_00483	Praj.g_01661
OG0000969	Prad.g_00482	Praj.g_01662
OG0000970	Prad.g_00481	Praj.g_01663
OG0000971	Prad.g_00480	Praj.g_01664
OG0000972	Prad.g_00479	Praj.g_01665
OG0000973	Prad.g_00478	Praj.g_01666
OG0000974	Prad.g_00476	Praj.g_01668
OG0000975	Prad.g_00473	Praj.g_01674
OG0000976	Prad.g_00471	Praj.g_01677
OG0000977	Prad.g_00470	Praj.g_01678
OG0000978	Prad.g_00469	Praj.g_01679
OG0000979	Prad.g_00467	Praj.g_01681
OG0000980	Prad.g_00466	Praj.g_01682
OG0000981	Prad.g_00465	Praj.g_01683
OG0000982	Prad.g_00464	Praj.g_01684
OG0000983	Prad.g_00462	Praj.g_01686
OG0000984	Prad.g_00461	Praj.g_01687
OG0000985	Prad.g_00460	Praj.g_01688
OG0000986	Prad.g_00459	Praj.g_01690
OG0000987	Prad.g_00458	Praj.g_01691
OG0000988	Prad.g_00457	Praj.g_01692
OG0000989	Prad.g_00456	Praj.g_01693
OG0000990	Prad.g_00455	Praj.g_01694
OG0000991	Prad.g_00454	Praj.g_01695
OG0000992	Prad.g_00453	Praj.g_01696
OG0000993	Prad.g_00452	Praj.g_01697
OG0000994	Prad.g_00451	Praj.g_01698
OG0000995	Prad.g_00450	Praj.g_01699
OG0000996	Prad.g_00449	Praj.g_01700
OG0000997	Prad.g_00448	Praj.g_01701
OG0000998	Prad.g_00447	Praj.g_01702
OG0000999	Prad.g_00446	Praj.g_01703
OG0001000	Prad.g_00445	Praj.g_01704
OG0001001	Prad.g_00443	Praj.g_01706
OG0001002	Prad.g_00442	Praj.g_01707
OG0001003	Prad.g_00441	Praj.g_01708
OG0001004	Prad.g_00440	Praj.g_01709
OG0001005	Prad.g_00439	Praj.g_01711
OG0001006	Prad.g_00438	Praj.g_01712
OG0001007	Prad.g_00437	Praj.g_01713
OG0001008	Prad.g_00435	Praj.g_01715
OG0001009	Prad.g_00434	Praj.g_01716
OG0001010	Prad.g_00426	Praj.g_01499
OG0001011	Prad.g_00419	Praj.g_01599
OG0001012	Prad.g_00388	Praj.g_00785
OG0001013	Prad.g_00947	Praj.g_01763
OG0001014	Prad.g_00946	Praj.g_01764
OG0001015	Prad.g_00940	Praj.g_01769
OG0001016	Prad.g_00939	Praj.g_01770
OG0001017	Prad.g_00938	Praj.g_01771
OG0001018	Prad.g_00937	Praj.g_01772
OG0001019	Prad.g_00935	Praj.g_01773
OG0001020	Prad.g_00934	Praj.g_01774
OG0001021	Prad.g_00933	Praj.g_01775
OG0001022	Prad.g_00932	Praj.g_01776
OG0001023	Prad.g_00931	Praj.g_01777
OG0001024	Prad.g_00930	Praj.g_01778
OG0001025	Prad.g_00929	Praj.g_01779
OG0001026	Prad.g_00927	Praj.g_01780
OG0001027	Prad.g_00926	Praj.g_01781
OG0001028	Prad.g_00925	Praj.g_01782
OG0001029	Prad.g_00924	Praj.g_01783
OG0001030	Prad.g_00923	Praj.g_01784
OG0001031	Prad.g_00922	Praj.g_01785
OG0001032	Prad.g_00921	Praj.g_01786
OG0001033	Prad.g_00920	Praj.g_01787
OG0001034	Prad.g_00919	Praj.g_01788
OG0001035	Prad.g_00917	Praj.g_01790
OG0001036	Prad.g_00916	Praj.g_01791
OG0001037	Prad.g_00915	Praj.g_01792
OG0001038	Prad.g_00914	Praj.g_01793
OG0001039	Prad.g_00913	Praj.g_01794
OG0001040	Prad.g_00912	Praj.g_01796
OG0001041	Prad.g_00911	Praj.g_01797
OG0001042	Prad.g_00910	Praj.g_01798
OG0001043	Prad.g_00909	Praj.g_01799
OG0001044	Prad.g_00908	Praj.g_01800
OG0001045	Prad.g_00907	Praj.g_01801
OG0001046	Prad.g_00906	Praj.g_01802
OG0001047	Prad.g_00903	Praj.g_01804
OG0001048	Prad.g_00901	Praj.g_01806
OG0001049	Prad.g_00900	Praj.g_01807
OG0001050	Prad.g_00899	Praj.g_01808
OG0001051	Prad.g_00898	Praj.g_01809
OG0001052	Prad.g_00897	Praj.g_01810
OG0001053	Prad.g_00895	Praj.g_01812
OG0001054	Prad.g_00893	Praj.g_01814
OG0001055	Prad.g_00892	Praj.g_01815
OG0001056	Prad.g_00891	Praj.g_01816
OG0001057	Prad.g_00890	Praj.g_01817
OG0001058	Prad.g_00889	Praj.g_01818
OG0001059	Prad.g_00888	Praj.g_01819
OG0001060	Prad.g_00887	Praj.g_01820
OG0001061	Prad.g_00886	Praj.g_01821
OG0001062	Prad.g_00885	Praj.g_01822
OG0001063	Prad.g_00884	Praj.g_01823
OG0001064	Prad.g_00882	Praj.g_01825
OG0001065	Prad.g_00879	Praj.g_01868
OG0001066	Prad.g_00878	Praj.g_01870
OG0001067	Prad.g_00877	Praj.g_01871
OG0001068	Prad.g_00875	Praj.g_01873
OG0001069	Prad.g_00874	Praj.g_01874
OG0001070	Prad.g_00873	Praj.g_01875
OG0001071	Prad.g_00872	Praj.g_01876
OG0001072	Prad.g_00871	Praj.g_01877
OG0001073	Prad.g_00870	Praj.g_01878
OG0001074	Prad.g_00869	Praj.g_01879
OG0001075	Prad.g_00868	Praj.g_01880
OG0001076	Prad.g_00867	Praj.g_01881
OG0001077	Prad.g_00866	Praj.g_01882
OG0001078	Prad.g_00865	Praj.g_01883
OG0001079	Prad.g_00864	Praj.g_01884
OG0001080	Prad.g_00863	Praj.g_01885
OG0001081	Prad.g_00860	Praj.g_01894
OG0001082	Prad.g_00859	Praj.g_01893
OG0001083	Prad.g_00858	Praj.g_01889
OG0001084	Prad.g_00856	Praj.g_01891
OG0001085	Prad.g_00855	Praj.g_01892
OG0001086	Prad.g_00854	Praj.g_01888
OG0001087	Prad.g_00853	Praj.g_01887
OG0001088	Prad.g_00852	Praj.g_01886
OG0001089	Prad.g_00849	Praj.g_01909
OG0001090	Prad.g_00847	Praj.g_01911
OG0001091	Prad.g_00846	Praj.g_01912
OG0001092	Prad.g_00845	Praj.g_01913
OG0001093	Prad.g_00844	Praj.g_01914
OG0001094	Prad.g_00843	Praj.g_01915
OG0001095	Prad.g_00842	Praj.g_01916
OG0001096	Prad.g_00841	Praj.g_01917
OG0001097	Prad.g_00840	Praj.g_01918
OG0001098	Prad.g_00839	Praj.g_01919
OG0001099	Prad.g_00838	Praj.g_01920
OG0001100	Prad.g_00837	Praj.g_01921
OG0001101	Prad.g_00836	Praj.g_01922
OG0001102	Prad.g_00835	Praj.g_01923
OG0001103	Prad.g_00834	Praj.g_01924
OG0001104	Prad.g_00833	Praj.g_01925
OG0001105	Prad.g_00832	Praj.g_01926
OG0001106	Prad.g_00831	Praj.g_01927
OG0001107	Prad.g_00830	Praj.g_01928
OG0001108	Prad.g_00829	Praj.g_01929
OG0001109	Prad.g_00828	Praj.g_01930
OG0001110	Prad.g_00827	Praj.g_01931
OG0001111	Prad.g_00826	Praj.g_01932
OG0001112	Prad.g_00825	Praj.g_01933
OG0001113	Prad.g_00824	Praj.g_01934
OG0001114	Prad.g_00823	Praj.g_01935
OG0001115	Prad.g_00822	Praj.g_01936
OG0001116	Prad.g_00821	Praj.g_01937
OG0001117	Prad.g_00820	Praj.g_01938
OG0001118	Prad.g_00819	Praj.g_01939
OG0001119	Prad.g_00818	Praj.g_01940
OG0001120	Prad.g_00817	Praj.g_01941
OG0001121	Prad.g_00815	Praj.g_01943
OG0001122	Prad.g_00814	Praj.g_01944
OG0001123	Prad.g_00813	Praj.g_01945
OG0001124	Prad.g_00811	Praj.g_01947
OG0001125	Prad.g_00809	Praj.g_01949
OG0001126	Prad.g_00808	Praj.g_01950
OG0001127	Prad.g_00806	Praj.g_01953
OG0001128	Prad.g_00805	Praj.g_01954
OG0001129	Prad.g_00804	Praj.g_01955
OG0001130	Prad.g_00801	Praj.g_01958
OG0001131	Prad.g_00800	Praj.g_01959
OG0001132	Prad.g_00799	Praj.g_01960
OG0001133	Prad.g_00798	Praj.g_01961
OG0001134	Prad.g_00797	Praj.g_01962
OG0001135	Prad.g_00796	Praj.g_01963
OG0001136	Prad.g_00795	Praj.g_01964
OG0001137	Prad.g_00794	Praj.g_01965
OG0001138	Prad.g_00793	Praj.g_01966
OG0001139	Prad.g_00792	Praj.g_01968
OG0001140	Prad.g_00791	Praj.g_01969
OG0001141	Prad.g_00790	Praj.g_01970
OG0001142	Prad.g_00787	Praj.g_01975
OG0001143	Prad.g_00786	Praj.g_01976
OG0001144	Prad.g_00785	Praj.g_01977
OG0001145	Prad.g_00784	Praj.g_01978
