Orthogroup	Prad	Prbn
OG0000562	Prad.g_01429	Prbn.g_00432
OG0000563	Prad.g_01430	Prbn.g_00433
OG0000564	Prad.g_01431	Prbn.g_00434
OG0000565	Prad.g_01432	Prbn.g_00435
OG0000566	Prad.g_01433	Prbn.g_00436
OG0000567	Prad.g_01219	Prbn.g_00437
OG0000568	Prad.g_01220	Prbn.g_00438
OG0000569	Prad.g_01221	Prbn.g_00439
OG0000570	Prad.g_01222	Prbn.g_00440
OG0000571	Prad.g_01223	Prbn.g_00441
OG0000572	Prad.g_01224	Prbn.g_00442
OG0000573	Prad.g_01227	Prbn.g_00445
OG0000574	Prad.g_01228	Prbn.g_00446
OG0000575	Prad.g_01229	Prbn.g_00447
OG0000576	Prad.g_01230	Prbn.g_00448
OG0000577	Prad.g_01231	Prbn.g_00449
OG0000578	Prad.g_01232	Prbn.g_00450
OG0000579	Prad.g_01233	Prbn.g_00834
OG0000580	Prad.g_01234	Prbn.g_00835
OG0000581	Prad.g_01235	Prbn.g_00836
OG0000582	Prad.g_01236	Prbn.g_00837
OG0000583	Prad.g_01237	Prbn.g_00838
OG0000584	Prad.g_01238	Prbn.g_00840
OG0000585	Prad.g_01239	Prbn.g_00841
OG0000586	Prad.g_01241	Prbn.g_00843
OG0000587	Prad.g_01242	Prbn.g_00844
OG0000588	Prad.g_01244	Prbn.g_01594
OG0000589	Prad.g_01245	Prbn.g_01593
OG0000590	Prad.g_01247	Prbn.g_01591
OG0000591	Prad.g_01253	Prbn.g_01585
OG0000592	Prad.g_01254	Prbn.g_01584
OG0000593	Prad.g_01255	Prbn.g_01583
OG0000594	Prad.g_01257	Prbn.g_01580
OG0000595	Prad.g_01258	Prbn.g_01579
OG0000596	Prad.g_01259	Prbn.g_01578
OG0000597	Prad.g_01261	Prbn.g_01576
OG0000598	Prad.g_01262	Prbn.g_01575
OG0000599	Prad.g_01263	Prbn.g_01574
OG0000600	Prad.g_01264	Prbn.g_01573
OG0000601	Prad.g_01266	Prbn.g_01570
OG0000602	Prad.g_01267	Prbn.g_01569
OG0000603	Prad.g_01268	Prbn.g_01568
OG0000604	Prad.g_01269	Prbn.g_01565
OG0000605	Prad.g_01270	Prbn.g_01564
OG0000606	Prad.g_01271	Prbn.g_01563
OG0000607	Prad.g_01273	Prbn.g_01561
OG0000608	Prad.g_01274	Prbn.g_01559
OG0000609	Prad.g_01278	Prbn.g_00905
OG0000610	Prad.g_01279	Prbn.g_01635
OG0000611	Prad.g_01050	Prbn.g_01553
OG0000612	Prad.g_01051	Prbn.g_01552
OG0000613	Prad.g_01052	Prbn.g_00857
OG0000614	Prad.g_01053	Prbn.g_00858
OG0000615	Prad.g_01055	Prbn.g_00860
OG0000616	Prad.g_01056	Prbn.g_00861
OG0000617	Prad.g_01057	Prbn.g_00862
OG0000618	Prad.g_01058	Prbn.g_00863
OG0000619	Prad.g_01059	Prbn.g_00864
OG0000620	Prad.g_01060	Prbn.g_01947
OG0000621	Prad.g_01061	Prbn.g_01948
OG0000622	Prad.g_01062	Prbn.g_01949
OG0000623	Prad.g_01063	Prbn.g_01950
OG0000624	Prad.g_01064	Prbn.g_01952
OG0000625	Prad.g_01065	Prbn.g_01345
OG0000626	Prad.g_01066	Prbn.g_01346
OG0000627	Prad.g_01067	Prbn.g_01347
OG0000628	Prad.g_01068	Prbn.g_01348
OG0000629	Prad.g_01069	Prbn.g_01349
OG0000630	Prad.g_01070	Prbn.g_01350
OG0000631	Prad.g_01072	Prbn.g_01352
OG0000632	Prad.g_01088	Prbn.g_01353
OG0000633	Prad.g_01092	Prbn.g_01023
OG0000634	Prad.g_01107	Prbn.g_01100
OG0000635	Prad.g_01109	Prbn.g_00468
OG0000636	Prad.g_01110	Prbn.g_00469
OG0000637	Prad.g_01111	Prbn.g_00470
OG0000638	Prad.g_01123	Prbn.g_00102
OG0000639	Prad.g_01132	Prbn.g_01451
OG0000640	Prad.g_01134	Prbn.g_01447
OG0000641	Prad.g_01137	Prbn.g_01445
OG0000642	Prad.g_01138	Prbn.g_01444
OG0000643	Prad.g_01139	Prbn.g_01443
OG0000644	Prad.g_01140	Prbn.g_00856
OG0000645	Prad.g_01141	Prbn.g_01551
OG0000646	Prad.g_01142	Prbn.g_01550
OG0000647	Prad.g_01143	Prbn.g_01549
OG0000648	Prad.g_01145	Prbn.g_01547
OG0000649	Prad.g_01146	Prbn.g_01546
OG0000650	Prad.g_01147	Prbn.g_01545
OG0000651	Prad.g_01148	Prbn.g_01544
OG0000652	Prad.g_01149	Prbn.g_01543
OG0000653	Prad.g_01150	Prbn.g_01542
OG0000654	Prad.g_01152	Prbn.g_01540
OG0000655	Prad.g_01154	Prbn.g_01538
OG0000656	Prad.g_01155	Prbn.g_01537
OG0000657	Prad.g_01156	Prbn.g_01536
OG0000658	Prad.g_01157	Prbn.g_01535
OG0000659	Prad.g_01158	Prbn.g_01534
OG0000660	Prad.g_01159	Prbn.g_01533
OG0000661	Prad.g_01160	Prbn.g_01532
OG0000662	Prad.g_01161	Prbn.g_01530
OG0000663	Prad.g_01162	Prbn.g_01529
OG0000664	Prad.g_01163	Prbn.g_01528
OG0000665	Prad.g_01164	Prbn.g_01527
OG0000666	Prad.g_01165	Prbn.g_01526
OG0000667	Prad.g_01166	Prbn.g_01525
OG0000668	Prad.g_01167	Prbn.g_01524
OG0000669	Prad.g_01169	Prbn.g_01522
OG0000670	Prad.g_01170	Prbn.g_01521
OG0000671	Prad.g_01171	Prbn.g_01520
OG0000672	Prad.g_01172	Prbn.g_01519
OG0000673	Prad.g_01173	Prbn.g_01518
OG0000674	Prad.g_01174	Prbn.g_01517
OG0000675	Prad.g_01176	Prbn.g_01515
OG0000676	Prad.g_01177	Prbn.g_01514
OG0000677	Prad.g_01180	Prbn.g_01511
OG0000678	Prad.g_01182	Prbn.g_01509
OG0000679	Prad.g_01183	Prbn.g_01507
OG0000680	Prad.g_01184	Prbn.g_01506
OG0000681	Prad.g_01185	Prbn.g_01505
OG0000682	Prad.g_00308	Prbn.g_01504
OG0000683	Prad.g_00306	Prbn.g_01502
OG0000684	Prad.g_00305	Prbn.g_01501
OG0000685	Prad.g_00304	Prbn.g_01500
OG0000686	Prad.g_00303	Prbn.g_01499
OG0000687	Prad.g_00302	Prbn.g_01498
OG0000688	Prad.g_00301	Prbn.g_01497
OG0000689	Prad.g_00300	Prbn.g_01496
OG0000690	Prad.g_00299	Prbn.g_01495
OG0000691	Prad.g_00298	Prbn.g_01494
OG0000692	Prad.g_00296	Prbn.g_01490
OG0000693	Prad.g_00295	Prbn.g_01489
OG0000694	Prad.g_00294	Prbn.g_01488
OG0000695	Prad.g_00293	Prbn.g_01487
OG0000696	Prad.g_00292	Prbn.g_01486
OG0000697	Prad.g_00290	Prbn.g_01484
OG0000698	Prad.g_00288	Prbn.g_01480
OG0000699	Prad.g_00287	Prbn.g_01479
OG0000700	Prad.g_00260	Prbn.g_01930
OG0000701	Prad.g_00256	Prbn.g_01925
OG0000702	Prad.g_00253	Prbn.g_01632
OG0000703	Prad.g_00252	Prbn.g_01630
OG0000704	Prad.g_00251	Prbn.g_01629
OG0000705	Prad.g_00250	Prbn.g_01627
OG0000706	Prad.g_00249	Prbn.g_01626
OG0000707	Prad.g_00248	Prbn.g_01624
OG0000708	Prad.g_00247	Prbn.g_01623
OG0000709	Prad.g_00245	Prbn.g_01621
OG0000710	Prad.g_00244	Prbn.g_01620
OG0000711	Prad.g_00243	Prbn.g_01619
OG0000712	Prad.g_00242	Prbn.g_01618
OG0000713	Prad.g_00241	Prbn.g_01617
OG0000714	Prad.g_00239	Prbn.g_01615
OG0000715	Prad.g_00238	Prbn.g_01614
OG0000716	Prad.g_00236	Prbn.g_01612
OG0000717	Prad.g_00235	Prbn.g_01611
OG0000718	Prad.g_00234	Prbn.g_01610
OG0000719	Prad.g_00232	Prbn.g_01608
OG0000720	Prad.g_00231	Prbn.g_01607
OG0000721	Prad.g_00228	Prbn.g_01604
OG0000722	Prad.g_00227	Prbn.g_01603
OG0000723	Prad.g_00226	Prbn.g_01602
OG0000724	Prad.g_00224	Prbn.g_01600
OG0000725	Prad.g_00223	Prbn.g_01599
OG0000726	Prad.g_00222	Prbn.g_01598
OG0000727	Prad.g_00221	Prbn.g_01597
OG0000728	Prad.g_00220	Prbn.g_01596
OG0000729	Prad.g_00219	Prbn.g_01595
OG0000730	Prad.g_00218	Prbn.g_00846
OG0000731	Prad.g_00217	Prbn.g_00848
OG0000732	Prad.g_00216	Prbn.g_00849
OG0000733	Prad.g_00215	Prbn.g_00850
OG0000734	Prad.g_00214	Prbn.g_00851
OG0000735	Prad.g_00212	Prbn.g_00853
OG0000736	Prad.g_00211	Prbn.g_00854
OG0000737	Prad.g_00210	Prbn.g_00855
OG0000738	Prad.g_00209	Prbn.g_01442
OG0000739	Prad.g_00208	Prbn.g_01441
OG0000740	Prad.g_00207	Prbn.g_01440
OG0000741	Prad.g_00206	Prbn.g_01439
OG0000742	Prad.g_00204	Prbn.g_01437
OG0000743	Prad.g_00203	Prbn.g_01436
OG0000744	Prad.g_00202	Prbn.g_01435
OG0000745	Prad.g_00201	Prbn.g_01434
OG0000746	Prad.g_00200	Prbn.g_01433
OG0000747	Prad.g_00199	Prbn.g_01432
OG0000748	Prad.g_00198	Prbn.g_01431
OG0000749	Prad.g_00197	Prbn.g_01430
OG0000750	Prad.g_00196	Prbn.g_01428
OG0000751	Prad.g_00195	Prbn.g_01427
OG0000752	Prad.g_00194	Prbn.g_01368
OG0000753	Prad.g_00192	Prbn.g_01425
OG0000754	Prad.g_00191	Prbn.g_01424
OG0000755	Prad.g_00190	Prbn.g_01423
OG0000756	Prad.g_00189	Prbn.g_01421
OG0000757	Prad.g_00188	Prbn.g_01420
OG0000758	Prad.g_00187	Prbn.g_01419
OG0000759	Prad.g_00185	Prbn.g_01417
OG0000760	Prad.g_00184	Prbn.g_01416
OG0000761	Prad.g_00183	Prbn.g_01415
OG0000762	Prad.g_00181	Prbn.g_01413
OG0000763	Prad.g_00180	Prbn.g_01412
OG0000764	Prad.g_00179	Prbn.g_01411
OG0000765	Prad.g_00178	Prbn.g_01410
OG0000766	Prad.g_00177	Prbn.g_01409
OG0000767	Prad.g_00175	Prbn.g_01407
OG0000768	Prad.g_00174	Prbn.g_01406
OG0000769	Prad.g_00173	Prbn.g_01405
OG0000770	Prad.g_00172	Prbn.g_01404
OG0000771	Prad.g_00171	Prbn.g_01403
OG0000772	Prad.g_00170	Prbn.g_01123
OG0000773	Prad.g_00169	Prbn.g_01401
OG0000774	Prad.g_00168	Prbn.g_01400
OG0000775	Prad.g_00167	Prbn.g_01399
OG0000776	Prad.g_00165	Prbn.g_01396
OG0000777	Prad.g_00163	Prbn.g_01395
OG0000778	Prad.g_00162	Prbn.g_01394
OG0000779	Prad.g_00161	Prbn.g_01393
OG0000780	Prad.g_00159	Prbn.g_01391
OG0000781	Prad.g_00157	Prbn.g_01389
OG0000782	Prad.g_00156	Prbn.g_01388
OG0000783	Prad.g_00144	Prbn.g_01384
OG0000784	Prad.g_00142	Prbn.g_01382
OG0000785	Prad.g_00141	Prbn.g_01381
OG0000786	Prad.g_00140	Prbn.g_01380
OG0000787	Prad.g_00139	Prbn.g_01379
OG0000788	Prad.g_00135	Prbn.g_01373
OG0000789	Prad.g_01039	Prbn.g_01370
OG0000790	Prad.g_01038	Prbn.g_01369
OG0000791	Prad.g_01037	Prbn.g_01366
OG0000792	Prad.g_01036	Prbn.g_01365
OG0000793	Prad.g_01035	Prbn.g_01364
OG0000794	Prad.g_01033	Prbn.g_01361
OG0000795	Prad.g_01030	Prbn.g_01460
OG0000796	Prad.g_01029	Prbn.g_01461
OG0000797	Prad.g_01026	Prbn.g_01463
OG0000798	Prad.g_01025	Prbn.g_01464
OG0000799	Prad.g_01024	Prbn.g_01465
OG0000800	Prad.g_01023	Prbn.g_01466
OG0000801	Prad.g_01020	Prbn.g_01469
OG0000802	Prad.g_01019	Prbn.g_01470
OG0000803	Prad.g_01017	Prbn.g_01472
OG0000804	Prad.g_01016	Prbn.g_01473
OG0000805	Prad.g_01015	Prbn.g_01474
OG0000806	Prad.g_01013	Prbn.g_01476
OG0000807	Prad.g_00990	Prbn.g_00692
OG0000808	Prad.g_00981	Prbn.g_01039
OG0000809	Prad.g_00978	Prbn.g_01141
OG0000810	Prad.g_00977	Prbn.g_00473
OG0000811	Prad.g_00970	Prbn.g_01106
OG0000812	Prad.g_00635	Prbn.g_01147
OG0000813	Prad.g_00639	Prbn.g_00111
OG0000814	Prad.g_00641	Prbn.g_01120
OG0000815	Prad.g_00655	Prbn.g_01239
OG0000816	Prad.g_01988	Prbn.g_01651
OG0000817	Prad.g_01987	Prbn.g_01652
OG0000818	Prad.g_01522	Prbn.g_01028
OG0000819	Prad.g_01515	Prbn.g_01167
OG0000820	Prad.g_01511	Prbn.g_01173
OG0000821	Prad.g_01509	Prbn.g_01175
OG0000822	Prad.g_01508	Prbn.g_01176
OG0000823	Prad.g_01507	Prbn.g_01177
OG0000824	Prad.g_01506	Prbn.g_01178
OG0000825	Prad.g_01505	Prbn.g_01179
OG0000826	Prad.g_01504	Prbn.g_01180
OG0000827	Prad.g_01503	Prbn.g_01181
OG0000828	Prad.g_01502	Prbn.g_01182
OG0000829	Prad.g_01501	Prbn.g_01183
OG0000830	Prad.g_01500	Prbn.g_01185
OG0000831	Prad.g_01497	Prbn.g_01188
OG0000832	Prad.g_01495	Prbn.g_01190
OG0000833	Prad.g_01494	Prbn.g_01191
OG0000834	Prad.g_01493	Prbn.g_01192
OG0000835	Prad.g_01492	Prbn.g_01193
OG0000836	Prad.g_01491	Prbn.g_01194
OG0000837	Prad.g_01489	Prbn.g_01197
OG0000838	Prad.g_01488	Prbn.g_01198
OG0000839	Prad.g_01487	Prbn.g_01199
OG0000840	Prad.g_01486	Prbn.g_01200
OG0000841	Prad.g_01485	Prbn.g_01201
OG0000842	Prad.g_01484	Prbn.g_01203
OG0000843	Prad.g_01483	Prbn.g_01204
OG0000844	Prad.g_01482	Prbn.g_01205
OG0000845	Prad.g_01481	Prbn.g_01206
OG0000846	Prad.g_01478	Prbn.g_01208
OG0000847	Prad.g_01476	Prbn.g_01210
OG0000848	Prad.g_01475	Prbn.g_01211
OG0000849	Prad.g_01474	Prbn.g_00387
OG0000850	Prad.g_01473	Prbn.g_00388
OG0000851	Prad.g_01472	Prbn.g_00390
OG0000852	Prad.g_01469	Prbn.g_00392
OG0000853	Prad.g_01468	Prbn.g_00394
OG0000854	Prad.g_01466	Prbn.g_00396
OG0000855	Prad.g_01465	Prbn.g_00397
OG0000856	Prad.g_01464	Prbn.g_00398
OG0000857	Prad.g_01463	Prbn.g_00399
OG0000858	Prad.g_01462	Prbn.g_00400
OG0000859	Prad.g_01461	Prbn.g_00401
OG0000860	Prad.g_01460	Prbn.g_00402
OG0000861	Prad.g_01459	Prbn.g_00403
OG0000862	Prad.g_01458	Prbn.g_00404
OG0000863	Prad.g_01457	Prbn.g_00405
OG0000864	Prad.g_01456	Prbn.g_00406
OG0000865	Prad.g_01455	Prbn.g_00407
OG0000866	Prad.g_01454	Prbn.g_00408
OG0000867	Prad.g_01453	Prbn.g_00409
OG0000868	Prad.g_01452	Prbn.g_00410
OG0000869	Prad.g_01450	Prbn.g_00412
OG0000870	Prad.g_01449	Prbn.g_00413
OG0000871	Prad.g_01447	Prbn.g_00414
OG0000872	Prad.g_01446	Prbn.g_00415
OG0000873	Prad.g_01444	Prbn.g_00417
OG0000874	Prad.g_01443	Prbn.g_00418
OG0000875	Prad.g_01442	Prbn.g_00419
OG0000876	Prad.g_01441	Prbn.g_00420
OG0000877	Prad.g_01439	Prbn.g_00483
OG0000878	Prad.g_00341	Prbn.g_01671
OG0000879	Prad.g_00359	Prbn.g_01095
OG0000880	Prad.g_00360	Prbn.g_01094
OG0000881	Prad.g_00361	Prbn.g_01093
OG0000882	Prad.g_00362	Prbn.g_01092
OG0000883	Prad.g_00363	Prbn.g_01091
OG0000884	Prad.g_00365	Prbn.g_01089
OG0000885	Prad.g_00366	Prbn.g_01088
OG0000886	Prad.g_00631	Prbn.g_01087
OG0000887	Prad.g_00630	Prbn.g_01086
OG0000888	Prad.g_00629	Prbn.g_01085
OG0000889	Prad.g_00626	Prbn.g_01082
OG0000890	Prad.g_00625	Prbn.g_01081
OG0000891	Prad.g_00624	Prbn.g_01080
OG0000892	Prad.g_00622	Prbn.g_01077
OG0000893	Prad.g_00621	Prbn.g_01076
OG0000894	Prad.g_00620	Prbn.g_01075
OG0000895	Prad.g_00619	Prbn.g_01074
OG0000896	Prad.g_00618	Prbn.g_01073
OG0000897	Prad.g_00617	Prbn.g_01072
OG0000898	Prad.g_00615	Prbn.g_01069
OG0000899	Prad.g_00614	Prbn.g_01068
OG0000900	Prad.g_00612	Prbn.g_01216
OG0000901	Prad.g_00608	Prbn.g_01060
OG0000902	Prad.g_00607	Prbn.g_00615
OG0000903	Prad.g_00606	Prbn.g_01124
OG0000904	Prad.g_00604	Prbn.g_00883
OG0000905	Prad.g_00602	Prbn.g_01146
OG0000906	Prad.g_00600	Prbn.g_01164
OG0000907	Prad.g_00599	Prbn.g_01482
OG0000908	Prad.g_00596	Prbn.g_01127
OG0000909	Prad.g_00592	Prbn.g_01242
OG0000910	Prad.g_00591	Prbn.g_00153
OG0000911	Prad.g_00590	Prbn.g_00154
OG0000912	Prad.g_00589	Prbn.g_00155
OG0000913	Prad.g_00588	Prbn.g_00156
OG0000914	Prad.g_00587	Prbn.g_00157
OG0000915	Prad.g_00586	Prbn.g_00158
OG0000916	Prad.g_00585	Prbn.g_00159
OG0000917	Prad.g_00584	Prbn.g_00160
OG0000918	Prad.g_00583	Prbn.g_00161
OG0000919	Prad.g_00582	Prbn.g_00162
OG0000920	Prad.g_00581	Prbn.g_00163
OG0000921	Prad.g_00580	Prbn.g_00164
OG0000922	Prad.g_00579	Prbn.g_00165
OG0000923	Prad.g_00578	Prbn.g_00166
OG0000924	Prad.g_00577	Prbn.g_00167
OG0000925	Prad.g_00576	Prbn.g_00168
OG0000926	Prad.g_00567	Prbn.g_01014
OG0000927	Prad.g_00533	Prbn.g_00195
OG0000928	Prad.g_00532	Prbn.g_00196
OG0000929	Prad.g_00531	Prbn.g_00197
OG0000930	Prad.g_00530	Prbn.g_00198
OG0000931	Prad.g_00529	Prbn.g_00199
OG0000932	Prad.g_00527	Prbn.g_00201
OG0000933	Prad.g_00526	Prbn.g_00202
OG0000934	Prad.g_00525	Prbn.g_00203
OG0000935	Prad.g_00524	Prbn.g_00204
OG0000936	Prad.g_00523	Prbn.g_00205
OG0000937	Prad.g_00522	Prbn.g_00206
OG0000938	Prad.g_00521	Prbn.g_00207
OG0000939	Prad.g_00520	Prbn.g_00208
OG0000940	Prad.g_00519	Prbn.g_00209
OG0000941	Prad.g_00517	Prbn.g_00210
OG0000942	Prad.g_00516	Prbn.g_00211
OG0000943	Prad.g_00513	Prbn.g_00214
OG0000944	Prad.g_00512	Prbn.g_00215
OG0000945	Prad.g_00511	Prbn.g_00216
OG0000946	Prad.g_00510	Prbn.g_00217
OG0000947	Prad.g_00509	Prbn.g_00218
OG0000948	Prad.g_00508	Prbn.g_00219
OG0000949	Prad.g_00507	Prbn.g_00220
OG0000950	Prad.g_00506	Prbn.g_00221
OG0000951	Prad.g_00505	Prbn.g_00222
OG0000952	Prad.g_00504	Prbn.g_00223
OG0000953	Prad.g_00503	Prbn.g_00224
OG0000954	Prad.g_00502	Prbn.g_00225
OG0000955	Prad.g_00501	Prbn.g_00226
OG0000956	Prad.g_00500	Prbn.g_00227
OG0000957	Prad.g_00499	Prbn.g_00228
OG0000958	Prad.g_00498	Prbn.g_00229
OG0000959	Prad.g_00497	Prbn.g_00230
OG0000960	Prad.g_00496	Prbn.g_00231
OG0000961	Prad.g_00491	Prbn.g_00235
OG0000962	Prad.g_00490	Prbn.g_00236
OG0000963	Prad.g_00489	Prbn.g_00237
OG0000964	Prad.g_00487	Prbn.g_00239
OG0000965	Prad.g_00486	Prbn.g_00240
OG0000966	Prad.g_00485	Prbn.g_00241
OG0000967	Prad.g_00484	Prbn.g_00242
OG0000968	Prad.g_00483	Prbn.g_00243
OG0000969	Prad.g_00482	Prbn.g_00244
OG0000970	Prad.g_00481	Prbn.g_00245
OG0000971	Prad.g_00480	Prbn.g_00246
OG0000972	Prad.g_00479	Prbn.g_00247
OG0000973	Prad.g_00478	Prbn.g_00248
OG0000974	Prad.g_00476	Prbn.g_00250
OG0000975	Prad.g_00473	Prbn.g_00256
OG0000976	Prad.g_00471	Prbn.g_00258
OG0000977	Prad.g_00470	Prbn.g_00260
OG0000978	Prad.g_00469	Prbn.g_00262
OG0000979	Prad.g_00467	Prbn.g_00264
OG0000980	Prad.g_00466	Prbn.g_00265
OG0000981	Prad.g_00465	Prbn.g_00266
OG0000982	Prad.g_00464	Prbn.g_00267
OG0000983	Prad.g_00462	Prbn.g_00269
OG0000984	Prad.g_00461	Prbn.g_00270
OG0000985	Prad.g_00460	Prbn.g_00271
OG0000986	Prad.g_00459	Prbn.g_00272
OG0000987	Prad.g_00458	Prbn.g_00273
OG0000988	Prad.g_00457	Prbn.g_00274
OG0000989	Prad.g_00456	Prbn.g_00275
OG0000990	Prad.g_00455	Prbn.g_00276
OG0000991	Prad.g_00454	Prbn.g_00277
OG0000992	Prad.g_00453	Prbn.g_00278
OG0000993	Prad.g_00452	Prbn.g_00279
OG0000994	Prad.g_00451	Prbn.g_00280
OG0000995	Prad.g_00450	Prbn.g_00281
OG0000996	Prad.g_00449	Prbn.g_00282
OG0000997	Prad.g_00448	Prbn.g_00283
OG0000998	Prad.g_00447	Prbn.g_00284
OG0000999	Prad.g_00446	Prbn.g_00285
OG0001000	Prad.g_00445	Prbn.g_00286
OG0001001	Prad.g_00443	Prbn.g_00288
OG0001002	Prad.g_00442	Prbn.g_00289
OG0001003	Prad.g_00441	Prbn.g_00904
OG0001004	Prad.g_00440	Prbn.g_00903
OG0001005	Prad.g_00439	Prbn.g_00900
OG0001006	Prad.g_00438	Prbn.g_00899
OG0001007	Prad.g_00437	Prbn.g_00898
OG0001008	Prad.g_00435	Prbn.g_00896
OG0001009	Prad.g_00434	Prbn.g_00895
OG0001010	Prad.g_00426	Prbn.g_01688
OG0001011	Prad.g_00419	Prbn.g_00486
OG0001012	Prad.g_00388	Prbn.g_01531
OG0001013	Prad.g_00947	Prbn.g_01738
OG0001014	Prad.g_00946	Prbn.g_01739
OG0001015	Prad.g_00940	Prbn.g_01746
OG0001016	Prad.g_00939	Prbn.g_01747
OG0001017	Prad.g_00938	Prbn.g_01748
OG0001018	Prad.g_00937	Prbn.g_01749
OG0001019	Prad.g_00935	Prbn.g_01751
OG0001020	Prad.g_00934	Prbn.g_01752
OG0001021	Prad.g_00933	Prbn.g_01753
OG0001022	Prad.g_00932	Prbn.g_01754
OG0001023	Prad.g_00931	Prbn.g_01755
OG0001024	Prad.g_00930	Prbn.g_01757
OG0001025	Prad.g_00929	Prbn.g_01758
OG0001026	Prad.g_00927	Prbn.g_01759
OG0001027	Prad.g_00926	Prbn.g_01760
OG0001028	Prad.g_00925	Prbn.g_01761
OG0001029	Prad.g_00924	Prbn.g_01762
OG0001030	Prad.g_00923	Prbn.g_01763
OG0001031	Prad.g_00922	Prbn.g_01764
OG0001032	Prad.g_00921	Prbn.g_01765
OG0001033	Prad.g_00920	Prbn.g_01766
OG0001034	Prad.g_00919	Prbn.g_01767
OG0001035	Prad.g_00917	Prbn.g_01770
OG0001036	Prad.g_00916	Prbn.g_01771
OG0001037	Prad.g_00915	Prbn.g_01772
OG0001038	Prad.g_00914	Prbn.g_01773
OG0001039	Prad.g_00913	Prbn.g_01774
OG0001040	Prad.g_00912	Prbn.g_01775
OG0001041	Prad.g_00911	Prbn.g_01776
OG0001042	Prad.g_00910	Prbn.g_01777
OG0001043	Prad.g_00909	Prbn.g_01778
OG0001044	Prad.g_00908	Prbn.g_01779
OG0001045	Prad.g_00907	Prbn.g_01780
OG0001046	Prad.g_00906	Prbn.g_01781
OG0001047	Prad.g_00903	Prbn.g_01784
OG0001048	Prad.g_00901	Prbn.g_01786
OG0001049	Prad.g_00900	Prbn.g_01787
OG0001050	Prad.g_00899	Prbn.g_01788
OG0001051	Prad.g_00898	Prbn.g_01789
OG0001052	Prad.g_00897	Prbn.g_01790
OG0001053	Prad.g_00895	Prbn.g_01792
OG0001054	Prad.g_00893	Prbn.g_01794
OG0001055	Prad.g_00892	Prbn.g_01795
OG0001056	Prad.g_00891	Prbn.g_01796
OG0001057	Prad.g_00890	Prbn.g_01797
OG0001058	Prad.g_00889	Prbn.g_01798
OG0001059	Prad.g_00888	Prbn.g_01799
OG0001060	Prad.g_00887	Prbn.g_01800
OG0001061	Prad.g_00886	Prbn.g_01801
OG0001062	Prad.g_00885	Prbn.g_01802
OG0001063	Prad.g_00884	Prbn.g_01803
OG0001064	Prad.g_00882	Prbn.g_01805
OG0001065	Prad.g_00879	Prbn.g_01809
OG0001066	Prad.g_00878	Prbn.g_01811
OG0001067	Prad.g_00877	Prbn.g_01812
OG0001068	Prad.g_00875	Prbn.g_01815
OG0001069	Prad.g_00874	Prbn.g_01816
OG0001070	Prad.g_00873	Prbn.g_01817
OG0001071	Prad.g_00872	Prbn.g_01818
OG0001072	Prad.g_00871	Prbn.g_01819
OG0001073	Prad.g_00870	Prbn.g_01820
OG0001074	Prad.g_00869	Prbn.g_01821
OG0001075	Prad.g_00868	Prbn.g_01822
OG0001076	Prad.g_00867	Prbn.g_01823
OG0001077	Prad.g_00866	Prbn.g_01824
OG0001078	Prad.g_00865	Prbn.g_01825
OG0001079	Prad.g_00864	Prbn.g_01826
OG0001080	Prad.g_00863	Prbn.g_01827
OG0001081	Prad.g_00860	Prbn.g_01831
OG0001082	Prad.g_00859	Prbn.g_01832
OG0001083	Prad.g_00858	Prbn.g_01835
OG0001084	Prad.g_00856	Prbn.g_01834
OG0001085	Prad.g_00855	Prbn.g_01833
OG0001086	Prad.g_00854	Prbn.g_01830
OG0001087	Prad.g_00853	Prbn.g_01829
OG0001088	Prad.g_00852	Prbn.g_01828
OG0001089	Prad.g_00849	Prbn.g_01838
OG0001090	Prad.g_00847	Prbn.g_01840
OG0001091	Prad.g_00846	Prbn.g_01841
OG0001092	Prad.g_00845	Prbn.g_01842
OG0001093	Prad.g_00844	Prbn.g_01843
OG0001094	Prad.g_00843	Prbn.g_01844
OG0001095	Prad.g_00842	Prbn.g_01845
OG0001096	Prad.g_00841	Prbn.g_01846
OG0001097	Prad.g_00840	Prbn.g_01847
OG0001098	Prad.g_00839	Prbn.g_01848
OG0001099	Prad.g_00838	Prbn.g_01849
OG0001100	Prad.g_00837	Prbn.g_01850
OG0001101	Prad.g_00836	Prbn.g_01851
OG0001102	Prad.g_00835	Prbn.g_01852
OG0001103	Prad.g_00834	Prbn.g_01853
OG0001104	Prad.g_00833	Prbn.g_01854
OG0001105	Prad.g_00832	Prbn.g_01855
OG0001106	Prad.g_00831	Prbn.g_01856
OG0001107	Prad.g_00830	Prbn.g_01857
OG0001108	Prad.g_00829	Prbn.g_01858
OG0001109	Prad.g_00828	Prbn.g_01859
OG0001110	Prad.g_00827	Prbn.g_01860
OG0001111	Prad.g_00826	Prbn.g_01861
OG0001112	Prad.g_00825	Prbn.g_01862
OG0001113	Prad.g_00824	Prbn.g_01863
OG0001114	Prad.g_00823	Prbn.g_01864
OG0001115	Prad.g_00822	Prbn.g_01865
OG0001116	Prad.g_00821	Prbn.g_01866
OG0001117	Prad.g_00820	Prbn.g_01867
OG0001118	Prad.g_00819	Prbn.g_01868
OG0001119	Prad.g_00818	Prbn.g_01869
OG0001120	Prad.g_00817	Prbn.g_01870
