Orthogroup	Prbj	Prap
OG0000570	Prbj.g_02596	Prap.g_00378
OG0000571	Prbj.g_02597	Prap.g_00377
OG0000572	Prbj.g_02598	Prap.g_00376
OG0000573	Prbj.g_00794	Prap.g_00373
OG0000574	Prbj.g_00803	Prap.g_00372
OG0000575	Prbj.g_00804	Prap.g_00371
OG0000576	Prbj.g_00805	Prap.g_00370
OG0000577	Prbj.g_00806	Prap.g_00369
OG0000578	Prbj.g_00807	Prap.g_00368
OG0000579	Prbj.g_00809	Prap.g_00367
OG0000580	Prbj.g_00812	Prap.g_00366
OG0000581	Prbj.g_00813	Prap.g_00365
OG0000582	Prbj.g_00815	Prap.g_00364
OG0000583	Prbj.g_00816	Prap.g_00363
OG0000584	Prbj.g_00818	Prap.g_00361
OG0000585	Prbj.g_00819	Prap.g_00360
OG0000586	Prbj.g_00821	Prap.g_00358
OG0000587	Prbj.g_00822	Prap.g_00357
OG0000588	Prbj.g_00825	Prap.g_00831
OG0000589	Prbj.g_02707	Prap.g_00830
OG0000590	Prbj.g_01466	Prap.g_00828
OG0000591	Prbj.g_00184	Prap.g_00822
OG0000592	Prbj.g_00760	Prap.g_00821
OG0000593	Prbj.g_00248	Prap.g_00820
OG0000594	Prbj.g_02453	Prap.g_00817
OG0000595	Prbj.g_02636	Prap.g_00816
OG0000596	Prbj.g_00943	Prap.g_00815
OG0000597	Prbj.g_00921	Prap.g_00813
OG0000598	Prbj.g_00927	Prap.g_00812
OG0000599	Prbj.g_00931	Prap.g_00811
OG0000600	Prbj.g_00932	Prap.g_00810
OG0000601	Prbj.g_00946	Prap.g_00807
OG0000602	Prbj.g_00947	Prap.g_00806
OG0000603	Prbj.g_00948	Prap.g_00805
OG0000604	Prbj.g_00754	Prap.g_00802
OG0000605	Prbj.g_00755	Prap.g_00801
OG0000606	Prbj.g_00757	Prap.g_00800
OG0000607	Prbj.g_00759	Prap.g_00798
OG0000608	Prbj.g_02373	Prap.g_00796
OG0000609	Prbj.g_02057	Prap.g_01489
OG0000610	Prbj.g_00168	Prap.g_00872
OG0000611	Prbj.g_02180	Prap.g_00790
OG0000612	Prbj.g_02181	Prap.g_00789
OG0000613	Prbj.g_02182	Prap.g_00344
OG0000614	Prbj.g_02183	Prap.g_00343
OG0000615	Prbj.g_02184	Prap.g_00341
OG0000616	Prbj.g_02185	Prap.g_00340
OG0000617	Prbj.g_02186	Prap.g_00339
OG0000618	Prbj.g_02187	Prap.g_00338
OG0000619	Prbj.g_02189	Prap.g_00337
OG0000620	Prbj.g_02190	Prap.g_00336
OG0000621	Prbj.g_02191	Prap.g_00335
OG0000622	Prbj.g_02192	Prap.g_00334
OG0000623	Prbj.g_02193	Prap.g_00333
OG0000624	Prbj.g_02194	Prap.g_00331
OG0000625	Prbj.g_02195	Prap.g_00330
OG0000626	Prbj.g_02196	Prap.g_00329
OG0000627	Prbj.g_02320	Prap.g_00328
OG0000628	Prbj.g_02319	Prap.g_00327
OG0000629	Prbj.g_02316	Prap.g_00326
OG0000630	Prbj.g_02315	Prap.g_00325
OG0000631	Prbj.g_02312	Prap.g_00323
OG0000632	Prbj.g_00773	Prap.g_00322
OG0000633	Prbj.g_01884	Prap.g_00036
OG0000634	Prbj.g_01607	Prap.g_00545
OG0000635	Prbj.g_02276	Prap.g_01121
OG0000636	Prbj.g_02277	Prap.g_01122
OG0000637	Prbj.g_02278	Prap.g_01123
OG0000638	Prbj.g_00347	Prap.g_01375
OG0000639	Prbj.g_01337	Prap.g_00688
OG0000640	Prbj.g_02311	Prap.g_00685
OG0000641	Prbj.g_02306	Prap.g_00683
OG0000642	Prbj.g_02305	Prap.g_00682
OG0000643	Prbj.g_02304	Prap.g_00681
OG0000644	Prbj.g_02406	Prap.g_00345
OG0000645	Prbj.g_02407	Prap.g_00788
OG0000646	Prbj.g_02408	Prap.g_00787
OG0000647	Prbj.g_02409	Prap.g_00786
OG0000648	Prbj.g_02411	Prap.g_00784
OG0000649	Prbj.g_02412	Prap.g_00783
OG0000650	Prbj.g_02413	Prap.g_00782
OG0000651	Prbj.g_02414	Prap.g_00781
OG0000652	Prbj.g_02415	Prap.g_00780
OG0000653	Prbj.g_02416	Prap.g_00779
OG0000654	Prbj.g_02418	Prap.g_00777
OG0000655	Prbj.g_02420	Prap.g_00775
OG0000656	Prbj.g_02421	Prap.g_00774
OG0000657	Prbj.g_02422	Prap.g_00773
OG0000658	Prbj.g_02423	Prap.g_00772
OG0000659	Prbj.g_02424	Prap.g_00771
OG0000660	Prbj.g_02425	Prap.g_00770
OG0000661	Prbj.g_02427	Prap.g_00769
OG0000662	Prbj.g_02430	Prap.g_00767
OG0000663	Prbj.g_02431	Prap.g_00766
OG0000664	Prbj.g_02432	Prap.g_00765
OG0000665	Prbj.g_02433	Prap.g_00764
OG0000666	Prbj.g_02434	Prap.g_00763
OG0000667	Prbj.g_02435	Prap.g_00762
OG0000668	Prbj.g_02436	Prap.g_00761
OG0000669	Prbj.g_02438	Prap.g_00759
OG0000670	Prbj.g_02439	Prap.g_00758
OG0000671	Prbj.g_02440	Prap.g_00757
OG0000672	Prbj.g_02441	Prap.g_00756
OG0000673	Prbj.g_02442	Prap.g_00755
OG0000674	Prbj.g_02443	Prap.g_00754
OG0000675	Prbj.g_02470	Prap.g_00752
OG0000676	Prbj.g_02471	Prap.g_00751
OG0000677	Prbj.g_02474	Prap.g_00748
OG0000678	Prbj.g_02476	Prap.g_00746
OG0000679	Prbj.g_02478	Prap.g_00744
OG0000680	Prbj.g_02479	Prap.g_00743
OG0000681	Prbj.g_02480	Prap.g_00742
OG0000682	Prbj.g_02481	Prap.g_00741
OG0000683	Prbj.g_02483	Prap.g_00739
OG0000684	Prbj.g_02484	Prap.g_00738
OG0000685	Prbj.g_02485	Prap.g_00737
OG0000686	Prbj.g_02486	Prap.g_00736
OG0000687	Prbj.g_02487	Prap.g_00735
OG0000688	Prbj.g_02488	Prap.g_00734
OG0000689	Prbj.g_02490	Prap.g_00733
OG0000690	Prbj.g_02491	Prap.g_00732
OG0000691	Prbj.g_02492	Prap.g_00731
OG0000692	Prbj.g_02503	Prap.g_00727
OG0000693	Prbj.g_02504	Prap.g_00726
OG0000694	Prbj.g_02507	Prap.g_00725
OG0000695	Prbj.g_02511	Prap.g_00724
OG0000696	Prbj.g_02512	Prap.g_00723
OG0000697	Prbj.g_02514	Prap.g_00721
OG0000698	Prbj.g_02323	Prap.g_00717
OG0000699	Prbj.g_02199	Prap.g_00716
OG0000700	Prbj.g_02215	Prap.g_00660
OG0000701	Prbj.g_01553	Prap.g_00655
OG0000702	Prbj.g_02523	Prap.g_00869
OG0000703	Prbj.g_02333	Prap.g_00867
OG0000704	Prbj.g_00044	Prap.g_00866
OG0000705	Prbj.g_02334	Prap.g_00864
OG0000706	Prbj.g_02335	Prap.g_00863
OG0000707	Prbj.g_02337	Prap.g_00861
OG0000708	Prbj.g_02338	Prap.g_00860
OG0000709	Prbj.g_02340	Prap.g_00858
OG0000710	Prbj.g_02341	Prap.g_00857
OG0000711	Prbj.g_02342	Prap.g_00856
OG0000712	Prbj.g_02343	Prap.g_00855
OG0000713	Prbj.g_02344	Prap.g_00854
OG0000714	Prbj.g_02352	Prap.g_00852
OG0000715	Prbj.g_02354	Prap.g_00851
OG0000716	Prbj.g_02359	Prap.g_00849
OG0000717	Prbj.g_02361	Prap.g_00848
OG0000718	Prbj.g_02364	Prap.g_00847
OG0000719	Prbj.g_02379	Prap.g_00845
OG0000720	Prbj.g_02380	Prap.g_00844
OG0000721	Prbj.g_02382	Prap.g_00841
OG0000722	Prbj.g_02383	Prap.g_00840
OG0000723	Prbj.g_02384	Prap.g_00839
OG0000724	Prbj.g_02397	Prap.g_00837
OG0000725	Prbj.g_02396	Prap.g_00836
OG0000726	Prbj.g_02395	Prap.g_00835
OG0000727	Prbj.g_02394	Prap.g_00834
OG0000728	Prbj.g_02393	Prap.g_00833
OG0000729	Prbj.g_02391	Prap.g_00832
OG0000730	Prbj.g_02388	Prap.g_00355
OG0000731	Prbj.g_02399	Prap.g_00353
OG0000732	Prbj.g_02400	Prap.g_00352
OG0000733	Prbj.g_02401	Prap.g_00351
OG0000734	Prbj.g_02402	Prap.g_00350
OG0000735	Prbj.g_02403	Prap.g_00348
OG0000736	Prbj.g_02404	Prap.g_00347
OG0000737	Prbj.g_02405	Prap.g_00346
OG0000738	Prbj.g_02303	Prap.g_00680
OG0000739	Prbj.g_02302	Prap.g_00679
OG0000740	Prbj.g_02301	Prap.g_00678
OG0000741	Prbj.g_02299	Prap.g_00677
OG0000742	Prbj.g_02297	Prap.g_00675
OG0000743	Prbj.g_02296	Prap.g_00239
OG0000744	Prbj.g_02294	Prap.g_00240
OG0000745	Prbj.g_02293	Prap.g_00241
OG0000746	Prbj.g_02292	Prap.g_00242
OG0000747	Prbj.g_00694	Prap.g_00243
OG0000748	Prbj.g_02284	Prap.g_00244
OG0000749	Prbj.g_02283	Prap.g_00245
OG0000750	Prbj.g_02281	Prap.g_00247
OG0000751	Prbj.g_02280	Prap.g_00248
OG0000752	Prbj.g_01984	Prap.g_00307
OG0000753	Prbj.g_02275	Prap.g_00250
OG0000754	Prbj.g_02274	Prap.g_00251
OG0000755	Prbj.g_02273	Prap.g_00252
OG0000756	Prbj.g_02271	Prap.g_00254
OG0000757	Prbj.g_02270	Prap.g_00255
OG0000758	Prbj.g_02269	Prap.g_00256
OG0000759	Prbj.g_02264	Prap.g_00258
OG0000760	Prbj.g_02263	Prap.g_00259
OG0000761	Prbj.g_02261	Prap.g_00260
OG0000762	Prbj.g_02259	Prap.g_00262
OG0000763	Prbj.g_02257	Prap.g_00263
OG0000764	Prbj.g_02255	Prap.g_00264
OG0000765	Prbj.g_02254	Prap.g_00265
OG0000766	Prbj.g_02253	Prap.g_00266
OG0000767	Prbj.g_02251	Prap.g_00268
OG0000768	Prbj.g_02250	Prap.g_00269
OG0000769	Prbj.g_02249	Prap.g_00270
OG0000770	Prbj.g_02248	Prap.g_00271
OG0000771	Prbj.g_02247	Prap.g_00272
OG0000772	Prbj.g_00722	Prap.g_00522
OG0000773	Prbj.g_02245	Prap.g_00274
OG0000774	Prbj.g_02243	Prap.g_00275
OG0000775	Prbj.g_02241	Prap.g_00276
OG0000776	Prbj.g_02237	Prap.g_00279
OG0000777	Prbj.g_02236	Prap.g_00280
OG0000778	Prbj.g_02235	Prap.g_00281
OG0000779	Prbj.g_02231	Prap.g_00282
OG0000780	Prbj.g_02229	Prap.g_00284
OG0000781	Prbj.g_02225	Prap.g_00286
OG0000782	Prbj.g_02224	Prap.g_00287
OG0000783	Prbj.g_02219	Prap.g_00291
OG0000784	Prbj.g_02217	Prap.g_00293
OG0000785	Prbj.g_02216	Prap.g_00294
OG0000786	Prbj.g_02214	Prap.g_00295
OG0000787	Prbj.g_02213	Prap.g_00296
OG0000788	Prbj.g_02207	Prap.g_00302
OG0000789	Prbj.g_02204	Prap.g_00305
OG0000790	Prbj.g_01985	Prap.g_00306
OG0000791	Prbj.g_02203	Prap.g_00309
OG0000792	Prbj.g_02202	Prap.g_00310
OG0000793	Prbj.g_02201	Prap.g_00311
OG0000794	Prbj.g_02198	Prap.g_00314
OG0000795	Prbj.g_01850	Prap.g_00697
OG0000796	Prbj.g_01849	Prap.g_00698
OG0000797	Prbj.g_01846	Prap.g_00700
OG0000798	Prbj.g_01845	Prap.g_00701
OG0000799	Prbj.g_01844	Prap.g_00702
OG0000800	Prbj.g_01843	Prap.g_00703
OG0000801	Prbj.g_01840	Prap.g_00706
OG0000802	Prbj.g_01839	Prap.g_00707
OG0000803	Prbj.g_01836	Prap.g_00709
OG0000804	Prbj.g_01835	Prap.g_00710
OG0000805	Prbj.g_01834	Prap.g_00711
OG0000806	Prbj.g_01833	Prap.g_00713
OG0000807	Prbj.g_02687	Prap.g_01345
OG0000808	Prbj.g_02537	Prap.g_00020
OG0000809	Prbj.g_01669	Prap.g_00504
OG0000810	Prbj.g_00696	Prap.g_01126
OG0000811	Prbj.g_01289	Prap.g_00539
OG0000812	Prbj.g_00343	Prap.g_00498
OG0000813	Prbj.g_00333	Prap.g_01366
OG0000814	Prbj.g_00634	Prap.g_00525
OG0000815	Prbj.g_02555	Prap.g_00058
OG0000816	Prbj.g_01997	Prap.g_01882
OG0000817	Prbj.g_01991	Prap.g_01881
OG0000818	Prbj.g_01336	Prap.g_00031
OG0000819	Prbj.g_00641	Prap.g_00478
OG0000820	Prbj.g_00627	Prap.g_00472
OG0000821	Prbj.g_00953	Prap.g_00470
OG0000822	Prbj.g_00954	Prap.g_00469
OG0000823	Prbj.g_00955	Prap.g_00468
OG0000824	Prbj.g_00956	Prap.g_00467
OG0000825	Prbj.g_00958	Prap.g_00466
OG0000826	Prbj.g_00959	Prap.g_00465
OG0000827	Prbj.g_00962	Prap.g_00464
OG0000828	Prbj.g_00964	Prap.g_00463
OG0000829	Prbj.g_00965	Prap.g_00462
OG0000830	Prbj.g_00968	Prap.g_00460
OG0000831	Prbj.g_00970	Prap.g_00457
OG0000832	Prbj.g_00972	Prap.g_00455
OG0000833	Prbj.g_00973	Prap.g_00454
OG0000834	Prbj.g_00846	Prap.g_00453
OG0000835	Prbj.g_00845	Prap.g_00452
OG0000836	Prbj.g_00844	Prap.g_00451
OG0000837	Prbj.g_00834	Prap.g_00448
OG0000838	Prbj.g_00832	Prap.g_00447
OG0000839	Prbj.g_00831	Prap.g_00446
OG0000840	Prbj.g_00830	Prap.g_00445
OG0000841	Prbj.g_00829	Prap.g_00444
OG0000842	Prbj.g_00304	Prap.g_00442
OG0000843	Prbj.g_00305	Prap.g_00441
OG0000844	Prbj.g_00307	Prap.g_00440
OG0000845	Prbj.g_00308	Prap.g_00439
OG0000846	Prbj.g_00311	Prap.g_00437
OG0000847	Prbj.g_00312	Prap.g_00435
OG0000848	Prbj.g_01910	Prap.g_00434
OG0000849	Prbj.g_01913	Prap.g_00431
OG0000850	Prbj.g_01914	Prap.g_00430
OG0000851	Prbj.g_00002	Prap.g_00428
OG0000852	Prbj.g_00004	Prap.g_00426
OG0000853	Prbj.g_00006	Prap.g_00424
OG0000854	Prbj.g_00008	Prap.g_00422
OG0000855	Prbj.g_00009	Prap.g_00421
OG0000856	Prbj.g_00010	Prap.g_00420
OG0000857	Prbj.g_00011	Prap.g_00419
OG0000858	Prbj.g_00012	Prap.g_00418
OG0000859	Prbj.g_00013	Prap.g_00417
OG0000860	Prbj.g_00014	Prap.g_00416
OG0000861	Prbj.g_01908	Prap.g_00415
OG0000862	Prbj.g_01907	Prap.g_00414
OG0000863	Prbj.g_01906	Prap.g_00413
OG0000864	Prbj.g_01905	Prap.g_00412
OG0000865	Prbj.g_01903	Prap.g_00411
OG0000866	Prbj.g_02152	Prap.g_00410
OG0000867	Prbj.g_02153	Prap.g_00409
OG0000868	Prbj.g_02155	Prap.g_00408
OG0000869	Prbj.g_02158	Prap.g_00406
OG0000870	Prbj.g_02159	Prap.g_00405
OG0000871	Prbj.g_02163	Prap.g_00404
OG0000872	Prbj.g_02164	Prap.g_00403
OG0000873	Prbj.g_02166	Prap.g_00401
OG0000874	Prbj.g_02167	Prap.g_00400
OG0000875	Prbj.g_00314	Prap.g_00399
OG0000876	Prbj.g_00313	Prap.g_00398
OG0000877	Prbj.g_00019	Prap.g_01136
OG0000878	Prbj.g_01679	Prap.g_01853
OG0000879	Prbj.g_00163	Prap.g_00550
OG0000880	Prbj.g_00162	Prap.g_00551
OG0000881	Prbj.g_00161	Prap.g_00552
OG0000882	Prbj.g_01717	Prap.g_00553
OG0000883	Prbj.g_01719	Prap.g_00554
OG0000884	Prbj.g_01721	Prap.g_00556
OG0000885	Prbj.g_01722	Prap.g_00557
OG0000886	Prbj.g_01723	Prap.g_00558
OG0000887	Prbj.g_01724	Prap.g_00559
OG0000888	Prbj.g_01725	Prap.g_00560
OG0000889	Prbj.g_01729	Prap.g_00563
OG0000890	Prbj.g_01732	Prap.g_00564
OG0000891	Prbj.g_01733	Prap.g_00565
OG0000892	Prbj.g_01736	Prap.g_00568
OG0000893	Prbj.g_01737	Prap.g_00569
OG0000894	Prbj.g_01738	Prap.g_00570
OG0000895	Prbj.g_01739	Prap.g_00571
OG0000896	Prbj.g_01740	Prap.g_00572
OG0000897	Prbj.g_01741	Prap.g_00573
OG0000898	Prbj.g_01744	Prap.g_00576
OG0000899	Prbj.g_01745	Prap.g_00577
OG0000900	Prbj.g_00669	Prap.g_01928
OG0000901	Prbj.g_00121	Prap.g_00585
OG0000902	Prbj.g_00094	Prap.g_01268
OG0000903	Prbj.g_02508	Prap.g_00521
OG0000904	Prbj.g_00687	Prap.g_00220
OG0000905	Prbj.g_01837	Prap.g_00499
OG0000906	Prbj.g_02689	Prap.g_00481
OG0000907	Prbj.g_02521	Prap.g_00719
OG0000908	Prbj.g_00873	Prap.g_00518
OG0000909	Prbj.g_01640	Prap.g_00061
OG0000910	Prbj.g_01641	Prap.g_00062
OG0000911	Prbj.g_01642	Prap.g_00063
OG0000912	Prbj.g_01643	Prap.g_00064
OG0000913	Prbj.g_01644	Prap.g_00065
OG0000914	Prbj.g_01645	Prap.g_00066
OG0000915	Prbj.g_01646	Prap.g_00067
OG0000916	Prbj.g_01647	Prap.g_00068
OG0000917	Prbj.g_01649	Prap.g_00069
OG0000918	Prbj.g_01650	Prap.g_00070
OG0000919	Prbj.g_01651	Prap.g_00071
OG0000920	Prbj.g_01652	Prap.g_00072
OG0000921	Prbj.g_01653	Prap.g_00073
OG0000922	Prbj.g_01654	Prap.g_00074
OG0000923	Prbj.g_01655	Prap.g_00075
OG0000924	Prbj.g_01656	Prap.g_00076
OG0000925	Prbj.g_01657	Prap.g_00077
OG0000926	Prbj.g_01514	Prap.g_01598
OG0000927	Prbj.g_01304	Prap.g_00104
OG0000928	Prbj.g_01303	Prap.g_00105
OG0000929	Prbj.g_01302	Prap.g_00106
OG0000930	Prbj.g_01294	Prap.g_00107
OG0000931	Prbj.g_01293	Prap.g_00108
OG0000932	Prbj.g_01041	Prap.g_00110
OG0000933	Prbj.g_01043	Prap.g_00111
OG0000934	Prbj.g_01044	Prap.g_00112
OG0000935	Prbj.g_01045	Prap.g_00113
OG0000936	Prbj.g_01046	Prap.g_00114
OG0000937	Prbj.g_01047	Prap.g_00115
OG0000938	Prbj.g_01049	Prap.g_00116
OG0000939	Prbj.g_01050	Prap.g_00117
OG0000940	Prbj.g_01052	Prap.g_00118
OG0000941	Prbj.g_01054	Prap.g_00119
OG0000942	Prbj.g_01055	Prap.g_00120
OG0000943	Prbj.g_01058	Prap.g_00123
OG0000944	Prbj.g_01067	Prap.g_00124
OG0000945	Prbj.g_01068	Prap.g_00125
OG0000946	Prbj.g_01069	Prap.g_00126
OG0000947	Prbj.g_01070	Prap.g_00127
OG0000948	Prbj.g_01071	Prap.g_00128
OG0000949	Prbj.g_01072	Prap.g_00129
OG0000950	Prbj.g_01073	Prap.g_00130
OG0000951	Prbj.g_01074	Prap.g_00131
OG0000952	Prbj.g_01075	Prap.g_00132
OG0000953	Prbj.g_01076	Prap.g_00133
OG0000954	Prbj.g_01077	Prap.g_00134
OG0000955	Prbj.g_01078	Prap.g_00135
OG0000956	Prbj.g_01079	Prap.g_00136
OG0000957	Prbj.g_01080	Prap.g_00137
OG0000958	Prbj.g_00631	Prap.g_00138
OG0000959	Prbj.g_00632	Prap.g_00139
OG0000960	Prbj.g_00633	Prap.g_00140
OG0000961	Prbj.g_00640	Prap.g_00144
OG0000962	Prbj.g_00642	Prap.g_00145
OG0000963	Prbj.g_00643	Prap.g_00146
OG0000964	Prbj.g_00646	Prap.g_00148
OG0000965	Prbj.g_00647	Prap.g_00149
OG0000966	Prbj.g_00648	Prap.g_00150
OG0000967	Prbj.g_00649	Prap.g_00151
OG0000968	Prbj.g_00650	Prap.g_00152
OG0000969	Prbj.g_00651	Prap.g_00153
OG0000970	Prbj.g_00652	Prap.g_00154
OG0000971	Prbj.g_00653	Prap.g_00155
OG0000972	Prbj.g_00654	Prap.g_00156
OG0000973	Prbj.g_00655	Prap.g_00157
OG0000974	Prbj.g_00657	Prap.g_00159
OG0000975	Prbj.g_00036	Prap.g_00165
OG0000976	Prbj.g_01674	Prap.g_00167
OG0000977	Prbj.g_01684	Prap.g_00169
OG0000978	Prbj.g_01686	Prap.g_00171
OG0000979	Prbj.g_01688	Prap.g_00173
OG0000980	Prbj.g_01689	Prap.g_00174
OG0000981	Prbj.g_02538	Prap.g_00175
OG0000982	Prbj.g_01690	Prap.g_00176
OG0000983	Prbj.g_01692	Prap.g_00178
OG0000984	Prbj.g_01693	Prap.g_00179
OG0000985	Prbj.g_01694	Prap.g_00180
OG0000986	Prbj.g_01696	Prap.g_00181
OG0000987	Prbj.g_01697	Prap.g_00182
OG0000988	Prbj.g_01699	Prap.g_00183
OG0000989	Prbj.g_01700	Prap.g_00184
OG0000990	Prbj.g_01701	Prap.g_00185
OG0000991	Prbj.g_01702	Prap.g_00186
OG0000992	Prbj.g_01703	Prap.g_00187
OG0000993	Prbj.g_01704	Prap.g_00188
OG0000994	Prbj.g_01705	Prap.g_00189
OG0000995	Prbj.g_01707	Prap.g_00190
OG0000996	Prbj.g_01708	Prap.g_00191
OG0000997	Prbj.g_01709	Prap.g_00192
OG0000998	Prbj.g_01710	Prap.g_00193
OG0000999	Prbj.g_01711	Prap.g_00194
OG0001000	Prbj.g_01712	Prap.g_00195
OG0001001	Prbj.g_01713	Prap.g_00197
OG0001002	Prbj.g_00888	Prap.g_00198
OG0001003	Prbj.g_00887	Prap.g_00199
OG0001004	Prbj.g_00185	Prap.g_00200
OG0001005	Prbj.g_00884	Prap.g_00203
OG0001006	Prbj.g_00883	Prap.g_00204
OG0001007	Prbj.g_00882	Prap.g_00205
OG0001008	Prbj.g_00880	Prap.g_00207
OG0001009	Prbj.g_00879	Prap.g_00208
OG0001010	Prbj.g_02535	Prap.g_01836
OG0001011	Prbj.g_02561	Prap.g_01139
OG0001012	Prbj.g_02429	Prap.g_00768
OG0001013	Prbj.g_00868	Prap.g_01786
OG0001014	Prbj.g_00867	Prap.g_01785
OG0001015	Prbj.g_00856	Prap.g_01778
OG0001016	Prbj.g_00855	Prap.g_01777
OG0001017	Prbj.g_00854	Prap.g_01776
OG0001018	Prbj.g_00852	Prap.g_01775
OG0001019	Prbj.g_00495	Prap.g_01773
OG0001020	Prbj.g_00494	Prap.g_01772
OG0001021	Prbj.g_00493	Prap.g_01771
OG0001022	Prbj.g_00492	Prap.g_01770
OG0001023	Prbj.g_00491	Prap.g_01769
OG0001024	Prbj.g_00489	Prap.g_01767
OG0001025	Prbj.g_00488	Prap.g_01766
OG0001026	Prbj.g_00487	Prap.g_01765
OG0001027	Prbj.g_00486	Prap.g_01764
OG0001028	Prbj.g_00485	Prap.g_01763
OG0001029	Prbj.g_00484	Prap.g_01762
OG0001030	Prbj.g_00483	Prap.g_01761
OG0001031	Prbj.g_00482	Prap.g_01760
OG0001032	Prbj.g_00481	Prap.g_01759
OG0001033	Prbj.g_00480	Prap.g_01758
OG0001034	Prbj.g_00478	Prap.g_01757
OG0001035	Prbj.g_00476	Prap.g_01754
OG0001036	Prbj.g_00475	Prap.g_01753
OG0001037	Prbj.g_00473	Prap.g_01752
OG0001038	Prbj.g_00472	Prap.g_01751
OG0001039	Prbj.g_00471	Prap.g_01750
OG0001040	Prbj.g_00470	Prap.g_01749
OG0001041	Prbj.g_00469	Prap.g_01748
OG0001042	Prbj.g_00467	Prap.g_01747
OG0001043	Prbj.g_00466	Prap.g_01746
OG0001044	Prbj.g_00465	Prap.g_01745
OG0001045	Prbj.g_00464	Prap.g_01744
OG0001046	Prbj.g_00463	Prap.g_01743
OG0001047	Prbj.g_00459	Prap.g_01740
OG0001048	Prbj.g_00457	Prap.g_01738
OG0001049	Prbj.g_00456	Prap.g_01737
OG0001050	Prbj.g_00455	Prap.g_01736
OG0001051	Prbj.g_00454	Prap.g_01735
OG0001052	Prbj.g_00453	Prap.g_01734
OG0001053	Prbj.g_00451	Prap.g_01732
OG0001054	Prbj.g_00449	Prap.g_01730
OG0001055	Prbj.g_00448	Prap.g_01729
OG0001056	Prbj.g_00447	Prap.g_01728
OG0001057	Prbj.g_00446	Prap.g_01727
OG0001058	Prbj.g_00445	Prap.g_01726
OG0001059	Prbj.g_00444	Prap.g_01725
OG0001060	Prbj.g_00443	Prap.g_01724
OG0001061	Prbj.g_00442	Prap.g_01723
OG0001062	Prbj.g_00428	Prap.g_01722
OG0001063	Prbj.g_00427	Prap.g_01721
OG0001064	Prbj.g_00425	Prap.g_01719
OG0001065	Prbj.g_02660	Prap.g_01715
OG0001066	Prbj.g_02657	Prap.g_01713
OG0001067	Prbj.g_02656	Prap.g_01712
OG0001068	Prbj.g_02652	Prap.g_01709
OG0001069	Prbj.g_02651	Prap.g_01708
OG0001070	Prbj.g_02650	Prap.g_01707
OG0001071	Prbj.g_02649	Prap.g_01706
OG0001072	Prbj.g_02648	Prap.g_01705
OG0001073	Prbj.g_02647	Prap.g_01704
OG0001074	Prbj.g_02646	Prap.g_01703
OG0001075	Prbj.g_02645	Prap.g_01702
OG0001076	Prbj.g_02644	Prap.g_01701
OG0001077	Prbj.g_02643	Prap.g_01700
OG0001078	Prbj.g_02641	Prap.g_01699
OG0001079	Prbj.g_02640	Prap.g_01698
OG0001080	Prbj.g_02639	Prap.g_01697
OG0001081	Prbj.g_01027	Prap.g_01693
OG0001082	Prbj.g_01028	Prap.g_01692
OG0001083	Prbj.g_01032	Prap.g_01689
OG0001084	Prbj.g_01030	Prap.g_01690
OG0001085	Prbj.g_01029	Prap.g_01691
OG0001086	Prbj.g_01033	Prap.g_01694
OG0001087	Prbj.g_01034	Prap.g_01695
OG0001088	Prbj.g_02635	Prap.g_01696
OG0001089	Prbj.g_01025	Prap.g_01686
OG0001090	Prbj.g_01023	Prap.g_01684
OG0001091	Prbj.g_01022	Prap.g_01683
OG0001092	Prbj.g_01021	Prap.g_01682
OG0001093	Prbj.g_01020	Prap.g_01681
OG0001094	Prbj.g_01019	Prap.g_01680
OG0001095	Prbj.g_01018	Prap.g_01679
OG0001096	Prbj.g_01017	Prap.g_01678
OG0001097	Prbj.g_01016	Prap.g_01677
OG0001098	Prbj.g_01015	Prap.g_01676
OG0001099	Prbj.g_01014	Prap.g_01675
OG0001100	Prbj.g_01013	Prap.g_01674
OG0001101	Prbj.g_01012	Prap.g_01673
OG0001102	Prbj.g_01011	Prap.g_01672
OG0001103	Prbj.g_01010	Prap.g_01671
OG0001104	Prbj.g_01009	Prap.g_01670
OG0001105	Prbj.g_01008	Prap.g_01669
OG0001106	Prbj.g_01007	Prap.g_01668
OG0001107	Prbj.g_01006	Prap.g_01667
OG0001108	Prbj.g_01005	Prap.g_01666
OG0001109	Prbj.g_01004	Prap.g_01665
OG0001110	Prbj.g_01003	Prap.g_01664
OG0001111	Prbj.g_01002	Prap.g_01663
OG0001112	Prbj.g_01001	Prap.g_01662
OG0001113	Prbj.g_01000	Prap.g_01661
OG0001114	Prbj.g_00999	Prap.g_01660
OG0001115	Prbj.g_00998	Prap.g_01659
OG0001116	Prbj.g_00997	Prap.g_01658
OG0001117	Prbj.g_00996	Prap.g_01657
OG0001118	Prbj.g_00995	Prap.g_01656
OG0001119	Prbj.g_00994	Prap.g_01655
OG0001120	Prbj.g_00993	Prap.g_01654
OG0001121	Prbj.g_00990	Prap.g_01652
OG0001122	Prbj.g_00989	Prap.g_01651
OG0001123	Prbj.g_00988	Prap.g_01650
OG0001124	Prbj.g_00986	Prap.g_01647
OG0001125	Prbj.g_00984	Prap.g_01645
OG0001126	Prbj.g_00983	Prap.g_01644
OG0001127	Prbj.g_00414	Prap.g_01641
OG0001128	Prbj.g_00413	Prap.g_01640
