Orthogroup	Prbj	Prao
OG0000577	Prbj.g_00806	Prao.g_00096
OG0000578	Prbj.g_00807	Prao.g_00097
OG0000579	Prbj.g_00809	Prao.g_00098
OG0000580	Prbj.g_00812	Prao.g_00099
OG0000581	Prbj.g_00813	Prao.g_00100
OG0000582	Prbj.g_00815	Prao.g_00101
OG0000583	Prbj.g_00816	Prao.g_00102
OG0000584	Prbj.g_00818	Prao.g_00103
OG0000585	Prbj.g_00819	Prao.g_00104
OG0000586	Prbj.g_00821	Prao.g_00106
OG0000587	Prbj.g_00822	Prao.g_00107
OG0000588	Prbj.g_00825	Prao.g_00109
OG0000589	Prbj.g_02707	Prao.g_00110
OG0000590	Prbj.g_01466	Prao.g_00112
OG0000591	Prbj.g_00184	Prao.g_00117
OG0000592	Prbj.g_00760	Prao.g_00118
OG0000593	Prbj.g_00248	Prao.g_00119
OG0000594	Prbj.g_02453	Prao.g_00121
OG0000595	Prbj.g_02636	Prao.g_00122
OG0000596	Prbj.g_00943	Prao.g_00123
OG0000597	Prbj.g_00921	Prao.g_00125
OG0000598	Prbj.g_00927	Prao.g_00126
OG0000599	Prbj.g_00931	Prao.g_00127
OG0000600	Prbj.g_00932	Prao.g_00128
OG0000601	Prbj.g_00946	Prao.g_00130
OG0000602	Prbj.g_00947	Prao.g_00131
OG0000603	Prbj.g_00948	Prao.g_00132
OG0000604	Prbj.g_00754	Prao.g_00133
OG0000605	Prbj.g_00755	Prao.g_00134
OG0000606	Prbj.g_00757	Prao.g_00135
OG0000607	Prbj.g_00759	Prao.g_00137
OG0000608	Prbj.g_02373	Prao.g_00138
OG0000609	Prbj.g_02057	Prao.g_00142
OG0000610	Prbj.g_00168	Prao.g_00143
OG0000611	Prbj.g_02180	Prao.g_00649
OG0000612	Prbj.g_02181	Prao.g_00650
OG0000613	Prbj.g_02182	Prao.g_00651
OG0000614	Prbj.g_02183	Prao.g_00652
OG0000615	Prbj.g_02184	Prao.g_00654
OG0000616	Prbj.g_02185	Prao.g_00655
OG0000617	Prbj.g_02186	Prao.g_00656
OG0000618	Prbj.g_02187	Prao.g_00657
OG0000619	Prbj.g_02189	Prao.g_00658
OG0000620	Prbj.g_02190	Prao.g_00659
OG0000621	Prbj.g_02191	Prao.g_00660
OG0000622	Prbj.g_02192	Prao.g_00661
OG0000623	Prbj.g_02193	Prao.g_00662
OG0000624	Prbj.g_02194	Prao.g_00663
OG0000625	Prbj.g_02195	Prao.g_00664
OG0000626	Prbj.g_02196	Prao.g_00665
OG0000627	Prbj.g_02320	Prao.g_00666
OG0000628	Prbj.g_02319	Prao.g_00667
OG0000629	Prbj.g_02316	Prao.g_00668
OG0000630	Prbj.g_02315	Prao.g_00669
OG0000631	Prbj.g_02312	Prao.g_00671
OG0000632	Prbj.g_00773	Prao.g_00683
OG0000633	Prbj.g_01884	Prao.g_00687
OG0000634	Prbj.g_01607	Prao.g_00701
OG0000635	Prbj.g_02276	Prao.g_00704
OG0000636	Prbj.g_02277	Prao.g_00705
OG0000637	Prbj.g_02278	Prao.g_00706
OG0000638	Prbj.g_00347	Prao.g_00718
OG0000639	Prbj.g_01337	Prao.g_00727
OG0000640	Prbj.g_02311	Prao.g_00729
OG0000641	Prbj.g_02306	Prao.g_00732
OG0000642	Prbj.g_02305	Prao.g_00733
OG0000643	Prbj.g_02304	Prao.g_00734
OG0000644	Prbj.g_02406	Prao.g_00735
OG0000645	Prbj.g_02407	Prao.g_00736
OG0000646	Prbj.g_02408	Prao.g_00737
OG0000647	Prbj.g_02409	Prao.g_00738
OG0000648	Prbj.g_02411	Prao.g_00740
OG0000649	Prbj.g_02412	Prao.g_00741
OG0000650	Prbj.g_02413	Prao.g_00742
OG0000651	Prbj.g_02414	Prao.g_00743
OG0000652	Prbj.g_02415	Prao.g_00744
OG0000653	Prbj.g_02416	Prao.g_00745
OG0000654	Prbj.g_02418	Prao.g_00747
OG0000655	Prbj.g_02420	Prao.g_00749
OG0000656	Prbj.g_02421	Prao.g_00750
OG0000657	Prbj.g_02422	Prao.g_00751
OG0000658	Prbj.g_02423	Prao.g_00752
OG0000659	Prbj.g_02424	Prao.g_00753
OG0000660	Prbj.g_02425	Prao.g_00754
OG0000661	Prbj.g_02427	Prao.g_00755
OG0000662	Prbj.g_02430	Prao.g_00756
OG0000663	Prbj.g_02431	Prao.g_00757
OG0000664	Prbj.g_02432	Prao.g_00758
OG0000665	Prbj.g_02433	Prao.g_00759
OG0000666	Prbj.g_02434	Prao.g_00760
OG0000667	Prbj.g_02435	Prao.g_00761
OG0000668	Prbj.g_02436	Prao.g_00762
OG0000669	Prbj.g_02438	Prao.g_00764
OG0000670	Prbj.g_02439	Prao.g_00765
OG0000671	Prbj.g_02440	Prao.g_00766
OG0000672	Prbj.g_02441	Prao.g_00767
OG0000673	Prbj.g_02442	Prao.g_00768
OG0000674	Prbj.g_02443	Prao.g_00769
OG0000675	Prbj.g_02470	Prao.g_00771
OG0000676	Prbj.g_02471	Prao.g_00772
OG0000677	Prbj.g_02474	Prao.g_00775
OG0000678	Prbj.g_02476	Prao.g_00777
OG0000679	Prbj.g_02478	Prao.g_00778
OG0000680	Prbj.g_02479	Prao.g_00779
OG0000681	Prbj.g_02480	Prao.g_00780
OG0000682	Prbj.g_02481	Prao.g_00781
OG0000683	Prbj.g_02483	Prao.g_00783
OG0000684	Prbj.g_02484	Prao.g_00784
OG0000685	Prbj.g_02485	Prao.g_00785
OG0000686	Prbj.g_02486	Prao.g_00786
OG0000687	Prbj.g_02487	Prao.g_00787
OG0000688	Prbj.g_02488	Prao.g_00788
OG0000689	Prbj.g_02490	Prao.g_00789
OG0000690	Prbj.g_02491	Prao.g_00790
OG0000691	Prbj.g_02492	Prao.g_00791
OG0000692	Prbj.g_02503	Prao.g_00793
OG0000693	Prbj.g_02504	Prao.g_00794
OG0000694	Prbj.g_02507	Prao.g_00795
OG0000695	Prbj.g_02511	Prao.g_00796
OG0000696	Prbj.g_02512	Prao.g_00797
OG0000697	Prbj.g_02514	Prao.g_00799
OG0000698	Prbj.g_02323	Prao.g_00801
OG0000699	Prbj.g_02199	Prao.g_00802
OG0000700	Prbj.g_02215	Prao.g_00829
OG0000701	Prbj.g_01553	Prao.g_00834
OG0000702	Prbj.g_02523	Prao.g_00837
OG0000703	Prbj.g_02333	Prao.g_00838
OG0000704	Prbj.g_00044	Prao.g_00839
OG0000705	Prbj.g_02334	Prao.g_00840
OG0000706	Prbj.g_02335	Prao.g_00841
OG0000707	Prbj.g_02337	Prao.g_00842
OG0000708	Prbj.g_02338	Prao.g_00843
OG0000709	Prbj.g_02340	Prao.g_00845
OG0000710	Prbj.g_02341	Prao.g_00846
OG0000711	Prbj.g_02342	Prao.g_00847
OG0000712	Prbj.g_02343	Prao.g_00848
OG0000713	Prbj.g_02344	Prao.g_00849
OG0000714	Prbj.g_02352	Prao.g_00851
OG0000715	Prbj.g_02354	Prao.g_00852
OG0000716	Prbj.g_02359	Prao.g_00854
OG0000717	Prbj.g_02361	Prao.g_00855
OG0000718	Prbj.g_02364	Prao.g_00856
OG0000719	Prbj.g_02379	Prao.g_00858
OG0000720	Prbj.g_02380	Prao.g_00859
OG0000721	Prbj.g_02382	Prao.g_00861
OG0000722	Prbj.g_02383	Prao.g_00862
OG0000723	Prbj.g_02384	Prao.g_00863
OG0000724	Prbj.g_02397	Prao.g_00864
OG0000725	Prbj.g_02396	Prao.g_00865
OG0000726	Prbj.g_02395	Prao.g_00866
OG0000727	Prbj.g_02394	Prao.g_00867
OG0000728	Prbj.g_02393	Prao.g_00868
OG0000729	Prbj.g_02391	Prao.g_00869
OG0000730	Prbj.g_02388	Prao.g_00870
OG0000731	Prbj.g_02399	Prao.g_00871
OG0000732	Prbj.g_02400	Prao.g_00872
OG0000733	Prbj.g_02401	Prao.g_00873
OG0000734	Prbj.g_02402	Prao.g_00874
OG0000735	Prbj.g_02403	Prao.g_00876
OG0000736	Prbj.g_02404	Prao.g_00877
OG0000737	Prbj.g_02405	Prao.g_00878
OG0000738	Prbj.g_02303	Prao.g_00879
OG0000739	Prbj.g_02302	Prao.g_00880
OG0000740	Prbj.g_02301	Prao.g_00881
OG0000741	Prbj.g_02299	Prao.g_00882
OG0000742	Prbj.g_02297	Prao.g_00884
OG0000743	Prbj.g_02296	Prao.g_00885
OG0000744	Prbj.g_02294	Prao.g_00886
OG0000745	Prbj.g_02293	Prao.g_00887
OG0000746	Prbj.g_02292	Prao.g_00888
OG0000747	Prbj.g_00694	Prao.g_00889
OG0000748	Prbj.g_02284	Prao.g_00890
OG0000749	Prbj.g_02283	Prao.g_00891
OG0000750	Prbj.g_02281	Prao.g_00892
OG0000751	Prbj.g_02280	Prao.g_00893
OG0000752	Prbj.g_01984	Prao.g_00894
OG0000753	Prbj.g_02275	Prao.g_00896
OG0000754	Prbj.g_02274	Prao.g_00897
OG0000755	Prbj.g_02273	Prao.g_00898
OG0000756	Prbj.g_02271	Prao.g_00899
OG0000757	Prbj.g_02270	Prao.g_00900
OG0000758	Prbj.g_02269	Prao.g_00901
OG0000759	Prbj.g_02264	Prao.g_00903
OG0000760	Prbj.g_02263	Prao.g_00904
OG0000761	Prbj.g_02261	Prao.g_00905
OG0000762	Prbj.g_02259	Prao.g_00907
OG0000763	Prbj.g_02257	Prao.g_00908
OG0000764	Prbj.g_02255	Prao.g_00909
OG0000765	Prbj.g_02254	Prao.g_00910
OG0000766	Prbj.g_02253	Prao.g_00911
OG0000767	Prbj.g_02251	Prao.g_00913
OG0000768	Prbj.g_02250	Prao.g_00914
OG0000769	Prbj.g_02249	Prao.g_00915
OG0000770	Prbj.g_02248	Prao.g_00916
OG0000771	Prbj.g_02247	Prao.g_00917
OG0000772	Prbj.g_00722	Prao.g_00918
OG0000773	Prbj.g_02245	Prao.g_00919
OG0000774	Prbj.g_02243	Prao.g_00920
OG0000775	Prbj.g_02241	Prao.g_00921
OG0000776	Prbj.g_02237	Prao.g_00923
OG0000777	Prbj.g_02236	Prao.g_00925
OG0000778	Prbj.g_02235	Prao.g_00926
OG0000779	Prbj.g_02231	Prao.g_00927
OG0000780	Prbj.g_02229	Prao.g_00929
OG0000781	Prbj.g_02225	Prao.g_00931
OG0000782	Prbj.g_02224	Prao.g_00932
OG0000783	Prbj.g_02219	Prao.g_00943
OG0000784	Prbj.g_02217	Prao.g_00945
OG0000785	Prbj.g_02216	Prao.g_00946
OG0000786	Prbj.g_02214	Prao.g_00947
OG0000787	Prbj.g_02213	Prao.g_00948
OG0000788	Prbj.g_02207	Prao.g_00952
OG0000789	Prbj.g_02204	Prao.g_00954
OG0000790	Prbj.g_01985	Prao.g_00955
OG0000791	Prbj.g_02203	Prao.g_00956
OG0000792	Prbj.g_02202	Prao.g_00957
OG0000793	Prbj.g_02201	Prao.g_00958
OG0000794	Prbj.g_02198	Prao.g_00960
OG0000795	Prbj.g_01850	Prao.g_00963
OG0000796	Prbj.g_01849	Prao.g_00964
OG0000797	Prbj.g_01846	Prao.g_00966
OG0000798	Prbj.g_01845	Prao.g_00967
OG0000799	Prbj.g_01844	Prao.g_00968
OG0000800	Prbj.g_01843	Prao.g_00969
OG0000801	Prbj.g_01840	Prao.g_00972
OG0000802	Prbj.g_01839	Prao.g_00973
OG0000803	Prbj.g_01836	Prao.g_00975
OG0000804	Prbj.g_01835	Prao.g_00976
OG0000805	Prbj.g_01834	Prao.g_00977
OG0000806	Prbj.g_01833	Prao.g_00979
OG0000807	Prbj.g_02687	Prao.g_01007
OG0000808	Prbj.g_02537	Prao.g_01016
OG0000809	Prbj.g_01669	Prao.g_01019
OG0000810	Prbj.g_00696	Prao.g_01020
OG0000811	Prbj.g_01289	Prao.g_01027
OG0000812	Prbj.g_00343	Prao.g_01156
OG0000813	Prbj.g_00333	Prao.g_01152
OG0000814	Prbj.g_00634	Prao.g_01150
OG0000815	Prbj.g_02555	Prao.g_01137
OG0000816	Prbj.g_01997	Prao.g_01121
OG0000817	Prbj.g_01991	Prao.g_01120
OG0000818	Prbj.g_01336	Prao.g_01115
OG0000819	Prbj.g_00641	Prao.g_01108
OG0000820	Prbj.g_00627	Prao.g_01104
OG0000821	Prbj.g_00953	Prao.g_01102
OG0000822	Prbj.g_00954	Prao.g_01101
OG0000823	Prbj.g_00955	Prao.g_01100
OG0000824	Prbj.g_00956	Prao.g_01099
OG0000825	Prbj.g_00958	Prao.g_01098
OG0000826	Prbj.g_00959	Prao.g_01097
OG0000827	Prbj.g_00962	Prao.g_01096
OG0000828	Prbj.g_00964	Prao.g_01095
OG0000829	Prbj.g_00965	Prao.g_01094
OG0000830	Prbj.g_00968	Prao.g_01093
OG0000831	Prbj.g_00970	Prao.g_01090
OG0000832	Prbj.g_00972	Prao.g_01088
OG0000833	Prbj.g_00973	Prao.g_01087
OG0000834	Prbj.g_00846	Prao.g_01086
OG0000835	Prbj.g_00845	Prao.g_01085
OG0000836	Prbj.g_00844	Prao.g_01084
OG0000837	Prbj.g_00834	Prao.g_01082
OG0000838	Prbj.g_00832	Prao.g_01081
OG0000839	Prbj.g_00831	Prao.g_01080
OG0000840	Prbj.g_00830	Prao.g_01079
OG0000841	Prbj.g_00829	Prao.g_01078
OG0000842	Prbj.g_00304	Prao.g_01077
OG0000843	Prbj.g_00305	Prao.g_01076
OG0000844	Prbj.g_00307	Prao.g_01075
OG0000845	Prbj.g_00308	Prao.g_01074
OG0000846	Prbj.g_00311	Prao.g_01071
OG0000847	Prbj.g_00312	Prao.g_01069
OG0000848	Prbj.g_01910	Prao.g_01068
OG0000849	Prbj.g_01913	Prao.g_01067
OG0000850	Prbj.g_01914	Prao.g_01066
OG0000851	Prbj.g_00002	Prao.g_01065
OG0000852	Prbj.g_00004	Prao.g_01063
OG0000853	Prbj.g_00006	Prao.g_01062
OG0000854	Prbj.g_00008	Prao.g_01060
OG0000855	Prbj.g_00009	Prao.g_01059
OG0000856	Prbj.g_00010	Prao.g_01058
OG0000857	Prbj.g_00011	Prao.g_01057
OG0000858	Prbj.g_00012	Prao.g_01056
OG0000859	Prbj.g_00013	Prao.g_01055
OG0000860	Prbj.g_00014	Prao.g_01054
OG0000861	Prbj.g_01908	Prao.g_01053
OG0000862	Prbj.g_01907	Prao.g_01052
OG0000863	Prbj.g_01906	Prao.g_01051
OG0000864	Prbj.g_01905	Prao.g_01050
OG0000865	Prbj.g_01903	Prao.g_01049
OG0000866	Prbj.g_02152	Prao.g_01048
OG0000867	Prbj.g_02153	Prao.g_01047
OG0000868	Prbj.g_02155	Prao.g_01046
OG0000869	Prbj.g_02158	Prao.g_01044
OG0000870	Prbj.g_02159	Prao.g_01043
OG0000871	Prbj.g_02163	Prao.g_01041
OG0000872	Prbj.g_02164	Prao.g_01040
OG0000873	Prbj.g_02166	Prao.g_01038
OG0000874	Prbj.g_02167	Prao.g_01037
OG0000875	Prbj.g_00314	Prao.g_01036
OG0000876	Prbj.g_00313	Prao.g_01035
OG0000877	Prbj.g_00019	Prao.g_01033
OG0000878	Prbj.g_01679	Prao.g_01305
OG0000879	Prbj.g_00163	Prao.g_01287
OG0000880	Prbj.g_00162	Prao.g_01286
OG0000881	Prbj.g_00161	Prao.g_01285
OG0000882	Prbj.g_01717	Prao.g_01284
OG0000883	Prbj.g_01719	Prao.g_01283
OG0000884	Prbj.g_01721	Prao.g_01281
OG0000885	Prbj.g_01722	Prao.g_01280
OG0000886	Prbj.g_01723	Prao.g_01279
OG0000887	Prbj.g_01724	Prao.g_01278
OG0000888	Prbj.g_01725	Prao.g_01277
OG0000889	Prbj.g_01729	Prao.g_01274
OG0000890	Prbj.g_01732	Prao.g_01273
OG0000891	Prbj.g_01733	Prao.g_01272
OG0000892	Prbj.g_01736	Prao.g_01270
OG0000893	Prbj.g_01737	Prao.g_01269
OG0000894	Prbj.g_01738	Prao.g_01268
OG0000895	Prbj.g_01739	Prao.g_01267
OG0000896	Prbj.g_01740	Prao.g_01266
OG0000897	Prbj.g_01741	Prao.g_01265
OG0000898	Prbj.g_01744	Prao.g_01263
OG0000899	Prbj.g_01745	Prao.g_01262
OG0000900	Prbj.g_00669	Prao.g_01257
OG0000901	Prbj.g_00121	Prao.g_01253
OG0000902	Prbj.g_00094	Prao.g_01252
OG0000903	Prbj.g_02508	Prao.g_01251
OG0000904	Prbj.g_00687	Prao.g_01249
OG0000905	Prbj.g_01837	Prao.g_01247
OG0000906	Prbj.g_02689	Prao.g_01245
OG0000907	Prbj.g_02521	Prao.g_01244
OG0000908	Prbj.g_00873	Prao.g_01241
OG0000909	Prbj.g_01640	Prao.g_01237
OG0000910	Prbj.g_01641	Prao.g_01236
OG0000911	Prbj.g_01642	Prao.g_01235
OG0000912	Prbj.g_01643	Prao.g_01234
OG0000913	Prbj.g_01644	Prao.g_01233
OG0000914	Prbj.g_01645	Prao.g_01232
OG0000915	Prbj.g_01646	Prao.g_01231
OG0000916	Prbj.g_01647	Prao.g_01230
OG0000917	Prbj.g_01649	Prao.g_01229
OG0000918	Prbj.g_01650	Prao.g_01228
OG0000919	Prbj.g_01651	Prao.g_01227
OG0000920	Prbj.g_01652	Prao.g_01226
OG0000921	Prbj.g_01653	Prao.g_01225
OG0000922	Prbj.g_01654	Prao.g_01224
OG0000923	Prbj.g_01655	Prao.g_01223
OG0000924	Prbj.g_01656	Prao.g_01222
OG0000925	Prbj.g_01657	Prao.g_01221
OG0000926	Prbj.g_01514	Prao.g_01220
OG0000927	Prbj.g_01304	Prao.g_01379
OG0000928	Prbj.g_01303	Prao.g_01380
OG0000929	Prbj.g_01302	Prao.g_01381
OG0000930	Prbj.g_01294	Prao.g_01382
OG0000931	Prbj.g_01293	Prao.g_01383
OG0000932	Prbj.g_01041	Prao.g_01385
OG0000933	Prbj.g_01043	Prao.g_01386
OG0000934	Prbj.g_01044	Prao.g_01387
OG0000935	Prbj.g_01045	Prao.g_01388
OG0000936	Prbj.g_01046	Prao.g_01389
OG0000937	Prbj.g_01047	Prao.g_01390
OG0000938	Prbj.g_01049	Prao.g_01391
OG0000939	Prbj.g_01050	Prao.g_01392
OG0000940	Prbj.g_01052	Prao.g_01393
OG0000941	Prbj.g_01054	Prao.g_01395
OG0000942	Prbj.g_01055	Prao.g_01396
OG0000943	Prbj.g_01058	Prao.g_01399
OG0000944	Prbj.g_01067	Prao.g_01400
OG0000945	Prbj.g_01068	Prao.g_01401
OG0000946	Prbj.g_01069	Prao.g_01402
OG0000947	Prbj.g_01070	Prao.g_01403
OG0000948	Prbj.g_01071	Prao.g_01404
OG0000949	Prbj.g_01072	Prao.g_01405
OG0000950	Prbj.g_01073	Prao.g_01406
OG0000951	Prbj.g_01074	Prao.g_01407
OG0000952	Prbj.g_01075	Prao.g_01408
OG0000953	Prbj.g_01076	Prao.g_01409
OG0000954	Prbj.g_01077	Prao.g_01410
OG0000955	Prbj.g_01078	Prao.g_01411
OG0000956	Prbj.g_01079	Prao.g_01412
OG0000957	Prbj.g_01080	Prao.g_01413
OG0000958	Prbj.g_00631	Prao.g_01414
OG0000959	Prbj.g_00632	Prao.g_01415
OG0000960	Prbj.g_00633	Prao.g_01416
OG0000961	Prbj.g_00640	Prao.g_01419
OG0000962	Prbj.g_00642	Prao.g_01420
OG0000963	Prbj.g_00643	Prao.g_01421
OG0000964	Prbj.g_00646	Prao.g_01423
OG0000965	Prbj.g_00647	Prao.g_01424
OG0000966	Prbj.g_00648	Prao.g_01425
OG0000967	Prbj.g_00649	Prao.g_01426
OG0000968	Prbj.g_00650	Prao.g_01427
OG0000969	Prbj.g_00651	Prao.g_01428
OG0000970	Prbj.g_00652	Prao.g_01429
OG0000971	Prbj.g_00653	Prao.g_01430
OG0000972	Prbj.g_00654	Prao.g_01431
OG0000973	Prbj.g_00655	Prao.g_01432
OG0000974	Prbj.g_00657	Prao.g_01434
OG0000975	Prbj.g_00036	Prao.g_01437
OG0000976	Prbj.g_01674	Prao.g_01439
OG0000977	Prbj.g_01684	Prao.g_01440
OG0000978	Prbj.g_01686	Prao.g_01441
OG0000979	Prbj.g_01688	Prao.g_01443
OG0000980	Prbj.g_01689	Prao.g_01444
OG0000981	Prbj.g_02538	Prao.g_01445
OG0000982	Prbj.g_01690	Prao.g_01446
OG0000983	Prbj.g_01692	Prao.g_01448
OG0000984	Prbj.g_01693	Prao.g_01449
OG0000985	Prbj.g_01694	Prao.g_01450
OG0000986	Prbj.g_01696	Prao.g_01451
OG0000987	Prbj.g_01697	Prao.g_01452
OG0000988	Prbj.g_01699	Prao.g_01453
OG0000989	Prbj.g_01700	Prao.g_01454
OG0000990	Prbj.g_01701	Prao.g_01455
OG0000991	Prbj.g_01702	Prao.g_01456
OG0000992	Prbj.g_01703	Prao.g_01457
OG0000993	Prbj.g_01704	Prao.g_01458
OG0000994	Prbj.g_01705	Prao.g_01459
OG0000995	Prbj.g_01707	Prao.g_01460
OG0000996	Prbj.g_01708	Prao.g_01461
OG0000997	Prbj.g_01709	Prao.g_01462
OG0000998	Prbj.g_01710	Prao.g_01463
OG0000999	Prbj.g_01711	Prao.g_01464
OG0001000	Prbj.g_01712	Prao.g_01465
OG0001001	Prbj.g_01713	Prao.g_01467
OG0001002	Prbj.g_00888	Prao.g_01468
OG0001003	Prbj.g_00887	Prao.g_01469
OG0001004	Prbj.g_00185	Prao.g_01470
OG0001005	Prbj.g_00884	Prao.g_01471
OG0001006	Prbj.g_00883	Prao.g_01472
OG0001007	Prbj.g_00882	Prao.g_01473
OG0001008	Prbj.g_00880	Prao.g_01475
OG0001009	Prbj.g_00879	Prao.g_01476
OG0001010	Prbj.g_02535	Prao.g_01484
OG0001011	Prbj.g_02561	Prao.g_01491
OG0001012	Prbj.g_02429	Prao.g_01519
OG0001013	Prbj.g_00868	Prao.g_01546
OG0001014	Prbj.g_00867	Prao.g_01547
OG0001015	Prbj.g_00856	Prao.g_01553
OG0001016	Prbj.g_00855	Prao.g_01554
OG0001017	Prbj.g_00854	Prao.g_01555
OG0001018	Prbj.g_00852	Prao.g_01556
OG0001019	Prbj.g_00495	Prao.g_01558
OG0001020	Prbj.g_00494	Prao.g_01559
OG0001021	Prbj.g_00493	Prao.g_01560
OG0001022	Prbj.g_00492	Prao.g_01561
OG0001023	Prbj.g_00491	Prao.g_01562
OG0001024	Prbj.g_00489	Prao.g_01563
OG0001025	Prbj.g_00488	Prao.g_01564
OG0001026	Prbj.g_00487	Prao.g_01566
OG0001027	Prbj.g_00486	Prao.g_01567
OG0001028	Prbj.g_00485	Prao.g_01568
OG0001029	Prbj.g_00484	Prao.g_01569
OG0001030	Prbj.g_00483	Prao.g_01570
OG0001031	Prbj.g_00482	Prao.g_01571
OG0001032	Prbj.g_00481	Prao.g_01572
OG0001033	Prbj.g_00480	Prao.g_01573
OG0001034	Prbj.g_00478	Prao.g_01574
OG0001035	Prbj.g_00476	Prao.g_01576
OG0001036	Prbj.g_00475	Prao.g_01577
OG0001037	Prbj.g_00473	Prao.g_01578
OG0001038	Prbj.g_00472	Prao.g_01579
OG0001039	Prbj.g_00471	Prao.g_01580
OG0001040	Prbj.g_00470	Prao.g_01581
OG0001041	Prbj.g_00469	Prao.g_01582
OG0001042	Prbj.g_00467	Prao.g_01583
OG0001043	Prbj.g_00466	Prao.g_01584
OG0001044	Prbj.g_00465	Prao.g_01585
OG0001045	Prbj.g_00464	Prao.g_01586
OG0001046	Prbj.g_00463	Prao.g_01587
OG0001047	Prbj.g_00459	Prao.g_01590
OG0001048	Prbj.g_00457	Prao.g_01592
OG0001049	Prbj.g_00456	Prao.g_01593
OG0001050	Prbj.g_00455	Prao.g_01594
OG0001051	Prbj.g_00454	Prao.g_01595
OG0001052	Prbj.g_00453	Prao.g_01596
OG0001053	Prbj.g_00451	Prao.g_01597
OG0001054	Prbj.g_00449	Prao.g_01599
OG0001055	Prbj.g_00448	Prao.g_01600
OG0001056	Prbj.g_00447	Prao.g_01601
OG0001057	Prbj.g_00446	Prao.g_01602
OG0001058	Prbj.g_00445	Prao.g_01603
OG0001059	Prbj.g_00444	Prao.g_01604
OG0001060	Prbj.g_00443	Prao.g_01605
OG0001061	Prbj.g_00442	Prao.g_01606
OG0001062	Prbj.g_00428	Prao.g_01607
OG0001063	Prbj.g_00427	Prao.g_01608
OG0001064	Prbj.g_00425	Prao.g_01610
OG0001065	Prbj.g_02660	Prao.g_01615
OG0001066	Prbj.g_02657	Prao.g_01616
OG0001067	Prbj.g_02656	Prao.g_01617
OG0001068	Prbj.g_02652	Prao.g_01619
OG0001069	Prbj.g_02651	Prao.g_01620
OG0001070	Prbj.g_02650	Prao.g_01621
OG0001071	Prbj.g_02649	Prao.g_01622
OG0001072	Prbj.g_02648	Prao.g_01623
OG0001073	Prbj.g_02647	Prao.g_01624
OG0001074	Prbj.g_02646	Prao.g_01625
OG0001075	Prbj.g_02645	Prao.g_01626
OG0001076	Prbj.g_02644	Prao.g_01627
OG0001077	Prbj.g_02643	Prao.g_01628
OG0001078	Prbj.g_02641	Prao.g_01629
OG0001079	Prbj.g_02640	Prao.g_01630
OG0001080	Prbj.g_02639	Prao.g_01631
OG0001081	Prbj.g_01027	Prao.g_01634
OG0001082	Prbj.g_01028	Prao.g_01635
OG0001083	Prbj.g_01032	Prao.g_01636
OG0001084	Prbj.g_01030	Prao.g_01638
OG0001085	Prbj.g_01029	Prao.g_01639
OG0001086	Prbj.g_01033	Prao.g_01640
OG0001087	Prbj.g_01034	Prao.g_01641
OG0001088	Prbj.g_02635	Prao.g_01642
OG0001089	Prbj.g_01025	Prao.g_01645
OG0001090	Prbj.g_01023	Prao.g_01647
OG0001091	Prbj.g_01022	Prao.g_01648
OG0001092	Prbj.g_01021	Prao.g_01649
OG0001093	Prbj.g_01020	Prao.g_01650
OG0001094	Prbj.g_01019	Prao.g_01651
OG0001095	Prbj.g_01018	Prao.g_01652
OG0001096	Prbj.g_01017	Prao.g_01653
OG0001097	Prbj.g_01016	Prao.g_01654
OG0001098	Prbj.g_01015	Prao.g_01655
OG0001099	Prbj.g_01014	Prao.g_01656
OG0001100	Prbj.g_01013	Prao.g_01657
OG0001101	Prbj.g_01012	Prao.g_01658
OG0001102	Prbj.g_01011	Prao.g_01659
OG0001103	Prbj.g_01010	Prao.g_01660
OG0001104	Prbj.g_01009	Prao.g_01661
OG0001105	Prbj.g_01008	Prao.g_01662
OG0001106	Prbj.g_01007	Prao.g_01663
OG0001107	Prbj.g_01006	Prao.g_01664
OG0001108	Prbj.g_01005	Prao.g_01665
OG0001109	Prbj.g_01004	Prao.g_01666
OG0001110	Prbj.g_01003	Prao.g_01667
OG0001111	Prbj.g_01002	Prao.g_01668
OG0001112	Prbj.g_01001	Prao.g_01669
OG0001113	Prbj.g_01000	Prao.g_01670
OG0001114	Prbj.g_00999	Prao.g_01671
OG0001115	Prbj.g_00998	Prao.g_01672
OG0001116	Prbj.g_00997	Prao.g_01673
OG0001117	Prbj.g_00996	Prao.g_01674
OG0001118	Prbj.g_00995	Prao.g_01675
OG0001119	Prbj.g_00994	Prao.g_01676
OG0001120	Prbj.g_00993	Prao.g_01677
OG0001121	Prbj.g_00990	Prao.g_01679
OG0001122	Prbj.g_00989	Prao.g_01680
OG0001123	Prbj.g_00988	Prao.g_01681
OG0001124	Prbj.g_00986	Prao.g_01683
OG0001125	Prbj.g_00984	Prao.g_01685
OG0001126	Prbj.g_00983	Prao.g_01686
OG0001127	Prbj.g_00414	Prao.g_01688
OG0001128	Prbj.g_00413	Prao.g_01689
OG0001129	Prbj.g_00410	Prao.g_01690
OG0001130	Prbj.g_00407	Prao.g_01693
OG0001131	Prbj.g_00406	Prao.g_01694
OG0001132	Prbj.g_00405	Prao.g_01695
OG0001133	Prbj.g_00404	Prao.g_01696
OG0001134	Prbj.g_00403	Prao.g_01697
OG0001135	Prbj.g_00402	Prao.g_01698
