Orthogroup	Prbj	Prbf
OG0000548	Prbj.g_02558	Prbf.g_01908
OG0000549	Prbj.g_02559	Prbf.g_01909
OG0000550	Prbj.g_02560	Prbf.g_01910
OG0000551	Prbj.g_02563	Prbf.g_01912
OG0000552	Prbj.g_02565	Prbf.g_01913
OG0000553	Prbj.g_02566	Prbf.g_00977
OG0000554	Prbj.g_02568	Prbf.g_00978
OG0000555	Prbj.g_02569	Prbf.g_00979
OG0000556	Prbj.g_02570	Prbf.g_00980
OG0000557	Prbj.g_02571	Prbf.g_00981
OG0000558	Prbj.g_02573	Prbf.g_00982
OG0000559	Prbj.g_02574	Prbf.g_00983
OG0000560	Prbj.g_02576	Prbf.g_00985
OG0000561	Prbj.g_02577	Prbf.g_00986
OG0000562	Prbj.g_02579	Prbf.g_00988
OG0000563	Prbj.g_02580	Prbf.g_00989
OG0000564	Prbj.g_02581	Prbf.g_00990
OG0000565	Prbj.g_02589	Prbf.g_00991
OG0000566	Prbj.g_02590	Prbf.g_00992
OG0000567	Prbj.g_02591	Prbf.g_00993
OG0000568	Prbj.g_02592	Prbf.g_00994
OG0000569	Prbj.g_02593	Prbf.g_00995
OG0000570	Prbj.g_02596	Prbf.g_00996
OG0000571	Prbj.g_02597	Prbf.g_00997
OG0000572	Prbj.g_02598	Prbf.g_00998
OG0000573	Prbj.g_00794	Prbf.g_01001
OG0000574	Prbj.g_00803	Prbf.g_01002
OG0000575	Prbj.g_00804	Prbf.g_01003
OG0000576	Prbj.g_00805	Prbf.g_01004
OG0000577	Prbj.g_00806	Prbf.g_01005
OG0000578	Prbj.g_00807	Prbf.g_01006
OG0000579	Prbj.g_00809	Prbf.g_01007
OG0000580	Prbj.g_00812	Prbf.g_01008
OG0000581	Prbj.g_00813	Prbf.g_01009
OG0000582	Prbj.g_00815	Prbf.g_01010
OG0000583	Prbj.g_00816	Prbf.g_01011
OG0000584	Prbj.g_00818	Prbf.g_01013
OG0000585	Prbj.g_00819	Prbf.g_01014
OG0000586	Prbj.g_00821	Prbf.g_01016
OG0000587	Prbj.g_00822	Prbf.g_01017
OG0000588	Prbj.g_00825	Prbf.g_01293
OG0000589	Prbj.g_02707	Prbf.g_01292
OG0000590	Prbj.g_01466	Prbf.g_01290
OG0000591	Prbj.g_00184	Prbf.g_01284
OG0000592	Prbj.g_00760	Prbf.g_01283
OG0000593	Prbj.g_00248	Prbf.g_01282
OG0000594	Prbj.g_02453	Prbf.g_01279
OG0000595	Prbj.g_02636	Prbf.g_01278
OG0000596	Prbj.g_00943	Prbf.g_01277
OG0000597	Prbj.g_00921	Prbf.g_01275
OG0000598	Prbj.g_00927	Prbf.g_01274
OG0000599	Prbj.g_00931	Prbf.g_01273
OG0000600	Prbj.g_00932	Prbf.g_01272
OG0000601	Prbj.g_00946	Prbf.g_01269
OG0000602	Prbj.g_00947	Prbf.g_01268
OG0000603	Prbj.g_00948	Prbf.g_01267
OG0000604	Prbj.g_00754	Prbf.g_01264
OG0000605	Prbj.g_00755	Prbf.g_01263
OG0000606	Prbj.g_00757	Prbf.g_01262
OG0000607	Prbj.g_00759	Prbf.g_01260
OG0000608	Prbj.g_02373	Prbf.g_01258
OG0000609	Prbj.g_02057	Prbf.g_00404
OG0000610	Prbj.g_00168	Prbf.g_01334
OG0000611	Prbj.g_02180	Prbf.g_01252
OG0000612	Prbj.g_02181	Prbf.g_01251
OG0000613	Prbj.g_02182	Prbf.g_01030
OG0000614	Prbj.g_02183	Prbf.g_01031
OG0000615	Prbj.g_02184	Prbf.g_01033
OG0000616	Prbj.g_02185	Prbf.g_01034
OG0000617	Prbj.g_02186	Prbf.g_01035
OG0000618	Prbj.g_02187	Prbf.g_01036
OG0000619	Prbj.g_02189	Prbf.g_01037
OG0000620	Prbj.g_02190	Prbf.g_01038
OG0000621	Prbj.g_02191	Prbf.g_01039
OG0000622	Prbj.g_02192	Prbf.g_01040
OG0000623	Prbj.g_02193	Prbf.g_01041
OG0000624	Prbj.g_02194	Prbf.g_01043
OG0000625	Prbj.g_02195	Prbf.g_01044
OG0000626	Prbj.g_02196	Prbf.g_01045
OG0000627	Prbj.g_02320	Prbf.g_01046
OG0000628	Prbj.g_02319	Prbf.g_01047
OG0000629	Prbj.g_02316	Prbf.g_01048
OG0000630	Prbj.g_02315	Prbf.g_01049
OG0000631	Prbj.g_02312	Prbf.g_01051
OG0000632	Prbj.g_00773	Prbf.g_01052
OG0000633	Prbj.g_01884	Prbf.g_00280
OG0000634	Prbj.g_01607	Prbf.g_00042
OG0000635	Prbj.g_02276	Prbf.g_01929
OG0000636	Prbj.g_02277	Prbf.g_01928
OG0000637	Prbj.g_02278	Prbf.g_01927
OG0000638	Prbj.g_00347	Prbf.g_01675
OG0000639	Prbj.g_01337	Prbf.g_01150
OG0000640	Prbj.g_02311	Prbf.g_01146
OG0000641	Prbj.g_02306	Prbf.g_01144
OG0000642	Prbj.g_02305	Prbf.g_01143
OG0000643	Prbj.g_02304	Prbf.g_01142
OG0000644	Prbj.g_02406	Prbf.g_01029
OG0000645	Prbj.g_02407	Prbf.g_01250
OG0000646	Prbj.g_02408	Prbf.g_01249
OG0000647	Prbj.g_02409	Prbf.g_01248
OG0000648	Prbj.g_02411	Prbf.g_01246
OG0000649	Prbj.g_02412	Prbf.g_01245
OG0000650	Prbj.g_02413	Prbf.g_01244
OG0000651	Prbj.g_02414	Prbf.g_01243
OG0000652	Prbj.g_02415	Prbf.g_01242
OG0000653	Prbj.g_02416	Prbf.g_01241
OG0000654	Prbj.g_02418	Prbf.g_01239
OG0000655	Prbj.g_02420	Prbf.g_01237
OG0000656	Prbj.g_02421	Prbf.g_01236
OG0000657	Prbj.g_02422	Prbf.g_01235
OG0000658	Prbj.g_02423	Prbf.g_01234
OG0000659	Prbj.g_02424	Prbf.g_01233
OG0000660	Prbj.g_02425	Prbf.g_01232
OG0000661	Prbj.g_02427	Prbf.g_01231
OG0000662	Prbj.g_02430	Prbf.g_01229
OG0000663	Prbj.g_02431	Prbf.g_01228
OG0000664	Prbj.g_02432	Prbf.g_01227
OG0000665	Prbj.g_02433	Prbf.g_01226
OG0000666	Prbj.g_02434	Prbf.g_01225
OG0000667	Prbj.g_02435	Prbf.g_01224
OG0000668	Prbj.g_02436	Prbf.g_01223
OG0000669	Prbj.g_02438	Prbf.g_01221
OG0000670	Prbj.g_02439	Prbf.g_01220
OG0000671	Prbj.g_02440	Prbf.g_01219
OG0000672	Prbj.g_02441	Prbf.g_01218
OG0000673	Prbj.g_02442	Prbf.g_01217
OG0000674	Prbj.g_02443	Prbf.g_01216
OG0000675	Prbj.g_02470	Prbf.g_01214
OG0000676	Prbj.g_02471	Prbf.g_01213
OG0000677	Prbj.g_02474	Prbf.g_01210
OG0000678	Prbj.g_02476	Prbf.g_01208
OG0000679	Prbj.g_02478	Prbf.g_01206
OG0000680	Prbj.g_02479	Prbf.g_01205
OG0000681	Prbj.g_02480	Prbf.g_01204
OG0000682	Prbj.g_02481	Prbf.g_01203
OG0000683	Prbj.g_02483	Prbf.g_01201
OG0000684	Prbj.g_02484	Prbf.g_01200
OG0000685	Prbj.g_02485	Prbf.g_01199
OG0000686	Prbj.g_02486	Prbf.g_01198
OG0000687	Prbj.g_02487	Prbf.g_01197
OG0000688	Prbj.g_02488	Prbf.g_01196
OG0000689	Prbj.g_02490	Prbf.g_01195
OG0000690	Prbj.g_02491	Prbf.g_01194
OG0000691	Prbj.g_02492	Prbf.g_01193
OG0000692	Prbj.g_02503	Prbf.g_01189
OG0000693	Prbj.g_02504	Prbf.g_01188
OG0000694	Prbj.g_02507	Prbf.g_01187
OG0000695	Prbj.g_02511	Prbf.g_01186
OG0000696	Prbj.g_02512	Prbf.g_01185
OG0000697	Prbj.g_02514	Prbf.g_01183
OG0000698	Prbj.g_02323	Prbf.g_01179
OG0000699	Prbj.g_02199	Prbf.g_01178
OG0000700	Prbj.g_02215	Prbf.g_00838
OG0000701	Prbj.g_01553	Prbf.g_00833
OG0000702	Prbj.g_02523	Prbf.g_01331
OG0000703	Prbj.g_02333	Prbf.g_01329
OG0000704	Prbj.g_00044	Prbf.g_01328
OG0000705	Prbj.g_02334	Prbf.g_01326
OG0000706	Prbj.g_02335	Prbf.g_01325
OG0000707	Prbj.g_02337	Prbf.g_01323
OG0000708	Prbj.g_02338	Prbf.g_01322
OG0000709	Prbj.g_02340	Prbf.g_01320
OG0000710	Prbj.g_02341	Prbf.g_01319
OG0000711	Prbj.g_02342	Prbf.g_01318
OG0000712	Prbj.g_02343	Prbf.g_01317
OG0000713	Prbj.g_02344	Prbf.g_01316
OG0000714	Prbj.g_02352	Prbf.g_01314
OG0000715	Prbj.g_02354	Prbf.g_01313
OG0000716	Prbj.g_02359	Prbf.g_01311
OG0000717	Prbj.g_02361	Prbf.g_01310
OG0000718	Prbj.g_02364	Prbf.g_01309
OG0000719	Prbj.g_02379	Prbf.g_01307
OG0000720	Prbj.g_02380	Prbf.g_01306
OG0000721	Prbj.g_02382	Prbf.g_01303
OG0000722	Prbj.g_02383	Prbf.g_01302
OG0000723	Prbj.g_02384	Prbf.g_01301
OG0000724	Prbj.g_02397	Prbf.g_01299
OG0000725	Prbj.g_02396	Prbf.g_01298
OG0000726	Prbj.g_02395	Prbf.g_01297
OG0000727	Prbj.g_02394	Prbf.g_01296
OG0000728	Prbj.g_02393	Prbf.g_01295
OG0000729	Prbj.g_02391	Prbf.g_01294
OG0000730	Prbj.g_02388	Prbf.g_01019
OG0000731	Prbj.g_02399	Prbf.g_01021
OG0000732	Prbj.g_02400	Prbf.g_01022
OG0000733	Prbj.g_02401	Prbf.g_01023
OG0000734	Prbj.g_02402	Prbf.g_01024
OG0000735	Prbj.g_02403	Prbf.g_01026
OG0000736	Prbj.g_02404	Prbf.g_01027
OG0000737	Prbj.g_02405	Prbf.g_01028
OG0000738	Prbj.g_02303	Prbf.g_01141
OG0000739	Prbj.g_02302	Prbf.g_01140
OG0000740	Prbj.g_02301	Prbf.g_01139
OG0000741	Prbj.g_02299	Prbf.g_01138
OG0000742	Prbj.g_02297	Prbf.g_01136
OG0000743	Prbj.g_02296	Prbf.g_01135
OG0000744	Prbj.g_02294	Prbf.g_01134
OG0000745	Prbj.g_02293	Prbf.g_01133
OG0000746	Prbj.g_02292	Prbf.g_01132
OG0000747	Prbj.g_00694	Prbf.g_01131
OG0000748	Prbj.g_02284	Prbf.g_01130
OG0000749	Prbj.g_02283	Prbf.g_01129
OG0000750	Prbj.g_02281	Prbf.g_01127
OG0000751	Prbj.g_02280	Prbf.g_01126
OG0000752	Prbj.g_01984	Prbf.g_01067
OG0000753	Prbj.g_02275	Prbf.g_01124
OG0000754	Prbj.g_02274	Prbf.g_01123
OG0000755	Prbj.g_02273	Prbf.g_01122
OG0000756	Prbj.g_02271	Prbf.g_01120
OG0000757	Prbj.g_02270	Prbf.g_01119
OG0000758	Prbj.g_02269	Prbf.g_01118
OG0000759	Prbj.g_02264	Prbf.g_01116
OG0000760	Prbj.g_02263	Prbf.g_01115
OG0000761	Prbj.g_02261	Prbf.g_01114
OG0000762	Prbj.g_02259	Prbf.g_01112
OG0000763	Prbj.g_02257	Prbf.g_01111
OG0000764	Prbj.g_02255	Prbf.g_01110
OG0000765	Prbj.g_02254	Prbf.g_01109
OG0000766	Prbj.g_02253	Prbf.g_01108
OG0000767	Prbj.g_02251	Prbf.g_01106
OG0000768	Prbj.g_02250	Prbf.g_01105
OG0000769	Prbj.g_02249	Prbf.g_01104
OG0000770	Prbj.g_02248	Prbf.g_01103
OG0000771	Prbj.g_02247	Prbf.g_01102
OG0000772	Prbj.g_00722	Prbf.g_00065
OG0000773	Prbj.g_02245	Prbf.g_01100
OG0000774	Prbj.g_02243	Prbf.g_01099
OG0000775	Prbj.g_02241	Prbf.g_01098
OG0000776	Prbj.g_02237	Prbf.g_01095
OG0000777	Prbj.g_02236	Prbf.g_01094
OG0000778	Prbj.g_02235	Prbf.g_01093
OG0000779	Prbj.g_02231	Prbf.g_01092
OG0000780	Prbj.g_02229	Prbf.g_01090
OG0000781	Prbj.g_02225	Prbf.g_01088
OG0000782	Prbj.g_02224	Prbf.g_01087
OG0000783	Prbj.g_02219	Prbf.g_01083
OG0000784	Prbj.g_02217	Prbf.g_01081
OG0000785	Prbj.g_02216	Prbf.g_01080
OG0000786	Prbj.g_02214	Prbf.g_01079
OG0000787	Prbj.g_02213	Prbf.g_01078
OG0000788	Prbj.g_02207	Prbf.g_01072
OG0000789	Prbj.g_02204	Prbf.g_01069
OG0000790	Prbj.g_01985	Prbf.g_01068
OG0000791	Prbj.g_02203	Prbf.g_01065
OG0000792	Prbj.g_02202	Prbf.g_01064
OG0000793	Prbj.g_02201	Prbf.g_01063
OG0000794	Prbj.g_02198	Prbf.g_01060
OG0000795	Prbj.g_01850	Prbf.g_01159
OG0000796	Prbj.g_01849	Prbf.g_01160
OG0000797	Prbj.g_01846	Prbf.g_01162
OG0000798	Prbj.g_01845	Prbf.g_01163
OG0000799	Prbj.g_01844	Prbf.g_01164
OG0000800	Prbj.g_01843	Prbf.g_01165
OG0000801	Prbj.g_01840	Prbf.g_01168
OG0000802	Prbj.g_01839	Prbf.g_01169
OG0000803	Prbj.g_01836	Prbf.g_01171
OG0000804	Prbj.g_01835	Prbf.g_01172
OG0000805	Prbj.g_01834	Prbf.g_01173
OG0000806	Prbj.g_01833	Prbf.g_01175
OG0000807	Prbj.g_02687	Prbf.g_01705
OG0000808	Prbj.g_02537	Prbf.g_00296
OG0000809	Prbj.g_01669	Prbf.g_00870
OG0000810	Prbj.g_00696	Prbf.g_01924
OG0000811	Prbj.g_01289	Prbf.g_00048
OG0000812	Prbj.g_00343	Prbf.g_00876
OG0000813	Prbj.g_00333	Prbf.g_01684
OG0000814	Prbj.g_00634	Prbf.g_00062
OG0000815	Prbj.g_02555	Prbf.g_00094
OG0000816	Prbj.g_01997	Prbf.g_00787
OG0000817	Prbj.g_01991	Prbf.g_00786
OG0000818	Prbj.g_01336	Prbf.g_00285
OG0000819	Prbj.g_00641	Prbf.g_00896
OG0000820	Prbj.g_00627	Prbf.g_00902
OG0000821	Prbj.g_00953	Prbf.g_00904
OG0000822	Prbj.g_00954	Prbf.g_00905
OG0000823	Prbj.g_00955	Prbf.g_00906
OG0000824	Prbj.g_00956	Prbf.g_00907
OG0000825	Prbj.g_00958	Prbf.g_00908
OG0000826	Prbj.g_00959	Prbf.g_00909
OG0000827	Prbj.g_00962	Prbf.g_00910
OG0000828	Prbj.g_00964	Prbf.g_00911
OG0000829	Prbj.g_00965	Prbf.g_00912
OG0000830	Prbj.g_00968	Prbf.g_00914
OG0000831	Prbj.g_00970	Prbf.g_00917
OG0000832	Prbj.g_00972	Prbf.g_00919
OG0000833	Prbj.g_00973	Prbf.g_00920
OG0000834	Prbj.g_00846	Prbf.g_00921
OG0000835	Prbj.g_00845	Prbf.g_00922
OG0000836	Prbj.g_00844	Prbf.g_00923
OG0000837	Prbj.g_00834	Prbf.g_00926
OG0000838	Prbj.g_00832	Prbf.g_00927
OG0000839	Prbj.g_00831	Prbf.g_00928
OG0000840	Prbj.g_00830	Prbf.g_00929
OG0000841	Prbj.g_00829	Prbf.g_00930
OG0000842	Prbj.g_00304	Prbf.g_00932
OG0000843	Prbj.g_00305	Prbf.g_00933
OG0000844	Prbj.g_00307	Prbf.g_00934
OG0000845	Prbj.g_00308	Prbf.g_00935
OG0000846	Prbj.g_00311	Prbf.g_00937
OG0000847	Prbj.g_00312	Prbf.g_00939
OG0000848	Prbj.g_01910	Prbf.g_00940
OG0000849	Prbj.g_01913	Prbf.g_00943
OG0000850	Prbj.g_01914	Prbf.g_00944
OG0000851	Prbj.g_00002	Prbf.g_00946
OG0000852	Prbj.g_00004	Prbf.g_00948
OG0000853	Prbj.g_00006	Prbf.g_00950
OG0000854	Prbj.g_00008	Prbf.g_00952
OG0000855	Prbj.g_00009	Prbf.g_00953
OG0000856	Prbj.g_00010	Prbf.g_00954
OG0000857	Prbj.g_00011	Prbf.g_00955
OG0000858	Prbj.g_00012	Prbf.g_00956
OG0000859	Prbj.g_00013	Prbf.g_00957
OG0000860	Prbj.g_00014	Prbf.g_00958
OG0000861	Prbj.g_01908	Prbf.g_00959
OG0000862	Prbj.g_01907	Prbf.g_00960
OG0000863	Prbj.g_01906	Prbf.g_00961
OG0000864	Prbj.g_01905	Prbf.g_00962
OG0000865	Prbj.g_01903	Prbf.g_00963
OG0000866	Prbj.g_02152	Prbf.g_00964
OG0000867	Prbj.g_02153	Prbf.g_00965
OG0000868	Prbj.g_02155	Prbf.g_00966
OG0000869	Prbj.g_02158	Prbf.g_00968
OG0000870	Prbj.g_02159	Prbf.g_00969
OG0000871	Prbj.g_02163	Prbf.g_00970
OG0000872	Prbj.g_02164	Prbf.g_00971
OG0000873	Prbj.g_02166	Prbf.g_00973
OG0000874	Prbj.g_02167	Prbf.g_00974
OG0000875	Prbj.g_00314	Prbf.g_00975
OG0000876	Prbj.g_00313	Prbf.g_00976
OG0000877	Prbj.g_00019	Prbf.g_01914
OG0000878	Prbj.g_01679	Prbf.g_00767
OG0000879	Prbj.g_00163	Prbf.g_00037
OG0000880	Prbj.g_00162	Prbf.g_00036
OG0000881	Prbj.g_00161	Prbf.g_00035
OG0000882	Prbj.g_01717	Prbf.g_00034
OG0000883	Prbj.g_01719	Prbf.g_00033
OG0000884	Prbj.g_01721	Prbf.g_00031
OG0000885	Prbj.g_01722	Prbf.g_00030
OG0000886	Prbj.g_01723	Prbf.g_00029
OG0000887	Prbj.g_01724	Prbf.g_00028
OG0000888	Prbj.g_01725	Prbf.g_00027
OG0000889	Prbj.g_01729	Prbf.g_00024
OG0000890	Prbj.g_01732	Prbf.g_00023
OG0000891	Prbj.g_01733	Prbf.g_00022
OG0000892	Prbj.g_01736	Prbf.g_00019
OG0000893	Prbj.g_01737	Prbf.g_00018
OG0000894	Prbj.g_01738	Prbf.g_00017
OG0000895	Prbj.g_01739	Prbf.g_00016
OG0000896	Prbj.g_01740	Prbf.g_00015
OG0000897	Prbj.g_01741	Prbf.g_00014
OG0000898	Prbj.g_01744	Prbf.g_00011
OG0000899	Prbj.g_01745	Prbf.g_00010
OG0000900	Prbj.g_00669	Prbf.g_00071
OG0000901	Prbj.g_00121	Prbf.g_00002
OG0000902	Prbj.g_00094	Prbf.g_01782
OG0000903	Prbj.g_02508	Prbf.g_00853, Prbf.g_00066
OG0000904	Prbj.g_00687	Prbf.g_00256
OG0000905	Prbj.g_01837	Prbf.g_00875
OG0000906	Prbj.g_02689	Prbf.g_00893
OG0000907	Prbj.g_02521	Prbf.g_01181
OG0000908	Prbj.g_00873	Prbf.g_00856
OG0000909	Prbj.g_01640	Prbf.g_00097
OG0000910	Prbj.g_01641	Prbf.g_00098
OG0000911	Prbj.g_01642	Prbf.g_00099
OG0000912	Prbj.g_01643	Prbf.g_00100
OG0000913	Prbj.g_01644	Prbf.g_00101
OG0000914	Prbj.g_01645	Prbf.g_00102
OG0000915	Prbj.g_01646	Prbf.g_00103
OG0000916	Prbj.g_01647	Prbf.g_00104
OG0000917	Prbj.g_01649	Prbf.g_00105
OG0000918	Prbj.g_01650	Prbf.g_00106
OG0000919	Prbj.g_01651	Prbf.g_00107
OG0000920	Prbj.g_01652	Prbf.g_00108
OG0000921	Prbj.g_01653	Prbf.g_00109
OG0000922	Prbj.g_01654	Prbf.g_00110
OG0000923	Prbj.g_01655	Prbf.g_00111
OG0000924	Prbj.g_01656	Prbf.g_00112
OG0000925	Prbj.g_01657	Prbf.g_00113
OG0000926	Prbj.g_01514	Prbf.g_00514
OG0000927	Prbj.g_01304	Prbf.g_00140
OG0000928	Prbj.g_01303	Prbf.g_00141
OG0000929	Prbj.g_01302	Prbf.g_00142
OG0000930	Prbj.g_01294	Prbf.g_00143
OG0000931	Prbj.g_01293	Prbf.g_00144
OG0000932	Prbj.g_01041	Prbf.g_00146
OG0000933	Prbj.g_01043	Prbf.g_00147
OG0000934	Prbj.g_01044	Prbf.g_00148
OG0000935	Prbj.g_01045	Prbf.g_00149
OG0000936	Prbj.g_01046	Prbf.g_00150
OG0000937	Prbj.g_01047	Prbf.g_00151
OG0000938	Prbj.g_01049	Prbf.g_00152
OG0000939	Prbj.g_01050	Prbf.g_00153
OG0000940	Prbj.g_01052	Prbf.g_00154
OG0000941	Prbj.g_01054	Prbf.g_00155
OG0000942	Prbj.g_01055	Prbf.g_00156
OG0000943	Prbj.g_01058	Prbf.g_00159
OG0000944	Prbj.g_01067	Prbf.g_00160
OG0000945	Prbj.g_01068	Prbf.g_00161
OG0000946	Prbj.g_01069	Prbf.g_00162
OG0000947	Prbj.g_01070	Prbf.g_00163
OG0000948	Prbj.g_01071	Prbf.g_00164
OG0000949	Prbj.g_01072	Prbf.g_00165
OG0000950	Prbj.g_01073	Prbf.g_00166
OG0000951	Prbj.g_01074	Prbf.g_00167
OG0000952	Prbj.g_01075	Prbf.g_00168
OG0000953	Prbj.g_01076	Prbf.g_00169
OG0000954	Prbj.g_01077	Prbf.g_00170
OG0000955	Prbj.g_01078	Prbf.g_00171
OG0000956	Prbj.g_01079	Prbf.g_00172
OG0000957	Prbj.g_01080	Prbf.g_00173
OG0000958	Prbj.g_00631	Prbf.g_00174
OG0000959	Prbj.g_00632	Prbf.g_00175
OG0000960	Prbj.g_00633	Prbf.g_00176
OG0000961	Prbj.g_00640	Prbf.g_00180
OG0000962	Prbj.g_00642	Prbf.g_00181
OG0000963	Prbj.g_00643	Prbf.g_00182
OG0000964	Prbj.g_00646	Prbf.g_00184
OG0000965	Prbj.g_00647	Prbf.g_00185
OG0000966	Prbj.g_00648	Prbf.g_00186
OG0000967	Prbj.g_00649	Prbf.g_00187
OG0000968	Prbj.g_00650	Prbf.g_00188
OG0000969	Prbj.g_00651	Prbf.g_00189
OG0000970	Prbj.g_00652	Prbf.g_00190
OG0000971	Prbj.g_00653	Prbf.g_00191
OG0000972	Prbj.g_00654	Prbf.g_00192
OG0000973	Prbj.g_00655	Prbf.g_00193
OG0000974	Prbj.g_00657	Prbf.g_00195
OG0000975	Prbj.g_00036	Prbf.g_00201
OG0000976	Prbj.g_01674	Prbf.g_00203
OG0000977	Prbj.g_01684	Prbf.g_00205
OG0000978	Prbj.g_01686	Prbf.g_00207
OG0000979	Prbj.g_01688	Prbf.g_00209
OG0000980	Prbj.g_01689	Prbf.g_00210
OG0000981	Prbj.g_02538	Prbf.g_00211
OG0000982	Prbj.g_01690	Prbf.g_00212
OG0000983	Prbj.g_01692	Prbf.g_00214
OG0000984	Prbj.g_01693	Prbf.g_00215
OG0000985	Prbj.g_01694	Prbf.g_00216
OG0000986	Prbj.g_01696	Prbf.g_00217
OG0000987	Prbj.g_01697	Prbf.g_00218
OG0000988	Prbj.g_01699	Prbf.g_00219
OG0000989	Prbj.g_01700	Prbf.g_00220
OG0000990	Prbj.g_01701	Prbf.g_00221
OG0000991	Prbj.g_01702	Prbf.g_00222
OG0000992	Prbj.g_01703	Prbf.g_00223
OG0000993	Prbj.g_01704	Prbf.g_00224
OG0000994	Prbj.g_01705	Prbf.g_00225
OG0000995	Prbj.g_01707	Prbf.g_00226
OG0000996	Prbj.g_01708	Prbf.g_00227
OG0000997	Prbj.g_01709	Prbf.g_00228
OG0000998	Prbj.g_01710	Prbf.g_00229
OG0000999	Prbj.g_01711	Prbf.g_00230
OG0001000	Prbj.g_01712	Prbf.g_00231
OG0001001	Prbj.g_01713	Prbf.g_00233
OG0001002	Prbj.g_00888	Prbf.g_00234
OG0001003	Prbj.g_00887	Prbf.g_00235
OG0001004	Prbj.g_00185	Prbf.g_00236
OG0001005	Prbj.g_00884	Prbf.g_00239
OG0001006	Prbj.g_00883	Prbf.g_00240
OG0001007	Prbj.g_00882	Prbf.g_00241
OG0001008	Prbj.g_00880	Prbf.g_00243
OG0001009	Prbj.g_00879	Prbf.g_00244
OG0001010	Prbj.g_02535	Prbf.g_00750
OG0001011	Prbj.g_02561	Prbf.g_01911
OG0001012	Prbj.g_02429	Prbf.g_01230
OG0001013	Prbj.g_00868	Prbf.g_00700
OG0001014	Prbj.g_00867	Prbf.g_00699
OG0001015	Prbj.g_00856	Prbf.g_00692
OG0001016	Prbj.g_00855	Prbf.g_00691
OG0001017	Prbj.g_00854	Prbf.g_00690
OG0001018	Prbj.g_00852	Prbf.g_00689
OG0001019	Prbj.g_00495	Prbf.g_00687
OG0001020	Prbj.g_00494	Prbf.g_00686
OG0001021	Prbj.g_00493	Prbf.g_00685
OG0001022	Prbj.g_00492	Prbf.g_00684
OG0001023	Prbj.g_00491	Prbf.g_00683
OG0001024	Prbj.g_00489	Prbf.g_00681
OG0001025	Prbj.g_00488	Prbf.g_00680
OG0001026	Prbj.g_00487	Prbf.g_00679
OG0001027	Prbj.g_00486	Prbf.g_00678
OG0001028	Prbj.g_00485	Prbf.g_00677
OG0001029	Prbj.g_00484	Prbf.g_00676
OG0001030	Prbj.g_00483	Prbf.g_00675
OG0001031	Prbj.g_00482	Prbf.g_00674
OG0001032	Prbj.g_00481	Prbf.g_00673
OG0001033	Prbj.g_00480	Prbf.g_00672
OG0001034	Prbj.g_00478	Prbf.g_00671
OG0001035	Prbj.g_00476	Prbf.g_00669
OG0001036	Prbj.g_00475	Prbf.g_00668
OG0001037	Prbj.g_00473	Prbf.g_00667
OG0001038	Prbj.g_00472	Prbf.g_00666
OG0001039	Prbj.g_00471	Prbf.g_00665
OG0001040	Prbj.g_00470	Prbf.g_00664
OG0001041	Prbj.g_00469	Prbf.g_00663
OG0001042	Prbj.g_00467	Prbf.g_00662
OG0001043	Prbj.g_00466	Prbf.g_00661
OG0001044	Prbj.g_00465	Prbf.g_00660
OG0001045	Prbj.g_00464	Prbf.g_00659
OG0001046	Prbj.g_00463	Prbf.g_00658
OG0001047	Prbj.g_00459	Prbf.g_00655
OG0001048	Prbj.g_00457	Prbf.g_00653
OG0001049	Prbj.g_00456	Prbf.g_00652
OG0001050	Prbj.g_00455	Prbf.g_00651
OG0001051	Prbj.g_00454	Prbf.g_00650
OG0001052	Prbj.g_00453	Prbf.g_00649
OG0001053	Prbj.g_00451	Prbf.g_00647
OG0001054	Prbj.g_00449	Prbf.g_00645
OG0001055	Prbj.g_00448	Prbf.g_00644
OG0001056	Prbj.g_00447	Prbf.g_00643
OG0001057	Prbj.g_00446	Prbf.g_00642
OG0001058	Prbj.g_00445	Prbf.g_00641
OG0001059	Prbj.g_00444	Prbf.g_00640
OG0001060	Prbj.g_00443	Prbf.g_00639
OG0001061	Prbj.g_00442	Prbf.g_00638
OG0001062	Prbj.g_00428	Prbf.g_00637
OG0001063	Prbj.g_00427	Prbf.g_00636
OG0001064	Prbj.g_00425	Prbf.g_00634
OG0001065	Prbj.g_02660	Prbf.g_00630
OG0001066	Prbj.g_02657	Prbf.g_00628
OG0001067	Prbj.g_02656	Prbf.g_00627
OG0001068	Prbj.g_02652	Prbf.g_00624
OG0001069	Prbj.g_02651	Prbf.g_00623
OG0001070	Prbj.g_02650	Prbf.g_00622
OG0001071	Prbj.g_02649	Prbf.g_00621
OG0001072	Prbj.g_02648	Prbf.g_00620
OG0001073	Prbj.g_02647	Prbf.g_00619
OG0001074	Prbj.g_02646	Prbf.g_00618
OG0001075	Prbj.g_02645	Prbf.g_00617
OG0001076	Prbj.g_02644	Prbf.g_00616
OG0001077	Prbj.g_02643	Prbf.g_00615
OG0001078	Prbj.g_02641	Prbf.g_00614
OG0001079	Prbj.g_02640	Prbf.g_00613
OG0001080	Prbj.g_02639	Prbf.g_00612
OG0001081	Prbj.g_01027	Prbf.g_00608
OG0001082	Prbj.g_01028	Prbf.g_00607
OG0001083	Prbj.g_01032	Prbf.g_00604
OG0001084	Prbj.g_01030	Prbf.g_00605
