Orthogroup	Prbj	Prat
OG0000570	Prbj.g_02596	Prat.g_01076
OG0000571	Prbj.g_02597	Prat.g_01075
OG0000572	Prbj.g_02598	Prat.g_01074
OG0000573	Prbj.g_00794	Prat.g_01071
OG0000574	Prbj.g_00803	Prat.g_01070
OG0000575	Prbj.g_00804	Prat.g_01069
OG0000576	Prbj.g_00805	Prat.g_01068
OG0000577	Prbj.g_00806	Prat.g_01067
OG0000578	Prbj.g_00807	Prat.g_01066
OG0000579	Prbj.g_00809	Prat.g_01065
OG0000580	Prbj.g_00812	Prat.g_01064
OG0000581	Prbj.g_00813	Prat.g_01063
OG0000582	Prbj.g_00815	Prat.g_01062
OG0000583	Prbj.g_00816	Prat.g_01061
OG0000584	Prbj.g_00818	Prat.g_01059
OG0000585	Prbj.g_00819	Prat.g_01058
OG0000586	Prbj.g_00821	Prat.g_01056
OG0000587	Prbj.g_00822	Prat.g_01055
OG0000588	Prbj.g_00825	Prat.g_00744
OG0000589	Prbj.g_02707	Prat.g_00745
OG0000590	Prbj.g_01466	Prat.g_00747
OG0000591	Prbj.g_00184	Prat.g_00752
OG0000592	Prbj.g_00760	Prat.g_00753
OG0000593	Prbj.g_00248	Prat.g_00754
OG0000594	Prbj.g_02453	Prat.g_00757
OG0000595	Prbj.g_02636	Prat.g_00758
OG0000596	Prbj.g_00943	Prat.g_00759
OG0000597	Prbj.g_00921	Prat.g_00761
OG0000598	Prbj.g_00927	Prat.g_00762
OG0000599	Prbj.g_00931	Prat.g_00763
OG0000600	Prbj.g_00932	Prat.g_00764
OG0000601	Prbj.g_00946	Prat.g_00767
OG0000602	Prbj.g_00947	Prat.g_00768
OG0000603	Prbj.g_00948	Prat.g_00769
OG0000604	Prbj.g_00754	Prat.g_00772
OG0000605	Prbj.g_00755	Prat.g_00773
OG0000606	Prbj.g_00757	Prat.g_00774
OG0000607	Prbj.g_00759	Prat.g_00776
OG0000608	Prbj.g_02373	Prat.g_00777
OG0000609	Prbj.g_02057	Prat.g_01882
OG0000610	Prbj.g_00168	Prat.g_00826
OG0000611	Prbj.g_02180	Prat.g_00789
OG0000612	Prbj.g_02181	Prat.g_00790
OG0000613	Prbj.g_02182	Prat.g_00791
OG0000614	Prbj.g_02183	Prat.g_00792
OG0000615	Prbj.g_02184	Prat.g_00797
OG0000616	Prbj.g_02185	Prat.g_00798
OG0000617	Prbj.g_02186	Prat.g_00799
OG0000618	Prbj.g_02187	Prat.g_00800
OG0000619	Prbj.g_02189	Prat.g_00801
OG0000620	Prbj.g_02190	Prat.g_00802
OG0000621	Prbj.g_02191	Prat.g_00803
OG0000622	Prbj.g_02192	Prat.g_00804
OG0000623	Prbj.g_02193	Prat.g_00805
OG0000624	Prbj.g_02194	Prat.g_00807
OG0000625	Prbj.g_02195	Prat.g_00808
OG0000626	Prbj.g_02196	Prat.g_00809
OG0000627	Prbj.g_02320	Prat.g_00811
OG0000628	Prbj.g_02319	Prat.g_00812
OG0000629	Prbj.g_02316	Prat.g_00813
OG0000630	Prbj.g_02315	Prat.g_00814
OG0000631	Prbj.g_02312	Prat.g_00816
OG0000632	Prbj.g_00773	Prat.g_00622
OG0000633	Prbj.g_01884	Prat.g_01486
OG0000634	Prbj.g_01607	Prat.g_01472
OG0000635	Prbj.g_02276	Prat.g_00888
OG0000636	Prbj.g_02277	Prat.g_00887
OG0000637	Prbj.g_02278	Prat.g_00886
OG0000638	Prbj.g_00347	Prat.g_00345
OG0000639	Prbj.g_01337	Prat.g_00859
OG0000640	Prbj.g_02311	Prat.g_00863
OG0000641	Prbj.g_02306	Prat.g_00865
OG0000642	Prbj.g_02305	Prat.g_00866
OG0000643	Prbj.g_02304	Prat.g_00867
OG0000644	Prbj.g_02406	Prat.g_01043
OG0000645	Prbj.g_02407	Prat.g_01042
OG0000646	Prbj.g_02408	Prat.g_01041
OG0000647	Prbj.g_02409	Prat.g_01040
OG0000648	Prbj.g_02411	Prat.g_01038
OG0000649	Prbj.g_02412	Prat.g_01037
OG0000650	Prbj.g_02413	Prat.g_01036
OG0000651	Prbj.g_02414	Prat.g_01035
OG0000652	Prbj.g_02415	Prat.g_01034
OG0000653	Prbj.g_02416	Prat.g_01033
OG0000654	Prbj.g_02418	Prat.g_01031
OG0000655	Prbj.g_02420	Prat.g_01029
OG0000656	Prbj.g_02421	Prat.g_01028
OG0000657	Prbj.g_02422	Prat.g_01027
OG0000658	Prbj.g_02423	Prat.g_01026
OG0000659	Prbj.g_02424	Prat.g_01025
OG0000660	Prbj.g_02425	Prat.g_01024
OG0000661	Prbj.g_02427	Prat.g_01023
OG0000662	Prbj.g_02430	Prat.g_01021
OG0000663	Prbj.g_02431	Prat.g_01020
OG0000664	Prbj.g_02432	Prat.g_01019
OG0000665	Prbj.g_02433	Prat.g_01018
OG0000666	Prbj.g_02434	Prat.g_01017
OG0000667	Prbj.g_02435	Prat.g_01016
OG0000668	Prbj.g_02436	Prat.g_01015
OG0000669	Prbj.g_02438	Prat.g_01013
OG0000670	Prbj.g_02439	Prat.g_01012
OG0000671	Prbj.g_02440	Prat.g_01011
OG0000672	Prbj.g_02441	Prat.g_01010
OG0000673	Prbj.g_02442	Prat.g_01009
OG0000674	Prbj.g_02443	Prat.g_01008
OG0000675	Prbj.g_02470	Prat.g_01007
OG0000676	Prbj.g_02471	Prat.g_01006
OG0000677	Prbj.g_02474	Prat.g_01004
OG0000678	Prbj.g_02476	Prat.g_01002
OG0000679	Prbj.g_02478	Prat.g_01001
OG0000680	Prbj.g_02479	Prat.g_01000
OG0000681	Prbj.g_02480	Prat.g_00999
OG0000682	Prbj.g_02481	Prat.g_00998
OG0000683	Prbj.g_02483	Prat.g_00996
OG0000684	Prbj.g_02484	Prat.g_00995
OG0000685	Prbj.g_02485	Prat.g_00994
OG0000686	Prbj.g_02486	Prat.g_00993
OG0000687	Prbj.g_02487	Prat.g_00992
OG0000688	Prbj.g_02488	Prat.g_00991
OG0000689	Prbj.g_02490	Prat.g_00990
OG0000690	Prbj.g_02491	Prat.g_00989
OG0000691	Prbj.g_02492	Prat.g_00988
OG0000692	Prbj.g_02503	Prat.g_00984
OG0000693	Prbj.g_02504	Prat.g_00983
OG0000694	Prbj.g_02507	Prat.g_00982
OG0000695	Prbj.g_02511	Prat.g_00981
OG0000696	Prbj.g_02512	Prat.g_00980
OG0000697	Prbj.g_02514	Prat.g_00978
OG0000698	Prbj.g_02323	Prat.g_00974
OG0000699	Prbj.g_02199	Prat.g_00973
OG0000700	Prbj.g_02215	Prat.g_00694
OG0000701	Prbj.g_01553	Prat.g_00699
OG0000702	Prbj.g_02523	Prat.g_00705
OG0000703	Prbj.g_02333	Prat.g_00707
OG0000704	Prbj.g_00044	Prat.g_00708
OG0000705	Prbj.g_02334	Prat.g_00709
OG0000706	Prbj.g_02335	Prat.g_00710
OG0000707	Prbj.g_02337	Prat.g_00712
OG0000708	Prbj.g_02338	Prat.g_00713
OG0000709	Prbj.g_02340	Prat.g_00716
OG0000710	Prbj.g_02341	Prat.g_00717
OG0000711	Prbj.g_02342	Prat.g_00718
OG0000712	Prbj.g_02343	Prat.g_00719
OG0000713	Prbj.g_02344	Prat.g_00720
OG0000714	Prbj.g_02352	Prat.g_00722
OG0000715	Prbj.g_02354	Prat.g_00723
OG0000716	Prbj.g_02359	Prat.g_00725
OG0000717	Prbj.g_02361	Prat.g_00726
OG0000718	Prbj.g_02364	Prat.g_00728
OG0000719	Prbj.g_02379	Prat.g_00730
OG0000720	Prbj.g_02380	Prat.g_00731
OG0000721	Prbj.g_02382	Prat.g_00734
OG0000722	Prbj.g_02383	Prat.g_00735
OG0000723	Prbj.g_02384	Prat.g_00736
OG0000724	Prbj.g_02397	Prat.g_00738
OG0000725	Prbj.g_02396	Prat.g_00739
OG0000726	Prbj.g_02395	Prat.g_00740
OG0000727	Prbj.g_02394	Prat.g_00741
OG0000728	Prbj.g_02393	Prat.g_00742
OG0000729	Prbj.g_02391	Prat.g_00743
OG0000730	Prbj.g_02388	Prat.g_01053
OG0000731	Prbj.g_02399	Prat.g_01051
OG0000732	Prbj.g_02400	Prat.g_01050
OG0000733	Prbj.g_02401	Prat.g_01049
OG0000734	Prbj.g_02402	Prat.g_01048
OG0000735	Prbj.g_02403	Prat.g_01046
OG0000736	Prbj.g_02404	Prat.g_01045
OG0000737	Prbj.g_02405	Prat.g_01044
OG0000738	Prbj.g_02303	Prat.g_00868
OG0000739	Prbj.g_02302	Prat.g_00869
OG0000740	Prbj.g_02301	Prat.g_00870
OG0000741	Prbj.g_02299	Prat.g_00871
OG0000742	Prbj.g_02297	Prat.g_00873
OG0000743	Prbj.g_02296	Prat.g_00874
OG0000744	Prbj.g_02294	Prat.g_00876
OG0000745	Prbj.g_02293	Prat.g_00877
OG0000746	Prbj.g_02292	Prat.g_00878
OG0000747	Prbj.g_00694	Prat.g_00879
OG0000748	Prbj.g_02284	Prat.g_00880
OG0000749	Prbj.g_02283	Prat.g_00881
OG0000750	Prbj.g_02281	Prat.g_00883
OG0000751	Prbj.g_02280	Prat.g_00884
OG0000752	Prbj.g_01984	Prat.g_00944
OG0000753	Prbj.g_02275	Prat.g_00889
OG0000754	Prbj.g_02274	Prat.g_00890
OG0000755	Prbj.g_02273	Prat.g_00891
OG0000756	Prbj.g_02271	Prat.g_00893
OG0000757	Prbj.g_02270	Prat.g_00894
OG0000758	Prbj.g_02269	Prat.g_00895
OG0000759	Prbj.g_02264	Prat.g_00897
OG0000760	Prbj.g_02263	Prat.g_00898
OG0000761	Prbj.g_02261	Prat.g_00899
OG0000762	Prbj.g_02259	Prat.g_00901
OG0000763	Prbj.g_02257	Prat.g_00902
OG0000764	Prbj.g_02255	Prat.g_00903
OG0000765	Prbj.g_02254	Prat.g_00904
OG0000766	Prbj.g_02253	Prat.g_00905
OG0000767	Prbj.g_02251	Prat.g_00907
OG0000768	Prbj.g_02250	Prat.g_00908
OG0000769	Prbj.g_02249	Prat.g_00909
OG0000770	Prbj.g_02248	Prat.g_00910
OG0000771	Prbj.g_02247	Prat.g_00911
OG0000772	Prbj.g_00722	Prat.g_00912
OG0000773	Prbj.g_02245	Prat.g_00913
OG0000774	Prbj.g_02243	Prat.g_00914
OG0000775	Prbj.g_02241	Prat.g_00915
OG0000776	Prbj.g_02237	Prat.g_00916
OG0000777	Prbj.g_02236	Prat.g_00917
OG0000778	Prbj.g_02235	Prat.g_00918
OG0000779	Prbj.g_02231	Prat.g_00919
OG0000780	Prbj.g_02229	Prat.g_00921
OG0000781	Prbj.g_02225	Prat.g_00923
OG0000782	Prbj.g_02224	Prat.g_00924
OG0000783	Prbj.g_02219	Prat.g_00929
OG0000784	Prbj.g_02217	Prat.g_00931
OG0000785	Prbj.g_02216	Prat.g_00932
OG0000786	Prbj.g_02214	Prat.g_00933
OG0000787	Prbj.g_02213	Prat.g_00934
OG0000788	Prbj.g_02207	Prat.g_00939
OG0000789	Prbj.g_02204	Prat.g_00942
OG0000790	Prbj.g_01985	Prat.g_00943
OG0000791	Prbj.g_02203	Prat.g_00946
OG0000792	Prbj.g_02202	Prat.g_00947
OG0000793	Prbj.g_02201	Prat.g_00948
OG0000794	Prbj.g_02198	Prat.g_00951
OG0000795	Prbj.g_01850	Prat.g_00955
OG0000796	Prbj.g_01849	Prat.g_00956
OG0000797	Prbj.g_01846	Prat.g_00957
OG0000798	Prbj.g_01845	Prat.g_00958
OG0000799	Prbj.g_01844	Prat.g_00959
OG0000800	Prbj.g_01843	Prat.g_00960
OG0000801	Prbj.g_01840	Prat.g_00963
OG0000802	Prbj.g_01839	Prat.g_00964
OG0000803	Prbj.g_01836	Prat.g_00966
OG0000804	Prbj.g_01835	Prat.g_00967
OG0000805	Prbj.g_01834	Prat.g_00968
OG0000806	Prbj.g_01833	Prat.g_00970
OG0000807	Prbj.g_02687	Prat.g_01204
OG0000808	Prbj.g_02537	Prat.g_01479
OG0000809	Prbj.g_01669	Prat.g_01197
OG0000810	Prbj.g_00696	Prat.g_01480
OG0000811	Prbj.g_01289	Prat.g_01214
OG0000812	Prbj.g_00343	Prat.g_01199
OG0000813	Prbj.g_00333	Prat.g_00354
OG0000814	Prbj.g_00634	Prat.g_01373
OG0000815	Prbj.g_02555	Prat.g_01211
OG0000816	Prbj.g_01997	Prat.g_01560
OG0000817	Prbj.g_01991	Prat.g_01559
OG0000818	Prbj.g_01336	Prat.g_01175
OG0000819	Prbj.g_00641	Prat.g_01177
OG0000820	Prbj.g_00627	Prat.g_01171
OG0000821	Prbj.g_00953	Prat.g_01169
OG0000822	Prbj.g_00954	Prat.g_01168
OG0000823	Prbj.g_00955	Prat.g_01167
OG0000824	Prbj.g_00956	Prat.g_01166
OG0000825	Prbj.g_00958	Prat.g_01165
OG0000826	Prbj.g_00959	Prat.g_01164
OG0000827	Prbj.g_00962	Prat.g_01163
OG0000828	Prbj.g_00964	Prat.g_01162
OG0000829	Prbj.g_00965	Prat.g_01161
OG0000830	Prbj.g_00968	Prat.g_01159
OG0000831	Prbj.g_00970	Prat.g_01157
OG0000832	Prbj.g_00972	Prat.g_01155
OG0000833	Prbj.g_00973	Prat.g_01154
OG0000834	Prbj.g_00846	Prat.g_01153
OG0000835	Prbj.g_00845	Prat.g_01152
OG0000836	Prbj.g_00844	Prat.g_01151
OG0000837	Prbj.g_00834	Prat.g_01148
OG0000838	Prbj.g_00832	Prat.g_01147
OG0000839	Prbj.g_00831	Prat.g_01146
OG0000840	Prbj.g_00830	Prat.g_01145
OG0000841	Prbj.g_00829	Prat.g_01144
OG0000842	Prbj.g_00304	Prat.g_01142
OG0000843	Prbj.g_00305	Prat.g_01141
OG0000844	Prbj.g_00307	Prat.g_01140
OG0000845	Prbj.g_00308	Prat.g_01139
OG0000846	Prbj.g_00311	Prat.g_01136
OG0000847	Prbj.g_00312	Prat.g_01135
OG0000848	Prbj.g_01910	Prat.g_01134
OG0000849	Prbj.g_01913	Prat.g_01131
OG0000850	Prbj.g_01914	Prat.g_01130
OG0000851	Prbj.g_00002	Prat.g_01128
OG0000852	Prbj.g_00004	Prat.g_01126
OG0000853	Prbj.g_00006	Prat.g_01124
OG0000854	Prbj.g_00008	Prat.g_01123
OG0000855	Prbj.g_00009	Prat.g_01122
OG0000856	Prbj.g_00010	Prat.g_01121
OG0000857	Prbj.g_00011	Prat.g_01120
OG0000858	Prbj.g_00012	Prat.g_01119
OG0000859	Prbj.g_00013	Prat.g_01118
OG0000860	Prbj.g_00014	Prat.g_01117
OG0000861	Prbj.g_01908	Prat.g_01116
OG0000862	Prbj.g_01907	Prat.g_01115
OG0000863	Prbj.g_01906	Prat.g_01114
OG0000864	Prbj.g_01905	Prat.g_01113
OG0000865	Prbj.g_01903	Prat.g_01112
OG0000866	Prbj.g_02152	Prat.g_01111
OG0000867	Prbj.g_02153	Prat.g_01110
OG0000868	Prbj.g_02155	Prat.g_01108
OG0000869	Prbj.g_02158	Prat.g_01106
OG0000870	Prbj.g_02159	Prat.g_01105
OG0000871	Prbj.g_02163	Prat.g_01104
OG0000872	Prbj.g_02164	Prat.g_01103
OG0000873	Prbj.g_02166	Prat.g_01101
OG0000874	Prbj.g_02167	Prat.g_01100
OG0000875	Prbj.g_00314	Prat.g_01099
OG0000876	Prbj.g_00313	Prat.g_01098
OG0000877	Prbj.g_00019	Prat.g_00594
OG0000878	Prbj.g_01679	Prat.g_00626
OG0000879	Prbj.g_00163	Prat.g_01238
OG0000880	Prbj.g_00162	Prat.g_01239
OG0000881	Prbj.g_00161	Prat.g_01240
OG0000882	Prbj.g_01717	Prat.g_01241
OG0000883	Prbj.g_01719	Prat.g_01242
OG0000884	Prbj.g_01721	Prat.g_01244
OG0000885	Prbj.g_01722	Prat.g_01245
OG0000886	Prbj.g_01723	Prat.g_01246
OG0000887	Prbj.g_01724	Prat.g_01247
OG0000888	Prbj.g_01725	Prat.g_01248
OG0000889	Prbj.g_01729	Prat.g_01251
OG0000890	Prbj.g_01732	Prat.g_01252
OG0000891	Prbj.g_01733	Prat.g_01253
OG0000892	Prbj.g_01736	Prat.g_01255
OG0000893	Prbj.g_01737	Prat.g_01256
OG0000894	Prbj.g_01738	Prat.g_01257
OG0000895	Prbj.g_01739	Prat.g_01258
OG0000896	Prbj.g_01740	Prat.g_01259
OG0000897	Prbj.g_01741	Prat.g_01260
OG0000898	Prbj.g_01744	Prat.g_01263
OG0000899	Prbj.g_01745	Prat.g_01264
OG0000900	Prbj.g_00669	Prat.g_01282
OG0000901	Prbj.g_00121	Prat.g_01287
OG0000902	Prbj.g_00094	Prat.g_01471
OG0000903	Prbj.g_02508	Prat.g_01178
OG0000904	Prbj.g_00687	Prat.g_01455
OG0000905	Prbj.g_01837	Prat.g_01200
OG0000906	Prbj.g_02689	Prat.g_01181
OG0000907	Prbj.g_02521	Prat.g_00976
OG0000908	Prbj.g_00873	Prat.g_01228
OG0000909	Prbj.g_01640	Prat.g_01293
OG0000910	Prbj.g_01641	Prat.g_01294
OG0000911	Prbj.g_01642	Prat.g_01295
OG0000912	Prbj.g_01643	Prat.g_01296
OG0000913	Prbj.g_01644	Prat.g_01297
OG0000914	Prbj.g_01645	Prat.g_01298
OG0000915	Prbj.g_01646	Prat.g_01299
OG0000916	Prbj.g_01647	Prat.g_01300
OG0000917	Prbj.g_01649	Prat.g_01301
OG0000918	Prbj.g_01650	Prat.g_01302
OG0000919	Prbj.g_01651	Prat.g_01303
OG0000920	Prbj.g_01652	Prat.g_01304
OG0000921	Prbj.g_01653	Prat.g_01305
OG0000922	Prbj.g_01654	Prat.g_01306
OG0000923	Prbj.g_01655	Prat.g_01307
OG0000924	Prbj.g_01656	Prat.g_01308
OG0000925	Prbj.g_01657	Prat.g_01309
OG0000926	Prbj.g_01514	Prat.g_01769
OG0000927	Prbj.g_01304	Prat.g_01333
OG0000928	Prbj.g_01303	Prat.g_01334
OG0000929	Prbj.g_01302	Prat.g_01335
OG0000930	Prbj.g_01294	Prat.g_01336
OG0000931	Prbj.g_01293	Prat.g_01337
OG0000932	Prbj.g_01041	Prat.g_01339
OG0000933	Prbj.g_01043	Prat.g_01340
OG0000934	Prbj.g_01044	Prat.g_01341
OG0000935	Prbj.g_01045	Prat.g_01342
OG0000936	Prbj.g_01046	Prat.g_01343
OG0000937	Prbj.g_01047	Prat.g_01344
OG0000938	Prbj.g_01049	Prat.g_01345
OG0000939	Prbj.g_01050	Prat.g_01346
OG0000940	Prbj.g_01052	Prat.g_01348
OG0000941	Prbj.g_01054	Prat.g_01350
OG0000942	Prbj.g_01055	Prat.g_01351
OG0000943	Prbj.g_01058	Prat.g_01355
OG0000944	Prbj.g_01067	Prat.g_01356
OG0000945	Prbj.g_01068	Prat.g_01357
OG0000946	Prbj.g_01069	Prat.g_01358
OG0000947	Prbj.g_01070	Prat.g_01359
OG0000948	Prbj.g_01071	Prat.g_01360
OG0000949	Prbj.g_01072	Prat.g_01361
OG0000950	Prbj.g_01073	Prat.g_01362
OG0000951	Prbj.g_01074	Prat.g_01363
OG0000952	Prbj.g_01075	Prat.g_01364
OG0000953	Prbj.g_01076	Prat.g_01365
OG0000954	Prbj.g_01077	Prat.g_01366
OG0000955	Prbj.g_01078	Prat.g_01367
OG0000956	Prbj.g_01079	Prat.g_01368
OG0000957	Prbj.g_01080	Prat.g_01369
OG0000958	Prbj.g_00631	Prat.g_01370
OG0000959	Prbj.g_00632	Prat.g_01371
OG0000960	Prbj.g_00633	Prat.g_01372
OG0000961	Prbj.g_00640	Prat.g_01378
OG0000962	Prbj.g_00642	Prat.g_01379
OG0000963	Prbj.g_00643	Prat.g_01380
OG0000964	Prbj.g_00646	Prat.g_01382
OG0000965	Prbj.g_00647	Prat.g_01383
OG0000966	Prbj.g_00648	Prat.g_01384
OG0000967	Prbj.g_00649	Prat.g_01385
OG0000968	Prbj.g_00650	Prat.g_01386
OG0000969	Prbj.g_00651	Prat.g_01387
OG0000970	Prbj.g_00652	Prat.g_01388
OG0000971	Prbj.g_00653	Prat.g_01389
OG0000972	Prbj.g_00654	Prat.g_01390
OG0000973	Prbj.g_00655	Prat.g_01391
OG0000974	Prbj.g_00657	Prat.g_01393
OG0000975	Prbj.g_00036	Prat.g_01399
OG0000976	Prbj.g_01674	Prat.g_01403
OG0000977	Prbj.g_01684	Prat.g_01405
OG0000978	Prbj.g_01686	Prat.g_01407
OG0000979	Prbj.g_01688	Prat.g_01409
OG0000980	Prbj.g_01689	Prat.g_01410
OG0000981	Prbj.g_02538	Prat.g_01411
OG0000982	Prbj.g_01690	Prat.g_01412
OG0000983	Prbj.g_01692	Prat.g_01414
OG0000984	Prbj.g_01693	Prat.g_01415
OG0000985	Prbj.g_01694	Prat.g_01416
OG0000986	Prbj.g_01696	Prat.g_01417
OG0000987	Prbj.g_01697	Prat.g_01418
OG0000988	Prbj.g_01699	Prat.g_01420
OG0000989	Prbj.g_01700	Prat.g_01421
OG0000990	Prbj.g_01701	Prat.g_01422
OG0000991	Prbj.g_01702	Prat.g_01423
OG0000992	Prbj.g_01703	Prat.g_01424
OG0000993	Prbj.g_01704	Prat.g_01425
OG0000994	Prbj.g_01705	Prat.g_01426
OG0000995	Prbj.g_01707	Prat.g_01427
OG0000996	Prbj.g_01708	Prat.g_01428
OG0000997	Prbj.g_01709	Prat.g_01429
OG0000998	Prbj.g_01710	Prat.g_01430
OG0000999	Prbj.g_01711	Prat.g_01431
OG0001000	Prbj.g_01712	Prat.g_01432
OG0001001	Prbj.g_01713	Prat.g_01434
OG0001002	Prbj.g_00888	Prat.g_01435
OG0001003	Prbj.g_00887	Prat.g_01436
OG0001004	Prbj.g_00185	Prat.g_01437
OG0001005	Prbj.g_00884	Prat.g_01439
OG0001006	Prbj.g_00883	Prat.g_01440
OG0001007	Prbj.g_00882	Prat.g_01441
OG0001008	Prbj.g_00880	Prat.g_01443
OG0001009	Prbj.g_00879	Prat.g_01444
OG0001010	Prbj.g_02535	Prat.g_01502
OG0001011	Prbj.g_02561	Prat.g_01457
OG0001012	Prbj.g_02429	Prat.g_01022
OG0001013	Prbj.g_00868	Prat.g_01585
OG0001014	Prbj.g_00867	Prat.g_01586
OG0001015	Prbj.g_00856	Prat.g_01593
OG0001016	Prbj.g_00855	Prat.g_01594
OG0001017	Prbj.g_00854	Prat.g_01595
OG0001018	Prbj.g_00852	Prat.g_01596
OG0001019	Prbj.g_00495	Prat.g_01598
OG0001020	Prbj.g_00494	Prat.g_01599
OG0001021	Prbj.g_00493	Prat.g_01600
OG0001022	Prbj.g_00492	Prat.g_01601
OG0001023	Prbj.g_00491	Prat.g_01602
OG0001024	Prbj.g_00489	Prat.g_01603
OG0001025	Prbj.g_00488	Prat.g_01604
OG0001026	Prbj.g_00487	Prat.g_01605
OG0001027	Prbj.g_00486	Prat.g_01606
OG0001028	Prbj.g_00485	Prat.g_01607
OG0001029	Prbj.g_00484	Prat.g_01608
OG0001030	Prbj.g_00483	Prat.g_01609
OG0001031	Prbj.g_00482	Prat.g_01610
OG0001032	Prbj.g_00481	Prat.g_01611
OG0001033	Prbj.g_00480	Prat.g_01612
OG0001034	Prbj.g_00478	Prat.g_01613
OG0001035	Prbj.g_00476	Prat.g_01615
OG0001036	Prbj.g_00475	Prat.g_01616
OG0001037	Prbj.g_00473	Prat.g_01617
OG0001038	Prbj.g_00472	Prat.g_01618
OG0001039	Prbj.g_00471	Prat.g_01619
OG0001040	Prbj.g_00470	Prat.g_01621
OG0001041	Prbj.g_00469	Prat.g_01622
OG0001042	Prbj.g_00467	Prat.g_01623
OG0001043	Prbj.g_00466	Prat.g_01624
OG0001044	Prbj.g_00465	Prat.g_01625
OG0001045	Prbj.g_00464	Prat.g_01626
OG0001046	Prbj.g_00463	Prat.g_01627
OG0001047	Prbj.g_00459	Prat.g_01630
OG0001048	Prbj.g_00457	Prat.g_01632
OG0001049	Prbj.g_00456	Prat.g_01633
OG0001050	Prbj.g_00455	Prat.g_01634
OG0001051	Prbj.g_00454	Prat.g_01635
OG0001052	Prbj.g_00453	Prat.g_01636
OG0001053	Prbj.g_00451	Prat.g_01639
OG0001054	Prbj.g_00449	Prat.g_01641
OG0001055	Prbj.g_00448	Prat.g_01642
OG0001056	Prbj.g_00447	Prat.g_01643
OG0001057	Prbj.g_00446	Prat.g_01644
OG0001058	Prbj.g_00445	Prat.g_01645
OG0001059	Prbj.g_00444	Prat.g_01646
OG0001060	Prbj.g_00443	Prat.g_01647
OG0001061	Prbj.g_00442	Prat.g_01648
OG0001062	Prbj.g_00428	Prat.g_01649
OG0001063	Prbj.g_00427	Prat.g_01650
OG0001064	Prbj.g_00425	Prat.g_01652
OG0001065	Prbj.g_02660	Prat.g_01655
OG0001066	Prbj.g_02657	Prat.g_01657
OG0001067	Prbj.g_02656	Prat.g_01658
OG0001068	Prbj.g_02652	Prat.g_01661
OG0001069	Prbj.g_02651	Prat.g_01662
OG0001070	Prbj.g_02650	Prat.g_01663
OG0001071	Prbj.g_02649	Prat.g_01664
OG0001072	Prbj.g_02648	Prat.g_01665
OG0001073	Prbj.g_02647	Prat.g_01666
OG0001074	Prbj.g_02646	Prat.g_01667
OG0001075	Prbj.g_02645	Prat.g_01668
OG0001076	Prbj.g_02644	Prat.g_01669
OG0001077	Prbj.g_02643	Prat.g_01670
OG0001078	Prbj.g_02641	Prat.g_01671
OG0001079	Prbj.g_02640	Prat.g_01672
OG0001080	Prbj.g_02639	Prat.g_01673
OG0001081	Prbj.g_01027	Prat.g_01677
OG0001082	Prbj.g_01028	Prat.g_01678
OG0001083	Prbj.g_01032	Prat.g_01682
OG0001084	Prbj.g_01030	Prat.g_01680
OG0001085	Prbj.g_01029	Prat.g_01679
OG0001086	Prbj.g_01033	Prat.g_01676
OG0001087	Prbj.g_01034	Prat.g_01675
OG0001088	Prbj.g_02635	Prat.g_01674
OG0001089	Prbj.g_01025	Prat.g_01684
OG0001090	Prbj.g_01023	Prat.g_01686
OG0001091	Prbj.g_01022	Prat.g_01687
OG0001092	Prbj.g_01021	Prat.g_01688
OG0001093	Prbj.g_01020	Prat.g_01689
OG0001094	Prbj.g_01019	Prat.g_01690
OG0001095	Prbj.g_01018	Prat.g_01691
OG0001096	Prbj.g_01017	Prat.g_01692
OG0001097	Prbj.g_01016	Prat.g_01693
OG0001098	Prbj.g_01015	Prat.g_01694
OG0001099	Prbj.g_01014	Prat.g_01695
OG0001100	Prbj.g_01013	Prat.g_01696
OG0001101	Prbj.g_01012	Prat.g_01697
OG0001102	Prbj.g_01011	Prat.g_01698
OG0001103	Prbj.g_01010	Prat.g_01699
OG0001104	Prbj.g_01009	Prat.g_01700
OG0001105	Prbj.g_01008	Prat.g_01701
OG0001106	Prbj.g_01007	Prat.g_01702
OG0001107	Prbj.g_01006	Prat.g_01703
OG0001108	Prbj.g_01005	Prat.g_01704
OG0001109	Prbj.g_01004	Prat.g_01705
OG0001110	Prbj.g_01003	Prat.g_01706
OG0001111	Prbj.g_01002	Prat.g_01707
OG0001112	Prbj.g_01001	Prat.g_01708
OG0001113	Prbj.g_01000	Prat.g_01709
OG0001114	Prbj.g_00999	Prat.g_01710
OG0001115	Prbj.g_00998	Prat.g_01711
OG0001116	Prbj.g_00997	Prat.g_01712
OG0001117	Prbj.g_00996	Prat.g_01713
OG0001118	Prbj.g_00995	Prat.g_01714
OG0001119	Prbj.g_00994	Prat.g_01715
OG0001120	Prbj.g_00993	Prat.g_01327
OG0001121	Prbj.g_00990	Prat.g_01717
OG0001122	Prbj.g_00989	Prat.g_01718
OG0001123	Prbj.g_00988	Prat.g_01719
OG0001124	Prbj.g_00986	Prat.g_01721
OG0001125	Prbj.g_00984	Prat.g_01723
OG0001126	Prbj.g_00983	Prat.g_01724
OG0001127	Prbj.g_00414	Prat.g_01727
OG0001128	Prbj.g_00413	Prat.g_01728
