Orthogroup	Prbj	Prbg
OG0000548	Prbj.g_02558	Prbg.g_00345
OG0000549	Prbj.g_02559	Prbg.g_00346
OG0000550	Prbj.g_02560	Prbg.g_00347
OG0000551	Prbj.g_02563	Prbg.g_00349
OG0000552	Prbj.g_02565	Prbg.g_00350
OG0000553	Prbj.g_02566	Prbg.g_01427
OG0000554	Prbj.g_02568	Prbg.g_01426
OG0000555	Prbj.g_02569	Prbg.g_01425
OG0000556	Prbj.g_02570	Prbg.g_01424
OG0000557	Prbj.g_02571	Prbg.g_01423
OG0000558	Prbj.g_02573	Prbg.g_01422
OG0000559	Prbj.g_02574	Prbg.g_01421
OG0000560	Prbj.g_02576	Prbg.g_01419
OG0000561	Prbj.g_02577	Prbg.g_01418
OG0000562	Prbj.g_02579	Prbg.g_01416
OG0000563	Prbj.g_02580	Prbg.g_01415
OG0000564	Prbj.g_02581	Prbg.g_01414
OG0000565	Prbj.g_02589	Prbg.g_01413
OG0000566	Prbj.g_02590	Prbg.g_01412
OG0000567	Prbj.g_02591	Prbg.g_01411
OG0000568	Prbj.g_02592	Prbg.g_01410
OG0000569	Prbj.g_02593	Prbg.g_01409
OG0000570	Prbj.g_02596	Prbg.g_01408
OG0000571	Prbj.g_02597	Prbg.g_01407
OG0000572	Prbj.g_02598	Prbg.g_01406
OG0000573	Prbj.g_00794	Prbg.g_01403
OG0000574	Prbj.g_00803	Prbg.g_01402
OG0000575	Prbj.g_00804	Prbg.g_01401
OG0000576	Prbj.g_00805	Prbg.g_01400
OG0000577	Prbj.g_00806	Prbg.g_01399
OG0000578	Prbj.g_00807	Prbg.g_01398
OG0000579	Prbj.g_00809	Prbg.g_01397
OG0000580	Prbj.g_00812	Prbg.g_01396
OG0000581	Prbj.g_00813	Prbg.g_01395
OG0000582	Prbj.g_00815	Prbg.g_01394
OG0000583	Prbj.g_00816	Prbg.g_01393
OG0000584	Prbj.g_00818	Prbg.g_01391
OG0000585	Prbj.g_00819	Prbg.g_01390
OG0000586	Prbj.g_00821	Prbg.g_01388
OG0000587	Prbj.g_00822	Prbg.g_01387
OG0000588	Prbj.g_00825	Prbg.g_01111
OG0000589	Prbj.g_02707	Prbg.g_01112
OG0000590	Prbj.g_01466	Prbg.g_01114
OG0000591	Prbj.g_00184	Prbg.g_01120
OG0000592	Prbj.g_00760	Prbg.g_01121
OG0000593	Prbj.g_00248	Prbg.g_01122
OG0000594	Prbj.g_02453	Prbg.g_01125
OG0000595	Prbj.g_02636	Prbg.g_01126
OG0000596	Prbj.g_00943	Prbg.g_01127
OG0000597	Prbj.g_00921	Prbg.g_01129
OG0000598	Prbj.g_00927	Prbg.g_01130
OG0000599	Prbj.g_00931	Prbg.g_01131
OG0000600	Prbj.g_00932	Prbg.g_01132
OG0000601	Prbj.g_00946	Prbg.g_01135
OG0000602	Prbj.g_00947	Prbg.g_01136
OG0000603	Prbj.g_00948	Prbg.g_01137
OG0000604	Prbj.g_00754	Prbg.g_01140
OG0000605	Prbj.g_00755	Prbg.g_01141
OG0000606	Prbj.g_00757	Prbg.g_01142
OG0000607	Prbj.g_00759	Prbg.g_01144
OG0000608	Prbj.g_02373	Prbg.g_01146
OG0000609	Prbj.g_02057	Prbg.g_01939
OG0000610	Prbj.g_00168	Prbg.g_01070
OG0000611	Prbj.g_02180	Prbg.g_01152
OG0000612	Prbj.g_02181	Prbg.g_01153
OG0000613	Prbj.g_02182	Prbg.g_01374
OG0000614	Prbj.g_02183	Prbg.g_01373
OG0000615	Prbj.g_02184	Prbg.g_01371
OG0000616	Prbj.g_02185	Prbg.g_01370
OG0000617	Prbj.g_02186	Prbg.g_01369
OG0000618	Prbj.g_02187	Prbg.g_01368
OG0000619	Prbj.g_02189	Prbg.g_01367
OG0000620	Prbj.g_02190	Prbg.g_01366
OG0000621	Prbj.g_02191	Prbg.g_01365
OG0000622	Prbj.g_02192	Prbg.g_01364
OG0000623	Prbj.g_02193	Prbg.g_01363
OG0000624	Prbj.g_02194	Prbg.g_01361
OG0000625	Prbj.g_02195	Prbg.g_01360
OG0000626	Prbj.g_02196	Prbg.g_01359
OG0000627	Prbj.g_02320	Prbg.g_01358
OG0000628	Prbj.g_02319	Prbg.g_01357
OG0000629	Prbj.g_02316	Prbg.g_01356
OG0000630	Prbj.g_02315	Prbg.g_01355
OG0000631	Prbj.g_02312	Prbg.g_01353
OG0000632	Prbj.g_00773	Prbg.g_01352
OG0000633	Prbj.g_01884	Prbg.g_00006
OG0000634	Prbj.g_01607	Prbg.g_00461
OG0000635	Prbj.g_02276	Prbg.g_00366
OG0000636	Prbj.g_02277	Prbg.g_00365
OG0000637	Prbj.g_02278	Prbg.g_00364
OG0000638	Prbj.g_00347	Prbg.g_00114
OG0000639	Prbj.g_01337	Prbg.g_01254
OG0000640	Prbj.g_02311	Prbg.g_01258
OG0000641	Prbj.g_02306	Prbg.g_01260
OG0000642	Prbj.g_02305	Prbg.g_01261
OG0000643	Prbj.g_02304	Prbg.g_01262
OG0000644	Prbj.g_02406	Prbg.g_01375
OG0000645	Prbj.g_02407	Prbg.g_01154
OG0000646	Prbj.g_02408	Prbg.g_01155
OG0000647	Prbj.g_02409	Prbg.g_01156
OG0000648	Prbj.g_02411	Prbg.g_01158
OG0000649	Prbj.g_02412	Prbg.g_01159
OG0000650	Prbj.g_02413	Prbg.g_01160
OG0000651	Prbj.g_02414	Prbg.g_01161
OG0000652	Prbj.g_02415	Prbg.g_01162
OG0000653	Prbj.g_02416	Prbg.g_01163
OG0000654	Prbj.g_02418	Prbg.g_01165
OG0000655	Prbj.g_02420	Prbg.g_01167
OG0000656	Prbj.g_02421	Prbg.g_01168
OG0000657	Prbj.g_02422	Prbg.g_01169
OG0000658	Prbj.g_02423	Prbg.g_01170
OG0000659	Prbj.g_02424	Prbg.g_01171
OG0000660	Prbj.g_02425	Prbg.g_01172
OG0000661	Prbj.g_02427	Prbg.g_01173
OG0000662	Prbj.g_02430	Prbg.g_01175
OG0000663	Prbj.g_02431	Prbg.g_01176
OG0000664	Prbj.g_02432	Prbg.g_01177
OG0000665	Prbj.g_02433	Prbg.g_01178
OG0000666	Prbj.g_02434	Prbg.g_01179
OG0000667	Prbj.g_02435	Prbg.g_01180
OG0000668	Prbj.g_02436	Prbg.g_01181
OG0000669	Prbj.g_02438	Prbg.g_01183
OG0000670	Prbj.g_02439	Prbg.g_01184
OG0000671	Prbj.g_02440	Prbg.g_01185
OG0000672	Prbj.g_02441	Prbg.g_01186
OG0000673	Prbj.g_02442	Prbg.g_01187
OG0000674	Prbj.g_02443	Prbg.g_01188
OG0000675	Prbj.g_02470	Prbg.g_01190
OG0000676	Prbj.g_02471	Prbg.g_01191
OG0000677	Prbj.g_02474	Prbg.g_01194
OG0000678	Prbj.g_02476	Prbg.g_01196
OG0000679	Prbj.g_02478	Prbg.g_01198
OG0000680	Prbj.g_02479	Prbg.g_01199
OG0000681	Prbj.g_02480	Prbg.g_01200
OG0000682	Prbj.g_02481	Prbg.g_01201
OG0000683	Prbj.g_02483	Prbg.g_01203
OG0000684	Prbj.g_02484	Prbg.g_01204
OG0000685	Prbj.g_02485	Prbg.g_01205
OG0000686	Prbj.g_02486	Prbg.g_01206
OG0000687	Prbj.g_02487	Prbg.g_01207
OG0000688	Prbj.g_02488	Prbg.g_01208
OG0000689	Prbj.g_02490	Prbg.g_01209
OG0000690	Prbj.g_02491	Prbg.g_01210
OG0000691	Prbj.g_02492	Prbg.g_01211
OG0000692	Prbj.g_02503	Prbg.g_01215
OG0000693	Prbj.g_02504	Prbg.g_01216
OG0000694	Prbj.g_02507	Prbg.g_01217
OG0000695	Prbj.g_02511	Prbg.g_01218
OG0000696	Prbj.g_02512	Prbg.g_01219
OG0000697	Prbj.g_02514	Prbg.g_01221
OG0000698	Prbj.g_02323	Prbg.g_01225
OG0000699	Prbj.g_02199	Prbg.g_01226
OG0000700	Prbj.g_02215	Prbg.g_01062
OG0000701	Prbj.g_01553	Prbg.g_01067
OG0000702	Prbj.g_02523	Prbg.g_01073
OG0000703	Prbj.g_02333	Prbg.g_01075
OG0000704	Prbj.g_00044	Prbg.g_01076
OG0000705	Prbj.g_02334	Prbg.g_01078
OG0000706	Prbj.g_02335	Prbg.g_01079
OG0000707	Prbj.g_02337	Prbg.g_01081
OG0000708	Prbj.g_02338	Prbg.g_01082
OG0000709	Prbj.g_02340	Prbg.g_01084
OG0000710	Prbj.g_02341	Prbg.g_01085
OG0000711	Prbj.g_02342	Prbg.g_01086
OG0000712	Prbj.g_02343	Prbg.g_01087
OG0000713	Prbj.g_02344	Prbg.g_01088
OG0000714	Prbj.g_02352	Prbg.g_01090
OG0000715	Prbj.g_02354	Prbg.g_01091
OG0000716	Prbj.g_02359	Prbg.g_01093
OG0000717	Prbj.g_02361	Prbg.g_01094
OG0000718	Prbj.g_02364	Prbg.g_01095
OG0000719	Prbj.g_02379	Prbg.g_01097
OG0000720	Prbj.g_02380	Prbg.g_01098
OG0000721	Prbj.g_02382	Prbg.g_01101
OG0000722	Prbj.g_02383	Prbg.g_01102
OG0000723	Prbj.g_02384	Prbg.g_01103
OG0000724	Prbj.g_02397	Prbg.g_01105
OG0000725	Prbj.g_02396	Prbg.g_01106
OG0000726	Prbj.g_02395	Prbg.g_01107
OG0000727	Prbj.g_02394	Prbg.g_01108
OG0000728	Prbj.g_02393	Prbg.g_01109
OG0000729	Prbj.g_02391	Prbg.g_01110
OG0000730	Prbj.g_02388	Prbg.g_01385
OG0000731	Prbj.g_02399	Prbg.g_01383
OG0000732	Prbj.g_02400	Prbg.g_01382
OG0000733	Prbj.g_02401	Prbg.g_01381
OG0000734	Prbj.g_02402	Prbg.g_01380
OG0000735	Prbj.g_02403	Prbg.g_01378
OG0000736	Prbj.g_02404	Prbg.g_01377
OG0000737	Prbj.g_02405	Prbg.g_01376
OG0000738	Prbj.g_02303	Prbg.g_01263
OG0000739	Prbj.g_02302	Prbg.g_01264
OG0000740	Prbj.g_02301	Prbg.g_01265
OG0000741	Prbj.g_02299	Prbg.g_01266
OG0000742	Prbj.g_02297	Prbg.g_01268
OG0000743	Prbj.g_02296	Prbg.g_01269
OG0000744	Prbj.g_02294	Prbg.g_01270
OG0000745	Prbj.g_02293	Prbg.g_01271
OG0000746	Prbj.g_02292	Prbg.g_01272
OG0000747	Prbj.g_00694	Prbg.g_01273
OG0000748	Prbj.g_02284	Prbg.g_01274
OG0000749	Prbj.g_02283	Prbg.g_01275
OG0000750	Prbj.g_02281	Prbg.g_01277
OG0000751	Prbj.g_02280	Prbg.g_01278
OG0000752	Prbj.g_01984	Prbg.g_01337
OG0000753	Prbj.g_02275	Prbg.g_01280
OG0000754	Prbj.g_02274	Prbg.g_01281
OG0000755	Prbj.g_02273	Prbg.g_01282
OG0000756	Prbj.g_02271	Prbg.g_01284
OG0000757	Prbj.g_02270	Prbg.g_01285
OG0000758	Prbj.g_02269	Prbg.g_01286
OG0000759	Prbj.g_02264	Prbg.g_01288
OG0000760	Prbj.g_02263	Prbg.g_01289
OG0000761	Prbj.g_02261	Prbg.g_01290
OG0000762	Prbj.g_02259	Prbg.g_01292
OG0000763	Prbj.g_02257	Prbg.g_01293
OG0000764	Prbj.g_02255	Prbg.g_01294
OG0000765	Prbj.g_02254	Prbg.g_01295
OG0000766	Prbj.g_02253	Prbg.g_01296
OG0000767	Prbj.g_02251	Prbg.g_01298
OG0000768	Prbj.g_02250	Prbg.g_01299
OG0000769	Prbj.g_02249	Prbg.g_01300
OG0000770	Prbj.g_02248	Prbg.g_01301
OG0000771	Prbj.g_02247	Prbg.g_01302
OG0000772	Prbj.g_00722	Prbg.g_01552
OG0000773	Prbj.g_02245	Prbg.g_01304
OG0000774	Prbj.g_02243	Prbg.g_01305
OG0000775	Prbj.g_02241	Prbg.g_01306
OG0000776	Prbj.g_02237	Prbg.g_01309
OG0000777	Prbj.g_02236	Prbg.g_01310
OG0000778	Prbj.g_02235	Prbg.g_01311
OG0000779	Prbj.g_02231	Prbg.g_01312
OG0000780	Prbj.g_02229	Prbg.g_01314
OG0000781	Prbj.g_02225	Prbg.g_01316
OG0000782	Prbj.g_02224	Prbg.g_01317
OG0000783	Prbj.g_02219	Prbg.g_01321
OG0000784	Prbj.g_02217	Prbg.g_01323
OG0000785	Prbj.g_02216	Prbg.g_01324
OG0000786	Prbj.g_02214	Prbg.g_01325
OG0000787	Prbj.g_02213	Prbg.g_01326
OG0000788	Prbj.g_02207	Prbg.g_01332
OG0000789	Prbj.g_02204	Prbg.g_01335
OG0000790	Prbj.g_01985	Prbg.g_01336
OG0000791	Prbj.g_02203	Prbg.g_01339
OG0000792	Prbj.g_02202	Prbg.g_01340
OG0000793	Prbj.g_02201	Prbg.g_01341
OG0000794	Prbj.g_02198	Prbg.g_01344
OG0000795	Prbj.g_01850	Prbg.g_01245
OG0000796	Prbj.g_01849	Prbg.g_01244
OG0000797	Prbj.g_01846	Prbg.g_01242
OG0000798	Prbj.g_01845	Prbg.g_01241
OG0000799	Prbj.g_01844	Prbg.g_01240
OG0000800	Prbj.g_01843	Prbg.g_01239
OG0000801	Prbj.g_01840	Prbg.g_01236
OG0000802	Prbj.g_01839	Prbg.g_01235
OG0000803	Prbj.g_01836	Prbg.g_01233
OG0000804	Prbj.g_01835	Prbg.g_01232
OG0000805	Prbj.g_01834	Prbg.g_01231
OG0000806	Prbj.g_01833	Prbg.g_01229
OG0000807	Prbj.g_02687	Prbg.g_00141
OG0000808	Prbj.g_02537	Prbg.g_00022
OG0000809	Prbj.g_01669	Prbg.g_01534
OG0000810	Prbj.g_00696	Prbg.g_00361
OG0000811	Prbj.g_01289	Prbg.g_00455
OG0000812	Prbj.g_00343	Prbg.g_01528
OG0000813	Prbj.g_00333	Prbg.g_00123
OG0000814	Prbj.g_00634	Prbg.g_01555
OG0000815	Prbj.g_02555	Prbg.g_00528
OG0000816	Prbj.g_01997	Prbg.g_00750
OG0000817	Prbj.g_01991	Prbg.g_00751
OG0000818	Prbj.g_01336	Prbg.g_00011
OG0000819	Prbj.g_00641	Prbg.g_01508
OG0000820	Prbj.g_00627	Prbg.g_01502
OG0000821	Prbj.g_00953	Prbg.g_01500
OG0000822	Prbj.g_00954	Prbg.g_01499
OG0000823	Prbj.g_00955	Prbg.g_01498
OG0000824	Prbj.g_00956	Prbg.g_01497
OG0000825	Prbj.g_00958	Prbg.g_01496
OG0000826	Prbj.g_00959	Prbg.g_01495
OG0000827	Prbj.g_00962	Prbg.g_01494
OG0000828	Prbj.g_00964	Prbg.g_01493
OG0000829	Prbj.g_00965	Prbg.g_01492
OG0000830	Prbj.g_00968	Prbg.g_01490
OG0000831	Prbj.g_00970	Prbg.g_01487
OG0000832	Prbj.g_00972	Prbg.g_01485
OG0000833	Prbj.g_00973	Prbg.g_01484
OG0000834	Prbj.g_00846	Prbg.g_01483
OG0000835	Prbj.g_00845	Prbg.g_01482
OG0000836	Prbj.g_00844	Prbg.g_01481
OG0000837	Prbj.g_00834	Prbg.g_01478
OG0000838	Prbj.g_00832	Prbg.g_01477
OG0000839	Prbj.g_00831	Prbg.g_01476
OG0000840	Prbj.g_00830	Prbg.g_01475
OG0000841	Prbj.g_00829	Prbg.g_01474
OG0000842	Prbj.g_00304	Prbg.g_01472
OG0000843	Prbj.g_00305	Prbg.g_01471
OG0000844	Prbj.g_00307	Prbg.g_01470
OG0000845	Prbj.g_00308	Prbg.g_01469
OG0000846	Prbj.g_00311	Prbg.g_01467
OG0000847	Prbj.g_00312	Prbg.g_01465
OG0000848	Prbj.g_01910	Prbg.g_01464
OG0000849	Prbj.g_01913	Prbg.g_01461
OG0000850	Prbj.g_01914	Prbg.g_01460
OG0000851	Prbj.g_00002	Prbg.g_01458
OG0000852	Prbj.g_00004	Prbg.g_01456
OG0000853	Prbj.g_00006	Prbg.g_01454
OG0000854	Prbj.g_00008	Prbg.g_01452
OG0000855	Prbj.g_00009	Prbg.g_01451
OG0000856	Prbj.g_00010	Prbg.g_01450
OG0000857	Prbj.g_00011	Prbg.g_01449
OG0000858	Prbj.g_00012	Prbg.g_01448
OG0000859	Prbj.g_00013	Prbg.g_01447
OG0000860	Prbj.g_00014	Prbg.g_01446
OG0000861	Prbj.g_01908	Prbg.g_01445
OG0000862	Prbj.g_01907	Prbg.g_01444
OG0000863	Prbj.g_01906	Prbg.g_01443
OG0000864	Prbj.g_01905	Prbg.g_01442
OG0000865	Prbj.g_01903	Prbg.g_01441
OG0000866	Prbj.g_02152	Prbg.g_01440
OG0000867	Prbj.g_02153	Prbg.g_01439
OG0000868	Prbj.g_02155	Prbg.g_01438
OG0000869	Prbj.g_02158	Prbg.g_01436
OG0000870	Prbj.g_02159	Prbg.g_01435
OG0000871	Prbj.g_02163	Prbg.g_01434
OG0000872	Prbj.g_02164	Prbg.g_01433
OG0000873	Prbj.g_02166	Prbg.g_01431
OG0000874	Prbj.g_02167	Prbg.g_01430
OG0000875	Prbj.g_00314	Prbg.g_01429
OG0000876	Prbj.g_00313	Prbg.g_01428
OG0000877	Prbj.g_00019	Prbg.g_00351
OG0000878	Prbj.g_01679	Prbg.g_01576
OG0000879	Prbj.g_00163	Prbg.g_00466
OG0000880	Prbj.g_00162	Prbg.g_00467
OG0000881	Prbj.g_00161	Prbg.g_00468
OG0000882	Prbj.g_01717	Prbg.g_00469
OG0000883	Prbj.g_01719	Prbg.g_00470
OG0000884	Prbj.g_01721	Prbg.g_00472
OG0000885	Prbj.g_01722	Prbg.g_00473
OG0000886	Prbj.g_01723	Prbg.g_00474
OG0000887	Prbj.g_01724	Prbg.g_00475
OG0000888	Prbj.g_01725	Prbg.g_00476
OG0000889	Prbj.g_01729	Prbg.g_00479
OG0000890	Prbj.g_01732	Prbg.g_00480
OG0000891	Prbj.g_01733	Prbg.g_00481
OG0000892	Prbj.g_01736	Prbg.g_00484
OG0000893	Prbj.g_01737	Prbg.g_00485
OG0000894	Prbj.g_01738	Prbg.g_00486
OG0000895	Prbj.g_01739	Prbg.g_00487
OG0000896	Prbj.g_01740	Prbg.g_00488
OG0000897	Prbj.g_01741	Prbg.g_00489
OG0000898	Prbj.g_01744	Prbg.g_00492
OG0000899	Prbj.g_01745	Prbg.g_00493
OG0000900	Prbj.g_00669	Prbg.g_00505
OG0000901	Prbj.g_00121	Prbg.g_00501
OG0000902	Prbj.g_00094	Prbg.g_00218
OG0000903	Prbj.g_02508	Prbg.g_01551
OG0000904	Prbj.g_00687	Prbg.g_00690
OG0000905	Prbj.g_01837	Prbg.g_01529
OG0000906	Prbj.g_02689	Prbg.g_01511
OG0000907	Prbj.g_02521	Prbg.g_01223
OG0000908	Prbj.g_00873	Prbg.g_01548
OG0000909	Prbj.g_01640	Prbg.g_00531
OG0000910	Prbj.g_01641	Prbg.g_00532
OG0000911	Prbj.g_01642	Prbg.g_00533
OG0000912	Prbj.g_01643	Prbg.g_00534
OG0000913	Prbj.g_01644	Prbg.g_00535
OG0000914	Prbj.g_01645	Prbg.g_00536
OG0000915	Prbj.g_01646	Prbg.g_00537
OG0000916	Prbj.g_01647	Prbg.g_00538
OG0000917	Prbj.g_01649	Prbg.g_00539
OG0000918	Prbj.g_01650	Prbg.g_00540
OG0000919	Prbj.g_01651	Prbg.g_00541
OG0000920	Prbj.g_01652	Prbg.g_00542
OG0000921	Prbj.g_01653	Prbg.g_00543
OG0000922	Prbj.g_01654	Prbg.g_00544
OG0000923	Prbj.g_01655	Prbg.g_00545
OG0000924	Prbj.g_01656	Prbg.g_00546
OG0000925	Prbj.g_01657	Prbg.g_00547
OG0000926	Prbj.g_01514	Prbg.g_01829
OG0000927	Prbj.g_01304	Prbg.g_00574
OG0000928	Prbj.g_01303	Prbg.g_00575
OG0000929	Prbj.g_01302	Prbg.g_00576
OG0000930	Prbj.g_01294	Prbg.g_00577
OG0000931	Prbj.g_01293	Prbg.g_00578
OG0000932	Prbj.g_01041	Prbg.g_00580
OG0000933	Prbj.g_01043	Prbg.g_00581
OG0000934	Prbj.g_01044	Prbg.g_00582
OG0000935	Prbj.g_01045	Prbg.g_00583
OG0000936	Prbj.g_01046	Prbg.g_00584
OG0000937	Prbj.g_01047	Prbg.g_00585
OG0000938	Prbj.g_01049	Prbg.g_00586
OG0000939	Prbj.g_01050	Prbg.g_00587
OG0000940	Prbj.g_01052	Prbg.g_00588
OG0000941	Prbj.g_01054	Prbg.g_00589
OG0000942	Prbj.g_01055	Prbg.g_00590
OG0000943	Prbj.g_01058	Prbg.g_00593
OG0000944	Prbj.g_01067	Prbg.g_00594
OG0000945	Prbj.g_01068	Prbg.g_00595
OG0000946	Prbj.g_01069	Prbg.g_00596
OG0000947	Prbj.g_01070	Prbg.g_00597
OG0000948	Prbj.g_01071	Prbg.g_00598
OG0000949	Prbj.g_01072	Prbg.g_00599
OG0000950	Prbj.g_01073	Prbg.g_00600
OG0000951	Prbj.g_01074	Prbg.g_00601
OG0000952	Prbj.g_01075	Prbg.g_00602
OG0000953	Prbj.g_01076	Prbg.g_00603
OG0000954	Prbj.g_01077	Prbg.g_00604
OG0000955	Prbj.g_01078	Prbg.g_00605
OG0000956	Prbj.g_01079	Prbg.g_00606
OG0000957	Prbj.g_01080	Prbg.g_00607
OG0000958	Prbj.g_00631	Prbg.g_00608
OG0000959	Prbj.g_00632	Prbg.g_00609
OG0000960	Prbj.g_00633	Prbg.g_00610
OG0000961	Prbj.g_00640	Prbg.g_00614
OG0000962	Prbj.g_00642	Prbg.g_00615
OG0000963	Prbj.g_00643	Prbg.g_00616
OG0000964	Prbj.g_00646	Prbg.g_00618
OG0000965	Prbj.g_00647	Prbg.g_00619
OG0000966	Prbj.g_00648	Prbg.g_00620
OG0000967	Prbj.g_00649	Prbg.g_00621
OG0000968	Prbj.g_00650	Prbg.g_00622
OG0000969	Prbj.g_00651	Prbg.g_00623
OG0000970	Prbj.g_00652	Prbg.g_00624
OG0000971	Prbj.g_00653	Prbg.g_00625
OG0000972	Prbj.g_00654	Prbg.g_00626
OG0000973	Prbj.g_00655	Prbg.g_00627
OG0000974	Prbj.g_00657	Prbg.g_00629
OG0000975	Prbj.g_00036	Prbg.g_00635
OG0000976	Prbj.g_01674	Prbg.g_00637
OG0000977	Prbj.g_01684	Prbg.g_00639
OG0000978	Prbj.g_01686	Prbg.g_00641
OG0000979	Prbj.g_01688	Prbg.g_00643
OG0000980	Prbj.g_01689	Prbg.g_00644
OG0000981	Prbj.g_02538	Prbg.g_00645
OG0000982	Prbj.g_01690	Prbg.g_00646
OG0000983	Prbj.g_01692	Prbg.g_00648
OG0000984	Prbj.g_01693	Prbg.g_00649
OG0000985	Prbj.g_01694	Prbg.g_00650
OG0000986	Prbj.g_01696	Prbg.g_00651
OG0000987	Prbj.g_01697	Prbg.g_00652
OG0000988	Prbj.g_01699	Prbg.g_00653
OG0000989	Prbj.g_01700	Prbg.g_00654
OG0000990	Prbj.g_01701	Prbg.g_00655
OG0000991	Prbj.g_01702	Prbg.g_00656
OG0000992	Prbj.g_01703	Prbg.g_00657
OG0000993	Prbj.g_01704	Prbg.g_00658
OG0000994	Prbj.g_01705	Prbg.g_00659
OG0000995	Prbj.g_01707	Prbg.g_00660
OG0000996	Prbj.g_01708	Prbg.g_00661
OG0000997	Prbj.g_01709	Prbg.g_00662
OG0000998	Prbj.g_01710	Prbg.g_00663
OG0000999	Prbj.g_01711	Prbg.g_00664
OG0001000	Prbj.g_01712	Prbg.g_00665
OG0001001	Prbj.g_01713	Prbg.g_00667
OG0001002	Prbj.g_00888	Prbg.g_00668
OG0001003	Prbj.g_00887	Prbg.g_00669
OG0001004	Prbj.g_00185	Prbg.g_00670
OG0001005	Prbj.g_00884	Prbg.g_00673
OG0001006	Prbj.g_00883	Prbg.g_00674
OG0001007	Prbj.g_00882	Prbg.g_00675
OG0001008	Prbj.g_00880	Prbg.g_00677
OG0001009	Prbj.g_00879	Prbg.g_00678
OG0001010	Prbj.g_02535	Prbg.g_01593
OG0001011	Prbj.g_02561	Prbg.g_00348
OG0001012	Prbj.g_02429	Prbg.g_01174
OG0001013	Prbj.g_00868	Prbg.g_01643
OG0001014	Prbj.g_00867	Prbg.g_01644
OG0001015	Prbj.g_00856	Prbg.g_01651
OG0001016	Prbj.g_00855	Prbg.g_01652
OG0001017	Prbj.g_00854	Prbg.g_01653
OG0001018	Prbj.g_00852	Prbg.g_01654
OG0001019	Prbj.g_00495	Prbg.g_01656
OG0001020	Prbj.g_00494	Prbg.g_01657
OG0001021	Prbj.g_00493	Prbg.g_01658
OG0001022	Prbj.g_00492	Prbg.g_01659
OG0001023	Prbj.g_00491	Prbg.g_01660
OG0001024	Prbj.g_00489	Prbg.g_01662
OG0001025	Prbj.g_00488	Prbg.g_01663
OG0001026	Prbj.g_00487	Prbg.g_01664
OG0001027	Prbj.g_00486	Prbg.g_01665
OG0001028	Prbj.g_00485	Prbg.g_01666
OG0001029	Prbj.g_00484	Prbg.g_01667
OG0001030	Prbj.g_00483	Prbg.g_01668
OG0001031	Prbj.g_00482	Prbg.g_01669
OG0001032	Prbj.g_00481	Prbg.g_01670
OG0001033	Prbj.g_00480	Prbg.g_01671
OG0001034	Prbj.g_00478	Prbg.g_01672
OG0001035	Prbj.g_00476	Prbg.g_01674
OG0001036	Prbj.g_00475	Prbg.g_01675
OG0001037	Prbj.g_00473	Prbg.g_01676
OG0001038	Prbj.g_00472	Prbg.g_01677
OG0001039	Prbj.g_00471	Prbg.g_01678
OG0001040	Prbj.g_00470	Prbg.g_01679
OG0001041	Prbj.g_00469	Prbg.g_01680
OG0001042	Prbj.g_00467	Prbg.g_01681
OG0001043	Prbj.g_00466	Prbg.g_01682
OG0001044	Prbj.g_00465	Prbg.g_01683
OG0001045	Prbj.g_00464	Prbg.g_01684
OG0001046	Prbj.g_00463	Prbg.g_01685
OG0001047	Prbj.g_00459	Prbg.g_01688
OG0001048	Prbj.g_00457	Prbg.g_01690
OG0001049	Prbj.g_00456	Prbg.g_01691
OG0001050	Prbj.g_00455	Prbg.g_01692
OG0001051	Prbj.g_00454	Prbg.g_01693
OG0001052	Prbj.g_00453	Prbg.g_01694
OG0001053	Prbj.g_00451	Prbg.g_01696
OG0001054	Prbj.g_00449	Prbg.g_01698
OG0001055	Prbj.g_00448	Prbg.g_01699
OG0001056	Prbj.g_00447	Prbg.g_01700
OG0001057	Prbj.g_00446	Prbg.g_01701
OG0001058	Prbj.g_00445	Prbg.g_01702
OG0001059	Prbj.g_00444	Prbg.g_01703
OG0001060	Prbj.g_00443	Prbg.g_01704
OG0001061	Prbj.g_00442	Prbg.g_01705
OG0001062	Prbj.g_00428	Prbg.g_01706
OG0001063	Prbj.g_00427	Prbg.g_01707
OG0001064	Prbj.g_00425	Prbg.g_01709
OG0001065	Prbj.g_02660	Prbg.g_01713
OG0001066	Prbj.g_02657	Prbg.g_01715
OG0001067	Prbj.g_02656	Prbg.g_01716
OG0001068	Prbj.g_02652	Prbg.g_01719
OG0001069	Prbj.g_02651	Prbg.g_01720
OG0001070	Prbj.g_02650	Prbg.g_01721
OG0001071	Prbj.g_02649	Prbg.g_01722
OG0001072	Prbj.g_02648	Prbg.g_01723
OG0001073	Prbj.g_02647	Prbg.g_01724
OG0001074	Prbj.g_02646	Prbg.g_01725
OG0001075	Prbj.g_02645	Prbg.g_01726
OG0001076	Prbj.g_02644	Prbg.g_01727
OG0001077	Prbj.g_02643	Prbg.g_01728
OG0001078	Prbj.g_02641	Prbg.g_01729
OG0001079	Prbj.g_02640	Prbg.g_01730
OG0001080	Prbj.g_02639	Prbg.g_01731
OG0001081	Prbj.g_01027	Prbg.g_01735
OG0001082	Prbj.g_01028	Prbg.g_01736
OG0001083	Prbj.g_01032	Prbg.g_01739
OG0001084	Prbj.g_01030	Prbg.g_01738
