Orthogroup	Prax	Prbb
OG0000550	Prax.g_00059	Prbb.g_00600
OG0000551	Prax.g_00060	Prbb.g_00601
OG0000552	Prax.g_00061	Prbb.g_00602
OG0000553	Prax.g_00062	Prbb.g_00603
OG0000554	Prax.g_00063	Prbb.g_00604
OG0000555	Prax.g_00064	Prbb.g_00606
OG0000556	Prax.g_00065	Prbb.g_00607
OG0000557	Prax.g_00066	Prbb.g_00608
OG0000558	Prax.g_00067	Prbb.g_00609
OG0000559	Prax.g_00068	Prbb.g_00610
OG0000560	Prax.g_00069	Prbb.g_00611
OG0000561	Prax.g_00070	Prbb.g_00612
OG0000562	Prax.g_00071	Prbb.g_00613
OG0000563	Prax.g_00072	Prbb.g_00614
OG0000564	Prax.g_00073	Prbb.g_00615
OG0000565	Prax.g_00074	Prbb.g_00616
OG0000566	Prax.g_00075	Prbb.g_00617
OG0000567	Prax.g_00076	Prbb.g_00618
OG0000568	Prax.g_00077	Prbb.g_00619
OG0000569	Prax.g_00080	Prbb.g_00622
OG0000570	Prax.g_00081	Prbb.g_00623
OG0000571	Prax.g_00083	Prbb.g_00624
OG0000572	Prax.g_00084	Prbb.g_00626
OG0000573	Prax.g_00085	Prbb.g_00627
OG0000574	Prax.g_00086	Prbb.g_00628
OG0000575	Prax.g_00087	Prbb.g_00629
OG0000576	Prax.g_00088	Prbb.g_00630
OG0000577	Prax.g_00089	Prbb.g_00631
OG0000578	Prax.g_00090	Prbb.g_00632
OG0000579	Prax.g_00091	Prbb.g_00633
OG0000580	Prax.g_00092	Prbb.g_00634
OG0000581	Prax.g_00093	Prbb.g_00635
OG0000582	Prax.g_00094	Prbb.g_00636
OG0000583	Prax.g_00095	Prbb.g_00637
OG0000584	Prax.g_00097	Prbb.g_00639
OG0000585	Prax.g_00098	Prbb.g_00640
OG0000586	Prax.g_00099	Prbb.g_00641
OG0000587	Prax.g_00100	Prbb.g_00642
OG0000588	Prax.g_00101	Prbb.g_00643
OG0000589	Prax.g_00102	Prbb.g_00644
OG0000590	Prax.g_00103	Prbb.g_00645
OG0000591	Prax.g_00104	Prbb.g_00646
OG0000592	Prax.g_00105	Prbb.g_00647
OG0000593	Prax.g_00106	Prbb.g_00648
OG0000594	Prax.g_00107	Prbb.g_00649
OG0000595	Prax.g_00108	Prbb.g_00650
OG0000596	Prax.g_00109	Prbb.g_00651
OG0000597	Prax.g_00113	Prbb.g_00655
OG0000598	Prax.g_00114	Prbb.g_00656
OG0000599	Prax.g_00115	Prbb.g_00657
OG0000600	Prax.g_00116	Prbb.g_00658
OG0000601	Prax.g_00117	Prbb.g_00659
OG0000602	Prax.g_00118	Prbb.g_00660
OG0000603	Prax.g_00119	Prbb.g_00661
OG0000604	Prax.g_00120	Prbb.g_00662
OG0000605	Prax.g_00121	Prbb.g_00664
OG0000606	Prax.g_00122	Prbb.g_00665
OG0000607	Prax.g_00123	Prbb.g_00667
OG0000608	Prax.g_00977	Prbb.g_00668
OG0000609	Prax.g_00975	Prbb.g_00670
OG0000610	Prax.g_00974	Prbb.g_00671
OG0000611	Prax.g_00972	Prbb.g_00674
OG0000612	Prax.g_00971	Prbb.g_00675
OG0000613	Prax.g_00969	Prbb.g_00677
OG0000614	Prax.g_00963	Prbb.g_00684
OG0000615	Prax.g_00962	Prbb.g_00685
OG0000616	Prax.g_00961	Prbb.g_00686
OG0000617	Prax.g_00959	Prbb.g_00689
OG0000618	Prax.g_00958	Prbb.g_00690
OG0000619	Prax.g_00957	Prbb.g_00691
OG0000620	Prax.g_00955	Prbb.g_00693
OG0000621	Prax.g_00954	Prbb.g_00694
OG0000622	Prax.g_00953	Prbb.g_00695
OG0000623	Prax.g_00952	Prbb.g_00696
OG0000624	Prax.g_00950	Prbb.g_00700
OG0000625	Prax.g_00949	Prbb.g_00701
OG0000626	Prax.g_00948	Prbb.g_00702
OG0000627	Prax.g_00947	Prbb.g_01450
OG0000628	Prax.g_00946	Prbb.g_00703
OG0000629	Prax.g_00945	Prbb.g_00705
OG0000630	Prax.g_00943	Prbb.g_00707
OG0000631	Prax.g_00942	Prbb.g_00708
OG0000632	Prax.g_00938	Prbb.g_02176
OG0000633	Prax.g_00937	Prbb.g_01260
OG0000634	Prax.g_00484	Prbb.g_00714
OG0000635	Prax.g_00482	Prbb.g_00716
OG0000636	Prax.g_00481	Prbb.g_00717
OG0000637	Prax.g_00479	Prbb.g_00719
OG0000638	Prax.g_00478	Prbb.g_00720
OG0000639	Prax.g_00477	Prbb.g_00721
OG0000640	Prax.g_00476	Prbb.g_00722
OG0000641	Prax.g_00475	Prbb.g_00723
OG0000642	Prax.g_00474	Prbb.g_00724
OG0000643	Prax.g_00473	Prbb.g_00725
OG0000644	Prax.g_00471	Prbb.g_00727
OG0000645	Prax.g_00470	Prbb.g_00729
OG0000646	Prax.g_00469	Prbb.g_00730
OG0000647	Prax.g_00468	Prbb.g_00731
OG0000648	Prax.g_00467	Prbb.g_00733
OG0000649	Prax.g_00466	Prbb.g_00734
OG0000650	Prax.g_00465	Prbb.g_00735
OG0000651	Prax.g_00464	Prbb.g_00736
OG0000652	Prax.g_00462	Prbb.g_00738
OG0000653	Prax.g_00430	Prbb.g_00086
OG0000654	Prax.g_00428	Prbb.g_00108
OG0000655	Prax.g_00418	Prbb.g_01452
OG0000656	Prax.g_00413	Prbb.g_01099
OG0000657	Prax.g_00409	Prbb.g_00983
OG0000658	Prax.g_00408	Prbb.g_00982
OG0000659	Prax.g_00407	Prbb.g_00981
OG0000660	Prax.g_00395	Prbb.g_00389
OG0000661	Prax.g_00386	Prbb.g_00958
OG0000662	Prax.g_00384	Prbb.g_00960
OG0000663	Prax.g_00382	Prbb.g_00962
OG0000664	Prax.g_00381	Prbb.g_00963
OG0000665	Prax.g_00380	Prbb.g_00964
OG0000666	Prax.g_00379	Prbb.g_00777
OG0000667	Prax.g_00378	Prbb.g_00778
OG0000668	Prax.g_00377	Prbb.g_00779
OG0000669	Prax.g_00376	Prbb.g_00780
OG0000670	Prax.g_00374	Prbb.g_00782
OG0000671	Prax.g_00373	Prbb.g_00783
OG0000672	Prax.g_00372	Prbb.g_00784
OG0000673	Prax.g_00371	Prbb.g_00785
OG0000674	Prax.g_00370	Prbb.g_00786
OG0000675	Prax.g_00369	Prbb.g_00787
OG0000676	Prax.g_00367	Prbb.g_00789
OG0000677	Prax.g_00365	Prbb.g_00791
OG0000678	Prax.g_00364	Prbb.g_00792
OG0000679	Prax.g_00363	Prbb.g_00793
OG0000680	Prax.g_00362	Prbb.g_00794
OG0000681	Prax.g_00361	Prbb.g_00795
OG0000682	Prax.g_00360	Prbb.g_00796
OG0000683	Prax.g_00359	Prbb.g_00798
OG0000684	Prax.g_00358	Prbb.g_00800
OG0000685	Prax.g_00357	Prbb.g_00801
OG0000686	Prax.g_00356	Prbb.g_00802
OG0000687	Prax.g_00355	Prbb.g_00803
OG0000688	Prax.g_00354	Prbb.g_00804
OG0000689	Prax.g_00353	Prbb.g_00805
OG0000690	Prax.g_00352	Prbb.g_00806
OG0000691	Prax.g_00350	Prbb.g_00808
OG0000692	Prax.g_00349	Prbb.g_00809
OG0000693	Prax.g_00348	Prbb.g_00810
OG0000694	Prax.g_00347	Prbb.g_00811
OG0000695	Prax.g_00346	Prbb.g_00812
OG0000696	Prax.g_00345	Prbb.g_00813
OG0000697	Prax.g_00343	Prbb.g_00814
OG0000698	Prax.g_00342	Prbb.g_00815
OG0000699	Prax.g_00338	Prbb.g_00818
OG0000700	Prax.g_00337	Prbb.g_00819
OG0000701	Prax.g_00336	Prbb.g_00821
OG0000702	Prax.g_00335	Prbb.g_00822
OG0000703	Prax.g_00334	Prbb.g_00823
OG0000704	Prax.g_00333	Prbb.g_00824
OG0000705	Prax.g_00331	Prbb.g_00827
OG0000706	Prax.g_00330	Prbb.g_00828
OG0000707	Prax.g_00329	Prbb.g_00829
OG0000708	Prax.g_00328	Prbb.g_00830
OG0000709	Prax.g_00327	Prbb.g_00831
OG0000710	Prax.g_00326	Prbb.g_00832
OG0000711	Prax.g_00325	Prbb.g_00833
OG0000712	Prax.g_00324	Prbb.g_00834
OG0000713	Prax.g_00323	Prbb.g_00835
OG0000714	Prax.g_00321	Prbb.g_00837
OG0000715	Prax.g_00320	Prbb.g_00838
OG0000716	Prax.g_00319	Prbb.g_00839
OG0000717	Prax.g_00318	Prbb.g_00840
OG0000718	Prax.g_00317	Prbb.g_00841
OG0000719	Prax.g_00315	Prbb.g_00843
OG0000720	Prax.g_00313	Prbb.g_00847
OG0000721	Prax.g_00312	Prbb.g_00848
OG0000722	Prax.g_00546	Prbb.g_00914
OG0000723	Prax.g_00550	Prbb.g_00917
OG0000724	Prax.g_00553	Prbb.g_00922
OG0000725	Prax.g_00554	Prbb.g_00924
OG0000726	Prax.g_00555	Prbb.g_00925
OG0000727	Prax.g_00556	Prbb.g_00926
OG0000728	Prax.g_00557	Prbb.g_00927
OG0000729	Prax.g_00558	Prbb.g_00929
OG0000730	Prax.g_00559	Prbb.g_00930
OG0000731	Prax.g_00561	Prbb.g_00932
OG0000732	Prax.g_00562	Prbb.g_00933
OG0000733	Prax.g_00563	Prbb.g_00934
OG0000734	Prax.g_00564	Prbb.g_00935
OG0000735	Prax.g_00565	Prbb.g_00936
OG0000736	Prax.g_00567	Prbb.g_00938
OG0000737	Prax.g_00568	Prbb.g_00939
OG0000738	Prax.g_00570	Prbb.g_00942
OG0000739	Prax.g_00571	Prbb.g_00943
OG0000740	Prax.g_00572	Prbb.g_00944
OG0000741	Prax.g_00574	Prbb.g_00946
OG0000742	Prax.g_00575	Prbb.g_00947
OG0000743	Prax.g_00579	Prbb.g_00951
OG0000744	Prax.g_00580	Prbb.g_00952
OG0000745	Prax.g_00582	Prbb.g_00762
OG0000746	Prax.g_00583	Prbb.g_00763
OG0000747	Prax.g_00584	Prbb.g_00764
OG0000748	Prax.g_00585	Prbb.g_00765
OG0000749	Prax.g_00586	Prbb.g_00766
OG0000750	Prax.g_00587	Prbb.g_00767
OG0000751	Prax.g_00589	Prbb.g_00769
OG0000752	Prax.g_00590	Prbb.g_00770
OG0000753	Prax.g_00591	Prbb.g_00771
OG0000754	Prax.g_00592	Prbb.g_00772
OG0000755	Prax.g_00594	Prbb.g_00774
OG0000756	Prax.g_00595	Prbb.g_00775
OG0000757	Prax.g_00596	Prbb.g_00776
OG0000758	Prax.g_00597	Prbb.g_00965
OG0000759	Prax.g_00598	Prbb.g_00966
OG0000760	Prax.g_00599	Prbb.g_00967
OG0000761	Prax.g_00600	Prbb.g_00968
OG0000762	Prax.g_00602	Prbb.g_00970
OG0000763	Prax.g_00603	Prbb.g_00971
OG0000764	Prax.g_00604	Prbb.g_00972
OG0000765	Prax.g_00605	Prbb.g_00973
OG0000766	Prax.g_00606	Prbb.g_00974
OG0000767	Prax.g_00607	Prbb.g_00975
OG0000768	Prax.g_00608	Prbb.g_00976
OG0000769	Prax.g_00609	Prbb.g_00977
OG0000770	Prax.g_00610	Prbb.g_00978
OG0000771	Prax.g_00611	Prbb.g_00979
OG0000772	Prax.g_00612	Prbb.g_00893
OG0000773	Prax.g_00614	Prbb.g_00984
OG0000774	Prax.g_00615	Prbb.g_00985
OG0000775	Prax.g_00616	Prbb.g_00986
OG0000776	Prax.g_00617	Prbb.g_00988
OG0000777	Prax.g_00618	Prbb.g_00989
OG0000778	Prax.g_00619	Prbb.g_00990
OG0000779	Prax.g_01130	Prbb.g_00992
OG0000780	Prax.g_01131	Prbb.g_00993
OG0000781	Prax.g_01132	Prbb.g_00994
OG0000782	Prax.g_01134	Prbb.g_00996
OG0000783	Prax.g_01135	Prbb.g_00997
OG0000784	Prax.g_01136	Prbb.g_00998
OG0000785	Prax.g_01137	Prbb.g_00999
OG0000786	Prax.g_01138	Prbb.g_01000
OG0000787	Prax.g_01140	Prbb.g_01002
OG0000788	Prax.g_01141	Prbb.g_01003
OG0000789	Prax.g_01142	Prbb.g_01004
OG0000790	Prax.g_01143	Prbb.g_01005
OG0000791	Prax.g_01144	Prbb.g_01006
OG0000792	Prax.g_01145	Prbb.g_00101
OG0000793	Prax.g_01146	Prbb.g_01007
OG0000794	Prax.g_01147	Prbb.g_01008
OG0000795	Prax.g_01148	Prbb.g_01009
OG0000796	Prax.g_01150	Prbb.g_01010
OG0000797	Prax.g_01152	Prbb.g_01012
OG0000798	Prax.g_01153	Prbb.g_01013
OG0000799	Prax.g_01154	Prbb.g_01014
OG0000800	Prax.g_01155	Prbb.g_01015
OG0000801	Prax.g_01156	Prbb.g_01016
OG0000802	Prax.g_01158	Prbb.g_01017
OG0000803	Prax.g_01159	Prbb.g_01018
OG0000804	Prax.g_01173	Prbb.g_01036
OG0000805	Prax.g_01175	Prbb.g_01037
OG0000806	Prax.g_01176	Prbb.g_01038
OG0000807	Prax.g_01177	Prbb.g_01039
OG0000808	Prax.g_01178	Prbb.g_01040
OG0000809	Prax.g_01182	Prbb.g_01045
OG0000810	Prax.g_01183	Prbb.g_01047
OG0000811	Prax.g_01184	Prbb.g_01048
OG0000812	Prax.g_01185	Prbb.g_00892
OG0000813	Prax.g_01186	Prbb.g_01049
OG0000814	Prax.g_01187	Prbb.g_01050
OG0000815	Prax.g_01188	Prbb.g_01051
OG0000816	Prax.g_01190	Prbb.g_01054
OG0000817	Prax.g_01193	Prbb.g_01058
OG0000818	Prax.g_01194	Prbb.g_01059
OG0000819	Prax.g_01196	Prbb.g_01062
OG0000820	Prax.g_01197	Prbb.g_01063
OG0000821	Prax.g_01198	Prbb.g_01064
OG0000822	Prax.g_01199	Prbb.g_01065
OG0000823	Prax.g_01202	Prbb.g_01068
OG0000824	Prax.g_01203	Prbb.g_01069
OG0000825	Prax.g_01205	Prbb.g_00891
OG0000826	Prax.g_01206	Prbb.g_00890
OG0000827	Prax.g_01207	Prbb.g_00889
OG0000828	Prax.g_01209	Prbb.g_00887
OG0000829	Prax.g_01235	Prbb.g_00897
OG0000830	Prax.g_01245	Prbb.g_01108
OG0000831	Prax.g_01248	Prbb.g_01090
OG0000832	Prax.g_01249	Prbb.g_01783
OG0000833	Prax.g_01256	Prbb.g_02071
OG0000834	Prax.g_00126	Prbb.g_00392
OG0000835	Prax.g_00130	Prbb.g_00400
OG0000836	Prax.g_00132	Prbb.g_01780
OG0000837	Prax.g_00146	Prbb.g_01085
OG0000838	Prax.g_00162	Prbb.g_01888
OG0000839	Prax.g_00163	Prbb.g_01889
OG0000840	Prax.g_00168	Prbb.g_01126
OG0000841	Prax.g_00181	Prbb.g_01539
OG0000842	Prax.g_00185	Prbb.g_01533
OG0000843	Prax.g_00187	Prbb.g_01531
OG0000844	Prax.g_00188	Prbb.g_01530
OG0000845	Prax.g_00189	Prbb.g_01529
OG0000846	Prax.g_00190	Prbb.g_01528
OG0000847	Prax.g_00191	Prbb.g_01527
OG0000848	Prax.g_00192	Prbb.g_01526
OG0000849	Prax.g_00193	Prbb.g_01525
OG0000850	Prax.g_00194	Prbb.g_01524
OG0000851	Prax.g_00196	Prbb.g_01521
OG0000852	Prax.g_00199	Prbb.g_01518
OG0000853	Prax.g_00201	Prbb.g_01516
OG0000854	Prax.g_00202	Prbb.g_01515
OG0000855	Prax.g_00203	Prbb.g_01513
OG0000856	Prax.g_00204	Prbb.g_01512
OG0000857	Prax.g_00205	Prbb.g_01511
OG0000858	Prax.g_00207	Prbb.g_01508
OG0000859	Prax.g_00208	Prbb.g_01507
OG0000860	Prax.g_00209	Prbb.g_01506
OG0000861	Prax.g_00210	Prbb.g_01505
OG0000862	Prax.g_00211	Prbb.g_01504
OG0000863	Prax.g_00212	Prbb.g_01502
OG0000864	Prax.g_00213	Prbb.g_01501
OG0000865	Prax.g_00214	Prbb.g_01500
OG0000866	Prax.g_00215	Prbb.g_01499
OG0000867	Prax.g_00218	Prbb.g_01497
OG0000868	Prax.g_00220	Prbb.g_01495
OG0000869	Prax.g_00221	Prbb.g_01493
OG0000870	Prax.g_00222	Prbb.g_01491
OG0000871	Prax.g_00223	Prbb.g_01490
OG0000872	Prax.g_00224	Prbb.g_01488
OG0000873	Prax.g_00225	Prbb.g_01487
OG0000874	Prax.g_00226	Prbb.g_01486
OG0000875	Prax.g_00227	Prbb.g_01484
OG0000876	Prax.g_00229	Prbb.g_01482
OG0000877	Prax.g_00230	Prbb.g_01481
OG0000878	Prax.g_00231	Prbb.g_01480
OG0000879	Prax.g_00232	Prbb.g_01479
OG0000880	Prax.g_00233	Prbb.g_01478
OG0000881	Prax.g_00234	Prbb.g_01477
OG0000882	Prax.g_00235	Prbb.g_01476
OG0000883	Prax.g_00236	Prbb.g_01475
OG0000884	Prax.g_00237	Prbb.g_01474
OG0000885	Prax.g_00238	Prbb.g_01473
OG0000886	Prax.g_00239	Prbb.g_01472
OG0000887	Prax.g_00240	Prbb.g_01471
OG0000888	Prax.g_00241	Prbb.g_01470
OG0000889	Prax.g_00242	Prbb.g_01469
OG0000890	Prax.g_00243	Prbb.g_01468
OG0000891	Prax.g_00244	Prbb.g_01467
OG0000892	Prax.g_00245	Prbb.g_01465
OG0000893	Prax.g_00246	Prbb.g_01464
OG0000894	Prax.g_00248	Prbb.g_01463
OG0000895	Prax.g_00249	Prbb.g_01462
OG0000896	Prax.g_00251	Prbb.g_01461
OG0000897	Prax.g_00252	Prbb.g_01460
OG0000898	Prax.g_00253	Prbb.g_01459
OG0000899	Prax.g_00254	Prbb.g_01458
OG0000900	Prax.g_00256	Prbb.g_01457
OG0000901	Prax.g_01928	Prbb.g_01291
OG0000902	Prax.g_01910	Prbb.g_01575
OG0000903	Prax.g_01909	Prbb.g_01576
OG0000904	Prax.g_01908	Prbb.g_01577
OG0000905	Prax.g_01907	Prbb.g_01578
OG0000906	Prax.g_01906	Prbb.g_01580
OG0000907	Prax.g_01904	Prbb.g_01581
OG0000908	Prax.g_01903	Prbb.g_01582
OG0000909	Prax.g_01902	Prbb.g_01583
OG0000910	Prax.g_01901	Prbb.g_01584
OG0000911	Prax.g_01900	Prbb.g_01585
OG0000912	Prax.g_01897	Prbb.g_01588
OG0000913	Prax.g_01896	Prbb.g_01589
OG0000914	Prax.g_01895	Prbb.g_01590
OG0000915	Prax.g_01893	Prbb.g_01592
OG0000916	Prax.g_01892	Prbb.g_01593
OG0000917	Prax.g_01891	Prbb.g_01594
OG0000918	Prax.g_01890	Prbb.g_01595
OG0000919	Prax.g_01889	Prbb.g_01596
OG0000920	Prax.g_01888	Prbb.g_01597
OG0000921	Prax.g_01886	Prbb.g_01600
OG0000922	Prax.g_01885	Prbb.g_01601
OG0000923	Prax.g_01881	Prbb.g_01608
OG0000924	Prax.g_01880	Prbb.g_01609
OG0000925	Prax.g_01877	Prbb.g_01612
OG0000926	Prax.g_01876	Prbb.g_00746
OG0000927	Prax.g_01875	Prbb.g_01541
OG0000928	Prax.g_01873	Prbb.g_01057
OG0000929	Prax.g_01871	Prbb.g_01789
OG0000930	Prax.g_01869	Prbb.g_01637
OG0000931	Prax.g_01868	Prbb.g_00845
OG0000932	Prax.g_01865	Prbb.g_01201
OG0000933	Prax.g_01861	Prbb.g_01641
OG0000934	Prax.g_01860	Prbb.g_01642
OG0000935	Prax.g_01859	Prbb.g_01643
OG0000936	Prax.g_01858	Prbb.g_01644
OG0000937	Prax.g_01857	Prbb.g_01645
OG0000938	Prax.g_01856	Prbb.g_01646
OG0000939	Prax.g_01855	Prbb.g_01647
OG0000940	Prax.g_01854	Prbb.g_01648
OG0000941	Prax.g_01853	Prbb.g_01649
OG0000942	Prax.g_01852	Prbb.g_01650
OG0000943	Prax.g_01851	Prbb.g_01651
OG0000944	Prax.g_01850	Prbb.g_01652
OG0000945	Prax.g_01849	Prbb.g_01653
OG0000946	Prax.g_01848	Prbb.g_01654
OG0000947	Prax.g_01847	Prbb.g_01655
OG0000948	Prax.g_01846	Prbb.g_01656
OG0000949	Prax.g_01845	Prbb.g_01657
OG0000950	Prax.g_01780	Prbb.g_02044
OG0000951	Prax.g_01751	Prbb.g_01668
OG0000952	Prax.g_01750	Prbb.g_01669
OG0000953	Prax.g_01749	Prbb.g_01670
OG0000954	Prax.g_01748	Prbb.g_01671
OG0000955	Prax.g_01747	Prbb.g_01672
OG0000956	Prax.g_01745	Prbb.g_01674
OG0000957	Prax.g_01744	Prbb.g_01675
OG0000958	Prax.g_01743	Prbb.g_01676
OG0000959	Prax.g_01742	Prbb.g_01677
OG0000960	Prax.g_01741	Prbb.g_01678
OG0000961	Prax.g_01740	Prbb.g_01679
OG0000962	Prax.g_01739	Prbb.g_01680
OG0000963	Prax.g_01738	Prbb.g_01681
OG0000964	Prax.g_01737	Prbb.g_01683
OG0000965	Prax.g_01735	Prbb.g_01684
OG0000966	Prax.g_01734	Prbb.g_01685
OG0000967	Prax.g_01726	Prbb.g_01688
OG0000968	Prax.g_01725	Prbb.g_01689
OG0000969	Prax.g_01724	Prbb.g_01690
OG0000970	Prax.g_01723	Prbb.g_01691
OG0000971	Prax.g_01722	Prbb.g_01692
OG0000972	Prax.g_01721	Prbb.g_01693
OG0000973	Prax.g_01719	Prbb.g_01695
OG0000974	Prax.g_01718	Prbb.g_01696
OG0000975	Prax.g_01717	Prbb.g_01697
OG0000976	Prax.g_01716	Prbb.g_01698
OG0000977	Prax.g_01715	Prbb.g_01699
OG0000978	Prax.g_01714	Prbb.g_01700
OG0000979	Prax.g_01713	Prbb.g_01701
OG0000980	Prax.g_01712	Prbb.g_00465
OG0000981	Prax.g_01711	Prbb.g_01702
OG0000982	Prax.g_01710	Prbb.g_01703
OG0000983	Prax.g_01709	Prbb.g_01704
OG0000984	Prax.g_01705	Prbb.g_01707
OG0000985	Prax.g_01704	Prbb.g_01708
OG0000986	Prax.g_01703	Prbb.g_01709
OG0000987	Prax.g_01701	Prbb.g_01711
OG0000988	Prax.g_01700	Prbb.g_01712
OG0000989	Prax.g_01699	Prbb.g_01713
OG0000990	Prax.g_01698	Prbb.g_01714
OG0000991	Prax.g_01697	Prbb.g_01715
OG0000992	Prax.g_01696	Prbb.g_01716
OG0000993	Prax.g_01695	Prbb.g_01717
OG0000994	Prax.g_01694	Prbb.g_01718
OG0000995	Prax.g_01693	Prbb.g_01719
OG0000996	Prax.g_01692	Prbb.g_01720
OG0000997	Prax.g_01690	Prbb.g_01722
OG0000998	Prax.g_01687	Prbb.g_01728
OG0000999	Prax.g_01685	Prbb.g_01731
OG0001000	Prax.g_01684	Prbb.g_01732
OG0001001	Prax.g_01683	Prbb.g_01733
OG0001002	Prax.g_01681	Prbb.g_01735
OG0001003	Prax.g_01680	Prbb.g_01736
OG0001004	Prax.g_01679	Prbb.g_01737
OG0001005	Prax.g_01678	Prbb.g_01738
OG0001006	Prax.g_01676	Prbb.g_01740
OG0001007	Prax.g_01675	Prbb.g_01741
OG0001008	Prax.g_01674	Prbb.g_01742
OG0001009	Prax.g_01673	Prbb.g_01744
OG0001010	Prax.g_01672	Prbb.g_01745
OG0001011	Prax.g_01671	Prbb.g_01746
OG0001012	Prax.g_01670	Prbb.g_01747
OG0001013	Prax.g_01669	Prbb.g_01748
OG0001014	Prax.g_01668	Prbb.g_01749
OG0001015	Prax.g_01667	Prbb.g_01750
OG0001016	Prax.g_01666	Prbb.g_01751
OG0001017	Prax.g_01665	Prbb.g_01752
OG0001018	Prax.g_01664	Prbb.g_01753
OG0001019	Prax.g_01663	Prbb.g_01754
OG0001020	Prax.g_01662	Prbb.g_01755
OG0001021	Prax.g_01661	Prbb.g_01756
OG0001022	Prax.g_01660	Prbb.g_01757
OG0001023	Prax.g_01659	Prbb.g_01758
OG0001024	Prax.g_01657	Prbb.g_01760
OG0001025	Prax.g_01656	Prbb.g_01761
OG0001026	Prax.g_01655	Prbb.g_01762
OG0001027	Prax.g_01654	Prbb.g_01763
OG0001028	Prax.g_01653	Prbb.g_01765
OG0001029	Prax.g_01652	Prbb.g_01766
OG0001030	Prax.g_01649	Prbb.g_01769
OG0001031	Prax.g_01648	Prbb.g_01770
OG0001032	Prax.g_01640	Prbb.g_01555
OG0001033	Prax.g_01633	Prbb.g_01659
OG0001034	Prax.g_01605	Prbb.g_00799
OG0001035	Prax.g_01565	Prbb.g_01817
OG0001036	Prax.g_01564	Prbb.g_01818
OG0001037	Prax.g_01558	Prbb.g_01824
OG0001038	Prax.g_01557	Prbb.g_01825
OG0001039	Prax.g_01556	Prbb.g_01826
OG0001040	Prax.g_01555	Prbb.g_01827
OG0001041	Prax.g_01553	Prbb.g_01828
OG0001042	Prax.g_01552	Prbb.g_01829
OG0001043	Prax.g_01551	Prbb.g_01830
OG0001044	Prax.g_01550	Prbb.g_01831
OG0001045	Prax.g_01549	Prbb.g_01832
OG0001046	Prax.g_01548	Prbb.g_01833
OG0001047	Prax.g_01547	Prbb.g_01834
OG0001048	Prax.g_01545	Prbb.g_01835
OG0001049	Prax.g_01544	Prbb.g_01836
OG0001050	Prax.g_01543	Prbb.g_01837
OG0001051	Prax.g_01542	Prbb.g_01838
OG0001052	Prax.g_01541	Prbb.g_01839
OG0001053	Prax.g_01540	Prbb.g_01840
OG0001054	Prax.g_01539	Prbb.g_01841
OG0001055	Prax.g_01538	Prbb.g_01842
OG0001056	Prax.g_01537	Prbb.g_01843
OG0001057	Prax.g_01535	Prbb.g_01845
OG0001058	Prax.g_01534	Prbb.g_01846
OG0001059	Prax.g_01533	Prbb.g_01847
OG0001060	Prax.g_01532	Prbb.g_01848
OG0001061	Prax.g_01531	Prbb.g_01849
OG0001062	Prax.g_01530	Prbb.g_01851
OG0001063	Prax.g_01529	Prbb.g_01852
OG0001064	Prax.g_01528	Prbb.g_01853
OG0001065	Prax.g_01527	Prbb.g_01854
OG0001066	Prax.g_01526	Prbb.g_01855
OG0001067	Prax.g_01525	Prbb.g_01856
OG0001068	Prax.g_01524	Prbb.g_01857
OG0001069	Prax.g_01521	Prbb.g_01859
OG0001070	Prax.g_01519	Prbb.g_01861
OG0001071	Prax.g_01518	Prbb.g_01862
OG0001072	Prax.g_01517	Prbb.g_01863
OG0001073	Prax.g_01516	Prbb.g_01864
OG0001074	Prax.g_01515	Prbb.g_01865
OG0001075	Prax.g_01513	Prbb.g_01867
OG0001076	Prax.g_01511	Prbb.g_01869
OG0001077	Prax.g_01510	Prbb.g_01870
OG0001078	Prax.g_01509	Prbb.g_01871
OG0001079	Prax.g_01508	Prbb.g_01872
OG0001080	Prax.g_01507	Prbb.g_01873
OG0001081	Prax.g_01506	Prbb.g_01874
OG0001082	Prax.g_01505	Prbb.g_01875
OG0001083	Prax.g_01504	Prbb.g_01876
OG0001084	Prax.g_01503	Prbb.g_01877
OG0001085	Prax.g_01502	Prbb.g_01878
OG0001086	Prax.g_01262	Prbb.g_01922
OG0001087	Prax.g_01263	Prbb.g_01924
OG0001088	Prax.g_01264	Prbb.g_01925
OG0001089	Prax.g_01266	Prbb.g_01927
OG0001090	Prax.g_01267	Prbb.g_01928
OG0001091	Prax.g_01268	Prbb.g_01929
OG0001092	Prax.g_01269	Prbb.g_01930
OG0001093	Prax.g_01270	Prbb.g_01931
OG0001094	Prax.g_01271	Prbb.g_01932
OG0001095	Prax.g_01272	Prbb.g_01933
OG0001096	Prax.g_01273	Prbb.g_01934
OG0001097	Prax.g_01274	Prbb.g_01935
OG0001098	Prax.g_01275	Prbb.g_01936
OG0001099	Prax.g_01276	Prbb.g_01937
OG0001100	Prax.g_01277	Prbb.g_01938
OG0001101	Prax.g_01278	Prbb.g_01939
OG0001102	Prax.g_01281	Prbb.g_01948
OG0001103	Prax.g_01282	Prbb.g_01947
OG0001104	Prax.g_01283	Prbb.g_01943
OG0001105	Prax.g_01285	Prbb.g_01945
OG0001106	Prax.g_01287	Prbb.g_01942
OG0001107	Prax.g_01288	Prbb.g_01941
OG0001108	Prax.g_01289	Prbb.g_01940
