Orthogroup	Prad	Prbj
OG0000580	Prad.g_01422	Prbj.g_02570
OG0000581	Prad.g_01423	Prbj.g_02571
OG0000582	Prad.g_01424	Prbj.g_02573
OG0000583	Prad.g_01425	Prbj.g_02574
OG0000584	Prad.g_01427	Prbj.g_02576
OG0000585	Prad.g_01428	Prbj.g_02577
OG0000586	Prad.g_01429	Prbj.g_02579
OG0000587	Prad.g_01430	Prbj.g_02580
OG0000588	Prad.g_01431	Prbj.g_02581
OG0000589	Prad.g_01432	Prbj.g_02589
OG0000590	Prad.g_01433	Prbj.g_02590
OG0000591	Prad.g_01219	Prbj.g_02591
OG0000592	Prad.g_01220	Prbj.g_02592
OG0000593	Prad.g_01221	Prbj.g_02593
OG0000594	Prad.g_01222	Prbj.g_02596
OG0000595	Prad.g_01223	Prbj.g_02597
OG0000596	Prad.g_01224	Prbj.g_02598
OG0000597	Prad.g_01228	Prbj.g_00803
OG0000598	Prad.g_01229	Prbj.g_00804
OG0000599	Prad.g_01230	Prbj.g_00805
OG0000600	Prad.g_01231	Prbj.g_00806
OG0000601	Prad.g_01232	Prbj.g_00807
OG0000602	Prad.g_01233	Prbj.g_00809
OG0000603	Prad.g_01234	Prbj.g_00812
OG0000604	Prad.g_01235	Prbj.g_00813
OG0000605	Prad.g_01236	Prbj.g_00815
OG0000606	Prad.g_01237	Prbj.g_00816
OG0000607	Prad.g_01238	Prbj.g_00818
OG0000608	Prad.g_01239	Prbj.g_00819
OG0000609	Prad.g_01241	Prbj.g_00821
OG0000610	Prad.g_01242	Prbj.g_00822
OG0000611	Prad.g_01244	Prbj.g_00825
OG0000612	Prad.g_01245	Prbj.g_02707
OG0000613	Prad.g_01247	Prbj.g_01466
OG0000614	Prad.g_01253	Prbj.g_00184
OG0000615	Prad.g_01254	Prbj.g_00760
OG0000616	Prad.g_01255	Prbj.g_00248
OG0000617	Prad.g_01257	Prbj.g_02453
OG0000618	Prad.g_01258	Prbj.g_02636
OG0000619	Prad.g_01259	Prbj.g_00943
OG0000620	Prad.g_01261	Prbj.g_00921
OG0000621	Prad.g_01262	Prbj.g_00927
OG0000622	Prad.g_01263	Prbj.g_00931
OG0000623	Prad.g_01264	Prbj.g_00932
OG0000624	Prad.g_01266	Prbj.g_00946
OG0000625	Prad.g_01267	Prbj.g_00947
OG0000626	Prad.g_01268	Prbj.g_00948
OG0000627	Prad.g_01269	Prbj.g_00754
OG0000628	Prad.g_01270	Prbj.g_00755
OG0000629	Prad.g_01271	Prbj.g_00757
OG0000630	Prad.g_01273	Prbj.g_00759
OG0000631	Prad.g_01274	Prbj.g_02373
OG0000632	Prad.g_01278	Prbj.g_02057
OG0000633	Prad.g_01279	Prbj.g_00168
OG0000634	Prad.g_01050	Prbj.g_02180
OG0000635	Prad.g_01052	Prbj.g_02182
OG0000636	Prad.g_01053	Prbj.g_02183
OG0000637	Prad.g_01055	Prbj.g_02184
OG0000638	Prad.g_01056	Prbj.g_02185
OG0000639	Prad.g_01057	Prbj.g_02186
OG0000640	Prad.g_01058	Prbj.g_02187
OG0000641	Prad.g_01059	Prbj.g_02189
OG0000642	Prad.g_01060	Prbj.g_02190
OG0000643	Prad.g_01061	Prbj.g_02191
OG0000644	Prad.g_01063	Prbj.g_02193
OG0000645	Prad.g_01064	Prbj.g_02194
OG0000646	Prad.g_01065	Prbj.g_02195
OG0000647	Prad.g_01066	Prbj.g_02196
OG0000648	Prad.g_01067	Prbj.g_02320
OG0000649	Prad.g_01068	Prbj.g_02319
OG0000650	Prad.g_01069	Prbj.g_02316
OG0000651	Prad.g_01070	Prbj.g_02315
OG0000652	Prad.g_01072	Prbj.g_02312
OG0000653	Prad.g_01090	Prbj.g_02463
OG0000654	Prad.g_01092	Prbj.g_01884
OG0000656	Prad.g_01107	Prbj.g_01607
OG0000657	Prad.g_01109	Prbj.g_02276
OG0000658	Prad.g_01110	Prbj.g_02277
OG0000659	Prad.g_01111	Prbj.g_02278
OG0000660	Prad.g_01123	Prbj.g_00347
OG0000661	Prad.g_01132	Prbj.g_01337
OG0000662	Prad.g_01134	Prbj.g_02311
OG0000663	Prad.g_01137	Prbj.g_02306
OG0000664	Prad.g_01138	Prbj.g_02305
OG0000665	Prad.g_01139	Prbj.g_02304
OG0000666	Prad.g_01140	Prbj.g_02406
OG0000667	Prad.g_01141	Prbj.g_02407
OG0000668	Prad.g_01142	Prbj.g_02408
OG0000669	Prad.g_01143	Prbj.g_02409
OG0000670	Prad.g_01145	Prbj.g_02411
OG0000671	Prad.g_01146	Prbj.g_02412
OG0000672	Prad.g_01147	Prbj.g_02413
OG0000673	Prad.g_01148	Prbj.g_02414
OG0000674	Prad.g_01149	Prbj.g_02415
OG0000675	Prad.g_01150	Prbj.g_02416
OG0000676	Prad.g_01152	Prbj.g_02418
OG0000677	Prad.g_01154	Prbj.g_02420
OG0000678	Prad.g_01155	Prbj.g_02421
OG0000679	Prad.g_01156	Prbj.g_02422
OG0000680	Prad.g_01157	Prbj.g_02423
OG0000681	Prad.g_01158	Prbj.g_02424
OG0000682	Prad.g_01159	Prbj.g_02425
OG0000683	Prad.g_01160	Prbj.g_02427
OG0000684	Prad.g_01161	Prbj.g_02430
OG0000685	Prad.g_01162	Prbj.g_02431
OG0000686	Prad.g_01163	Prbj.g_02432
OG0000687	Prad.g_01164	Prbj.g_02433
OG0000688	Prad.g_01165	Prbj.g_02434
OG0000689	Prad.g_01166	Prbj.g_02435
OG0000690	Prad.g_01167	Prbj.g_02436
OG0000691	Prad.g_01169	Prbj.g_02438
OG0000692	Prad.g_01170	Prbj.g_02439
OG0000693	Prad.g_01171	Prbj.g_02440
OG0000694	Prad.g_01172	Prbj.g_02441
OG0000695	Prad.g_01173	Prbj.g_02442
OG0000696	Prad.g_01174	Prbj.g_02443
OG0000697	Prad.g_01176	Prbj.g_02470
OG0000698	Prad.g_01177	Prbj.g_02471
OG0000699	Prad.g_01181	Prbj.g_02475
OG0000700	Prad.g_01182	Prbj.g_02476
OG0000701	Prad.g_01183	Prbj.g_02478
OG0000702	Prad.g_01184	Prbj.g_02479
OG0000703	Prad.g_01185	Prbj.g_02480
OG0000704	Prad.g_00308	Prbj.g_02481
OG0000705	Prad.g_00306	Prbj.g_02483
OG0000706	Prad.g_00305	Prbj.g_02484
OG0000707	Prad.g_00304	Prbj.g_02485
OG0000708	Prad.g_00303	Prbj.g_02486
OG0000709	Prad.g_00302	Prbj.g_02487
OG0000710	Prad.g_00301	Prbj.g_02488
OG0000711	Prad.g_00300	Prbj.g_02490
OG0000712	Prad.g_00299	Prbj.g_02491
OG0000713	Prad.g_00298	Prbj.g_02492
OG0000714	Prad.g_00296	Prbj.g_02503
OG0000715	Prad.g_00295	Prbj.g_02504
OG0000716	Prad.g_00294	Prbj.g_02507
OG0000717	Prad.g_00293	Prbj.g_02511
OG0000718	Prad.g_00292	Prbj.g_02512
OG0000719	Prad.g_00290	Prbj.g_02514
OG0000720	Prad.g_00288	Prbj.g_02323
OG0000721	Prad.g_00287	Prbj.g_02199
OG0000722	Prad.g_00260	Prbj.g_02215
OG0000723	Prad.g_00256	Prbj.g_01553
OG0000724	Prad.g_00253	Prbj.g_02523
OG0000725	Prad.g_00252	Prbj.g_02333
OG0000726	Prad.g_00251	Prbj.g_00044
OG0000727	Prad.g_00250	Prbj.g_02334
OG0000728	Prad.g_00249	Prbj.g_02335
OG0000729	Prad.g_00248	Prbj.g_02337
OG0000730	Prad.g_00247	Prbj.g_02338
OG0000731	Prad.g_00245	Prbj.g_02340
OG0000732	Prad.g_00244	Prbj.g_02341
OG0000733	Prad.g_00243	Prbj.g_02342
OG0000734	Prad.g_00242	Prbj.g_02343
OG0000735	Prad.g_00241	Prbj.g_02344
OG0000736	Prad.g_00239	Prbj.g_02352
OG0000737	Prad.g_00238	Prbj.g_02354
OG0000738	Prad.g_00236	Prbj.g_02359
OG0000739	Prad.g_00235	Prbj.g_02361
OG0000740	Prad.g_00234	Prbj.g_02364
OG0000741	Prad.g_00232	Prbj.g_02379
OG0000742	Prad.g_00231	Prbj.g_02380
OG0000743	Prad.g_00227	Prbj.g_02383
OG0000744	Prad.g_00226	Prbj.g_02384
OG0000745	Prad.g_00224	Prbj.g_02397
OG0000746	Prad.g_00223	Prbj.g_02396
OG0000747	Prad.g_00222	Prbj.g_02395
OG0000748	Prad.g_00221	Prbj.g_02394
OG0000749	Prad.g_00220	Prbj.g_02393
OG0000750	Prad.g_00219	Prbj.g_02391
OG0000751	Prad.g_00217	Prbj.g_02399
OG0000752	Prad.g_00216	Prbj.g_02400
OG0000753	Prad.g_00215	Prbj.g_02401
OG0000754	Prad.g_00214	Prbj.g_02402
OG0000755	Prad.g_00212	Prbj.g_02403
OG0000756	Prad.g_00211	Prbj.g_02404
OG0000757	Prad.g_00210	Prbj.g_02405
OG0000758	Prad.g_00209	Prbj.g_02303
OG0000759	Prad.g_00208	Prbj.g_02302
OG0000760	Prad.g_00207	Prbj.g_02301
OG0000761	Prad.g_00206	Prbj.g_02299
OG0000762	Prad.g_00204	Prbj.g_02297
OG0000763	Prad.g_00203	Prbj.g_02296
OG0000764	Prad.g_00202	Prbj.g_02294
OG0000765	Prad.g_00201	Prbj.g_02293
OG0000766	Prad.g_00200	Prbj.g_02292
OG0000767	Prad.g_00199	Prbj.g_00694
OG0000768	Prad.g_00198	Prbj.g_02284
OG0000769	Prad.g_00197	Prbj.g_02283
OG0000770	Prad.g_00196	Prbj.g_02281
OG0000771	Prad.g_00195	Prbj.g_02280
OG0000772	Prad.g_00194	Prbj.g_01984
OG0000773	Prad.g_00192	Prbj.g_02275
OG0000774	Prad.g_00191	Prbj.g_02274
OG0000775	Prad.g_00190	Prbj.g_02273
OG0000776	Prad.g_00189	Prbj.g_02271
OG0000777	Prad.g_00188	Prbj.g_02270
OG0000778	Prad.g_00187	Prbj.g_02269
OG0000779	Prad.g_00185	Prbj.g_02264
OG0000780	Prad.g_00184	Prbj.g_02263
OG0000781	Prad.g_00183	Prbj.g_02261
OG0000782	Prad.g_00181	Prbj.g_02259
OG0000783	Prad.g_00180	Prbj.g_02257
OG0000784	Prad.g_00179	Prbj.g_02255
OG0000785	Prad.g_00178	Prbj.g_02254
OG0000786	Prad.g_00177	Prbj.g_02253
OG0000787	Prad.g_00175	Prbj.g_02251
OG0000788	Prad.g_00174	Prbj.g_02250
OG0000789	Prad.g_00173	Prbj.g_02249
OG0000790	Prad.g_00172	Prbj.g_02248
OG0000791	Prad.g_00171	Prbj.g_02247
OG0000792	Prad.g_00170	Prbj.g_00722
OG0000793	Prad.g_00169	Prbj.g_02245
OG0000794	Prad.g_00168	Prbj.g_02243
OG0000795	Prad.g_00167	Prbj.g_02241
OG0000796	Prad.g_00165	Prbj.g_02237
OG0000797	Prad.g_00163	Prbj.g_02236
OG0000798	Prad.g_00162	Prbj.g_02235
OG0000799	Prad.g_00161	Prbj.g_02231
OG0000800	Prad.g_00160	Prbj.g_02230
OG0000801	Prad.g_00159	Prbj.g_02229
OG0000802	Prad.g_00157	Prbj.g_02225
OG0000803	Prad.g_00156	Prbj.g_02224
OG0000804	Prad.g_00144	Prbj.g_02219
OG0000805	Prad.g_00142	Prbj.g_02217
OG0000806	Prad.g_00141	Prbj.g_02216
OG0000807	Prad.g_00140	Prbj.g_02214
OG0000808	Prad.g_00139	Prbj.g_02213
OG0000809	Prad.g_00135	Prbj.g_02207
OG0000810	Prad.g_00134	Prbj.g_02205
OG0000811	Prad.g_01039	Prbj.g_02204
OG0000812	Prad.g_01038	Prbj.g_01985
OG0000813	Prad.g_01037	Prbj.g_02203
OG0000814	Prad.g_01036	Prbj.g_02202
OG0000815	Prad.g_01035	Prbj.g_02201
OG0000816	Prad.g_01033	Prbj.g_02198
OG0000817	Prad.g_01030	Prbj.g_01850
OG0000818	Prad.g_01029	Prbj.g_01849
OG0000819	Prad.g_01026	Prbj.g_01846
OG0000820	Prad.g_01025	Prbj.g_01845
OG0000821	Prad.g_01024	Prbj.g_01844
OG0000822	Prad.g_01023	Prbj.g_01843
OG0000823	Prad.g_01020	Prbj.g_01840
OG0000824	Prad.g_01019	Prbj.g_01839
OG0000825	Prad.g_01017	Prbj.g_01836
OG0000826	Prad.g_01016	Prbj.g_01835
OG0000827	Prad.g_01015	Prbj.g_01834
OG0000828	Prad.g_01013	Prbj.g_01833
OG0000829	Prad.g_00990	Prbj.g_02687
OG0000830	Prad.g_00981	Prbj.g_02537
OG0000831	Prad.g_00978	Prbj.g_01669
OG0000832	Prad.g_00977	Prbj.g_00696
OG0000833	Prad.g_00970	Prbj.g_01289
OG0000834	Prad.g_00635	Prbj.g_00343
OG0000835	Prad.g_00639	Prbj.g_00333
OG0000836	Prad.g_00641	Prbj.g_00634
OG0000837	Prad.g_00655	Prbj.g_02555
OG0000838	Prad.g_01988	Prbj.g_01997
OG0000839	Prad.g_01987	Prbj.g_01991
OG0000840	Prad.g_01522	Prbj.g_01336
OG0000841	Prad.g_01515	Prbj.g_00641
OG0000842	Prad.g_01511	Prbj.g_00627
OG0000843	Prad.g_01509	Prbj.g_00953
OG0000844	Prad.g_01508	Prbj.g_00954
OG0000845	Prad.g_01507	Prbj.g_00955
OG0000846	Prad.g_01506	Prbj.g_00956
OG0000847	Prad.g_01505	Prbj.g_00958
OG0000848	Prad.g_01504	Prbj.g_00959
OG0000849	Prad.g_01503	Prbj.g_00962
OG0000850	Prad.g_01502	Prbj.g_00964
OG0000851	Prad.g_01500	Prbj.g_00968
OG0000852	Prad.g_01497	Prbj.g_00970
OG0000853	Prad.g_01495	Prbj.g_00972
OG0000854	Prad.g_01494	Prbj.g_00973
OG0000855	Prad.g_01493	Prbj.g_00846
OG0000856	Prad.g_01492	Prbj.g_00845
OG0000857	Prad.g_01491	Prbj.g_00844
OG0000858	Prad.g_01489	Prbj.g_00834
OG0000859	Prad.g_01488	Prbj.g_00832
OG0000860	Prad.g_01487	Prbj.g_00831
OG0000861	Prad.g_01486	Prbj.g_00830
OG0000862	Prad.g_01485	Prbj.g_00829
OG0000863	Prad.g_01484	Prbj.g_00304
OG0000864	Prad.g_01483	Prbj.g_00305
OG0000865	Prad.g_01482	Prbj.g_00307
OG0000866	Prad.g_01481	Prbj.g_00308
OG0000867	Prad.g_01478	Prbj.g_00311
OG0000868	Prad.g_01476	Prbj.g_00312
OG0000869	Prad.g_01475	Prbj.g_01910
OG0000870	Prad.g_01474	Prbj.g_01913
OG0000871	Prad.g_01473	Prbj.g_01914
OG0000872	Prad.g_01472	Prbj.g_00002
OG0000873	Prad.g_01471	Prbj.g_00003
OG0000874	Prad.g_01469	Prbj.g_00004
OG0000875	Prad.g_01468	Prbj.g_00006
OG0000876	Prad.g_01466	Prbj.g_00008
OG0000877	Prad.g_01465	Prbj.g_00009
OG0000878	Prad.g_01464	Prbj.g_00010
OG0000879	Prad.g_01463	Prbj.g_00011
OG0000880	Prad.g_01462	Prbj.g_00012
OG0000881	Prad.g_01461	Prbj.g_00013
OG0000882	Prad.g_01460	Prbj.g_00014
OG0000883	Prad.g_01459	Prbj.g_01908
OG0000884	Prad.g_01458	Prbj.g_01907
OG0000885	Prad.g_01457	Prbj.g_01906
OG0000886	Prad.g_01456	Prbj.g_01905
OG0000887	Prad.g_01455	Prbj.g_01903
OG0000888	Prad.g_01454	Prbj.g_02152
OG0000889	Prad.g_01453	Prbj.g_02153
OG0000890	Prad.g_01452	Prbj.g_02155
OG0000891	Prad.g_01451	Prbj.g_02156
OG0000892	Prad.g_01450	Prbj.g_02158
OG0000893	Prad.g_01449	Prbj.g_02159
OG0000894	Prad.g_01447	Prbj.g_02163
OG0000895	Prad.g_01446	Prbj.g_02164
OG0000896	Prad.g_01444	Prbj.g_02166
OG0000897	Prad.g_01443	Prbj.g_02167
OG0000898	Prad.g_01442	Prbj.g_00314
OG0000899	Prad.g_01441	Prbj.g_00313
OG0000900	Prad.g_01439	Prbj.g_00019
OG0000901	Prad.g_00341	Prbj.g_01679
OG0000902	Prad.g_00359	Prbj.g_00163
OG0000903	Prad.g_00360	Prbj.g_00162
OG0000904	Prad.g_00361	Prbj.g_00161
OG0000905	Prad.g_00362	Prbj.g_01717
OG0000906	Prad.g_00363	Prbj.g_01719
OG0000907	Prad.g_00365	Prbj.g_01721
OG0000908	Prad.g_00366	Prbj.g_01722
OG0000909	Prad.g_00631	Prbj.g_01723
OG0000910	Prad.g_00630	Prbj.g_01724
OG0000911	Prad.g_00629	Prbj.g_01725
OG0000912	Prad.g_00626	Prbj.g_01729
OG0000913	Prad.g_00625	Prbj.g_01732
OG0000914	Prad.g_00624	Prbj.g_01733
OG0000915	Prad.g_00622	Prbj.g_01736
OG0000916	Prad.g_00621	Prbj.g_01737
OG0000917	Prad.g_00620	Prbj.g_01738
OG0000918	Prad.g_00619	Prbj.g_01739
OG0000919	Prad.g_00618	Prbj.g_01740
OG0000920	Prad.g_00617	Prbj.g_01741
OG0000921	Prad.g_00615	Prbj.g_01744
OG0000922	Prad.g_00614	Prbj.g_01745
OG0000923	Prad.g_00612	Prbj.g_00669
OG0000924	Prad.g_00611	Prbj.g_00670
OG0000925	Prad.g_00608	Prbj.g_00121
OG0000926	Prad.g_00607	Prbj.g_00094
OG0000927	Prad.g_00606	Prbj.g_02508
OG0000928	Prad.g_00604	Prbj.g_00687
OG0000929	Prad.g_00602	Prbj.g_01837
OG0000930	Prad.g_00600	Prbj.g_02689
OG0000931	Prad.g_00599	Prbj.g_02521
OG0000932	Prad.g_00596	Prbj.g_00873
OG0000933	Prad.g_00592	Prbj.g_01640
OG0000934	Prad.g_00591	Prbj.g_01641
OG0000935	Prad.g_00590	Prbj.g_01642
OG0000936	Prad.g_00589	Prbj.g_01643
OG0000937	Prad.g_00588	Prbj.g_01644
OG0000938	Prad.g_00587	Prbj.g_01645
OG0000939	Prad.g_00586	Prbj.g_01646
OG0000940	Prad.g_00585	Prbj.g_01647
OG0000941	Prad.g_00584	Prbj.g_01649
OG0000942	Prad.g_00583	Prbj.g_01650
OG0000943	Prad.g_00582	Prbj.g_01651
OG0000944	Prad.g_00581	Prbj.g_01652
OG0000945	Prad.g_00580	Prbj.g_01653
OG0000946	Prad.g_00579	Prbj.g_01654
OG0000947	Prad.g_00578	Prbj.g_01655
OG0000948	Prad.g_00577	Prbj.g_01656
OG0000949	Prad.g_00576	Prbj.g_01657
OG0000950	Prad.g_00567	Prbj.g_01514
OG0000951	Prad.g_00533	Prbj.g_01304
OG0000952	Prad.g_00532	Prbj.g_01303
OG0000953	Prad.g_00531	Prbj.g_01302
OG0000954	Prad.g_00530	Prbj.g_01294
OG0000955	Prad.g_00529	Prbj.g_01293
OG0000956	Prad.g_00527	Prbj.g_01041
OG0000957	Prad.g_00526	Prbj.g_01043
OG0000958	Prad.g_00525	Prbj.g_01044
OG0000959	Prad.g_00524	Prbj.g_01045
OG0000960	Prad.g_00523	Prbj.g_01046
OG0000961	Prad.g_00522	Prbj.g_01047
OG0000962	Prad.g_00521	Prbj.g_01049
OG0000963	Prad.g_00520	Prbj.g_01050
OG0000964	Prad.g_00519	Prbj.g_01052
OG0000965	Prad.g_00517	Prbj.g_01054
OG0000966	Prad.g_00516	Prbj.g_01055
OG0000967	Prad.g_00513	Prbj.g_01058
OG0000968	Prad.g_00512	Prbj.g_01067
OG0000969	Prad.g_00511	Prbj.g_01068
OG0000970	Prad.g_00510	Prbj.g_01069
OG0000971	Prad.g_00509	Prbj.g_01070
OG0000972	Prad.g_00508	Prbj.g_01071
OG0000973	Prad.g_00506	Prbj.g_01073
OG0000974	Prad.g_00505	Prbj.g_01074
OG0000975	Prad.g_00504	Prbj.g_01075
OG0000976	Prad.g_00503	Prbj.g_01076
OG0000977	Prad.g_00502	Prbj.g_01077
OG0000978	Prad.g_00501	Prbj.g_01078
OG0000979	Prad.g_00500	Prbj.g_01079
OG0000980	Prad.g_00499	Prbj.g_01080
OG0000981	Prad.g_00498	Prbj.g_00631
OG0000982	Prad.g_00497	Prbj.g_00632
OG0000983	Prad.g_00496	Prbj.g_00633
OG0000984	Prad.g_00491	Prbj.g_00640
OG0000985	Prad.g_00490	Prbj.g_00642
OG0000986	Prad.g_00489	Prbj.g_00643
OG0000987	Prad.g_00487	Prbj.g_00646
OG0000988	Prad.g_00486	Prbj.g_00647
OG0000989	Prad.g_00485	Prbj.g_00648
OG0000990	Prad.g_00484	Prbj.g_00649
OG0000991	Prad.g_00483	Prbj.g_00650
OG0000992	Prad.g_00482	Prbj.g_00651
OG0000993	Prad.g_00481	Prbj.g_00652
OG0000994	Prad.g_00480	Prbj.g_00653
OG0000995	Prad.g_00479	Prbj.g_00654
OG0000996	Prad.g_00478	Prbj.g_00655
OG0000997	Prad.g_00476	Prbj.g_00657
OG0000998	Prad.g_00473	Prbj.g_00036
OG0000999	Prad.g_00471	Prbj.g_01674
OG0001000	Prad.g_00470	Prbj.g_01684
OG0001001	Prad.g_00469	Prbj.g_01686
OG0001002	Prad.g_00467	Prbj.g_01688
OG0001003	Prad.g_00466	Prbj.g_01689
OG0001004	Prad.g_00465	Prbj.g_02538
OG0001005	Prad.g_00464	Prbj.g_01690
OG0001006	Prad.g_00462	Prbj.g_01692
OG0001007	Prad.g_00461	Prbj.g_01693
OG0001008	Prad.g_00460	Prbj.g_01694
OG0001009	Prad.g_00459	Prbj.g_01696
OG0001010	Prad.g_00458	Prbj.g_01697
OG0001011	Prad.g_00457	Prbj.g_01699
OG0001012	Prad.g_00456	Prbj.g_01700
OG0001013	Prad.g_00455	Prbj.g_01701
OG0001014	Prad.g_00454	Prbj.g_01702
OG0001015	Prad.g_00453	Prbj.g_01703
OG0001016	Prad.g_00452	Prbj.g_01704
OG0001017	Prad.g_00451	Prbj.g_01705
OG0001018	Prad.g_00450	Prbj.g_01707
OG0001019	Prad.g_00449	Prbj.g_01708
OG0001020	Prad.g_00448	Prbj.g_01709
OG0001021	Prad.g_00447	Prbj.g_01710
OG0001022	Prad.g_00446	Prbj.g_01711
OG0001023	Prad.g_00445	Prbj.g_01712
OG0001024	Prad.g_00443	Prbj.g_01713
OG0001025	Prad.g_00442	Prbj.g_00888
OG0001026	Prad.g_00441	Prbj.g_00887
OG0001027	Prad.g_00440	Prbj.g_00185
OG0001028	Prad.g_00439	Prbj.g_00884
OG0001029	Prad.g_00438	Prbj.g_00883
OG0001030	Prad.g_00435	Prbj.g_00880
OG0001031	Prad.g_00434	Prbj.g_00879
OG0001032	Prad.g_00426	Prbj.g_02535
OG0001033	Prad.g_00419	Prbj.g_02561
OG0001034	Prad.g_00388	Prbj.g_02429
OG0001035	Prad.g_00947	Prbj.g_00868
OG0001036	Prad.g_00946	Prbj.g_00867
OG0001037	Prad.g_00940	Prbj.g_00856
OG0001038	Prad.g_00939	Prbj.g_00855
OG0001039	Prad.g_00938	Prbj.g_00854
OG0001040	Prad.g_00937	Prbj.g_00852
OG0001041	Prad.g_00935	Prbj.g_00495
OG0001042	Prad.g_00934	Prbj.g_00494
OG0001043	Prad.g_00933	Prbj.g_00493
OG0001044	Prad.g_00932	Prbj.g_00492
OG0001045	Prad.g_00931	Prbj.g_00491
OG0001046	Prad.g_00930	Prbj.g_00489
OG0001047	Prad.g_00929	Prbj.g_00488
OG0001048	Prad.g_00927	Prbj.g_00487
OG0001049	Prad.g_00926	Prbj.g_00486
OG0001050	Prad.g_00925	Prbj.g_00485
OG0001051	Prad.g_00924	Prbj.g_00484
OG0001052	Prad.g_00923	Prbj.g_00483
OG0001053	Prad.g_00922	Prbj.g_00482
OG0001054	Prad.g_00921	Prbj.g_00481
OG0001055	Prad.g_00920	Prbj.g_00480
OG0001056	Prad.g_00919	Prbj.g_00478
OG0001057	Prad.g_00917	Prbj.g_00476
OG0001058	Prad.g_00916	Prbj.g_00475
OG0001059	Prad.g_00915	Prbj.g_00473
OG0001060	Prad.g_00914	Prbj.g_00472
OG0001061	Prad.g_00913	Prbj.g_00471
OG0001062	Prad.g_00912	Prbj.g_00470
OG0001063	Prad.g_00911	Prbj.g_00469
OG0001064	Prad.g_00910	Prbj.g_00467
OG0001065	Prad.g_00909	Prbj.g_00466
OG0001066	Prad.g_00908	Prbj.g_00465
OG0001067	Prad.g_00907	Prbj.g_00464
OG0001068	Prad.g_00906	Prbj.g_00463
OG0001069	Prad.g_00903	Prbj.g_00459
OG0001070	Prad.g_00901	Prbj.g_00457
OG0001071	Prad.g_00900	Prbj.g_00456
OG0001072	Prad.g_00899	Prbj.g_00455
OG0001073	Prad.g_00898	Prbj.g_00454
OG0001074	Prad.g_00897	Prbj.g_00453
OG0001075	Prad.g_00895	Prbj.g_00451
OG0001076	Prad.g_00893	Prbj.g_00449
OG0001077	Prad.g_00892	Prbj.g_00448
OG0001078	Prad.g_00891	Prbj.g_00447
OG0001079	Prad.g_00890	Prbj.g_00446
OG0001080	Prad.g_00889	Prbj.g_00445
OG0001081	Prad.g_00888	Prbj.g_00444
OG0001082	Prad.g_00887	Prbj.g_00443
OG0001083	Prad.g_00886	Prbj.g_00442
OG0001084	Prad.g_00885	Prbj.g_00428
OG0001085	Prad.g_00884	Prbj.g_00427
OG0001086	Prad.g_00879	Prbj.g_02660
OG0001087	Prad.g_00878	Prbj.g_02657
OG0001088	Prad.g_00877	Prbj.g_02656
OG0001089	Prad.g_00875	Prbj.g_02652
OG0001090	Prad.g_00874	Prbj.g_02651
OG0001091	Prad.g_00873	Prbj.g_02650
OG0001092	Prad.g_00872	Prbj.g_02649
OG0001093	Prad.g_00871	Prbj.g_02648
OG0001094	Prad.g_00870	Prbj.g_02647
OG0001095	Prad.g_00869	Prbj.g_02646
OG0001096	Prad.g_00868	Prbj.g_02645
OG0001097	Prad.g_00867	Prbj.g_02644
OG0001098	Prad.g_00866	Prbj.g_02643
OG0001099	Prad.g_00865	Prbj.g_02641
OG0001100	Prad.g_00864	Prbj.g_02640
OG0001101	Prad.g_00863	Prbj.g_02639
OG0001102	Prad.g_00860	Prbj.g_01027
OG0001103	Prad.g_00859	Prbj.g_01028
OG0001104	Prad.g_00858	Prbj.g_01032
OG0001105	Prad.g_00856	Prbj.g_01030
OG0001106	Prad.g_00854	Prbj.g_01033
OG0001107	Prad.g_00853	Prbj.g_01034
OG0001108	Prad.g_00852	Prbj.g_02635
OG0001109	Prad.g_00849	Prbj.g_01025
OG0001110	Prad.g_00847	Prbj.g_01023
OG0001111	Prad.g_00846	Prbj.g_01022
OG0001112	Prad.g_00845	Prbj.g_01021
OG0001113	Prad.g_00844	Prbj.g_01020
OG0001114	Prad.g_00843	Prbj.g_01019
OG0001115	Prad.g_00842	Prbj.g_01018
OG0001116	Prad.g_00841	Prbj.g_01017
OG0001117	Prad.g_00840	Prbj.g_01016
OG0001118	Prad.g_00839	Prbj.g_01015
OG0001119	Prad.g_00838	Prbj.g_01014
OG0001120	Prad.g_00837	Prbj.g_01013
OG0001121	Prad.g_00836	Prbj.g_01012
OG0001122	Prad.g_00835	Prbj.g_01011
OG0001123	Prad.g_00834	Prbj.g_01010
OG0001124	Prad.g_00833	Prbj.g_01009
OG0001125	Prad.g_00832	Prbj.g_01008
OG0001126	Prad.g_00831	Prbj.g_01007
OG0001127	Prad.g_00830	Prbj.g_01006
OG0001128	Prad.g_00829	Prbj.g_01005
OG0001129	Prad.g_00828	Prbj.g_01004
OG0001130	Prad.g_00827	Prbj.g_01003
OG0001131	Prad.g_00826	Prbj.g_01002
OG0001132	Prad.g_00825	Prbj.g_01001
OG0001133	Prad.g_00824	Prbj.g_01000
OG0001134	Prad.g_00823	Prbj.g_00999
OG0001135	Prad.g_00822	Prbj.g_00998
OG0001136	Prad.g_00821	Prbj.g_00997
OG0001137	Prad.g_00820	Prbj.g_00996
OG0001138	Prad.g_00819	Prbj.g_00995
OG0001139	Prad.g_00818	Prbj.g_00994
