Orthogroup	Prad	Pral
OG0000588	Prad.g_01431	Pral.g_01443
OG0000589	Prad.g_01432	Pral.g_01444
OG0000590	Prad.g_01433	Pral.g_01445
OG0000591	Prad.g_01219	Pral.g_01446
OG0000592	Prad.g_01220	Pral.g_01447
OG0000593	Prad.g_01221	Pral.g_01448
OG0000594	Prad.g_01222	Pral.g_01449
OG0000595	Prad.g_01223	Pral.g_01450
OG0000596	Prad.g_01224	Pral.g_01451
OG0000597	Prad.g_01228	Pral.g_01455
OG0000598	Prad.g_01229	Pral.g_01456
OG0000599	Prad.g_01230	Pral.g_01457
OG0000600	Prad.g_01231	Pral.g_01458
OG0000601	Prad.g_01232	Pral.g_01459
OG0000602	Prad.g_01233	Pral.g_01460
OG0000603	Prad.g_01234	Pral.g_01461
OG0000604	Prad.g_01235	Pral.g_01462
OG0000605	Prad.g_01236	Pral.g_01463
OG0000606	Prad.g_01237	Pral.g_01464
OG0000607	Prad.g_01238	Pral.g_01466
OG0000608	Prad.g_01239	Pral.g_01467
OG0000609	Prad.g_01241	Pral.g_01469
OG0000610	Prad.g_01242	Pral.g_01470
OG0000611	Prad.g_01244	Pral.g_01772
OG0000612	Prad.g_01245	Pral.g_01771
OG0000613	Prad.g_01247	Pral.g_01769
OG0000614	Prad.g_01253	Pral.g_01763
OG0000615	Prad.g_01254	Pral.g_01762
OG0000616	Prad.g_01255	Pral.g_01761
OG0000617	Prad.g_01257	Pral.g_01758
OG0000618	Prad.g_01258	Pral.g_01757
OG0000619	Prad.g_01259	Pral.g_01756
OG0000620	Prad.g_01261	Pral.g_01754
OG0000621	Prad.g_01262	Pral.g_01753
OG0000622	Prad.g_01263	Pral.g_01752
OG0000623	Prad.g_01264	Pral.g_01751
OG0000624	Prad.g_01266	Pral.g_01748
OG0000625	Prad.g_01267	Pral.g_01747
OG0000626	Prad.g_01268	Pral.g_01746
OG0000627	Prad.g_01269	Pral.g_01743
OG0000628	Prad.g_01270	Pral.g_01742
OG0000629	Prad.g_01271	Pral.g_01741
OG0000630	Prad.g_01273	Pral.g_01739
OG0000631	Prad.g_01274	Pral.g_01737
OG0000632	Prad.g_01278	Pral.g_00399
OG0000633	Prad.g_01279	Pral.g_01691
OG0000634	Prad.g_01050	Pral.g_01728
OG0000635	Prad.g_01052	Pral.g_01726
OG0000636	Prad.g_01053	Pral.g_01725
OG0000637	Prad.g_01055	Pral.g_01723
OG0000638	Prad.g_01056	Pral.g_01722
OG0000639	Prad.g_01057	Pral.g_01721
OG0000640	Prad.g_01058	Pral.g_01720
OG0000641	Prad.g_01059	Pral.g_01719
OG0000642	Prad.g_01060	Pral.g_01718
OG0000643	Prad.g_01061	Pral.g_01717
OG0000644	Prad.g_01063	Pral.g_01715
OG0000645	Prad.g_01064	Pral.g_01713
OG0000646	Prad.g_01065	Pral.g_01712
OG0000647	Prad.g_01066	Pral.g_01711
OG0000648	Prad.g_01067	Pral.g_01709
OG0000649	Prad.g_01068	Pral.g_01708
OG0000650	Prad.g_01069	Pral.g_01707
OG0000651	Prad.g_01070	Pral.g_01706
OG0000652	Prad.g_01072	Pral.g_01704
OG0000653	Prad.g_01090	Pral.g_01304
OG0000654	Prad.g_01092	Pral.g_00023
OG0000655	Prad.g_01102, Prad.g_01207	Pral.g_00451
OG0000656	Prad.g_01107	Pral.g_01037
OG0000657	Prad.g_01109	Pral.g_01635
OG0000658	Prad.g_01110	Pral.g_01636
OG0000659	Prad.g_01111	Pral.g_01637
OG0000660	Prad.g_01123	Pral.g_00701
OG0000661	Prad.g_01132	Pral.g_01663
OG0000662	Prad.g_01134	Pral.g_01660
OG0000663	Prad.g_01137	Pral.g_01658
OG0000664	Prad.g_01138	Pral.g_01657
OG0000665	Prad.g_01139	Pral.g_01656
OG0000666	Prad.g_01140	Pral.g_01482
OG0000667	Prad.g_01141	Pral.g_01483
OG0000668	Prad.g_01142	Pral.g_01484
OG0000669	Prad.g_01143	Pral.g_01485
OG0000670	Prad.g_01145	Pral.g_01487
OG0000671	Prad.g_01146	Pral.g_01488
OG0000672	Prad.g_01147	Pral.g_01489
OG0000673	Prad.g_01148	Pral.g_01490
OG0000674	Prad.g_01149	Pral.g_01491
OG0000675	Prad.g_01150	Pral.g_01492
OG0000676	Prad.g_01152	Pral.g_01494
OG0000677	Prad.g_01154	Pral.g_01496
OG0000678	Prad.g_01155	Pral.g_01497
OG0000679	Prad.g_01156	Pral.g_01498
OG0000680	Prad.g_01157	Pral.g_01499
OG0000681	Prad.g_01158	Pral.g_01500
OG0000682	Prad.g_01159	Pral.g_01501
OG0000683	Prad.g_01160	Pral.g_01502
OG0000684	Prad.g_01161	Pral.g_01504
OG0000685	Prad.g_01162	Pral.g_01505
OG0000686	Prad.g_01163	Pral.g_01506
OG0000687	Prad.g_01164	Pral.g_01507
OG0000688	Prad.g_01165	Pral.g_01508
OG0000689	Prad.g_01166	Pral.g_01509
OG0000690	Prad.g_01167	Pral.g_01510
OG0000691	Prad.g_01169	Pral.g_01512
OG0000692	Prad.g_01170	Pral.g_01513
OG0000693	Prad.g_01171	Pral.g_01514
OG0000694	Prad.g_01172	Pral.g_01515
OG0000695	Prad.g_01173	Pral.g_01516
OG0000696	Prad.g_01174	Pral.g_01517
OG0000697	Prad.g_01176	Pral.g_01518
OG0000698	Prad.g_01177	Pral.g_01519
OG0000699	Prad.g_01181	Pral.g_01523
OG0000700	Prad.g_01182	Pral.g_01524
OG0000701	Prad.g_01183	Pral.g_01525
OG0000702	Prad.g_01184	Pral.g_01526
OG0000703	Prad.g_01185	Pral.g_01527
OG0000704	Prad.g_00308	Pral.g_01528
OG0000705	Prad.g_00306	Pral.g_01530
OG0000706	Prad.g_00305	Pral.g_01531
OG0000707	Prad.g_00304	Pral.g_01532
OG0000708	Prad.g_00303	Pral.g_01533
OG0000709	Prad.g_00302	Pral.g_01534
OG0000710	Prad.g_00301	Pral.g_01535
OG0000711	Prad.g_00300	Pral.g_01536
OG0000712	Prad.g_00299	Pral.g_01537
OG0000713	Prad.g_00298	Pral.g_01538
OG0000714	Prad.g_00296	Pral.g_01542
OG0000715	Prad.g_00295	Pral.g_01543
OG0000716	Prad.g_00294	Pral.g_01544
OG0000717	Prad.g_00293	Pral.g_01545
OG0000718	Prad.g_00292	Pral.g_01546
OG0000719	Prad.g_00290	Pral.g_01548
OG0000720	Prad.g_00288	Pral.g_01552
OG0000721	Prad.g_00287	Pral.g_01553
OG0000722	Prad.g_00260	Pral.g_01820
OG0000723	Prad.g_00256	Pral.g_01815
OG0000724	Prad.g_00253	Pral.g_01809
OG0000725	Prad.g_00252	Pral.g_01807
OG0000726	Prad.g_00251	Pral.g_01806
OG0000727	Prad.g_00250	Pral.g_01805
OG0000728	Prad.g_00249	Pral.g_01804
OG0000729	Prad.g_00248	Pral.g_01802
OG0000730	Prad.g_00247	Pral.g_01801
OG0000731	Prad.g_00245	Pral.g_01799
OG0000732	Prad.g_00244	Pral.g_01798
OG0000733	Prad.g_00243	Pral.g_01797
OG0000734	Prad.g_00242	Pral.g_01796
OG0000735	Prad.g_00241	Pral.g_01795
OG0000736	Prad.g_00239	Pral.g_01793
OG0000737	Prad.g_00238	Pral.g_01792
OG0000738	Prad.g_00236	Pral.g_01790
OG0000739	Prad.g_00235	Pral.g_01789
OG0000740	Prad.g_00234	Pral.g_01788
OG0000741	Prad.g_00232	Pral.g_01786
OG0000742	Prad.g_00231	Pral.g_01785
OG0000743	Prad.g_00227	Pral.g_01781
OG0000744	Prad.g_00226	Pral.g_01780
OG0000745	Prad.g_00224	Pral.g_01778
OG0000746	Prad.g_00223	Pral.g_01777
OG0000747	Prad.g_00222	Pral.g_01776
OG0000748	Prad.g_00221	Pral.g_01775
OG0000749	Prad.g_00220	Pral.g_01774
OG0000750	Prad.g_00219	Pral.g_01773
OG0000751	Prad.g_00217	Pral.g_01474
OG0000752	Prad.g_00216	Pral.g_01475
OG0000753	Prad.g_00215	Pral.g_01476
OG0000754	Prad.g_00214	Pral.g_01477
OG0000755	Prad.g_00212	Pral.g_01479
OG0000756	Prad.g_00211	Pral.g_01480
OG0000757	Prad.g_00210	Pral.g_01481
OG0000758	Prad.g_00209	Pral.g_01655
OG0000759	Prad.g_00208	Pral.g_01654
OG0000760	Prad.g_00207	Pral.g_01653
OG0000761	Prad.g_00206	Pral.g_01652
OG0000762	Prad.g_00204	Pral.g_01650
OG0000763	Prad.g_00203	Pral.g_01649
OG0000764	Prad.g_00202	Pral.g_01647
OG0000765	Prad.g_00201	Pral.g_01646
OG0000766	Prad.g_00200	Pral.g_01645
OG0000767	Prad.g_00199	Pral.g_01644
OG0000768	Prad.g_00198	Pral.g_01643
OG0000769	Prad.g_00197	Pral.g_01642
OG0000770	Prad.g_00196	Pral.g_01640
OG0000771	Prad.g_00195	Pral.g_01639
OG0000772	Prad.g_00194	Pral.g_01605
OG0000773	Prad.g_00192	Pral.g_01634
OG0000774	Prad.g_00191	Pral.g_01633
OG0000775	Prad.g_00190	Pral.g_01632
OG0000776	Prad.g_00189	Pral.g_01630
OG0000777	Prad.g_00188	Pral.g_01629
OG0000778	Prad.g_00187	Pral.g_01628
OG0000779	Prad.g_00185	Pral.g_01626
OG0000780	Prad.g_00184	Pral.g_01625
OG0000781	Prad.g_00183	Pral.g_01624
OG0000782	Prad.g_00181	Pral.g_01622
OG0000783	Prad.g_00180	Pral.g_01621
OG0000784	Prad.g_00179	Pral.g_01620
OG0000785	Prad.g_00178	Pral.g_01619
OG0000786	Prad.g_00177	Pral.g_01618
OG0000787	Prad.g_00175	Pral.g_01616
OG0000788	Prad.g_00174	Pral.g_01615
OG0000789	Prad.g_00173	Pral.g_01614
OG0000790	Prad.g_00172	Pral.g_01613
OG0000791	Prad.g_00171	Pral.g_01612
OG0000792	Prad.g_00170	Pral.g_00050
OG0000793	Prad.g_00169	Pral.g_01611
OG0000794	Prad.g_00168	Pral.g_01610
OG0000795	Prad.g_00167	Pral.g_01578
OG0000796	Prad.g_00165	Pral.g_01579
OG0000797	Prad.g_00163	Pral.g_01580
OG0000798	Prad.g_00162	Pral.g_01581
OG0000799	Prad.g_00161	Pral.g_01582
OG0000800	Prad.g_00160	Pral.g_01583
OG0000801	Prad.g_00159	Pral.g_01584
OG0000802	Prad.g_00157	Pral.g_01586
OG0000803	Prad.g_00156	Pral.g_01587
OG0000804	Prad.g_00144	Pral.g_01590
OG0000805	Prad.g_00142	Pral.g_01592
OG0000806	Prad.g_00141	Pral.g_01593
OG0000807	Prad.g_00140	Pral.g_01594
OG0000808	Prad.g_00139	Pral.g_01595
OG0000809	Prad.g_00135	Pral.g_01600
OG0000810	Prad.g_00134	Pral.g_01602
OG0000811	Prad.g_01039	Pral.g_01603
OG0000812	Prad.g_01038	Pral.g_01604
OG0000813	Prad.g_01037	Pral.g_01607
OG0000814	Prad.g_01036	Pral.g_01608
OG0000815	Prad.g_01035	Pral.g_01609
OG0000816	Prad.g_01033	Pral.g_01575
OG0000817	Prad.g_01030	Pral.g_01571
OG0000818	Prad.g_01029	Pral.g_01570
OG0000819	Prad.g_01026	Pral.g_01569
OG0000820	Prad.g_01025	Pral.g_01568
OG0000821	Prad.g_01024	Pral.g_01567
OG0000822	Prad.g_01023	Pral.g_01566
OG0000823	Prad.g_01020	Pral.g_01563
OG0000824	Prad.g_01019	Pral.g_01562
OG0000825	Prad.g_01017	Pral.g_01560
OG0000826	Prad.g_01016	Pral.g_01559
OG0000827	Prad.g_01015	Pral.g_01558
OG0000828	Prad.g_01013	Pral.g_01556
OG0000829	Prad.g_00990	Pral.g_01321
OG0000830	Prad.g_00981	Pral.g_01033
OG0000831	Prad.g_00978	Pral.g_01327
OG0000832	Prad.g_00977	Pral.g_01032
OG0000833	Prad.g_00970	Pral.g_01311
OG0000834	Prad.g_00635	Pral.g_01324
OG0000835	Prad.g_00639	Pral.g_00692
OG0000836	Prad.g_00641	Pral.g_01141
OG0000837	Prad.g_00655	Pral.g_01314
OG0000838	Prad.g_01988	Pral.g_00077
OG0000839	Prad.g_01987	Pral.g_00076
OG0000840	Prad.g_01522	Pral.g_01902
OG0000841	Prad.g_01515	Pral.g_01346
OG0000842	Prad.g_01511	Pral.g_01351
OG0000843	Prad.g_01509	Pral.g_01353
OG0000844	Prad.g_01508	Pral.g_01354
OG0000845	Prad.g_01507	Pral.g_01355
OG0000846	Prad.g_01506	Pral.g_01356
OG0000847	Prad.g_01505	Pral.g_01357
OG0000848	Prad.g_01504	Pral.g_01358
OG0000849	Prad.g_01503	Pral.g_01359
OG0000850	Prad.g_01502	Pral.g_01360
OG0000851	Prad.g_01500	Pral.g_01363
OG0000852	Prad.g_01497	Pral.g_01366
OG0000853	Prad.g_01495	Pral.g_01368
OG0000854	Prad.g_01494	Pral.g_01369
OG0000855	Prad.g_01493	Pral.g_01370
OG0000856	Prad.g_01492	Pral.g_01371
OG0000857	Prad.g_01491	Pral.g_01372
OG0000858	Prad.g_01489	Pral.g_01376
OG0000859	Prad.g_01488	Pral.g_01377
OG0000860	Prad.g_01487	Pral.g_01378
OG0000861	Prad.g_01486	Pral.g_01379
OG0000862	Prad.g_01485	Pral.g_01380
OG0000863	Prad.g_01484	Pral.g_01382
OG0000864	Prad.g_01483	Pral.g_01383
OG0000865	Prad.g_01482	Pral.g_01384
OG0000866	Prad.g_01481	Pral.g_01385
OG0000867	Prad.g_01478	Pral.g_01388
OG0000868	Prad.g_01476	Pral.g_01390
OG0000869	Prad.g_01475	Pral.g_01391
OG0000870	Prad.g_01474	Pral.g_01394
OG0000871	Prad.g_01473	Pral.g_01395
OG0000872	Prad.g_01472	Pral.g_01399
OG0000873	Prad.g_01471	Pral.g_01400
OG0000874	Prad.g_01469	Pral.g_01401
OG0000875	Prad.g_01468	Pral.g_01403
OG0000876	Prad.g_01466	Pral.g_01404
OG0000877	Prad.g_01465	Pral.g_01405
OG0000878	Prad.g_01464	Pral.g_01406
OG0000879	Prad.g_01463	Pral.g_01407
OG0000880	Prad.g_01462	Pral.g_01408
OG0000881	Prad.g_01461	Pral.g_01409
OG0000882	Prad.g_01460	Pral.g_01410
OG0000883	Prad.g_01459	Pral.g_01411
OG0000884	Prad.g_01458	Pral.g_01412
OG0000885	Prad.g_01457	Pral.g_01413
OG0000886	Prad.g_01456	Pral.g_01414
OG0000887	Prad.g_01455	Pral.g_01415
OG0000888	Prad.g_01454	Pral.g_01416
OG0000889	Prad.g_01453	Pral.g_01417
OG0000890	Prad.g_01452	Pral.g_01419
OG0000891	Prad.g_01451	Pral.g_01420
OG0000892	Prad.g_01450	Pral.g_01421
OG0000893	Prad.g_01449	Pral.g_01422
OG0000894	Prad.g_01447	Pral.g_01423
OG0000895	Prad.g_01446	Pral.g_01424
OG0000896	Prad.g_01444	Pral.g_01426
OG0000897	Prad.g_01443	Pral.g_01427
OG0000898	Prad.g_01442	Pral.g_01428
OG0000899	Prad.g_01441	Pral.g_01429
OG0000900	Prad.g_01439	Pral.g_00456
OG0000901	Prad.g_00341	Pral.g_01893
OG0000902	Prad.g_00359	Pral.g_01292
OG0000903	Prad.g_00360	Pral.g_01291
OG0000904	Prad.g_00361	Pral.g_01290
OG0000905	Prad.g_00362	Pral.g_01289
OG0000906	Prad.g_00363	Pral.g_01288
OG0000907	Prad.g_00365	Pral.g_01286
OG0000908	Prad.g_00366	Pral.g_01285
OG0000909	Prad.g_00631	Pral.g_01284
OG0000910	Prad.g_00630	Pral.g_01283
OG0000911	Prad.g_00629	Pral.g_01282
OG0000912	Prad.g_00626	Pral.g_01279
OG0000913	Prad.g_00625	Pral.g_01278
OG0000914	Prad.g_00624	Pral.g_01277
OG0000915	Prad.g_00622	Pral.g_01275
OG0000916	Prad.g_00621	Pral.g_01274
OG0000917	Prad.g_00620	Pral.g_01273
OG0000918	Prad.g_00619	Pral.g_01272
OG0000919	Prad.g_00618	Pral.g_01271
OG0000920	Prad.g_00617	Pral.g_01270
OG0000921	Prad.g_00615	Pral.g_01267
OG0000922	Prad.g_00614	Pral.g_01266
OG0000923	Prad.g_00612	Pral.g_01239
OG0000924	Prad.g_00611	Pral.g_01238
OG0000925	Prad.g_00608	Pral.g_01235
OG0000926	Prad.g_00607	Pral.g_00440
OG0000927	Prad.g_00606	Pral.g_01345
OG0000928	Prad.g_00604	Pral.g_01060
OG0000929	Prad.g_00602	Pral.g_01323
OG0000930	Prad.g_00600	Pral.g_01343
OG0000931	Prad.g_00599	Pral.g_01550
OG0000932	Prad.g_00596	Pral.g_01299
OG0000933	Prad.g_00592	Pral.g_01220
OG0000934	Prad.g_00591	Pral.g_01219
OG0000935	Prad.g_00590	Pral.g_01218
OG0000936	Prad.g_00589	Pral.g_01217
OG0000937	Prad.g_00588	Pral.g_01216
OG0000938	Prad.g_00587	Pral.g_01215
OG0000939	Prad.g_00586	Pral.g_01214
OG0000940	Prad.g_00585	Pral.g_01213
OG0000941	Prad.g_00584	Pral.g_01212
OG0000942	Prad.g_00583	Pral.g_01211
OG0000943	Prad.g_00582	Pral.g_01210
OG0000944	Prad.g_00581	Pral.g_01209
OG0000945	Prad.g_00580	Pral.g_01208
OG0000946	Prad.g_00579	Pral.g_01207
OG0000947	Prad.g_00578	Pral.g_01206
OG0000948	Prad.g_00577	Pral.g_01205
OG0000949	Prad.g_00576	Pral.g_01204
OG0000950	Prad.g_00567	Pral.g_00287
OG0000951	Prad.g_00533	Pral.g_01184
OG0000952	Prad.g_00532	Pral.g_01183
OG0000953	Prad.g_00531	Pral.g_01182
OG0000954	Prad.g_00530	Pral.g_01181
OG0000955	Prad.g_00529	Pral.g_01180
OG0000956	Prad.g_00527	Pral.g_01178
OG0000957	Prad.g_00526	Pral.g_01177
OG0000958	Prad.g_00525	Pral.g_01176
OG0000959	Prad.g_00524	Pral.g_01175
OG0000960	Prad.g_00523	Pral.g_01174
OG0000961	Prad.g_00522	Pral.g_01173
OG0000962	Prad.g_00521	Pral.g_01172
OG0000963	Prad.g_00520	Pral.g_01171
OG0000964	Prad.g_00519	Pral.g_01169
OG0000965	Prad.g_00517	Pral.g_01167
OG0000966	Prad.g_00516	Pral.g_01166
OG0000967	Prad.g_00513	Pral.g_01159
OG0000968	Prad.g_00512	Pral.g_01158
OG0000969	Prad.g_00511	Pral.g_01157
OG0000970	Prad.g_00510	Pral.g_01156
OG0000971	Prad.g_00509	Pral.g_01155
OG0000972	Prad.g_00508	Pral.g_01154
OG0000973	Prad.g_00506	Pral.g_01152
OG0000974	Prad.g_00505	Pral.g_01151
OG0000975	Prad.g_00504	Pral.g_01150
OG0000976	Prad.g_00503	Pral.g_01149
OG0000977	Prad.g_00502	Pral.g_01148
OG0000978	Prad.g_00501	Pral.g_01147
OG0000979	Prad.g_00500	Pral.g_01146
OG0000980	Prad.g_00499	Pral.g_01145
OG0000981	Prad.g_00498	Pral.g_01144
OG0000982	Prad.g_00497	Pral.g_01143
OG0000983	Prad.g_00496	Pral.g_01142
OG0000984	Prad.g_00491	Pral.g_01137
OG0000985	Prad.g_00490	Pral.g_01136
OG0000986	Prad.g_00489	Pral.g_01135
OG0000987	Prad.g_00487	Pral.g_01133
OG0000988	Prad.g_00486	Pral.g_01132
OG0000989	Prad.g_00485	Pral.g_01131
OG0000990	Prad.g_00484	Pral.g_01130
OG0000991	Prad.g_00483	Pral.g_01129
OG0000992	Prad.g_00482	Pral.g_01128
OG0000993	Prad.g_00481	Pral.g_01127
OG0000994	Prad.g_00480	Pral.g_01126
OG0000995	Prad.g_00479	Pral.g_01125
OG0000996	Prad.g_00478	Pral.g_01124
OG0000997	Prad.g_00476	Pral.g_01122
OG0000998	Prad.g_00473	Pral.g_01115
OG0000999	Prad.g_00471	Pral.g_01112
OG0001000	Prad.g_00470	Pral.g_01110
OG0001001	Prad.g_00469	Pral.g_01108
OG0001002	Prad.g_00467	Pral.g_01106
OG0001003	Prad.g_00466	Pral.g_01105
OG0001004	Prad.g_00465	Pral.g_01104
OG0001005	Prad.g_00464	Pral.g_01103
OG0001006	Prad.g_00462	Pral.g_01101
OG0001007	Prad.g_00461	Pral.g_01100
OG0001008	Prad.g_00460	Pral.g_01099
OG0001009	Prad.g_00459	Pral.g_01098
OG0001010	Prad.g_00458	Pral.g_01097
OG0001011	Prad.g_00457	Pral.g_01095
OG0001012	Prad.g_00456	Pral.g_01094
OG0001013	Prad.g_00455	Pral.g_01093
OG0001014	Prad.g_00454	Pral.g_01092
OG0001015	Prad.g_00453	Pral.g_01091
OG0001016	Prad.g_00452	Pral.g_01090
OG0001017	Prad.g_00451	Pral.g_01089
OG0001018	Prad.g_00450	Pral.g_01088
OG0001019	Prad.g_00449	Pral.g_01087
OG0001020	Prad.g_00448	Pral.g_01086
OG0001021	Prad.g_00447	Pral.g_01085
OG0001022	Prad.g_00446	Pral.g_01084
OG0001023	Prad.g_00445	Pral.g_01083
OG0001024	Prad.g_00443	Pral.g_01081
OG0001025	Prad.g_00442	Pral.g_01080
OG0001026	Prad.g_00441	Pral.g_01079
OG0001027	Prad.g_00440	Pral.g_01078
OG0001028	Prad.g_00439	Pral.g_01076
OG0001029	Prad.g_00438	Pral.g_01075
OG0001030	Prad.g_00435	Pral.g_01072
OG0001031	Prad.g_00434	Pral.g_01071
OG0001032	Prad.g_00426	Pral.g_00045
OG0001033	Prad.g_00419	Pral.g_01058
OG0001034	Prad.g_00388	Pral.g_01503
OG0001035	Prad.g_00947	Pral.g_00100
OG0001036	Prad.g_00946	Pral.g_00101
OG0001037	Prad.g_00940	Pral.g_00108
OG0001038	Prad.g_00939	Pral.g_00109
OG0001039	Prad.g_00938	Pral.g_00110
OG0001040	Prad.g_00937	Pral.g_00111
OG0001041	Prad.g_00935	Pral.g_00113
OG0001042	Prad.g_00934	Pral.g_00114
OG0001043	Prad.g_00933	Pral.g_00115
OG0001044	Prad.g_00932	Pral.g_00116
OG0001045	Prad.g_00931	Pral.g_00117
OG0001046	Prad.g_00930	Pral.g_00119
OG0001047	Prad.g_00929	Pral.g_00120
OG0001048	Prad.g_00927	Pral.g_00121
OG0001049	Prad.g_00926	Pral.g_00122
OG0001050	Prad.g_00925	Pral.g_00123
OG0001051	Prad.g_00924	Pral.g_00124
OG0001052	Prad.g_00923	Pral.g_00125
OG0001053	Prad.g_00922	Pral.g_00126
OG0001054	Prad.g_00921	Pral.g_00127
OG0001055	Prad.g_00920	Pral.g_00128
OG0001056	Prad.g_00919	Pral.g_00129
OG0001057	Prad.g_00917	Pral.g_00131
OG0001058	Prad.g_00916	Pral.g_00132
OG0001059	Prad.g_00915	Pral.g_00133
OG0001060	Prad.g_00914	Pral.g_00134
OG0001061	Prad.g_00913	Pral.g_00135
OG0001062	Prad.g_00912	Pral.g_00136
OG0001063	Prad.g_00911	Pral.g_00137
OG0001064	Prad.g_00910	Pral.g_00138
OG0001065	Prad.g_00909	Pral.g_00139
OG0001066	Prad.g_00908	Pral.g_00140
OG0001067	Prad.g_00907	Pral.g_00141
OG0001068	Prad.g_00906	Pral.g_00142
OG0001069	Prad.g_00903	Pral.g_00145
OG0001070	Prad.g_00901	Pral.g_00147
OG0001071	Prad.g_00900	Pral.g_00148
OG0001072	Prad.g_00899	Pral.g_00149
OG0001073	Prad.g_00898	Pral.g_00150
OG0001074	Prad.g_00897	Pral.g_00151
OG0001075	Prad.g_00895	Pral.g_00154
OG0001076	Prad.g_00893	Pral.g_00156
OG0001077	Prad.g_00892	Pral.g_00157
OG0001078	Prad.g_00891	Pral.g_00158
OG0001079	Prad.g_00890	Pral.g_00159
OG0001080	Prad.g_00889	Pral.g_00160
OG0001081	Prad.g_00888	Pral.g_00161
OG0001082	Prad.g_00887	Pral.g_00162
OG0001083	Prad.g_00886	Pral.g_00163
OG0001084	Prad.g_00885	Pral.g_00164
OG0001085	Prad.g_00884	Pral.g_00165
OG0001086	Prad.g_00879	Pral.g_00170
OG0001087	Prad.g_00878	Pral.g_00172
OG0001088	Prad.g_00877	Pral.g_00173
OG0001089	Prad.g_00875	Pral.g_00176
OG0001090	Prad.g_00874	Pral.g_00177
OG0001091	Prad.g_00873	Pral.g_00178
OG0001092	Prad.g_00872	Pral.g_00179
OG0001093	Prad.g_00871	Pral.g_00180
OG0001094	Prad.g_00870	Pral.g_00181
OG0001095	Prad.g_00869	Pral.g_00182
OG0001096	Prad.g_00868	Pral.g_00183
OG0001097	Prad.g_00867	Pral.g_00184
OG0001098	Prad.g_00866	Pral.g_00185
OG0001099	Prad.g_00865	Pral.g_00187
OG0001100	Prad.g_00864	Pral.g_00188
OG0001101	Prad.g_00863	Pral.g_00189
OG0001102	Prad.g_00860	Pral.g_00193
OG0001103	Prad.g_00859	Pral.g_00194
OG0001104	Prad.g_00858	Pral.g_00198
OG0001105	Prad.g_00856	Pral.g_00196
OG0001106	Prad.g_00854	Pral.g_00192
OG0001107	Prad.g_00853	Pral.g_00191
OG0001108	Prad.g_00852	Pral.g_00190
OG0001109	Prad.g_00849	Pral.g_00200
OG0001110	Prad.g_00847	Pral.g_00202
OG0001111	Prad.g_00846	Pral.g_00203
OG0001112	Prad.g_00845	Pral.g_00204
OG0001113	Prad.g_00844	Pral.g_00205
OG0001114	Prad.g_00843	Pral.g_00206
OG0001115	Prad.g_00842	Pral.g_00207
OG0001116	Prad.g_00841	Pral.g_00208
OG0001117	Prad.g_00840	Pral.g_00209
OG0001118	Prad.g_00839	Pral.g_00210
OG0001119	Prad.g_00838	Pral.g_00211
OG0001120	Prad.g_00837	Pral.g_00212
OG0001121	Prad.g_00836	Pral.g_00213
OG0001122	Prad.g_00835	Pral.g_00214
OG0001123	Prad.g_00834	Pral.g_00215
OG0001124	Prad.g_00833	Pral.g_00216
OG0001125	Prad.g_00832	Pral.g_00217
OG0001126	Prad.g_00831	Pral.g_00218
OG0001127	Prad.g_00830	Pral.g_00219
OG0001128	Prad.g_00829	Pral.g_00220
OG0001129	Prad.g_00828	Pral.g_00221
OG0001130	Prad.g_00827	Pral.g_00222
OG0001131	Prad.g_00826	Pral.g_00223
OG0001132	Prad.g_00825	Pral.g_00224
OG0001133	Prad.g_00824	Pral.g_00225
OG0001134	Prad.g_00823	Pral.g_00226
OG0001135	Prad.g_00822	Pral.g_00227
OG0001136	Prad.g_00821	Pral.g_00228
OG0001137	Prad.g_00820	Pral.g_00229
OG0001138	Prad.g_00819	Pral.g_00230
OG0001139	Prad.g_00818	Pral.g_00232
OG0001140	Prad.g_00817	Pral.g_01190
OG0001141	Prad.g_00815	Pral.g_00234
OG0001142	Prad.g_00814	Pral.g_00235
OG0001143	Prad.g_00813	Pral.g_00236
OG0001144	Prad.g_00811	Pral.g_00238
OG0001145	Prad.g_00809	Pral.g_00240
OG0001146	Prad.g_00808	Pral.g_00241
OG0001147	Prad.g_00806	Pral.g_00244
OG0001148	Prad.g_00805	Pral.g_00245
OG0001149	Prad.g_00804	Pral.g_00246
OG0001150	Prad.g_00801	Pral.g_00249
OG0001151	Prad.g_00800	Pral.g_00250
OG0001152	Prad.g_00799	Pral.g_00251
OG0001153	Prad.g_00798	Pral.g_00252
OG0001154	Prad.g_00797	Pral.g_00253
OG0001155	Prad.g_00796	Pral.g_00254
OG0001156	Prad.g_00795	Pral.g_00255
OG0001157	Prad.g_00793	Pral.g_00257
OG0001158	Prad.g_00792	Pral.g_00259
OG0001159	Prad.g_00791	Pral.g_00260
OG0001160	Prad.g_00790	Pral.g_00261
OG0001161	Prad.g_00787	Pral.g_00266
OG0001162	Prad.g_00786	Pral.g_00267
OG0001163	Prad.g_00785	Pral.g_00268
OG0001164	Prad.g_00784	Pral.g_00269
OG0001165	Prad.g_00783	Pral.g_00270
OG0001166	Prad.g_00782	Pral.g_00271
OG0001167	Prad.g_00781	Pral.g_00272
OG0001168	Prad.g_00779	Pral.g_00274
OG0001169	Prad.g_00778	Pral.g_00275
