Orthogroup	Prai	Syaq
OG0000574	Prai.g_00621	Syaq.g_01986
OG0000575	Prai.g_00625	Syaq.g_01991
OG0000576	Prai.g_00627	Syaq.g_01993
OG0000577	Prai.g_00628	Syaq.g_01994
OG0000578	Prai.g_00629	Syaq.g_01995
OG0000579	Prai.g_00630	Syaq.g_01996
OG0000580	Prai.g_00631	Syaq.g_01997
OG0000581	Prai.g_00633	Syaq.g_02003
OG0000582	Prai.g_00636	Syaq.g_02012
OG0000583	Prai.g_00637	Syaq.g_02013
OG0000584	Prai.g_00638	Syaq.g_02014
OG0000585	Prai.g_00640	Syaq.g_02017
OG0000586	Prai.g_00641	Syaq.g_02018
OG0000587	Prai.g_00642	Syaq.g_02020
OG0000588	Prai.g_00646	Syaq.g_02043
OG0000589	Prai.g_00650	Syaq.g_02057
OG0000590	Prai.g_00651	Syaq.g_02058
OG0000591	Prai.g_00654	Syaq.g_02066
OG0000592	Prai.g_00655	Syaq.g_02067
OG0000593	Prai.g_00661	Syaq.g_02078
OG0000594	Prai.g_00662	Syaq.g_02079
OG0000595	Prai.g_00663	Syaq.g_02080
OG0000596	Prai.g_00667	Syaq.g_02085
OG0000597	Prai.g_00669	Syaq.g_02088
OG0000598	Prai.g_00670	Syaq.g_02089
OG0000599	Prai.g_00673	Syaq.g_02096
OG0000600	Prai.g_00674	Syaq.g_02097
OG0000601	Prai.g_00675	Syaq.g_02098
OG0000602	Prai.g_00677	Syaq.g_02104
OG0000603	Prai.g_00678	Syaq.g_02105
OG0000604	Prai.g_00679	Syaq.g_02107
OG0000605	Prai.g_00680	Syaq.g_02151
OG0000606	Prai.g_00683	Syaq.g_02231
OG0000607	Prai.g_00686	Syaq.g_02234
OG0000608	Prai.g_00687	Syaq.g_02235
OG0000609	Prai.g_00688	Syaq.g_02237
OG0000610	Prai.g_00693	Syaq.g_02244
OG0000611	Prai.g_00696	Syaq.g_02247
OG0000612	Prai.g_00697	Syaq.g_02248
OG0000613	Prai.g_00702	Syaq.g_00885
OG0000614	Prai.g_00721	Syaq.g_02588
OG0000615	Prai.g_00729	Syaq.g_02302
OG0000616	Prai.g_00732	Syaq.g_01168
OG0000617	Prai.g_00754	Syaq.g_00031
OG0000618	Prai.g_00755	Syaq.g_00032
OG0000619	Prai.g_00756	Syaq.g_00033
OG0000620	Prai.g_00759	Syaq.g_00038
OG0000621	Prai.g_00760	Syaq.g_00039
OG0000622	Prai.g_00761	Syaq.g_00040
OG0000623	Prai.g_00762	Syaq.g_00041
OG0000624	Prai.g_00763	Syaq.g_00042
OG0000625	Prai.g_00764	Syaq.g_00043
OG0000626	Prai.g_00765	Syaq.g_00044
OG0000627	Prai.g_00766	Syaq.g_02425
OG0000628	Prai.g_00767	Syaq.g_02426
OG0000629	Prai.g_00768	Syaq.g_02429
OG0000630	Prai.g_00771	Syaq.g_02433
OG0000631	Prai.g_00857	Syaq.g_02441
OG0000632	Prai.g_00856	Syaq.g_02442
OG0000633	Prai.g_00855	Syaq.g_02444
OG0000634	Prai.g_00852	Syaq.g_02336
OG0000635	Prai.g_00851	Syaq.g_02337
OG0000636	Prai.g_00849	Syaq.g_02339
OG0000637	Prai.g_00847	Syaq.g_02341
OG0000638	Prai.g_00846	Syaq.g_02342
OG0000639	Prai.g_00845	Syaq.g_02343
OG0000640	Prai.g_00844	Syaq.g_02344
OG0000641	Prai.g_00839	Syaq.g_02348
OG0000642	Prai.g_00838	Syaq.g_02349
OG0000643	Prai.g_00837	Syaq.g_02350
OG0000644	Prai.g_00836	Syaq.g_02351
OG0000645	Prai.g_00835	Syaq.g_02353
OG0000646	Prai.g_00833	Syaq.g_02356
OG0000647	Prai.g_00832	Syaq.g_02358
OG0000648	Prai.g_00830	Syaq.g_02360
OG0000649	Prai.g_00829	Syaq.g_02361
OG0000650	Prai.g_00828	Syaq.g_02362
OG0000651	Prai.g_00827	Syaq.g_02363
OG0000652	Prai.g_00826	Syaq.g_02364
OG0000653	Prai.g_00824	Syaq.g_02367
OG0000654	Prai.g_00823	Syaq.g_02368
OG0000655	Prai.g_00822	Syaq.g_02369
OG0000656	Prai.g_00819	Syaq.g_02372
OG0000657	Prai.g_00811	Syaq.g_02382
OG0000658	Prai.g_00810	Syaq.g_02385
OG0000659	Prai.g_00809	Syaq.g_02386
OG0000660	Prai.g_00805	Syaq.g_02390
OG0000661	Prai.g_00803	Syaq.g_02392
OG0000662	Prai.g_00801	Syaq.g_02394
OG0000663	Prai.g_00799	Syaq.g_02397
OG0000664	Prai.g_00798	Syaq.g_02400
OG0000665	Prai.g_00794	Syaq.g_02124
OG0000666	Prai.g_00793	Syaq.g_02117
OG0000667	Prai.g_00789	Syaq.g_02222
OG0000668	Prai.g_01060	Syaq.g_00068
OG0000669	Prai.g_01054	Syaq.g_02260
OG0000670	Prai.g_01052	Syaq.g_00079
OG0000671	Prai.g_01050	Syaq.g_02264
OG0000672	Prai.g_01048	Syaq.g_02267
OG0000673	Prai.g_01045	Syaq.g_02270
OG0000674	Prai.g_01043	Syaq.g_02272
OG0000675	Prai.g_01042	Syaq.g_02273
OG0000676	Prai.g_01040	Syaq.g_02275
OG0000677	Prai.g_01039	Syaq.g_02276
OG0000678	Prai.g_01037	Syaq.g_02282
OG0000679	Prai.g_01033	Syaq.g_02305
OG0000680	Prai.g_01032	Syaq.g_02306
OG0000681	Prai.g_01030	Syaq.g_02309
OG0000682	Prai.g_01029	Syaq.g_02310
OG0000683	Prai.g_01028	Syaq.g_02311
OG0000684	Prai.g_01027	Syaq.g_02315
OG0000685	Prai.g_01025	Syaq.g_02317
OG0000686	Prai.g_01024	Syaq.g_02318
OG0000687	Prai.g_01023	Syaq.g_02319
OG0000688	Prai.g_01020	Syaq.g_02325
OG0000689	Prai.g_01019	Syaq.g_02327
OG0000690	Prai.g_01018	Syaq.g_02328
OG0000691	Prai.g_01017	Syaq.g_02329
OG0000692	Prai.g_01015	Syaq.g_02330
OG0000693	Prai.g_01014	Syaq.g_02332
OG0000694	Prai.g_01013	Syaq.g_02333
OG0000695	Prai.g_01011	Syaq.g_02446
OG0000696	Prai.g_01010	Syaq.g_02447
OG0000697	Prai.g_01009	Syaq.g_02448
OG0000698	Prai.g_01006	Syaq.g_02451
OG0000699	Prai.g_01005	Syaq.g_02452
OG0000700	Prai.g_01004	Syaq.g_02453
OG0000701	Prai.g_01003	Syaq.g_02454
OG0000702	Prai.g_01001	Syaq.g_02467
OG0000703	Prai.g_01000	Syaq.g_02468
OG0000704	Prai.g_00999	Syaq.g_02470
OG0000705	Prai.g_00995	Syaq.g_02477
OG0000706	Prai.g_00994	Syaq.g_02478
OG0000707	Prai.g_00993	Syaq.g_02479
OG0000708	Prai.g_00992	Syaq.g_02482
OG0000709	Prai.g_00988	Syaq.g_02490
OG0000710	Prai.g_00985	Syaq.g_02494
OG0000711	Prai.g_00968	Syaq.g_02521
OG0000712	Prai.g_00966	Syaq.g_02523
OG0000713	Prai.g_00965	Syaq.g_02524
OG0000714	Prai.g_00964	Syaq.g_02527
OG0000715	Prai.g_00962	Syaq.g_02529
OG0000716	Prai.g_00960	Syaq.g_02533
OG0000717	Prai.g_00959	Syaq.g_02534
OG0000718	Prai.g_00948	Syaq.g_00072
OG0000719	Prai.g_00946	Syaq.g_00070
OG0000720	Prai.g_00938	Syaq.g_00057
OG0000721	Prai.g_00936	Syaq.g_00055
OG0000722	Prai.g_00935	Syaq.g_00054
OG0000723	Prai.g_00932	Syaq.g_00046
OG0000724	Prai.g_00923	Syaq.g_02685
OG0000725	Prai.g_00917	Syaq.g_02676
OG0000726	Prai.g_00916	Syaq.g_02675
OG0000727	Prai.g_00915	Syaq.g_02674
OG0000728	Prai.g_00913	Syaq.g_02672
OG0000729	Prai.g_01109	Syaq.g_01046
OG0000730	Prai.g_01113	Syaq.g_00561
OG0000731	Prai.g_01117	Syaq.g_00550
OG0000732	Prai.g_01126	Syaq.g_01098
OG0000733	Prai.g_01144	Syaq.g_01232
OG0000734	Prai.g_01157	Syaq.g_01479
OG0000735	Prai.g_01159	Syaq.g_00266
OG0000736	Prai.g_01160	Syaq.g_00265
OG0000737	Prai.g_01161	Syaq.g_00264
OG0000738	Prai.g_01165	Syaq.g_00258
OG0000739	Prai.g_01166	Syaq.g_00257
OG0000740	Prai.g_01167	Syaq.g_00256
OG0000741	Prai.g_01168	Syaq.g_00253
OG0000742	Prai.g_01170	Syaq.g_00250
OG0000743	Prai.g_01172	Syaq.g_00248
OG0000744	Prai.g_01173	Syaq.g_00247
OG0000745	Prai.g_01174	Syaq.g_00245
OG0000746	Prai.g_01176	Syaq.g_00242
OG0000747	Prai.g_01177	Syaq.g_00241
OG0000748	Prai.g_01180	Syaq.g_00227
OG0000749	Prai.g_01181	Syaq.g_00226
OG0000750	Prai.g_01182	Syaq.g_00225
OG0000751	Prai.g_01184	Syaq.g_00219
OG0000752	Prai.g_01186	Syaq.g_00217
OG0000753	Prai.g_01189	Syaq.g_00214
OG0000754	Prai.g_01192	Syaq.g_00209
OG0000755	Prai.g_01196	Syaq.g_00198
OG0000756	Prai.g_01197	Syaq.g_00197
OG0000757	Prai.g_01204	Syaq.g_00190
OG0000758	Prai.g_01205	Syaq.g_00189
OG0000759	Prai.g_01206	Syaq.g_00188
OG0000760	Prai.g_01207	Syaq.g_00187
OG0000761	Prai.g_01208	Syaq.g_00186
OG0000762	Prai.g_01209	Syaq.g_00183
OG0000763	Prai.g_01211	Syaq.g_00181
OG0000764	Prai.g_01212	Syaq.g_00180
OG0000765	Prai.g_01221	Syaq.g_00157
OG0000766	Prai.g_01222	Syaq.g_00156
OG0000767	Prai.g_01224	Syaq.g_00154
OG0000768	Prai.g_01225	Syaq.g_00153
OG0000769	Prai.g_01227	Syaq.g_00151
OG0000770	Prai.g_01229	Syaq.g_00148
OG0000771	Prai.g_01238	Syaq.g_02691
OG0000772	Prai.g_01310	Syaq.g_01887
OG0000773	Prai.g_01325	Syaq.g_00283
OG0000774	Prai.g_01327	Syaq.g_00288
OG0000775	Prai.g_01330	Syaq.g_00290
OG0000776	Prai.g_01331	Syaq.g_00291
OG0000777	Prai.g_01332	Syaq.g_00292
OG0000778	Prai.g_01333	Syaq.g_00293
OG0000779	Prai.g_01337	Syaq.g_00299
OG0000780	Prai.g_01338	Syaq.g_00304
OG0000781	Prai.g_01341	Syaq.g_00308
OG0000782	Prai.g_01342	Syaq.g_00309
OG0000783	Prai.g_01343	Syaq.g_00310
OG0000784	Prai.g_01344	Syaq.g_00311
OG0000785	Prai.g_01346	Syaq.g_00313
OG0000786	Prai.g_01348	Syaq.g_00328
OG0000787	Prai.g_01349	Syaq.g_00329
OG0000788	Prai.g_01358	Syaq.g_02099
OG0000789	Prai.g_01360	Syaq.g_02123
OG0000790	Prai.g_01375	Syaq.g_01758
OG0000791	Prai.g_01377	Syaq.g_01756
OG0000792	Prai.g_01378	Syaq.g_01755
OG0000793	Prai.g_01381	Syaq.g_01750
OG0000794	Prai.g_01382	Syaq.g_01749
OG0000795	Prai.g_01383	Syaq.g_01748
OG0000796	Prai.g_01387	Syaq.g_01744
OG0000797	Prai.g_01388	Syaq.g_01743
OG0000799	Prai.g_01445	Syaq.g_00341
OG0000800	Prai.g_01446	Syaq.g_00342
OG0000801	Prai.g_01447	Syaq.g_00343
OG0000802	Prai.g_01449	Syaq.g_00350
OG0000803	Prai.g_01451	Syaq.g_00353
OG0000804	Prai.g_01452	Syaq.g_00358
OG0000805	Prai.g_01454	Syaq.g_00360
OG0000806	Prai.g_01456	Syaq.g_00362
OG0000807	Prai.g_01457	Syaq.g_00364
OG0000808	Prai.g_01458	Syaq.g_00365
OG0000809	Prai.g_01461	Syaq.g_00369
OG0000810	Prai.g_01462	Syaq.g_00370
OG0000811	Prai.g_01466	Syaq.g_00378
OG0000812	Prai.g_01468	Syaq.g_00380
OG0000813	Prai.g_01469	Syaq.g_00381
OG0000814	Prai.g_01471	Syaq.g_00383
OG0000815	Prai.g_01472	Syaq.g_00384
OG0000816	Prai.g_01474	Syaq.g_00386
OG0000817	Prai.g_01475	Syaq.g_00387
OG0000818	Prai.g_01480	Syaq.g_00392
OG0000819	Prai.g_01481	Syaq.g_00393
OG0000820	Prai.g_01482	Syaq.g_00394
OG0000821	Prai.g_01485	Syaq.g_00400
OG0000822	Prai.g_01486	Syaq.g_00402
OG0000823	Prai.g_01487	Syaq.g_00403
OG0000824	Prai.g_01490	Syaq.g_00409
OG0000825	Prai.g_01491	Syaq.g_00410
OG0000826	Prai.g_01492	Syaq.g_00411
OG0000827	Prai.g_01493	Syaq.g_00412
OG0000828	Prai.g_01496	Syaq.g_00415
OG0000829	Prai.g_01497	Syaq.g_00416
OG0000830	Prai.g_01498	Syaq.g_00417
OG0000831	Prai.g_01500	Syaq.g_00419
OG0000832	Prai.g_01505	Syaq.g_01737
OG0000833	Prai.g_01514	Syaq.g_01725
OG0000834	Prai.g_01515	Syaq.g_01724
OG0000835	Prai.g_01516	Syaq.g_01723
OG0000836	Prai.g_01517	Syaq.g_01720
OG0000837	Prai.g_01518	Syaq.g_01719
OG0000838	Prai.g_01520	Syaq.g_01715
OG0000839	Prai.g_01521	Syaq.g_01714
OG0000840	Prai.g_01522	Syaq.g_01713
OG0000841	Prai.g_01523	Syaq.g_01712
OG0000842	Prai.g_01524	Syaq.g_01711
OG0000843	Prai.g_01525	Syaq.g_01710
OG0000844	Prai.g_01526	Syaq.g_01708
OG0000845	Prai.g_01527	Syaq.g_01707
OG0000846	Prai.g_01528	Syaq.g_01706
OG0000847	Prai.g_01529	Syaq.g_01705
OG0000848	Prai.g_01530	Syaq.g_01703
OG0000849	Prai.g_01531	Syaq.g_01702
OG0000850	Prai.g_01533	Syaq.g_01699
OG0000851	Prai.g_01534	Syaq.g_01696
OG0000852	Prai.g_01535	Syaq.g_01695
OG0000853	Prai.g_01539	Syaq.g_01691
OG0000854	Prai.g_01541	Syaq.g_01689
OG0000855	Prai.g_01542	Syaq.g_01688
OG0000856	Prai.g_01558	Syaq.g_02069
OG0000857	Prai.g_01597	Syaq.g_02357
OG0000858	Prai.g_01632	Syaq.g_01682
OG0000859	Prai.g_01633	Syaq.g_01681
OG0000860	Prai.g_01640	Syaq.g_01671
OG0000861	Prai.g_01641	Syaq.g_01670
OG0000862	Prai.g_01642	Syaq.g_01668
OG0000863	Prai.g_01644	Syaq.g_01665
OG0000864	Prai.g_01645	Syaq.g_01664
OG0000865	Prai.g_01646	Syaq.g_01663
OG0000866	Prai.g_01647	Syaq.g_01662
OG0000867	Prai.g_01648	Syaq.g_01661
OG0000868	Prai.g_01649	Syaq.g_01659
OG0000869	Prai.g_01653	Syaq.g_01656
OG0000870	Prai.g_01658	Syaq.g_01651
OG0000871	Prai.g_01659	Syaq.g_01650
OG0000872	Prai.g_01660	Syaq.g_01644
OG0000873	Prai.g_01663	Syaq.g_01641
OG0000874	Prai.g_01666	Syaq.g_01637
OG0000875	Prai.g_01667	Syaq.g_01633
OG0000876	Prai.g_01668	Syaq.g_01631
OG0000877	Prai.g_01670	Syaq.g_01628
OG0000878	Prai.g_01671	Syaq.g_01627
OG0000879	Prai.g_01672	Syaq.g_01626
OG0000880	Prai.g_01673	Syaq.g_01625
OG0000881	Prai.g_01677	Syaq.g_01621
OG0000882	Prai.g_01682	Syaq.g_01616
OG0000883	Prai.g_01683	Syaq.g_01613
OG0000884	Prai.g_01685	Syaq.g_01611
OG0000885	Prai.g_01686	Syaq.g_01610
OG0000886	Prai.g_01687	Syaq.g_01609
OG0000887	Prai.g_01688	Syaq.g_01608
OG0000888	Prai.g_01690	Syaq.g_01606
OG0000889	Prai.g_01692	Syaq.g_01604
OG0000890	Prai.g_01693	Syaq.g_01597
OG0000891	Prai.g_01694	Syaq.g_01596
OG0000892	Prai.g_01696	Syaq.g_01594
OG0000893	Prai.g_01701	Syaq.g_00695
OG0000894	Prai.g_01703	Syaq.g_00692
OG0000895	Prai.g_01706	Syaq.g_00688
OG0000896	Prai.g_01707	Syaq.g_00687
OG0000897	Prai.g_01709	Syaq.g_00685
OG0000898	Prai.g_01710	Syaq.g_00684
OG0000899	Prai.g_01711	Syaq.g_00683
OG0000900	Prai.g_01712	Syaq.g_00682
OG0000901	Prai.g_01715	Syaq.g_00677
OG0000902	Prai.g_01717	Syaq.g_00671
OG0000903	Prai.g_01720	Syaq.g_00655
OG0000904	Prai.g_01722	Syaq.g_00660
OG0000905	Prai.g_01727	Syaq.g_00666
OG0000906	Prai.g_01728	Syaq.g_00669
OG0000907	Prai.g_01734	Syaq.g_00653
OG0000908	Prai.g_01737	Syaq.g_00650
OG0000909	Prai.g_01738	Syaq.g_00649
OG0000910	Prai.g_01739	Syaq.g_00648
OG0000911	Prai.g_01741	Syaq.g_00646
OG0000912	Prai.g_01742	Syaq.g_00645
OG0000913	Prai.g_01743	Syaq.g_00644
OG0000914	Prai.g_01744	Syaq.g_00643
OG0000915	Prai.g_01746	Syaq.g_00641
OG0000916	Prai.g_01747	Syaq.g_00640
OG0000917	Prai.g_01748	Syaq.g_00639
OG0000918	Prai.g_01749	Syaq.g_00638
OG0000919	Prai.g_01750	Syaq.g_00637
OG0000920	Prai.g_01751	Syaq.g_00636
OG0000921	Prai.g_01752	Syaq.g_00635
OG0000922	Prai.g_01753	Syaq.g_00634
OG0000923	Prai.g_01757	Syaq.g_00630
OG0000924	Prai.g_01758	Syaq.g_00629
OG0000925	Prai.g_01759	Syaq.g_00628
OG0000926	Prai.g_01760	Syaq.g_00627
OG0000927	Prai.g_01762	Syaq.g_00625
OG0000928	Prai.g_01763	Syaq.g_00624
OG0000929	Prai.g_01764	Syaq.g_00623
OG0000930	Prai.g_01765	Syaq.g_00622
OG0000931	Prai.g_01766	Syaq.g_00621
OG0000932	Prai.g_01767	Syaq.g_00620
OG0000933	Prai.g_01776	Syaq.g_00614
OG0000934	Prai.g_01778	Syaq.g_00612
OG0000935	Prai.g_01779	Syaq.g_00611
OG0000936	Prai.g_01780	Syaq.g_00610
OG0000937	Prai.g_01781	Syaq.g_00609
OG0000938	Prai.g_01783	Syaq.g_00606
OG0000939	Prai.g_01784	Syaq.g_00604
OG0000940	Prai.g_01791	Syaq.g_00597
OG0000941	Prai.g_01793	Syaq.g_00595
OG0000942	Prai.g_01795	Syaq.g_00593
OG0000943	Prai.g_01796	Syaq.g_00592
OG0000944	Prai.g_01797	Syaq.g_00590
OG0000945	Prai.g_01798	Syaq.g_00588
OG0000946	Prai.g_01802	Syaq.g_00580
OG0000947	Prai.g_01804	Syaq.g_00577
OG0000948	Prai.g_01805	Syaq.g_00576
OG0000949	Prai.g_01808	Syaq.g_00971
OG0000950	Prai.g_01813	Syaq.g_00984
OG0000951	Prai.g_01817	Syaq.g_00991
OG0000952	Prai.g_01821	Syaq.g_01002
OG0000953	Prai.g_01824	Syaq.g_01006
OG0000954	Prai.g_01828	Syaq.g_01012
OG0000955	Prai.g_01829	Syaq.g_01013
OG0000956	Prai.g_01831	Syaq.g_01015
OG0000957	Prai.g_01836	Syaq.g_01026
OG0000958	Prai.g_01837	Syaq.g_01027
OG0000959	Prai.g_01841	Syaq.g_01031
OG0000960	Prai.g_01842	Syaq.g_01032
OG0000961	Prai.g_01844	Syaq.g_01043
OG0000962	Prai.g_01846	Syaq.g_01045
OG0000963	Prai.g_01850	Syaq.g_01049
OG0000964	Prai.g_01851	Syaq.g_01050
OG0000965	Prai.g_01852	Syaq.g_01051
OG0000966	Prai.g_01861	Syaq.g_01060
OG0000967	Prai.g_01865	Syaq.g_01067
OG0000968	Prai.g_01867	Syaq.g_01071
OG0000969	Prai.g_01868	Syaq.g_01078
OG0000970	Prai.g_01869	Syaq.g_01079
OG0000971	Prai.g_01870	Syaq.g_01081
OG0000972	Prai.g_01871	Syaq.g_01082
OG0000973	Prai.g_01872	Syaq.g_01083
OG0000974	Prai.g_01873	Syaq.g_01084
OG0000975	Prai.g_01874	Syaq.g_01085
OG0000976	Prai.g_01875	Syaq.g_01086
OG0000977	Prai.g_01876	Syaq.g_01088
OG0000978	Prai.g_01877	Syaq.g_01091
OG0000979	Prai.g_01880	Syaq.g_01094
OG0000980	Prai.g_01882	Syaq.g_01097
OG0000981	Prai.g_01884	Syaq.g_01100
OG0000982	Prai.g_01886	Syaq.g_01263
OG0000983	Prai.g_01887	Syaq.g_01262
OG0000984	Prai.g_01888	Syaq.g_01261
OG0000985	Prai.g_01891	Syaq.g_01257
OG0000986	Prai.g_01893	Syaq.g_01253
OG0000987	Prai.g_01894	Syaq.g_01251
OG0000988	Prai.g_01897	Syaq.g_01245
OG0000989	Prai.g_01900	Syaq.g_01239
OG0000990	Prai.g_01903	Syaq.g_01229
OG0000991	Prai.g_01904	Syaq.g_01225
OG0000992	Prai.g_01906	Syaq.g_01222
OG0000993	Prai.g_01907	Syaq.g_01221
OG0000994	Prai.g_01908	Syaq.g_01218
OG0000995	Prai.g_01912	Syaq.g_01212
OG0000996	Prai.g_01913	Syaq.g_01193
OG0000997	Prai.g_01914	Syaq.g_01184
OG0000998	Prai.g_01916	Syaq.g_01182
OG0000999	Prai.g_01917	Syaq.g_01181
OG0001000	Prai.g_01920	Syaq.g_01177
OG0001001	Prai.g_01922	Syaq.g_01172
OG0001002	Prai.g_01926	Syaq.g_01165
OG0001003	Prai.g_01928	Syaq.g_01163
OG0001004	Prai.g_01929	Syaq.g_01162
OG0001005	Prai.g_01930	Syaq.g_01161
OG0001006	Prai.g_01934	Syaq.g_01152
OG0001007	Prai.g_01936	Syaq.g_01150
OG0001008	Prai.g_00468	Syaq.g_00500
OG0001009	Prai.g_00027	Syaq.g_01118
OG0001010	Prai.g_00028	Syaq.g_01117
OG0001011	Prai.g_00029	Syaq.g_01115
OG0001012	Prai.g_00050	Syaq.g_01267
OG0001013	Prai.g_00055	Syaq.g_01289
OG0001014	Prai.g_00058	Syaq.g_01295
OG0001015	Prai.g_00059	Syaq.g_01296
OG0001016	Prai.g_00073	Syaq.g_01554
OG0001017	Prai.g_00077	Syaq.g_01548
OG0001018	Prai.g_00080	Syaq.g_01546
OG0001019	Prai.g_00089	Syaq.g_01524
OG0001020	Prai.g_00090	Syaq.g_01510
OG0001021	Prai.g_00091	Syaq.g_01506
OG0001022	Prai.g_00094	Syaq.g_01501
OG0001023	Prai.g_00095	Syaq.g_01500
OG0001024	Prai.g_00098	Syaq.g_01496
OG0001025	Prai.g_00104	Syaq.g_01490
OG0001026	Prai.g_00111	Syaq.g_01477
OG0001027	Prai.g_00112	Syaq.g_01474
OG0001028	Prai.g_00114	Syaq.g_01472
OG0001029	Prai.g_00115	Syaq.g_01470
OG0001030	Prai.g_00130	Syaq.g_01450
OG0001031	Prai.g_00197	Syaq.g_01378
OG0001032	Prai.g_00198	Syaq.g_01376
OG0001033	Prai.g_00219	Syaq.g_01344
OG0001034	Prai.g_00247	Syaq.g_01579
OG0001035	Prai.g_00267	Syaq.g_00726
OG0001036	Prai.g_00272	Syaq.g_00731
OG0001037	Prai.g_00273	Syaq.g_00733
OG0001038	Prai.g_00291	Syaq.g_00761
OG0001039	Prai.g_00294	Syaq.g_00764
OG0001040	Prai.g_00296	Syaq.g_00767
OG0001041	Prai.g_00300	Syaq.g_00772
OG0001042	Prai.g_00317	Syaq.g_00858
OG0001045	Prai.g_00355	Syaq.g_00547
OG0001046	Prai.g_00390	Syaq.g_02509
OG0001047	Prai.g_00470	Syaq.g_00498
OG0001048	Prai.g_00471	Syaq.g_00497
OG0001049	Prai.g_00473	Syaq.g_00494
OG0001050	Prai.g_00474	Syaq.g_00493
OG0001051	Prai.g_00475	Syaq.g_00492
OG0001052	Prai.g_00501	Syaq.g_00446
OG0001053	Prai.g_00513	Syaq.g_01775
OG0001054	Prai.g_00528	Syaq.g_01794
OG0001055	Prai.g_00546	Syaq.g_01815
OG0001056	Prai.g_00564	Syaq.g_01843
OG0001057	Prai.g_00569	Syaq.g_00334
OG0001058	Prai.g_00577	Syaq.g_01931
OG0001059	Prai.g_00581	Syaq.g_01935
OG0001060	Prai.g_00588	Syaq.g_01941
OG0001061	Prai.g_00602	Syaq.g_01961
OG0001062	Prai.g_00604	Syaq.g_01963
OG0001063	Prai.g_00606	Syaq.g_01968
OG0001064	Prai.g_00607	Syaq.g_01969
OG0001065	Prai.g_00608	Syaq.g_01970
OG0001066	Prai.g_00609	Syaq.g_01971
OG0001067	Prai.g_00610	Syaq.g_01972
OG0001068	Prai.g_00611	Syaq.g_01973
OG0001069	Prai.g_00612	Syaq.g_01974
OG0001070	Prai.g_00615	Syaq.g_01978
OG0001071	Prai.g_00616	Syaq.g_01979
OG0001072	Prai.g_00618	Syaq.g_01983
OG0001073	Prai.g_00632	Syaq.g_01998
OG0001074	Prai.g_00643	Syaq.g_02132
OG0001075	Prai.g_00644	Syaq.g_02025
OG0001076	Prai.g_00653	Syaq.g_02060
OG0001077	Prai.g_00657	Syaq.g_02071
OG0001078	Prai.g_00665	Syaq.g_02083
OG0001079	Prai.g_00676	Syaq.g_02100
OG0001080	Prai.g_00682	Syaq.g_02161
OG0001081	Prai.g_00684	Syaq.g_02232
OG0001082	Prai.g_00685	Syaq.g_02233
OG0001083	Prai.g_00690	Syaq.g_02240
OG0001084	Prai.g_00691	Syaq.g_02241
OG0001085	Prai.g_00699	Syaq.g_02251
OG0001086	Prai.g_00700	Syaq.g_02253
OG0001087	Prai.g_00717	Syaq.g_02574
OG0001088	Prai.g_00718	Syaq.g_02576
OG0001089	Prai.g_00726	Syaq.g_02604
OG0001090	Prai.g_00749	Syaq.g_00024
OG0001091	Prai.g_00751	Syaq.g_00027
OG0001092	Prai.g_00752	Syaq.g_00029
OG0001093	Prai.g_00757	Syaq.g_00035
OG0001094	Prai.g_00854	Syaq.g_02334
OG0001095	Prai.g_00834	Syaq.g_02354
OG0001096	Prai.g_00821	Syaq.g_02370
OG0001097	Prai.g_00802	Syaq.g_02393
OG0001098	Prai.g_00787	Syaq.g_02415
OG0001099	Prai.g_01057	Syaq.g_01471
OG0001100	Prai.g_01053	Syaq.g_02262
OG0001101	Prai.g_01051	Syaq.g_02263
OG0001102	Prai.g_01049	Syaq.g_02266
OG0001103	Prai.g_01047	Syaq.g_02268
OG0001104	Prai.g_01026	Syaq.g_02316
OG0001105	Prai.g_01022	Syaq.g_02320
OG0001106	Prai.g_00998	Syaq.g_02471
OG0001108	Prai.g_00987	Syaq.g_02491
OG0001109	Prai.g_00986	Syaq.g_02493
OG0001110	Prai.g_00984	Syaq.g_02495
OG0001111	Prai.g_00983	Syaq.g_02497
OG0001112	Prai.g_00982	Syaq.g_02499
OG0001113	Prai.g_00981	Syaq.g_02539
OG0001114	Prai.g_00980	Syaq.g_02500
OG0001115	Prai.g_00978	Syaq.g_02504
OG0001116	Prai.g_00977	Syaq.g_02506
OG0001117	Prai.g_00976	Syaq.g_02507
OG0001118	Prai.g_00975	Syaq.g_02508
OG0001119	Prai.g_00974	Syaq.g_02510
OG0001120	Prai.g_00972	Syaq.g_02514
OG0001121	Prai.g_01141, Prai.g_00969	Syaq.g_01919
OG0001122	Prai.g_00945	Syaq.g_00069
OG0001124	Prai.g_00940	Syaq.g_00060
OG0001125	Prai.g_00939	Syaq.g_00058
OG0001126	Prai.g_00929	Syaq.g_02693
OG0001127	Prai.g_00928	Syaq.g_02692
OG0001128	Prai.g_00926	Syaq.g_02689
OG0001129	Prai.g_00925	Syaq.g_02687
OG0001130	Prai.g_00924	Syaq.g_02686
OG0001131	Prai.g_01088	Syaq.g_02284
OG0001132	Prai.g_01098	Syaq.g_01872
OG0001133	Prai.g_01130	Syaq.g_02063
OG0001134	Prai.g_01143	Syaq.g_02213
OG0001135	Prai.g_01146	Syaq.g_02212
OG0001137	Prai.g_01179	Syaq.g_00228
OG0001138	Prai.g_01198	Syaq.g_00196
