Orthogroup	Prai	Prbf
OG0000558	Prai.g_00575	Prbf.g_01828
OG0000559	Prai.g_00579	Prbf.g_01832
OG0000560	Prai.g_00582	Prbf.g_01835
OG0000561	Prai.g_00583	Prbf.g_01836
OG0000562	Prai.g_00584	Prbf.g_01837
OG0000563	Prai.g_00585	Prbf.g_01838
OG0000564	Prai.g_00586	Prbf.g_01839
OG0000565	Prai.g_00589	Prbf.g_01841
OG0000566	Prai.g_00592	Prbf.g_01845
OG0000567	Prai.g_00596	Prbf.g_01849
OG0000568	Prai.g_00597	Prbf.g_01850
OG0000569	Prai.g_00598	Prbf.g_01851
OG0000570	Prai.g_00599	Prbf.g_01852
OG0000571	Prai.g_00601	Prbf.g_01854
OG0000572	Prai.g_00614	Prbf.g_01868
OG0000573	Prai.g_00620	Prbf.g_01874
OG0000574	Prai.g_00621	Prbf.g_01875
OG0000575	Prai.g_00625	Prbf.g_01879
OG0000576	Prai.g_00627	Prbf.g_01881
OG0000577	Prai.g_00628	Prbf.g_01882
OG0000578	Prai.g_00629	Prbf.g_01883
OG0000579	Prai.g_00630	Prbf.g_01884
OG0000580	Prai.g_00631	Prbf.g_01885
OG0000581	Prai.g_00633	Prbf.g_01888
OG0000582	Prai.g_00636	Prbf.g_01891
OG0000583	Prai.g_00637	Prbf.g_01892
OG0000584	Prai.g_00638	Prbf.g_01893
OG0000585	Prai.g_00640	Prbf.g_01895
OG0000586	Prai.g_00641	Prbf.g_01896
OG0000587	Prai.g_00642	Prbf.g_01897
OG0000588	Prai.g_00646	Prbf.g_01901
OG0000589	Prai.g_00650	Prbf.g_01903
OG0000590	Prai.g_00651	Prbf.g_01904
OG0000591	Prai.g_00654	Prbf.g_01908
OG0000592	Prai.g_00655	Prbf.g_01909
OG0000593	Prai.g_00661	Prbf.g_00979
OG0000594	Prai.g_00662	Prbf.g_00980
OG0000595	Prai.g_00663	Prbf.g_00981
OG0000596	Prai.g_00667	Prbf.g_00985
OG0000597	Prai.g_00669	Prbf.g_00988
OG0000598	Prai.g_00670	Prbf.g_00989
OG0000599	Prai.g_00673	Prbf.g_00992
OG0000600	Prai.g_00674	Prbf.g_00993
OG0000601	Prai.g_00675	Prbf.g_00994
OG0000602	Prai.g_00677	Prbf.g_00996
OG0000603	Prai.g_00678	Prbf.g_00997
OG0000604	Prai.g_00679	Prbf.g_00998
OG0000605	Prai.g_00680	Prbf.g_00999
OG0000606	Prai.g_00683	Prbf.g_01002
OG0000607	Prai.g_00686	Prbf.g_01005
OG0000608	Prai.g_00687	Prbf.g_01006
OG0000609	Prai.g_00688	Prbf.g_01007
OG0000610	Prai.g_00693	Prbf.g_01013
OG0000611	Prai.g_00696	Prbf.g_01016
OG0000612	Prai.g_00697	Prbf.g_01017
OG0000613	Prai.g_00702	Prbf.g_01290
OG0000614	Prai.g_00721	Prbf.g_01269
OG0000615	Prai.g_00729	Prbf.g_01258
OG0000616	Prai.g_00732	Prbf.g_00404
OG0000617	Prai.g_00754	Prbf.g_01033
OG0000618	Prai.g_00755	Prbf.g_01034
OG0000619	Prai.g_00756	Prbf.g_01035
OG0000620	Prai.g_00759	Prbf.g_01038
OG0000621	Prai.g_00760	Prbf.g_01039
OG0000622	Prai.g_00761	Prbf.g_01040
OG0000623	Prai.g_00762	Prbf.g_01041
OG0000624	Prai.g_00763	Prbf.g_01043
OG0000625	Prai.g_00764	Prbf.g_01044
OG0000626	Prai.g_00765	Prbf.g_01045
OG0000627	Prai.g_00766	Prbf.g_01046
OG0000628	Prai.g_00767	Prbf.g_01047
OG0000629	Prai.g_00768	Prbf.g_01048
OG0000630	Prai.g_00771	Prbf.g_01051
OG0000631	Prai.g_00857	Prbf.g_01144
OG0000632	Prai.g_00856	Prbf.g_01143
OG0000633	Prai.g_00855	Prbf.g_01142
OG0000634	Prai.g_00852	Prbf.g_01249
OG0000635	Prai.g_00851	Prbf.g_01248
OG0000636	Prai.g_00849	Prbf.g_01246
OG0000637	Prai.g_00847	Prbf.g_01244
OG0000638	Prai.g_00846	Prbf.g_01243
OG0000639	Prai.g_00845	Prbf.g_01242
OG0000640	Prai.g_00844	Prbf.g_01241
OG0000641	Prai.g_00839	Prbf.g_01237
OG0000642	Prai.g_00838	Prbf.g_01236
OG0000643	Prai.g_00837	Prbf.g_01235
OG0000644	Prai.g_00836	Prbf.g_01234
OG0000645	Prai.g_00835	Prbf.g_01233
OG0000646	Prai.g_00833	Prbf.g_01231
OG0000647	Prai.g_00832	Prbf.g_01229
OG0000648	Prai.g_00830	Prbf.g_01227
OG0000649	Prai.g_00829	Prbf.g_01226
OG0000650	Prai.g_00828	Prbf.g_01225
OG0000651	Prai.g_00827	Prbf.g_01224
OG0000652	Prai.g_00826	Prbf.g_01223
OG0000653	Prai.g_00824	Prbf.g_01221
OG0000654	Prai.g_00823	Prbf.g_01220
OG0000655	Prai.g_00822	Prbf.g_01219
OG0000656	Prai.g_00819	Prbf.g_01216
OG0000657	Prai.g_00811	Prbf.g_01208
OG0000658	Prai.g_00810	Prbf.g_01206
OG0000659	Prai.g_00809	Prbf.g_01205
OG0000660	Prai.g_00805	Prbf.g_01201
OG0000661	Prai.g_00803	Prbf.g_01199
OG0000662	Prai.g_00801	Prbf.g_01197
OG0000663	Prai.g_00799	Prbf.g_01195
OG0000664	Prai.g_00798	Prbf.g_01194
OG0000665	Prai.g_00794	Prbf.g_01188
OG0000666	Prai.g_00793	Prbf.g_01187
OG0000667	Prai.g_00789	Prbf.g_01183
OG0000668	Prai.g_01060	Prbf.g_00838
OG0000669	Prai.g_01054	Prbf.g_01331
OG0000670	Prai.g_01052	Prbf.g_01328
OG0000671	Prai.g_01050	Prbf.g_01325
OG0000672	Prai.g_01048	Prbf.g_01322
OG0000673	Prai.g_01045	Prbf.g_01319
OG0000674	Prai.g_01043	Prbf.g_01317
OG0000675	Prai.g_01042	Prbf.g_01316
OG0000676	Prai.g_01040	Prbf.g_01314
OG0000677	Prai.g_01039	Prbf.g_01313
OG0000678	Prai.g_01037	Prbf.g_01311
OG0000679	Prai.g_01033	Prbf.g_01307
OG0000680	Prai.g_01032	Prbf.g_01306
OG0000681	Prai.g_01030	Prbf.g_01303
OG0000682	Prai.g_01029	Prbf.g_01302
OG0000683	Prai.g_01028	Prbf.g_01301
OG0000684	Prai.g_01027	Prbf.g_01299
OG0000685	Prai.g_01025	Prbf.g_01297
OG0000686	Prai.g_01024	Prbf.g_01296
OG0000687	Prai.g_01023	Prbf.g_01295
OG0000688	Prai.g_01020	Prbf.g_01021
OG0000689	Prai.g_01019	Prbf.g_01022
OG0000690	Prai.g_01018	Prbf.g_01023
OG0000691	Prai.g_01017	Prbf.g_01024
OG0000692	Prai.g_01015	Prbf.g_01026
OG0000693	Prai.g_01014	Prbf.g_01027
OG0000694	Prai.g_01013	Prbf.g_01028
OG0000695	Prai.g_01011	Prbf.g_01140
OG0000696	Prai.g_01010	Prbf.g_01139
OG0000697	Prai.g_01009	Prbf.g_01138
OG0000698	Prai.g_01006	Prbf.g_01135
OG0000699	Prai.g_01005	Prbf.g_01134
OG0000700	Prai.g_01004	Prbf.g_01133
OG0000701	Prai.g_01003	Prbf.g_01132
OG0000702	Prai.g_01001	Prbf.g_01130
OG0000703	Prai.g_01000	Prbf.g_01129
OG0000704	Prai.g_00999	Prbf.g_01127
OG0000705	Prai.g_00995	Prbf.g_01124
OG0000706	Prai.g_00994	Prbf.g_01123
OG0000707	Prai.g_00993	Prbf.g_01122
OG0000708	Prai.g_00992	Prbf.g_01120
OG0000709	Prai.g_00988	Prbf.g_01116
OG0000710	Prai.g_00985	Prbf.g_01113
OG0000711	Prai.g_00968	Prbf.g_01095
OG0000712	Prai.g_00966	Prbf.g_01094
OG0000713	Prai.g_00965	Prbf.g_01093
OG0000714	Prai.g_00964	Prbf.g_01092
OG0000715	Prai.g_00962	Prbf.g_01090
OG0000716	Prai.g_00960	Prbf.g_01088
OG0000717	Prai.g_00959	Prbf.g_01087
OG0000718	Prai.g_00948	Prbf.g_01083
OG0000719	Prai.g_00946	Prbf.g_01081
OG0000720	Prai.g_00938	Prbf.g_01069
OG0000721	Prai.g_00936	Prbf.g_01065
OG0000722	Prai.g_00935	Prbf.g_01064
OG0000723	Prai.g_00932	Prbf.g_01060
OG0000724	Prai.g_00923	Prbf.g_01165
OG0000725	Prai.g_00917	Prbf.g_01171
OG0000726	Prai.g_00916	Prbf.g_01172
OG0000727	Prai.g_00915	Prbf.g_01173
OG0000728	Prai.g_00913	Prbf.g_01175
OG0000729	Prai.g_01109	Prbf.g_00048
OG0000730	Prai.g_01113	Prbf.g_00876
OG0000731	Prai.g_01117	Prbf.g_01684
OG0000732	Prai.g_01126	Prbf.g_00453
OG0000733	Prai.g_01144	Prbf.g_00787
OG0000734	Prai.g_01157	Prbf.g_00902
OG0000735	Prai.g_01159	Prbf.g_00904
OG0000736	Prai.g_01160	Prbf.g_00905
OG0000737	Prai.g_01161	Prbf.g_00906
OG0000738	Prai.g_01165	Prbf.g_00910
OG0000739	Prai.g_01166	Prbf.g_00911
OG0000740	Prai.g_01167	Prbf.g_00912
OG0000741	Prai.g_01168	Prbf.g_00914
OG0000742	Prai.g_01170	Prbf.g_00917
OG0000743	Prai.g_01172	Prbf.g_00919
OG0000744	Prai.g_01173	Prbf.g_00920
OG0000745	Prai.g_01174	Prbf.g_00921
OG0000746	Prai.g_01176	Prbf.g_00923
OG0000747	Prai.g_01177	Prbf.g_00924
OG0000748	Prai.g_01180	Prbf.g_00928
OG0000749	Prai.g_01181	Prbf.g_00929
OG0000750	Prai.g_01182	Prbf.g_00930
OG0000751	Prai.g_01184	Prbf.g_00933
OG0000752	Prai.g_01186	Prbf.g_00935
OG0000753	Prai.g_01189	Prbf.g_00937
OG0000754	Prai.g_01192	Prbf.g_00940
OG0000755	Prai.g_01196	Prbf.g_00946
OG0000756	Prai.g_01197	Prbf.g_00947
OG0000757	Prai.g_01204	Prbf.g_00954
OG0000758	Prai.g_01205	Prbf.g_00955
OG0000759	Prai.g_01206	Prbf.g_00956
OG0000760	Prai.g_01207	Prbf.g_00957
OG0000761	Prai.g_01208	Prbf.g_00958
OG0000762	Prai.g_01209	Prbf.g_00959
OG0000763	Prai.g_01211	Prbf.g_00961
OG0000764	Prai.g_01212	Prbf.g_00962
OG0000765	Prai.g_01221	Prbf.g_00970
OG0000766	Prai.g_01222	Prbf.g_00971
OG0000767	Prai.g_01224	Prbf.g_00973
OG0000768	Prai.g_01225	Prbf.g_00974
OG0000769	Prai.g_01227	Prbf.g_00976
OG0000770	Prai.g_01229	Prbf.g_01914
OG0000771	Prai.g_01238	Prbf.g_00253
OG0000772	Prai.g_01310	Prbf.g_00767
OG0000773	Prai.g_01325	Prbf.g_00035
OG0000774	Prai.g_01327	Prbf.g_00033
OG0000775	Prai.g_01330	Prbf.g_00031
OG0000776	Prai.g_01331	Prbf.g_00030
OG0000777	Prai.g_01332	Prbf.g_00029
OG0000778	Prai.g_01333	Prbf.g_00028
OG0000779	Prai.g_01337	Prbf.g_00024
OG0000780	Prai.g_01338	Prbf.g_00023
OG0000781	Prai.g_01341	Prbf.g_00019
OG0000782	Prai.g_01342	Prbf.g_00018
OG0000783	Prai.g_01343	Prbf.g_00017
OG0000784	Prai.g_01344	Prbf.g_00016
OG0000785	Prai.g_01346	Prbf.g_00014
OG0000786	Prai.g_01348	Prbf.g_00011
OG0000787	Prai.g_01349	Prbf.g_00010
OG0000788	Prai.g_01358	Prbf.g_01782
OG0000789	Prai.g_01360	Prbf.g_00256
OG0000790	Prai.g_01375	Prbf.g_00100
OG0000791	Prai.g_01377	Prbf.g_00102
OG0000792	Prai.g_01378	Prbf.g_00103
OG0000793	Prai.g_01381	Prbf.g_00106
OG0000794	Prai.g_01382	Prbf.g_00107
OG0000795	Prai.g_01383	Prbf.g_00108
OG0000796	Prai.g_01387	Prbf.g_00112
OG0000797	Prai.g_01388	Prbf.g_00113
OG0000798	Prai.g_01395	Prbf.g_00312
OG0000799	Prai.g_01445	Prbf.g_00140
OG0000800	Prai.g_01446	Prbf.g_00141
OG0000801	Prai.g_01447	Prbf.g_00142
OG0000802	Prai.g_01449	Prbf.g_00144
OG0000803	Prai.g_01451	Prbf.g_00146
OG0000804	Prai.g_01452	Prbf.g_00147
OG0000805	Prai.g_01454	Prbf.g_00149
OG0000806	Prai.g_01456	Prbf.g_00151
OG0000807	Prai.g_01457	Prbf.g_00152
OG0000808	Prai.g_01458	Prbf.g_00153
OG0000809	Prai.g_01461	Prbf.g_00155
OG0000810	Prai.g_01462	Prbf.g_00156
OG0000811	Prai.g_01466	Prbf.g_00160
OG0000812	Prai.g_01468	Prbf.g_00162
OG0000813	Prai.g_01469	Prbf.g_00163
OG0000814	Prai.g_01471	Prbf.g_00165
OG0000815	Prai.g_01472	Prbf.g_00166
OG0000816	Prai.g_01474	Prbf.g_00168
OG0000817	Prai.g_01475	Prbf.g_00169
OG0000818	Prai.g_01480	Prbf.g_00174
OG0000819	Prai.g_01481	Prbf.g_00175
OG0000820	Prai.g_01482	Prbf.g_00176
OG0000821	Prai.g_01485	Prbf.g_00180
OG0000822	Prai.g_01486	Prbf.g_00181
OG0000823	Prai.g_01487	Prbf.g_00182
OG0000824	Prai.g_01490	Prbf.g_00185
OG0000825	Prai.g_01491	Prbf.g_00186
OG0000826	Prai.g_01492	Prbf.g_00187
OG0000827	Prai.g_01493	Prbf.g_00188
OG0000828	Prai.g_01496	Prbf.g_00191
OG0000829	Prai.g_01497	Prbf.g_00192
OG0000830	Prai.g_01498	Prbf.g_00193
OG0000831	Prai.g_01500	Prbf.g_00195
OG0000832	Prai.g_01505	Prbf.g_00205
OG0000833	Prai.g_01514	Prbf.g_00214
OG0000834	Prai.g_01515	Prbf.g_00215
OG0000835	Prai.g_01516	Prbf.g_00216
OG0000836	Prai.g_01517	Prbf.g_00217
OG0000837	Prai.g_01518	Prbf.g_00218
OG0000838	Prai.g_01520	Prbf.g_00220
OG0000839	Prai.g_01521	Prbf.g_00221
OG0000840	Prai.g_01522	Prbf.g_00222
OG0000841	Prai.g_01523	Prbf.g_00223
OG0000842	Prai.g_01524	Prbf.g_00224
OG0000843	Prai.g_01525	Prbf.g_00225
OG0000844	Prai.g_01526	Prbf.g_00226
OG0000845	Prai.g_01527	Prbf.g_00227
OG0000846	Prai.g_01528	Prbf.g_00228
OG0000847	Prai.g_01529	Prbf.g_00229
OG0000848	Prai.g_01530	Prbf.g_00230
OG0000849	Prai.g_01531	Prbf.g_00231
OG0000850	Prai.g_01533	Prbf.g_00233
OG0000851	Prai.g_01534	Prbf.g_00234
OG0000852	Prai.g_01535	Prbf.g_00235
OG0000853	Prai.g_01539	Prbf.g_00241
OG0000854	Prai.g_01541	Prbf.g_00243
OG0000855	Prai.g_01542	Prbf.g_00244
OG0000856	Prai.g_01558	Prbf.g_01911
OG0000857	Prai.g_01597	Prbf.g_01230
OG0000858	Prai.g_01632	Prbf.g_00700
OG0000859	Prai.g_01633	Prbf.g_00699
OG0000860	Prai.g_01640	Prbf.g_00691
OG0000861	Prai.g_01641	Prbf.g_00690
OG0000862	Prai.g_01642	Prbf.g_00689
OG0000863	Prai.g_01644	Prbf.g_00687
OG0000864	Prai.g_01645	Prbf.g_00686
OG0000865	Prai.g_01646	Prbf.g_00685
OG0000866	Prai.g_01647	Prbf.g_00684
OG0000867	Prai.g_01648	Prbf.g_00683
OG0000868	Prai.g_01649	Prbf.g_00681
OG0000869	Prai.g_01653	Prbf.g_00678
OG0000870	Prai.g_01658	Prbf.g_00673
OG0000871	Prai.g_01659	Prbf.g_00672
OG0000872	Prai.g_01660	Prbf.g_00671
OG0000873	Prai.g_01663	Prbf.g_00668
OG0000874	Prai.g_01666	Prbf.g_00665
OG0000875	Prai.g_01667	Prbf.g_00664
OG0000876	Prai.g_01668	Prbf.g_00663
OG0000877	Prai.g_01670	Prbf.g_00661
OG0000878	Prai.g_01671	Prbf.g_00660
OG0000879	Prai.g_01672	Prbf.g_00659
OG0000880	Prai.g_01673	Prbf.g_00658
OG0000881	Prai.g_01677	Prbf.g_00654
OG0000882	Prai.g_01682	Prbf.g_00649
OG0000883	Prai.g_01683	Prbf.g_00647
OG0000884	Prai.g_01685	Prbf.g_00645
OG0000885	Prai.g_01686	Prbf.g_00644
OG0000886	Prai.g_01687	Prbf.g_00643
OG0000887	Prai.g_01688	Prbf.g_00642
OG0000888	Prai.g_01690	Prbf.g_00640
OG0000889	Prai.g_01692	Prbf.g_00638
OG0000890	Prai.g_01693	Prbf.g_00637
OG0000891	Prai.g_01694	Prbf.g_00636
OG0000892	Prai.g_01696	Prbf.g_00634
OG0000893	Prai.g_01701	Prbf.g_00630
OG0000894	Prai.g_01703	Prbf.g_00627
OG0000895	Prai.g_01706	Prbf.g_00623
OG0000896	Prai.g_01707	Prbf.g_00622
OG0000897	Prai.g_01709	Prbf.g_00620
OG0000898	Prai.g_01710	Prbf.g_00619
OG0000899	Prai.g_01711	Prbf.g_00618
OG0000900	Prai.g_01712	Prbf.g_00617
OG0000901	Prai.g_01715	Prbf.g_00614
OG0000902	Prai.g_01717	Prbf.g_00612
OG0000903	Prai.g_01720	Prbf.g_00608
OG0000904	Prai.g_01722	Prbf.g_00604
OG0000905	Prai.g_01727	Prbf.g_00610
OG0000906	Prai.g_01728	Prbf.g_00611
OG0000907	Prai.g_01734	Prbf.g_00601
OG0000908	Prai.g_01737	Prbf.g_00598
OG0000909	Prai.g_01738	Prbf.g_00597
OG0000910	Prai.g_01739	Prbf.g_00596
OG0000911	Prai.g_01741	Prbf.g_00594
OG0000912	Prai.g_01742	Prbf.g_00593
OG0000913	Prai.g_01743	Prbf.g_00592
OG0000914	Prai.g_01744	Prbf.g_00591
OG0000915	Prai.g_01746	Prbf.g_00590
OG0000916	Prai.g_01747	Prbf.g_00589
OG0000917	Prai.g_01748	Prbf.g_00588
OG0000918	Prai.g_01749	Prbf.g_00587
OG0000919	Prai.g_01750	Prbf.g_00586
OG0000920	Prai.g_01751	Prbf.g_00585
OG0000921	Prai.g_01752	Prbf.g_00584
OG0000922	Prai.g_01753	Prbf.g_00583
OG0000923	Prai.g_01757	Prbf.g_00579
OG0000924	Prai.g_01758	Prbf.g_00578
OG0000925	Prai.g_01759	Prbf.g_00577
OG0000926	Prai.g_01760	Prbf.g_00576
OG0000927	Prai.g_01762	Prbf.g_00574
OG0000928	Prai.g_01763	Prbf.g_00573
OG0000929	Prai.g_01764	Prbf.g_00572
OG0000930	Prai.g_01765	Prbf.g_00571
OG0000931	Prai.g_01766	Prbf.g_00570
OG0000932	Prai.g_01767	Prbf.g_00569
OG0000933	Prai.g_01776	Prbf.g_00565
OG0000934	Prai.g_01778	Prbf.g_00563
OG0000935	Prai.g_01779	Prbf.g_00562
OG0000936	Prai.g_01780	Prbf.g_00561
OG0000937	Prai.g_01781	Prbf.g_00560
OG0000938	Prai.g_01783	Prbf.g_00557
OG0000939	Prai.g_01784	Prbf.g_00556
OG0000940	Prai.g_01791	Prbf.g_00549
OG0000941	Prai.g_01793	Prbf.g_00547
OG0000942	Prai.g_01795	Prbf.g_00545
OG0000943	Prai.g_01796	Prbf.g_00544
OG0000944	Prai.g_01797	Prbf.g_00542
OG0000945	Prai.g_01798	Prbf.g_00541
OG0000946	Prai.g_01802	Prbf.g_00536
OG0000947	Prai.g_01804	Prbf.g_00534
OG0000948	Prai.g_01805	Prbf.g_00533
OG0000949	Prai.g_01808	Prbf.g_00530
OG0000950	Prai.g_01813	Prbf.g_00523
OG0000951	Prai.g_01817	Prbf.g_00519
OG0000952	Prai.g_01821	Prbf.g_00515
OG0000953	Prai.g_01824	Prbf.g_00511
OG0000954	Prai.g_01828	Prbf.g_00507
OG0000955	Prai.g_01829	Prbf.g_00506
OG0000956	Prai.g_01831	Prbf.g_00504
OG0000957	Prai.g_01836	Prbf.g_00498
OG0000958	Prai.g_01837	Prbf.g_00497
OG0000959	Prai.g_01841	Prbf.g_00493
OG0000960	Prai.g_01842	Prbf.g_00492
OG0000961	Prai.g_01844	Prbf.g_00488
OG0000962	Prai.g_01846	Prbf.g_00486
OG0000963	Prai.g_01850	Prbf.g_00482
OG0000964	Prai.g_01851	Prbf.g_00481
OG0000965	Prai.g_01852	Prbf.g_00480
OG0000966	Prai.g_01861	Prbf.g_00474
OG0000967	Prai.g_01865	Prbf.g_00470
OG0000968	Prai.g_01867	Prbf.g_00468
OG0000969	Prai.g_01868	Prbf.g_00467
OG0000970	Prai.g_01869	Prbf.g_00466
OG0000971	Prai.g_01870	Prbf.g_00465
OG0000972	Prai.g_01871	Prbf.g_00464
OG0000973	Prai.g_01872	Prbf.g_00463
OG0000974	Prai.g_01873	Prbf.g_00462
OG0000975	Prai.g_01874	Prbf.g_00461
OG0000976	Prai.g_01875	Prbf.g_00460
OG0000977	Prai.g_01876	Prbf.g_00459
OG0000978	Prai.g_01877	Prbf.g_00458
OG0000979	Prai.g_01880	Prbf.g_00456
OG0000980	Prai.g_01882	Prbf.g_00454
OG0000981	Prai.g_01884	Prbf.g_00451
OG0000982	Prai.g_01886	Prbf.g_00449
OG0000983	Prai.g_01887	Prbf.g_00448
OG0000984	Prai.g_01888	Prbf.g_00447
OG0000985	Prai.g_01891	Prbf.g_00444
OG0000986	Prai.g_01893	Prbf.g_00442
OG0000987	Prai.g_01894	Prbf.g_00441
OG0000988	Prai.g_01897	Prbf.g_00438
OG0000989	Prai.g_01900	Prbf.g_00434
OG0000990	Prai.g_01903	Prbf.g_00430
OG0000991	Prai.g_01904	Prbf.g_00429
OG0000992	Prai.g_01906	Prbf.g_00426
OG0000993	Prai.g_01907	Prbf.g_00425
OG0000994	Prai.g_01908	Prbf.g_00424
OG0000995	Prai.g_01912	Prbf.g_00420
OG0000996	Prai.g_01913	Prbf.g_00419
OG0000997	Prai.g_01914	Prbf.g_00416
OG0000998	Prai.g_01916	Prbf.g_00414
OG0000999	Prai.g_01917	Prbf.g_00413
OG0001000	Prai.g_01920	Prbf.g_00410
OG0001001	Prai.g_01922	Prbf.g_00407
OG0001002	Prai.g_01926	Prbf.g_00402
OG0001003	Prai.g_01928	Prbf.g_00401
OG0001004	Prai.g_01929	Prbf.g_00400
OG0001005	Prai.g_01930	Prbf.g_00399
OG0001006	Prai.g_01934	Prbf.g_00395
OG0001007	Prai.g_01936	Prbf.g_00393
OG0001008	Prai.g_00468	Prbf.g_01721
OG0001009	Prai.g_00027	Prbf.g_01349
OG0001010	Prai.g_00028	Prbf.g_01350
OG0001011	Prai.g_00029	Prbf.g_01352
OG0001012	Prai.g_00050	Prbf.g_01366
OG0001013	Prai.g_00055	Prbf.g_01373
OG0001014	Prai.g_00058	Prbf.g_01376
OG0001015	Prai.g_00059	Prbf.g_01378
OG0001016	Prai.g_00073	Prbf.g_01400
OG0001017	Prai.g_00077	Prbf.g_01404
OG0001018	Prai.g_00080	Prbf.g_01406
OG0001019	Prai.g_00089	Prbf.g_01415
OG0001020	Prai.g_00090	Prbf.g_01416
OG0001021	Prai.g_00091	Prbf.g_01417
OG0001022	Prai.g_00094	Prbf.g_01420
OG0001023	Prai.g_00095	Prbf.g_01421
OG0001024	Prai.g_00098	Prbf.g_01425
OG0001025	Prai.g_00104	Prbf.g_01432
OG0001026	Prai.g_00111	Prbf.g_01441
OG0001027	Prai.g_00112	Prbf.g_01442
OG0001028	Prai.g_00114	Prbf.g_01444
OG0001029	Prai.g_00115	Prbf.g_01445
OG0001030	Prai.g_00130	Prbf.g_01461
OG0001031	Prai.g_00197	Prbf.g_01521
OG0001032	Prai.g_00198	Prbf.g_01522
OG0001033	Prai.g_00219	Prbf.g_01543
OG0001034	Prai.g_00247	Prbf.g_01574
OG0001035	Prai.g_00267	Prbf.g_01594
OG0001036	Prai.g_00272	Prbf.g_01598
OG0001037	Prai.g_00273	Prbf.g_01599
OG0001038	Prai.g_00291	Prbf.g_01618
OG0001039	Prai.g_00294	Prbf.g_01621
OG0001040	Prai.g_00296	Prbf.g_01623
OG0001041	Prai.g_00300	Prbf.g_01628
OG0001042	Prai.g_00317	Prbf.g_01645
OG0001043	Prai.g_00318	Prbf.g_01646
OG0001045	Prai.g_00355	Prbf.g_01686
OG0001046	Prai.g_00390	Prbf.g_00741
OG0001047	Prai.g_00470	Prbf.g_01723
OG0001048	Prai.g_00471	Prbf.g_01724
OG0001049	Prai.g_00473	Prbf.g_01726
OG0001050	Prai.g_00474	Prbf.g_01727
OG0001051	Prai.g_00475	Prbf.g_01728
OG0001052	Prai.g_00501	Prbf.g_01754
OG0001053	Prai.g_00513	Prbf.g_01766
OG0001054	Prai.g_00528	Prbf.g_01781
OG0001055	Prai.g_00546	Prbf.g_01800
OG0001056	Prai.g_00564	Prbf.g_01817
OG0001057	Prai.g_00569	Prbf.g_01822
OG0001058	Prai.g_00577	Prbf.g_01830
OG0001059	Prai.g_00581	Prbf.g_01834
OG0001060	Prai.g_00588	Prbf.g_01840
OG0001061	Prai.g_00602	Prbf.g_01855
OG0001062	Prai.g_00604	Prbf.g_01857
OG0001063	Prai.g_00606	Prbf.g_01859
OG0001064	Prai.g_00607	Prbf.g_01860
OG0001065	Prai.g_00608	Prbf.g_01861
OG0001066	Prai.g_00609	Prbf.g_01862
OG0001067	Prai.g_00610	Prbf.g_01863
OG0001068	Prai.g_00611	Prbf.g_01864
OG0001069	Prai.g_00612	Prbf.g_01865
OG0001070	Prai.g_00615	Prbf.g_01869
OG0001071	Prai.g_00616	Prbf.g_01870
OG0001072	Prai.g_00618	Prbf.g_01872
OG0001073	Prai.g_00632	Prbf.g_01886
OG0001074	Prai.g_00643	Prbf.g_01898
OG0001075	Prai.g_00644	Prbf.g_01899
OG0001076	Prai.g_00653	Prbf.g_01906
OG0001077	Prai.g_00657	Prbf.g_01912
OG0001078	Prai.g_00665	Prbf.g_00983
OG0001079	Prai.g_00676	Prbf.g_00995
OG0001080	Prai.g_00682	Prbf.g_01001
OG0001081	Prai.g_00684	Prbf.g_01003
OG0001082	Prai.g_00685	Prbf.g_01004
OG0001083	Prai.g_00690	Prbf.g_01009
OG0001084	Prai.g_00691	Prbf.g_01010
OG0001085	Prai.g_00699	Prbf.g_01293
OG0001086	Prai.g_00700	Prbf.g_01292
OG0001087	Prai.g_00717	Prbf.g_01274
OG0001088	Prai.g_00718	Prbf.g_01273
OG0001089	Prai.g_00726	Prbf.g_01262
OG0001090	Prai.g_00749	Prbf.g_01252
OG0001091	Prai.g_00751	Prbf.g_01030
OG0001092	Prai.g_00752	Prbf.g_01031
OG0001093	Prai.g_00757	Prbf.g_01036
OG0001094	Prai.g_00854	Prbf.g_01029
OG0001095	Prai.g_00834	Prbf.g_01232
OG0001096	Prai.g_00821	Prbf.g_01218
OG0001097	Prai.g_00802	Prbf.g_01198
OG0001098	Prai.g_00787	Prbf.g_01179
OG0001099	Prai.g_01057	Prbf.g_00833
OG0001100	Prai.g_01053	Prbf.g_01329
OG0001101	Prai.g_01051	Prbf.g_01326
OG0001102	Prai.g_01049	Prbf.g_01323
OG0001103	Prai.g_01047	Prbf.g_01321
OG0001104	Prai.g_01026	Prbf.g_01298
OG0001105	Prai.g_01022	Prbf.g_01294
OG0001106	Prai.g_00998	Prbf.g_01126
OG0001107	Prai.g_00991	Prbf.g_01119
OG0001108	Prai.g_00987	Prbf.g_01115
OG0001109	Prai.g_00986	Prbf.g_01114
OG0001110	Prai.g_00984	Prbf.g_01112
OG0001111	Prai.g_00983	Prbf.g_01111
OG0001112	Prai.g_00982	Prbf.g_01110
OG0001113	Prai.g_00981	Prbf.g_01109
OG0001114	Prai.g_00980	Prbf.g_01108
OG0001115	Prai.g_00978	Prbf.g_01106
OG0001116	Prai.g_00977	Prbf.g_01105
OG0001117	Prai.g_00976	Prbf.g_01104
