Orthogroup	Prai	Syae
OG0000588	Prai.g_00646	Syae.g_00043
OG0000589	Prai.g_00650	Syae.g_00047
OG0000590	Prai.g_00651	Syae.g_00048
OG0000591	Prai.g_00654	Syae.g_00056
OG0000592	Prai.g_00655	Syae.g_00057
OG0000593	Prai.g_00661	Syae.g_00070
OG0000594	Prai.g_00662	Syae.g_00071
OG0000595	Prai.g_00663	Syae.g_00072
OG0000596	Prai.g_00667	Syae.g_00077
OG0000597	Prai.g_00669	Syae.g_00080
OG0000598	Prai.g_00670	Syae.g_00081
OG0000599	Prai.g_00673	Syae.g_00084
OG0000600	Prai.g_00674	Syae.g_00085
OG0000601	Prai.g_00675	Syae.g_00086
OG0000602	Prai.g_00677	Syae.g_00091
OG0000603	Prai.g_00678	Syae.g_00092
OG0000604	Prai.g_00679	Syae.g_00095
OG0000605	Prai.g_00680	Syae.g_00260
OG0000606	Prai.g_00683	Syae.g_00616
OG0000607	Prai.g_00686	Syae.g_00613
OG0000608	Prai.g_00687	Syae.g_00612
OG0000609	Prai.g_00688	Syae.g_00610
OG0000610	Prai.g_00693	Syae.g_00601
OG0000611	Prai.g_00696	Syae.g_00598
OG0000612	Prai.g_00697	Syae.g_00597
OG0000613	Prai.g_00702	Syae.g_01910
OG0000614	Prai.g_00721	Syae.g_00765
OG0000615	Prai.g_00729	Syae.g_00557
OG0000616	Prai.g_00732	Syae.g_01696
OG0000617	Prai.g_00754	Syae.g_00464
OG0000618	Prai.g_00755	Syae.g_00463
OG0000619	Prai.g_00756	Syae.g_00462
OG0000620	Prai.g_00759	Syae.g_00456
OG0000621	Prai.g_00760	Syae.g_00455
OG0000622	Prai.g_00761	Syae.g_00454
OG0000623	Prai.g_00762	Syae.g_00453
OG0000624	Prai.g_00763	Syae.g_00451
OG0000625	Prai.g_00764	Syae.g_00450
OG0000626	Prai.g_00765	Syae.g_00449
OG0000627	Prai.g_00766	Syae.g_00299
OG0000628	Prai.g_00767	Syae.g_00300
OG0000629	Prai.g_00768	Syae.g_00303
OG0000630	Prai.g_00771	Syae.g_00310
OG0000631	Prai.g_00857	Syae.g_00317
OG0000632	Prai.g_00856	Syae.g_00318
OG0000633	Prai.g_00855	Syae.g_00320
OG0000634	Prai.g_00852	Syae.g_00525
OG0000635	Prai.g_00851	Syae.g_00524
OG0000636	Prai.g_00849	Syae.g_00522
OG0000637	Prai.g_00847	Syae.g_00520
OG0000638	Prai.g_00846	Syae.g_00519
OG0000639	Prai.g_00845	Syae.g_00518
OG0000640	Prai.g_00844	Syae.g_00517
OG0000641	Prai.g_00839	Syae.g_00513
OG0000642	Prai.g_00838	Syae.g_00512
OG0000643	Prai.g_00837	Syae.g_00510
OG0000644	Prai.g_00836	Syae.g_00509
OG0000645	Prai.g_00835	Syae.g_00507
OG0000646	Prai.g_00833	Syae.g_00504
OG0000647	Prai.g_00832	Syae.g_00502
OG0000648	Prai.g_00830	Syae.g_00499
OG0000649	Prai.g_00829	Syae.g_00498
OG0000650	Prai.g_00828	Syae.g_00497
OG0000651	Prai.g_00827	Syae.g_00496
OG0000652	Prai.g_00826	Syae.g_00495
OG0000653	Prai.g_00824	Syae.g_00493
OG0000654	Prai.g_00823	Syae.g_00492
OG0000655	Prai.g_00822	Syae.g_00491
OG0000656	Prai.g_00819	Syae.g_00488
OG0000657	Prai.g_00811	Syae.g_00834
OG0000658	Prai.g_00810	Syae.g_00837
OG0000659	Prai.g_00809	Syae.g_00838
OG0000660	Prai.g_00805	Syae.g_00842
OG0000661	Prai.g_00803	Syae.g_00844
OG0000662	Prai.g_00801	Syae.g_00846
OG0000663	Prai.g_00799	Syae.g_00849
OG0000664	Prai.g_00798	Syae.g_00850
OG0000665	Prai.g_00794	Syae.g_00121
OG0000666	Prai.g_00793	Syae.g_00258
OG0000667	Prai.g_00789	Syae.g_02056
OG0000668	Prai.g_01060	Syae.g_00418
OG0000669	Prai.g_01054	Syae.g_00585
OG0000670	Prai.g_01052	Syae.g_00582
OG0000671	Prai.g_01050	Syae.g_00580
OG0000672	Prai.g_01048	Syae.g_00577
OG0000673	Prai.g_01045	Syae.g_00574
OG0000674	Prai.g_01043	Syae.g_00572
OG0000675	Prai.g_01042	Syae.g_00571
OG0000676	Prai.g_01040	Syae.g_00569
OG0000677	Prai.g_01039	Syae.g_00568
OG0000678	Prai.g_01037	Syae.g_00564
OG0000679	Prai.g_01033	Syae.g_00555
OG0000680	Prai.g_01032	Syae.g_00554
OG0000681	Prai.g_01030	Syae.g_00551
OG0000682	Prai.g_01029	Syae.g_00550
OG0000683	Prai.g_01028	Syae.g_00549
OG0000684	Prai.g_01027	Syae.g_00545
OG0000685	Prai.g_01025	Syae.g_00543
OG0000686	Prai.g_01024	Syae.g_00542
OG0000687	Prai.g_01023	Syae.g_00541
OG0000688	Prai.g_01020	Syae.g_00536
OG0000689	Prai.g_01019	Syae.g_00534
OG0000690	Prai.g_01018	Syae.g_00533
OG0000691	Prai.g_01017	Syae.g_00532
OG0000692	Prai.g_01015	Syae.g_00531
OG0000693	Prai.g_01014	Syae.g_00529
OG0000694	Prai.g_01013	Syae.g_00528
OG0000695	Prai.g_01011	Syae.g_00322
OG0000696	Prai.g_01010	Syae.g_00323
OG0000697	Prai.g_01009	Syae.g_00325
OG0000698	Prai.g_01006	Syae.g_00328
OG0000699	Prai.g_01005	Syae.g_00330
OG0000700	Prai.g_01004	Syae.g_00331
OG0000701	Prai.g_01003	Syae.g_00332
OG0000702	Prai.g_01001	Syae.g_00341
OG0000703	Prai.g_01000	Syae.g_00342
OG0000704	Prai.g_00999	Syae.g_00345
OG0000705	Prai.g_00995	Syae.g_00352
OG0000706	Prai.g_00994	Syae.g_00353
OG0000707	Prai.g_00993	Syae.g_00354
OG0000708	Prai.g_00992	Syae.g_00357
OG0000709	Prai.g_00988	Syae.g_00365
OG0000710	Prai.g_00985	Syae.g_00369
OG0000711	Prai.g_00968	Syae.g_00398
OG0000712	Prai.g_00966	Syae.g_00400
OG0000713	Prai.g_00965	Syae.g_00401
OG0000714	Prai.g_00964	Syae.g_00403
OG0000715	Prai.g_00962	Syae.g_00405
OG0000716	Prai.g_00960	Syae.g_00409
OG0000717	Prai.g_00959	Syae.g_00410
OG0000718	Prai.g_00948	Syae.g_00414
OG0000719	Prai.g_00946	Syae.g_00416
OG0000720	Prai.g_00938	Syae.g_00429
OG0000721	Prai.g_00936	Syae.g_00431
OG0000722	Prai.g_00935	Syae.g_00432
OG0000723	Prai.g_00932	Syae.g_00445
OG0000724	Prai.g_00923	Syae.g_00799
OG0000725	Prai.g_00917	Syae.g_00789
OG0000726	Prai.g_00916	Syae.g_00788
OG0000727	Prai.g_00915	Syae.g_00787
OG0000728	Prai.g_00913	Syae.g_00785
OG0000729	Prai.g_01109	Syae.g_01819
OG0000730	Prai.g_01113	Syae.g_02189
OG0000731	Prai.g_01117	Syae.g_02201
OG0000732	Prai.g_01126	Syae.g_01764
OG0000733	Prai.g_01144	Syae.g_01599
OG0000734	Prai.g_01157	Syae.g_01371
OG0000735	Prai.g_01159	Syae.g_00942
OG0000736	Prai.g_01160	Syae.g_00941
OG0000737	Prai.g_01161	Syae.g_00940
OG0000738	Prai.g_01165	Syae.g_00935
OG0000739	Prai.g_01166	Syae.g_00928
OG0000740	Prai.g_01167	Syae.g_00927
OG0000741	Prai.g_01168	Syae.g_00924
OG0000742	Prai.g_01170	Syae.g_00922
OG0000743	Prai.g_01172	Syae.g_00920
OG0000744	Prai.g_01173	Syae.g_00919
OG0000745	Prai.g_01174	Syae.g_00917
OG0000746	Prai.g_01176	Syae.g_00915
OG0000747	Prai.g_01177	Syae.g_00914
OG0000748	Prai.g_01180	Syae.g_00902
OG0000749	Prai.g_01181	Syae.g_00900
OG0000750	Prai.g_01182	Syae.g_00899
OG0000751	Prai.g_01184	Syae.g_00892
OG0000752	Prai.g_01186	Syae.g_00890
OG0000753	Prai.g_01189	Syae.g_00887
OG0000754	Prai.g_01192	Syae.g_00641
OG0000755	Prai.g_01196	Syae.g_00651
OG0000756	Prai.g_01197	Syae.g_00652
OG0000757	Prai.g_01204	Syae.g_00661
OG0000758	Prai.g_01205	Syae.g_00662
OG0000759	Prai.g_01206	Syae.g_00663
OG0000760	Prai.g_01207	Syae.g_00664
OG0000761	Prai.g_01208	Syae.g_00668
OG0000762	Prai.g_01209	Syae.g_00672
OG0000763	Prai.g_01211	Syae.g_00676
OG0000764	Prai.g_01212	Syae.g_00677
OG0000765	Prai.g_01221	Syae.g_00695
OG0000766	Prai.g_01222	Syae.g_00696
OG0000767	Prai.g_01224	Syae.g_00698
OG0000768	Prai.g_01225	Syae.g_00699
OG0000769	Prai.g_01227	Syae.g_00701
OG0000770	Prai.g_01229	Syae.g_00704
OG0000771	Prai.g_01238	Syae.g_00805
OG0000772	Prai.g_01310	Syae.g_00168
OG0000773	Prai.g_01325	Syae.g_00947
OG0000774	Prai.g_01327	Syae.g_00951
OG0000775	Prai.g_01330	Syae.g_00954
OG0000776	Prai.g_01331	Syae.g_00955
OG0000777	Prai.g_01332	Syae.g_00956
OG0000778	Prai.g_01333	Syae.g_00957
OG0000779	Prai.g_01337	Syae.g_00963
OG0000780	Prai.g_01338	Syae.g_00967
OG0000781	Prai.g_01341	Syae.g_00971
OG0000782	Prai.g_01342	Syae.g_00972
OG0000783	Prai.g_01343	Syae.g_00973
OG0000784	Prai.g_01344	Syae.g_00974
OG0000785	Prai.g_01346	Syae.g_00976
OG0000786	Prai.g_01348	Syae.g_02477
OG0000787	Prai.g_01349	Syae.g_02476
OG0000788	Prai.g_01358	Syae.g_00087
OG0000789	Prai.g_01360	Syae.g_00281
OG0000790	Prai.g_01375	Syae.g_02294
OG0000791	Prai.g_01377	Syae.g_02292
OG0000792	Prai.g_01378	Syae.g_02291
OG0000793	Prai.g_01381	Syae.g_02286
OG0000794	Prai.g_01382	Syae.g_02285
OG0000795	Prai.g_01383	Syae.g_02284
OG0000796	Prai.g_01387	Syae.g_02280
OG0000797	Prai.g_01388	Syae.g_02279
OG0000798	Prai.g_01395	Syae.g_01205
OG0000799	Prai.g_01445	Syae.g_00010
OG0000800	Prai.g_01446	Syae.g_00009
OG0000801	Prai.g_01447	Syae.g_00008
OG0000802	Prai.g_01449	Syae.g_02686
OG0000803	Prai.g_01451	Syae.g_02680
OG0000804	Prai.g_01452	Syae.g_02677
OG0000805	Prai.g_01454	Syae.g_02663
OG0000806	Prai.g_01456	Syae.g_02661
OG0000807	Prai.g_01457	Syae.g_02659
OG0000808	Prai.g_01458	Syae.g_02658
OG0000809	Prai.g_01461	Syae.g_02655
OG0000810	Prai.g_01462	Syae.g_02654
OG0000811	Prai.g_01466	Syae.g_02648
OG0000812	Prai.g_01468	Syae.g_02646
OG0000813	Prai.g_01469	Syae.g_02645
OG0000814	Prai.g_01471	Syae.g_02643
OG0000815	Prai.g_01472	Syae.g_02642
OG0000816	Prai.g_01474	Syae.g_02641
OG0000817	Prai.g_01475	Syae.g_02640
OG0000818	Prai.g_01480	Syae.g_02634
OG0000819	Prai.g_01481	Syae.g_02633
OG0000820	Prai.g_01482	Syae.g_02632
OG0000821	Prai.g_01485	Syae.g_02626
OG0000822	Prai.g_01486	Syae.g_02624
OG0000823	Prai.g_01487	Syae.g_02623
OG0000824	Prai.g_01490	Syae.g_02617
OG0000825	Prai.g_01491	Syae.g_02616
OG0000826	Prai.g_01492	Syae.g_02615
OG0000827	Prai.g_01493	Syae.g_02614
OG0000828	Prai.g_01496	Syae.g_02612
OG0000829	Prai.g_01497	Syae.g_02611
OG0000830	Prai.g_01498	Syae.g_02610
OG0000831	Prai.g_01500	Syae.g_02608
OG0000832	Prai.g_01505	Syae.g_01081
OG0000833	Prai.g_01514	Syae.g_01106
OG0000834	Prai.g_01515	Syae.g_01108
OG0000835	Prai.g_01516	Syae.g_01109
OG0000836	Prai.g_01517	Syae.g_01113
OG0000837	Prai.g_01518	Syae.g_01115
OG0000838	Prai.g_01520	Syae.g_01119
OG0000839	Prai.g_01521	Syae.g_01120
OG0000840	Prai.g_01522	Syae.g_01121
OG0000841	Prai.g_01523	Syae.g_01122
OG0000842	Prai.g_01524	Syae.g_01123
OG0000843	Prai.g_01525	Syae.g_01124
OG0000844	Prai.g_01526	Syae.g_01125
OG0000845	Prai.g_01527	Syae.g_01126
OG0000846	Prai.g_01528	Syae.g_01127
OG0000847	Prai.g_01529	Syae.g_01128
OG0000848	Prai.g_01530	Syae.g_01130
OG0000849	Prai.g_01531	Syae.g_01131
OG0000850	Prai.g_01533	Syae.g_01133
OG0000851	Prai.g_01534	Syae.g_01139
OG0000852	Prai.g_01535	Syae.g_01140
OG0000853	Prai.g_01539	Syae.g_01144
OG0000854	Prai.g_01541	Syae.g_01146
OG0000855	Prai.g_01542	Syae.g_01147
OG0000856	Prai.g_01558	Syae.g_00059
OG0000857	Prai.g_01597	Syae.g_00503
OG0000858	Prai.g_01632	Syae.g_01153
OG0000859	Prai.g_01633	Syae.g_01154
OG0000860	Prai.g_01640	Syae.g_01165
OG0000861	Prai.g_01641	Syae.g_01166
OG0000862	Prai.g_01642	Syae.g_01167
OG0000863	Prai.g_01644	Syae.g_01170
OG0000864	Prai.g_01645	Syae.g_01171
OG0000865	Prai.g_01646	Syae.g_01172
OG0000866	Prai.g_01647	Syae.g_01173
OG0000867	Prai.g_01648	Syae.g_01174
OG0000868	Prai.g_01649	Syae.g_01177
OG0000869	Prai.g_01653	Syae.g_01182
OG0000870	Prai.g_01658	Syae.g_01187
OG0000871	Prai.g_01659	Syae.g_01188
OG0000872	Prai.g_01660	Syae.g_01196
OG0000873	Prai.g_01663	Syae.g_01199
OG0000874	Prai.g_01666	Syae.g_01194
OG0000875	Prai.g_01667	Syae.g_01244
OG0000876	Prai.g_01668	Syae.g_01020
OG0000877	Prai.g_01670	Syae.g_01025
OG0000878	Prai.g_01671	Syae.g_01026
OG0000879	Prai.g_01672	Syae.g_01027
OG0000880	Prai.g_01673	Syae.g_01028
OG0000881	Prai.g_01677	Syae.g_01034
OG0000882	Prai.g_01682	Syae.g_01039
OG0000883	Prai.g_01683	Syae.g_01041
OG0000884	Prai.g_01685	Syae.g_01043
OG0000885	Prai.g_01686	Syae.g_01044
OG0000886	Prai.g_01687	Syae.g_01045
OG0000887	Prai.g_01688	Syae.g_01046
OG0000888	Prai.g_01690	Syae.g_01048
OG0000889	Prai.g_01692	Syae.g_01050
OG0000890	Prai.g_01693	Syae.g_01056
OG0000891	Prai.g_01694	Syae.g_01057
OG0000892	Prai.g_01696	Syae.g_01059
OG0000893	Prai.g_01701	Syae.g_02031
OG0000894	Prai.g_01703	Syae.g_02034
OG0000895	Prai.g_01706	Syae.g_02038
OG0000896	Prai.g_01707	Syae.g_02039
OG0000897	Prai.g_01709	Syae.g_02041
OG0000898	Prai.g_01710	Syae.g_02042
OG0000899	Prai.g_01711	Syae.g_02043
OG0000900	Prai.g_01712	Syae.g_02044
OG0000901	Prai.g_01715	Syae.g_02049
OG0000902	Prai.g_01717	Syae.g_02051
OG0000903	Prai.g_01720	Syae.g_02077
OG0000904	Prai.g_01722	Syae.g_02071
OG0000905	Prai.g_01727	Syae.g_02065
OG0000906	Prai.g_01728	Syae.g_02063
OG0000907	Prai.g_01734	Syae.g_02079
OG0000908	Prai.g_01737	Syae.g_02082
OG0000909	Prai.g_01738	Syae.g_02083
OG0000910	Prai.g_01739	Syae.g_02084
OG0000911	Prai.g_01741	Syae.g_02086
OG0000912	Prai.g_01742	Syae.g_02087
OG0000913	Prai.g_01743	Syae.g_02088
OG0000914	Prai.g_01744	Syae.g_02089
OG0000915	Prai.g_01746	Syae.g_02091
OG0000916	Prai.g_01747	Syae.g_02092
OG0000917	Prai.g_01748	Syae.g_02093
OG0000918	Prai.g_01749	Syae.g_02094
OG0000919	Prai.g_01750	Syae.g_02095
OG0000920	Prai.g_01751	Syae.g_02096
OG0000921	Prai.g_01752	Syae.g_02097
OG0000922	Prai.g_01753	Syae.g_02098
OG0000923	Prai.g_01757	Syae.g_02102
OG0000924	Prai.g_01758	Syae.g_02103
OG0000925	Prai.g_01759	Syae.g_02104
OG0000926	Prai.g_01760	Syae.g_02105
OG0000927	Prai.g_01762	Syae.g_02107
OG0000928	Prai.g_01763	Syae.g_02108
OG0000929	Prai.g_01764	Syae.g_02109
OG0000930	Prai.g_01765	Syae.g_02110
OG0000931	Prai.g_01766	Syae.g_02111
OG0000932	Prai.g_01767	Syae.g_02112
OG0000933	Prai.g_01776	Syae.g_02118
OG0000934	Prai.g_01778	Syae.g_02120
OG0000935	Prai.g_01779	Syae.g_02121
OG0000936	Prai.g_01780	Syae.g_02122
OG0000937	Prai.g_01781	Syae.g_02123
OG0000938	Prai.g_01783	Syae.g_02126
OG0000939	Prai.g_01784	Syae.g_02127
OG0000940	Prai.g_01791	Syae.g_02133
OG0000941	Prai.g_01793	Syae.g_02135
OG0000942	Prai.g_01795	Syae.g_02137
OG0000943	Prai.g_01796	Syae.g_02138
OG0000944	Prai.g_01797	Syae.g_02140
OG0000945	Prai.g_01798	Syae.g_02142
OG0000946	Prai.g_01802	Syae.g_02146
OG0000947	Prai.g_01804	Syae.g_02149
OG0000948	Prai.g_01805	Syae.g_02150
OG0000949	Prai.g_01808	Syae.g_01884
OG0000950	Prai.g_01813	Syae.g_01873
OG0000951	Prai.g_01817	Syae.g_01866
OG0000952	Prai.g_01821	Syae.g_01859
OG0000953	Prai.g_01824	Syae.g_01854
OG0000954	Prai.g_01828	Syae.g_01845
OG0000955	Prai.g_01829	Syae.g_01844
OG0000956	Prai.g_01831	Syae.g_01842
OG0000957	Prai.g_01836	Syae.g_01831
OG0000958	Prai.g_01837	Syae.g_01830
OG0000959	Prai.g_01841	Syae.g_01826
OG0000960	Prai.g_01842	Syae.g_01825
OG0000961	Prai.g_01844	Syae.g_01822
OG0000962	Prai.g_01846	Syae.g_01820
OG0000963	Prai.g_01850	Syae.g_01814
OG0000964	Prai.g_01851	Syae.g_01813
OG0000965	Prai.g_01852	Syae.g_01812
OG0000966	Prai.g_01861	Syae.g_01789
OG0000967	Prai.g_01865	Syae.g_01782
OG0000968	Prai.g_01867	Syae.g_01787
OG0000969	Prai.g_01868	Syae.g_01785
OG0000970	Prai.g_01869	Syae.g_01784
OG0000971	Prai.g_01870	Syae.g_01779
OG0000972	Prai.g_01871	Syae.g_01778
OG0000973	Prai.g_01872	Syae.g_01777
OG0000974	Prai.g_01873	Syae.g_01776
OG0000975	Prai.g_01874	Syae.g_01775
OG0000976	Prai.g_01875	Syae.g_01774
OG0000977	Prai.g_01876	Syae.g_01772
OG0000978	Prai.g_01877	Syae.g_01771
OG0000979	Prai.g_01880	Syae.g_01768
OG0000980	Prai.g_01882	Syae.g_01765
OG0000981	Prai.g_01884	Syae.g_01762
OG0000982	Prai.g_01886	Syae.g_01568
OG0000983	Prai.g_01887	Syae.g_01569
OG0000984	Prai.g_01888	Syae.g_01570
OG0000985	Prai.g_01891	Syae.g_01572
OG0000986	Prai.g_01893	Syae.g_01575
OG0000987	Prai.g_01894	Syae.g_01577
OG0000988	Prai.g_01897	Syae.g_01583
OG0000989	Prai.g_01900	Syae.g_01591
OG0000990	Prai.g_01903	Syae.g_01606
OG0000991	Prai.g_01904	Syae.g_01609
OG0000992	Prai.g_01906	Syae.g_01612
OG0000993	Prai.g_01907	Syae.g_01613
OG0000994	Prai.g_01908	Syae.g_01616
OG0000995	Prai.g_01912	Syae.g_01627
OG0000996	Prai.g_01913	Syae.g_01667
OG0000997	Prai.g_01914	Syae.g_01678
OG0000998	Prai.g_01916	Syae.g_01680
OG0000999	Prai.g_01917	Syae.g_01683
OG0001000	Prai.g_01920	Syae.g_01686
OG0001001	Prai.g_01922	Syae.g_01692
OG0001002	Prai.g_01926	Syae.g_01699
OG0001003	Prai.g_01928	Syae.g_01701
OG0001004	Prai.g_01929	Syae.g_01702
OG0001005	Prai.g_01930	Syae.g_01703
OG0001006	Prai.g_01934	Syae.g_01710
OG0001007	Prai.g_01936	Syae.g_01712
OG0001008	Prai.g_00468	Syae.g_00993
OG0001009	Prai.g_00027	Syae.g_01744
OG0001010	Prai.g_00028	Syae.g_01745
OG0001011	Prai.g_00029	Syae.g_01747
OG0001012	Prai.g_00050	Syae.g_01564
OG0001013	Prai.g_00055	Syae.g_01552
OG0001014	Prai.g_00058	Syae.g_01548
OG0001015	Prai.g_00059	Syae.g_01547
OG0001016	Prai.g_00073	Syae.g_01290
OG0001017	Prai.g_00077	Syae.g_01296
OG0001018	Prai.g_00080	Syae.g_01298
OG0001019	Prai.g_00089	Syae.g_01334
OG0001020	Prai.g_00090	Syae.g_01340
OG0001021	Prai.g_00091	Syae.g_01344
OG0001022	Prai.g_00094	Syae.g_01348
OG0001023	Prai.g_00095	Syae.g_01349
OG0001024	Prai.g_00098	Syae.g_01353
OG0001025	Prai.g_00104	Syae.g_01360
OG0001026	Prai.g_00111	Syae.g_01373
OG0001027	Prai.g_00112	Syae.g_01377
OG0001028	Prai.g_00114	Syae.g_01379
OG0001029	Prai.g_00115	Syae.g_01381
OG0001030	Prai.g_00130	Syae.g_01403
OG0001031	Prai.g_00197	Syae.g_01475
OG0001032	Prai.g_00198	Syae.g_01479
OG0001033	Prai.g_00219	Syae.g_01505
OG0001034	Prai.g_00247	Syae.g_02238
OG0001035	Prai.g_00267	Syae.g_02006
OG0001036	Prai.g_00272	Syae.g_02001
OG0001037	Prai.g_00273	Syae.g_01999
OG0001038	Prai.g_00291	Syae.g_01971
OG0001039	Prai.g_00294	Syae.g_01968
OG0001040	Prai.g_00296	Syae.g_01965
OG0001041	Prai.g_00300	Syae.g_01960
OG0001042	Prai.g_00317	Syae.g_01935
OG0001043	Prai.g_00318	Syae.g_01931
OG0001045	Prai.g_00355	Syae.g_02204
OG0001046	Prai.g_00390	Syae.g_00385
OG0001047	Prai.g_00470	Syae.g_00991
OG0001048	Prai.g_00471	Syae.g_00990
OG0001049	Prai.g_00473	Syae.g_00987
OG0001050	Prai.g_00474	Syae.g_00986
OG0001051	Prai.g_00475	Syae.g_00985
OG0001052	Prai.g_00501	Syae.g_02526
OG0001053	Prai.g_00513	Syae.g_02312
OG0001054	Prai.g_00528	Syae.g_02329
OG0001055	Prai.g_00546	Syae.g_02350
OG0001056	Prai.g_00564	Syae.g_02379
OG0001057	Prai.g_00569	Syae.g_02388
OG0001058	Prai.g_00577	Syae.g_02402
OG0001059	Prai.g_00581	Syae.g_02406
OG0001060	Prai.g_00588	Syae.g_02412
OG0001061	Prai.g_00602	Syae.g_02434
OG0001062	Prai.g_00604	Syae.g_02436
OG0001063	Prai.g_00606	Syae.g_02440
OG0001064	Prai.g_00607	Syae.g_02441
OG0001065	Prai.g_00608	Syae.g_02442
OG0001066	Prai.g_00609	Syae.g_02443
OG0001067	Prai.g_00610	Syae.g_02444
OG0001068	Prai.g_00611	Syae.g_02445
OG0001069	Prai.g_00612	Syae.g_02446
OG0001070	Prai.g_00615	Syae.g_02449
OG0001071	Prai.g_00616	Syae.g_02450
OG0001072	Prai.g_00618	Syae.g_02454
OG0001073	Prai.g_00632	Syae.g_02468
OG0001074	Prai.g_00643	Syae.g_00027
OG0001075	Prai.g_00644	Syae.g_00029
OG0001076	Prai.g_00653	Syae.g_00050
OG0001077	Prai.g_00657	Syae.g_00061
OG0001078	Prai.g_00665	Syae.g_00075
OG0001079	Prai.g_00676	Syae.g_00088
OG0001080	Prai.g_00682	Syae.g_00267
OG0001081	Prai.g_00684	Syae.g_00615
OG0001082	Prai.g_00685	Syae.g_00614
OG0001083	Prai.g_00690	Syae.g_00605
OG0001084	Prai.g_00691	Syae.g_00604
OG0001085	Prai.g_00699	Syae.g_00594
OG0001086	Prai.g_00700	Syae.g_00592
OG0001087	Prai.g_00717	Syae.g_00751
OG0001088	Prai.g_00718	Syae.g_00755
OG0001089	Prai.g_00726	Syae.g_00781
OG0001090	Prai.g_00749	Syae.g_00471
OG0001091	Prai.g_00751	Syae.g_00469
OG0001092	Prai.g_00752	Syae.g_00466
OG0001093	Prai.g_00757	Syae.g_00460
OG0001094	Prai.g_00854	Syae.g_00527
OG0001095	Prai.g_00834	Syae.g_00506
OG0001096	Prai.g_00821	Syae.g_00490
OG0001097	Prai.g_00802	Syae.g_00845
OG0001098	Prai.g_00787	Syae.g_00269
OG0001099	Prai.g_01057	Syae.g_01380
OG0001100	Prai.g_01053	Syae.g_00583
OG0001101	Prai.g_01051	Syae.g_00581
OG0001102	Prai.g_01049	Syae.g_00578
OG0001103	Prai.g_01047	Syae.g_00576
OG0001104	Prai.g_01026	Syae.g_00544
OG0001105	Prai.g_01022	Syae.g_00540
OG0001106	Prai.g_00998	Syae.g_00346
OG0001107	Prai.g_00991	Syae.g_00358
OG0001108	Prai.g_00987	Syae.g_00366
OG0001109	Prai.g_00986	Syae.g_00368
OG0001110	Prai.g_00984	Syae.g_00370
OG0001111	Prai.g_00983	Syae.g_00372
OG0001112	Prai.g_00982	Syae.g_00374
OG0001113	Prai.g_00981	Syae.g_00375
OG0001114	Prai.g_00980	Syae.g_00376
OG0001115	Prai.g_00978	Syae.g_00380
OG0001116	Prai.g_00977	Syae.g_00382
OG0001117	Prai.g_00976	Syae.g_00383
OG0001118	Prai.g_00975	Syae.g_00384
OG0001119	Prai.g_00974	Syae.g_00386
OG0001120	Prai.g_00972	Syae.g_00390
OG0001121	Prai.g_01141, Prai.g_00969	Syae.g_00133
OG0001122	Prai.g_00945	Syae.g_00417
OG0001124	Prai.g_00940	Syae.g_00426
OG0001125	Prai.g_00939	Syae.g_00428
OG0001126	Prai.g_00929	Syae.g_00807
OG0001127	Prai.g_00928	Syae.g_00806
OG0001128	Prai.g_00926	Syae.g_00803
OG0001129	Prai.g_00925	Syae.g_00801
OG0001130	Prai.g_00924	Syae.g_00800
OG0001131	Prai.g_01088	Syae.g_00562
OG0001132	Prai.g_01098	Syae.g_00242
OG0001133	Prai.g_01130	Syae.g_00053
OG0001134	Prai.g_01143	Syae.g_00638
OG0001135	Prai.g_01146	Syae.g_00636
OG0001137	Prai.g_01179	Syae.g_00903
OG0001138	Prai.g_01198	Syae.g_00654
OG0001139	Prai.g_01200	Syae.g_00656
OG0001140	Prai.g_01201	Syae.g_00657
OG0001141	Prai.g_01202	Syae.g_00658
OG0001142	Prai.g_01203	Syae.g_00660
OG0001143	Prai.g_01210	Syae.g_00673
OG0001144	Prai.g_01215	Syae.g_00684
OG0001145	Prai.g_01326	Syae.g_00948
OG0001146	Prai.g_01339	Syae.g_00968
OG0001147	Prai.g_01357	Syae.g_02536
OG0001148	Prai.g_01372	Syae.g_02297
OG0001149	Prai.g_01373	Syae.g_02296
OG0001150	Prai.g_01374	Syae.g_02295
OG0001151	Prai.g_01385	Syae.g_02282
OG0001152	Prai.g_01386	Syae.g_02281
OG0001153	Prai.g_01494	Syae.g_02613
OG0001155	Prai.g_01507	Syae.g_01083
OG0001156	Prai.g_01510	Syae.g_01093
OG0001157	Prai.g_01511	Syae.g_01094
OG0001158	Prai.g_01512	Syae.g_01100
OG0001159	Prai.g_01513	Syae.g_01103
OG0001160	Prai.g_01537	Syae.g_01142
OG0001161	Prai.g_01550	Syae.g_01597
OG0001162	Prai.g_01563	Syae.g_00487
OG0001163	Prai.g_01630	Syae.g_01150
OG0001164	Prai.g_01634	Syae.g_01156
OG0001165	Prai.g_01637	Syae.g_01161
OG0001166	Prai.g_01657	Syae.g_01186
OG0001167	Prai.g_01674	Syae.g_01031
OG0001168	Prai.g_01676	Syae.g_01033
OG0001169	Prai.g_01678	Syae.g_01035
OG0001170	Prai.g_01680	Syae.g_01037
OG0001171	Prai.g_01689	Syae.g_01047
OG0001172	Prai.g_01704	Syae.g_02036
OG0001173	Prai.g_01705	Syae.g_02037
