Orthogroup	Prai	Syac
OG0000587	Prai.g_00642	Syac.g_00943
OG0000588	Prai.g_00646	Syac.g_00949
OG0000589	Prai.g_00650	Syac.g_00953
OG0000590	Prai.g_00651	Syac.g_00954
OG0000591	Prai.g_00654	Syac.g_00961
OG0000592	Prai.g_00655	Syac.g_00962
OG0000593	Prai.g_00661	Syac.g_00975
OG0000594	Prai.g_00662	Syac.g_00976
OG0000595	Prai.g_00663	Syac.g_00977
OG0000596	Prai.g_00667	Syac.g_00982
OG0000597	Prai.g_00669	Syac.g_00985
OG0000598	Prai.g_00670	Syac.g_00986
OG0000599	Prai.g_00673	Syac.g_00989
OG0000600	Prai.g_00674	Syac.g_00990
OG0000601	Prai.g_00675	Syac.g_00991
OG0000602	Prai.g_00677	Syac.g_00996
OG0000603	Prai.g_00678	Syac.g_00997
OG0000604	Prai.g_00679	Syac.g_01001
OG0000605	Prai.g_00680	Syac.g_01089
OG0000606	Prai.g_00683	Syac.g_01434
OG0000607	Prai.g_00686	Syac.g_01430
OG0000608	Prai.g_00687	Syac.g_01429
OG0000609	Prai.g_00688	Syac.g_01427
OG0000610	Prai.g_00693	Syac.g_01419
OG0000611	Prai.g_00696	Syac.g_01416
OG0000612	Prai.g_00697	Syac.g_01415
OG0000613	Prai.g_00702	Syac.g_00231
OG0000614	Prai.g_00721	Syac.g_00911
OG0000615	Prai.g_00729	Syac.g_01377
OG0000616	Prai.g_00732	Syac.g_02478
OG0000617	Prai.g_00754	Syac.g_01280
OG0000618	Prai.g_00755	Syac.g_01279
OG0000619	Prai.g_00756	Syac.g_01278
OG0000620	Prai.g_00759	Syac.g_01270
OG0000621	Prai.g_00760	Syac.g_01269
OG0000622	Prai.g_00761	Syac.g_01268
OG0000623	Prai.g_00762	Syac.g_01267
OG0000624	Prai.g_00763	Syac.g_01265
OG0000625	Prai.g_00764	Syac.g_01264
OG0000626	Prai.g_00765	Syac.g_01263
OG0000627	Prai.g_00766	Syac.g_01126
OG0000628	Prai.g_00767	Syac.g_01127
OG0000629	Prai.g_00768	Syac.g_01130
OG0000630	Prai.g_00771	Syac.g_01134
OG0000631	Prai.g_00857	Syac.g_01139
OG0000632	Prai.g_00856	Syac.g_01140
OG0000633	Prai.g_00855	Syac.g_01141
OG0000634	Prai.g_00852	Syac.g_01345
OG0000635	Prai.g_00851	Syac.g_01344
OG0000636	Prai.g_00849	Syac.g_01342
OG0000637	Prai.g_00847	Syac.g_01340
OG0000638	Prai.g_00846	Syac.g_01339
OG0000639	Prai.g_00845	Syac.g_01338
OG0000640	Prai.g_00844	Syac.g_01337
OG0000641	Prai.g_00839	Syac.g_01333
OG0000642	Prai.g_00838	Syac.g_01332
OG0000643	Prai.g_00837	Syac.g_01330
OG0000644	Prai.g_00836	Syac.g_01329
OG0000645	Prai.g_00835	Syac.g_01327
OG0000646	Prai.g_00833	Syac.g_01324
OG0000647	Prai.g_00832	Syac.g_01322
OG0000648	Prai.g_00830	Syac.g_01319
OG0000649	Prai.g_00829	Syac.g_01318
OG0000650	Prai.g_00828	Syac.g_01317
OG0000651	Prai.g_00827	Syac.g_01316
OG0000652	Prai.g_00826	Syac.g_01315
OG0000653	Prai.g_00824	Syac.g_01313
OG0000654	Prai.g_00823	Syac.g_01312
OG0000655	Prai.g_00822	Syac.g_01311
OG0000656	Prai.g_00819	Syac.g_01308
OG0000657	Prai.g_00811	Syac.g_00846
OG0000658	Prai.g_00810	Syac.g_00842
OG0000659	Prai.g_00809	Syac.g_00841
OG0000660	Prai.g_00805	Syac.g_00837
OG0000661	Prai.g_00803	Syac.g_00835
OG0000662	Prai.g_00801	Syac.g_00833
OG0000663	Prai.g_00799	Syac.g_00830
OG0000664	Prai.g_00798	Syac.g_00829
OG0000665	Prai.g_00794	Syac.g_01018
OG0000666	Prai.g_00793	Syac.g_01088
OG0000667	Prai.g_00789	Syac.g_02165
OG0000668	Prai.g_01060	Syac.g_01239
OG0000669	Prai.g_01054	Syac.g_01404
OG0000670	Prai.g_01052	Syac.g_00580
OG0000671	Prai.g_01050	Syac.g_01400
OG0000672	Prai.g_01048	Syac.g_01396
OG0000673	Prai.g_01045	Syac.g_01393
OG0000674	Prai.g_01043	Syac.g_01391
OG0000675	Prai.g_01042	Syac.g_01390
OG0000676	Prai.g_01040	Syac.g_01388
OG0000677	Prai.g_01039	Syac.g_01387
OG0000678	Prai.g_01037	Syac.g_01384
OG0000679	Prai.g_01033	Syac.g_01375
OG0000680	Prai.g_01032	Syac.g_01374
OG0000681	Prai.g_01030	Syac.g_01371
OG0000682	Prai.g_01029	Syac.g_01370
OG0000683	Prai.g_01028	Syac.g_01369
OG0000684	Prai.g_01027	Syac.g_01365
OG0000685	Prai.g_01025	Syac.g_01363
OG0000686	Prai.g_01024	Syac.g_01362
OG0000687	Prai.g_01023	Syac.g_01361
OG0000688	Prai.g_01020	Syac.g_01356
OG0000689	Prai.g_01019	Syac.g_01354
OG0000690	Prai.g_01018	Syac.g_01353
OG0000691	Prai.g_01017	Syac.g_01352
OG0000692	Prai.g_01015	Syac.g_01351
OG0000693	Prai.g_01014	Syac.g_01349
OG0000694	Prai.g_01013	Syac.g_01348
OG0000695	Prai.g_01011	Syac.g_01143
OG0000696	Prai.g_01010	Syac.g_01144
OG0000697	Prai.g_01009	Syac.g_01146
OG0000698	Prai.g_01006	Syac.g_01149
OG0000699	Prai.g_01005	Syac.g_01151
OG0000700	Prai.g_01004	Syac.g_01152
OG0000701	Prai.g_01003	Syac.g_01153
OG0000702	Prai.g_01001	Syac.g_01161
OG0000703	Prai.g_01000	Syac.g_01162
OG0000704	Prai.g_00999	Syac.g_01165
OG0000705	Prai.g_00995	Syac.g_01174
OG0000706	Prai.g_00994	Syac.g_01175
OG0000707	Prai.g_00993	Syac.g_01176
OG0000708	Prai.g_00992	Syac.g_01179
OG0000709	Prai.g_00988	Syac.g_01187
OG0000710	Prai.g_00985	Syac.g_01191
OG0000711	Prai.g_00968	Syac.g_01220
OG0000712	Prai.g_00966	Syac.g_01221
OG0000713	Prai.g_00965	Syac.g_01222
OG0000714	Prai.g_00964	Syac.g_01224
OG0000715	Prai.g_00962	Syac.g_01226
OG0000716	Prai.g_00960	Syac.g_01230
OG0000717	Prai.g_00959	Syac.g_01231
OG0000718	Prai.g_00948	Syac.g_01235
OG0000719	Prai.g_00946	Syac.g_01237
OG0000720	Prai.g_00938	Syac.g_01250
OG0000721	Prai.g_00936	Syac.g_01252
OG0000722	Prai.g_00935	Syac.g_01253
OG0000723	Prai.g_00932	Syac.g_01261
OG0000724	Prai.g_00923	Syac.g_00879
OG0000725	Prai.g_00917	Syac.g_00887
OG0000726	Prai.g_00916	Syac.g_00888
OG0000727	Prai.g_00915	Syac.g_00889
OG0000728	Prai.g_00913	Syac.g_00891
OG0000729	Prai.g_01109	Syac.g_00144
OG0000730	Prai.g_01113	Syac.g_02024
OG0000731	Prai.g_01117	Syac.g_02011
OG0000732	Prai.g_01126	Syac.g_00051
OG0000733	Prai.g_01144	Syac.g_02386
OG0000734	Prai.g_01157	Syac.g_00388
OG0000735	Prai.g_01159	Syac.g_00750
OG0000736	Prai.g_01160	Syac.g_00751
OG0000737	Prai.g_01161	Syac.g_00752
OG0000738	Prai.g_01165	Syac.g_00757
OG0000739	Prai.g_01166	Syac.g_00762
OG0000740	Prai.g_01167	Syac.g_00763
OG0000741	Prai.g_01168	Syac.g_00766
OG0000742	Prai.g_01170	Syac.g_00768
OG0000743	Prai.g_01172	Syac.g_00770
OG0000744	Prai.g_01173	Syac.g_00771
OG0000745	Prai.g_01174	Syac.g_00773
OG0000746	Prai.g_01176	Syac.g_00776
OG0000747	Prai.g_01177	Syac.g_00777
OG0000748	Prai.g_01180	Syac.g_00787
OG0000749	Prai.g_01181	Syac.g_00789
OG0000750	Prai.g_01182	Syac.g_00790
OG0000751	Prai.g_01184	Syac.g_00797
OG0000752	Prai.g_01186	Syac.g_00799
OG0000753	Prai.g_01189	Syac.g_00802
OG0000754	Prai.g_01192	Syac.g_01471
OG0000755	Prai.g_01196	Syac.g_01479
OG0000756	Prai.g_01197	Syac.g_01480
OG0000757	Prai.g_01204	Syac.g_01492
OG0000758	Prai.g_01205	Syac.g_01493
OG0000759	Prai.g_01206	Syac.g_01494
OG0000760	Prai.g_01207	Syac.g_01495
OG0000761	Prai.g_01208	Syac.g_01496
OG0000762	Prai.g_01209	Syac.g_01498
OG0000763	Prai.g_01211	Syac.g_01500
OG0000764	Prai.g_01212	Syac.g_01501
OG0000765	Prai.g_01221	Syac.g_01515
OG0000766	Prai.g_01222	Syac.g_01516
OG0000767	Prai.g_01224	Syac.g_01518
OG0000768	Prai.g_01225	Syac.g_01519
OG0000769	Prai.g_01227	Syac.g_01521
OG0000770	Prai.g_01229	Syac.g_01524
OG0000771	Prai.g_01238	Syac.g_00873
OG0000772	Prai.g_01310	Syac.g_01569
OG0000773	Prai.g_01325	Syac.g_00741
OG0000774	Prai.g_01327	Syac.g_00737
OG0000775	Prai.g_01330	Syac.g_00735
OG0000776	Prai.g_01331	Syac.g_00734
OG0000777	Prai.g_01332	Syac.g_00733
OG0000778	Prai.g_01333	Syac.g_00732
OG0000779	Prai.g_01337	Syac.g_00727
OG0000780	Prai.g_01338	Syac.g_00723
OG0000781	Prai.g_01341	Syac.g_00719
OG0000782	Prai.g_01342	Syac.g_00718
OG0000783	Prai.g_01343	Syac.g_00717
OG0000784	Prai.g_01344	Syac.g_00716
OG0000785	Prai.g_01346	Syac.g_00714
OG0000786	Prai.g_01348	Syac.g_01730
OG0000787	Prai.g_01349	Syac.g_01731
OG0000788	Prai.g_01358	Syac.g_00992
OG0000789	Prai.g_01360	Syac.g_01111
OG0000790	Prai.g_01375	Syac.g_01921
OG0000791	Prai.g_01377	Syac.g_01922
OG0000792	Prai.g_01378	Syac.g_01923
OG0000793	Prai.g_01381	Syac.g_01928
OG0000794	Prai.g_01382	Syac.g_01929
OG0000795	Prai.g_01383	Syac.g_01930
OG0000796	Prai.g_01387	Syac.g_01934
OG0000797	Prai.g_01388	Syac.g_01935
OG0000799	Prai.g_01445	Syac.g_01602
OG0000800	Prai.g_01446	Syac.g_01603
OG0000801	Prai.g_01447	Syac.g_01604
OG0000802	Prai.g_01449	Syac.g_01608
OG0000803	Prai.g_01451	Syac.g_01613
OG0000804	Prai.g_01452	Syac.g_01616
OG0000805	Prai.g_01454	Syac.g_01620
OG0000806	Prai.g_01456	Syac.g_01622
OG0000807	Prai.g_01457	Syac.g_01624
OG0000808	Prai.g_01458	Syac.g_01625
OG0000809	Prai.g_01461	Syac.g_01628
OG0000810	Prai.g_01462	Syac.g_01629
OG0000811	Prai.g_01466	Syac.g_01637
OG0000812	Prai.g_01468	Syac.g_01639
OG0000813	Prai.g_01469	Syac.g_01640
OG0000814	Prai.g_01471	Syac.g_01642
OG0000815	Prai.g_01472	Syac.g_01643
OG0000816	Prai.g_01474	Syac.g_01645
OG0000817	Prai.g_01475	Syac.g_01646
OG0000818	Prai.g_01480	Syac.g_01652
OG0000819	Prai.g_01481	Syac.g_01653
OG0000820	Prai.g_01482	Syac.g_01654
OG0000821	Prai.g_01485	Syac.g_01659
OG0000822	Prai.g_01486	Syac.g_01661
OG0000823	Prai.g_01487	Syac.g_01662
OG0000824	Prai.g_01490	Syac.g_01666
OG0000825	Prai.g_01491	Syac.g_01667
OG0000826	Prai.g_01492	Syac.g_01668
OG0000827	Prai.g_01493	Syac.g_01669
OG0000828	Prai.g_01496	Syac.g_01672
OG0000829	Prai.g_01497	Syac.g_01673
OG0000830	Prai.g_01498	Syac.g_01674
OG0000831	Prai.g_01500	Syac.g_01676
OG0000832	Prai.g_01505	Syac.g_00623
OG0000833	Prai.g_01514	Syac.g_00613
OG0000834	Prai.g_01515	Syac.g_00610
OG0000835	Prai.g_01516	Syac.g_00609
OG0000836	Prai.g_01517	Syac.g_00605
OG0000837	Prai.g_01518	Syac.g_00604
OG0000838	Prai.g_01520	Syac.g_00600
OG0000839	Prai.g_01521	Syac.g_00599
OG0000840	Prai.g_01522	Syac.g_00598
OG0000841	Prai.g_01523	Syac.g_00597
OG0000842	Prai.g_01524	Syac.g_00596
OG0000843	Prai.g_01525	Syac.g_00595
OG0000844	Prai.g_01526	Syac.g_00593
OG0000845	Prai.g_01527	Syac.g_00592
OG0000846	Prai.g_01528	Syac.g_00591
OG0000847	Prai.g_01529	Syac.g_00590
OG0000848	Prai.g_01530	Syac.g_00588
OG0000849	Prai.g_01531	Syac.g_00587
OG0000850	Prai.g_01533	Syac.g_00585
OG0000851	Prai.g_01534	Syac.g_00573
OG0000852	Prai.g_01535	Syac.g_00572
OG0000853	Prai.g_01539	Syac.g_00568
OG0000854	Prai.g_01541	Syac.g_00566
OG0000855	Prai.g_01542	Syac.g_00565
OG0000856	Prai.g_01558	Syac.g_00964
OG0000857	Prai.g_01597	Syac.g_01323
OG0000858	Prai.g_01632	Syac.g_00559
OG0000859	Prai.g_01633	Syac.g_00558
OG0000860	Prai.g_01640	Syac.g_00542
OG0000861	Prai.g_01641	Syac.g_00541
OG0000862	Prai.g_01642	Syac.g_00540
OG0000863	Prai.g_01644	Syac.g_00538
OG0000864	Prai.g_01645	Syac.g_00537
OG0000865	Prai.g_01646	Syac.g_00533
OG0000866	Prai.g_01647	Syac.g_00532
OG0000867	Prai.g_01648	Syac.g_00531
OG0000868	Prai.g_01649	Syac.g_00529
OG0000869	Prai.g_01653	Syac.g_00524
OG0000870	Prai.g_01658	Syac.g_00519
OG0000871	Prai.g_01659	Syac.g_00518
OG0000872	Prai.g_01660	Syac.g_00510
OG0000873	Prai.g_01663	Syac.g_00507
OG0000874	Prai.g_01666	Syac.g_00512
OG0000875	Prai.g_01667	Syac.g_00505
OG0000876	Prai.g_01668	Syac.g_00675
OG0000877	Prai.g_01670	Syac.g_00671
OG0000878	Prai.g_01671	Syac.g_00670
OG0000879	Prai.g_01672	Syac.g_00669
OG0000880	Prai.g_01673	Syac.g_00668
OG0000881	Prai.g_01677	Syac.g_00664
OG0000882	Prai.g_01682	Syac.g_00659
OG0000883	Prai.g_01683	Syac.g_00656
OG0000884	Prai.g_01685	Syac.g_00654
OG0000885	Prai.g_01686	Syac.g_00653
OG0000886	Prai.g_01687	Syac.g_00652
OG0000887	Prai.g_01688	Syac.g_00651
OG0000888	Prai.g_01690	Syac.g_00649
OG0000889	Prai.g_01692	Syac.g_00647
OG0000890	Prai.g_01693	Syac.g_00642
OG0000891	Prai.g_01694	Syac.g_00641
OG0000892	Prai.g_01696	Syac.g_00638
OG0000893	Prai.g_01701	Syac.g_02193
OG0000894	Prai.g_01703	Syac.g_02189
OG0000895	Prai.g_01706	Syac.g_02185
OG0000896	Prai.g_01707	Syac.g_02184
OG0000897	Prai.g_01709	Syac.g_02182
OG0000898	Prai.g_01710	Syac.g_02181
OG0000899	Prai.g_01711	Syac.g_02180
OG0000900	Prai.g_01712	Syac.g_02179
OG0000901	Prai.g_01715	Syac.g_02174
OG0000902	Prai.g_01717	Syac.g_02172
OG0000903	Prai.g_01720	Syac.g_02140
OG0000904	Prai.g_01722	Syac.g_02145
OG0000905	Prai.g_01727	Syac.g_02148
OG0000906	Prai.g_01728	Syac.g_02150
OG0000907	Prai.g_01734	Syac.g_02138
OG0000908	Prai.g_01737	Syac.g_02135
OG0000909	Prai.g_01738	Syac.g_02134
OG0000910	Prai.g_01739	Syac.g_02133
OG0000911	Prai.g_01741	Syac.g_02131
OG0000912	Prai.g_01742	Syac.g_02130
OG0000913	Prai.g_01743	Syac.g_02129
OG0000914	Prai.g_01744	Syac.g_02128
OG0000915	Prai.g_01746	Syac.g_02127
OG0000916	Prai.g_01747	Syac.g_02126
OG0000917	Prai.g_01748	Syac.g_02125
OG0000918	Prai.g_01749	Syac.g_02124
OG0000919	Prai.g_01750	Syac.g_02123
OG0000920	Prai.g_01751	Syac.g_02122
OG0000921	Prai.g_01752	Syac.g_02121
OG0000922	Prai.g_01753	Syac.g_02120
OG0000923	Prai.g_01757	Syac.g_02116
OG0000924	Prai.g_01758	Syac.g_02115
OG0000925	Prai.g_01759	Syac.g_02114
OG0000926	Prai.g_01760	Syac.g_02113
OG0000927	Prai.g_01762	Syac.g_02111
OG0000928	Prai.g_01763	Syac.g_02110
OG0000929	Prai.g_01764	Syac.g_02109
OG0000930	Prai.g_01765	Syac.g_02108
OG0000931	Prai.g_01766	Syac.g_02107
OG0000932	Prai.g_01767	Syac.g_02106
OG0000933	Prai.g_01776	Syac.g_02101
OG0000934	Prai.g_01778	Syac.g_02099
OG0000935	Prai.g_01779	Syac.g_02098
OG0000936	Prai.g_01780	Syac.g_02097
OG0000937	Prai.g_01781	Syac.g_02096
OG0000938	Prai.g_01783	Syac.g_02092
OG0000939	Prai.g_01784	Syac.g_02091
OG0000940	Prai.g_01791	Syac.g_02084
OG0000941	Prai.g_01793	Syac.g_02082
OG0000942	Prai.g_01795	Syac.g_02080
OG0000943	Prai.g_01796	Syac.g_02079
OG0000944	Prai.g_01797	Syac.g_02077
OG0000945	Prai.g_01798	Syac.g_02075
OG0000946	Prai.g_01802	Syac.g_02071
OG0000947	Prai.g_01804	Syac.g_02068
OG0000948	Prai.g_01805	Syac.g_02067
OG0000949	Prai.g_01808	Syac.g_00205
OG0000950	Prai.g_01813	Syac.g_00193
OG0000951	Prai.g_01817	Syac.g_00188
OG0000952	Prai.g_01821	Syac.g_00183
OG0000953	Prai.g_01824	Syac.g_00177
OG0000954	Prai.g_01828	Syac.g_00172
OG0000955	Prai.g_01829	Syac.g_00171
OG0000956	Prai.g_01831	Syac.g_00169
OG0000957	Prai.g_01836	Syac.g_00158
OG0000958	Prai.g_01837	Syac.g_00157
OG0000959	Prai.g_01841	Syac.g_00153
OG0000960	Prai.g_01842	Syac.g_00152
OG0000961	Prai.g_01844	Syac.g_00147
OG0000962	Prai.g_01846	Syac.g_00145
OG0000963	Prai.g_01850	Syac.g_00140
OG0000964	Prai.g_01851	Syac.g_00139
OG0000965	Prai.g_01852	Syac.g_00138
OG0000966	Prai.g_01861	Syac.g_00107
OG0000967	Prai.g_01865	Syac.g_00075
OG0000968	Prai.g_01867	Syac.g_00080
OG0000969	Prai.g_01868	Syac.g_00078
OG0000970	Prai.g_01869	Syac.g_00077
OG0000971	Prai.g_01870	Syac.g_00067
OG0000972	Prai.g_01871	Syac.g_00066
OG0000973	Prai.g_01872	Syac.g_00065
OG0000974	Prai.g_01873	Syac.g_00064
OG0000975	Prai.g_01874	Syac.g_00063
OG0000976	Prai.g_01875	Syac.g_00062
OG0000977	Prai.g_01876	Syac.g_00059
OG0000978	Prai.g_01877	Syac.g_00058
OG0000979	Prai.g_01880	Syac.g_00055
OG0000980	Prai.g_01882	Syac.g_00052
OG0000981	Prai.g_01884	Syac.g_00049
OG0000982	Prai.g_01886	Syac.g_02354
OG0000983	Prai.g_01887	Syac.g_02355
OG0000984	Prai.g_01888	Syac.g_02356
OG0000985	Prai.g_01891	Syac.g_02359
OG0000986	Prai.g_01893	Syac.g_02363
OG0000987	Prai.g_01894	Syac.g_02365
OG0000988	Prai.g_01897	Syac.g_02370
OG0000989	Prai.g_01900	Syac.g_02379
OG0000990	Prai.g_01903	Syac.g_02397
OG0000991	Prai.g_01904	Syac.g_02400
OG0000992	Prai.g_01906	Syac.g_02402
OG0000993	Prai.g_01907	Syac.g_02403
OG0000994	Prai.g_01908	Syac.g_02405
OG0000995	Prai.g_01912	Syac.g_02410
OG0000996	Prai.g_01913	Syac.g_02454
OG0000997	Prai.g_01914	Syac.g_02464
OG0000998	Prai.g_01916	Syac.g_02466
OG0000999	Prai.g_01917	Syac.g_02467
OG0001000	Prai.g_01920	Syac.g_02470
OG0001001	Prai.g_01922	Syac.g_02475
OG0001002	Prai.g_01926	Syac.g_02481
OG0001003	Prai.g_01928	Syac.g_02483
OG0001004	Prai.g_01929	Syac.g_02484
OG0001005	Prai.g_01930	Syac.g_02485
OG0001006	Prai.g_01934	Syac.g_02492
OG0001007	Prai.g_01936	Syac.g_02494
OG0001008	Prai.g_00468	Syac.g_00693
OG0001009	Prai.g_00027	Syac.g_00030
OG0001010	Prai.g_00028	Syac.g_00031
OG0001011	Prai.g_00029	Syac.g_00032
OG0001012	Prai.g_00050	Syac.g_02351
OG0001013	Prai.g_00055	Syac.g_02337
OG0001014	Prai.g_00058	Syac.g_02333
OG0001015	Prai.g_00059	Syac.g_02332
OG0001016	Prai.g_00073	Syac.g_00446
OG0001017	Prai.g_00077	Syac.g_00440
OG0001018	Prai.g_00080	Syac.g_00438
OG0001019	Prai.g_00089	Syac.g_00422
OG0001020	Prai.g_00090	Syac.g_00417
OG0001021	Prai.g_00091	Syac.g_00413
OG0001022	Prai.g_00094	Syac.g_00410
OG0001023	Prai.g_00095	Syac.g_00409
OG0001024	Prai.g_00098	Syac.g_00405
OG0001025	Prai.g_00104	Syac.g_00399
OG0001026	Prai.g_00111	Syac.g_00386
OG0001027	Prai.g_00112	Syac.g_00380
OG0001028	Prai.g_00114	Syac.g_00378
OG0001029	Prai.g_00115	Syac.g_00376
OG0001030	Prai.g_00130	Syac.g_00356
OG0001031	Prai.g_00197	Syac.g_02266
OG0001032	Prai.g_00198	Syac.g_02268
OG0001033	Prai.g_00219	Syac.g_02298
OG0001034	Prai.g_00247	Syac.g_01968
OG0001036	Prai.g_00272	Syac.g_02221
OG0001037	Prai.g_00273	Syac.g_02223
OG0001038	Prai.g_00291	Syac.g_02251
OG0001039	Prai.g_00294	Syac.g_02254
OG0001040	Prai.g_00296	Syac.g_00292
OG0001041	Prai.g_00300	Syac.g_00287
OG0001042	Prai.g_00317	Syac.g_00258
OG0001043	Prai.g_00318	Syac.g_00254
OG0001045	Prai.g_00355	Syac.g_02008
OG0001046	Prai.g_00390	Syac.g_01207
OG0001047	Prai.g_00470	Syac.g_00695
OG0001048	Prai.g_00471	Syac.g_00696
OG0001049	Prai.g_00473	Syac.g_00703
OG0001050	Prai.g_00474	Syac.g_00704
OG0001051	Prai.g_00475	Syac.g_00705
OG0001052	Prai.g_00501	Syac.g_01704
OG0001053	Prai.g_00513	Syac.g_01901
OG0001054	Prai.g_00528	Syac.g_01884
OG0001055	Prai.g_00546	Syac.g_01863
OG0001056	Prai.g_00564	Syac.g_01831
OG0001057	Prai.g_00569	Syac.g_01825
OG0001058	Prai.g_00577	Syac.g_01810
OG0001059	Prai.g_00581	Syac.g_01806
OG0001060	Prai.g_00588	Syac.g_01799
OG0001061	Prai.g_00602	Syac.g_01779
OG0001062	Prai.g_00604	Syac.g_01777
OG0001063	Prai.g_00606	Syac.g_01773
OG0001064	Prai.g_00607	Syac.g_01772
OG0001065	Prai.g_00608	Syac.g_01771
OG0001066	Prai.g_00609	Syac.g_01770
OG0001067	Prai.g_00610	Syac.g_01769
OG0001068	Prai.g_00611	Syac.g_01768
OG0001069	Prai.g_00612	Syac.g_01767
OG0001070	Prai.g_00615	Syac.g_01764
OG0001071	Prai.g_00616	Syac.g_01763
OG0001072	Prai.g_00618	Syac.g_01758
OG0001074	Prai.g_00643	Syac.g_00945
OG0001075	Prai.g_00644	Syac.g_00946
OG0001076	Prai.g_00653	Syac.g_00956
OG0001077	Prai.g_00657	Syac.g_00967
OG0001078	Prai.g_00665	Syac.g_00980
OG0001079	Prai.g_00676	Syac.g_00993
OG0001080	Prai.g_00682	Syac.g_01092
OG0001081	Prai.g_00684	Syac.g_01432
OG0001082	Prai.g_00685	Syac.g_01431
OG0001083	Prai.g_00690	Syac.g_01424
OG0001084	Prai.g_00691	Syac.g_01423
OG0001085	Prai.g_00699	Syac.g_01412
OG0001086	Prai.g_00700	Syac.g_01410
OG0001087	Prai.g_00717	Syac.g_00923
OG0001088	Prai.g_00718	Syac.g_00920
OG0001089	Prai.g_00726	Syac.g_00896
OG0001090	Prai.g_00749	Syac.g_01286
OG0001091	Prai.g_00751	Syac.g_01284
OG0001092	Prai.g_00752	Syac.g_01282
OG0001093	Prai.g_00757	Syac.g_01276
OG0001094	Prai.g_00854	Syac.g_01347
OG0001095	Prai.g_00834	Syac.g_01326
OG0001096	Prai.g_00821	Syac.g_01310
OG0001097	Prai.g_00802	Syac.g_00834
OG0001098	Prai.g_00787	Syac.g_01096
OG0001099	Prai.g_01057	Syac.g_00377
OG0001100	Prai.g_01053	Syac.g_01402
OG0001101	Prai.g_01051	Syac.g_01401
OG0001102	Prai.g_01049	Syac.g_01398
OG0001103	Prai.g_01047	Syac.g_01395
OG0001104	Prai.g_01026	Syac.g_01364
OG0001105	Prai.g_01022	Syac.g_01360
OG0001106	Prai.g_00998	Syac.g_01166
OG0001107	Prai.g_00991	Syac.g_01180
OG0001108	Prai.g_00987	Syac.g_01188
OG0001109	Prai.g_00986	Syac.g_01190
OG0001110	Prai.g_00984	Syac.g_01192
OG0001111	Prai.g_00983	Syac.g_01194
OG0001112	Prai.g_00982	Syac.g_01196
OG0001113	Prai.g_00981	Syac.g_01197
OG0001114	Prai.g_00980	Syac.g_01198
OG0001115	Prai.g_00978	Syac.g_01202
OG0001116	Prai.g_00977	Syac.g_01204
OG0001117	Prai.g_00976	Syac.g_01205
OG0001118	Prai.g_00975	Syac.g_01206
OG0001119	Prai.g_00974	Syac.g_01208
OG0001120	Prai.g_00972	Syac.g_01213
OG0001121	Prai.g_01141, Prai.g_00969	Syac.g_01949, Syac.g_01170
OG0001122	Prai.g_00945	Syac.g_01238
OG0001124	Prai.g_00940	Syac.g_01247
OG0001125	Prai.g_00939	Syac.g_01249
OG0001126	Prai.g_00929	Syac.g_00870
OG0001127	Prai.g_00928	Syac.g_00871
OG0001128	Prai.g_00926	Syac.g_00875
OG0001129	Prai.g_00925	Syac.g_00877
OG0001130	Prai.g_00924	Syac.g_00878
OG0001131	Prai.g_01088	Syac.g_01382
OG0001132	Prai.g_01098	Syac.g_01062
OG0001133	Prai.g_01130	Syac.g_00958
OG0001134	Prai.g_01143	Syac.g_01466
OG0001135	Prai.g_01146	Syac.g_01464
OG0001137	Prai.g_01179	Syac.g_00786
OG0001138	Prai.g_01198	Syac.g_01486
OG0001139	Prai.g_01200	Syac.g_01488
OG0001140	Prai.g_01201	Syac.g_01489
OG0001141	Prai.g_01202	Syac.g_01490
OG0001142	Prai.g_01203	Syac.g_01491
OG0001143	Prai.g_01210	Syac.g_01499
OG0001144	Prai.g_01215	Syac.g_01508
OG0001145	Prai.g_01326	Syac.g_00740
OG0001146	Prai.g_01339	Syac.g_00722
OG0001147	Prai.g_01357	Syac.g_01689
OG0001148	Prai.g_01372	Syac.g_01918
OG0001149	Prai.g_01373	Syac.g_01919
OG0001150	Prai.g_01374	Syac.g_01920
OG0001151	Prai.g_01385	Syac.g_01932
OG0001152	Prai.g_01386	Syac.g_01933
OG0001153	Prai.g_01494	Syac.g_01670
OG0001154	Prai.g_01495	Syac.g_01671
OG0001155	Prai.g_01507	Syac.g_00621
OG0001156	Prai.g_01510	Syac.g_00618
OG0001157	Prai.g_01511	Syac.g_00617
OG0001158	Prai.g_01512	Syac.g_00616
OG0001159	Prai.g_01513	Syac.g_00615
OG0001160	Prai.g_01537	Syac.g_00570
OG0001161	Prai.g_01550	Syac.g_02385
OG0001162	Prai.g_01563	Syac.g_01307
OG0001163	Prai.g_01630	Syac.g_00562
OG0001164	Prai.g_01634	Syac.g_00556
OG0001165	Prai.g_01637	Syac.g_00551
OG0001166	Prai.g_01657	Syac.g_00520
OG0001167	Prai.g_01674	Syac.g_00667
OG0001168	Prai.g_01676	Syac.g_00665
OG0001169	Prai.g_01678	Syac.g_00663
OG0001170	Prai.g_01680	Syac.g_00661
OG0001171	Prai.g_01689	Syac.g_00650
OG0001172	Prai.g_01704	Syac.g_02187
OG0001173	Prai.g_01705	Syac.g_02186
