Orthogroup	Prai	Prbg
OG0000558	Prai.g_00575	Prbg.g_00265
OG0000559	Prai.g_00579	Prbg.g_00269
OG0000560	Prai.g_00582	Prbg.g_00272
OG0000561	Prai.g_00583	Prbg.g_00273
OG0000562	Prai.g_00584	Prbg.g_00274
OG0000563	Prai.g_00585	Prbg.g_00275
OG0000564	Prai.g_00586	Prbg.g_00276
OG0000565	Prai.g_00589	Prbg.g_00278
OG0000566	Prai.g_00592	Prbg.g_00282
OG0000567	Prai.g_00596	Prbg.g_00286
OG0000568	Prai.g_00597	Prbg.g_00287
OG0000569	Prai.g_00598	Prbg.g_00288
OG0000570	Prai.g_00599	Prbg.g_00289
OG0000571	Prai.g_00601	Prbg.g_00291
OG0000572	Prai.g_00614	Prbg.g_00305
OG0000573	Prai.g_00620	Prbg.g_00311
OG0000574	Prai.g_00621	Prbg.g_00312
OG0000575	Prai.g_00625	Prbg.g_00316
OG0000576	Prai.g_00627	Prbg.g_00318
OG0000577	Prai.g_00628	Prbg.g_00319
OG0000578	Prai.g_00629	Prbg.g_00320
OG0000579	Prai.g_00630	Prbg.g_00321
OG0000580	Prai.g_00631	Prbg.g_00322
OG0000581	Prai.g_00633	Prbg.g_00325
OG0000582	Prai.g_00636	Prbg.g_00328
OG0000583	Prai.g_00637	Prbg.g_00329
OG0000584	Prai.g_00638	Prbg.g_00330
OG0000585	Prai.g_00640	Prbg.g_00332
OG0000586	Prai.g_00641	Prbg.g_00333
OG0000587	Prai.g_00642	Prbg.g_00334
OG0000588	Prai.g_00646	Prbg.g_00338
OG0000589	Prai.g_00650	Prbg.g_00340
OG0000590	Prai.g_00651	Prbg.g_00341
OG0000591	Prai.g_00654	Prbg.g_00345
OG0000592	Prai.g_00655	Prbg.g_00346
OG0000593	Prai.g_00661	Prbg.g_01425
OG0000594	Prai.g_00662	Prbg.g_01424
OG0000595	Prai.g_00663	Prbg.g_01423
OG0000596	Prai.g_00667	Prbg.g_01419
OG0000597	Prai.g_00669	Prbg.g_01416
OG0000598	Prai.g_00670	Prbg.g_01415
OG0000599	Prai.g_00673	Prbg.g_01412
OG0000600	Prai.g_00674	Prbg.g_01411
OG0000601	Prai.g_00675	Prbg.g_01410
OG0000602	Prai.g_00677	Prbg.g_01408
OG0000603	Prai.g_00678	Prbg.g_01407
OG0000604	Prai.g_00679	Prbg.g_01406
OG0000605	Prai.g_00680	Prbg.g_01405
OG0000606	Prai.g_00683	Prbg.g_01402
OG0000607	Prai.g_00686	Prbg.g_01399
OG0000608	Prai.g_00687	Prbg.g_01398
OG0000609	Prai.g_00688	Prbg.g_01397
OG0000610	Prai.g_00693	Prbg.g_01391
OG0000611	Prai.g_00696	Prbg.g_01388
OG0000612	Prai.g_00697	Prbg.g_01387
OG0000613	Prai.g_00702	Prbg.g_01114
OG0000614	Prai.g_00721	Prbg.g_01135
OG0000615	Prai.g_00729	Prbg.g_01146
OG0000616	Prai.g_00732	Prbg.g_01939
OG0000617	Prai.g_00754	Prbg.g_01371
OG0000618	Prai.g_00755	Prbg.g_01370
OG0000619	Prai.g_00756	Prbg.g_01369
OG0000620	Prai.g_00759	Prbg.g_01366
OG0000621	Prai.g_00760	Prbg.g_01365
OG0000622	Prai.g_00761	Prbg.g_01364
OG0000623	Prai.g_00762	Prbg.g_01363
OG0000624	Prai.g_00763	Prbg.g_01361
OG0000625	Prai.g_00764	Prbg.g_01360
OG0000626	Prai.g_00765	Prbg.g_01359
OG0000627	Prai.g_00766	Prbg.g_01358
OG0000628	Prai.g_00767	Prbg.g_01357
OG0000629	Prai.g_00768	Prbg.g_01356
OG0000630	Prai.g_00771	Prbg.g_01353
OG0000631	Prai.g_00857	Prbg.g_01260
OG0000632	Prai.g_00856	Prbg.g_01261
OG0000633	Prai.g_00855	Prbg.g_01262
OG0000634	Prai.g_00852	Prbg.g_01155
OG0000635	Prai.g_00851	Prbg.g_01156
OG0000636	Prai.g_00849	Prbg.g_01158
OG0000637	Prai.g_00847	Prbg.g_01160
OG0000638	Prai.g_00846	Prbg.g_01161
OG0000639	Prai.g_00845	Prbg.g_01162
OG0000640	Prai.g_00844	Prbg.g_01163
OG0000641	Prai.g_00839	Prbg.g_01167
OG0000642	Prai.g_00838	Prbg.g_01168
OG0000643	Prai.g_00837	Prbg.g_01169
OG0000644	Prai.g_00836	Prbg.g_01170
OG0000645	Prai.g_00835	Prbg.g_01171
OG0000646	Prai.g_00833	Prbg.g_01173
OG0000647	Prai.g_00832	Prbg.g_01175
OG0000648	Prai.g_00830	Prbg.g_01177
OG0000649	Prai.g_00829	Prbg.g_01178
OG0000650	Prai.g_00828	Prbg.g_01179
OG0000651	Prai.g_00827	Prbg.g_01180
OG0000652	Prai.g_00826	Prbg.g_01181
OG0000653	Prai.g_00824	Prbg.g_01183
OG0000654	Prai.g_00823	Prbg.g_01184
OG0000655	Prai.g_00822	Prbg.g_01185
OG0000656	Prai.g_00819	Prbg.g_01188
OG0000657	Prai.g_00811	Prbg.g_01196
OG0000658	Prai.g_00810	Prbg.g_01198
OG0000659	Prai.g_00809	Prbg.g_01199
OG0000660	Prai.g_00805	Prbg.g_01203
OG0000661	Prai.g_00803	Prbg.g_01205
OG0000662	Prai.g_00801	Prbg.g_01207
OG0000663	Prai.g_00799	Prbg.g_01209
OG0000664	Prai.g_00798	Prbg.g_01210
OG0000665	Prai.g_00794	Prbg.g_01216
OG0000666	Prai.g_00793	Prbg.g_01217
OG0000667	Prai.g_00789	Prbg.g_01221
OG0000668	Prai.g_01060	Prbg.g_01062
OG0000669	Prai.g_01054	Prbg.g_01073
OG0000670	Prai.g_01052	Prbg.g_01076
OG0000671	Prai.g_01050	Prbg.g_01079
OG0000672	Prai.g_01048	Prbg.g_01082
OG0000673	Prai.g_01045	Prbg.g_01085
OG0000674	Prai.g_01043	Prbg.g_01087
OG0000675	Prai.g_01042	Prbg.g_01088
OG0000676	Prai.g_01040	Prbg.g_01090
OG0000677	Prai.g_01039	Prbg.g_01091
OG0000678	Prai.g_01037	Prbg.g_01093
OG0000679	Prai.g_01033	Prbg.g_01097
OG0000680	Prai.g_01032	Prbg.g_01098
OG0000681	Prai.g_01030	Prbg.g_01101
OG0000682	Prai.g_01029	Prbg.g_01102
OG0000683	Prai.g_01028	Prbg.g_01103
OG0000684	Prai.g_01027	Prbg.g_01105
OG0000685	Prai.g_01025	Prbg.g_01107
OG0000686	Prai.g_01024	Prbg.g_01108
OG0000687	Prai.g_01023	Prbg.g_01109
OG0000688	Prai.g_01020	Prbg.g_01383
OG0000689	Prai.g_01019	Prbg.g_01382
OG0000690	Prai.g_01018	Prbg.g_01381
OG0000691	Prai.g_01017	Prbg.g_01380
OG0000692	Prai.g_01015	Prbg.g_01378
OG0000693	Prai.g_01014	Prbg.g_01377
OG0000694	Prai.g_01013	Prbg.g_01376
OG0000695	Prai.g_01011	Prbg.g_01264
OG0000696	Prai.g_01010	Prbg.g_01265
OG0000697	Prai.g_01009	Prbg.g_01266
OG0000698	Prai.g_01006	Prbg.g_01269
OG0000699	Prai.g_01005	Prbg.g_01270
OG0000700	Prai.g_01004	Prbg.g_01271
OG0000701	Prai.g_01003	Prbg.g_01272
OG0000702	Prai.g_01001	Prbg.g_01274
OG0000703	Prai.g_01000	Prbg.g_01275
OG0000704	Prai.g_00999	Prbg.g_01277
OG0000705	Prai.g_00995	Prbg.g_01280
OG0000706	Prai.g_00994	Prbg.g_01281
OG0000707	Prai.g_00993	Prbg.g_01282
OG0000708	Prai.g_00992	Prbg.g_01284
OG0000709	Prai.g_00988	Prbg.g_01288
OG0000710	Prai.g_00985	Prbg.g_01291
OG0000711	Prai.g_00968	Prbg.g_01309
OG0000712	Prai.g_00966	Prbg.g_01310
OG0000713	Prai.g_00965	Prbg.g_01311
OG0000714	Prai.g_00964	Prbg.g_01312
OG0000715	Prai.g_00962	Prbg.g_01314
OG0000716	Prai.g_00960	Prbg.g_01316
OG0000717	Prai.g_00959	Prbg.g_01317
OG0000718	Prai.g_00948	Prbg.g_01321
OG0000719	Prai.g_00946	Prbg.g_01323
OG0000720	Prai.g_00938	Prbg.g_01335
OG0000721	Prai.g_00936	Prbg.g_01339
OG0000722	Prai.g_00935	Prbg.g_01340
OG0000723	Prai.g_00932	Prbg.g_01344
OG0000724	Prai.g_00923	Prbg.g_01239
OG0000725	Prai.g_00917	Prbg.g_01233
OG0000726	Prai.g_00916	Prbg.g_01232
OG0000727	Prai.g_00915	Prbg.g_01231
OG0000728	Prai.g_00913	Prbg.g_01229
OG0000729	Prai.g_01109	Prbg.g_00455
OG0000730	Prai.g_01113	Prbg.g_01528
OG0000731	Prai.g_01117	Prbg.g_00123
OG0000732	Prai.g_01126	Prbg.g_01890
OG0000733	Prai.g_01144	Prbg.g_00750
OG0000734	Prai.g_01157	Prbg.g_01502
OG0000735	Prai.g_01159	Prbg.g_01500
OG0000736	Prai.g_01160	Prbg.g_01499
OG0000737	Prai.g_01161	Prbg.g_01498
OG0000738	Prai.g_01165	Prbg.g_01494
OG0000739	Prai.g_01166	Prbg.g_01493
OG0000740	Prai.g_01167	Prbg.g_01492
OG0000741	Prai.g_01168	Prbg.g_01490
OG0000742	Prai.g_01170	Prbg.g_01487
OG0000743	Prai.g_01172	Prbg.g_01485
OG0000744	Prai.g_01173	Prbg.g_01484
OG0000745	Prai.g_01174	Prbg.g_01483
OG0000746	Prai.g_01176	Prbg.g_01481
OG0000747	Prai.g_01177	Prbg.g_01480
OG0000748	Prai.g_01180	Prbg.g_01476
OG0000749	Prai.g_01181	Prbg.g_01475
OG0000750	Prai.g_01182	Prbg.g_01474
OG0000751	Prai.g_01184	Prbg.g_01471
OG0000752	Prai.g_01186	Prbg.g_01469
OG0000753	Prai.g_01189	Prbg.g_01467
OG0000754	Prai.g_01192	Prbg.g_01464
OG0000755	Prai.g_01196	Prbg.g_01458
OG0000756	Prai.g_01197	Prbg.g_01457
OG0000757	Prai.g_01204	Prbg.g_01450
OG0000758	Prai.g_01205	Prbg.g_01449
OG0000759	Prai.g_01206	Prbg.g_01448
OG0000760	Prai.g_01207	Prbg.g_01447
OG0000761	Prai.g_01208	Prbg.g_01446
OG0000762	Prai.g_01209	Prbg.g_01445
OG0000763	Prai.g_01211	Prbg.g_01443
OG0000764	Prai.g_01212	Prbg.g_01442
OG0000765	Prai.g_01221	Prbg.g_01434
OG0000766	Prai.g_01222	Prbg.g_01433
OG0000767	Prai.g_01224	Prbg.g_01431
OG0000768	Prai.g_01225	Prbg.g_01430
OG0000769	Prai.g_01227	Prbg.g_01428
OG0000770	Prai.g_01229	Prbg.g_00351
OG0000771	Prai.g_01238	Prbg.g_00687
OG0000772	Prai.g_01310	Prbg.g_01576
OG0000773	Prai.g_01325	Prbg.g_00468
OG0000774	Prai.g_01327	Prbg.g_00470
OG0000775	Prai.g_01330	Prbg.g_00472
OG0000776	Prai.g_01331	Prbg.g_00473
OG0000777	Prai.g_01332	Prbg.g_00474
OG0000778	Prai.g_01333	Prbg.g_00475
OG0000779	Prai.g_01337	Prbg.g_00479
OG0000780	Prai.g_01338	Prbg.g_00480
OG0000781	Prai.g_01341	Prbg.g_00484
OG0000782	Prai.g_01342	Prbg.g_00485
OG0000783	Prai.g_01343	Prbg.g_00486
OG0000784	Prai.g_01344	Prbg.g_00487
OG0000785	Prai.g_01346	Prbg.g_00489
OG0000786	Prai.g_01348	Prbg.g_00492
OG0000787	Prai.g_01349	Prbg.g_00493
OG0000788	Prai.g_01358	Prbg.g_00218
OG0000789	Prai.g_01360	Prbg.g_00690
OG0000790	Prai.g_01375	Prbg.g_00534
OG0000791	Prai.g_01377	Prbg.g_00536
OG0000792	Prai.g_01378	Prbg.g_00537
OG0000793	Prai.g_01381	Prbg.g_00540
OG0000794	Prai.g_01382	Prbg.g_00541
OG0000795	Prai.g_01383	Prbg.g_00542
OG0000796	Prai.g_01387	Prbg.g_00546
OG0000797	Prai.g_01388	Prbg.g_00547
OG0000798	Prai.g_01395	Prbg.g_00038
OG0000799	Prai.g_01445	Prbg.g_00574
OG0000800	Prai.g_01446	Prbg.g_00575
OG0000801	Prai.g_01447	Prbg.g_00576
OG0000802	Prai.g_01449	Prbg.g_00578
OG0000803	Prai.g_01451	Prbg.g_00580
OG0000804	Prai.g_01452	Prbg.g_00581
OG0000805	Prai.g_01454	Prbg.g_00583
OG0000806	Prai.g_01456	Prbg.g_00585
OG0000807	Prai.g_01457	Prbg.g_00586
OG0000808	Prai.g_01458	Prbg.g_00587
OG0000809	Prai.g_01461	Prbg.g_00589
OG0000810	Prai.g_01462	Prbg.g_00590
OG0000811	Prai.g_01466	Prbg.g_00594
OG0000812	Prai.g_01468	Prbg.g_00596
OG0000813	Prai.g_01469	Prbg.g_00597
OG0000814	Prai.g_01471	Prbg.g_00599
OG0000815	Prai.g_01472	Prbg.g_00600
OG0000816	Prai.g_01474	Prbg.g_00602
OG0000817	Prai.g_01475	Prbg.g_00603
OG0000818	Prai.g_01480	Prbg.g_00608
OG0000819	Prai.g_01481	Prbg.g_00609
OG0000820	Prai.g_01482	Prbg.g_00610
OG0000821	Prai.g_01485	Prbg.g_00614
OG0000822	Prai.g_01486	Prbg.g_00615
OG0000823	Prai.g_01487	Prbg.g_00616
OG0000824	Prai.g_01490	Prbg.g_00619
OG0000825	Prai.g_01491	Prbg.g_00620
OG0000826	Prai.g_01492	Prbg.g_00621
OG0000827	Prai.g_01493	Prbg.g_00622
OG0000828	Prai.g_01496	Prbg.g_00625
OG0000829	Prai.g_01497	Prbg.g_00626
OG0000830	Prai.g_01498	Prbg.g_00627
OG0000831	Prai.g_01500	Prbg.g_00629
OG0000832	Prai.g_01505	Prbg.g_00639
OG0000833	Prai.g_01514	Prbg.g_00648
OG0000834	Prai.g_01515	Prbg.g_00649
OG0000835	Prai.g_01516	Prbg.g_00650
OG0000836	Prai.g_01517	Prbg.g_00651
OG0000837	Prai.g_01518	Prbg.g_00652
OG0000838	Prai.g_01520	Prbg.g_00654
OG0000839	Prai.g_01521	Prbg.g_00655
OG0000840	Prai.g_01522	Prbg.g_00656
OG0000841	Prai.g_01523	Prbg.g_00657
OG0000842	Prai.g_01524	Prbg.g_00658
OG0000843	Prai.g_01525	Prbg.g_00659
OG0000844	Prai.g_01526	Prbg.g_00660
OG0000845	Prai.g_01527	Prbg.g_00661
OG0000846	Prai.g_01528	Prbg.g_00662
OG0000847	Prai.g_01529	Prbg.g_00663
OG0000848	Prai.g_01530	Prbg.g_00664
OG0000849	Prai.g_01531	Prbg.g_00665
OG0000850	Prai.g_01533	Prbg.g_00667
OG0000851	Prai.g_01534	Prbg.g_00668
OG0000852	Prai.g_01535	Prbg.g_00669
OG0000853	Prai.g_01539	Prbg.g_00675
OG0000854	Prai.g_01541	Prbg.g_00677
OG0000855	Prai.g_01542	Prbg.g_00678
OG0000856	Prai.g_01558	Prbg.g_00348
OG0000857	Prai.g_01597	Prbg.g_01174
OG0000858	Prai.g_01632	Prbg.g_01643
OG0000859	Prai.g_01633	Prbg.g_01644
OG0000860	Prai.g_01640	Prbg.g_01652
OG0000861	Prai.g_01641	Prbg.g_01653
OG0000862	Prai.g_01642	Prbg.g_01654
OG0000863	Prai.g_01644	Prbg.g_01656
OG0000864	Prai.g_01645	Prbg.g_01657
OG0000865	Prai.g_01646	Prbg.g_01658
OG0000866	Prai.g_01647	Prbg.g_01659
OG0000867	Prai.g_01648	Prbg.g_01660
OG0000868	Prai.g_01649	Prbg.g_01662
OG0000869	Prai.g_01653	Prbg.g_01665
OG0000870	Prai.g_01658	Prbg.g_01670
OG0000871	Prai.g_01659	Prbg.g_01671
OG0000872	Prai.g_01660	Prbg.g_01672
OG0000873	Prai.g_01663	Prbg.g_01675
OG0000874	Prai.g_01666	Prbg.g_01678
OG0000875	Prai.g_01667	Prbg.g_01679
OG0000876	Prai.g_01668	Prbg.g_01680
OG0000877	Prai.g_01670	Prbg.g_01682
OG0000878	Prai.g_01671	Prbg.g_01683
OG0000879	Prai.g_01672	Prbg.g_01684
OG0000880	Prai.g_01673	Prbg.g_01685
OG0000881	Prai.g_01677	Prbg.g_01689
OG0000882	Prai.g_01682	Prbg.g_01694
OG0000883	Prai.g_01683	Prbg.g_01696
OG0000884	Prai.g_01685	Prbg.g_01698
OG0000885	Prai.g_01686	Prbg.g_01699
OG0000886	Prai.g_01687	Prbg.g_01700
OG0000887	Prai.g_01688	Prbg.g_01701
OG0000888	Prai.g_01690	Prbg.g_01703
OG0000889	Prai.g_01692	Prbg.g_01705
OG0000890	Prai.g_01693	Prbg.g_01706
OG0000891	Prai.g_01694	Prbg.g_01707
OG0000892	Prai.g_01696	Prbg.g_01709
OG0000893	Prai.g_01701	Prbg.g_01713
OG0000894	Prai.g_01703	Prbg.g_01716
OG0000895	Prai.g_01706	Prbg.g_01720
OG0000896	Prai.g_01707	Prbg.g_01721
OG0000897	Prai.g_01709	Prbg.g_01723
OG0000898	Prai.g_01710	Prbg.g_01724
OG0000899	Prai.g_01711	Prbg.g_01725
OG0000900	Prai.g_01712	Prbg.g_01726
OG0000901	Prai.g_01715	Prbg.g_01729
OG0000902	Prai.g_01717	Prbg.g_01731
OG0000903	Prai.g_01720	Prbg.g_01735
OG0000904	Prai.g_01722	Prbg.g_01739
OG0000905	Prai.g_01727	Prbg.g_01733
OG0000906	Prai.g_01728	Prbg.g_01732
OG0000907	Prai.g_01734	Prbg.g_01742
OG0000908	Prai.g_01737	Prbg.g_01745
OG0000909	Prai.g_01738	Prbg.g_01746
OG0000910	Prai.g_01739	Prbg.g_01747
OG0000911	Prai.g_01741	Prbg.g_01749
OG0000912	Prai.g_01742	Prbg.g_01750
OG0000913	Prai.g_01743	Prbg.g_01751
OG0000914	Prai.g_01744	Prbg.g_01752
OG0000915	Prai.g_01746	Prbg.g_01753
OG0000916	Prai.g_01747	Prbg.g_01754
OG0000917	Prai.g_01748	Prbg.g_01755
OG0000918	Prai.g_01749	Prbg.g_01756
OG0000919	Prai.g_01750	Prbg.g_01757
OG0000920	Prai.g_01751	Prbg.g_01758
OG0000921	Prai.g_01752	Prbg.g_01759
OG0000922	Prai.g_01753	Prbg.g_01760
OG0000923	Prai.g_01757	Prbg.g_01764
OG0000924	Prai.g_01758	Prbg.g_01765
OG0000925	Prai.g_01759	Prbg.g_01766
OG0000926	Prai.g_01760	Prbg.g_01767
OG0000927	Prai.g_01762	Prbg.g_01769
OG0000928	Prai.g_01763	Prbg.g_01770
OG0000929	Prai.g_01764	Prbg.g_01771
OG0000930	Prai.g_01765	Prbg.g_01772
OG0000931	Prai.g_01766	Prbg.g_01773
OG0000932	Prai.g_01767	Prbg.g_01774
OG0000933	Prai.g_01776	Prbg.g_01778
OG0000934	Prai.g_01778	Prbg.g_01780
OG0000935	Prai.g_01779	Prbg.g_01781
OG0000936	Prai.g_01780	Prbg.g_01782
OG0000937	Prai.g_01781	Prbg.g_01783
OG0000938	Prai.g_01783	Prbg.g_01786
OG0000939	Prai.g_01784	Prbg.g_01787
OG0000940	Prai.g_01791	Prbg.g_01794
OG0000941	Prai.g_01793	Prbg.g_01796
OG0000942	Prai.g_01795	Prbg.g_01798
OG0000943	Prai.g_01796	Prbg.g_01799
OG0000944	Prai.g_01797	Prbg.g_01801
OG0000945	Prai.g_01798	Prbg.g_01802
OG0000946	Prai.g_01802	Prbg.g_01807
OG0000947	Prai.g_01804	Prbg.g_01809
OG0000948	Prai.g_01805	Prbg.g_01810
OG0000949	Prai.g_01808	Prbg.g_01813
OG0000950	Prai.g_01813	Prbg.g_01820
OG0000951	Prai.g_01817	Prbg.g_01824
OG0000952	Prai.g_01821	Prbg.g_01828
OG0000953	Prai.g_01824	Prbg.g_01832
OG0000954	Prai.g_01828	Prbg.g_01836
OG0000955	Prai.g_01829	Prbg.g_01837
OG0000956	Prai.g_01831	Prbg.g_01839
OG0000957	Prai.g_01836	Prbg.g_01845
OG0000958	Prai.g_01837	Prbg.g_01846
OG0000959	Prai.g_01841	Prbg.g_01850
OG0000960	Prai.g_01842	Prbg.g_01851
OG0000961	Prai.g_01844	Prbg.g_01854
OG0000962	Prai.g_01846	Prbg.g_01856
OG0000963	Prai.g_01850	Prbg.g_01860
OG0000964	Prai.g_01851	Prbg.g_01861
OG0000965	Prai.g_01852	Prbg.g_01862
OG0000966	Prai.g_01861	Prbg.g_01868
OG0000967	Prai.g_01865	Prbg.g_01872
OG0000968	Prai.g_01867	Prbg.g_01874
OG0000969	Prai.g_01868	Prbg.g_01875
OG0000970	Prai.g_01869	Prbg.g_01876
OG0000971	Prai.g_01870	Prbg.g_01877
OG0000972	Prai.g_01871	Prbg.g_01878
OG0000973	Prai.g_01872	Prbg.g_01879
OG0000974	Prai.g_01873	Prbg.g_01880
OG0000975	Prai.g_01874	Prbg.g_01881
OG0000976	Prai.g_01875	Prbg.g_01882
OG0000977	Prai.g_01876	Prbg.g_01883
OG0000978	Prai.g_01877	Prbg.g_01884
OG0000979	Prai.g_01880	Prbg.g_01887
OG0000980	Prai.g_01882	Prbg.g_01889
OG0000981	Prai.g_01884	Prbg.g_01892
OG0000982	Prai.g_01886	Prbg.g_01894
OG0000983	Prai.g_01887	Prbg.g_01895
OG0000984	Prai.g_01888	Prbg.g_01896
OG0000985	Prai.g_01891	Prbg.g_01899
OG0000986	Prai.g_01893	Prbg.g_01901
OG0000987	Prai.g_01894	Prbg.g_01902
OG0000988	Prai.g_01897	Prbg.g_01905
OG0000989	Prai.g_01900	Prbg.g_01909
OG0000990	Prai.g_01903	Prbg.g_01913
OG0000991	Prai.g_01904	Prbg.g_01914
OG0000992	Prai.g_01906	Prbg.g_01917
OG0000993	Prai.g_01907	Prbg.g_01918
OG0000994	Prai.g_01908	Prbg.g_01919
OG0000995	Prai.g_01912	Prbg.g_01923
OG0000996	Prai.g_01913	Prbg.g_01924
OG0000997	Prai.g_01914	Prbg.g_01927
OG0000998	Prai.g_01916	Prbg.g_01929
OG0000999	Prai.g_01917	Prbg.g_01930
OG0001000	Prai.g_01920	Prbg.g_01933
OG0001001	Prai.g_01922	Prbg.g_01936
OG0001002	Prai.g_01926	Prbg.g_00758
OG0001003	Prai.g_01928	Prbg.g_00759
OG0001004	Prai.g_01929	Prbg.g_00760
OG0001005	Prai.g_01930	Prbg.g_00761
OG0001006	Prai.g_01934	Prbg.g_00765
OG0001007	Prai.g_01936	Prbg.g_00767
OG0001008	Prai.g_00468	Prbg.g_00157
OG0001009	Prai.g_00027	Prbg.g_00847
OG0001010	Prai.g_00028	Prbg.g_00846
OG0001011	Prai.g_00029	Prbg.g_00844
OG0001012	Prai.g_00050	Prbg.g_00830
OG0001013	Prai.g_00055	Prbg.g_00823
OG0001014	Prai.g_00058	Prbg.g_00820
OG0001015	Prai.g_00059	Prbg.g_00818
OG0001016	Prai.g_00073	Prbg.g_00796
OG0001017	Prai.g_00077	Prbg.g_00792
OG0001018	Prai.g_00080	Prbg.g_00790
OG0001019	Prai.g_00089	Prbg.g_00781
OG0001020	Prai.g_00090	Prbg.g_00780
OG0001021	Prai.g_00091	Prbg.g_00861
OG0001022	Prai.g_00094	Prbg.g_00864
OG0001023	Prai.g_00095	Prbg.g_00865
OG0001024	Prai.g_00098	Prbg.g_00869
OG0001025	Prai.g_00104	Prbg.g_00876
OG0001026	Prai.g_00111	Prbg.g_00885
OG0001027	Prai.g_00112	Prbg.g_00886
OG0001028	Prai.g_00114	Prbg.g_00888
OG0001029	Prai.g_00115	Prbg.g_00889
OG0001030	Prai.g_00130	Prbg.g_00905
OG0001031	Prai.g_00197	Prbg.g_00965
OG0001032	Prai.g_00198	Prbg.g_00966
OG0001033	Prai.g_00219	Prbg.g_00987
OG0001034	Prai.g_00247	Prbg.g_01018
OG0001035	Prai.g_00267	Prbg.g_01038
OG0001036	Prai.g_00272	Prbg.g_01042
OG0001037	Prai.g_00273	Prbg.g_01043
OG0001038	Prai.g_00291	Prbg.g_00057
OG0001039	Prai.g_00294	Prbg.g_00060
OG0001040	Prai.g_00296	Prbg.g_00062
OG0001041	Prai.g_00300	Prbg.g_00067
OG0001042	Prai.g_00317	Prbg.g_00084
OG0001043	Prai.g_00318	Prbg.g_00085
OG0001045	Prai.g_00355	Prbg.g_00125
OG0001046	Prai.g_00390	Prbg.g_01602
OG0001047	Prai.g_00470	Prbg.g_00159
OG0001048	Prai.g_00471	Prbg.g_00160
OG0001049	Prai.g_00473	Prbg.g_00162
OG0001050	Prai.g_00474	Prbg.g_00163
OG0001051	Prai.g_00475	Prbg.g_00164
OG0001052	Prai.g_00501	Prbg.g_00190
OG0001053	Prai.g_00513	Prbg.g_00202
OG0001054	Prai.g_00528	Prbg.g_00217
OG0001055	Prai.g_00546	Prbg.g_00236
OG0001056	Prai.g_00564	Prbg.g_00253
OG0001057	Prai.g_00569	Prbg.g_00258
OG0001058	Prai.g_00577	Prbg.g_00267
OG0001059	Prai.g_00581	Prbg.g_00271
OG0001060	Prai.g_00588	Prbg.g_00277
OG0001061	Prai.g_00602	Prbg.g_00292
OG0001062	Prai.g_00604	Prbg.g_00294
OG0001063	Prai.g_00606	Prbg.g_00296
OG0001064	Prai.g_00607	Prbg.g_00297
OG0001065	Prai.g_00608	Prbg.g_00298
OG0001066	Prai.g_00609	Prbg.g_00299
OG0001067	Prai.g_00610	Prbg.g_00300
OG0001068	Prai.g_00611	Prbg.g_00301
OG0001069	Prai.g_00612	Prbg.g_00302
OG0001070	Prai.g_00615	Prbg.g_00306
OG0001071	Prai.g_00616	Prbg.g_00307
OG0001072	Prai.g_00618	Prbg.g_00309
OG0001073	Prai.g_00632	Prbg.g_00323
OG0001074	Prai.g_00643	Prbg.g_00335
OG0001075	Prai.g_00644	Prbg.g_00336
OG0001076	Prai.g_00653	Prbg.g_00343
OG0001077	Prai.g_00657	Prbg.g_00349
OG0001078	Prai.g_00665	Prbg.g_01421
OG0001079	Prai.g_00676	Prbg.g_01409
OG0001080	Prai.g_00682	Prbg.g_01403
OG0001081	Prai.g_00684	Prbg.g_01401
OG0001082	Prai.g_00685	Prbg.g_01400
OG0001083	Prai.g_00690	Prbg.g_01395
OG0001084	Prai.g_00691	Prbg.g_01394
OG0001085	Prai.g_00699	Prbg.g_01111
OG0001086	Prai.g_00700	Prbg.g_01112
OG0001087	Prai.g_00717	Prbg.g_01130
OG0001088	Prai.g_00718	Prbg.g_01131
OG0001089	Prai.g_00726	Prbg.g_01142
OG0001090	Prai.g_00749	Prbg.g_01152
OG0001091	Prai.g_00751	Prbg.g_01374
OG0001092	Prai.g_00752	Prbg.g_01373
OG0001093	Prai.g_00757	Prbg.g_01368
OG0001094	Prai.g_00854	Prbg.g_01375
OG0001095	Prai.g_00834	Prbg.g_01172
OG0001096	Prai.g_00821	Prbg.g_01186
OG0001097	Prai.g_00802	Prbg.g_01206
OG0001098	Prai.g_00787	Prbg.g_01225
OG0001099	Prai.g_01057	Prbg.g_01067
OG0001100	Prai.g_01053	Prbg.g_01075
OG0001101	Prai.g_01051	Prbg.g_01078
OG0001102	Prai.g_01049	Prbg.g_01081
OG0001103	Prai.g_01047	Prbg.g_01083
OG0001104	Prai.g_01026	Prbg.g_01106
OG0001105	Prai.g_01022	Prbg.g_01110
OG0001106	Prai.g_00998	Prbg.g_01278
OG0001107	Prai.g_00991	Prbg.g_01285
OG0001108	Prai.g_00987	Prbg.g_01289
OG0001109	Prai.g_00986	Prbg.g_01290
OG0001110	Prai.g_00984	Prbg.g_01292
OG0001111	Prai.g_00983	Prbg.g_01293
OG0001112	Prai.g_00982	Prbg.g_01294
OG0001113	Prai.g_00981	Prbg.g_01295
OG0001114	Prai.g_00980	Prbg.g_01296
OG0001115	Prai.g_00978	Prbg.g_01298
OG0001116	Prai.g_00977	Prbg.g_01299
OG0001117	Prai.g_00976	Prbg.g_01300
