Orthogroup	Prai	Syag
OG0000584	Prai.g_00638	Syag.g_00355
OG0000585	Prai.g_00640	Syag.g_00357
OG0000586	Prai.g_00641	Syag.g_00358
OG0000587	Prai.g_00642	Syag.g_00360
OG0000588	Prai.g_00646	Syag.g_00371
OG0000589	Prai.g_00650	Syag.g_00375
OG0000590	Prai.g_00651	Syag.g_00376
OG0000591	Prai.g_00654	Syag.g_00383
OG0000592	Prai.g_00655	Syag.g_00384
OG0000593	Prai.g_00661	Syag.g_00406
OG0000594	Prai.g_00662	Syag.g_00407
OG0000595	Prai.g_00663	Syag.g_00408
OG0000596	Prai.g_00667	Syag.g_00413
OG0000597	Prai.g_00669	Syag.g_00416
OG0000598	Prai.g_00670	Syag.g_00417
OG0000599	Prai.g_00673	Syag.g_00424
OG0000600	Prai.g_00674	Syag.g_00425
OG0000601	Prai.g_00675	Syag.g_00426
OG0000602	Prai.g_00677	Syag.g_00431
OG0000603	Prai.g_00678	Syag.g_00432
OG0000604	Prai.g_00679	Syag.g_00434
OG0000605	Prai.g_00680	Syag.g_00522
OG0000606	Prai.g_00683	Syag.g_00550
OG0000607	Prai.g_00686	Syag.g_00553
OG0000608	Prai.g_00687	Syag.g_00554
OG0000609	Prai.g_00688	Syag.g_00556
OG0000610	Prai.g_00693	Syag.g_00580
OG0000611	Prai.g_00696	Syag.g_00583
OG0000612	Prai.g_00697	Syag.g_00584
OG0000613	Prai.g_00702	Syag.g_02533
OG0000614	Prai.g_00721	Syag.g_01004
OG0000615	Prai.g_00729	Syag.g_00630
OG0000616	Prai.g_00732	Syag.g_02255
OG0000617	Prai.g_00754	Syag.g_00915
OG0000618	Prai.g_00755	Syag.g_00914
OG0000619	Prai.g_00756	Syag.g_00913
OG0000620	Prai.g_00759	Syag.g_00906
OG0000621	Prai.g_00760	Syag.g_00905
OG0000622	Prai.g_00761	Syag.g_00904
OG0000623	Prai.g_00762	Syag.g_00903
OG0000624	Prai.g_00763	Syag.g_00901
OG0000625	Prai.g_00764	Syag.g_00900
OG0000626	Prai.g_00765	Syag.g_00899
OG0000627	Prai.g_00766	Syag.g_00756
OG0000628	Prai.g_00767	Syag.g_00757
OG0000629	Prai.g_00768	Syag.g_00761
OG0000630	Prai.g_00771	Syag.g_00765
OG0000631	Prai.g_00857	Syag.g_00772
OG0000632	Prai.g_00856	Syag.g_00773
OG0000633	Prai.g_00855	Syag.g_00774
OG0000634	Prai.g_00852	Syag.g_00663
OG0000635	Prai.g_00851	Syag.g_00664
OG0000636	Prai.g_00849	Syag.g_00666
OG0000637	Prai.g_00847	Syag.g_00668
OG0000638	Prai.g_00846	Syag.g_00669
OG0000639	Prai.g_00845	Syag.g_00670
OG0000640	Prai.g_00844	Syag.g_00671
OG0000641	Prai.g_00839	Syag.g_00675
OG0000642	Prai.g_00838	Syag.g_00676
OG0000643	Prai.g_00837	Syag.g_00677
OG0000644	Prai.g_00836	Syag.g_00678
OG0000645	Prai.g_00835	Syag.g_00680
OG0000646	Prai.g_00833	Syag.g_00683
OG0000647	Prai.g_00832	Syag.g_00685
OG0000648	Prai.g_00830	Syag.g_00694
OG0000649	Prai.g_00829	Syag.g_00695
OG0000650	Prai.g_00828	Syag.g_00696
OG0000651	Prai.g_00827	Syag.g_00697
OG0000652	Prai.g_00826	Syag.g_00698
OG0000653	Prai.g_00824	Syag.g_00700
OG0000654	Prai.g_00823	Syag.g_00701
OG0000655	Prai.g_00822	Syag.g_00702
OG0000656	Prai.g_00819	Syag.g_00705
OG0000657	Prai.g_00811	Syag.g_00719
OG0000658	Prai.g_00810	Syag.g_00721
OG0000659	Prai.g_00809	Syag.g_00722
OG0000660	Prai.g_00805	Syag.g_00726
OG0000661	Prai.g_00803	Syag.g_00728
OG0000662	Prai.g_00801	Syag.g_00730
OG0000663	Prai.g_00799	Syag.g_00733
OG0000664	Prai.g_00798	Syag.g_00734
OG0000665	Prai.g_00794	Syag.g_00456
OG0000666	Prai.g_00793	Syag.g_00445
OG0000667	Prai.g_00789	Syag.g_00574
OG0000668	Prai.g_01060	Syag.g_00868
OG0000669	Prai.g_01054	Syag.g_00600
OG0000670	Prai.g_01052	Syag.g_00399
OG0000671	Prai.g_01050	Syag.g_00604
OG0000672	Prai.g_01048	Syag.g_00607
OG0000673	Prai.g_01045	Syag.g_00610
OG0000674	Prai.g_01043	Syag.g_00612
OG0000675	Prai.g_01042	Syag.g_00613
OG0000676	Prai.g_01040	Syag.g_00615
OG0000677	Prai.g_01039	Syag.g_00616
OG0000678	Prai.g_01037	Syag.g_00622
OG0000679	Prai.g_01033	Syag.g_00633
OG0000680	Prai.g_01032	Syag.g_00634
OG0000681	Prai.g_01030	Syag.g_00637
OG0000682	Prai.g_01029	Syag.g_00638
OG0000683	Prai.g_01028	Syag.g_00639
OG0000684	Prai.g_01027	Syag.g_00641
OG0000685	Prai.g_01025	Syag.g_00643
OG0000686	Prai.g_01024	Syag.g_00644
OG0000687	Prai.g_01023	Syag.g_00645
OG0000688	Prai.g_01020	Syag.g_00651
OG0000689	Prai.g_01019	Syag.g_00653
OG0000690	Prai.g_01018	Syag.g_00654
OG0000691	Prai.g_01017	Syag.g_00655
OG0000692	Prai.g_01015	Syag.g_00656
OG0000693	Prai.g_01014	Syag.g_00658
OG0000694	Prai.g_01013	Syag.g_00659
OG0000695	Prai.g_01011	Syag.g_00776
OG0000696	Prai.g_01010	Syag.g_00777
OG0000697	Prai.g_01009	Syag.g_00778
OG0000698	Prai.g_01006	Syag.g_00781
OG0000699	Prai.g_01005	Syag.g_00782
OG0000700	Prai.g_01004	Syag.g_00783
OG0000701	Prai.g_01003	Syag.g_00784
OG0000702	Prai.g_01001	Syag.g_00792
OG0000703	Prai.g_01000	Syag.g_00793
OG0000704	Prai.g_00999	Syag.g_00795
OG0000705	Prai.g_00995	Syag.g_00802
OG0000706	Prai.g_00994	Syag.g_00803
OG0000707	Prai.g_00993	Syag.g_00804
OG0000708	Prai.g_00992	Syag.g_00807
OG0000709	Prai.g_00988	Syag.g_00816
OG0000710	Prai.g_00985	Syag.g_00820
OG0000711	Prai.g_00968	Syag.g_00848
OG0000712	Prai.g_00966	Syag.g_00850
OG0000713	Prai.g_00965	Syag.g_00851
OG0000714	Prai.g_00964	Syag.g_00853
OG0000715	Prai.g_00962	Syag.g_00855
OG0000716	Prai.g_00960	Syag.g_00859
OG0000717	Prai.g_00959	Syag.g_00860
OG0000718	Prai.g_00948	Syag.g_00864
OG0000719	Prai.g_00946	Syag.g_00866
OG0000720	Prai.g_00938	Syag.g_00880
OG0000721	Prai.g_00936	Syag.g_00882
OG0000722	Prai.g_00935	Syag.g_00883
OG0000723	Prai.g_00932	Syag.g_00897
OG0000724	Prai.g_00923	Syag.g_00967
OG0000725	Prai.g_00917	Syag.g_00978
OG0000726	Prai.g_00916	Syag.g_00979
OG0000727	Prai.g_00915	Syag.g_00980
OG0000728	Prai.g_00913	Syag.g_00982
OG0000729	Prai.g_01109	Syag.g_02376
OG0000730	Prai.g_01113	Syag.g_02840
OG0000731	Prai.g_01117	Syag.g_02853
OG0000732	Prai.g_01126	Syag.g_02331
OG0000733	Prai.g_01144	Syag.g_00145
OG0000734	Prai.g_01157	Syag.g_01892
OG0000735	Prai.g_01159	Syag.g_01159
OG0000736	Prai.g_01160	Syag.g_01158
OG0000737	Prai.g_01161	Syag.g_01157
OG0000738	Prai.g_01165	Syag.g_01152
OG0000739	Prai.g_01166	Syag.g_01149
OG0000740	Prai.g_01167	Syag.g_01148
OG0000741	Prai.g_01168	Syag.g_01145
OG0000742	Prai.g_01170	Syag.g_01142
OG0000743	Prai.g_01172	Syag.g_01140
OG0000744	Prai.g_01173	Syag.g_01139
OG0000745	Prai.g_01174	Syag.g_01137
OG0000746	Prai.g_01176	Syag.g_01135
OG0000747	Prai.g_01177	Syag.g_01134
OG0000748	Prai.g_01180	Syag.g_01122
OG0000749	Prai.g_01181	Syag.g_01121
OG0000750	Prai.g_01182	Syag.g_01120
OG0000751	Prai.g_01184	Syag.g_01114
OG0000752	Prai.g_01186	Syag.g_01112
OG0000753	Prai.g_01189	Syag.g_01109
OG0000754	Prai.g_01192	Syag.g_01103
OG0000755	Prai.g_01196	Syag.g_01092
OG0000756	Prai.g_01197	Syag.g_01091
OG0000757	Prai.g_01204	Syag.g_01084
OG0000758	Prai.g_01205	Syag.g_01083
OG0000759	Prai.g_01206	Syag.g_01082
OG0000760	Prai.g_01207	Syag.g_01081
OG0000761	Prai.g_01208	Syag.g_01080
OG0000762	Prai.g_01209	Syag.g_01078
OG0000763	Prai.g_01211	Syag.g_01076
OG0000764	Prai.g_01212	Syag.g_01075
OG0000765	Prai.g_01221	Syag.g_01056
OG0000766	Prai.g_01222	Syag.g_01055
OG0000767	Prai.g_01224	Syag.g_01053
OG0000768	Prai.g_01225	Syag.g_01052
OG0000769	Prai.g_01227	Syag.g_01047
OG0000770	Prai.g_01229	Syag.g_01043
OG0000771	Prai.g_01238	Syag.g_00959
OG0000772	Prai.g_01310	Syag.g_02043
OG0000773	Prai.g_01325	Syag.g_01168
OG0000774	Prai.g_01327	Syag.g_01182
OG0000775	Prai.g_01330	Syag.g_01185
OG0000776	Prai.g_01331	Syag.g_01186
OG0000777	Prai.g_01332	Syag.g_01187
OG0000778	Prai.g_01333	Syag.g_01188
OG0000779	Prai.g_01337	Syag.g_01194
OG0000780	Prai.g_01338	Syag.g_01217
OG0000781	Prai.g_01341	Syag.g_01221
OG0000782	Prai.g_01342	Syag.g_01222
OG0000783	Prai.g_01343	Syag.g_01223
OG0000784	Prai.g_01344	Syag.g_01224
OG0000785	Prai.g_01346	Syag.g_01226
OG0000786	Prai.g_01348	Syag.g_01235
OG0000787	Prai.g_01349	Syag.g_01236
OG0000788	Prai.g_01358	Syag.g_00427
OG0000789	Prai.g_01360	Syag.g_00453
OG0000790	Prai.g_01375	Syag.g_01542
OG0000791	Prai.g_01377	Syag.g_01544
OG0000792	Prai.g_01378	Syag.g_01545
OG0000793	Prai.g_01381	Syag.g_01550
OG0000794	Prai.g_01382	Syag.g_01551
OG0000795	Prai.g_01383	Syag.g_01552
OG0000796	Prai.g_01387	Syag.g_01556
OG0000797	Prai.g_01388	Syag.g_01557
OG0000799	Prai.g_01445	Syag.g_01278
OG0000800	Prai.g_01446	Syag.g_01280
OG0000801	Prai.g_01447	Syag.g_01285
OG0000802	Prai.g_01449	Syag.g_01293
OG0000803	Prai.g_01451	Syag.g_01321
OG0000804	Prai.g_01452	Syag.g_01438
OG0000805	Prai.g_01454	Syag.g_01433
OG0000806	Prai.g_01456	Syag.g_01429
OG0000807	Prai.g_01457	Syag.g_01428
OG0000808	Prai.g_01458	Syag.g_01427
OG0000809	Prai.g_01461	Syag.g_01423
OG0000810	Prai.g_01462	Syag.g_01422
OG0000811	Prai.g_01466	Syag.g_01413
OG0000812	Prai.g_01468	Syag.g_01411
OG0000813	Prai.g_01469	Syag.g_01410
OG0000814	Prai.g_01471	Syag.g_01408
OG0000815	Prai.g_01472	Syag.g_01407
OG0000816	Prai.g_01474	Syag.g_01405
OG0000817	Prai.g_01475	Syag.g_01404
OG0000818	Prai.g_01480	Syag.g_01400
OG0000819	Prai.g_01481	Syag.g_01399
OG0000820	Prai.g_01482	Syag.g_01398
OG0000821	Prai.g_01485	Syag.g_01388
OG0000822	Prai.g_01486	Syag.g_01386
OG0000823	Prai.g_01487	Syag.g_01385
OG0000824	Prai.g_01490	Syag.g_01379
OG0000825	Prai.g_01491	Syag.g_01378
OG0000826	Prai.g_01492	Syag.g_01377
OG0000827	Prai.g_01493	Syag.g_01376
OG0000828	Prai.g_01496	Syag.g_01373
OG0000829	Prai.g_01497	Syag.g_01372
OG0000830	Prai.g_01498	Syag.g_01371
OG0000831	Prai.g_01500	Syag.g_01367
OG0000832	Prai.g_01505	Syag.g_01614
OG0000833	Prai.g_01514	Syag.g_01628
OG0000834	Prai.g_01515	Syag.g_01632
OG0000835	Prai.g_01516	Syag.g_01633
OG0000836	Prai.g_01517	Syag.g_01637
OG0000837	Prai.g_01518	Syag.g_01638
OG0000838	Prai.g_01520	Syag.g_01642
OG0000839	Prai.g_01521	Syag.g_01643
OG0000840	Prai.g_01522	Syag.g_01644
OG0000841	Prai.g_01523	Syag.g_01645
OG0000842	Prai.g_01524	Syag.g_01646
OG0000843	Prai.g_01525	Syag.g_01647
OG0000844	Prai.g_01526	Syag.g_01649
OG0000845	Prai.g_01527	Syag.g_01650
OG0000846	Prai.g_01528	Syag.g_01651
OG0000847	Prai.g_01529	Syag.g_01652
OG0000848	Prai.g_01530	Syag.g_01654
OG0000849	Prai.g_01531	Syag.g_01655
OG0000850	Prai.g_01533	Syag.g_01657
OG0000851	Prai.g_01534	Syag.g_01663
OG0000852	Prai.g_01535	Syag.g_01664
OG0000853	Prai.g_01539	Syag.g_01668
OG0000854	Prai.g_01541	Syag.g_01670
OG0000855	Prai.g_01542	Syag.g_01671
OG0000856	Prai.g_01558	Syag.g_00386
OG0000857	Prai.g_01597	Syag.g_00684
OG0000858	Prai.g_01632	Syag.g_01677
OG0000859	Prai.g_01633	Syag.g_01678
OG0000860	Prai.g_01640	Syag.g_01689
OG0000861	Prai.g_01641	Syag.g_01690
OG0000862	Prai.g_01642	Syag.g_01693
OG0000863	Prai.g_01644	Syag.g_01695
OG0000864	Prai.g_01645	Syag.g_01696
OG0000865	Prai.g_01646	Syag.g_01697
OG0000866	Prai.g_01647	Syag.g_01698
OG0000867	Prai.g_01648	Syag.g_01699
OG0000868	Prai.g_01649	Syag.g_01707
OG0000869	Prai.g_01653	Syag.g_01711
OG0000870	Prai.g_01658	Syag.g_01716
OG0000871	Prai.g_01659	Syag.g_01717
OG0000872	Prai.g_01660	Syag.g_01723
OG0000873	Prai.g_01663	Syag.g_01726
OG0000874	Prai.g_01666	Syag.g_01729
OG0000875	Prai.g_01667	Syag.g_01731
OG0000876	Prai.g_01668	Syag.g_01732
OG0000877	Prai.g_01670	Syag.g_01734
OG0000878	Prai.g_01671	Syag.g_01735
OG0000879	Prai.g_01672	Syag.g_02356
OG0000880	Prai.g_01673	Syag.g_01736
OG0000881	Prai.g_01677	Syag.g_01741
OG0000882	Prai.g_01682	Syag.g_01746
OG0000883	Prai.g_01683	Syag.g_01749
OG0000884	Prai.g_01685	Syag.g_01751
OG0000885	Prai.g_01686	Syag.g_01752
OG0000886	Prai.g_01687	Syag.g_01753
OG0000887	Prai.g_01688	Syag.g_01754
OG0000888	Prai.g_01690	Syag.g_01756
OG0000889	Prai.g_01692	Syag.g_01758
OG0000890	Prai.g_01693	Syag.g_01761
OG0000891	Prai.g_01694	Syag.g_01762
OG0000892	Prai.g_01696	Syag.g_01765
OG0000893	Prai.g_01701	Syag.g_02688
OG0000894	Prai.g_01703	Syag.g_02691
OG0000895	Prai.g_01706	Syag.g_02695
OG0000896	Prai.g_01707	Syag.g_02696
OG0000897	Prai.g_01709	Syag.g_02699
OG0000898	Prai.g_01710	Syag.g_02700
OG0000899	Prai.g_01711	Syag.g_02701
OG0000900	Prai.g_01712	Syag.g_02702
OG0000901	Prai.g_01715	Syag.g_02707
OG0000902	Prai.g_01717	Syag.g_02709
OG0000903	Prai.g_01720	Syag.g_02724
OG0000904	Prai.g_01722	Syag.g_02718
OG0000905	Prai.g_01727	Syag.g_02714
OG0000906	Prai.g_01728	Syag.g_02711
OG0000907	Prai.g_01734	Syag.g_02727
OG0000908	Prai.g_01737	Syag.g_02730
OG0000909	Prai.g_01738	Syag.g_02731
OG0000910	Prai.g_01739	Syag.g_02732
OG0000911	Prai.g_01741	Syag.g_02734
OG0000912	Prai.g_01742	Syag.g_02735
OG0000913	Prai.g_01743	Syag.g_02736
OG0000914	Prai.g_01744	Syag.g_02737
OG0000915	Prai.g_01746	Syag.g_02739
OG0000916	Prai.g_01747	Syag.g_02740
OG0000917	Prai.g_01748	Syag.g_02741
OG0000918	Prai.g_01749	Syag.g_02742
OG0000919	Prai.g_01750	Syag.g_02743
OG0000920	Prai.g_01751	Syag.g_02744
OG0000921	Prai.g_01752	Syag.g_02745
OG0000922	Prai.g_01753	Syag.g_02746
OG0000923	Prai.g_01757	Syag.g_02750
OG0000924	Prai.g_01758	Syag.g_02751
OG0000925	Prai.g_01759	Syag.g_02752
OG0000926	Prai.g_01760	Syag.g_02753
OG0000927	Prai.g_01762	Syag.g_02755
OG0000928	Prai.g_01763	Syag.g_02756
OG0000929	Prai.g_01764	Syag.g_02757
OG0000930	Prai.g_01765	Syag.g_02758
OG0000931	Prai.g_01766	Syag.g_02759
OG0000932	Prai.g_01767	Syag.g_02760
OG0000933	Prai.g_01776	Syag.g_02766
OG0000934	Prai.g_01778	Syag.g_02768
OG0000935	Prai.g_01779	Syag.g_02769
OG0000936	Prai.g_01780	Syag.g_02770
OG0000937	Prai.g_01781	Syag.g_02771
OG0000938	Prai.g_01783	Syag.g_02774
OG0000939	Prai.g_01784	Syag.g_02775
OG0000940	Prai.g_01791	Syag.g_02783
OG0000941	Prai.g_01793	Syag.g_02785
OG0000942	Prai.g_01795	Syag.g_02787
OG0000943	Prai.g_01796	Syag.g_02788
OG0000944	Prai.g_01797	Syag.g_02790
OG0000945	Prai.g_01798	Syag.g_02792
OG0000946	Prai.g_01802	Syag.g_02797
OG0000947	Prai.g_01804	Syag.g_02801
OG0000948	Prai.g_01805	Syag.g_02802
OG0000949	Prai.g_01808	Syag.g_02449
OG0000950	Prai.g_01813	Syag.g_02436
OG0000951	Prai.g_01817	Syag.g_02431
OG0000952	Prai.g_01821	Syag.g_02423
OG0000953	Prai.g_01824	Syag.g_02415
OG0000954	Prai.g_01828	Syag.g_02409
OG0000955	Prai.g_01829	Syag.g_02408
OG0000956	Prai.g_01831	Syag.g_02406
OG0000957	Prai.g_01836	Syag.g_02395
OG0000958	Prai.g_01837	Syag.g_02394
OG0000959	Prai.g_01841	Syag.g_02389
OG0000960	Prai.g_01842	Syag.g_02388
OG0000961	Prai.g_01844	Syag.g_02379
OG0000962	Prai.g_01846	Syag.g_02377
OG0000963	Prai.g_01850	Syag.g_02372
OG0000964	Prai.g_01851	Syag.g_02371
OG0000965	Prai.g_01852	Syag.g_02370
OG0000966	Prai.g_01861	Syag.g_02362
OG0000967	Prai.g_01865	Syag.g_02358
OG0000968	Prai.g_01867	Syag.g_02355
OG0000969	Prai.g_01868	Syag.g_02354
OG0000970	Prai.g_01869	Syag.g_02353
OG0000971	Prai.g_01870	Syag.g_02348
OG0000972	Prai.g_01871	Syag.g_02347
OG0000973	Prai.g_01872	Syag.g_02346
OG0000974	Prai.g_01873	Syag.g_02345
OG0000975	Prai.g_01874	Syag.g_02344
OG0000976	Prai.g_01875	Syag.g_02343
OG0000977	Prai.g_01876	Syag.g_02340
OG0000978	Prai.g_01877	Syag.g_02338
OG0000979	Prai.g_01880	Syag.g_02335
OG0000980	Prai.g_01882	Syag.g_02332
OG0000981	Prai.g_01884	Syag.g_02329
OG0000982	Prai.g_01886	Syag.g_02127
OG0000983	Prai.g_01887	Syag.g_02128
OG0000984	Prai.g_01888	Syag.g_02129
OG0000985	Prai.g_01891	Syag.g_02133
OG0000986	Prai.g_01893	Syag.g_02138
OG0000987	Prai.g_01894	Syag.g_02140
OG0000988	Prai.g_01897	Syag.g_02145
OG0000989	Prai.g_01900	Syag.g_02156
OG0000990	Prai.g_01903	Syag.g_02169
OG0000991	Prai.g_01904	Syag.g_02174
OG0000992	Prai.g_01906	Syag.g_02177
OG0000993	Prai.g_01907	Syag.g_02178
OG0000994	Prai.g_01908	Syag.g_02181
OG0000995	Prai.g_01912	Syag.g_02187
OG0000996	Prai.g_01913	Syag.g_02229
OG0000997	Prai.g_01914	Syag.g_02239
OG0000998	Prai.g_01916	Syag.g_02241
OG0000999	Prai.g_01917	Syag.g_02242
OG0001000	Prai.g_01920	Syag.g_02246
OG0001001	Prai.g_01922	Syag.g_02251
OG0001002	Prai.g_01926	Syag.g_02258
OG0001003	Prai.g_01928	Syag.g_02260
OG0001004	Prai.g_01929	Syag.g_02261
OG0001005	Prai.g_01930	Syag.g_02263
OG0001006	Prai.g_01934	Syag.g_02270
OG0001007	Prai.g_01936	Syag.g_02272
OG0001008	Prai.g_00468	Syag.g_00034
OG0001009	Prai.g_00027	Syag.g_02304
OG0001010	Prai.g_00028	Syag.g_02305
OG0001011	Prai.g_00029	Syag.g_02307
OG0001012	Prai.g_00050	Syag.g_02123
OG0001013	Prai.g_00055	Syag.g_02098
OG0001014	Prai.g_00058	Syag.g_02084
OG0001015	Prai.g_00059	Syag.g_02083
OG0001016	Prai.g_00073	Syag.g_01824
OG0001017	Prai.g_00077	Syag.g_01830
OG0001018	Prai.g_00080	Syag.g_01832
OG0001019	Prai.g_00089	Syag.g_01854
OG0001020	Prai.g_00090	Syag.g_01861
OG0001021	Prai.g_00091	Syag.g_01865
OG0001022	Prai.g_00094	Syag.g_01870
OG0001023	Prai.g_00095	Syag.g_01871
OG0001024	Prai.g_00098	Syag.g_01875
OG0001025	Prai.g_00104	Syag.g_01882
OG0001026	Prai.g_00111	Syag.g_01894
OG0001027	Prai.g_00112	Syag.g_01902
OG0001028	Prai.g_00114	Syag.g_01904
OG0001029	Prai.g_00115	Syag.g_01906
OG0001030	Prai.g_00130	Syag.g_01927
OG0001031	Prai.g_00197	Syag.g_02000
OG0001032	Prai.g_00198	Syag.g_02005
OG0001033	Prai.g_00219	Syag.g_02048
OG0001034	Prai.g_00247	Syag.g_01784
OG0001035	Prai.g_00267	Syag.g_02635
OG0001036	Prai.g_00272	Syag.g_02630
OG0001037	Prai.g_00273	Syag.g_02628
OG0001038	Prai.g_00291	Syag.g_02600
OG0001039	Prai.g_00294	Syag.g_02597
OG0001040	Prai.g_00296	Syag.g_02594
OG0001041	Prai.g_00300	Syag.g_02589
OG0001042	Prai.g_00317	Syag.g_02564
OG0001043	Prai.g_00318	Syag.g_02560
OG0001045	Prai.g_00355	Syag.g_02856
OG0001046	Prai.g_00390	Syag.g_00836
OG0001047	Prai.g_00470	Syag.g_00036
OG0001048	Prai.g_00471	Syag.g_00037
OG0001049	Prai.g_00473	Syag.g_00040
OG0001050	Prai.g_00474	Syag.g_00041
OG0001051	Prai.g_00475	Syag.g_00042
OG0001052	Prai.g_00501	Syag.g_01352
OG0001053	Prai.g_00513	Syag.g_01525
OG0001054	Prai.g_00528	Syag.g_01506
OG0001055	Prai.g_00546	Syag.g_01485
OG0001056	Prai.g_00564	Syag.g_01449
OG0001057	Prai.g_00569	Syag.g_01241
OG0001058	Prai.g_00577	Syag.g_00271
OG0001059	Prai.g_00581	Syag.g_00275
OG0001060	Prai.g_00588	Syag.g_00282
OG0001061	Prai.g_00602	Syag.g_00302
OG0001062	Prai.g_00604	Syag.g_00304
OG0001063	Prai.g_00606	Syag.g_00310
OG0001064	Prai.g_00607	Syag.g_00311
OG0001065	Prai.g_00608	Syag.g_00312
OG0001066	Prai.g_00609	Syag.g_00313
OG0001067	Prai.g_00610	Syag.g_00314
OG0001068	Prai.g_00611	Syag.g_00315
OG0001069	Prai.g_00612	Syag.g_00317
OG0001070	Prai.g_00615	Syag.g_00321
OG0001071	Prai.g_00616	Syag.g_00322
OG0001072	Prai.g_00618	Syag.g_00327
OG0001073	Prai.g_00632	Syag.g_00342
OG0001074	Prai.g_00643	Syag.g_00467
OG0001075	Prai.g_00644	Syag.g_00362
OG0001076	Prai.g_00653	Syag.g_00378
OG0001077	Prai.g_00657	Syag.g_00388
OG0001078	Prai.g_00665	Syag.g_00411
OG0001079	Prai.g_00676	Syag.g_00428
OG0001080	Prai.g_00682	Syag.g_00495
OG0001081	Prai.g_00684	Syag.g_00551
OG0001082	Prai.g_00685	Syag.g_00552
OG0001083	Prai.g_00690	Syag.g_00565
OG0001084	Prai.g_00691	Syag.g_00569
OG0001085	Prai.g_00699	Syag.g_00592
OG0001086	Prai.g_00700	Syag.g_00594
OG0001087	Prai.g_00717	Syag.g_01018
OG0001088	Prai.g_00718	Syag.g_01016
OG0001089	Prai.g_00726	Syag.g_00986
OG0001090	Prai.g_00749	Syag.g_00922
OG0001091	Prai.g_00751	Syag.g_00919
OG0001092	Prai.g_00752	Syag.g_00917
OG0001093	Prai.g_00757	Syag.g_00910
OG0001094	Prai.g_00854	Syag.g_00661
OG0001095	Prai.g_00834	Syag.g_00681
OG0001096	Prai.g_00821	Syag.g_00703
OG0001097	Prai.g_00802	Syag.g_00729
OG0001098	Prai.g_00787	Syag.g_00744
OG0001099	Prai.g_01057	Syag.g_01905
OG0001101	Prai.g_01051	Syag.g_00603
OG0001102	Prai.g_01049	Syag.g_00606
OG0001103	Prai.g_01047	Syag.g_00608
OG0001104	Prai.g_01026	Syag.g_00642
OG0001105	Prai.g_01022	Syag.g_00646
OG0001106	Prai.g_00998	Syag.g_00796
OG0001107	Prai.g_00991	Syag.g_00808
OG0001108	Prai.g_00987	Syag.g_00817
OG0001109	Prai.g_00986	Syag.g_00819
OG0001110	Prai.g_00984	Syag.g_00821
OG0001111	Prai.g_00983	Syag.g_00823
OG0001112	Prai.g_00982	Syag.g_00825
OG0001113	Prai.g_00981	Syag.g_00826
OG0001114	Prai.g_00980	Syag.g_00827
OG0001115	Prai.g_00978	Syag.g_00831
OG0001116	Prai.g_00977	Syag.g_00833
OG0001117	Prai.g_00976	Syag.g_00834
OG0001118	Prai.g_00975	Syag.g_00835
OG0001119	Prai.g_00974	Syag.g_00837
OG0001120	Prai.g_00972	Syag.g_00841
OG0001121	Prai.g_01141, Prai.g_00969	Syag.g_01584
OG0001122	Prai.g_00945	Syag.g_00867
OG0001124	Prai.g_00940	Syag.g_00877
OG0001125	Prai.g_00939	Syag.g_00879
OG0001126	Prai.g_00929	Syag.g_00957
OG0001127	Prai.g_00928	Syag.g_00958
OG0001128	Prai.g_00926	Syag.g_00961
OG0001129	Prai.g_00925	Syag.g_00963
OG0001130	Prai.g_00924	Syag.g_00964
OG0001131	Prai.g_01088	Syag.g_00624
OG0001132	Prai.g_01098	Syag.g_00096
OG0001133	Prai.g_01130	Syag.g_00380
OG0001134	Prai.g_01143	Syag.g_02164
OG0001135	Prai.g_01146	Syag.g_00147
OG0001137	Prai.g_01179	Syag.g_01123
OG0001138	Prai.g_01198	Syag.g_01090
OG0001139	Prai.g_01200	Syag.g_01088
OG0001140	Prai.g_01201	Syag.g_01087
OG0001141	Prai.g_01202	Syag.g_01086
OG0001142	Prai.g_01203	Syag.g_01085
OG0001143	Prai.g_01210	Syag.g_01077
OG0001144	Prai.g_01215	Syag.g_01064
OG0001145	Prai.g_01326	Syag.g_01169
OG0001146	Prai.g_01339	Syag.g_01218
OG0001147	Prai.g_01357	Syag.g_01360
OG0001148	Prai.g_01372	Syag.g_01539
OG0001149	Prai.g_01373	Syag.g_01540
OG0001150	Prai.g_01374	Syag.g_01541
OG0001151	Prai.g_01385	Syag.g_01554
OG0001152	Prai.g_01386	Syag.g_01555
OG0001153	Prai.g_01494	Syag.g_01375
OG0001154	Prai.g_01495	Syag.g_01374
OG0001155	Prai.g_01507	Syag.g_01616
OG0001156	Prai.g_01510	Syag.g_01619
OG0001157	Prai.g_01511	Syag.g_01620
OG0001158	Prai.g_01512	Syag.g_01621
OG0001159	Prai.g_01513	Syag.g_01622, Syag.g_01625
OG0001160	Prai.g_01537	Syag.g_01666
OG0001161	Prai.g_01550	Syag.g_02163
OG0001162	Prai.g_01563	Syag.g_01238
OG0001163	Prai.g_01630	Syag.g_01674
OG0001164	Prai.g_01634	Syag.g_01680
OG0001165	Prai.g_01637	Syag.g_01685
OG0001166	Prai.g_01657	Syag.g_01715
OG0001167	Prai.g_01674	Syag.g_02383
OG0001168	Prai.g_01676	Syag.g_01740
OG0001169	Prai.g_01678	Syag.g_01742
