Orthogroup	Praq	Syak
OG0000596	Praq.g_00964	Syak.g_00038
OG0000597	Praq.g_00962	Syak.g_00041
OG0000598	Praq.g_00961	Syak.g_00042
OG0000599	Praq.g_00958	Syak.g_00045
OG0000600	Praq.g_00957	Syak.g_00046
OG0000601	Praq.g_00775	Syak.g_00047
OG0000602	Praq.g_00777	Syak.g_00053
OG0000603	Praq.g_00778	Syak.g_00054
OG0000604	Praq.g_00779	Syak.g_00056
OG0000605	Praq.g_00780	Syak.g_00259
OG0000606	Praq.g_00783	Syak.g_00326
OG0000607	Praq.g_00786	Syak.g_00329
OG0000608	Praq.g_00787	Syak.g_00330
OG0000609	Praq.g_00788	Syak.g_00332
OG0000610	Praq.g_00793	Syak.g_00347
OG0000611	Praq.g_00796	Syak.g_00350
OG0000612	Praq.g_00797	Syak.g_00351
OG0000613	Praq.g_00802	Syak.g_01525
OG0000614	Praq.g_00821	Syak.g_00705
OG0000615	Praq.g_00829	Syak.g_00393
OG0000616	Praq.g_00833	Syak.g_01810
OG0000617	Praq.g_00589	Syak.g_00799
OG0000618	Praq.g_00590	Syak.g_00798
OG0000619	Praq.g_00591	Syak.g_00797
OG0000620	Praq.g_00594	Syak.g_00779
OG0000621	Praq.g_00595	Syak.g_00780
OG0000622	Praq.g_00596	Syak.g_00781
OG0000623	Praq.g_00597	Syak.g_00782
OG0000624	Praq.g_00598	Syak.g_00784
OG0000625	Praq.g_00599	Syak.g_00785
OG0000626	Praq.g_00600	Syak.g_00786
OG0000627	Praq.g_00601	Syak.g_00561
OG0000628	Praq.g_00602	Syak.g_00560
OG0000629	Praq.g_00603	Syak.g_00556
OG0000630	Praq.g_00606	Syak.g_00552
OG0000631	Praq.g_00661	Syak.g_00545
OG0000632	Praq.g_00662	Syak.g_00544
OG0000633	Praq.g_00663	Syak.g_00542
OG0000634	Praq.g_00666	Syak.g_00430
OG0000635	Praq.g_00667	Syak.g_00431
OG0000636	Praq.g_00669	Syak.g_00433
OG0000637	Praq.g_00671	Syak.g_00435
OG0000638	Praq.g_00672	Syak.g_00436
OG0000639	Praq.g_00673	Syak.g_00437
OG0000640	Praq.g_00674	Syak.g_00438
OG0000641	Praq.g_00678	Syak.g_00442
OG0000642	Praq.g_01407	Syak.g_00443
OG0000643	Praq.g_01408	Syak.g_00444
OG0000644	Praq.g_01409	Syak.g_00445
OG0000645	Praq.g_01410	Syak.g_00447
OG0000646	Praq.g_01412	Syak.g_00450
OG0000647	Praq.g_01413	Syak.g_00452
OG0000648	Praq.g_01415	Syak.g_00456
OG0000649	Praq.g_01416	Syak.g_00457
OG0000650	Praq.g_01417	Syak.g_00458
OG0000651	Praq.g_01418	Syak.g_00459
OG0000652	Praq.g_01419	Syak.g_00460
OG0000653	Praq.g_01421	Syak.g_00462
OG0000654	Praq.g_01422	Syak.g_00625
OG0000655	Praq.g_01423	Syak.g_00624
OG0000656	Praq.g_01426	Syak.g_00621
OG0000657	Praq.g_01433	Syak.g_00609
OG0000658	Praq.g_01434	Syak.g_00606
OG0000659	Praq.g_01435	Syak.g_00605
OG0000660	Praq.g_01439	Syak.g_00601
OG0000661	Praq.g_01441	Syak.g_00599
OG0000662	Praq.g_01443	Syak.g_00597
OG0000663	Praq.g_01445	Syak.g_00594
OG0000664	Praq.g_01446	Syak.g_00593
OG0000665	Praq.g_01450	Syak.g_00086
OG0000666	Praq.g_01451	Syak.g_00078
OG0000667	Praq.g_01456	Syak.g_00340
OG0000668	Praq.g_01473	Syak.g_00643
OG0000669	Praq.g_01481	Syak.g_00363
OG0000670	Praq.g_01483	Syak.g_00366
OG0000671	Praq.g_01485	Syak.g_00368
OG0000672	Praq.g_01488	Syak.g_00371
OG0000673	Praq.g_01491	Syak.g_00374
OG0000674	Praq.g_01493	Syak.g_00376
OG0000675	Praq.g_01494	Syak.g_00377
OG0000676	Praq.g_01496	Syak.g_00379
OG0000677	Praq.g_01497	Syak.g_00380
OG0000678	Praq.g_01499	Syak.g_00386
OG0000679	Praq.g_01503	Syak.g_00397
OG0000680	Praq.g_01504	Syak.g_00398
OG0000681	Praq.g_01506	Syak.g_00401
OG0000682	Praq.g_01507	Syak.g_00402
OG0000683	Praq.g_01508	Syak.g_00403
OG0000684	Praq.g_01510	Syak.g_00409
OG0000685	Praq.g_01512	Syak.g_00411
OG0000686	Praq.g_01513	Syak.g_00412
OG0000687	Praq.g_01514	Syak.g_00413
OG0000688	Praq.g_01517	Syak.g_00418
OG0000689	Praq.g_01518	Syak.g_00421
OG0000690	Praq.g_01519	Syak.g_00422
OG0000691	Praq.g_01520	Syak.g_00423
OG0000692	Praq.g_01522	Syak.g_00424
OG0000693	Praq.g_01523	Syak.g_00426
OG0000694	Praq.g_01524	Syak.g_00427
OG0000695	Praq.g_01526	Syak.g_00540
OG0000696	Praq.g_01527	Syak.g_00539
OG0000697	Praq.g_01528	Syak.g_00538
OG0000698	Praq.g_01531	Syak.g_00535
OG0000699	Praq.g_01532	Syak.g_00534
OG0000700	Praq.g_01533	Syak.g_00533
OG0000701	Praq.g_01534	Syak.g_00532
OG0000702	Praq.g_01536	Syak.g_00522
OG0000703	Praq.g_01537	Syak.g_00521
OG0000704	Praq.g_01538	Syak.g_00519
OG0000705	Praq.g_01542	Syak.g_00511
OG0000706	Praq.g_01543	Syak.g_00510
OG0000707	Praq.g_01544	Syak.g_00509
OG0000708	Praq.g_01545	Syak.g_00506
OG0000709	Praq.g_01549	Syak.g_00498
OG0000710	Praq.g_01552	Syak.g_00494
OG0000711	Praq.g_01568	Syak.g_00466
OG0000712	Praq.g_01570	Syak.g_00464
OG0000713	Praq.g_01571	Syak.g_00463
OG0000714	Praq.g_01572	Syak.g_00629
OG0000715	Praq.g_01574	Syak.g_00631
OG0000716	Praq.g_01576	Syak.g_00635
OG0000717	Praq.g_01577	Syak.g_00636
OG0000718	Praq.g_01588	Syak.g_00640
OG0000719	Praq.g_01590	Syak.g_00642
OG0000720	Praq.g_01599	Syak.g_00655
OG0000721	Praq.g_01601	Syak.g_00657
OG0000722	Praq.g_01602	Syak.g_00658
OG0000723	Praq.g_01605	Syak.g_00790
OG0000724	Praq.g_01614	Syak.g_00749
OG0000725	Praq.g_01620	Syak.g_00731
OG0000726	Praq.g_01621	Syak.g_00730
OG0000727	Praq.g_01622	Syak.g_00729
OG0000728	Praq.g_01624	Syak.g_00727
OG0000729	Praq.g_01669	Syak.g_01683
OG0000730	Praq.g_01273	Syak.g_01248
OG0000731	Praq.g_01276	Syak.g_01237
OG0000732	Praq.g_01282	Syak.g_01739
OG0000733	Praq.g_01301	Syak.g_01905
OG0000734	Praq.g_01318	Syak.g_02184
OG0000735	Praq.g_01320	Syak.g_00914
OG0000736	Praq.g_01321	Syak.g_00913
OG0000737	Praq.g_01322	Syak.g_00912
OG0000738	Praq.g_01326	Syak.g_00907
OG0000739	Praq.g_01327	Syak.g_00906
OG0000740	Praq.g_01328	Syak.g_00905
OG0000741	Praq.g_01329	Syak.g_00902
OG0000742	Praq.g_01332	Syak.g_00899
OG0000743	Praq.g_01334	Syak.g_00897
OG0000744	Praq.g_01335	Syak.g_00896
OG0000745	Praq.g_01336	Syak.g_00894
OG0000746	Praq.g_01338	Syak.g_00892
OG0000747	Praq.g_01339	Syak.g_00891
OG0000748	Praq.g_01342	Syak.g_00875
OG0000749	Praq.g_01343	Syak.g_00874
OG0000750	Praq.g_01344	Syak.g_00873
OG0000751	Praq.g_01346	Syak.g_00862
OG0000752	Praq.g_01348	Syak.g_00860
OG0000753	Praq.g_01351	Syak.g_00857
OG0000754	Praq.g_01354	Syak.g_00852
OG0000755	Praq.g_01357	Syak.g_00841
OG0000756	Praq.g_01358	Syak.g_00840
OG0000757	Praq.g_01364	Syak.g_00833
OG0000758	Praq.g_01365	Syak.g_00832
OG0000759	Praq.g_01366	Syak.g_00831
OG0000760	Praq.g_01367	Syak.g_00830
OG0000761	Praq.g_01368	Syak.g_00829
OG0000762	Praq.g_01369	Syak.g_00827
OG0000763	Praq.g_01371	Syak.g_00825
OG0000764	Praq.g_01372	Syak.g_00824
OG0000765	Praq.g_01381	Syak.g_00669
OG0000766	Praq.g_01382	Syak.g_00670
OG0000767	Praq.g_01384	Syak.g_00672
OG0000768	Praq.g_01385	Syak.g_00673
OG0000769	Praq.g_01387	Syak.g_00675
OG0000770	Praq.g_01389	Syak.g_00678
OG0000771	Praq.g_00257	Syak.g_00755
OG0000772	Praq.g_00112	Syak.g_02048
OG0000773	Praq.g_00124	Syak.g_00921
OG0000774	Praq.g_00126	Syak.g_00926
OG0000775	Praq.g_00128	Syak.g_00929
OG0000776	Praq.g_00129	Syak.g_00930
OG0000777	Praq.g_00130	Syak.g_00931
OG0000778	Praq.g_00131	Syak.g_00932
OG0000779	Praq.g_00135	Syak.g_00938
OG0000780	Praq.g_00136	Syak.g_00942
OG0000781	Praq.g_00139	Syak.g_00946
OG0000782	Praq.g_00140	Syak.g_00947
OG0000783	Praq.g_00141	Syak.g_00948
OG0000784	Praq.g_00142	Syak.g_00949
OG0000785	Praq.g_00144	Syak.g_00951
OG0000786	Praq.g_00146	Syak.g_00956
OG0000787	Praq.g_00147	Syak.g_00957
OG0000788	Praq.g_00162	Syak.g_00048
OG0000789	Praq.g_00165	Syak.g_00085
OG0000790	Praq.g_00182	Syak.g_02560
OG0000791	Praq.g_00184	Syak.g_02558
OG0000792	Praq.g_00185	Syak.g_02557
OG0000793	Praq.g_00188	Syak.g_02552
OG0000794	Praq.g_00189	Syak.g_02551
OG0000795	Praq.g_00190	Syak.g_02550
OG0000796	Praq.g_00194	Syak.g_02547
OG0000797	Praq.g_00195	Syak.g_02546
OG0000798	Praq.g_00222	Syak.g_01456
OG0000799	Praq.g_00276	Syak.g_00981
OG0000800	Praq.g_00277	Syak.g_00989
OG0000801	Praq.g_00278	Syak.g_00990
OG0000802	Praq.g_00280	Syak.g_00995
OG0000803	Praq.g_00282	Syak.g_01021
OG0000804	Praq.g_00283	Syak.g_01026
OG0000805	Praq.g_00285	Syak.g_01029
OG0000806	Praq.g_00287	Syak.g_01031
OG0000807	Praq.g_00288	Syak.g_01033
OG0000808	Praq.g_00289	Syak.g_01034
OG0000809	Praq.g_00292	Syak.g_01038
OG0000810	Praq.g_00293	Syak.g_01039
OG0000811	Praq.g_00297	Syak.g_01045
OG0000812	Praq.g_00299	Syak.g_01047
OG0000813	Praq.g_00300	Syak.g_01048
OG0000814	Praq.g_00302	Syak.g_01051
OG0000815	Praq.g_00303	Syak.g_01053
OG0000816	Praq.g_00305	Syak.g_01055
OG0000817	Praq.g_00306	Syak.g_01056
OG0000818	Praq.g_00311	Syak.g_01060
OG0000819	Praq.g_00312	Syak.g_01064
OG0000820	Praq.g_00313	Syak.g_01065
OG0000821	Praq.g_00317	Syak.g_01071
OG0000822	Praq.g_00318	Syak.g_01073
OG0000823	Praq.g_00319	Syak.g_01074
OG0000824	Praq.g_00322	Syak.g_01080
OG0000825	Praq.g_00323	Syak.g_01081
OG0000826	Praq.g_00324	Syak.g_01082
OG0000827	Praq.g_00325	Syak.g_01083
OG0000828	Praq.g_00328	Syak.g_01086
OG0000829	Praq.g_00329	Syak.g_01087
OG0000830	Praq.g_00330	Syak.g_01088
OG0000831	Praq.g_00332	Syak.g_01091
OG0000832	Praq.g_00338	Syak.g_02482
OG0000833	Praq.g_00346	Syak.g_02473
OG0000834	Praq.g_00347	Syak.g_02470
OG0000835	Praq.g_00348	Syak.g_02469
OG0000836	Praq.g_00349	Syak.g_02466
OG0000837	Praq.g_00350	Syak.g_02465
OG0000838	Praq.g_00352	Syak.g_02461
OG0000839	Praq.g_00353	Syak.g_02460
OG0000840	Praq.g_00354	Syak.g_02459
OG0000841	Praq.g_00355	Syak.g_02458
OG0000842	Praq.g_00356	Syak.g_02457
OG0000843	Praq.g_00357	Syak.g_02456
OG0000844	Praq.g_00358	Syak.g_02454
OG0000845	Praq.g_00359	Syak.g_02453
OG0000846	Praq.g_00360	Syak.g_02452
OG0000847	Praq.g_00361	Syak.g_02451
OG0000848	Praq.g_00362	Syak.g_02449
OG0000849	Praq.g_00363	Syak.g_02448
OG0000850	Praq.g_00365	Syak.g_02445
OG0000851	Praq.g_00366	Syak.g_02440
OG0000852	Praq.g_00367	Syak.g_02439
OG0000853	Praq.g_00371	Syak.g_02435
OG0000854	Praq.g_00373	Syak.g_02433
OG0000855	Praq.g_00374	Syak.g_02432
OG0000856	Praq.g_00001	Syak.g_00021
OG0000857	Praq.g_00030	Syak.g_00451
OG0000858	Praq.g_01953	Syak.g_02426
OG0000859	Praq.g_01952	Syak.g_02425
OG0000860	Praq.g_00495	Syak.g_02414
OG0000861	Praq.g_00494	Syak.g_02413
OG0000862	Praq.g_00493	Syak.g_02412
OG0000863	Praq.g_00491	Syak.g_02409
OG0000864	Praq.g_00490	Syak.g_02408
OG0000865	Praq.g_00489	Syak.g_02407
OG0000866	Praq.g_00488	Syak.g_02406
OG0000867	Praq.g_00487	Syak.g_02405
OG0000868	Praq.g_00486	Syak.g_02402
OG0000869	Praq.g_00482	Syak.g_02398
OG0000870	Praq.g_00477	Syak.g_02393
OG0000871	Praq.g_00476	Syak.g_02392
OG0000872	Praq.g_00475	Syak.g_02386
OG0000873	Praq.g_00472	Syak.g_02383
OG0000874	Praq.g_00469	Syak.g_02379
OG0000875	Praq.g_00468	Syak.g_02377
OG0000876	Praq.g_00467	Syak.g_02375
OG0000877	Praq.g_00465	Syak.g_02372
OG0000878	Praq.g_00464	Syak.g_02371
OG0000879	Praq.g_00463	Syak.g_02370
OG0000880	Praq.g_00462	Syak.g_02369
OG0000881	Praq.g_00458	Syak.g_02363
OG0000882	Praq.g_00453	Syak.g_02358
OG0000883	Praq.g_00452	Syak.g_02355
OG0000884	Praq.g_00450	Syak.g_02353
OG0000885	Praq.g_00449	Syak.g_02352
OG0000886	Praq.g_00448	Syak.g_02351
OG0000887	Praq.g_00447	Syak.g_02350
OG0000888	Praq.g_00445	Syak.g_02348
OG0000889	Praq.g_00443	Syak.g_02346
OG0000890	Praq.g_00442	Syak.g_02334
OG0000891	Praq.g_00441	Syak.g_02333
OG0000892	Praq.g_00956	Syak.g_02329
OG0000893	Praq.g_00951	Syak.g_01393
OG0000894	Praq.g_00949	Syak.g_01390
OG0000895	Praq.g_00946	Syak.g_01386
OG0000896	Praq.g_00945	Syak.g_01385
OG0000897	Praq.g_00943	Syak.g_01383
OG0000898	Praq.g_00942	Syak.g_01382
OG0000899	Praq.g_00941	Syak.g_01381
OG0000900	Praq.g_00940	Syak.g_01380
OG0000901	Praq.g_00937	Syak.g_01375
OG0000902	Praq.g_00935	Syak.g_01368
OG0000903	Praq.g_00932	Syak.g_01353
OG0000904	Praq.g_00930	Syak.g_01358
OG0000905	Praq.g_00925	Syak.g_01363
OG0000906	Praq.g_00924	Syak.g_01366
OG0000907	Praq.g_00921	Syak.g_01351
OG0000908	Praq.g_00918	Syak.g_01348
OG0000909	Praq.g_00917	Syak.g_01347
OG0000910	Praq.g_00916	Syak.g_01346
OG0000911	Praq.g_00914	Syak.g_01344
OG0000912	Praq.g_00913	Syak.g_01343
OG0000913	Praq.g_00912	Syak.g_01342
OG0000914	Praq.g_00911	Syak.g_01341
OG0000915	Praq.g_00910	Syak.g_01339
OG0000916	Praq.g_00909	Syak.g_01338
OG0000917	Praq.g_00908	Syak.g_01337
OG0000918	Praq.g_00907	Syak.g_01336
OG0000919	Praq.g_00906	Syak.g_01335
OG0000920	Praq.g_00905	Syak.g_01334
OG0000921	Praq.g_00904	Syak.g_01333
OG0000922	Praq.g_00903	Syak.g_01332
OG0000923	Praq.g_00899	Syak.g_01328
OG0000924	Praq.g_00898	Syak.g_01327
OG0000925	Praq.g_00897	Syak.g_01326
OG0000926	Praq.g_00896	Syak.g_01325
OG0000927	Praq.g_00894	Syak.g_01323
OG0000928	Praq.g_00893	Syak.g_01322
OG0000929	Praq.g_00892	Syak.g_01321
OG0000930	Praq.g_00891	Syak.g_01320
OG0000931	Praq.g_00890	Syak.g_01319
OG0000932	Praq.g_00889	Syak.g_01318
OG0000933	Praq.g_00885	Syak.g_01312
OG0000934	Praq.g_00883	Syak.g_01310
OG0000935	Praq.g_00882	Syak.g_01309
OG0000936	Praq.g_00881	Syak.g_01308
OG0000937	Praq.g_00880	Syak.g_01307
OG0000938	Praq.g_00878	Syak.g_01304
OG0000939	Praq.g_00877	Syak.g_01303
OG0000940	Praq.g_00871	Syak.g_01297
OG0000941	Praq.g_00869	Syak.g_01295
OG0000942	Praq.g_00867	Syak.g_01293
OG0000943	Praq.g_00866	Syak.g_01292
OG0000944	Praq.g_00865	Syak.g_01290
OG0000945	Praq.g_00864	Syak.g_01288
OG0000946	Praq.g_00727	Syak.g_01283
OG0000947	Praq.g_00729	Syak.g_01280
OG0000948	Praq.g_00730	Syak.g_01279
OG0000949	Praq.g_00733	Syak.g_01551
OG0000950	Praq.g_00738	Syak.g_01562
OG0000951	Praq.g_00742	Syak.g_01569
OG0000952	Praq.g_00746	Syak.g_01574
OG0000953	Praq.g_00749	Syak.g_01627
OG0000954	Praq.g_00753	Syak.g_01633
OG0000955	Praq.g_00754	Syak.g_01634
OG0000956	Praq.g_00756	Syak.g_01636
OG0000957	Praq.g_00761	Syak.g_01648
OG0000958	Praq.g_00762	Syak.g_01649
OG0000959	Praq.g_00766	Syak.g_01653
OG0000960	Praq.g_00767	Syak.g_01654
OG0000961	Praq.g_00769	Syak.g_01679
OG0000962	Praq.g_00771	Syak.g_01682
OG0000963	Praq.g_00774	Syak.g_01687
OG0000964	Praq.g_00679	Syak.g_01688
OG0000965	Praq.g_00680	Syak.g_01689
OG0000966	Praq.g_00687	Syak.g_01711
OG0000967	Praq.g_00691	Syak.g_01715
OG0000968	Praq.g_00693	Syak.g_01719
OG0000969	Praq.g_00694	Syak.g_01721
OG0000970	Praq.g_00695	Syak.g_01722
OG0000971	Praq.g_00696	Syak.g_01724
OG0000972	Praq.g_00697	Syak.g_01725
OG0000973	Praq.g_00698	Syak.g_01726
OG0000974	Praq.g_00699	Syak.g_01727
OG0000975	Praq.g_00700	Syak.g_01728
OG0000976	Praq.g_00701	Syak.g_01729
OG0000977	Praq.g_00702	Syak.g_01731
OG0000978	Praq.g_00703	Syak.g_01732
OG0000979	Praq.g_00706	Syak.g_01735
OG0000980	Praq.g_00708	Syak.g_01738
OG0000981	Praq.g_00710	Syak.g_01741
OG0000982	Praq.g_00712	Syak.g_01941
OG0000983	Praq.g_00713	Syak.g_01940
OG0000984	Praq.g_00714	Syak.g_01939
OG0000985	Praq.g_00717	Syak.g_01935
OG0000986	Praq.g_00719	Syak.g_01933
OG0000987	Praq.g_00720	Syak.g_01931
OG0000988	Praq.g_00723	Syak.g_01925
OG0000989	Praq.g_00391	Syak.g_01912
OG0000990	Praq.g_00394	Syak.g_01900
OG0000991	Praq.g_00395	Syak.g_01896
OG0000992	Praq.g_00397	Syak.g_01893
OG0000993	Praq.g_00398	Syak.g_01892
OG0000994	Praq.g_00399	Syak.g_01889
OG0000995	Praq.g_00403	Syak.g_01880
OG0000996	Praq.g_00404	Syak.g_01839
OG0000997	Praq.g_00405	Syak.g_01828
OG0000998	Praq.g_00407	Syak.g_01826
OG0000999	Praq.g_00408	Syak.g_01825
OG0001000	Praq.g_00411	Syak.g_01821
OG0001001	Praq.g_00413	Syak.g_01814
OG0001002	Praq.g_00417	Syak.g_01807
OG0001003	Praq.g_00418	Syak.g_01806
OG0001004	Praq.g_00419	Syak.g_01805
OG0001005	Praq.g_00420	Syak.g_01804
OG0001006	Praq.g_00424	Syak.g_01797
OG0001007	Praq.g_00426	Syak.g_01795
OG0001008	Praq.g_01120	Syak.g_01190
OG0001009	Praq.g_01230	Syak.g_01762
OG0001010	Praq.g_01231	Syak.g_01761
OG0001011	Praq.g_01232	Syak.g_01759
OG0001012	Praq.g_01258	Syak.g_01946
OG0001013	Praq.g_01264	Syak.g_01969
OG0001014	Praq.g_01267	Syak.g_01975
OG0001015	Praq.g_01268	Syak.g_01976
OG0001016	Praq.g_01930	Syak.g_02250
OG0001017	Praq.g_01926	Syak.g_02244
OG0001018	Praq.g_01923	Syak.g_02242
OG0001019	Praq.g_01914	Syak.g_02218
OG0001020	Praq.g_01913	Syak.g_02214
OG0001021	Praq.g_01912	Syak.g_02210
OG0001022	Praq.g_01909	Syak.g_02205
OG0001023	Praq.g_01908	Syak.g_02204
OG0001024	Praq.g_01905	Syak.g_02201
OG0001025	Praq.g_01899	Syak.g_02195
OG0001026	Praq.g_01892	Syak.g_02182
OG0001027	Praq.g_01891	Syak.g_02178
OG0001028	Praq.g_01889	Syak.g_02176
OG0001029	Praq.g_01888	Syak.g_02174
OG0001030	Praq.g_01873	Syak.g_02153
OG0001031	Praq.g_01816	Syak.g_02079
OG0001032	Praq.g_01815	Syak.g_02077
OG0001033	Praq.g_01794	Syak.g_02037
OG0001034	Praq.g_01766	Syak.g_02305
OG0001035	Praq.g_01749	Syak.g_01422
OG0001036	Praq.g_01744	Syak.g_01427
OG0001037	Praq.g_01743	Syak.g_01429
OG0001038	Praq.g_01725	Syak.g_01457
OG0001039	Praq.g_01722	Syak.g_01460
OG0001040	Praq.g_01719	Syak.g_01463
OG0001041	Praq.g_01715	Syak.g_01468
OG0001042	Praq.g_01698	Syak.g_01500
OG0001043	Praq.g_01697	Syak.g_01504
OG0001044	Praq.g_01212	Syak.g_01247
OG0001045	Praq.g_01203	Syak.g_01234
OG0001046	Praq.g_01164	Syak.g_00479
OG0001047	Praq.g_01118	Syak.g_01188
OG0001048	Praq.g_01117	Syak.g_01187
OG0001049	Praq.g_01115	Syak.g_01184
OG0001050	Praq.g_01114	Syak.g_01183
OG0001051	Praq.g_01113	Syak.g_01182
OG0001052	Praq.g_00522	Syak.g_01122
OG0001053	Praq.g_00534	Syak.g_02577
OG0001054	Praq.g_01104	Syak.g_02596
OG0001055	Praq.g_01085	Syak.g_02617
OG0001056	Praq.g_01066	Syak.g_02645
OG0001057	Praq.g_01061	Syak.g_00964
OG0001058	Praq.g_01053	Syak.g_02668
OG0001060	Praq.g_01042	Syak.g_02677
OG0001061	Praq.g_01029	Syak.g_02697
OG0001062	Praq.g_01027	Syak.g_02699
OG0001063	Praq.g_01025	Syak.g_02704
OG0001064	Praq.g_01024	Syak.g_02705
OG0001065	Praq.g_01023	Syak.g_02706
OG0001066	Praq.g_01022	Syak.g_02707
OG0001067	Praq.g_01021	Syak.g_02708
OG0001068	Praq.g_01020	Syak.g_02709
OG0001069	Praq.g_01019	Syak.g_02710
OG0001070	Praq.g_01016	Syak.g_02714
OG0001071	Praq.g_01015	Syak.g_02715
OG0001072	Praq.g_01013	Syak.g_02721
OG0001073	Praq.g_00998	Syak.g_02736
OG0001074	Praq.g_00987	Syak.g_00098
OG0001075	Praq.g_00986	Syak.g_02760
OG0001076	Praq.g_00978	Syak.g_00011
OG0001077	Praq.g_00974	Syak.g_00024
OG0001078	Praq.g_00966	Syak.g_00036
OG0001079	Praq.g_00776	Syak.g_00049
OG0001080	Praq.g_00782	Syak.g_00264
OG0001081	Praq.g_00784	Syak.g_00327
OG0001082	Praq.g_00785	Syak.g_00328
OG0001083	Praq.g_00790	Syak.g_00336
OG0001084	Praq.g_00791	Syak.g_00337
OG0001085	Praq.g_00799	Syak.g_00354
OG0001086	Praq.g_00800	Syak.g_00356
OG0001087	Praq.g_00817	Syak.g_00691
OG0001088	Praq.g_00818	Syak.g_00694
OG0001089	Praq.g_00826	Syak.g_00722
OG0001090	Praq.g_00584	Syak.g_00806
OG0001091	Praq.g_00586	Syak.g_00804
OG0001092	Praq.g_00587	Syak.g_00801
OG0001093	Praq.g_00592	Syak.g_00794
OG0001094	Praq.g_00664	Syak.g_00428
OG0001095	Praq.g_01411	Syak.g_00448
OG0001096	Praq.g_01424	Syak.g_00623
OG0001097	Praq.g_01442	Syak.g_00598
OG0001098	Praq.g_01458	Syak.g_00578
OG0001099	Praq.g_01478	Syak.g_02175
OG0001100	Praq.g_01482	Syak.g_00365
OG0001101	Praq.g_01484	Syak.g_00367
OG0001102	Praq.g_01487	Syak.g_00370
OG0001103	Praq.g_01489	Syak.g_00372
OG0001104	Praq.g_01511	Syak.g_00410
OG0001105	Praq.g_01515	Syak.g_00414
OG0001106	Praq.g_01539	Syak.g_00518
OG0001107	Praq.g_01546	Syak.g_00505
OG0001108	Praq.g_01550	Syak.g_00497
OG0001109	Praq.g_01551	Syak.g_00495
OG0001110	Praq.g_01553	Syak.g_00493
OG0001111	Praq.g_01554	Syak.g_00491
OG0001112	Praq.g_01555	Syak.g_00489
OG0001113	Praq.g_01556	Syak.g_00406
OG0001114	Praq.g_01557	Syak.g_00488
OG0001115	Praq.g_01559	Syak.g_00484
OG0001116	Praq.g_01560	Syak.g_00482
OG0001117	Praq.g_01561	Syak.g_00481
OG0001118	Praq.g_01562	Syak.g_00480
OG0001119	Praq.g_01563	Syak.g_00478
OG0001120	Praq.g_01565	Syak.g_00474
OG0001121	Praq.g_01298	Syak.g_00114
OG0001123	Praq.g_01595	Syak.g_00650
OG0001124	Praq.g_01597	Syak.g_00652
OG0001125	Praq.g_01598	Syak.g_00654
OG0001126	Praq.g_01608	Syak.g_00757
OG0001127	Praq.g_01609	Syak.g_00756
OG0001128	Praq.g_01611	Syak.g_00753
OG0001129	Praq.g_01612	Syak.g_00751
OG0001130	Praq.g_01613	Syak.g_00750
OG0001131	Praq.g_01649	Syak.g_00389
OG0001132	Praq.g_01658	Syak.g_00120
OG0001133	Praq.g_01287	Syak.g_00014
OG0001134	Praq.g_01300	Syak.g_00273
OG0001136	Praq.g_01330	Syak.g_00901
OG0001137	Praq.g_01341	Syak.g_00876
OG0001138	Praq.g_01359	Syak.g_00839
OG0001139	Praq.g_01360	Syak.g_00837
OG0001140	Praq.g_01361	Syak.g_00836
OG0001141	Praq.g_01362	Syak.g_00835
OG0001142	Praq.g_01363	Syak.g_00834
OG0001143	Praq.g_01370	Syak.g_00826
OG0001144	Praq.g_01375	Syak.g_00815
OG0001145	Praq.g_00125	Syak.g_00922
OG0001146	Praq.g_00137	Syak.g_00943
OG0001147	Praq.g_00161	Syak.g_01113
OG0001148	Praq.g_00179	Syak.g_02563
OG0001149	Praq.g_00180	Syak.g_02562
OG0001150	Praq.g_00181	Syak.g_02561
OG0001151	Praq.g_00192	Syak.g_02548
OG0001153	Praq.g_00326	Syak.g_01084
OG0001154	Praq.g_00327	Syak.g_01085
OG0001155	Praq.g_00339	Syak.g_02480
OG0001156	Praq.g_00342	Syak.g_02477
OG0001157	Praq.g_00343	Syak.g_02476
OG0001158	Praq.g_00344	Syak.g_02475
OG0001159	Praq.g_00345	Syak.g_02474
OG0001160	Praq.g_00369	Syak.g_02437
OG0001161	Praq.g_00382	Syak.g_01906
OG0001162	Praq.g_00005	Syak.g_00959
OG0001165	Praq.g_00498	Syak.g_02418
OG0001166	Praq.g_00478	Syak.g_02394
OG0001167	Praq.g_00461	Syak.g_02366
OG0001168	Praq.g_00459	Syak.g_02364
OG0001169	Praq.g_00457	Syak.g_02362
OG0001170	Praq.g_00455	Syak.g_02360
OG0001171	Praq.g_00446	Syak.g_02349
OG0001172	Praq.g_00948	Syak.g_01388
OG0001173	Praq.g_00947	Syak.g_01387
OG0001174	Praq.g_00939	Syak.g_01379
OG0001175	Praq.g_00938	Syak.g_01378
OG0001176	Praq.g_00931	Syak.g_01354
OG0001177	Praq.g_00928	Syak.g_01356
OG0001178	Praq.g_00923	Syak.g_02411
OG0001179	Praq.g_00895	Syak.g_01324
OG0001181	Praq.g_00870	Syak.g_01296
OG0001182	Praq.g_00863	Syak.g_01287
OG0001183	Praq.g_00728	Syak.g_01282
OG0001184	Praq.g_00744	Syak.g_01571
