Orthogroup	Praq	Syam
OG0000601	Praq.g_00775	Syam.g_01456
OG0000602	Praq.g_00777	Syam.g_01451
OG0000603	Praq.g_00778	Syam.g_01450
OG0000604	Praq.g_00779	Syam.g_01447
OG0000605	Praq.g_00780	Syam.g_01031
OG0000606	Praq.g_00783	Syam.g_01387
OG0000607	Praq.g_00786	Syam.g_01384
OG0000608	Praq.g_00787	Syam.g_01383
OG0000609	Praq.g_00788	Syam.g_01380
OG0000610	Praq.g_00793	Syam.g_01373
OG0000611	Praq.g_00796	Syam.g_01370
OG0000612	Praq.g_00797	Syam.g_01369
OG0000613	Praq.g_00802	Syam.g_00170
OG0000614	Praq.g_00821	Syam.g_00801
OG0000615	Praq.g_00829	Syam.g_01332
OG0000616	Praq.g_00833	Syam.g_02430
OG0000617	Praq.g_00589	Syam.g_01240
OG0000618	Praq.g_00590	Syam.g_01239
OG0000619	Praq.g_00591	Syam.g_01238
OG0000620	Praq.g_00594	Syam.g_01233
OG0000621	Praq.g_00595	Syam.g_01232
OG0000622	Praq.g_00596	Syam.g_01231
OG0000623	Praq.g_00597	Syam.g_01230
OG0000624	Praq.g_00598	Syam.g_01228
OG0000625	Praq.g_00599	Syam.g_01227
OG0000626	Praq.g_00600	Syam.g_01226
OG0000627	Praq.g_00601	Syam.g_01065
OG0000628	Praq.g_00602	Syam.g_01067
OG0000629	Praq.g_00603	Syam.g_01070
OG0000630	Praq.g_00606	Syam.g_01074
OG0000631	Praq.g_00661	Syam.g_01084
OG0000632	Praq.g_00662	Syam.g_01085
OG0000633	Praq.g_00663	Syam.g_01086
OG0000634	Praq.g_00666	Syam.g_01294
OG0000635	Praq.g_00667	Syam.g_01293
OG0000636	Praq.g_00669	Syam.g_01291
OG0000637	Praq.g_00671	Syam.g_01289
OG0000638	Praq.g_00672	Syam.g_01288
OG0000639	Praq.g_00673	Syam.g_01287
OG0000640	Praq.g_00674	Syam.g_01286
OG0000641	Praq.g_00678	Syam.g_01282
OG0000642	Praq.g_01407	Syam.g_01281
OG0000643	Praq.g_01408	Syam.g_01280
OG0000644	Praq.g_01409	Syam.g_01279
OG0000645	Praq.g_01410	Syam.g_01277
OG0000646	Praq.g_01412	Syam.g_01274
OG0000647	Praq.g_01413	Syam.g_01272
OG0000648	Praq.g_01415	Syam.g_01269
OG0000649	Praq.g_01416	Syam.g_01268
OG0000650	Praq.g_01417	Syam.g_01267
OG0000651	Praq.g_01418	Syam.g_01266
OG0000652	Praq.g_01419	Syam.g_01265
OG0000653	Praq.g_01421	Syam.g_01263
OG0000654	Praq.g_01422	Syam.g_01262
OG0000655	Praq.g_01423	Syam.g_01261
OG0000656	Praq.g_01426	Syam.g_01258
OG0000657	Praq.g_01433	Syam.g_00739
OG0000658	Praq.g_01434	Syam.g_00735
OG0000659	Praq.g_01435	Syam.g_00734
OG0000660	Praq.g_01439	Syam.g_00730
OG0000661	Praq.g_01441	Syam.g_00728
OG0000662	Praq.g_01443	Syam.g_00726
OG0000663	Praq.g_01445	Syam.g_00723
OG0000664	Praq.g_01446	Syam.g_00722
OG0000665	Praq.g_01450	Syam.g_02027
OG0000666	Praq.g_01451	Syam.g_01030
OG0000667	Praq.g_01456	Syam.g_00937
OG0000668	Praq.g_01473	Syam.g_01185
OG0000669	Praq.g_01481	Syam.g_01358
OG0000670	Praq.g_01483	Syam.g_00528
OG0000671	Praq.g_01485	Syam.g_01354
OG0000672	Praq.g_01488	Syam.g_01351
OG0000673	Praq.g_01491	Syam.g_01348
OG0000674	Praq.g_01493	Syam.g_01346
OG0000675	Praq.g_01494	Syam.g_01345
OG0000676	Praq.g_01496	Syam.g_01343
OG0000677	Praq.g_01497	Syam.g_01342
OG0000678	Praq.g_01499	Syam.g_01339
OG0000679	Praq.g_01503	Syam.g_01323
OG0000680	Praq.g_01504	Syam.g_01322
OG0000681	Praq.g_01506	Syam.g_01319
OG0000682	Praq.g_01507	Syam.g_01318
OG0000683	Praq.g_01508	Syam.g_01317
OG0000684	Praq.g_01510	Syam.g_01312
OG0000685	Praq.g_01512	Syam.g_01310
OG0000686	Praq.g_01513	Syam.g_01309
OG0000687	Praq.g_01514	Syam.g_01308
OG0000688	Praq.g_01517	Syam.g_01304
OG0000689	Praq.g_01518	Syam.g_01302
OG0000690	Praq.g_01519	Syam.g_01301
OG0000691	Praq.g_01520	Syam.g_01300
OG0000692	Praq.g_01522	Syam.g_01299
OG0000693	Praq.g_01523	Syam.g_01298
OG0000694	Praq.g_01524	Syam.g_01297
OG0000695	Praq.g_01526	Syam.g_01088
OG0000696	Praq.g_01527	Syam.g_01089
OG0000697	Praq.g_01528	Syam.g_01091
OG0000698	Praq.g_01531	Syam.g_01094
OG0000699	Praq.g_01532	Syam.g_01096
OG0000700	Praq.g_01533	Syam.g_01097
OG0000701	Praq.g_01534	Syam.g_01098
OG0000702	Praq.g_01536	Syam.g_01106
OG0000703	Praq.g_01537	Syam.g_01107
OG0000704	Praq.g_01538	Syam.g_01109
OG0000705	Praq.g_01542	Syam.g_01116
OG0000706	Praq.g_01543	Syam.g_01117
OG0000707	Praq.g_01544	Syam.g_01118
OG0000708	Praq.g_01545	Syam.g_01121
OG0000709	Praq.g_01549	Syam.g_01131
OG0000710	Praq.g_01552	Syam.g_01135
OG0000711	Praq.g_01568	Syam.g_01165
OG0000712	Praq.g_01570	Syam.g_01167
OG0000713	Praq.g_01571	Syam.g_01168
OG0000714	Praq.g_01572	Syam.g_01170
OG0000715	Praq.g_01574	Syam.g_01172
OG0000716	Praq.g_01576	Syam.g_01176
OG0000717	Praq.g_01577	Syam.g_01177
OG0000718	Praq.g_01588	Syam.g_01181
OG0000719	Praq.g_01590	Syam.g_01183
OG0000720	Praq.g_01599	Syam.g_01197
OG0000721	Praq.g_01601	Syam.g_01199
OG0000722	Praq.g_01602	Syam.g_01200
OG0000723	Praq.g_01605	Syam.g_01224
OG0000724	Praq.g_01614	Syam.g_00768
OG0000725	Praq.g_01620	Syam.g_00777
OG0000726	Praq.g_01621	Syam.g_00778
OG0000727	Praq.g_01622	Syam.g_00779
OG0000728	Praq.g_01624	Syam.g_00781
OG0000729	Praq.g_01669	Syam.g_00105
OG0000730	Praq.g_01273	Syam.g_00454
OG0000731	Praq.g_01276	Syam.g_00466
OG0000732	Praq.g_01282	Syam.g_00051
OG0000733	Praq.g_01301	Syam.g_02339
OG0000734	Praq.g_01318	Syam.g_02128
OG0000735	Praq.g_01320	Syam.g_01810
OG0000736	Praq.g_01321	Syam.g_01809
OG0000737	Praq.g_01322	Syam.g_01808
OG0000738	Praq.g_01326	Syam.g_01803
OG0000739	Praq.g_01327	Syam.g_01802
OG0000740	Praq.g_01328	Syam.g_01801
OG0000741	Praq.g_01329	Syam.g_01798
OG0000742	Praq.g_01332	Syam.g_01796
OG0000743	Praq.g_01334	Syam.g_01794
OG0000744	Praq.g_01335	Syam.g_01793
OG0000745	Praq.g_01336	Syam.g_01791
OG0000746	Praq.g_01338	Syam.g_01789
OG0000747	Praq.g_01339	Syam.g_01788
OG0000748	Praq.g_01342	Syam.g_01779
OG0000749	Praq.g_01343	Syam.g_01776
OG0000750	Praq.g_01344	Syam.g_01775
OG0000751	Praq.g_01346	Syam.g_01770
OG0000752	Praq.g_01348	Syam.g_01768
OG0000753	Praq.g_01351	Syam.g_01765
OG0000754	Praq.g_01354	Syam.g_00910
OG0000755	Praq.g_01357	Syam.g_00900
OG0000756	Praq.g_01358	Syam.g_00899
OG0000757	Praq.g_01364	Syam.g_00891
OG0000758	Praq.g_01365	Syam.g_00890
OG0000759	Praq.g_01366	Syam.g_00889
OG0000760	Praq.g_01367	Syam.g_00888
OG0000761	Praq.g_01368	Syam.g_00886
OG0000762	Praq.g_01369	Syam.g_00884
OG0000763	Praq.g_01371	Syam.g_00882
OG0000764	Praq.g_01372	Syam.g_00881
OG0000765	Praq.g_01381	Syam.g_00864
OG0000766	Praq.g_01382	Syam.g_00863
OG0000767	Praq.g_01384	Syam.g_00861
OG0000768	Praq.g_01385	Syam.g_00860
OG0000769	Praq.g_01387	Syam.g_00858
OG0000770	Praq.g_01389	Syam.g_00855
OG0000771	Praq.g_00257	Syam.g_00762
OG0000772	Praq.g_00112	Syam.g_01005
OG0000773	Praq.g_00124	Syam.g_01816
OG0000774	Praq.g_00126	Syam.g_01820
OG0000775	Praq.g_00128	Syam.g_01823
OG0000776	Praq.g_00129	Syam.g_01824
OG0000777	Praq.g_00130	Syam.g_01825
OG0000778	Praq.g_00131	Syam.g_01826
OG0000779	Praq.g_00135	Syam.g_01832
OG0000780	Praq.g_00136	Syam.g_01835
OG0000781	Praq.g_00139	Syam.g_01839
OG0000782	Praq.g_00140	Syam.g_01840
OG0000783	Praq.g_00141	Syam.g_01841
OG0000784	Praq.g_00142	Syam.g_01842
OG0000785	Praq.g_00144	Syam.g_01844
OG0000786	Praq.g_00146	Syam.g_01700
OG0000787	Praq.g_00147	Syam.g_01701
OG0000788	Praq.g_00162	Syam.g_01455
OG0000789	Praq.g_00165	Syam.g_01044
OG0000790	Praq.g_00182	Syam.g_00570
OG0000791	Praq.g_00184	Syam.g_00568
OG0000792	Praq.g_00185	Syam.g_00567
OG0000793	Praq.g_00188	Syam.g_00562
OG0000794	Praq.g_00189	Syam.g_00561
OG0000795	Praq.g_00190	Syam.g_00560
OG0000796	Praq.g_00194	Syam.g_00556
OG0000797	Praq.g_00195	Syam.g_00555
OG0000798	Praq.g_00222	Syam.g_00233
OG0000799	Praq.g_00276	Syam.g_01585
OG0000800	Praq.g_00277	Syam.g_01588
OG0000801	Praq.g_00278	Syam.g_01589
OG0000802	Praq.g_00280	Syam.g_01592
OG0000803	Praq.g_00282	Syam.g_01597
OG0000804	Praq.g_00283	Syam.g_01600
OG0000805	Praq.g_00285	Syam.g_01602
OG0000806	Praq.g_00287	Syam.g_01604
OG0000807	Praq.g_00288	Syam.g_01606
OG0000808	Praq.g_00289	Syam.g_01607
OG0000809	Praq.g_00292	Syam.g_01610
OG0000810	Praq.g_00293	Syam.g_01611
OG0000811	Praq.g_00297	Syam.g_01616
OG0000812	Praq.g_00299	Syam.g_01618
OG0000813	Praq.g_00300	Syam.g_01619
OG0000814	Praq.g_00302	Syam.g_01621
OG0000815	Praq.g_00303	Syam.g_01622
OG0000816	Praq.g_00305	Syam.g_01624
OG0000817	Praq.g_00306	Syam.g_01625
OG0000818	Praq.g_00311	Syam.g_01631
OG0000819	Praq.g_00312	Syam.g_01632
OG0000820	Praq.g_00313	Syam.g_01633
OG0000821	Praq.g_00317	Syam.g_01639
OG0000822	Praq.g_00318	Syam.g_01641
OG0000823	Praq.g_00319	Syam.g_01642
OG0000824	Praq.g_00322	Syam.g_01648
OG0000825	Praq.g_00323	Syam.g_01649
OG0000826	Praq.g_00324	Syam.g_01650
OG0000827	Praq.g_00325	Syam.g_01651
OG0000828	Praq.g_00328	Syam.g_01655
OG0000829	Praq.g_00329	Syam.g_01656
OG0000830	Praq.g_00330	Syam.g_01657
OG0000831	Praq.g_00332	Syam.g_01659
OG0000832	Praq.g_00338	Syam.g_01923
OG0000833	Praq.g_00346	Syam.g_01932
OG0000834	Praq.g_00347	Syam.g_01933
OG0000835	Praq.g_00348	Syam.g_01934
OG0000836	Praq.g_00349	Syam.g_01937
OG0000837	Praq.g_00350	Syam.g_01938
OG0000838	Praq.g_00352	Syam.g_01946
OG0000839	Praq.g_00353	Syam.g_01947
OG0000840	Praq.g_00354	Syam.g_01948
OG0000841	Praq.g_00355	Syam.g_01949
OG0000842	Praq.g_00356	Syam.g_01950
OG0000843	Praq.g_00357	Syam.g_01951
OG0000844	Praq.g_00358	Syam.g_01953
OG0000845	Praq.g_00359	Syam.g_01954
OG0000846	Praq.g_00360	Syam.g_01955
OG0000847	Praq.g_00361	Syam.g_01956
OG0000848	Praq.g_00362	Syam.g_01958
OG0000849	Praq.g_00363	Syam.g_01959
OG0000850	Praq.g_00365	Syam.g_01961
OG0000851	Praq.g_00366	Syam.g_01966
OG0000852	Praq.g_00367	Syam.g_01967
OG0000853	Praq.g_00371	Syam.g_01971
OG0000854	Praq.g_00373	Syam.g_01973
OG0000855	Praq.g_00374	Syam.g_01974
OG0000856	Praq.g_00001	Syam.g_01483
OG0000857	Praq.g_00030	Syam.g_01273
OG0000858	Praq.g_01953	Syam.g_01980
OG0000859	Praq.g_01952	Syam.g_01981
OG0000860	Praq.g_00495	Syam.g_01992
OG0000861	Praq.g_00494	Syam.g_01993
OG0000862	Praq.g_00493	Syam.g_01994
OG0000863	Praq.g_00491	Syam.g_01996
OG0000864	Praq.g_00490	Syam.g_01997
OG0000865	Praq.g_00489	Syam.g_01998
OG0000866	Praq.g_00488	Syam.g_01999
OG0000867	Praq.g_00487	Syam.g_02000
OG0000868	Praq.g_00486	Syam.g_02003
OG0000869	Praq.g_00482	Syam.g_02007
OG0000870	Praq.g_00477	Syam.g_02012
OG0000871	Praq.g_00476	Syam.g_02013
OG0000872	Praq.g_00475	Syam.g_02021
OG0000873	Praq.g_00472	Syam.g_02024
OG0000874	Praq.g_00469	Syam.g_02019
OG0000875	Praq.g_00468	Syam.g_02026
OG0000876	Praq.g_00467	Syam.g_01877
OG0000877	Praq.g_00465	Syam.g_01882
OG0000878	Praq.g_00464	Syam.g_01883
OG0000879	Praq.g_00463	Syam.g_01884
OG0000880	Praq.g_00462	Syam.g_01885
OG0000881	Praq.g_00458	Syam.g_01891
OG0000882	Praq.g_00453	Syam.g_01896
OG0000883	Praq.g_00452	Syam.g_01898
OG0000884	Praq.g_00450	Syam.g_01900
OG0000885	Praq.g_00449	Syam.g_01901
OG0000886	Praq.g_00448	Syam.g_01902
OG0000887	Praq.g_00447	Syam.g_01903
OG0000888	Praq.g_00445	Syam.g_01905
OG0000889	Praq.g_00443	Syam.g_01907
OG0000890	Praq.g_00442	Syam.g_01910
OG0000891	Praq.g_00441	Syam.g_01911
OG0000892	Praq.g_00956	Syam.g_01913
OG0000893	Praq.g_00951	Syam.g_00287
OG0000894	Praq.g_00949	Syam.g_00290
OG0000895	Praq.g_00946	Syam.g_00294
OG0000896	Praq.g_00945	Syam.g_00295
OG0000897	Praq.g_00943	Syam.g_00297
OG0000898	Praq.g_00942	Syam.g_00298
OG0000899	Praq.g_00941	Syam.g_00299
OG0000900	Praq.g_00940	Syam.g_00300
OG0000901	Praq.g_00937	Syam.g_00305
OG0000902	Praq.g_00935	Syam.g_00307
OG0000903	Praq.g_00932	Syam.g_00322
OG0000904	Praq.g_00930	Syam.g_00317
OG0000905	Praq.g_00925	Syam.g_00312
OG0000906	Praq.g_00924	Syam.g_00309
OG0000907	Praq.g_00921	Syam.g_00324
OG0000908	Praq.g_00918	Syam.g_00327
OG0000909	Praq.g_00917	Syam.g_00328
OG0000910	Praq.g_00916	Syam.g_00329
OG0000911	Praq.g_00914	Syam.g_00331
OG0000912	Praq.g_00913	Syam.g_00332
OG0000913	Praq.g_00912	Syam.g_00333
OG0000914	Praq.g_00911	Syam.g_00334
OG0000915	Praq.g_00910	Syam.g_00336
OG0000916	Praq.g_00909	Syam.g_00337
OG0000917	Praq.g_00908	Syam.g_00338
OG0000918	Praq.g_00907	Syam.g_00339
OG0000919	Praq.g_00906	Syam.g_00340
OG0000920	Praq.g_00905	Syam.g_00341
OG0000921	Praq.g_00904	Syam.g_00342
OG0000922	Praq.g_00903	Syam.g_00343
OG0000923	Praq.g_00899	Syam.g_00347
OG0000924	Praq.g_00898	Syam.g_00348
OG0000925	Praq.g_00897	Syam.g_00349
OG0000926	Praq.g_00896	Syam.g_00350
OG0000927	Praq.g_00894	Syam.g_00352
OG0000928	Praq.g_00893	Syam.g_00353
OG0000929	Praq.g_00892	Syam.g_00354
OG0000930	Praq.g_00891	Syam.g_00355
OG0000931	Praq.g_00890	Syam.g_00356
OG0000932	Praq.g_00889	Syam.g_00357
OG0000933	Praq.g_00885	Syam.g_00363
OG0000934	Praq.g_00883	Syam.g_00365
OG0000935	Praq.g_00882	Syam.g_00366
OG0000936	Praq.g_00881	Syam.g_00368
OG0000937	Praq.g_00880	Syam.g_00369
OG0000938	Praq.g_00878	Syam.g_00373
OG0000939	Praq.g_00877	Syam.g_00374
OG0000940	Praq.g_00871	Syam.g_00381
OG0000941	Praq.g_00869	Syam.g_00383
OG0000942	Praq.g_00867	Syam.g_00385
OG0000943	Praq.g_00866	Syam.g_00386
OG0000944	Praq.g_00865	Syam.g_00388
OG0000945	Praq.g_00864	Syam.g_00390
OG0000946	Praq.g_00727	Syam.g_00395
OG0000947	Praq.g_00729	Syam.g_00398
OG0000948	Praq.g_00730	Syam.g_00399
OG0000949	Praq.g_00733	Syam.g_00159
OG0000950	Praq.g_00738	Syam.g_00150
OG0000951	Praq.g_00742	Syam.g_00145
OG0000952	Praq.g_00746	Syam.g_00140
OG0000953	Praq.g_00749	Syam.g_00136
OG0000954	Praq.g_00753	Syam.g_00131
OG0000955	Praq.g_00754	Syam.g_00130
OG0000956	Praq.g_00756	Syam.g_00128
OG0000957	Praq.g_00761	Syam.g_00117
OG0000958	Praq.g_00762	Syam.g_00116
OG0000959	Praq.g_00766	Syam.g_00112
OG0000960	Praq.g_00767	Syam.g_00111
OG0000961	Praq.g_00769	Syam.g_00108
OG0000962	Praq.g_00771	Syam.g_00106
OG0000963	Praq.g_00774	Syam.g_00101
OG0000964	Praq.g_00679	Syam.g_00100
OG0000965	Praq.g_00680	Syam.g_00099
OG0000966	Praq.g_00687	Syam.g_00074
OG0000967	Praq.g_00691	Syam.g_00069
OG0000968	Praq.g_00693	Syam.g_00077
OG0000969	Praq.g_00694	Syam.g_00072
OG0000970	Praq.g_00695	Syam.g_00071
OG0000971	Praq.g_00696	Syam.g_00066
OG0000972	Praq.g_00697	Syam.g_00065
OG0000973	Praq.g_00698	Syam.g_00064
OG0000974	Praq.g_00699	Syam.g_00063
OG0000975	Praq.g_00700	Syam.g_00062
OG0000976	Praq.g_00701	Syam.g_00061
OG0000977	Praq.g_00702	Syam.g_00059
OG0000978	Praq.g_00703	Syam.g_00058
OG0000979	Praq.g_00706	Syam.g_00055
OG0000980	Praq.g_00708	Syam.g_00052
OG0000981	Praq.g_00710	Syam.g_00049
OG0000982	Praq.g_00712	Syam.g_02314
OG0000983	Praq.g_00713	Syam.g_02315
OG0000984	Praq.g_00714	Syam.g_02316
OG0000985	Praq.g_00717	Syam.g_02318
OG0000986	Praq.g_00719	Syam.g_02320
OG0000987	Praq.g_00720	Syam.g_02322
OG0000988	Praq.g_00723	Syam.g_02327
OG0000989	Praq.g_00391	Syam.g_02334
OG0000990	Praq.g_00394	Syam.g_02346
OG0000991	Praq.g_00395	Syam.g_02348
OG0000992	Praq.g_00397	Syam.g_02351
OG0000993	Praq.g_00398	Syam.g_02352
OG0000994	Praq.g_00399	Syam.g_02354
OG0000995	Praq.g_00403	Syam.g_02359
OG0000996	Praq.g_00404	Syam.g_02405
OG0000997	Praq.g_00405	Syam.g_02416
OG0000998	Praq.g_00407	Syam.g_02418
OG0000999	Praq.g_00408	Syam.g_02419
OG0001000	Praq.g_00411	Syam.g_02422
OG0001001	Praq.g_00413	Syam.g_02427
OG0001002	Praq.g_00417	Syam.g_02433
OG0001003	Praq.g_00418	Syam.g_02434
OG0001004	Praq.g_00419	Syam.g_02435
OG0001005	Praq.g_00420	Syam.g_02436
OG0001006	Praq.g_00424	Syam.g_02444
OG0001007	Praq.g_00426	Syam.g_02446
OG0001008	Praq.g_01120	Syam.g_01866
OG0001009	Praq.g_01230	Syam.g_00032
OG0001010	Praq.g_01231	Syam.g_00033
OG0001011	Praq.g_01232	Syam.g_00034
OG0001012	Praq.g_01258	Syam.g_02310
OG0001013	Praq.g_01264	Syam.g_02296
OG0001014	Praq.g_01267	Syam.g_02292
OG0001015	Praq.g_01268	Syam.g_02291
OG0001016	Praq.g_01930	Syam.g_02067
OG0001017	Praq.g_01926	Syam.g_02073
OG0001018	Praq.g_01923	Syam.g_02075
OG0001019	Praq.g_01914	Syam.g_02093
OG0001020	Praq.g_01913	Syam.g_02098
OG0001021	Praq.g_01912	Syam.g_02102
OG0001022	Praq.g_01909	Syam.g_02106
OG0001023	Praq.g_01908	Syam.g_02107
OG0001024	Praq.g_01905	Syam.g_02111
OG0001025	Praq.g_01899	Syam.g_02118
OG0001026	Praq.g_01892	Syam.g_02130
OG0001027	Praq.g_01891	Syam.g_02135
OG0001028	Praq.g_01889	Syam.g_02137
OG0001029	Praq.g_01888	Syam.g_02139
OG0001030	Praq.g_01873	Syam.g_02163
OG0001031	Praq.g_01816	Syam.g_02239
OG0001032	Praq.g_01815	Syam.g_02241
OG0001033	Praq.g_01794	Syam.g_02265
OG0001034	Praq.g_01766	Syam.g_00508
OG0001035	Praq.g_01749	Syam.g_00265
OG0001036	Praq.g_01744	Syam.g_00261
OG0001037	Praq.g_01743	Syam.g_00259
OG0001038	Praq.g_01725	Syam.g_00232
OG0001039	Praq.g_01722	Syam.g_00229
OG0001040	Praq.g_01719	Syam.g_00226
OG0001041	Praq.g_01715	Syam.g_00221
OG0001042	Praq.g_01698	Syam.g_00196
OG0001043	Praq.g_01697	Syam.g_00192
OG0001044	Praq.g_01212	Syam.g_00456
OG0001045	Praq.g_01203	Syam.g_00469
OG0001046	Praq.g_01164	Syam.g_01151
OG0001047	Praq.g_01118	Syam.g_01864
OG0001048	Praq.g_01117	Syam.g_01863
OG0001049	Praq.g_01115	Syam.g_01855
OG0001050	Praq.g_01114	Syam.g_01854
OG0001051	Praq.g_01113	Syam.g_01853
OG0001052	Praq.g_00522	Syam.g_01672
OG0001053	Praq.g_00534	Syam.g_00586
OG0001054	Praq.g_01104	Syam.g_00603
OG0001055	Praq.g_01085	Syam.g_00624
OG0001056	Praq.g_01066	Syam.g_00656
OG0001057	Praq.g_01061	Syam.g_00664
OG0001058	Praq.g_01053	Syam.g_00677
OG0001059	Praq.g_01049	Syam.g_00681
OG0001060	Praq.g_01042	Syam.g_00688
OG0001061	Praq.g_01029	Syam.g_01744
OG0001062	Praq.g_01027	Syam.g_01742
OG0001063	Praq.g_01025	Syam.g_01737
OG0001064	Praq.g_01024	Syam.g_01736
OG0001065	Praq.g_01023	Syam.g_01735
OG0001066	Praq.g_01022	Syam.g_01734
OG0001067	Praq.g_01021	Syam.g_01733
OG0001068	Praq.g_01020	Syam.g_01732
OG0001069	Praq.g_01019	Syam.g_01731
OG0001070	Praq.g_01016	Syam.g_01728
OG0001071	Praq.g_01015	Syam.g_01727
OG0001072	Praq.g_01013	Syam.g_01723
OG0001073	Praq.g_00998	Syam.g_01709
OG0001074	Praq.g_00987	Syam.g_01504
OG0001075	Praq.g_00986	Syam.g_01502
OG0001076	Praq.g_00978	Syam.g_01491
OG0001077	Praq.g_00974	Syam.g_01480
OG0001078	Praq.g_00966	Syam.g_01467
OG0001079	Praq.g_00776	Syam.g_01454
OG0001080	Praq.g_00782	Syam.g_01034
OG0001081	Praq.g_00784	Syam.g_01386
OG0001082	Praq.g_00785	Syam.g_01385
OG0001083	Praq.g_00790	Syam.g_01377
OG0001084	Praq.g_00791	Syam.g_01376
OG0001085	Praq.g_00799	Syam.g_01366
OG0001086	Praq.g_00800	Syam.g_01364
OG0001087	Praq.g_00817	Syam.g_00813
OG0001088	Praq.g_00818	Syam.g_00809
OG0001089	Praq.g_00826	Syam.g_00785
OG0001090	Praq.g_00584	Syam.g_01246
OG0001091	Praq.g_00586	Syam.g_01244
OG0001092	Praq.g_00587	Syam.g_01242
OG0001093	Praq.g_00592	Syam.g_01236
OG0001094	Praq.g_00664	Syam.g_01296
OG0001095	Praq.g_01411	Syam.g_01276
OG0001096	Praq.g_01424	Syam.g_01260
OG0001097	Praq.g_01442	Syam.g_00727
OG0001098	Praq.g_01458	Syam.g_01037
OG0001099	Praq.g_01478	Syam.g_02138
OG0001100	Praq.g_01482	Syam.g_01356
OG0001101	Praq.g_01484	Syam.g_01355
OG0001103	Praq.g_01489	Syam.g_01350
OG0001104	Praq.g_01511	Syam.g_01311
OG0001105	Praq.g_01515	Syam.g_01307
OG0001106	Praq.g_01539	Syam.g_01110
OG0001107	Praq.g_01546	Syam.g_01122
OG0001108	Praq.g_01550	Syam.g_01132
OG0001109	Praq.g_01551	Syam.g_01134
OG0001110	Praq.g_01553	Syam.g_01136
OG0001111	Praq.g_01554	Syam.g_01138
OG0001112	Praq.g_01555	Syam.g_01140
OG0001113	Praq.g_01556	Syam.g_01141
OG0001114	Praq.g_01557	Syam.g_01142
OG0001115	Praq.g_01559	Syam.g_01146
OG0001116	Praq.g_01560	Syam.g_01148
OG0001117	Praq.g_01561	Syam.g_01149
OG0001118	Praq.g_01562	Syam.g_01150
OG0001119	Praq.g_01563	Syam.g_01152
OG0001120	Praq.g_01565	Syam.g_01156
OG0001121	Praq.g_01298	Syam.g_00970
OG0001122	Praq.g_01591	Syam.g_01184
OG0001123	Praq.g_01595	Syam.g_01191
OG0001124	Praq.g_01597	Syam.g_01194
OG0001125	Praq.g_01598	Syam.g_01196
OG0001126	Praq.g_01608	Syam.g_00757
OG0001127	Praq.g_01609	Syam.g_00758
OG0001128	Praq.g_01611	Syam.g_00764
OG0001129	Praq.g_01612	Syam.g_00766
OG0001130	Praq.g_01613	Syam.g_00767
OG0001131	Praq.g_01649	Syam.g_01337
OG0001132	Praq.g_01658	Syam.g_01020
OG0001134	Praq.g_01300	Syam.g_00915
OG0001136	Praq.g_01330	Syam.g_01797
OG0001137	Praq.g_01341	Syam.g_01780
OG0001138	Praq.g_01359	Syam.g_00898
OG0001139	Praq.g_01360	Syam.g_00896
OG0001140	Praq.g_01361	Syam.g_00895
OG0001141	Praq.g_01362	Syam.g_00894
OG0001142	Praq.g_01363	Syam.g_00892
OG0001143	Praq.g_01370	Syam.g_00883
OG0001144	Praq.g_01375	Syam.g_00873
OG0001145	Praq.g_00125	Syam.g_01817
OG0001146	Praq.g_00137	Syam.g_01836
OG0001147	Praq.g_00161	Syam.g_01665
OG0001148	Praq.g_00179	Syam.g_00573
OG0001149	Praq.g_00180	Syam.g_00572
OG0001150	Praq.g_00181	Syam.g_00571
OG0001151	Praq.g_00192	Syam.g_00558
OG0001152	Praq.g_00193	Syam.g_00557
OG0001153	Praq.g_00326	Syam.g_01652
OG0001154	Praq.g_00327	Syam.g_01654
OG0001155	Praq.g_00339	Syam.g_01925
OG0001156	Praq.g_00342	Syam.g_01928
OG0001157	Praq.g_00343	Syam.g_01929
OG0001158	Praq.g_00344	Syam.g_01930
OG0001159	Praq.g_00345	Syam.g_01931
OG0001160	Praq.g_00369	Syam.g_01969
OG0001161	Praq.g_00382	Syam.g_02338
OG0001162	Praq.g_00005	Syam.g_01257
OG0001165	Praq.g_00498	Syam.g_01988
OG0001166	Praq.g_00478	Syam.g_02011
OG0001167	Praq.g_00461	Syam.g_01888
OG0001168	Praq.g_00459	Syam.g_01890
OG0001169	Praq.g_00457	Syam.g_01892
OG0001170	Praq.g_00455	Syam.g_01894
OG0001171	Praq.g_00446	Syam.g_01904
OG0001172	Praq.g_00948	Syam.g_00292
OG0001173	Praq.g_00947	Syam.g_00293
OG0001174	Praq.g_00939	Syam.g_00301
OG0001175	Praq.g_00938	Syam.g_00302
OG0001176	Praq.g_00931	Syam.g_00321
OG0001177	Praq.g_00928	Syam.g_00319
OG0001178	Praq.g_00923	Syam.g_01995
OG0001179	Praq.g_00895	Syam.g_00351
OG0001180	Praq.g_00874	Syam.g_00378
OG0001181	Praq.g_00870	Syam.g_00382
OG0001182	Praq.g_00863	Syam.g_00391
OG0001183	Praq.g_00728	Syam.g_00396
OG0001184	Praq.g_00744	Syam.g_00143
OG0001185	Praq.g_00758	Syam.g_00121
OG0001186	Praq.g_00684	Syam.g_00076
OG0001187	Praq.g_00688	Syam.g_00073
