Orthogroup	Praq	Syap
OG0000607	Praq.g_00786	Syap.g_00093
OG0000608	Praq.g_00787	Syap.g_00094
OG0000609	Praq.g_00788	Syap.g_00096
OG0000610	Praq.g_00793	Syap.g_01963
OG0000611	Praq.g_00796	Syap.g_01958
OG0000612	Praq.g_00797	Syap.g_01957
OG0000613	Praq.g_00802	Syap.g_02480
OG0000615	Praq.g_00829	Syap.g_00154
OG0000616	Praq.g_00833	Syap.g_00127
OG0000617	Praq.g_00589	Syap.g_00513
OG0000618	Praq.g_00590	Syap.g_00514
OG0000619	Praq.g_00591	Syap.g_00515
OG0000620	Praq.g_00594	Syap.g_00520
OG0000621	Praq.g_00595	Syap.g_00521
OG0000622	Praq.g_00596	Syap.g_00523
OG0000623	Praq.g_00597	Syap.g_00526
OG0000624	Praq.g_00598	Syap.g_00527
OG0000625	Praq.g_00599	Syap.g_00528
OG0000626	Praq.g_00600	Syap.g_00529
OG0000627	Praq.g_00601	Syap.g_00848
OG0000628	Praq.g_00602	Syap.g_00850
OG0000629	Praq.g_00603	Syap.g_02334
OG0000630	Praq.g_00606	Syap.g_02793
OG0000631	Praq.g_00661	Syap.g_01724
OG0000632	Praq.g_00662	Syap.g_01725
OG0000633	Praq.g_00663	Syap.g_01726
OG0000634	Praq.g_00666	Syap.g_00190
OG0000635	Praq.g_00667	Syap.g_00191
OG0000636	Praq.g_00669	Syap.g_00193
OG0000637	Praq.g_00671	Syap.g_00195
OG0000638	Praq.g_00672	Syap.g_00196
OG0000639	Praq.g_00673	Syap.g_00197
OG0000640	Praq.g_00674	Syap.g_00198
OG0000641	Praq.g_00678	Syap.g_00203
OG0000642	Praq.g_01407	Syap.g_02732
OG0000643	Praq.g_01408	Syap.g_02731
OG0000644	Praq.g_01409	Syap.g_02730
OG0000645	Praq.g_01410	Syap.g_02726
OG0000646	Praq.g_01412	Syap.g_02723
OG0000647	Praq.g_01413	Syap.g_02721
OG0000648	Praq.g_01415	Syap.g_02719
OG0000649	Praq.g_01416	Syap.g_02718
OG0000650	Praq.g_01417	Syap.g_02717
OG0000651	Praq.g_01418	Syap.g_02716
OG0000652	Praq.g_01419	Syap.g_02715
OG0000653	Praq.g_01421	Syap.g_02713
OG0000654	Praq.g_01422	Syap.g_02711
OG0000655	Praq.g_01423	Syap.g_02710
OG0000656	Praq.g_01426	Syap.g_02706
OG0000657	Praq.g_01433	Syap.g_01845
OG0000658	Praq.g_01434	Syap.g_01841
OG0000659	Praq.g_01435	Syap.g_01840
OG0000660	Praq.g_01439	Syap.g_01835
OG0000662	Praq.g_01443	Syap.g_00823
OG0000663	Praq.g_01445	Syap.g_00826
OG0000664	Praq.g_01446	Syap.g_00828
OG0000665	Praq.g_01450	Syap.g_02331
OG0000666	Praq.g_01451	Syap.g_01573
OG0000667	Praq.g_01456	Syap.g_01979
OG0000668	Praq.g_01473	Syap.g_02765
OG0000669	Praq.g_01481	Syap.g_02371
OG0000670	Praq.g_01483	Syap.g_02368
OG0000671	Praq.g_01485	Syap.g_01260
OG0000672	Praq.g_01488	Syap.g_01257
OG0000673	Praq.g_01491	Syap.g_01253
OG0000674	Praq.g_01493	Syap.g_01251
OG0000675	Praq.g_01494	Syap.g_01250
OG0000676	Praq.g_01496	Syap.g_01248
OG0000677	Praq.g_01497	Syap.g_01246
OG0000678	Praq.g_01499	Syap.g_01239
OG0000679	Praq.g_01503	Syap.g_00157
OG0000680	Praq.g_01504	Syap.g_00158
OG0000681	Praq.g_01506	Syap.g_00163
OG0000682	Praq.g_01507	Syap.g_00165
OG0000683	Praq.g_01508	Syap.g_00166
OG0000684	Praq.g_01510	Syap.g_00169
OG0000685	Praq.g_01512	Syap.g_00172
OG0000686	Praq.g_01513	Syap.g_00173
OG0000687	Praq.g_01514	Syap.g_00174
OG0000688	Praq.g_01517	Syap.g_00178
OG0000689	Praq.g_01518	Syap.g_00180
OG0000690	Praq.g_01519	Syap.g_00181
OG0000691	Praq.g_01520	Syap.g_00182
OG0000692	Praq.g_01522	Syap.g_00184
OG0000693	Praq.g_01523	Syap.g_00185
OG0000694	Praq.g_01524	Syap.g_00186
OG0000695	Praq.g_01526	Syap.g_01729
OG0000696	Praq.g_01527	Syap.g_01730
OG0000697	Praq.g_01528	Syap.g_01734
OG0000698	Praq.g_01531	Syap.g_01737
OG0000699	Praq.g_01532	Syap.g_01738
OG0000700	Praq.g_01533	Syap.g_01739
OG0000701	Praq.g_01534	Syap.g_01740
OG0000702	Praq.g_01536	Syap.g_01747
OG0000703	Praq.g_01537	Syap.g_01750
OG0000704	Praq.g_01538	Syap.g_01753
OG0000705	Praq.g_01542	Syap.g_02022
OG0000706	Praq.g_01543	Syap.g_02020
OG0000707	Praq.g_01544	Syap.g_02019
OG0000708	Praq.g_01545	Syap.g_02016
OG0000709	Praq.g_01549	Syap.g_00121
OG0000711	Praq.g_01568	Syap.g_02686
OG0000712	Praq.g_01570	Syap.g_02688
OG0000713	Praq.g_01571	Syap.g_02689
OG0000714	Praq.g_01572	Syap.g_02691
OG0000715	Praq.g_01574	Syap.g_02693
OG0000716	Praq.g_01576	Syap.g_02696
OG0000717	Praq.g_01577	Syap.g_02697
OG0000718	Praq.g_01588	Syap.g_02701
OG0000719	Praq.g_01590	Syap.g_02767
OG0000720	Praq.g_01599	Syap.g_02780
OG0000721	Praq.g_01601	Syap.g_02782
OG0000722	Praq.g_01602	Syap.g_02783
OG0000723	Praq.g_01605	Syap.g_00532
OG0000725	Praq.g_01620	Syap.g_01559
OG0000726	Praq.g_01621	Syap.g_01560
OG0000727	Praq.g_01622	Syap.g_01561
OG0000728	Praq.g_01624	Syap.g_01564
OG0000729	Praq.g_01669	Syap.g_01122
OG0000730	Praq.g_01273	Syap.g_00572
OG0000731	Praq.g_01276	Syap.g_00560
OG0000732	Praq.g_01282	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Praq.g_01301	Syap.g_01971
OG0000734	Praq.g_01318	Syap.g_02628
OG0000735	Praq.g_01320	Syap.g_00244
OG0000736	Praq.g_01321	Syap.g_00243
OG0000737	Praq.g_01322	Syap.g_00242
OG0000738	Praq.g_01326	Syap.g_00236
OG0000739	Praq.g_01327	Syap.g_00235
OG0000740	Praq.g_01328	Syap.g_00234
OG0000741	Praq.g_01329	Syap.g_00231
OG0000742	Praq.g_01332	Syap.g_00229
OG0000743	Praq.g_01334	Syap.g_00226
OG0000744	Praq.g_01335	Syap.g_00225
OG0000745	Praq.g_01336	Syap.g_00222
OG0000746	Praq.g_01338	Syap.g_00220
OG0000747	Praq.g_01339	Syap.g_00219
OG0000748	Praq.g_01342	Syap.g_00212
OG0000749	Praq.g_01343	Syap.g_00211
OG0000750	Praq.g_01344	Syap.g_00210
OG0000751	Praq.g_01346	Syap.g_00205
OG0000752	Praq.g_01348	Syap.g_01793
OG0000753	Praq.g_01351	Syap.g_02775
OG0000754	Praq.g_01354	Syap.g_01883
OG0000755	Praq.g_01357	Syap.g_01893
OG0000757	Praq.g_01364	Syap.g_00427
OG0000758	Praq.g_01365	Syap.g_00428
OG0000759	Praq.g_01366	Syap.g_00429
OG0000760	Praq.g_01367	Syap.g_00430
OG0000761	Praq.g_01368	Syap.g_00431
OG0000762	Praq.g_01369	Syap.g_00434
OG0000763	Praq.g_01371	Syap.g_02624
OG0000764	Praq.g_01372	Syap.g_02623
OG0000765	Praq.g_01381	Syap.g_02440
OG0000766	Praq.g_01382	Syap.g_02439
OG0000767	Praq.g_01384	Syap.g_02437
OG0000768	Praq.g_01385	Syap.g_02436
OG0000769	Praq.g_01387	Syap.g_02434
OG0000770	Praq.g_01389	Syap.g_02431
OG0000772	Praq.g_00112	Syap.g_02295
OG0000773	Praq.g_00124	Syap.g_00885
OG0000774	Praq.g_00126	Syap.g_01473
OG0000775	Praq.g_00128	Syap.g_01475
OG0000776	Praq.g_00129	Syap.g_01476
OG0000777	Praq.g_00130	Syap.g_01478
OG0000778	Praq.g_00131	Syap.g_01479
OG0000779	Praq.g_00135	Syap.g_01494
OG0000780	Praq.g_00136	Syap.g_01496
OG0000781	Praq.g_00139	Syap.g_02609
OG0000782	Praq.g_00140	Syap.g_02611
OG0000783	Praq.g_00141	Syap.g_02612
OG0000784	Praq.g_00142	Syap.g_02613
OG0000785	Praq.g_00144	Syap.g_02281
OG0000786	Praq.g_00146	Syap.g_02287
OG0000787	Praq.g_00147	Syap.g_02288
OG0000788	Praq.g_00162	Syap.g_01932
OG0000789	Praq.g_00165	Syap.g_00372
OG0000791	Praq.g_00184	Syap.g_02520
OG0000792	Praq.g_00185	Syap.g_02519
OG0000793	Praq.g_00188	Syap.g_02141
OG0000794	Praq.g_00189	Syap.g_02200
OG0000795	Praq.g_00190	Syap.g_02199
OG0000796	Praq.g_00194	Syap.g_02448
OG0000797	Praq.g_00195	Syap.g_02449
OG0000798	Praq.g_00222	Syap.g_01363, Syap.g_01269
OG0000799	Praq.g_00276	Syap.g_02488
OG0000800	Praq.g_00277	Syap.g_02487
OG0000801	Praq.g_00278	Syap.g_02486
OG0000802	Praq.g_00280	Syap.g_02659
OG0000803	Praq.g_00282	Syap.g_02109
OG0000804	Praq.g_00283	Syap.g_02113
OG0000805	Praq.g_00285	Syap.g_02115
OG0000806	Praq.g_00287	Syap.g_02117
OG0000807	Praq.g_00288	Syap.g_02118
OG0000808	Praq.g_00289	Syap.g_02119
OG0000809	Praq.g_00292	Syap.g_02122
OG0000810	Praq.g_00293	Syap.g_02124
OG0000811	Praq.g_00297	Syap.g_02472
OG0000812	Praq.g_00299	Syap.g_02474
OG0000813	Praq.g_00300	Syap.g_02475
OG0000814	Praq.g_00302	Syap.g_02753
OG0000815	Praq.g_00303	Syap.g_02752
OG0000816	Praq.g_00305	Syap.g_02289
OG0000817	Praq.g_00306	Syap.g_02527
OG0000818	Praq.g_00311	Syap.g_02001
OG0000819	Praq.g_00312	Syap.g_02002
OG0000820	Praq.g_00313	Syap.g_02003
OG0000821	Praq.g_00317	Syap.g_02009
OG0000822	Praq.g_00318	Syap.g_02011
OG0000824	Praq.g_00322	Syap.g_00008
OG0000825	Praq.g_00323	Syap.g_00009
OG0000826	Praq.g_00324	Syap.g_00010
OG0000827	Praq.g_00325	Syap.g_00011
OG0000828	Praq.g_00328	Syap.g_00014
OG0000829	Praq.g_00329	Syap.g_00015
OG0000830	Praq.g_00330	Syap.g_00016
OG0000831	Praq.g_00332	Syap.g_00019
OG0000832	Praq.g_00338	Syap.g_00752
OG0000833	Praq.g_00346	Syap.g_00021
OG0000834	Praq.g_00347	Syap.g_00023
OG0000835	Praq.g_00348	Syap.g_00024
OG0000836	Praq.g_00349	Syap.g_00026
OG0000837	Praq.g_00350	Syap.g_00027
OG0000838	Praq.g_00352	Syap.g_00031
OG0000839	Praq.g_00353	Syap.g_00032
OG0000840	Praq.g_00354	Syap.g_00033
OG0000841	Praq.g_00355	Syap.g_00034
OG0000842	Praq.g_00356	Syap.g_00035
OG0000843	Praq.g_00357	Syap.g_00036
OG0000844	Praq.g_00358	Syap.g_00039
OG0000845	Praq.g_00359	Syap.g_00040
OG0000846	Praq.g_00360	Syap.g_00042
OG0000847	Praq.g_00361	Syap.g_00043
OG0000848	Praq.g_00362	Syap.g_00045
OG0000849	Praq.g_00363	Syap.g_00046
OG0000850	Praq.g_00365	Syap.g_00310
OG0000851	Praq.g_00366	Syap.g_01214
OG0000852	Praq.g_00367	Syap.g_01215
OG0000853	Praq.g_00371	Syap.g_01219
OG0000854	Praq.g_00373	Syap.g_01222
OG0000855	Praq.g_00374	Syap.g_01223
OG0000856	Praq.g_00001	Syap.g_01286
OG0000857	Praq.g_00030	Syap.g_02722
OG0000858	Praq.g_01953	Syap.g_00612
OG0000859	Praq.g_01952	Syap.g_00613
OG0000860	Praq.g_00495	Syap.g_00623
OG0000861	Praq.g_00494	Syap.g_02789
OG0000862	Praq.g_00493	Syap.g_01789
OG0000863	Praq.g_00491	Syap.g_01784
OG0000864	Praq.g_00490	Syap.g_01783
OG0000865	Praq.g_00489	Syap.g_01781, Syap.g_01782
OG0000866	Praq.g_00488	Syap.g_01780
OG0000867	Praq.g_00487	Syap.g_01779
OG0000868	Praq.g_00486	Syap.g_01775
OG0000869	Praq.g_00482	Syap.g_01770
OG0000870	Praq.g_00477	Syap.g_01401
OG0000871	Praq.g_00476	Syap.g_01400
OG0000872	Praq.g_00475	Syap.g_01394
OG0000873	Praq.g_00472	Syap.g_01390
OG0000874	Praq.g_00469	Syap.g_01388
OG0000875	Praq.g_00468	Syap.g_01386
OG0000876	Praq.g_00467	Syap.g_00822
OG0000877	Praq.g_00465	Syap.g_01380
OG0000878	Praq.g_00464	Syap.g_01378
OG0000879	Praq.g_00463	Syap.g_01377
OG0000880	Praq.g_00462	Syap.g_01376
OG0000882	Praq.g_00453	Syap.g_01516
OG0000883	Praq.g_00452	Syap.g_01511
OG0000884	Praq.g_00450	Syap.g_01509
OG0000885	Praq.g_00449	Syap.g_01508
OG0000886	Praq.g_00448	Syap.g_01507
OG0000887	Praq.g_00447	Syap.g_01506
OG0000888	Praq.g_00445	Syap.g_01504
OG0000889	Praq.g_00443	Syap.g_01502
OG0000890	Praq.g_00442	Syap.g_01499
OG0000891	Praq.g_00441	Syap.g_01498
OG0000892	Praq.g_00956	Syap.g_02671
OG0000893	Praq.g_00951	Syap.g_02497
OG0000894	Praq.g_00949	Syap.g_02679
OG0000895	Praq.g_00946	Syap.g_00546
OG0000896	Praq.g_00945	Syap.g_00545
OG0000897	Praq.g_00943	Syap.g_00543
OG0000898	Praq.g_00942	Syap.g_00542
OG0000899	Praq.g_00941	Syap.g_00541
OG0000900	Praq.g_00940	Syap.g_00540
OG0000901	Praq.g_00937	Syap.g_01930
OG0000902	Praq.g_00935	Syap.g_01929
OG0000903	Praq.g_00932	Syap.g_01916
OG0000904	Praq.g_00930	Syap.g_01922
OG0000905	Praq.g_00925	Syap.g_01925
OG0000906	Praq.g_00924	Syap.g_01927
OG0000907	Praq.g_00921	Syap.g_01914
OG0000908	Praq.g_00918	Syap.g_01235
OG0000909	Praq.g_00917	Syap.g_01236
OG0000910	Praq.g_00916	Syap.g_01237
OG0000911	Praq.g_00914	Syap.g_00511
OG0000912	Praq.g_00913	Syap.g_00510
OG0000913	Praq.g_00912	Syap.g_00509
OG0000914	Praq.g_00911	Syap.g_00508
OG0000915	Praq.g_00910	Syap.g_00506
OG0000916	Praq.g_00909	Syap.g_00505
OG0000917	Praq.g_00908	Syap.g_00504
OG0000918	Praq.g_00907	Syap.g_00503
OG0000919	Praq.g_00906	Syap.g_00502
OG0000920	Praq.g_00905	Syap.g_00501
OG0000921	Praq.g_00904	Syap.g_00500
OG0000922	Praq.g_00903	Syap.g_00499
OG0000923	Praq.g_00899	Syap.g_00495
OG0000924	Praq.g_00898	Syap.g_00494
OG0000925	Praq.g_00897	Syap.g_00493
OG0000926	Praq.g_00896	Syap.g_00492
OG0000927	Praq.g_00894	Syap.g_00490
OG0000928	Praq.g_00893	Syap.g_00489
OG0000929	Praq.g_00892	Syap.g_00488
OG0000930	Praq.g_00891	Syap.g_00487
OG0000931	Praq.g_00890	Syap.g_00486
OG0000932	Praq.g_00889	Syap.g_00485
OG0000933	Praq.g_00885	Syap.g_00479
OG0000934	Praq.g_00883	Syap.g_00477
OG0000935	Praq.g_00882	Syap.g_00476
OG0000936	Praq.g_00881	Syap.g_00475
OG0000937	Praq.g_00880	Syap.g_00474
OG0000938	Praq.g_00878	Syap.g_00471
OG0000939	Praq.g_00877	Syap.g_00469
OG0000940	Praq.g_00871	Syap.g_00460
OG0000941	Praq.g_00869	Syap.g_00458
OG0000942	Praq.g_00867	Syap.g_00606
OG0000943	Praq.g_00866	Syap.g_00604
OG0000944	Praq.g_00865	Syap.g_00602
OG0000945	Praq.g_00864	Syap.g_00601
OG0000946	Praq.g_00727	Syap.g_00595
OG0000947	Praq.g_00729	Syap.g_00591
OG0000948	Praq.g_00730	Syap.g_00590
OG0000949	Praq.g_00733	Syap.g_01051
OG0000950	Praq.g_00738	Syap.g_01061
OG0000951	Praq.g_00742	Syap.g_01070
OG0000952	Praq.g_00746	Syap.g_01074
OG0000953	Praq.g_00749	Syap.g_01078
OG0000954	Praq.g_00753	Syap.g_01089
OG0000955	Praq.g_00754	Syap.g_01090
OG0000956	Praq.g_00756	Syap.g_01092
OG0000957	Praq.g_00761	Syap.g_01109
OG0000958	Praq.g_00762	Syap.g_01110
OG0000959	Praq.g_00766	Syap.g_01114
OG0000960	Praq.g_00767	Syap.g_01115
OG0000961	Praq.g_00769	Syap.g_02170
OG0000962	Praq.g_00771	Syap.g_01121
OG0000963	Praq.g_00774	Syap.g_01124
OG0000964	Praq.g_00679	Syap.g_01125
OG0000965	Praq.g_00680	Syap.g_01126
OG0000966	Praq.g_00687	Syap.g_01141
OG0000967	Praq.g_00691	Syap.g_00633
OG0000968	Praq.g_00693	Syap.g_00998
OG0000969	Praq.g_00694	Syap.g_00996
OG0000970	Praq.g_00695	Syap.g_00995
OG0000971	Praq.g_00696	Syap.g_00993
OG0000972	Praq.g_00697	Syap.g_00992
OG0000973	Praq.g_00698	Syap.g_00991
OG0000974	Praq.g_00699	Syap.g_00990
OG0000975	Praq.g_00700	Syap.g_00989
OG0000976	Praq.g_00701	Syap.g_00988
OG0000977	Praq.g_00702	Syap.g_00986
OG0000978	Praq.g_00703	Syap.g_00985
OG0000979	Praq.g_00706	Syap.g_00980
OG0000980	Praq.g_00708	Syap.g_00977
OG0000981	Praq.g_00710	Syap.g_01812
OG0000982	Praq.g_00712	Syap.g_00132
OG0000983	Praq.g_00713	Syap.g_00134
OG0000984	Praq.g_00714	Syap.g_00135
OG0000985	Praq.g_00717	Syap.g_00140
OG0000986	Praq.g_00719	Syap.g_01044
OG0000987	Praq.g_00720	Syap.g_01033
OG0000988	Praq.g_00723	Syap.g_01027
OG0000989	Praq.g_00391	Syap.g_01011
OG0000990	Praq.g_00394	Syap.g_02087
OG0000991	Praq.g_00395	Syap.g_02091
OG0000992	Praq.g_00397	Syap.g_02095
OG0000993	Praq.g_00398	Syap.g_02097
OG0000994	Praq.g_00399	Syap.g_02101
OG0000996	Praq.g_00404	Syap.g_01817
OG0000997	Praq.g_00405	Syap.g_02590
OG0000998	Praq.g_00407	Syap.g_02591
OG0000999	Praq.g_00408	Syap.g_02592
OG0001001	Praq.g_00413	Syap.g_02605
OG0001002	Praq.g_00417	Syap.g_00124
OG0001003	Praq.g_00418	Syap.g_02310
OG0001004	Praq.g_00419	Syap.g_02311
OG0001005	Praq.g_00420	Syap.g_02312
OG0001006	Praq.g_00424	Syap.g_00053
OG0001007	Praq.g_00426	Syap.g_00055
OG0001008	Praq.g_01120	Syap.g_02060
OG0001012	Praq.g_01258	Syap.g_00371
OG0001013	Praq.g_01264	Syap.g_01325
OG0001016	Praq.g_01930	Syap.g_01695
OG0001033	Praq.g_01794	Syap.g_00105
OG0001035	Praq.g_01749	Syap.g_01594
OG0001038	Praq.g_01725	Syap.g_01362
OG0001039	Praq.g_01722	Syap.g_01359
OG0001040	Praq.g_01719	Syap.g_01356
OG0001041	Praq.g_01715	Syap.g_01352
OG0001043	Praq.g_01697	Syap.g_01676
OG0001044	Praq.g_01212	Syap.g_00571
OG0001053	Praq.g_00534	Syap.g_02253
OG0001054	Praq.g_01104	Syap.g_00274
OG0001055	Praq.g_01085	Syap.g_00252
OG0001059	Praq.g_01049	Syap.g_00306
OG0001060	Praq.g_01042	Syap.g_00299
OG0001061	Praq.g_01029	Syap.g_01309
OG0001062	Praq.g_01027	Syap.g_01314
OG0001072	Praq.g_01013	Syap.g_00441
OG0001073	Praq.g_00998	Syap.g_00122, Syap.g_00455
OG0001078	Praq.g_00966	Syap.g_00896
OG0001080	Praq.g_00782	Syap.g_02505
OG0001085	Praq.g_00799	Syap.g_01953
OG0001094	Praq.g_00664	Syap.g_00187
OG0001095	Praq.g_01411	Syap.g_02725
OG0001096	Praq.g_01424	Syap.g_02709
OG0001100	Praq.g_01482	Syap.g_02369
OG0001102	Praq.g_01487	Syap.g_01258
OG0001103	Praq.g_01489	Syap.g_01256
OG0001104	Praq.g_01511	Syap.g_00171
OG0001105	Praq.g_01515	Syap.g_00175
OG0001107	Praq.g_01546	Syap.g_02015
OG0001108	Praq.g_01550	Syap.g_00119
OG0001122	Praq.g_01591	Syap.g_02766
OG0001123	Praq.g_01595	Syap.g_01872
OG0001133	Praq.g_01287	Syap.g_01292
OG0001136	Praq.g_01330	Syap.g_00230
OG0001137	Praq.g_01341	Syap.g_00213
OG0001140	Praq.g_01361	Syap.g_02134
OG0001152	Praq.g_00193	Syap.g_02447
OG0001154	Praq.g_00327	Syap.g_00013
OG0001155	Praq.g_00339	Syap.g_00750
OG0001160	Praq.g_00369	Syap.g_01217
OG0001162	Praq.g_00005	Syap.g_02366
OG0001165	Praq.g_00498	Syap.g_00619
OG0001168	Praq.g_00459	Syap.g_01372
OG0001171	Praq.g_00446	Syap.g_01505
OG0001172	Praq.g_00948	Syap.g_00547
OG0001177	Praq.g_00928	Syap.g_01920
OG0001178	Praq.g_00923	Syap.g_01786, Syap.g_01787
OG0001179	Praq.g_00895	Syap.g_00491
OG0001180	Praq.g_00874	Syap.g_00097, Syap.g_00465
OG0001181	Praq.g_00870	Syap.g_00459
OG0001183	Praq.g_00728	Syap.g_00594
OG0001185	Praq.g_00758	Syap.g_01104
OG0001186	Praq.g_00684	Syap.g_01140
OG0001187	Praq.g_00688	Syap.g_01142
OG0001188	Praq.g_00690	Syap.g_00634
OG0001189	Praq.g_00707	Syap.g_00979
OG0001191	Praq.g_00721	Syap.g_01030
OG0001192	Praq.g_00390	Syap.g_01021
OG0001197	Praq.g_00416	Syap.g_00126
OG0001198	Praq.g_00423	Syap.g_00052
OG0001199	Praq.g_01929	Syap.g_01696
OG0001200	Praq.g_01927	Syap.g_01698
OG0001202	Praq.g_01803	Syap.g_01613
OG0001203	Praq.g_01764	Syap.g_01154
OG0001204	Praq.g_01759	Syap.g_01577
OG0001214	Praq.g_00965	Syap.g_00897
OG0001217	Praq.g_00622	Syap.g_01464
OG0001218	Praq.g_00630	Syap.g_00020
OG0001219	Praq.g_00658	Syap.g_02794
OG0001221	Praq.g_01501	Syap.g_01777
OG0001222	Praq.g_01540	Syap.g_02027
OG0001224	Praq.g_01615	Syap.g_01551
OG0001225	Praq.g_01617	Syap.g_01553
OG0001226	Praq.g_01642	Syap.g_02551
OG0001228	Praq.g_01378	Syap.g_01063
OG0001229	Praq.g_00173	Syap.g_00827
OG0001230	Praq.g_00286	Syap.g_02116
OG0001231	Praq.g_00003	Syap.g_00073
OG0001232	Praq.g_00474	Syap.g_01393
OG0001235	Praq.g_00926	Syap.g_01924
OG0001236	Praq.g_00741	Syap.g_01069
OG0001237	Praq.g_00745	Syap.g_01073
OG0001238	Praq.g_00722	Syap.g_01028
OG0001239	Praq.g_01932	Syap.g_01693, Syap.g_01692
OG0001242	Praq.g_01884	Syap.g_02227, Syap.g_02229
OG0001243	Praq.g_01878	Syap.g_02219
OG0001244	Praq.g_01862	Syap.g_02192
OG0001246	Praq.g_01098	Syap.g_00267, Syap.g_01165
OG0001248	Praq.g_00814	Syap.g_00423
OG0001249	Praq.g_00647	Syap.g_00575
OG0001250	Praq.g_01438	Syap.g_01836
OG0001251	Praq.g_01474	Syap.g_01549, Syap.g_01727
OG0001253	Praq.g_01662	Syap.g_01969
OG0001255	Praq.g_01317	Syap.g_02523
OG0001256	Praq.g_00384	Syap.g_01225
OG0001257	Praq.g_00002	Syap.g_00374, Syap.g_00373
OG0001260	Praq.g_00440	Syap.g_01497
OG0001261	Praq.g_00887	Syap.g_00482
OG0001262	Praq.g_00705	Syap.g_00981
OG0001263	Praq.g_01875	Syap.g_02216
OG0001265	Praq.g_01885	Syap.g_02231
OG0001266	Praq.g_01799	Syap.g_01618
OG0001267	Praq.g_01723	Syap.g_01360
OG0001268	Praq.g_01206	Syap.g_00563
OG0001270	Praq.g_01123	Syap.g_02056
OG0001271	Praq.g_00523	Syap.g_02759
OG0001272	Praq.g_00537	Syap.g_02250
OG0001274	Praq.g_00832	Syap.g_01897
OG0001275	Praq.g_01575	Syap.g_02694
OG0001276	Praq.g_01594	Syap.g_01873
OG0001277	Praq.g_01651	Syap.g_01293
OG0001278	Praq.g_01383	Syap.g_02438
OG0001282	Praq.g_00178	Syap.g_01701
OG0001284	Praq.g_00364	Syap.g_00047
OG0001287	Praq.g_00765	Syap.g_00418
OG0001288	Praq.g_00773	Syap.g_01123
OG0001289	Praq.g_01916	Syap.g_02365
OG0001291	Praq.g_01868	Syap.g_02207
OG0001292	Praq.g_01754	Syap.g_01583
OG0001297	Praq.g_01088	Syap.g_00255
OG0001299	Praq.g_00795	Syap.g_01959
OG0001303	Praq.g_01579	Syap.g_02795
OG0001304	Praq.g_01604	Syap.g_00536
OG0001305	Praq.g_01623	Syap.g_01562
OG0001306	Praq.g_01319	Syap.g_00245
OG0001307	Praq.g_00158	Syap.g_00403
OG0001308	Praq.g_00304	Syap.g_02751, Syap.g_02750
OG0001310	Praq.g_00485	Syap.g_01774
OG0001311	Praq.g_01596	Syap.g_01871
OG0001312	Praq.g_01529	Syap.g_01735
OG0001315	Praq.g_01942	Syap.g_00596
OG0001318	Praq.g_01747	Syap.g_01596, Syap.g_01597
OG0001319	Praq.g_01731	Syap.g_02338
OG0001323	Praq.g_01083	Syap.g_00757
OG0001326	Praq.g_00846	Syap.g_02646
OG0001332	Praq.g_00337	Syap.g_01548
OG0001333	Praq.g_00460	Syap.g_01373
OG0001336	Praq.g_00412	Syap.g_02602
OG0001345	Praq.g_01352	Syap.g_01877, Syap.g_02776
OG0001346	Praq.g_00134	Syap.g_01484
OG0001348	Praq.g_00023	Syap.g_00938
OG0001349	Praq.g_00221	Syap.g_01264, Syap.g_00851
OG0001351	Praq.g_00503	Syap.g_01996
OG0001358	Praq.g_00982	Syap.g_00942
OG0001360	Praq.g_01663	Syap.g_01881, Syap.g_02778
OG0001361	Praq.g_01349	Syap.g_01792
OG0001364	Praq.g_00734	Syap.g_01052
OG0001365	Praq.g_00715	Syap.g_00138
OG0001371	Praq.g_00808	Syap.g_02545, Syap.g_02544
OG0001373	Praq.g_00847	Syap.g_02647
OG0001374	Praq.g_00839	Syap.g_01829, Syap.g_01830
OG0001376	Praq.g_01628	Syap.g_01991
OG0001377	Praq.g_01629	Syap.g_01992
OG0001378	Praq.g_01272	Syap.g_02055
OG0001382	Praq.g_00016	Syap.g_00677
OG0001385	Praq.g_00850	Syap.g_02650
OG0001386	Praq.g_00849	Syap.g_02649
OG0001387	Praq.g_00848	Syap.g_02648
OG0001388	Praq.g_00845	Syap.g_02645
OG0001389	Praq.g_00844	Syap.g_02644
OG0001390	Praq.g_00843	Syap.g_02643
OG0001391	Praq.g_00842	Syap.g_01833
OG0001392	Praq.g_00841	Syap.g_01832
OG0001393	Praq.g_00840	Syap.g_01831
OG0001395	Praq.g_01606	Syap.g_00531
OG0001406	Praq.g_01627	Syap.g_01989
OG0001408	Praq.g_01646, Praq.g_01645	Syap.g_01862
OG0001411	Praq.g_00219	Syap.g_00853
OG0001415	Praq.g_01771	Syap.g_00447, Syap.g_00446
OG0001418	Praq.g_00813	Syap.g_00221
OG0001420	Praq.g_01280	Syap.g_02736
OG0001422	Praq.g_00021	Syap.g_01682
OG0001425	Praq.g_00389	Syap.g_01024
OG0001428	Praq.g_01830	Syap.g_01196
OG0001432	Praq.g_00377	Syap.g_01967
OG0001433	Praq.g_00066	Syap.g_00790
OG0001434	Praq.g_01509	Syap.g_00167
OG0001435	Praq.g_01486	Syap.g_01259
OG0001437	Praq.g_01772	Syap.g_00448
OG0001438	Praq.g_01709	Syap.g_01346, Syap.g_01630
