Orthogroup	Praq	Syad
OG0000593	Praq.g_00970	Syad.g_02156
OG0000594	Praq.g_00969	Syad.g_02155
OG0000595	Praq.g_00968	Syad.g_02154
OG0000596	Praq.g_00964	Syad.g_02149
OG0000597	Praq.g_00962	Syad.g_02146
OG0000598	Praq.g_00961	Syad.g_02145
OG0000599	Praq.g_00958	Syad.g_02142
OG0000600	Praq.g_00957	Syad.g_02141
OG0000601	Praq.g_00775	Syad.g_02140
OG0000602	Praq.g_00777	Syad.g_02135
OG0000603	Praq.g_00778	Syad.g_02134
OG0000604	Praq.g_00779	Syad.g_02131
OG0000605	Praq.g_00780	Syad.g_02026
OG0000606	Praq.g_00783	Syad.g_01567
OG0000607	Praq.g_00786	Syad.g_01571
OG0000608	Praq.g_00787	Syad.g_01572
OG0000609	Praq.g_00788	Syad.g_01574
OG0000610	Praq.g_00793	Syad.g_01589
OG0000611	Praq.g_00796	Syad.g_01592
OG0000612	Praq.g_00797	Syad.g_01593
OG0000613	Praq.g_00802	Syad.g_00457
OG0000614	Praq.g_00821	Syad.g_01340
OG0000615	Praq.g_00829	Syad.g_01948
OG0000616	Praq.g_00833	Syad.g_00145
OG0000617	Praq.g_00589	Syad.g_01810
OG0000618	Praq.g_00590	Syad.g_01809
OG0000619	Praq.g_00591	Syad.g_01808
OG0000620	Praq.g_00594	Syad.g_01803
OG0000621	Praq.g_00595	Syad.g_01802
OG0000622	Praq.g_00596	Syad.g_01801
OG0000623	Praq.g_00597	Syad.g_01800
OG0000624	Praq.g_00598	Syad.g_01798
OG0000625	Praq.g_00599	Syad.g_01797
OG0000626	Praq.g_00600	Syad.g_01796
OG0000627	Praq.g_00601	Syad.g_01640
OG0000628	Praq.g_00602	Syad.g_01641
OG0000629	Praq.g_00603	Syad.g_01644
OG0000630	Praq.g_00606	Syad.g_01648
OG0000631	Praq.g_00661	Syad.g_01658
OG0000632	Praq.g_00662	Syad.g_01659
OG0000633	Praq.g_00663	Syad.g_01660
OG0000634	Praq.g_00666	Syad.g_01893
OG0000635	Praq.g_00667	Syad.g_01892
OG0000636	Praq.g_00669	Syad.g_01890
OG0000637	Praq.g_00671	Syad.g_01888
OG0000638	Praq.g_00672	Syad.g_01887
OG0000639	Praq.g_00673	Syad.g_01886
OG0000640	Praq.g_00674	Syad.g_01885
OG0000641	Praq.g_00678	Syad.g_01881
OG0000642	Praq.g_01407	Syad.g_01880
OG0000643	Praq.g_01408	Syad.g_01878
OG0000644	Praq.g_01409	Syad.g_01877
OG0000645	Praq.g_01410	Syad.g_01875
OG0000646	Praq.g_01412	Syad.g_01872
OG0000647	Praq.g_01413	Syad.g_01870
OG0000648	Praq.g_01415	Syad.g_01860
OG0000649	Praq.g_01416	Syad.g_01859
OG0000650	Praq.g_01417	Syad.g_01858
OG0000651	Praq.g_01418	Syad.g_01857
OG0000652	Praq.g_01419	Syad.g_01856
OG0000653	Praq.g_01421	Syad.g_01850
OG0000654	Praq.g_01422	Syad.g_01849
OG0000655	Praq.g_01423	Syad.g_01848
OG0000656	Praq.g_01426	Syad.g_01845
OG0000657	Praq.g_01433	Syad.g_01240
OG0000658	Praq.g_01434	Syad.g_01231
OG0000659	Praq.g_01435	Syad.g_01230
OG0000660	Praq.g_01439	Syad.g_01226
OG0000661	Praq.g_01441	Syad.g_01224
OG0000662	Praq.g_01443	Syad.g_01222
OG0000663	Praq.g_01445	Syad.g_01219
OG0000664	Praq.g_01446	Syad.g_01209
OG0000665	Praq.g_01450	Syad.g_02115
OG0000666	Praq.g_01451	Syad.g_02027
OG0000667	Praq.g_01456	Syad.g_00612
OG0000668	Praq.g_01473	Syad.g_01688
OG0000669	Praq.g_01481	Syad.g_01606
OG0000670	Praq.g_01483	Syad.g_01609
OG0000671	Praq.g_01485	Syad.g_01611
OG0000672	Praq.g_01488	Syad.g_01615
OG0000673	Praq.g_01491	Syad.g_01618
OG0000674	Praq.g_01493	Syad.g_01620
OG0000675	Praq.g_01494	Syad.g_01633
OG0000676	Praq.g_01496	Syad.g_01635
OG0000677	Praq.g_01497	Syad.g_01636
OG0000678	Praq.g_01499	Syad.g_01957
OG0000679	Praq.g_01503	Syad.g_01922
OG0000680	Praq.g_01504	Syad.g_01921
OG0000681	Praq.g_01506	Syad.g_01919
OG0000682	Praq.g_01507	Syad.g_01918
OG0000683	Praq.g_01508	Syad.g_01917
OG0000684	Praq.g_01510	Syad.g_01912
OG0000685	Praq.g_01512	Syad.g_01910
OG0000686	Praq.g_01513	Syad.g_01909
OG0000687	Praq.g_01514	Syad.g_01908
OG0000688	Praq.g_01517	Syad.g_01904
OG0000689	Praq.g_01518	Syad.g_01902
OG0000690	Praq.g_01519	Syad.g_01901
OG0000691	Praq.g_01520	Syad.g_01900
OG0000692	Praq.g_01522	Syad.g_01899
OG0000693	Praq.g_01523	Syad.g_01897
OG0000694	Praq.g_01524	Syad.g_01896
OG0000695	Praq.g_01526	Syad.g_01662
OG0000696	Praq.g_01527	Syad.g_01663
OG0000697	Praq.g_01528	Syad.g_01789
OG0000698	Praq.g_01531	Syad.g_01786
OG0000699	Praq.g_01532	Syad.g_01785
OG0000700	Praq.g_01533	Syad.g_01784
OG0000701	Praq.g_01534	Syad.g_01783
OG0000702	Praq.g_01536	Syad.g_01775
OG0000703	Praq.g_01537	Syad.g_01774
OG0000704	Praq.g_01538	Syad.g_01772
OG0000705	Praq.g_01542	Syad.g_01765
OG0000706	Praq.g_01543	Syad.g_01764
OG0000707	Praq.g_01544	Syad.g_01763
OG0000708	Praq.g_01545	Syad.g_01760
OG0000709	Praq.g_01549	Syad.g_01745
OG0000710	Praq.g_01552	Syad.g_01738
OG0000711	Praq.g_01568	Syad.g_01710
OG0000712	Praq.g_01570	Syad.g_01708
OG0000713	Praq.g_01571	Syad.g_01707
OG0000714	Praq.g_01572	Syad.g_01705
OG0000715	Praq.g_01574	Syad.g_01703
OG0000716	Praq.g_01576	Syad.g_01697
OG0000717	Praq.g_01577	Syad.g_01696
OG0000718	Praq.g_01588	Syad.g_01692
OG0000719	Praq.g_01590	Syad.g_01690
OG0000720	Praq.g_01599	Syad.g_01677
OG0000721	Praq.g_01601	Syad.g_01675
OG0000722	Praq.g_01602	Syad.g_01674
OG0000723	Praq.g_01605	Syad.g_01791
OG0000724	Praq.g_01614	Syad.g_01284
OG0000725	Praq.g_01620	Syad.g_01293
OG0000726	Praq.g_01621	Syad.g_01294
OG0000727	Praq.g_01622	Syad.g_01295
OG0000728	Praq.g_01624	Syad.g_01297
OG0000729	Praq.g_01669	Syad.g_00331
OG0000730	Praq.g_01273	Syad.g_00758
OG0000731	Praq.g_01276	Syad.g_00770
OG0000732	Praq.g_01282	Syad.g_00214
OG0000733	Praq.g_01301	Syad.g_00028
OG0000734	Praq.g_01318	Syad.g_02809
OG0000735	Praq.g_01320	Syad.g_01120
OG0000736	Praq.g_01321	Syad.g_01121
OG0000737	Praq.g_01322	Syad.g_01122
OG0000738	Praq.g_01326	Syad.g_01127
OG0000739	Praq.g_01327	Syad.g_01145
OG0000740	Praq.g_01328	Syad.g_01146
OG0000741	Praq.g_01329	Syad.g_01149
OG0000742	Praq.g_01332	Syad.g_01151
OG0000743	Praq.g_01334	Syad.g_01153
OG0000744	Praq.g_01335	Syad.g_01154
OG0000745	Praq.g_01336	Syad.g_01156
OG0000746	Praq.g_01338	Syad.g_01158
OG0000747	Praq.g_01339	Syad.g_01159
OG0000748	Praq.g_01342	Syad.g_01170
OG0000749	Praq.g_01343	Syad.g_01173
OG0000750	Praq.g_01344	Syad.g_01174
OG0000751	Praq.g_01346	Syad.g_01182
OG0000752	Praq.g_01348	Syad.g_01184
OG0000753	Praq.g_01351	Syad.g_01187
OG0000754	Praq.g_01354	Syad.g_01516
OG0000755	Praq.g_01357	Syad.g_01504
OG0000756	Praq.g_01358	Syad.g_01498
OG0000757	Praq.g_01364	Syad.g_01487
OG0000758	Praq.g_01365	Syad.g_01486
OG0000759	Praq.g_01366	Syad.g_01485
OG0000760	Praq.g_01367	Syad.g_01484
OG0000761	Praq.g_01368	Syad.g_01480
OG0000762	Praq.g_01369	Syad.g_01474
OG0000763	Praq.g_01371	Syad.g_01468
OG0000764	Praq.g_01372	Syad.g_01467
OG0000765	Praq.g_01381	Syad.g_01447
OG0000766	Praq.g_01382	Syad.g_01446
OG0000767	Praq.g_01384	Syad.g_01444
OG0000768	Praq.g_01385	Syad.g_01443
OG0000769	Praq.g_01387	Syad.g_01441
OG0000770	Praq.g_01389	Syad.g_01437
OG0000771	Praq.g_00257	Syad.g_01278
OG0000772	Praq.g_00112	Syad.g_02078
OG0000773	Praq.g_00124	Syad.g_01114
OG0000774	Praq.g_00126	Syad.g_02396
OG0000775	Praq.g_00128	Syad.g_02398
OG0000776	Praq.g_00129	Syad.g_02399
OG0000777	Praq.g_00130	Syad.g_02400
OG0000778	Praq.g_00131	Syad.g_02401
OG0000779	Praq.g_00135	Syad.g_02407
OG0000780	Praq.g_00136	Syad.g_02411
OG0000781	Praq.g_00139	Syad.g_02415
OG0000782	Praq.g_00140	Syad.g_02416
OG0000783	Praq.g_00141	Syad.g_02418
OG0000784	Praq.g_00142	Syad.g_02419
OG0000785	Praq.g_00144	Syad.g_02421
OG0000786	Praq.g_00146	Syad.g_01101
OG0000787	Praq.g_00147	Syad.g_01100
OG0000788	Praq.g_00162	Syad.g_02139
OG0000789	Praq.g_00165	Syad.g_01982
OG0000790	Praq.g_00182	Syad.g_00886
OG0000791	Praq.g_00184	Syad.g_00885
OG0000792	Praq.g_00185	Syad.g_00884
OG0000793	Praq.g_00188	Syad.g_00879
OG0000794	Praq.g_00189	Syad.g_00878
OG0000795	Praq.g_00190	Syad.g_00877
OG0000796	Praq.g_00194	Syad.g_00871
OG0000797	Praq.g_00195	Syad.g_00870
OG0000798	Praq.g_00222	Syad.g_00525
OG0000799	Praq.g_00276	Syad.g_02243
OG0000800	Praq.g_00277	Syad.g_02245
OG0000801	Praq.g_00278	Syad.g_02246
OG0000802	Praq.g_00280	Syad.g_02251
OG0000803	Praq.g_00282	Syad.g_02255
OG0000804	Praq.g_00283	Syad.g_02260
OG0000805	Praq.g_00285	Syad.g_02266
OG0000806	Praq.g_00287	Syad.g_02267
OG0000807	Praq.g_00288	Syad.g_02269
OG0000808	Praq.g_00289	Syad.g_02270
OG0000809	Praq.g_00292	Syad.g_02273
OG0000810	Praq.g_00293	Syad.g_02274
OG0000811	Praq.g_00297	Syad.g_02283
OG0000812	Praq.g_00299	Syad.g_02285
OG0000813	Praq.g_00300	Syad.g_02286
OG0000814	Praq.g_00302	Syad.g_02288
OG0000815	Praq.g_00303	Syad.g_02289
OG0000816	Praq.g_00305	Syad.g_02290
OG0000817	Praq.g_00306	Syad.g_02291
OG0000818	Praq.g_00311	Syad.g_02297
OG0000819	Praq.g_00312	Syad.g_02298
OG0000820	Praq.g_00313	Syad.g_02299
OG0000821	Praq.g_00317	Syad.g_02305
OG0000822	Praq.g_00318	Syad.g_02307
OG0000823	Praq.g_00319	Syad.g_02308
OG0000824	Praq.g_00322	Syad.g_02314
OG0000825	Praq.g_00323	Syad.g_02315
OG0000826	Praq.g_00324	Syad.g_02316
OG0000827	Praq.g_00325	Syad.g_02317
OG0000828	Praq.g_00328	Syad.g_02320
OG0000829	Praq.g_00329	Syad.g_02321
OG0000830	Praq.g_00330	Syad.g_02322
OG0000831	Praq.g_00332	Syad.g_02325
OG0000832	Praq.g_00338	Syad.g_02538
OG0000833	Praq.g_00346	Syad.g_02550
OG0000834	Praq.g_00347	Syad.g_02552
OG0000835	Praq.g_00348	Syad.g_02553
OG0000836	Praq.g_00349	Syad.g_02557
OG0000837	Praq.g_00350	Syad.g_02561
OG0000838	Praq.g_00352	Syad.g_02565
OG0000839	Praq.g_00353	Syad.g_02566
OG0000840	Praq.g_00354	Syad.g_02567
OG0000841	Praq.g_00355	Syad.g_02568
OG0000842	Praq.g_00356	Syad.g_02569
OG0000843	Praq.g_00357	Syad.g_02570
OG0000844	Praq.g_00358	Syad.g_02577
OG0000845	Praq.g_00359	Syad.g_02578
OG0000846	Praq.g_00360	Syad.g_02579
OG0000847	Praq.g_00361	Syad.g_02580
OG0000848	Praq.g_00362	Syad.g_02582
OG0000849	Praq.g_00363	Syad.g_02583
OG0000850	Praq.g_00365	Syad.g_02586
OG0000851	Praq.g_00366	Syad.g_02592
OG0000852	Praq.g_00367	Syad.g_02593
OG0000853	Praq.g_00371	Syad.g_02597
OG0000854	Praq.g_00373	Syad.g_02606
OG0000855	Praq.g_00374	Syad.g_02607
OG0000856	Praq.g_00001	Syad.g_02166
OG0000857	Praq.g_00030	Syad.g_01871
OG0000858	Praq.g_01953	Syad.g_02613
OG0000859	Praq.g_01952	Syad.g_02614
OG0000860	Praq.g_00495	Syad.g_02625
OG0000861	Praq.g_00494	Syad.g_02626
OG0000862	Praq.g_00493	Syad.g_02628
OG0000863	Praq.g_00491	Syad.g_02631
OG0000864	Praq.g_00490	Syad.g_02632
OG0000865	Praq.g_00489	Syad.g_02633
OG0000866	Praq.g_00488	Syad.g_02634
OG0000867	Praq.g_00487	Syad.g_02635
OG0000868	Praq.g_00486	Syad.g_02637
OG0000869	Praq.g_00482	Syad.g_02643
OG0000870	Praq.g_00477	Syad.g_02648
OG0000871	Praq.g_00476	Syad.g_02649
OG0000872	Praq.g_00475	Syad.g_02657
OG0000873	Praq.g_00472	Syad.g_02660
OG0000874	Praq.g_00469	Syad.g_02655
OG0000875	Praq.g_00468	Syad.g_02662
OG0000876	Praq.g_00467	Syad.g_03003
OG0000877	Praq.g_00465	Syad.g_02480
OG0000878	Praq.g_00464	Syad.g_02481
OG0000879	Praq.g_00463	Syad.g_02482
OG0000880	Praq.g_00462	Syad.g_02483
OG0000881	Praq.g_00458	Syad.g_02489
OG0000882	Praq.g_00453	Syad.g_02494
OG0000883	Praq.g_00452	Syad.g_02497
OG0000884	Praq.g_00450	Syad.g_02499
OG0000885	Praq.g_00449	Syad.g_02500
OG0000886	Praq.g_00448	Syad.g_02501
OG0000887	Praq.g_00447	Syad.g_02502
OG0000888	Praq.g_00445	Syad.g_02504
OG0000889	Praq.g_00443	Syad.g_02506
OG0000890	Praq.g_00442	Syad.g_02512
OG0000891	Praq.g_00441	Syad.g_02513
OG0000892	Praq.g_00956	Syad.g_02517
OG0000893	Praq.g_00951	Syad.g_00589
OG0000894	Praq.g_00949	Syad.g_00592
OG0000895	Praq.g_00946	Syad.g_00596
OG0000896	Praq.g_00945	Syad.g_00597
OG0000897	Praq.g_00943	Syad.g_00599
OG0000898	Praq.g_00942	Syad.g_00600
OG0000899	Praq.g_00941	Syad.g_00601
OG0000900	Praq.g_00940	Syad.g_00602
OG0000901	Praq.g_00937	Syad.g_00607
OG0000902	Praq.g_00935	Syad.g_00609
OG0000903	Praq.g_00932	Syad.g_00645
OG0000904	Praq.g_00930	Syad.g_00640
OG0000905	Praq.g_00925	Syad.g_00632
OG0000906	Praq.g_00924	Syad.g_00630
OG0000907	Praq.g_00921	Syad.g_00648
OG0000908	Praq.g_00918	Syad.g_00651
OG0000909	Praq.g_00917	Syad.g_00652
OG0000910	Praq.g_00916	Syad.g_00653
OG0000911	Praq.g_00914	Syad.g_00655
OG0000912	Praq.g_00913	Syad.g_00656
OG0000913	Praq.g_00912	Syad.g_00657
OG0000914	Praq.g_00911	Syad.g_00658
OG0000915	Praq.g_00910	Syad.g_00660
OG0000916	Praq.g_00909	Syad.g_00661
OG0000917	Praq.g_00908	Syad.g_00662
OG0000918	Praq.g_00907	Syad.g_00663
OG0000919	Praq.g_00906	Syad.g_00664
OG0000920	Praq.g_00905	Syad.g_00665
OG0000921	Praq.g_00904	Syad.g_00666
OG0000922	Praq.g_00903	Syad.g_00667
OG0000923	Praq.g_00899	Syad.g_00671
OG0000924	Praq.g_00898	Syad.g_00672
OG0000925	Praq.g_00897	Syad.g_00673
OG0000926	Praq.g_00896	Syad.g_00674
OG0000927	Praq.g_00894	Syad.g_00676
OG0000928	Praq.g_00893	Syad.g_00677
OG0000929	Praq.g_00892	Syad.g_00678
OG0000930	Praq.g_00891	Syad.g_00679
OG0000931	Praq.g_00890	Syad.g_00680
OG0000932	Praq.g_00889	Syad.g_00681
OG0000933	Praq.g_00885	Syad.g_00687
OG0000934	Praq.g_00883	Syad.g_00689
OG0000935	Praq.g_00882	Syad.g_00690
OG0000936	Praq.g_00881	Syad.g_00691
OG0000937	Praq.g_00880	Syad.g_00692
OG0000938	Praq.g_00878	Syad.g_00695
OG0000939	Praq.g_00877	Syad.g_00696
OG0000940	Praq.g_00871	Syad.g_00703
OG0000941	Praq.g_00869	Syad.g_00705
OG0000942	Praq.g_00867	Syad.g_00707
OG0000943	Praq.g_00866	Syad.g_00708
OG0000944	Praq.g_00865	Syad.g_00710
OG0000945	Praq.g_00864	Syad.g_00711
OG0000946	Praq.g_00727	Syad.g_00716
OG0000947	Praq.g_00729	Syad.g_00719
OG0000948	Praq.g_00730	Syad.g_00720
OG0000949	Praq.g_00733	Syad.g_00432
OG0000950	Praq.g_00738	Syad.g_00418
OG0000951	Praq.g_00742	Syad.g_00411
OG0000952	Praq.g_00746	Syad.g_00375
OG0000953	Praq.g_00749	Syad.g_00369
OG0000954	Praq.g_00753	Syad.g_00364
OG0000955	Praq.g_00754	Syad.g_00363
OG0000956	Praq.g_00756	Syad.g_00361
OG0000957	Praq.g_00761	Syad.g_00350
OG0000958	Praq.g_00762	Syad.g_00349
OG0000959	Praq.g_00766	Syad.g_00345
OG0000960	Praq.g_00767	Syad.g_00344
OG0000961	Praq.g_00769	Syad.g_00335
OG0000962	Praq.g_00771	Syad.g_00332
OG0000963	Praq.g_00774	Syad.g_00325
OG0000964	Praq.g_00679	Syad.g_00324
OG0000965	Praq.g_00680	Syad.g_00323
OG0000966	Praq.g_00687	Syad.g_00246
OG0000967	Praq.g_00691	Syad.g_00234
OG0000968	Praq.g_00693	Syad.g_00243
OG0000969	Praq.g_00694	Syad.g_00240
OG0000970	Praq.g_00695	Syad.g_00239
OG0000971	Praq.g_00696	Syad.g_00229
OG0000972	Praq.g_00697	Syad.g_00228
OG0000973	Praq.g_00698	Syad.g_00227
OG0000974	Praq.g_00699	Syad.g_00226
OG0000975	Praq.g_00700	Syad.g_00225
OG0000976	Praq.g_00701	Syad.g_00224
OG0000977	Praq.g_00702	Syad.g_00222
OG0000978	Praq.g_00703	Syad.g_00221
OG0000979	Praq.g_00706	Syad.g_00218
OG0000980	Praq.g_00708	Syad.g_00215
OG0000981	Praq.g_00710	Syad.g_00212
OG0000982	Praq.g_00712	Syad.g_03035
OG0000983	Praq.g_00713	Syad.g_03036
OG0000984	Praq.g_00714	Syad.g_03037
OG0000985	Praq.g_00717	Syad.g_03039
OG0000986	Praq.g_00719	Syad.g_03049
OG0000987	Praq.g_00720	Syad.g_00002
OG0000988	Praq.g_00723	Syad.g_00008
OG0000989	Praq.g_00391	Syad.g_00020
OG0000990	Praq.g_00394	Syad.g_00061
OG0000991	Praq.g_00395	Syad.g_00064
OG0000992	Praq.g_00397	Syad.g_00067
OG0000993	Praq.g_00398	Syad.g_00069
OG0000994	Praq.g_00399	Syad.g_00071
OG0000995	Praq.g_00403	Syad.g_00077
OG0000996	Praq.g_00404	Syad.g_00121
OG0000997	Praq.g_00405	Syad.g_00128
OG0000998	Praq.g_00407	Syad.g_00130
OG0000999	Praq.g_00408	Syad.g_00131
OG0001000	Praq.g_00411	Syad.g_00136
OG0001001	Praq.g_00413	Syad.g_00141
OG0001002	Praq.g_00417	Syad.g_00148
OG0001003	Praq.g_00418	Syad.g_00150
OG0001004	Praq.g_00419	Syad.g_00151
OG0001005	Praq.g_00420	Syad.g_00152
OG0001006	Praq.g_00424	Syad.g_00160
OG0001007	Praq.g_00426	Syad.g_00162
OG0001008	Praq.g_01120	Syad.g_02449
OG0001009	Praq.g_01230	Syad.g_00194
OG0001010	Praq.g_01231	Syad.g_00195
OG0001011	Praq.g_01232	Syad.g_00196
OG0001012	Praq.g_01258	Syad.g_03030
OG0001013	Praq.g_01264	Syad.g_03011
OG0001014	Praq.g_01267	Syad.g_03002
OG0001015	Praq.g_01268	Syad.g_03001
OG0001016	Praq.g_01930	Syad.g_02734
OG0001017	Praq.g_01926	Syad.g_02740
OG0001018	Praq.g_01923	Syad.g_02742
OG0001019	Praq.g_01914	Syad.g_02771
OG0001020	Praq.g_01913	Syad.g_02777
OG0001021	Praq.g_01912	Syad.g_02781
OG0001022	Praq.g_01909	Syad.g_02786
OG0001023	Praq.g_01908	Syad.g_02787
OG0001024	Praq.g_01905	Syad.g_02791
OG0001025	Praq.g_01899	Syad.g_02798
OG0001026	Praq.g_01892	Syad.g_02811
OG0001027	Praq.g_01891	Syad.g_02817
OG0001028	Praq.g_01889	Syad.g_02819
OG0001029	Praq.g_01888	Syad.g_02821
OG0001030	Praq.g_01873	Syad.g_02848
OG0001031	Praq.g_01816	Syad.g_02925
OG0001032	Praq.g_01815	Syad.g_02928
OG0001033	Praq.g_01794	Syad.g_02956
OG0001034	Praq.g_01766	Syad.g_00819
OG0001035	Praq.g_01749	Syad.g_00559
OG0001036	Praq.g_01744	Syad.g_00554
OG0001037	Praq.g_01743	Syad.g_00552
OG0001039	Praq.g_01722	Syad.g_00522
OG0001040	Praq.g_01719	Syad.g_00519
OG0001041	Praq.g_01715	Syad.g_00514
OG0001042	Praq.g_01698	Syad.g_00485
OG0001043	Praq.g_01697	Syad.g_00481
OG0001044	Praq.g_01212	Syad.g_00760
OG0001045	Praq.g_01203	Syad.g_00773
OG0001046	Praq.g_01164	Syad.g_01722
OG0001047	Praq.g_01118	Syad.g_02447
OG0001048	Praq.g_01117	Syad.g_02446
OG0001049	Praq.g_01115	Syad.g_02443
OG0001050	Praq.g_01114	Syad.g_02442
OG0001051	Praq.g_01113	Syad.g_02441
OG0001052	Praq.g_00522	Syad.g_02357
OG0001054	Praq.g_01104	Syad.g_00925
OG0001055	Praq.g_01085	Syad.g_00946
OG0001056	Praq.g_01066	Syad.g_00982
OG0001057	Praq.g_01061	Syad.g_00996
OG0001058	Praq.g_01053	Syad.g_01015
OG0001059	Praq.g_01049	Syad.g_01018
OG0001060	Praq.g_01042	Syad.g_01025
OG0001061	Praq.g_01029	Syad.g_01047
OG0001062	Praq.g_01027	Syad.g_01049
OG0001063	Praq.g_01025	Syad.g_01056
OG0001064	Praq.g_01024	Syad.g_01057
OG0001065	Praq.g_01023	Syad.g_01058
OG0001066	Praq.g_01022	Syad.g_01059
OG0001067	Praq.g_01021	Syad.g_01060
OG0001068	Praq.g_01020	Syad.g_01061
OG0001069	Praq.g_01019	Syad.g_01062
OG0001070	Praq.g_01016	Syad.g_01065
OG0001071	Praq.g_01015	Syad.g_01066
OG0001072	Praq.g_01013	Syad.g_01070
OG0001073	Praq.g_00998	Syad.g_01090
OG0001074	Praq.g_00987	Syad.g_02197
OG0001075	Praq.g_00986	Syad.g_02196
OG0001076	Praq.g_00978	Syad.g_02175
OG0001077	Praq.g_00974	Syad.g_02164
OG0001078	Praq.g_00966	Syad.g_02151
OG0001079	Praq.g_00776	Syad.g_02138
OG0001080	Praq.g_00782	Syad.g_02008
OG0001081	Praq.g_00784	Syad.g_01568
OG0001082	Praq.g_00785	Syad.g_01569
OG0001083	Praq.g_00790	Syad.g_01578
OG0001084	Praq.g_00791	Syad.g_01586
OG0001085	Praq.g_00799	Syad.g_01596
OG0001086	Praq.g_00800	Syad.g_01598
OG0001087	Praq.g_00817	Syad.g_01372
OG0001088	Praq.g_00818	Syad.g_01368
OG0001089	Praq.g_00826	Syad.g_01302
OG0001090	Praq.g_00584	Syad.g_01817
OG0001091	Praq.g_00586	Syad.g_01815
OG0001092	Praq.g_00587	Syad.g_01812
OG0001093	Praq.g_00592	Syad.g_01806
OG0001094	Praq.g_00664	Syad.g_01895
OG0001095	Praq.g_01411	Syad.g_01874
OG0001096	Praq.g_01424	Syad.g_01847
OG0001097	Praq.g_01442	Syad.g_01223
OG0001098	Praq.g_01458	Syad.g_02005, Syad.g_01995
OG0001099	Praq.g_01478	Syad.g_02820
OG0001100	Praq.g_01482	Syad.g_01608
OG0001101	Praq.g_01484	Syad.g_01610
OG0001102	Praq.g_01487	Syad.g_01613
OG0001103	Praq.g_01489	Syad.g_01616
OG0001104	Praq.g_01511	Syad.g_01911
OG0001105	Praq.g_01515	Syad.g_01907
OG0001106	Praq.g_01539	Syad.g_01771
OG0001107	Praq.g_01546	Syad.g_01759
OG0001108	Praq.g_01550	Syad.g_01744
OG0001109	Praq.g_01551	Syad.g_01739
OG0001110	Praq.g_01553	Syad.g_01737
OG0001111	Praq.g_01554	Syad.g_01735
OG0001112	Praq.g_01555	Syad.g_01733
OG0001113	Praq.g_01556	Syad.g_01732
OG0001114	Praq.g_01557	Syad.g_01731
OG0001115	Praq.g_01559	Syad.g_01727
OG0001116	Praq.g_01560	Syad.g_01725
OG0001117	Praq.g_01561	Syad.g_01724
OG0001118	Praq.g_01562	Syad.g_01723
OG0001119	Praq.g_01563	Syad.g_01721
OG0001120	Praq.g_01565	Syad.g_01717
OG0001121	Praq.g_01298	Syad.g_01503
OG0001122	Praq.g_01591	Syad.g_01689
OG0001123	Praq.g_01595	Syad.g_01682
OG0001124	Praq.g_01597	Syad.g_01680
OG0001125	Praq.g_01598	Syad.g_01678
OG0001126	Praq.g_01608	Syad.g_01276
OG0001127	Praq.g_01609	Syad.g_01277
OG0001128	Praq.g_01611	Syad.g_01280
OG0001129	Praq.g_01612	Syad.g_01282
OG0001130	Praq.g_01613	Syad.g_01283
OG0001131	Praq.g_01649	Syad.g_01953
OG0001132	Praq.g_01658	Syad.g_02038
OG0001133	Praq.g_01287	Syad.g_02172
OG0001134	Praq.g_01300	Syad.g_01527
OG0001136	Praq.g_01330	Syad.g_01150
OG0001137	Praq.g_01341	Syad.g_01169
OG0001138	Praq.g_01359	Syad.g_01493
OG0001139	Praq.g_01360	Syad.g_01491
OG0001140	Praq.g_01361	Syad.g_01490
OG0001141	Praq.g_01362	Syad.g_01489
OG0001142	Praq.g_01363	Syad.g_01488
OG0001143	Praq.g_01370	Syad.g_01473
OG0001144	Praq.g_01375	Syad.g_01457
OG0001145	Praq.g_00125	Syad.g_01112
OG0001146	Praq.g_00137	Syad.g_02412
OG0001147	Praq.g_00161	Syad.g_02349
OG0001148	Praq.g_00179	Syad.g_00889
OG0001149	Praq.g_00180	Syad.g_00888
OG0001150	Praq.g_00181	Syad.g_00887
OG0001151	Praq.g_00192	Syad.g_00875
OG0001152	Praq.g_00193	Syad.g_00872
OG0001153	Praq.g_00326	Syad.g_02318
OG0001154	Praq.g_00327	Syad.g_02319
OG0001155	Praq.g_00339	Syad.g_02540
OG0001156	Praq.g_00342	Syad.g_02543
OG0001157	Praq.g_00343	Syad.g_02544
OG0001158	Praq.g_00344	Syad.g_02546
OG0001159	Praq.g_00345	Syad.g_02547
OG0001160	Praq.g_00369	Syad.g_02595
OG0001161	Praq.g_00382	Syad.g_00026
OG0001162	Praq.g_00005	Syad.g_01844
OG0001165	Praq.g_00498	Syad.g_02621
OG0001166	Praq.g_00478	Syad.g_02647
OG0001167	Praq.g_00461	Syad.g_02486
OG0001168	Praq.g_00459	Syad.g_02488
OG0001169	Praq.g_00457	Syad.g_02490
OG0001170	Praq.g_00455	Syad.g_02492
OG0001171	Praq.g_00446	Syad.g_02503
OG0001172	Praq.g_00948	Syad.g_00594
OG0001173	Praq.g_00947	Syad.g_00595
OG0001174	Praq.g_00939	Syad.g_00603
OG0001175	Praq.g_00938	Syad.g_00604
OG0001176	Praq.g_00931	Syad.g_00644
OG0001177	Praq.g_00928	Syad.g_00641
OG0001178	Praq.g_00923	Syad.g_02629
OG0001179	Praq.g_00895	Syad.g_00675
