Orthogroup	Praq	Syai
OG0000594	Praq.g_00969	Syai.g_01101
OG0000595	Praq.g_00968	Syai.g_01102
OG0000596	Praq.g_00964	Syai.g_01107
OG0000597	Praq.g_00962	Syai.g_01110
OG0000598	Praq.g_00961	Syai.g_01111
OG0000599	Praq.g_00958	Syai.g_01114
OG0000600	Praq.g_00957	Syai.g_01115
OG0000601	Praq.g_00775	Syai.g_01116
OG0000602	Praq.g_00777	Syai.g_01121
OG0000603	Praq.g_00778	Syai.g_01122
OG0000604	Praq.g_00779	Syai.g_01125
OG0000605	Praq.g_00780	Syai.g_01609
OG0000606	Praq.g_00783	Syai.g_01221
OG0000607	Praq.g_00786	Syai.g_01224
OG0000608	Praq.g_00787	Syai.g_01225
OG0000609	Praq.g_00788	Syai.g_01227
OG0000610	Praq.g_00793	Syai.g_01234
OG0000611	Praq.g_00796	Syai.g_01237
OG0000612	Praq.g_00797	Syai.g_01238
OG0000613	Praq.g_00802	Syai.g_00196
OG0000614	Praq.g_00821	Syai.g_01981
OG0000615	Praq.g_00829	Syai.g_01286
OG0000616	Praq.g_00833	Syai.g_02914
OG0000617	Praq.g_00589	Syai.g_01393
OG0000618	Praq.g_00590	Syai.g_01394
OG0000619	Praq.g_00591	Syai.g_01395
OG0000620	Praq.g_00594	Syai.g_01402
OG0000621	Praq.g_00595	Syai.g_01403
OG0000622	Praq.g_00596	Syai.g_01404
OG0000623	Praq.g_00597	Syai.g_01405
OG0000624	Praq.g_00598	Syai.g_01407
OG0000625	Praq.g_00599	Syai.g_01408
OG0000626	Praq.g_00600	Syai.g_01409
OG0000627	Praq.g_00601	Syai.g_01575
OG0000628	Praq.g_00602	Syai.g_01573
OG0000629	Praq.g_00603	Syai.g_01570
OG0000630	Praq.g_00606	Syai.g_01566
OG0000631	Praq.g_00661	Syai.g_01557
OG0000632	Praq.g_00662	Syai.g_01556
OG0000633	Praq.g_00663	Syai.g_01555
OG0000634	Praq.g_00666	Syai.g_01317
OG0000635	Praq.g_00667	Syai.g_01318
OG0000636	Praq.g_00669	Syai.g_01320
OG0000637	Praq.g_00671	Syai.g_01322
OG0000638	Praq.g_00672	Syai.g_01323
OG0000639	Praq.g_00673	Syai.g_01324
OG0000640	Praq.g_00674	Syai.g_01325
OG0000641	Praq.g_00678	Syai.g_01329
OG0000642	Praq.g_01407	Syai.g_01330
OG0000643	Praq.g_01408	Syai.g_01349
OG0000644	Praq.g_01409	Syai.g_01350
OG0000645	Praq.g_01410	Syai.g_01352
OG0000646	Praq.g_01412	Syai.g_01355
OG0000647	Praq.g_01413	Syai.g_01357
OG0000648	Praq.g_01415	Syai.g_01362
OG0000649	Praq.g_01416	Syai.g_01363
OG0000650	Praq.g_01417	Syai.g_01364
OG0000651	Praq.g_01418	Syai.g_01365
OG0000652	Praq.g_01419	Syai.g_01366
OG0000653	Praq.g_01421	Syai.g_01368
OG0000654	Praq.g_01422	Syai.g_01369
OG0000655	Praq.g_01423	Syai.g_01370
OG0000656	Praq.g_01426	Syai.g_01373
OG0000657	Praq.g_01433	Syai.g_02045
OG0000658	Praq.g_01434	Syai.g_02049
OG0000659	Praq.g_01435	Syai.g_02050
OG0000660	Praq.g_01439	Syai.g_02054
OG0000661	Praq.g_01441	Syai.g_02056
OG0000662	Praq.g_01443	Syai.g_02058
OG0000663	Praq.g_01445	Syai.g_02061
OG0000664	Praq.g_01446	Syai.g_02062
OG0000665	Praq.g_01450	Syai.g_02431
OG0000666	Praq.g_01451	Syai.g_01610
OG0000667	Praq.g_01456	Syai.g_01724
OG0000668	Praq.g_01473	Syai.g_01436
OG0000669	Praq.g_01481	Syai.g_01251
OG0000670	Praq.g_01483	Syai.g_00561
OG0000671	Praq.g_01485	Syai.g_01255
OG0000672	Praq.g_01488	Syai.g_01259
OG0000673	Praq.g_01491	Syai.g_01262
OG0000674	Praq.g_01493	Syai.g_01264
OG0000675	Praq.g_01494	Syai.g_01265
OG0000676	Praq.g_01496	Syai.g_01275
OG0000677	Praq.g_01497	Syai.g_01276
OG0000678	Praq.g_01499	Syai.g_01279
OG0000679	Praq.g_01503	Syai.g_01288
OG0000680	Praq.g_01504	Syai.g_01289
OG0000681	Praq.g_01506	Syai.g_01292
OG0000682	Praq.g_01507	Syai.g_01293
OG0000683	Praq.g_01508	Syai.g_01294
OG0000684	Praq.g_01510	Syai.g_01299
OG0000685	Praq.g_01512	Syai.g_01301
OG0000686	Praq.g_01513	Syai.g_01302
OG0000687	Praq.g_01514	Syai.g_01303
OG0000688	Praq.g_01517	Syai.g_01307
OG0000689	Praq.g_01518	Syai.g_01309
OG0000690	Praq.g_01519	Syai.g_01310
OG0000691	Praq.g_01520	Syai.g_01311
OG0000692	Praq.g_01522	Syai.g_01312
OG0000693	Praq.g_01523	Syai.g_01313
OG0000694	Praq.g_01524	Syai.g_01314
OG0000695	Praq.g_01526	Syai.g_01553
OG0000696	Praq.g_01527	Syai.g_01552
OG0000697	Praq.g_01528	Syai.g_01550
OG0000698	Praq.g_01531	Syai.g_01547
OG0000699	Praq.g_01532	Syai.g_01545
OG0000700	Praq.g_01533	Syai.g_01544
OG0000701	Praq.g_01534	Syai.g_01543
OG0000702	Praq.g_01536	Syai.g_01521
OG0000703	Praq.g_01537	Syai.g_01520
OG0000704	Praq.g_01538	Syai.g_01518
OG0000705	Praq.g_01542	Syai.g_01511
OG0000706	Praq.g_01543	Syai.g_01510
OG0000707	Praq.g_01544	Syai.g_01509
OG0000708	Praq.g_01545	Syai.g_01506
OG0000709	Praq.g_01549	Syai.g_01497
OG0000710	Praq.g_01552	Syai.g_01487
OG0000711	Praq.g_01568	Syai.g_01456
OG0000712	Praq.g_01570	Syai.g_01454
OG0000713	Praq.g_01571	Syai.g_01453
OG0000714	Praq.g_01572	Syai.g_01451
OG0000715	Praq.g_01574	Syai.g_01449
OG0000716	Praq.g_01576	Syai.g_01445
OG0000717	Praq.g_01577	Syai.g_01444
OG0000718	Praq.g_01588	Syai.g_01440
OG0000719	Praq.g_01590	Syai.g_01438
OG0000720	Praq.g_01599	Syai.g_01425
OG0000721	Praq.g_01601	Syai.g_01423
OG0000722	Praq.g_01602	Syai.g_01422
OG0000723	Praq.g_01605	Syai.g_01411
OG0000724	Praq.g_01614	Syai.g_02013
OG0000725	Praq.g_01620	Syai.g_02004
OG0000726	Praq.g_01621	Syai.g_02003
OG0000727	Praq.g_01622	Syai.g_02002
OG0000728	Praq.g_01624	Syai.g_02000
OG0000729	Praq.g_01669	Syai.g_00097
OG0000730	Praq.g_01273	Syai.g_00483
OG0000731	Praq.g_01276	Syai.g_00495
OG0000732	Praq.g_01282	Syai.g_00058
OG0000733	Praq.g_01301	Syai.g_02805
OG0000734	Praq.g_01318	Syai.g_02548
OG0000735	Praq.g_01320	Syai.g_02159
OG0000736	Praq.g_01321	Syai.g_02158
OG0000737	Praq.g_01322	Syai.g_02157
OG0000738	Praq.g_01326	Syai.g_02152
OG0000739	Praq.g_01327	Syai.g_02151
OG0000740	Praq.g_01328	Syai.g_02150
OG0000741	Praq.g_01329	Syai.g_02147
OG0000742	Praq.g_01332	Syai.g_02145
OG0000743	Praq.g_01334	Syai.g_02143
OG0000744	Praq.g_01335	Syai.g_02142
OG0000745	Praq.g_01336	Syai.g_02140
OG0000746	Praq.g_01338	Syai.g_02138
OG0000747	Praq.g_01339	Syai.g_02137
OG0000748	Praq.g_01342	Syai.g_02125
OG0000749	Praq.g_01343	Syai.g_02123
OG0000750	Praq.g_01344	Syai.g_02122
OG0000751	Praq.g_01346	Syai.g_02116
OG0000752	Praq.g_01348	Syai.g_02114
OG0000753	Praq.g_01351	Syai.g_02111
OG0000754	Praq.g_01354	Syai.g_01750
OG0000755	Praq.g_01357	Syai.g_01760
OG0000756	Praq.g_01358	Syai.g_01761
OG0000757	Praq.g_01364	Syai.g_01769
OG0000758	Praq.g_01365	Syai.g_01770
OG0000759	Praq.g_01366	Syai.g_01771
OG0000760	Praq.g_01367	Syai.g_01772
OG0000761	Praq.g_01368	Syai.g_01775
OG0000762	Praq.g_01369	Syai.g_01777
OG0000763	Praq.g_01371	Syai.g_01779
OG0000764	Praq.g_01372	Syai.g_01780
OG0000765	Praq.g_01381	Syai.g_01797
OG0000766	Praq.g_01382	Syai.g_01798
OG0000767	Praq.g_01384	Syai.g_01800
OG0000768	Praq.g_01385	Syai.g_01801
OG0000769	Praq.g_01387	Syai.g_01803
OG0000770	Praq.g_01389	Syai.g_01822
OG0000771	Praq.g_00257	Syai.g_02019
OG0000772	Praq.g_00112	Syai.g_01639
OG0000773	Praq.g_00124	Syai.g_02164
OG0000774	Praq.g_00126	Syai.g_02168
OG0000775	Praq.g_00128	Syai.g_02172
OG0000776	Praq.g_00129	Syai.g_02173
OG0000777	Praq.g_00130	Syai.g_02174
OG0000778	Praq.g_00131	Syai.g_02175
OG0000779	Praq.g_00135	Syai.g_02181
OG0000780	Praq.g_00136	Syai.g_02184
OG0000781	Praq.g_00139	Syai.g_02188
OG0000782	Praq.g_00140	Syai.g_02189
OG0000783	Praq.g_00141	Syai.g_02190
OG0000784	Praq.g_00142	Syai.g_02191
OG0000785	Praq.g_00144	Syai.g_02193
OG0000786	Praq.g_00146	Syai.g_00816
OG0000787	Praq.g_00147	Syai.g_00815
OG0000788	Praq.g_00162	Syai.g_01117
OG0000789	Praq.g_00165	Syai.g_01596
OG0000790	Praq.g_00182	Syai.g_00623
OG0000791	Praq.g_00184	Syai.g_00621
OG0000792	Praq.g_00185	Syai.g_00620
OG0000793	Praq.g_00188	Syai.g_00615
OG0000794	Praq.g_00189	Syai.g_00614
OG0000795	Praq.g_00190	Syai.g_00613
OG0000796	Praq.g_00194	Syai.g_00609
OG0000797	Praq.g_00195	Syai.g_00608
OG0000798	Praq.g_00222	Syai.g_00262
OG0000799	Praq.g_00276	Syai.g_00996
OG0000800	Praq.g_00277	Syai.g_00993
OG0000801	Praq.g_00278	Syai.g_00992
OG0000802	Praq.g_00280	Syai.g_00988
OG0000803	Praq.g_00282	Syai.g_00983
OG0000804	Praq.g_00283	Syai.g_00980
OG0000805	Praq.g_00285	Syai.g_00965
OG0000806	Praq.g_00287	Syai.g_00963
OG0000807	Praq.g_00288	Syai.g_00961
OG0000808	Praq.g_00289	Syai.g_00960
OG0000809	Praq.g_00292	Syai.g_00957
OG0000810	Praq.g_00293	Syai.g_00956
OG0000811	Praq.g_00297	Syai.g_00950
OG0000812	Praq.g_00299	Syai.g_00948
OG0000813	Praq.g_00300	Syai.g_00947
OG0000814	Praq.g_00302	Syai.g_00945
OG0000815	Praq.g_00303	Syai.g_00944
OG0000816	Praq.g_00305	Syai.g_00942
OG0000817	Praq.g_00306	Syai.g_00941
OG0000818	Praq.g_00311	Syai.g_00935
OG0000819	Praq.g_00312	Syai.g_00934
OG0000820	Praq.g_00313	Syai.g_00933
OG0000821	Praq.g_00317	Syai.g_00916
OG0000822	Praq.g_00318	Syai.g_00914
OG0000823	Praq.g_00319	Syai.g_00913
OG0000824	Praq.g_00322	Syai.g_00907
OG0000825	Praq.g_00323	Syai.g_00906
OG0000826	Praq.g_00324	Syai.g_00905
OG0000827	Praq.g_00325	Syai.g_00904
OG0000828	Praq.g_00328	Syai.g_00900
OG0000829	Praq.g_00329	Syai.g_00899
OG0000830	Praq.g_00330	Syai.g_00898
OG0000831	Praq.g_00332	Syai.g_00896
OG0000832	Praq.g_00338	Syai.g_02296
OG0000833	Praq.g_00346	Syai.g_02305
OG0000834	Praq.g_00347	Syai.g_02307
OG0000835	Praq.g_00348	Syai.g_02308
OG0000836	Praq.g_00349	Syai.g_02312
OG0000837	Praq.g_00350	Syai.g_02313
OG0000838	Praq.g_00352	Syai.g_02323
OG0000839	Praq.g_00353	Syai.g_02324
OG0000840	Praq.g_00354	Syai.g_02325
OG0000841	Praq.g_00355	Syai.g_02326
OG0000842	Praq.g_00356	Syai.g_02327
OG0000843	Praq.g_00357	Syai.g_02328
OG0000844	Praq.g_00358	Syai.g_02330
OG0000845	Praq.g_00359	Syai.g_02331
OG0000846	Praq.g_00360	Syai.g_02332
OG0000847	Praq.g_00361	Syai.g_02333
OG0000848	Praq.g_00362	Syai.g_02335
OG0000849	Praq.g_00363	Syai.g_02336
OG0000850	Praq.g_00365	Syai.g_02339
OG0000851	Praq.g_00366	Syai.g_02352
OG0000852	Praq.g_00367	Syai.g_02353
OG0000853	Praq.g_00371	Syai.g_02357
OG0000854	Praq.g_00373	Syai.g_02359
OG0000855	Praq.g_00374	Syai.g_02360
OG0000856	Praq.g_00001	Syai.g_01078
OG0000857	Praq.g_00030	Syai.g_01356
OG0000858	Praq.g_01953	Syai.g_02366
OG0000859	Praq.g_01952	Syai.g_02367
OG0000860	Praq.g_00495	Syai.g_02380
OG0000861	Praq.g_00494	Syai.g_02381
OG0000862	Praq.g_00493	Syai.g_02382
OG0000863	Praq.g_00491	Syai.g_02385
OG0000864	Praq.g_00490	Syai.g_02386
OG0000865	Praq.g_00489	Syai.g_02387
OG0000866	Praq.g_00488	Syai.g_02388
OG0000867	Praq.g_00487	Syai.g_02389
OG0000868	Praq.g_00486	Syai.g_02392
OG0000869	Praq.g_00482	Syai.g_02396
OG0000870	Praq.g_00477	Syai.g_02401
OG0000871	Praq.g_00476	Syai.g_02402
OG0000872	Praq.g_00475	Syai.g_02409
OG0000873	Praq.g_00472	Syai.g_02412
OG0000874	Praq.g_00469	Syai.g_02408
OG0000875	Praq.g_00468	Syai.g_02416
OG0000876	Praq.g_00467	Syai.g_02243
OG0000877	Praq.g_00465	Syai.g_02250
OG0000878	Praq.g_00464	Syai.g_02251
OG0000879	Praq.g_00463	Syai.g_02252
OG0000880	Praq.g_00462	Syai.g_02253
OG0000881	Praq.g_00458	Syai.g_02257
OG0000882	Praq.g_00453	Syai.g_02262
OG0000883	Praq.g_00452	Syai.g_02264
OG0000884	Praq.g_00450	Syai.g_02266
OG0000885	Praq.g_00449	Syai.g_02267
OG0000886	Praq.g_00448	Syai.g_02268
OG0000887	Praq.g_00447	Syai.g_02269
OG0000888	Praq.g_00445	Syai.g_02271
OG0000889	Praq.g_00443	Syai.g_02273
OG0000890	Praq.g_00442	Syai.g_02279
OG0000891	Praq.g_00441	Syai.g_02280
OG0000892	Praq.g_00956	Syai.g_02282
OG0000893	Praq.g_00951	Syai.g_00318
OG0000894	Praq.g_00949	Syai.g_00321
OG0000895	Praq.g_00946	Syai.g_00325
OG0000896	Praq.g_00945	Syai.g_00326
OG0000897	Praq.g_00943	Syai.g_00328
OG0000898	Praq.g_00942	Syai.g_00329
OG0000899	Praq.g_00941	Syai.g_00330
OG0000900	Praq.g_00940	Syai.g_00331
OG0000901	Praq.g_00937	Syai.g_00336
OG0000902	Praq.g_00935	Syai.g_00338
OG0000903	Praq.g_00932	Syai.g_00353
OG0000904	Praq.g_00930	Syai.g_00348
OG0000905	Praq.g_00925	Syai.g_00342
OG0000906	Praq.g_00924	Syai.g_00340
OG0000907	Praq.g_00921	Syai.g_00358
OG0000908	Praq.g_00918	Syai.g_00361
OG0000909	Praq.g_00917	Syai.g_00362
OG0000910	Praq.g_00916	Syai.g_00363
OG0000911	Praq.g_00914	Syai.g_00365
OG0000912	Praq.g_00913	Syai.g_00366
OG0000913	Praq.g_00912	Syai.g_00367
OG0000914	Praq.g_00911	Syai.g_00368
OG0000915	Praq.g_00910	Syai.g_00370
OG0000916	Praq.g_00909	Syai.g_00371
OG0000917	Praq.g_00908	Syai.g_00372
OG0000918	Praq.g_00907	Syai.g_00373
OG0000919	Praq.g_00906	Syai.g_00374
OG0000920	Praq.g_00905	Syai.g_00375
OG0000921	Praq.g_00904	Syai.g_00376
OG0000922	Praq.g_00903	Syai.g_00377
OG0000923	Praq.g_00899	Syai.g_00381
OG0000924	Praq.g_00898	Syai.g_00382
OG0000925	Praq.g_00897	Syai.g_00383
OG0000926	Praq.g_00896	Syai.g_00384
OG0000927	Praq.g_00894	Syai.g_00386
OG0000928	Praq.g_00893	Syai.g_00387
OG0000929	Praq.g_00892	Syai.g_00388
OG0000930	Praq.g_00891	Syai.g_00389
OG0000931	Praq.g_00890	Syai.g_00390
OG0000932	Praq.g_00889	Syai.g_00391
OG0000933	Praq.g_00885	Syai.g_00397
OG0000934	Praq.g_00883	Syai.g_00399
OG0000935	Praq.g_00882	Syai.g_00400
OG0000936	Praq.g_00881	Syai.g_00401
OG0000937	Praq.g_00880	Syai.g_00402
OG0000938	Praq.g_00878	Syai.g_00405
OG0000939	Praq.g_00877	Syai.g_00406
OG0000940	Praq.g_00871	Syai.g_00413
OG0000941	Praq.g_00869	Syai.g_00415
OG0000942	Praq.g_00867	Syai.g_00417
OG0000943	Praq.g_00866	Syai.g_00418
OG0000944	Praq.g_00865	Syai.g_00420
OG0000945	Praq.g_00864	Syai.g_00422
OG0000946	Praq.g_00727	Syai.g_00428
OG0000947	Praq.g_00729	Syai.g_00431
OG0000948	Praq.g_00730	Syai.g_00432
OG0000949	Praq.g_00733	Syai.g_00174
OG0000950	Praq.g_00738	Syai.g_00163
OG0000951	Praq.g_00742	Syai.g_00158
OG0000952	Praq.g_00746	Syai.g_00136
OG0000953	Praq.g_00749	Syai.g_00132
OG0000954	Praq.g_00753	Syai.g_00127
OG0000955	Praq.g_00754	Syai.g_00126
OG0000956	Praq.g_00756	Syai.g_00124
OG0000957	Praq.g_00761	Syai.g_00113
OG0000958	Praq.g_00762	Syai.g_00112
OG0000959	Praq.g_00766	Syai.g_00108
OG0000960	Praq.g_00767	Syai.g_00107
OG0000961	Praq.g_00769	Syai.g_00100
OG0000962	Praq.g_00771	Syai.g_00098
OG0000963	Praq.g_00774	Syai.g_00094
OG0000964	Praq.g_00679	Syai.g_00093
OG0000965	Praq.g_00680	Syai.g_00092
OG0000966	Praq.g_00687	Syai.g_00082
OG0000967	Praq.g_00691	Syai.g_00077
OG0000968	Praq.g_00693	Syai.g_00085
OG0000969	Praq.g_00694	Syai.g_00080
OG0000970	Praq.g_00695	Syai.g_00079
OG0000971	Praq.g_00696	Syai.g_00074
OG0000972	Praq.g_00697	Syai.g_00073
OG0000973	Praq.g_00698	Syai.g_00072
OG0000974	Praq.g_00699	Syai.g_00071
OG0000975	Praq.g_00700	Syai.g_00070
OG0000976	Praq.g_00701	Syai.g_00069
OG0000977	Praq.g_00702	Syai.g_00067
OG0000978	Praq.g_00703	Syai.g_00065
OG0000979	Praq.g_00706	Syai.g_00062
OG0000980	Praq.g_00708	Syai.g_00059
OG0000981	Praq.g_00710	Syai.g_00056
OG0000982	Praq.g_00712	Syai.g_02777
OG0000983	Praq.g_00713	Syai.g_02778
OG0000984	Praq.g_00714	Syai.g_02779
OG0000985	Praq.g_00717	Syai.g_02781
OG0000986	Praq.g_00719	Syai.g_02784
OG0000987	Praq.g_00720	Syai.g_02786
OG0000988	Praq.g_00723	Syai.g_02790
OG0000989	Praq.g_00391	Syai.g_02797
OG0000990	Praq.g_00394	Syai.g_02825
OG0000991	Praq.g_00395	Syai.g_02827
OG0000992	Praq.g_00397	Syai.g_02830
OG0000993	Praq.g_00398	Syai.g_02831
OG0000994	Praq.g_00399	Syai.g_02834
OG0000995	Praq.g_00403	Syai.g_02840
OG0000996	Praq.g_00404	Syai.g_02891
OG0000997	Praq.g_00405	Syai.g_02900
OG0000998	Praq.g_00407	Syai.g_02902
OG0000999	Praq.g_00408	Syai.g_02903
OG0001000	Praq.g_00411	Syai.g_02906
OG0001001	Praq.g_00413	Syai.g_02911
OG0001002	Praq.g_00417	Syai.g_02918
OG0001003	Praq.g_00418	Syai.g_02919
OG0001004	Praq.g_00419	Syai.g_02920
OG0001005	Praq.g_00420	Syai.g_02921
OG0001006	Praq.g_00424	Syai.g_02931
OG0001007	Praq.g_00426	Syai.g_02933
OG0001008	Praq.g_01120	Syai.g_02227
OG0001009	Praq.g_01230	Syai.g_00034
OG0001010	Praq.g_01231	Syai.g_00035
OG0001011	Praq.g_01232	Syai.g_00037
OG0001012	Praq.g_01258	Syai.g_02773
OG0001013	Praq.g_01264	Syai.g_02750
OG0001014	Praq.g_01267	Syai.g_02726
OG0001015	Praq.g_01268	Syai.g_02725
OG0001016	Praq.g_01930	Syai.g_02479
OG0001017	Praq.g_01926	Syai.g_02485
OG0001018	Praq.g_01923	Syai.g_02487
OG0001019	Praq.g_01914	Syai.g_02508
OG0001020	Praq.g_01913	Syai.g_02516
OG0001021	Praq.g_01912	Syai.g_02523
OG0001022	Praq.g_01909	Syai.g_02528
OG0001023	Praq.g_01908	Syai.g_02529
OG0001024	Praq.g_01905	Syai.g_02533
OG0001025	Praq.g_01899	Syai.g_02540
OG0001026	Praq.g_01892	Syai.g_02550
OG0001027	Praq.g_01891	Syai.g_02555
OG0001028	Praq.g_01889	Syai.g_02557
OG0001029	Praq.g_01888	Syai.g_02559
OG0001030	Praq.g_01873	Syai.g_02580
OG0001031	Praq.g_01816	Syai.g_02656
OG0001032	Praq.g_01815	Syai.g_02658
OG0001033	Praq.g_01794	Syai.g_02685
OG0001034	Praq.g_01766	Syai.g_00537
OG0001035	Praq.g_01749	Syai.g_00295
OG0001036	Praq.g_01744	Syai.g_00290
OG0001037	Praq.g_01743	Syai.g_00288
OG0001038	Praq.g_01725	Syai.g_00261
OG0001039	Praq.g_01722	Syai.g_00258
OG0001040	Praq.g_01719	Syai.g_00255
OG0001041	Praq.g_01715	Syai.g_00250
OG0001042	Praq.g_01698	Syai.g_00225
OG0001043	Praq.g_01697	Syai.g_00221
OG0001044	Praq.g_01212	Syai.g_00485
OG0001045	Praq.g_01203	Syai.g_00498
OG0001046	Praq.g_01164	Syai.g_01471
OG0001047	Praq.g_01118	Syai.g_02225
OG0001048	Praq.g_01117	Syai.g_02224
OG0001049	Praq.g_01115	Syai.g_02215
OG0001050	Praq.g_01114	Syai.g_02214
OG0001051	Praq.g_01113	Syai.g_02213
OG0001052	Praq.g_00522	Syai.g_00861
OG0001053	Praq.g_00534	Syai.g_00641
OG0001054	Praq.g_01104	Syai.g_00658
OG0001055	Praq.g_01085	Syai.g_00679
OG0001056	Praq.g_01066	Syai.g_00713
OG0001057	Praq.g_01061	Syai.g_00721
OG0001058	Praq.g_01053	Syai.g_00734
OG0001059	Praq.g_01049	Syai.g_00738
OG0001060	Praq.g_01042	Syai.g_00744
OG0001061	Praq.g_01029	Syai.g_00765
OG0001062	Praq.g_01027	Syai.g_00767
OG0001063	Praq.g_01025	Syai.g_00774
OG0001064	Praq.g_01024	Syai.g_00775
OG0001065	Praq.g_01023	Syai.g_00776
OG0001066	Praq.g_01022	Syai.g_00777
OG0001067	Praq.g_01021	Syai.g_00778
OG0001068	Praq.g_01020	Syai.g_00779
OG0001069	Praq.g_01019	Syai.g_00780
OG0001070	Praq.g_01016	Syai.g_00783
OG0001071	Praq.g_01015	Syai.g_00784
OG0001072	Praq.g_01013	Syai.g_00788
OG0001073	Praq.g_00998	Syai.g_00807
OG0001074	Praq.g_00987	Syai.g_01051
OG0001075	Praq.g_00986	Syai.g_01053
OG0001076	Praq.g_00978	Syai.g_01069
OG0001077	Praq.g_00974	Syai.g_01081
OG0001078	Praq.g_00966	Syai.g_01105
OG0001079	Praq.g_00776	Syai.g_01118
OG0001080	Praq.g_00782	Syai.g_01606
OG0001081	Praq.g_00784	Syai.g_01222
OG0001082	Praq.g_00785	Syai.g_01223
OG0001083	Praq.g_00790	Syai.g_01230
OG0001084	Praq.g_00791	Syai.g_01231
OG0001085	Praq.g_00799	Syai.g_01241
OG0001086	Praq.g_00800	Syai.g_01243
OG0001087	Praq.g_00817	Syai.g_01953
OG0001088	Praq.g_00818	Syai.g_01957
OG0001089	Praq.g_00826	Syai.g_01996
OG0001090	Praq.g_00584	Syai.g_01387
OG0001091	Praq.g_00586	Syai.g_01389
OG0001092	Praq.g_00587	Syai.g_01391
OG0001093	Praq.g_00592	Syai.g_01397
OG0001094	Praq.g_00664	Syai.g_01315
OG0001096	Praq.g_01424	Syai.g_01371
OG0001097	Praq.g_01442	Syai.g_02057
OG0001098	Praq.g_01458	Syai.g_01603
OG0001099	Praq.g_01478	Syai.g_02558
OG0001100	Praq.g_01482	Syai.g_01253
OG0001101	Praq.g_01484	Syai.g_01254
OG0001102	Praq.g_01487	Syai.g_01257
OG0001103	Praq.g_01489	Syai.g_01260
OG0001104	Praq.g_01511	Syai.g_01300
OG0001105	Praq.g_01515	Syai.g_01304
OG0001106	Praq.g_01539	Syai.g_01517
OG0001107	Praq.g_01546	Syai.g_01505
OG0001108	Praq.g_01550	Syai.g_01496
OG0001109	Praq.g_01551	Syai.g_01488
OG0001110	Praq.g_01553	Syai.g_01486
OG0001111	Praq.g_01554	Syai.g_01484
OG0001112	Praq.g_01555	Syai.g_01482
OG0001113	Praq.g_01556	Syai.g_01481
OG0001114	Praq.g_01557	Syai.g_01480
OG0001115	Praq.g_01559	Syai.g_01476
OG0001116	Praq.g_01560	Syai.g_01474
OG0001117	Praq.g_01561	Syai.g_01473
OG0001118	Praq.g_01562	Syai.g_01472
OG0001119	Praq.g_01563	Syai.g_01470
OG0001120	Praq.g_01565	Syai.g_01466
OG0001121	Praq.g_01298	Syai.g_01676
OG0001122	Praq.g_01591	Syai.g_01437
OG0001123	Praq.g_01595	Syai.g_01430
OG0001124	Praq.g_01597	Syai.g_01428
OG0001125	Praq.g_01598	Syai.g_01426
OG0001126	Praq.g_01608	Syai.g_02021
OG0001127	Praq.g_01609	Syai.g_02020
OG0001128	Praq.g_01611	Syai.g_02017
OG0001129	Praq.g_01612	Syai.g_02015
OG0001130	Praq.g_01613	Syai.g_02014
OG0001131	Praq.g_01649	Syai.g_01281
OG0001132	Praq.g_01658	Syai.g_01620
OG0001133	Praq.g_01287	Syai.g_01072
OG0001134	Praq.g_01300	Syai.g_01745
OG0001136	Praq.g_01330	Syai.g_02146
OG0001137	Praq.g_01341	Syai.g_02126
OG0001138	Praq.g_01359	Syai.g_01763
OG0001139	Praq.g_01360	Syai.g_01765
OG0001140	Praq.g_01361	Syai.g_01766
OG0001141	Praq.g_01362	Syai.g_01767
OG0001142	Praq.g_01363	Syai.g_01768
OG0001143	Praq.g_01370	Syai.g_01778
OG0001144	Praq.g_01375	Syai.g_01788
OG0001145	Praq.g_00125	Syai.g_02165
OG0001146	Praq.g_00137	Syai.g_02185
OG0001147	Praq.g_00161	Syai.g_00869
OG0001148	Praq.g_00179	Syai.g_00626
OG0001149	Praq.g_00180	Syai.g_00625
OG0001150	Praq.g_00181	Syai.g_00624
OG0001151	Praq.g_00192	Syai.g_00611
OG0001152	Praq.g_00193	Syai.g_00610
OG0001153	Praq.g_00326	Syai.g_00903
OG0001154	Praq.g_00327	Syai.g_00901
OG0001155	Praq.g_00339	Syai.g_02298
OG0001156	Praq.g_00342	Syai.g_02301
OG0001157	Praq.g_00343	Syai.g_02302
OG0001158	Praq.g_00344	Syai.g_02303
OG0001159	Praq.g_00345	Syai.g_02304
OG0001160	Praq.g_00369	Syai.g_02355
OG0001161	Praq.g_00382	Syai.g_02803
OG0001162	Praq.g_00005	Syai.g_01374
OG0001165	Praq.g_00498	Syai.g_02374
OG0001166	Praq.g_00478	Syai.g_02400
OG0001167	Praq.g_00461	Syai.g_02254
OG0001168	Praq.g_00459	Syai.g_02256
OG0001169	Praq.g_00457	Syai.g_02258
OG0001170	Praq.g_00455	Syai.g_02260
OG0001171	Praq.g_00446	Syai.g_02270
OG0001172	Praq.g_00948	Syai.g_00323
OG0001173	Praq.g_00947	Syai.g_00324
OG0001174	Praq.g_00939	Syai.g_00332
OG0001175	Praq.g_00938	Syai.g_00333
OG0001176	Praq.g_00931	Syai.g_00352
OG0001177	Praq.g_00928	Syai.g_00350
OG0001178	Praq.g_00923	Syai.g_02383
OG0001179	Praq.g_00895	Syai.g_00385
