Orthogroup	Prat	Syaj
OG0000549	Prat.g_00482	Syaj.g_00118
OG0000550	Prat.g_00486	Syaj.g_00123
OG0000551	Prat.g_00489	Syaj.g_00128
OG0000552	Prat.g_00490	Syaj.g_00129
OG0000553	Prat.g_00491	Syaj.g_00133
OG0000554	Prat.g_00496	Syaj.g_00145
OG0000555	Prat.g_00503	Syaj.g_00163
OG0000556	Prat.g_00505	Syaj.g_00167
OG0000557	Prat.g_00506	Syaj.g_00178
OG0000558	Prat.g_00508	Syaj.g_00181
OG0000559	Prat.g_00512	Syaj.g_00185
OG0000560	Prat.g_00516	Syaj.g_00188
OG0000561	Prat.g_00517	Syaj.g_00189
OG0000562	Prat.g_00518	Syaj.g_00190
OG0000563	Prat.g_00519	Syaj.g_00191
OG0000564	Prat.g_00520	Syaj.g_00192
OG0000565	Prat.g_00523	Syaj.g_00195
OG0000566	Prat.g_00527	Syaj.g_00199
OG0000567	Prat.g_00531	Syaj.g_00203
OG0000568	Prat.g_00532	Syaj.g_00207
OG0000569	Prat.g_00533	Syaj.g_00208
OG0000570	Prat.g_00534	Syaj.g_00209
OG0000571	Prat.g_00537	Syaj.g_00213
OG0000572	Prat.g_00549	Syaj.g_00230
OG0000573	Prat.g_00554	Syaj.g_00238
OG0000574	Prat.g_00555	Syaj.g_00242
OG0000575	Prat.g_00559	Syaj.g_00247
OG0000576	Prat.g_00561	Syaj.g_00249
OG0000577	Prat.g_00562	Syaj.g_00250
OG0000578	Prat.g_00563	Syaj.g_00251
OG0000579	Prat.g_00564	Syaj.g_00252
OG0000580	Prat.g_00565	Syaj.g_00253
OG0000581	Prat.g_00568	Syaj.g_00261
OG0000582	Prat.g_00571	Syaj.g_01338
OG0000583	Prat.g_00572	Syaj.g_01337
OG0000584	Prat.g_00573	Syaj.g_01336
OG0000585	Prat.g_00575	Syaj.g_01334
OG0000586	Prat.g_00576	Syaj.g_01333
OG0000587	Prat.g_00577	Syaj.g_01331
OG0000588	Prat.g_00582	Syaj.g_01313
OG0000589	Prat.g_00584	Syaj.g_01308
OG0000590	Prat.g_00585	Syaj.g_01307
OG0000591	Prat.g_00589	Syaj.g_01299
OG0000592	Prat.g_00590	Syaj.g_01298
OG0000593	Prat.g_01094	Syaj.g_01287
OG0000594	Prat.g_01093	Syaj.g_01286
OG0000595	Prat.g_01091	Syaj.g_01285
OG0000596	Prat.g_01087	Syaj.g_01280
OG0000597	Prat.g_01084	Syaj.g_01277
OG0000598	Prat.g_01083	Syaj.g_01276
OG0000599	Prat.g_01080	Syaj.g_01273
OG0000600	Prat.g_01079	Syaj.g_01272
OG0000601	Prat.g_01078	Syaj.g_01271
OG0000602	Prat.g_01076	Syaj.g_01266
OG0000603	Prat.g_01075	Syaj.g_01265
OG0000604	Prat.g_01074	Syaj.g_01262
OG0000605	Prat.g_01073	Syaj.g_01153
OG0000606	Prat.g_01070	Syaj.g_00698
OG0000607	Prat.g_01067	Syaj.g_00702
OG0000608	Prat.g_01066	Syaj.g_00703
OG0000609	Prat.g_01065	Syaj.g_00705
OG0000610	Prat.g_01059	Syaj.g_00714
OG0000611	Prat.g_01056	Syaj.g_00717
OG0000612	Prat.g_01055	Syaj.g_00718
OG0000613	Prat.g_00747	Syaj.g_02500
OG0000614	Prat.g_00767	Syaj.g_00480
OG0000615	Prat.g_00777	Syaj.g_01065
OG0000616	Prat.g_01882	Syaj.g_02245
OG0000617	Prat.g_00797	Syaj.g_00952
OG0000618	Prat.g_00798	Syaj.g_00951
OG0000619	Prat.g_00799	Syaj.g_00950
OG0000620	Prat.g_00802	Syaj.g_00945
OG0000621	Prat.g_00803	Syaj.g_00944
OG0000622	Prat.g_00804	Syaj.g_00943
OG0000623	Prat.g_00805	Syaj.g_00942
OG0000624	Prat.g_00807	Syaj.g_00940
OG0000625	Prat.g_00808	Syaj.g_00939
OG0000626	Prat.g_00809	Syaj.g_00938
OG0000627	Prat.g_00811	Syaj.g_00765
OG0000628	Prat.g_00812	Syaj.g_00766
OG0000629	Prat.g_00813	Syaj.g_00769
OG0000630	Prat.g_00816	Syaj.g_00773
OG0000631	Prat.g_00865	Syaj.g_00786
OG0000632	Prat.g_00866	Syaj.g_00787
OG0000633	Prat.g_00867	Syaj.g_00789
OG0000634	Prat.g_01041	Syaj.g_01030
OG0000635	Prat.g_01040	Syaj.g_01029
OG0000636	Prat.g_01038	Syaj.g_01024
OG0000637	Prat.g_01036	Syaj.g_01022
OG0000638	Prat.g_01035	Syaj.g_01021
OG0000639	Prat.g_01034	Syaj.g_01020
OG0000640	Prat.g_01033	Syaj.g_01019
OG0000641	Prat.g_01029	Syaj.g_01015
OG0000642	Prat.g_01028	Syaj.g_01014
OG0000643	Prat.g_01027	Syaj.g_01012
OG0000644	Prat.g_01026	Syaj.g_01011
OG0000645	Prat.g_01025	Syaj.g_01009
OG0000646	Prat.g_01023	Syaj.g_01006
OG0000647	Prat.g_01021	Syaj.g_01004
OG0000648	Prat.g_01019	Syaj.g_01001
OG0000649	Prat.g_01018	Syaj.g_01000
OG0000650	Prat.g_01017	Syaj.g_00999
OG0000651	Prat.g_01016	Syaj.g_00998
OG0000652	Prat.g_01015	Syaj.g_00997
OG0000653	Prat.g_01013	Syaj.g_00991
OG0000654	Prat.g_01012	Syaj.g_00990
OG0000655	Prat.g_01011	Syaj.g_00989
OG0000656	Prat.g_01008	Syaj.g_00986
OG0000657	Prat.g_01002	Syaj.g_00382
OG0000658	Prat.g_01001	Syaj.g_00379
OG0000659	Prat.g_01000	Syaj.g_00378
OG0000660	Prat.g_00996	Syaj.g_00374
OG0000661	Prat.g_00994	Syaj.g_00372
OG0000662	Prat.g_00992	Syaj.g_00370
OG0000663	Prat.g_00990	Syaj.g_00367
OG0000664	Prat.g_00989	Syaj.g_00358
OG0000665	Prat.g_00983	Syaj.g_01243
OG0000666	Prat.g_00982	Syaj.g_01154
OG0000667	Prat.g_00978	Syaj.g_02661
OG0000668	Prat.g_00694	Syaj.g_00816
OG0000669	Prat.g_00705	Syaj.g_00730
OG0000670	Prat.g_00708	Syaj.g_00733
OG0000671	Prat.g_00710	Syaj.g_00735
OG0000672	Prat.g_00713	Syaj.g_00739
OG0000673	Prat.g_00717	Syaj.g_00742
OG0000674	Prat.g_00719	Syaj.g_00744
OG0000675	Prat.g_00720	Syaj.g_00757
OG0000676	Prat.g_00722	Syaj.g_00759
OG0000677	Prat.g_00723	Syaj.g_00760
OG0000678	Prat.g_00725	Syaj.g_01075
OG0000679	Prat.g_00730	Syaj.g_01061
OG0000680	Prat.g_00731	Syaj.g_01060
OG0000681	Prat.g_00734	Syaj.g_01057
OG0000682	Prat.g_00735	Syaj.g_01056
OG0000683	Prat.g_00736	Syaj.g_01055
OG0000684	Prat.g_00738	Syaj.g_01051
OG0000685	Prat.g_00740	Syaj.g_01049
OG0000686	Prat.g_00741	Syaj.g_01048
OG0000687	Prat.g_00742	Syaj.g_01047
OG0000688	Prat.g_01051	Syaj.g_01041
OG0000689	Prat.g_01050	Syaj.g_01039
OG0000690	Prat.g_01049	Syaj.g_01038
OG0000691	Prat.g_01048	Syaj.g_01037
OG0000692	Prat.g_01046	Syaj.g_01036
OG0000693	Prat.g_01045	Syaj.g_01034
OG0000694	Prat.g_01044	Syaj.g_01033
OG0000695	Prat.g_00869	Syaj.g_00791
OG0000696	Prat.g_00870	Syaj.g_00792
OG0000697	Prat.g_00871	Syaj.g_00932
OG0000698	Prat.g_00874	Syaj.g_00929
OG0000699	Prat.g_00876	Syaj.g_00928
OG0000700	Prat.g_00877	Syaj.g_00927
OG0000701	Prat.g_00878	Syaj.g_00926
OG0000702	Prat.g_00880	Syaj.g_00916
OG0000703	Prat.g_00881	Syaj.g_00915
OG0000704	Prat.g_00883	Syaj.g_00913
OG0000705	Prat.g_00889	Syaj.g_00906
OG0000706	Prat.g_00890	Syaj.g_00905
OG0000707	Prat.g_00891	Syaj.g_00904
OG0000708	Prat.g_00893	Syaj.g_00901
OG0000709	Prat.g_00897	Syaj.g_00872
OG0000710	Prat.g_00900	Syaj.g_00867
OG0000711	Prat.g_00916	Syaj.g_00839
OG0000712	Prat.g_00917	Syaj.g_00837
OG0000713	Prat.g_00918	Syaj.g_00836
OG0000714	Prat.g_00919	Syaj.g_00834
OG0000715	Prat.g_00921	Syaj.g_00832
OG0000716	Prat.g_00923	Syaj.g_00825
OG0000717	Prat.g_00924	Syaj.g_00824
OG0000718	Prat.g_00929	Syaj.g_00820
OG0000719	Prat.g_00931	Syaj.g_00818
OG0000720	Prat.g_00942	Syaj.g_00805
OG0000721	Prat.g_00946	Syaj.g_00803
OG0000722	Prat.g_00947	Syaj.g_00802
OG0000723	Prat.g_00951	Syaj.g_00934
OG0000724	Prat.g_00960	Syaj.g_00421
OG0000725	Prat.g_00966	Syaj.g_00430
OG0000726	Prat.g_00967	Syaj.g_00431
OG0000727	Prat.g_00968	Syaj.g_00432
OG0000728	Prat.g_00970	Syaj.g_00434
OG0000729	Prat.g_01214	Syaj.g_02397
OG0000730	Prat.g_01199	Syaj.g_02802
OG0000731	Prat.g_00354	Syaj.g_02814
OG0000732	Prat.g_01831	Syaj.g_02315
OG0000733	Prat.g_01560	Syaj.g_02151
OG0000734	Prat.g_01171	Syaj.g_01895
OG0000735	Prat.g_01169	Syaj.g_00286
OG0000736	Prat.g_01168	Syaj.g_00287
OG0000737	Prat.g_01167	Syaj.g_00288
OG0000738	Prat.g_01163	Syaj.g_00293
OG0000739	Prat.g_01162	Syaj.g_00295
OG0000740	Prat.g_01161	Syaj.g_00296
OG0000741	Prat.g_01159	Syaj.g_00299
OG0000742	Prat.g_01157	Syaj.g_00301
OG0000743	Prat.g_01155	Syaj.g_00303
OG0000744	Prat.g_01154	Syaj.g_00304
OG0000745	Prat.g_01153	Syaj.g_00306
OG0000746	Prat.g_01151	Syaj.g_00308
OG0000747	Prat.g_01150	Syaj.g_00309
OG0000748	Prat.g_01146	Syaj.g_00319
OG0000749	Prat.g_01145	Syaj.g_00322
OG0000750	Prat.g_01144	Syaj.g_00323
OG0000751	Prat.g_01141	Syaj.g_00331
OG0000752	Prat.g_01139	Syaj.g_00333
OG0000753	Prat.g_01136	Syaj.g_00336
OG0000754	Prat.g_01134	Syaj.g_00643
OG0000755	Prat.g_01128	Syaj.g_00631
OG0000756	Prat.g_01127	Syaj.g_00625
OG0000757	Prat.g_01121	Syaj.g_00614
OG0000758	Prat.g_01120	Syaj.g_00613
OG0000759	Prat.g_01119	Syaj.g_00612
OG0000760	Prat.g_01118	Syaj.g_00611
OG0000761	Prat.g_01117	Syaj.g_00609
OG0000762	Prat.g_01116	Syaj.g_00603
OG0000763	Prat.g_01114	Syaj.g_00597
OG0000764	Prat.g_01113	Syaj.g_00596
OG0000765	Prat.g_01104	Syaj.g_00577
OG0000766	Prat.g_01103	Syaj.g_00576
OG0000767	Prat.g_01101	Syaj.g_00574
OG0000768	Prat.g_01100	Syaj.g_00573
OG0000769	Prat.g_01098	Syaj.g_00571
OG0000770	Prat.g_00594	Syaj.g_00567
OG0000771	Prat.g_01509	Syaj.g_00415
OG0000772	Prat.g_00626	Syaj.g_01208
OG0000773	Prat.g_01240	Syaj.g_00280
OG0000774	Prat.g_01242	Syaj.g_01502
OG0000775	Prat.g_01244	Syaj.g_01504
OG0000776	Prat.g_01245	Syaj.g_01505
OG0000777	Prat.g_01246	Syaj.g_01506
OG0000778	Prat.g_01247	Syaj.g_01507
OG0000779	Prat.g_01251	Syaj.g_01513
OG0000780	Prat.g_01252	Syaj.g_01517
OG0000781	Prat.g_01255	Syaj.g_01521
OG0000782	Prat.g_01256	Syaj.g_01522
OG0000783	Prat.g_01257	Syaj.g_01524
OG0000784	Prat.g_01258	Syaj.g_01525
OG0000785	Prat.g_01260	Syaj.g_01526
OG0000786	Prat.g_01263	Syaj.g_00265
OG0000787	Prat.g_01264	Syaj.g_00264
OG0000788	Prat.g_01471	Syaj.g_01270
OG0000789	Prat.g_01455	Syaj.g_01121
OG0000790	Prat.g_01296	Syaj.g_00054
OG0000791	Prat.g_01298	Syaj.g_00053
OG0000792	Prat.g_01299	Syaj.g_00052
OG0000793	Prat.g_01302	Syaj.g_00047
OG0000794	Prat.g_01303	Syaj.g_00046
OG0000795	Prat.g_01304	Syaj.g_00045
OG0000796	Prat.g_01308	Syaj.g_00039
OG0000797	Prat.g_01309	Syaj.g_00038
OG0000799	Prat.g_01333	Syaj.g_01352
OG0000800	Prat.g_01334	Syaj.g_01354
OG0000801	Prat.g_01335	Syaj.g_01355
OG0000802	Prat.g_01337	Syaj.g_01359
OG0000803	Prat.g_01339	Syaj.g_01363
OG0000804	Prat.g_01340	Syaj.g_01366
OG0000805	Prat.g_01342	Syaj.g_01369
OG0000806	Prat.g_01344	Syaj.g_01370
OG0000807	Prat.g_01345	Syaj.g_01372
OG0000808	Prat.g_01346	Syaj.g_01373
OG0000809	Prat.g_01350	Syaj.g_01376
OG0000810	Prat.g_01351	Syaj.g_01377
OG0000811	Prat.g_01356	Syaj.g_01385
OG0000812	Prat.g_01358	Syaj.g_01387
OG0000813	Prat.g_01359	Syaj.g_01388
OG0000814	Prat.g_01361	Syaj.g_01390
OG0000815	Prat.g_01362	Syaj.g_01391
OG0000816	Prat.g_01364	Syaj.g_01392
OG0000817	Prat.g_01365	Syaj.g_01393
OG0000818	Prat.g_01370	Syaj.g_01399
OG0000819	Prat.g_01371	Syaj.g_01400
OG0000820	Prat.g_01372	Syaj.g_01401
OG0000821	Prat.g_01378	Syaj.g_01412
OG0000822	Prat.g_01379	Syaj.g_01414
OG0000823	Prat.g_01380	Syaj.g_01415
OG0000824	Prat.g_01383	Syaj.g_01421
OG0000825	Prat.g_01384	Syaj.g_01422
OG0000826	Prat.g_01385	Syaj.g_01423
OG0000827	Prat.g_01386	Syaj.g_01424
OG0000828	Prat.g_01389	Syaj.g_01427
OG0000829	Prat.g_01390	Syaj.g_01428
OG0000830	Prat.g_01391	Syaj.g_01429
OG0000831	Prat.g_01393	Syaj.g_01431
OG0000832	Prat.g_01405	Syaj.g_01635
OG0000833	Prat.g_01414	Syaj.g_01647
OG0000834	Prat.g_01415	Syaj.g_01649
OG0000835	Prat.g_01416	Syaj.g_01650
OG0000836	Prat.g_01417	Syaj.g_01654
OG0000837	Prat.g_01418	Syaj.g_01661
OG0000838	Prat.g_01421	Syaj.g_01665
OG0000839	Prat.g_01422	Syaj.g_01666
OG0000840	Prat.g_01423	Syaj.g_01667
OG0000841	Prat.g_01424	Syaj.g_01668
OG0000842	Prat.g_01425	Syaj.g_01669
OG0000843	Prat.g_01426	Syaj.g_01670
OG0000844	Prat.g_01427	Syaj.g_01680
OG0000845	Prat.g_01428	Syaj.g_01681
OG0000846	Prat.g_01429	Syaj.g_01682
OG0000847	Prat.g_01430	Syaj.g_01683
OG0000848	Prat.g_01431	Syaj.g_01685
OG0000849	Prat.g_01432	Syaj.g_01686
OG0000850	Prat.g_01434	Syaj.g_01689
OG0000851	Prat.g_01435	Syaj.g_01694
OG0000852	Prat.g_01436	Syaj.g_01695
OG0000853	Prat.g_01441	Syaj.g_01699
OG0000854	Prat.g_01443	Syaj.g_01701
OG0000855	Prat.g_01444	Syaj.g_01702
OG0000856	Prat.g_01457	Syaj.g_01296
OG0000857	Prat.g_01022	Syaj.g_01005
OG0000858	Prat.g_01585	Syaj.g_01708
OG0000859	Prat.g_01586	Syaj.g_01709
OG0000860	Prat.g_01594	Syaj.g_01723
OG0000861	Prat.g_01595	Syaj.g_01724
OG0000862	Prat.g_01596	Syaj.g_01725
OG0000863	Prat.g_01598	Syaj.g_01728
OG0000864	Prat.g_01599	Syaj.g_01729
OG0000865	Prat.g_01600	Syaj.g_01730
OG0000866	Prat.g_01601	Syaj.g_01731
OG0000867	Prat.g_01602	Syaj.g_01732
OG0000868	Prat.g_01603	Syaj.g_01734
OG0000869	Prat.g_01606	Syaj.g_01742
OG0000870	Prat.g_01611	Syaj.g_01747
OG0000871	Prat.g_01612	Syaj.g_01748
OG0000872	Prat.g_01613	Syaj.g_01756
OG0000873	Prat.g_01616	Syaj.g_01759
OG0000874	Prat.g_01619	Syaj.g_01754
OG0000875	Prat.g_01621	Syaj.g_01762
OG0000876	Prat.g_01622	Syaj.g_02084
OG0000877	Prat.g_01624	Syaj.g_01586
OG0000878	Prat.g_01625	Syaj.g_01587
OG0000879	Prat.g_01626	Syaj.g_01588
OG0000880	Prat.g_01627	Syaj.g_01589
OG0000881	Prat.g_01631	Syaj.g_01595
OG0000882	Prat.g_01636	Syaj.g_01599
OG0000883	Prat.g_01639	Syaj.g_01601
OG0000884	Prat.g_01641	Syaj.g_01603
OG0000885	Prat.g_01642	Syaj.g_01604
OG0000886	Prat.g_01643	Syaj.g_01605
OG0000887	Prat.g_01644	Syaj.g_01606
OG0000888	Prat.g_01646	Syaj.g_01608
OG0000889	Prat.g_01648	Syaj.g_01610
OG0000890	Prat.g_01649	Syaj.g_01615
OG0000891	Prat.g_01650	Syaj.g_01616
OG0000892	Prat.g_01652	Syaj.g_01620
OG0000893	Prat.g_01655	Syaj.g_02636
OG0000894	Prat.g_01658	Syaj.g_02639
OG0000895	Prat.g_01662	Syaj.g_02643
OG0000896	Prat.g_01663	Syaj.g_02644
OG0000897	Prat.g_01665	Syaj.g_02646
OG0000898	Prat.g_01666	Syaj.g_02647
OG0000899	Prat.g_01667	Syaj.g_02648
OG0000900	Prat.g_01668	Syaj.g_02649
OG0000901	Prat.g_01671	Syaj.g_02654
OG0000902	Prat.g_01673	Syaj.g_02656
OG0000903	Prat.g_01677	Syaj.g_02689
OG0000904	Prat.g_01682	Syaj.g_02684
OG0000905	Prat.g_01675	Syaj.g_02678
OG0000906	Prat.g_01674	Syaj.g_02676
OG0000907	Prat.g_01684	Syaj.g_02692
OG0000908	Prat.g_01687	Syaj.g_02695
OG0000909	Prat.g_01688	Syaj.g_02696
OG0000910	Prat.g_01689	Syaj.g_02697
OG0000911	Prat.g_01691	Syaj.g_02699
OG0000912	Prat.g_01692	Syaj.g_02700
OG0000913	Prat.g_01693	Syaj.g_02701
OG0000914	Prat.g_01694	Syaj.g_02702
OG0000915	Prat.g_01695	Syaj.g_02704
OG0000916	Prat.g_01696	Syaj.g_02705
OG0000917	Prat.g_01697	Syaj.g_02706
OG0000918	Prat.g_01698	Syaj.g_02707
OG0000919	Prat.g_01699	Syaj.g_02708
OG0000920	Prat.g_01700	Syaj.g_02709
OG0000921	Prat.g_01701	Syaj.g_02710
OG0000922	Prat.g_01702	Syaj.g_02711
OG0000923	Prat.g_01706	Syaj.g_02715
OG0000924	Prat.g_01707	Syaj.g_02716
OG0000925	Prat.g_01708	Syaj.g_02717
OG0000926	Prat.g_01709	Syaj.g_02718
OG0000927	Prat.g_01711	Syaj.g_02720
OG0000928	Prat.g_01712	Syaj.g_02721
OG0000929	Prat.g_01713	Syaj.g_02722
OG0000930	Prat.g_01714	Syaj.g_02723
OG0000931	Prat.g_01715	Syaj.g_02724
OG0000932	Prat.g_01327	Syaj.g_02725
OG0000933	Prat.g_01719	Syaj.g_02731
OG0000934	Prat.g_01721	Syaj.g_02733
OG0000935	Prat.g_01722	Syaj.g_02734
OG0000936	Prat.g_01723	Syaj.g_02735
OG0000937	Prat.g_01724	Syaj.g_02736
OG0000938	Prat.g_01727	Syaj.g_02739
OG0000939	Prat.g_01728	Syaj.g_02740
OG0000940	Prat.g_01735	Syaj.g_02747
OG0000941	Prat.g_01737	Syaj.g_02749
OG0000942	Prat.g_01739	Syaj.g_02751
OG0000943	Prat.g_01740	Syaj.g_02752
OG0000944	Prat.g_01742	Syaj.g_02754
OG0000945	Prat.g_01744	Syaj.g_02756
OG0000946	Prat.g_01748	Syaj.g_02761
OG0000947	Prat.g_01750	Syaj.g_02764
OG0000948	Prat.g_01751	Syaj.g_02765
OG0000949	Prat.g_01754	Syaj.g_02474
OG0000950	Prat.g_01760	Syaj.g_02459
OG0000951	Prat.g_01764	Syaj.g_02452
OG0000952	Prat.g_01768	Syaj.g_02446
OG0000953	Prat.g_01772	Syaj.g_02442
OG0000954	Prat.g_01777	Syaj.g_02435
OG0000955	Prat.g_01778	Syaj.g_02434
OG0000956	Prat.g_01780	Syaj.g_02432
OG0000957	Prat.g_01786	Syaj.g_02419
OG0000958	Prat.g_01787	Syaj.g_02418
OG0000959	Prat.g_01791	Syaj.g_02413
OG0000960	Prat.g_01792	Syaj.g_02412
OG0000961	Prat.g_01795	Syaj.g_02402
OG0000962	Prat.g_01797	Syaj.g_02398
OG0000963	Prat.g_01801	Syaj.g_02393
OG0000964	Prat.g_01802	Syaj.g_02392
OG0000965	Prat.g_01803	Syaj.g_02391
OG0000966	Prat.g_01809	Syaj.g_02370
OG0000967	Prat.g_01813	Syaj.g_02334
OG0000968	Prat.g_01815	Syaj.g_02363
OG0000969	Prat.g_01816	Syaj.g_02338
OG0000970	Prat.g_01817	Syaj.g_02337
OG0000971	Prat.g_01818	Syaj.g_02331
OG0000972	Prat.g_01819	Syaj.g_02330
OG0000973	Prat.g_01820	Syaj.g_02329
OG0000974	Prat.g_01821	Syaj.g_02328
OG0000975	Prat.g_01822	Syaj.g_02327
OG0000976	Prat.g_01823	Syaj.g_02326
OG0000977	Prat.g_01824	Syaj.g_02324
OG0000978	Prat.g_01825	Syaj.g_02322
OG0000979	Prat.g_01828	Syaj.g_02319
OG0000980	Prat.g_01830	Syaj.g_02316
OG0000981	Prat.g_01833	Syaj.g_02313
OG0000982	Prat.g_01835	Syaj.g_02112
OG0000983	Prat.g_01836	Syaj.g_02113
OG0000984	Prat.g_01837	Syaj.g_02114
OG0000985	Prat.g_01840	Syaj.g_02116
OG0000986	Prat.g_01842	Syaj.g_02123
OG0000987	Prat.g_01843	Syaj.g_02125
OG0000988	Prat.g_01846	Syaj.g_02131
OG0000989	Prat.g_01850	Syaj.g_02142
OG0000990	Prat.g_01856	Syaj.g_02165
OG0000991	Prat.g_01857	Syaj.g_02168
OG0000992	Prat.g_01860	Syaj.g_02171
OG0000993	Prat.g_01861	Syaj.g_02173
OG0000994	Prat.g_01862	Syaj.g_02177
OG0000995	Prat.g_01866	Syaj.g_02182
OG0000996	Prat.g_01867	Syaj.g_02221
OG0000997	Prat.g_01869	Syaj.g_02228
OG0000998	Prat.g_01871	Syaj.g_02230
OG0000999	Prat.g_01872	Syaj.g_02231
OG0001000	Prat.g_01875	Syaj.g_02236
OG0001001	Prat.g_01879	Syaj.g_02241
OG0001002	Prat.g_01884	Syaj.g_02248
OG0001003	Prat.g_01885	Syaj.g_02250
OG0001004	Prat.g_01886	Syaj.g_02251
OG0001005	Prat.g_01887	Syaj.g_02252
OG0001006	Prat.g_01891	Syaj.g_02260
OG0001007	Prat.g_01893	Syaj.g_02262
OG0001008	Prat.g_00397	Syaj.g_01554
OG0001009	Prat.g_00028	Syaj.g_02294
OG0001010	Prat.g_00029	Syaj.g_02295
OG0001011	Prat.g_00031	Syaj.g_02296
OG0001012	Prat.g_00046	Syaj.g_02108
OG0001014	Prat.g_00056	Syaj.g_02083
OG0001015	Prat.g_00057	Syaj.g_02082
OG0001016	Prat.g_00070	Syaj.g_01824
OG0001017	Prat.g_00074	Syaj.g_01830
OG0001018	Prat.g_00076	Syaj.g_01832
OG0001019	Prat.g_00087	Syaj.g_01849
OG0001020	Prat.g_00088	Syaj.g_01862
OG0001021	Prat.g_00089	Syaj.g_01867
OG0001022	Prat.g_00091	Syaj.g_01872
OG0001023	Prat.g_00092	Syaj.g_01873
OG0001024	Prat.g_00095	Syaj.g_01877
OG0001025	Prat.g_00102	Syaj.g_01884
OG0001026	Prat.g_00110	Syaj.g_01897
OG0001027	Prat.g_00111	Syaj.g_01903
OG0001028	Prat.g_00113	Syaj.g_01905
OG0001029	Prat.g_00114	Syaj.g_01907
OG0001030	Prat.g_00130	Syaj.g_01933
OG0001031	Prat.g_00188	Syaj.g_02012
OG0001032	Prat.g_00189	Syaj.g_02015
OG0001033	Prat.g_00210	Syaj.g_02044
OG0001034	Prat.g_00241	Syaj.g_02875
OG0001035	Prat.g_00261	Syaj.g_02603
OG0001036	Prat.g_00266	Syaj.g_02599
OG0001037	Prat.g_00267	Syaj.g_02597
OG0001038	Prat.g_00285	Syaj.g_02567
OG0001039	Prat.g_00288	Syaj.g_02564
OG0001040	Prat.g_00291	Syaj.g_02561
OG0001041	Prat.g_00295	Syaj.g_02556
OG0001042	Prat.g_00312	Syaj.g_02527
OG0001043	Prat.g_00313	Syaj.g_02523
OG0001044	Prat.g_00347	Syaj.g_02804
OG0001045	Prat.g_00356	Syaj.g_02817
OG0001046	Prat.g_01469	Syaj.g_00851
OG0001047	Prat.g_00399	Syaj.g_01552
OG0001048	Prat.g_00400	Syaj.g_01551
OG0001049	Prat.g_00403	Syaj.g_01548
OG0001050	Prat.g_00404	Syaj.g_01547
OG0001051	Prat.g_00405	Syaj.g_01546
OG0001052	Prat.g_00430	Syaj.g_01448
OG0001053	Prat.g_00443	Syaj.g_00075
OG0001054	Prat.g_00459	Syaj.g_00092
OG0001055	Prat.g_00480	Syaj.g_00113
OG0001056	Prat.g_00498	Syaj.g_00149
OG0001057	Prat.g_00502	Syaj.g_00160
OG0001058	Prat.g_00510	Syaj.g_00183
OG0001059	Prat.g_00515	Syaj.g_00187
OG0001060	Prat.g_00522	Syaj.g_00193
OG0001061	Prat.g_00538	Syaj.g_00214
OG0001062	Prat.g_00540	Syaj.g_00216
OG0001063	Prat.g_00542	Syaj.g_00222
OG0001064	Prat.g_00543	Syaj.g_00223
OG0001065	Prat.g_00544	Syaj.g_00224
OG0001066	Prat.g_00545	Syaj.g_00225
OG0001067	Prat.g_00546	Syaj.g_00226
OG0001068	Prat.g_00547	Syaj.g_00227
OG0001069	Prat.g_00548	Syaj.g_00228
OG0001070	Prat.g_00550	Syaj.g_00231
OG0001071	Prat.g_00551	Syaj.g_00232
OG0001072	Prat.g_00552	Syaj.g_00236
OG0001073	Prat.g_00566	Syaj.g_00254
OG0001074	Prat.g_00579	Syaj.g_01327
OG0001075	Prat.g_00580	Syaj.g_01325
OG0001076	Prat.g_00587	Syaj.g_01305
OG0001077	Prat.g_00592	Syaj.g_01294
OG0001078	Prat.g_01089	Syaj.g_01282
OG0001079	Prat.g_01077	Syaj.g_01269
OG0001080	Prat.g_01071	Syaj.g_01135
OG0001081	Prat.g_01069	Syaj.g_00699
OG0001082	Prat.g_01068	Syaj.g_00700
OG0001083	Prat.g_01063	Syaj.g_00709
OG0001084	Prat.g_01062	Syaj.g_00711
OG0001085	Prat.g_00744	Syaj.g_00721
OG0001086	Prat.g_00745	Syaj.g_00723
OG0001087	Prat.g_00762	Syaj.g_00498
OG0001088	Prat.g_00763	Syaj.g_00494
OG0001089	Prat.g_00774	Syaj.g_00439
OG0001090	Prat.g_00789	Syaj.g_00959
OG0001091	Prat.g_00791	Syaj.g_00957
OG0001092	Prat.g_00792	Syaj.g_00954
OG0001093	Prat.g_00800	Syaj.g_00948
OG0001094	Prat.g_01043	Syaj.g_01032
OG0001095	Prat.g_01024	Syaj.g_01008
OG0001096	Prat.g_01010	Syaj.g_00988
OG0001097	Prat.g_00993	Syaj.g_00371
OG0001098	Prat.g_00974	Syaj.g_01132
OG0001099	Prat.g_00699	Syaj.g_01906
OG0001100	Prat.g_00707	Syaj.g_00732
OG0001101	Prat.g_00709	Syaj.g_00734
OG0001102	Prat.g_00712	Syaj.g_00737
OG0001103	Prat.g_00715	Syaj.g_00740
OG0001104	Prat.g_00739	Syaj.g_01050
OG0001105	Prat.g_00743	Syaj.g_01046
OG0001106	Prat.g_00884	Syaj.g_00912
OG0001107	Prat.g_00894	Syaj.g_00900
OG0001108	Prat.g_00898	Syaj.g_00870
OG0001109	Prat.g_00899	Syaj.g_00868
