Orthogroup	Prat	Syap
OG0000587	Prat.g_00577	Syap.g_01523
OG0000588	Prat.g_00582	Syap.g_00776
OG0000589	Prat.g_00584	Syap.g_00941
OG0000590	Prat.g_00585	Syap.g_00940
OG0000591	Prat.g_00589	Syap.g_01289
OG0000592	Prat.g_00590	Syap.g_01288
OG0000593	Prat.g_01094	Syap.g_00890
OG0000594	Prat.g_01093	Syap.g_00891
OG0000595	Prat.g_01091	Syap.g_00892
OG0000596	Prat.g_01087	Syap.g_00898
OG0000597	Prat.g_01084	Syap.g_00903
OG0000598	Prat.g_01083	Syap.g_00904
OG0000599	Prat.g_01080	Syap.g_00908
OG0000600	Prat.g_01079	Syap.g_00909
OG0000601	Prat.g_01078	Syap.g_00910
OG0000602	Prat.g_01076	Syap.g_00640
OG0000603	Prat.g_01075	Syap.g_00641
OG0000604	Prat.g_01074	Syap.g_02769
OG0000605	Prat.g_01073	Syap.g_02501, Syap.g_02771
OG0000606	Prat.g_01070	Syap.g_02506
OG0000607	Prat.g_01067	Syap.g_00093
OG0000608	Prat.g_01066	Syap.g_00094
OG0000609	Prat.g_01065	Syap.g_00096
OG0000610	Prat.g_01059	Syap.g_01963
OG0000611	Prat.g_01056	Syap.g_01958
OG0000612	Prat.g_01055	Syap.g_01957
OG0000613	Prat.g_00747	Syap.g_02480
OG0000615	Prat.g_00777	Syap.g_00154
OG0000616	Prat.g_01882	Syap.g_00127
OG0000617	Prat.g_00797	Syap.g_00513
OG0000618	Prat.g_00798	Syap.g_00514
OG0000619	Prat.g_00799	Syap.g_00515
OG0000620	Prat.g_00802	Syap.g_00520
OG0000621	Prat.g_00803	Syap.g_00521
OG0000622	Prat.g_00804	Syap.g_00523
OG0000623	Prat.g_00805	Syap.g_00526
OG0000624	Prat.g_00807	Syap.g_00527
OG0000625	Prat.g_00808	Syap.g_00528
OG0000626	Prat.g_00809	Syap.g_00529
OG0000627	Prat.g_00811	Syap.g_00848
OG0000628	Prat.g_00812	Syap.g_00850
OG0000629	Prat.g_00813	Syap.g_02334
OG0000630	Prat.g_00816	Syap.g_02793
OG0000631	Prat.g_00865	Syap.g_01724
OG0000632	Prat.g_00866	Syap.g_01725
OG0000633	Prat.g_00867	Syap.g_01726
OG0000634	Prat.g_01041	Syap.g_00190
OG0000635	Prat.g_01040	Syap.g_00191
OG0000636	Prat.g_01038	Syap.g_00193
OG0000637	Prat.g_01036	Syap.g_00195
OG0000638	Prat.g_01035	Syap.g_00196
OG0000639	Prat.g_01034	Syap.g_00197
OG0000640	Prat.g_01033	Syap.g_00198
OG0000641	Prat.g_01029	Syap.g_00203
OG0000642	Prat.g_01028	Syap.g_02732
OG0000643	Prat.g_01027	Syap.g_02731
OG0000644	Prat.g_01026	Syap.g_02730
OG0000645	Prat.g_01025	Syap.g_02726
OG0000646	Prat.g_01023	Syap.g_02723
OG0000647	Prat.g_01021	Syap.g_02721
OG0000648	Prat.g_01019	Syap.g_02719
OG0000649	Prat.g_01018	Syap.g_02718
OG0000650	Prat.g_01017	Syap.g_02717
OG0000651	Prat.g_01016	Syap.g_02716
OG0000652	Prat.g_01015	Syap.g_02715
OG0000653	Prat.g_01013	Syap.g_02713
OG0000654	Prat.g_01012	Syap.g_02711
OG0000655	Prat.g_01011	Syap.g_02710
OG0000656	Prat.g_01008	Syap.g_02706
OG0000657	Prat.g_01002	Syap.g_01845
OG0000658	Prat.g_01001	Syap.g_01841
OG0000659	Prat.g_01000	Syap.g_01840
OG0000660	Prat.g_00996	Syap.g_01835
OG0000662	Prat.g_00992	Syap.g_00823
OG0000663	Prat.g_00990	Syap.g_00826
OG0000664	Prat.g_00989	Syap.g_00828
OG0000665	Prat.g_00983	Syap.g_02331
OG0000666	Prat.g_00982	Syap.g_01573
OG0000667	Prat.g_00978	Syap.g_01979
OG0000668	Prat.g_00694	Syap.g_02765
OG0000669	Prat.g_00705	Syap.g_02371
OG0000670	Prat.g_00708	Syap.g_02368
OG0000671	Prat.g_00710	Syap.g_01260
OG0000672	Prat.g_00713	Syap.g_01257
OG0000673	Prat.g_00717	Syap.g_01253
OG0000674	Prat.g_00719	Syap.g_01251
OG0000675	Prat.g_00720	Syap.g_01250
OG0000676	Prat.g_00722	Syap.g_01248
OG0000677	Prat.g_00723	Syap.g_01246
OG0000678	Prat.g_00725	Syap.g_01239
OG0000679	Prat.g_00730	Syap.g_00157
OG0000680	Prat.g_00731	Syap.g_00158
OG0000681	Prat.g_00734	Syap.g_00163
OG0000682	Prat.g_00735	Syap.g_00165
OG0000683	Prat.g_00736	Syap.g_00166
OG0000684	Prat.g_00738	Syap.g_00169
OG0000685	Prat.g_00740	Syap.g_00172
OG0000686	Prat.g_00741	Syap.g_00173
OG0000687	Prat.g_00742	Syap.g_00174
OG0000688	Prat.g_01051	Syap.g_00178
OG0000689	Prat.g_01050	Syap.g_00180
OG0000690	Prat.g_01049	Syap.g_00181
OG0000691	Prat.g_01048	Syap.g_00182
OG0000692	Prat.g_01046	Syap.g_00184
OG0000693	Prat.g_01045	Syap.g_00185
OG0000694	Prat.g_01044	Syap.g_00186
OG0000695	Prat.g_00869	Syap.g_01729
OG0000696	Prat.g_00870	Syap.g_01730
OG0000697	Prat.g_00871	Syap.g_01734
OG0000698	Prat.g_00874	Syap.g_01737
OG0000699	Prat.g_00876	Syap.g_01738
OG0000700	Prat.g_00877	Syap.g_01739
OG0000701	Prat.g_00878	Syap.g_01740
OG0000702	Prat.g_00880	Syap.g_01747
OG0000703	Prat.g_00881	Syap.g_01750
OG0000704	Prat.g_00883	Syap.g_01753
OG0000705	Prat.g_00889	Syap.g_02022
OG0000706	Prat.g_00890	Syap.g_02020
OG0000707	Prat.g_00891	Syap.g_02019
OG0000708	Prat.g_00893	Syap.g_02016
OG0000709	Prat.g_00897	Syap.g_00121
OG0000711	Prat.g_00916	Syap.g_02686
OG0000712	Prat.g_00917	Syap.g_02688
OG0000713	Prat.g_00918	Syap.g_02689
OG0000714	Prat.g_00919	Syap.g_02691
OG0000715	Prat.g_00921	Syap.g_02693
OG0000716	Prat.g_00923	Syap.g_02696
OG0000717	Prat.g_00924	Syap.g_02697
OG0000718	Prat.g_00929	Syap.g_02701
OG0000719	Prat.g_00931	Syap.g_02767
OG0000720	Prat.g_00942	Syap.g_02780
OG0000721	Prat.g_00946	Syap.g_02782
OG0000722	Prat.g_00947	Syap.g_02783
OG0000723	Prat.g_00951	Syap.g_00532
OG0000725	Prat.g_00966	Syap.g_01559
OG0000726	Prat.g_00967	Syap.g_01560
OG0000727	Prat.g_00968	Syap.g_01561
OG0000728	Prat.g_00970	Syap.g_01564
OG0000729	Prat.g_01214	Syap.g_01122
OG0000730	Prat.g_01199	Syap.g_00572
OG0000731	Prat.g_00354	Syap.g_00560
OG0000732	Prat.g_01831	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prat.g_01560	Syap.g_01971
OG0000734	Prat.g_01171	Syap.g_02628
OG0000735	Prat.g_01169	Syap.g_00244
OG0000736	Prat.g_01168	Syap.g_00243
OG0000737	Prat.g_01167	Syap.g_00242
OG0000738	Prat.g_01163	Syap.g_00236
OG0000739	Prat.g_01162	Syap.g_00235
OG0000740	Prat.g_01161	Syap.g_00234
OG0000741	Prat.g_01159	Syap.g_00231
OG0000742	Prat.g_01157	Syap.g_00229
OG0000743	Prat.g_01155	Syap.g_00226
OG0000744	Prat.g_01154	Syap.g_00225
OG0000745	Prat.g_01153	Syap.g_00222
OG0000746	Prat.g_01151	Syap.g_00220
OG0000747	Prat.g_01150	Syap.g_00219
OG0000748	Prat.g_01146	Syap.g_00212
OG0000749	Prat.g_01145	Syap.g_00211
OG0000750	Prat.g_01144	Syap.g_00210
OG0000751	Prat.g_01141	Syap.g_00205
OG0000752	Prat.g_01139	Syap.g_01793
OG0000753	Prat.g_01136	Syap.g_02775
OG0000754	Prat.g_01134	Syap.g_01883
OG0000755	Prat.g_01128	Syap.g_01893
OG0000757	Prat.g_01121	Syap.g_00427
OG0000758	Prat.g_01120	Syap.g_00428
OG0000759	Prat.g_01119	Syap.g_00429
OG0000760	Prat.g_01118	Syap.g_00430
OG0000761	Prat.g_01117	Syap.g_00431
OG0000762	Prat.g_01116	Syap.g_00434
OG0000763	Prat.g_01114	Syap.g_02624
OG0000764	Prat.g_01113	Syap.g_02623
OG0000765	Prat.g_01104	Syap.g_02440
OG0000766	Prat.g_01103	Syap.g_02439
OG0000767	Prat.g_01101	Syap.g_02437
OG0000768	Prat.g_01100	Syap.g_02436
OG0000769	Prat.g_01098	Syap.g_02434
OG0000770	Prat.g_00594	Syap.g_02431
OG0000772	Prat.g_00626	Syap.g_02295
OG0000773	Prat.g_01240	Syap.g_00885
OG0000774	Prat.g_01242	Syap.g_01473
OG0000775	Prat.g_01244	Syap.g_01475
OG0000776	Prat.g_01245	Syap.g_01476
OG0000777	Prat.g_01246	Syap.g_01478
OG0000778	Prat.g_01247	Syap.g_01479
OG0000779	Prat.g_01251	Syap.g_01494
OG0000780	Prat.g_01252	Syap.g_01496
OG0000781	Prat.g_01255	Syap.g_02609
OG0000782	Prat.g_01256	Syap.g_02611
OG0000783	Prat.g_01257	Syap.g_02612
OG0000784	Prat.g_01258	Syap.g_02613
OG0000785	Prat.g_01260	Syap.g_02281
OG0000786	Prat.g_01263	Syap.g_02287
OG0000787	Prat.g_01264	Syap.g_02288
OG0000788	Prat.g_01471	Syap.g_01932
OG0000789	Prat.g_01455	Syap.g_00372
OG0000791	Prat.g_01298	Syap.g_02520
OG0000792	Prat.g_01299	Syap.g_02519
OG0000793	Prat.g_01302	Syap.g_02141
OG0000794	Prat.g_01303	Syap.g_02200
OG0000795	Prat.g_01304	Syap.g_02199
OG0000796	Prat.g_01308	Syap.g_02448
OG0000797	Prat.g_01309	Syap.g_02449
OG0000799	Prat.g_01333	Syap.g_02488
OG0000800	Prat.g_01334	Syap.g_02487
OG0000801	Prat.g_01335	Syap.g_02486
OG0000802	Prat.g_01337	Syap.g_02659
OG0000803	Prat.g_01339	Syap.g_02109
OG0000804	Prat.g_01340	Syap.g_02113
OG0000805	Prat.g_01342	Syap.g_02115
OG0000806	Prat.g_01344	Syap.g_02117
OG0000807	Prat.g_01345	Syap.g_02118
OG0000808	Prat.g_01346	Syap.g_02119
OG0000809	Prat.g_01350	Syap.g_02122
OG0000810	Prat.g_01351	Syap.g_02124
OG0000811	Prat.g_01356	Syap.g_02472
OG0000812	Prat.g_01358	Syap.g_02474
OG0000813	Prat.g_01359	Syap.g_02475
OG0000814	Prat.g_01361	Syap.g_02753
OG0000815	Prat.g_01362	Syap.g_02752
OG0000816	Prat.g_01364	Syap.g_02289
OG0000817	Prat.g_01365	Syap.g_02527
OG0000818	Prat.g_01370	Syap.g_02001
OG0000819	Prat.g_01371	Syap.g_02002
OG0000820	Prat.g_01372	Syap.g_02003
OG0000821	Prat.g_01378	Syap.g_02009
OG0000822	Prat.g_01379	Syap.g_02011
OG0000824	Prat.g_01383	Syap.g_00008
OG0000825	Prat.g_01384	Syap.g_00009
OG0000826	Prat.g_01385	Syap.g_00010
OG0000827	Prat.g_01386	Syap.g_00011
OG0000828	Prat.g_01389	Syap.g_00014
OG0000829	Prat.g_01390	Syap.g_00015
OG0000830	Prat.g_01391	Syap.g_00016
OG0000831	Prat.g_01393	Syap.g_00019
OG0000832	Prat.g_01405	Syap.g_00752
OG0000833	Prat.g_01414	Syap.g_00021
OG0000834	Prat.g_01415	Syap.g_00023
OG0000835	Prat.g_01416	Syap.g_00024
OG0000836	Prat.g_01417	Syap.g_00026
OG0000837	Prat.g_01418	Syap.g_00027
OG0000838	Prat.g_01421	Syap.g_00031
OG0000839	Prat.g_01422	Syap.g_00032
OG0000840	Prat.g_01423	Syap.g_00033
OG0000841	Prat.g_01424	Syap.g_00034
OG0000842	Prat.g_01425	Syap.g_00035
OG0000843	Prat.g_01426	Syap.g_00036
OG0000844	Prat.g_01427	Syap.g_00039
OG0000845	Prat.g_01428	Syap.g_00040
OG0000846	Prat.g_01429	Syap.g_00042
OG0000847	Prat.g_01430	Syap.g_00043
OG0000848	Prat.g_01431	Syap.g_00045
OG0000849	Prat.g_01432	Syap.g_00046
OG0000850	Prat.g_01434	Syap.g_00310
OG0000851	Prat.g_01435	Syap.g_01214
OG0000852	Prat.g_01436	Syap.g_01215
OG0000853	Prat.g_01441	Syap.g_01219
OG0000854	Prat.g_01443	Syap.g_01222
OG0000855	Prat.g_01444	Syap.g_01223
OG0000856	Prat.g_01457	Syap.g_01286
OG0000857	Prat.g_01022	Syap.g_02722
OG0000858	Prat.g_01585	Syap.g_00612
OG0000859	Prat.g_01586	Syap.g_00613
OG0000860	Prat.g_01594	Syap.g_00623
OG0000861	Prat.g_01595	Syap.g_02789
OG0000862	Prat.g_01596	Syap.g_01789
OG0000863	Prat.g_01598	Syap.g_01784
OG0000864	Prat.g_01599	Syap.g_01783
OG0000865	Prat.g_01600	Syap.g_01781, Syap.g_01782
OG0000866	Prat.g_01601	Syap.g_01780
OG0000867	Prat.g_01602	Syap.g_01779
OG0000868	Prat.g_01603	Syap.g_01775
OG0000869	Prat.g_01606	Syap.g_01770
OG0000870	Prat.g_01611	Syap.g_01401
OG0000871	Prat.g_01612	Syap.g_01400
OG0000872	Prat.g_01613	Syap.g_01394
OG0000873	Prat.g_01616	Syap.g_01390
OG0000874	Prat.g_01619	Syap.g_01388
OG0000875	Prat.g_01621	Syap.g_01386
OG0000876	Prat.g_01622	Syap.g_00822
OG0000877	Prat.g_01624	Syap.g_01380
OG0000878	Prat.g_01625	Syap.g_01378
OG0000879	Prat.g_01626	Syap.g_01377
OG0000880	Prat.g_01627	Syap.g_01376
OG0000882	Prat.g_01636	Syap.g_01516
OG0000883	Prat.g_01639	Syap.g_01511
OG0000884	Prat.g_01641	Syap.g_01509
OG0000885	Prat.g_01642	Syap.g_01508
OG0000886	Prat.g_01643	Syap.g_01507
OG0000887	Prat.g_01644	Syap.g_01506
OG0000888	Prat.g_01646	Syap.g_01504
OG0000889	Prat.g_01648	Syap.g_01502
OG0000890	Prat.g_01649	Syap.g_01499
OG0000891	Prat.g_01650	Syap.g_01498
OG0000892	Prat.g_01652	Syap.g_02671
OG0000893	Prat.g_01655	Syap.g_02497
OG0000894	Prat.g_01658	Syap.g_02679
OG0000895	Prat.g_01662	Syap.g_00546
OG0000896	Prat.g_01663	Syap.g_00545
OG0000897	Prat.g_01665	Syap.g_00543
OG0000898	Prat.g_01666	Syap.g_00542
OG0000899	Prat.g_01667	Syap.g_00541
OG0000900	Prat.g_01668	Syap.g_00540
OG0000901	Prat.g_01671	Syap.g_01930
OG0000902	Prat.g_01673	Syap.g_01929
OG0000903	Prat.g_01677	Syap.g_01916
OG0000904	Prat.g_01682	Syap.g_01922
OG0000905	Prat.g_01675	Syap.g_01925
OG0000906	Prat.g_01674	Syap.g_01927
OG0000907	Prat.g_01684	Syap.g_01914
OG0000908	Prat.g_01687	Syap.g_01235
OG0000909	Prat.g_01688	Syap.g_01236
OG0000910	Prat.g_01689	Syap.g_01237
OG0000911	Prat.g_01691	Syap.g_00511
OG0000912	Prat.g_01692	Syap.g_00510
OG0000913	Prat.g_01693	Syap.g_00509
OG0000914	Prat.g_01694	Syap.g_00508
OG0000915	Prat.g_01695	Syap.g_00506
OG0000916	Prat.g_01696	Syap.g_00505
OG0000917	Prat.g_01697	Syap.g_00504
OG0000918	Prat.g_01698	Syap.g_00503
OG0000919	Prat.g_01699	Syap.g_00502
OG0000920	Prat.g_01700	Syap.g_00501
OG0000921	Prat.g_01701	Syap.g_00500
OG0000922	Prat.g_01702	Syap.g_00499
OG0000923	Prat.g_01706	Syap.g_00495
OG0000924	Prat.g_01707	Syap.g_00494
OG0000925	Prat.g_01708	Syap.g_00493
OG0000926	Prat.g_01709	Syap.g_00492
OG0000927	Prat.g_01711	Syap.g_00490
OG0000928	Prat.g_01712	Syap.g_00489
OG0000929	Prat.g_01713	Syap.g_00488
OG0000930	Prat.g_01714	Syap.g_00487
OG0000931	Prat.g_01715	Syap.g_00486
OG0000932	Prat.g_01327	Syap.g_00485
OG0000933	Prat.g_01719	Syap.g_00479
OG0000934	Prat.g_01721	Syap.g_00477
OG0000935	Prat.g_01722	Syap.g_00476
OG0000936	Prat.g_01723	Syap.g_00475
OG0000937	Prat.g_01724	Syap.g_00474
OG0000938	Prat.g_01727	Syap.g_00471
OG0000939	Prat.g_01728	Syap.g_00469
OG0000940	Prat.g_01735	Syap.g_00460
OG0000941	Prat.g_01737	Syap.g_00458
OG0000942	Prat.g_01739	Syap.g_00606
OG0000943	Prat.g_01740	Syap.g_00604
OG0000944	Prat.g_01742	Syap.g_00602
OG0000945	Prat.g_01744	Syap.g_00601
OG0000946	Prat.g_01748	Syap.g_00595
OG0000947	Prat.g_01750	Syap.g_00591
OG0000948	Prat.g_01751	Syap.g_00590
OG0000949	Prat.g_01754	Syap.g_01051
OG0000950	Prat.g_01760	Syap.g_01061
OG0000951	Prat.g_01764	Syap.g_01070
OG0000952	Prat.g_01768	Syap.g_01074
OG0000953	Prat.g_01772	Syap.g_01078
OG0000954	Prat.g_01777	Syap.g_01089
OG0000955	Prat.g_01778	Syap.g_01090
OG0000956	Prat.g_01780	Syap.g_01092
OG0000957	Prat.g_01786	Syap.g_01109
OG0000958	Prat.g_01787	Syap.g_01110
OG0000959	Prat.g_01791	Syap.g_01114
OG0000960	Prat.g_01792	Syap.g_01115
OG0000961	Prat.g_01795	Syap.g_02170
OG0000962	Prat.g_01797	Syap.g_01121
OG0000963	Prat.g_01801	Syap.g_01124
OG0000964	Prat.g_01802	Syap.g_01125
OG0000965	Prat.g_01803	Syap.g_01126
OG0000966	Prat.g_01809	Syap.g_01141
OG0000967	Prat.g_01813	Syap.g_00633
OG0000968	Prat.g_01815	Syap.g_00998
OG0000969	Prat.g_01816	Syap.g_00996
OG0000970	Prat.g_01817	Syap.g_00995
OG0000971	Prat.g_01818	Syap.g_00993
OG0000972	Prat.g_01819	Syap.g_00992
OG0000973	Prat.g_01820	Syap.g_00991
OG0000974	Prat.g_01821	Syap.g_00990
OG0000975	Prat.g_01822	Syap.g_00989
OG0000976	Prat.g_01823	Syap.g_00988
OG0000977	Prat.g_01824	Syap.g_00986
OG0000978	Prat.g_01825	Syap.g_00985
OG0000979	Prat.g_01828	Syap.g_00980
OG0000980	Prat.g_01830	Syap.g_00977
OG0000981	Prat.g_01833	Syap.g_01812
OG0000982	Prat.g_01835	Syap.g_00132
OG0000983	Prat.g_01836	Syap.g_00134
OG0000984	Prat.g_01837	Syap.g_00135
OG0000985	Prat.g_01840	Syap.g_00140
OG0000986	Prat.g_01842	Syap.g_01044
OG0000987	Prat.g_01843	Syap.g_01033
OG0000988	Prat.g_01846	Syap.g_01027
OG0000989	Prat.g_01850	Syap.g_01011
OG0000990	Prat.g_01856	Syap.g_02087
OG0000991	Prat.g_01857	Syap.g_02091
OG0000992	Prat.g_01860	Syap.g_02095
OG0000993	Prat.g_01861	Syap.g_02097
OG0000994	Prat.g_01862	Syap.g_02101
OG0000996	Prat.g_01867	Syap.g_01817
OG0000997	Prat.g_01869	Syap.g_02590
OG0000998	Prat.g_01871	Syap.g_02591
OG0000999	Prat.g_01872	Syap.g_02592
OG0001001	Prat.g_01879	Syap.g_02605
OG0001002	Prat.g_01884	Syap.g_00124
OG0001003	Prat.g_01885	Syap.g_02310
OG0001004	Prat.g_01886	Syap.g_02311
OG0001005	Prat.g_01887	Syap.g_02312
OG0001006	Prat.g_01891	Syap.g_00053
OG0001007	Prat.g_01893	Syap.g_00055
OG0001008	Prat.g_00397	Syap.g_02060
OG0001012	Prat.g_00046	Syap.g_00371
OG0001013	Prat.g_00053	Syap.g_01325
OG0001016	Prat.g_00070	Syap.g_01695
OG0001033	Prat.g_00210	Syap.g_00105
OG0001035	Prat.g_00261	Syap.g_01594
OG0001038	Prat.g_00285	Syap.g_01362
OG0001039	Prat.g_00288	Syap.g_01359
OG0001040	Prat.g_00291	Syap.g_01356
OG0001041	Prat.g_00295	Syap.g_01352
OG0001043	Prat.g_00313	Syap.g_01676
OG0001044	Prat.g_00347	Syap.g_00571
OG0001053	Prat.g_00443	Syap.g_02253
OG0001054	Prat.g_00459	Syap.g_00274
OG0001055	Prat.g_00480	Syap.g_00252
OG0001059	Prat.g_00515	Syap.g_00306
OG0001060	Prat.g_00522	Syap.g_00299
OG0001061	Prat.g_00538	Syap.g_01309
OG0001062	Prat.g_00540	Syap.g_01314
OG0001072	Prat.g_00552	Syap.g_00441
OG0001073	Prat.g_00566	Syap.g_00122, Syap.g_00455
OG0001078	Prat.g_01089	Syap.g_00896
OG0001080	Prat.g_01071	Syap.g_02505
OG0001085	Prat.g_00744	Syap.g_01953
OG0001094	Prat.g_01043	Syap.g_00187
OG0001095	Prat.g_01024	Syap.g_02725
OG0001096	Prat.g_01010	Syap.g_02709
OG0001100	Prat.g_00707	Syap.g_02369
OG0001102	Prat.g_00712	Syap.g_01258
OG0001103	Prat.g_00715	Syap.g_01256
OG0001104	Prat.g_00739	Syap.g_00171
OG0001105	Prat.g_00743	Syap.g_00175
OG0001107	Prat.g_00894	Syap.g_02015
OG0001108	Prat.g_00898	Syap.g_00119
OG0001122	Prat.g_00932	Syap.g_02766
OG0001123	Prat.g_00937	Syap.g_01872
OG0001133	Prat.g_01211	Syap.g_01292
OG0001136	Prat.g_01158	Syap.g_00230
OG0001137	Prat.g_01147	Syap.g_00213
OG0001152	Prat.g_01307	Syap.g_02447
OG0001154	Prat.g_01388	Syap.g_00013
OG0001155	Prat.g_01407	Syap.g_00750
OG0001160	Prat.g_01439	Syap.g_01217
OG0001162	Prat.g_01500	Syap.g_02366
OG0001163	Prat.g_01583	Syap.g_00609
OG0001164	Prat.g_01587	Syap.g_00614
OG0001165	Prat.g_01590	Syap.g_00619
OG0001168	Prat.g_01630	Syap.g_01372
OG0001171	Prat.g_01645	Syap.g_01505
OG0001172	Prat.g_01660	Syap.g_00547
OG0001177	Prat.g_01680	Syap.g_01920
OG0001178	Prat.g_01597	Syap.g_01786, Syap.g_01787
OG0001179	Prat.g_01710	Syap.g_00491
OG0001180	Prat.g_01732	Syap.g_00097, Syap.g_00465
OG0001181	Prat.g_01736	Syap.g_00459
OG0001183	Prat.g_01749	Syap.g_00594
OG0001185	Prat.g_01783	Syap.g_01104
OG0001186	Prat.g_01807	Syap.g_01140
OG0001187	Prat.g_01810	Syap.g_01142
OG0001188	Prat.g_01812	Syap.g_00634
OG0001189	Prat.g_01829	Syap.g_00979
OG0001191	Prat.g_01844	Syap.g_01030
OG0001192	Prat.g_01849	Syap.g_01021
OG0001197	Prat.g_01883	Syap.g_00126
OG0001198	Prat.g_01890	Syap.g_00052
OG0001200	Prat.g_00073	Syap.g_01698
OG0001202	Prat.g_00201	Syap.g_01613
OG0001203	Prat.g_00243	Syap.g_01154
OG0001214	Prat.g_01088	Syap.g_00897
OG0001217	Prat.g_01486	Syap.g_01464
OG0001218	Prat.g_01217	Syap.g_00020
OG0001219	Prat.g_00863	Syap.g_02794
OG0001221	Prat.g_00728	Syap.g_01777
OG0001222	Prat.g_00944	Syap.g_02027
OG0001224	Prat.g_00961	Syap.g_01551
OG0001225	Prat.g_00963	Syap.g_01553
OG0001226	Prat.g_00078	Syap.g_02551
OG0001228	Prat.g_01106	Syap.g_01063
OG0001229	Prat.g_01228	Syap.g_00827
OG0001230	Prat.g_01343	Syap.g_02116
OG0001232	Prat.g_01614	Syap.g_01393
OG0001235	Prat.g_01676	Syap.g_01924
OG0001236	Prat.g_01763	Syap.g_01069
OG0001237	Prat.g_01767	Syap.g_01073
OG0001238	Prat.g_01845	Syap.g_01028
OG0001239	Prat.g_00068	Syap.g_01693, Syap.g_01692
OG0001243	Prat.g_00125	Syap.g_02219
OG0001244	Prat.g_00140	Syap.g_02192
OG0001246	Prat.g_01485, Prat.g_00467	Syap.g_01165, Syap.g_00267
OG0001248	Prat.g_00759	Syap.g_00423
OG0001249	Prat.g_00345	Syap.g_00575
OG0001250	Prat.g_00997	Syap.g_01836
OG0001251	Prat.g_00695	Syap.g_01549, Syap.g_01727
OG0001253	Prat.g_01480	Syap.g_01969
OG0001255	Prat.g_01172	Syap.g_02523
OG0001256	Prat.g_01446	Syap.g_01225
OG0001258	Prat.g_01588	Syap.g_00617
OG0001260	Prat.g_01651	Syap.g_01497
OG0001261	Prat.g_01717	Syap.g_00482
OG0001262	Prat.g_01827	Syap.g_00981
OG0001263	Prat.g_00127	Syap.g_02216
OG0001265	Prat.g_00117	Syap.g_02231
OG0001266	Prat.g_00205	Syap.g_01618
OG0001267	Prat.g_00287	Syap.g_01360
OG0001268	Prat.g_00353	Syap.g_00563
OG0001270	Prat.g_00394	Syap.g_02056
OG0001271	Prat.g_00431	Syap.g_02759
OG0001272	Prat.g_00446	Syap.g_02250
OG0001274	Prat.g_00228	Syap.g_01897
OG0001275	Prat.g_00922	Syap.g_02694
OG0001276	Prat.g_00936	Syap.g_01873
OG0001277	Prat.g_00817	Syap.g_01293
OG0001278	Prat.g_01102	Syap.g_02438
OG0001279	Prat.g_00828	Syap.g_02663
OG0001282	Prat.g_01292	Syap.g_01701
OG0001284	Prat.g_01433	Syap.g_00047
OG0001286	Prat.g_01730	Syap.g_00467
OG0001287	Prat.g_01790	Syap.g_00418
OG0001288	Prat.g_01800	Syap.g_01123
OG0001289	Prat.g_00085	Syap.g_02365
OG0001291	Prat.g_00135	Syap.g_02207
OG0001292	Prat.g_00254	Syap.g_01583
OG0001297	Prat.g_00477	Syap.g_00255
OG0001299	Prat.g_01057	Syap.g_01959
OG0001303	Prat.g_01550	Syap.g_02795
OG0001304	Prat.g_00949	Syap.g_00536
OG0001305	Prat.g_00969	Syap.g_01562
OG0001306	Prat.g_01170	Syap.g_00245
OG0001307	Prat.g_01283	Syap.g_00403
OG0001308	Prat.g_01363	Syap.g_02751, Syap.g_02750
OG0001310	Prat.g_01604	Syap.g_01774
OG0001311	Prat.g_00938	Syap.g_01871
OG0001312	Prat.g_00872	Syap.g_01735
OG0001318	Prat.g_00263	Syap.g_01596, Syap.g_01597
OG0001319	Prat.g_00280	Syap.g_02338
OG0001332	Prat.g_01403	Syap.g_01548
OG0001333	Prat.g_01629	Syap.g_01373
OG0001336	Prat.g_01878	Syap.g_02602
OG0001337	Prat.g_00339	Syap.g_00576
OG0001346	Prat.g_01250	Syap.g_01484
OG0001348	Prat.g_00827	Syap.g_00938
OG0001351	Prat.g_00416	Syap.g_01996
OG0001353	Prat.g_01005	Syap.g_01849
OG0001361	Prat.g_01138	Syap.g_01792
OG0001364	Prat.g_01755	Syap.g_01052
OG0001365	Prat.g_01838	Syap.g_00138
OG0001368	Prat.g_00632, Prat.g_00818	Syap.g_01576
OG0001371	Prat.g_00752	Syap.g_02544, Syap.g_02545
OG0001379	Prat.g_01243	Syap.g_01474
OG0001394	Prat.g_00732	Syap.g_00159
OG0001398	Prat.g_00810	Syap.g_02356
OG0001401	Prat.g_00850	Syap.g_01844
OG0001415	Prat.g_00235	Syap.g_00447, Syap.g_00446
OG0001418	Prat.g_00758	Syap.g_00221
OG0001422	Prat.g_00660, Prat.g_00659	Syap.g_01682
OG0001425	Prat.g_01848	Syap.g_01024
OG0001428	Prat.g_00173	Syap.g_01196
OG0001434	Prat.g_00737	Syap.g_00167
OG0001435	Prat.g_00711	Syap.g_01259
OG0001437	Prat.g_00234	Syap.g_00448
OG0001438	Prat.g_00301	Syap.g_01346, Syap.g_01630
OG0001441	Prat.g_00484	Syap.g_02749
OG0001443	Prat.g_01227	Syap.g_01006
OG0001452	Prat.g_00697	Syap.g_01590
OG0001461	Prat.g_00378	Syap.g_02707
OG0001487	Prat.g_01395	Syap.g_00699
