Orthogroup	Prat	Syat
OG0000587	Prat.g_00577	Syat.g_00001
OG0000588	Prat.g_00582	Syat.g_00338
OG0000589	Prat.g_00584	Syat.g_03318
OG0000590	Prat.g_00585	Syat.g_03317
OG0000591	Prat.g_00589	Syat.g_03308
OG0000592	Prat.g_00590	Syat.g_03307
OG0000593	Prat.g_01094	Syat.g_00113
OG0000594	Prat.g_01093	Syat.g_00114
OG0000595	Prat.g_01091	Syat.g_00115
OG0000596	Prat.g_01087	Syat.g_00129
OG0000597	Prat.g_01084	Syat.g_00132
OG0000598	Prat.g_01083	Syat.g_00133
OG0000599	Prat.g_01080	Syat.g_00381
OG0000600	Prat.g_01079	Syat.g_00380
OG0000601	Prat.g_01078	Syat.g_00379
OG0000602	Prat.g_01076	Syat.g_00375
OG0000603	Prat.g_01075	Syat.g_00374
OG0000604	Prat.g_01074	Syat.g_00372
OG0000605	Prat.g_01073	Syat.g_00370
OG0000606	Prat.g_01070	Syat.g_00367
OG0000607	Prat.g_01067	Syat.g_00364
OG0000608	Prat.g_01066	Syat.g_00363
OG0000609	Prat.g_01065	Syat.g_00344
OG0000610	Prat.g_01059	Syat.g_00399
OG0000611	Prat.g_01056	Syat.g_00402
OG0000612	Prat.g_01055	Syat.g_00403
OG0000613	Prat.g_00747	Syat.g_02129
OG0000614	Prat.g_00767	Syat.g_01084
OG0000615	Prat.g_00777	Syat.g_00442
OG0000616	Prat.g_01882	Syat.g_02397
OG0000617	Prat.g_00797	Syat.g_00665
OG0000618	Prat.g_00798	Syat.g_00666
OG0000619	Prat.g_00799	Syat.g_00667
OG0000620	Prat.g_00802	Syat.g_02591
OG0000621	Prat.g_00803	Syat.g_02590
OG0000622	Prat.g_00804	Syat.g_02572
OG0000623	Prat.g_00805	Syat.g_00672
OG0000624	Prat.g_00807	Syat.g_00673
OG0000625	Prat.g_00808	Syat.g_00674
OG0000626	Prat.g_00809	Syat.g_00675
OG0000627	Prat.g_00811	Syat.g_00641
OG0000628	Prat.g_00812	Syat.g_00640
OG0000629	Prat.g_00813	Syat.g_00637
OG0000630	Prat.g_00816	Syat.g_00631
OG0000631	Prat.g_00865	Syat.g_00624
OG0000632	Prat.g_00866	Syat.g_00623
OG0000633	Prat.g_00867	Syat.g_00622
OG0000634	Prat.g_01041	Syat.g_00475
OG0000635	Prat.g_01040	Syat.g_00476
OG0000636	Prat.g_01038	Syat.g_00478
OG0000637	Prat.g_01036	Syat.g_00480
OG0000638	Prat.g_01035	Syat.g_00481
OG0000639	Prat.g_01034	Syat.g_00482
OG0000640	Prat.g_01033	Syat.g_00483
OG0000641	Prat.g_01029	Syat.g_00488
OG0000642	Prat.g_01028	Syat.g_00489
OG0000643	Prat.g_01027	Syat.g_00494
OG0000644	Prat.g_01026	Syat.g_00495
OG0000645	Prat.g_01025	Syat.g_00496
OG0000646	Prat.g_01023	Syat.g_00499
OG0000647	Prat.g_01021	Syat.g_00501
OG0000648	Prat.g_01019	Syat.g_00504
OG0000649	Prat.g_01018	Syat.g_00505
OG0000650	Prat.g_01017	Syat.g_00506
OG0000651	Prat.g_01016	Syat.g_00507
OG0000652	Prat.g_01015	Syat.g_00508
OG0000653	Prat.g_01013	Syat.g_00510
OG0000654	Prat.g_01012	Syat.g_00514
OG0000655	Prat.g_01011	Syat.g_00515
OG0000656	Prat.g_01008	Syat.g_00518
OG0000657	Prat.g_01002	Syat.g_00720
OG0000658	Prat.g_01001	Syat.g_00723
OG0000659	Prat.g_01000	Syat.g_00724
OG0000660	Prat.g_00996	Syat.g_00740
OG0000661	Prat.g_00994	Syat.g_00742
OG0000662	Prat.g_00992	Syat.g_00746
OG0000663	Prat.g_00990	Syat.g_00749
OG0000664	Prat.g_00989	Syat.g_00752
OG0000665	Prat.g_00983	Syat.g_03302
OG0000666	Prat.g_00982	Syat.g_01415
OG0000667	Prat.g_00978	Syat.g_00958, Syat.g_03278
OG0000668	Prat.g_00694	Syat.g_00710
OG0000669	Prat.g_00705	Syat.g_00416
OG0000670	Prat.g_00708	Syat.g_00419
OG0000671	Prat.g_00710	Syat.g_00421
OG0000672	Prat.g_00713	Syat.g_00424
OG0000673	Prat.g_00717	Syat.g_00430
OG0000674	Prat.g_00719	Syat.g_00432
OG0000675	Prat.g_00720	Syat.g_00433
OG0000676	Prat.g_00722	Syat.g_00436
OG0000677	Prat.g_00723	Syat.g_00437
OG0000678	Prat.g_00725	Syat.g_00439
OG0000679	Prat.g_00730	Syat.g_00448
OG0000680	Prat.g_00731	Syat.g_00449
OG0000681	Prat.g_00734	Syat.g_00452
OG0000682	Prat.g_00735	Syat.g_00453
OG0000683	Prat.g_00736	Syat.g_00454
OG0000684	Prat.g_00738	Syat.g_00457
OG0000685	Prat.g_00740	Syat.g_02571
OG0000686	Prat.g_00741	Syat.g_00459
OG0000687	Prat.g_00742	Syat.g_00460
OG0000688	Prat.g_01051	Syat.g_00463
OG0000689	Prat.g_01050	Syat.g_00465
OG0000690	Prat.g_01049	Syat.g_00466
OG0000691	Prat.g_01048	Syat.g_00467
OG0000692	Prat.g_01046	Syat.g_00469
OG0000693	Prat.g_01045	Syat.g_00471
OG0000694	Prat.g_01044	Syat.g_00472
OG0000695	Prat.g_00869	Syat.g_00619
OG0000696	Prat.g_00870	Syat.g_00618
OG0000697	Prat.g_00871	Syat.g_00616
OG0000698	Prat.g_00874	Syat.g_00613
OG0000699	Prat.g_00876	Syat.g_00611
OG0000700	Prat.g_00877	Syat.g_00610
OG0000701	Prat.g_00878	Syat.g_00609
OG0000702	Prat.g_00880	Syat.g_00606
OG0000703	Prat.g_00881	Syat.g_00601
OG0000704	Prat.g_00883	Syat.g_00599
OG0000705	Prat.g_00889	Syat.g_00592
OG0000706	Prat.g_00890	Syat.g_00591
OG0000707	Prat.g_00891	Syat.g_00590
OG0000708	Prat.g_00893	Syat.g_00587
OG0000709	Prat.g_00897	Syat.g_00573
OG0000710	Prat.g_00900	Syat.g_00567
OG0000711	Prat.g_00916	Syat.g_00539
OG0000712	Prat.g_00917	Syat.g_00537
OG0000713	Prat.g_00918	Syat.g_00536
OG0000714	Prat.g_00919	Syat.g_00532
OG0000715	Prat.g_00921	Syat.g_00530
OG0000716	Prat.g_00923	Syat.g_00527
OG0000717	Prat.g_00924	Syat.g_00526
OG0000718	Prat.g_00929	Syat.g_00522
OG0000719	Prat.g_00931	Syat.g_00712
OG0000720	Prat.g_00942	Syat.g_00699
OG0000721	Prat.g_00946	Syat.g_00697
OG0000722	Prat.g_00947	Syat.g_00696
OG0000723	Prat.g_00951	Syat.g_00686
OG0000724	Prat.g_00960	Syat.g_00782
OG0000725	Prat.g_00966	Syat.g_00810
OG0000726	Prat.g_00967	Syat.g_00811
OG0000727	Prat.g_00968	Syat.g_00812
OG0000728	Prat.g_00970	Syat.g_00814
OG0000729	Prat.g_01214	Syat.g_02224
OG0000730	Prat.g_01199	Syat.g_01617
OG0000731	Prat.g_00354	Syat.g_01605
OG0000732	Prat.g_01831	Syat.g_02290
OG0000733	Prat.g_01560	Syat.g_03285
OG0000734	Prat.g_01171	Syat.g_01579
OG0000735	Prat.g_01169	Syat.g_03235
OG0000736	Prat.g_01168	Syat.g_03236
OG0000737	Prat.g_01167	Syat.g_03237
OG0000738	Prat.g_01163	Syat.g_03251
OG0000739	Prat.g_01162	Syat.g_03252
OG0000740	Prat.g_01161	Syat.g_03253
OG0000741	Prat.g_01159	Syat.g_03256
OG0000742	Prat.g_01157	Syat.g_03259
OG0000743	Prat.g_01155	Syat.g_03262
OG0000744	Prat.g_01154	Syat.g_03263
OG0000745	Prat.g_01153	Syat.g_03266
OG0000746	Prat.g_01151	Syat.g_00314
OG0000747	Prat.g_01150	Syat.g_00313
OG0000748	Prat.g_01146	Syat.g_00305
OG0000749	Prat.g_01145	Syat.g_00303
OG0000750	Prat.g_01144	Syat.g_00302
OG0000751	Prat.g_01141	Syat.g_00296
OG0000752	Prat.g_01139	Syat.g_00294
OG0000753	Prat.g_01136	Syat.g_00291
OG0000754	Prat.g_01134	Syat.g_00250
OG0000755	Prat.g_01128	Syat.g_00217
OG0000756	Prat.g_01127	Syat.g_00216
OG0000757	Prat.g_01121	Syat.g_00205
OG0000758	Prat.g_01120	Syat.g_00204
OG0000759	Prat.g_01119	Syat.g_00203
OG0000760	Prat.g_01118	Syat.g_00202
OG0000761	Prat.g_01117	Syat.g_00201
OG0000762	Prat.g_01116	Syat.g_00199
OG0000763	Prat.g_01114	Syat.g_00924
OG0000764	Prat.g_01113	Syat.g_00923
OG0000765	Prat.g_01104	Syat.g_00897
OG0000766	Prat.g_01103	Syat.g_00896
OG0000767	Prat.g_01101	Syat.g_00894
OG0000768	Prat.g_01100	Syat.g_00893
OG0000769	Prat.g_01098	Syat.g_00891
OG0000770	Prat.g_00594	Syat.g_00886
OG0000771	Prat.g_01509	Syat.g_00788
OG0000772	Prat.g_00626	Syat.g_01768
OG0000773	Prat.g_01240	Syat.g_01114
OG0000774	Prat.g_01242	Syat.g_01146
OG0000775	Prat.g_01244	Syat.g_01148
OG0000776	Prat.g_01245	Syat.g_01149
OG0000777	Prat.g_01246	Syat.g_01150
OG0000778	Prat.g_01247	Syat.g_01151
OG0000779	Prat.g_01251	Syat.g_01154
OG0000780	Prat.g_01252	Syat.g_01157
OG0000781	Prat.g_01255	Syat.g_01161
OG0000782	Prat.g_01256	Syat.g_01162
OG0000783	Prat.g_01257	Syat.g_01163
OG0000784	Prat.g_01258	Syat.g_01164
OG0000785	Prat.g_01260	Syat.g_01166
OG0000786	Prat.g_01263	Syat.g_01170
OG0000787	Prat.g_01264	Syat.g_01171
OG0000788	Prat.g_01471	Syat.g_00087
OG0000789	Prat.g_01455	Syat.g_00845
OG0000790	Prat.g_01296	Syat.g_01300
OG0000791	Prat.g_01298	Syat.g_01302
OG0000792	Prat.g_01299	Syat.g_01303
OG0000793	Prat.g_01302	Syat.g_01412
OG0000794	Prat.g_01303	Syat.g_01414
OG0000795	Prat.g_01304	Syat.g_01416
OG0000796	Prat.g_01308	Syat.g_01422
OG0000797	Prat.g_01309	Syat.g_01423
OG0000799	Prat.g_01333	Syat.g_01256
OG0000800	Prat.g_01334	Syat.g_01255
OG0000801	Prat.g_01335	Syat.g_01253
OG0000802	Prat.g_01337	Syat.g_01245
OG0000803	Prat.g_01339	Syat.g_01241
OG0000804	Prat.g_01340	Syat.g_01238
OG0000805	Prat.g_01342	Syat.g_01236
OG0000806	Prat.g_01344	Syat.g_01234
OG0000807	Prat.g_01345	Syat.g_01233
OG0000808	Prat.g_01346	Syat.g_01232
OG0000809	Prat.g_01350	Syat.g_01229
OG0000810	Prat.g_01351	Syat.g_01228
OG0000811	Prat.g_01356	Syat.g_01186
OG0000812	Prat.g_01358	Syat.g_01182
OG0000813	Prat.g_01359	Syat.g_01181
OG0000814	Prat.g_01361	Syat.g_01179
OG0000815	Prat.g_01362	Syat.g_01177
OG0000816	Prat.g_01364	Syat.g_01175
OG0000817	Prat.g_01365	Syat.g_01279
OG0000818	Prat.g_01370	Syat.g_01325
OG0000819	Prat.g_01371	Syat.g_01326
OG0000820	Prat.g_01372	Syat.g_01327
OG0000821	Prat.g_01378	Syat.g_01333
OG0000822	Prat.g_01379	Syat.g_01335
OG0000823	Prat.g_01380	Syat.g_01336
OG0000824	Prat.g_01383	Syat.g_01342
OG0000825	Prat.g_01384	Syat.g_01343
OG0000826	Prat.g_01385	Syat.g_01344
OG0000827	Prat.g_01386	Syat.g_01345
OG0000828	Prat.g_01389	Syat.g_01348
OG0000829	Prat.g_01390	Syat.g_01349
OG0000830	Prat.g_01391	Syat.g_01350
OG0000831	Prat.g_01393	Syat.g_01353
OG0000832	Prat.g_01405	Syat.g_02982
OG0000833	Prat.g_01414	Syat.g_03072
OG0000834	Prat.g_01415	Syat.g_03073
OG0000835	Prat.g_01416	Syat.g_03075
OG0000836	Prat.g_01417	Syat.g_03078
OG0000837	Prat.g_01418	Syat.g_03079
OG0000838	Prat.g_01421	Syat.g_03083
OG0000839	Prat.g_01422	Syat.g_03084
OG0000840	Prat.g_01423	Syat.g_03085
OG0000841	Prat.g_01424	Syat.g_03086
OG0000842	Prat.g_01425	Syat.g_03087
OG0000843	Prat.g_01426	Syat.g_03088
OG0000844	Prat.g_01427	Syat.g_03090
OG0000845	Prat.g_01428	Syat.g_03091
OG0000846	Prat.g_01429	Syat.g_03092
OG0000847	Prat.g_01430	Syat.g_03093
OG0000848	Prat.g_01431	Syat.g_03095
OG0000849	Prat.g_01432	Syat.g_03096
OG0000850	Prat.g_01434	Syat.g_03098
OG0000851	Prat.g_01435	Syat.g_03101
OG0000852	Prat.g_01436	Syat.g_03102
OG0000853	Prat.g_01441	Syat.g_03106
OG0000854	Prat.g_01443	Syat.g_03108
OG0000855	Prat.g_01444	Syat.g_03109
OG0000856	Prat.g_01457	Syat.g_03305
OG0000857	Prat.g_01022	Syat.g_00500
OG0000858	Prat.g_01585	Syat.g_03114
OG0000859	Prat.g_01586	Syat.g_03115
OG0000860	Prat.g_01594	Syat.g_03126
OG0000861	Prat.g_01595	Syat.g_03127
OG0000862	Prat.g_01596	Syat.g_03136
OG0000863	Prat.g_01598	Syat.g_03138
OG0000864	Prat.g_01599	Syat.g_03139
OG0000865	Prat.g_01600	Syat.g_03140
OG0000866	Prat.g_01601	Syat.g_03141
OG0000867	Prat.g_01602	Syat.g_03142
OG0000868	Prat.g_01603	Syat.g_03067
OG0000869	Prat.g_01606	Syat.g_03054
OG0000870	Prat.g_01611	Syat.g_03049
OG0000871	Prat.g_01612	Syat.g_03048
OG0000872	Prat.g_01613	Syat.g_03042
OG0000873	Prat.g_01616	Syat.g_03039
OG0000874	Prat.g_01619	Syat.g_03037
OG0000875	Prat.g_01621	Syat.g_03035
OG0000876	Prat.g_01622	Syat.g_00745
OG0000877	Prat.g_01624	Syat.g_03024
OG0000878	Prat.g_01625	Syat.g_03023
OG0000879	Prat.g_01626	Syat.g_03022
OG0000880	Prat.g_01627	Syat.g_03021
OG0000881	Prat.g_01631	Syat.g_03016
OG0000882	Prat.g_01636	Syat.g_03011
OG0000883	Prat.g_01639	Syat.g_03007
OG0000884	Prat.g_01641	Syat.g_03005
OG0000885	Prat.g_01642	Syat.g_03004
OG0000886	Prat.g_01643	Syat.g_03003
OG0000887	Prat.g_01644	Syat.g_03002
OG0000888	Prat.g_01646	Syat.g_03000
OG0000889	Prat.g_01648	Syat.g_02997
OG0000890	Prat.g_01649	Syat.g_02994
OG0000891	Prat.g_01650	Syat.g_02993
OG0000892	Prat.g_01652	Syat.g_02992
OG0000893	Prat.g_01655	Syat.g_01864
OG0000894	Prat.g_01658	Syat.g_01860
OG0000895	Prat.g_01662	Syat.g_01856
OG0000896	Prat.g_01663	Syat.g_01855
OG0000897	Prat.g_01665	Syat.g_01853
OG0000898	Prat.g_01666	Syat.g_01852
OG0000899	Prat.g_01667	Syat.g_01851
OG0000900	Prat.g_01668	Syat.g_01850
OG0000901	Prat.g_01671	Syat.g_01845
OG0000902	Prat.g_01673	Syat.g_01843
OG0000903	Prat.g_01677	Syat.g_01830
OG0000904	Prat.g_01682	Syat.g_01834
OG0000905	Prat.g_01675	Syat.g_01839
OG0000906	Prat.g_01674	Syat.g_01841
OG0000907	Prat.g_01684	Syat.g_01828
OG0000908	Prat.g_01687	Syat.g_01825
OG0000909	Prat.g_01688	Syat.g_01824
OG0000910	Prat.g_01689	Syat.g_01823
OG0000911	Prat.g_01691	Syat.g_01821
OG0000912	Prat.g_01692	Syat.g_01820
OG0000913	Prat.g_01693	Syat.g_01819
OG0000914	Prat.g_01694	Syat.g_01818
OG0000915	Prat.g_01695	Syat.g_01816
OG0000916	Prat.g_01696	Syat.g_01815
OG0000917	Prat.g_01697	Syat.g_01814
OG0000918	Prat.g_01698	Syat.g_01813
OG0000919	Prat.g_01699	Syat.g_01812
OG0000920	Prat.g_01700	Syat.g_01811
OG0000921	Prat.g_01701	Syat.g_01810
OG0000922	Prat.g_01702	Syat.g_01809
OG0000923	Prat.g_01706	Syat.g_01805
OG0000924	Prat.g_01707	Syat.g_01804
OG0000925	Prat.g_01708	Syat.g_01803
OG0000926	Prat.g_01709	Syat.g_01802
OG0000927	Prat.g_01711	Syat.g_01800
OG0000928	Prat.g_01712	Syat.g_01799
OG0000929	Prat.g_01713	Syat.g_01798
OG0000930	Prat.g_01714	Syat.g_01797
OG0000931	Prat.g_01715	Syat.g_01796
OG0000932	Prat.g_01327	Syat.g_01794
OG0000933	Prat.g_01719	Syat.g_01788
OG0000934	Prat.g_01721	Syat.g_01786
OG0000935	Prat.g_01722	Syat.g_01665
OG0000936	Prat.g_01723	Syat.g_01664
OG0000937	Prat.g_01724	Syat.g_01663
OG0000938	Prat.g_01727	Syat.g_01659
OG0000939	Prat.g_01728	Syat.g_01658
OG0000940	Prat.g_01735	Syat.g_01651
OG0000941	Prat.g_01737	Syat.g_01649
OG0000942	Prat.g_01739	Syat.g_01647
OG0000943	Prat.g_01740	Syat.g_01646
OG0000944	Prat.g_01742	Syat.g_01644
OG0000945	Prat.g_01744	Syat.g_01643
OG0000946	Prat.g_01748	Syat.g_01633
OG0000947	Prat.g_01750	Syat.g_01630
OG0000948	Prat.g_01751	Syat.g_01629
OG0000949	Prat.g_01754	Syat.g_02142
OG0000950	Prat.g_01760	Syat.g_02152
OG0000951	Prat.g_01764	Syat.g_02157
OG0000952	Prat.g_01768	Syat.g_02162
OG0000953	Prat.g_01772	Syat.g_02166
OG0000954	Prat.g_01777	Syat.g_02187
OG0000955	Prat.g_01778	Syat.g_02188
OG0000956	Prat.g_01780	Syat.g_02191
OG0000957	Prat.g_01786	Syat.g_02204
OG0000958	Prat.g_01787	Syat.g_02205
OG0000959	Prat.g_01791	Syat.g_02212
OG0000960	Prat.g_01792	Syat.g_02213
OG0000961	Prat.g_01795	Syat.g_02873
OG0000962	Prat.g_01797	Syat.g_02223
OG0000963	Prat.g_01801	Syat.g_02226
OG0000964	Prat.g_01802	Syat.g_02227
OG0000965	Prat.g_01803	Syat.g_02228
OG0000966	Prat.g_01809	Syat.g_02259
OG0000967	Prat.g_01813	Syat.g_02263
OG0000968	Prat.g_01815	Syat.g_02269
OG0000969	Prat.g_01816	Syat.g_02271
OG0000970	Prat.g_01817	Syat.g_02272
OG0000971	Prat.g_01818	Syat.g_02274
OG0000972	Prat.g_01819	Syat.g_02275
OG0000973	Prat.g_01820	Syat.g_02276
OG0000974	Prat.g_01821	Syat.g_02277
OG0000975	Prat.g_01822	Syat.g_02278
OG0000976	Prat.g_01823	Syat.g_02279
OG0000977	Prat.g_01824	Syat.g_02281
OG0000978	Prat.g_01825	Syat.g_02283
OG0000979	Prat.g_01828	Syat.g_02286
OG0000980	Prat.g_01830	Syat.g_02289
OG0000981	Prat.g_01833	Syat.g_02292
OG0000982	Prat.g_01835	Syat.g_02691
OG0000983	Prat.g_01836	Syat.g_02690
OG0000984	Prat.g_01837	Syat.g_02689
OG0000985	Prat.g_01840	Syat.g_02685
OG0000986	Prat.g_01842	Syat.g_02680
OG0000987	Prat.g_01843	Syat.g_02678
OG0000988	Prat.g_01846	Syat.g_02672
OG0000989	Prat.g_01850	Syat.g_02657
OG0000990	Prat.g_01856	Syat.g_02500
OG0000991	Prat.g_01857	Syat.g_02503
OG0000992	Prat.g_01860	Syat.g_02507
OG0000993	Prat.g_01861	Syat.g_02508
OG0000994	Prat.g_01862	Syat.g_02512
OG0000995	Prat.g_01866	Syat.g_02517
OG0000996	Prat.g_01867	Syat.g_02446
OG0000997	Prat.g_01869	Syat.g_02417
OG0000998	Prat.g_01871	Syat.g_02415
OG0000999	Prat.g_01872	Syat.g_02414
OG0001001	Prat.g_01879	Syat.g_02400
OG0001002	Prat.g_01884	Syat.g_02394
OG0001003	Prat.g_01885	Syat.g_02392
OG0001004	Prat.g_01886	Syat.g_02391
OG0001005	Prat.g_01887	Syat.g_02390
OG0001006	Prat.g_01891	Syat.g_02378
OG0001007	Prat.g_01893	Syat.g_02376
OG0001008	Prat.g_00397	Syat.g_02971
OG0001009	Prat.g_00028	Syat.g_02311
OG0001010	Prat.g_00029	Syat.g_02310
OG0001011	Prat.g_00031	Syat.g_02308
OG0001012	Prat.g_00046	Syat.g_01004
OG0001013	Prat.g_00053	Syat.g_02716
OG0001014	Prat.g_00056	Syat.g_02721
OG0001015	Prat.g_00057	Syat.g_02722
OG0001016	Prat.g_00070	Syat.g_01474
OG0001017	Prat.g_00074	Syat.g_01480
OG0001018	Prat.g_00076	Syat.g_01482
OG0001019	Prat.g_00087	Syat.g_01532
OG0001020	Prat.g_00088	Syat.g_01539
OG0001021	Prat.g_00089	Syat.g_01552
OG0001022	Prat.g_00091	Syat.g_01555
OG0001023	Prat.g_00092	Syat.g_01556
OG0001024	Prat.g_00095	Syat.g_01560
OG0001025	Prat.g_00102	Syat.g_01566
OG0001026	Prat.g_00110	Syat.g_01582
OG0001027	Prat.g_00111	Syat.g_02947
OG0001028	Prat.g_00113	Syat.g_02944
OG0001029	Prat.g_00114	Syat.g_02942
OG0001030	Prat.g_00130	Syat.g_02922
OG0001031	Prat.g_00188	Syat.g_02836
OG0001032	Prat.g_00189	Syat.g_02834
OG0001033	Prat.g_00210	Syat.g_02784
OG0001034	Prat.g_00241	Syat.g_01448
OG0001035	Prat.g_00261	Syat.g_01885
OG0001036	Prat.g_00266	Syat.g_01939
OG0001037	Prat.g_00267	Syat.g_01941
OG0001038	Prat.g_00285	Syat.g_02058
OG0001039	Prat.g_00288	Syat.g_02061
OG0001040	Prat.g_00291	Syat.g_02064
OG0001041	Prat.g_00295	Syat.g_02070
OG0001042	Prat.g_00312	Syat.g_02100
OG0001043	Prat.g_00313	Syat.g_02103
OG0001044	Prat.g_00347	Syat.g_01615
OG0001045	Prat.g_00356	Syat.g_01602
OG0001046	Prat.g_01469	Syat.g_00552
OG0001047	Prat.g_00399	Syat.g_02973
OG0001048	Prat.g_00400	Syat.g_02974
OG0001049	Prat.g_00403	Syat.g_01290
OG0001050	Prat.g_00404	Syat.g_01289
OG0001051	Prat.g_00405	Syat.g_01288
OG0001052	Prat.g_00430	Syat.g_01375
OG0001053	Prat.g_00443	Syat.g_03173
OG0001054	Prat.g_00459	Syat.g_03192
OG0001055	Prat.g_00480	Syat.g_03224
OG0001056	Prat.g_00498	Syat.g_03275
OG0001057	Prat.g_00502	Syat.g_00102
OG0001058	Prat.g_00510	Syat.g_00079
OG0001059	Prat.g_00515	Syat.g_00075
OG0001061	Prat.g_00538	Syat.g_00051
OG0001062	Prat.g_00540	Syat.g_00048
OG0001063	Prat.g_00542	Syat.g_00042
OG0001064	Prat.g_00543	Syat.g_00041
OG0001065	Prat.g_00544	Syat.g_00040
OG0001066	Prat.g_00545	Syat.g_00039
OG0001067	Prat.g_00546	Syat.g_00038
OG0001068	Prat.g_00547	Syat.g_00037
OG0001069	Prat.g_00548	Syat.g_00036
OG0001070	Prat.g_00550	Syat.g_00032
OG0001071	Prat.g_00551	Syat.g_00031
OG0001072	Prat.g_00552	Syat.g_00028
OG0001073	Prat.g_00566	Syat.g_00009
OG0001074	Prat.g_00579	Syat.g_01015
OG0001075	Prat.g_00580	Syat.g_01037
OG0001076	Prat.g_00587	Syat.g_03315
OG0001077	Prat.g_00592	Syat.g_03290
OG0001078	Prat.g_01089	Syat.g_00118
OG0001079	Prat.g_01077	Syat.g_00378
OG0001080	Prat.g_01071	Syat.g_00368
OG0001081	Prat.g_01069	Syat.g_00366
OG0001082	Prat.g_01068	Syat.g_00365
OG0001083	Prat.g_01063	Syat.g_00390
OG0001084	Prat.g_01062	Syat.g_00391
OG0001085	Prat.g_00744	Syat.g_00408
OG0001086	Prat.g_00745	Syat.g_00410
OG0001087	Prat.g_00762	Syat.g_03277
OG0001088	Prat.g_00763	Syat.g_02496
OG0001089	Prat.g_00774	Syat.g_00818
OG0001090	Prat.g_00789	Syat.g_00659
OG0001091	Prat.g_00791	Syat.g_00661
OG0001092	Prat.g_00792	Syat.g_00663
OG0001093	Prat.g_00800	Syat.g_00669
OG0001094	Prat.g_01043	Syat.g_00473
OG0001095	Prat.g_01024	Syat.g_00497
OG0001096	Prat.g_01010	Syat.g_00516
OG0001097	Prat.g_00993	Syat.g_00743
OG0001098	Prat.g_00974	Syat.g_01672
OG0001099	Prat.g_00699	Syat.g_02943
OG0001100	Prat.g_00707	Syat.g_00418
OG0001101	Prat.g_00709	Syat.g_00420
OG0001102	Prat.g_00712	Syat.g_00423
OG0001103	Prat.g_00715	Syat.g_00425
OG0001104	Prat.g_00739	Syat.g_00458
OG0001105	Prat.g_00743	Syat.g_00461
OG0001106	Prat.g_00884	Syat.g_00598
OG0001107	Prat.g_00894	Syat.g_00580
OG0001108	Prat.g_00898	Syat.g_00570
OG0001109	Prat.g_00899	Syat.g_00568
OG0001110	Prat.g_00901	Syat.g_00566
OG0001111	Prat.g_00902	Syat.g_00564
OG0001112	Prat.g_00903	Syat.g_00562
OG0001113	Prat.g_00904	Syat.g_00561
OG0001114	Prat.g_00905	Syat.g_00560
OG0001115	Prat.g_00907	Syat.g_00557
OG0001116	Prat.g_00908	Syat.g_00555
OG0001117	Prat.g_00909	Syat.g_00554
OG0001118	Prat.g_00910	Syat.g_00553
OG0001119	Prat.g_00911	Syat.g_00551
OG0001120	Prat.g_00913	Syat.g_00546
OG0001122	Prat.g_00932	Syat.g_00711
OG0001123	Prat.g_00937	Syat.g_00704
OG0001124	Prat.g_00939	Syat.g_00702
OG0001125	Prat.g_00941	Syat.g_00700
OG0001126	Prat.g_00955	Syat.g_00790
OG0001127	Prat.g_00956	Syat.g_00789
OG0001128	Prat.g_00957	Syat.g_00786
OG0001129	Prat.g_00958	Syat.g_00784
OG0001130	Prat.g_00959	Syat.g_00783
OG0001131	Prat.g_01204	Syat.g_01674
OG0001132	Prat.g_01479	Syat.g_00965
OG0001133	Prat.g_01211	Syat.g_03311
OG0001136	Prat.g_01158	Syat.g_03257
OG0001137	Prat.g_01147	Syat.g_00306
OG0001138	Prat.g_01126	Syat.g_00214
OG0001139	Prat.g_01124	Syat.g_00209
OG0001141	Prat.g_01123	Syat.g_00207
OG0001142	Prat.g_01122	Syat.g_00206
OG0001143	Prat.g_01115	Syat.g_00925
OG0001144	Prat.g_01110	Syat.g_00906
OG0001145	Prat.g_01241	Syat.g_01117
OG0001146	Prat.g_01253	Syat.g_01158
OG0001147	Prat.g_01287	Syat.g_01368
OG0001148	Prat.g_01293	Syat.g_01297
OG0001149	Prat.g_01294	Syat.g_01298
OG0001150	Prat.g_01295	Syat.g_01299
OG0001151	Prat.g_01306	Syat.g_01420
OG0001152	Prat.g_01307	Syat.g_01421
OG0001153	Prat.g_01387	Syat.g_01346
OG0001154	Prat.g_01388	Syat.g_01347
OG0001155	Prat.g_01407	Syat.g_02774
OG0001156	Prat.g_01410	Syat.g_02978
OG0001157	Prat.g_01411	Syat.g_02977
OG0001158	Prat.g_01412	Syat.g_02976
OG0001159	Prat.g_01413	Syat.g_02975
OG0001160	Prat.g_01439	Syat.g_03104
OG0001161	Prat.g_01502	Syat.g_02384
OG0001162	Prat.g_01500	Syat.g_01528
OG0001163	Prat.g_01583	Syat.g_03112
OG0001164	Prat.g_01587	Syat.g_03116
OG0001165	Prat.g_01590	Syat.g_03121
OG0001166	Prat.g_01610	Syat.g_03050
OG0001167	Prat.g_01628	Syat.g_03019
OG0001168	Prat.g_01630	Syat.g_03017
OG0001169	Prat.g_01632	Syat.g_03015
OG0001170	Prat.g_01634	Syat.g_03013
OG0001171	Prat.g_01645	Syat.g_03001
OG0001172	Prat.g_01660	Syat.g_01858
OG0001173	Prat.g_01661	Syat.g_01857
OG0001174	Prat.g_01669	Syat.g_01849
OG0001175	Prat.g_01670	Syat.g_01848
