Orthogroup	Prat	Syar
OG0000557	Prat.g_00506	Syar.g_02328
OG0000558	Prat.g_00508	Syar.g_02326
OG0000559	Prat.g_00512	Syar.g_02322
OG0000560	Prat.g_00516	Syar.g_02320
OG0000561	Prat.g_00517	Syar.g_02319
OG0000562	Prat.g_00518	Syar.g_02318
OG0000563	Prat.g_00519	Syar.g_02317
OG0000564	Prat.g_00520	Syar.g_02316
OG0000565	Prat.g_00523	Syar.g_02312
OG0000566	Prat.g_00527	Syar.g_02308
OG0000567	Prat.g_00531	Syar.g_02304
OG0000568	Prat.g_00532	Syar.g_02302
OG0000569	Prat.g_00533	Syar.g_02301
OG0000570	Prat.g_00534	Syar.g_02300
OG0000571	Prat.g_00537	Syar.g_02298
OG0000572	Prat.g_00549	Syar.g_02201
OG0000573	Prat.g_00554	Syar.g_02191
OG0000574	Prat.g_00555	Syar.g_02190
OG0000575	Prat.g_00559	Syar.g_03180
OG0000576	Prat.g_00561	Syar.g_02187
OG0000577	Prat.g_00562	Syar.g_02186
OG0000578	Prat.g_00563	Syar.g_02185
OG0000579	Prat.g_00564	Syar.g_02184
OG0000580	Prat.g_00565	Syar.g_02183
OG0000581	Prat.g_00568	Syar.g_02175
OG0000582	Prat.g_00571	Syar.g_02131
OG0000583	Prat.g_00572	Syar.g_02132
OG0000584	Prat.g_00573	Syar.g_02133
OG0000585	Prat.g_00575	Syar.g_02170
OG0000586	Prat.g_00576	Syar.g_02171
OG0000587	Prat.g_00577	Syar.g_02173
OG0000588	Prat.g_00582	Syar.g_02275
OG0000589	Prat.g_00584	Syar.g_02261
OG0000590	Prat.g_00585	Syar.g_02260
OG0000591	Prat.g_00589	Syar.g_02246
OG0000592	Prat.g_00590	Syar.g_02245
OG0000593	Prat.g_01094	Syar.g_02414
OG0000594	Prat.g_01093	Syar.g_02415
OG0000595	Prat.g_01091	Syar.g_02416
OG0000596	Prat.g_01087	Syar.g_02421
OG0000597	Prat.g_01084	Syar.g_02424
OG0000598	Prat.g_01083	Syar.g_02425
OG0000599	Prat.g_01080	Syar.g_02428
OG0000600	Prat.g_01079	Syar.g_02429
OG0000601	Prat.g_01078	Syar.g_02430
OG0000602	Prat.g_01076	Syar.g_02435
OG0000603	Prat.g_01075	Syar.g_02436
OG0000604	Prat.g_01074	Syar.g_02438
OG0000605	Prat.g_01073	Syar.g_02440
OG0000606	Prat.g_01070	Syar.g_02443
OG0000607	Prat.g_01067	Syar.g_02446
OG0000608	Prat.g_01066	Syar.g_02447
OG0000609	Prat.g_01065	Syar.g_02470
OG0000610	Prat.g_01059	Syar.g_01917
OG0000611	Prat.g_01056	Syar.g_01914
OG0000612	Prat.g_01055	Syar.g_01913
OG0000613	Prat.g_00747	Syar.g_00712
OG0000614	Prat.g_00767	Syar.g_02012, Syar.g_01344
OG0000615	Prat.g_00777	Syar.g_02603
OG0000616	Prat.g_01882	Syar.g_00454
OG0000617	Prat.g_00797	Syar.g_01576
OG0000618	Prat.g_00798	Syar.g_01575
OG0000619	Prat.g_00799	Syar.g_01574
OG0000620	Prat.g_00802	Syar.g_01569
OG0000621	Prat.g_00803	Syar.g_01568
OG0000622	Prat.g_00804	Syar.g_01566
OG0000623	Prat.g_00805	Syar.g_01565
OG0000624	Prat.g_00807	Syar.g_01564
OG0000625	Prat.g_00808	Syar.g_01563
OG0000626	Prat.g_00809	Syar.g_01562
OG0000627	Prat.g_00811	Syar.g_01868
OG0000628	Prat.g_00812	Syar.g_01869
OG0000629	Prat.g_00813	Syar.g_01872
OG0000630	Prat.g_00816	Syar.g_02586
OG0000631	Prat.g_00865	Syar.g_02579
OG0000632	Prat.g_00866	Syar.g_02578
OG0000633	Prat.g_00867	Syar.g_02576
OG0000634	Prat.g_01041	Syar.g_02635
OG0000635	Prat.g_01040	Syar.g_02636
OG0000636	Prat.g_01038	Syar.g_02638
OG0000637	Prat.g_01036	Syar.g_02640
OG0000638	Prat.g_01035	Syar.g_02641
OG0000639	Prat.g_01034	Syar.g_02642
OG0000640	Prat.g_01033	Syar.g_02643
OG0000641	Prat.g_01029	Syar.g_02648
OG0000642	Prat.g_01028	Syar.g_02649
OG0000643	Prat.g_01027	Syar.g_02650
OG0000644	Prat.g_01026	Syar.g_02651
OG0000645	Prat.g_01025	Syar.g_02652
OG0000646	Prat.g_01023	Syar.g_02655
OG0000647	Prat.g_01021	Syar.g_02657
OG0000648	Prat.g_01019	Syar.g_02659
OG0000649	Prat.g_01018	Syar.g_02660
OG0000650	Prat.g_01017	Syar.g_02661
OG0000651	Prat.g_01016	Syar.g_02662
OG0000652	Prat.g_01015	Syar.g_02663
OG0000653	Prat.g_01013	Syar.g_02665
OG0000654	Prat.g_01012	Syar.g_02666
OG0000655	Prat.g_01011	Syar.g_02667
OG0000656	Prat.g_01008	Syar.g_02479
OG0000657	Prat.g_01002	Syar.g_01812
OG0000658	Prat.g_01001	Syar.g_01815
OG0000659	Prat.g_01000	Syar.g_01816
OG0000660	Prat.g_00996	Syar.g_01820
OG0000661	Prat.g_00994	Syar.g_03175, Syar.g_01822
OG0000662	Prat.g_00992	Syar.g_01829
OG0000663	Prat.g_00990	Syar.g_01832
OG0000664	Prat.g_00989	Syar.g_01837
OG0000665	Prat.g_00983	Syar.g_02774
OG0000666	Prat.g_00982	Syar.g_01241
OG0000667	Prat.g_00978	Syar.g_02346
OG0000668	Prat.g_00694	Syar.g_01802
OG0000669	Prat.g_00705	Syar.g_01627
OG0000670	Prat.g_00708	Syar.g_01624
OG0000671	Prat.g_00710	Syar.g_01622
OG0000672	Prat.g_00713	Syar.g_01619
OG0000673	Prat.g_00717	Syar.g_01615
OG0000674	Prat.g_00719	Syar.g_01613
OG0000675	Prat.g_00720	Syar.g_01612
OG0000676	Prat.g_00722	Syar.g_01608
OG0000677	Prat.g_00723	Syar.g_01607
OG0000678	Prat.g_00725	Syar.g_02037
OG0000679	Prat.g_00730	Syar.g_02606
OG0000680	Prat.g_00731	Syar.g_02607
OG0000681	Prat.g_00734	Syar.g_02610
OG0000682	Prat.g_00735	Syar.g_02611
OG0000683	Prat.g_00736	Syar.g_02612
OG0000684	Prat.g_00738	Syar.g_02615
OG0000685	Prat.g_00740	Syar.g_02617
OG0000686	Prat.g_00741	Syar.g_02618
OG0000687	Prat.g_00742	Syar.g_02619
OG0000688	Prat.g_01051	Syar.g_02624
OG0000689	Prat.g_01050	Syar.g_02626
OG0000690	Prat.g_01049	Syar.g_02627
OG0000691	Prat.g_01048	Syar.g_02628
OG0000692	Prat.g_01046	Syar.g_02629
OG0000693	Prat.g_01045	Syar.g_02631
OG0000694	Prat.g_01044	Syar.g_02632
OG0000695	Prat.g_00869	Syar.g_02573
OG0000696	Prat.g_00870	Syar.g_02572
OG0000697	Prat.g_00871	Syar.g_02570
OG0000698	Prat.g_00874	Syar.g_02567
OG0000699	Prat.g_00876	Syar.g_02566
OG0000700	Prat.g_00877	Syar.g_02565
OG0000701	Prat.g_00878	Syar.g_02564
OG0000702	Prat.g_00880	Syar.g_02559
OG0000703	Prat.g_00881	Syar.g_02557
OG0000704	Prat.g_00883	Syar.g_02555
OG0000705	Prat.g_00889	Syar.g_02547
OG0000706	Prat.g_00890	Syar.g_02546
OG0000707	Prat.g_00891	Syar.g_02545
OG0000708	Prat.g_00893	Syar.g_02542
OG0000709	Prat.g_00897	Syar.g_02534
OG0000710	Prat.g_00900	Syar.g_02528
OG0000711	Prat.g_00916	Syar.g_02499
OG0000712	Prat.g_00917	Syar.g_02497
OG0000713	Prat.g_00918	Syar.g_02496
OG0000714	Prat.g_00919	Syar.g_02494
OG0000715	Prat.g_00921	Syar.g_02492
OG0000716	Prat.g_00923	Syar.g_02488
OG0000717	Prat.g_00924	Syar.g_02487
OG0000718	Prat.g_00929	Syar.g_02483
OG0000719	Prat.g_00931	Syar.g_01804
OG0000720	Prat.g_00942	Syar.g_01790
OG0000721	Prat.g_00946	Syar.g_01788
OG0000722	Prat.g_00947	Syar.g_01787
OG0000723	Prat.g_00951	Syar.g_01560
OG0000724	Prat.g_00960	Syar.g_01367, Syar.g_02120
OG0000725	Prat.g_00966	Syar.g_01934
OG0000726	Prat.g_00967	Syar.g_01935
OG0000727	Prat.g_00968	Syar.g_01936
OG0000728	Prat.g_00970	Syar.g_01938
OG0000729	Prat.g_01214	Syar.g_00593
OG0000730	Prat.g_01199	Syar.g_01115
OG0000731	Prat.g_00354	Syar.g_01127
OG0000732	Prat.g_01831	Syar.g_00522
OG0000733	Prat.g_01560	Syar.g_02234
OG0000734	Prat.g_01171	Syar.g_03128
OG0000735	Prat.g_01169	Syar.g_01522
OG0000736	Prat.g_01168	Syar.g_01523
OG0000737	Prat.g_01167	Syar.g_01524
OG0000738	Prat.g_01163	Syar.g_01530
OG0000739	Prat.g_01162	Syar.g_01531
OG0000740	Prat.g_01161	Syar.g_01532
OG0000741	Prat.g_01159	Syar.g_01535
OG0000742	Prat.g_01157	Syar.g_01538
OG0000743	Prat.g_01155	Syar.g_01541
OG0000744	Prat.g_01154	Syar.g_01542
OG0000745	Prat.g_01153	Syar.g_01545
OG0000746	Prat.g_01151	Syar.g_01549
OG0000747	Prat.g_01150	Syar.g_01551
OG0000748	Prat.g_01146	Syar.g_01945
OG0000749	Prat.g_01145	Syar.g_01946
OG0000750	Prat.g_01144	Syar.g_01947
OG0000751	Prat.g_01141	Syar.g_01952
OG0000752	Prat.g_01139	Syar.g_01954
OG0000753	Prat.g_01136	Syar.g_01957
OG0000754	Prat.g_01134	Syar.g_01963
OG0000755	Prat.g_01128	Syar.g_01974
OG0000756	Prat.g_01127	Syar.g_01975
OG0000757	Prat.g_01121	Syar.g_01984
OG0000758	Prat.g_01120	Syar.g_01985
OG0000759	Prat.g_01119	Syar.g_01986
OG0000760	Prat.g_01118	Syar.g_01987
OG0000761	Prat.g_01117	Syar.g_01988
OG0000762	Prat.g_01116	Syar.g_01992
OG0000763	Prat.g_01114	Syar.g_01699
OG0000764	Prat.g_01113	Syar.g_01700
OG0000765	Prat.g_01104	Syar.g_01718
OG0000766	Prat.g_01103	Syar.g_01719
OG0000767	Prat.g_01101	Syar.g_01721
OG0000768	Prat.g_01100	Syar.g_01722
OG0000769	Prat.g_01098	Syar.g_01724
OG0000770	Prat.g_00594	Syar.g_01727
OG0000771	Prat.g_01509	Syar.g_01373
OG0000772	Prat.g_00626	Syar.g_00746
OG0000773	Prat.g_01240	Syar.g_02694
OG0000774	Prat.g_01242	Syar.g_02771
OG0000775	Prat.g_01244	Syar.g_02773
OG0000776	Prat.g_01245	Syar.g_01755
OG0000777	Prat.g_01246	Syar.g_01754
OG0000778	Prat.g_01247	Syar.g_01753
OG0000779	Prat.g_01251	Syar.g_02779
OG0000780	Prat.g_01252	Syar.g_02781
OG0000781	Prat.g_01255	Syar.g_02785
OG0000782	Prat.g_01256	Syar.g_02786
OG0000783	Prat.g_01257	Syar.g_02787
OG0000784	Prat.g_01258	Syar.g_02788
OG0000785	Prat.g_01260	Syar.g_02791
OG0000786	Prat.g_01263	Syar.g_02795
OG0000787	Prat.g_01264	Syar.g_02796
OG0000788	Prat.g_01471	Syar.g_02331
OG0000789	Prat.g_01455	Syar.g_02040
OG0000790	Prat.g_01296	Syar.g_01456
OG0000791	Prat.g_01298	Syar.g_01454
OG0000792	Prat.g_01299	Syar.g_01453
OG0000793	Prat.g_01302	Syar.g_01243
OG0000794	Prat.g_01303	Syar.g_01242
OG0000795	Prat.g_01304	Syar.g_01240
OG0000796	Prat.g_01308	Syar.g_01236
OG0000797	Prat.g_01309	Syar.g_01235
OG0000799	Prat.g_01333	Syar.g_02844
OG0000800	Prat.g_01334	Syar.g_02843
OG0000801	Prat.g_01335	Syar.g_02842
OG0000802	Prat.g_01337	Syar.g_02825
OG0000803	Prat.g_01339	Syar.g_02822
OG0000804	Prat.g_01340	Syar.g_02819
OG0000805	Prat.g_01342	Syar.g_02817
OG0000806	Prat.g_01344	Syar.g_02815
OG0000807	Prat.g_01345	Syar.g_02814
OG0000808	Prat.g_01346	Syar.g_02813
OG0000809	Prat.g_01350	Syar.g_02811
OG0000810	Prat.g_01351	Syar.g_02810
OG0000811	Prat.g_01356	Syar.g_02805
OG0000812	Prat.g_01358	Syar.g_02803
OG0000813	Prat.g_01359	Syar.g_02802
OG0000814	Prat.g_01361	Syar.g_02800
OG0000815	Prat.g_01362	Syar.g_02799
OG0000816	Prat.g_01364	Syar.g_02797
OG0000817	Prat.g_01365	Syar.g_02861
OG0000818	Prat.g_01370	Syar.g_01418
OG0000819	Prat.g_01371	Syar.g_01417
OG0000820	Prat.g_01372	Syar.g_01416
OG0000821	Prat.g_01378	Syar.g_01410
OG0000822	Prat.g_01379	Syar.g_01408
OG0000823	Prat.g_01380	Syar.g_00017, Syar.g_01407
OG0000824	Prat.g_01383	Syar.g_01402
OG0000825	Prat.g_01384	Syar.g_01401
OG0000826	Prat.g_01385	Syar.g_01400
OG0000827	Prat.g_01386	Syar.g_01399
OG0000828	Prat.g_01389	Syar.g_01396
OG0000829	Prat.g_01390	Syar.g_01395
OG0000830	Prat.g_01391	Syar.g_01394
OG0000831	Prat.g_01393	Syar.g_01391
OG0000832	Prat.g_01405	Syar.g_01213
OG0000833	Prat.g_01414	Syar.g_02877
OG0000834	Prat.g_01415	Syar.g_02878
OG0000835	Prat.g_01416	Syar.g_02879
OG0000836	Prat.g_01417	Syar.g_02881
OG0000837	Prat.g_01418	Syar.g_02882
OG0000838	Prat.g_01421	Syar.g_02886
OG0000839	Prat.g_01422	Syar.g_02887
OG0000840	Prat.g_01423	Syar.g_02888
OG0000841	Prat.g_01424	Syar.g_02889
OG0000842	Prat.g_01425	Syar.g_02890
OG0000843	Prat.g_01426	Syar.g_02891
OG0000844	Prat.g_01427	Syar.g_02893
OG0000845	Prat.g_01428	Syar.g_02894
OG0000846	Prat.g_01429	Syar.g_02895
OG0000847	Prat.g_01430	Syar.g_02896
OG0000848	Prat.g_01431	Syar.g_02898
OG0000849	Prat.g_01432	Syar.g_02899
OG0000850	Prat.g_01434	Syar.g_02902
OG0000851	Prat.g_01435	Syar.g_02905
OG0000852	Prat.g_01436	Syar.g_02906
OG0000853	Prat.g_01441	Syar.g_02910
OG0000854	Prat.g_01443	Syar.g_02912
OG0000855	Prat.g_01444	Syar.g_02913
OG0000856	Prat.g_01457	Syar.g_02243
OG0000857	Prat.g_01022	Syar.g_02656
OG0000858	Prat.g_01585	Syar.g_02920
OG0000859	Prat.g_01586	Syar.g_02921
OG0000860	Prat.g_01594	Syar.g_02931
OG0000861	Prat.g_01595	Syar.g_02932
OG0000862	Prat.g_01596	Syar.g_02942
OG0000863	Prat.g_01598	Syar.g_02944
OG0000864	Prat.g_01599	Syar.g_02945
OG0000865	Prat.g_01600	Syar.g_02946
OG0000866	Prat.g_01601	Syar.g_02947
OG0000867	Prat.g_01602	Syar.g_02948
OG0000868	Prat.g_01603	Syar.g_02950
OG0000869	Prat.g_01606	Syar.g_02955
OG0000870	Prat.g_01611	Syar.g_02960
OG0000871	Prat.g_01612	Syar.g_02961
OG0000872	Prat.g_01613	Syar.g_02967
OG0000873	Prat.g_01616	Syar.g_02970
OG0000874	Prat.g_01619	Syar.g_02974
OG0000875	Prat.g_01621	Syar.g_02975
OG0000876	Prat.g_01622	Syar.g_01828
OG0000877	Prat.g_01624	Syar.g_02977
OG0000878	Prat.g_01625	Syar.g_02978
OG0000879	Prat.g_01626	Syar.g_02979
OG0000880	Prat.g_01627	Syar.g_02980
OG0000881	Prat.g_01631	Syar.g_02984
OG0000882	Prat.g_01636	Syar.g_02989
OG0000883	Prat.g_01639	Syar.g_02992
OG0000884	Prat.g_01641	Syar.g_02994
OG0000885	Prat.g_01642	Syar.g_02995
OG0000886	Prat.g_01643	Syar.g_02996
OG0000887	Prat.g_01644	Syar.g_02998
OG0000888	Prat.g_01646	Syar.g_03000
OG0000889	Prat.g_01648	Syar.g_03002
OG0000890	Prat.g_01649	Syar.g_03005
OG0000891	Prat.g_01650	Syar.g_03006
OG0000892	Prat.g_01652	Syar.g_03008
OG0000893	Prat.g_01655	Syar.g_00150
OG0000894	Prat.g_01658	Syar.g_00145
OG0000895	Prat.g_01662	Syar.g_00141
OG0000896	Prat.g_01663	Syar.g_00140
OG0000897	Prat.g_01665	Syar.g_00138
OG0000898	Prat.g_01666	Syar.g_00137
OG0000899	Prat.g_01667	Syar.g_00136
OG0000900	Prat.g_01668	Syar.g_00135
OG0000901	Prat.g_01671	Syar.g_00130
OG0000902	Prat.g_01673	Syar.g_01013
OG0000903	Prat.g_01677	Syar.g_01026
OG0000904	Prat.g_01682	Syar.g_01021
OG0000905	Prat.g_01675	Syar.g_01018
OG0000906	Prat.g_01674	Syar.g_01015
OG0000907	Prat.g_01684	Syar.g_01028
OG0000908	Prat.g_01687	Syar.g_01031
OG0000909	Prat.g_01688	Syar.g_01032
OG0000910	Prat.g_01689	Syar.g_01033
OG0000911	Prat.g_01691	Syar.g_01035
OG0000912	Prat.g_01692	Syar.g_01036
OG0000913	Prat.g_01693	Syar.g_01037
OG0000914	Prat.g_01694	Syar.g_01038
OG0000915	Prat.g_01695	Syar.g_01040
OG0000916	Prat.g_01696	Syar.g_01041
OG0000917	Prat.g_01697	Syar.g_01042
OG0000918	Prat.g_01698	Syar.g_01043
OG0000919	Prat.g_01699	Syar.g_01044
OG0000920	Prat.g_01700	Syar.g_01045
OG0000921	Prat.g_01701	Syar.g_01046
OG0000922	Prat.g_01702	Syar.g_01047
OG0000923	Prat.g_01706	Syar.g_01051
OG0000924	Prat.g_01707	Syar.g_01052
OG0000925	Prat.g_01708	Syar.g_01053
OG0000926	Prat.g_01709	Syar.g_01054
OG0000927	Prat.g_01711	Syar.g_01056
OG0000928	Prat.g_01712	Syar.g_01057
OG0000929	Prat.g_01713	Syar.g_01058
OG0000930	Prat.g_01714	Syar.g_01059
OG0000931	Prat.g_01715	Syar.g_01060
OG0000932	Prat.g_01327	Syar.g_01061
OG0000933	Prat.g_01719	Syar.g_01066
OG0000934	Prat.g_01721	Syar.g_01068
OG0000935	Prat.g_01722	Syar.g_01069
OG0000936	Prat.g_01723	Syar.g_01070
OG0000937	Prat.g_01724	Syar.g_01071
OG0000938	Prat.g_01727	Syar.g_01074
OG0000939	Prat.g_01728	Syar.g_01075
OG0000940	Prat.g_01735	Syar.g_01081
OG0000941	Prat.g_01737	Syar.g_01083
OG0000942	Prat.g_01739	Syar.g_01085
OG0000943	Prat.g_01740	Syar.g_01086
OG0000944	Prat.g_01742	Syar.g_01088
OG0000945	Prat.g_01744	Syar.g_01089
OG0000946	Prat.g_01748	Syar.g_01095
OG0000947	Prat.g_01750	Syar.g_01098
OG0000948	Prat.g_01751	Syar.g_01099
OG0000949	Prat.g_01754	Syar.g_00283
OG0000950	Prat.g_01760	Syar.g_00661
OG0000951	Prat.g_01764	Syar.g_00656
OG0000952	Prat.g_01768	Syar.g_00651
OG0000953	Prat.g_01772	Syar.g_00248
OG0000954	Prat.g_01777	Syar.g_00258
OG0000955	Prat.g_01778	Syar.g_00259
OG0000956	Prat.g_01780	Syar.g_00261
OG0000957	Prat.g_01786	Syar.g_00610
OG0000958	Prat.g_01787	Syar.g_00609
OG0000959	Prat.g_01791	Syar.g_00605
OG0000960	Prat.g_01792	Syar.g_00604
OG0000961	Prat.g_01795	Syar.g_00094
OG0000962	Prat.g_01797	Syar.g_00594
OG0000963	Prat.g_01801	Syar.g_00590
OG0000964	Prat.g_01802	Syar.g_00589
OG0000965	Prat.g_01803	Syar.g_00588
OG0000966	Prat.g_01809	Syar.g_00549
OG0000967	Prat.g_01813	Syar.g_00545
OG0000968	Prat.g_01815	Syar.g_00542
OG0000969	Prat.g_01816	Syar.g_00540
OG0000970	Prat.g_01817	Syar.g_00539
OG0000971	Prat.g_01818	Syar.g_00537
OG0000972	Prat.g_01819	Syar.g_00536
OG0000973	Prat.g_01820	Syar.g_00535
OG0000974	Prat.g_01821	Syar.g_00534
OG0000975	Prat.g_01822	Syar.g_00533
OG0000976	Prat.g_01823	Syar.g_00532
OG0000977	Prat.g_01824	Syar.g_00530
OG0000978	Prat.g_01825	Syar.g_00529
OG0000979	Prat.g_01828	Syar.g_00526
OG0000980	Prat.g_01830	Syar.g_00523
OG0000981	Prat.g_01833	Syar.g_00520
OG0000982	Prat.g_01835	Syar.g_00331
OG0000983	Prat.g_01836	Syar.g_00332
OG0000984	Prat.g_01837	Syar.g_00333
OG0000985	Prat.g_01840	Syar.g_00337
OG0000986	Prat.g_01842	Syar.g_00344
OG0000987	Prat.g_01843	Syar.g_00346
OG0000988	Prat.g_01846	Syar.g_00352
OG0000989	Prat.g_01850	Syar.g_00377
OG0000990	Prat.g_01856	Syar.g_00697
OG0000991	Prat.g_01857	Syar.g_00700
OG0000992	Prat.g_01860	Syar.g_00704
OG0000993	Prat.g_01861	Syar.g_00705
OG0000994	Prat.g_01862	Syar.g_00708
OG0000995	Prat.g_01866	Syar.g_03212, Syar.g_00624
OG0000996	Prat.g_01867	Syar.g_00861
OG0000997	Prat.g_01869	Syar.g_00437
OG0000998	Prat.g_01871	Syar.g_00439
OG0000999	Prat.g_01872	Syar.g_00440
OG0001000	Prat.g_01875	Syar.g_00955, Syar.g_00444
OG0001001	Prat.g_01879	Syar.g_00450
OG0001002	Prat.g_01884	Syar.g_00457
OG0001003	Prat.g_01885	Syar.g_00459
OG0001004	Prat.g_01886	Syar.g_00460
OG0001005	Prat.g_01887	Syar.g_00461
OG0001006	Prat.g_01891	Syar.g_00468
OG0001007	Prat.g_01893	Syar.g_00470
OG0001008	Prat.g_00397	Syar.g_01178, Syar.g_03274
OG0001009	Prat.g_00028	Syar.g_00500
OG0001010	Prat.g_00029	Syar.g_00501
OG0001011	Prat.g_00031	Syar.g_00503
OG0001013	Prat.g_00053	Syar.g_00906
OG0001014	Prat.g_00056	Syar.g_00914
OG0001015	Prat.g_00057	Syar.g_00915
OG0001017	Prat.g_00074	Syar.g_03050
OG0001018	Prat.g_00076	Syar.g_03052
OG0001019	Prat.g_00087	Syar.g_03086
OG0001020	Prat.g_00088	Syar.g_03092
OG0001021	Prat.g_00089	Syar.g_03098
OG0001022	Prat.g_00091	Syar.g_03102
OG0001023	Prat.g_00092	Syar.g_03103
OG0001024	Prat.g_00095	Syar.g_02276
OG0001025	Prat.g_00102	Syar.g_03115
OG0001026	Prat.g_00110	Syar.g_03131
OG0001027	Prat.g_00111	Syar.g_00031
OG0001028	Prat.g_00113	Syar.g_00034
OG0001029	Prat.g_00114	Syar.g_00036
OG0001030	Prat.g_00130	Syar.g_00058
OG0001031	Prat.g_00188	Syar.g_00129
OG0001032	Prat.g_00189	Syar.g_01011
OG0001033	Prat.g_00210	Syar.g_00962
OG0001034	Prat.g_00241	Syar.g_03022
OG0001035	Prat.g_00261	Syar.g_00171
OG0001036	Prat.g_00266	Syar.g_00193
OG0001037	Prat.g_00267	Syar.g_00195
OG0001038	Prat.g_00285	Syar.g_00223
OG0001039	Prat.g_00288	Syar.g_00226
OG0001040	Prat.g_00291	Syar.g_00229
OG0001041	Prat.g_00295	Syar.g_00234
OG0001042	Prat.g_00312	Syar.g_00831
OG0001043	Prat.g_00313	Syar.g_00826
OG0001044	Prat.g_00347	Syar.g_01117
OG0001045	Prat.g_00356	Syar.g_01130
OG0001046	Prat.g_01469	Syar.g_02514
OG0001047	Prat.g_00399	Syar.g_01180
OG0001048	Prat.g_00400	Syar.g_01181
OG0001049	Prat.g_00403	Syar.g_02872
OG0001050	Prat.g_00404	Syar.g_02871
OG0001051	Prat.g_00405	Syar.g_02870
OG0001052	Prat.g_00430	Syar.g_01269
OG0001053	Prat.g_00443	Syar.g_01472
OG0001054	Prat.g_00459	Syar.g_01492
OG0001055	Prat.g_00480	Syar.g_01513
OG0001056	Prat.g_00498	Syar.g_02349
OG0001057	Prat.g_00502	Syar.g_02341
OG0001058	Prat.g_00510	Syar.g_02324
OG0001059	Prat.g_00515	Syar.g_00422
OG0001060	Prat.g_00522	Syar.g_02315
OG0001061	Prat.g_00538	Syar.g_02297
OG0001062	Prat.g_00540	Syar.g_02294
OG0001063	Prat.g_00542	Syar.g_02209
OG0001064	Prat.g_00543	Syar.g_02208
OG0001065	Prat.g_00544	Syar.g_02207
OG0001066	Prat.g_00545	Syar.g_02206
OG0001067	Prat.g_00546	Syar.g_02205
OG0001068	Prat.g_00547	Syar.g_02204
OG0001069	Prat.g_00548	Syar.g_02203
OG0001070	Prat.g_00550	Syar.g_02200
OG0001071	Prat.g_00551	Syar.g_02199
OG0001072	Prat.g_00552	Syar.g_02195
OG0001073	Prat.g_00566	Syar.g_02182
OG0001074	Prat.g_00579	Syar.g_02031
OG0001075	Prat.g_00580	Syar.g_02215
OG0001076	Prat.g_00587	Syar.g_02253
OG0001077	Prat.g_00592	Syar.g_02240
OG0001078	Prat.g_01089	Syar.g_02419
OG0001079	Prat.g_01077	Syar.g_02431
OG0001080	Prat.g_01071	Syar.g_02442
OG0001081	Prat.g_01069	Syar.g_02444
OG0001082	Prat.g_01068	Syar.g_02445
OG0001083	Prat.g_01063	Syar.g_02473
OG0001084	Prat.g_01062	Syar.g_02474
OG0001085	Prat.g_00744	Syar.g_01688
OG0001086	Prat.g_00745	Syar.g_01686
OG0001087	Prat.g_00762	Syar.g_02347
OG0001088	Prat.g_00763	Syar.g_00431
OG0001089	Prat.g_00774	Syar.g_01942
OG0001090	Prat.g_00789	Syar.g_01582
OG0001091	Prat.g_00791	Syar.g_01580
OG0001092	Prat.g_00792	Syar.g_01578
OG0001093	Prat.g_00800	Syar.g_01572
OG0001094	Prat.g_01043	Syar.g_02633
OG0001095	Prat.g_01024	Syar.g_02653
OG0001096	Prat.g_01010	Syar.g_02476
OG0001097	Prat.g_00993	Syar.g_01823
OG0001098	Prat.g_00974	Syar.g_01672
OG0001099	Prat.g_00699	Syar.g_00035
OG0001100	Prat.g_00707	Syar.g_01625
OG0001101	Prat.g_00709	Syar.g_01623
OG0001102	Prat.g_00712	Syar.g_01620
OG0001103	Prat.g_00715	Syar.g_01618
OG0001104	Prat.g_00739	Syar.g_02616
OG0001105	Prat.g_00743	Syar.g_02620
OG0001106	Prat.g_00884	Syar.g_02553
OG0001107	Prat.g_00894	Syar.g_02541
OG0001109	Prat.g_00899	Syar.g_02529
OG0001110	Prat.g_00901	Syar.g_02527
OG0001111	Prat.g_00902	Syar.g_02525
OG0001112	Prat.g_00903	Syar.g_02523
OG0001113	Prat.g_00904	Syar.g_02522
OG0001114	Prat.g_00905	Syar.g_02521
OG0001115	Prat.g_00907	Syar.g_02519
OG0001116	Prat.g_00908	Syar.g_02517
OG0001117	Prat.g_00909	Syar.g_02516
OG0001118	Prat.g_00910	Syar.g_02515
OG0001119	Prat.g_00911	Syar.g_02513
OG0001120	Prat.g_00913	Syar.g_02507
OG0001122	Prat.g_00932	Syar.g_01803
OG0001123	Prat.g_00937	Syar.g_01796
OG0001124	Prat.g_00939	Syar.g_01793
OG0001125	Prat.g_00941	Syar.g_01791
OG0001126	Prat.g_00955	Syar.g_01375
OG0001127	Prat.g_00956	Syar.g_01374
OG0001128	Prat.g_00957	Syar.g_01371
OG0001129	Prat.g_00958	Syar.g_01369
OG0001130	Prat.g_00959	Syar.g_01368
OG0001131	Prat.g_01204	Syar.g_02448
OG0001132	Prat.g_01479	Syar.g_00684
OG0001133	Prat.g_01211	Syar.g_02249
OG0001134	Prat.g_01495, Prat.g_01561	Syar.g_02235
OG0001135	Prat.g_01557	Syar.g_02232
OG0001136	Prat.g_01158	Syar.g_01536
OG0001137	Prat.g_01147	Syar.g_01944
OG0001138	Prat.g_01126	Syar.g_01977
OG0001139	Prat.g_01124	Syar.g_01980
OG0001141	Prat.g_01123	Syar.g_01982
