Orthogroup	Prat	Syab
OG0000569	Prat.g_00533	Syab.g_01990
OG0000570	Prat.g_00534	Syab.g_01989
OG0000571	Prat.g_00537	Syab.g_01986
OG0000572	Prat.g_00549	Syab.g_01969
OG0000573	Prat.g_00554	Syab.g_01960
OG0000574	Prat.g_00555	Syab.g_01959
OG0000575	Prat.g_00559	Syab.g_01954
OG0000576	Prat.g_00561	Syab.g_01952
OG0000577	Prat.g_00562	Syab.g_01951
OG0000578	Prat.g_00563	Syab.g_01950
OG0000579	Prat.g_00564	Syab.g_01949
OG0000580	Prat.g_00565	Syab.g_01948
OG0000581	Prat.g_00568	Syab.g_01934
OG0000582	Prat.g_00571	Syab.g_01929
OG0000583	Prat.g_00572	Syab.g_01928
OG0000584	Prat.g_00573	Syab.g_01927
OG0000585	Prat.g_00575	Syab.g_01924
OG0000586	Prat.g_00576	Syab.g_01923
OG0000587	Prat.g_00577	Syab.g_01921
OG0000588	Prat.g_00582	Syab.g_01910
OG0000589	Prat.g_00584	Syab.g_01899
OG0000590	Prat.g_00585	Syab.g_01898
OG0000591	Prat.g_00589	Syab.g_01892
OG0000592	Prat.g_00590	Syab.g_01891
OG0000593	Prat.g_01094	Syab.g_01877
OG0000594	Prat.g_01093	Syab.g_01876
OG0000595	Prat.g_01091	Syab.g_01875
OG0000596	Prat.g_01087	Syab.g_01871
OG0000597	Prat.g_01084	Syab.g_01868
OG0000598	Prat.g_01083	Syab.g_01867
OG0000599	Prat.g_01080	Syab.g_01860
OG0000600	Prat.g_01079	Syab.g_01859
OG0000601	Prat.g_01078	Syab.g_01858
OG0000602	Prat.g_01076	Syab.g_01853
OG0000603	Prat.g_01075	Syab.g_01852
OG0000604	Prat.g_01074	Syab.g_01850
OG0000605	Prat.g_01073	Syab.g_01758
OG0000606	Prat.g_01070	Syab.g_01529
OG0000607	Prat.g_01067	Syab.g_01533
OG0000608	Prat.g_01066	Syab.g_01534
OG0000609	Prat.g_01065	Syab.g_01536
OG0000610	Prat.g_01059	Syab.g_01555
OG0000611	Prat.g_01056	Syab.g_01558
OG0000612	Prat.g_01055	Syab.g_01559
OG0000613	Prat.g_00747	Syab.g_00228
OG0000614	Prat.g_00767	Syab.g_01179
OG0000615	Prat.g_00777	Syab.g_01605
OG0000616	Prat.g_01882	Syab.g_02897
OG0000617	Prat.g_00797	Syab.g_01274
OG0000618	Prat.g_00798	Syab.g_01275
OG0000619	Prat.g_00799	Syab.g_01662
OG0000620	Prat.g_00802	Syab.g_01668
OG0000621	Prat.g_00803	Syab.g_01669
OG0000622	Prat.g_00804	Syab.g_01670
OG0000623	Prat.g_00805	Syab.g_01671
OG0000624	Prat.g_00807	Syab.g_01673
OG0000625	Prat.g_00808	Syab.g_01674
OG0000626	Prat.g_00809	Syab.g_01675
OG0000627	Prat.g_00811	Syab.g_01438
OG0000628	Prat.g_00812	Syab.g_01437
OG0000629	Prat.g_00813	Syab.g_01434
OG0000630	Prat.g_00816	Syab.g_01430
OG0000631	Prat.g_00865	Syab.g_01421
OG0000632	Prat.g_00866	Syab.g_01420
OG0000633	Prat.g_00867	Syab.g_01419
OG0000634	Prat.g_01041	Syab.g_01651
OG0000635	Prat.g_01040	Syab.g_01656
OG0000636	Prat.g_01038	Syab.g_01658
OG0000637	Prat.g_01036	Syab.g_01660
OG0000638	Prat.g_01035	Syab.g_01661
OG0000639	Prat.g_01034	Syab.g_01276
OG0000640	Prat.g_01033	Syab.g_01277
OG0000641	Prat.g_01029	Syab.g_01281
OG0000642	Prat.g_01028	Syab.g_01282
OG0000643	Prat.g_01027	Syab.g_01283
OG0000644	Prat.g_01026	Syab.g_01284
OG0000645	Prat.g_01025	Syab.g_01286
OG0000646	Prat.g_01023	Syab.g_01289
OG0000647	Prat.g_01021	Syab.g_01291
OG0000648	Prat.g_01019	Syab.g_01684
OG0000649	Prat.g_01018	Syab.g_01685
OG0000650	Prat.g_01017	Syab.g_01686
OG0000651	Prat.g_01016	Syab.g_01687
OG0000652	Prat.g_01015	Syab.g_01688
OG0000653	Prat.g_01013	Syab.g_01690
OG0000654	Prat.g_01012	Syab.g_01691
OG0000655	Prat.g_01011	Syab.g_01692
OG0000656	Prat.g_01008	Syab.g_01695
OG0000657	Prat.g_01002	Syab.g_01706
OG0000658	Prat.g_01001	Syab.g_01710
OG0000659	Prat.g_01000	Syab.g_01711
OG0000660	Prat.g_00996	Syab.g_01715
OG0000661	Prat.g_00994	Syab.g_01717
OG0000662	Prat.g_00992	Syab.g_01719
OG0000663	Prat.g_00990	Syab.g_01722
OG0000664	Prat.g_00989	Syab.g_01723
OG0000665	Prat.g_00983	Syab.g_01829
OG0000666	Prat.g_00982	Syab.g_01842
OG0000667	Prat.g_00978	Syab.g_01548
OG0000668	Prat.g_00694	Syab.g_01319
OG0000669	Prat.g_00705	Syab.g_01642
OG0000670	Prat.g_00708	Syab.g_02156
OG0000671	Prat.g_00710	Syab.g_01638
OG0000672	Prat.g_00713	Syab.g_01635
OG0000673	Prat.g_00717	Syab.g_01632
OG0000674	Prat.g_00719	Syab.g_01630
OG0000675	Prat.g_00720	Syab.g_01629
OG0000676	Prat.g_00722	Syab.g_01620
OG0000677	Prat.g_00723	Syab.g_01619
OG0000678	Prat.g_00725	Syab.g_01613
OG0000679	Prat.g_00730	Syab.g_01601
OG0000680	Prat.g_00731	Syab.g_01600
OG0000681	Prat.g_00734	Syab.g_01597
OG0000682	Prat.g_00735	Syab.g_01596
OG0000683	Prat.g_00736	Syab.g_01595
OG0000684	Prat.g_00738	Syab.g_01591
OG0000685	Prat.g_00740	Syab.g_01589
OG0000686	Prat.g_00741	Syab.g_01588
OG0000687	Prat.g_00742	Syab.g_01586
OG0000688	Prat.g_01051	Syab.g_01576
OG0000689	Prat.g_01050	Syab.g_01574
OG0000690	Prat.g_01049	Syab.g_01573
OG0000691	Prat.g_01048	Syab.g_01572
OG0000692	Prat.g_01046	Syab.g_01571
OG0000693	Prat.g_01045	Syab.g_01569
OG0000694	Prat.g_01044	Syab.g_01568
OG0000695	Prat.g_00869	Syab.g_01417
OG0000696	Prat.g_00870	Syab.g_01416
OG0000697	Prat.g_00871	Syab.g_01415
OG0000698	Prat.g_00874	Syab.g_01412
OG0000699	Prat.g_00876	Syab.g_01411
OG0000700	Prat.g_00877	Syab.g_01410
OG0000701	Prat.g_00878	Syab.g_01409
OG0000702	Prat.g_00880	Syab.g_01401
OG0000703	Prat.g_00881	Syab.g_01400
OG0000704	Prat.g_00883	Syab.g_01398
OG0000705	Prat.g_00889	Syab.g_01391
OG0000706	Prat.g_00890	Syab.g_01390
OG0000707	Prat.g_00891	Syab.g_01389
OG0000708	Prat.g_00893	Syab.g_01386
OG0000709	Prat.g_00897	Syab.g_01378
OG0000710	Prat.g_00900	Syab.g_01367
OG0000711	Prat.g_00916	Syab.g_01340
OG0000712	Prat.g_00917	Syab.g_01338
OG0000713	Prat.g_00918	Syab.g_01337
OG0000714	Prat.g_00919	Syab.g_01334
OG0000715	Prat.g_00921	Syab.g_01332
OG0000716	Prat.g_00923	Syab.g_01328
OG0000717	Prat.g_00924	Syab.g_01327
OG0000718	Prat.g_00929	Syab.g_01323
OG0000719	Prat.g_00931	Syab.g_01321
OG0000720	Prat.g_00942	Syab.g_01307
OG0000721	Prat.g_00946	Syab.g_01305
OG0000722	Prat.g_00947	Syab.g_01304
OG0000723	Prat.g_00951	Syab.g_01678
OG0000724	Prat.g_00960	Syab.g_01223
OG0000725	Prat.g_00966	Syab.g_01207
OG0000726	Prat.g_00967	Syab.g_01206
OG0000727	Prat.g_00968	Syab.g_01205
OG0000728	Prat.g_00970	Syab.g_01203
OG0000729	Prat.g_01214	Syab.g_00097
OG0000730	Prat.g_01199	Syab.g_00521
OG0000731	Prat.g_00354	Syab.g_00531
OG0000732	Prat.g_01831	Syab.g_00055
OG0000733	Prat.g_01560	Syab.g_02798
OG0000734	Prat.g_01171	Syab.g_02508
OG0000735	Prat.g_01169	Syab.g_00942
OG0000736	Prat.g_01168	Syab.g_00943
OG0000737	Prat.g_01167	Syab.g_00944
OG0000738	Prat.g_01163	Syab.g_00949
OG0000739	Prat.g_01162	Syab.g_00961
OG0000740	Prat.g_01161	Syab.g_00962
OG0000741	Prat.g_01159	Syab.g_00965
OG0000742	Prat.g_01157	Syab.g_00968
OG0000743	Prat.g_01155	Syab.g_00970
OG0000744	Prat.g_01154	Syab.g_00971
OG0000745	Prat.g_01153	Syab.g_00973
OG0000746	Prat.g_01151	Syab.g_00975
OG0000747	Prat.g_01150	Syab.g_00976
OG0000748	Prat.g_01146	Syab.g_00991
OG0000749	Prat.g_01145	Syab.g_00992
OG0000750	Prat.g_01144	Syab.g_00993
OG0000751	Prat.g_01141	Syab.g_01002
OG0000752	Prat.g_01139	Syab.g_01004
OG0000753	Prat.g_01136	Syab.g_01007
OG0000754	Prat.g_01134	Syab.g_01012
OG0000755	Prat.g_01128	Syab.g_01021
OG0000756	Prat.g_01127	Syab.g_01022
OG0000757	Prat.g_01121	Syab.g_01029
OG0000758	Prat.g_01120	Syab.g_01030
OG0000759	Prat.g_01119	Syab.g_01031
OG0000760	Prat.g_01118	Syab.g_01032
OG0000761	Prat.g_01117	Syab.g_01034
OG0000762	Prat.g_01116	Syab.g_01036
OG0000763	Prat.g_01114	Syab.g_01038
OG0000764	Prat.g_01113	Syab.g_01039
OG0000765	Prat.g_01104	Syab.g_01154
OG0000766	Prat.g_01103	Syab.g_01153
OG0000767	Prat.g_01101	Syab.g_01151
OG0000768	Prat.g_01100	Syab.g_01150
OG0000769	Prat.g_01098	Syab.g_01148
OG0000770	Prat.g_00594	Syab.g_01145
OG0000771	Prat.g_01509	Syab.g_01229
OG0000772	Prat.g_00626	Syab.g_00957
OG0000773	Prat.g_01240	Syab.g_00931
OG0000774	Prat.g_01242	Syab.g_00924
OG0000775	Prat.g_01244	Syab.g_00922
OG0000776	Prat.g_01245	Syab.g_00921
OG0000777	Prat.g_01246	Syab.g_00920
OG0000778	Prat.g_01247	Syab.g_00919
OG0000779	Prat.g_01251	Syab.g_00913
OG0000780	Prat.g_01252	Syab.g_00908
OG0000781	Prat.g_01255	Syab.g_00904
OG0000782	Prat.g_01256	Syab.g_00903
OG0000783	Prat.g_01257	Syab.g_00902
OG0000784	Prat.g_01258	Syab.g_00901
OG0000785	Prat.g_01260	Syab.g_00899
OG0000786	Prat.g_01263	Syab.g_00895
OG0000787	Prat.g_01264	Syab.g_00894
OG0000788	Prat.g_01471	Syab.g_01857
OG0000789	Prat.g_01455	Syab.g_01835
OG0000790	Prat.g_01296	Syab.g_02082
OG0000791	Prat.g_01298	Syab.g_02080
OG0000792	Prat.g_01299	Syab.g_02079
OG0000793	Prat.g_01302	Syab.g_02074
OG0000794	Prat.g_01303	Syab.g_02073
OG0000795	Prat.g_01304	Syab.g_02072
OG0000796	Prat.g_01308	Syab.g_02068
OG0000797	Prat.g_01309	Syab.g_02067
OG0000799	Prat.g_01333	Syab.g_00826
OG0000800	Prat.g_01334	Syab.g_00821
OG0000801	Prat.g_01335	Syab.g_00820
OG0000802	Prat.g_01337	Syab.g_00816
OG0000803	Prat.g_01339	Syab.g_00806
OG0000804	Prat.g_01340	Syab.g_00802
OG0000805	Prat.g_01342	Syab.g_00792
OG0000806	Prat.g_01344	Syab.g_00790
OG0000807	Prat.g_01345	Syab.g_00788
OG0000808	Prat.g_01346	Syab.g_00783
OG0000809	Prat.g_01350	Syab.g_00780
OG0000810	Prat.g_01351	Syab.g_00779
OG0000811	Prat.g_01356	Syab.g_00770
OG0000812	Prat.g_01358	Syab.g_00768
OG0000813	Prat.g_01359	Syab.g_00767
OG0000814	Prat.g_01361	Syab.g_00765
OG0000815	Prat.g_01362	Syab.g_00760
OG0000816	Prat.g_01364	Syab.g_00758
OG0000817	Prat.g_01365	Syab.g_00757
OG0000818	Prat.g_01370	Syab.g_00751
OG0000819	Prat.g_01371	Syab.g_00750
OG0000820	Prat.g_01372	Syab.g_00749
OG0000821	Prat.g_01378	Syab.g_00743
OG0000822	Prat.g_01379	Syab.g_00741
OG0000823	Prat.g_01380	Syab.g_00740
OG0000824	Prat.g_01383	Syab.g_00735
OG0000825	Prat.g_01384	Syab.g_00734
OG0000826	Prat.g_01385	Syab.g_00733
OG0000827	Prat.g_01386	Syab.g_00732
OG0000828	Prat.g_01389	Syab.g_00729
OG0000829	Prat.g_01390	Syab.g_00728
OG0000830	Prat.g_01391	Syab.g_00727
OG0000831	Prat.g_01393	Syab.g_00725
OG0000832	Prat.g_01405	Syab.g_02169
OG0000833	Prat.g_01414	Syab.g_02178
OG0000834	Prat.g_01415	Syab.g_02181
OG0000835	Prat.g_01416	Syab.g_02182
OG0000836	Prat.g_01417	Syab.g_02185
OG0000837	Prat.g_01418	Syab.g_02186
OG0000838	Prat.g_01421	Syab.g_02190
OG0000839	Prat.g_01422	Syab.g_02191
OG0000840	Prat.g_01423	Syab.g_02192
OG0000841	Prat.g_01424	Syab.g_02193
OG0000842	Prat.g_01425	Syab.g_02194
OG0000843	Prat.g_01426	Syab.g_02195
OG0000844	Prat.g_01427	Syab.g_02197
OG0000845	Prat.g_01428	Syab.g_02198
OG0000846	Prat.g_01429	Syab.g_02199
OG0000847	Prat.g_01430	Syab.g_02200
OG0000848	Prat.g_01431	Syab.g_02202
OG0000849	Prat.g_01432	Syab.g_02203
OG0000850	Prat.g_01434	Syab.g_02212
OG0000851	Prat.g_01435	Syab.g_02226
OG0000852	Prat.g_01436	Syab.g_02227
OG0000853	Prat.g_01441	Syab.g_02233
OG0000854	Prat.g_01443	Syab.g_02235
OG0000855	Prat.g_01444	Syab.g_02236
OG0000856	Prat.g_01457	Syab.g_01889
OG0000857	Prat.g_01022	Syab.g_01290
OG0000858	Prat.g_01585	Syab.g_02244
OG0000859	Prat.g_01586	Syab.g_02245
OG0000860	Prat.g_01594	Syab.g_02258
OG0000861	Prat.g_01595	Syab.g_02259
OG0000862	Prat.g_01596	Syab.g_02261
OG0000863	Prat.g_01598	Syab.g_02265
OG0000864	Prat.g_01599	Syab.g_02266
OG0000865	Prat.g_01600	Syab.g_02267
OG0000866	Prat.g_01601	Syab.g_02268
OG0000867	Prat.g_01602	Syab.g_02269
OG0000868	Prat.g_01603	Syab.g_02287
OG0000869	Prat.g_01606	Syab.g_02292
OG0000870	Prat.g_01611	Syab.g_02297
OG0000871	Prat.g_01612	Syab.g_02298
OG0000872	Prat.g_01613	Syab.g_02305
OG0000873	Prat.g_01616	Syab.g_02308
OG0000874	Prat.g_01619	Syab.g_02311
OG0000875	Prat.g_01621	Syab.g_02313
OG0000876	Prat.g_01622	Syab.g_02315
OG0000877	Prat.g_01624	Syab.g_02317
OG0000878	Prat.g_01625	Syab.g_02318
OG0000879	Prat.g_01626	Syab.g_02319
OG0000880	Prat.g_01627	Syab.g_02320
OG0000881	Prat.g_01631	Syab.g_02325
OG0000882	Prat.g_01636	Syab.g_02330
OG0000883	Prat.g_01639	Syab.g_02332
OG0000884	Prat.g_01641	Syab.g_02334
OG0000885	Prat.g_01642	Syab.g_02335
OG0000886	Prat.g_01643	Syab.g_02336
OG0000887	Prat.g_01644	Syab.g_02338
OG0000888	Prat.g_01646	Syab.g_02340
OG0000889	Prat.g_01648	Syab.g_02342
OG0000890	Prat.g_01649	Syab.g_02348
OG0000891	Prat.g_01650	Syab.g_02349
OG0000892	Prat.g_01652	Syab.g_02353
OG0000893	Prat.g_01655	Syab.g_00366
OG0000894	Prat.g_01658	Syab.g_00369
OG0000895	Prat.g_01662	Syab.g_00373
OG0000896	Prat.g_01663	Syab.g_00374
OG0000897	Prat.g_01665	Syab.g_00376
OG0000898	Prat.g_01666	Syab.g_00377
OG0000899	Prat.g_01667	Syab.g_00378
OG0000900	Prat.g_01668	Syab.g_00379
OG0000901	Prat.g_01671	Syab.g_00384
OG0000902	Prat.g_01673	Syab.g_00386
OG0000903	Prat.g_01677	Syab.g_00399
OG0000904	Prat.g_01682	Syab.g_00395
OG0000905	Prat.g_01675	Syab.g_00390
OG0000906	Prat.g_01674	Syab.g_00388
OG0000907	Prat.g_01684	Syab.g_00401
OG0000908	Prat.g_01687	Syab.g_00404
OG0000909	Prat.g_01688	Syab.g_00405
OG0000910	Prat.g_01689	Syab.g_00406
OG0000911	Prat.g_01691	Syab.g_00408
OG0000912	Prat.g_01692	Syab.g_00409
OG0000913	Prat.g_01693	Syab.g_00410
OG0000914	Prat.g_01694	Syab.g_00411
OG0000915	Prat.g_01695	Syab.g_00412
OG0000916	Prat.g_01696	Syab.g_00413
OG0000917	Prat.g_01697	Syab.g_00414
OG0000918	Prat.g_01698	Syab.g_00415
OG0000919	Prat.g_01699	Syab.g_00416
OG0000920	Prat.g_01700	Syab.g_00417
OG0000921	Prat.g_01701	Syab.g_00418
OG0000922	Prat.g_01702	Syab.g_00419
OG0000923	Prat.g_01706	Syab.g_00423
OG0000924	Prat.g_01707	Syab.g_00424
OG0000925	Prat.g_01708	Syab.g_00425
OG0000926	Prat.g_01709	Syab.g_00426
OG0000927	Prat.g_01711	Syab.g_00428
OG0000928	Prat.g_01712	Syab.g_00429
OG0000929	Prat.g_01713	Syab.g_00430
OG0000930	Prat.g_01714	Syab.g_00431
OG0000931	Prat.g_01715	Syab.g_00432
OG0000932	Prat.g_01327	Syab.g_00433
OG0000933	Prat.g_01719	Syab.g_00439
OG0000934	Prat.g_01721	Syab.g_00441
OG0000935	Prat.g_01722	Syab.g_00442
OG0000936	Prat.g_01723	Syab.g_00443
OG0000937	Prat.g_01724	Syab.g_00444
OG0000938	Prat.g_01727	Syab.g_00447
OG0000939	Prat.g_01728	Syab.g_00448
OG0000940	Prat.g_01735	Syab.g_00456
OG0000941	Prat.g_01737	Syab.g_00458
OG0000942	Prat.g_01739	Syab.g_00460
OG0000943	Prat.g_01740	Syab.g_00461
OG0000944	Prat.g_01742	Syab.g_00463
OG0000945	Prat.g_01744	Syab.g_00466
OG0000946	Prat.g_01748	Syab.g_00473
OG0000947	Prat.g_01750	Syab.g_00476
OG0000948	Prat.g_01751	Syab.g_00477
OG0000949	Prat.g_01754	Syab.g_00212
OG0000950	Prat.g_01760	Syab.g_00204
OG0000951	Prat.g_01764	Syab.g_00199
OG0000952	Prat.g_01768	Syab.g_00191
OG0000953	Prat.g_01772	Syab.g_00134
OG0000954	Prat.g_01777	Syab.g_00129
OG0000955	Prat.g_01778	Syab.g_00128
OG0000956	Prat.g_01780	Syab.g_00126
OG0000957	Prat.g_01786	Syab.g_00115
OG0000958	Prat.g_01787	Syab.g_00114
OG0000959	Prat.g_01791	Syab.g_00110
OG0000960	Prat.g_01792	Syab.g_00109
OG0000961	Prat.g_01795	Syab.g_00100
OG0000962	Prat.g_01797	Syab.g_00098
OG0000963	Prat.g_01801	Syab.g_00093
OG0000964	Prat.g_01802	Syab.g_00092
OG0000965	Prat.g_01803	Syab.g_00091
OG0000966	Prat.g_01809	Syab.g_00082
OG0000967	Prat.g_01813	Syab.g_00078
OG0000968	Prat.g_01815	Syab.g_00075
OG0000969	Prat.g_01816	Syab.g_00073
OG0000970	Prat.g_01817	Syab.g_00072
OG0000971	Prat.g_01818	Syab.g_00070
OG0000972	Prat.g_01819	Syab.g_00069
OG0000973	Prat.g_01820	Syab.g_00068
OG0000974	Prat.g_01821	Syab.g_00067
OG0000975	Prat.g_01822	Syab.g_00066
OG0000976	Prat.g_01823	Syab.g_00065
OG0000977	Prat.g_01824	Syab.g_00063
OG0000978	Prat.g_01825	Syab.g_00062
OG0000979	Prat.g_01828	Syab.g_00059
OG0000980	Prat.g_01830	Syab.g_00056
OG0000981	Prat.g_01833	Syab.g_00053
OG0000982	Prat.g_01835	Syab.g_02756
OG0000983	Prat.g_01836	Syab.g_02757
OG0000984	Prat.g_01837	Syab.g_02758
OG0000985	Prat.g_01840	Syab.g_02762
OG0000986	Prat.g_01842	Syab.g_02764
OG0000987	Prat.g_01843	Syab.g_02768
OG0000988	Prat.g_01846	Syab.g_02774
OG0000989	Prat.g_01850	Syab.g_02792
OG0000990	Prat.g_01856	Syab.g_02811
OG0000991	Prat.g_01857	Syab.g_02818
OG0000992	Prat.g_01860	Syab.g_02821
OG0000993	Prat.g_01861	Syab.g_02822
OG0000994	Prat.g_01862	Syab.g_02826
OG0000995	Prat.g_01866	Syab.g_02835
OG0000996	Prat.g_01867	Syab.g_02866
OG0000997	Prat.g_01869	Syab.g_02875
OG0000998	Prat.g_01871	Syab.g_02877
OG0000999	Prat.g_01872	Syab.g_02878
OG0001000	Prat.g_01875	Syab.g_02881
OG0001001	Prat.g_01879	Syab.g_02888
OG0001002	Prat.g_01884	Syab.g_02900
OG0001003	Prat.g_01885	Syab.g_02902
OG0001004	Prat.g_01886	Syab.g_02903
OG0001005	Prat.g_01887	Syab.g_02905
OG0001006	Prat.g_01891	Syab.g_02912
OG0001007	Prat.g_01893	Syab.g_02914
OG0001008	Prat.g_00397	Syab.g_00584
OG0001009	Prat.g_00028	Syab.g_00033
OG0001010	Prat.g_00029	Syab.g_00034
OG0001011	Prat.g_00031	Syab.g_00035
OG0001012	Prat.g_00046	Syab.g_02752
OG0001013	Prat.g_00053	Syab.g_02716
OG0001014	Prat.g_00056	Syab.g_02712
OG0001015	Prat.g_00057	Syab.g_02711
OG0001016	Prat.g_00070	Syab.g_02439
OG0001017	Prat.g_00074	Syab.g_02445
OG0001018	Prat.g_00076	Syab.g_02447
OG0001019	Prat.g_00087	Syab.g_02469
OG0001020	Prat.g_00088	Syab.g_02477
OG0001021	Prat.g_00089	Syab.g_02481
OG0001022	Prat.g_00091	Syab.g_02485
OG0001023	Prat.g_00092	Syab.g_02486
OG0001024	Prat.g_00095	Syab.g_02490
OG0001025	Prat.g_00102	Syab.g_02497
OG0001026	Prat.g_00110	Syab.g_02510
OG0001027	Prat.g_00111	Syab.g_02515
OG0001028	Prat.g_00113	Syab.g_02517
OG0001029	Prat.g_00114	Syab.g_02519
OG0001030	Prat.g_00130	Syab.g_02540
OG0001031	Prat.g_00188	Syab.g_02615
OG0001032	Prat.g_00189	Syab.g_02617
OG0001033	Prat.g_00210	Syab.g_02675
OG0001034	Prat.g_00241	Syab.g_02370
OG0001035	Prat.g_00261	Syab.g_00335
OG0001036	Prat.g_00266	Syab.g_00327
OG0001037	Prat.g_00267	Syab.g_00325
OG0001038	Prat.g_00285	Syab.g_00297
OG0001039	Prat.g_00288	Syab.g_00294
OG0001040	Prat.g_00291	Syab.g_00291
OG0001041	Prat.g_00295	Syab.g_00286
OG0001042	Prat.g_00312	Syab.g_00254
OG0001043	Prat.g_00313	Syab.g_00250
OG0001044	Prat.g_00347	Syab.g_00522
OG0001045	Prat.g_00356	Syab.g_00534
OG0001046	Prat.g_01469	Syab.g_01352
OG0001047	Prat.g_00399	Syab.g_00586
OG0001048	Prat.g_00400	Syab.g_00587
OG0001049	Prat.g_00403	Syab.g_00590
OG0001050	Prat.g_00404	Syab.g_00591
OG0001051	Prat.g_00405	Syab.g_00592
OG0001052	Prat.g_00430	Syab.g_00693
OG0001053	Prat.g_00443	Syab.g_02099
OG0001054	Prat.g_00459	Syab.g_02118
OG0001055	Prat.g_00480	Syab.g_02139
OG0001056	Prat.g_00498	Syab.g_02036
OG0001057	Prat.g_00502	Syab.g_00882
OG0001058	Prat.g_00510	Syab.g_02014
OG0001059	Prat.g_00515	Syab.g_02010
OG0001060	Prat.g_00522	Syab.g_02003
OG0001061	Prat.g_00538	Syab.g_01985
OG0001062	Prat.g_00540	Syab.g_01983
OG0001063	Prat.g_00542	Syab.g_01979
OG0001064	Prat.g_00543	Syab.g_01978
OG0001065	Prat.g_00544	Syab.g_01976
OG0001066	Prat.g_00545	Syab.g_01975
OG0001067	Prat.g_00546	Syab.g_01974
OG0001068	Prat.g_00547	Syab.g_01973
OG0001069	Prat.g_00548	Syab.g_01972
OG0001070	Prat.g_00550	Syab.g_01968
OG0001071	Prat.g_00551	Syab.g_01967
OG0001072	Prat.g_00552	Syab.g_01962
OG0001073	Prat.g_00566	Syab.g_01947
OG0001074	Prat.g_00579	Syab.g_01815
OG0001075	Prat.g_00580	Syab.g_01919
OG0001076	Prat.g_00587	Syab.g_01897
OG0001077	Prat.g_00592	Syab.g_01887
OG0001079	Prat.g_01077	Syab.g_01856
OG0001080	Prat.g_01071	Syab.g_01756
OG0001081	Prat.g_01069	Syab.g_01530
OG0001082	Prat.g_01068	Syab.g_01531
OG0001083	Prat.g_01063	Syab.g_01540
OG0001084	Prat.g_01062	Syab.g_01543
OG0001085	Prat.g_00744	Syab.g_01563
OG0001086	Prat.g_00745	Syab.g_01565
OG0001087	Prat.g_00762	Syab.g_01167
OG0001088	Prat.g_00763	Syab.g_01170
OG0001089	Prat.g_00774	Syab.g_01198
OG0001090	Prat.g_00789	Syab.g_01267
OG0001091	Prat.g_00791	Syab.g_01270
OG0001092	Prat.g_00792	Syab.g_01272
OG0001093	Prat.g_00800	Syab.g_01664
OG0001094	Prat.g_01043	Syab.g_01567
OG0001095	Prat.g_01024	Syab.g_01287
OG0001096	Prat.g_01010	Syab.g_01693
OG0001097	Prat.g_00993	Syab.g_01718
OG0001098	Prat.g_00974	Syab.g_01497
OG0001099	Prat.g_00699	Syab.g_02518
OG0001100	Prat.g_00707	Syab.g_01640
OG0001101	Prat.g_00709	Syab.g_01639
OG0001102	Prat.g_00712	Syab.g_01636
OG0001103	Prat.g_00715	Syab.g_01634
OG0001104	Prat.g_00739	Syab.g_01590
OG0001105	Prat.g_00743	Syab.g_01585
OG0001106	Prat.g_00884	Syab.g_01397
OG0001107	Prat.g_00894	Syab.g_01385
OG0001108	Prat.g_00898	Syab.g_01377
OG0001109	Prat.g_00899	Syab.g_01368
OG0001110	Prat.g_00901	Syab.g_01366
OG0001111	Prat.g_00902	Syab.g_01364
OG0001112	Prat.g_00903	Syab.g_01362
OG0001113	Prat.g_00904	Syab.g_01593
OG0001114	Prat.g_00905	Syab.g_01361
OG0001115	Prat.g_00907	Syab.g_01357
OG0001116	Prat.g_00908	Syab.g_01355
OG0001117	Prat.g_00909	Syab.g_01354
OG0001118	Prat.g_00910	Syab.g_01353
OG0001119	Prat.g_00911	Syab.g_01351
OG0001120	Prat.g_00913	Syab.g_01347
OG0001122	Prat.g_00932	Syab.g_01320
OG0001123	Prat.g_00937	Syab.g_01312
OG0001124	Prat.g_00939	Syab.g_01310
OG0001125	Prat.g_00941	Syab.g_01308
OG0001126	Prat.g_00955	Syab.g_01231
OG0001127	Prat.g_00956	Syab.g_01230
OG0001128	Prat.g_00957	Syab.g_01227
OG0001129	Prat.g_00958	Syab.g_01225
OG0001130	Prat.g_00959	Syab.g_01224
OG0001131	Prat.g_01204	Syab.g_01609
OG0001132	Prat.g_01479	Syab.g_01790
OG0001133	Prat.g_01211	Syab.g_01895
OG0001134	Prat.g_01495, Prat.g_01561	Syab.g_01748
OG0001135	Prat.g_01557	Syab.g_01747
OG0001136	Prat.g_01158	Syab.g_00966
OG0001137	Prat.g_01147	Syab.g_00990
OG0001138	Prat.g_01126	Syab.g_01023
OG0001139	Prat.g_01124	Syab.g_01025
OG0001141	Prat.g_01123	Syab.g_01027
OG0001142	Prat.g_01122	Syab.g_01028
OG0001143	Prat.g_01115	Syab.g_01037
OG0001144	Prat.g_01110	Syab.g_01052
OG0001145	Prat.g_01241	Syab.g_00928
OG0001146	Prat.g_01253	Syab.g_00907
OG0001147	Prat.g_01287	Syab.g_00716
OG0001148	Prat.g_01293	Syab.g_02085
OG0001149	Prat.g_01294	Syab.g_02084
OG0001150	Prat.g_01295	Syab.g_02083
OG0001151	Prat.g_01306	Syab.g_02070
OG0001152	Prat.g_01307	Syab.g_02069
OG0001153	Prat.g_01387	Syab.g_00731
OG0001154	Prat.g_01388	Syab.g_00730
