Orthogroup	Prat	Syah
OG0000575	Prat.g_00559	Syah.g_01151
OG0000576	Prat.g_00561	Syah.g_01153
OG0000577	Prat.g_00562	Syah.g_01154
OG0000578	Prat.g_00563	Syah.g_01155
OG0000579	Prat.g_00564	Syah.g_01156
OG0000580	Prat.g_00565	Syah.g_01157
OG0000581	Prat.g_00568	Syah.g_01163
OG0000582	Prat.g_00571	Syah.g_01979
OG0000583	Prat.g_00572	Syah.g_01978
OG0000584	Prat.g_00573	Syah.g_01977
OG0000585	Prat.g_00575	Syah.g_01975
OG0000586	Prat.g_00576	Syah.g_01974
OG0000587	Prat.g_00577	Syah.g_01972
OG0000588	Prat.g_00582	Syah.g_01966
OG0000589	Prat.g_00584	Syah.g_01962
OG0000590	Prat.g_00585	Syah.g_01961
OG0000591	Prat.g_00589	Syah.g_01954
OG0000592	Prat.g_00590	Syah.g_01953
OG0000593	Prat.g_01094	Syah.g_01939
OG0000594	Prat.g_01093	Syah.g_01938
OG0000595	Prat.g_01091	Syah.g_01937
OG0000596	Prat.g_01087	Syah.g_01932
OG0000597	Prat.g_01084	Syah.g_01929
OG0000598	Prat.g_01083	Syah.g_01928
OG0000599	Prat.g_01080	Syah.g_01925
OG0000600	Prat.g_01079	Syah.g_01924
OG0000601	Prat.g_01078	Syah.g_01923
OG0000602	Prat.g_01076	Syah.g_01917
OG0000603	Prat.g_01075	Syah.g_01916
OG0000604	Prat.g_01074	Syah.g_01913
OG0000605	Prat.g_01073	Syah.g_01825
OG0000606	Prat.g_01070	Syah.g_01485
OG0000607	Prat.g_01067	Syah.g_01489
OG0000608	Prat.g_01066	Syah.g_01490
OG0000609	Prat.g_01065	Syah.g_01492
OG0000610	Prat.g_01059	Syah.g_01499
OG0000611	Prat.g_01056	Syah.g_01502
OG0000612	Prat.g_01055	Syah.g_01503
OG0000613	Prat.g_00747	Syah.g_00147
OG0000614	Prat.g_00767	Syah.g_02004
OG0000615	Prat.g_00777	Syah.g_01814
OG0000616	Prat.g_01882	Syah.g_00389
OG0000617	Prat.g_00797	Syah.g_01722
OG0000618	Prat.g_00798	Syah.g_01721
OG0000619	Prat.g_00799	Syah.g_01720
OG0000620	Prat.g_00802	Syah.g_01713
OG0000621	Prat.g_00803	Syah.g_01712
OG0000622	Prat.g_00804	Syah.g_01711
OG0000623	Prat.g_00805	Syah.g_01710
OG0000624	Prat.g_00807	Syah.g_01708
OG0000625	Prat.g_00808	Syah.g_01707
OG0000626	Prat.g_00809	Syah.g_01706
OG0000627	Prat.g_00811	Syah.g_01569
OG0000628	Prat.g_00812	Syah.g_01570
OG0000629	Prat.g_00813	Syah.g_01573
OG0000630	Prat.g_00816	Syah.g_01577
OG0000631	Prat.g_00865	Syah.g_01582
OG0000632	Prat.g_00866	Syah.g_01583
OG0000633	Prat.g_00867	Syah.g_01584
OG0000634	Prat.g_01041	Syah.g_01783
OG0000635	Prat.g_01040	Syah.g_01782
OG0000636	Prat.g_01038	Syah.g_01780
OG0000637	Prat.g_01036	Syah.g_01778
OG0000638	Prat.g_01035	Syah.g_01777
OG0000639	Prat.g_01034	Syah.g_01776
OG0000640	Prat.g_01033	Syah.g_01775
OG0000641	Prat.g_01029	Syah.g_01771
OG0000642	Prat.g_01028	Syah.g_01770
OG0000643	Prat.g_01027	Syah.g_01768
OG0000644	Prat.g_01026	Syah.g_01767
OG0000645	Prat.g_01025	Syah.g_01765
OG0000646	Prat.g_01023	Syah.g_01762
OG0000647	Prat.g_01021	Syah.g_01760
OG0000648	Prat.g_01019	Syah.g_01757
OG0000649	Prat.g_01018	Syah.g_01756
OG0000650	Prat.g_01017	Syah.g_01755
OG0000651	Prat.g_01016	Syah.g_01754
OG0000652	Prat.g_01015	Syah.g_01753
OG0000653	Prat.g_01013	Syah.g_01751
OG0000654	Prat.g_01012	Syah.g_01750
OG0000655	Prat.g_01011	Syah.g_01749
OG0000656	Prat.g_01008	Syah.g_01746
OG0000657	Prat.g_01002	Syah.g_02083
OG0000658	Prat.g_01001	Syah.g_02086
OG0000659	Prat.g_01000	Syah.g_02087
OG0000660	Prat.g_00996	Syah.g_02091
OG0000661	Prat.g_00994	Syah.g_02093
OG0000662	Prat.g_00992	Syah.g_02095
OG0000663	Prat.g_00990	Syah.g_02098
OG0000664	Prat.g_00989	Syah.g_02099
OG0000665	Prat.g_00983	Syah.g_01895
OG0000666	Prat.g_00982	Syah.g_01826
OG0000667	Prat.g_00978	Syah.g_00714
OG0000668	Prat.g_00694	Syah.g_01680
OG0000669	Prat.g_00705	Syah.g_01520
OG0000670	Prat.g_00708	Syah.g_02352
OG0000671	Prat.g_00710	Syah.g_01524
OG0000672	Prat.g_00713	Syah.g_01527
OG0000673	Prat.g_00717	Syah.g_01530
OG0000674	Prat.g_00719	Syah.g_01532
OG0000675	Prat.g_00720	Syah.g_01533
OG0000676	Prat.g_00722	Syah.g_01535
OG0000677	Prat.g_00723	Syah.g_01536
OG0000678	Prat.g_00725	Syah.g_01821
OG0000679	Prat.g_00730	Syah.g_01812
OG0000680	Prat.g_00731	Syah.g_01811
OG0000681	Prat.g_00734	Syah.g_01808
OG0000682	Prat.g_00735	Syah.g_01807
OG0000683	Prat.g_00736	Syah.g_01806
OG0000684	Prat.g_00738	Syah.g_01802
OG0000685	Prat.g_00740	Syah.g_01800
OG0000686	Prat.g_00741	Syah.g_01799
OG0000687	Prat.g_00742	Syah.g_01798
OG0000688	Prat.g_01051	Syah.g_01793
OG0000689	Prat.g_01050	Syah.g_01791
OG0000690	Prat.g_01049	Syah.g_01790
OG0000691	Prat.g_01048	Syah.g_01789
OG0000692	Prat.g_01046	Syah.g_01788
OG0000693	Prat.g_01045	Syah.g_01787
OG0000694	Prat.g_01044	Syah.g_01786
OG0000695	Prat.g_00869	Syah.g_01586
OG0000696	Prat.g_00870	Syah.g_01587
OG0000697	Prat.g_00871	Syah.g_01589
OG0000698	Prat.g_00874	Syah.g_01592
OG0000699	Prat.g_00876	Syah.g_01594
OG0000700	Prat.g_00877	Syah.g_01595
OG0000701	Prat.g_00878	Syah.g_01596
OG0000702	Prat.g_00880	Syah.g_01604
OG0000703	Prat.g_00881	Syah.g_01605
OG0000704	Prat.g_00883	Syah.g_01608
OG0000705	Prat.g_00889	Syah.g_01614
OG0000706	Prat.g_00890	Syah.g_01615
OG0000707	Prat.g_00891	Syah.g_01616
OG0000708	Prat.g_00893	Syah.g_01619
OG0000709	Prat.g_00897	Syah.g_01627
OG0000710	Prat.g_00900	Syah.g_01631
OG0000711	Prat.g_00916	Syah.g_01661
OG0000712	Prat.g_00917	Syah.g_01662
OG0000713	Prat.g_00918	Syah.g_01663
OG0000714	Prat.g_00919	Syah.g_01665
OG0000715	Prat.g_00921	Syah.g_01667
OG0000716	Prat.g_00923	Syah.g_01671
OG0000717	Prat.g_00924	Syah.g_01672
OG0000718	Prat.g_00929	Syah.g_01676
OG0000719	Prat.g_00931	Syah.g_01678
OG0000720	Prat.g_00942	Syah.g_01691
OG0000721	Prat.g_00946	Syah.g_01693
OG0000722	Prat.g_00947	Syah.g_01694
OG0000723	Prat.g_00951	Syah.g_01704
OG0000724	Prat.g_00960	Syah.g_02036
OG0000725	Prat.g_00966	Syah.g_02027
OG0000726	Prat.g_00967	Syah.g_02026
OG0000727	Prat.g_00968	Syah.g_02025
OG0000728	Prat.g_00970	Syah.g_02023
OG0000729	Prat.g_01214	Syah.g_00263
OG0000730	Prat.g_01199	Syah.g_00855
OG0000731	Prat.g_00354	Syah.g_00867
OG0000732	Prat.g_01831	Syah.g_00319
OG0000733	Prat.g_01560	Syah.g_00473
OG0000734	Prat.g_01171	Syah.g_02545
OG0000735	Prat.g_01169	Syah.g_02178
OG0000736	Prat.g_01168	Syah.g_02177
OG0000737	Prat.g_01167	Syah.g_02176
OG0000738	Prat.g_01163	Syah.g_02170
OG0000739	Prat.g_01162	Syah.g_02165
OG0000740	Prat.g_01161	Syah.g_02164
OG0000741	Prat.g_01159	Syah.g_02161
OG0000742	Prat.g_01157	Syah.g_02159
OG0000743	Prat.g_01155	Syah.g_02157
OG0000744	Prat.g_01154	Syah.g_02156
OG0000745	Prat.g_01153	Syah.g_02154
OG0000746	Prat.g_01151	Syah.g_02151
OG0000747	Prat.g_01150	Syah.g_02150
OG0000748	Prat.g_01146	Syah.g_02140
OG0000749	Prat.g_01145	Syah.g_02138
OG0000750	Prat.g_01144	Syah.g_02137
OG0000751	Prat.g_01141	Syah.g_02130
OG0000752	Prat.g_01139	Syah.g_02128
OG0000753	Prat.g_01136	Syah.g_02125
OG0000754	Prat.g_01134	Syah.g_01431
OG0000755	Prat.g_01128	Syah.g_01423
OG0000756	Prat.g_01127	Syah.g_01422
OG0000757	Prat.g_01121	Syah.g_01415
OG0000758	Prat.g_01120	Syah.g_01414
OG0000759	Prat.g_01119	Syah.g_01413
OG0000760	Prat.g_01118	Syah.g_01412
OG0000761	Prat.g_01117	Syah.g_01411
OG0000762	Prat.g_01116	Syah.g_01409
OG0000763	Prat.g_01114	Syah.g_01407
OG0000764	Prat.g_01113	Syah.g_01406
OG0000765	Prat.g_01104	Syah.g_01392
OG0000766	Prat.g_01103	Syah.g_01391
OG0000767	Prat.g_01101	Syah.g_01389
OG0000768	Prat.g_01100	Syah.g_01388
OG0000769	Prat.g_01098	Syah.g_01386
OG0000770	Prat.g_00594	Syah.g_01383
OG0000771	Prat.g_01509	Syah.g_02042
OG0000772	Prat.g_00626	Syah.g_01351
OG0000773	Prat.g_01240	Syah.g_02187
OG0000774	Prat.g_01242	Syah.g_02191
OG0000775	Prat.g_01244	Syah.g_02193
OG0000776	Prat.g_01245	Syah.g_02194
OG0000777	Prat.g_01246	Syah.g_02195
OG0000778	Prat.g_01247	Syah.g_02196
OG0000779	Prat.g_01251	Syah.g_02201
OG0000780	Prat.g_01252	Syah.g_02205
OG0000781	Prat.g_01255	Syah.g_02209
OG0000782	Prat.g_01256	Syah.g_02210
OG0000783	Prat.g_01257	Syah.g_02211
OG0000784	Prat.g_01258	Syah.g_02212
OG0000785	Prat.g_01260	Syah.g_02214
OG0000786	Prat.g_01263	Syah.g_01171
OG0000787	Prat.g_01264	Syah.g_01170
OG0000788	Prat.g_01471	Syah.g_01922
OG0000789	Prat.g_01455	Syah.g_01556
OG0000790	Prat.g_01296	Syah.g_00981
OG0000791	Prat.g_01298	Syah.g_00980
OG0000792	Prat.g_01299	Syah.g_00979
OG0000793	Prat.g_01302	Syah.g_00974
OG0000794	Prat.g_01303	Syah.g_00973
OG0000795	Prat.g_01304	Syah.g_00972
OG0000796	Prat.g_01308	Syah.g_00968
OG0000797	Prat.g_01309	Syah.g_00967
OG0000799	Prat.g_01333	Syah.g_01326
OG0000800	Prat.g_01334	Syah.g_01325
OG0000801	Prat.g_01335	Syah.g_01324
OG0000802	Prat.g_01337	Syah.g_01320
OG0000803	Prat.g_01339	Syah.g_01315
OG0000804	Prat.g_01340	Syah.g_01312
OG0000805	Prat.g_01342	Syah.g_01303
OG0000806	Prat.g_01344	Syah.g_01301
OG0000807	Prat.g_01345	Syah.g_01299
OG0000808	Prat.g_01346	Syah.g_01298
OG0000809	Prat.g_01350	Syah.g_01295
OG0000810	Prat.g_01351	Syah.g_01294
OG0000811	Prat.g_01356	Syah.g_01286
OG0000812	Prat.g_01358	Syah.g_01284
OG0000813	Prat.g_01359	Syah.g_01283
OG0000814	Prat.g_01361	Syah.g_01281
OG0000815	Prat.g_01362	Syah.g_01280
OG0000816	Prat.g_01364	Syah.g_01279
OG0000817	Prat.g_01365	Syah.g_01278
OG0000818	Prat.g_01370	Syah.g_01272
OG0000819	Prat.g_01371	Syah.g_01271
OG0000820	Prat.g_01372	Syah.g_01270
OG0000821	Prat.g_01378	Syah.g_01265
OG0000822	Prat.g_01379	Syah.g_01263
OG0000823	Prat.g_01380	Syah.g_01262
OG0000824	Prat.g_01383	Syah.g_01258
OG0000825	Prat.g_01384	Syah.g_01257
OG0000826	Prat.g_01385	Syah.g_01256
OG0000827	Prat.g_01386	Syah.g_01254
OG0000828	Prat.g_01389	Syah.g_01251
OG0000829	Prat.g_01390	Syah.g_01250
OG0000830	Prat.g_01391	Syah.g_01249
OG0000831	Prat.g_01393	Syah.g_01247
OG0000832	Prat.g_01405	Syah.g_02311
OG0000833	Prat.g_01414	Syah.g_02322
OG0000834	Prat.g_01415	Syah.g_02324
OG0000835	Prat.g_01416	Syah.g_02325
OG0000836	Prat.g_01417	Syah.g_02329
OG0000837	Prat.g_01418	Syah.g_02330
OG0000838	Prat.g_01421	Syah.g_02334
OG0000839	Prat.g_01422	Syah.g_02335
OG0000840	Prat.g_01423	Syah.g_02336
OG0000841	Prat.g_01424	Syah.g_02337
OG0000842	Prat.g_01425	Syah.g_02338
OG0000843	Prat.g_01426	Syah.g_02339
OG0000844	Prat.g_01427	Syah.g_02341
OG0000845	Prat.g_01428	Syah.g_02342
OG0000846	Prat.g_01429	Syah.g_02343
OG0000847	Prat.g_01430	Syah.g_02344
OG0000848	Prat.g_01431	Syah.g_02346
OG0000849	Prat.g_01432	Syah.g_02347
OG0000850	Prat.g_01434	Syah.g_02349
OG0000851	Prat.g_01435	Syah.g_02359
OG0000852	Prat.g_01436	Syah.g_02360
OG0000853	Prat.g_01441	Syah.g_02364
OG0000854	Prat.g_01443	Syah.g_02366
OG0000855	Prat.g_01444	Syah.g_02367
OG0000856	Prat.g_01457	Syah.g_01951
OG0000857	Prat.g_01022	Syah.g_01761
OG0000858	Prat.g_01585	Syah.g_02373
OG0000859	Prat.g_01586	Syah.g_02374
OG0000860	Prat.g_01594	Syah.g_02386
OG0000861	Prat.g_01595	Syah.g_02387
OG0000862	Prat.g_01596	Syah.g_02389
OG0000863	Prat.g_01598	Syah.g_02391
OG0000864	Prat.g_01599	Syah.g_02392
OG0000865	Prat.g_01600	Syah.g_02396
OG0000866	Prat.g_01601	Syah.g_02397
OG0000867	Prat.g_01602	Syah.g_02398
OG0000868	Prat.g_01603	Syah.g_02401
OG0000869	Prat.g_01606	Syah.g_02406
OG0000870	Prat.g_01611	Syah.g_02411
OG0000871	Prat.g_01612	Syah.g_02412
OG0000872	Prat.g_01613	Syah.g_02421
OG0000873	Prat.g_01616	Syah.g_02424
OG0000874	Prat.g_01619	Syah.g_02420
OG0000875	Prat.g_01621	Syah.g_02426
OG0000876	Prat.g_01622	Syah.g_02250
OG0000877	Prat.g_01624	Syah.g_02254
OG0000878	Prat.g_01625	Syah.g_02255
OG0000879	Prat.g_01626	Syah.g_02256
OG0000880	Prat.g_01627	Syah.g_02257
OG0000881	Prat.g_01631	Syah.g_02262
OG0000882	Prat.g_01636	Syah.g_02267
OG0000883	Prat.g_01639	Syah.g_02270
OG0000884	Prat.g_01641	Syah.g_02272
OG0000885	Prat.g_01642	Syah.g_02273
OG0000886	Prat.g_01643	Syah.g_02274
OG0000887	Prat.g_01644	Syah.g_02275
OG0000888	Prat.g_01646	Syah.g_02277
OG0000889	Prat.g_01648	Syah.g_02279
OG0000890	Prat.g_01649	Syah.g_02284
OG0000891	Prat.g_01650	Syah.g_02285
OG0000892	Prat.g_01652	Syah.g_02288
OG0000893	Prat.g_01655	Syah.g_00684
OG0000894	Prat.g_01658	Syah.g_00690
OG0000895	Prat.g_01662	Syah.g_00694
OG0000896	Prat.g_01663	Syah.g_00695
OG0000897	Prat.g_01665	Syah.g_00697
OG0000898	Prat.g_01666	Syah.g_00698
OG0000899	Prat.g_01667	Syah.g_00699
OG0000900	Prat.g_01668	Syah.g_00700
OG0000901	Prat.g_01671	Syah.g_00705
OG0000902	Prat.g_01673	Syah.g_00707
OG0000903	Prat.g_01677	Syah.g_00739
OG0000904	Prat.g_01682	Syah.g_00734
OG0000905	Prat.g_01675	Syah.g_00731
OG0000906	Prat.g_01674	Syah.g_00729
OG0000907	Prat.g_01684	Syah.g_00741
OG0000908	Prat.g_01687	Syah.g_00744
OG0000909	Prat.g_01688	Syah.g_00745
OG0000910	Prat.g_01689	Syah.g_00746
OG0000911	Prat.g_01691	Syah.g_00748
OG0000912	Prat.g_01692	Syah.g_00749
OG0000913	Prat.g_01693	Syah.g_00750
OG0000914	Prat.g_01694	Syah.g_00751
OG0000915	Prat.g_01695	Syah.g_00752
OG0000916	Prat.g_01696	Syah.g_00753
OG0000917	Prat.g_01697	Syah.g_00754
OG0000918	Prat.g_01698	Syah.g_00755
OG0000919	Prat.g_01699	Syah.g_00756
OG0000920	Prat.g_01700	Syah.g_00757
OG0000921	Prat.g_01701	Syah.g_00758
OG0000922	Prat.g_01702	Syah.g_00759
OG0000923	Prat.g_01706	Syah.g_00763
OG0000924	Prat.g_01707	Syah.g_00764
OG0000925	Prat.g_01708	Syah.g_00765
OG0000926	Prat.g_01709	Syah.g_00766
OG0000927	Prat.g_01711	Syah.g_00768
OG0000928	Prat.g_01712	Syah.g_00769
OG0000929	Prat.g_01713	Syah.g_00770
OG0000930	Prat.g_01714	Syah.g_00771
OG0000931	Prat.g_01715	Syah.g_00772
OG0000932	Prat.g_01327	Syah.g_00773
OG0000933	Prat.g_01719	Syah.g_00778
OG0000934	Prat.g_01721	Syah.g_00780
OG0000935	Prat.g_01722	Syah.g_00781
OG0000936	Prat.g_01723	Syah.g_00782
OG0000937	Prat.g_01724	Syah.g_00783
OG0000938	Prat.g_01727	Syah.g_00787
OG0000939	Prat.g_01728	Syah.g_00788
OG0000940	Prat.g_01735	Syah.g_00795
OG0000941	Prat.g_01737	Syah.g_00797
OG0000942	Prat.g_01739	Syah.g_00799
OG0000943	Prat.g_01740	Syah.g_00800
OG0000944	Prat.g_01742	Syah.g_00802
OG0000945	Prat.g_01744	Syah.g_00804
OG0000946	Prat.g_01748	Syah.g_00809
OG0000947	Prat.g_01750	Syah.g_00812
OG0000948	Prat.g_01751	Syah.g_00813
OG0000949	Prat.g_01754	Syah.g_00173
OG0000950	Prat.g_01760	Syah.g_00184
OG0000951	Prat.g_01764	Syah.g_00190
OG0000952	Prat.g_01768	Syah.g_00202
OG0000953	Prat.g_01772	Syah.g_00207
OG0000954	Prat.g_01777	Syah.g_00233
OG0000955	Prat.g_01778	Syah.g_00234
OG0000956	Prat.g_01780	Syah.g_00236
OG0000957	Prat.g_01786	Syah.g_00248
OG0000958	Prat.g_01787	Syah.g_00249
OG0000959	Prat.g_01791	Syah.g_00253
OG0000960	Prat.g_01792	Syah.g_00254
OG0000961	Prat.g_01795	Syah.g_00259
OG0000962	Prat.g_01797	Syah.g_00262
OG0000963	Prat.g_01801	Syah.g_00267
OG0000964	Prat.g_01802	Syah.g_00268
OG0000965	Prat.g_01803	Syah.g_00269
OG0000966	Prat.g_01809	Syah.g_00288
OG0000967	Prat.g_01813	Syah.g_00300
OG0000968	Prat.g_01815	Syah.g_00295
OG0000969	Prat.g_01816	Syah.g_00297
OG0000970	Prat.g_01817	Syah.g_00298
OG0000971	Prat.g_01818	Syah.g_00303
OG0000972	Prat.g_01819	Syah.g_00304
OG0000973	Prat.g_01820	Syah.g_00305
OG0000974	Prat.g_01821	Syah.g_00306
OG0000975	Prat.g_01822	Syah.g_00307
OG0000976	Prat.g_01823	Syah.g_00308
OG0000977	Prat.g_01824	Syah.g_00310
OG0000978	Prat.g_01825	Syah.g_00312
OG0000979	Prat.g_01828	Syah.g_00315
OG0000980	Prat.g_01830	Syah.g_00318
OG0000981	Prat.g_01833	Syah.g_00321
OG0000982	Prat.g_01835	Syah.g_00511
OG0000983	Prat.g_01836	Syah.g_00510
OG0000984	Prat.g_01837	Syah.g_00509
OG0000985	Prat.g_01840	Syah.g_00505
OG0000986	Prat.g_01842	Syah.g_00496
OG0000987	Prat.g_01843	Syah.g_00494
OG0000988	Prat.g_01846	Syah.g_00489
OG0000989	Prat.g_01850	Syah.g_00481
OG0000990	Prat.g_01856	Syah.g_00466
OG0000991	Prat.g_01857	Syah.g_00462
OG0000992	Prat.g_01860	Syah.g_00460
OG0000993	Prat.g_01861	Syah.g_00459
OG0000994	Prat.g_01862	Syah.g_00457
OG0000995	Prat.g_01866	Syah.g_00452
OG0000996	Prat.g_01867	Syah.g_00412
OG0000997	Prat.g_01869	Syah.g_00403
OG0000998	Prat.g_01871	Syah.g_00401
OG0000999	Prat.g_01872	Syah.g_00400
OG0001000	Prat.g_01875	Syah.g_00397
OG0001001	Prat.g_01879	Syah.g_00392
OG0001002	Prat.g_01884	Syah.g_00386
OG0001003	Prat.g_01885	Syah.g_00384
OG0001004	Prat.g_01886	Syah.g_00383
OG0001005	Prat.g_01887	Syah.g_00382
OG0001006	Prat.g_01891	Syah.g_00375
OG0001007	Prat.g_01893	Syah.g_00373
OG0001008	Prat.g_00397	Syah.g_02235
OG0001009	Prat.g_00028	Syah.g_00344
OG0001010	Prat.g_00029	Syah.g_00343
OG0001011	Prat.g_00031	Syah.g_00342
OG0001012	Prat.g_00046	Syah.g_00514
OG0001013	Prat.g_00053	Syah.g_00527
OG0001014	Prat.g_00056	Syah.g_00531
OG0001015	Prat.g_00057	Syah.g_00532
OG0001016	Prat.g_00070	Syah.g_02487
OG0001017	Prat.g_00074	Syah.g_02493
OG0001018	Prat.g_00076	Syah.g_02495
OG0001019	Prat.g_00087	Syah.g_02512
OG0001020	Prat.g_00088	Syah.g_02517
OG0001021	Prat.g_00089	Syah.g_02521
OG0001022	Prat.g_00091	Syah.g_02524
OG0001023	Prat.g_00092	Syah.g_02525
OG0001024	Prat.g_00095	Syah.g_02529
OG0001025	Prat.g_00102	Syah.g_02534
OG0001026	Prat.g_00110	Syah.g_02547
OG0001027	Prat.g_00111	Syah.g_00001
OG0001028	Prat.g_00113	Syah.g_00003
OG0001029	Prat.g_00114	Syah.g_00005
OG0001030	Prat.g_00130	Syah.g_00025
OG0001031	Prat.g_00188	Syah.g_00611
OG0001032	Prat.g_00189	Syah.g_00609
OG0001033	Prat.g_00210	Syah.g_00577
OG0001034	Prat.g_00241	Syah.g_00908
OG0001035	Prat.g_00261	Syah.g_00660
OG0001036	Prat.g_00266	Syah.g_00655
OG0001037	Prat.g_00267	Syah.g_00653
OG0001038	Prat.g_00285	Syah.g_00626
OG0001039	Prat.g_00288	Syah.g_00623
OG0001040	Prat.g_00291	Syah.g_00090
OG0001042	Prat.g_00312	Syah.g_00122
OG0001043	Prat.g_00313	Syah.g_00126
OG0001044	Prat.g_00347	Syah.g_00857
OG0001045	Prat.g_00356	Syah.g_00870
OG0001046	Prat.g_01469	Syah.g_01647
OG0001047	Prat.g_00399	Syah.g_02233
OG0001048	Prat.g_00400	Syah.g_02232
OG0001049	Prat.g_00403	Syah.g_02225
OG0001050	Prat.g_00404	Syah.g_02224
OG0001051	Prat.g_00405	Syah.g_02223
OG0001052	Prat.g_00430	Syah.g_01217
OG0001053	Prat.g_00443	Syah.g_01000
OG0001054	Prat.g_00459	Syah.g_01017
OG0001055	Prat.g_00480	Syah.g_01037
OG0001056	Prat.g_00498	Syah.g_01069
OG0001057	Prat.g_00502	Syah.g_01075
OG0001058	Prat.g_00510	Syah.g_01091
OG0001059	Prat.g_00515	Syah.g_01095
OG0001060	Prat.g_00522	Syah.g_01102
OG0001061	Prat.g_00538	Syah.g_01123
OG0001062	Prat.g_00540	Syah.g_01125
OG0001063	Prat.g_00542	Syah.g_01129
OG0001064	Prat.g_00543	Syah.g_01130
OG0001065	Prat.g_00544	Syah.g_01131
OG0001066	Prat.g_00545	Syah.g_01132
OG0001067	Prat.g_00546	Syah.g_01133
OG0001068	Prat.g_00547	Syah.g_01134
OG0001069	Prat.g_00548	Syah.g_01135
OG0001070	Prat.g_00550	Syah.g_01138
OG0001071	Prat.g_00551	Syah.g_01139
OG0001072	Prat.g_00552	Syah.g_01144
OG0001074	Prat.g_00579	Syah.g_01970
OG0001075	Prat.g_00580	Syah.g_01969
OG0001076	Prat.g_00587	Syah.g_01959
OG0001077	Prat.g_00592	Syah.g_01948
OG0001078	Prat.g_01089	Syah.g_01934
OG0001079	Prat.g_01077	Syah.g_01921
OG0001080	Prat.g_01071	Syah.g_01538
OG0001081	Prat.g_01069	Syah.g_01487
OG0001082	Prat.g_01068	Syah.g_01488
OG0001083	Prat.g_01063	Syah.g_01495
OG0001084	Prat.g_01062	Syah.g_01496
OG0001085	Prat.g_00744	Syah.g_01506
OG0001086	Prat.g_00745	Syah.g_01508
OG0001087	Prat.g_00762	Syah.g_01992
OG0001088	Prat.g_00763	Syah.g_01995
OG0001089	Prat.g_00774	Syah.g_02019
OG0001090	Prat.g_00789	Syah.g_01728
OG0001091	Prat.g_00791	Syah.g_01726
OG0001092	Prat.g_00792	Syah.g_01724
OG0001093	Prat.g_00800	Syah.g_01718
OG0001094	Prat.g_01043	Syah.g_01785
OG0001095	Prat.g_01024	Syah.g_01764
OG0001096	Prat.g_01010	Syah.g_01748
OG0001097	Prat.g_00993	Syah.g_02094
OG0001098	Prat.g_00974	Syah.g_01542
OG0001099	Prat.g_00699	Syah.g_00004
OG0001100	Prat.g_00707	Syah.g_01522
OG0001101	Prat.g_00709	Syah.g_01523
OG0001102	Prat.g_00712	Syah.g_01526
OG0001103	Prat.g_00715	Syah.g_01528
OG0001104	Prat.g_00739	Syah.g_01801
OG0001105	Prat.g_00743	Syah.g_01797
OG0001106	Prat.g_00884	Syah.g_01609
OG0001107	Prat.g_00894	Syah.g_01620
OG0001108	Prat.g_00898	Syah.g_01628
OG0001109	Prat.g_00899	Syah.g_01630
OG0001110	Prat.g_00901	Syah.g_01632
OG0001111	Prat.g_00902	Syah.g_01634
OG0001112	Prat.g_00903	Syah.g_01636
OG0001113	Prat.g_00904	Syah.g_01637
OG0001114	Prat.g_00905	Syah.g_01638
OG0001115	Prat.g_00907	Syah.g_01642
OG0001116	Prat.g_00908	Syah.g_01644
OG0001117	Prat.g_00909	Syah.g_01645
OG0001118	Prat.g_00910	Syah.g_01646
OG0001119	Prat.g_00911	Syah.g_01648
OG0001120	Prat.g_00913	Syah.g_01652
OG0001122	Prat.g_00932	Syah.g_01679
OG0001123	Prat.g_00937	Syah.g_01686
OG0001124	Prat.g_00939	Syah.g_01688
OG0001125	Prat.g_00941	Syah.g_01690
OG0001126	Prat.g_00955	Syah.g_02058
OG0001127	Prat.g_00956	Syah.g_02057
OG0001128	Prat.g_00957	Syah.g_02040
OG0001129	Prat.g_00958	Syah.g_02038
OG0001130	Prat.g_00959	Syah.g_02037
OG0001131	Prat.g_01204	Syah.g_01819
OG0001132	Prat.g_01479	Syah.g_01850
OG0001133	Prat.g_01211	Syah.g_01957
OG0001134	Prat.g_01495, Prat.g_01561	Syah.g_01437
OG0001135	Prat.g_01557	Syah.g_01439
OG0001136	Prat.g_01158	Syah.g_02160
OG0001137	Prat.g_01147	Syah.g_02141
OG0001138	Prat.g_01126	Syah.g_01421
OG0001139	Prat.g_01124	Syah.g_01419
OG0001141	Prat.g_01123	Syah.g_01417
OG0001142	Prat.g_01122	Syah.g_01416
OG0001143	Prat.g_01115	Syah.g_01408
OG0001144	Prat.g_01110	Syah.g_01399
OG0001145	Prat.g_01241	Syah.g_02188
OG0001146	Prat.g_01253	Syah.g_02206
OG0001147	Prat.g_01287	Syah.g_01234
OG0001148	Prat.g_01293	Syah.g_00984
OG0001149	Prat.g_01294	Syah.g_00983
OG0001150	Prat.g_01295	Syah.g_00982
OG0001151	Prat.g_01306	Syah.g_00970
OG0001152	Prat.g_01307	Syah.g_00969
OG0001153	Prat.g_01387	Syah.g_01253
OG0001154	Prat.g_01388	Syah.g_01252
OG0001155	Prat.g_01407	Syah.g_02313
OG0001156	Prat.g_01410	Syah.g_02316
OG0001157	Prat.g_01411	Syah.g_02317
OG0001158	Prat.g_01412	Syah.g_02318
OG0001159	Prat.g_01413	Syah.g_02319
OG0001161	Prat.g_01502	Syah.g_00475
OG0001162	Prat.g_01500	Syah.g_01745
