Orthogroup	Syal	Pran
OG0000590	Syal.g_02713	Pran.g_01556
OG0000591	Syal.g_02707	Pran.g_01553
OG0000592	Syal.g_02706	Pran.g_01552
OG0000593	Syal.g_02640	Pran.g_01546
OG0000594	Syal.g_02639	Pran.g_01545
OG0000595	Syal.g_02638	Pran.g_01544
OG0000596	Syal.g_02633	Pran.g_01540
OG0000597	Syal.g_02630	Pran.g_01538
OG0000598	Syal.g_02629	Pran.g_01537
OG0000599	Syal.g_02622	Pran.g_01534
OG0000600	Syal.g_02621	Pran.g_01533
OG0000601	Syal.g_02620	Pran.g_01532
OG0000602	Syal.g_02615	Pran.g_01530
OG0000603	Syal.g_02614	Pran.g_01529
OG0000604	Syal.g_02612	Pran.g_01528
OG0000605	Syal.g_02516	Pran.g_01527
OG0000606	Syal.g_02174	Pran.g_01524
OG0000607	Syal.g_02177	Pran.g_01521
OG0000608	Syal.g_02178	Pran.g_01520
OG0000609	Syal.g_02180	Pran.g_01519
OG0000610	Syal.g_02198	Pran.g_01514
OG0000611	Syal.g_02201	Pran.g_01511
OG0000612	Syal.g_02202	Pran.g_01510
OG0000613	Syal.g_01325	Pran.g_01505
OG0000614	Syal.g_01794	Pran.g_01486
OG0000615	Syal.g_02256	Pran.g_01478
OG0000616	Syal.g_00079	Pran.g_01472
OG0000617	Syal.g_01866	Pran.g_01454
OG0000618	Syal.g_01867	Pran.g_01453
OG0000619	Syal.g_02417	Pran.g_01452
OG0000620	Syal.g_02422	Pran.g_01449
OG0000621	Syal.g_02423	Pran.g_01448
OG0000622	Syal.g_02424	Pran.g_01447
OG0000623	Syal.g_02425	Pran.g_01446
OG0000624	Syal.g_02427	Pran.g_01445
OG0000625	Syal.g_02428	Pran.g_01444
OG0000626	Syal.g_02429	Pran.g_01443
OG0000627	Syal.g_02048	Pran.g_01442
OG0000628	Syal.g_02047	Pran.g_01441
OG0000629	Syal.g_02044	Pran.g_01440
OG0000630	Syal.g_02040	Pran.g_01437
OG0000631	Syal.g_02031	Pran.g_01352
OG0000632	Syal.g_02030	Pran.g_01351
OG0000633	Syal.g_02029	Pran.g_01350
OG0000634	Syal.g_02410	Pran.g_01347
OG0000635	Syal.g_02411	Pran.g_01346
OG0000636	Syal.g_02413	Pran.g_01344
OG0000637	Syal.g_02415	Pran.g_01342
OG0000638	Syal.g_02416	Pran.g_01341
OG0000639	Syal.g_01868	Pran.g_01340
OG0000640	Syal.g_01869	Pran.g_01339
OG0000641	Syal.g_01873	Pran.g_01335
OG0000642	Syal.g_01874	Pran.g_01334
OG0000643	Syal.g_01875	Pran.g_01333
OG0000644	Syal.g_01876	Pran.g_01332
OG0000645	Syal.g_01878	Pran.g_01331
OG0000646	Syal.g_01881	Pran.g_01329
OG0000647	Syal.g_01883	Pran.g_01328
OG0000648	Syal.g_02438	Pran.g_01326
OG0000649	Syal.g_02439	Pran.g_01325
OG0000650	Syal.g_02440	Pran.g_01324
OG0000651	Syal.g_02441	Pran.g_01323
OG0000652	Syal.g_02442	Pran.g_01322
OG0000653	Syal.g_02444	Pran.g_01320
OG0000654	Syal.g_02445	Pran.g_01319
OG0000655	Syal.g_02446	Pran.g_01318
OG0000656	Syal.g_02449	Pran.g_01315
OG0000657	Syal.g_02460	Pran.g_01308
OG0000658	Syal.g_02465	Pran.g_01307
OG0000659	Syal.g_02466	Pran.g_01306
OG0000660	Syal.g_02470	Pran.g_01302
OG0000661	Syal.g_02472	Pran.g_01300
OG0000662	Syal.g_02474	Pran.g_01298
OG0000663	Syal.g_02477	Pran.g_01296
OG0000664	Syal.g_02478	Pran.g_01295
OG0000665	Syal.g_02593	Pran.g_01291
OG0000666	Syal.g_02605	Pran.g_01290
OG0000667	Syal.g_02192	Pran.g_01285
OG0000668	Syal.g_01920	Pran.g_00413
OG0000669	Syal.g_02295	Pran.g_00421
OG0000670	Syal.g_02956	Pran.g_00423
OG0000671	Syal.g_02291	Pran.g_00425
OG0000672	Syal.g_02288	Pran.g_00427
OG0000673	Syal.g_02285	Pran.g_00430
OG0000674	Syal.g_02283	Pran.g_00432
OG0000675	Syal.g_02282	Pran.g_00433
OG0000676	Syal.g_02272	Pran.g_00435
OG0000677	Syal.g_02271	Pran.g_00436
OG0000678	Syal.g_02264	Pran.g_00438
OG0000679	Syal.g_02252	Pran.g_00442
OG0000680	Syal.g_02251	Pran.g_00443
OG0000681	Syal.g_02248	Pran.g_00445
OG0000682	Syal.g_02247	Pran.g_00446
OG0000683	Syal.g_02246	Pran.g_00447
OG0000684	Syal.g_02242	Pran.g_00449
OG0000685	Syal.g_02240	Pran.g_00451
OG0000686	Syal.g_02239	Pran.g_00452
OG0000687	Syal.g_02237	Pran.g_00453
OG0000688	Syal.g_02225	Pran.g_00456
OG0000689	Syal.g_02223	Pran.g_00457
OG0000690	Syal.g_02222	Pran.g_00458
OG0000691	Syal.g_02221	Pran.g_00459
OG0000692	Syal.g_02220	Pran.g_00461
OG0000693	Syal.g_02218	Pran.g_00462
OG0000694	Syal.g_02217	Pran.g_00463
OG0000695	Syal.g_02027	Pran.g_00465
OG0000696	Syal.g_02026	Pran.g_00466
OG0000697	Syal.g_02025	Pran.g_00467
OG0000698	Syal.g_02022	Pran.g_00470
OG0000699	Syal.g_02021	Pran.g_00471
OG0000700	Syal.g_02020	Pran.g_00472
OG0000701	Syal.g_02019	Pran.g_00473
OG0000702	Syal.g_02011	Pran.g_00475
OG0000703	Syal.g_02010	Pran.g_00476
OG0000704	Syal.g_02008	Pran.g_00477
OG0000705	Syal.g_01999	Pran.g_00481
OG0000706	Syal.g_01998	Pran.g_00482
OG0000707	Syal.g_01997	Pran.g_00483
OG0000708	Syal.g_01994	Pran.g_00484
OG0000709	Syal.g_01986	Pran.g_00488
OG0000710	Syal.g_01982	Pran.g_00491
OG0000711	Syal.g_01954	Pran.g_00508
OG0000712	Syal.g_01952	Pran.g_00510
OG0000713	Syal.g_01951	Pran.g_00511
OG0000714	Syal.g_01948	Pran.g_00512
OG0000715	Syal.g_01934	Pran.g_00514
OG0000716	Syal.g_01930	Pran.g_00516
OG0000717	Syal.g_01929	Pran.g_00517
OG0000718	Syal.g_01925	Pran.g_00537
OG0000719	Syal.g_01922	Pran.g_00539
OG0000720	Syal.g_01908	Pran.g_00548
OG0000721	Syal.g_01906	Pran.g_00550
OG0000722	Syal.g_01905	Pran.g_00551
OG0000723	Syal.g_02433	Pran.g_00554
OG0000724	Syal.g_01829	Pran.g_00563
OG0000725	Syal.g_01820	Pran.g_00569
OG0000726	Syal.g_01819	Pran.g_00570
OG0000727	Syal.g_01818	Pran.g_00571
OG0000728	Syal.g_01816	Pran.g_00573
OG0000729	Syal.g_01510	Pran.g_00133
OG0000730	Syal.g_00345	Pran.g_00129
OG0000731	Syal.g_00356	Pran.g_00125
OG0000732	Syal.g_00149	Pran.g_00115
OG0000733	Syal.g_01105	Pran.g_00092
OG0000734	Syal.g_00828	Pran.g_00075
OG0000735	Syal.g_01627	Pran.g_00073
OG0000736	Syal.g_01628	Pran.g_00072
OG0000737	Syal.g_01629	Pran.g_00071
OG0000738	Syal.g_01634	Pran.g_00067
OG0000739	Syal.g_01645	Pran.g_00066
OG0000740	Syal.g_01646	Pran.g_00065
OG0000741	Syal.g_01649	Pran.g_00064
OG0000742	Syal.g_01652	Pran.g_00061
OG0000743	Syal.g_01654	Pran.g_00059
OG0000744	Syal.g_01655	Pran.g_00058
OG0000745	Syal.g_01657	Pran.g_00057
OG0000746	Syal.g_01659	Pran.g_00055
OG0000747	Syal.g_01660	Pran.g_00054
OG0000748	Syal.g_01674	Pran.g_00051
OG0000749	Syal.g_01675	Pran.g_00050
OG0000750	Syal.g_01676	Pran.g_00049
OG0000751	Syal.g_01688	Pran.g_00047
OG0000752	Syal.g_01690	Pran.g_00045
OG0000753	Syal.g_01693	Pran.g_00042
OG0000754	Syal.g_01698	Pran.g_00039
OG0000755	Syal.g_01707	Pran.g_00036
OG0000756	Syal.g_01708	Pran.g_00035
OG0000757	Syal.g_01715	Pran.g_00029
OG0000758	Syal.g_01716	Pran.g_00028
OG0000759	Syal.g_01717	Pran.g_00027
OG0000760	Syal.g_01718	Pran.g_00026
OG0000761	Syal.g_01719	Pran.g_00025
OG0000762	Syal.g_01721	Pran.g_00024
OG0000763	Syal.g_01723	Pran.g_00022
OG0000764	Syal.g_01724	Pran.g_00021
OG0000765	Syal.g_01768	Pran.g_00012
OG0000766	Syal.g_01767	Pran.g_00011
OG0000767	Syal.g_01765	Pran.g_00009
OG0000768	Syal.g_01764	Pran.g_00008
OG0000769	Syal.g_01762	Pran.g_00006
OG0000770	Syal.g_01758	Pran.g_00004
OG0000771	Syal.g_01835	Pran.g_00918
OG0000772	Syal.g_01641	Pran.g_00899
OG0000773	Syal.g_01618	Pran.g_00885
OG0000774	Syal.g_01610	Pran.g_00883
OG0000775	Syal.g_01608	Pran.g_00881
OG0000776	Syal.g_01607	Pran.g_00880
OG0000777	Syal.g_01606	Pran.g_00879
OG0000778	Syal.g_01605	Pran.g_00878
OG0000779	Syal.g_01599	Pran.g_00874
OG0000780	Syal.g_01594	Pran.g_00873
OG0000781	Syal.g_01590	Pran.g_00870
OG0000782	Syal.g_01589	Pran.g_00869
OG0000783	Syal.g_01588	Pran.g_00868
OG0000784	Syal.g_01587	Pran.g_00867
OG0000785	Syal.g_01585	Pran.g_00865
OG0000786	Syal.g_01579	Pran.g_00863
OG0000787	Syal.g_01578	Pran.g_00862
OG0000788	Syal.g_02619	Pran.g_00853
OG0000789	Syal.g_02598	Pran.g_00850
OG0000790	Syal.g_02883	Pran.g_00836
OG0000791	Syal.g_02882	Pran.g_00834
OG0000792	Syal.g_02881	Pran.g_00833
OG0000793	Syal.g_02876	Pran.g_00830
OG0000794	Syal.g_02875	Pran.g_00829
OG0000795	Syal.g_02874	Pran.g_00828
OG0000796	Syal.g_02870	Pran.g_00824
OG0000797	Syal.g_02869	Pran.g_00823
OG0000798	Syal.g_01260, Syal.g_01372	Pran.g_00789
OG0000799	Syal.g_01547	Pran.g_00751
OG0000800	Syal.g_01542	Pran.g_00750
OG0000801	Syal.g_01541	Pran.g_00749
OG0000802	Syal.g_01536	Pran.g_00747
OG0000803	Syal.g_00040	Pran.g_00745
OG0000804	Syal.g_00036	Pran.g_00744
OG0000805	Syal.g_00030	Pran.g_00742
OG0000806	Syal.g_00028	Pran.g_00740
OG0000807	Syal.g_00026	Pran.g_00739
OG0000808	Syal.g_00025	Pran.g_00738
OG0000809	Syal.g_00022	Pran.g_00735
OG0000810	Syal.g_00021	Pran.g_00734
OG0000811	Syal.g_00380	Pran.g_00730
OG0000812	Syal.g_00382	Pran.g_00728
OG0000813	Syal.g_00383	Pran.g_00727
OG0000814	Syal.g_00385	Pran.g_00725
OG0000815	Syal.g_00391	Pran.g_00724
OG0000816	Syal.g_00393	Pran.g_00722
OG0000817	Syal.g_00394	Pran.g_00721
OG0000818	Syal.g_00401	Pran.g_00716
OG0000819	Syal.g_00402	Pran.g_00715
OG0000820	Syal.g_00403	Pran.g_00714
OG0000821	Syal.g_00409	Pran.g_00710
OG0000822	Syal.g_00411	Pran.g_00709
OG0000823	Syal.g_00412	Pran.g_00708
OG0000824	Syal.g_00417	Pran.g_00705
OG0000825	Syal.g_00418	Pran.g_00704
OG0000826	Syal.g_00419	Pran.g_00703
OG0000827	Syal.g_00420	Pran.g_00702
OG0000828	Syal.g_00423	Pran.g_00699
OG0000829	Syal.g_00424	Pran.g_00698
OG0000830	Syal.g_00425	Pran.g_00697
OG0000831	Syal.g_00427	Pran.g_00695
OG0000832	Syal.g_02967	Pran.g_00689
OG0000833	Syal.g_02976	Pran.g_00681
OG0000834	Syal.g_02979	Pran.g_00680
OG0000835	Syal.g_02980	Pran.g_00679
OG0000836	Syal.g_02983	Pran.g_00678
OG0000837	Syal.g_02984	Pran.g_00677
OG0000838	Syal.g_02988	Pran.g_00675
OG0000839	Syal.g_02989	Pran.g_00674
OG0000840	Syal.g_02990	Pran.g_00673
OG0000841	Syal.g_02991	Pran.g_00672
OG0000842	Syal.g_02992	Pran.g_00671
OG0000843	Syal.g_02993	Pran.g_00670
OG0000844	Syal.g_02995	Pran.g_00669
OG0000845	Syal.g_02996	Pran.g_00668
OG0000846	Syal.g_02997	Pran.g_00667
OG0000847	Syal.g_02998	Pran.g_00666
OG0000848	Syal.g_03000	Pran.g_00665
OG0000849	Syal.g_03001	Pran.g_00664
OG0000850	Syal.g_03008	Pran.g_00662
OG0000851	Syal.g_00561	Pran.g_00661
OG0000852	Syal.g_00562	Pran.g_00660
OG0000853	Syal.g_00566	Pran.g_00656
OG0000854	Syal.g_00568	Pran.g_00654
OG0000855	Syal.g_00569	Pran.g_00653
OG0000856	Syal.g_02704	Pran.g_00636
OG0000857	Syal.g_01882	Pran.g_00598
OG0000858	Syal.g_00576	Pran.g_00964
OG0000859	Syal.g_00577	Pran.g_00965
OG0000860	Syal.g_00589	Pran.g_00972
OG0000861	Syal.g_00590	Pran.g_00973
OG0000862	Syal.g_00591	Pran.g_00974
OG0000863	Syal.g_00594	Pran.g_00976
OG0000864	Syal.g_00595	Pran.g_00977
OG0000865	Syal.g_00596	Pran.g_00978
OG0000866	Syal.g_00597	Pran.g_00979
OG0000867	Syal.g_00598	Pran.g_00980
OG0000868	Syal.g_00604	Pran.g_00981
OG0000869	Syal.g_00609	Pran.g_00985
OG0000870	Syal.g_00614	Pran.g_00990
OG0000871	Syal.g_00615	Pran.g_00991
OG0000872	Syal.g_00621	Pran.g_00992
OG0000873	Syal.g_00624	Pran.g_00995
OG0000874	Syal.g_00627	Pran.g_00998
OG0000875	Syal.g_00629	Pran.g_00999
OG0000876	Syal.g_00631	Pran.g_01000
OG0000877	Syal.g_00633	Pran.g_01002
OG0000878	Syal.g_00634	Pran.g_01003
OG0000879	Syal.g_00635	Pran.g_01004
OG0000880	Syal.g_00636	Pran.g_01005
OG0000881	Syal.g_00641	Pran.g_01009
OG0000882	Syal.g_00646	Pran.g_01014
OG0000883	Syal.g_00648	Pran.g_01015
OG0000884	Syal.g_00650	Pran.g_01017
OG0000885	Syal.g_00651	Pran.g_01018
OG0000886	Syal.g_00652	Pran.g_01019
OG0000887	Syal.g_00653	Pran.g_01020
OG0000888	Syal.g_00655	Pran.g_01022
OG0000889	Syal.g_00657	Pran.g_01024
OG0000890	Syal.g_00663	Pran.g_01025
OG0000891	Syal.g_00664	Pran.g_01026
OG0000892	Syal.g_00668	Pran.g_01028
OG0000893	Syal.g_00193	Pran.g_01032
OG0000894	Syal.g_00196	Pran.g_01034
OG0000895	Syal.g_00200	Pran.g_01037
OG0000896	Syal.g_00201	Pran.g_01038
OG0000897	Syal.g_00203	Pran.g_01040
OG0000898	Syal.g_00204	Pran.g_01041
OG0000899	Syal.g_00205	Pran.g_01042
OG0000900	Syal.g_00206	Pran.g_01044
OG0000901	Syal.g_00211	Pran.g_01047
OG0000902	Syal.g_00213	Pran.g_01049
OG0000903	Syal.g_00227	Pran.g_01052
OG0000904	Syal.g_00222	Pran.g_01054
OG0000905	Syal.g_00217	Pran.g_01058
OG0000906	Syal.g_00215	Pran.g_01059
OG0000907	Syal.g_00229	Pran.g_01062
OG0000908	Syal.g_00232	Pran.g_01065
OG0000909	Syal.g_00233	Pran.g_01066
OG0000910	Syal.g_00234	Pran.g_01067
OG0000911	Syal.g_00237	Pran.g_01070
OG0000912	Syal.g_00238	Pran.g_01071
OG0000913	Syal.g_00239	Pran.g_01072
OG0000914	Syal.g_00240	Pran.g_01073
OG0000915	Syal.g_00241	Pran.g_01074
OG0000916	Syal.g_00242	Pran.g_01075
OG0000917	Syal.g_00243	Pran.g_01076
OG0000918	Syal.g_00244	Pran.g_01077
OG0000919	Syal.g_00245	Pran.g_01078
OG0000920	Syal.g_00246	Pran.g_01079
OG0000921	Syal.g_00247	Pran.g_01080
OG0000922	Syal.g_00248	Pran.g_01081
OG0000923	Syal.g_00252	Pran.g_01085
OG0000924	Syal.g_00253	Pran.g_01086
OG0000925	Syal.g_00254	Pran.g_01087
OG0000926	Syal.g_00255	Pran.g_01088
OG0000927	Syal.g_00257	Pran.g_01090
OG0000928	Syal.g_00258	Pran.g_01091
OG0000929	Syal.g_00259	Pran.g_01092
OG0000930	Syal.g_00260	Pran.g_01093
OG0000931	Syal.g_00261	Pran.g_01094
OG0000932	Syal.g_00262	Pran.g_01095
OG0000933	Syal.g_00268	Pran.g_01099
OG0000934	Syal.g_00270	Pran.g_01101
OG0000935	Syal.g_00271	Pran.g_01102
OG0000936	Syal.g_00272	Pran.g_01103
OG0000937	Syal.g_00273	Pran.g_01104
OG0000938	Syal.g_00276	Pran.g_01106
OG0000939	Syal.g_00277	Pran.g_01107
OG0000940	Syal.g_00285	Pran.g_01114
OG0000941	Syal.g_00287	Pran.g_01116
OG0000942	Syal.g_00289	Pran.g_01118
OG0000943	Syal.g_00290	Pran.g_01119
OG0000944	Syal.g_00292	Pran.g_01120
OG0000945	Syal.g_00294	Pran.g_01121
OG0000946	Syal.g_00301	Pran.g_01125
OG0000947	Syal.g_00304	Pran.g_01127
OG0000948	Syal.g_00305	Pran.g_01128
OG0000949	Syal.g_01341	Pran.g_01131
OG0000950	Syal.g_01348	Pran.g_01136
OG0000951	Syal.g_01353	Pran.g_01139
OG0000952	Syal.g_01363	Pran.g_01143
OG0000953	Syal.g_01435	Pran.g_01146
OG0000954	Syal.g_01443	Pran.g_01150
OG0000955	Syal.g_01444	Pran.g_01151
OG0000956	Syal.g_01446	Pran.g_01153
OG0000957	Syal.g_01457	Pran.g_01158
OG0000958	Syal.g_01458	Pran.g_01159
OG0000959	Syal.g_01482	Pran.g_01163
OG0000960	Syal.g_01483	Pran.g_01164
OG0000961	Syal.g_01507	Pran.g_01166
OG0000962	Syal.g_01509	Pran.g_01168
OG0000963	Syal.g_01514	Pran.g_01172
OG0000964	Syal.g_01515	Pran.g_01173
OG0000965	Syal.g_01516	Pran.g_01174
OG0000966	Syal.g_00176	Pran.g_01182
OG0000967	Syal.g_00171	Pran.g_01186
OG0000968	Syal.g_00169	Pran.g_01188
OG0000969	Syal.g_00167	Pran.g_01189
OG0000970	Syal.g_00166	Pran.g_01190
OG0000971	Syal.g_00164	Pran.g_01191
OG0000972	Syal.g_00163	Pran.g_01192
OG0000973	Syal.g_00162	Pran.g_01193
OG0000974	Syal.g_00161	Pran.g_01194
OG0000975	Syal.g_00160	Pran.g_01195
OG0000976	Syal.g_00159	Pran.g_01196
OG0000977	Syal.g_00157	Pran.g_01197
OG0000978	Syal.g_00156	Pran.g_01198
OG0000979	Syal.g_00153	Pran.g_01201
OG0000980	Syal.g_00150	Pran.g_01202
OG0000981	Syal.g_00147	Pran.g_01204
OG0000982	Syal.g_01068	Pran.g_01206
OG0000983	Syal.g_01069	Pran.g_01207
OG0000984	Syal.g_01070	Pran.g_01208
OG0000985	Syal.g_01074	Pran.g_01211
OG0000986	Syal.g_01076	Pran.g_01213
OG0000987	Syal.g_01080	Pran.g_01214
OG0000988	Syal.g_01086	Pran.g_01217
OG0000989	Syal.g_01098	Pran.g_01221
OG0000990	Syal.g_01118	Pran.g_01224
OG0000991	Syal.g_01120	Pran.g_01225
OG0000992	Syal.g_01122	Pran.g_01227
OG0000993	Syal.g_01123	Pran.g_01228
OG0000994	Syal.g_01127	Pran.g_01229
OG0000995	Syal.g_01132	Pran.g_01233
OG0000996	Syal.g_01162	Pran.g_01234
OG0000997	Syal.g_01171	Pran.g_01235
OG0000998	Syal.g_01173	Pran.g_01237
OG0000999	Syal.g_01174	Pran.g_01238
OG0001000	Syal.g_01177	Pran.g_01241
OG0001001	Syal.g_01182	Pran.g_01243
OG0001002	Syal.g_00082	Pran.g_01247
OG0001003	Syal.g_00084	Pran.g_01249
OG0001004	Syal.g_00085	Pran.g_01250
OG0001005	Syal.g_00087	Pran.g_01251
OG0001006	Syal.g_00094	Pran.g_01255
OG0001007	Syal.g_00096	Pran.g_01257
OG0001008	Syal.g_00524	Pran.g_01743
OG0001009	Syal.g_00129	Pran.g_00397
OG0001010	Syal.g_00130	Pran.g_00396
OG0001011	Syal.g_00131	Pran.g_00395
OG0001012	Syal.g_01064	Pran.g_00382
OG0001013	Syal.g_01026	Pran.g_00377
OG0001014	Syal.g_01022	Pran.g_00374
OG0001015	Syal.g_01021	Pran.g_00373
OG0001016	Syal.g_00756	Pran.g_00359
OG0001017	Syal.g_00762	Pran.g_00355
OG0001018	Syal.g_00764	Pran.g_00352
OG0001019	Syal.g_00785	Pran.g_00343
OG0001020	Syal.g_00796	Pran.g_00342
OG0001021	Syal.g_00800	Pran.g_00341
OG0001022	Syal.g_00805	Pran.g_00339
OG0001023	Syal.g_00806	Pran.g_00338
OG0001024	Syal.g_00810	Pran.g_00335
OG0001025	Syal.g_00817	Pran.g_00329
OG0001026	Syal.g_00830	Pran.g_00322
OG0001027	Syal.g_00834	Pran.g_00321
OG0001028	Syal.g_00836	Pran.g_00319
OG0001029	Syal.g_00838	Pran.g_00318
OG0001030	Syal.g_00860	Pran.g_00304
OG0001031	Syal.g_00936	Pran.g_00246
OG0001032	Syal.g_00938	Pran.g_00245
OG0001033	Syal.g_00972	Pran.g_00224
OG0001034	Syal.g_00684	Pran.g_00196
OG0001035	Syal.g_01226	Pran.g_01938
OG0001036	Syal.g_01231	Pran.g_01934
OG0001037	Syal.g_01233	Pran.g_01933
OG0001038	Syal.g_01261	Pran.g_01916
OG0001039	Syal.g_01264	Pran.g_01913
OG0001040	Syal.g_01267	Pran.g_01911
OG0001041	Syal.g_01272	Pran.g_01907
OG0001042	Syal.g_01300	Pran.g_01890
OG0001043	Syal.g_01304	Pran.g_01889
OG0001044	Syal.g_00346	Pran.g_01861
OG0001045	Syal.g_00359	Pran.g_01853
OG0001046	Syal.g_01967	Pran.g_01816
OG0001047	Syal.g_00522	Pran.g_01741
OG0001048	Syal.g_00521	Pran.g_01740
OG0001049	Syal.g_00518	Pran.g_01738
OG0001050	Syal.g_00517	Pran.g_01737
OG0001051	Syal.g_00516	Pran.g_01736
OG0001052	Syal.g_00467	Pran.g_01707
OG0001053	Syal.g_02900	Pran.g_01695
OG0001054	Syal.g_02919	Pran.g_01680
OG0001055	Syal.g_02940	Pran.g_01661
OG0001056	Syal.g_02833	Pran.g_01642
OG0001057	Syal.g_01574	Pran.g_01637
OG0001058	Syal.g_02812	Pran.g_01629
OG0001059	Syal.g_02808	Pran.g_01625
OG0001060	Syal.g_02801	Pran.g_01618
OG0001061	Syal.g_02783	Pran.g_01604
OG0001062	Syal.g_02781	Pran.g_01602
OG0001063	Syal.g_02776	Pran.g_01600
OG0001064	Syal.g_02775	Pran.g_01599
OG0001065	Syal.g_02774	Pran.g_01598
OG0001066	Syal.g_02773	Pran.g_01597
OG0001067	Syal.g_02772	Pran.g_01596
OG0001068	Syal.g_02771	Pran.g_01595
OG0001069	Syal.g_02770	Pran.g_01594
OG0001070	Syal.g_02766	Pran.g_01591
OG0001071	Syal.g_02765	Pran.g_01590
OG0001072	Syal.g_02761	Pran.g_01588
OG0001073	Syal.g_02746	Pran.g_01574
OG0001074	Syal.g_02575	Pran.g_01563
OG0001075	Syal.g_02726	Pran.g_01562
OG0001076	Syal.g_02712	Pran.g_01554
OG0001077	Syal.g_02702	Pran.g_01550
OG0001078	Syal.g_02635	Pran.g_01542
OG0001079	Syal.g_02618	Pran.g_01531
OG0001080	Syal.g_02514	Pran.g_01525
OG0001081	Syal.g_02175	Pran.g_01523
OG0001082	Syal.g_02176	Pran.g_01522
OG0001083	Syal.g_02184	Pran.g_01517
OG0001084	Syal.g_02187	Pran.g_01516
OG0001085	Syal.g_02206	Pran.g_01508
OG0001086	Syal.g_02208	Pran.g_01507
OG0001087	Syal.g_01782	Pran.g_01490
OG0001088	Syal.g_01785	Pran.g_01489
OG0001089	Syal.g_01811	Pran.g_01481
OG0001090	Syal.g_01859	Pran.g_01459
OG0001091	Syal.g_01862	Pran.g_01457
OG0001092	Syal.g_01864	Pran.g_01456
OG0001093	Syal.g_02419	Pran.g_01451
OG0001094	Syal.g_02216	Pran.g_01349
OG0001095	Syal.g_01879	Pran.g_01330
OG0001096	Syal.g_02447	Pran.g_01317
OG0001097	Syal.g_02473	Pran.g_01299
OG0001098	Syal.g_02083	Pran.g_01283
OG0001099	Syal.g_00837	Pran.g_00418
OG0001100	Syal.g_02293	Pran.g_00422
OG0001101	Syal.g_02292	Pran.g_00424
OG0001102	Syal.g_02289	Pran.g_00426
OG0001103	Syal.g_02287	Pran.g_00428
OG0001104	Syal.g_02241	Pran.g_00450
OG0001105	Syal.g_02236	Pran.g_00454
OG0001106	Syal.g_02007	Pran.g_00478
OG0001107	Syal.g_01993	Pran.g_00485
OG0001108	Syal.g_01985	Pran.g_00489
OG0001109	Syal.g_01983	Pran.g_00490
OG0001110	Syal.g_01981	Pran.g_00492
OG0001111	Syal.g_01979	Pran.g_00493
OG0001112	Syal.g_01977	Pran.g_00494
OG0001113	Syal.g_02244	Pran.g_00495
OG0001114	Syal.g_01976	Pran.g_00496
OG0001115	Syal.g_01972	Pran.g_00498
OG0001116	Syal.g_01970	Pran.g_00499
OG0001117	Syal.g_01969	Pran.g_00500
OG0001118	Syal.g_01968	Pran.g_00501
OG0001119	Syal.g_01966	Pran.g_00502
OG0001120	Syal.g_01962	Pran.g_00504
OG0001121	Syal.g_02960	Pran.g_00095, Pran.g_00507
OG0001122	Syal.g_01921	Pran.g_00540
OG0001123	Syal.g_01913	Pran.g_00544
OG0001124	Syal.g_01911	Pran.g_00546
OG0001125	Syal.g_01909	Pran.g_00547
OG0001126	Syal.g_01837	Pran.g_00557
OG0001127	Syal.g_01836	Pran.g_00558
OG0001128	Syal.g_01833	Pran.g_00560
OG0001129	Syal.g_01831	Pran.g_00561
OG0001130	Syal.g_01830	Pran.g_00562
OG0001131	Syal.g_02260	Pran.g_00154
OG0001132	Syal.g_02553	Pran.g_00144
OG0001133	Syal.g_02710	Pran.g_00110
OG0001134	Syal.g_02506	Pran.g_00093
OG0001136	Syal.g_01650	Pran.g_00063
OG0001137	Syal.g_01673	Pran.g_00052
OG0001138	Syal.g_01709	Pran.g_00034
OG0001139	Syal.g_01711	Pran.g_00033
OG0001140	Syal.g_01712	Pran.g_00032
OG0001141	Syal.g_01713	Pran.g_00031
OG0001142	Syal.g_01714	Pran.g_00030
OG0001143	Syal.g_01722	Pran.g_00023
OG0001144	Syal.g_01736	Pran.g_00018
OG0001145	Syal.g_01614	Pran.g_00884
OG0001146	Syal.g_01593	Pran.g_00872
OG0001147	Syal.g_00458	Pran.g_00854
OG0001148	Syal.g_02886	Pran.g_00839
OG0001149	Syal.g_02885	Pran.g_00838
OG0001150	Syal.g_02884	Pran.g_00837
OG0001151	Syal.g_02872	Pran.g_00826
OG0001152	Syal.g_02871	Pran.g_00825
OG0001153	Syal.g_00421	Pran.g_00701
OG0001154	Syal.g_00422	Pran.g_00700
OG0001155	Syal.g_02969	Pran.g_00688
OG0001156	Syal.g_02972	Pran.g_00685
OG0001157	Syal.g_02973	Pran.g_00684
OG0001158	Syal.g_02974	Pran.g_00683
OG0001159	Syal.g_02975	Pran.g_00682
OG0001160	Syal.g_00564	Pran.g_00658
OG0001161	Syal.g_01104	Pran.g_00646
OG0001162	Syal.g_01577	Pran.g_00632
OG0001163	Syal.g_00573	Pran.g_00962
OG0001164	Syal.g_00579	Pran.g_00966
OG0001165	Syal.g_00584	Pran.g_00969
OG0001166	Syal.g_00613	Pran.g_00989
OG0001167	Syal.g_00638	Pran.g_01006
OG0001168	Syal.g_00640	Pran.g_01008
OG0001169	Syal.g_00642	Pran.g_01010
OG0001170	Syal.g_00644	Pran.g_01012
OG0001172	Syal.g_00198	Pran.g_01035
