Orthogroup	Syal	Syar
OG0000556	Syal.g_02819	Syar.g_02332
OG0000557	Syal.g_02816	Syar.g_02328
OG0000558	Syal.g_02814	Syar.g_02326
OG0000559	Syal.g_02305, Syal.g_02810	Syar.g_02322
OG0000560	Syal.g_02807	Syar.g_02320
OG0000561	Syal.g_02806	Syar.g_02319
OG0000562	Syal.g_02805	Syar.g_02318
OG0000563	Syal.g_02804	Syar.g_02317
OG0000564	Syal.g_02803	Syar.g_02316
OG0000565	Syal.g_02799	Syar.g_02312
OG0000566	Syal.g_02795	Syar.g_02308
OG0000567	Syal.g_02791	Syar.g_02304
OG0000568	Syal.g_02789	Syar.g_02302
OG0000569	Syal.g_02788	Syar.g_02301
OG0000570	Syal.g_02787	Syar.g_02300
OG0000571	Syal.g_02784	Syar.g_02298
OG0000572	Syal.g_02767	Syar.g_02201
OG0000573	Syal.g_02759	Syar.g_02191
OG0000574	Syal.g_02758	Syar.g_02190
OG0000575	Syal.g_02753	Syar.g_03180
OG0000576	Syal.g_02751	Syar.g_02187
OG0000577	Syal.g_02750	Syar.g_02186
OG0000578	Syal.g_02749	Syar.g_02185
OG0000579	Syal.g_02748	Syar.g_02184
OG0000580	Syal.g_02747	Syar.g_02183
OG0000581	Syal.g_02741	Syar.g_02175
OG0000582	Syal.g_02736	Syar.g_02131
OG0000583	Syal.g_02735	Syar.g_02132
OG0000584	Syal.g_02734	Syar.g_02133
OG0000585	Syal.g_02731	Syar.g_02170
OG0000586	Syal.g_02730	Syar.g_02171
OG0000587	Syal.g_02728	Syar.g_02173
OG0000588	Syal.g_02717	Syar.g_02275
OG0000589	Syal.g_02714	Syar.g_02261
OG0000590	Syal.g_02713	Syar.g_02260
OG0000591	Syal.g_02707	Syar.g_02246
OG0000592	Syal.g_02706	Syar.g_02245
OG0000593	Syal.g_02640	Syar.g_02414
OG0000594	Syal.g_02639	Syar.g_02415
OG0000595	Syal.g_02638	Syar.g_02416
OG0000596	Syal.g_02633	Syar.g_02421
OG0000597	Syal.g_02630	Syar.g_02424
OG0000598	Syal.g_02629	Syar.g_02425
OG0000599	Syal.g_02622	Syar.g_02428
OG0000600	Syal.g_02621	Syar.g_02429
OG0000601	Syal.g_02620	Syar.g_02430
OG0000602	Syal.g_02615	Syar.g_02435
OG0000603	Syal.g_02614	Syar.g_02436
OG0000604	Syal.g_02612	Syar.g_02438
OG0000605	Syal.g_02516	Syar.g_02440
OG0000606	Syal.g_02174	Syar.g_02443
OG0000607	Syal.g_02177	Syar.g_02446
OG0000608	Syal.g_02178	Syar.g_02447
OG0000609	Syal.g_02180	Syar.g_02470
OG0000610	Syal.g_02198	Syar.g_01917
OG0000611	Syal.g_02201	Syar.g_01914
OG0000612	Syal.g_02202	Syar.g_01913
OG0000613	Syal.g_01325	Syar.g_00712
OG0000614	Syal.g_01794	Syar.g_02012, Syar.g_01344
OG0000615	Syal.g_02256	Syar.g_02603
OG0000616	Syal.g_00079	Syar.g_00454
OG0000617	Syal.g_01866	Syar.g_01576
OG0000618	Syal.g_01867	Syar.g_01575
OG0000619	Syal.g_02417	Syar.g_01574
OG0000620	Syal.g_02422	Syar.g_01569
OG0000621	Syal.g_02423	Syar.g_01568
OG0000622	Syal.g_02424	Syar.g_01566
OG0000623	Syal.g_02425	Syar.g_01565
OG0000624	Syal.g_02427	Syar.g_01564
OG0000625	Syal.g_02428	Syar.g_01563
OG0000626	Syal.g_02429	Syar.g_01562
OG0000627	Syal.g_02048	Syar.g_01868
OG0000628	Syal.g_02047	Syar.g_01869
OG0000629	Syal.g_02044	Syar.g_01872
OG0000630	Syal.g_02040	Syar.g_02586
OG0000631	Syal.g_02031	Syar.g_02579
OG0000632	Syal.g_02030	Syar.g_02578
OG0000633	Syal.g_02029	Syar.g_02576
OG0000634	Syal.g_02410	Syar.g_02635
OG0000635	Syal.g_02411	Syar.g_02636
OG0000636	Syal.g_02413	Syar.g_02638
OG0000637	Syal.g_02415	Syar.g_02640
OG0000638	Syal.g_02416	Syar.g_02641
OG0000639	Syal.g_01868	Syar.g_02642
OG0000640	Syal.g_01869	Syar.g_02643
OG0000641	Syal.g_01873	Syar.g_02648
OG0000642	Syal.g_01874	Syar.g_02649
OG0000643	Syal.g_01875	Syar.g_02650
OG0000644	Syal.g_01876	Syar.g_02651
OG0000645	Syal.g_01878	Syar.g_02652
OG0000646	Syal.g_01881	Syar.g_02655
OG0000647	Syal.g_01883	Syar.g_02657
OG0000648	Syal.g_02438	Syar.g_02659
OG0000649	Syal.g_02439	Syar.g_02660
OG0000650	Syal.g_02440	Syar.g_02661
OG0000651	Syal.g_02441	Syar.g_02662
OG0000652	Syal.g_02442	Syar.g_02663
OG0000653	Syal.g_02444	Syar.g_02665
OG0000654	Syal.g_02445	Syar.g_02666
OG0000655	Syal.g_02446	Syar.g_02667
OG0000656	Syal.g_02449	Syar.g_02479
OG0000657	Syal.g_02460	Syar.g_01812
OG0000658	Syal.g_02465	Syar.g_01815
OG0000659	Syal.g_02466	Syar.g_01816
OG0000660	Syal.g_02470	Syar.g_01820
OG0000661	Syal.g_02472	Syar.g_03175, Syar.g_01822
OG0000662	Syal.g_02474	Syar.g_01829
OG0000663	Syal.g_02477	Syar.g_01832
OG0000664	Syal.g_02478	Syar.g_01837
OG0000665	Syal.g_02593	Syar.g_02774
OG0000666	Syal.g_02605	Syar.g_01241
OG0000667	Syal.g_02192	Syar.g_02346
OG0000668	Syal.g_01920	Syar.g_01802
OG0000669	Syal.g_02295	Syar.g_01627
OG0000670	Syal.g_02956	Syar.g_01624
OG0000671	Syal.g_02291	Syar.g_01622
OG0000672	Syal.g_02288	Syar.g_01619
OG0000673	Syal.g_02285	Syar.g_01615
OG0000674	Syal.g_02283	Syar.g_01613
OG0000675	Syal.g_02282	Syar.g_01612
OG0000676	Syal.g_02272	Syar.g_01608
OG0000677	Syal.g_02271	Syar.g_01607
OG0000678	Syal.g_02264	Syar.g_02037
OG0000679	Syal.g_02252	Syar.g_02606
OG0000680	Syal.g_02251	Syar.g_02607
OG0000681	Syal.g_02248	Syar.g_02610
OG0000682	Syal.g_02247	Syar.g_02611
OG0000683	Syal.g_02246	Syar.g_02612
OG0000684	Syal.g_02242	Syar.g_02615
OG0000685	Syal.g_02240	Syar.g_02617
OG0000686	Syal.g_02239	Syar.g_02618
OG0000687	Syal.g_02237	Syar.g_02619
OG0000688	Syal.g_02225	Syar.g_02624
OG0000689	Syal.g_02223	Syar.g_02626
OG0000690	Syal.g_02222	Syar.g_02627
OG0000691	Syal.g_02221	Syar.g_02628
OG0000692	Syal.g_02220	Syar.g_02629
OG0000693	Syal.g_02218	Syar.g_02631
OG0000694	Syal.g_02217	Syar.g_02632
OG0000695	Syal.g_02027	Syar.g_02573
OG0000696	Syal.g_02026	Syar.g_02572
OG0000697	Syal.g_02025	Syar.g_02570
OG0000698	Syal.g_02022	Syar.g_02567
OG0000699	Syal.g_02021	Syar.g_02566
OG0000700	Syal.g_02020	Syar.g_02565
OG0000701	Syal.g_02019	Syar.g_02564
OG0000702	Syal.g_02011	Syar.g_02559
OG0000703	Syal.g_02010	Syar.g_02557
OG0000704	Syal.g_02008	Syar.g_02555
OG0000705	Syal.g_01999	Syar.g_02547
OG0000706	Syal.g_01998	Syar.g_02546
OG0000707	Syal.g_01997	Syar.g_02545
OG0000708	Syal.g_01994	Syar.g_02542
OG0000709	Syal.g_01986	Syar.g_02534
OG0000710	Syal.g_01982	Syar.g_02528
OG0000711	Syal.g_01954	Syar.g_02499
OG0000712	Syal.g_01952	Syar.g_02497
OG0000713	Syal.g_01951	Syar.g_02496
OG0000714	Syal.g_01948	Syar.g_02494
OG0000715	Syal.g_01934	Syar.g_02492
OG0000716	Syal.g_01930	Syar.g_02488
OG0000717	Syal.g_01929	Syar.g_02487
OG0000718	Syal.g_01925	Syar.g_02483
OG0000719	Syal.g_01922	Syar.g_01804
OG0000720	Syal.g_01908	Syar.g_01790
OG0000721	Syal.g_01906	Syar.g_01788
OG0000722	Syal.g_01905	Syar.g_01787
OG0000723	Syal.g_02433	Syar.g_01560
OG0000724	Syal.g_01829	Syar.g_01367, Syar.g_02120
OG0000725	Syal.g_01820	Syar.g_01934
OG0000726	Syal.g_01819	Syar.g_01935
OG0000727	Syal.g_01818	Syar.g_01936
OG0000728	Syal.g_01816	Syar.g_01938
OG0000729	Syal.g_01510	Syar.g_00593
OG0000730	Syal.g_00345	Syar.g_01115
OG0000731	Syal.g_00356	Syar.g_01127
OG0000732	Syal.g_00149	Syar.g_00522
OG0000733	Syal.g_01105	Syar.g_02234
OG0000734	Syal.g_00828	Syar.g_03128
OG0000735	Syal.g_01627	Syar.g_01522
OG0000736	Syal.g_01628	Syar.g_01523
OG0000737	Syal.g_01629	Syar.g_01524
OG0000738	Syal.g_01634	Syar.g_01530
OG0000739	Syal.g_01645	Syar.g_01531
OG0000740	Syal.g_01646	Syar.g_01532
OG0000741	Syal.g_01649	Syar.g_01535
OG0000742	Syal.g_01652	Syar.g_01538
OG0000743	Syal.g_01654	Syar.g_01541
OG0000744	Syal.g_01655	Syar.g_01542
OG0000745	Syal.g_01657	Syar.g_01545
OG0000746	Syal.g_01659	Syar.g_01549
OG0000747	Syal.g_01660	Syar.g_01551
OG0000748	Syal.g_01674	Syar.g_01945
OG0000749	Syal.g_01675	Syar.g_01946
OG0000750	Syal.g_01676	Syar.g_01947
OG0000751	Syal.g_01688	Syar.g_01952
OG0000752	Syal.g_01690	Syar.g_01954
OG0000753	Syal.g_01693	Syar.g_01957
OG0000754	Syal.g_01698	Syar.g_01963
OG0000755	Syal.g_01707	Syar.g_01974
OG0000756	Syal.g_01708	Syar.g_01975
OG0000757	Syal.g_01715	Syar.g_01984
OG0000758	Syal.g_01716	Syar.g_01985
OG0000759	Syal.g_01717	Syar.g_01986
OG0000760	Syal.g_01718	Syar.g_01987
OG0000761	Syal.g_01719	Syar.g_01988
OG0000762	Syal.g_01721	Syar.g_01992
OG0000763	Syal.g_01723	Syar.g_01699
OG0000764	Syal.g_01724	Syar.g_01700
OG0000765	Syal.g_01768	Syar.g_01718
OG0000766	Syal.g_01767	Syar.g_01719
OG0000767	Syal.g_01765	Syar.g_01721
OG0000768	Syal.g_01764	Syar.g_01722
OG0000769	Syal.g_01762	Syar.g_01724
OG0000770	Syal.g_01758	Syar.g_01727
OG0000771	Syal.g_01835	Syar.g_01373
OG0000772	Syal.g_01641	Syar.g_00746
OG0000773	Syal.g_01618	Syar.g_02694
OG0000774	Syal.g_01610	Syar.g_02771
OG0000775	Syal.g_01608	Syar.g_02773
OG0000776	Syal.g_01607	Syar.g_01755
OG0000777	Syal.g_01606	Syar.g_01754
OG0000778	Syal.g_01605	Syar.g_01753
OG0000779	Syal.g_01599	Syar.g_02779
OG0000780	Syal.g_01594	Syar.g_02781
OG0000781	Syal.g_01590	Syar.g_02785
OG0000782	Syal.g_01589	Syar.g_02786
OG0000783	Syal.g_01588	Syar.g_02787
OG0000784	Syal.g_01587	Syar.g_02788
OG0000785	Syal.g_01585	Syar.g_02791
OG0000786	Syal.g_01579	Syar.g_02795
OG0000787	Syal.g_01578	Syar.g_02796
OG0000788	Syal.g_02619	Syar.g_02331
OG0000789	Syal.g_02598	Syar.g_02040
OG0000790	Syal.g_02883	Syar.g_01456
OG0000791	Syal.g_02882	Syar.g_01454
OG0000792	Syal.g_02881	Syar.g_01453
OG0000793	Syal.g_02876	Syar.g_01243
OG0000794	Syal.g_02875	Syar.g_01242
OG0000795	Syal.g_02874	Syar.g_01240
OG0000796	Syal.g_02870	Syar.g_01236
OG0000797	Syal.g_02869	Syar.g_01235
OG0000798	Syal.g_01260	Syar.g_00222
OG0000798	Syal.g_01372	Syar.g_02701
OG0000799	Syal.g_01547	Syar.g_02844
OG0000800	Syal.g_01542	Syar.g_02843
OG0000801	Syal.g_01541	Syar.g_02842
OG0000802	Syal.g_01536	Syar.g_02825
OG0000803	Syal.g_00040	Syar.g_02822
OG0000804	Syal.g_00036	Syar.g_02819
OG0000805	Syal.g_00030	Syar.g_02817
OG0000806	Syal.g_00028	Syar.g_02815
OG0000807	Syal.g_00026	Syar.g_02814
OG0000808	Syal.g_00025	Syar.g_02813
OG0000809	Syal.g_00022	Syar.g_02811
OG0000810	Syal.g_00021	Syar.g_02810
OG0000811	Syal.g_00380	Syar.g_02805
OG0000812	Syal.g_00382	Syar.g_02803
OG0000813	Syal.g_00383	Syar.g_02802
OG0000814	Syal.g_00385	Syar.g_02800
OG0000815	Syal.g_00391	Syar.g_02799
OG0000816	Syal.g_00393	Syar.g_02797
OG0000817	Syal.g_00394	Syar.g_02861
OG0000818	Syal.g_00401	Syar.g_01418
OG0000819	Syal.g_00402	Syar.g_01417
OG0000820	Syal.g_00403	Syar.g_01416
OG0000821	Syal.g_00409	Syar.g_01410
OG0000822	Syal.g_00411	Syar.g_01408
OG0000823	Syal.g_00412	Syar.g_01407
OG0000824	Syal.g_00417	Syar.g_01402
OG0000825	Syal.g_00418	Syar.g_01401
OG0000826	Syal.g_00419	Syar.g_01400
OG0000827	Syal.g_00420	Syar.g_01399
OG0000828	Syal.g_00423	Syar.g_01396
OG0000829	Syal.g_00424	Syar.g_01395
OG0000830	Syal.g_00425	Syar.g_01394
OG0000831	Syal.g_00427	Syar.g_01391
OG0000832	Syal.g_02967	Syar.g_01213
OG0000833	Syal.g_02976	Syar.g_02877
OG0000834	Syal.g_02979	Syar.g_02878
OG0000835	Syal.g_02980	Syar.g_02879
OG0000836	Syal.g_02983	Syar.g_02881
OG0000837	Syal.g_02984	Syar.g_02882
OG0000838	Syal.g_02988	Syar.g_02886
OG0000839	Syal.g_02989	Syar.g_02887
OG0000840	Syal.g_02990	Syar.g_02888
OG0000841	Syal.g_02991	Syar.g_02889
OG0000842	Syal.g_02992	Syar.g_02890
OG0000843	Syal.g_02993	Syar.g_02891
OG0000844	Syal.g_02995	Syar.g_02893
OG0000845	Syal.g_02996	Syar.g_02894
OG0000846	Syal.g_02997	Syar.g_02895
OG0000847	Syal.g_02998	Syar.g_02896
OG0000848	Syal.g_03000	Syar.g_02898
OG0000849	Syal.g_03001	Syar.g_02899
OG0000850	Syal.g_03008	Syar.g_02902
OG0000851	Syal.g_00561	Syar.g_02905
OG0000852	Syal.g_00562	Syar.g_02906
OG0000853	Syal.g_00566	Syar.g_02910
OG0000854	Syal.g_00568	Syar.g_02912
OG0000855	Syal.g_00569	Syar.g_02913
OG0000856	Syal.g_02704	Syar.g_02243
OG0000857	Syal.g_01882	Syar.g_02656
OG0000858	Syal.g_00576	Syar.g_02920
OG0000859	Syal.g_00577	Syar.g_02921
OG0000860	Syal.g_00589	Syar.g_02931
OG0000861	Syal.g_00590	Syar.g_02932
OG0000862	Syal.g_00591	Syar.g_02942
OG0000863	Syal.g_00594	Syar.g_02944
OG0000864	Syal.g_00595	Syar.g_02945
OG0000865	Syal.g_00596	Syar.g_02946
OG0000866	Syal.g_00597	Syar.g_02947
OG0000867	Syal.g_00598	Syar.g_02948
OG0000868	Syal.g_00604	Syar.g_02950
OG0000869	Syal.g_00609	Syar.g_02955
OG0000870	Syal.g_00614	Syar.g_02960
OG0000871	Syal.g_00615	Syar.g_02961
OG0000872	Syal.g_00621	Syar.g_02967
OG0000873	Syal.g_00624	Syar.g_02970
OG0000874	Syal.g_00627	Syar.g_02974
OG0000875	Syal.g_00629	Syar.g_02975
OG0000876	Syal.g_00631	Syar.g_01828
OG0000877	Syal.g_00633	Syar.g_02977
OG0000878	Syal.g_00634	Syar.g_02978
OG0000879	Syal.g_00635	Syar.g_02979
OG0000880	Syal.g_00636	Syar.g_02980
OG0000881	Syal.g_00641	Syar.g_02984
OG0000882	Syal.g_00646	Syar.g_02989
OG0000883	Syal.g_00648	Syar.g_02992
OG0000884	Syal.g_00650	Syar.g_02994
OG0000885	Syal.g_00651	Syar.g_02995
OG0000886	Syal.g_00652	Syar.g_02996
OG0000887	Syal.g_00653	Syar.g_02998
OG0000888	Syal.g_00655	Syar.g_03000
OG0000889	Syal.g_00657	Syar.g_03002
OG0000890	Syal.g_00663	Syar.g_03005
OG0000891	Syal.g_00664	Syar.g_03006
OG0000892	Syal.g_00668	Syar.g_03008
OG0000893	Syal.g_00193	Syar.g_00150
OG0000894	Syal.g_00196	Syar.g_00145
OG0000895	Syal.g_00200	Syar.g_00141
OG0000896	Syal.g_00201	Syar.g_00140
OG0000897	Syal.g_00203	Syar.g_00138
OG0000898	Syal.g_00204	Syar.g_00137
OG0000899	Syal.g_00205	Syar.g_00136
OG0000900	Syal.g_00206	Syar.g_00135
OG0000901	Syal.g_00211	Syar.g_00130
OG0000902	Syal.g_00213	Syar.g_01013
OG0000903	Syal.g_00227	Syar.g_01026
OG0000904	Syal.g_00222	Syar.g_01021
OG0000905	Syal.g_00217	Syar.g_01018
OG0000906	Syal.g_00215	Syar.g_01015
OG0000907	Syal.g_00229	Syar.g_01028
OG0000908	Syal.g_00232	Syar.g_01031
OG0000909	Syal.g_00233	Syar.g_01032
OG0000910	Syal.g_00234	Syar.g_01033
OG0000911	Syal.g_00237	Syar.g_01035
OG0000912	Syal.g_00238	Syar.g_01036
OG0000913	Syal.g_00239	Syar.g_01037
OG0000914	Syal.g_00240	Syar.g_01038
OG0000915	Syal.g_00241	Syar.g_01040
OG0000916	Syal.g_00242	Syar.g_01041
OG0000917	Syal.g_00243	Syar.g_01042
OG0000918	Syal.g_00244	Syar.g_01043
OG0000919	Syal.g_00245	Syar.g_01044
OG0000920	Syal.g_00246	Syar.g_01045
OG0000921	Syal.g_00247	Syar.g_01046
OG0000922	Syal.g_00248	Syar.g_01047
OG0000923	Syal.g_00252	Syar.g_01051
OG0000924	Syal.g_00253	Syar.g_01052
OG0000925	Syal.g_00254	Syar.g_01053
OG0000926	Syal.g_00255	Syar.g_01054
OG0000927	Syal.g_00257	Syar.g_01056
OG0000928	Syal.g_00258	Syar.g_01057
OG0000929	Syal.g_00259	Syar.g_01058
OG0000930	Syal.g_00260	Syar.g_01059
OG0000931	Syal.g_00261	Syar.g_01060
OG0000932	Syal.g_00262	Syar.g_01061
OG0000933	Syal.g_00268	Syar.g_01066
OG0000934	Syal.g_00270	Syar.g_01068
OG0000935	Syal.g_00271	Syar.g_01069
OG0000936	Syal.g_00272	Syar.g_01070
OG0000937	Syal.g_00273	Syar.g_01071
OG0000938	Syal.g_00276	Syar.g_01074
OG0000939	Syal.g_00277	Syar.g_01075
OG0000940	Syal.g_00285	Syar.g_01081
OG0000941	Syal.g_00287	Syar.g_01083
OG0000942	Syal.g_00289	Syar.g_01085
OG0000943	Syal.g_00290	Syar.g_01086
OG0000944	Syal.g_00292	Syar.g_01088
OG0000945	Syal.g_00294	Syar.g_01089
OG0000946	Syal.g_00301	Syar.g_01095
OG0000947	Syal.g_00304	Syar.g_01098
OG0000948	Syal.g_00305	Syar.g_01099
OG0000949	Syal.g_01341	Syar.g_00283
OG0000950	Syal.g_01348	Syar.g_00661
OG0000951	Syal.g_01353	Syar.g_00656
OG0000952	Syal.g_01363	Syar.g_00651
OG0000953	Syal.g_01435	Syar.g_00248
OG0000954	Syal.g_01443	Syar.g_00258
OG0000955	Syal.g_01444	Syar.g_00259
OG0000956	Syal.g_01446	Syar.g_00261
OG0000957	Syal.g_01457	Syar.g_00610
OG0000958	Syal.g_01458	Syar.g_00609
OG0000959	Syal.g_01482	Syar.g_00605
OG0000960	Syal.g_01483	Syar.g_00604
OG0000961	Syal.g_01507	Syar.g_00094
OG0000962	Syal.g_01509	Syar.g_00594
OG0000963	Syal.g_01514	Syar.g_00590
OG0000964	Syal.g_01515	Syar.g_00589
OG0000965	Syal.g_01516	Syar.g_00588
OG0000966	Syal.g_00176	Syar.g_00549
OG0000967	Syal.g_00171	Syar.g_00545
OG0000968	Syal.g_00169	Syar.g_00542
OG0000969	Syal.g_00167	Syar.g_00540
OG0000970	Syal.g_00166	Syar.g_00539
OG0000971	Syal.g_00164	Syar.g_00537
OG0000972	Syal.g_00163	Syar.g_00536
OG0000973	Syal.g_00162	Syar.g_00535
OG0000974	Syal.g_00161	Syar.g_00534
OG0000975	Syal.g_00160	Syar.g_00533
OG0000976	Syal.g_00159	Syar.g_00532
OG0000977	Syal.g_00157	Syar.g_00530
OG0000978	Syal.g_00156	Syar.g_00529
OG0000979	Syal.g_00153	Syar.g_00526
OG0000980	Syal.g_00150	Syar.g_00523
OG0000981	Syal.g_00147	Syar.g_00520
OG0000982	Syal.g_01068	Syar.g_00331
OG0000983	Syal.g_01069	Syar.g_00332
OG0000984	Syal.g_01070	Syar.g_00333
OG0000985	Syal.g_01074	Syar.g_00337
OG0000986	Syal.g_01076	Syar.g_00344
OG0000987	Syal.g_01080	Syar.g_00346
OG0000988	Syal.g_01086	Syar.g_00352
OG0000989	Syal.g_01098	Syar.g_00377
OG0000990	Syal.g_01118	Syar.g_00697
OG0000991	Syal.g_01120	Syar.g_00700
OG0000992	Syal.g_01122	Syar.g_00704
OG0000993	Syal.g_01123	Syar.g_00705
OG0000994	Syal.g_01127	Syar.g_00708
OG0000995	Syal.g_01132	Syar.g_03212, Syar.g_00624
OG0000996	Syal.g_01162	Syar.g_00861
OG0000997	Syal.g_01171	Syar.g_00437
OG0000998	Syal.g_01173	Syar.g_00439
OG0000999	Syal.g_01174	Syar.g_00440
OG0001000	Syal.g_01177	Syar.g_00955, Syar.g_00444
OG0001001	Syal.g_01182	Syar.g_00450
OG0001002	Syal.g_00082	Syar.g_00457
OG0001003	Syal.g_00084	Syar.g_00459
OG0001004	Syal.g_00085	Syar.g_00460
OG0001005	Syal.g_00087	Syar.g_00461
OG0001006	Syal.g_00094	Syar.g_00468
OG0001007	Syal.g_00096	Syar.g_00470
OG0001008	Syal.g_00524	Syar.g_01178
OG0001009	Syal.g_00129	Syar.g_00500
OG0001010	Syal.g_00130	Syar.g_00501
OG0001011	Syal.g_00131	Syar.g_00503
OG0001013	Syal.g_01026	Syar.g_00906
OG0001014	Syal.g_01022	Syar.g_00914
OG0001015	Syal.g_01021	Syar.g_00915
OG0001017	Syal.g_00762	Syar.g_03050
OG0001018	Syal.g_00764	Syar.g_03052
OG0001019	Syal.g_00785	Syar.g_03086
OG0001020	Syal.g_00796	Syar.g_03092
OG0001021	Syal.g_00800	Syar.g_03098
OG0001022	Syal.g_00805	Syar.g_03102
OG0001023	Syal.g_00806	Syar.g_03103
OG0001024	Syal.g_00810	Syar.g_02276
OG0001025	Syal.g_00817	Syar.g_03115
OG0001026	Syal.g_00830	Syar.g_03131
OG0001027	Syal.g_00834	Syar.g_00031
OG0001028	Syal.g_00836	Syar.g_00034
OG0001029	Syal.g_00838	Syar.g_00036
OG0001030	Syal.g_00860	Syar.g_00058
OG0001031	Syal.g_00936	Syar.g_00129
OG0001032	Syal.g_00938	Syar.g_01011
OG0001033	Syal.g_00972	Syar.g_00962
OG0001034	Syal.g_00684	Syar.g_03022
OG0001035	Syal.g_01226	Syar.g_00171
OG0001036	Syal.g_01231	Syar.g_00193
OG0001037	Syal.g_01233	Syar.g_00195
OG0001038	Syal.g_01261	Syar.g_00223
OG0001039	Syal.g_01264	Syar.g_00226
OG0001040	Syal.g_01267	Syar.g_00229
OG0001041	Syal.g_01272	Syar.g_00234
OG0001042	Syal.g_01300	Syar.g_00831
OG0001043	Syal.g_01304	Syar.g_00826
OG0001044	Syal.g_00346	Syar.g_01117
OG0001045	Syal.g_00359	Syar.g_01130
OG0001046	Syal.g_01967	Syar.g_02514
OG0001047	Syal.g_00522	Syar.g_01180
OG0001048	Syal.g_00521	Syar.g_01181
OG0001049	Syal.g_00518	Syar.g_02872
OG0001050	Syal.g_00517	Syar.g_02871
OG0001051	Syal.g_00516	Syar.g_02870
OG0001052	Syal.g_00467	Syar.g_01269
OG0001053	Syal.g_02900	Syar.g_01472
OG0001054	Syal.g_02919	Syar.g_01492
OG0001055	Syal.g_02940	Syar.g_01513
OG0001056	Syal.g_02833	Syar.g_02349
OG0001057	Syal.g_01574	Syar.g_02341
OG0001058	Syal.g_02812	Syar.g_02324
OG0001059	Syal.g_02808	Syar.g_00422
OG0001060	Syal.g_02801	Syar.g_02315
OG0001061	Syal.g_02783	Syar.g_02297
OG0001062	Syal.g_02781	Syar.g_02294
OG0001063	Syal.g_02776	Syar.g_02209
OG0001064	Syal.g_02775	Syar.g_02208
OG0001065	Syal.g_02774	Syar.g_02207
OG0001066	Syal.g_02773	Syar.g_02206
OG0001067	Syal.g_02772	Syar.g_02205
OG0001068	Syal.g_02771	Syar.g_02204
OG0001069	Syal.g_02770	Syar.g_02203
OG0001070	Syal.g_02766	Syar.g_02200
OG0001071	Syal.g_02765	Syar.g_02199
OG0001072	Syal.g_02761	Syar.g_02195
OG0001073	Syal.g_02746	Syar.g_02182
OG0001074	Syal.g_02575	Syar.g_02031
OG0001075	Syal.g_02726	Syar.g_02215
OG0001076	Syal.g_02712	Syar.g_02253
OG0001077	Syal.g_02702	Syar.g_02240
OG0001078	Syal.g_02635	Syar.g_02419
OG0001079	Syal.g_02618	Syar.g_02431
OG0001080	Syal.g_02514	Syar.g_02442
OG0001081	Syal.g_02175	Syar.g_02444
OG0001082	Syal.g_02176	Syar.g_02445
OG0001083	Syal.g_02184	Syar.g_02473
OG0001084	Syal.g_02187	Syar.g_02474
OG0001085	Syal.g_02206	Syar.g_01688
OG0001086	Syal.g_02208	Syar.g_01686
OG0001087	Syal.g_01782	Syar.g_02347
OG0001088	Syal.g_01785	Syar.g_00431
OG0001089	Syal.g_01811	Syar.g_01942
OG0001090	Syal.g_01859	Syar.g_01582
OG0001091	Syal.g_01862	Syar.g_01580
OG0001092	Syal.g_01864	Syar.g_01578
OG0001093	Syal.g_02419	Syar.g_01572
OG0001094	Syal.g_02216	Syar.g_02633
OG0001095	Syal.g_01879	Syar.g_02653
OG0001096	Syal.g_02447	Syar.g_02476
OG0001097	Syal.g_02473	Syar.g_01823
OG0001098	Syal.g_02083	Syar.g_01672
OG0001099	Syal.g_00837	Syar.g_00035
OG0001100	Syal.g_02293	Syar.g_01625
OG0001101	Syal.g_02292	Syar.g_01623
OG0001102	Syal.g_02289	Syar.g_01620
OG0001103	Syal.g_02287	Syar.g_01618
OG0001104	Syal.g_02241	Syar.g_02616
OG0001105	Syal.g_02236	Syar.g_02620
OG0001106	Syal.g_02007	Syar.g_02553
OG0001107	Syal.g_01993	Syar.g_02541
OG0001109	Syal.g_01983	Syar.g_02529
OG0001110	Syal.g_01981	Syar.g_02527
OG0001111	Syal.g_01979	Syar.g_02525
OG0001112	Syal.g_01977	Syar.g_02523
OG0001113	Syal.g_02244	Syar.g_02522
OG0001114	Syal.g_01976	Syar.g_02521
OG0001115	Syal.g_01972	Syar.g_02519
OG0001116	Syal.g_01970	Syar.g_02517
OG0001117	Syal.g_01969	Syar.g_02516
OG0001118	Syal.g_01968	Syar.g_02515
OG0001119	Syal.g_01966	Syar.g_02513
OG0001120	Syal.g_01962	Syar.g_02507
OG0001122	Syal.g_01921	Syar.g_01803
OG0001123	Syal.g_01913	Syar.g_01796
OG0001124	Syal.g_01911	Syar.g_01793
OG0001125	Syal.g_01909	Syar.g_01791
OG0001126	Syal.g_01837	Syar.g_01375
OG0001127	Syal.g_01836	Syar.g_01374
OG0001128	Syal.g_01833	Syar.g_01371
OG0001129	Syal.g_01831	Syar.g_01369
OG0001130	Syal.g_01830	Syar.g_01368
OG0001131	Syal.g_02260	Syar.g_02448
OG0001132	Syal.g_02553	Syar.g_00684
OG0001133	Syal.g_02710	Syar.g_02249
OG0001134	Syal.g_02506	Syar.g_02235
OG0001136	Syal.g_01650	Syar.g_01536
OG0001137	Syal.g_01673	Syar.g_01944
OG0001138	Syal.g_01709	Syar.g_01977
OG0001139	Syal.g_01711	Syar.g_01980
