Orthogroup	Syal	Prbh
OG0000561	Syal.g_02806	Prbh.g_00275
OG0000562	Syal.g_02805	Prbh.g_00274
OG0000563	Syal.g_02804	Prbh.g_00273
OG0000564	Syal.g_02803	Prbh.g_00272
OG0000565	Syal.g_02799	Prbh.g_00269
OG0000566	Syal.g_02795	Prbh.g_00265
OG0000567	Syal.g_02791	Prbh.g_00261
OG0000568	Syal.g_02789	Prbh.g_00260
OG0000569	Syal.g_02788	Prbh.g_00259
OG0000570	Syal.g_02787	Prbh.g_00258
OG0000571	Syal.g_02784	Prbh.g_00256
OG0000572	Syal.g_02767	Prbh.g_00244
OG0000573	Syal.g_02759	Prbh.g_00238
OG0000574	Syal.g_02758	Prbh.g_00237
OG0000575	Syal.g_02753	Prbh.g_00233
OG0000576	Syal.g_02751	Prbh.g_00231
OG0000577	Syal.g_02750	Prbh.g_00230
OG0000578	Syal.g_02749	Prbh.g_00229
OG0000579	Syal.g_02748	Prbh.g_00228
OG0000580	Syal.g_02747	Prbh.g_00227
OG0000581	Syal.g_02741	Prbh.g_00224
OG0000582	Syal.g_02736	Prbh.g_00221
OG0000583	Syal.g_02735	Prbh.g_00220
OG0000584	Syal.g_02734	Prbh.g_00219
OG0000585	Syal.g_02731	Prbh.g_00217
OG0000586	Syal.g_02730	Prbh.g_00216
OG0000587	Syal.g_02728	Prbh.g_00215
OG0000588	Syal.g_02717	Prbh.g_01465
OG0000589	Syal.g_02714	Prbh.g_01462
OG0000590	Syal.g_02713	Prbh.g_01461
OG0000591	Syal.g_02707	Prbh.g_01457
OG0000592	Syal.g_02706	Prbh.g_01456
OG0000593	Syal.g_02640	Prbh.g_01221
OG0000594	Syal.g_02639	Prbh.g_01220
OG0000595	Syal.g_02638	Prbh.g_01219
OG0000596	Syal.g_02633	Prbh.g_01216
OG0000597	Syal.g_02630	Prbh.g_01213
OG0000598	Syal.g_02629	Prbh.g_01212
OG0000599	Syal.g_02622	Prbh.g_01209
OG0000600	Syal.g_02621	Prbh.g_01208
OG0000601	Syal.g_02620	Prbh.g_01207
OG0000602	Syal.g_02615	Prbh.g_01205
OG0000603	Syal.g_02614	Prbh.g_01204
OG0000604	Syal.g_02612	Prbh.g_01203
OG0000605	Syal.g_02516	Prbh.g_01202
OG0000606	Syal.g_02174	Prbh.g_01199
OG0000607	Syal.g_02177	Prbh.g_01196
OG0000608	Syal.g_02178	Prbh.g_01195
OG0000609	Syal.g_02180	Prbh.g_01194
OG0000610	Syal.g_02198	Prbh.g_01188
OG0000611	Syal.g_02201	Prbh.g_01185
OG0000612	Syal.g_02202	Prbh.g_01184
OG0000613	Syal.g_01325	Prbh.g_00907
OG0000614	Syal.g_01794	Prbh.g_00928
OG0000615	Syal.g_02256	Prbh.g_00939
OG0000616	Syal.g_00079	Prbh.g_01487
OG0000617	Syal.g_01866	Prbh.g_01167
OG0000618	Syal.g_01867	Prbh.g_01166
OG0000619	Syal.g_02417	Prbh.g_01165
OG0000620	Syal.g_02422	Prbh.g_01162
OG0000621	Syal.g_02423	Prbh.g_01161
OG0000622	Syal.g_02424	Prbh.g_01160
OG0000623	Syal.g_02425	Prbh.g_01159
OG0000624	Syal.g_02427	Prbh.g_01157
OG0000625	Syal.g_02428	Prbh.g_01156
OG0000626	Syal.g_02429	Prbh.g_01155
OG0000627	Syal.g_02048	Prbh.g_01154
OG0000628	Syal.g_02047	Prbh.g_01153
OG0000629	Syal.g_02044	Prbh.g_01151
OG0000630	Syal.g_02040	Prbh.g_01148
OG0000631	Syal.g_02031	Prbh.g_01056
OG0000632	Syal.g_02030	Prbh.g_01057
OG0000633	Syal.g_02029	Prbh.g_01058
OG0000634	Syal.g_02410	Prbh.g_00949
OG0000635	Syal.g_02411	Prbh.g_00950
OG0000636	Syal.g_02413	Prbh.g_00952
OG0000637	Syal.g_02415	Prbh.g_00954
OG0000638	Syal.g_02416	Prbh.g_00955
OG0000639	Syal.g_01868	Prbh.g_00956
OG0000640	Syal.g_01869	Prbh.g_00957
OG0000641	Syal.g_01873	Prbh.g_00961
OG0000642	Syal.g_01874	Prbh.g_00962
OG0000643	Syal.g_01875	Prbh.g_00963
OG0000644	Syal.g_01876	Prbh.g_00964
OG0000645	Syal.g_01878	Prbh.g_00965
OG0000646	Syal.g_01881	Prbh.g_00967
OG0000647	Syal.g_01883	Prbh.g_00969
OG0000648	Syal.g_02438	Prbh.g_00971
OG0000649	Syal.g_02439	Prbh.g_00972
OG0000650	Syal.g_02440	Prbh.g_00973
OG0000651	Syal.g_02441	Prbh.g_00974
OG0000652	Syal.g_02442	Prbh.g_00975
OG0000653	Syal.g_02444	Prbh.g_00977
OG0000654	Syal.g_02445	Prbh.g_00978
OG0000655	Syal.g_02446	Prbh.g_00979
OG0000656	Syal.g_02449	Prbh.g_00982
OG0000657	Syal.g_02460	Prbh.g_00989
OG0000658	Syal.g_02465	Prbh.g_00991
OG0000659	Syal.g_02466	Prbh.g_00992
OG0000660	Syal.g_02470	Prbh.g_00996
OG0000661	Syal.g_02472	Prbh.g_00998
OG0000662	Syal.g_02474	Prbh.g_01001
OG0000663	Syal.g_02477	Prbh.g_01003
OG0000664	Syal.g_02478	Prbh.g_01004
OG0000665	Syal.g_02593	Prbh.g_01010
OG0000666	Syal.g_02605	Prbh.g_01011
OG0000667	Syal.g_02192	Prbh.g_01015
OG0000668	Syal.g_01920	Prbh.g_00857
OG0000669	Syal.g_02295	Prbh.g_00868
OG0000670	Syal.g_02956	Prbh.g_00871
OG0000671	Syal.g_02291	Prbh.g_00873
OG0000672	Syal.g_02288	Prbh.g_00876
OG0000673	Syal.g_02285	Prbh.g_00879
OG0000674	Syal.g_02283	Prbh.g_00881
OG0000675	Syal.g_02282	Prbh.g_00882
OG0000676	Syal.g_02272	Prbh.g_00884
OG0000677	Syal.g_02271	Prbh.g_00885
OG0000678	Syal.g_02264	Prbh.g_00887
OG0000679	Syal.g_02252	Prbh.g_00891
OG0000680	Syal.g_02251	Prbh.g_00892
OG0000681	Syal.g_02248	Prbh.g_00895
OG0000682	Syal.g_02247	Prbh.g_00896
OG0000683	Syal.g_02246	Prbh.g_00897
OG0000684	Syal.g_02242	Prbh.g_00898
OG0000685	Syal.g_02240	Prbh.g_00900
OG0000686	Syal.g_02239	Prbh.g_00901
OG0000687	Syal.g_02237	Prbh.g_00902
OG0000688	Syal.g_02225	Prbh.g_01179
OG0000689	Syal.g_02223	Prbh.g_01178
OG0000690	Syal.g_02222	Prbh.g_01177
OG0000691	Syal.g_02221	Prbh.g_01176
OG0000692	Syal.g_02220	Prbh.g_01174
OG0000693	Syal.g_02218	Prbh.g_01173
OG0000694	Syal.g_02217	Prbh.g_01172
OG0000695	Syal.g_02027	Prbh.g_01060
OG0000696	Syal.g_02026	Prbh.g_01061
OG0000697	Syal.g_02025	Prbh.g_01062
OG0000698	Syal.g_02022	Prbh.g_01065
OG0000699	Syal.g_02021	Prbh.g_01066
OG0000700	Syal.g_02020	Prbh.g_01067
OG0000701	Syal.g_02019	Prbh.g_01068
OG0000702	Syal.g_02011	Prbh.g_01070
OG0000703	Syal.g_02010	Prbh.g_01071
OG0000704	Syal.g_02008	Prbh.g_01073
OG0000705	Syal.g_01999	Prbh.g_01079
OG0000706	Syal.g_01998	Prbh.g_01080
OG0000707	Syal.g_01997	Prbh.g_01081
OG0000708	Syal.g_01994	Prbh.g_01083
OG0000709	Syal.g_01986	Prbh.g_01087
OG0000710	Syal.g_01982	Prbh.g_01090
OG0000711	Syal.g_01954	Prbh.g_01106
OG0000712	Syal.g_01952	Prbh.g_01107
OG0000713	Syal.g_01951	Prbh.g_01108
OG0000714	Syal.g_01948	Prbh.g_01109
OG0000715	Syal.g_01934	Prbh.g_01111
OG0000716	Syal.g_01930	Prbh.g_01113
OG0000717	Syal.g_01929	Prbh.g_01114
OG0000718	Syal.g_01925	Prbh.g_01116
OG0000719	Syal.g_01922	Prbh.g_01118
OG0000720	Syal.g_01908	Prbh.g_01129
OG0000721	Syal.g_01906	Prbh.g_01133
OG0000722	Syal.g_01905	Prbh.g_01134
OG0000723	Syal.g_02433	Prbh.g_01138
OG0000724	Syal.g_01829	Prbh.g_01036
OG0000725	Syal.g_01820	Prbh.g_01030
OG0000726	Syal.g_01819	Prbh.g_01029
OG0000727	Syal.g_01818	Prbh.g_01028
OG0000728	Syal.g_01816	Prbh.g_01026
OG0000729	Syal.g_01510	Prbh.g_01351
OG0000730	Syal.g_00345	Prbh.g_01325
OG0000731	Syal.g_00356	Prbh.g_00432
OG0000733	Syal.g_01105	Prbh.g_01867
OG0000734	Syal.g_00828	Prbh.g_01299
OG0000735	Syal.g_01627	Prbh.g_01297
OG0000736	Syal.g_01628	Prbh.g_01296
OG0000737	Syal.g_01629	Prbh.g_01295
OG0000738	Syal.g_01634	Prbh.g_01291
OG0000739	Syal.g_01645	Prbh.g_01290
OG0000740	Syal.g_01646	Prbh.g_01289
OG0000741	Syal.g_01649	Prbh.g_01287
OG0000742	Syal.g_01652	Prbh.g_01284
OG0000743	Syal.g_01654	Prbh.g_01282
OG0000744	Syal.g_01655	Prbh.g_01280
OG0000745	Syal.g_01657	Prbh.g_01279
OG0000746	Syal.g_01659	Prbh.g_01277
OG0000747	Syal.g_01660	Prbh.g_01276
OG0000748	Syal.g_01674	Prbh.g_01272
OG0000749	Syal.g_01675	Prbh.g_01271
OG0000750	Syal.g_01676	Prbh.g_01270
OG0000751	Syal.g_01688	Prbh.g_01267
OG0000752	Syal.g_01690	Prbh.g_01265
OG0000753	Syal.g_01693	Prbh.g_01262
OG0000754	Syal.g_01698	Prbh.g_01260
OG0000755	Syal.g_01707	Prbh.g_01254
OG0000756	Syal.g_01708	Prbh.g_01253
OG0000757	Syal.g_01715	Prbh.g_01246
OG0000758	Syal.g_01716	Prbh.g_01245
OG0000759	Syal.g_01717	Prbh.g_01244
OG0000760	Syal.g_01718	Prbh.g_01243
OG0000761	Syal.g_01719	Prbh.g_01242
OG0000762	Syal.g_01721	Prbh.g_01241
OG0000763	Syal.g_01723	Prbh.g_01239
OG0000764	Syal.g_01724	Prbh.g_01238
OG0000765	Syal.g_01768	Prbh.g_01230
OG0000766	Syal.g_01767	Prbh.g_01229
OG0000767	Syal.g_01765	Prbh.g_01227
OG0000768	Syal.g_01764	Prbh.g_01226
OG0000769	Syal.g_01762	Prbh.g_01224
OG0000770	Syal.g_01758	Prbh.g_01451
OG0000771	Syal.g_01835	Prbh.g_01397
OG0000772	Syal.g_01641	Prbh.g_01845
OG0000773	Syal.g_01618	Prbh.g_01364
OG0000774	Syal.g_01610	Prbh.g_01366
OG0000775	Syal.g_01608	Prbh.g_01368
OG0000776	Syal.g_01607	Prbh.g_01369
OG0000777	Syal.g_01606	Prbh.g_01370
OG0000778	Syal.g_01605	Prbh.g_01371
OG0000779	Syal.g_01599	Prbh.g_01375
OG0000780	Syal.g_01594	Prbh.g_01376
OG0000781	Syal.g_01590	Prbh.g_01379
OG0000782	Syal.g_01589	Prbh.g_01380
OG0000783	Syal.g_01588	Prbh.g_01381
OG0000784	Syal.g_01587	Prbh.g_01382
OG0000785	Syal.g_01585	Prbh.g_01384
OG0000786	Syal.g_01579	Prbh.g_01387
OG0000787	Syal.g_01578	Prbh.g_01388
OG0000788	Syal.g_02619	Prbh.g_00206
OG0000789	Syal.g_02598	Prbh.g_00196
OG0000790	Syal.g_02883	Prbh.g_00014
OG0000791	Syal.g_02882	Prbh.g_00016
OG0000792	Syal.g_02881	Prbh.g_00017
OG0000793	Syal.g_02876	Prbh.g_00021
OG0000794	Syal.g_02875	Prbh.g_00022
OG0000795	Syal.g_02874	Prbh.g_00023
OG0000796	Syal.g_02870	Prbh.g_00027
OG0000797	Syal.g_02869	Prbh.g_00028
OG0000798	Syal.g_01260	Prbh.g_00033
OG0000798	Syal.g_01372	Prbh.g_00062
OG0000799	Syal.g_01547	Prbh.g_00079
OG0000800	Syal.g_01542	Prbh.g_00080
OG0000801	Syal.g_01541	Prbh.g_00081
OG0000802	Syal.g_01536	Prbh.g_00083
OG0000803	Syal.g_00040	Prbh.g_00085
OG0000804	Syal.g_00036	Prbh.g_00086
OG0000805	Syal.g_00030	Prbh.g_00088
OG0000806	Syal.g_00028	Prbh.g_00090
OG0000807	Syal.g_00026	Prbh.g_00091
OG0000808	Syal.g_00025	Prbh.g_00092
OG0000809	Syal.g_00022	Prbh.g_00094
OG0000810	Syal.g_00021	Prbh.g_00095
OG0000811	Syal.g_00380	Prbh.g_00102
OG0000812	Syal.g_00382	Prbh.g_00104
OG0000813	Syal.g_00383	Prbh.g_00105
OG0000814	Syal.g_00385	Prbh.g_00107
OG0000815	Syal.g_00391	Prbh.g_00108
OG0000816	Syal.g_00393	Prbh.g_00110
OG0000817	Syal.g_00394	Prbh.g_00111
OG0000818	Syal.g_00401	Prbh.g_00116
OG0000819	Syal.g_00402	Prbh.g_00117
OG0000820	Syal.g_00403	Prbh.g_00118
OG0000821	Syal.g_00409	Prbh.g_00122
OG0000822	Syal.g_00411	Prbh.g_00123
OG0000823	Syal.g_00412	Prbh.g_00124
OG0000824	Syal.g_00417	Prbh.g_00127
OG0000825	Syal.g_00418	Prbh.g_00128
OG0000826	Syal.g_00419	Prbh.g_00129
OG0000827	Syal.g_00420	Prbh.g_00130
OG0000828	Syal.g_00423	Prbh.g_00133
OG0000829	Syal.g_00424	Prbh.g_00134
OG0000830	Syal.g_00425	Prbh.g_00135
OG0000831	Syal.g_00427	Prbh.g_00137
OG0000832	Syal.g_02967	Prbh.g_00147
OG0000833	Syal.g_02976	Prbh.g_00156
OG0000834	Syal.g_02979	Prbh.g_00157
OG0000835	Syal.g_02980	Prbh.g_00158
OG0000836	Syal.g_02983	Prbh.g_00159
OG0000837	Syal.g_02984	Prbh.g_00160
OG0000838	Syal.g_02988	Prbh.g_00163
OG0000839	Syal.g_02989	Prbh.g_00164
OG0000840	Syal.g_02990	Prbh.g_00165
OG0000841	Syal.g_02991	Prbh.g_00166
OG0000842	Syal.g_02992	Prbh.g_00167
OG0000843	Syal.g_02993	Prbh.g_00168
OG0000844	Syal.g_02995	Prbh.g_00169
OG0000845	Syal.g_02996	Prbh.g_00170
OG0000846	Syal.g_02997	Prbh.g_00171
OG0000847	Syal.g_02998	Prbh.g_00172
OG0000848	Syal.g_03000	Prbh.g_00173
OG0000849	Syal.g_03001	Prbh.g_00174
OG0000850	Syal.g_03008	Prbh.g_00176
OG0000851	Syal.g_00561	Prbh.g_00177
OG0000852	Syal.g_00562	Prbh.g_00178
OG0000853	Syal.g_00566	Prbh.g_00183
OG0000854	Syal.g_00568	Prbh.g_00185
OG0000855	Syal.g_00569	Prbh.g_00186
OG0000856	Syal.g_02704	Prbh.g_01454
OG0000857	Syal.g_01882	Prbh.g_00968
OG0000858	Syal.g_00576	Prbh.g_01789
OG0000859	Syal.g_00577	Prbh.g_01788
OG0000860	Syal.g_00589	Prbh.g_01780
OG0000861	Syal.g_00590	Prbh.g_01779
OG0000862	Syal.g_00591	Prbh.g_01778
OG0000863	Syal.g_00594	Prbh.g_01776
OG0000864	Syal.g_00595	Prbh.g_01775
OG0000865	Syal.g_00596	Prbh.g_01774
OG0000866	Syal.g_00597	Prbh.g_01773
OG0000867	Syal.g_00598	Prbh.g_01772
OG0000868	Syal.g_00604	Prbh.g_01770
OG0000869	Syal.g_00609	Prbh.g_01767
OG0000870	Syal.g_00614	Prbh.g_01762
OG0000871	Syal.g_00615	Prbh.g_01761
OG0000872	Syal.g_00621	Prbh.g_01760
OG0000873	Syal.g_00624	Prbh.g_01757
OG0000874	Syal.g_00627	Prbh.g_01754
OG0000875	Syal.g_00629	Prbh.g_01752
OG0000876	Syal.g_00631	Prbh.g_01751
OG0000877	Syal.g_00633	Prbh.g_01749
OG0000878	Syal.g_00634	Prbh.g_01748
OG0000879	Syal.g_00635	Prbh.g_01747
OG0000880	Syal.g_00636	Prbh.g_01746
OG0000881	Syal.g_00641	Prbh.g_01742
OG0000882	Syal.g_00646	Prbh.g_01737
OG0000883	Syal.g_00648	Prbh.g_01735
OG0000884	Syal.g_00650	Prbh.g_01733
OG0000885	Syal.g_00651	Prbh.g_01732
OG0000886	Syal.g_00652	Prbh.g_01731
OG0000887	Syal.g_00653	Prbh.g_01730
OG0000888	Syal.g_00655	Prbh.g_01728
OG0000889	Syal.g_00657	Prbh.g_01726
OG0000890	Syal.g_00663	Prbh.g_01725
OG0000891	Syal.g_00664	Prbh.g_01724
OG0000892	Syal.g_00668	Prbh.g_01723
OG0000893	Syal.g_00193	Prbh.g_01719
OG0000894	Syal.g_00196	Prbh.g_01716
OG0000895	Syal.g_00200	Prbh.g_01712
OG0000896	Syal.g_00201	Prbh.g_01711
OG0000897	Syal.g_00203	Prbh.g_01709
OG0000898	Syal.g_00204	Prbh.g_01708
OG0000899	Syal.g_00205	Prbh.g_01707
OG0000900	Syal.g_00206	Prbh.g_01706
OG0000901	Syal.g_00211	Prbh.g_01703
OG0000902	Syal.g_00213	Prbh.g_01701
OG0000903	Syal.g_00227	Prbh.g_01697
OG0000904	Syal.g_00222	Prbh.g_01692
OG0000905	Syal.g_00217	Prbh.g_01699
OG0000906	Syal.g_00215	Prbh.g_01700
OG0000907	Syal.g_00229	Prbh.g_01687
OG0000908	Syal.g_00232	Prbh.g_01684
OG0000909	Syal.g_00233	Prbh.g_01683
OG0000910	Syal.g_00234	Prbh.g_01682
OG0000911	Syal.g_00237	Prbh.g_01680
OG0000912	Syal.g_00238	Prbh.g_01679
OG0000913	Syal.g_00239	Prbh.g_01678
OG0000914	Syal.g_00240	Prbh.g_01677
OG0000915	Syal.g_00241	Prbh.g_01676
OG0000916	Syal.g_00242	Prbh.g_01675
OG0000917	Syal.g_00243	Prbh.g_01674
OG0000918	Syal.g_00244	Prbh.g_01673
OG0000919	Syal.g_00245	Prbh.g_01672
OG0000920	Syal.g_00246	Prbh.g_01671
OG0000921	Syal.g_00247	Prbh.g_01670
OG0000922	Syal.g_00248	Prbh.g_01669
OG0000923	Syal.g_00252	Prbh.g_01665
OG0000924	Syal.g_00253	Prbh.g_01664
OG0000925	Syal.g_00254	Prbh.g_01663
OG0000926	Syal.g_00255	Prbh.g_01662
OG0000927	Syal.g_00257	Prbh.g_01660
OG0000928	Syal.g_00258	Prbh.g_01659
OG0000929	Syal.g_00259	Prbh.g_01658
OG0000930	Syal.g_00260	Prbh.g_01657
OG0000931	Syal.g_00261	Prbh.g_01656
OG0000932	Syal.g_00262	Prbh.g_01655
OG0000933	Syal.g_00268	Prbh.g_01651
OG0000934	Syal.g_00270	Prbh.g_01649
OG0000935	Syal.g_00271	Prbh.g_01648
OG0000936	Syal.g_00272	Prbh.g_01647
OG0000937	Syal.g_00273	Prbh.g_01646
OG0000938	Syal.g_00276	Prbh.g_01643
OG0000939	Syal.g_00277	Prbh.g_01642
OG0000940	Syal.g_00285	Prbh.g_01635
OG0000941	Syal.g_00287	Prbh.g_01633
OG0000942	Syal.g_00289	Prbh.g_01631
OG0000943	Syal.g_00290	Prbh.g_01630
OG0000944	Syal.g_00292	Prbh.g_01628
OG0000945	Syal.g_00294	Prbh.g_01627
OG0000946	Syal.g_00301	Prbh.g_01621
OG0000947	Syal.g_00304	Prbh.g_01619
OG0000948	Syal.g_00305	Prbh.g_01618
OG0000949	Syal.g_01341	Prbh.g_01615
OG0000950	Syal.g_01348	Prbh.g_01608
OG0000951	Syal.g_01353	Prbh.g_01604
OG0000952	Syal.g_01363	Prbh.g_01600
OG0000953	Syal.g_01435	Prbh.g_01596
OG0000954	Syal.g_01443	Prbh.g_01592
OG0000955	Syal.g_01444	Prbh.g_01591
OG0000956	Syal.g_01446	Prbh.g_01589
OG0000957	Syal.g_01457	Prbh.g_01583
OG0000958	Syal.g_01458	Prbh.g_01582
OG0000959	Syal.g_01482	Prbh.g_01578
OG0000960	Syal.g_01483	Prbh.g_01577
OG0000961	Syal.g_01507	Prbh.g_01574
OG0000962	Syal.g_01509	Prbh.g_01572
OG0000963	Syal.g_01514	Prbh.g_01568
OG0000964	Syal.g_01515	Prbh.g_01567
OG0000965	Syal.g_01516	Prbh.g_01566
OG0000966	Syal.g_00176	Prbh.g_01560
OG0000967	Syal.g_00171	Prbh.g_01556
OG0000968	Syal.g_00169	Prbh.g_01554
OG0000969	Syal.g_00167	Prbh.g_01553
OG0000970	Syal.g_00166	Prbh.g_01552
OG0000971	Syal.g_00164	Prbh.g_01551
OG0000972	Syal.g_00163	Prbh.g_01550
OG0000973	Syal.g_00162	Prbh.g_01549
OG0000974	Syal.g_00161	Prbh.g_01548
OG0000975	Syal.g_00160	Prbh.g_01547
OG0000976	Syal.g_00159	Prbh.g_01546
OG0000977	Syal.g_00157	Prbh.g_01545
OG0000978	Syal.g_00156	Prbh.g_01544
OG0000979	Syal.g_00153	Prbh.g_01541
OG0000980	Syal.g_00150	Prbh.g_01539
OG0000981	Syal.g_00147	Prbh.g_01536
OG0000982	Syal.g_01068	Prbh.g_01534
OG0000983	Syal.g_01069	Prbh.g_01533
OG0000984	Syal.g_01070	Prbh.g_01532
OG0000985	Syal.g_01074	Prbh.g_01529
OG0000986	Syal.g_01076	Prbh.g_01527
OG0000987	Syal.g_01080	Prbh.g_01526
OG0000988	Syal.g_01086	Prbh.g_01523
OG0000989	Syal.g_01098	Prbh.g_01519
OG0000990	Syal.g_01118	Prbh.g_01514
OG0000991	Syal.g_01120	Prbh.g_01513
OG0000992	Syal.g_01122	Prbh.g_01510
OG0000993	Syal.g_01123	Prbh.g_01509
OG0000994	Syal.g_01127	Prbh.g_01508
OG0000995	Syal.g_01132	Prbh.g_01504
OG0000996	Syal.g_01162	Prbh.g_01503
OG0000997	Syal.g_01171	Prbh.g_01501
OG0000998	Syal.g_01173	Prbh.g_01499
OG0000999	Syal.g_01174	Prbh.g_01498
OG0001000	Syal.g_01177	Prbh.g_01495
OG0001001	Syal.g_01182	Prbh.g_01490
OG0001002	Syal.g_00082	Prbh.g_01485
OG0001003	Syal.g_00084	Prbh.g_01484
OG0001004	Syal.g_00085	Prbh.g_01483
OG0001005	Syal.g_00087	Prbh.g_01482
OG0001006	Syal.g_00094	Prbh.g_01478
OG0001007	Syal.g_00096	Prbh.g_01476
OG0001008	Syal.g_00524	Prbh.g_00395
OG0001009	Syal.g_00129	Prbh.g_00753
OG0001010	Syal.g_00130	Prbh.g_00752
OG0001011	Syal.g_00131	Prbh.g_00751
OG0001012	Syal.g_01064	Prbh.g_00739
OG0001013	Syal.g_01026	Prbh.g_00732
OG0001014	Syal.g_01022	Prbh.g_00729
OG0001015	Syal.g_01021	Prbh.g_00728
OG0001016	Syal.g_00756	Prbh.g_00709
OG0001017	Syal.g_00762	Prbh.g_00705
OG0001018	Syal.g_00764	Prbh.g_00703
OG0001019	Syal.g_00785	Prbh.g_00694
OG0001020	Syal.g_00796	Prbh.g_00693
OG0001021	Syal.g_00800	Prbh.g_00692
OG0001022	Syal.g_00805	Prbh.g_00689
OG0001023	Syal.g_00806	Prbh.g_00688
OG0001024	Syal.g_00810	Prbh.g_00685
OG0001025	Syal.g_00817	Prbh.g_00678
OG0001026	Syal.g_00830	Prbh.g_00670
OG0001027	Syal.g_00834	Prbh.g_00669
OG0001028	Syal.g_00836	Prbh.g_00667
OG0001029	Syal.g_00838	Prbh.g_00666
OG0001030	Syal.g_00860	Prbh.g_00650
OG0001031	Syal.g_00936	Prbh.g_00596
OG0001032	Syal.g_00938	Prbh.g_00595
OG0001033	Syal.g_00972	Prbh.g_00574
OG0001034	Syal.g_00684	Prbh.g_00544
OG0001035	Syal.g_01226	Prbh.g_00524
OG0001036	Syal.g_01231	Prbh.g_00520
OG0001037	Syal.g_01233	Prbh.g_00519
OG0001038	Syal.g_01261	Prbh.g_00501
OG0001039	Syal.g_01264	Prbh.g_00498
OG0001040	Syal.g_01267	Prbh.g_00496
OG0001041	Syal.g_01272	Prbh.g_00491
OG0001042	Syal.g_01300	Prbh.g_00474
OG0001043	Syal.g_01304	Prbh.g_00473
OG0001044	Syal.g_00346	Prbh.g_00440
OG0001045	Syal.g_00359	Prbh.g_00430
OG0001046	Syal.g_01967	Prbh.g_01877
OG0001047	Syal.g_00522	Prbh.g_00393
OG0001048	Syal.g_00521	Prbh.g_00392
OG0001049	Syal.g_00518	Prbh.g_00390
OG0001050	Syal.g_00517	Prbh.g_00389
OG0001051	Syal.g_00516	Prbh.g_00388
OG0001052	Syal.g_00467	Prbh.g_00360
OG0001053	Syal.g_02900	Prbh.g_00348
OG0001054	Syal.g_02919	Prbh.g_00333
OG0001055	Syal.g_02940	Prbh.g_00313
OG0001056	Syal.g_02833	Prbh.g_00293
OG0001057	Syal.g_01574	Prbh.g_00289
OG0001058	Syal.g_02812	Prbh.g_00281
OG0001059	Syal.g_02808	Prbh.g_00277
OG0001060	Syal.g_02801	Prbh.g_00270
OG0001061	Syal.g_02783	Prbh.g_00255
OG0001062	Syal.g_02781	Prbh.g_00253
OG0001063	Syal.g_02776	Prbh.g_00251
OG0001064	Syal.g_02775	Prbh.g_00250
OG0001065	Syal.g_02774	Prbh.g_00249
OG0001066	Syal.g_02773	Prbh.g_00248
OG0001067	Syal.g_02772	Prbh.g_00247
OG0001068	Syal.g_02771	Prbh.g_00246
OG0001069	Syal.g_02770	Prbh.g_00245
OG0001070	Syal.g_02766	Prbh.g_00243
OG0001071	Syal.g_02765	Prbh.g_00242
OG0001072	Syal.g_02761	Prbh.g_00240
OG0001073	Syal.g_02746	Prbh.g_00226
OG0001074	Syal.g_02575	Prbh.g_00214
OG0001075	Syal.g_02726	Prbh.g_00213
OG0001076	Syal.g_02712	Prbh.g_01459
OG0001077	Syal.g_02702	Prbh.g_01453
OG0001078	Syal.g_02635	Prbh.g_01217
OG0001079	Syal.g_02618	Prbh.g_01206
OG0001080	Syal.g_02514	Prbh.g_01200
OG0001081	Syal.g_02175	Prbh.g_01198
OG0001082	Syal.g_02176	Prbh.g_01197
OG0001083	Syal.g_02184	Prbh.g_01192
OG0001084	Syal.g_02187	Prbh.g_01191
OG0001085	Syal.g_02206	Prbh.g_00904
OG0001086	Syal.g_02208	Prbh.g_00905
OG0001087	Syal.g_01782	Prbh.g_00923
OG0001088	Syal.g_01785	Prbh.g_00924
OG0001089	Syal.g_01811	Prbh.g_00935
OG0001090	Syal.g_01859	Prbh.g_00946
OG0001091	Syal.g_01862	Prbh.g_01170
OG0001092	Syal.g_01864	Prbh.g_01169
OG0001093	Syal.g_02419	Prbh.g_01164
OG0001094	Syal.g_02216	Prbh.g_01171
OG0001095	Syal.g_01879	Prbh.g_00966
OG0001096	Syal.g_02447	Prbh.g_00980
OG0001097	Syal.g_02473	Prbh.g_00999
OG0001098	Syal.g_02083	Prbh.g_01019
OG0001099	Syal.g_00837	Prbh.g_00861
OG0001100	Syal.g_02293	Prbh.g_00870
OG0001101	Syal.g_02292	Prbh.g_00872
OG0001102	Syal.g_02289	Prbh.g_00875
OG0001103	Syal.g_02287	Prbh.g_00877
OG0001104	Syal.g_02241	Prbh.g_00899
OG0001105	Syal.g_02236	Prbh.g_00903
OG0001106	Syal.g_02007	Prbh.g_01074
OG0001107	Syal.g_01993	Prbh.g_01084
OG0001108	Syal.g_01985	Prbh.g_01088
OG0001109	Syal.g_01983	Prbh.g_01089
OG0001110	Syal.g_01981	Prbh.g_01091
OG0001111	Syal.g_01979	Prbh.g_01092
OG0001112	Syal.g_01977	Prbh.g_01093
OG0001113	Syal.g_02244	Prbh.g_01094
OG0001114	Syal.g_01976	Prbh.g_01095
OG0001115	Syal.g_01972	Prbh.g_01097
OG0001116	Syal.g_01970	Prbh.g_01098
OG0001117	Syal.g_01969	Prbh.g_01099
OG0001118	Syal.g_01968	Prbh.g_01100
OG0001119	Syal.g_01966	Prbh.g_01101
