Orthogroup	Syal	Prag
OG0000585	Syal.g_02731	Prag.g_00590
OG0000586	Syal.g_02730	Prag.g_00591
OG0000587	Syal.g_02728	Prag.g_00592
OG0000588	Syal.g_02717	Prag.g_00596
OG0000589	Syal.g_02714	Prag.g_00599
OG0000590	Syal.g_02713	Prag.g_00600
OG0000591	Syal.g_02707	Prag.g_00603
OG0000592	Syal.g_02706	Prag.g_00604
OG0000593	Syal.g_02640	Prag.g_00610
OG0000594	Syal.g_02639	Prag.g_00611
OG0000595	Syal.g_02638	Prag.g_00612
OG0000596	Syal.g_02633	Prag.g_00616
OG0000597	Syal.g_02630	Prag.g_00618
OG0000598	Syal.g_02629	Prag.g_00619
OG0000599	Syal.g_02622	Prag.g_00622
OG0000600	Syal.g_02621	Prag.g_00623
OG0000601	Syal.g_02620	Prag.g_00624
OG0000602	Syal.g_02615	Prag.g_00626
OG0000603	Syal.g_02614	Prag.g_00627
OG0000604	Syal.g_02612	Prag.g_00628
OG0000605	Syal.g_02516	Prag.g_00629
OG0000606	Syal.g_02174	Prag.g_00632
OG0000607	Syal.g_02177	Prag.g_00635
OG0000608	Syal.g_02178	Prag.g_00636
OG0000609	Syal.g_02180	Prag.g_00637
OG0000610	Syal.g_02198	Prag.g_00642
OG0000611	Syal.g_02201	Prag.g_00645
OG0000612	Syal.g_02202	Prag.g_00646
OG0000613	Syal.g_01325	Prag.g_00651
OG0000614	Syal.g_01794	Prag.g_00670
OG0000615	Syal.g_02256	Prag.g_00678
OG0000616	Syal.g_00079	Prag.g_00682
OG0000617	Syal.g_01866	Prag.g_00698
OG0000618	Syal.g_01867	Prag.g_00699
OG0000619	Syal.g_02417	Prag.g_00700
OG0000620	Syal.g_02422	Prag.g_00703
OG0000621	Syal.g_02423	Prag.g_00704
OG0000622	Syal.g_02424	Prag.g_00705
OG0000623	Syal.g_02425	Prag.g_00706
OG0000624	Syal.g_02427	Prag.g_00707
OG0000625	Syal.g_02428	Prag.g_00708
OG0000626	Syal.g_02429	Prag.g_00709
OG0000627	Syal.g_02048	Prag.g_00710
OG0000628	Syal.g_02047	Prag.g_00711
OG0000629	Syal.g_02044	Prag.g_00712
OG0000630	Syal.g_02040	Prag.g_00715
OG0000631	Syal.g_02031	Prag.g_00797
OG0000632	Syal.g_02030	Prag.g_00798
OG0000633	Syal.g_02029	Prag.g_00799
OG0000634	Syal.g_02410	Prag.g_00802
OG0000635	Syal.g_02411	Prag.g_00803
OG0000636	Syal.g_02413	Prag.g_00805
OG0000637	Syal.g_02415	Prag.g_00807
OG0000638	Syal.g_02416	Prag.g_00808
OG0000639	Syal.g_01868	Prag.g_00809
OG0000640	Syal.g_01869	Prag.g_00810
OG0000641	Syal.g_01873	Prag.g_00814
OG0000642	Syal.g_01874	Prag.g_00815
OG0000643	Syal.g_01875	Prag.g_00816
OG0000644	Syal.g_01876	Prag.g_00817
OG0000645	Syal.g_01878	Prag.g_00818
OG0000646	Syal.g_01881	Prag.g_00820
OG0000647	Syal.g_01883	Prag.g_00821
OG0000648	Syal.g_02438	Prag.g_00823
OG0000649	Syal.g_02439	Prag.g_00824
OG0000650	Syal.g_02440	Prag.g_00825
OG0000651	Syal.g_02441	Prag.g_00826
OG0000652	Syal.g_02442	Prag.g_00827
OG0000653	Syal.g_02444	Prag.g_00829
OG0000654	Syal.g_02445	Prag.g_00830
OG0000655	Syal.g_02446	Prag.g_00831
OG0000656	Syal.g_02449	Prag.g_00834
OG0000657	Syal.g_02460	Prag.g_00840
OG0000658	Syal.g_02465	Prag.g_00841
OG0000659	Syal.g_02466	Prag.g_00842
OG0000660	Syal.g_02470	Prag.g_00846
OG0000661	Syal.g_02472	Prag.g_00848
OG0000662	Syal.g_02474	Prag.g_00850
OG0000663	Syal.g_02477	Prag.g_00852
OG0000664	Syal.g_02478	Prag.g_00853
OG0000665	Syal.g_02593	Prag.g_00857
OG0000666	Syal.g_02605	Prag.g_00858
OG0000667	Syal.g_02192	Prag.g_00862
OG0000668	Syal.g_01920	Prag.g_00892
OG0000669	Syal.g_02295	Prag.g_00898
OG0000670	Syal.g_02956	Prag.g_00900
OG0000671	Syal.g_02291	Prag.g_00902
OG0000672	Syal.g_02288	Prag.g_00904
OG0000673	Syal.g_02285	Prag.g_00907
OG0000674	Syal.g_02283	Prag.g_00909
OG0000675	Syal.g_02282	Prag.g_00910
OG0000676	Syal.g_02272	Prag.g_00912
OG0000677	Syal.g_02271	Prag.g_00913
OG0000678	Syal.g_02264	Prag.g_00915
OG0000679	Syal.g_02252	Prag.g_00919
OG0000680	Syal.g_02251	Prag.g_00920
OG0000681	Syal.g_02248	Prag.g_00922
OG0000682	Syal.g_02247	Prag.g_00923
OG0000683	Syal.g_02246	Prag.g_00924
OG0000684	Syal.g_02242	Prag.g_00926
OG0000685	Syal.g_02240	Prag.g_00928
OG0000686	Syal.g_02239	Prag.g_00929
OG0000687	Syal.g_02237	Prag.g_00930
OG0000688	Syal.g_02225	Prag.g_00933
OG0000689	Syal.g_02223	Prag.g_00934
OG0000690	Syal.g_02222	Prag.g_00935
OG0000691	Syal.g_02221	Prag.g_00936
OG0000692	Syal.g_02220	Prag.g_00938
OG0000693	Syal.g_02218	Prag.g_00939
OG0000694	Syal.g_02217	Prag.g_00940
OG0000695	Syal.g_02027	Prag.g_00942
OG0000696	Syal.g_02026	Prag.g_00943
OG0000697	Syal.g_02025	Prag.g_00944
OG0000698	Syal.g_02022	Prag.g_00947
OG0000699	Syal.g_02021	Prag.g_00948
OG0000700	Syal.g_02020	Prag.g_00949
OG0000701	Syal.g_02019	Prag.g_00950
OG0000702	Syal.g_02011	Prag.g_00952
OG0000703	Syal.g_02010	Prag.g_00953
OG0000704	Syal.g_02008	Prag.g_00954
OG0000705	Syal.g_01999	Prag.g_00958
OG0000706	Syal.g_01998	Prag.g_00959
OG0000707	Syal.g_01997	Prag.g_00960
OG0000708	Syal.g_01994	Prag.g_00961
OG0000709	Syal.g_01986	Prag.g_00965
OG0000710	Syal.g_01982	Prag.g_00968
OG0000711	Syal.g_01954	Prag.g_00985
OG0000712	Syal.g_01952	Prag.g_00987
OG0000713	Syal.g_01951	Prag.g_00988
OG0000714	Syal.g_01948	Prag.g_00989
OG0000715	Syal.g_01934	Prag.g_00991
OG0000716	Syal.g_01930	Prag.g_00993
OG0000717	Syal.g_01929	Prag.g_00994
OG0000718	Syal.g_01925	Prag.g_01005
OG0000719	Syal.g_01922	Prag.g_01007
OG0000720	Syal.g_01908	Prag.g_01016
OG0000721	Syal.g_01906	Prag.g_01018
OG0000722	Syal.g_01905	Prag.g_01019
OG0000723	Syal.g_02433	Prag.g_01022
OG0000724	Syal.g_01829	Prag.g_01031
OG0000725	Syal.g_01820	Prag.g_01037
OG0000726	Syal.g_01819	Prag.g_01038
OG0000727	Syal.g_01818	Prag.g_01039
OG0000728	Syal.g_01816	Prag.g_01041
OG0000729	Syal.g_01510	Prag.g_01087
OG0000730	Syal.g_00345	Prag.g_01091
OG0000731	Syal.g_00356	Prag.g_01095
OG0000732	Syal.g_00149	Prag.g_01102
OG0000733	Syal.g_01105	Prag.g_01121
OG0000734	Syal.g_00828	Prag.g_01138
OG0000735	Syal.g_01627	Prag.g_01140
OG0000736	Syal.g_01628	Prag.g_01141
OG0000737	Syal.g_01629	Prag.g_01142
OG0000738	Syal.g_01634	Prag.g_01146
OG0000739	Syal.g_01645	Prag.g_01147
OG0000740	Syal.g_01646	Prag.g_01148
OG0000741	Syal.g_01649	Prag.g_01149
OG0000742	Syal.g_01652	Prag.g_01152
OG0000743	Syal.g_01654	Prag.g_01154
OG0000744	Syal.g_01655	Prag.g_01155
OG0000745	Syal.g_01657	Prag.g_01156
OG0000746	Syal.g_01659	Prag.g_01158
OG0000747	Syal.g_01660	Prag.g_01159
OG0000748	Syal.g_01674	Prag.g_01162
OG0000749	Syal.g_01675	Prag.g_01163
OG0000750	Syal.g_01676	Prag.g_01164
OG0000751	Syal.g_01688	Prag.g_01166
OG0000752	Syal.g_01690	Prag.g_01168
OG0000753	Syal.g_01693	Prag.g_01171
OG0000754	Syal.g_01698	Prag.g_01174
OG0000755	Syal.g_01707	Prag.g_01177
OG0000756	Syal.g_01708	Prag.g_01178
OG0000757	Syal.g_01715	Prag.g_01184
OG0000758	Syal.g_01716	Prag.g_01185
OG0000759	Syal.g_01717	Prag.g_01186
OG0000760	Syal.g_01718	Prag.g_01187
OG0000761	Syal.g_01719	Prag.g_01188
OG0000762	Syal.g_01721	Prag.g_01189
OG0000763	Syal.g_01723	Prag.g_01191
OG0000764	Syal.g_01724	Prag.g_01192
OG0000765	Syal.g_01768	Prag.g_01201
OG0000766	Syal.g_01767	Prag.g_01202
OG0000767	Syal.g_01765	Prag.g_01204
OG0000768	Syal.g_01764	Prag.g_01205
OG0000769	Syal.g_01762	Prag.g_01207
OG0000770	Syal.g_01758	Prag.g_01209
OG0000771	Syal.g_01835	Prag.g_01219
OG0000772	Syal.g_01641	Prag.g_01328
OG0000773	Syal.g_01618	Prag.g_01344
OG0000774	Syal.g_01610	Prag.g_01346
OG0000775	Syal.g_01608	Prag.g_01350
OG0000776	Syal.g_01607	Prag.g_01351
OG0000777	Syal.g_01606	Prag.g_01352
OG0000778	Syal.g_01605	Prag.g_01353
OG0000779	Syal.g_01599	Prag.g_01357
OG0000780	Syal.g_01594	Prag.g_01358
OG0000781	Syal.g_01590	Prag.g_01361
OG0000782	Syal.g_01589	Prag.g_01362
OG0000783	Syal.g_01588	Prag.g_01363
OG0000784	Syal.g_01587	Prag.g_01364
OG0000785	Syal.g_01585	Prag.g_01366
OG0000786	Syal.g_01579	Prag.g_01368
OG0000787	Syal.g_01578	Prag.g_01369
OG0000788	Syal.g_02619	Prag.g_01376
OG0000789	Syal.g_02598	Prag.g_01379
OG0000790	Syal.g_02883	Prag.g_01394
OG0000791	Syal.g_02882	Prag.g_01396
OG0000792	Syal.g_02881	Prag.g_01397
OG0000793	Syal.g_02876	Prag.g_01400
OG0000794	Syal.g_02875	Prag.g_01401
OG0000795	Syal.g_02874	Prag.g_01402
OG0000796	Syal.g_02870	Prag.g_01406
OG0000797	Syal.g_02869	Prag.g_01407
OG0000798	Syal.g_01260, Syal.g_01372	Prag.g_01430
OG0000799	Syal.g_01547	Prag.g_01470
OG0000800	Syal.g_01542	Prag.g_01471
OG0000801	Syal.g_01541	Prag.g_01472
OG0000802	Syal.g_01536	Prag.g_01474
OG0000803	Syal.g_00040	Prag.g_01476
OG0000804	Syal.g_00036	Prag.g_01477
OG0000805	Syal.g_00030	Prag.g_01479
OG0000806	Syal.g_00028	Prag.g_01481
OG0000807	Syal.g_00026	Prag.g_01482
OG0000808	Syal.g_00025	Prag.g_01483
OG0000809	Syal.g_00022	Prag.g_01486
OG0000810	Syal.g_00021	Prag.g_01487
OG0000811	Syal.g_00380	Prag.g_01493
OG0000812	Syal.g_00382	Prag.g_01495
OG0000813	Syal.g_00383	Prag.g_01496
OG0000814	Syal.g_00385	Prag.g_01498
OG0000815	Syal.g_00391	Prag.g_01499
OG0000816	Syal.g_00393	Prag.g_01501
OG0000817	Syal.g_00394	Prag.g_01502
OG0000818	Syal.g_00401	Prag.g_01507
OG0000819	Syal.g_00402	Prag.g_01508
OG0000820	Syal.g_00403	Prag.g_01509
OG0000821	Syal.g_00409	Prag.g_01512
OG0000822	Syal.g_00411	Prag.g_01513
OG0000823	Syal.g_00412	Prag.g_01514
OG0000824	Syal.g_00417	Prag.g_01517
OG0000825	Syal.g_00418	Prag.g_01518
OG0000826	Syal.g_00419	Prag.g_01519
OG0000827	Syal.g_00420	Prag.g_01520
OG0000828	Syal.g_00423	Prag.g_01524
OG0000829	Syal.g_00424	Prag.g_01525
OG0000830	Syal.g_00425	Prag.g_01526
OG0000831	Syal.g_00427	Prag.g_01528
OG0000832	Syal.g_02967	Prag.g_01534
OG0000833	Syal.g_02976	Prag.g_01542
OG0000834	Syal.g_02979	Prag.g_01543
OG0000835	Syal.g_02980	Prag.g_01544
OG0000836	Syal.g_02983	Prag.g_01545
OG0000837	Syal.g_02984	Prag.g_01546
OG0000838	Syal.g_02988	Prag.g_01548
OG0000839	Syal.g_02989	Prag.g_01549
OG0000840	Syal.g_02990	Prag.g_01550
OG0000841	Syal.g_02991	Prag.g_01551
OG0000842	Syal.g_02992	Prag.g_01552
OG0000843	Syal.g_02993	Prag.g_01553
OG0000844	Syal.g_02995	Prag.g_01554
OG0000845	Syal.g_02996	Prag.g_01555
OG0000846	Syal.g_02997	Prag.g_01556
OG0000847	Syal.g_02998	Prag.g_01557
OG0000848	Syal.g_03000	Prag.g_01558
OG0000849	Syal.g_03001	Prag.g_01559
OG0000850	Syal.g_03008	Prag.g_01561
OG0000851	Syal.g_00561	Prag.g_01562
OG0000852	Syal.g_00562	Prag.g_01563
OG0000853	Syal.g_00566	Prag.g_01567
OG0000854	Syal.g_00568	Prag.g_01569
OG0000855	Syal.g_00569	Prag.g_01570
OG0000856	Syal.g_02704	Prag.g_01583
OG0000857	Syal.g_01882	Prag.g_01611
OG0000858	Syal.g_00576	Prag.g_01663
OG0000859	Syal.g_00577	Prag.g_01664
OG0000860	Syal.g_00589	Prag.g_01671
OG0000861	Syal.g_00590	Prag.g_01672
OG0000862	Syal.g_00591	Prag.g_01673
OG0000863	Syal.g_00594	Prag.g_01675
OG0000864	Syal.g_00595	Prag.g_01676
OG0000865	Syal.g_00596	Prag.g_01677
OG0000866	Syal.g_00597	Prag.g_01678
OG0000867	Syal.g_00598	Prag.g_01679
OG0000868	Syal.g_00604	Prag.g_01680
OG0000869	Syal.g_00609	Prag.g_01684
OG0000870	Syal.g_00614	Prag.g_01689
OG0000871	Syal.g_00615	Prag.g_01690
OG0000872	Syal.g_00621	Prag.g_01691
OG0000873	Syal.g_00624	Prag.g_01694
OG0000874	Syal.g_00627	Prag.g_01697
OG0000875	Syal.g_00629	Prag.g_01698
OG0000876	Syal.g_00631	Prag.g_01699
OG0000877	Syal.g_00633	Prag.g_01701
OG0000878	Syal.g_00634	Prag.g_01702
OG0000879	Syal.g_00635	Prag.g_01703
OG0000880	Syal.g_00636	Prag.g_01704
OG0000881	Syal.g_00641	Prag.g_01708
OG0000882	Syal.g_00646	Prag.g_01713
OG0000883	Syal.g_00648	Prag.g_01715
OG0000884	Syal.g_00650	Prag.g_01717
OG0000885	Syal.g_00651	Prag.g_01718
OG0000886	Syal.g_00652	Prag.g_01719
OG0000887	Syal.g_00653	Prag.g_01720
OG0000888	Syal.g_00655	Prag.g_01722
OG0000889	Syal.g_00657	Prag.g_01724
OG0000890	Syal.g_00663	Prag.g_01725
OG0000891	Syal.g_00664	Prag.g_01726
OG0000892	Syal.g_00668	Prag.g_01728
OG0000893	Syal.g_00193	Prag.g_01732
OG0000894	Syal.g_00196	Prag.g_01734
OG0000895	Syal.g_00200	Prag.g_01737
OG0000896	Syal.g_00201	Prag.g_01738
OG0000897	Syal.g_00203	Prag.g_01740
OG0000898	Syal.g_00204	Prag.g_01741
OG0000899	Syal.g_00205	Prag.g_01742
OG0000900	Syal.g_00206	Prag.g_01743
OG0000901	Syal.g_00211	Prag.g_01746
OG0000902	Syal.g_00213	Prag.g_01748
OG0000903	Syal.g_00227	Prag.g_01751
OG0000904	Syal.g_00222	Prag.g_01753
OG0000905	Syal.g_00217	Prag.g_01757
OG0000906	Syal.g_00215	Prag.g_01758
OG0000907	Syal.g_00229	Prag.g_01762
OG0000908	Syal.g_00232	Prag.g_01765
OG0000909	Syal.g_00233	Prag.g_01766
OG0000910	Syal.g_00234	Prag.g_01767
OG0000911	Syal.g_00237	Prag.g_01769
OG0000912	Syal.g_00238	Prag.g_01770
OG0000913	Syal.g_00239	Prag.g_01771
OG0000914	Syal.g_00240	Prag.g_01772
OG0000915	Syal.g_00241	Prag.g_01773
OG0000916	Syal.g_00242	Prag.g_01774
OG0000917	Syal.g_00243	Prag.g_01775
OG0000918	Syal.g_00244	Prag.g_01776
OG0000919	Syal.g_00245	Prag.g_01777
OG0000920	Syal.g_00246	Prag.g_01778
OG0000921	Syal.g_00247	Prag.g_01779
OG0000922	Syal.g_00248	Prag.g_01780
OG0000923	Syal.g_00252	Prag.g_01784
OG0000924	Syal.g_00253	Prag.g_01785
OG0000925	Syal.g_00254	Prag.g_01786
OG0000926	Syal.g_00255	Prag.g_01787
OG0000927	Syal.g_00257	Prag.g_01789
OG0000928	Syal.g_00258	Prag.g_01790
OG0000929	Syal.g_00259	Prag.g_01791
OG0000930	Syal.g_00260	Prag.g_01792
OG0000931	Syal.g_00261	Prag.g_01793
OG0000932	Syal.g_00262	Prag.g_01794
OG0000933	Syal.g_00268	Prag.g_01798
OG0000934	Syal.g_00270	Prag.g_01800
OG0000935	Syal.g_00271	Prag.g_01801
OG0000936	Syal.g_00272	Prag.g_01802
OG0000937	Syal.g_00273	Prag.g_01803
OG0000938	Syal.g_00276	Prag.g_01805
OG0000939	Syal.g_00277	Prag.g_01806
OG0000940	Syal.g_00285	Prag.g_01813
OG0000941	Syal.g_00287	Prag.g_01815
OG0000942	Syal.g_00289	Prag.g_01817
OG0000943	Syal.g_00290	Prag.g_01818
OG0000944	Syal.g_00292	Prag.g_01819
OG0000945	Syal.g_00294	Prag.g_01820
OG0000946	Syal.g_00301	Prag.g_01824
OG0000947	Syal.g_00304	Prag.g_01826
OG0000948	Syal.g_00305	Prag.g_01827
OG0000949	Syal.g_01341	Prag.g_01830
OG0000950	Syal.g_01348	Prag.g_01835
OG0000951	Syal.g_01353	Prag.g_01839
OG0000952	Syal.g_01363	Prag.g_01843
OG0000953	Syal.g_01435	Prag.g_01846
OG0000954	Syal.g_01443	Prag.g_01850
OG0000955	Syal.g_01444	Prag.g_01851
OG0000956	Syal.g_01446	Prag.g_01853
OG0000957	Syal.g_01457	Prag.g_01859
OG0000958	Syal.g_01458	Prag.g_01860
OG0000959	Syal.g_01482	Prag.g_01864
OG0000960	Syal.g_01483	Prag.g_01865
OG0000961	Syal.g_01507	Prag.g_01867
OG0000962	Syal.g_01509	Prag.g_01869
OG0000963	Syal.g_01514	Prag.g_01873
OG0000964	Syal.g_01515	Prag.g_01874
OG0000965	Syal.g_01516	Prag.g_01875
OG0000966	Syal.g_00176	Prag.g_01882
OG0000967	Syal.g_00171	Prag.g_01886
OG0000968	Syal.g_00169	Prag.g_01888
OG0000969	Syal.g_00167	Prag.g_01889
OG0000970	Syal.g_00166	Prag.g_01890
OG0000971	Syal.g_00164	Prag.g_01891
OG0000972	Syal.g_00163	Prag.g_01892
OG0000973	Syal.g_00162	Prag.g_01893
OG0000974	Syal.g_00161	Prag.g_01894
OG0000975	Syal.g_00160	Prag.g_01895
OG0000976	Syal.g_00159	Prag.g_01896
OG0000977	Syal.g_00157	Prag.g_01897
OG0000978	Syal.g_00156	Prag.g_01898
OG0000979	Syal.g_00153	Prag.g_01901
OG0000980	Syal.g_00150	Prag.g_01903
OG0000981	Syal.g_00147	Prag.g_01905
OG0000982	Syal.g_01068	Prag.g_01907
OG0000983	Syal.g_01069	Prag.g_01908
OG0000984	Syal.g_01070	Prag.g_01909
OG0000985	Syal.g_01074	Prag.g_01912
OG0000986	Syal.g_01076	Prag.g_01914
OG0000987	Syal.g_01080	Prag.g_01915
OG0000988	Syal.g_01086	Prag.g_01918
OG0000989	Syal.g_01098	Prag.g_01922
OG0000990	Syal.g_01118	Prag.g_01925
OG0000991	Syal.g_01120	Prag.g_01926
OG0000992	Syal.g_01122	Prag.g_01928
OG0000993	Syal.g_01123	Prag.g_01929
OG0000994	Syal.g_01127	Prag.g_01930
OG0000995	Syal.g_01132	Prag.g_01934
OG0000996	Syal.g_01162	Prag.g_01935
OG0000997	Syal.g_01171	Prag.g_01936
OG0000998	Syal.g_01173	Prag.g_01938
OG0000999	Syal.g_01174	Prag.g_01939
OG0001000	Syal.g_01177	Prag.g_01942
OG0001001	Syal.g_01182	Prag.g_01944
OG0001002	Syal.g_00082	Prag.g_01948
OG0001003	Syal.g_00084	Prag.g_01949
OG0001004	Syal.g_00085	Prag.g_01950
OG0001005	Syal.g_00087	Prag.g_01951
OG0001006	Syal.g_00094	Prag.g_01955
OG0001007	Syal.g_00096	Prag.g_01957
OG0001008	Syal.g_00524	Prag.g_00416
OG0001009	Syal.g_00129	Prag.g_00027
OG0001010	Syal.g_00130	Prag.g_00028
OG0001011	Syal.g_00131	Prag.g_00029
OG0001012	Syal.g_01064	Prag.g_00043
OG0001013	Syal.g_01026	Prag.g_00048
OG0001014	Syal.g_01022	Prag.g_00051
OG0001015	Syal.g_01021	Prag.g_00052
OG0001016	Syal.g_00756	Prag.g_00067
OG0001017	Syal.g_00762	Prag.g_00071
OG0001018	Syal.g_00764	Prag.g_00074
OG0001019	Syal.g_00785	Prag.g_00083
OG0001020	Syal.g_00796	Prag.g_00084
OG0001021	Syal.g_00800	Prag.g_00085
OG0001022	Syal.g_00805	Prag.g_00087
OG0001023	Syal.g_00806	Prag.g_00088
OG0001024	Syal.g_00810	Prag.g_00091
OG0001025	Syal.g_00817	Prag.g_00097
OG0001026	Syal.g_00830	Prag.g_00104
OG0001027	Syal.g_00834	Prag.g_00105
OG0001028	Syal.g_00836	Prag.g_00107
OG0001029	Syal.g_00838	Prag.g_00108
OG0001030	Syal.g_00860	Prag.g_00123
OG0001031	Syal.g_00936	Prag.g_00179
OG0001032	Syal.g_00938	Prag.g_00180
OG0001033	Syal.g_00972	Prag.g_00201
OG0001034	Syal.g_00684	Prag.g_00229
OG0001035	Syal.g_01226	Prag.g_00246
OG0001036	Syal.g_01231	Prag.g_00250
OG0001037	Syal.g_01233	Prag.g_00251
OG0001038	Syal.g_01261	Prag.g_00269
OG0001039	Syal.g_01264	Prag.g_00272
OG0001040	Syal.g_01267	Prag.g_00274
OG0001041	Syal.g_01272	Prag.g_00278
OG0001042	Syal.g_01300	Prag.g_00295
OG0001043	Syal.g_01304	Prag.g_00296
OG0001044	Syal.g_00346	Prag.g_00328
OG0001045	Syal.g_00359	Prag.g_00337
OG0001046	Syal.g_01967	Prag.g_00372
OG0001047	Syal.g_00522	Prag.g_00418
OG0001048	Syal.g_00521	Prag.g_00419
OG0001049	Syal.g_00518	Prag.g_00421
OG0001050	Syal.g_00517	Prag.g_00422
OG0001051	Syal.g_00516	Prag.g_00423
OG0001052	Syal.g_00467	Prag.g_00450
OG0001053	Syal.g_02900	Prag.g_00462
OG0001054	Syal.g_02919	Prag.g_00477
OG0001055	Syal.g_02940	Prag.g_00496
OG0001056	Syal.g_02833	Prag.g_00515
OG0001057	Syal.g_01574	Prag.g_00520
OG0001058	Syal.g_02812	Prag.g_00528
OG0001059	Syal.g_02808	Prag.g_00532
OG0001060	Syal.g_02801	Prag.g_00539
OG0001061	Syal.g_02783	Prag.g_00552
OG0001062	Syal.g_02781	Prag.g_00554
OG0001063	Syal.g_02776	Prag.g_00556
OG0001064	Syal.g_02775	Prag.g_00557
OG0001065	Syal.g_02774	Prag.g_00558
OG0001066	Syal.g_02773	Prag.g_00559
OG0001067	Syal.g_02772	Prag.g_00560
OG0001068	Syal.g_02771	Prag.g_00561
OG0001069	Syal.g_02770	Prag.g_00562
OG0001070	Syal.g_02766	Prag.g_00565
OG0001071	Syal.g_02765	Prag.g_00566
OG0001072	Syal.g_02761	Prag.g_00568
OG0001073	Syal.g_02746	Prag.g_00582
OG0001074	Syal.g_02575	Prag.g_00593
OG0001075	Syal.g_02726	Prag.g_00594
OG0001076	Syal.g_02712	Prag.g_00602
OG0001077	Syal.g_02702	Prag.g_00606
OG0001078	Syal.g_02635	Prag.g_00614
OG0001079	Syal.g_02618	Prag.g_00625
OG0001080	Syal.g_02514	Prag.g_00631
OG0001081	Syal.g_02175	Prag.g_00633
OG0001082	Syal.g_02176	Prag.g_00634
OG0001083	Syal.g_02184	Prag.g_00639
OG0001084	Syal.g_02187	Prag.g_00640
OG0001085	Syal.g_02206	Prag.g_00648
OG0001086	Syal.g_02208	Prag.g_00649
OG0001087	Syal.g_01782	Prag.g_00666
OG0001088	Syal.g_01785	Prag.g_00667
OG0001089	Syal.g_01811	Prag.g_00675
OG0001090	Syal.g_01859	Prag.g_00693
OG0001091	Syal.g_01862	Prag.g_00695
OG0001092	Syal.g_01864	Prag.g_00696
OG0001093	Syal.g_02419	Prag.g_00701
OG0001094	Syal.g_02216	Prag.g_00800
OG0001095	Syal.g_01879	Prag.g_00819
OG0001096	Syal.g_02447	Prag.g_00832
OG0001097	Syal.g_02473	Prag.g_00849
OG0001098	Syal.g_02083	Prag.g_00864
OG0001099	Syal.g_00837	Prag.g_00895
OG0001100	Syal.g_02293	Prag.g_00899
OG0001101	Syal.g_02292	Prag.g_00901
OG0001102	Syal.g_02289	Prag.g_00903
OG0001103	Syal.g_02287	Prag.g_00905
OG0001104	Syal.g_02241	Prag.g_00927
OG0001105	Syal.g_02236	Prag.g_00931
OG0001106	Syal.g_02007	Prag.g_00955
OG0001107	Syal.g_01993	Prag.g_00962
OG0001108	Syal.g_01985	Prag.g_00966
OG0001109	Syal.g_01983	Prag.g_00967
OG0001110	Syal.g_01981	Prag.g_00969
OG0001111	Syal.g_01979	Prag.g_00970
OG0001112	Syal.g_01977	Prag.g_00971
OG0001113	Syal.g_02244	Prag.g_00972
OG0001114	Syal.g_01976	Prag.g_00973
OG0001115	Syal.g_01972	Prag.g_00975
OG0001116	Syal.g_01970	Prag.g_00976
OG0001117	Syal.g_01969	Prag.g_00977
OG0001118	Syal.g_01968	Prag.g_00978
OG0001119	Syal.g_01966	Prag.g_00979
OG0001120	Syal.g_01962	Prag.g_00981
OG0001121	Syal.g_02960	Prag.g_01118, Prag.g_00984
OG0001122	Syal.g_01921	Prag.g_01008
OG0001123	Syal.g_01913	Prag.g_01012
OG0001124	Syal.g_01911	Prag.g_01014
OG0001125	Syal.g_01909	Prag.g_01015
OG0001126	Syal.g_01837	Prag.g_01025
OG0001127	Syal.g_01836	Prag.g_01026
OG0001128	Syal.g_01833	Prag.g_01028
OG0001129	Syal.g_01831	Prag.g_01029
OG0001130	Syal.g_01830	Prag.g_01030
OG0001131	Syal.g_02260	Prag.g_01066
OG0001132	Syal.g_02553	Prag.g_01076
OG0001133	Syal.g_02710	Prag.g_01106
OG0001134	Syal.g_02506	Prag.g_01120
OG0001136	Syal.g_01650	Prag.g_01150
OG0001137	Syal.g_01673	Prag.g_01161
OG0001138	Syal.g_01709	Prag.g_01179
OG0001139	Syal.g_01711	Prag.g_01180
OG0001140	Syal.g_01712	Prag.g_01181
OG0001141	Syal.g_01713	Prag.g_01182
OG0001142	Syal.g_01714	Prag.g_01183
OG0001143	Syal.g_01722	Prag.g_01190
OG0001144	Syal.g_01736	Prag.g_01195
OG0001145	Syal.g_01614	Prag.g_01345
OG0001146	Syal.g_01593	Prag.g_01359
OG0001147	Syal.g_00458	Prag.g_01375
OG0001148	Syal.g_02886	Prag.g_01391
OG0001149	Syal.g_02885	Prag.g_01392
OG0001150	Syal.g_02884	Prag.g_01393
OG0001151	Syal.g_02872	Prag.g_01404
OG0001152	Syal.g_02871	Prag.g_01405
OG0001153	Syal.g_00421	Prag.g_01521
OG0001154	Syal.g_00422	Prag.g_01523
OG0001155	Syal.g_02969	Prag.g_01535
OG0001156	Syal.g_02972	Prag.g_01538
OG0001157	Syal.g_02973	Prag.g_01539
OG0001158	Syal.g_02974	Prag.g_01540
OG0001159	Syal.g_02975	Prag.g_01541
OG0001160	Syal.g_00564	Prag.g_01565
OG0001161	Syal.g_01104	Prag.g_01576
OG0001162	Syal.g_01577	Prag.g_01587
OG0001163	Syal.g_00573	Prag.g_01661
OG0001164	Syal.g_00579	Prag.g_01665
OG0001165	Syal.g_00584	Prag.g_01668
OG0001166	Syal.g_00613	Prag.g_01688
