Orthogroup	Syal	Prba
OG0000588	Syal.g_02717	Prba.g_01699
OG0000589	Syal.g_02714	Prba.g_01696
OG0000590	Syal.g_02713	Prba.g_01695
OG0000591	Syal.g_02707	Prba.g_01692
OG0000592	Syal.g_02706	Prba.g_01691
OG0000593	Syal.g_02640	Prba.g_01685
OG0000594	Syal.g_02639	Prba.g_01684
OG0000595	Syal.g_02638	Prba.g_01683
OG0000596	Syal.g_02633	Prba.g_01679
OG0000597	Syal.g_02630	Prba.g_01677
OG0000598	Syal.g_02629	Prba.g_01676
OG0000599	Syal.g_02622	Prba.g_01673
OG0000600	Syal.g_02621	Prba.g_01672
OG0000601	Syal.g_02620	Prba.g_01671
OG0000602	Syal.g_02615	Prba.g_01669
OG0000603	Syal.g_02614	Prba.g_01668
OG0000604	Syal.g_02612	Prba.g_01667
OG0000605	Syal.g_02516	Prba.g_01666
OG0000606	Syal.g_02174	Prba.g_01663
OG0000607	Syal.g_02177	Prba.g_01660
OG0000608	Syal.g_02178	Prba.g_01659
OG0000609	Syal.g_02180	Prba.g_01658
OG0000610	Syal.g_02198	Prba.g_01653
OG0000611	Syal.g_02201	Prba.g_01650
OG0000612	Syal.g_02202	Prba.g_01649
OG0000613	Syal.g_01325	Prba.g_01644
OG0000614	Syal.g_01794	Prba.g_01625
OG0000615	Syal.g_02256	Prba.g_01617
OG0000616	Syal.g_00079	Prba.g_01613
OG0000617	Syal.g_01866	Prba.g_01588
OG0000618	Syal.g_01867	Prba.g_01587
OG0000619	Syal.g_02417	Prba.g_01586
OG0000620	Syal.g_02422	Prba.g_01583
OG0000621	Syal.g_02423	Prba.g_01582
OG0000622	Syal.g_02424	Prba.g_01581
OG0000623	Syal.g_02425	Prba.g_01580
OG0000624	Syal.g_02427	Prba.g_01579
OG0000625	Syal.g_02428	Prba.g_01578
OG0000626	Syal.g_02429	Prba.g_01577
OG0000627	Syal.g_02048	Prba.g_01576
OG0000628	Syal.g_02047	Prba.g_01575
OG0000629	Syal.g_02044	Prba.g_01574
OG0000630	Syal.g_02040	Prba.g_01571
OG0000631	Syal.g_02031	Prba.g_01508
OG0000632	Syal.g_02030	Prba.g_01507
OG0000633	Syal.g_02029	Prba.g_01506
OG0000634	Syal.g_02410	Prba.g_01503
OG0000635	Syal.g_02411	Prba.g_01502
OG0000636	Syal.g_02413	Prba.g_01500
OG0000637	Syal.g_02415	Prba.g_01498
OG0000638	Syal.g_02416	Prba.g_01497
OG0000639	Syal.g_01868	Prba.g_01496
OG0000640	Syal.g_01869	Prba.g_01495
OG0000641	Syal.g_01873	Prba.g_01491
OG0000642	Syal.g_01874	Prba.g_01490
OG0000643	Syal.g_01875	Prba.g_01489
OG0000644	Syal.g_01876	Prba.g_01488
OG0000645	Syal.g_01878	Prba.g_01487
OG0000646	Syal.g_01881	Prba.g_01485
OG0000647	Syal.g_01883	Prba.g_01484
OG0000648	Syal.g_02438	Prba.g_01482
OG0000649	Syal.g_02439	Prba.g_01481
OG0000650	Syal.g_02440	Prba.g_01480
OG0000651	Syal.g_02441	Prba.g_01479
OG0000652	Syal.g_02442	Prba.g_01478
OG0000653	Syal.g_02444	Prba.g_01476
OG0000654	Syal.g_02445	Prba.g_01475
OG0000655	Syal.g_02446	Prba.g_01474
OG0000656	Syal.g_02449	Prba.g_01471
OG0000657	Syal.g_02460	Prba.g_01463
OG0000658	Syal.g_02465	Prba.g_01462
OG0000659	Syal.g_02466	Prba.g_01461
OG0000660	Syal.g_02470	Prba.g_01457
OG0000661	Syal.g_02472	Prba.g_01455
OG0000662	Syal.g_02474	Prba.g_01453
OG0000663	Syal.g_02477	Prba.g_01451
OG0000664	Syal.g_02478	Prba.g_01450
OG0000665	Syal.g_02593	Prba.g_01446
OG0000666	Syal.g_02605	Prba.g_01445
OG0000667	Syal.g_02192	Prba.g_01441
OG0000668	Syal.g_01920	Prba.g_01411
OG0000669	Syal.g_02295	Prba.g_01404
OG0000670	Syal.g_02956	Prba.g_01402
OG0000671	Syal.g_02291	Prba.g_01400
OG0000672	Syal.g_02288	Prba.g_01397
OG0000673	Syal.g_02285	Prba.g_01394
OG0000674	Syal.g_02283	Prba.g_01392
OG0000675	Syal.g_02282	Prba.g_01391
OG0000676	Syal.g_02272	Prba.g_01389
OG0000677	Syal.g_02271	Prba.g_01388
OG0000678	Syal.g_02264	Prba.g_01386
OG0000679	Syal.g_02252	Prba.g_01382
OG0000680	Syal.g_02251	Prba.g_01381
OG0000681	Syal.g_02248	Prba.g_01379
OG0000682	Syal.g_02247	Prba.g_01378
OG0000683	Syal.g_02246	Prba.g_01377
OG0000684	Syal.g_02242	Prba.g_01375
OG0000685	Syal.g_02240	Prba.g_01373
OG0000686	Syal.g_02239	Prba.g_01372
OG0000687	Syal.g_02237	Prba.g_01371
OG0000688	Syal.g_02225	Prba.g_01368
OG0000689	Syal.g_02223	Prba.g_01367
OG0000690	Syal.g_02222	Prba.g_01366
OG0000691	Syal.g_02221	Prba.g_01365
OG0000692	Syal.g_02220	Prba.g_01363
OG0000693	Syal.g_02218	Prba.g_01362
OG0000694	Syal.g_02217	Prba.g_01361
OG0000695	Syal.g_02027	Prba.g_01359
OG0000696	Syal.g_02026	Prba.g_01358
OG0000697	Syal.g_02025	Prba.g_01357
OG0000698	Syal.g_02022	Prba.g_01354
OG0000699	Syal.g_02021	Prba.g_01353
OG0000700	Syal.g_02020	Prba.g_01352
OG0000701	Syal.g_02019	Prba.g_01351
OG0000702	Syal.g_02011	Prba.g_01349
OG0000703	Syal.g_02010	Prba.g_01348
OG0000704	Syal.g_02008	Prba.g_01347
OG0000705	Syal.g_01999	Prba.g_01343
OG0000706	Syal.g_01998	Prba.g_01342
OG0000707	Syal.g_01997	Prba.g_01341
OG0000708	Syal.g_01994	Prba.g_01340
OG0000709	Syal.g_01986	Prba.g_01336
OG0000710	Syal.g_01982	Prba.g_01333
OG0000711	Syal.g_01954	Prba.g_01316
OG0000712	Syal.g_01952	Prba.g_01314
OG0000713	Syal.g_01951	Prba.g_01313
OG0000714	Syal.g_01948	Prba.g_01312
OG0000715	Syal.g_01934	Prba.g_01310
OG0000716	Syal.g_01930	Prba.g_01308
OG0000717	Syal.g_01929	Prba.g_01307
OG0000718	Syal.g_01925	Prba.g_01295
OG0000719	Syal.g_01922	Prba.g_01293
OG0000720	Syal.g_01908	Prba.g_01284
OG0000721	Syal.g_01906	Prba.g_01282
OG0000722	Syal.g_01905	Prba.g_01281
OG0000723	Syal.g_02433	Prba.g_01278
OG0000724	Syal.g_01829	Prba.g_01269
OG0000725	Syal.g_01820	Prba.g_01263
OG0000726	Syal.g_01819	Prba.g_01262
OG0000727	Syal.g_01818	Prba.g_01261
OG0000728	Syal.g_01816	Prba.g_01259
OG0000729	Syal.g_01510	Prba.g_01214
OG0000730	Syal.g_00345	Prba.g_00749
OG0000731	Syal.g_00356	Prba.g_00745
OG0000732	Syal.g_00149	Prba.g_00735
OG0000733	Syal.g_01105	Prba.g_00096
OG0000734	Syal.g_00828	Prba.g_00079
OG0000735	Syal.g_01627	Prba.g_00077
OG0000736	Syal.g_01628	Prba.g_00076
OG0000737	Syal.g_01629	Prba.g_00075
OG0000738	Syal.g_01634	Prba.g_00071
OG0000739	Syal.g_01645	Prba.g_00070
OG0000740	Syal.g_01646	Prba.g_00069
OG0000741	Syal.g_01649	Prba.g_00068
OG0000742	Syal.g_01652	Prba.g_00065
OG0000743	Syal.g_01654	Prba.g_00063
OG0000744	Syal.g_01655	Prba.g_00062
OG0000745	Syal.g_01657	Prba.g_00060
OG0000746	Syal.g_01659	Prba.g_00058
OG0000747	Syal.g_01660	Prba.g_00057
OG0000748	Syal.g_01674	Prba.g_00054
OG0000749	Syal.g_01675	Prba.g_00053
OG0000750	Syal.g_01676	Prba.g_00052
OG0000751	Syal.g_01688	Prba.g_00050
OG0000752	Syal.g_01690	Prba.g_00048
OG0000753	Syal.g_01693	Prba.g_00045
OG0000754	Syal.g_01698	Prba.g_00042
OG0000755	Syal.g_01707	Prba.g_00039
OG0000756	Syal.g_01708	Prba.g_00038
OG0000757	Syal.g_01715	Prba.g_00032
OG0000758	Syal.g_01716	Prba.g_00031
OG0000759	Syal.g_01717	Prba.g_00030
OG0000760	Syal.g_01718	Prba.g_00029
OG0000761	Syal.g_01719	Prba.g_00028
OG0000762	Syal.g_01721	Prba.g_00027
OG0000763	Syal.g_01723	Prba.g_00025
OG0000764	Syal.g_01724	Prba.g_00024
OG0000765	Syal.g_01768	Prba.g_00015
OG0000766	Syal.g_01767	Prba.g_00014
OG0000767	Syal.g_01765	Prba.g_00012
OG0000768	Syal.g_01764	Prba.g_00011
OG0000769	Syal.g_01762	Prba.g_00009
OG0000770	Syal.g_01758	Prba.g_00007
OG0000771	Syal.g_01835	Prba.g_01084
OG0000772	Syal.g_01641	Prba.g_01167
OG0000773	Syal.g_01618	Prba.g_01183
OG0000774	Syal.g_01610	Prba.g_01185
OG0000775	Syal.g_01608	Prba.g_01187
OG0000776	Syal.g_01607	Prba.g_01188
OG0000777	Syal.g_01606	Prba.g_01189
OG0000778	Syal.g_01605	Prba.g_01190
OG0000779	Syal.g_01599	Prba.g_01194
OG0000780	Syal.g_01594	Prba.g_01195
OG0000781	Syal.g_01590	Prba.g_01198
OG0000782	Syal.g_01589	Prba.g_01199
OG0000783	Syal.g_01588	Prba.g_01200
OG0000784	Syal.g_01587	Prba.g_01201
OG0000785	Syal.g_01585	Prba.g_01203
OG0000786	Syal.g_01579	Prba.g_01205
OG0000787	Syal.g_01578	Prba.g_01206
OG0000788	Syal.g_02619	Prba.g_00209
OG0000789	Syal.g_02598	Prba.g_00206
OG0000790	Syal.g_02883	Prba.g_00191
OG0000791	Syal.g_02882	Prba.g_00189
OG0000792	Syal.g_02881	Prba.g_00188
OG0000793	Syal.g_02876	Prba.g_00185
OG0000794	Syal.g_02875	Prba.g_00184
OG0000795	Syal.g_02874	Prba.g_00183
OG0000796	Syal.g_02870	Prba.g_00179
OG0000797	Syal.g_02869	Prba.g_00178
OG0000798	Syal.g_01372	Prba.g_00166
OG0000799	Syal.g_01547	Prba.g_00115
OG0000800	Syal.g_01542	Prba.g_00114
OG0000801	Syal.g_01541	Prba.g_00113
OG0000802	Syal.g_01536	Prba.g_00111
OG0000803	Syal.g_00040	Prba.g_00109
OG0000804	Syal.g_00036	Prba.g_00108
OG0000805	Syal.g_00030	Prba.g_00106
OG0000806	Syal.g_00028	Prba.g_00720
OG0000807	Syal.g_00026	Prba.g_00719
OG0000808	Syal.g_00025	Prba.g_00718
OG0000809	Syal.g_00022	Prba.g_00715
OG0000810	Syal.g_00021	Prba.g_00714
OG0000811	Syal.g_00380	Prba.g_00710
OG0000812	Syal.g_00382	Prba.g_00708
OG0000813	Syal.g_00383	Prba.g_00707
OG0000814	Syal.g_00385	Prba.g_00705
OG0000815	Syal.g_00391	Prba.g_00704
OG0000816	Syal.g_00393	Prba.g_00702
OG0000817	Syal.g_00394	Prba.g_00701
OG0000818	Syal.g_00401	Prba.g_00696
OG0000819	Syal.g_00402	Prba.g_00695
OG0000820	Syal.g_00403	Prba.g_00694
OG0000821	Syal.g_00409	Prba.g_00690
OG0000822	Syal.g_00411	Prba.g_00689
OG0000823	Syal.g_00412	Prba.g_00688
OG0000824	Syal.g_00417	Prba.g_00685
OG0000825	Syal.g_00418	Prba.g_00684
OG0000826	Syal.g_00419	Prba.g_00683
OG0000827	Syal.g_00420	Prba.g_00682
OG0000828	Syal.g_00423	Prba.g_00679
OG0000829	Syal.g_00424	Prba.g_00678
OG0000830	Syal.g_00425	Prba.g_00677
OG0000831	Syal.g_00427	Prba.g_00350
OG0000832	Syal.g_02967	Prba.g_00344
OG0000833	Syal.g_02976	Prba.g_00336
OG0000834	Syal.g_02979	Prba.g_00335
OG0000835	Syal.g_02980	Prba.g_00334
OG0000836	Syal.g_02983	Prba.g_00333
OG0000837	Syal.g_02984	Prba.g_00332
OG0000838	Syal.g_02988	Prba.g_00330
OG0000839	Syal.g_02989	Prba.g_00329
OG0000840	Syal.g_02990	Prba.g_00328
OG0000841	Syal.g_02991	Prba.g_00327
OG0000842	Syal.g_02992	Prba.g_00326
OG0000843	Syal.g_02993	Prba.g_00325
OG0000844	Syal.g_02995	Prba.g_00324
OG0000845	Syal.g_02996	Prba.g_00323
OG0000846	Syal.g_02997	Prba.g_00322
OG0000847	Syal.g_02998	Prba.g_00321
OG0000848	Syal.g_03000	Prba.g_00320
OG0000849	Syal.g_03001	Prba.g_00319
OG0000850	Syal.g_03008	Prba.g_00317
OG0000851	Syal.g_00561	Prba.g_00316
OG0000852	Syal.g_00562	Prba.g_00315
OG0000853	Syal.g_00566	Prba.g_00311
OG0000854	Syal.g_00568	Prba.g_00309
OG0000855	Syal.g_00569	Prba.g_00308
OG0000856	Syal.g_02704	Prba.g_00293
OG0000857	Syal.g_01882	Prba.g_00266
OG0000858	Syal.g_00576	Prba.g_00232
OG0000859	Syal.g_00577	Prba.g_00231
OG0000860	Syal.g_00589	Prba.g_00618
OG0000861	Syal.g_00590	Prba.g_00617
OG0000862	Syal.g_00591	Prba.g_00616
OG0000863	Syal.g_00594	Prba.g_00614
OG0000864	Syal.g_00595	Prba.g_00613
OG0000865	Syal.g_00596	Prba.g_00612
OG0000866	Syal.g_00597	Prba.g_00611
OG0000867	Syal.g_00598	Prba.g_00610
OG0000868	Syal.g_00604	Prba.g_00609
OG0000869	Syal.g_00609	Prba.g_00605
OG0000870	Syal.g_00614	Prba.g_00600
OG0000871	Syal.g_00615	Prba.g_00599
OG0000872	Syal.g_00621	Prba.g_00598
OG0000873	Syal.g_00624	Prba.g_00595
OG0000874	Syal.g_00627	Prba.g_00592
OG0000875	Syal.g_00629	Prba.g_00591
OG0000876	Syal.g_00631	Prba.g_00590
OG0000877	Syal.g_00633	Prba.g_00588
OG0000878	Syal.g_00634	Prba.g_00587
OG0000879	Syal.g_00635	Prba.g_00586
OG0000880	Syal.g_00636	Prba.g_00585
OG0000881	Syal.g_00641	Prba.g_00581
OG0000882	Syal.g_00646	Prba.g_00576
OG0000883	Syal.g_00648	Prba.g_00574
OG0000884	Syal.g_00650	Prba.g_00573
OG0000885	Syal.g_00651	Prba.g_00572
OG0000886	Syal.g_00652	Prba.g_00571
OG0000887	Syal.g_00653	Prba.g_00570
OG0000888	Syal.g_00655	Prba.g_00568
OG0000889	Syal.g_00657	Prba.g_00566
OG0000890	Syal.g_00663	Prba.g_00565
OG0000891	Syal.g_00664	Prba.g_00564
OG0000892	Syal.g_00668	Prba.g_00352
OG0000893	Syal.g_00193	Prba.g_00357
OG0000894	Syal.g_00196	Prba.g_00359
OG0000895	Syal.g_00200	Prba.g_00362
OG0000896	Syal.g_00201	Prba.g_00363
OG0000897	Syal.g_00203	Prba.g_00365
OG0000898	Syal.g_00204	Prba.g_00366
OG0000899	Syal.g_00205	Prba.g_00367
OG0000900	Syal.g_00206	Prba.g_00368
OG0000901	Syal.g_00211	Prba.g_00371
OG0000902	Syal.g_00213	Prba.g_00373
OG0000903	Syal.g_00227	Prba.g_00376
OG0000904	Syal.g_00222	Prba.g_00378
OG0000905	Syal.g_00217	Prba.g_00383
OG0000906	Syal.g_00215	Prba.g_00384
OG0000907	Syal.g_00229	Prba.g_00387
OG0000908	Syal.g_00232	Prba.g_00390
OG0000909	Syal.g_00233	Prba.g_00391
OG0000910	Syal.g_00234	Prba.g_00392
OG0000911	Syal.g_00237	Prba.g_00394
OG0000912	Syal.g_00238	Prba.g_00395
OG0000913	Syal.g_00239	Prba.g_00396
OG0000914	Syal.g_00240	Prba.g_00397
OG0000915	Syal.g_00241	Prba.g_00398
OG0000916	Syal.g_00242	Prba.g_00399
OG0000917	Syal.g_00243	Prba.g_00400
OG0000918	Syal.g_00244	Prba.g_00401
OG0000919	Syal.g_00245	Prba.g_00402
OG0000920	Syal.g_00246	Prba.g_00403
OG0000921	Syal.g_00247	Prba.g_00404
OG0000922	Syal.g_00248	Prba.g_00405
OG0000923	Syal.g_00252	Prba.g_00409
OG0000924	Syal.g_00253	Prba.g_00410
OG0000925	Syal.g_00254	Prba.g_00411
OG0000926	Syal.g_00255	Prba.g_00412
OG0000927	Syal.g_00257	Prba.g_00414
OG0000928	Syal.g_00258	Prba.g_00415
OG0000929	Syal.g_00259	Prba.g_00416
OG0000930	Syal.g_00260	Prba.g_00417
OG0000931	Syal.g_00261	Prba.g_00418
OG0000932	Syal.g_00262	Prba.g_00419
OG0000933	Syal.g_00268	Prba.g_00423
OG0000934	Syal.g_00270	Prba.g_00425
OG0000935	Syal.g_00271	Prba.g_00426
OG0000936	Syal.g_00272	Prba.g_00427
OG0000937	Syal.g_00273	Prba.g_00428
OG0000938	Syal.g_00276	Prba.g_00430
OG0000939	Syal.g_00277	Prba.g_00431
OG0000940	Syal.g_00285	Prba.g_00438
OG0000941	Syal.g_00287	Prba.g_01049
OG0000942	Syal.g_00289	Prba.g_01051
OG0000943	Syal.g_00290	Prba.g_01052
OG0000944	Syal.g_00292	Prba.g_01053
OG0000945	Syal.g_00294	Prba.g_01054
OG0000946	Syal.g_00301	Prba.g_01059
OG0000947	Syal.g_00304	Prba.g_01061
OG0000948	Syal.g_00305	Prba.g_01062
OG0000949	Syal.g_01341	Prba.g_01065
OG0000950	Syal.g_01348	Prba.g_01070
OG0000951	Syal.g_01353	Prba.g_01074
OG0000952	Syal.g_01363	Prba.g_01078
OG0000953	Syal.g_01435	Prba.g_00753
OG0000954	Syal.g_01443	Prba.g_00757
OG0000955	Syal.g_01444	Prba.g_00758
OG0000956	Syal.g_01446	Prba.g_00760
OG0000957	Syal.g_01457	Prba.g_00766
OG0000958	Syal.g_01458	Prba.g_00767
OG0000959	Syal.g_01482	Prba.g_00771
OG0000960	Syal.g_01483	Prba.g_00772
OG0000961	Syal.g_01507	Prba.g_00774
OG0000962	Syal.g_01509	Prba.g_00776
OG0000963	Syal.g_01514	Prba.g_00780
OG0000964	Syal.g_01515	Prba.g_00781
OG0000965	Syal.g_01516	Prba.g_00782
OG0000966	Syal.g_00176	Prba.g_00789
OG0000967	Syal.g_00171	Prba.g_00794
OG0000968	Syal.g_00169	Prba.g_00796
OG0000969	Syal.g_00167	Prba.g_00797
OG0000970	Syal.g_00166	Prba.g_00798
OG0000971	Syal.g_00164	Prba.g_00799
OG0000972	Syal.g_00163	Prba.g_00800
OG0000973	Syal.g_00162	Prba.g_00801
OG0000974	Syal.g_00161	Prba.g_00802
OG0000975	Syal.g_00160	Prba.g_00803
OG0000976	Syal.g_00159	Prba.g_00804
OG0000977	Syal.g_00157	Prba.g_00805
OG0000978	Syal.g_00156	Prba.g_00806
OG0000979	Syal.g_00153	Prba.g_00809
OG0000980	Syal.g_00150	Prba.g_00811
OG0000981	Syal.g_00147	Prba.g_00813
OG0000982	Syal.g_01068	Prba.g_00815
OG0000983	Syal.g_01069	Prba.g_00816
OG0000984	Syal.g_01070	Prba.g_00817
OG0000985	Syal.g_01074	Prba.g_00820
OG0000986	Syal.g_01076	Prba.g_00822
OG0000987	Syal.g_01080	Prba.g_00823
OG0000988	Syal.g_01086	Prba.g_00826
OG0000989	Syal.g_01098	Prba.g_00830
OG0000990	Syal.g_01118	Prba.g_00833
OG0000991	Syal.g_01120	Prba.g_00834
OG0000992	Syal.g_01122	Prba.g_00836
OG0000993	Syal.g_01123	Prba.g_00837
OG0000994	Syal.g_01127	Prba.g_00838
OG0000995	Syal.g_01132	Prba.g_00842
OG0000996	Syal.g_01162	Prba.g_00843
OG0000997	Syal.g_01171	Prba.g_00844
OG0000998	Syal.g_01173	Prba.g_00846
OG0000999	Syal.g_01174	Prba.g_00847
OG0001000	Syal.g_01177	Prba.g_01778
OG0001001	Syal.g_01182	Prba.g_01780
OG0001002	Syal.g_00082	Prba.g_01784
OG0001003	Syal.g_00084	Prba.g_01785
OG0001004	Syal.g_00085	Prba.g_01786
OG0001005	Syal.g_00087	Prba.g_01787
OG0001006	Syal.g_00094	Prba.g_01791
OG0001007	Syal.g_00096	Prba.g_01793
OG0001008	Syal.g_00524	Prba.g_01024
OG0001009	Syal.g_00129	Prba.g_01820
OG0001010	Syal.g_00130	Prba.g_01821
OG0001011	Syal.g_00131	Prba.g_01822
OG0001012	Syal.g_01064	Prba.g_01837
OG0001013	Syal.g_01026	Prba.g_01842
OG0001014	Syal.g_01022	Prba.g_01845
OG0001015	Syal.g_01021	Prba.g_01846
OG0001016	Syal.g_00756	Prba.g_01861
OG0001017	Syal.g_00762	Prba.g_01865
OG0001018	Syal.g_00764	Prba.g_01868
OG0001019	Syal.g_00785	Prba.g_01877
OG0001020	Syal.g_00796	Prba.g_01878
OG0001021	Syal.g_00800	Prba.g_01879
OG0001022	Syal.g_00805	Prba.g_01882
OG0001023	Syal.g_00806	Prba.g_01883
OG0001024	Syal.g_00810	Prba.g_01886
OG0001025	Syal.g_00817	Prba.g_01892
OG0001026	Syal.g_00830	Prba.g_01899
OG0001027	Syal.g_00834	Prba.g_01900
OG0001028	Syal.g_00836	Prba.g_01902
OG0001029	Syal.g_00838	Prba.g_01903
OG0001030	Syal.g_00860	Prba.g_01918
OG0001031	Syal.g_00936	Prba.g_00642
OG0001032	Syal.g_00938	Prba.g_00643
OG0001033	Syal.g_00972	Prba.g_00664
OG0001034	Syal.g_00684	Prba.g_00455
OG0001035	Syal.g_01226	Prba.g_00473
OG0001036	Syal.g_01231	Prba.g_00477
OG0001037	Syal.g_01233	Prba.g_00478
OG0001038	Syal.g_01261	Prba.g_00495
OG0001039	Syal.g_01264	Prba.g_00498
OG0001040	Syal.g_01267	Prba.g_00500
OG0001041	Syal.g_01272	Prba.g_00504
OG0001042	Syal.g_01300	Prba.g_00520
OG0001043	Syal.g_01304	Prba.g_00521
OG0001044	Syal.g_00346	Prba.g_00549
OG0001045	Syal.g_00359	Prba.g_00558
OG0001046	Syal.g_01967	Prba.g_00873
OG0001047	Syal.g_00522	Prba.g_01022
OG0001048	Syal.g_00521	Prba.g_01021
OG0001049	Syal.g_00518	Prba.g_01019
OG0001050	Syal.g_00517	Prba.g_01018
OG0001051	Syal.g_00516	Prba.g_01017
OG0001052	Syal.g_00467	Prba.g_00990
OG0001053	Syal.g_02900	Prba.g_00978
OG0001054	Syal.g_02919	Prba.g_00963
OG0001055	Syal.g_02940	Prba.g_00944
OG0001056	Syal.g_02833	Prba.g_00925
OG0001057	Syal.g_01574	Prba.g_01774
OG0001058	Syal.g_02812	Prba.g_01766
OG0001059	Syal.g_02808	Prba.g_01762
OG0001060	Syal.g_02801	Prba.g_01755
OG0001061	Syal.g_02783	Prba.g_01742
OG0001062	Syal.g_02781	Prba.g_01740
OG0001063	Syal.g_02776	Prba.g_01738
OG0001064	Syal.g_02775	Prba.g_01737
OG0001065	Syal.g_02774	Prba.g_01736
OG0001066	Syal.g_02773	Prba.g_01735
OG0001067	Syal.g_02772	Prba.g_01734
OG0001068	Syal.g_02771	Prba.g_01733
OG0001069	Syal.g_02770	Prba.g_01732
OG0001070	Syal.g_02766	Prba.g_01729
OG0001071	Syal.g_02765	Prba.g_01728
OG0001072	Syal.g_02761	Prba.g_01727
OG0001073	Syal.g_02746	Prba.g_01713
OG0001074	Syal.g_02575	Prba.g_01702
OG0001075	Syal.g_02726	Prba.g_01701
OG0001076	Syal.g_02712	Prba.g_01693
OG0001077	Syal.g_02702	Prba.g_01689
OG0001078	Syal.g_02635	Prba.g_01681
OG0001079	Syal.g_02618	Prba.g_01670
OG0001080	Syal.g_02514	Prba.g_01664
OG0001081	Syal.g_02175	Prba.g_01662
OG0001082	Syal.g_02176	Prba.g_01661
OG0001083	Syal.g_02184	Prba.g_01656
OG0001084	Syal.g_02187	Prba.g_01655
OG0001085	Syal.g_02206	Prba.g_01647
OG0001086	Syal.g_02208	Prba.g_01646
OG0001087	Syal.g_01782	Prba.g_01629
OG0001088	Syal.g_01785	Prba.g_01628
OG0001089	Syal.g_01811	Prba.g_01620
OG0001090	Syal.g_01859	Prba.g_01593
OG0001091	Syal.g_01862	Prba.g_01591
OG0001092	Syal.g_01864	Prba.g_01590
OG0001093	Syal.g_02419	Prba.g_01585
OG0001094	Syal.g_02216	Prba.g_01505
OG0001095	Syal.g_01879	Prba.g_01486
OG0001096	Syal.g_02447	Prba.g_01473
OG0001097	Syal.g_02473	Prba.g_01454
OG0001098	Syal.g_02083	Prba.g_01439
OG0001099	Syal.g_00837	Prba.g_01407
OG0001100	Syal.g_02293	Prba.g_01403
OG0001101	Syal.g_02292	Prba.g_01401
OG0001102	Syal.g_02289	Prba.g_01398
OG0001103	Syal.g_02287	Prba.g_01396
OG0001104	Syal.g_02241	Prba.g_01374
OG0001105	Syal.g_02236	Prba.g_01370
OG0001106	Syal.g_02007	Prba.g_01346
OG0001107	Syal.g_01993	Prba.g_01339
OG0001108	Syal.g_01985	Prba.g_01335
OG0001109	Syal.g_01983	Prba.g_01334
OG0001110	Syal.g_01981	Prba.g_01332
OG0001111	Syal.g_01979	Prba.g_01331
OG0001112	Syal.g_01977	Prba.g_01330
OG0001113	Syal.g_02244	Prba.g_01329
OG0001114	Syal.g_01976	Prba.g_01328
OG0001115	Syal.g_01972	Prba.g_01326
OG0001116	Syal.g_01970	Prba.g_01325
OG0001117	Syal.g_01969	Prba.g_01324
OG0001118	Syal.g_01968	Prba.g_01323
OG0001119	Syal.g_01966	Prba.g_01322
OG0001120	Syal.g_01962	Prba.g_01320
OG0001121	Syal.g_02960	Prba.g_00099, Prba.g_01317
OG0001122	Syal.g_01921	Prba.g_01292
OG0001123	Syal.g_01913	Prba.g_01288
OG0001124	Syal.g_01911	Prba.g_01286
OG0001125	Syal.g_01909	Prba.g_01285
OG0001126	Syal.g_01837	Prba.g_01275
OG0001127	Syal.g_01836	Prba.g_01274
OG0001128	Syal.g_01833	Prba.g_01272
OG0001129	Syal.g_01831	Prba.g_01271
OG0001130	Syal.g_01830	Prba.g_01270
OG0001131	Syal.g_02260	Prba.g_01234
OG0001132	Syal.g_02553	Prba.g_01225
OG0001133	Syal.g_02710	Prba.g_00729
OG0001134	Syal.g_02506	Prba.g_00097
OG0001136	Syal.g_01650	Prba.g_00067
OG0001137	Syal.g_01673	Prba.g_00055
OG0001138	Syal.g_01709	Prba.g_00037
OG0001139	Syal.g_01711	Prba.g_00036
OG0001140	Syal.g_01712	Prba.g_00035
OG0001141	Syal.g_01713	Prba.g_00034
OG0001142	Syal.g_01714	Prba.g_00033
OG0001143	Syal.g_01722	Prba.g_00026
OG0001144	Syal.g_01736	Prba.g_00021
OG0001145	Syal.g_01614	Prba.g_01184
OG0001146	Syal.g_01593	Prba.g_01196
OG0001147	Syal.g_00458	Prba.g_00210
OG0001148	Syal.g_02886	Prba.g_00194
OG0001149	Syal.g_02885	Prba.g_00193
OG0001150	Syal.g_02884	Prba.g_00192
OG0001151	Syal.g_02872	Prba.g_00181
OG0001152	Syal.g_02871	Prba.g_00180
OG0001153	Syal.g_00421	Prba.g_00681
OG0001154	Syal.g_00422	Prba.g_00680
OG0001155	Syal.g_02969	Prba.g_00343
OG0001156	Syal.g_02972	Prba.g_00340
OG0001157	Syal.g_02973	Prba.g_00339
OG0001158	Syal.g_02974	Prba.g_00338
OG0001159	Syal.g_02975	Prba.g_00337
OG0001160	Syal.g_00564	Prba.g_00313
OG0001161	Syal.g_01104	Prba.g_00300
OG0001162	Syal.g_01577	Prba.g_00289
OG0001163	Syal.g_00573	Prba.g_00234
OG0001164	Syal.g_00579	Prba.g_00230
OG0001165	Syal.g_00584	Prba.g_00227
OG0001166	Syal.g_00613	Prba.g_00601
OG0001167	Syal.g_00638	Prba.g_00584
OG0001168	Syal.g_00640	Prba.g_00582
OG0001169	Syal.g_00642	Prba.g_00580
OG0001170	Syal.g_00644	Prba.g_00578
