Orthogroup	Syal	Prak
OG0000587	Syal.g_02728	Prak.g_00576
OG0000588	Syal.g_02717	Prak.g_00580
OG0000589	Syal.g_02714	Prak.g_00582
OG0000590	Syal.g_02713	Prak.g_00583
OG0000591	Syal.g_02707	Prak.g_00587
OG0000592	Syal.g_02706	Prak.g_00588
OG0000593	Syal.g_02640	Prak.g_01111
OG0000594	Syal.g_02639	Prak.g_01110
OG0000595	Syal.g_02638	Prak.g_01109
OG0000596	Syal.g_02633	Prak.g_01105
OG0000597	Syal.g_02630	Prak.g_01102
OG0000598	Syal.g_02629	Prak.g_01101
OG0000599	Syal.g_02622	Prak.g_01098
OG0000600	Syal.g_02621	Prak.g_01097
OG0000601	Syal.g_02620	Prak.g_01096
OG0000602	Syal.g_02615	Prak.g_01094
OG0000603	Syal.g_02614	Prak.g_01093
OG0000604	Syal.g_02612	Prak.g_01092
OG0000605	Syal.g_02516	Prak.g_01091
OG0000606	Syal.g_02174	Prak.g_01088
OG0000607	Syal.g_02177	Prak.g_01085
OG0000608	Syal.g_02178	Prak.g_01084
OG0000609	Syal.g_02180	Prak.g_01083
OG0000610	Syal.g_02198	Prak.g_01077
OG0000611	Syal.g_02201	Prak.g_01074
OG0000612	Syal.g_02202	Prak.g_01073
OG0000613	Syal.g_01325	Prak.g_00800
OG0000614	Syal.g_01794	Prak.g_00821
OG0000615	Syal.g_02256	Prak.g_00832
OG0000616	Syal.g_00079	Prak.g_01934
OG0000617	Syal.g_01866	Prak.g_01057
OG0000618	Syal.g_01867	Prak.g_01056
OG0000619	Syal.g_02417	Prak.g_01055
OG0000620	Syal.g_02422	Prak.g_01052
OG0000621	Syal.g_02423	Prak.g_01051
OG0000622	Syal.g_02424	Prak.g_01050
OG0000623	Syal.g_02425	Prak.g_01049
OG0000624	Syal.g_02427	Prak.g_01047
OG0000625	Syal.g_02428	Prak.g_01046
OG0000626	Syal.g_02429	Prak.g_01045
OG0000627	Syal.g_02048	Prak.g_01044
OG0000628	Syal.g_02047	Prak.g_01043
OG0000629	Syal.g_02044	Prak.g_01042
OG0000630	Syal.g_02040	Prak.g_01039
OG0000631	Syal.g_02031	Prak.g_00946
OG0000632	Syal.g_02030	Prak.g_00947
OG0000633	Syal.g_02029	Prak.g_00948
OG0000634	Syal.g_02410	Prak.g_00841
OG0000635	Syal.g_02411	Prak.g_00842
OG0000636	Syal.g_02413	Prak.g_00844
OG0000637	Syal.g_02415	Prak.g_00846
OG0000638	Syal.g_02416	Prak.g_00847
OG0000639	Syal.g_01868	Prak.g_00848
OG0000640	Syal.g_01869	Prak.g_00849
OG0000641	Syal.g_01873	Prak.g_00853
OG0000642	Syal.g_01874	Prak.g_00854
OG0000643	Syal.g_01875	Prak.g_00855
OG0000644	Syal.g_01876	Prak.g_00856
OG0000645	Syal.g_01878	Prak.g_00857
OG0000646	Syal.g_01881	Prak.g_00859
OG0000647	Syal.g_01883	Prak.g_00861
OG0000648	Syal.g_02438	Prak.g_00863
OG0000649	Syal.g_02439	Prak.g_00864
OG0000650	Syal.g_02440	Prak.g_00865
OG0000651	Syal.g_02441	Prak.g_00866
OG0000652	Syal.g_02442	Prak.g_00867
OG0000653	Syal.g_02444	Prak.g_00869
OG0000654	Syal.g_02445	Prak.g_00870
OG0000655	Syal.g_02446	Prak.g_00871
OG0000656	Syal.g_02449	Prak.g_00874
OG0000657	Syal.g_02460	Prak.g_00882
OG0000658	Syal.g_02465	Prak.g_00884
OG0000659	Syal.g_02466	Prak.g_00885
OG0000660	Syal.g_02470	Prak.g_00889
OG0000661	Syal.g_02472	Prak.g_00891
OG0000662	Syal.g_02474	Prak.g_00893
OG0000663	Syal.g_02477	Prak.g_00895
OG0000664	Syal.g_02478	Prak.g_00896
OG0000665	Syal.g_02593	Prak.g_00902
OG0000666	Syal.g_02605	Prak.g_00903
OG0000667	Syal.g_02192	Prak.g_00907
OG0000668	Syal.g_01920	Prak.g_00748
OG0000669	Syal.g_02295	Prak.g_00759
OG0000670	Syal.g_02956	Prak.g_00762
OG0000671	Syal.g_02291	Prak.g_00765
OG0000672	Syal.g_02288	Prak.g_00768
OG0000673	Syal.g_02285	Prak.g_00771
OG0000674	Syal.g_02283	Prak.g_00773
OG0000675	Syal.g_02282	Prak.g_00774
OG0000676	Syal.g_02272	Prak.g_00776
OG0000677	Syal.g_02271	Prak.g_00777
OG0000678	Syal.g_02264	Prak.g_00779
OG0000679	Syal.g_02252	Prak.g_00783
OG0000680	Syal.g_02251	Prak.g_00784
OG0000681	Syal.g_02248	Prak.g_00787
OG0000682	Syal.g_02247	Prak.g_00788
OG0000683	Syal.g_02246	Prak.g_00789
OG0000684	Syal.g_02242	Prak.g_00791
OG0000685	Syal.g_02240	Prak.g_00793
OG0000686	Syal.g_02239	Prak.g_00794
OG0000687	Syal.g_02237	Prak.g_00795
OG0000688	Syal.g_02225	Prak.g_01069
OG0000689	Syal.g_02223	Prak.g_01068
OG0000690	Syal.g_02222	Prak.g_01067
OG0000691	Syal.g_02221	Prak.g_01066
OG0000692	Syal.g_02220	Prak.g_01064
OG0000693	Syal.g_02218	Prak.g_01063
OG0000694	Syal.g_02217	Prak.g_01062
OG0000695	Syal.g_02027	Prak.g_00950
OG0000696	Syal.g_02026	Prak.g_00951
OG0000697	Syal.g_02025	Prak.g_00952
OG0000698	Syal.g_02022	Prak.g_00955
OG0000699	Syal.g_02021	Prak.g_00956
OG0000700	Syal.g_02020	Prak.g_00957
OG0000701	Syal.g_02019	Prak.g_00958
OG0000702	Syal.g_02011	Prak.g_00960
OG0000703	Syal.g_02010	Prak.g_00961
OG0000704	Syal.g_02008	Prak.g_00963
OG0000705	Syal.g_01999	Prak.g_00966
OG0000706	Syal.g_01998	Prak.g_00967
OG0000707	Syal.g_01997	Prak.g_00968
OG0000708	Syal.g_01994	Prak.g_00970
OG0000709	Syal.g_01986	Prak.g_00974
OG0000710	Syal.g_01982	Prak.g_00977
OG0000711	Syal.g_01954	Prak.g_00995
OG0000712	Syal.g_01952	Prak.g_00996
OG0000713	Syal.g_01951	Prak.g_00997
OG0000714	Syal.g_01948	Prak.g_00998
OG0000715	Syal.g_01934	Prak.g_01000
OG0000716	Syal.g_01930	Prak.g_01002
OG0000717	Syal.g_01929	Prak.g_01003
OG0000718	Syal.g_01925	Prak.g_01007
OG0000719	Syal.g_01922	Prak.g_01009
OG0000720	Syal.g_01908	Prak.g_01021
OG0000721	Syal.g_01906	Prak.g_01025
OG0000722	Syal.g_01905	Prak.g_01026
OG0000723	Syal.g_02433	Prak.g_01030
OG0000724	Syal.g_01829	Prak.g_00925
OG0000725	Syal.g_01820	Prak.g_00919
OG0000726	Syal.g_01819	Prak.g_00918
OG0000727	Syal.g_01818	Prak.g_00917
OG0000728	Syal.g_01816	Prak.g_00915
OG0000729	Syal.g_01510	Prak.g_01255
OG0000730	Syal.g_00345	Prak.g_01214
OG0000731	Syal.g_00356	Prak.g_00362
OG0000732	Syal.g_00149	Prak.g_01885
OG0000733	Syal.g_01105	Prak.g_01551
OG0000734	Syal.g_00828	Prak.g_01188
OG0000735	Syal.g_01627	Prak.g_01186
OG0000736	Syal.g_01628	Prak.g_01185
OG0000737	Syal.g_01629	Prak.g_01184
OG0000738	Syal.g_01634	Prak.g_01180
OG0000739	Syal.g_01645	Prak.g_01179
OG0000740	Syal.g_01646	Prak.g_01178
OG0000741	Syal.g_01649	Prak.g_01176
OG0000742	Syal.g_01652	Prak.g_01173
OG0000743	Syal.g_01654	Prak.g_01171
OG0000744	Syal.g_01655	Prak.g_01170
OG0000745	Syal.g_01657	Prak.g_01169
OG0000746	Syal.g_01659	Prak.g_01167
OG0000747	Syal.g_01660	Prak.g_01166
OG0000748	Syal.g_01674	Prak.g_01162
OG0000749	Syal.g_01675	Prak.g_01161
OG0000750	Syal.g_01676	Prak.g_01160
OG0000751	Syal.g_01688	Prak.g_01157
OG0000752	Syal.g_01690	Prak.g_01155
OG0000753	Syal.g_01693	Prak.g_01153
OG0000754	Syal.g_01698	Prak.g_01150
OG0000755	Syal.g_01707	Prak.g_01144
OG0000756	Syal.g_01708	Prak.g_01143
OG0000757	Syal.g_01715	Prak.g_01136
OG0000758	Syal.g_01716	Prak.g_01135
OG0000759	Syal.g_01717	Prak.g_01134
OG0000760	Syal.g_01718	Prak.g_01133
OG0000761	Syal.g_01719	Prak.g_01132
OG0000762	Syal.g_01721	Prak.g_01131
OG0000763	Syal.g_01723	Prak.g_01129
OG0000764	Syal.g_01724	Prak.g_01128
OG0000765	Syal.g_01768	Prak.g_01120
OG0000766	Syal.g_01767	Prak.g_01119
OG0000767	Syal.g_01765	Prak.g_01117
OG0000768	Syal.g_01764	Prak.g_01116
OG0000769	Syal.g_01762	Prak.g_01114
OG0000770	Syal.g_01758	Prak.g_00593
OG0000771	Syal.g_01835	Prak.g_01487
OG0000772	Syal.g_01641	Prak.g_01571
OG0000773	Syal.g_01618	Prak.g_01268
OG0000774	Syal.g_01610	Prak.g_01270
OG0000775	Syal.g_01608	Prak.g_01272
OG0000776	Syal.g_01607	Prak.g_01273
OG0000777	Syal.g_01606	Prak.g_01274
OG0000778	Syal.g_01605	Prak.g_01275
OG0000779	Syal.g_01599	Prak.g_01279
OG0000780	Syal.g_01594	Prak.g_01280
OG0000781	Syal.g_01590	Prak.g_01284
OG0000782	Syal.g_01589	Prak.g_01285
OG0000783	Syal.g_01588	Prak.g_01286
OG0000784	Syal.g_01587	Prak.g_01287
OG0000785	Syal.g_01585	Prak.g_01289
OG0000786	Syal.g_01579	Prak.g_01292
OG0000787	Syal.g_01578	Prak.g_01293
OG0000788	Syal.g_02619	Prak.g_00460
OG0000789	Syal.g_02598	Prak.g_01490
OG0000790	Syal.g_02883	Prak.g_01334
OG0000791	Syal.g_02882	Prak.g_01336
OG0000792	Syal.g_02881	Prak.g_01337
OG0000793	Syal.g_02876	Prak.g_01340
OG0000794	Syal.g_02875	Prak.g_01341
OG0000795	Syal.g_02874	Prak.g_01342
OG0000796	Syal.g_02870	Prak.g_01346
OG0000797	Syal.g_02869	Prak.g_01347
OG0000798	Syal.g_01372	Prak.g_00696
OG0000799	Syal.g_01547	Prak.g_01374
OG0000800	Syal.g_01542	Prak.g_01375
OG0000801	Syal.g_01541	Prak.g_01376
OG0000802	Syal.g_01536	Prak.g_01378
OG0000803	Syal.g_00040	Prak.g_01380
OG0000804	Syal.g_00036	Prak.g_01381
OG0000805	Syal.g_00030	Prak.g_01383
OG0000806	Syal.g_00028	Prak.g_01385
OG0000807	Syal.g_00026	Prak.g_01386
OG0000808	Syal.g_00025	Prak.g_01387
OG0000809	Syal.g_00022	Prak.g_01389
OG0000810	Syal.g_00021	Prak.g_01390
OG0000811	Syal.g_00380	Prak.g_01394
OG0000812	Syal.g_00382	Prak.g_01396
OG0000813	Syal.g_00383	Prak.g_01397
OG0000814	Syal.g_00385	Prak.g_01399
OG0000815	Syal.g_00391	Prak.g_01400
OG0000816	Syal.g_00393	Prak.g_01402
OG0000817	Syal.g_00394	Prak.g_01403
OG0000818	Syal.g_00401	Prak.g_01408
OG0000819	Syal.g_00402	Prak.g_01409
OG0000820	Syal.g_00403	Prak.g_01410
OG0000821	Syal.g_00409	Prak.g_01414
OG0000822	Syal.g_00411	Prak.g_01415
OG0000823	Syal.g_00412	Prak.g_01416
OG0000824	Syal.g_00417	Prak.g_01419
OG0000825	Syal.g_00418	Prak.g_01420
OG0000826	Syal.g_00419	Prak.g_01421
OG0000827	Syal.g_00420	Prak.g_01422
OG0000828	Syal.g_00423	Prak.g_01425
OG0000829	Syal.g_00424	Prak.g_01426
OG0000830	Syal.g_00425	Prak.g_01427
OG0000831	Syal.g_00427	Prak.g_01429
OG0000832	Syal.g_02967	Prak.g_01439
OG0000833	Syal.g_02976	Prak.g_01448
OG0000834	Syal.g_02979	Prak.g_01449
OG0000835	Syal.g_02980	Prak.g_01450
OG0000836	Syal.g_02983	Prak.g_01451
OG0000837	Syal.g_02984	Prak.g_01452
OG0000838	Syal.g_02988	Prak.g_01454
OG0000839	Syal.g_02989	Prak.g_01455
OG0000840	Syal.g_02990	Prak.g_01456
OG0000841	Syal.g_02991	Prak.g_01457
OG0000842	Syal.g_02992	Prak.g_01458
OG0000843	Syal.g_02993	Prak.g_01459
OG0000844	Syal.g_02995	Prak.g_01460
OG0000845	Syal.g_02996	Prak.g_01461
OG0000846	Syal.g_02997	Prak.g_01462
OG0000847	Syal.g_02998	Prak.g_01463
OG0000848	Syal.g_03000	Prak.g_01464
OG0000849	Syal.g_03001	Prak.g_01465
OG0000850	Syal.g_03008	Prak.g_01467
OG0000851	Syal.g_00561	Prak.g_01468
OG0000852	Syal.g_00562	Prak.g_01469
OG0000853	Syal.g_00566	Prak.g_01475
OG0000854	Syal.g_00568	Prak.g_01477
OG0000855	Syal.g_00569	Prak.g_01478
OG0000856	Syal.g_02704	Prak.g_00590
OG0000857	Syal.g_01882	Prak.g_00860
OG0000858	Syal.g_00576	Prak.g_01638
OG0000859	Syal.g_00577	Prak.g_01639
OG0000860	Syal.g_00589	Prak.g_01647
OG0000861	Syal.g_00590	Prak.g_01648
OG0000862	Syal.g_00591	Prak.g_01649
OG0000863	Syal.g_00594	Prak.g_01651
OG0000864	Syal.g_00595	Prak.g_01652
OG0000865	Syal.g_00596	Prak.g_01653
OG0000866	Syal.g_00597	Prak.g_01654
OG0000867	Syal.g_00598	Prak.g_01655
OG0000868	Syal.g_00604	Prak.g_01657
OG0000869	Syal.g_00609	Prak.g_01660
OG0000870	Syal.g_00614	Prak.g_01665
OG0000871	Syal.g_00615	Prak.g_01666
OG0000872	Syal.g_00621	Prak.g_01667
OG0000873	Syal.g_00624	Prak.g_01670
OG0000874	Syal.g_00627	Prak.g_01673
OG0000875	Syal.g_00629	Prak.g_01674
OG0000876	Syal.g_00631	Prak.g_01675
OG0000877	Syal.g_00633	Prak.g_01677
OG0000878	Syal.g_00634	Prak.g_01678
OG0000879	Syal.g_00635	Prak.g_01679
OG0000880	Syal.g_00636	Prak.g_01680
OG0000881	Syal.g_00641	Prak.g_01684
OG0000882	Syal.g_00646	Prak.g_01689
OG0000883	Syal.g_00648	Prak.g_01691
OG0000884	Syal.g_00650	Prak.g_01693
OG0000885	Syal.g_00651	Prak.g_01694
OG0000886	Syal.g_00652	Prak.g_01695
OG0000887	Syal.g_00653	Prak.g_01696
OG0000888	Syal.g_00655	Prak.g_01698
OG0000889	Syal.g_00657	Prak.g_01700
OG0000890	Syal.g_00663	Prak.g_01701
OG0000891	Syal.g_00664	Prak.g_01702
OG0000892	Syal.g_00668	Prak.g_01704
OG0000893	Syal.g_00193	Prak.g_01708
OG0000894	Syal.g_00196	Prak.g_01711
OG0000895	Syal.g_00200	Prak.g_01715
OG0000896	Syal.g_00201	Prak.g_01716
OG0000897	Syal.g_00203	Prak.g_01718
OG0000898	Syal.g_00204	Prak.g_01719
OG0000899	Syal.g_00205	Prak.g_01720
OG0000900	Syal.g_00206	Prak.g_01721
OG0000901	Syal.g_00211	Prak.g_01724
OG0000902	Syal.g_00213	Prak.g_01726
OG0000903	Syal.g_00227	Prak.g_01730
OG0000904	Syal.g_00222	Prak.g_01734
OG0000905	Syal.g_00217	Prak.g_01728
OG0000906	Syal.g_00215	Prak.g_01727
OG0000907	Syal.g_00229	Prak.g_01737
OG0000908	Syal.g_00232	Prak.g_01740
OG0000909	Syal.g_00233	Prak.g_01741
OG0000910	Syal.g_00234	Prak.g_01742
OG0000911	Syal.g_00237	Prak.g_01744
OG0000912	Syal.g_00238	Prak.g_01745
OG0000913	Syal.g_00239	Prak.g_01746
OG0000914	Syal.g_00240	Prak.g_01747
OG0000915	Syal.g_00241	Prak.g_01748
OG0000916	Syal.g_00242	Prak.g_01749
OG0000917	Syal.g_00243	Prak.g_01750
OG0000918	Syal.g_00244	Prak.g_01751
OG0000919	Syal.g_00245	Prak.g_01752
OG0000920	Syal.g_00246	Prak.g_01753
OG0000921	Syal.g_00247	Prak.g_01754
OG0000922	Syal.g_00248	Prak.g_01755
OG0000923	Syal.g_00252	Prak.g_01759
OG0000924	Syal.g_00253	Prak.g_01760
OG0000925	Syal.g_00254	Prak.g_01761
OG0000926	Syal.g_00255	Prak.g_01762
OG0000927	Syal.g_00257	Prak.g_01764
OG0000928	Syal.g_00258	Prak.g_01765
OG0000929	Syal.g_00259	Prak.g_01766
OG0000930	Syal.g_00260	Prak.g_01767
OG0000931	Syal.g_00261	Prak.g_01768
OG0000932	Syal.g_00262	Prak.g_01769
OG0000933	Syal.g_00268	Prak.g_01773
OG0000934	Syal.g_00270	Prak.g_01775
OG0000935	Syal.g_00271	Prak.g_01776
OG0000936	Syal.g_00272	Prak.g_01777
OG0000937	Syal.g_00273	Prak.g_01778
OG0000938	Syal.g_00276	Prak.g_01781
OG0000939	Syal.g_00277	Prak.g_01782
OG0000940	Syal.g_00285	Prak.g_01789
OG0000941	Syal.g_00287	Prak.g_01791
OG0000942	Syal.g_00289	Prak.g_01793
OG0000943	Syal.g_00290	Prak.g_01794
OG0000944	Syal.g_00292	Prak.g_01796
OG0000945	Syal.g_00294	Prak.g_01797
OG0000946	Syal.g_00301	Prak.g_01802
OG0000947	Syal.g_00304	Prak.g_01804
OG0000948	Syal.g_00305	Prak.g_01805
OG0000949	Syal.g_01341	Prak.g_01808
OG0000950	Syal.g_01348	Prak.g_01815
OG0000951	Syal.g_01353	Prak.g_01819
OG0000952	Syal.g_01363	Prak.g_01823
OG0000953	Syal.g_01435	Prak.g_01827
OG0000954	Syal.g_01443	Prak.g_01831
OG0000955	Syal.g_01444	Prak.g_01832
OG0000956	Syal.g_01446	Prak.g_01834
OG0000957	Syal.g_01457	Prak.g_01840
OG0000958	Syal.g_01458	Prak.g_01841
OG0000959	Syal.g_01482	Prak.g_01845
OG0000960	Syal.g_01483	Prak.g_01846
OG0000961	Syal.g_01507	Prak.g_01849
OG0000962	Syal.g_01509	Prak.g_01851
OG0000963	Syal.g_01514	Prak.g_01855
OG0000964	Syal.g_01515	Prak.g_01856
OG0000965	Syal.g_01516	Prak.g_01857
OG0000966	Syal.g_00176	Prak.g_01863
OG0000967	Syal.g_00171	Prak.g_01867
OG0000968	Syal.g_00169	Prak.g_01869
OG0000969	Syal.g_00167	Prak.g_01870
OG0000970	Syal.g_00166	Prak.g_01871
OG0000971	Syal.g_00164	Prak.g_01872
OG0000972	Syal.g_00163	Prak.g_01873
OG0000973	Syal.g_00162	Prak.g_01874
OG0000974	Syal.g_00161	Prak.g_01875
OG0000975	Syal.g_00160	Prak.g_01876
OG0000976	Syal.g_00159	Prak.g_01877
OG0000977	Syal.g_00157	Prak.g_01878
OG0000978	Syal.g_00156	Prak.g_01879
OG0000979	Syal.g_00153	Prak.g_01882
OG0000980	Syal.g_00150	Prak.g_01884
OG0000981	Syal.g_00147	Prak.g_01887
OG0000982	Syal.g_01068	Prak.g_01889
OG0000983	Syal.g_01069	Prak.g_01890
OG0000984	Syal.g_01070	Prak.g_01891
OG0000985	Syal.g_01074	Prak.g_01894
OG0000986	Syal.g_01076	Prak.g_01896
OG0000987	Syal.g_01080	Prak.g_01897
OG0000988	Syal.g_01086	Prak.g_01900
OG0000989	Syal.g_01098	Prak.g_01904
OG0000990	Syal.g_01118	Prak.g_01908
OG0000991	Syal.g_01120	Prak.g_01909
OG0000992	Syal.g_01122	Prak.g_01912
OG0000993	Syal.g_01123	Prak.g_01913
OG0000994	Syal.g_01127	Prak.g_01914
OG0000995	Syal.g_01132	Prak.g_01918
OG0000996	Syal.g_01162	Prak.g_01919
OG0000997	Syal.g_01171	Prak.g_01922
OG0000998	Syal.g_01173	Prak.g_01924
OG0000999	Syal.g_01174	Prak.g_01925
OG0001000	Syal.g_01177	Prak.g_01928
OG0001001	Syal.g_01182	Prak.g_01931
OG0001002	Syal.g_00082	Prak.g_01936
OG0001003	Syal.g_00084	Prak.g_01937
OG0001004	Syal.g_00085	Prak.g_01938
OG0001005	Syal.g_00087	Prak.g_01939
OG0001006	Syal.g_00094	Prak.g_01943
OG0001007	Syal.g_00096	Prak.g_01945
OG0001008	Syal.g_00524	Prak.g_00399
OG0001009	Syal.g_00129	Prak.g_00027
OG0001010	Syal.g_00130	Prak.g_00028
OG0001011	Syal.g_00131	Prak.g_00030
OG0001012	Syal.g_01064	Prak.g_00044
OG0001013	Syal.g_01026	Prak.g_00051
OG0001014	Syal.g_01022	Prak.g_00054
OG0001015	Syal.g_01021	Prak.g_00056
OG0001016	Syal.g_00756	Prak.g_00078
OG0001017	Syal.g_00762	Prak.g_00082
OG0001018	Syal.g_00764	Prak.g_00084
OG0001019	Syal.g_00785	Prak.g_00093
OG0001020	Syal.g_00796	Prak.g_00094
OG0001021	Syal.g_00800	Prak.g_00095
OG0001022	Syal.g_00805	Prak.g_00098
OG0001023	Syal.g_00806	Prak.g_00099
OG0001024	Syal.g_00810	Prak.g_00103
OG0001025	Syal.g_00817	Prak.g_00110
OG0001026	Syal.g_00830	Prak.g_00119
OG0001027	Syal.g_00834	Prak.g_00120
OG0001028	Syal.g_00836	Prak.g_00122
OG0001029	Syal.g_00838	Prak.g_00123
OG0001030	Syal.g_00860	Prak.g_00139
OG0001031	Syal.g_00936	Prak.g_00199
OG0001032	Syal.g_00938	Prak.g_00200
OG0001033	Syal.g_00972	Prak.g_00221
OG0001034	Syal.g_00684	Prak.g_00252
OG0001035	Syal.g_01226	Prak.g_00272
OG0001036	Syal.g_01231	Prak.g_00276
OG0001037	Syal.g_01233	Prak.g_00277
OG0001038	Syal.g_01261	Prak.g_00296
OG0001039	Syal.g_01264	Prak.g_00299
OG0001040	Syal.g_01267	Prak.g_00301
OG0001041	Syal.g_01272	Prak.g_00306
OG0001042	Syal.g_01300	Prak.g_00323
OG0001043	Syal.g_01304	Prak.g_00324
OG0001044	Syal.g_00346	Prak.g_00355
OG0001045	Syal.g_00359	Prak.g_00364
OG0001046	Syal.g_01967	Prak.g_01597
OG0001047	Syal.g_00522	Prak.g_00401
OG0001048	Syal.g_00521	Prak.g_00402
OG0001049	Syal.g_00518	Prak.g_00404
OG0001050	Syal.g_00517	Prak.g_00405
OG0001051	Syal.g_00516	Prak.g_00406
OG0001052	Syal.g_00467	Prak.g_00432
OG0001053	Syal.g_02900	Prak.g_00444
OG0001054	Syal.g_02919	Prak.g_00459
OG0001055	Syal.g_02940	Prak.g_00478
OG0001056	Syal.g_02833	Prak.g_00495
OG0001057	Syal.g_01574	Prak.g_00500
OG0001058	Syal.g_02812	Prak.g_00509
OG0001059	Syal.g_02808	Prak.g_00513
OG0001060	Syal.g_02801	Prak.g_00519
OG0001061	Syal.g_02783	Prak.g_00534
OG0001062	Syal.g_02781	Prak.g_00536
OG0001063	Syal.g_02776	Prak.g_00538
OG0001064	Syal.g_02775	Prak.g_00539
OG0001065	Syal.g_02774	Prak.g_00540
OG0001066	Syal.g_02773	Prak.g_00541
OG0001067	Syal.g_02772	Prak.g_00542
OG0001068	Syal.g_02771	Prak.g_00543
OG0001069	Syal.g_02770	Prak.g_00544
OG0001070	Syal.g_02766	Prak.g_00548
OG0001071	Syal.g_02765	Prak.g_00549
OG0001072	Syal.g_02761	Prak.g_00551
OG0001073	Syal.g_02746	Prak.g_00565
OG0001074	Syal.g_02575	Prak.g_00577
OG0001075	Syal.g_02726	Prak.g_00578
OG0001076	Syal.g_02712	Prak.g_00585
OG0001077	Syal.g_02702	Prak.g_00591
OG0001078	Syal.g_02635	Prak.g_01107
OG0001079	Syal.g_02618	Prak.g_01095
OG0001080	Syal.g_02514	Prak.g_01089
OG0001081	Syal.g_02175	Prak.g_01087
OG0001082	Syal.g_02176	Prak.g_01086
OG0001083	Syal.g_02184	Prak.g_01081
OG0001084	Syal.g_02187	Prak.g_01080
OG0001085	Syal.g_02206	Prak.g_00797
OG0001086	Syal.g_02208	Prak.g_00798
OG0001087	Syal.g_01782	Prak.g_00816
OG0001088	Syal.g_01785	Prak.g_00817
OG0001089	Syal.g_01811	Prak.g_00828
OG0001090	Syal.g_01859	Prak.g_00838
OG0001091	Syal.g_01862	Prak.g_01060
OG0001092	Syal.g_01864	Prak.g_01059
OG0001093	Syal.g_02419	Prak.g_01054
OG0001094	Syal.g_02216	Prak.g_01061
OG0001095	Syal.g_01879	Prak.g_00858
OG0001096	Syal.g_02447	Prak.g_00872
OG0001097	Syal.g_02473	Prak.g_00892
OG0001098	Syal.g_02083	Prak.g_00911
OG0001099	Syal.g_00837	Prak.g_00753
OG0001100	Syal.g_02293	Prak.g_00761
OG0001101	Syal.g_02292	Prak.g_00764
OG0001102	Syal.g_02289	Prak.g_00767
OG0001103	Syal.g_02287	Prak.g_00769
OG0001104	Syal.g_02241	Prak.g_00792
OG0001105	Syal.g_02236	Prak.g_00796
OG0001106	Syal.g_02007	Prak.g_00964
OG0001107	Syal.g_01993	Prak.g_00971
OG0001108	Syal.g_01985	Prak.g_00975
OG0001109	Syal.g_01983	Prak.g_00976
OG0001110	Syal.g_01981	Prak.g_00978
OG0001111	Syal.g_01979	Prak.g_00979
OG0001112	Syal.g_01977	Prak.g_00980
OG0001113	Syal.g_02244	Prak.g_00981
OG0001114	Syal.g_01976	Prak.g_00982
OG0001115	Syal.g_01972	Prak.g_00984
OG0001116	Syal.g_01970	Prak.g_00985
OG0001117	Syal.g_01969	Prak.g_00986
OG0001118	Syal.g_01968	Prak.g_00987
OG0001119	Syal.g_01966	Prak.g_00988
OG0001120	Syal.g_01962	Prak.g_00990
OG0001122	Syal.g_01921	Prak.g_01010
OG0001123	Syal.g_01913	Prak.g_01016
OG0001124	Syal.g_01911	Prak.g_01018
OG0001125	Syal.g_01909	Prak.g_01020
OG0001126	Syal.g_01837	Prak.g_00931
OG0001127	Syal.g_01836	Prak.g_00930
OG0001128	Syal.g_01833	Prak.g_00928
OG0001129	Syal.g_01831	Prak.g_00927
OG0001130	Syal.g_01830	Prak.g_00926
OG0001131	Syal.g_02260	Prak.g_00383
OG0001132	Syal.g_02553	Prak.g_00712
OG0001133	Syal.g_02710	Prak.g_01328
OG0001134	Syal.g_02506	Prak.g_01550
OG0001136	Syal.g_01650	Prak.g_01175
OG0001137	Syal.g_01673	Prak.g_01163
OG0001138	Syal.g_01709	Prak.g_01142
OG0001139	Syal.g_01711	Prak.g_01140
OG0001140	Syal.g_01712	Prak.g_01139
OG0001141	Syal.g_01713	Prak.g_01138
OG0001142	Syal.g_01714	Prak.g_01137
OG0001143	Syal.g_01722	Prak.g_01130
OG0001144	Syal.g_01736	Prak.g_01125
OG0001145	Syal.g_01614	Prak.g_01269
OG0001146	Syal.g_01593	Prak.g_01281
OG0001147	Syal.g_00458	Prak.g_01301
OG0001148	Syal.g_02886	Prak.g_01331
OG0001149	Syal.g_02885	Prak.g_01332
OG0001150	Syal.g_02884	Prak.g_01333
OG0001151	Syal.g_02872	Prak.g_01344
OG0001152	Syal.g_02871	Prak.g_01345
OG0001153	Syal.g_00421	Prak.g_01423
OG0001154	Syal.g_00422	Prak.g_01424
OG0001155	Syal.g_02969	Prak.g_01441
OG0001156	Syal.g_02972	Prak.g_01444
OG0001157	Syal.g_02973	Prak.g_01445
OG0001158	Syal.g_02974	Prak.g_01446
OG0001159	Syal.g_02975	Prak.g_01447
OG0001160	Syal.g_00564	Prak.g_01473
OG0001161	Syal.g_01104	Prak.g_01588
OG0001162	Syal.g_01577	Prak.g_01526
OG0001163	Syal.g_00573	Prak.g_01636
OG0001164	Syal.g_00579	Prak.g_01640
OG0001165	Syal.g_00584	Prak.g_01643
OG0001166	Syal.g_00613	Prak.g_01664
OG0001167	Syal.g_00638	Prak.g_01681
OG0001168	Syal.g_00640	Prak.g_01683
OG0001169	Syal.g_00642	Prak.g_01685
OG0001170	Syal.g_00644	Prak.g_01687
