Orthogroup	Syal	Pray
OG0000589	Syal.g_02714	Pray.g_01142
OG0000590	Syal.g_02713	Pray.g_01141
OG0000591	Syal.g_02707	Pray.g_01138
OG0000592	Syal.g_02706	Pray.g_01137
OG0000593	Syal.g_02640	Pray.g_01131
OG0000594	Syal.g_02639	Pray.g_01130
OG0000595	Syal.g_02638	Pray.g_01129
OG0000596	Syal.g_02633	Pray.g_01125
OG0000597	Syal.g_02630	Pray.g_01123
OG0000598	Syal.g_02629	Pray.g_01122
OG0000599	Syal.g_02622	Pray.g_01119
OG0000600	Syal.g_02621	Pray.g_01118
OG0000601	Syal.g_02620	Pray.g_01117
OG0000602	Syal.g_02615	Pray.g_01115
OG0000603	Syal.g_02614	Pray.g_01114
OG0000604	Syal.g_02612	Pray.g_01113
OG0000605	Syal.g_02516	Pray.g_01112
OG0000606	Syal.g_02174	Pray.g_01109
OG0000607	Syal.g_02177	Pray.g_01106
OG0000608	Syal.g_02178	Pray.g_01105
OG0000609	Syal.g_02180	Pray.g_01104
OG0000610	Syal.g_02198	Pray.g_01099
OG0000611	Syal.g_02201	Pray.g_01096
OG0000612	Syal.g_02202	Pray.g_01095
OG0000613	Syal.g_01325	Pray.g_01090
OG0000614	Syal.g_01794	Pray.g_01071
OG0000615	Syal.g_02256	Pray.g_01063
OG0000616	Syal.g_00079	Pray.g_01059
OG0000617	Syal.g_01866	Pray.g_01034
OG0000618	Syal.g_01867	Pray.g_01033
OG0000619	Syal.g_02417	Pray.g_01032
OG0000620	Syal.g_02422	Pray.g_01029
OG0000621	Syal.g_02423	Pray.g_01028
OG0000622	Syal.g_02424	Pray.g_01027
OG0000623	Syal.g_02425	Pray.g_01026
OG0000624	Syal.g_02427	Pray.g_01025
OG0000625	Syal.g_02428	Pray.g_00269
OG0000626	Syal.g_02429	Pray.g_00270
OG0000627	Syal.g_02048	Pray.g_00271
OG0000628	Syal.g_02047	Pray.g_00272
OG0000629	Syal.g_02044	Pray.g_00273
OG0000630	Syal.g_02040	Pray.g_00276
OG0000631	Syal.g_02031	Pray.g_00339
OG0000632	Syal.g_02030	Pray.g_00340
OG0000633	Syal.g_02029	Pray.g_00341
OG0000634	Syal.g_02410	Pray.g_00344
OG0000635	Syal.g_02411	Pray.g_00345
OG0000636	Syal.g_02413	Pray.g_00347
OG0000637	Syal.g_02415	Pray.g_00349
OG0000638	Syal.g_02416	Pray.g_00350
OG0000639	Syal.g_01868	Pray.g_00351
OG0000640	Syal.g_01869	Pray.g_00352
OG0000641	Syal.g_01873	Pray.g_00356
OG0000642	Syal.g_01874	Pray.g_00357
OG0000643	Syal.g_01875	Pray.g_00358
OG0000644	Syal.g_01876	Pray.g_00359
OG0000645	Syal.g_01878	Pray.g_00360
OG0000646	Syal.g_01881	Pray.g_00362
OG0000647	Syal.g_01883	Pray.g_00363
OG0000648	Syal.g_02438	Pray.g_00365
OG0000649	Syal.g_02439	Pray.g_00366
OG0000650	Syal.g_02440	Pray.g_00367
OG0000651	Syal.g_02441	Pray.g_00368
OG0000652	Syal.g_02442	Pray.g_00369
OG0000653	Syal.g_02444	Pray.g_00371
OG0000654	Syal.g_02445	Pray.g_00372
OG0000655	Syal.g_02446	Pray.g_00373
OG0000656	Syal.g_02449	Pray.g_00376
OG0000657	Syal.g_02460	Pray.g_00384
OG0000658	Syal.g_02465	Pray.g_00385
OG0000659	Syal.g_02466	Pray.g_00386
OG0000660	Syal.g_02470	Pray.g_00390
OG0000661	Syal.g_02472	Pray.g_00392
OG0000662	Syal.g_02474	Pray.g_00394
OG0000663	Syal.g_02477	Pray.g_00396
OG0000664	Syal.g_02478	Pray.g_00397
OG0000665	Syal.g_02593	Pray.g_00401
OG0000666	Syal.g_02605	Pray.g_00402
OG0000667	Syal.g_02192	Pray.g_00406
OG0000668	Syal.g_01920	Pray.g_00436
OG0000669	Syal.g_02295	Pray.g_00443
OG0000670	Syal.g_02956	Pray.g_00445
OG0000671	Syal.g_02291	Pray.g_00447
OG0000672	Syal.g_02288	Pray.g_00450
OG0000673	Syal.g_02285	Pray.g_00453
OG0000674	Syal.g_02283	Pray.g_00455
OG0000675	Syal.g_02282	Pray.g_00456
OG0000676	Syal.g_02272	Pray.g_00458
OG0000677	Syal.g_02271	Pray.g_00459
OG0000678	Syal.g_02264	Pray.g_00461
OG0000679	Syal.g_02252	Pray.g_00465
OG0000680	Syal.g_02251	Pray.g_00466
OG0000681	Syal.g_02248	Pray.g_00469
OG0000682	Syal.g_02247	Pray.g_00470
OG0000683	Syal.g_02246	Pray.g_00471
OG0000684	Syal.g_02242	Pray.g_00473
OG0000685	Syal.g_02240	Pray.g_00475
OG0000686	Syal.g_02239	Pray.g_00476
OG0000687	Syal.g_02237	Pray.g_00477
OG0000688	Syal.g_02225	Pray.g_00480
OG0000689	Syal.g_02223	Pray.g_00481
OG0000690	Syal.g_02222	Pray.g_00482
OG0000691	Syal.g_02221	Pray.g_00483
OG0000692	Syal.g_02220	Pray.g_00485
OG0000693	Syal.g_02218	Pray.g_00486
OG0000694	Syal.g_02217	Pray.g_00487
OG0000695	Syal.g_02027	Pray.g_00489
OG0000696	Syal.g_02026	Pray.g_00490
OG0000697	Syal.g_02025	Pray.g_00491
OG0000698	Syal.g_02022	Pray.g_00494
OG0000699	Syal.g_02021	Pray.g_00495
OG0000700	Syal.g_02020	Pray.g_00496
OG0000701	Syal.g_02019	Pray.g_00497
OG0000702	Syal.g_02011	Pray.g_00499
OG0000703	Syal.g_02010	Pray.g_00500
OG0000704	Syal.g_02008	Pray.g_00501
OG0000705	Syal.g_01999	Pray.g_00505
OG0000706	Syal.g_01998	Pray.g_00506
OG0000707	Syal.g_01997	Pray.g_00507
OG0000708	Syal.g_01994	Pray.g_00508
OG0000709	Syal.g_01986	Pray.g_00512
OG0000710	Syal.g_01982	Pray.g_00515
OG0000711	Syal.g_01954	Pray.g_00532
OG0000712	Syal.g_01952	Pray.g_00534
OG0000713	Syal.g_01951	Pray.g_00535
OG0000714	Syal.g_01948	Pray.g_00536
OG0000715	Syal.g_01934	Pray.g_00538
OG0000716	Syal.g_01930	Pray.g_00540
OG0000717	Syal.g_01929	Pray.g_00541
OG0000718	Syal.g_01925	Pray.g_00553
OG0000719	Syal.g_01922	Pray.g_00555
OG0000720	Syal.g_01908	Pray.g_00564
OG0000721	Syal.g_01906	Pray.g_00566
OG0000722	Syal.g_01905	Pray.g_00567
OG0000723	Syal.g_02433	Pray.g_00570
OG0000724	Syal.g_01829	Pray.g_00579
OG0000725	Syal.g_01820	Pray.g_00585
OG0000726	Syal.g_01819	Pray.g_00586
OG0000727	Syal.g_01818	Pray.g_00587
OG0000728	Syal.g_01816	Pray.g_00589
OG0000729	Syal.g_01510	Pray.g_00634
OG0000730	Syal.g_00345	Pray.g_00132
OG0000731	Syal.g_00356	Pray.g_00128
OG0000732	Syal.g_00149	Pray.g_00118
OG0000733	Syal.g_01105	Pray.g_00096
OG0000734	Syal.g_00828	Pray.g_00079
OG0000735	Syal.g_01627	Pray.g_00077
OG0000736	Syal.g_01628	Pray.g_00076
OG0000737	Syal.g_01629	Pray.g_00075
OG0000738	Syal.g_01634	Pray.g_00071
OG0000739	Syal.g_01645	Pray.g_00070
OG0000740	Syal.g_01646	Pray.g_00069
OG0000741	Syal.g_01649	Pray.g_00068
OG0000742	Syal.g_01652	Pray.g_00065
OG0000743	Syal.g_01654	Pray.g_00063
OG0000744	Syal.g_01655	Pray.g_00062
OG0000745	Syal.g_01657	Pray.g_00060
OG0000746	Syal.g_01659	Pray.g_00058
OG0000747	Syal.g_01660	Pray.g_00057
OG0000748	Syal.g_01674	Pray.g_00054
OG0000749	Syal.g_01675	Pray.g_00053
OG0000750	Syal.g_01676	Pray.g_00052
OG0000751	Syal.g_01688	Pray.g_00050
OG0000752	Syal.g_01690	Pray.g_00048
OG0000753	Syal.g_01693	Pray.g_00045
OG0000754	Syal.g_01698	Pray.g_00042
OG0000755	Syal.g_01707	Pray.g_00039
OG0000756	Syal.g_01708	Pray.g_00038
OG0000757	Syal.g_01715	Pray.g_00032
OG0000758	Syal.g_01716	Pray.g_00031
OG0000759	Syal.g_01717	Pray.g_00030
OG0000760	Syal.g_01718	Pray.g_00029
OG0000761	Syal.g_01719	Pray.g_00028
OG0000762	Syal.g_01721	Pray.g_00027
OG0000763	Syal.g_01723	Pray.g_00025
OG0000764	Syal.g_01724	Pray.g_00024
OG0000765	Syal.g_01768	Pray.g_00015
OG0000766	Syal.g_01767	Pray.g_00014
OG0000767	Syal.g_01765	Pray.g_00012
OG0000768	Syal.g_01764	Pray.g_00011
OG0000769	Syal.g_01762	Pray.g_00009
OG0000770	Syal.g_01758	Pray.g_00007
OG0000771	Syal.g_01835	Pray.g_00250
OG0000772	Syal.g_01641	Pray.g_01895
OG0000773	Syal.g_01618	Pray.g_01879
OG0000774	Syal.g_01610	Pray.g_01877
OG0000775	Syal.g_01608	Pray.g_01875
OG0000776	Syal.g_01607	Pray.g_01874
OG0000777	Syal.g_01606	Pray.g_01873
OG0000778	Syal.g_01605	Pray.g_01872
OG0000779	Syal.g_01599	Pray.g_01868
OG0000780	Syal.g_01594	Pray.g_01867
OG0000781	Syal.g_01590	Pray.g_01864
OG0000782	Syal.g_01589	Pray.g_01863
OG0000783	Syal.g_01588	Pray.g_01862
OG0000784	Syal.g_01587	Pray.g_01861
OG0000785	Syal.g_01585	Pray.g_01859
OG0000786	Syal.g_01579	Pray.g_01857
OG0000787	Syal.g_01578	Pray.g_01856
OG0000788	Syal.g_02619	Pray.g_01842
OG0000789	Syal.g_02598	Pray.g_01839
OG0000790	Syal.g_02883	Pray.g_01824
OG0000791	Syal.g_02882	Pray.g_01822
OG0000792	Syal.g_02881	Pray.g_01821
OG0000793	Syal.g_02876	Pray.g_01818
OG0000794	Syal.g_02875	Pray.g_01817
OG0000795	Syal.g_02874	Pray.g_01816
OG0000796	Syal.g_02870	Pray.g_01812
OG0000797	Syal.g_02869	Pray.g_01811
OG0000798	Syal.g_01372	Pray.g_01799
OG0000799	Syal.g_01547	Pray.g_01740
OG0000800	Syal.g_01542	Pray.g_01739
OG0000801	Syal.g_01541	Pray.g_01738
OG0000802	Syal.g_01536	Pray.g_01736
OG0000803	Syal.g_00040	Pray.g_01734
OG0000804	Syal.g_00036	Pray.g_01733
OG0000805	Syal.g_00030	Pray.g_01731
OG0000806	Syal.g_00028	Pray.g_01729
OG0000807	Syal.g_00026	Pray.g_01728
OG0000808	Syal.g_00025	Pray.g_01727
OG0000809	Syal.g_00022	Pray.g_01724
OG0000810	Syal.g_00021	Pray.g_01723
OG0000811	Syal.g_00380	Pray.g_01719
OG0000812	Syal.g_00382	Pray.g_01717
OG0000813	Syal.g_00383	Pray.g_01716
OG0000814	Syal.g_00385	Pray.g_01714
OG0000815	Syal.g_00391	Pray.g_01713
OG0000816	Syal.g_00393	Pray.g_01711
OG0000817	Syal.g_00394	Pray.g_01710
OG0000818	Syal.g_00401	Pray.g_01705
OG0000819	Syal.g_00402	Pray.g_01704
OG0000820	Syal.g_00403	Pray.g_01703
OG0000821	Syal.g_00409	Pray.g_01699
OG0000822	Syal.g_00411	Pray.g_01698
OG0000823	Syal.g_00412	Pray.g_01697
OG0000824	Syal.g_00417	Pray.g_01694
OG0000825	Syal.g_00418	Pray.g_01693
OG0000826	Syal.g_00419	Pray.g_01692
OG0000827	Syal.g_00420	Pray.g_01691
OG0000828	Syal.g_00423	Pray.g_01688
OG0000829	Syal.g_00424	Pray.g_01687
OG0000830	Syal.g_00425	Pray.g_01686
OG0000831	Syal.g_00427	Pray.g_01684
OG0000832	Syal.g_02967	Pray.g_01678
OG0000833	Syal.g_02976	Pray.g_01670
OG0000834	Syal.g_02979	Pray.g_01669
OG0000835	Syal.g_02980	Pray.g_01668
OG0000836	Syal.g_02983	Pray.g_01667
OG0000837	Syal.g_02984	Pray.g_01666
OG0000838	Syal.g_02988	Pray.g_01664
OG0000839	Syal.g_02989	Pray.g_01663
OG0000840	Syal.g_02990	Pray.g_01662
OG0000841	Syal.g_02991	Pray.g_01661
OG0000842	Syal.g_02992	Pray.g_01660
OG0000843	Syal.g_02993	Pray.g_01659
OG0000844	Syal.g_02995	Pray.g_01658
OG0000845	Syal.g_02996	Pray.g_01657
OG0000846	Syal.g_02997	Pray.g_01656
OG0000847	Syal.g_02998	Pray.g_01655
OG0000848	Syal.g_03000	Pray.g_01654
OG0000849	Syal.g_03001	Pray.g_01653
OG0000850	Syal.g_03008	Pray.g_01651
OG0000851	Syal.g_00561	Pray.g_01650
OG0000852	Syal.g_00562	Pray.g_01649
OG0000853	Syal.g_00566	Pray.g_01645
OG0000854	Syal.g_00568	Pray.g_01643
OG0000855	Syal.g_00569	Pray.g_01642
OG0000856	Syal.g_02704	Pray.g_01627
OG0000857	Syal.g_01882	Pray.g_01600
OG0000858	Syal.g_00576	Pray.g_01565
OG0000859	Syal.g_00577	Pray.g_01564
OG0000860	Syal.g_00589	Pray.g_01557
OG0000861	Syal.g_00590	Pray.g_01556
OG0000862	Syal.g_00591	Pray.g_01555
OG0000863	Syal.g_00594	Pray.g_01553
OG0000864	Syal.g_00595	Pray.g_01552
OG0000865	Syal.g_00596	Pray.g_01551
OG0000866	Syal.g_00597	Pray.g_01550
OG0000867	Syal.g_00598	Pray.g_01549
OG0000868	Syal.g_00604	Pray.g_01548
OG0000869	Syal.g_00609	Pray.g_01544
OG0000870	Syal.g_00614	Pray.g_01539
OG0000871	Syal.g_00615	Pray.g_01538
OG0000872	Syal.g_00621	Pray.g_01537
OG0000873	Syal.g_00624	Pray.g_01534
OG0000874	Syal.g_00627	Pray.g_01531
OG0000875	Syal.g_00629	Pray.g_01530
OG0000876	Syal.g_00631	Pray.g_01529
OG0000877	Syal.g_00633	Pray.g_01527
OG0000878	Syal.g_00634	Pray.g_01526
OG0000879	Syal.g_00635	Pray.g_01525
OG0000880	Syal.g_00636	Pray.g_01524
OG0000881	Syal.g_00641	Pray.g_01520
OG0000882	Syal.g_00646	Pray.g_01515
OG0000883	Syal.g_00648	Pray.g_01513
OG0000884	Syal.g_00650	Pray.g_01512
OG0000885	Syal.g_00651	Pray.g_01511
OG0000886	Syal.g_00652	Pray.g_01510
OG0000887	Syal.g_00653	Pray.g_01509
OG0000888	Syal.g_00655	Pray.g_01507
OG0000889	Syal.g_00657	Pray.g_01505
OG0000890	Syal.g_00663	Pray.g_01504
OG0000891	Syal.g_00664	Pray.g_01503
OG0000892	Syal.g_00668	Pray.g_01229
OG0000893	Syal.g_00193	Pray.g_01234
OG0000894	Syal.g_00196	Pray.g_01236
OG0000895	Syal.g_00200	Pray.g_01239
OG0000896	Syal.g_00201	Pray.g_01240
OG0000897	Syal.g_00203	Pray.g_01242
OG0000898	Syal.g_00204	Pray.g_01243
OG0000899	Syal.g_00205	Pray.g_01244
OG0000900	Syal.g_00206	Pray.g_01245
OG0000901	Syal.g_00211	Pray.g_01248
OG0000902	Syal.g_00213	Pray.g_01250
OG0000903	Syal.g_00227	Pray.g_01253
OG0000904	Syal.g_00222	Pray.g_01255
OG0000905	Syal.g_00217	Pray.g_01260
OG0000906	Syal.g_00215	Pray.g_01261
OG0000907	Syal.g_00229	Pray.g_01264
OG0000908	Syal.g_00232	Pray.g_01267
OG0000909	Syal.g_00233	Pray.g_01268
OG0000910	Syal.g_00234	Pray.g_01269
OG0000911	Syal.g_00237	Pray.g_01271
OG0000912	Syal.g_00238	Pray.g_01272
OG0000913	Syal.g_00239	Pray.g_01273
OG0000914	Syal.g_00240	Pray.g_01274
OG0000915	Syal.g_00241	Pray.g_01275
OG0000916	Syal.g_00242	Pray.g_01276
OG0000917	Syal.g_00243	Pray.g_01277
OG0000918	Syal.g_00244	Pray.g_01278
OG0000919	Syal.g_00245	Pray.g_01279
OG0000920	Syal.g_00246	Pray.g_01280
OG0000921	Syal.g_00247	Pray.g_01281
OG0000922	Syal.g_00248	Pray.g_01282
OG0000923	Syal.g_00252	Pray.g_01286
OG0000924	Syal.g_00253	Pray.g_01287
OG0000925	Syal.g_00254	Pray.g_01288
OG0000926	Syal.g_00255	Pray.g_01289
OG0000927	Syal.g_00257	Pray.g_01291
OG0000928	Syal.g_00258	Pray.g_01292
OG0000929	Syal.g_00259	Pray.g_01293
OG0000930	Syal.g_00260	Pray.g_01294
OG0000931	Syal.g_00261	Pray.g_01295
OG0000932	Syal.g_00262	Pray.g_01296
OG0000933	Syal.g_00268	Pray.g_01300
OG0000934	Syal.g_00270	Pray.g_01302
OG0000935	Syal.g_00271	Pray.g_01303
OG0000936	Syal.g_00272	Pray.g_01304
OG0000937	Syal.g_00273	Pray.g_01305
OG0000938	Syal.g_00276	Pray.g_01307
OG0000939	Syal.g_00277	Pray.g_01308
OG0000940	Syal.g_00285	Pray.g_01315
OG0000941	Syal.g_00287	Pray.g_01317
OG0000942	Syal.g_00289	Pray.g_01319
OG0000943	Syal.g_00290	Pray.g_01320
OG0000944	Syal.g_00292	Pray.g_01321
OG0000945	Syal.g_00294	Pray.g_01322
OG0000946	Syal.g_00301	Pray.g_01327
OG0000947	Syal.g_00304	Pray.g_01329
OG0000948	Syal.g_00305	Pray.g_01330
OG0000949	Syal.g_01341	Pray.g_01333
OG0000950	Syal.g_01348	Pray.g_01338
OG0000951	Syal.g_01353	Pray.g_01342
OG0000952	Syal.g_01363	Pray.g_01346
OG0000953	Syal.g_01435	Pray.g_01349
OG0000954	Syal.g_01443	Pray.g_01353
OG0000955	Syal.g_01444	Pray.g_01354
OG0000956	Syal.g_01446	Pray.g_01356
OG0000957	Syal.g_01457	Pray.g_01362
OG0000958	Syal.g_01458	Pray.g_01363
OG0000959	Syal.g_01482	Pray.g_01367
OG0000960	Syal.g_01483	Pray.g_01368
OG0000961	Syal.g_01507	Pray.g_01370
OG0000962	Syal.g_01509	Pray.g_01372
OG0000963	Syal.g_01514	Pray.g_01376
OG0000964	Syal.g_01515	Pray.g_01377
OG0000965	Syal.g_01516	Pray.g_01378
OG0000966	Syal.g_00176	Pray.g_01385
OG0000967	Syal.g_00171	Pray.g_01390
OG0000968	Syal.g_00169	Pray.g_01392
OG0000969	Syal.g_00167	Pray.g_01393
OG0000970	Syal.g_00166	Pray.g_01394
OG0000971	Syal.g_00164	Pray.g_01395
OG0000972	Syal.g_00163	Pray.g_01396
OG0000973	Syal.g_00162	Pray.g_01397
OG0000974	Syal.g_00161	Pray.g_01398
OG0000975	Syal.g_00160	Pray.g_01399
OG0000976	Syal.g_00159	Pray.g_01400
OG0000977	Syal.g_00157	Pray.g_01401
OG0000978	Syal.g_00156	Pray.g_01402
OG0000979	Syal.g_00153	Pray.g_01405
OG0000980	Syal.g_00150	Pray.g_01407
OG0000981	Syal.g_00147	Pray.g_01409
OG0000982	Syal.g_01068	Pray.g_01411
OG0000983	Syal.g_01069	Pray.g_01412
OG0000984	Syal.g_01070	Pray.g_01413
OG0000985	Syal.g_01074	Pray.g_01416
OG0000986	Syal.g_01076	Pray.g_01418
OG0000987	Syal.g_01080	Pray.g_01419
OG0000988	Syal.g_01086	Pray.g_01422
OG0000989	Syal.g_01098	Pray.g_01426
OG0000990	Syal.g_01118	Pray.g_01429
OG0000991	Syal.g_01120	Pray.g_01430
OG0000992	Syal.g_01122	Pray.g_01432
OG0000993	Syal.g_01123	Pray.g_01433
OG0000994	Syal.g_01127	Pray.g_01434
OG0000995	Syal.g_01132	Pray.g_01438
OG0000996	Syal.g_01162	Pray.g_01439
OG0000997	Syal.g_01171	Pray.g_01440
OG0000998	Syal.g_01173	Pray.g_01442
OG0000999	Syal.g_01174	Pray.g_01443
OG0001000	Syal.g_01177	Pray.g_01446
OG0001001	Syal.g_01182	Pray.g_01448
OG0001002	Syal.g_00082	Pray.g_01452
OG0001003	Syal.g_00084	Pray.g_01453
OG0001004	Syal.g_00085	Pray.g_01454
OG0001005	Syal.g_00087	Pray.g_01455
OG0001006	Syal.g_00094	Pray.g_01459
OG0001007	Syal.g_00096	Pray.g_01461
OG0001008	Syal.g_00524	Pray.g_00927
OG0001009	Syal.g_00129	Pray.g_01489
OG0001010	Syal.g_00130	Pray.g_01490
OG0001011	Syal.g_00131	Pray.g_01491
OG0001012	Syal.g_01064	Pray.g_00240
OG0001013	Syal.g_01026	Pray.g_00235
OG0001014	Syal.g_01022	Pray.g_00232
OG0001015	Syal.g_01021	Pray.g_00231
OG0001016	Syal.g_00756	Pray.g_00216
OG0001017	Syal.g_00762	Pray.g_00212
OG0001018	Syal.g_00764	Pray.g_00209
OG0001019	Syal.g_00785	Pray.g_00200
OG0001020	Syal.g_00796	Pray.g_00199
OG0001021	Syal.g_00800	Pray.g_00198
OG0001022	Syal.g_00805	Pray.g_00195
OG0001023	Syal.g_00806	Pray.g_00194
OG0001024	Syal.g_00810	Pray.g_00191
OG0001025	Syal.g_00817	Pray.g_00185
OG0001026	Syal.g_00830	Pray.g_00178
OG0001027	Syal.g_00834	Pray.g_00177
OG0001028	Syal.g_00836	Pray.g_00175
OG0001029	Syal.g_00838	Pray.g_00174
OG0001030	Syal.g_00860	Pray.g_00159
OG0001031	Syal.g_00936	Pray.g_00667
OG0001032	Syal.g_00938	Pray.g_00668
OG0001033	Syal.g_00972	Pray.g_00689
OG0001034	Syal.g_00684	Pray.g_00717
OG0001035	Syal.g_01226	Pray.g_00735
OG0001036	Syal.g_01231	Pray.g_00739
OG0001037	Syal.g_01233	Pray.g_00740
OG0001038	Syal.g_01261	Pray.g_00757
OG0001039	Syal.g_01264	Pray.g_00760
OG0001040	Syal.g_01267	Pray.g_00762
OG0001041	Syal.g_01272	Pray.g_00766
OG0001042	Syal.g_01300	Pray.g_00782
OG0001043	Syal.g_01304	Pray.g_00783
OG0001044	Syal.g_00346	Pray.g_00811
OG0001045	Syal.g_00359	Pray.g_00820
OG0001046	Syal.g_01967	Pray.g_00857
OG0001047	Syal.g_00522	Pray.g_00929
OG0001048	Syal.g_00521	Pray.g_00930
OG0001049	Syal.g_00518	Pray.g_00932
OG0001050	Syal.g_00517	Pray.g_00933
OG0001051	Syal.g_00516	Pray.g_00934
OG0001052	Syal.g_00467	Pray.g_00961
OG0001053	Syal.g_02900	Pray.g_00973
OG0001054	Syal.g_02919	Pray.g_00989
OG0001055	Syal.g_02940	Pray.g_01008
OG0001056	Syal.g_02833	Pray.g_01225
OG0001057	Syal.g_01574	Pray.g_01220
OG0001058	Syal.g_02812	Pray.g_01212
OG0001059	Syal.g_02808	Pray.g_01208
OG0001060	Syal.g_02801	Pray.g_01201
OG0001061	Syal.g_02783	Pray.g_01188
OG0001062	Syal.g_02781	Pray.g_01186
OG0001063	Syal.g_02776	Pray.g_01184
OG0001064	Syal.g_02775	Pray.g_01183
OG0001065	Syal.g_02774	Pray.g_01182
OG0001066	Syal.g_02773	Pray.g_01181
OG0001067	Syal.g_02772	Pray.g_01180
OG0001068	Syal.g_02771	Pray.g_01179
OG0001069	Syal.g_02770	Pray.g_01178
OG0001070	Syal.g_02766	Pray.g_01175
OG0001071	Syal.g_02765	Pray.g_01174
OG0001072	Syal.g_02761	Pray.g_01173
OG0001073	Syal.g_02746	Pray.g_01159
OG0001074	Syal.g_02575	Pray.g_01148
OG0001075	Syal.g_02726	Pray.g_01147
OG0001076	Syal.g_02712	Pray.g_01139
OG0001077	Syal.g_02702	Pray.g_01135
OG0001078	Syal.g_02635	Pray.g_01127
OG0001079	Syal.g_02618	Pray.g_01116
OG0001080	Syal.g_02514	Pray.g_01110
OG0001081	Syal.g_02175	Pray.g_01108
OG0001082	Syal.g_02176	Pray.g_01107
OG0001083	Syal.g_02184	Pray.g_01102
OG0001084	Syal.g_02187	Pray.g_01101
OG0001085	Syal.g_02206	Pray.g_01093
OG0001086	Syal.g_02208	Pray.g_01092
OG0001087	Syal.g_01782	Pray.g_01075
OG0001088	Syal.g_01785	Pray.g_01074
OG0001089	Syal.g_01811	Pray.g_01066
OG0001090	Syal.g_01859	Pray.g_01039
OG0001091	Syal.g_01862	Pray.g_01037
OG0001092	Syal.g_01864	Pray.g_01036
OG0001093	Syal.g_02419	Pray.g_01031
OG0001094	Syal.g_02216	Pray.g_00342
OG0001095	Syal.g_01879	Pray.g_00361
OG0001096	Syal.g_02447	Pray.g_00374
OG0001097	Syal.g_02473	Pray.g_00393
OG0001098	Syal.g_02083	Pray.g_00408
OG0001099	Syal.g_00837	Pray.g_00440
OG0001100	Syal.g_02293	Pray.g_00444
OG0001101	Syal.g_02292	Pray.g_00446
OG0001102	Syal.g_02289	Pray.g_00449
OG0001103	Syal.g_02287	Pray.g_00451
OG0001104	Syal.g_02241	Pray.g_00474
OG0001105	Syal.g_02236	Pray.g_00478
OG0001106	Syal.g_02007	Pray.g_00502
OG0001107	Syal.g_01993	Pray.g_00509
OG0001108	Syal.g_01985	Pray.g_00513
OG0001109	Syal.g_01983	Pray.g_00514
OG0001110	Syal.g_01981	Pray.g_00516
OG0001111	Syal.g_01979	Pray.g_00517
OG0001112	Syal.g_01977	Pray.g_00518
OG0001113	Syal.g_02244	Pray.g_00519
OG0001114	Syal.g_01976	Pray.g_00520
OG0001115	Syal.g_01972	Pray.g_00522
OG0001116	Syal.g_01970	Pray.g_00523
OG0001117	Syal.g_01969	Pray.g_00524
OG0001118	Syal.g_01968	Pray.g_00525
OG0001119	Syal.g_01966	Pray.g_00526
OG0001120	Syal.g_01962	Pray.g_00528
OG0001121	Syal.g_02960	Pray.g_00099, Pray.g_00531
OG0001122	Syal.g_01921	Pray.g_00556
OG0001123	Syal.g_01913	Pray.g_00560
OG0001124	Syal.g_01911	Pray.g_00562
OG0001125	Syal.g_01909	Pray.g_00563
OG0001126	Syal.g_01837	Pray.g_00573
OG0001127	Syal.g_01836	Pray.g_00574
OG0001128	Syal.g_01833	Pray.g_00576
OG0001129	Syal.g_01831	Pray.g_00577
OG0001130	Syal.g_01830	Pray.g_00578
OG0001131	Syal.g_02260	Pray.g_00614
OG0001132	Syal.g_02553	Pray.g_00623
OG0001133	Syal.g_02710	Pray.g_00112
OG0001134	Syal.g_02506	Pray.g_00097
OG0001136	Syal.g_01650	Pray.g_00067
OG0001137	Syal.g_01673	Pray.g_00055
OG0001138	Syal.g_01709	Pray.g_00037
OG0001139	Syal.g_01711	Pray.g_00036
OG0001140	Syal.g_01712	Pray.g_00035
OG0001141	Syal.g_01713	Pray.g_00034
OG0001142	Syal.g_01714	Pray.g_00033
OG0001143	Syal.g_01722	Pray.g_00026
OG0001144	Syal.g_01736	Pray.g_00021
OG0001145	Syal.g_01614	Pray.g_01878
OG0001146	Syal.g_01593	Pray.g_01866
OG0001147	Syal.g_00458	Pray.g_01843
OG0001148	Syal.g_02886	Pray.g_01827
OG0001149	Syal.g_02885	Pray.g_01826
OG0001150	Syal.g_02884	Pray.g_01825
OG0001151	Syal.g_02872	Pray.g_01814
OG0001152	Syal.g_02871	Pray.g_01813
OG0001153	Syal.g_00421	Pray.g_01690
OG0001154	Syal.g_00422	Pray.g_01689
OG0001155	Syal.g_02969	Pray.g_01677
OG0001156	Syal.g_02972	Pray.g_01674
OG0001157	Syal.g_02973	Pray.g_01673
OG0001158	Syal.g_02974	Pray.g_01672
OG0001159	Syal.g_02975	Pray.g_01671
OG0001160	Syal.g_00564	Pray.g_01647
OG0001161	Syal.g_01104	Pray.g_01634
OG0001162	Syal.g_01577	Pray.g_01623
OG0001163	Syal.g_00573	Pray.g_01567
OG0001164	Syal.g_00579	Pray.g_01563
OG0001165	Syal.g_00584	Pray.g_01560
OG0001166	Syal.g_00613	Pray.g_01540
OG0001167	Syal.g_00638	Pray.g_01523
OG0001168	Syal.g_00640	Pray.g_01521
OG0001169	Syal.g_00642	Pray.g_01519
OG0001170	Syal.g_00644	Pray.g_01517
OG0001172	Syal.g_00198	Pray.g_01237
