Orthogroup	Syal	Syap
OG0000591	Syal.g_02707	Syap.g_01289
OG0000592	Syal.g_02706	Syap.g_01288
OG0000593	Syal.g_02640	Syap.g_00890
OG0000594	Syal.g_02639	Syap.g_00891
OG0000595	Syal.g_02638	Syap.g_00892
OG0000596	Syal.g_02633	Syap.g_00898
OG0000597	Syal.g_02630	Syap.g_00903
OG0000598	Syal.g_02629	Syap.g_00904
OG0000599	Syal.g_02622	Syap.g_00908
OG0000600	Syal.g_02621	Syap.g_00909
OG0000601	Syal.g_02620	Syap.g_00910
OG0000602	Syal.g_02615	Syap.g_00640
OG0000603	Syal.g_02614	Syap.g_00641
OG0000604	Syal.g_02612	Syap.g_02769
OG0000605	Syal.g_02516	Syap.g_02501, Syap.g_02771
OG0000606	Syal.g_02174	Syap.g_02506
OG0000607	Syal.g_02177	Syap.g_00093
OG0000608	Syal.g_02178	Syap.g_00094
OG0000609	Syal.g_02180	Syap.g_00096
OG0000610	Syal.g_02198	Syap.g_01963
OG0000611	Syal.g_02201	Syap.g_01958
OG0000612	Syal.g_02202	Syap.g_01957
OG0000613	Syal.g_01325	Syap.g_02480
OG0000615	Syal.g_02256	Syap.g_00154
OG0000616	Syal.g_00079	Syap.g_00127
OG0000617	Syal.g_01866	Syap.g_00513
OG0000618	Syal.g_01867	Syap.g_00514
OG0000619	Syal.g_02417	Syap.g_00515
OG0000620	Syal.g_02422	Syap.g_00520
OG0000621	Syal.g_02423	Syap.g_00521
OG0000622	Syal.g_02424	Syap.g_00523
OG0000623	Syal.g_02425	Syap.g_00526
OG0000624	Syal.g_02427	Syap.g_00527
OG0000625	Syal.g_02428	Syap.g_00528
OG0000626	Syal.g_02429	Syap.g_00529
OG0000627	Syal.g_02048	Syap.g_00848
OG0000628	Syal.g_02047	Syap.g_00850
OG0000629	Syal.g_02044	Syap.g_02334
OG0000630	Syal.g_02040	Syap.g_02793
OG0000631	Syal.g_02031	Syap.g_01724
OG0000632	Syal.g_02030	Syap.g_01725
OG0000633	Syal.g_02029	Syap.g_01726
OG0000634	Syal.g_02410	Syap.g_00190
OG0000635	Syal.g_02411	Syap.g_00191
OG0000636	Syal.g_02413	Syap.g_00193
OG0000637	Syal.g_02415	Syap.g_00195
OG0000638	Syal.g_02416	Syap.g_00196
OG0000639	Syal.g_01868	Syap.g_00197
OG0000640	Syal.g_01869	Syap.g_00198
OG0000641	Syal.g_01873	Syap.g_00203
OG0000642	Syal.g_01874	Syap.g_02732
OG0000643	Syal.g_01875	Syap.g_02731
OG0000644	Syal.g_01876	Syap.g_02730
OG0000645	Syal.g_01878	Syap.g_02726
OG0000646	Syal.g_01881	Syap.g_02723
OG0000647	Syal.g_01883	Syap.g_02721
OG0000648	Syal.g_02438	Syap.g_02719
OG0000649	Syal.g_02439	Syap.g_02718
OG0000650	Syal.g_02440	Syap.g_02717
OG0000651	Syal.g_02441	Syap.g_02716
OG0000652	Syal.g_02442	Syap.g_02715
OG0000653	Syal.g_02444	Syap.g_02713
OG0000654	Syal.g_02445	Syap.g_02711
OG0000655	Syal.g_02446	Syap.g_02710
OG0000656	Syal.g_02449	Syap.g_02706
OG0000657	Syal.g_02460	Syap.g_01845
OG0000658	Syal.g_02465	Syap.g_01841
OG0000659	Syal.g_02466	Syap.g_01840
OG0000660	Syal.g_02470	Syap.g_01835
OG0000662	Syal.g_02474	Syap.g_00823
OG0000663	Syal.g_02477	Syap.g_00826
OG0000664	Syal.g_02478	Syap.g_00828
OG0000665	Syal.g_02593	Syap.g_02331
OG0000666	Syal.g_02605	Syap.g_01573
OG0000667	Syal.g_02192	Syap.g_01979
OG0000668	Syal.g_01920	Syap.g_02765
OG0000669	Syal.g_02295	Syap.g_02371
OG0000670	Syal.g_02956	Syap.g_02368
OG0000671	Syal.g_02291	Syap.g_01260
OG0000672	Syal.g_02288	Syap.g_01257
OG0000673	Syal.g_02285	Syap.g_01253
OG0000674	Syal.g_02283	Syap.g_01251
OG0000675	Syal.g_02282	Syap.g_01250
OG0000676	Syal.g_02272	Syap.g_01248
OG0000677	Syal.g_02271	Syap.g_01246
OG0000678	Syal.g_02264	Syap.g_01239
OG0000679	Syal.g_02252	Syap.g_00157
OG0000680	Syal.g_02251	Syap.g_00158
OG0000681	Syal.g_02248	Syap.g_00163
OG0000682	Syal.g_02247	Syap.g_00165
OG0000683	Syal.g_02246	Syap.g_00166
OG0000684	Syal.g_02242	Syap.g_00169
OG0000685	Syal.g_02240	Syap.g_00172
OG0000686	Syal.g_02239	Syap.g_00173
OG0000687	Syal.g_02237	Syap.g_00174
OG0000688	Syal.g_02225	Syap.g_00178
OG0000689	Syal.g_02223	Syap.g_00180
OG0000690	Syal.g_02222	Syap.g_00181
OG0000691	Syal.g_02221	Syap.g_00182
OG0000692	Syal.g_02220	Syap.g_00184
OG0000693	Syal.g_02218	Syap.g_00185
OG0000694	Syal.g_02217	Syap.g_00186
OG0000695	Syal.g_02027	Syap.g_01729
OG0000696	Syal.g_02026	Syap.g_01730
OG0000697	Syal.g_02025	Syap.g_01734
OG0000698	Syal.g_02022	Syap.g_01737
OG0000699	Syal.g_02021	Syap.g_01738
OG0000700	Syal.g_02020	Syap.g_01739
OG0000701	Syal.g_02019	Syap.g_01740
OG0000702	Syal.g_02011	Syap.g_01747
OG0000703	Syal.g_02010	Syap.g_01750
OG0000704	Syal.g_02008	Syap.g_01753
OG0000705	Syal.g_01999	Syap.g_02022
OG0000706	Syal.g_01998	Syap.g_02020
OG0000707	Syal.g_01997	Syap.g_02019
OG0000708	Syal.g_01994	Syap.g_02016
OG0000709	Syal.g_01986	Syap.g_00121
OG0000711	Syal.g_01954	Syap.g_02686
OG0000712	Syal.g_01952	Syap.g_02688
OG0000713	Syal.g_01951	Syap.g_02689
OG0000714	Syal.g_01948	Syap.g_02691
OG0000715	Syal.g_01934	Syap.g_02693
OG0000716	Syal.g_01930	Syap.g_02696
OG0000717	Syal.g_01929	Syap.g_02697
OG0000718	Syal.g_01925	Syap.g_02701
OG0000719	Syal.g_01922	Syap.g_02767
OG0000720	Syal.g_01908	Syap.g_02780
OG0000721	Syal.g_01906	Syap.g_02782
OG0000722	Syal.g_01905	Syap.g_02783
OG0000723	Syal.g_02433	Syap.g_00532
OG0000725	Syal.g_01820	Syap.g_01559
OG0000726	Syal.g_01819	Syap.g_01560
OG0000727	Syal.g_01818	Syap.g_01561
OG0000728	Syal.g_01816	Syap.g_01564
OG0000729	Syal.g_01510	Syap.g_01122
OG0000730	Syal.g_00345	Syap.g_00572
OG0000731	Syal.g_00356	Syap.g_00560
OG0000732	Syal.g_00149	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syal.g_01105	Syap.g_01971
OG0000734	Syal.g_00828	Syap.g_02628
OG0000735	Syal.g_01627	Syap.g_00244
OG0000736	Syal.g_01628	Syap.g_00243
OG0000737	Syal.g_01629	Syap.g_00242
OG0000738	Syal.g_01634	Syap.g_00236
OG0000739	Syal.g_01645	Syap.g_00235
OG0000740	Syal.g_01646	Syap.g_00234
OG0000741	Syal.g_01649	Syap.g_00231
OG0000742	Syal.g_01652	Syap.g_00229
OG0000743	Syal.g_01654	Syap.g_00226
OG0000744	Syal.g_01655	Syap.g_00225
OG0000745	Syal.g_01657	Syap.g_00222
OG0000746	Syal.g_01659	Syap.g_00220
OG0000747	Syal.g_01660	Syap.g_00219
OG0000748	Syal.g_01674	Syap.g_00212
OG0000749	Syal.g_01675	Syap.g_00211
OG0000750	Syal.g_01676	Syap.g_00210
OG0000751	Syal.g_01688	Syap.g_00205
OG0000752	Syal.g_01690	Syap.g_01793
OG0000753	Syal.g_01693	Syap.g_02775
OG0000754	Syal.g_01698	Syap.g_01883
OG0000755	Syal.g_01707	Syap.g_01893
OG0000757	Syal.g_01715	Syap.g_00427
OG0000758	Syal.g_01716	Syap.g_00428
OG0000759	Syal.g_01717	Syap.g_00429
OG0000760	Syal.g_01718	Syap.g_00430
OG0000761	Syal.g_01719	Syap.g_00431
OG0000762	Syal.g_01721	Syap.g_00434
OG0000763	Syal.g_01723	Syap.g_02624
OG0000764	Syal.g_01724	Syap.g_02623
OG0000765	Syal.g_01768	Syap.g_02440
OG0000766	Syal.g_01767	Syap.g_02439
OG0000767	Syal.g_01765	Syap.g_02437
OG0000768	Syal.g_01764	Syap.g_02436
OG0000769	Syal.g_01762	Syap.g_02434
OG0000770	Syal.g_01758	Syap.g_02431
OG0000772	Syal.g_01641	Syap.g_02295
OG0000773	Syal.g_01618	Syap.g_00885
OG0000774	Syal.g_01610	Syap.g_01473
OG0000775	Syal.g_01608	Syap.g_01475
OG0000776	Syal.g_01607	Syap.g_01476
OG0000777	Syal.g_01606	Syap.g_01478
OG0000778	Syal.g_01605	Syap.g_01479
OG0000779	Syal.g_01599	Syap.g_01494
OG0000780	Syal.g_01594	Syap.g_01496
OG0000781	Syal.g_01590	Syap.g_02609
OG0000782	Syal.g_01589	Syap.g_02611
OG0000783	Syal.g_01588	Syap.g_02612
OG0000784	Syal.g_01587	Syap.g_02613
OG0000785	Syal.g_01585	Syap.g_02281
OG0000786	Syal.g_01579	Syap.g_02287
OG0000787	Syal.g_01578	Syap.g_02288
OG0000788	Syal.g_02619	Syap.g_01932
OG0000789	Syal.g_02598	Syap.g_00372
OG0000791	Syal.g_02882	Syap.g_02520
OG0000792	Syal.g_02881	Syap.g_02519
OG0000793	Syal.g_02876	Syap.g_02141
OG0000794	Syal.g_02875	Syap.g_02200
OG0000795	Syal.g_02874	Syap.g_02199
OG0000796	Syal.g_02870	Syap.g_02448
OG0000797	Syal.g_02869	Syap.g_02449
OG0000798	Syal.g_01260	Syap.g_01363
OG0000798	Syal.g_01372	Syap.g_01269
OG0000799	Syal.g_01547	Syap.g_02488
OG0000800	Syal.g_01542	Syap.g_02487
OG0000801	Syal.g_01541	Syap.g_02486
OG0000802	Syal.g_01536	Syap.g_02659
OG0000803	Syal.g_00040	Syap.g_02109
OG0000804	Syal.g_00036	Syap.g_02113
OG0000805	Syal.g_00030	Syap.g_02115
OG0000806	Syal.g_00028	Syap.g_02117
OG0000807	Syal.g_00026	Syap.g_02118
OG0000808	Syal.g_00025	Syap.g_02119
OG0000809	Syal.g_00022	Syap.g_02122
OG0000810	Syal.g_00021	Syap.g_02124
OG0000811	Syal.g_00380	Syap.g_02472
OG0000812	Syal.g_00382	Syap.g_02474
OG0000813	Syal.g_00383	Syap.g_02475
OG0000814	Syal.g_00385	Syap.g_02753
OG0000815	Syal.g_00391	Syap.g_02752
OG0000816	Syal.g_00393	Syap.g_02289
OG0000817	Syal.g_00394	Syap.g_02527
OG0000818	Syal.g_00401	Syap.g_02001
OG0000819	Syal.g_00402	Syap.g_02002
OG0000820	Syal.g_00403	Syap.g_02003
OG0000821	Syal.g_00409	Syap.g_02009
OG0000822	Syal.g_00411	Syap.g_02011
OG0000824	Syal.g_00417	Syap.g_00008
OG0000825	Syal.g_00418	Syap.g_00009
OG0000826	Syal.g_00419	Syap.g_00010
OG0000827	Syal.g_00420	Syap.g_00011
OG0000828	Syal.g_00423	Syap.g_00014
OG0000829	Syal.g_00424	Syap.g_00015
OG0000830	Syal.g_00425	Syap.g_00016
OG0000831	Syal.g_00427	Syap.g_00019
OG0000832	Syal.g_02967	Syap.g_00752
OG0000833	Syal.g_02976	Syap.g_00021
OG0000834	Syal.g_02979	Syap.g_00023
OG0000835	Syal.g_02980	Syap.g_00024
OG0000836	Syal.g_02983	Syap.g_00026
OG0000837	Syal.g_02984	Syap.g_00027
OG0000838	Syal.g_02988	Syap.g_00031
OG0000839	Syal.g_02989	Syap.g_00032
OG0000840	Syal.g_02990	Syap.g_00033
OG0000841	Syal.g_02991	Syap.g_00034
OG0000842	Syal.g_02992	Syap.g_00035
OG0000843	Syal.g_02993	Syap.g_00036
OG0000844	Syal.g_02995	Syap.g_00039
OG0000845	Syal.g_02996	Syap.g_00040
OG0000846	Syal.g_02997	Syap.g_00042
OG0000847	Syal.g_02998	Syap.g_00043
OG0000848	Syal.g_03000	Syap.g_00045
OG0000849	Syal.g_03001	Syap.g_00046
OG0000850	Syal.g_03008	Syap.g_00310
OG0000851	Syal.g_00561	Syap.g_01214
OG0000852	Syal.g_00562	Syap.g_01215
OG0000853	Syal.g_00566	Syap.g_01219
OG0000854	Syal.g_00568	Syap.g_01222
OG0000855	Syal.g_00569	Syap.g_01223
OG0000856	Syal.g_02704	Syap.g_01286
OG0000857	Syal.g_01882	Syap.g_02722
OG0000858	Syal.g_00576	Syap.g_00612
OG0000859	Syal.g_00577	Syap.g_00613
OG0000860	Syal.g_00589	Syap.g_00623
OG0000861	Syal.g_00590	Syap.g_02789
OG0000862	Syal.g_00591	Syap.g_01789
OG0000863	Syal.g_00594	Syap.g_01784
OG0000864	Syal.g_00595	Syap.g_01783
OG0000865	Syal.g_00596	Syap.g_01781, Syap.g_01782
OG0000866	Syal.g_00597	Syap.g_01780
OG0000867	Syal.g_00598	Syap.g_01779
OG0000868	Syal.g_00604	Syap.g_01775
OG0000869	Syal.g_00609	Syap.g_01770
OG0000870	Syal.g_00614	Syap.g_01401
OG0000871	Syal.g_00615	Syap.g_01400
OG0000872	Syal.g_00621	Syap.g_01394
OG0000873	Syal.g_00624	Syap.g_01390
OG0000874	Syal.g_00627	Syap.g_01388
OG0000875	Syal.g_00629	Syap.g_01386
OG0000876	Syal.g_00631	Syap.g_00822
OG0000877	Syal.g_00633	Syap.g_01380
OG0000878	Syal.g_00634	Syap.g_01378
OG0000879	Syal.g_00635	Syap.g_01377
OG0000880	Syal.g_00636	Syap.g_01376
OG0000882	Syal.g_00646	Syap.g_01516
OG0000883	Syal.g_00648	Syap.g_01511
OG0000884	Syal.g_00650	Syap.g_01509
OG0000885	Syal.g_00651	Syap.g_01508
OG0000886	Syal.g_00652	Syap.g_01507
OG0000887	Syal.g_00653	Syap.g_01506
OG0000888	Syal.g_00655	Syap.g_01504
OG0000889	Syal.g_00657	Syap.g_01502
OG0000890	Syal.g_00663	Syap.g_01499
OG0000891	Syal.g_00664	Syap.g_01498
OG0000892	Syal.g_00668	Syap.g_02671
OG0000893	Syal.g_00193	Syap.g_02497
OG0000894	Syal.g_00196	Syap.g_02679
OG0000895	Syal.g_00200	Syap.g_00546
OG0000896	Syal.g_00201	Syap.g_00545
OG0000897	Syal.g_00203	Syap.g_00543
OG0000898	Syal.g_00204	Syap.g_00542
OG0000899	Syal.g_00205	Syap.g_00541
OG0000900	Syal.g_00206	Syap.g_00540
OG0000901	Syal.g_00211	Syap.g_01930
OG0000902	Syal.g_00213	Syap.g_01929
OG0000903	Syal.g_00227	Syap.g_01916
OG0000904	Syal.g_00222	Syap.g_01922
OG0000905	Syal.g_00217	Syap.g_01925
OG0000906	Syal.g_00215	Syap.g_01927
OG0000907	Syal.g_00229	Syap.g_01914
OG0000908	Syal.g_00232	Syap.g_01235
OG0000909	Syal.g_00233	Syap.g_01236
OG0000910	Syal.g_00234	Syap.g_01237
OG0000911	Syal.g_00237	Syap.g_00511
OG0000912	Syal.g_00238	Syap.g_00510
OG0000913	Syal.g_00239	Syap.g_00509
OG0000914	Syal.g_00240	Syap.g_00508
OG0000915	Syal.g_00241	Syap.g_00506
OG0000916	Syal.g_00242	Syap.g_00505
OG0000917	Syal.g_00243	Syap.g_00504
OG0000918	Syal.g_00244	Syap.g_00503
OG0000919	Syal.g_00245	Syap.g_00502
OG0000920	Syal.g_00246	Syap.g_00501
OG0000921	Syal.g_00247	Syap.g_00500
OG0000922	Syal.g_00248	Syap.g_00499
OG0000923	Syal.g_00252	Syap.g_00495
OG0000924	Syal.g_00253	Syap.g_00494
OG0000925	Syal.g_00254	Syap.g_00493
OG0000926	Syal.g_00255	Syap.g_00492
OG0000927	Syal.g_00257	Syap.g_00490
OG0000928	Syal.g_00258	Syap.g_00489
OG0000929	Syal.g_00259	Syap.g_00488
OG0000930	Syal.g_00260	Syap.g_00487
OG0000931	Syal.g_00261	Syap.g_00486
OG0000932	Syal.g_00262	Syap.g_00485
OG0000933	Syal.g_00268	Syap.g_00479
OG0000934	Syal.g_00270	Syap.g_00477
OG0000935	Syal.g_00271	Syap.g_00476
OG0000936	Syal.g_00272	Syap.g_00475
OG0000937	Syal.g_00273	Syap.g_00474
OG0000938	Syal.g_00276	Syap.g_00471
OG0000939	Syal.g_00277	Syap.g_00469
OG0000940	Syal.g_00285	Syap.g_00460
OG0000941	Syal.g_00287	Syap.g_00458
OG0000942	Syal.g_00289	Syap.g_00606
OG0000943	Syal.g_00290	Syap.g_00604
OG0000944	Syal.g_00292	Syap.g_00602
OG0000945	Syal.g_00294	Syap.g_00601
OG0000946	Syal.g_00301	Syap.g_00595
OG0000947	Syal.g_00304	Syap.g_00591
OG0000948	Syal.g_00305	Syap.g_00590
OG0000949	Syal.g_01341	Syap.g_01051
OG0000950	Syal.g_01348	Syap.g_01061
OG0000951	Syal.g_01353	Syap.g_01070
OG0000952	Syal.g_01363	Syap.g_01074
OG0000953	Syal.g_01435	Syap.g_01078
OG0000954	Syal.g_01443	Syap.g_01089
OG0000955	Syal.g_01444	Syap.g_01090
OG0000956	Syal.g_01446	Syap.g_01092
OG0000957	Syal.g_01457	Syap.g_01109
OG0000958	Syal.g_01458	Syap.g_01110
OG0000959	Syal.g_01482	Syap.g_01114
OG0000960	Syal.g_01483	Syap.g_01115
OG0000961	Syal.g_01507	Syap.g_02170
OG0000962	Syal.g_01509	Syap.g_01121
OG0000963	Syal.g_01514	Syap.g_01124
OG0000964	Syal.g_01515	Syap.g_01125
OG0000965	Syal.g_01516	Syap.g_01126
OG0000966	Syal.g_00176	Syap.g_01141
OG0000967	Syal.g_00171	Syap.g_00633
OG0000968	Syal.g_00169	Syap.g_00998
OG0000969	Syal.g_00167	Syap.g_00996
OG0000970	Syal.g_00166	Syap.g_00995
OG0000971	Syal.g_00164	Syap.g_00993
OG0000972	Syal.g_00163	Syap.g_00992
OG0000973	Syal.g_00162	Syap.g_00991
OG0000974	Syal.g_00161	Syap.g_00990
OG0000975	Syal.g_00160	Syap.g_00989
OG0000976	Syal.g_00159	Syap.g_00988
OG0000977	Syal.g_00157	Syap.g_00986
OG0000978	Syal.g_00156	Syap.g_00985
OG0000979	Syal.g_00153	Syap.g_00980
OG0000980	Syal.g_00150	Syap.g_00977
OG0000981	Syal.g_00147	Syap.g_01812
OG0000982	Syal.g_01068	Syap.g_00132
OG0000983	Syal.g_01069	Syap.g_00134
OG0000984	Syal.g_01070	Syap.g_00135
OG0000985	Syal.g_01074	Syap.g_00140
OG0000986	Syal.g_01076	Syap.g_01044
OG0000987	Syal.g_01080	Syap.g_01033
OG0000988	Syal.g_01086	Syap.g_01027
OG0000989	Syal.g_01098	Syap.g_01011
OG0000990	Syal.g_01118	Syap.g_02087
OG0000991	Syal.g_01120	Syap.g_02091
OG0000992	Syal.g_01122	Syap.g_02095
OG0000993	Syal.g_01123	Syap.g_02097
OG0000994	Syal.g_01127	Syap.g_02101
OG0000996	Syal.g_01162	Syap.g_01817
OG0000997	Syal.g_01171	Syap.g_02590
OG0000998	Syal.g_01173	Syap.g_02591
OG0000999	Syal.g_01174	Syap.g_02592
OG0001001	Syal.g_01182	Syap.g_02605
OG0001002	Syal.g_00082	Syap.g_00124
OG0001003	Syal.g_00084	Syap.g_02310
OG0001004	Syal.g_00085	Syap.g_02311
OG0001005	Syal.g_00087	Syap.g_02312
OG0001006	Syal.g_00094	Syap.g_00053
OG0001007	Syal.g_00096	Syap.g_00055
OG0001008	Syal.g_00524	Syap.g_02060
OG0001012	Syal.g_01064	Syap.g_00371
OG0001013	Syal.g_01026	Syap.g_01325
OG0001016	Syal.g_00756	Syap.g_01695
OG0001033	Syal.g_00972	Syap.g_00105
OG0001035	Syal.g_01226	Syap.g_01594
OG0001038	Syal.g_01261	Syap.g_01362
OG0001039	Syal.g_01264	Syap.g_01359
OG0001040	Syal.g_01267	Syap.g_01356
OG0001041	Syal.g_01272	Syap.g_01352
OG0001043	Syal.g_01304	Syap.g_01676
OG0001044	Syal.g_00346	Syap.g_00571
OG0001053	Syal.g_02900	Syap.g_02253
OG0001054	Syal.g_02919	Syap.g_00274
OG0001055	Syal.g_02940	Syap.g_00252
OG0001059	Syal.g_02808	Syap.g_00306
OG0001060	Syal.g_02801	Syap.g_00299
OG0001061	Syal.g_02783	Syap.g_01309
OG0001062	Syal.g_02781	Syap.g_01314
OG0001072	Syal.g_02761	Syap.g_00441
OG0001073	Syal.g_02746	Syap.g_00122, Syap.g_00455
OG0001078	Syal.g_02635	Syap.g_00896
OG0001080	Syal.g_02514	Syap.g_02505
OG0001085	Syal.g_02206	Syap.g_01953
OG0001094	Syal.g_02216	Syap.g_00187
OG0001095	Syal.g_01879	Syap.g_02725
OG0001096	Syal.g_02447	Syap.g_02709
OG0001100	Syal.g_02293	Syap.g_02369
OG0001102	Syal.g_02289	Syap.g_01258
OG0001103	Syal.g_02287	Syap.g_01256
OG0001104	Syal.g_02241	Syap.g_00171
OG0001105	Syal.g_02236	Syap.g_00175
OG0001107	Syal.g_01993	Syap.g_02015
OG0001108	Syal.g_01985	Syap.g_00119
OG0001122	Syal.g_01921	Syap.g_02766
OG0001123	Syal.g_01913	Syap.g_01872
OG0001133	Syal.g_02710	Syap.g_01292
OG0001136	Syal.g_01650	Syap.g_00230
OG0001137	Syal.g_01673	Syap.g_00213
OG0001140	Syal.g_01712	Syap.g_02134
OG0001152	Syal.g_02871	Syap.g_02447
OG0001154	Syal.g_00422	Syap.g_00013
OG0001155	Syal.g_02969	Syap.g_00750
OG0001160	Syal.g_00564	Syap.g_01217
OG0001162	Syal.g_01577	Syap.g_02366
OG0001163	Syal.g_00573	Syap.g_00609
OG0001164	Syal.g_00579	Syap.g_00614
OG0001165	Syal.g_00584	Syap.g_00619
OG0001168	Syal.g_00640	Syap.g_01372
OG0001172	Syal.g_00198	Syap.g_00547
OG0001177	Syal.g_00224	Syap.g_01920
OG0001178	Syal.g_00592	Syap.g_01786, Syap.g_01787
OG0001179	Syal.g_00256	Syap.g_00491
OG0001180	Syal.g_00282	Syap.g_00097, Syap.g_00465
OG0001183	Syal.g_00302	Syap.g_00594
OG0001185	Syal.g_01453	Syap.g_01104
OG0001186	Syal.g_00179	Syap.g_01140
OG0001187	Syal.g_00175	Syap.g_01142
OG0001188	Syal.g_00172	Syap.g_00634
OG0001189	Syal.g_00152	Syap.g_00979
OG0001191	Syal.g_01083	Syap.g_01030
OG0001192	Syal.g_01090	Syap.g_01021
OG0001197	Syal.g_00080	Syap.g_00126
OG0001198	Syal.g_00093	Syap.g_00052
OG0001199	Syal.g_00757	Syap.g_01696
OG0001200	Syal.g_00759	Syap.g_01698
OG0001202	Syal.g_00956	Syap.g_01613
OG0001203	Syal.g_00683	Syap.g_01154
OG0001204	Syal.g_01201	Syap.g_01577
OG0001214	Syal.g_02634	Syap.g_00897
OG0001217	Syal.g_02067	Syap.g_01464
OG0001218	Syal.g_00429	Syap.g_00020
OG0001219	Syal.g_02036	Syap.g_02794
OG0001221	Syal.g_02258	Syap.g_01777
OG0001222	Syal.g_02006	Syap.g_02027
OG0001224	Syal.g_01827	Syap.g_01551
OG0001225	Syal.g_01825	Syap.g_01553
OG0001226	Syal.g_00767	Syap.g_02551
OG0001228	Syal.g_02451	Syap.g_01063
OG0001229	Syal.g_01801	Syap.g_00827
OG0001230	Syal.g_00029	Syap.g_02116
OG0001231	Syal.g_00114	Syap.g_00073
OG0001232	Syal.g_00622	Syap.g_01393
OG0001236	Syal.g_01352	Syap.g_01069
OG0001237	Syal.g_01362	Syap.g_01073
OG0001238	Syal.g_01085	Syap.g_01028
OG0001239	Syal.g_00754	Syap.g_01693, Syap.g_01692
OG0001242	Syal.g_00844	Syap.g_02227, Syap.g_02229
OG0001243	Syal.g_00852	Syap.g_02219
OG0001244	Syal.g_00882	Syap.g_02192
OG0001246	Syal.g_02927	Syap.g_00267, Syap.g_01165
OG0001248	Syal.g_01778	Syap.g_00423
OG0001249	Syal.g_00337	Syap.g_00575
OG0001250	Syal.g_02469	Syap.g_01836
OG0001251	Syal.g_02576	Syap.g_01549, Syap.g_01727
OG0001253	Syal.g_02521	Syap.g_01969
OG0001255	Syal.g_02609	Syap.g_02523
OG0001256	Syal.g_00571	Syap.g_01225
OG0001257	Syal.g_02262	Syap.g_00374, Syap.g_00373
OG0001258	Syal.g_00582	Syap.g_00617
OG0001260	Syal.g_00665	Syap.g_01497
OG0001261	Syal.g_00265	Syap.g_00482
OG0001262	Syal.g_00154	Syap.g_00981
OG0001263	Syal.g_00856	Syap.g_02216
OG0001265	Syal.g_00842	Syap.g_02231
OG0001266	Syal.g_00960	Syap.g_01618
OG0001267	Syal.g_01263	Syap.g_01360
OG0001268	Syal.g_00353	Syap.g_00563
OG0001270	Syal.g_00528	Syap.g_02056
OG0001271	Syal.g_00466	Syap.g_02759
OG0001272	Syal.g_02903	Syap.g_02250
OG0001274	Syal.g_01007	Syap.g_01897
OG0001275	Syal.g_01932	Syap.g_02694
OG0001276	Syal.g_01914	Syap.g_01873
OG0001277	Syal.g_02963	Syap.g_01293
OG0001278	Syal.g_01766	Syap.g_02438
OG0001279	Syal.g_02565	Syap.g_02663
OG0001282	Syal.g_02887	Syap.g_01701
OG0001284	Syal.g_03007	Syap.g_00047
OG0001286	Syal.g_00280	Syap.g_00467
OG0001287	Syal.g_01461	Syap.g_00418
OG0001288	Syal.g_01513	Syap.g_01123
OG0001289	Syal.g_00781	Syap.g_02365
OG0001291	Syal.g_00866	Syap.g_02207
OG0001292	Syal.g_01206	Syap.g_01583
OG0001299	Syal.g_02200	Syap.g_01959
OG0001303	Syal.g_02033	Syap.g_02795
OG0001304	Syal.g_01899	Syap.g_00536
OG0001305	Syal.g_01817	Syap.g_01562
OG0001306	Syal.g_01626	Syap.g_00245
OG0001307	Syal.g_02195	Syap.g_00403
OG0001308	Syal.g_00392	Syap.g_02751, Syap.g_02750
OG0001310	Syal.g_00605	Syap.g_01774
OG0001311	Syal.g_01912	Syap.g_01871
OG0001312	Syal.g_02024	Syap.g_01735
OG0001315	Syal.g_00300	Syap.g_00596
OG0001318	Syal.g_01228	Syap.g_01596, Syap.g_01597
OG0001319	Syal.g_01252	Syap.g_02338
OG0001323	Syal.g_02946	Syap.g_00757
OG0001326	Syal.g_01138, Syal.g_02405	Syap.g_02646
OG0001332	Syal.g_02965	Syap.g_01548
OG0001333	Syal.g_00639	Syap.g_01373
OG0001336	Syal.g_01180	Syap.g_02602
OG0001337	Syal.g_00308, Syal.g_00327	Syap.g_00576
OG0001345	Syal.g_01694	Syap.g_01877, Syap.g_02776
OG0001346	Syal.g_01600	Syap.g_01484
OG0001347	Syal.g_01531	Syap.g_02536
OG0001348	Syal.g_01849	Syap.g_00938
OG0001349	Syal.g_01426	Syap.g_01264, Syap.g_00851
OG0001351	Syal.g_00501	Syap.g_01996
OG0001353	Syal.g_02457	Syap.g_01849
OG0001358	Syal.g_02715	Syap.g_00942
OG0001360	Syal.g_01696	Syap.g_01881, Syap.g_02778
OG0001361	Syal.g_01691	Syap.g_01792
OG0001364	Syal.g_01342	Syap.g_01052
OG0001365	Syal.g_01072	Syap.g_00138
OG0001366	Syal.g_00616	Syap.g_01399
OG0001368	Syal.g_01200	Syap.g_01576
OG0001373	Syal.g_01137	Syap.g_02647
OG0001374	Syal.g_01145	Syap.g_01829, Syap.g_01830
OG0001376	Syal.g_01095	Syap.g_01991
OG0001377	Syal.g_01094	Syap.g_01992
OG0001378	Syal.g_00529	Syap.g_02055
OG0001379	Syal.g_01609	Syap.g_01474
OG0001382	Syal.g_00220	Syap.g_00677
OG0001383	Syal.g_00678	Syap.g_02665
OG0001385	Syal.g_01134	Syap.g_02650
OG0001386	Syal.g_01135	Syap.g_02649
