Orthogroup	Syal	Syag
OG0000561	Syal.g_02806	Syag.g_00277
OG0000562	Syal.g_02805	Syag.g_00278
OG0000563	Syal.g_02804	Syag.g_00279
OG0000564	Syal.g_02803	Syag.g_00280
OG0000565	Syal.g_02799	Syag.g_00284
OG0000566	Syal.g_02795	Syag.g_00288
OG0000567	Syal.g_02791	Syag.g_00292
OG0000568	Syal.g_02789	Syag.g_00295
OG0000569	Syal.g_02788	Syag.g_00296
OG0000570	Syal.g_02787	Syag.g_00297
OG0000571	Syal.g_02784	Syag.g_00301
OG0000572	Syal.g_02767	Syag.g_00320
OG0000573	Syal.g_02759	Syag.g_00329
OG0000574	Syal.g_02758	Syag.g_00330
OG0000575	Syal.g_02753	Syag.g_00335
OG0000576	Syal.g_02751	Syag.g_00337
OG0000577	Syal.g_02750	Syag.g_00338
OG0000578	Syal.g_02749	Syag.g_00339
OG0000579	Syal.g_02748	Syag.g_00340
OG0000580	Syal.g_02747	Syag.g_00341
OG0000581	Syal.g_02741	Syag.g_00348
OG0000582	Syal.g_02736	Syag.g_00353
OG0000583	Syal.g_02735	Syag.g_00354
OG0000584	Syal.g_02734	Syag.g_00355
OG0000585	Syal.g_02731	Syag.g_00357
OG0000586	Syal.g_02730	Syag.g_00358
OG0000587	Syal.g_02728	Syag.g_00360
OG0000588	Syal.g_02717	Syag.g_00371
OG0000589	Syal.g_02714	Syag.g_00375
OG0000590	Syal.g_02713	Syag.g_00376
OG0000591	Syal.g_02707	Syag.g_00383
OG0000592	Syal.g_02706	Syag.g_00384
OG0000593	Syal.g_02640	Syag.g_00406
OG0000594	Syal.g_02639	Syag.g_00407
OG0000595	Syal.g_02638	Syag.g_00408
OG0000596	Syal.g_02633	Syag.g_00413
OG0000597	Syal.g_02630	Syag.g_00416
OG0000598	Syal.g_02629	Syag.g_00417
OG0000599	Syal.g_02622	Syag.g_00424
OG0000600	Syal.g_02621	Syag.g_00425
OG0000601	Syal.g_02620	Syag.g_00426
OG0000602	Syal.g_02615	Syag.g_00431
OG0000603	Syal.g_02614	Syag.g_00432
OG0000604	Syal.g_02612	Syag.g_00434
OG0000605	Syal.g_02516	Syag.g_00522
OG0000606	Syal.g_02174	Syag.g_00550
OG0000607	Syal.g_02177	Syag.g_00553
OG0000608	Syal.g_02178	Syag.g_00554
OG0000609	Syal.g_02180	Syag.g_00556
OG0000610	Syal.g_02198	Syag.g_00580
OG0000611	Syal.g_02201	Syag.g_00583
OG0000612	Syal.g_02202	Syag.g_00584
OG0000613	Syal.g_01325	Syag.g_02533
OG0000614	Syal.g_01794	Syag.g_01004
OG0000615	Syal.g_02256	Syag.g_00630
OG0000616	Syal.g_00079	Syag.g_02255
OG0000617	Syal.g_01866	Syag.g_00915
OG0000618	Syal.g_01867	Syag.g_00914
OG0000619	Syal.g_02417	Syag.g_00913
OG0000620	Syal.g_02422	Syag.g_00906
OG0000621	Syal.g_02423	Syag.g_00905
OG0000622	Syal.g_02424	Syag.g_00904
OG0000623	Syal.g_02425	Syag.g_00903
OG0000624	Syal.g_02427	Syag.g_00901
OG0000625	Syal.g_02428	Syag.g_00900
OG0000626	Syal.g_02429	Syag.g_00899
OG0000627	Syal.g_02048	Syag.g_00756
OG0000628	Syal.g_02047	Syag.g_00757
OG0000629	Syal.g_02044	Syag.g_00761
OG0000630	Syal.g_02040	Syag.g_00765
OG0000631	Syal.g_02031	Syag.g_00772
OG0000632	Syal.g_02030	Syag.g_00773
OG0000633	Syal.g_02029	Syag.g_00774
OG0000634	Syal.g_02410	Syag.g_00663
OG0000635	Syal.g_02411	Syag.g_00664
OG0000636	Syal.g_02413	Syag.g_00666
OG0000637	Syal.g_02415	Syag.g_00668
OG0000638	Syal.g_02416	Syag.g_00669
OG0000639	Syal.g_01868	Syag.g_00670
OG0000640	Syal.g_01869	Syag.g_00671
OG0000641	Syal.g_01873	Syag.g_00675
OG0000642	Syal.g_01874	Syag.g_00676
OG0000643	Syal.g_01875	Syag.g_00677
OG0000644	Syal.g_01876	Syag.g_00678
OG0000645	Syal.g_01878	Syag.g_00680
OG0000646	Syal.g_01881	Syag.g_00683
OG0000647	Syal.g_01883	Syag.g_00685
OG0000648	Syal.g_02438	Syag.g_00694
OG0000649	Syal.g_02439	Syag.g_00695
OG0000650	Syal.g_02440	Syag.g_00696
OG0000651	Syal.g_02441	Syag.g_00697
OG0000652	Syal.g_02442	Syag.g_00698
OG0000653	Syal.g_02444	Syag.g_00700
OG0000654	Syal.g_02445	Syag.g_00701
OG0000655	Syal.g_02446	Syag.g_00702
OG0000656	Syal.g_02449	Syag.g_00705
OG0000657	Syal.g_02460	Syag.g_00719
OG0000658	Syal.g_02465	Syag.g_00721
OG0000659	Syal.g_02466	Syag.g_00722
OG0000660	Syal.g_02470	Syag.g_00726
OG0000661	Syal.g_02472	Syag.g_00728
OG0000662	Syal.g_02474	Syag.g_00730
OG0000663	Syal.g_02477	Syag.g_00733
OG0000664	Syal.g_02478	Syag.g_00734
OG0000665	Syal.g_02593	Syag.g_00456
OG0000666	Syal.g_02605	Syag.g_00445
OG0000667	Syal.g_02192	Syag.g_00574
OG0000668	Syal.g_01920	Syag.g_00868
OG0000669	Syal.g_02295	Syag.g_00600
OG0000670	Syal.g_02956	Syag.g_00399
OG0000671	Syal.g_02291	Syag.g_00604
OG0000672	Syal.g_02288	Syag.g_00607
OG0000673	Syal.g_02285	Syag.g_00610
OG0000674	Syal.g_02283	Syag.g_00612
OG0000675	Syal.g_02282	Syag.g_00613
OG0000676	Syal.g_02272	Syag.g_00615
OG0000677	Syal.g_02271	Syag.g_00616
OG0000678	Syal.g_02264	Syag.g_00622
OG0000679	Syal.g_02252	Syag.g_00633
OG0000680	Syal.g_02251	Syag.g_00634
OG0000681	Syal.g_02248	Syag.g_00637
OG0000682	Syal.g_02247	Syag.g_00638
OG0000683	Syal.g_02246	Syag.g_00639
OG0000684	Syal.g_02242	Syag.g_00641
OG0000685	Syal.g_02240	Syag.g_00643
OG0000686	Syal.g_02239	Syag.g_00644
OG0000687	Syal.g_02237	Syag.g_00645
OG0000688	Syal.g_02225	Syag.g_00651
OG0000689	Syal.g_02223	Syag.g_00653
OG0000690	Syal.g_02222	Syag.g_00654
OG0000691	Syal.g_02221	Syag.g_00655
OG0000692	Syal.g_02220	Syag.g_00656
OG0000693	Syal.g_02218	Syag.g_00658
OG0000694	Syal.g_02217	Syag.g_00659
OG0000695	Syal.g_02027	Syag.g_00776
OG0000696	Syal.g_02026	Syag.g_00777
OG0000697	Syal.g_02025	Syag.g_00778
OG0000698	Syal.g_02022	Syag.g_00781
OG0000699	Syal.g_02021	Syag.g_00782
OG0000700	Syal.g_02020	Syag.g_00783
OG0000701	Syal.g_02019	Syag.g_00784
OG0000702	Syal.g_02011	Syag.g_00792
OG0000703	Syal.g_02010	Syag.g_00793
OG0000704	Syal.g_02008	Syag.g_00795
OG0000705	Syal.g_01999	Syag.g_00802
OG0000706	Syal.g_01998	Syag.g_00803
OG0000707	Syal.g_01997	Syag.g_00804
OG0000708	Syal.g_01994	Syag.g_00807
OG0000709	Syal.g_01986	Syag.g_00816
OG0000710	Syal.g_01982	Syag.g_00820
OG0000711	Syal.g_01954	Syag.g_00848
OG0000712	Syal.g_01952	Syag.g_00850
OG0000713	Syal.g_01951	Syag.g_00851
OG0000714	Syal.g_01948	Syag.g_00853
OG0000715	Syal.g_01934	Syag.g_00855
OG0000716	Syal.g_01930	Syag.g_00859
OG0000717	Syal.g_01929	Syag.g_00860
OG0000718	Syal.g_01925	Syag.g_00864
OG0000719	Syal.g_01922	Syag.g_00866
OG0000720	Syal.g_01908	Syag.g_00880
OG0000721	Syal.g_01906	Syag.g_00882
OG0000722	Syal.g_01905	Syag.g_00883
OG0000723	Syal.g_02433	Syag.g_00897
OG0000724	Syal.g_01829	Syag.g_00967
OG0000725	Syal.g_01820	Syag.g_00978
OG0000726	Syal.g_01819	Syag.g_00979
OG0000727	Syal.g_01818	Syag.g_00980
OG0000728	Syal.g_01816	Syag.g_00982
OG0000729	Syal.g_01510	Syag.g_02376
OG0000730	Syal.g_00345	Syag.g_02840
OG0000731	Syal.g_00356	Syag.g_02853
OG0000732	Syal.g_00149	Syag.g_02331
OG0000733	Syal.g_01105	Syag.g_00145
OG0000734	Syal.g_00828	Syag.g_01892
OG0000735	Syal.g_01627	Syag.g_01159
OG0000736	Syal.g_01628	Syag.g_01158
OG0000737	Syal.g_01629	Syag.g_01157
OG0000738	Syal.g_01634	Syag.g_01152
OG0000739	Syal.g_01645	Syag.g_01149
OG0000740	Syal.g_01646	Syag.g_01148
OG0000741	Syal.g_01649	Syag.g_01145
OG0000742	Syal.g_01652	Syag.g_01142
OG0000743	Syal.g_01654	Syag.g_01140
OG0000744	Syal.g_01655	Syag.g_01139
OG0000745	Syal.g_01657	Syag.g_01137
OG0000746	Syal.g_01659	Syag.g_01135
OG0000747	Syal.g_01660	Syag.g_01134
OG0000748	Syal.g_01674	Syag.g_01122
OG0000749	Syal.g_01675	Syag.g_01121
OG0000750	Syal.g_01676	Syag.g_01120
OG0000751	Syal.g_01688	Syag.g_01114
OG0000752	Syal.g_01690	Syag.g_01112
OG0000753	Syal.g_01693	Syag.g_01109
OG0000754	Syal.g_01698	Syag.g_01103
OG0000755	Syal.g_01707	Syag.g_01092
OG0000756	Syal.g_01708	Syag.g_01091
OG0000757	Syal.g_01715	Syag.g_01084
OG0000758	Syal.g_01716	Syag.g_01083
OG0000759	Syal.g_01717	Syag.g_01082
OG0000760	Syal.g_01718	Syag.g_01081
OG0000761	Syal.g_01719	Syag.g_01080
OG0000762	Syal.g_01721	Syag.g_01078
OG0000763	Syal.g_01723	Syag.g_01076
OG0000764	Syal.g_01724	Syag.g_01075
OG0000765	Syal.g_01768	Syag.g_01056
OG0000766	Syal.g_01767	Syag.g_01055
OG0000767	Syal.g_01765	Syag.g_01053
OG0000768	Syal.g_01764	Syag.g_01052
OG0000769	Syal.g_01762	Syag.g_01047
OG0000770	Syal.g_01758	Syag.g_01043
OG0000771	Syal.g_01835	Syag.g_00959
OG0000772	Syal.g_01641	Syag.g_02043
OG0000773	Syal.g_01618	Syag.g_01168
OG0000774	Syal.g_01610	Syag.g_01182
OG0000775	Syal.g_01608	Syag.g_01185
OG0000776	Syal.g_01607	Syag.g_01186
OG0000777	Syal.g_01606	Syag.g_01187
OG0000778	Syal.g_01605	Syag.g_01188
OG0000779	Syal.g_01599	Syag.g_01194
OG0000780	Syal.g_01594	Syag.g_01217
OG0000781	Syal.g_01590	Syag.g_01221
OG0000782	Syal.g_01589	Syag.g_01222
OG0000783	Syal.g_01588	Syag.g_01223
OG0000784	Syal.g_01587	Syag.g_01224
OG0000785	Syal.g_01585	Syag.g_01226
OG0000786	Syal.g_01579	Syag.g_01235
OG0000787	Syal.g_01578	Syag.g_01236
OG0000788	Syal.g_02619	Syag.g_00427
OG0000789	Syal.g_02598	Syag.g_00453
OG0000790	Syal.g_02883	Syag.g_01542
OG0000791	Syal.g_02882	Syag.g_01544
OG0000792	Syal.g_02881	Syag.g_01545
OG0000793	Syal.g_02876	Syag.g_01550
OG0000794	Syal.g_02875	Syag.g_01551
OG0000795	Syal.g_02874	Syag.g_01552
OG0000796	Syal.g_02870	Syag.g_01556
OG0000797	Syal.g_02869	Syag.g_01557
OG0000798	Syal.g_01260	Syag.g_02601
OG0000799	Syal.g_01547	Syag.g_01278
OG0000800	Syal.g_01542	Syag.g_01280
OG0000801	Syal.g_01541	Syag.g_01285
OG0000802	Syal.g_01536	Syag.g_01293
OG0000803	Syal.g_00040	Syag.g_01321
OG0000804	Syal.g_00036	Syag.g_01438
OG0000805	Syal.g_00030	Syag.g_01433
OG0000806	Syal.g_00028	Syag.g_01429
OG0000807	Syal.g_00026	Syag.g_01428
OG0000808	Syal.g_00025	Syag.g_01427
OG0000809	Syal.g_00022	Syag.g_01423
OG0000810	Syal.g_00021	Syag.g_01422
OG0000811	Syal.g_00380	Syag.g_01413
OG0000812	Syal.g_00382	Syag.g_01411
OG0000813	Syal.g_00383	Syag.g_01410
OG0000814	Syal.g_00385	Syag.g_01408
OG0000815	Syal.g_00391	Syag.g_01407
OG0000816	Syal.g_00393	Syag.g_01405
OG0000817	Syal.g_00394	Syag.g_01404
OG0000818	Syal.g_00401	Syag.g_01400
OG0000819	Syal.g_00402	Syag.g_01399
OG0000820	Syal.g_00403	Syag.g_01398
OG0000821	Syal.g_00409	Syag.g_01388
OG0000822	Syal.g_00411	Syag.g_01386
OG0000823	Syal.g_00412	Syag.g_01385
OG0000824	Syal.g_00417	Syag.g_01379
OG0000825	Syal.g_00418	Syag.g_01378
OG0000826	Syal.g_00419	Syag.g_01377
OG0000827	Syal.g_00420	Syag.g_01376
OG0000828	Syal.g_00423	Syag.g_01373
OG0000829	Syal.g_00424	Syag.g_01372
OG0000830	Syal.g_00425	Syag.g_01371
OG0000831	Syal.g_00427	Syag.g_01367
OG0000832	Syal.g_02967	Syag.g_01614
OG0000833	Syal.g_02976	Syag.g_01628
OG0000834	Syal.g_02979	Syag.g_01632
OG0000835	Syal.g_02980	Syag.g_01633
OG0000836	Syal.g_02983	Syag.g_01637
OG0000837	Syal.g_02984	Syag.g_01638
OG0000838	Syal.g_02988	Syag.g_01642
OG0000839	Syal.g_02989	Syag.g_01643
OG0000840	Syal.g_02990	Syag.g_01644
OG0000841	Syal.g_02991	Syag.g_01645
OG0000842	Syal.g_02992	Syag.g_01646
OG0000843	Syal.g_02993	Syag.g_01647
OG0000844	Syal.g_02995	Syag.g_01649
OG0000845	Syal.g_02996	Syag.g_01650
OG0000846	Syal.g_02997	Syag.g_01651
OG0000847	Syal.g_02998	Syag.g_01652
OG0000848	Syal.g_03000	Syag.g_01654
OG0000849	Syal.g_03001	Syag.g_01655
OG0000850	Syal.g_03008	Syag.g_01657
OG0000851	Syal.g_00561	Syag.g_01663
OG0000852	Syal.g_00562	Syag.g_01664
OG0000853	Syal.g_00566	Syag.g_01668
OG0000854	Syal.g_00568	Syag.g_01670
OG0000855	Syal.g_00569	Syag.g_01671
OG0000856	Syal.g_02704	Syag.g_00386
OG0000857	Syal.g_01882	Syag.g_00684
OG0000858	Syal.g_00576	Syag.g_01677
OG0000859	Syal.g_00577	Syag.g_01678
OG0000860	Syal.g_00589	Syag.g_01689
OG0000861	Syal.g_00590	Syag.g_01690
OG0000862	Syal.g_00591	Syag.g_01693
OG0000863	Syal.g_00594	Syag.g_01695
OG0000864	Syal.g_00595	Syag.g_01696
OG0000865	Syal.g_00596	Syag.g_01697
OG0000866	Syal.g_00597	Syag.g_01698
OG0000867	Syal.g_00598	Syag.g_01699
OG0000868	Syal.g_00604	Syag.g_01707
OG0000869	Syal.g_00609	Syag.g_01711
OG0000870	Syal.g_00614	Syag.g_01716
OG0000871	Syal.g_00615	Syag.g_01717
OG0000872	Syal.g_00621	Syag.g_01723
OG0000873	Syal.g_00624	Syag.g_01726
OG0000874	Syal.g_00627	Syag.g_01729
OG0000875	Syal.g_00629	Syag.g_01731
OG0000876	Syal.g_00631	Syag.g_01732
OG0000877	Syal.g_00633	Syag.g_01734
OG0000878	Syal.g_00634	Syag.g_01735
OG0000879	Syal.g_00635	Syag.g_02356
OG0000880	Syal.g_00636	Syag.g_01736
OG0000881	Syal.g_00641	Syag.g_01741
OG0000882	Syal.g_00646	Syag.g_01746
OG0000883	Syal.g_00648	Syag.g_01749
OG0000884	Syal.g_00650	Syag.g_01751
OG0000885	Syal.g_00651	Syag.g_01752
OG0000886	Syal.g_00652	Syag.g_01753
OG0000887	Syal.g_00653	Syag.g_01754
OG0000888	Syal.g_00655	Syag.g_01756
OG0000889	Syal.g_00657	Syag.g_01758
OG0000890	Syal.g_00663	Syag.g_01761
OG0000891	Syal.g_00664	Syag.g_01762
OG0000892	Syal.g_00668	Syag.g_01765
OG0000893	Syal.g_00193	Syag.g_02688
OG0000894	Syal.g_00196	Syag.g_02691
OG0000895	Syal.g_00200	Syag.g_02695
OG0000896	Syal.g_00201	Syag.g_02696
OG0000897	Syal.g_00203	Syag.g_02699
OG0000898	Syal.g_00204	Syag.g_02700
OG0000899	Syal.g_00205	Syag.g_02701
OG0000900	Syal.g_00206	Syag.g_02702
OG0000901	Syal.g_00211	Syag.g_02707
OG0000902	Syal.g_00213	Syag.g_02709
OG0000903	Syal.g_00227	Syag.g_02724
OG0000904	Syal.g_00222	Syag.g_02718
OG0000905	Syal.g_00217	Syag.g_02714
OG0000906	Syal.g_00215	Syag.g_02711
OG0000907	Syal.g_00229	Syag.g_02727
OG0000908	Syal.g_00232	Syag.g_02730
OG0000909	Syal.g_00233	Syag.g_02731
OG0000910	Syal.g_00234	Syag.g_02732
OG0000911	Syal.g_00237	Syag.g_02734
OG0000912	Syal.g_00238	Syag.g_02735
OG0000913	Syal.g_00239	Syag.g_02736
OG0000914	Syal.g_00240	Syag.g_02737
OG0000915	Syal.g_00241	Syag.g_02739
OG0000916	Syal.g_00242	Syag.g_02740
OG0000917	Syal.g_00243	Syag.g_02741
OG0000918	Syal.g_00244	Syag.g_02742
OG0000919	Syal.g_00245	Syag.g_02743
OG0000920	Syal.g_00246	Syag.g_02744
OG0000921	Syal.g_00247	Syag.g_02745
OG0000922	Syal.g_00248	Syag.g_02746
OG0000923	Syal.g_00252	Syag.g_02750
OG0000924	Syal.g_00253	Syag.g_02751
OG0000925	Syal.g_00254	Syag.g_02752
OG0000926	Syal.g_00255	Syag.g_02753
OG0000927	Syal.g_00257	Syag.g_02755
OG0000928	Syal.g_00258	Syag.g_02756
OG0000929	Syal.g_00259	Syag.g_02757
OG0000930	Syal.g_00260	Syag.g_02758
OG0000931	Syal.g_00261	Syag.g_02759
OG0000932	Syal.g_00262	Syag.g_02760
OG0000933	Syal.g_00268	Syag.g_02766
OG0000934	Syal.g_00270	Syag.g_02768
OG0000935	Syal.g_00271	Syag.g_02769
OG0000936	Syal.g_00272	Syag.g_02770
OG0000937	Syal.g_00273	Syag.g_02771
OG0000938	Syal.g_00276	Syag.g_02774
OG0000939	Syal.g_00277	Syag.g_02775
OG0000940	Syal.g_00285	Syag.g_02783
OG0000941	Syal.g_00287	Syag.g_02785
OG0000942	Syal.g_00289	Syag.g_02787
OG0000943	Syal.g_00290	Syag.g_02788
OG0000944	Syal.g_00292	Syag.g_02790
OG0000945	Syal.g_00294	Syag.g_02792
OG0000946	Syal.g_00301	Syag.g_02797
OG0000947	Syal.g_00304	Syag.g_02801
OG0000948	Syal.g_00305	Syag.g_02802
OG0000949	Syal.g_01341	Syag.g_02449
OG0000950	Syal.g_01348	Syag.g_02436
OG0000951	Syal.g_01353	Syag.g_02431
OG0000952	Syal.g_01363	Syag.g_02423
OG0000953	Syal.g_01435	Syag.g_02415
OG0000954	Syal.g_01443	Syag.g_02409
OG0000955	Syal.g_01444	Syag.g_02408
OG0000956	Syal.g_01446	Syag.g_02406
OG0000957	Syal.g_01457	Syag.g_02395
OG0000958	Syal.g_01458	Syag.g_02394
OG0000959	Syal.g_01482	Syag.g_02389
OG0000960	Syal.g_01483	Syag.g_02388
OG0000961	Syal.g_01507	Syag.g_02379
OG0000962	Syal.g_01509	Syag.g_02377
OG0000963	Syal.g_01514	Syag.g_02372
OG0000964	Syal.g_01515	Syag.g_02371
OG0000965	Syal.g_01516	Syag.g_02370
OG0000966	Syal.g_00176	Syag.g_02362
OG0000967	Syal.g_00171	Syag.g_02358
OG0000968	Syal.g_00169	Syag.g_02355
OG0000969	Syal.g_00167	Syag.g_02354
OG0000970	Syal.g_00166	Syag.g_02353
OG0000971	Syal.g_00164	Syag.g_02348
OG0000972	Syal.g_00163	Syag.g_02347
OG0000973	Syal.g_00162	Syag.g_02346
OG0000974	Syal.g_00161	Syag.g_02345
OG0000975	Syal.g_00160	Syag.g_02344
OG0000976	Syal.g_00159	Syag.g_02343
OG0000977	Syal.g_00157	Syag.g_02340
OG0000978	Syal.g_00156	Syag.g_02338
OG0000979	Syal.g_00153	Syag.g_02335
OG0000980	Syal.g_00150	Syag.g_02332
OG0000981	Syal.g_00147	Syag.g_02329
OG0000982	Syal.g_01068	Syag.g_02127
OG0000983	Syal.g_01069	Syag.g_02128
OG0000984	Syal.g_01070	Syag.g_02129
OG0000985	Syal.g_01074	Syag.g_02133
OG0000986	Syal.g_01076	Syag.g_02138
OG0000987	Syal.g_01080	Syag.g_02140
OG0000988	Syal.g_01086	Syag.g_02145
OG0000989	Syal.g_01098	Syag.g_02156
OG0000990	Syal.g_01118	Syag.g_02169
OG0000991	Syal.g_01120	Syag.g_02174
OG0000992	Syal.g_01122	Syag.g_02177
OG0000993	Syal.g_01123	Syag.g_02178
OG0000994	Syal.g_01127	Syag.g_02181
OG0000995	Syal.g_01132	Syag.g_02187
OG0000996	Syal.g_01162	Syag.g_02229
OG0000997	Syal.g_01171	Syag.g_02239
OG0000998	Syal.g_01173	Syag.g_02241
OG0000999	Syal.g_01174	Syag.g_02242
OG0001000	Syal.g_01177	Syag.g_02246
OG0001001	Syal.g_01182	Syag.g_02251
OG0001002	Syal.g_00082	Syag.g_02258
OG0001003	Syal.g_00084	Syag.g_02260
OG0001004	Syal.g_00085	Syag.g_02261
OG0001005	Syal.g_00087	Syag.g_02263
OG0001006	Syal.g_00094	Syag.g_02270
OG0001007	Syal.g_00096	Syag.g_02272
OG0001008	Syal.g_00524	Syag.g_00034
OG0001009	Syal.g_00129	Syag.g_02304
OG0001010	Syal.g_00130	Syag.g_02305
OG0001011	Syal.g_00131	Syag.g_02307
OG0001012	Syal.g_01064	Syag.g_02123
OG0001013	Syal.g_01026	Syag.g_02098
OG0001014	Syal.g_01022	Syag.g_02084
OG0001015	Syal.g_01021	Syag.g_02083
OG0001016	Syal.g_00756	Syag.g_01824
OG0001017	Syal.g_00762	Syag.g_01830
OG0001018	Syal.g_00764	Syag.g_01832
OG0001019	Syal.g_00785	Syag.g_01854
OG0001020	Syal.g_00796	Syag.g_01861
OG0001021	Syal.g_00800	Syag.g_01865
OG0001022	Syal.g_00805	Syag.g_01870
OG0001023	Syal.g_00806	Syag.g_01871
OG0001024	Syal.g_00810	Syag.g_01875
OG0001025	Syal.g_00817	Syag.g_01882
OG0001026	Syal.g_00830	Syag.g_01894
OG0001027	Syal.g_00834	Syag.g_01902
OG0001028	Syal.g_00836	Syag.g_01904
OG0001029	Syal.g_00838	Syag.g_01906
OG0001030	Syal.g_00860	Syag.g_01927
OG0001031	Syal.g_00936	Syag.g_02000
OG0001032	Syal.g_00938	Syag.g_02005
OG0001033	Syal.g_00972	Syag.g_02048
OG0001034	Syal.g_00684	Syag.g_01784
OG0001035	Syal.g_01226	Syag.g_02635
OG0001036	Syal.g_01231	Syag.g_02630
OG0001037	Syal.g_01233	Syag.g_02628
OG0001038	Syal.g_01261	Syag.g_02600
OG0001039	Syal.g_01264	Syag.g_02597
OG0001040	Syal.g_01267	Syag.g_02594
OG0001041	Syal.g_01272	Syag.g_02589
OG0001042	Syal.g_01300	Syag.g_02564
OG0001043	Syal.g_01304	Syag.g_02560
OG0001044	Syal.g_00346	Syag.g_02842
OG0001045	Syal.g_00359	Syag.g_02856
OG0001046	Syal.g_01967	Syag.g_00836
OG0001047	Syal.g_00522	Syag.g_00036
OG0001048	Syal.g_00521	Syag.g_00037
OG0001049	Syal.g_00518	Syag.g_00040
OG0001050	Syal.g_00517	Syag.g_00041
OG0001051	Syal.g_00516	Syag.g_00042
OG0001052	Syal.g_00467	Syag.g_01352
OG0001053	Syal.g_02900	Syag.g_01525
OG0001054	Syal.g_02919	Syag.g_01506
OG0001055	Syal.g_02940	Syag.g_01485
OG0001056	Syal.g_02833	Syag.g_01449
OG0001057	Syal.g_01574	Syag.g_01241
OG0001058	Syal.g_02812	Syag.g_00271
OG0001059	Syal.g_02808	Syag.g_00275
OG0001060	Syal.g_02801	Syag.g_00282
OG0001061	Syal.g_02783	Syag.g_00302
OG0001062	Syal.g_02781	Syag.g_00304
OG0001063	Syal.g_02776	Syag.g_00310
OG0001064	Syal.g_02775	Syag.g_00311
OG0001065	Syal.g_02774	Syag.g_00312
OG0001066	Syal.g_02773	Syag.g_00313
OG0001067	Syal.g_02772	Syag.g_00314
OG0001068	Syal.g_02771	Syag.g_00315
OG0001069	Syal.g_02770	Syag.g_00317
OG0001070	Syal.g_02766	Syag.g_00321
OG0001071	Syal.g_02765	Syag.g_00322
OG0001072	Syal.g_02761	Syag.g_00327
OG0001073	Syal.g_02746	Syag.g_00342
OG0001074	Syal.g_02575	Syag.g_00467
OG0001075	Syal.g_02726	Syag.g_00362
OG0001076	Syal.g_02712	Syag.g_00378
OG0001077	Syal.g_02702	Syag.g_00388
OG0001078	Syal.g_02635	Syag.g_00411
OG0001079	Syal.g_02618	Syag.g_00428
OG0001080	Syal.g_02514	Syag.g_00495
OG0001081	Syal.g_02175	Syag.g_00551
OG0001082	Syal.g_02176	Syag.g_00552
OG0001083	Syal.g_02184	Syag.g_00565
OG0001084	Syal.g_02187	Syag.g_00569
OG0001085	Syal.g_02206	Syag.g_00592
OG0001086	Syal.g_02208	Syag.g_00594
OG0001087	Syal.g_01782	Syag.g_01018
OG0001088	Syal.g_01785	Syag.g_01016
OG0001089	Syal.g_01811	Syag.g_00986
OG0001090	Syal.g_01859	Syag.g_00922
OG0001091	Syal.g_01862	Syag.g_00919
OG0001092	Syal.g_01864	Syag.g_00917
OG0001093	Syal.g_02419	Syag.g_00910
OG0001094	Syal.g_02216	Syag.g_00661
OG0001095	Syal.g_01879	Syag.g_00681
OG0001096	Syal.g_02447	Syag.g_00703
OG0001097	Syal.g_02473	Syag.g_00729
OG0001098	Syal.g_02083	Syag.g_00744
OG0001099	Syal.g_00837	Syag.g_01905
OG0001101	Syal.g_02292	Syag.g_00603
OG0001102	Syal.g_02289	Syag.g_00606
OG0001103	Syal.g_02287	Syag.g_00608
OG0001104	Syal.g_02241	Syag.g_00642
OG0001105	Syal.g_02236	Syag.g_00646
OG0001106	Syal.g_02007	Syag.g_00796
OG0001107	Syal.g_01993	Syag.g_00808
OG0001108	Syal.g_01985	Syag.g_00817
OG0001109	Syal.g_01983	Syag.g_00819
OG0001110	Syal.g_01981	Syag.g_00821
OG0001111	Syal.g_01979	Syag.g_00823
OG0001112	Syal.g_01977	Syag.g_00825
OG0001113	Syal.g_02244	Syag.g_00826
OG0001114	Syal.g_01976	Syag.g_00827
OG0001115	Syal.g_01972	Syag.g_00831
OG0001116	Syal.g_01970	Syag.g_00833
OG0001117	Syal.g_01969	Syag.g_00834
OG0001118	Syal.g_01968	Syag.g_00835
OG0001119	Syal.g_01966	Syag.g_00837
OG0001120	Syal.g_01962	Syag.g_00841
OG0001121	Syal.g_02960	Syag.g_01584
OG0001122	Syal.g_01921	Syag.g_00867
OG0001123	Syal.g_01913	Syag.g_00875
OG0001124	Syal.g_01911	Syag.g_00877
OG0001125	Syal.g_01909	Syag.g_00879
OG0001126	Syal.g_01837	Syag.g_00957
OG0001127	Syal.g_01836	Syag.g_00958
OG0001128	Syal.g_01833	Syag.g_00961
OG0001129	Syal.g_01831	Syag.g_00963
OG0001130	Syal.g_01830	Syag.g_00964
OG0001131	Syal.g_02260	Syag.g_00624
OG0001132	Syal.g_02553	Syag.g_00096
OG0001133	Syal.g_02710	Syag.g_00380
OG0001134	Syal.g_02506	Syag.g_02164
OG0001135	Syal.g_02505	Syag.g_00147
OG0001136	Syal.g_01650	Syag.g_01144
OG0001137	Syal.g_01673	Syag.g_01123
OG0001138	Syal.g_01709	Syag.g_01090
OG0001139	Syal.g_01711	Syag.g_01088
OG0001140	Syal.g_01712	Syag.g_01087
OG0001141	Syal.g_01713	Syag.g_01086
OG0001142	Syal.g_01714	Syag.g_01085
OG0001143	Syal.g_01722	Syag.g_01077
