Orthogroup	Syal	Praz
OG0000589	Syal.g_02714	Praz.g_01709
OG0000590	Syal.g_02713	Praz.g_01708
OG0000591	Syal.g_02707	Praz.g_01705
OG0000592	Syal.g_02706	Praz.g_01704
OG0000593	Syal.g_02640	Praz.g_01698
OG0000594	Syal.g_02639	Praz.g_01697
OG0000595	Syal.g_02638	Praz.g_01696
OG0000596	Syal.g_02633	Praz.g_01692
OG0000597	Syal.g_02630	Praz.g_01690
OG0000598	Syal.g_02629	Praz.g_01689
OG0000599	Syal.g_02622	Praz.g_01686
OG0000600	Syal.g_02621	Praz.g_01685
OG0000601	Syal.g_02620	Praz.g_01684
OG0000602	Syal.g_02615	Praz.g_01682
OG0000603	Syal.g_02614	Praz.g_01681
OG0000604	Syal.g_02612	Praz.g_01680
OG0000605	Syal.g_02516	Praz.g_01679
OG0000606	Syal.g_02174	Praz.g_01676
OG0000607	Syal.g_02177	Praz.g_01673
OG0000608	Syal.g_02178	Praz.g_01672
OG0000609	Syal.g_02180	Praz.g_01671
OG0000610	Syal.g_02198	Praz.g_01666
OG0000611	Syal.g_02201	Praz.g_01663
OG0000612	Syal.g_02202	Praz.g_01662
OG0000613	Syal.g_01325	Praz.g_01657
OG0000614	Syal.g_01794	Praz.g_01638
OG0000615	Syal.g_02256	Praz.g_01630
OG0000616	Syal.g_00079	Praz.g_01626
OG0000617	Syal.g_01866	Praz.g_01601
OG0000618	Syal.g_01867	Praz.g_01600
OG0000619	Syal.g_02417	Praz.g_01599
OG0000620	Syal.g_02422	Praz.g_01596
OG0000621	Syal.g_02423	Praz.g_01595
OG0000622	Syal.g_02424	Praz.g_01594
OG0000623	Syal.g_02425	Praz.g_01593
OG0000624	Syal.g_02427	Praz.g_01592
OG0000625	Syal.g_02428	Praz.g_01591
OG0000626	Syal.g_02429	Praz.g_01590
OG0000627	Syal.g_02048	Praz.g_01589
OG0000628	Syal.g_02047	Praz.g_01588
OG0000629	Syal.g_02044	Praz.g_01587
OG0000630	Syal.g_02040	Praz.g_01584
OG0000631	Syal.g_02031	Praz.g_01521
OG0000632	Syal.g_02030	Praz.g_01520
OG0000633	Syal.g_02029	Praz.g_01519
OG0000634	Syal.g_02410	Praz.g_01516
OG0000635	Syal.g_02411	Praz.g_01515
OG0000636	Syal.g_02413	Praz.g_01513
OG0000637	Syal.g_02415	Praz.g_01511
OG0000638	Syal.g_02416	Praz.g_01510
OG0000639	Syal.g_01868	Praz.g_01509
OG0000640	Syal.g_01869	Praz.g_01508
OG0000641	Syal.g_01873	Praz.g_01504
OG0000642	Syal.g_01874	Praz.g_01503
OG0000643	Syal.g_01875	Praz.g_01502
OG0000644	Syal.g_01876	Praz.g_01501
OG0000645	Syal.g_01878	Praz.g_01500
OG0000646	Syal.g_01881	Praz.g_01498
OG0000647	Syal.g_01883	Praz.g_01497
OG0000648	Syal.g_02438	Praz.g_01495
OG0000649	Syal.g_02439	Praz.g_01494
OG0000650	Syal.g_02440	Praz.g_01493
OG0000651	Syal.g_02441	Praz.g_01492
OG0000652	Syal.g_02442	Praz.g_01491
OG0000653	Syal.g_02444	Praz.g_01489
OG0000654	Syal.g_02445	Praz.g_01488
OG0000655	Syal.g_02446	Praz.g_01487
OG0000656	Syal.g_02449	Praz.g_01484
OG0000657	Syal.g_02460	Praz.g_01476
OG0000658	Syal.g_02465	Praz.g_01475
OG0000659	Syal.g_02466	Praz.g_01474
OG0000660	Syal.g_02470	Praz.g_01470
OG0000661	Syal.g_02472	Praz.g_01468
OG0000662	Syal.g_02474	Praz.g_01466
OG0000663	Syal.g_02477	Praz.g_01464
OG0000664	Syal.g_02478	Praz.g_01463
OG0000665	Syal.g_02593	Praz.g_01459
OG0000666	Syal.g_02605	Praz.g_01458
OG0000667	Syal.g_02192	Praz.g_01454
OG0000668	Syal.g_01920	Praz.g_01424
OG0000669	Syal.g_02295	Praz.g_01417
OG0000670	Syal.g_02956	Praz.g_01415
OG0000671	Syal.g_02291	Praz.g_01413
OG0000672	Syal.g_02288	Praz.g_01410
OG0000673	Syal.g_02285	Praz.g_01407
OG0000674	Syal.g_02283	Praz.g_01405
OG0000675	Syal.g_02282	Praz.g_01404
OG0000676	Syal.g_02272	Praz.g_01402
OG0000677	Syal.g_02271	Praz.g_01401
OG0000678	Syal.g_02264	Praz.g_01399
OG0000679	Syal.g_02252	Praz.g_01395
OG0000680	Syal.g_02251	Praz.g_01394
OG0000681	Syal.g_02248	Praz.g_01392
OG0000682	Syal.g_02247	Praz.g_01391
OG0000683	Syal.g_02246	Praz.g_01390
OG0000684	Syal.g_02242	Praz.g_01388
OG0000685	Syal.g_02240	Praz.g_01386
OG0000686	Syal.g_02239	Praz.g_01385
OG0000687	Syal.g_02237	Praz.g_01384
OG0000688	Syal.g_02225	Praz.g_01381
OG0000689	Syal.g_02223	Praz.g_01380
OG0000690	Syal.g_02222	Praz.g_01379
OG0000691	Syal.g_02221	Praz.g_01378
OG0000692	Syal.g_02220	Praz.g_01376
OG0000693	Syal.g_02218	Praz.g_01375
OG0000694	Syal.g_02217	Praz.g_01374
OG0000695	Syal.g_02027	Praz.g_01372
OG0000696	Syal.g_02026	Praz.g_01371
OG0000697	Syal.g_02025	Praz.g_01370
OG0000698	Syal.g_02022	Praz.g_01367
OG0000699	Syal.g_02021	Praz.g_01366
OG0000700	Syal.g_02020	Praz.g_01365
OG0000701	Syal.g_02019	Praz.g_01364
OG0000702	Syal.g_02011	Praz.g_01362
OG0000703	Syal.g_02010	Praz.g_01361
OG0000704	Syal.g_02008	Praz.g_01360
OG0000705	Syal.g_01999	Praz.g_01356
OG0000706	Syal.g_01998	Praz.g_01355
OG0000707	Syal.g_01997	Praz.g_01354
OG0000708	Syal.g_01994	Praz.g_01353
OG0000709	Syal.g_01986	Praz.g_01349
OG0000710	Syal.g_01982	Praz.g_01346
OG0000711	Syal.g_01954	Praz.g_01329
OG0000712	Syal.g_01952	Praz.g_01327
OG0000713	Syal.g_01951	Praz.g_01326
OG0000714	Syal.g_01948	Praz.g_01325
OG0000715	Syal.g_01934	Praz.g_01323
OG0000716	Syal.g_01930	Praz.g_01321
OG0000717	Syal.g_01929	Praz.g_01320
OG0000718	Syal.g_01925	Praz.g_01308
OG0000719	Syal.g_01922	Praz.g_01306
OG0000720	Syal.g_01908	Praz.g_01297
OG0000721	Syal.g_01906	Praz.g_01294
OG0000722	Syal.g_01905	Praz.g_01293
OG0000723	Syal.g_02433	Praz.g_01290
OG0000724	Syal.g_01829	Praz.g_01281
OG0000725	Syal.g_01820	Praz.g_00067
OG0000726	Syal.g_01819	Praz.g_00068
OG0000727	Syal.g_01818	Praz.g_00069
OG0000728	Syal.g_01816	Praz.g_00071
OG0000729	Syal.g_01510	Praz.g_00116
OG0000730	Syal.g_00345	Praz.g_00060
OG0000731	Syal.g_00356	Praz.g_00056
OG0000732	Syal.g_00149	Praz.g_00046
OG0000733	Syal.g_01105	Praz.g_00024
OG0000734	Syal.g_00828	Praz.g_00007
OG0000735	Syal.g_01627	Praz.g_00005
OG0000736	Syal.g_01628	Praz.g_00004
OG0000737	Syal.g_01629	Praz.g_00003
OG0000738	Syal.g_01634	Praz.g_00762
OG0000739	Syal.g_01645	Praz.g_00761
OG0000740	Syal.g_01646	Praz.g_00760
OG0000741	Syal.g_01649	Praz.g_00759
OG0000742	Syal.g_01652	Praz.g_00756
OG0000743	Syal.g_01654	Praz.g_00754
OG0000744	Syal.g_01655	Praz.g_00753
OG0000745	Syal.g_01657	Praz.g_00751
OG0000746	Syal.g_01659	Praz.g_00749
OG0000747	Syal.g_01660	Praz.g_00748
OG0000748	Syal.g_01674	Praz.g_00745
OG0000749	Syal.g_01675	Praz.g_00744
OG0000750	Syal.g_01676	Praz.g_00743
OG0000751	Syal.g_01688	Praz.g_00741
OG0000752	Syal.g_01690	Praz.g_00739
OG0000753	Syal.g_01693	Praz.g_00736
OG0000754	Syal.g_01698	Praz.g_00733
OG0000755	Syal.g_01707	Praz.g_00730
OG0000756	Syal.g_01708	Praz.g_00729
OG0000757	Syal.g_01715	Praz.g_00723
OG0000758	Syal.g_01716	Praz.g_00722
OG0000759	Syal.g_01717	Praz.g_00721
OG0000760	Syal.g_01718	Praz.g_00720
OG0000761	Syal.g_01719	Praz.g_00719
OG0000762	Syal.g_01721	Praz.g_00718
OG0000763	Syal.g_01723	Praz.g_00716
OG0000764	Syal.g_01724	Praz.g_00715
OG0000765	Syal.g_01768	Praz.g_00706
OG0000766	Syal.g_01767	Praz.g_00705
OG0000767	Syal.g_01765	Praz.g_00703
OG0000768	Syal.g_01764	Praz.g_00702
OG0000769	Syal.g_01762	Praz.g_00700
OG0000770	Syal.g_01758	Praz.g_00698
OG0000771	Syal.g_01835	Praz.g_01936
OG0000772	Syal.g_01641	Praz.g_01205
OG0000773	Syal.g_01618	Praz.g_01189
OG0000774	Syal.g_01610	Praz.g_01187
OG0000775	Syal.g_01608	Praz.g_01185
OG0000776	Syal.g_01607	Praz.g_01184
OG0000777	Syal.g_01606	Praz.g_01183
OG0000778	Syal.g_01605	Praz.g_01182
OG0000779	Syal.g_01599	Praz.g_01178
OG0000780	Syal.g_01594	Praz.g_01177
OG0000781	Syal.g_01590	Praz.g_01174
OG0000782	Syal.g_01589	Praz.g_01173
OG0000783	Syal.g_01588	Praz.g_01172
OG0000784	Syal.g_01587	Praz.g_01171
OG0000785	Syal.g_01585	Praz.g_01169
OG0000786	Syal.g_01579	Praz.g_01167
OG0000787	Syal.g_01578	Praz.g_01166
OG0000788	Syal.g_02619	Praz.g_01152
OG0000789	Syal.g_02598	Praz.g_01149
OG0000790	Syal.g_02883	Praz.g_01134
OG0000791	Syal.g_02882	Praz.g_01132
OG0000792	Syal.g_02881	Praz.g_01131
OG0000793	Syal.g_02876	Praz.g_01128
OG0000794	Syal.g_02875	Praz.g_01127
OG0000795	Syal.g_02874	Praz.g_01126
OG0000796	Syal.g_02870	Praz.g_01122
OG0000797	Syal.g_02869	Praz.g_01121
OG0000798	Syal.g_01372	Praz.g_01109
OG0000799	Syal.g_01547	Praz.g_01059
OG0000800	Syal.g_01542	Praz.g_01058
OG0000801	Syal.g_01541	Praz.g_01057
OG0000802	Syal.g_01536	Praz.g_01055
OG0000803	Syal.g_00040	Praz.g_01053
OG0000804	Syal.g_00036	Praz.g_01052
OG0000805	Syal.g_00030	Praz.g_01050
OG0000806	Syal.g_00028	Praz.g_01048
OG0000807	Syal.g_00026	Praz.g_01047
OG0000808	Syal.g_00025	Praz.g_01046
OG0000809	Syal.g_00022	Praz.g_01043
OG0000810	Syal.g_00021	Praz.g_01042
OG0000811	Syal.g_00380	Praz.g_01038
OG0000812	Syal.g_00382	Praz.g_01036
OG0000813	Syal.g_00383	Praz.g_01035
OG0000814	Syal.g_00385	Praz.g_01033
OG0000815	Syal.g_00391	Praz.g_01032
OG0000816	Syal.g_00393	Praz.g_01030
OG0000817	Syal.g_00394	Praz.g_01029
OG0000818	Syal.g_00401	Praz.g_01024
OG0000819	Syal.g_00402	Praz.g_01023
OG0000820	Syal.g_00403	Praz.g_01022
OG0000821	Syal.g_00409	Praz.g_01018
OG0000822	Syal.g_00411	Praz.g_01017
OG0000823	Syal.g_00412	Praz.g_01016
OG0000824	Syal.g_00417	Praz.g_01013
OG0000825	Syal.g_00418	Praz.g_01012
OG0000826	Syal.g_00419	Praz.g_01011
OG0000827	Syal.g_00420	Praz.g_01010
OG0000828	Syal.g_00423	Praz.g_01007
OG0000829	Syal.g_00424	Praz.g_01006
OG0000830	Syal.g_00425	Praz.g_01005
OG0000831	Syal.g_00427	Praz.g_01003
OG0000832	Syal.g_02967	Praz.g_00997
OG0000833	Syal.g_02976	Praz.g_00989
OG0000834	Syal.g_02979	Praz.g_00988
OG0000835	Syal.g_02980	Praz.g_00987
OG0000836	Syal.g_02983	Praz.g_00986
OG0000837	Syal.g_02984	Praz.g_00985
OG0000838	Syal.g_02988	Praz.g_00983
OG0000839	Syal.g_02989	Praz.g_00982
OG0000840	Syal.g_02990	Praz.g_00981
OG0000841	Syal.g_02991	Praz.g_00980
OG0000842	Syal.g_02992	Praz.g_00979
OG0000843	Syal.g_02993	Praz.g_00978
OG0000844	Syal.g_02995	Praz.g_00977
OG0000845	Syal.g_02996	Praz.g_00976
OG0000846	Syal.g_02997	Praz.g_00975
OG0000847	Syal.g_02998	Praz.g_00974
OG0000848	Syal.g_03000	Praz.g_00973
OG0000849	Syal.g_03001	Praz.g_00972
OG0000850	Syal.g_03008	Praz.g_00970
OG0000851	Syal.g_00561	Praz.g_00969
OG0000852	Syal.g_00562	Praz.g_00968
OG0000853	Syal.g_00566	Praz.g_00964
OG0000854	Syal.g_00568	Praz.g_00962
OG0000855	Syal.g_00569	Praz.g_00961
OG0000856	Syal.g_02704	Praz.g_00946
OG0000857	Syal.g_01882	Praz.g_00918
OG0000858	Syal.g_00576	Praz.g_00883
OG0000859	Syal.g_00577	Praz.g_00882
OG0000860	Syal.g_00589	Praz.g_00875
OG0000861	Syal.g_00590	Praz.g_00874
OG0000862	Syal.g_00591	Praz.g_00873
OG0000863	Syal.g_00594	Praz.g_00871
OG0000864	Syal.g_00595	Praz.g_00870
OG0000865	Syal.g_00596	Praz.g_00869
OG0000866	Syal.g_00597	Praz.g_00868
OG0000867	Syal.g_00598	Praz.g_00867
OG0000868	Syal.g_00604	Praz.g_00866
OG0000869	Syal.g_00609	Praz.g_00862
OG0000870	Syal.g_00614	Praz.g_00857
OG0000871	Syal.g_00615	Praz.g_00856
OG0000872	Syal.g_00621	Praz.g_00855
OG0000873	Syal.g_00624	Praz.g_00852
OG0000874	Syal.g_00627	Praz.g_00849
OG0000875	Syal.g_00629	Praz.g_00848
OG0000876	Syal.g_00631	Praz.g_00847
OG0000877	Syal.g_00633	Praz.g_00845
OG0000878	Syal.g_00634	Praz.g_00844
OG0000879	Syal.g_00635	Praz.g_00843
OG0000880	Syal.g_00636	Praz.g_00842
OG0000881	Syal.g_00641	Praz.g_00838
OG0000882	Syal.g_00646	Praz.g_00833
OG0000883	Syal.g_00648	Praz.g_00831
OG0000884	Syal.g_00650	Praz.g_00830
OG0000885	Syal.g_00651	Praz.g_00829
OG0000886	Syal.g_00652	Praz.g_00828
OG0000887	Syal.g_00653	Praz.g_00827
OG0000888	Syal.g_00655	Praz.g_00825
OG0000889	Syal.g_00657	Praz.g_00823
OG0000890	Syal.g_00663	Praz.g_00822
OG0000891	Syal.g_00664	Praz.g_00821
OG0000892	Syal.g_00668	Praz.g_00340
OG0000893	Syal.g_00193	Praz.g_00335
OG0000894	Syal.g_00196	Praz.g_00333
OG0000895	Syal.g_00200	Praz.g_00330
OG0000896	Syal.g_00201	Praz.g_00329
OG0000897	Syal.g_00203	Praz.g_00327
OG0000898	Syal.g_00204	Praz.g_00326
OG0000899	Syal.g_00205	Praz.g_00325
OG0000900	Syal.g_00206	Praz.g_00324
OG0000901	Syal.g_00211	Praz.g_00321
OG0000902	Syal.g_00213	Praz.g_00319
OG0000903	Syal.g_00227	Praz.g_00316
OG0000904	Syal.g_00222	Praz.g_00314
OG0000905	Syal.g_00217	Praz.g_00309
OG0000906	Syal.g_00215	Praz.g_00308
OG0000907	Syal.g_00229	Praz.g_00305
OG0000908	Syal.g_00232	Praz.g_00302
OG0000909	Syal.g_00233	Praz.g_00301
OG0000910	Syal.g_00234	Praz.g_00300
OG0000911	Syal.g_00237	Praz.g_00298
OG0000912	Syal.g_00238	Praz.g_00297
OG0000913	Syal.g_00239	Praz.g_00296
OG0000914	Syal.g_00240	Praz.g_00295
OG0000915	Syal.g_00241	Praz.g_00294
OG0000916	Syal.g_00242	Praz.g_00293
OG0000917	Syal.g_00243	Praz.g_00292
OG0000918	Syal.g_00244	Praz.g_00291
OG0000919	Syal.g_00245	Praz.g_00290
OG0000920	Syal.g_00246	Praz.g_00289
OG0000921	Syal.g_00247	Praz.g_00288
OG0000922	Syal.g_00248	Praz.g_00287
OG0000923	Syal.g_00252	Praz.g_00283
OG0000924	Syal.g_00253	Praz.g_00282
OG0000925	Syal.g_00254	Praz.g_00281
OG0000926	Syal.g_00255	Praz.g_00280
OG0000927	Syal.g_00257	Praz.g_00278
OG0000928	Syal.g_00258	Praz.g_00277
OG0000929	Syal.g_00259	Praz.g_00276
OG0000930	Syal.g_00260	Praz.g_00275
OG0000931	Syal.g_00261	Praz.g_00274
OG0000932	Syal.g_00262	Praz.g_00273
OG0000933	Syal.g_00268	Praz.g_00269
OG0000934	Syal.g_00270	Praz.g_00267
OG0000935	Syal.g_00271	Praz.g_00266
OG0000936	Syal.g_00272	Praz.g_00265
OG0000937	Syal.g_00273	Praz.g_00264
OG0000938	Syal.g_00276	Praz.g_00262
OG0000939	Syal.g_00277	Praz.g_00261
OG0000940	Syal.g_00285	Praz.g_00254
OG0000941	Syal.g_00287	Praz.g_00252
OG0000942	Syal.g_00289	Praz.g_00250
OG0000943	Syal.g_00290	Praz.g_00249
OG0000944	Syal.g_00292	Praz.g_00248
OG0000945	Syal.g_00294	Praz.g_00247
OG0000946	Syal.g_00301	Praz.g_00242
OG0000947	Syal.g_00304	Praz.g_00240
OG0000948	Syal.g_00305	Praz.g_00239
OG0000949	Syal.g_01341	Praz.g_00236
OG0000950	Syal.g_01348	Praz.g_00231
OG0000951	Syal.g_01353	Praz.g_00227
OG0000952	Syal.g_01363	Praz.g_00223
OG0000953	Syal.g_01435	Praz.g_00220
OG0000954	Syal.g_01443	Praz.g_00216
OG0000955	Syal.g_01444	Praz.g_00215
OG0000956	Syal.g_01446	Praz.g_00213
OG0000957	Syal.g_01457	Praz.g_00207
OG0000958	Syal.g_01458	Praz.g_00206
OG0000959	Syal.g_01482	Praz.g_00202
OG0000960	Syal.g_01483	Praz.g_00201
OG0000961	Syal.g_01507	Praz.g_00199
OG0000962	Syal.g_01509	Praz.g_00197
OG0000963	Syal.g_01514	Praz.g_00193
OG0000964	Syal.g_01515	Praz.g_00192
OG0000965	Syal.g_01516	Praz.g_00191
OG0000966	Syal.g_00176	Praz.g_00184
OG0000967	Syal.g_00171	Praz.g_00179
OG0000968	Syal.g_00169	Praz.g_00177
OG0000969	Syal.g_00167	Praz.g_00176
OG0000970	Syal.g_00166	Praz.g_00175
OG0000971	Syal.g_00164	Praz.g_00174
OG0000972	Syal.g_00163	Praz.g_00173
OG0000973	Syal.g_00162	Praz.g_00172
OG0000974	Syal.g_00161	Praz.g_00171
OG0000975	Syal.g_00160	Praz.g_00170
OG0000976	Syal.g_00159	Praz.g_00169
OG0000977	Syal.g_00157	Praz.g_00168
OG0000978	Syal.g_00156	Praz.g_00167
OG0000979	Syal.g_00153	Praz.g_00164
OG0000980	Syal.g_00150	Praz.g_00162
OG0000981	Syal.g_00147	Praz.g_00160
OG0000982	Syal.g_01068	Praz.g_00158
OG0000983	Syal.g_01069	Praz.g_00157
OG0000984	Syal.g_01070	Praz.g_00156
OG0000985	Syal.g_01074	Praz.g_00153
OG0000986	Syal.g_01076	Praz.g_00151
OG0000987	Syal.g_01080	Praz.g_00150
OG0000988	Syal.g_01086	Praz.g_00147
OG0000989	Syal.g_01098	Praz.g_00143
OG0000990	Syal.g_01118	Praz.g_00140
OG0000991	Syal.g_01120	Praz.g_00139
OG0000992	Syal.g_01122	Praz.g_00137
OG0000993	Syal.g_01123	Praz.g_00136
OG0000994	Syal.g_01127	Praz.g_00135
OG0000995	Syal.g_01132	Praz.g_00131
OG0000996	Syal.g_01162	Praz.g_00130
OG0000997	Syal.g_01171	Praz.g_00129
OG0000998	Syal.g_01173	Praz.g_00127
OG0000999	Syal.g_01174	Praz.g_00126
OG0001000	Syal.g_01177	Praz.g_00123
OG0001001	Syal.g_01182	Praz.g_00121
OG0001002	Syal.g_00082	Praz.g_00117
OG0001003	Syal.g_00084	Praz.g_00357
OG0001004	Syal.g_00085	Praz.g_00358
OG0001005	Syal.g_00087	Praz.g_00359
OG0001006	Syal.g_00094	Praz.g_00363
OG0001007	Syal.g_00096	Praz.g_00365
OG0001008	Syal.g_00524	Praz.g_01891
OG0001009	Syal.g_00129	Praz.g_00392
OG0001010	Syal.g_00130	Praz.g_00393
OG0001011	Syal.g_00131	Praz.g_00394
OG0001012	Syal.g_01064	Praz.g_00409
OG0001013	Syal.g_01026	Praz.g_00414
OG0001014	Syal.g_01022	Praz.g_00417
OG0001015	Syal.g_01021	Praz.g_00418
OG0001016	Syal.g_00756	Praz.g_00433
OG0001017	Syal.g_00762	Praz.g_00437
OG0001018	Syal.g_00764	Praz.g_00440
OG0001019	Syal.g_00785	Praz.g_00449
OG0001020	Syal.g_00796	Praz.g_00450
OG0001021	Syal.g_00800	Praz.g_00451
OG0001022	Syal.g_00805	Praz.g_00454
OG0001023	Syal.g_00806	Praz.g_00455
OG0001024	Syal.g_00810	Praz.g_00458
OG0001025	Syal.g_00817	Praz.g_00464
OG0001026	Syal.g_00830	Praz.g_00471
OG0001027	Syal.g_00834	Praz.g_00472
OG0001028	Syal.g_00836	Praz.g_00474
OG0001029	Syal.g_00838	Praz.g_00475
OG0001030	Syal.g_00860	Praz.g_00490
OG0001031	Syal.g_00936	Praz.g_00546
OG0001032	Syal.g_00938	Praz.g_00547
OG0001033	Syal.g_00972	Praz.g_00568
OG0001034	Syal.g_00684	Praz.g_00596
OG0001035	Syal.g_01226	Praz.g_00614
OG0001036	Syal.g_01231	Praz.g_00618
OG0001037	Syal.g_01233	Praz.g_00619
OG0001038	Syal.g_01261	Praz.g_00636
OG0001039	Syal.g_01264	Praz.g_00639
OG0001040	Syal.g_01267	Praz.g_00641
OG0001041	Syal.g_01272	Praz.g_00645
OG0001042	Syal.g_01300	Praz.g_00661
OG0001043	Syal.g_01304	Praz.g_00662
OG0001044	Syal.g_00346	Praz.g_00690
OG0001045	Syal.g_00359	Praz.g_00344
OG0001046	Syal.g_01967	Praz.g_00795
OG0001047	Syal.g_00522	Praz.g_01889
OG0001048	Syal.g_00521	Praz.g_01888
OG0001049	Syal.g_00518	Praz.g_01886
OG0001050	Syal.g_00517	Praz.g_01885
OG0001051	Syal.g_00516	Praz.g_01884
OG0001052	Syal.g_00467	Praz.g_01857
OG0001053	Syal.g_02900	Praz.g_01845
OG0001054	Syal.g_02919	Praz.g_01830
OG0001055	Syal.g_02940	Praz.g_01811
OG0001056	Syal.g_02833	Praz.g_01792
OG0001057	Syal.g_01574	Praz.g_01787
OG0001058	Syal.g_02812	Praz.g_01779
OG0001059	Syal.g_02808	Praz.g_01775
OG0001060	Syal.g_02801	Praz.g_01768
OG0001061	Syal.g_02783	Praz.g_01755
OG0001062	Syal.g_02781	Praz.g_01753
OG0001063	Syal.g_02776	Praz.g_01751
OG0001064	Syal.g_02775	Praz.g_01750
OG0001065	Syal.g_02774	Praz.g_01749
OG0001066	Syal.g_02773	Praz.g_01748
OG0001067	Syal.g_02772	Praz.g_01747
OG0001068	Syal.g_02771	Praz.g_01746
OG0001069	Syal.g_02770	Praz.g_01745
OG0001070	Syal.g_02766	Praz.g_01742
OG0001071	Syal.g_02765	Praz.g_01741
OG0001072	Syal.g_02761	Praz.g_01740
OG0001073	Syal.g_02746	Praz.g_01726
OG0001074	Syal.g_02575	Praz.g_01715
OG0001075	Syal.g_02726	Praz.g_01714
OG0001076	Syal.g_02712	Praz.g_01706
OG0001077	Syal.g_02702	Praz.g_01702
OG0001078	Syal.g_02635	Praz.g_01694
OG0001079	Syal.g_02618	Praz.g_01683
OG0001080	Syal.g_02514	Praz.g_01677
OG0001081	Syal.g_02175	Praz.g_01675
OG0001082	Syal.g_02176	Praz.g_01674
OG0001083	Syal.g_02184	Praz.g_01669
OG0001084	Syal.g_02187	Praz.g_01668
OG0001085	Syal.g_02206	Praz.g_01660
OG0001086	Syal.g_02208	Praz.g_01659
OG0001087	Syal.g_01782	Praz.g_01642
OG0001088	Syal.g_01785	Praz.g_01641
OG0001089	Syal.g_01811	Praz.g_01633
OG0001090	Syal.g_01859	Praz.g_01606
OG0001091	Syal.g_01862	Praz.g_01604
OG0001092	Syal.g_01864	Praz.g_01603
OG0001093	Syal.g_02419	Praz.g_01598
OG0001094	Syal.g_02216	Praz.g_01518
OG0001095	Syal.g_01879	Praz.g_01499
OG0001096	Syal.g_02447	Praz.g_01486
OG0001097	Syal.g_02473	Praz.g_01467
OG0001098	Syal.g_02083	Praz.g_01452
OG0001099	Syal.g_00837	Praz.g_01420
OG0001100	Syal.g_02293	Praz.g_01416
OG0001101	Syal.g_02292	Praz.g_01414
OG0001102	Syal.g_02289	Praz.g_01411
OG0001103	Syal.g_02287	Praz.g_01409
OG0001104	Syal.g_02241	Praz.g_01387
OG0001105	Syal.g_02236	Praz.g_01383
OG0001106	Syal.g_02007	Praz.g_01359
OG0001107	Syal.g_01993	Praz.g_01352
OG0001108	Syal.g_01985	Praz.g_01348
OG0001109	Syal.g_01983	Praz.g_01347
OG0001110	Syal.g_01981	Praz.g_01345
OG0001111	Syal.g_01979	Praz.g_01344
OG0001112	Syal.g_01977	Praz.g_01343
OG0001113	Syal.g_02244	Praz.g_01342
OG0001114	Syal.g_01976	Praz.g_01341
OG0001115	Syal.g_01972	Praz.g_01339
OG0001116	Syal.g_01970	Praz.g_01338
OG0001117	Syal.g_01969	Praz.g_01337
OG0001118	Syal.g_01968	Praz.g_01336
OG0001119	Syal.g_01966	Praz.g_01335
OG0001120	Syal.g_01962	Praz.g_01333
OG0001121	Syal.g_02960	Praz.g_00027, Praz.g_01330
OG0001122	Syal.g_01921	Praz.g_01305
OG0001123	Syal.g_01913	Praz.g_01301
OG0001124	Syal.g_01911	Praz.g_01299
OG0001125	Syal.g_01909	Praz.g_01298
OG0001126	Syal.g_01837	Praz.g_01287
OG0001127	Syal.g_01836	Praz.g_01286
OG0001128	Syal.g_01833	Praz.g_01284
OG0001129	Syal.g_01831	Praz.g_01283
OG0001130	Syal.g_01830	Praz.g_01282
OG0001131	Syal.g_02260	Praz.g_00096
OG0001132	Syal.g_02553	Praz.g_00105
OG0001133	Syal.g_02710	Praz.g_00040
OG0001134	Syal.g_02506	Praz.g_00025
OG0001136	Syal.g_01650	Praz.g_00758
OG0001137	Syal.g_01673	Praz.g_00746
OG0001138	Syal.g_01709	Praz.g_00728
OG0001139	Syal.g_01711	Praz.g_00727
OG0001140	Syal.g_01712	Praz.g_00726
OG0001141	Syal.g_01713	Praz.g_00725
OG0001142	Syal.g_01714	Praz.g_00724
OG0001143	Syal.g_01722	Praz.g_00717
OG0001144	Syal.g_01736	Praz.g_00712
OG0001145	Syal.g_01614	Praz.g_01188
OG0001146	Syal.g_01593	Praz.g_01176
OG0001147	Syal.g_00458	Praz.g_01153
OG0001148	Syal.g_02886	Praz.g_01137
OG0001149	Syal.g_02885	Praz.g_01136
OG0001150	Syal.g_02884	Praz.g_01135
OG0001151	Syal.g_02872	Praz.g_01124
OG0001152	Syal.g_02871	Praz.g_01123
OG0001153	Syal.g_00421	Praz.g_01009
OG0001154	Syal.g_00422	Praz.g_01008
OG0001155	Syal.g_02969	Praz.g_00996
OG0001156	Syal.g_02972	Praz.g_00993
OG0001157	Syal.g_02973	Praz.g_00992
OG0001158	Syal.g_02974	Praz.g_00991
OG0001159	Syal.g_02975	Praz.g_00990
OG0001160	Syal.g_00564	Praz.g_00966
OG0001161	Syal.g_01104	Praz.g_00953
OG0001162	Syal.g_01577	Praz.g_00942
OG0001163	Syal.g_00573	Praz.g_00885
OG0001164	Syal.g_00579	Praz.g_00881
OG0001165	Syal.g_00584	Praz.g_00878
OG0001166	Syal.g_00613	Praz.g_00858
OG0001167	Syal.g_00638	Praz.g_00841
OG0001168	Syal.g_00640	Praz.g_00839
OG0001169	Syal.g_00642	Praz.g_00837
OG0001170	Syal.g_00644	Praz.g_00835
OG0001172	Syal.g_00198	Praz.g_00332
