Orthogroup	Syal	Praa
OG0000586	Syal.g_02730	Praa.g_00613
OG0000587	Syal.g_02728	Praa.g_00614
OG0000588	Syal.g_02717	Praa.g_00618
OG0000589	Syal.g_02714	Praa.g_00621
OG0000590	Syal.g_02713	Praa.g_00622
OG0000591	Syal.g_02707	Praa.g_00625
OG0000592	Syal.g_02706	Praa.g_00626
OG0000593	Syal.g_02640	Praa.g_00632
OG0000594	Syal.g_02639	Praa.g_00633
OG0000595	Syal.g_02638	Praa.g_00634
OG0000596	Syal.g_02633	Praa.g_00638
OG0000597	Syal.g_02630	Praa.g_00640
OG0000598	Syal.g_02629	Praa.g_00641
OG0000599	Syal.g_02622	Praa.g_00644
OG0000600	Syal.g_02621	Praa.g_00645
OG0000601	Syal.g_02620	Praa.g_00646
OG0000602	Syal.g_02615	Praa.g_00648
OG0000603	Syal.g_02614	Praa.g_00649
OG0000604	Syal.g_02612	Praa.g_00650
OG0000605	Syal.g_02516	Praa.g_00651
OG0000606	Syal.g_02174	Praa.g_00654
OG0000607	Syal.g_02177	Praa.g_00657
OG0000608	Syal.g_02178	Praa.g_00658
OG0000609	Syal.g_02180	Praa.g_00659
OG0000610	Syal.g_02198	Praa.g_00664
OG0000611	Syal.g_02201	Praa.g_00667
OG0000612	Syal.g_02202	Praa.g_00668
OG0000613	Syal.g_01325	Praa.g_00673
OG0000614	Syal.g_01794	Praa.g_00692
OG0000615	Syal.g_02256	Praa.g_00700
OG0000616	Syal.g_00079	Praa.g_00704
OG0000617	Syal.g_01866	Praa.g_00717
OG0000618	Syal.g_01867	Praa.g_00718
OG0000619	Syal.g_02417	Praa.g_00719
OG0000620	Syal.g_02422	Praa.g_00722
OG0000621	Syal.g_02423	Praa.g_00723
OG0000622	Syal.g_02424	Praa.g_00724
OG0000623	Syal.g_02425	Praa.g_00725
OG0000624	Syal.g_02427	Praa.g_00726
OG0000625	Syal.g_02428	Praa.g_00727
OG0000626	Syal.g_02429	Praa.g_00728
OG0000627	Syal.g_02048	Praa.g_00729
OG0000628	Syal.g_02047	Praa.g_00730
OG0000629	Syal.g_02044	Praa.g_00731
OG0000630	Syal.g_02040	Praa.g_00734
OG0000631	Syal.g_02031	Praa.g_00794
OG0000632	Syal.g_02030	Praa.g_00795
OG0000633	Syal.g_02029	Praa.g_00796
OG0000634	Syal.g_02410	Praa.g_00799
OG0000635	Syal.g_02411	Praa.g_00800
OG0000636	Syal.g_02413	Praa.g_00802
OG0000637	Syal.g_02415	Praa.g_00804
OG0000638	Syal.g_02416	Praa.g_00805
OG0000639	Syal.g_01868	Praa.g_00806
OG0000640	Syal.g_01869	Praa.g_00807
OG0000641	Syal.g_01873	Praa.g_00812
OG0000642	Syal.g_01874	Praa.g_00813
OG0000643	Syal.g_01875	Praa.g_00814
OG0000644	Syal.g_01876	Praa.g_00815
OG0000645	Syal.g_01878	Praa.g_00816
OG0000646	Syal.g_01881	Praa.g_00818
OG0000647	Syal.g_01883	Praa.g_00819
OG0000648	Syal.g_02438	Praa.g_00821
OG0000649	Syal.g_02439	Praa.g_00822
OG0000650	Syal.g_02440	Praa.g_00823
OG0000651	Syal.g_02441	Praa.g_00824
OG0000652	Syal.g_02442	Praa.g_00825
OG0000653	Syal.g_02444	Praa.g_00827
OG0000654	Syal.g_02445	Praa.g_00828
OG0000655	Syal.g_02446	Praa.g_00829
OG0000656	Syal.g_02449	Praa.g_00832
OG0000657	Syal.g_02460	Praa.g_00840
OG0000658	Syal.g_02465	Praa.g_00841
OG0000659	Syal.g_02466	Praa.g_00842
OG0000660	Syal.g_02470	Praa.g_00846
OG0000661	Syal.g_02472	Praa.g_00848
OG0000662	Syal.g_02474	Praa.g_00850
OG0000663	Syal.g_02477	Praa.g_00852
OG0000664	Syal.g_02478	Praa.g_00853
OG0000665	Syal.g_02593	Praa.g_00857
OG0000666	Syal.g_02605	Praa.g_00858
OG0000667	Syal.g_02192	Praa.g_00862
OG0000668	Syal.g_01920	Praa.g_00892
OG0000669	Syal.g_02295	Praa.g_00899
OG0000670	Syal.g_02956	Praa.g_00901
OG0000671	Syal.g_02291	Praa.g_00903
OG0000672	Syal.g_02288	Praa.g_00905
OG0000673	Syal.g_02285	Praa.g_00908
OG0000674	Syal.g_02283	Praa.g_00910
OG0000675	Syal.g_02282	Praa.g_00911
OG0000676	Syal.g_02272	Praa.g_00913
OG0000677	Syal.g_02271	Praa.g_00914
OG0000678	Syal.g_02264	Praa.g_00916
OG0000679	Syal.g_02252	Praa.g_00920
OG0000680	Syal.g_02251	Praa.g_00921
OG0000681	Syal.g_02248	Praa.g_00923
OG0000682	Syal.g_02247	Praa.g_00924
OG0000683	Syal.g_02246	Praa.g_00925
OG0000684	Syal.g_02242	Praa.g_00926
OG0000685	Syal.g_02240	Praa.g_00928
OG0000686	Syal.g_02239	Praa.g_00929
OG0000687	Syal.g_02237	Praa.g_00930
OG0000688	Syal.g_02225	Praa.g_00933
OG0000689	Syal.g_02223	Praa.g_00934
OG0000690	Syal.g_02222	Praa.g_00935
OG0000691	Syal.g_02221	Praa.g_00936
OG0000692	Syal.g_02220	Praa.g_00938
OG0000693	Syal.g_02218	Praa.g_00939
OG0000694	Syal.g_02217	Praa.g_00940
OG0000695	Syal.g_02027	Praa.g_00942
OG0000696	Syal.g_02026	Praa.g_00943
OG0000697	Syal.g_02025	Praa.g_00944
OG0000698	Syal.g_02022	Praa.g_00947
OG0000699	Syal.g_02021	Praa.g_00948
OG0000700	Syal.g_02020	Praa.g_00949
OG0000701	Syal.g_02019	Praa.g_00950
OG0000702	Syal.g_02011	Praa.g_00952
OG0000703	Syal.g_02010	Praa.g_00953
OG0000704	Syal.g_02008	Praa.g_00954
OG0000705	Syal.g_01999	Praa.g_00958
OG0000706	Syal.g_01998	Praa.g_00959
OG0000707	Syal.g_01997	Praa.g_00960
OG0000708	Syal.g_01994	Praa.g_00961
OG0000709	Syal.g_01986	Praa.g_00965
OG0000710	Syal.g_01982	Praa.g_00968
OG0000711	Syal.g_01954	Praa.g_00985
OG0000712	Syal.g_01952	Praa.g_00987
OG0000713	Syal.g_01951	Praa.g_00988
OG0000714	Syal.g_01948	Praa.g_00989
OG0000715	Syal.g_01934	Praa.g_00991
OG0000716	Syal.g_01930	Praa.g_00993
OG0000717	Syal.g_01929	Praa.g_00994
OG0000718	Syal.g_01925	Praa.g_01008
OG0000719	Syal.g_01922	Praa.g_01010
OG0000720	Syal.g_01908	Praa.g_01019
OG0000721	Syal.g_01906	Praa.g_01021
OG0000722	Syal.g_01905	Praa.g_01022
OG0000723	Syal.g_02433	Praa.g_01025
OG0000724	Syal.g_01829	Praa.g_01034
OG0000725	Syal.g_01820	Praa.g_01040
OG0000726	Syal.g_01819	Praa.g_01041
OG0000727	Syal.g_01818	Praa.g_01042
OG0000728	Syal.g_01816	Praa.g_01044
OG0000729	Syal.g_01510	Praa.g_01091
OG0000730	Syal.g_00345	Praa.g_01095
OG0000731	Syal.g_00356	Praa.g_01099
OG0000732	Syal.g_00149	Praa.g_01109
OG0000733	Syal.g_01105	Praa.g_01128
OG0000734	Syal.g_00828	Praa.g_01145
OG0000735	Syal.g_01627	Praa.g_01147
OG0000736	Syal.g_01628	Praa.g_01148
OG0000737	Syal.g_01629	Praa.g_01149
OG0000738	Syal.g_01634	Praa.g_01153
OG0000739	Syal.g_01645	Praa.g_01154
OG0000740	Syal.g_01646	Praa.g_01155
OG0000741	Syal.g_01649	Praa.g_01156
OG0000742	Syal.g_01652	Praa.g_01158
OG0000743	Syal.g_01654	Praa.g_01160
OG0000744	Syal.g_01655	Praa.g_01161
OG0000745	Syal.g_01657	Praa.g_01162
OG0000746	Syal.g_01659	Praa.g_01164
OG0000747	Syal.g_01660	Praa.g_01165
OG0000748	Syal.g_01674	Praa.g_01168
OG0000749	Syal.g_01675	Praa.g_01169
OG0000750	Syal.g_01676	Praa.g_01170
OG0000751	Syal.g_01688	Praa.g_01172
OG0000752	Syal.g_01690	Praa.g_01174
OG0000753	Syal.g_01693	Praa.g_01177
OG0000754	Syal.g_01698	Praa.g_01180
OG0000755	Syal.g_01707	Praa.g_01183
OG0000756	Syal.g_01708	Praa.g_01184
OG0000757	Syal.g_01715	Praa.g_01190
OG0000758	Syal.g_01716	Praa.g_01191
OG0000759	Syal.g_01717	Praa.g_01192
OG0000760	Syal.g_01718	Praa.g_01193
OG0000761	Syal.g_01719	Praa.g_01194
OG0000762	Syal.g_01721	Praa.g_01195
OG0000763	Syal.g_01723	Praa.g_01197
OG0000764	Syal.g_01724	Praa.g_01198
OG0000765	Syal.g_01768	Praa.g_01207
OG0000766	Syal.g_01767	Praa.g_01208
OG0000767	Syal.g_01765	Praa.g_01210
OG0000768	Syal.g_01764	Praa.g_01211
OG0000769	Syal.g_01762	Praa.g_01213
OG0000770	Syal.g_01758	Praa.g_01215
OG0000771	Syal.g_01835	Praa.g_01224
OG0000772	Syal.g_01641	Praa.g_01290
OG0000773	Syal.g_01618	Praa.g_01309
OG0000774	Syal.g_01610	Praa.g_01311
OG0000775	Syal.g_01608	Praa.g_01313
OG0000776	Syal.g_01607	Praa.g_01314
OG0000777	Syal.g_01606	Praa.g_01315
OG0000778	Syal.g_01605	Praa.g_01316
OG0000779	Syal.g_01599	Praa.g_01320
OG0000780	Syal.g_01594	Praa.g_01321
OG0000781	Syal.g_01590	Praa.g_01324
OG0000782	Syal.g_01589	Praa.g_01325
OG0000783	Syal.g_01588	Praa.g_01326
OG0000784	Syal.g_01587	Praa.g_01327
OG0000785	Syal.g_01585	Praa.g_01329
OG0000786	Syal.g_01579	Praa.g_01331
OG0000787	Syal.g_01578	Praa.g_01332
OG0000788	Syal.g_02619	Praa.g_01353
OG0000789	Syal.g_02598	Praa.g_01356
OG0000790	Syal.g_02883	Praa.g_01371
OG0000791	Syal.g_02882	Praa.g_01373
OG0000792	Syal.g_02881	Praa.g_01374
OG0000793	Syal.g_02876	Praa.g_01377
OG0000794	Syal.g_02875	Praa.g_01378
OG0000795	Syal.g_02874	Praa.g_01379
OG0000796	Syal.g_02870	Praa.g_01383
OG0000797	Syal.g_02869	Praa.g_01384
OG0000798	Syal.g_01260	Praa.g_01393
OG0000798	Syal.g_01372	Praa.g_01412
OG0000799	Syal.g_01547	Praa.g_01458
OG0000800	Syal.g_01542	Praa.g_01459
OG0000801	Syal.g_01541	Praa.g_01460
OG0000802	Syal.g_01536	Praa.g_01462
OG0000803	Syal.g_00040	Praa.g_01464
OG0000804	Syal.g_00036	Praa.g_01465
OG0000805	Syal.g_00030	Praa.g_01467
OG0000806	Syal.g_00028	Praa.g_01469
OG0000807	Syal.g_00026	Praa.g_01470
OG0000808	Syal.g_00025	Praa.g_01471
OG0000809	Syal.g_00022	Praa.g_01474
OG0000810	Syal.g_00021	Praa.g_01475
OG0000811	Syal.g_00380	Praa.g_01479
OG0000812	Syal.g_00382	Praa.g_01481
OG0000813	Syal.g_00383	Praa.g_01482
OG0000814	Syal.g_00385	Praa.g_01484
OG0000815	Syal.g_00391	Praa.g_01485
OG0000816	Syal.g_00393	Praa.g_01487
OG0000817	Syal.g_00394	Praa.g_01488
OG0000818	Syal.g_00401	Praa.g_01493
OG0000819	Syal.g_00402	Praa.g_01494
OG0000820	Syal.g_00403	Praa.g_01495
OG0000821	Syal.g_00409	Praa.g_01499
OG0000822	Syal.g_00411	Praa.g_01500
OG0000823	Syal.g_00412	Praa.g_01501
OG0000824	Syal.g_00417	Praa.g_01504
OG0000825	Syal.g_00418	Praa.g_01505
OG0000826	Syal.g_00419	Praa.g_01506
OG0000827	Syal.g_00420	Praa.g_01507
OG0000828	Syal.g_00423	Praa.g_01510
OG0000829	Syal.g_00424	Praa.g_01511
OG0000830	Syal.g_00425	Praa.g_01512
OG0000831	Syal.g_00427	Praa.g_01514
OG0000832	Syal.g_02967	Praa.g_01520
OG0000833	Syal.g_02976	Praa.g_01528
OG0000834	Syal.g_02979	Praa.g_01529
OG0000835	Syal.g_02980	Praa.g_01530
OG0000836	Syal.g_02983	Praa.g_01531
OG0000837	Syal.g_02984	Praa.g_01532
OG0000838	Syal.g_02988	Praa.g_01534
OG0000839	Syal.g_02989	Praa.g_01535
OG0000840	Syal.g_02990	Praa.g_01536
OG0000841	Syal.g_02991	Praa.g_01537
OG0000842	Syal.g_02992	Praa.g_01538
OG0000843	Syal.g_02993	Praa.g_01539
OG0000844	Syal.g_02995	Praa.g_01541
OG0000845	Syal.g_02996	Praa.g_01542
OG0000846	Syal.g_02997	Praa.g_01543
OG0000847	Syal.g_02998	Praa.g_01544
OG0000848	Syal.g_03000	Praa.g_01545
OG0000849	Syal.g_03001	Praa.g_01546
OG0000850	Syal.g_03008	Praa.g_01548
OG0000851	Syal.g_00561	Praa.g_01549
OG0000852	Syal.g_00562	Praa.g_01550
OG0000853	Syal.g_00566	Praa.g_01554
OG0000854	Syal.g_00568	Praa.g_01556
OG0000855	Syal.g_00569	Praa.g_01557
OG0000856	Syal.g_02704	Praa.g_01572
OG0000857	Syal.g_01882	Praa.g_01600
OG0000858	Syal.g_00576	Praa.g_01629
OG0000859	Syal.g_00577	Praa.g_01630
OG0000860	Syal.g_00589	Praa.g_01637
OG0000861	Syal.g_00590	Praa.g_01638
OG0000862	Syal.g_00591	Praa.g_01639
OG0000863	Syal.g_00594	Praa.g_01641
OG0000864	Syal.g_00595	Praa.g_01642
OG0000865	Syal.g_00596	Praa.g_01643
OG0000866	Syal.g_00597	Praa.g_01644
OG0000867	Syal.g_00598	Praa.g_01645
OG0000868	Syal.g_00604	Praa.g_01646
OG0000869	Syal.g_00609	Praa.g_01650
OG0000870	Syal.g_00614	Praa.g_01655
OG0000871	Syal.g_00615	Praa.g_01656
OG0000872	Syal.g_00621	Praa.g_01657
OG0000873	Syal.g_00624	Praa.g_01660
OG0000874	Syal.g_00627	Praa.g_01663
OG0000875	Syal.g_00629	Praa.g_01665
OG0000876	Syal.g_00631	Praa.g_01666
OG0000877	Syal.g_00633	Praa.g_01668
OG0000878	Syal.g_00634	Praa.g_01669
OG0000879	Syal.g_00635	Praa.g_01670
OG0000880	Syal.g_00636	Praa.g_01671
OG0000881	Syal.g_00641	Praa.g_01675
OG0000882	Syal.g_00646	Praa.g_01680
OG0000883	Syal.g_00648	Praa.g_01682
OG0000884	Syal.g_00650	Praa.g_01684
OG0000885	Syal.g_00651	Praa.g_01685
OG0000886	Syal.g_00652	Praa.g_01686
OG0000887	Syal.g_00653	Praa.g_01687
OG0000888	Syal.g_00655	Praa.g_01689
OG0000889	Syal.g_00657	Praa.g_01691
OG0000890	Syal.g_00663	Praa.g_01692
OG0000891	Syal.g_00664	Praa.g_01693
OG0000892	Syal.g_00668	Praa.g_01695
OG0000893	Syal.g_00193	Praa.g_01699
OG0000894	Syal.g_00196	Praa.g_01701
OG0000895	Syal.g_00200	Praa.g_01704
OG0000896	Syal.g_00201	Praa.g_01705
OG0000897	Syal.g_00203	Praa.g_01707
OG0000898	Syal.g_00204	Praa.g_01708
OG0000899	Syal.g_00205	Praa.g_01709
OG0000900	Syal.g_00206	Praa.g_01710
OG0000901	Syal.g_00211	Praa.g_01713
OG0000902	Syal.g_00213	Praa.g_01715
OG0000903	Syal.g_00227	Praa.g_01718
OG0000904	Syal.g_00222	Praa.g_01720
OG0000905	Syal.g_00217	Praa.g_01725
OG0000906	Syal.g_00215	Praa.g_01726
OG0000907	Syal.g_00229	Praa.g_01733
OG0000908	Syal.g_00232	Praa.g_01736
OG0000909	Syal.g_00233	Praa.g_01737
OG0000910	Syal.g_00234	Praa.g_01738
OG0000911	Syal.g_00237	Praa.g_01740
OG0000912	Syal.g_00238	Praa.g_01741
OG0000913	Syal.g_00239	Praa.g_01742
OG0000914	Syal.g_00240	Praa.g_01743
OG0000915	Syal.g_00241	Praa.g_01744
OG0000916	Syal.g_00242	Praa.g_01745
OG0000917	Syal.g_00243	Praa.g_01746
OG0000918	Syal.g_00244	Praa.g_01747
OG0000919	Syal.g_00245	Praa.g_01748
OG0000920	Syal.g_00246	Praa.g_01749
OG0000921	Syal.g_00247	Praa.g_01750
OG0000922	Syal.g_00248	Praa.g_01751
OG0000923	Syal.g_00252	Praa.g_01755
OG0000924	Syal.g_00253	Praa.g_01756
OG0000925	Syal.g_00254	Praa.g_01757
OG0000926	Syal.g_00255	Praa.g_01758
OG0000927	Syal.g_00257	Praa.g_01760
OG0000928	Syal.g_00258	Praa.g_01761
OG0000929	Syal.g_00259	Praa.g_01762
OG0000930	Syal.g_00260	Praa.g_01763
OG0000931	Syal.g_00261	Praa.g_01764
OG0000932	Syal.g_00262	Praa.g_01765
OG0000933	Syal.g_00268	Praa.g_01769
OG0000934	Syal.g_00270	Praa.g_01771
OG0000935	Syal.g_00271	Praa.g_01772
OG0000936	Syal.g_00272	Praa.g_01773
OG0000937	Syal.g_00273	Praa.g_01774
OG0000938	Syal.g_00276	Praa.g_01776
OG0000939	Syal.g_00277	Praa.g_01777
OG0000940	Syal.g_00285	Praa.g_01784
OG0000941	Syal.g_00287	Praa.g_01786
OG0000942	Syal.g_00289	Praa.g_01788
OG0000943	Syal.g_00290	Praa.g_01789
OG0000944	Syal.g_00292	Praa.g_01790
OG0000945	Syal.g_00294	Praa.g_01791
OG0000946	Syal.g_00301	Praa.g_01796
OG0000947	Syal.g_00304	Praa.g_01798
OG0000948	Syal.g_00305	Praa.g_01799
OG0000949	Syal.g_01341	Praa.g_01802
OG0000950	Syal.g_01348	Praa.g_01807
OG0000951	Syal.g_01353	Praa.g_01811
OG0000952	Syal.g_01363	Praa.g_01815
OG0000953	Syal.g_01435	Praa.g_01818
OG0000954	Syal.g_01443	Praa.g_01822
OG0000955	Syal.g_01444	Praa.g_01823
OG0000956	Syal.g_01446	Praa.g_01825
OG0000957	Syal.g_01457	Praa.g_01830
OG0000958	Syal.g_01458	Praa.g_01831
OG0000959	Syal.g_01482	Praa.g_01835
OG0000960	Syal.g_01483	Praa.g_01836
OG0000961	Syal.g_01507	Praa.g_01838
OG0000962	Syal.g_01509	Praa.g_01840
OG0000963	Syal.g_01514	Praa.g_01844
OG0000964	Syal.g_01515	Praa.g_01845
OG0000965	Syal.g_01516	Praa.g_01846
OG0000966	Syal.g_00176	Praa.g_01853
OG0000967	Syal.g_00171	Praa.g_01858
OG0000968	Syal.g_00169	Praa.g_01860
OG0000969	Syal.g_00167	Praa.g_01861
OG0000970	Syal.g_00166	Praa.g_01862
OG0000971	Syal.g_00164	Praa.g_01863
OG0000972	Syal.g_00163	Praa.g_01864
OG0000973	Syal.g_00162	Praa.g_01865
OG0000974	Syal.g_00161	Praa.g_01866
OG0000975	Syal.g_00160	Praa.g_01867
OG0000976	Syal.g_00159	Praa.g_01868
OG0000977	Syal.g_00157	Praa.g_01869
OG0000978	Syal.g_00156	Praa.g_01870
OG0000979	Syal.g_00153	Praa.g_01873
OG0000980	Syal.g_00150	Praa.g_01875
OG0000981	Syal.g_00147	Praa.g_01877
OG0000982	Syal.g_01068	Praa.g_01879
OG0000983	Syal.g_01069	Praa.g_01880
OG0000984	Syal.g_01070	Praa.g_01881
OG0000985	Syal.g_01074	Praa.g_01884
OG0000986	Syal.g_01076	Praa.g_01886
OG0000987	Syal.g_01080	Praa.g_01887
OG0000988	Syal.g_01086	Praa.g_01890
OG0000989	Syal.g_01098	Praa.g_01893
OG0000990	Syal.g_01118	Praa.g_01896
OG0000991	Syal.g_01120	Praa.g_01897
OG0000992	Syal.g_01122	Praa.g_01899
OG0000993	Syal.g_01123	Praa.g_01900
OG0000994	Syal.g_01127	Praa.g_01901
OG0000995	Syal.g_01132	Praa.g_01905
OG0000996	Syal.g_01162	Praa.g_01906
OG0000997	Syal.g_01171	Praa.g_01907
OG0000998	Syal.g_01173	Praa.g_01909
OG0000999	Syal.g_01174	Praa.g_01910
OG0001000	Syal.g_01177	Praa.g_01913
OG0001001	Syal.g_01182	Praa.g_01915
OG0001002	Syal.g_00082	Praa.g_01919
OG0001003	Syal.g_00084	Praa.g_01920
OG0001004	Syal.g_00085	Praa.g_01921
OG0001005	Syal.g_00087	Praa.g_01922
OG0001006	Syal.g_00094	Praa.g_01926
OG0001007	Syal.g_00096	Praa.g_01928
OG0001009	Syal.g_00129	Praa.g_00027
OG0001010	Syal.g_00130	Praa.g_00028
OG0001011	Syal.g_00131	Praa.g_00029
OG0001012	Syal.g_01064	Praa.g_00043
OG0001013	Syal.g_01026	Praa.g_00048
OG0001014	Syal.g_01022	Praa.g_00051
OG0001015	Syal.g_01021	Praa.g_00052
OG0001016	Syal.g_00756	Praa.g_00073
OG0001017	Syal.g_00762	Praa.g_00077
OG0001018	Syal.g_00764	Praa.g_00080
OG0001019	Syal.g_00785	Praa.g_00089
OG0001020	Syal.g_00796	Praa.g_00090
OG0001021	Syal.g_00800	Praa.g_00091
OG0001022	Syal.g_00805	Praa.g_00094
OG0001023	Syal.g_00806	Praa.g_00095
OG0001024	Syal.g_00810	Praa.g_00098
OG0001025	Syal.g_00817	Praa.g_00104
OG0001026	Syal.g_00830	Praa.g_00111
OG0001027	Syal.g_00834	Praa.g_00112
OG0001028	Syal.g_00836	Praa.g_00114
OG0001029	Syal.g_00838	Praa.g_00115
OG0001030	Syal.g_00860	Praa.g_00130
OG0001031	Syal.g_00936	Praa.g_00186
OG0001032	Syal.g_00938	Praa.g_00187
OG0001033	Syal.g_00972	Praa.g_00208
OG0001034	Syal.g_00684	Praa.g_00236
OG0001035	Syal.g_01226	Praa.g_00254
OG0001036	Syal.g_01231	Praa.g_00259
OG0001037	Syal.g_01233	Praa.g_00260
OG0001038	Syal.g_01261	Praa.g_00278
OG0001039	Syal.g_01264	Praa.g_00281
OG0001040	Syal.g_01267	Praa.g_00283
OG0001041	Syal.g_01272	Praa.g_00287
OG0001042	Syal.g_01300	Praa.g_00304
OG0001043	Syal.g_01304	Praa.g_00305
OG0001044	Syal.g_00346	Praa.g_00333
OG0001045	Syal.g_00359	Praa.g_00341
OG0001046	Syal.g_01967	Praa.g_00378
OG0001047	Syal.g_00522	Praa.g_00438
OG0001048	Syal.g_00521	Praa.g_00439
OG0001049	Syal.g_00518	Praa.g_00441
OG0001050	Syal.g_00517	Praa.g_00442
OG0001051	Syal.g_00516	Praa.g_00443
OG0001052	Syal.g_00467	Praa.g_00471
OG0001053	Syal.g_02900	Praa.g_00483
OG0001054	Syal.g_02919	Praa.g_00498
OG0001055	Syal.g_02940	Praa.g_00517
OG0001056	Syal.g_02833	Praa.g_00536
OG0001057	Syal.g_01574	Praa.g_00541
OG0001058	Syal.g_02812	Praa.g_00550
OG0001059	Syal.g_02808	Praa.g_00554
OG0001060	Syal.g_02801	Praa.g_00561
OG0001061	Syal.g_02783	Praa.g_00574
OG0001062	Syal.g_02781	Praa.g_00576
OG0001063	Syal.g_02776	Praa.g_00578
OG0001064	Syal.g_02775	Praa.g_00579
OG0001065	Syal.g_02774	Praa.g_00580
OG0001066	Syal.g_02773	Praa.g_00581
OG0001067	Syal.g_02772	Praa.g_00582
OG0001068	Syal.g_02771	Praa.g_00583
OG0001069	Syal.g_02770	Praa.g_00584
OG0001070	Syal.g_02766	Praa.g_00587
OG0001071	Syal.g_02765	Praa.g_00588
OG0001072	Syal.g_02761	Praa.g_00590
OG0001073	Syal.g_02746	Praa.g_00604
OG0001074	Syal.g_02575	Praa.g_00615
OG0001075	Syal.g_02726	Praa.g_00616
OG0001076	Syal.g_02712	Praa.g_00624
OG0001077	Syal.g_02702	Praa.g_00628
OG0001078	Syal.g_02635	Praa.g_00636
OG0001079	Syal.g_02618	Praa.g_00647
OG0001080	Syal.g_02514	Praa.g_00653
OG0001081	Syal.g_02175	Praa.g_00655
OG0001082	Syal.g_02176	Praa.g_00656
OG0001083	Syal.g_02184	Praa.g_00661
OG0001084	Syal.g_02187	Praa.g_00662
OG0001085	Syal.g_02206	Praa.g_00670
OG0001086	Syal.g_02208	Praa.g_00671
OG0001087	Syal.g_01782	Praa.g_00688
OG0001088	Syal.g_01785	Praa.g_00689
OG0001089	Syal.g_01811	Praa.g_00697
OG0001090	Syal.g_01859	Praa.g_00712
OG0001091	Syal.g_01862	Praa.g_00714
OG0001092	Syal.g_01864	Praa.g_00715
OG0001093	Syal.g_02419	Praa.g_00720
OG0001094	Syal.g_02216	Praa.g_00797
OG0001095	Syal.g_01879	Praa.g_00817
OG0001096	Syal.g_02447	Praa.g_00830
OG0001097	Syal.g_02473	Praa.g_00849
OG0001098	Syal.g_02083	Praa.g_00864
OG0001099	Syal.g_00837	Praa.g_00896
OG0001100	Syal.g_02293	Praa.g_00900
OG0001101	Syal.g_02292	Praa.g_00902
OG0001102	Syal.g_02289	Praa.g_00904
OG0001103	Syal.g_02287	Praa.g_00906
OG0001104	Syal.g_02241	Praa.g_00927
OG0001105	Syal.g_02236	Praa.g_00931
OG0001106	Syal.g_02007	Praa.g_00955
OG0001107	Syal.g_01993	Praa.g_00962
OG0001108	Syal.g_01985	Praa.g_00966
OG0001109	Syal.g_01983	Praa.g_00967
OG0001110	Syal.g_01981	Praa.g_00969
OG0001111	Syal.g_01979	Praa.g_00970
OG0001112	Syal.g_01977	Praa.g_00971
OG0001113	Syal.g_02244	Praa.g_00972
OG0001114	Syal.g_01976	Praa.g_00973
OG0001115	Syal.g_01972	Praa.g_00975
OG0001116	Syal.g_01970	Praa.g_00976
OG0001117	Syal.g_01969	Praa.g_00977
OG0001118	Syal.g_01968	Praa.g_00978
OG0001119	Syal.g_01966	Praa.g_00979
OG0001120	Syal.g_01962	Praa.g_00981
OG0001121	Syal.g_02960	Praa.g_01125, Praa.g_00984
OG0001122	Syal.g_01921	Praa.g_01011
OG0001123	Syal.g_01913	Praa.g_01015
OG0001124	Syal.g_01911	Praa.g_01017
OG0001125	Syal.g_01909	Praa.g_01018
OG0001126	Syal.g_01837	Praa.g_01028
OG0001127	Syal.g_01836	Praa.g_01029
OG0001128	Syal.g_01833	Praa.g_01031
OG0001129	Syal.g_01831	Praa.g_01032
OG0001130	Syal.g_01830	Praa.g_01033
OG0001131	Syal.g_02260	Praa.g_01070
OG0001132	Syal.g_02553	Praa.g_01080
OG0001133	Syal.g_02710	Praa.g_01115
OG0001134	Syal.g_02506	Praa.g_01127
OG0001136	Syal.g_01650	Praa.g_01157
OG0001137	Syal.g_01673	Praa.g_01167
OG0001138	Syal.g_01709	Praa.g_01185
OG0001139	Syal.g_01711	Praa.g_01186
OG0001140	Syal.g_01712	Praa.g_01187
OG0001141	Syal.g_01713	Praa.g_01188
OG0001142	Syal.g_01714	Praa.g_01189
OG0001143	Syal.g_01722	Praa.g_01196
OG0001144	Syal.g_01736	Praa.g_01201
OG0001145	Syal.g_01614	Praa.g_01310
OG0001146	Syal.g_01593	Praa.g_01322
OG0001147	Syal.g_00458	Praa.g_01352
OG0001148	Syal.g_02886	Praa.g_01368
OG0001149	Syal.g_02885	Praa.g_01369
OG0001150	Syal.g_02884	Praa.g_01370
OG0001151	Syal.g_02872	Praa.g_01381
OG0001152	Syal.g_02871	Praa.g_01382
OG0001153	Syal.g_00421	Praa.g_01508
OG0001154	Syal.g_00422	Praa.g_01509
OG0001155	Syal.g_02969	Praa.g_01521
OG0001156	Syal.g_02972	Praa.g_01524
OG0001157	Syal.g_02973	Praa.g_01525
OG0001158	Syal.g_02974	Praa.g_01526
OG0001159	Syal.g_02975	Praa.g_01527
OG0001160	Syal.g_00564	Praa.g_01552
OG0001161	Syal.g_01104	Praa.g_01565
OG0001162	Syal.g_01577	Praa.g_01576
OG0001163	Syal.g_00573	Praa.g_01627
OG0001164	Syal.g_00579	Praa.g_01631
OG0001165	Syal.g_00584	Praa.g_01634
OG0001166	Syal.g_00613	Praa.g_01654
OG0001167	Syal.g_00638	Praa.g_01672
OG0001168	Syal.g_00640	Praa.g_01674
