Orthogroup	Syal	Prat
OG0000585	Syal.g_02731	Prat.g_00575
OG0000586	Syal.g_02730	Prat.g_00576
OG0000587	Syal.g_02728	Prat.g_00577
OG0000588	Syal.g_02717	Prat.g_00582
OG0000589	Syal.g_02714	Prat.g_00584
OG0000590	Syal.g_02713	Prat.g_00585
OG0000591	Syal.g_02707	Prat.g_00589
OG0000592	Syal.g_02706	Prat.g_00590
OG0000593	Syal.g_02640	Prat.g_01094
OG0000594	Syal.g_02639	Prat.g_01093
OG0000595	Syal.g_02638	Prat.g_01091
OG0000596	Syal.g_02633	Prat.g_01087
OG0000597	Syal.g_02630	Prat.g_01084
OG0000598	Syal.g_02629	Prat.g_01083
OG0000599	Syal.g_02622	Prat.g_01080
OG0000600	Syal.g_02621	Prat.g_01079
OG0000601	Syal.g_02620	Prat.g_01078
OG0000602	Syal.g_02615	Prat.g_01076
OG0000603	Syal.g_02614	Prat.g_01075
OG0000604	Syal.g_02612	Prat.g_01074
OG0000605	Syal.g_02516	Prat.g_01073
OG0000606	Syal.g_02174	Prat.g_01070
OG0000607	Syal.g_02177	Prat.g_01067
OG0000608	Syal.g_02178	Prat.g_01066
OG0000609	Syal.g_02180	Prat.g_01065
OG0000610	Syal.g_02198	Prat.g_01059
OG0000611	Syal.g_02201	Prat.g_01056
OG0000612	Syal.g_02202	Prat.g_01055
OG0000613	Syal.g_01325	Prat.g_00747
OG0000614	Syal.g_01794	Prat.g_00767
OG0000615	Syal.g_02256	Prat.g_00777
OG0000616	Syal.g_00079	Prat.g_01882
OG0000617	Syal.g_01866	Prat.g_00797
OG0000618	Syal.g_01867	Prat.g_00798
OG0000619	Syal.g_02417	Prat.g_00799
OG0000620	Syal.g_02422	Prat.g_00802
OG0000621	Syal.g_02423	Prat.g_00803
OG0000622	Syal.g_02424	Prat.g_00804
OG0000623	Syal.g_02425	Prat.g_00805
OG0000624	Syal.g_02427	Prat.g_00807
OG0000625	Syal.g_02428	Prat.g_00808
OG0000626	Syal.g_02429	Prat.g_00809
OG0000627	Syal.g_02048	Prat.g_00811
OG0000628	Syal.g_02047	Prat.g_00812
OG0000629	Syal.g_02044	Prat.g_00813
OG0000630	Syal.g_02040	Prat.g_00816
OG0000631	Syal.g_02031	Prat.g_00865
OG0000632	Syal.g_02030	Prat.g_00866
OG0000633	Syal.g_02029	Prat.g_00867
OG0000634	Syal.g_02410	Prat.g_01041
OG0000635	Syal.g_02411	Prat.g_01040
OG0000636	Syal.g_02413	Prat.g_01038
OG0000637	Syal.g_02415	Prat.g_01036
OG0000638	Syal.g_02416	Prat.g_01035
OG0000639	Syal.g_01868	Prat.g_01034
OG0000640	Syal.g_01869	Prat.g_01033
OG0000641	Syal.g_01873	Prat.g_01029
OG0000642	Syal.g_01874	Prat.g_01028
OG0000643	Syal.g_01875	Prat.g_01027
OG0000644	Syal.g_01876	Prat.g_01026
OG0000645	Syal.g_01878	Prat.g_01025
OG0000646	Syal.g_01881	Prat.g_01023
OG0000647	Syal.g_01883	Prat.g_01021
OG0000648	Syal.g_02438	Prat.g_01019
OG0000649	Syal.g_02439	Prat.g_01018
OG0000650	Syal.g_02440	Prat.g_01017
OG0000651	Syal.g_02441	Prat.g_01016
OG0000652	Syal.g_02442	Prat.g_01015
OG0000653	Syal.g_02444	Prat.g_01013
OG0000654	Syal.g_02445	Prat.g_01012
OG0000655	Syal.g_02446	Prat.g_01011
OG0000656	Syal.g_02449	Prat.g_01008
OG0000657	Syal.g_02460	Prat.g_01002
OG0000658	Syal.g_02465	Prat.g_01001
OG0000659	Syal.g_02466	Prat.g_01000
OG0000660	Syal.g_02470	Prat.g_00996
OG0000661	Syal.g_02472	Prat.g_00994
OG0000662	Syal.g_02474	Prat.g_00992
OG0000663	Syal.g_02477	Prat.g_00990
OG0000664	Syal.g_02478	Prat.g_00989
OG0000665	Syal.g_02593	Prat.g_00983
OG0000666	Syal.g_02605	Prat.g_00982
OG0000667	Syal.g_02192	Prat.g_00978
OG0000668	Syal.g_01920	Prat.g_00694
OG0000669	Syal.g_02295	Prat.g_00705
OG0000670	Syal.g_02956	Prat.g_00708
OG0000671	Syal.g_02291	Prat.g_00710
OG0000672	Syal.g_02288	Prat.g_00713
OG0000673	Syal.g_02285	Prat.g_00717
OG0000674	Syal.g_02283	Prat.g_00719
OG0000675	Syal.g_02282	Prat.g_00720
OG0000676	Syal.g_02272	Prat.g_00722
OG0000677	Syal.g_02271	Prat.g_00723
OG0000678	Syal.g_02264	Prat.g_00725
OG0000679	Syal.g_02252	Prat.g_00730
OG0000680	Syal.g_02251	Prat.g_00731
OG0000681	Syal.g_02248	Prat.g_00734
OG0000682	Syal.g_02247	Prat.g_00735
OG0000683	Syal.g_02246	Prat.g_00736
OG0000684	Syal.g_02242	Prat.g_00738
OG0000685	Syal.g_02240	Prat.g_00740
OG0000686	Syal.g_02239	Prat.g_00741
OG0000687	Syal.g_02237	Prat.g_00742
OG0000688	Syal.g_02225	Prat.g_01051
OG0000689	Syal.g_02223	Prat.g_01050
OG0000690	Syal.g_02222	Prat.g_01049
OG0000691	Syal.g_02221	Prat.g_01048
OG0000692	Syal.g_02220	Prat.g_01046
OG0000693	Syal.g_02218	Prat.g_01045
OG0000694	Syal.g_02217	Prat.g_01044
OG0000695	Syal.g_02027	Prat.g_00869
OG0000696	Syal.g_02026	Prat.g_00870
OG0000697	Syal.g_02025	Prat.g_00871
OG0000698	Syal.g_02022	Prat.g_00874
OG0000699	Syal.g_02021	Prat.g_00876
OG0000700	Syal.g_02020	Prat.g_00877
OG0000701	Syal.g_02019	Prat.g_00878
OG0000702	Syal.g_02011	Prat.g_00880
OG0000703	Syal.g_02010	Prat.g_00881
OG0000704	Syal.g_02008	Prat.g_00883
OG0000705	Syal.g_01999	Prat.g_00889
OG0000706	Syal.g_01998	Prat.g_00890
OG0000707	Syal.g_01997	Prat.g_00891
OG0000708	Syal.g_01994	Prat.g_00893
OG0000709	Syal.g_01986	Prat.g_00897
OG0000710	Syal.g_01982	Prat.g_00900
OG0000711	Syal.g_01954	Prat.g_00916
OG0000712	Syal.g_01952	Prat.g_00917
OG0000713	Syal.g_01951	Prat.g_00918
OG0000714	Syal.g_01948	Prat.g_00919
OG0000715	Syal.g_01934	Prat.g_00921
OG0000716	Syal.g_01930	Prat.g_00923
OG0000717	Syal.g_01929	Prat.g_00924
OG0000718	Syal.g_01925	Prat.g_00929
OG0000719	Syal.g_01922	Prat.g_00931
OG0000720	Syal.g_01908	Prat.g_00942
OG0000721	Syal.g_01906	Prat.g_00946
OG0000722	Syal.g_01905	Prat.g_00947
OG0000723	Syal.g_02433	Prat.g_00951
OG0000724	Syal.g_01829	Prat.g_00960
OG0000725	Syal.g_01820	Prat.g_00966
OG0000726	Syal.g_01819	Prat.g_00967
OG0000727	Syal.g_01818	Prat.g_00968
OG0000728	Syal.g_01816	Prat.g_00970
OG0000729	Syal.g_01510	Prat.g_01214
OG0000730	Syal.g_00345	Prat.g_01199
OG0000731	Syal.g_00356	Prat.g_00354
OG0000732	Syal.g_00149	Prat.g_01831
OG0000733	Syal.g_01105	Prat.g_01560
OG0000734	Syal.g_00828	Prat.g_01171
OG0000735	Syal.g_01627	Prat.g_01169
OG0000736	Syal.g_01628	Prat.g_01168
OG0000737	Syal.g_01629	Prat.g_01167
OG0000738	Syal.g_01634	Prat.g_01163
OG0000739	Syal.g_01645	Prat.g_01162
OG0000740	Syal.g_01646	Prat.g_01161
OG0000741	Syal.g_01649	Prat.g_01159
OG0000742	Syal.g_01652	Prat.g_01157
OG0000743	Syal.g_01654	Prat.g_01155
OG0000744	Syal.g_01655	Prat.g_01154
OG0000745	Syal.g_01657	Prat.g_01153
OG0000746	Syal.g_01659	Prat.g_01151
OG0000747	Syal.g_01660	Prat.g_01150
OG0000748	Syal.g_01674	Prat.g_01146
OG0000749	Syal.g_01675	Prat.g_01145
OG0000750	Syal.g_01676	Prat.g_01144
OG0000751	Syal.g_01688	Prat.g_01141
OG0000752	Syal.g_01690	Prat.g_01139
OG0000753	Syal.g_01693	Prat.g_01136
OG0000754	Syal.g_01698	Prat.g_01134
OG0000755	Syal.g_01707	Prat.g_01128
OG0000756	Syal.g_01708	Prat.g_01127
OG0000757	Syal.g_01715	Prat.g_01121
OG0000758	Syal.g_01716	Prat.g_01120
OG0000759	Syal.g_01717	Prat.g_01119
OG0000760	Syal.g_01718	Prat.g_01118
OG0000761	Syal.g_01719	Prat.g_01117
OG0000762	Syal.g_01721	Prat.g_01116
OG0000763	Syal.g_01723	Prat.g_01114
OG0000764	Syal.g_01724	Prat.g_01113
OG0000765	Syal.g_01768	Prat.g_01104
OG0000766	Syal.g_01767	Prat.g_01103
OG0000767	Syal.g_01765	Prat.g_01101
OG0000768	Syal.g_01764	Prat.g_01100
OG0000769	Syal.g_01762	Prat.g_01098
OG0000770	Syal.g_01758	Prat.g_00594
OG0000771	Syal.g_01835	Prat.g_01509
OG0000772	Syal.g_01641	Prat.g_00626
OG0000773	Syal.g_01618	Prat.g_01240
OG0000774	Syal.g_01610	Prat.g_01242
OG0000775	Syal.g_01608	Prat.g_01244
OG0000776	Syal.g_01607	Prat.g_01245
OG0000777	Syal.g_01606	Prat.g_01246
OG0000778	Syal.g_01605	Prat.g_01247
OG0000779	Syal.g_01599	Prat.g_01251
OG0000780	Syal.g_01594	Prat.g_01252
OG0000781	Syal.g_01590	Prat.g_01255
OG0000782	Syal.g_01589	Prat.g_01256
OG0000783	Syal.g_01588	Prat.g_01257
OG0000784	Syal.g_01587	Prat.g_01258
OG0000785	Syal.g_01585	Prat.g_01260
OG0000786	Syal.g_01579	Prat.g_01263
OG0000787	Syal.g_01578	Prat.g_01264
OG0000788	Syal.g_02619	Prat.g_01471
OG0000789	Syal.g_02598	Prat.g_01455
OG0000790	Syal.g_02883	Prat.g_01296
OG0000791	Syal.g_02882	Prat.g_01298
OG0000792	Syal.g_02881	Prat.g_01299
OG0000793	Syal.g_02876	Prat.g_01302
OG0000794	Syal.g_02875	Prat.g_01303
OG0000795	Syal.g_02874	Prat.g_01304
OG0000796	Syal.g_02870	Prat.g_01308
OG0000797	Syal.g_02869	Prat.g_01309
OG0000799	Syal.g_01547	Prat.g_01333
OG0000800	Syal.g_01542	Prat.g_01334
OG0000801	Syal.g_01541	Prat.g_01335
OG0000802	Syal.g_01536	Prat.g_01337
OG0000803	Syal.g_00040	Prat.g_01339
OG0000804	Syal.g_00036	Prat.g_01340
OG0000805	Syal.g_00030	Prat.g_01342
OG0000806	Syal.g_00028	Prat.g_01344
OG0000807	Syal.g_00026	Prat.g_01345
OG0000808	Syal.g_00025	Prat.g_01346
OG0000809	Syal.g_00022	Prat.g_01350
OG0000810	Syal.g_00021	Prat.g_01351
OG0000811	Syal.g_00380	Prat.g_01356
OG0000812	Syal.g_00382	Prat.g_01358
OG0000813	Syal.g_00383	Prat.g_01359
OG0000814	Syal.g_00385	Prat.g_01361
OG0000815	Syal.g_00391	Prat.g_01362
OG0000816	Syal.g_00393	Prat.g_01364
OG0000817	Syal.g_00394	Prat.g_01365
OG0000818	Syal.g_00401	Prat.g_01370
OG0000819	Syal.g_00402	Prat.g_01371
OG0000820	Syal.g_00403	Prat.g_01372
OG0000821	Syal.g_00409	Prat.g_01378
OG0000822	Syal.g_00411	Prat.g_01379
OG0000823	Syal.g_00412	Prat.g_01380
OG0000824	Syal.g_00417	Prat.g_01383
OG0000825	Syal.g_00418	Prat.g_01384
OG0000826	Syal.g_00419	Prat.g_01385
OG0000827	Syal.g_00420	Prat.g_01386
OG0000828	Syal.g_00423	Prat.g_01389
OG0000829	Syal.g_00424	Prat.g_01390
OG0000830	Syal.g_00425	Prat.g_01391
OG0000831	Syal.g_00427	Prat.g_01393
OG0000832	Syal.g_02967	Prat.g_01405
OG0000833	Syal.g_02976	Prat.g_01414
OG0000834	Syal.g_02979	Prat.g_01415
OG0000835	Syal.g_02980	Prat.g_01416
OG0000836	Syal.g_02983	Prat.g_01417
OG0000837	Syal.g_02984	Prat.g_01418
OG0000838	Syal.g_02988	Prat.g_01421
OG0000839	Syal.g_02989	Prat.g_01422
OG0000840	Syal.g_02990	Prat.g_01423
OG0000841	Syal.g_02991	Prat.g_01424
OG0000842	Syal.g_02992	Prat.g_01425
OG0000843	Syal.g_02993	Prat.g_01426
OG0000844	Syal.g_02995	Prat.g_01427
OG0000845	Syal.g_02996	Prat.g_01428
OG0000846	Syal.g_02997	Prat.g_01429
OG0000847	Syal.g_02998	Prat.g_01430
OG0000848	Syal.g_03000	Prat.g_01431
OG0000849	Syal.g_03001	Prat.g_01432
OG0000850	Syal.g_03008	Prat.g_01434
OG0000851	Syal.g_00561	Prat.g_01435
OG0000852	Syal.g_00562	Prat.g_01436
OG0000853	Syal.g_00566	Prat.g_01441
OG0000854	Syal.g_00568	Prat.g_01443
OG0000855	Syal.g_00569	Prat.g_01444
OG0000856	Syal.g_02704	Prat.g_01457
OG0000857	Syal.g_01882	Prat.g_01022
OG0000858	Syal.g_00576	Prat.g_01585
OG0000859	Syal.g_00577	Prat.g_01586
OG0000860	Syal.g_00589	Prat.g_01594
OG0000861	Syal.g_00590	Prat.g_01595
OG0000862	Syal.g_00591	Prat.g_01596
OG0000863	Syal.g_00594	Prat.g_01598
OG0000864	Syal.g_00595	Prat.g_01599
OG0000865	Syal.g_00596	Prat.g_01600
OG0000866	Syal.g_00597	Prat.g_01601
OG0000867	Syal.g_00598	Prat.g_01602
OG0000868	Syal.g_00604	Prat.g_01603
OG0000869	Syal.g_00609	Prat.g_01606
OG0000870	Syal.g_00614	Prat.g_01611
OG0000871	Syal.g_00615	Prat.g_01612
OG0000872	Syal.g_00621	Prat.g_01613
OG0000873	Syal.g_00624	Prat.g_01616
OG0000874	Syal.g_00627	Prat.g_01619
OG0000875	Syal.g_00629	Prat.g_01621
OG0000876	Syal.g_00631	Prat.g_01622
OG0000877	Syal.g_00633	Prat.g_01624
OG0000878	Syal.g_00634	Prat.g_01625
OG0000879	Syal.g_00635	Prat.g_01626
OG0000880	Syal.g_00636	Prat.g_01627
OG0000881	Syal.g_00641	Prat.g_01631
OG0000882	Syal.g_00646	Prat.g_01636
OG0000883	Syal.g_00648	Prat.g_01639
OG0000884	Syal.g_00650	Prat.g_01641
OG0000885	Syal.g_00651	Prat.g_01642
OG0000886	Syal.g_00652	Prat.g_01643
OG0000887	Syal.g_00653	Prat.g_01644
OG0000888	Syal.g_00655	Prat.g_01646
OG0000889	Syal.g_00657	Prat.g_01648
OG0000890	Syal.g_00663	Prat.g_01649
OG0000891	Syal.g_00664	Prat.g_01650
OG0000892	Syal.g_00668	Prat.g_01652
OG0000893	Syal.g_00193	Prat.g_01655
OG0000894	Syal.g_00196	Prat.g_01658
OG0000895	Syal.g_00200	Prat.g_01662
OG0000896	Syal.g_00201	Prat.g_01663
OG0000897	Syal.g_00203	Prat.g_01665
OG0000898	Syal.g_00204	Prat.g_01666
OG0000899	Syal.g_00205	Prat.g_01667
OG0000900	Syal.g_00206	Prat.g_01668
OG0000901	Syal.g_00211	Prat.g_01671
OG0000902	Syal.g_00213	Prat.g_01673
OG0000903	Syal.g_00227	Prat.g_01677
OG0000904	Syal.g_00222	Prat.g_01682
OG0000905	Syal.g_00217	Prat.g_01675
OG0000906	Syal.g_00215	Prat.g_01674
OG0000907	Syal.g_00229	Prat.g_01684
OG0000908	Syal.g_00232	Prat.g_01687
OG0000909	Syal.g_00233	Prat.g_01688
OG0000910	Syal.g_00234	Prat.g_01689
OG0000911	Syal.g_00237	Prat.g_01691
OG0000912	Syal.g_00238	Prat.g_01692
OG0000913	Syal.g_00239	Prat.g_01693
OG0000914	Syal.g_00240	Prat.g_01694
OG0000915	Syal.g_00241	Prat.g_01695
OG0000916	Syal.g_00242	Prat.g_01696
OG0000917	Syal.g_00243	Prat.g_01697
OG0000918	Syal.g_00244	Prat.g_01698
OG0000919	Syal.g_00245	Prat.g_01699
OG0000920	Syal.g_00246	Prat.g_01700
OG0000921	Syal.g_00247	Prat.g_01701
OG0000922	Syal.g_00248	Prat.g_01702
OG0000923	Syal.g_00252	Prat.g_01706
OG0000924	Syal.g_00253	Prat.g_01707
OG0000925	Syal.g_00254	Prat.g_01708
OG0000926	Syal.g_00255	Prat.g_01709
OG0000927	Syal.g_00257	Prat.g_01711
OG0000928	Syal.g_00258	Prat.g_01712
OG0000929	Syal.g_00259	Prat.g_01713
OG0000930	Syal.g_00260	Prat.g_01714
OG0000931	Syal.g_00261	Prat.g_01715
OG0000932	Syal.g_00262	Prat.g_01327
OG0000933	Syal.g_00268	Prat.g_01719
OG0000934	Syal.g_00270	Prat.g_01721
OG0000935	Syal.g_00271	Prat.g_01722
OG0000936	Syal.g_00272	Prat.g_01723
OG0000937	Syal.g_00273	Prat.g_01724
OG0000938	Syal.g_00276	Prat.g_01727
OG0000939	Syal.g_00277	Prat.g_01728
OG0000940	Syal.g_00285	Prat.g_01735
OG0000941	Syal.g_00287	Prat.g_01737
OG0000942	Syal.g_00289	Prat.g_01739
OG0000943	Syal.g_00290	Prat.g_01740
OG0000944	Syal.g_00292	Prat.g_01742
OG0000945	Syal.g_00294	Prat.g_01744
OG0000946	Syal.g_00301	Prat.g_01748
OG0000947	Syal.g_00304	Prat.g_01750
OG0000948	Syal.g_00305	Prat.g_01751
OG0000949	Syal.g_01341	Prat.g_01754
OG0000950	Syal.g_01348	Prat.g_01760
OG0000951	Syal.g_01353	Prat.g_01764
OG0000952	Syal.g_01363	Prat.g_01768
OG0000953	Syal.g_01435	Prat.g_01772
OG0000954	Syal.g_01443	Prat.g_01777
OG0000955	Syal.g_01444	Prat.g_01778
OG0000956	Syal.g_01446	Prat.g_01780
OG0000957	Syal.g_01457	Prat.g_01786
OG0000958	Syal.g_01458	Prat.g_01787
OG0000959	Syal.g_01482	Prat.g_01791
OG0000960	Syal.g_01483	Prat.g_01792
OG0000961	Syal.g_01507	Prat.g_01795
OG0000962	Syal.g_01509	Prat.g_01797
OG0000963	Syal.g_01514	Prat.g_01801
OG0000964	Syal.g_01515	Prat.g_01802
OG0000965	Syal.g_01516	Prat.g_01803
OG0000966	Syal.g_00176	Prat.g_01809
OG0000967	Syal.g_00171	Prat.g_01813
OG0000968	Syal.g_00169	Prat.g_01815
OG0000969	Syal.g_00167	Prat.g_01816
OG0000970	Syal.g_00166	Prat.g_01817
OG0000971	Syal.g_00164	Prat.g_01818
OG0000972	Syal.g_00163	Prat.g_01819
OG0000973	Syal.g_00162	Prat.g_01820
OG0000974	Syal.g_00161	Prat.g_01821
OG0000975	Syal.g_00160	Prat.g_01822
OG0000976	Syal.g_00159	Prat.g_01823
OG0000977	Syal.g_00157	Prat.g_01824
OG0000978	Syal.g_00156	Prat.g_01825
OG0000979	Syal.g_00153	Prat.g_01828
OG0000980	Syal.g_00150	Prat.g_01830
OG0000981	Syal.g_00147	Prat.g_01833
OG0000982	Syal.g_01068	Prat.g_01835
OG0000983	Syal.g_01069	Prat.g_01836
OG0000984	Syal.g_01070	Prat.g_01837
OG0000985	Syal.g_01074	Prat.g_01840
OG0000986	Syal.g_01076	Prat.g_01842
OG0000987	Syal.g_01080	Prat.g_01843
OG0000988	Syal.g_01086	Prat.g_01846
OG0000989	Syal.g_01098	Prat.g_01850
OG0000990	Syal.g_01118	Prat.g_01856
OG0000991	Syal.g_01120	Prat.g_01857
OG0000992	Syal.g_01122	Prat.g_01860
OG0000993	Syal.g_01123	Prat.g_01861
OG0000994	Syal.g_01127	Prat.g_01862
OG0000995	Syal.g_01132	Prat.g_01866
OG0000996	Syal.g_01162	Prat.g_01867
OG0000997	Syal.g_01171	Prat.g_01869
OG0000998	Syal.g_01173	Prat.g_01871
OG0000999	Syal.g_01174	Prat.g_01872
OG0001000	Syal.g_01177	Prat.g_01875
OG0001001	Syal.g_01182	Prat.g_01879
OG0001002	Syal.g_00082	Prat.g_01884
OG0001003	Syal.g_00084	Prat.g_01885
OG0001004	Syal.g_00085	Prat.g_01886
OG0001005	Syal.g_00087	Prat.g_01887
OG0001006	Syal.g_00094	Prat.g_01891
OG0001007	Syal.g_00096	Prat.g_01893
OG0001008	Syal.g_00524	Prat.g_00397
OG0001009	Syal.g_00129	Prat.g_00028
OG0001010	Syal.g_00130	Prat.g_00029
OG0001011	Syal.g_00131	Prat.g_00031
OG0001012	Syal.g_01064	Prat.g_00046
OG0001013	Syal.g_01026	Prat.g_00053
OG0001014	Syal.g_01022	Prat.g_00056
OG0001015	Syal.g_01021	Prat.g_00057
OG0001016	Syal.g_00756	Prat.g_00070
OG0001017	Syal.g_00762	Prat.g_00074
OG0001018	Syal.g_00764	Prat.g_00076
OG0001019	Syal.g_00785	Prat.g_00087
OG0001020	Syal.g_00796	Prat.g_00088
OG0001021	Syal.g_00800	Prat.g_00089
OG0001022	Syal.g_00805	Prat.g_00091
OG0001023	Syal.g_00806	Prat.g_00092
OG0001024	Syal.g_00810	Prat.g_00095
OG0001025	Syal.g_00817	Prat.g_00102
OG0001026	Syal.g_00830	Prat.g_00110
OG0001027	Syal.g_00834	Prat.g_00111
OG0001028	Syal.g_00836	Prat.g_00113
OG0001029	Syal.g_00838	Prat.g_00114
OG0001030	Syal.g_00860	Prat.g_00130
OG0001031	Syal.g_00936	Prat.g_00188
OG0001032	Syal.g_00938	Prat.g_00189
OG0001033	Syal.g_00972	Prat.g_00210
OG0001034	Syal.g_00684	Prat.g_00241
OG0001035	Syal.g_01226	Prat.g_00261
OG0001036	Syal.g_01231	Prat.g_00266
OG0001037	Syal.g_01233	Prat.g_00267
OG0001038	Syal.g_01261	Prat.g_00285
OG0001039	Syal.g_01264	Prat.g_00288
OG0001040	Syal.g_01267	Prat.g_00291
OG0001041	Syal.g_01272	Prat.g_00295
OG0001042	Syal.g_01300	Prat.g_00312
OG0001043	Syal.g_01304	Prat.g_00313
OG0001044	Syal.g_00346	Prat.g_00347
OG0001045	Syal.g_00359	Prat.g_00356
OG0001046	Syal.g_01967	Prat.g_01469
OG0001047	Syal.g_00522	Prat.g_00399
OG0001048	Syal.g_00521	Prat.g_00400
OG0001049	Syal.g_00518	Prat.g_00403
OG0001050	Syal.g_00517	Prat.g_00404
OG0001051	Syal.g_00516	Prat.g_00405
OG0001052	Syal.g_00467	Prat.g_00430
OG0001053	Syal.g_02900	Prat.g_00443
OG0001054	Syal.g_02919	Prat.g_00459
OG0001055	Syal.g_02940	Prat.g_00480
OG0001056	Syal.g_02833	Prat.g_00498
OG0001057	Syal.g_01574	Prat.g_00502
OG0001058	Syal.g_02812	Prat.g_00510
OG0001059	Syal.g_02808	Prat.g_00515
OG0001060	Syal.g_02801	Prat.g_00522
OG0001061	Syal.g_02783	Prat.g_00538
OG0001062	Syal.g_02781	Prat.g_00540
OG0001063	Syal.g_02776	Prat.g_00542
OG0001064	Syal.g_02775	Prat.g_00543
OG0001065	Syal.g_02774	Prat.g_00544
OG0001066	Syal.g_02773	Prat.g_00545
OG0001067	Syal.g_02772	Prat.g_00546
OG0001068	Syal.g_02771	Prat.g_00547
OG0001069	Syal.g_02770	Prat.g_00548
OG0001070	Syal.g_02766	Prat.g_00550
OG0001071	Syal.g_02765	Prat.g_00551
OG0001072	Syal.g_02761	Prat.g_00552
OG0001073	Syal.g_02746	Prat.g_00566
OG0001074	Syal.g_02575	Prat.g_00579
OG0001075	Syal.g_02726	Prat.g_00580
OG0001076	Syal.g_02712	Prat.g_00587
OG0001077	Syal.g_02702	Prat.g_00592
OG0001078	Syal.g_02635	Prat.g_01089
OG0001079	Syal.g_02618	Prat.g_01077
OG0001080	Syal.g_02514	Prat.g_01071
OG0001081	Syal.g_02175	Prat.g_01069
OG0001082	Syal.g_02176	Prat.g_01068
OG0001083	Syal.g_02184	Prat.g_01063
OG0001084	Syal.g_02187	Prat.g_01062
OG0001085	Syal.g_02206	Prat.g_00744
OG0001086	Syal.g_02208	Prat.g_00745
OG0001087	Syal.g_01782	Prat.g_00762
OG0001088	Syal.g_01785	Prat.g_00763
OG0001089	Syal.g_01811	Prat.g_00774
OG0001090	Syal.g_01859	Prat.g_00789
OG0001091	Syal.g_01862	Prat.g_00791
OG0001092	Syal.g_01864	Prat.g_00792
OG0001093	Syal.g_02419	Prat.g_00800
OG0001094	Syal.g_02216	Prat.g_01043
OG0001095	Syal.g_01879	Prat.g_01024
OG0001096	Syal.g_02447	Prat.g_01010
OG0001097	Syal.g_02473	Prat.g_00993
OG0001098	Syal.g_02083	Prat.g_00974
OG0001099	Syal.g_00837	Prat.g_00699
OG0001100	Syal.g_02293	Prat.g_00707
OG0001101	Syal.g_02292	Prat.g_00709
OG0001102	Syal.g_02289	Prat.g_00712
OG0001103	Syal.g_02287	Prat.g_00715
OG0001104	Syal.g_02241	Prat.g_00739
OG0001105	Syal.g_02236	Prat.g_00743
OG0001106	Syal.g_02007	Prat.g_00884
OG0001107	Syal.g_01993	Prat.g_00894
OG0001108	Syal.g_01985	Prat.g_00898
OG0001109	Syal.g_01983	Prat.g_00899
OG0001110	Syal.g_01981	Prat.g_00901
OG0001111	Syal.g_01979	Prat.g_00902
OG0001112	Syal.g_01977	Prat.g_00903
OG0001113	Syal.g_02244	Prat.g_00904
OG0001114	Syal.g_01976	Prat.g_00905
OG0001115	Syal.g_01972	Prat.g_00907
OG0001116	Syal.g_01970	Prat.g_00908
OG0001117	Syal.g_01969	Prat.g_00909
OG0001118	Syal.g_01968	Prat.g_00910
OG0001119	Syal.g_01966	Prat.g_00911
OG0001120	Syal.g_01962	Prat.g_00913
OG0001122	Syal.g_01921	Prat.g_00932
OG0001123	Syal.g_01913	Prat.g_00937
OG0001124	Syal.g_01911	Prat.g_00939
OG0001125	Syal.g_01909	Prat.g_00941
OG0001126	Syal.g_01837	Prat.g_00955
OG0001127	Syal.g_01836	Prat.g_00956
OG0001128	Syal.g_01833	Prat.g_00957
OG0001129	Syal.g_01831	Prat.g_00958
OG0001130	Syal.g_01830	Prat.g_00959
OG0001131	Syal.g_02260	Prat.g_01204
OG0001132	Syal.g_02553	Prat.g_01479
OG0001133	Syal.g_02710	Prat.g_01211
OG0001134	Syal.g_02506	Prat.g_01495, Prat.g_01561
OG0001136	Syal.g_01650	Prat.g_01158
OG0001137	Syal.g_01673	Prat.g_01147
OG0001138	Syal.g_01709	Prat.g_01126
OG0001139	Syal.g_01711	Prat.g_01124
OG0001141	Syal.g_01713	Prat.g_01123
OG0001142	Syal.g_01714	Prat.g_01122
OG0001143	Syal.g_01722	Prat.g_01115
OG0001144	Syal.g_01736	Prat.g_01110
OG0001145	Syal.g_01614	Prat.g_01241
OG0001146	Syal.g_01593	Prat.g_01253
OG0001147	Syal.g_00458	Prat.g_01287
OG0001148	Syal.g_02886	Prat.g_01293
OG0001149	Syal.g_02885	Prat.g_01294
OG0001150	Syal.g_02884	Prat.g_01295
OG0001151	Syal.g_02872	Prat.g_01306
OG0001152	Syal.g_02871	Prat.g_01307
OG0001153	Syal.g_00421	Prat.g_01387
OG0001154	Syal.g_00422	Prat.g_01388
OG0001155	Syal.g_02969	Prat.g_01407
OG0001156	Syal.g_02972	Prat.g_01410
OG0001157	Syal.g_02973	Prat.g_01411
OG0001158	Syal.g_02974	Prat.g_01412
OG0001159	Syal.g_02975	Prat.g_01413
OG0001160	Syal.g_00564	Prat.g_01439
OG0001161	Syal.g_01104	Prat.g_01502
OG0001162	Syal.g_01577	Prat.g_01500
OG0001163	Syal.g_00573	Prat.g_01583
OG0001164	Syal.g_00579	Prat.g_01587
OG0001165	Syal.g_00584	Prat.g_01590
OG0001166	Syal.g_00613	Prat.g_01610
OG0001167	Syal.g_00638	Prat.g_01628
OG0001168	Syal.g_00640	Prat.g_01630
OG0001169	Syal.g_00642	Prat.g_01632
OG0001170	Syal.g_00644	Prat.g_01634
